Hybridization REF	TCGA-B6-A0WS-01A-11R-A115-07
ZFP106	-0.01425
ZNF347	-0.298
GTF2E1	0.56075
RY1	-0.444
ATAD2B	0.301125
ARHGAP17	0.4635
KCNIP3	-1.12525
SFPQ	0.00187500000000001
GFRA4	0.575
AKR1B10	-4.38675
TIGD6	1.00416666666667
RGS16	1.944875
URB1	-0.2405
OR4C46	-0.257833333333333
TOP3B	-0.733
NFATC4	0.9345
CA14	-5.18875
BMPR1A	-0.380666666666667
SNRP70	-0.587
PRL	0.172083333333333
C6orf130	-0.19075
STAG2	-0.4705
CD55	-1.24992857142857
RPS23	0.6545
SSX2	-1.84183333333333
FDPSL2A	-0.615
FBXO27	0.61425
SYNGR3	-1.47133333333333
TMSL3	0.90475
EML1	-0.557
NUP93	-0.953
SMAD3	-0.2329
KIAA1189	0.6955
HNRPUL2	0.187833333333333
TBC1D12	0.618166666666667
C16orf24	1.36075
MRVI1	2.5465
ZNF581	-0.323666666666667
ELOVL3	-1.0315
OR51Q1	-0.08575
CACNB3	1.41
GALNT13	-0.333375
C10orf84	0.9769375
NEDD4	-0.2084
SPO11	0.4605
OR5AU1	0.656
NEK4	-0.409214285714286
PRKAR2A	-0.976666666666667
IHPK1	-0.5835
ATP6V0B	1.047125
CACNA1E	0.8165
CEACAM8	0.998833333333333
PEX14	0.242
FLJ12993	-1.7275
ZBTB38	0.143916666666667
PCTK2	0.713666666666667
LRRC16	0.1577
FBLIM1	0.75225
FYCO1	0.795
RP5-1022P6.2	-0.689666666666667
CMTM1	0.7795
PLTP	0.532166666666667
RAPH1	1.16725
DOCK8	1.571
EZH2	-1.63866666666667
SLC25A1	-0.1465
PLEKHB1	0.1191
GRB7	1.0318
ZFP37	-1.139
MRPL33	0.0815
PELO	-0.46725
ARMC1	-0.265636363636364
C9orf27	0.2945
FLJ25778	0.5055
C9orf37	-1.0495
TMEM66	2.67825
SPRN	0.484
HBEGF	-0.38425
PI4KA	-0.381
LEPRE1	-0.17925
POU2AF1	-0.264
MRPL12	-0.827
REP15	0.2345
ZC3H3	0.7955
RASAL1	-1.05525
DDAH1	1.7425
ACBD5	0.624125
TMC2	0.2865
CCDC137	-0.82825
SAMD13	-2.25433333333333
UGT2B15	-3.64466666666667
TIPARP	0.64625
DNASE1L3	2.371
TRIM72	2.46333333333333
DBX2	0.8275
IPO8	-0.1405
C21orf88	0.0675
MAP3K14	1.082
LOC51233	0.744666666666667
GGTLA4	-1.838
PDE6D	0.02775
ZNF117	0.22925
CLK2	-1.22875
NKRF	-1.07575
TNFSF15	0.5947
DUSP2	0.075375
SECISBP2	0.3109
GABRR2	-0.6635
PPAP2C	1.82575
LOC51145	0.269166666666667
PAG1	0.204
PIK3C3	0.0825
GNG10	0.58
APOL4	0.781166666666667
ANKRD28	-1.479375
STMN3	0.8427
RAB14	0.8979
CDK2AP2	0.29975
HDDC3	0.394375
COMMD7	0.493
CXXC1	0.27475
HMCN1	0.361833333333333
CD40	0.77975
DYNC1LI2	0.318125
GDI1	1.0275
LOC646938	-0.30025
VSNL1	-0.773833333333333
PIH1D1	-0.167166666666667
RAET1G	-0.394
KRTAP5-9	-1.2295
EFTUD2	-0.55
ZNF311	-0.177
ATP6V1G3	0.394
OR2W3	0.534
SCN4A	0.34425
MED10	-0.55025
FAM135A	-1.1706
ARHGAP4	-0.161
EHMT2	-0.624375
UFD1L	0.127
ERMP1	0.53
MAG1	-1.66616666666667
THAP8	0.882333333333333
HACE1	0.1
FAM82C	0.452166666666667
C3orf20	0.562
UNC84A	-0.6235
SCD5	-0.551785714285714
LASS6	1.9195
LSG1	0.20825
MAL	-3.37425
GPR22	-0.135
WDR5B	1.896
ACTRT1	0.04
C17orf60	0.4935
GRIN2C	1.5798
ARMC8	-0.45025
SLC47A1	-2.36733333333333
DMPK	0.16875
DHRS13	-0.570166666666667
SMC1A	-0.884333333333333
KRTAP17-1	-0.06875
SMYD5	0.17675
TUSC2	0.197875
CRHR2	0.0925
KIR3DL2	0.5725
CCDC104	0.949
ATP2C1	0.67
CROT	1.2305
PABPC3	-0.645333333333333
EGR1	-0.784166666666667
THSD1	0.66675
KHK	-1.16425
SLC12A2	1.48475
CD58	-0.66825
STOX2	-0.425666666666667
CCDC76	-0.8543
CCDC48	2.729
DNAH1	-0.0835
ZIC4	-0.28625
OR1G1	0.5195
PSMC6	-1.01366666666667
PROKR1	0.7115
ABCB1	-0.43025
TRAT1	1.11375
LLGL1	0.343
MTF1	1.08275
USP54	0.572875
PAGE2B	-1.933
ITGB7	-3.54675
CCDC81	-1.012
LOC149837	0.23175
SCUBE1	1.525
ZSCAN10	1.4625
HUWE1	-0.234571428571429
CDH17	-0.0345
CD180	1.3885
IL17A	0.33975
TMPO	-1.372625
KIAA1524	-1.35766666666667
HDGFRP3	0.453166666666667
OXCT1	-2.18145454545455
RRAS2	-1.24416666666667
LTBP2	2.18625
SV2B	1.46033333333333
CYP2A6	0.422
PKD1L2	-0.713166666666667
PPM1M	1.2205
FLJ22662	1.74383333333333
ZNF502	0.54
GP6	-0.5765
CRYBA2	0.054
LEF1	0.4964
CTPS	-1.59042857142857
EYA1	-3.10583333333333
EPS8L1	2.523
MAPK14	-0.612583333333333
SERPINB2	-5.69725
GTF2F2	-1.22983333333333
ZNHIT4	0.073
PLA1A	1.322625
C20orf114	3.3125
HPR	-3.1195
C18orf2	-3.44616666666667
SATB2	-2.09675
KCNJ9	0.0838571428571429
MGC157906	0.5645
MOCS3	-0.1365
C17orf71	-0.7245
PPHLN1	0.037
HIST1H2BN	-0.36875
RAPGEF1	0.46675
MAP3K8	1.9745
DLG4	0.1115
STC1	-2.22683333333333
CDGAP	1.7965
DDX26B	-0.719
LOC150223	-1.339
CPSF3	-0.730166666666667
TMEM14A	0.66225
MYH3	-1.448
GPKOW	0.2685
SULT1A1	1.59866666666667
SPON1	4.4652
YY1AP1	0.138
RAB23	0.02575
PLA2G4A	-3.89475
MAPRE3	0.64375
ZNF516	1.37592857142857
GGPS1	0.24
EXOC3L2	-0.114125
C19orf42	0.6367
MAP2K2	-0.1995
HIST1H2BB	0.0945
RNF19B	1.78383333333333
C6orf128	0.2115
TLR8	3.5945
PCDHA9	0.13
CARS2	-0.350375
CLUL1	3.42833333333333
RHAG	-4.64883333333333
UNK	0.1875
EXOC8	0.2743
C9orf95	1.36325
C14orf143	-0.3405
MAML3	0.12725
LDHA	-1.4005
MRPL20	0.728375
KLHDC6	0.165666666666667
ATP5S	-0.6435
C8orf55	0.39775
PHF19	-1.982625
KRTAP13-4	0.4695
TTC5	-0.68825
XKR5	-0.84775
SILV	-4.87283333333333
TEX28	0.0335
TCTN1	1.577
CX40.1	0.41825
PPP2R5C	-0.534625
C12orf30	-1.09833333333333
CAPG	2.80425
MPZL1	0.64525
ARSB	-0.708
TDH	-1.964
WASF4	0.93775
TSSK3	-0.830333333333333
7A5	1.0625
CRISPLD1	-0.0835
MAD1L1	-0.524833333333333
SPIN4	-0.368666666666667
AMPD1	1.976
DPYSL5	-0.391
INPP1	-0.339166666666667
ANKRD11	-1.05288888888889
NPAS4	0.07325
GCET2	1.072
RNASE9	0.1145
GUCY2D	0.421166666666667
CCDC98	-0.1305
FGF4	-0.169125
CPM	-1.14233333333333
SLC26A4	-1.007
PLD5	0.362666666666667
FAM59A	-0.0482
FBXO5	-2.02277777777778
SIPA1L1	-0.41375
DPYS	0.94925
ATG4D	0.095
TGM3	0.831
MTCH1	-0.0335
HK1	0.217928571428571
CDC26	0.198
GALNT12	-2.2395
LOC339229	0.02825
MRPL35	-0.1555
ORC4L	-0.103875
TNKS	-0.517285714285714
C2orf24	0.787666666666667
ZNF553	0.654333333333333
GGTLA1	3.5768
ZNF497	0.54325
CDY1B	0.08725
SLC30A4	0.89675
TUB	-0.791375
ARHGEF18	0.8175
ARRB1	0.73775
KCNK1	-1.618875
EREG	-3.8204
SCAMP5	0.421
RUNDC3B	1.9575
ADAMTS20	0.333
IL17RB	0.8735
FLJ20323	-0.64275
MCAM	-0.282
POLR3E	-1.58533333333333
AQR	-0.0855
IPMK	0.6385
CDCA7	-4.244
CAMP	1.7015
GRHL3	1.4055
ADAMTSL2	1.52166666666667
CLMN	1.44666666666667
SSTR3	0.607
MAGEA5	-2.9205
OVOL2	3.49
JMJD1B	-0.10325
RBL2	0.0733
PYGO2	0.83675
PPP1R10	-0.00716666666666667
CSE1L	-1.7065
LCA5	0.94875
RDH16	1.663
ASRGL1	-0.6005
TOM1	1.38816666666667
PTX3	-5.58725
TTC15	0.20775
SCGB3A1	1.71716666666667
MRPL50	-1.16175
RCAN3	1.764875
SLC26A11	0.945
STYX	-0.839
CINP	-0.7835
MARCH7	-0.262
PFKM	-1.74233333333333
SGMS1	-0.582833333333333
RIOK3	-0.1232
C1orf110	0.658
CES7	-0.125428571428571
LOC440248	-2.1705
PPP1R12C	-0.29875
C10orf27	0.449
ATG9A	-0.2395
MRPS26	0.214875
TMEM40	0.10425
ELP3	-0.6353
ZNF787	0.7639
HIAT1	0.248125
C8orf34	0.942833333333333
MGC4655	0.4453
PELI1	0.153666666666667
PPT1	1.4346
SLC35C2	-0.1965
C6orf125	-0.135
MUC4	-1.64266666666667
RFC4	-1.981
GNB2	0.561666666666667
NUP50	-0.0695
SULT4A1	-1.15466666666667
C7	3.085375
CCDC130	0.0765
ARRDC4	-0.1505
RQCD1	-0.448
GLYCTK	-1.124
AYTL2	-0.287818181818182
MTUS1	0.0951
LEMD3	-0.00283333333333333
PLEKHF2	1.79475
HOXA7	-0.09025
GTF3C2	-1.325
DYNLRB2	3.5065
CNOT10	-0.94375
MR1	-0.00466666666666667
FFAR1	-0.17125
PRIC285	0.33775
SLITRK6	6.12025
LIX1	-2.386
UBE1L2	-1.27091666666667
F8	1.581625
ACHE	0.782666666666667
KPNA5	0.108
TNFRSF12A	-0.3525
EGR3	1.6185
SERPIND1	-4.1485
OASL	3.15375
IFRD1	-2.4345
WDFY1	0.273666666666667
ZNF267	0.1495
ACCN5	0.647
ZBTB6	0.055
PPP1R3A	-0.4775
PRRT3	4.0305
FBXL19	-0.099
TXNIP	0.873428571428571
ACTN2	-1.0425
ATG9B	-0.267375
C9orf117	0.146
IL27	-1.685
RPL36AL	-0.414666666666667
KLK15	-0.317
CHAD	3.2505
RAP2B	-0.0259
HEBP2	1.3555
ZNF342	0.243
CAMK2G	-0.704
TLR3	1.61725
FGF14	-0.26025
HMGB2	-1.679625
TRPM5	-0.038
OR5M11	0.047
KIF3B	0.709368421052632
PRICKLE2	0.28425
MTMR9	-0.284
C3orf27	0.1985
GLRA3	-2.102
NSDHL	-0.0675
TMEM32	-0.35825
POLR2D	-1.24416666666667
MYADML	0.426
C9orf114	-0.56975
MRGPRX1	-0.009
TOPORS	0.24975
CLDN19	-0.44075
C1QL4	-0.15
RNF165	1.4605
DHRS9	1.276
DNAH2	-1.13916666666667
FXR1	-0.676166666666667
ZMYM3	-1.130875
CASP3	0.254666666666667
FAM120C	-0.309
SCLY	-0.95725
CA7	0.298
ENTPD5	-0.376333333333333
ZNF461	-0.19775
PDIA5	0.114
C1orf19	-0.808166666666667
TMEM67	-0.13925
KCTD20	-0.40975
WDR47	0.845
FLJ38723	0.421
KLRF1	1.9545
TAS2R16	-0.4775
CLDN12	0.95175
PRKCE	0.447
UBXD4	-0.6155
ITGAM	4.0475
GLT8D3	-0.07275
WDR31	1.2409
RGS2	-0.73575
OR51L1	0.153
MST1R	0.55525
KIAA1737	0.67825
OR4A5	0.885
GLIS1	-1.51183333333333
PTMA	0.57
NAPA	1.963
PRDM11	0.76
LIPF	0.2165
DIRAS3	0.91
ASGR2	-4.072875
C1QTNF4	1.299
PIK3R4	-0.00816666666666667
ARMC3	3.1355
NDUFV3	-0.447916666666667
BTBD3	-0.386666666666667
PPP1R2	-0.222833333333333
UBE2NL	-0.0635
FOSL2	1.26585714285714
FAM119A	-1.61616666666667
TUBA4A	-0.1593
KRTAP12-1	0.144
SFRS2	-0.7285
RHPN1	0.2091
EEF2	-0.256333333333333
ZDHHC11	0.0331666666666667
EPHA3	-1.5594
RBM12	-0.1145
H2AFJ	3.07941666666667
EDIL3	3.008
KIF26A	-1.62975
SERGEF	0.2075
B3GALT4	3.15825
LOC90925	2.44283333333333
OSCAR	0.427625
NPFF	-0.33825
DEDD	0.050625
TMEM155	-0.822125
PTPN1	0.4475
SCYL2	0.402666666666667
SKAP1	3.89575
LEAP2	-3.30483333333333
GADD45G	2.1299
IFITM3	2.116875
PILRB	-1.0615
SLU7	0.014
DSC3	0.17575
DNMT3L	-1.33775
PAPD5	0.26275
B3GNT3	-0.931833333333333
LHCGR	-0.196
MSL-1	0.0705
UBE2S	-1.46425
SAP130	-0.20475
ANAPC11	0.70975
MAGED4B	-1.711
ATP6V1B2	0.3125
C14orf179	0.71125
CAPZA1	-0.674
CDYL2	-0.397166666666667
GLRX3	-0.772833333333333
LOC136288	-0.6635
MOBKL1A	-0.18475
HTR2B	3.36475
CRYGD	0.238666666666667
NUS1	-0.782666666666667
PGRMC1	0.722
MYOM2	-0.8685
FLJ39653	-2.09733333333333
CHM	0.0547
OR5M8	0.2865
ZNF619	-0.368
FAM105A	1.1195
CCNL1	-1.1765
NAP1L3	0.4125
C10orf57	2.78666666666667
B3GALNT1	1.59433333333333
CSN1S2A	0.9325
TCP10L	0.8235
GDAP2	-0.16275
DMKN	-1.21683333333333
COX6B1	0.3155
DNASE2	0.9885
MSH5	-3.0665
LGMN	-0.19925
USP31	0.0398
OR13C8	0.2605
SDCBP	-0.8056
NUDT11	-2.19133333333333
PYGL	-1.15766666666667
SNPH	-0.732
B3GNT4	-1.1925
MIZF	-0.806
NUBPL	-0.637875
NOD1	-0.224666666666667
CDH22	1.51775
NUBP1	0.377
DSCAM	-3.8185
DGKI	0.9195
FAM136A	-1.1965
AKAP1	-0.394333333333333
SLC16A6	1.2915
RIN3	0.63825
PSG2	-0.036
DIP2B	-0.4345
PSORS1C1	-0.8825
KIAA0495	-0.418
FLJ90709	-0.426333333333333
LPA	-0.156166666666667
PIGA	-0.764333333333333
LY75	2.45633333333333
UTS2	-5.4955
RREB1	0.09575
GALNACT-2	0.637
MGC3196	-0.45325
FLJ31568	0.15325
LPHN1	0.476
SP1	1.597125
TOX4	-0.129666666666667
HSPA9	-0.3964
APOBEC1	0.2515
SLC35E4	-1.1015
LSM5	-0.81
SURF1	0.86975
ZBTB1	-0.163166666666667
GTF2F1	-0.101
RPS15A	-1.08178571428571
DUSP21	-0.4495
GINS4	0.339166666666667
MYO15A	0.353166666666667
GIMAP7	3.98
MGC13379	0.64025
ATP6V1E2	-1.08016666666667
UTP3	0.3595
HNRPA3	-0.3675
MT4	-0.0375
C14orf155	0.01325
U1SNRNPBP	0.5085
CKLF	-0.929333333333333
PLEKHN1	0.450666666666667
MBNL1	-0.153416666666667
NUP160	-0.95625
ACSM2A	-1.97275
LOC129881	1.72
KIAA1529	-0.000500000000000004
FLJ22639	-1.78675
HAND1	-1.767
GSX1	0.4275
FGA	-4.800125
SERPINB1	0.0865
ZNF642	0.89675
IGFBP1	-8.2675
SLC1A1	3.45075
DHX57	-0.084125
ZNF766	-0.045
PTPN21	-0.488
GDPD3	-1.73366666666667
PNPLA5	-0.129
TBR1	-0.177833333333333
FAM116A	-0.74325
IQGAP1	0.688875
FOS	-0.11075
ZNF226	-0.17825
FIGNL1	-1.5335
C14orf1	-0.0786666666666667
ZMYND17	-0.974
PUS7	-0.959333333333333
TUBB6	-0.822375
KCNQ2	-1.70275
MARCH6	-0.12375
CCDC33	0.248
PRODH	1.8875
RBM11	0.448
EPHA6	-0.1315
SLC43A1	-1.1825
LOC196541	0.276375
NTN1	1.618
ING4	0.54675
PCDHB10	-0.03575
DPH2	-0.353
SPACA4	0.33575
FBXL21	-5.3165
DIAPH1	-0.666
ZNF71	0.674
CEP76	0.01
CORO1A	0.39875
RRM2	-2.421875
EDG4	1.12875
OS9	0.481166666666667
SLC4A1AP	-0.11625
COG5	-0.21725
COPS8	-0.106
NGLY1	-1.5735
NCBP2	-0.130125
C17orf42	-0.404333333333333
GPSM3	1.3505
SIL1	0.907666666666667
ASB6	-0.10125
SMAD5OS	0.848333333333333
UNC93A	-3.85785714285714
A1BG	1.11033333333333
C21orf62	0.6445
FMO5	-0.927416666666667
ATRIP	-0.5365
CEBPG	0.148166666666667
C7orf38	-0.1895
TNFRSF1B	1.431
CLEC1A	1.89266666666667
IQSEC1	0.0255
PATZ1	1.1123
RBM22	0.803
BAG2	-2.3425
PAQR5	-0.722666666666667
C9orf127	1.0893
THNSL1	0.0695
SHROOM3	2.1875
JAM2	1.1675
SNRPN	-2.2515
ALX4	0.4575
CACNA1S	0.099
FAM130A1	0.6985
CORIN	3.492
CD300LB	0.5865
PLEKHG6	1.6845
LRRC40	-0.89825
PCLKC	-1.2055
PCDHB16	0.0138333333333333
WNT2B	0.519833333333333
ASNS	-2.38933333333333
MRPL49	0.04775
FLJ46111	-0.056
ISG20	1.722125
SMU1	0.0531666666666667
CASZ1	0.1275
POLR1D	-1.16858333333333
GIN1	-0.297
SNAG1	0.757
ANKRD29	-1.76625
CDKN2AIP	-0.029
KRR1	0.153
CXCL1	-4.177
EPM2A	0.1232
PC	-1.03316666666667
DEFB127	1.2165
PDZRN4	1.50533333333333
FAH	0.561875
OR51E1	1.8625
CDC2L6	0.0508333333333333
DNTTIP1	-0.48675
PAX8	0.5075
TMEM116	0.34575
C1orf150	-0.00900000000000001
PRO2012	0.31975
MRPL40	0.0445
BEX1	0.3391
SLC2A4	-0.5495
PKMYT1	-0.5585
FEZF2	-0.441
SLC26A9	-0.592
MAP2	0.21375
LYL1	-0.60125
SLC25A19	-0.9525
NOS3	0.0595
ZNF34	0.5765
TMPRSS11F	-0.405
FAM43A	0.2635
FCRL4	0.666166666666667
KLF14	0.2215
FLRT2	0.365
WRN	0.10825
SDF2	0.8903
KRT8P12	-0.15925
C6orf195	0.1035
C9orf125	-1.9905
DZIP3	0.670875
RIT1	-0.416166666666667
SCML1	-2.82633333333333
RHBDF2	-0.182875
OR2G3	0.3625
REXO1L1	-0.729
MAP3K7IP3	0.078
C3orf57	-0.88275
FBXW11	-0.305666666666667
ETAA1	0.17025
C14orf131	-0.8504
AKT1S1	0.479
SLC12A5	-0.47575
C9orf164	2.054
NRIP3	-0.940625
NOS1AP	-0.703
TMEM121	0.704
SAP30BP	-0.0297
DGCR6	1.13
WDR76	-1.40125
FAM82B	-0.000416666666666667
LOC606495	-0.4155
MAP9	3.49783333333333
BCDIN3D	1.06325
CXorf36	3.3845
DSCR3	0.3047
ZFAND3	0.353875
C7orf43	0.240666666666667
SPSB3	0.7633
C19orf19	0.1675
FAM133A	-1.863625
C12orf25	0.46
SLC39A3	0.112875
DISP2	-1.72725
PI4KAP2	-1.9205
MKRN3	-3.1065
ADAMTS13	-0.3345
CBLN3	0.3011
TTYH1	-2.0145
C3orf18	1.13375
FLJ13236	-0.87075
ZMYND12	3.278
C18orf25	0.829125
GLB1L3	-0.757
ATP13A5	-0.225
RANBP10	-0.2155
CD96	0.3391
DENND1C	1.03225
RBMS3	1.1884
SLC41A3	0.156833333333333
DGCR6L	1.11625
TMEM128	0.856833333333333
CSNK1G3	0.713214285714286
MOBKL2C	1.497375
TSPAN6	-0.197125
MATN2	-0.936
MSL2L1	-0.468833333333333
ST6GALNAC2	2.11616666666667
FGFBP2	0.767125
FGL1	-7.06616666666667
MPP3	-0.374166666666667
ARHGEF6	1.664
TGFBR2	0.583625
ACMSD	-0.7975
IL33	3.551
C9orf5	-0.39175
DEAF1	0.8864
AMN	-0.126
DEFA6	0.366625
RNF212	1.20475
METT5D1	0.0173333333333333
CIB1	1.1059
TSSK1B	-0.0533333333333333
KIAA1727	1.41875
ZNF680	0.851916666666666
LOC399900	-1.0275
LOC152217	0.05775
CTNNAL1	-2.489
CIT	-1.417
TLE6	0.7405
ZNF607	-0.94325
HERC4	-1.31766666666667
DRAP1	0.0645
PEMT	-0.412
C10orf111	0.036
ZNF575	1.97675
KCTD7	-0.22775
MYO1F	1.04875
LOC285382	0.18425
RAB11A	0.4697
PLCD3	0.4185
C15orf28	-0.16525
PTBP2	-0.409875
CTB-1048E9.5	-0.05575
C19orf60	0.0168333333333333
C7orf25	0.521333333333333
SETD7	0.729625
HOXB9	-4.02
VANGL1	0.2873125
CHAF1B	-1.101
NDUFA3	1.39725
KIAA1328	1.04433333333333
SHARPIN	0.88925
TTC23	-0.581125
UGP2	0.08175
ANKIB1	0.3407
CIRBP	1.03514285714286
SEC14L4	-2.479
OVCH1	-0.371333333333333
VPS52	0.5835
FAT	-1.24775
M6PRBP1	-0.11475
GPRIN3	0.895
PPM1F	-0.928333333333333
TSR1	-1.61225
CCDC85A	1.19075
PCSK5	2.1375
ZFHX3	0.1695
HEMK1	-0.45
PGBD2	0.12975
RSRC2	-0.316333333333333
AURKC	-1.65616666666667
SCRIB	0.58
ORM2	-4.62333333333333
FAM115A	0.2131
FZD6	0.407
UNC119	0.688
GPX3	-0.5877
NOV	-1.03725
CABC1	0.336625
CDC42SE2	0.2916875
EIF2S2	-1.0406
RNF130	0.601625
CKAP5	-0.871166666666667
RP11-413M3.2	1.637125
C10orf18	1.4899
TMEM93	-0.5555
DYX1C1	2.11525
KCNMB2	-2.282125
ANK3	0.6065
KRT5	-0.2657
CDH12	-1.157375
QRSL1	-0.71525
JUB	-1.44425
SHC4	-3.132625
CCL15	1.57533333333333
CCDC22	0.132
SNX24	0.8105
RARS	-0.345
MORC2	0.6505
FAM48A	-0.93875
MT1H	1.2315
PPP1R14C	-2.886
FOXD1	-1.5825
C1orf213	-2.2685
AMT	-2.3098
DSN1	-1.362
PTPLAD2	2.24675
DIS3L	-0.07625
RASL11A	-0.51425
GPRC5B	0.261125
FRMD7	1.856
STRN4	0.70075
KITLG	0.274727272727273
HDGF	-0.677
OR1S1	0.573
SETX	0.2914
DDR2	0.9815
KCTD12	2.00875
LYZL2	1.80125
WDR52	0.524
TMEM2	0.219625
ZNF579	1.368
LOC200810	0.16
TNFSF9	-1.65075
PPFIA4	-3.629
CNIH3	0.067
MAP4K4	-1.10785714285714
ROD1	-0.0552142857142857
ALS2CR12	-0.6915
DOCK3	-1.90083333333333
PAQR9	-4.99175
ASB17	-0.146
STX16	-1.683125
FEZ2	0.387833333333333
DLAT	-0.955
KIF21B	-0.663666666666667
CDC5L	-0.88175
TMEM119	2.68583333333333
CRIP3	-1.5505
TPSD1	0.273833333333333
TEPP	-0.04925
GNGT2	1.53925
C21orf121	-0.21275
WNK1	0.7145
FLJ10490	1.4521
OR51B5	-2.928
LOC203547	-1.0105
HAS1	0.454
PPA1	0.0508333333333333
ST7	-0.24775
C11orf46	0.8479
POPDC3	-3.87683333333333
ACOX2	-1.1615
ATCAY	-0.783833333333333
TM4SF19	-0.142
MFSD9	-0.811
PDHB	-0.991
ERN1	0.00475
LCE3C	-0.038
GPR111	0.304
NOTCH3	1.70266666666667
ADAMTS5	1.8905
B3GALT1	-0.622333333333333
UGCGL1	-0.307833333333333
FAM58A	0.631333333333333
FBXO32	1.49675
CLPP	0.5715
NXPH1	-1.51733333333333
MTMR3	1.02366666666667
ATP1B3	-0.9275
TMEM16A	3.827625
HIST1H3F	-0.237666666666667
TRIM25	-0.247666666666667
SDCBP2	0.897
CRKL	-0.20775
HOXB2	3.57133333333333
ANP32B	-0.625
GATM	2.634
AP4E1	-0.32475
EDG5	0.445
CDKN3	-2.61383333333333
CDH4	-2.3215
PGD	-0.298166666666667
RND1	1.4045
GAD1	-3.4969
MPG	0.40175
LOC440350	-0.0275
ZNF133	-0.46725
SERPINB12	0.5665
AMELY	-0.378333333333333
DHX36	-0.707
TNFAIP8L2	3.4045
PHTF2	-0.740444444444445
CCDC112	-0.357
IQCC	-0.5655
HEYL	3.4065
FTSJ2	-0.7065
APPL1	-0.304875
RAB43	0.671142857142857
OR10G2	0.013
WAC	0.217333333333333
ADCY9	0.998
RUNDC2B	0.71
PYCRL	1.4571
AGPAT7	-0.634333333333333
SLC22A9	-0.997666666666667
CDKAL1	-0.71
PDYN	-0.776166666666667
C20orf74	0.23175
MTMR11	0.89325
VAV3	4.02308333333333
DAPL1	0.1185
STXBP3	0.3125
EIF3G	-0.19475
ARHGAP22	-0.54075
NPFFR1	0.1655
NPC1	-0.949
ALDH9A1	0.763166666666667
ZNF600	-0.231125
ZNF678	0.2695
RASSF1	-0.3015
ADD2	-2.954
PITPNB	0.199125
PKD2L2	0.136375
LRP11	0.30075
CDKL1	-0.26075
SMEK2	0.20475
PRODH2	-3.2785
C11orf54	0.827333333333333
SFRS11	-1.06466666666667
IL7	-0.220666666666667
ALS2CR16	2.023
BTG3	-0.7295
PAK2	0.0548888888888889
RP11-679B17.1	-0.461
GATA4	-2.27016666666667
ATP2B1	-1.697
LOC130940	2.279
C1orf172	2.28483333333333
ATF7IP2	-1.56325
SLC25A43	0.986
CENTG3	0.299916666666667
IGF2BP1	-4.397
FCHSD1	0.394
CAMK2N2	1.97166666666667
ELAVL3	-0.174444444444444
NBPF15	-0.281
UBE2J2	0.118416666666667
GNL2	-0.65425
PRR3	-0.7924
NLF2	1.49675
OR4F6	-0.458
KLHL24	0.734333333333333
CCDC88A	-1.6214
SGPP1	-0.910166666666667
C10orf11	0.361
SLC35B4	-1.845
UGT3A2	-1.266
ARNT2	3.9568
CBR1	0.00425
ITPR3	0.197666666666667
TRAPPC6B	-0.947
AMZ1	-1.0715
ARP11	1.85125
WDSUB1	0.78675
APBA1	0.427333333333333
RAB2A	1.3748
C6orf162	-0.965375
HPSE2	0.118
PLCE1	-0.40975
INSL3	0.77325
DLG1	-0.2366
PTPLA	-3.42825
PIGX	0.40425
TFIP11	0.593666666666667
FIBIN	3.111
POLR2G	-0.27625
GRAP2	-0.7861
DNAJB8	0.1815
CNBP	-0.385
WASF1	-2.536
INPP5E	-0.3217
HSPB1	1.0898125
TMEM167	0.1181
CUBN	0.04525
IGF1	3.9173125
ITPK1	0.1995
NAALAD2	-1.471375
G3BP1	-0.148
NT5DC1	0.487
CYP39A1	-0.877
TMEM139	1.28858333333333
POLK	-0.1862
GLULD1	-2.24675
RBM15	-1.09266666666667
AMZ2	0.36025
GDF15	-3.14866666666667
MESDC2	-0.6785
INCA	1.153
ACY1L2	-3.2655
GZMM	0.984
PAIP1	0.223
CACNA2D1	-0.29775
STK32C	1.205
SH3BP4	0.994
DEC1	-0.082
PADI1	0.215
UBB	-0.0593
PON3	-1.153
PROP1	0.5435
ANKRD13B	-0.569
ADCK1	0.0905
TCF25	0.0264166666666667
SLC38A5	-2.492
CXorf26	0.336666666666667
C19orf39	0.624
PPP1R13B	0.14975
ARL2	-0.667
TCL6	0.269416666666667
TOP3A	-0.6145
SLC16A14	-0.16
FXYD6	1.772
HIST1H4E	-0.1435
BBC3	1.04321052631579
UNC5A	0.18
FAM86C	0.0426
PI4KB	0.235125
B3GAT1	-3.0885
SUSD2	1.797
OAZ2	-0.0946666666666667
NOC4L	0.24225
C10orf12	-0.54975
FADS1	-3.40716666666667
LOC144097	-0.30425
DKK2	1.26866666666667
KIAA1949	0.652
RHOT1	-0.0352
OXT	1.38183333333333
GPR153	1.7775
ARL4A	-1.46933333333333
SAAL1	-1.78325
CCDC64	0.58
USE1	0.256
HNMT	0.7955
PCGF3	-0.196625
CYP2C19	0.30025
C20orf4	0.1695
CCDC11	1.686
ACSBG2	-0.27875
RWDD2A	-0.0795
PALLD	2.31475
CPLX4	0.273
LOC492311	0.66
KPNA2	-1.51016666666667
MACROD1	0.3339
TMCO3	0.109833333333333
C15orf52	-1.38816666666667
BIRC5	-1.77866666666667
PRR16	-0.6375
FAM63B	0.914125
KATNB1	-0.945166666666667
WNT8B	0.1405
