Hybridization REF	TCGA-A2-A0YL-01A-21R-A109-07
ARHGAP17	0.2213
KCNIP3	-0.9475
SFPQ	0.13425
GFRA4	-0.114
AKR1B10	-3.468875
TIGD6	1.21066666666667
RGS16	0.44525
URB1	-0.532
OR4C46	0.130833333333333
TOP3B	-0.8325
NFATC4	0.651
CA14	-3.11675
BMPR1A	0.469833333333333
SNRP70	-1.232875
PRL	0.0223333333333333
C6orf130	-0.15025
STAG2	0.0915
CD55	-0.835285714285714
RPS23	1.63683333333333
SSX2	-1.67683333333333
FDPSL2A	-0.74225
FBXO27	-0.17525
SYNGR3	-2.22066666666667
TMSL3	0.3185
EML1	-0.771
NUP93	-1.23808333333333
SMAD3	-0.1152
KIAA1189	-0.254333333333333
HNRPUL2	0.545166666666667
TBC1D12	1.33416666666667
C16orf24	0.68825
MRVI1	2.12266666666667
ZNF581	0.111
ELOVL3	0.107
OR51Q1	0.05
CACNB3	1.49316666666667
GALNT13	-0.98075
C10orf84	0.567875
NEDD4	0.3014
SPO11	-0.748
OR5AU1	0.2065
NEK4	0.267285714285714
PRKAR2A	-0.765
IHPK1	0.103
ATP6V0B	0.02175
CACNA1E	0.224
CEACAM8	0.0595
PEX14	-0.3
FLJ12993	-0.3465
ZBTB38	0.653083333333333
PCTK2	1.3085
LRRC16	0.3439
FBLIM1	0.77775
FYCO1	1.5825
RP5-1022P6.2	0.339
CMTM1	0.767666666666667
PLTP	0.842833333333333
RAPH1	0.79175
DOCK8	0.730625
EZH2	-1.44193333333333
SLC25A1	-1.02883333333333
PLEKHB1	0.5562
GRB7	0.7896
ZFP37	1.5205
MRPL33	-0.213
PELO	-0.46225
ARMC1	-0.208
C9orf27	0.2615
FLJ25778	-0.1175
C9orf37	-1.62633333333333
TMEM66	1.388
SPRN	0.078125
HBEGF	0.6285
PI4KA	-0.739
LEPRE1	-0.264
POU2AF1	-1.529
MRPL12	-0.970166666666667
REP15	0.238
ZC3H3	0.53575
RASAL1	-1.47975
DDAH1	1.21525
ACBD5	0.192375
TMC2	0.2265
CCDC137	-2.017
SAMD13	-0.564666666666667
UGT2B15	-3.14933333333333
TIPARP	0.95925
DNASE1L3	2.08825
TRIM72	0.243333333333333
DBX2	1.75575
IPO8	0.29375
C21orf88	-0.5637
MAP3K14	0.37425
LOC51233	0.443666666666667
GGTLA4	-0.504
PDE6D	-0.05825
ZNF117	0.95575
CLK2	-0.59775
NKRF	-0.51675
TNFSF15	0.6814
DUSP2	0.0575
SECISBP2	-0.2233
GABRR2	-0.0795
PPAP2C	1.1145
LOC51145	-0.0796666666666667
PAG1	0.1345
PIK3C3	-0.08
GNG10	0.1605
APOL4	0.833
ANKRD28	-0.174
STMN3	-1.0908
RAB14	1.0473
CDK2AP2	-0.50275
HDDC3	-0.130875
COMMD7	0.296125
CXXC1	-0.7615
HMCN1	1.36316666666667
CD40	0.8545
DYNC1LI2	-0.249875
GDI1	0.31725
LOC646938	-0.11325
VSNL1	-0.697
PIH1D1	-0.207
RAET1G	-1.196
KRTAP5-9	-0.8775
EFTUD2	-1.3645
ZNF311	0.696333333333333
ATP6V1G3	-0.38375
OR2W3	-0.1205
SCN4A	0.11825
MED10	-1.336
FAM135A	0.1372
ARHGAP4	-1.03375
EHMT2	-0.872875
UFD1L	-0.817
ERMP1	1.1335
MAG1	-0.825666666666667
THAP8	0.496833333333333
HACE1	0.137833333333333
FAM82C	0.678666666666667
C3orf20	-0.2025
UNC84A	-0.1785
SCD5	-0.1925
LASS6	2.156
LSG1	0.0204166666666667
MAL	-5.04125
GPR22	0.233
WDR5B	1.68825
ACTRT1	0.4505
C17orf60	0.399166666666667
GRIN2C	-0.2225
ARMC8	-0.317666666666667
SLC47A1	-1.4
DMPK	0.302
DHRS13	-1.2155
SMC1A	-0.639333333333333
KRTAP17-1	0.485
SMYD5	-0.3035
TUSC2	-0.416375
CRHR2	0.3005
KIR3DL2	0.5995
CCDC104	0.97925
ATP2C1	0.616625
CROT	1.255
PABPC3	0.343
EGR1	2.074
THSD1	1.2805
KHK	-1.6095
SLC12A2	1.4593125
CD58	-0.58025
STOX2	0.471333333333333
CCDC76	-0.1265
CCDC48	3.5075
DNAH1	-0.177333333333333
ZIC4	-0.415625
OR1G1	1.125
PSMC6	-0.345666666666667
PROKR1	-0.0535
ABCB1	1.063625
TRAT1	-0.02475
LLGL1	0.1505
MTF1	0.32375
USP54	0.6085
PAGE2B	-1.466
ITGB7	-4.1445
CCDC81	0.0625
LOC149837	0.73
SCUBE1	1.3435
ZSCAN10	0.071
HUWE1	-0.00549999999999999
CDH17	0.482
CD180	1.321
IL17A	0.087
TMPO	-0.894875
KIAA1524	-1.08833333333333
HDGFRP3	0.432
OXCT1	-0.972818181818182
RRAS2	-1.55116666666667
LTBP2	2.8394375
SV2B	2.15366666666667
CYP2A6	0.641125
PKD1L2	-0.628333333333333
PPM1M	0.567
FLJ22662	1.4555
ZNF502	1.9965
GP6	-0.91475
CRYBA2	-1.34475
LEF1	-1.8047
CTPS	-2.14342857142857
EYA1	-3.009
EPS8L1	0.6865
MAPK14	-0.341
SERPINB2	-5.830375
GTF2F2	-0.632666666666667
ZNHIT4	0.5755
PLA1A	0.52875
C20orf114	2.43725
HPR	-4.637
C18orf2	-2.63633333333333
SATB2	-2.13675
KCNJ9	-0.225
MGC157906	0.3945
MOCS3	0.095
C17orf71	0.474333333333333
PPHLN1	-0.1567
HIST1H2BN	-2.311625
RAPGEF1	-1.041
MAP3K8	1.8165
DLG4	0.0948333333333333
STC1	-0.4425
CDGAP	1.877
DDX26B	-0.0755
LOC150223	-1.349
CPSF3	-0.654666666666667
TMEM14A	0.01825
MYH3	-1.0945
GPKOW	-0.17075
SULT1A1	-0.438666666666667
SPON1	3.8537
YY1AP1	0.6565
RAB23	0.4125
PLA2G4A	-2.52225
MAPRE3	0.42175
ZNF516	0.840857142857143
GGPS1	0.54175
EXOC3L2	-0.674
C19orf42	0.6408
MAP2K2	-0.7765
HIST1H2BB	-1.9275
RNF19B	1.20783333333333
C6orf128	0.515
TLR8	2.77325
PCDHA9	0.1535
CARS2	-0.471875
CLUL1	3.26116666666667
RHAG	-3.9905
UNK	-0.378
EXOC8	0.7914
C9orf95	0.8255
C14orf143	0.0655
MAML3	0.304
LDHA	-2.00325
MRPL20	0.089
KLHDC6	0.3385
ATP5S	0.153
C8orf55	-0.45725
PHF19	-2.072875
KRTAP13-4	0.2695
TTC5	0.5335
XKR5	-0.36875
SILV	-4.64266666666667
TEX28	0.0495
TCTN1	1.40175
CX40.1	-0.118
PPP2R5C	0.113875
C12orf30	-0.621166666666667
CAPG	1.918
MPZL1	1.13815
ARSB	-1.56366666666667
TDH	-1.405
WASF4	0.44075
TSSK3	-0.899166666666667
7A5	1.421
CRISPLD1	2.825875
MAD1L1	-0.951166666666667
SPIN4	-0.0985
AMPD1	1.821
DPYSL5	-0.2815
INPP1	0.730666666666667
ANKRD11	-1.35561111111111
NPAS4	-0.194
GCET2	0.9815
RNASE9	-0.024
GUCY2D	0.3395
CCDC98	1.22175
FGF4	-0.452375
CPM	-0.848833333333333
SLC26A4	0.0785
PLD5	0.8745
FAM59A	0.2398
FBXO5	-1.59
SIPA1L1	0.166875
DPYS	0.893
ATG4D	-0.76075
TGM3	0.072
MTCH1	-0.55425
HK1	-0.0328571428571428
CDC26	-0.10075
GALNT12	-2.93366666666667
LOC339229	-0.384
MRPL35	-0.477875
ORC4L	0.58275
TNKS	0.262357142857143
C2orf24	0.0388333333333333
ZNF553	0.0896666666666667
GGTLA1	2.9229
ZNF497	-0.194
CDY1B	0.25375
SLC30A4	-0.047
TUB	-0.182875
ARHGEF18	-0.319
ARRB1	0.49025
KCNK1	1.606875
EREG	0.4842
SCAMP5	-0.102
RUNDC3B	2.27575
ADAMTS20	-0.2615
IL17RB	0.71375
FLJ20323	-0.32575
MCAM	-0.258875
POLR3E	-2.28441666666667
AQR	0.542333333333333
IPMK	0.246
CDCA7	-4.84925
CAMP	1.2575
GRHL3	1.28475
ADAMTSL2	0.4455
CLMN	1.806
SSTR3	-0.1205
MAGEA5	-3.04116666666667
OVOL2	3.73475
JMJD1B	0.6125
RBL2	0.2395
PYGO2	0.93125
PPP1R10	0.0705
CSE1L	-0.929833333333333
LCA5	2.5495
RDH16	-0.4185
ASRGL1	-0.747125
TOM1	0.361
PTX3	-3.992
TTC15	0.202
SCGB3A1	2.976
MRPL50	-0.85825
RCAN3	0.97725
SLC26A11	0.52225
STYX	0.0715
CINP	0.2165
MARCH7	0.82425
PFKM	-0.368333333333333
SGMS1	0.7735
RIOK3	0.2622
C1orf110	0.2515
CES7	-0.01725
LOC440248	-1.186
PPP1R12C	-0.5655
C10orf27	0.381
ATG9A	-0.95125
MRPS26	0.07025
TMEM40	1.1155
ELP3	0.1079
ZNF787	-0.3938
HIAT1	0.711625
C8orf34	0.709333333333333
MGC4655	-0.5005
PELI1	1.63816666666667
PPT1	0.624
SLC35C2	-0.694666666666667
C6orf125	-1.0635
MUC4	-1.81816666666667
RFC4	-2.02542857142857
GNB2	-0.348333333333333
NUP50	0.016
SULT4A1	-0.730666666666667
C7	3.86425
CCDC130	-0.203
ARRDC4	1.21975
RQCD1	-0.64525
GLYCTK	-1.16675
AYTL2	-0.855818181818182
MTUS1	1.4082
LEMD3	1.05716666666667
PLEKHF2	1.10125
HOXA7	0.661125
GTF3C2	-0.954
DYNLRB2	3.4395
CNOT10	-0.1745
MR1	0.289833333333333
FFAR1	0.01125
PRIC285	-0.23025
SLITRK6	3.67025
LIX1	-1.4981
UBE1L2	-0.381583333333333
F8	1.715
ACHE	0.0865
KPNA5	1.43475
TNFRSF12A	-1.42383333333333
EGR3	2.3445
SERPIND1	-4.10283333333333
OASL	1.4275
IFRD1	-1.172
WDFY1	1.0395
ZNF267	0.901
ACCN5	-0.3445
ZBTB6	-0.09925
PPP1R3A	-0.291
PRRT3	1.43175
FBXL19	-1.1955
TXNIP	1.32421428571429
ACTN2	-0.92575
ATG9B	-0.32675
C9orf117	0.939625
IL27	-1.0925
RPL36AL	0.0473333333333333
KLK15	-1.21375
CHAD	2.5395
RAP2B	-0.2171
HEBP2	1.45125
ZNF342	0.537
CAMK2G	-0.657333333333333
TLR3	2.09975
FGF14	2.803
HMGB2	-1.19375
TRPM5	-0.042
OR5M11	-0.0235
KIF3B	0.41
PRICKLE2	2.035
MTMR9	0.328375
C3orf27	-0.1555
GLRA3	2.003
NSDHL	-0.439833333333333
TMEM32	0.11375
POLR2D	-1.241
MYADML	-0.192
C9orf114	-1.3895
MRGPRX1	0.896
TOPORS	0.72825
CLDN19	2.22025
C1QL4	-0.1435
RNF165	-0.1895
DHRS9	0.26525
DNAH2	0.77
FXR1	-0.0556666666666667
ZMYM3	-1.339125
CASP3	0.086
FAM120C	-0.89325
SCLY	-0.61625
CA7	-0.19
ENTPD5	0.229
ZNF461	0.3465
PDIA5	-0.9725
C1orf19	-0.294
TMEM67	1.274
KCTD20	-0.15175
WDR47	1.2
FLJ38723	0.4045
KLRF1	0.681333333333333
TAS2R16	0.1855
CLDN12	1.407
PRKCE	0.69525
UBXD4	-0.0095
ITGAM	2.08083333333333
GLT8D3	-0.11525
WDR31	-0.0654
RGS2	1.64525
OR51L1	-0.1425
MST1R	0.18325
KIAA1737	1.14175
OR4A5	0.7315
GLIS1	-0.280333333333333
PTMA	0.418928571428571
NAPA	1.3805
PRDM11	0.327
LIPF	-0.079
DIRAS3	2.468
ASGR2	-4.495
C1QTNF4	2.05125
PIK3R4	0.471833333333333
ARMC3	2.99125
NDUFV3	-0.26575
BTBD3	0.373833333333333
PPP1R2	0.1735
UBE2NL	-0.10775
FOSL2	0.970642857142857
FAM119A	-1.1315
TUBA4A	-0.5544
KRTAP12-1	0.0665
SFRS2	-0.068
RHPN1	-0.8889
EEF2	-0.273333333333333
ZDHHC11	-1.46033333333333
EPHA3	-1.2404
RBM12	-0.283
H2AFJ	-0.0834166666666667
EDIL3	2.2015
KIF26A	-1.11675
SERGEF	0.39475
B3GALT4	1.73475
LOC90925	0.745833333333333
OSCAR	-0.4245
NPFF	-0.451
DEDD	0.4105
TMEM155	-0.253375
PTPN1	0.014
SCYL2	0.44
SKAP1	2.903
LEAP2	-2.66783333333333
GADD45G	1.4687
IFITM3	0.769
PILRB	-1.05983333333333
SLU7	0.2943125
DSC3	1.8555
DNMT3L	-1.22125
PAPD5	-0.55675
B3GNT3	-0.946
LHCGR	-0.325
MSL-1	-0.17625
UBE2S	-1.886875
SAP130	-0.29125
ANAPC11	-0.22525
MAGED4B	-2.103
ATP6V1B2	0.238333333333333
C14orf179	0.71475
CAPZA1	0.12125
CDYL2	-0.342666666666667
GLRX3	-1.00033333333333
LOC136288	-0.38375
MOBKL1A	-0.1995
HTR2B	3.663
CRYGD	0.292333333333333
NUS1	-0.275833333333333
PGRMC1	1.1035
MYOM2	0.4525
FLJ39653	-0.863333333333333
CHM	0.913
OR5M8	-0.1145
ZNF619	0.091
FAM105A	1.67475
CCNL1	-0.216
NAP1L3	1.19225
C10orf57	2.29166666666667
B3GALNT1	0.8825
CSN1S2A	-0.437
TCP10L	-0.157
GDAP2	0.181875
DMKN	0.782833333333333
COX6B1	-0.12975
DNASE2	0.182666666666667
MSH5	-2.465
LGMN	-0.191375
USP31	0.7946
OR13C8	0.7325
SDCBP	0.0277
NUDT11	-1.37133333333333
PYGL	-1.24083333333333
SNPH	-1.00483333333333
B3GNT4	-0.941
MIZF	0.0142
NUBPL	0.4485
NOD1	0.218833333333333
CDH22	1.389375
NUBP1	-0.0941666666666667
DSCAM	-4.21275
DGKI	1.671
FAM136A	-0.97825
AKAP1	1.02633333333333
SLC16A6	0.59675
RIN3	0.055
PSG2	-0.3255
DIP2B	0.427833333333333
PSORS1C1	-0.4753
KIAA0495	0.039
FLJ90709	-0.157333333333333
LPA	-0.335833333333333
PIGA	0.392666666666667
LY75	3.81966666666667
UTS2	-6.4195
RREB1	-0.199375
GALNACT-2	1.0449
MGC3196	-0.33625
FLJ31568	0.925
LPHN1	0.368875
SP1	1.18325
TOX4	0.472833333333333
HSPA9	-0.5155
APOBEC1	-0.49
SLC35E4	-1.62875
LSM5	-1.02675
SURF1	0.18425
ZBTB1	0.591833333333333
GTF2F1	0.004375
RPS15A	0.176571428571429
DUSP21	-0.437
GINS4	-3.5125
MYO15A	0.607833333333333
GIMAP7	3.443
MGC13379	1.39275
ATP6V1E2	-0.545833333333333
UTP3	0.3335
HNRPA3	-0.4719375
MT4	-0.5055
C14orf155	-0.01575
U1SNRNPBP	0.0855
CKLF	-0.911166666666667
PLEKHN1	-0.328833333333333
MBNL1	0.437083333333333
NUP160	-0.5935
ACSM2A	-1.95275
LOC129881	1.12475
KIAA1529	0.30025
FLJ22639	-1.2725
HAND1	-1.7565
GSX1	0.0885
FGA	-4.2865
SERPINB1	0.765
ZNF642	0.752
IGFBP1	-6.623375
SLC1A1	3.796625
DHX57	-0.061625
ZNF766	1.082
PTPN21	0.5415
GDPD3	-1.76416666666667
PNPLA5	0.398
TBR1	0.201333333333333
FAM116A	-0.0435
IQGAP1	1.143625
FOS	2.594625
ZNF226	0.157625
FIGNL1	-0.2265
C14orf1	0.0771666666666666
ZMYND17	0.004
PUS7	-1.22983333333333
TUBB6	-1.36125
KCNQ2	-1.66525
MARCH6	0.4455
CCDC33	-0.1825
PRODH	0.264
RBM11	1.466
EPHA6	0.055375
SLC43A1	-0.21175
LOC196541	-0.021625
NTN1	0.871833333333333
ING4	1.05075
PCDHB10	1.358
DPH2	-0.871166666666667
SPACA4	-0.01675
FBXL21	-3.9435
DIAPH1	-0.902833333333333
ZNF71	0.657333333333333
CEP76	-0.2595
CORO1A	-1.05075
RRM2	-1.88825
EDG4	0.29575
OS9	-0.1085
SLC4A1AP	0.167
COG5	0.20725
COPS8	-0.16125
NGLY1	-0.6975
NCBP2	-0.0685
C17orf42	-0.5945
GPSM3	0.518
SIL1	0.234833333333333
ASB6	-0.398
SMAD5OS	0.141
UNC93A	-3.09775
A1BG	0.328166666666667
C21orf62	0.494
FMO5	0.67975
ATRIP	-0.659166666666667
CEBPG	-0.428833333333333
C7orf38	1.1475
TNFRSF1B	0.616333333333333
CLEC1A	2.30316666666667
IQSEC1	0.185875
PATZ1	1.2873
RBM22	1.234625
BAG2	-2.15833333333333
PAQR5	-1.626
C9orf127	0.719
THNSL1	-0.053
SHROOM3	2.8917
JAM2	2.012
SNRPN	-1.223
ALX4	-0.1775
CACNA1S	-0.0115
FAM130A1	1.817
CORIN	3.304
CD300LB	0.1425
PLEKHG6	0.26
LRRC40	-0.617
PCLKC	-1.6435
PCDHB16	1.0035
WNT2B	0.587
ASNS	-2.41144444444444
MRPL49	-0.023
FLJ46111	-0.83475
ISG20	-0.516
SMU1	0.34
CASZ1	0.4955
POLR1D	0.68075
GIN1	0.30425
SNAG1	0.431666666666667
ANKRD29	-0.31425
CDKN2AIP	0.71475
KRR1	0.252
CXCL1	-1.3355
EPM2A	0.1477
PC	-0.807166666666667
DEFB127	-0.221
PDZRN4	0.957833333333333
FAH	0.2085
OR51E1	1.4005
CDC2L6	0.801833333333333
DNTTIP1	-0.171
PAX8	-1.525
TMEM116	0.18075
C1orf150	0.554
PRO2012	0.17925
MRPL40	-0.235833333333333
BEX1	-2.8887
SLC2A4	-0.446333333333333
PKMYT1	-1.97025
FEZF2	-0.0571666666666667
SLC26A9	-1.208
MAP2	0.8535
LYL1	-1.3605
SLC25A19	-1.56883333333333
NOS3	-0.4295
ZNF34	0.595833333333333
TMPRSS11F	0.37725
FAM43A	-0.19675
FCRL4	0.252666666666667
KLF14	-0.27225
FLRT2	0.905666666666667
WRN	-0.87
SDF2	0.0701
KRT8P12	-0.71675
C6orf195	0.2615
C9orf125	-0.406666666666667
DZIP3	-0.244625
RIT1	0.25725
SCML1	-2.06516666666667
RHBDF2	-0.765125
OR2G3	0.187
REXO1L1	-0.57
MAP3K7IP3	-0.098125
C3orf57	-3.64825
FBXW11	-1.0905
ETAA1	0.0855
C14orf131	-0.3501
AKT1S1	-0.446
SLC12A5	-0.764
C9orf164	1.33675
NRIP3	0.640375
NOS1AP	-0.101
TMEM121	0.78075
SAP30BP	-0.4071
DGCR6	0.739
WDR76	-0.99275
FAM82B	-0.2675
LOC606495	-0.2155
MAP9	2.11966666666667
BCDIN3D	0.7255
CXorf36	3.28183333333333
DSCR3	-0.1309
ZFAND3	0.098875
C7orf43	-0.487
SPSB3	0.1138
C19orf19	-0.12475
FAM133A	-1.62675
C12orf25	0.4015
SLC39A3	-0.781375
DISP2	0.51925
PI4KAP2	-2.0815
MKRN3	-2.831
ADAMTS13	-1.025625
CBLN3	0.3779
TTYH1	0.430166666666667
C3orf18	0.601
FLJ13236	-0.0875
ZMYND12	3.0335
C18orf25	0.392875
GLB1L3	-0.7945
ATP13A5	1.4095
RANBP10	-0.31375
CD96	-0.5159
DENND1C	-0.23925
RBMS3	1.6288
SLC41A3	0.226833333333333
DGCR6L	0.6285
TMEM128	0.675333333333333
CSNK1G3	0.548
MOBKL2C	0.5805
TSPAN6	1.0255
MATN2	1.4611
MSL2L1	0.0405
ST6GALNAC2	0.721333333333333
FGFBP2	0.399125
FGL1	-7.41416666666667
MPP3	-0.643333333333333
ARHGEF6	2.55833333333333
TGFBR2	1.295375
ACMSD	0.9115
IL33	4.84675
C9orf5	0.175166666666667
DEAF1	-0.2675
AMN	-0.501
DEFA6	0.090125
RNF212	-0.92
METT5D1	0.547166666666667
CIB1	0.4329
TSSK1B	0.03925
KIAA1727	1.40775
ZNF680	0.998166666666667
LOC399900	-1.5625
LOC152217	-0.276916666666667
CTNNAL1	-2.1595
CIT	-2.18475
TLE6	0.43575
ZNF607	-0.91725
HERC4	-0.332333333333333
DRAP1	-0.464
PEMT	-0.7575
C10orf111	0.4545
ZNF575	0.512
KCTD7	0.0115
MYO1F	0.360875
LOC285382	0.99
RAB11A	1.0045
PLCD3	-0.726
C15orf28	-0.4405
PTBP2	-0.2305
CTB-1048E9.5	-0.28875
C19orf60	-0.536666666666667
C7orf25	0.349666666666667
SETD7	0.846875
HOXB9	-5.416
VANGL1	-0.0104375
CHAF1B	-1.36925
NDUFA3	0.59625
KIAA1328	0.367833333333333
SHARPIN	-0.587125
TTC23	0.608625
UGP2	0.296333333333333
ANKIB1	0.4696
CIRBP	1.48871428571429
SEC14L4	-3.04633333333333
OVCH1	0.0975
VPS52	0.1515
FAT	0.340375
M6PRBP1	-0.67575
GPRIN3	0.79
PPM1F	-1.1885
TSR1	-0.91025
CCDC85A	2.6605
PCSK5	2.71225
ZFHX3	-0.0955
HEMK1	-0.8806
PGBD2	0.86
RSRC2	0.067
AURKC	-1.07716666666667
SCRIB	-0.018
ORM2	-5.01683333333333
FAM115A	-0.0501
FZD6	0.29575
UNC119	-0.760833333333333
GPX3	-0.5289
NOV	0.85725
CABC1	0.177625
CDC42SE2	0.545875
EIF2S2	-0.9523
RNF130	0.851625
CKAP5	-0.809666666666667
RP11-413M3.2	0.087625
C10orf18	0.4812
TMEM93	-0.95825
DYX1C1	2.0825
KCNMB2	-0.547375
ANK3	1.5355
KRT5	1.235
CDH12	-0.52575
QRSL1	0.04925
JUB	-0.30925
SHC4	-0.096625
CCL15	1.96933333333333
CCDC22	-0.471
SNX24	-0.64475
RARS	-0.40325
MORC2	-0.048875
FAM48A	-0.04375
MT1H	0.529
PPP1R14C	-0.535166666666667
FOXD1	-2.95835714285714
C1orf213	-1.96075
AMT	-1.4273
DSN1	-1.485
PTPLAD2	2.6345
DIS3L	-0.3045
RASL11A	2.1895
GPRC5B	0.693125
FRMD7	1.5595
STRN4	0.18625
KITLG	1.86372727272727
HDGF	-0.501
OR1S1	0.3715
SETX	-0.0046
DDR2	1.398125
KCTD12	2.4845
LYZL2	-0.11625
WDR52	0.1805
TMEM2	0.55775
ZNF579	0.083
LOC200810	-0.58825
TNFSF9	-2.818125
PPFIA4	-4.08475
CNIH3	0.798333333333333
MAP4K4	-0.777214285714286
ROD1	0.0839285714285714
ALS2CR12	-0.171166666666667
DOCK3	-0.6555
PAQR9	-4.6835
ASB17	-0.211166666666667
STX16	-1.38125
FEZ2	0.0446666666666667
DLAT	-0.546333333333333
KIF21B	-1.59766666666667
CDC5L	-0.31125
TMEM119	2.43566666666667
CRIP3	-1.388
TPSD1	0.401333333333333
TEPP	0.3745
GNGT2	1.06625
C21orf121	0.16875
WNK1	-0.368833333333333
FLJ10490	0.203
OR51B5	-2.677
LOC203547	-0.75225
HAS1	-1.526
PPA1	0.218166666666667
ST7	-0.081125
C11orf46	0.8492
POPDC3	-4.2465
ACOX2	0.294833333333333
ATCAY	-0.72775
TM4SF19	-1.85275
MFSD9	-0.7185
PDHB	-0.2035
ERN1	-0.36225
LCE3C	0.3945
GPR111	0.4485
NOTCH3	1.62916666666667
ADAMTS5	3.08475
B3GALT1	0.0285
UGCGL1	-0.840333333333333
FAM58A	-0.2855
FBXO32	2.705
CLPP	-0.60575
NXPH1	-0.283
MTMR3	0.839333333333333
ATP1B3	-0.97675
TMEM16A	3.931
HIST1H3F	-1.28633333333333
TRIM25	-0.4835
SDCBP2	0.702
CRKL	-0.2555
HOXB2	2.14133333333333
ANP32B	-0.709875
GATM	3.781
AP4E1	0.062125
EDG5	0.373
CDKN3	-2.32066666666667
CDH4	-2.4475
PGD	-1.0775
RND1	0.8025
GAD1	-2.9134
MPG	-0.3905
LOC440350	-0.361
ZNF133	0.024
SERPINB12	-0.3185
AMELY	0.1642
DHX36	-0.35325
TNFAIP8L2	2.63616666666667
PHTF2	-0.143277777777778
CCDC112	-0.651166666666667
IQCC	-0.1465
HEYL	2.72016666666667
FTSJ2	-0.803666666666667
APPL1	0.735375
RAB43	-0.116
OR10G2	0.375
WAC	0.359166666666667
ADCY9	0.00987499999999999
RUNDC2B	-0.508833333333333
PYCRL	-0.3169
AGPAT7	-1.03616666666667
SLC22A9	-0.698
CDKAL1	0.438
PDYN	-0.183166666666667
C20orf74	-0.43375
MTMR11	1.2465
VAV3	3.59075
DAPL1	3.7035
STXBP3	0.5175
EIF3G	0.22025
ARHGAP22	-1.16375
NPFFR1	-0.0125
NPC1	-0.063
ALDH9A1	1.36483333333333
ZNF600	0.669875
ZNF678	1.1475
RASSF1	-0.481083333333333
ADD2	-2.686375
PITPNB	0.123125
PKD2L2	0.2445
LRP11	-0.00725
CDKL1	0.653
SMEK2	0.69225
PRODH2	-3.9125
C11orf54	0.798333333333333
SFRS11	-0.109166666666667
IL7	0.767833333333333
ALS2CR16	0.23125
BTG3	-0.646
PAK2	-0.141277777777778
RP11-679B17.1	-0.35275
GATA4	-2.31116666666667
ATP2B1	-0.416
LOC130940	2.2865
C1orf172	2.389
ATF7IP2	-1.69175
SLC25A43	0.640666666666667
CENTG3	-0.403916666666667
IGF2BP1	-5.0174
FCHSD1	0.2135
CAMK2N2	0.183
ELAVL3	-0.142
NBPF15	-1.17433333333333
UBE2J2	-0.38975
GNL2	-0.5595
PRR3	-0.4919
NLF2	0.2175
OR4F6	0.287
KLHL24	1.261
CCDC88A	-1.4971
SGPP1	-1.04716666666667
C10orf11	0.488
SLC35B4	-1.17416666666667
UGT3A2	-0.3465
ARNT2	1.0716
CBR1	0.184125
ITPR3	-1.21666666666667
TRAPPC6B	-0.2616
AMZ1	-0.175
ARP11	1.34675
WDSUB1	0.88325
APBA1	0.954166666666667
RAB2A	0.4053
C6orf162	0.100625
HPSE2	0.771
PLCE1	-0.2675
INSL3	0.54625
DLG1	0.298
PTPLA	-3.15275
PIGX	0.185625
TFIP11	0.2085
FIBIN	2.6675
POLR2G	-0.3985
GRAP2	-1.4323
DNAJB8	0.13125
CNBP	0.473166666666667
WASF1	-1.102
INPP5E	-1.0704
HSPB1	-0.279125
TMEM167	-0.4559
CUBN	0.74325
IGF1	3.68375
ITPK1	0.3025
NAALAD2	-0.529875
G3BP1	-0.0688
NT5DC1	0.762
CYP39A1	1.817
TMEM139	1.14558333333333
POLK	0.5898
GLULD1	-0.87975
RBM15	-1.37633333333333
AMZ2	-0.17325
GDF15	-3.18983333333333
MESDC2	-0.27675
INCA	0.993166666666667
ACY1L2	-1.177
GZMM	-0.761166666666667
PAIP1	-0.04825
CACNA2D1	0.35475
STK32C	-0.364833333333333
SH3BP4	1.18816666666667
DEC1	0.457
PADI1	0.5175
UBB	-0.254
PON3	-0.277166666666667
PROP1	0.2115
ANKRD13B	-0.628
ADCK1	-0.561
TCF25	-0.585666666666667
SLC38A5	-3.0335
CXorf26	-0.3375
C19orf39	0.0565
PPP1R13B	0.73125
ARL2	-0.592
TCL6	-0.0356666666666667
TOP3A	-1.048
SLC16A14	0.36025
FXYD6	2.03233333333333
HIST1H4E	-0.9175
BBC3	-0.130210526315789
UNC5A	-0.0455
FAM86C	-0.329
PI4KB	0.59925
B3GAT1	-2.5525
SUSD2	1.925
OAZ2	-0.399166666666667
NOC4L	-0.74525
C10orf12	0.041
FADS1	-3.51983333333333
LOC144097	-0.7895
DKK2	2.66366666666667
KIAA1949	0.58375
RHOT1	0.2368
OXT	0.873
GPR153	0.02475
ARL4A	0.716
SAAL1	-1.5625
CCDC64	-1.4045
USE1	0.0955
HNMT	1.3275
PCGF3	0.1494375
CYP2C19	0.3645
C20orf4	0.4115
CCDC11	0.68675
ACSBG2	0.203
RWDD2A	-0.2805
PALLD	2.939375
CPLX4	0.0265
LOC492311	1.299
KPNA2	-1.88166666666667
MACROD1	-0.5512
TMCO3	-0.248166666666667
C15orf52	0.16
BIRC5	-1.78373333333333
PRR16	0.129666666666667
FAM63B	0.50225
KATNB1	-1.2635
WNT8B	0.1745
CPLX3	-0.501
GHR	2.362875
CCDC124	-0.83225
BCLAF1	0.097875
GOLGA3	-0.2465
CLEC4E	3.6215
