Hybridization REF	TCGA-AO-A12C-01A-11R-A10J-07
ARHGAP17	-0.4328
KCNIP3	-0.9825
SFPQ	-0.082375
GFRA4	0.6785
AKR1B10	-3.27175
TIGD6	0.752166666666667
RGS16	0.53625
URB1	-0.978666666666667
OR4C46	0.0446666666666667
TOP3B	-1.17325
NFATC4	0.684
CA14	-4.2865
BMPR1A	0.351
SNRP70	-0.754125
PRL	-0.118416666666667
C6orf130	-0.6355
STAG2	0.11325
CD55	0.00485714285714284
RPS23	1.3275
SSX2	-1.07333333333333
FDPSL2A	-0.43
FBXO27	0.498875
SYNGR3	-0.428166666666667
TMSL3	2.8175
EML1	-0.122
NUP93	-1.296
SMAD3	0.2395
KIAA1189	0.6675
HNRPUL2	0.0313333333333333
TBC1D12	0.459666666666667
C16orf24	0.97825
MRVI1	1.37366666666667
ZNF581	3.1795
ELOVL3	0.123
OR51Q1	-0.1245
CACNB3	0.837166666666667
GALNT13	-1.05475
C10orf84	0.9534375
NEDD4	-0.4069
SPO11	0.6565
OR5AU1	0.009
NEK4	0.133642857142857
PRKAR2A	-0.2765
IHPK1	0.363833333333333
ATP6V0B	0.224125
CACNA1E	1.3685
CEACAM8	0.4005
PEX14	0.0275
FLJ12993	2.553
ZBTB38	0.2175
PCTK2	0.710666666666667
LRRC16	0.1597
FBLIM1	0.823166666666667
FYCO1	1.15925
RP5-1022P6.2	-0.618
CMTM1	0.464
PLTP	0.635666666666667
RAPH1	0.697625
DOCK8	0.36825
EZH2	-1.99553333333333
SLC25A1	-0.963666666666667
PLEKHB1	0.3159
GRB7	1.0184
ZFP37	-0.241
MRPL33	-0.35475
PELO	-0.9565
ARMC1	-0.463
C9orf27	0.14525
FLJ25778	0.0725
C9orf37	-1.18233333333333
TMEM66	1.44725
SPRN	0.179125
HBEGF	0.676
PI4KA	-0.7615
LEPRE1	0.204
POU2AF1	-2.31525
MRPL12	-0.836833333333333
REP15	-0.0745
ZC3H3	0.4625
RASAL1	-1.489
DDAH1	1.172
ACBD5	0.283125
TMC2	-0.1265
CCDC137	-0.48575
SAMD13	0.616
UGT2B15	-0.8245
TIPARP	0.17675
DNASE1L3	-0.4325
TRIM72	0.0846666666666667
DBX2	1.20775
IPO8	-0.12825
C21orf88	-0.663
MAP3K14	-0.1235
LOC51233	0.437166666666667
GGTLA4	-1.75025
PDE6D	-0.38625
ZNF117	-0.2
CLK2	-0.25325
NKRF	-0.859
TNFSF15	0.6934
DUSP2	-1.25675
SECISBP2	0.2983
GABRR2	-0.2025
PPAP2C	2.67925
LOC51145	0.402
PAG1	-0.657375
PIK3C3	-0.47275
GNG10	-0.1465
APOL4	0.158
ANKRD28	-0.474375
STMN3	-1.1228
RAB14	0.6021
CDK2AP2	-0.6325
HDDC3	-0.00399999999999998
COMMD7	0.044875
CXXC1	-0.664
HMCN1	1.0065
CD40	0.53475
DYNC1LI2	-0.075125
GDI1	0.497
LOC646938	0.03075
VSNL1	-1.87283333333333
PIH1D1	0.645833333333333
RAET1G	-0.999
KRTAP5-9	-0.101
EFTUD2	-1.4705
ZNF311	0.267833333333333
ATP6V1G3	0.337
OR2W3	1.06925
SCN4A	0.226
MED10	-1.408625
FAM135A	-0.9133
ARHGAP4	-1.79
EHMT2	-0.472125
UFD1L	-1.65175
ERMP1	0.34775
MAG1	-2.62233333333333
THAP8	0.701
HACE1	-1.224
FAM82C	0.360666666666667
C3orf20	0.3295
UNC84A	-0.6975
SCD5	0.0957142857142857
LASS6	2.040625
LSG1	0.308583333333333
MAL	-5.23225
GPR22	-0.451
WDR5B	0.8935
ACTRT1	0.28
C17orf60	0.0958333333333333
GRIN2C	0.5473
ARMC8	-0.810833333333333
SLC47A1	-1.91333333333333
DMPK	0.80325
DHRS13	-1.29066666666667
SMC1A	-1.33533333333333
KRTAP17-1	0.35775
SMYD5	-0.5055
TUSC2	0.584125
CRHR2	0.5915
KIR3DL2	-0.19
CCDC104	0.536
ATP2C1	0.755
CROT	-0.48875
PABPC3	0.1735
EGR1	0.687166666666667
THSD1	0.80375
KHK	-2.1335
SLC12A2	0.960375
CD58	-0.48975
STOX2	-0.261166666666667
CCDC76	-0.6187
CCDC48	3.18875
DNAH1	0.385333333333333
ZIC4	0.016375
OR1G1	0.355
PSMC6	-0.322333333333333
PROKR1	0.574
ABCB1	-0.625125
TRAT1	-2.2875
LLGL1	0.498
MTF1	0.5465
USP54	0.649625
PAGE2B	-2.0615
ITGB7	-4.1915
CCDC81	-0.3625
LOC149837	0.353
SCUBE1	2.238
ZSCAN10	1.066
HUWE1	0.127357142857143
CDH17	0.2845
CD180	0.01175
IL17A	0.33675
TMPO	-1.73525
KIAA1524	-1.76983333333333
HDGFRP3	0.699666666666667
OXCT1	-1.64118181818182
RRAS2	-1.21933333333333
LTBP2	2.9476875
SV2B	0.542166666666667
CYP2A6	1.489875
PKD1L2	-0.561
PPM1M	0.58075
FLJ22662	1.0895
ZNF502	1.42375
GP6	0.16925
CRYBA2	-0.98325
LEF1	-1.8406
CTPS	-2.78585714285714
EYA1	-2.69116666666667
EPS8L1	2.60975
MAPK14	-0.764
SERPINB2	-5.4565
GTF2F2	-0.238
ZNHIT4	-0.1575
PLA1A	0.203375
C20orf114	3.0035
HPR	-4.783
C18orf2	-2.394
SATB2	-2.148
KCNJ9	-0.219
MGC157906	0.3125
MOCS3	0.006
C17orf71	-0.0596666666666667
PPHLN1	-0.1469
HIST1H2BN	0.91675
RAPGEF1	-0.1375
MAP3K8	-0.27325
DLG4	0.244333333333333
STC1	1.74
CDGAP	1.535
DDX26B	-1.436
LOC150223	-2.45975
CPSF3	-1.29783333333333
TMEM14A	0.0115
MYH3	-2.3785
GPKOW	-0.19225
SULT1A1	-0.400333333333333
SPON1	4.0064
YY1AP1	0.0648333333333333
RAB23	0.116
PLA2G4A	-3.89625
MAPRE3	0.032
ZNF516	0.909285714285714
GGPS1	1.19275
EXOC3L2	-0.066375
C19orf42	0.5903
MAP2K2	-0.0478333333333333
HIST1H2BB	1.818
RNF19B	0.699666666666667
C6orf128	0.0796666666666667
TLR8	1.034
PCDHA9	1.203
CARS2	0.247625
CLUL1	0.753666666666667
RHAG	-4.45666666666667
UNK	-0.2625
EXOC8	0.4115
C9orf95	1.15475
C14orf143	-0.291333333333333
MAML3	0.265125
LDHA	-2.6315
MRPL20	0.332125
KLHDC6	0.0776666666666667
ATP5S	-1.10616666666667
C8orf55	-0.15625
PHF19	-2.559375
KRTAP13-4	0.4765
TTC5	0.613
XKR5	-0.02075
SILV	-4.92483333333333
TEX28	0.29
TCTN1	1.89275
CX40.1	0.2095
PPP2R5C	-0.248125
C12orf30	-0.917
CAPG	2.0115
MPZL1	0.86335
ARSB	-0.713833333333333
TDH	-1.21375
WASF4	-0.1135
TSSK3	-0.799666666666667
7A5	0.5045
CRISPLD1	1.81125
MAD1L1	-0.922333333333333
SPIN4	-0.683666666666667
AMPD1	1.40275
DPYSL5	0.389
INPP1	-0.0396666666666667
ANKRD11	-0.745222222222222
NPAS4	0.024625
GCET2	0.004
RNASE9	0.173
GUCY2D	0.223666666666667
CCDC98	0.433
FGF4	-0.076125
CPM	0.85
SLC26A4	-0.943166666666667
PLD5	0.535
FAM59A	0.4829
FBXO5	-2.72877777777778
SIPA1L1	0.2745
DPYS	0.03975
ATG4D	0.252
TGM3	0.5125
MTCH1	-0.143375
HK1	0.0667142857142857
CDC26	-0.34025
GALNT12	-3.03
LOC339229	-0.0145
MRPL35	-0.634625
ORC4L	0.155625
TNKS	0.0691428571428571
C2orf24	0.635166666666667
ZNF553	0.5765
GGTLA1	2.7821
ZNF497	1.39125
CDY1B	0.0515
SLC30A4	0.391125
TUB	-1.300125
ARHGEF18	-0.2015
ARRB1	0.000750000000000001
KCNK1	-0.834375
EREG	-2.0844
SCAMP5	-0.9725
RUNDC3B	1.657
ADAMTS20	-0.118
IL17RB	-0.7945
FLJ20323	-0.38075
MCAM	0.711125
POLR3E	-0.806083333333333
AQR	0.720333333333333
IPMK	0.423
CDCA7	-5.572375
CAMP	0.03075
GRHL3	-1.2295
ADAMTSL2	1.6315
CLMN	1.6
SSTR3	0.6185
MAGEA5	-2.33133333333333
OVOL2	4.1715
JMJD1B	0.3955
RBL2	0.7192
PYGO2	0.83475
PPP1R10	0.103833333333333
CSE1L	-1.66683333333333
LCA5	1.16425
RDH16	0.08525
ASRGL1	-2.327125
TOM1	0.1335
PTX3	-5.82875
TTC15	0.506
SCGB3A1	1.94216666666667
MRPL50	-0.61475
RCAN3	0.157375
SLC26A11	1.07975
STYX	-0.2765
CINP	-0.31825
MARCH7	0.04725
PFKM	-0.319666666666667
SGMS1	-0.0663333333333333
RIOK3	-0.6969
C1orf110	0.41
CES7	0.214875
LOC440248	-0.64775
PPP1R12C	1.17075
C10orf27	1.276
ATG9A	-0.13275
MRPS26	0.55
TMEM40	0.73975
ELP3	-0.2296
ZNF787	1.4326
HIAT1	0.668625
C8orf34	0.523833333333333
MGC4655	0.8626
PELI1	0.220666666666667
PPT1	0.6876
SLC35C2	-0.0453333333333333
C6orf125	-0.531
MUC4	-0.744333333333333
RFC4	-3.26642857142857
GNB2	0.518833333333333
NUP50	-0.7555
SULT4A1	-0.882833333333333
C7	1.0485
CCDC130	-0.054
ARRDC4	-0.90125
RQCD1	-1.05975
GLYCTK	-1.401
AYTL2	-1.41563636363636
MTUS1	1.3463
LEMD3	-0.1105
PLEKHF2	1.43775
HOXA7	0.18675
GTF3C2	-0.5285
DYNLRB2	3.848
CNOT10	-0.48425
MR1	0.547166666666667
FFAR1	0.51125
PRIC285	0.27675
SLITRK6	7.5135
LIX1	-1.707
UBE1L2	-0.84775
F8	0.776125
ACHE	1.02466666666667
KPNA5	-0.319
TNFRSF12A	-0.679666666666667
EGR3	0.116
SERPIND1	-3.80883333333333
OASL	1.06175
IFRD1	-2.107375
WDFY1	-0.407833333333333
ZNF267	0.09575
ACCN5	0
ZBTB6	0.21425
PPP1R3A	0.124
PRRT3	1.01925
FBXL19	-0.2375
TXNIP	0.739785714285714
ACTN2	-1.13225
ATG9B	0.153375
C9orf117	-0.00124999999999999
IL27	1.6725
RPL36AL	0.209166666666667
KLK15	-0.11925
CHAD	0.57
RAP2B	-0.5828
HEBP2	0.505
ZNF342	0.296
CAMK2G	-0.663
TLR3	1.78475
FGF14	0.67325
HMGB2	-1.29525
TRPM5	0.111333333333333
OR5M11	0.3995
KIF3B	0.465105263157895
PRICKLE2	0.43775
MTMR9	-0.05225
C3orf27	0.35875
GLRA3	3.50033333333333
NSDHL	-0.621666666666667
TMEM32	-0.434
POLR2D	-1.02091666666667
MYADML	0.561
C9orf114	0.12625
MRGPRX1	0.191
TOPORS	0.663
CLDN19	0.8375
C1QL4	0.2615
RNF165	-1.276
DHRS9	-1.13125
DNAH2	0.0636666666666667
FXR1	-0.209666666666667
ZMYM3	-0.5
CASP3	-0.1705
FAM120C	-0.5445
SCLY	-1.546
CA7	-0.127
ENTPD5	-0.150333333333333
ZNF461	0.364125
PDIA5	-0.131
C1orf19	-1.14866666666667
TMEM67	-0.181
KCTD20	-0.6865
WDR47	0.7285
FLJ38723	0.595
KLRF1	0.244166666666667
TAS2R16	0.672
CLDN12	1.11875
PRKCE	-0.04925
UBXD4	-0.81325
ITGAM	2.01883333333333
GLT8D3	-0.238125
WDR31	0.5053
RGS2	1.18575
OR51L1	0.5325
MST1R	-0.9625
KIAA1737	1.2095
OR4A5	-0.021
GLIS1	0.0808333333333333
PTMA	0.125714285714286
NAPA	0.85925
PRDM11	0.153
LIPF	0.399
DIRAS3	0.6235
ASGR2	-4.59625
C1QTNF4	1.2825
PIK3R4	0.212333333333333
ARMC3	0.11275
NDUFV3	-0.577
BTBD3	-0.361166666666667
PPP1R2	0.02925
UBE2NL	-0.4775
FOSL2	0.391071428571429
FAM119A	-1.505
TUBA4A	-1.867
KRTAP12-1	0.06975
SFRS2	-1.04175
RHPN1	-0.0307
EEF2	0.4845
ZDHHC11	-0.0275
EPHA3	-1.0842
RBM12	-0.35625
H2AFJ	1.90983333333333
EDIL3	3.3935
KIF26A	-1.3695
SERGEF	-0.306
B3GALT4	2.3755
LOC90925	0.657
OSCAR	-0.056
NPFF	-0.144125
DEDD	0.238625
TMEM155	-0.494375
PTPN1	-0.78675
SCYL2	-0.0548333333333333
SKAP1	4.0475
LEAP2	-2.7485
GADD45G	2.1773
IFITM3	0.244
PILRB	-0.685666666666667
SLU7	0.1845625
DSC3	0.9265
DNMT3L	-1.159
PAPD5	1.642375
B3GNT3	-1.60666666666667
LHCGR	-0.121
MSL-1	-0.19175
UBE2S	-0.5205
SAP130	-0.818
ANAPC11	0.12725
MAGED4B	-1.009
ATP6V1B2	0.140833333333333
C14orf179	1.185625
CAPZA1	0.113125
CDYL2	0.2805
GLRX3	-1.08116666666667
LOC136288	-0.41975
MOBKL1A	-0.66875
HTR2B	3.12075
CRYGD	0.2195
NUS1	-1.09966666666667
PGRMC1	0.006
MYOM2	-0.47925
FLJ39653	-0.750666666666667
CHM	0.12
OR5M8	0.2865
ZNF619	-0.1315
FAM105A	1.16125
CCNL1	-0.83875
NAP1L3	0.751
C10orf57	2.02133333333333
B3GALNT1	0.734166666666667
CSN1S2A	0.098
TCP10L	0.11675
GDAP2	-0.18775
DMKN	0.7615
COX6B1	0.43025
DNASE2	0.882
MSH5	-1.9595
LGMN	0.22425
USP31	-0.0214
OR13C8	0.638
SDCBP	-0.2874
NUDT11	-1.446
PYGL	-1.9545
SNPH	-0.730333333333333
B3GNT4	-0.8625
MIZF	-0.3222
NUBPL	0.072125
NOD1	-0.0733333333333333
CDH22	0.9755
NUBP1	0.289666666666667
DSCAM	-3.984
DGKI	1.424
FAM136A	-1.12925
AKAP1	0.785
SLC16A6	1.39525
RIN3	0.43925
PSG2	0.20375
DIP2B	-0.605833333333333
PSORS1C1	-0.2593
KIAA0495	-0.2385
FLJ90709	-0.836833333333333
LPA	-0.0568333333333333
PIGA	0.148
LY75	1.44433333333333
UTS2	-7.22333333333333
RREB1	0.376625
GALNACT-2	0.6009
MGC3196	-0.46025
FLJ31568	-0.082
LPHN1	-0.013375
SP1	2.159375
TOX4	0.438833333333333
HSPA9	0.1208
APOBEC1	-0.0435
SLC35E4	-1.056
LSM5	-1.57525
SURF1	0.46975
ZBTB1	0.00166666666666667
GTF2F1	0.511375
RPS15A	0.538785714285714
DUSP21	-0.2715
GINS4	-4.03666666666667
MYO15A	1.041
GIMAP7	2.889
MGC13379	1.227
ATP6V1E2	-0.512333333333333
UTP3	-0.078
HNRPA3	-1.204125
MT4	-0.5665
C14orf155	-0.19325
U1SNRNPBP	0.2445
CKLF	-0.765666666666667
PLEKHN1	0.3055
MBNL1	0.04575
NUP160	-0.9195
ACSM2A	-1.25
LOC129881	0.03975
KIAA1529	-0.60475
FLJ22639	-0.90975
HAND1	-1.172
GSX1	0.5685
FGA	-4.1230625
SERPINB1	0.76825
ZNF642	-0.579
IGFBP1	-8.797125
SLC1A1	2.319875
DHX57	-0.326375
ZNF766	0.4825
PTPN21	0.7658
GDPD3	-1.693
PNPLA5	0.7725
TBR1	0.372666666666667
FAM116A	-0.07575
IQGAP1	0.84925
FOS	0.715625
ZNF226	-0.628125
FIGNL1	-2.00616666666667
C14orf1	0.455666666666667
ZMYND17	-0.1385
PUS7	-1.1965
TUBB6	-1.419
KCNQ2	-1.235
MARCH6	0.127666666666667
CCDC33	0.4975
PRODH	-1.64825
RBM11	1.75675
EPHA6	-0.173375
SLC43A1	0.469
LOC196541	0.0975
NTN1	0.51525
ING4	0.70825
PCDHB10	3.13025
DPH2	-0.528333333333333
SPACA4	-0.1045
FBXL21	-3.6575
DIAPH1	-0.794666666666667
ZNF71	2.054
CEP76	-0.957
CORO1A	-1.143
RRM2	-3.607625
EDG4	0.318
OS9	0.331833333333333
SLC4A1AP	-0.248
COG5	-0.32025
COPS8	-0.02275
NGLY1	-1.5375
NCBP2	-0.429
C17orf42	-0.4935
GPSM3	0.37275
SIL1	1.067
ASB6	0.077
SMAD5OS	0.0861666666666667
UNC93A	-2.874
A1BG	1.905
C21orf62	0.7445
FMO5	0.495166666666667
ATRIP	0.817166666666667
CEBPG	-0.827166666666667
C7orf38	-0.0885
TNFRSF1B	0.445833333333333
CLEC1A	1.22183333333333
IQSEC1	1.053125
PATZ1	1.1365
RBM22	0.5475
BAG2	-1.896
PAQR5	-2.58066666666667
C9orf127	0.9812
THNSL1	-0.26025
SHROOM3	2.5804
JAM2	1.328
SNRPN	-1.1285
ALX4	0.7415
CACNA1S	0.2675
FAM130A1	0.3705
CORIN	2.787
CD300LB	0.952
PLEKHG6	0.7765
LRRC40	-1.317
PCLKC	-0.97375
PCDHB16	2.243
WNT2B	0.595666666666667
ASNS	-2.54866666666667
MRPL49	0.040625
FLJ46111	-0.0395
ISG20	-0.824875
SMU1	-0.0603333333333333
CASZ1	0.4155
POLR1D	0.874083333333333
GIN1	-0.54275
SNAG1	0.0911666666666667
ANKRD29	-1.8745
CDKN2AIP	-0.1895
KRR1	0.039
CXCL1	-4.602
EPM2A	-0.6462
PC	-1.00066666666667
DEFB127	-0.829
PDZRN4	0.448833333333333
FAH	-0.080875
OR51E1	1.4515
CDC2L6	0.4775
DNTTIP1	-0.5155
PAX8	0.399
TMEM116	0.0185
C1orf150	-0.3435
PRO2012	-0.0385
MRPL40	-1.41133333333333
BEX1	-3.232
SLC2A4	-1.047
PKMYT1	-1.83975
FEZF2	-0.227666666666667
SLC26A9	-1.19075
MAP2	0.04
LYL1	-1.12525
SLC25A19	-1.35983333333333
NOS3	0.246
ZNF34	0.975
TMPRSS11F	-0.04025
FAM43A	0.3965
FCRL4	0.369666666666667
KLF14	0.18425
FLRT2	0.0926666666666667
WRN	-1.3345
SDF2	0.1215
KRT8P12	0.0325
C6orf195	-0.1315
C9orf125	-0.907666666666667
DZIP3	-0.282375
RIT1	-0.317
SCML1	-0.519166666666667
RHBDF2	-0.3985
OR2G3	0.328
REXO1L1	-0.064
MAP3K7IP3	-0.456125
C3orf57	-1.53625
FBXW11	-0.459
ETAA1	-0.813
C14orf131	0.4798
AKT1S1	0.7475
SLC12A5	-0.24975
C9orf164	1.595
NRIP3	-0.04175
NOS1AP	-1.427
TMEM121	1.1805
SAP30BP	0.0334
DGCR6	0.13075
WDR76	-2.4605
FAM82B	-0.656083333333333
LOC606495	-0.317
MAP9	2.29275
BCDIN3D	0.89175
CXorf36	2.51733333333333
DSCR3	-0.8926
ZFAND3	0.454
C7orf43	0.297333333333333
SPSB3	1.8021
C19orf19	0.632
FAM133A	-1.2095
C12orf25	0.47475
SLC39A3	-0.694375
DISP2	-1.40075
PI4KAP2	-1.77
MKRN3	-1.54266666666667
ADAMTS13	-0.273875
CBLN3	0.6275
TTYH1	-0.374666666666667
C3orf18	1.40075
FLJ13236	-1.19975
ZMYND12	1.35425
C18orf25	-0.523625
GLB1L3	-0.942
ATP13A5	0.4
RANBP10	-0.10125
CD96	-2.3908
DENND1C	-1.11025
RBMS3	1.0989
SLC41A3	0.273666666666667
DGCR6L	0.081
TMEM128	0.532833333333333
CSNK1G3	0.208642857142857
MOBKL2C	1.2455
TSPAN6	-0.088125
MATN2	-0.9174
MSL2L1	-0.263666666666667
ST6GALNAC2	0.585333333333333
FGFBP2	-0.64
FGL1	-5.76333333333333
MPP3	-0.7235
ARHGEF6	-0.168333333333333
TGFBR2	0.594625
ACMSD	-0.691
IL33	2.44525
C9orf5	0.157916666666667
DEAF1	0.8747
AMN	0.775
DEFA6	0.2335
RNF212	-0.42425
METT5D1	0.251166666666667
CIB1	1.0351
TSSK1B	0.095
KIAA1727	0.05775
ZNF680	-0.406083333333333
LOC399900	-1.112
LOC152217	0.102666666666667
CTNNAL1	-3.499
CIT	-2.84066666666667
TLE6	0.34
ZNF607	0.71225
HERC4	-1.1825
DRAP1	-0.4966
PEMT	0.7235
C10orf111	-0.228
ZNF575	0.86475
KCTD7	0.096
MYO1F	0.47575
LOC285382	-0.05275
RAB11A	0.7316
PLCD3	-0.56225
C15orf28	0.21525
PTBP2	-0.4405
CTB-1048E9.5	-0.672875
C19orf60	-0.265
C7orf25	-0.455666666666667
SETD7	0.924625
HOXB9	-4.672
VANGL1	-0.193
CHAF1B	-3.381
NDUFA3	1.4015
KIAA1328	-0.768166666666667
SHARPIN	0.509
TTC23	0.21875
UGP2	0.16225
ANKIB1	0.5399
CIRBP	1.531
SEC14L4	-3.11466666666667
OVCH1	-0.0458333333333333
VPS52	0.22925
FAT	-0.420375
M6PRBP1	0.36425
GPRIN3	0.3255
PPM1F	-0.924666666666667
TSR1	-1.42175
CCDC85A	1.4165
PCSK5	2.24175
ZFHX3	-0.0735
HEMK1	-0.1107
PGBD2	-0.24625
RSRC2	-0.00983333333333333
AURKC	-0.0941666666666667
SCRIB	-0.599
ORM2	-5.10266666666667
FAM115A	0.6375
FZD6	-1.41175
UNC119	-0.446333333333333
GPX3	-1.2621
NOV	-0.49825
CABC1	0.218625
CDC42SE2	-0.58775
EIF2S2	-0.8366
RNF130	0.9675
CKAP5	-0.702166666666667
RP11-413M3.2	0.647
C10orf18	0.288
TMEM93	-0.658
DYX1C1	0.60825
KCNMB2	-0.966875
ANK3	1.9685
KRT5	0.2213
CDH12	-1.04225
QRSL1	-0.9065
JUB	-1.06125
SHC4	-1.28825
CCL15	0.868333333333334
CCDC22	0.05225
SNX24	-0.51425
RARS	-0.672
MORC2	0.237875
FAM48A	0.649
MT1H	-1.0705
PPP1R14C	-1.464
FOXD1	-2.41764285714286
C1orf213	-2.325
AMT	-1.0762
DSN1	-2.20825
PTPLAD2	1.71025
DIS3L	0.148
RASL11A	0.15375
GPRC5B	0.283
FRMD7	0.8725
STRN4	-0.109
KITLG	0.318136363636364
HDGF	0.40975
OR1S1	0.2565
SETX	0.2057
DDR2	0.404875
KCTD12	1.4775
LYZL2	-0.113
WDR52	0.057
TMEM2	1.692
ZNF579	1.4935
LOC200810	0.58525
TNFSF9	-2.169
PPFIA4	-3.61525
CNIH3	1.4945
MAP4K4	-0.754214285714286
ROD1	0.356928571428571
ALS2CR12	-0.563166666666667
DOCK3	-1.411
PAQR9	-4.1735
ASB17	0.000499999999999991
STX16	-1.197875
FEZ2	-0.266166666666667
DLAT	-1.44733333333333
KIF21B	-1.57733333333333
CDC5L	-0.717
TMEM119	1.56683333333333
CRIP3	-1.3445
TPSD1	0.463166666666667
TEPP	0.2965
GNGT2	0.628
C21orf121	0.6485
WNK1	0.0573333333333333
FLJ10490	0.4911
OR51B5	-2.2815
LOC203547	-1.295
HAS1	-0.3495
PPA1	-0.183333333333333
ST7	0.4215
C11orf46	0.3294
POPDC3	-4.3185
ACOX2	0.797666666666667
ATCAY	-0.226666666666667
TM4SF19	-1.81775
MFSD9	-0.738
PDHB	-0.4695
ERN1	-0.30875
LCE3C	0.4705
GPR111	-0.0655
NOTCH3	2.13183333333333
ADAMTS5	3.12625
B3GALT1	-0.5265
UGCGL1	-0.604
FAM58A	0.0111666666666667
FBXO32	2.52625
CLPP	-0.27175
NXPH1	0.3495
MTMR3	0.529166666666667
ATP1B3	-1.173875
TMEM16A	3.76
HIST1H3F	1.33766666666667
TRIM25	-0.0771666666666666
SDCBP2	0.855
CRKL	-1.3695
HOXB2	3.0505
ANP32B	-0.322625
GATM	1.629
AP4E1	-0.43175
EDG5	0.200125
CDKN3	-3.20416666666667
CDH4	-2.198
PGD	-0.411
RND1	0.358
GAD1	-1.9499
MPG	0.01675
LOC440350	-0.465
ZNF133	-0.03225
SERPINB12	-0.0765
AMELY	0.263833333333333
DHX36	-0.58675
TNFAIP8L2	1.724
PHTF2	0.121333333333333
CCDC112	-0.764166666666667
IQCC	-1.01166666666667
HEYL	3.65416666666667
FTSJ2	-0.753666666666667
APPL1	0.798375
RAB43	-0.174571428571429
OR10G2	0.5185
WAC	0.549
ADCY9	0.148
RUNDC2B	0.115
PYCRL	0.0644
AGPAT7	0.137
SLC22A9	-0.967333333333333
CDKAL1	-0.2005
PDYN	-0.3565
C20orf74	-0.7145
MTMR11	1.571
VAV3	4.72466666666667
DAPL1	-0.60575
STXBP3	0.3825
EIF3G	0.55425
ARHGAP22	-0.86725
NPFFR1	0.128
NPC1	-0.8555
ALDH9A1	0.6605
ZNF600	-1.438625
ZNF678	-0.1645
RASSF1	-0.285083333333333
ADD2	-2.3745
PITPNB	-0.481
PKD2L2	-0.131125
LRP11	-0.6965
CDKL1	0.039
SMEK2	0.27725
PRODH2	-3.43166666666667
C11orf54	-0.572833333333333
SFRS11	-0.154333333333333
IL7	-0.5925
ALS2CR16	0.786
BTG3	-2.2225
PAK2	-0.0236111111111111
RP11-679B17.1	-0.67825
GATA4	0.609166666666667
ATP2B1	-0.00725
LOC130940	1.542
C1orf172	1.23566666666667
ATF7IP2	0.16225
SLC25A43	-0.0455
CENTG3	0.0864166666666667
IGF2BP1	-4.011
FCHSD1	0.683
CAMK2N2	1.12433333333333
ELAVL3	0.0176
NBPF15	0.480333333333333
UBE2J2	0.118166666666667
GNL2	-1.0165
PRR3	-0.08
NLF2	1.1975
OR4F6	0.00949999999999998
KLHL24	1.42666666666667
CCDC88A	-1.8288
SGPP1	-1.62083333333333
C10orf11	-0.4685
SLC35B4	-1.39116666666667
UGT3A2	-0.7695
ARNT2	-0.772
CBR1	-1.3105
ITPR3	-1.28483333333333
TRAPPC6B	-0.2098
AMZ1	1.172
ARP11	0.25
WDSUB1	0.259
APBA1	0.117666666666667
RAB2A	0.4027
C6orf162	-1.2265
HPSE2	0.44125
PLCE1	-0.8375
INSL3	-0.249
DLG1	-0.4606
PTPLA	-2.63
PIGX	-0.30375
TFIP11	-0.172666666666667
FIBIN	3.756
POLR2G	-0.78375
GRAP2	-2.0162
DNAJB8	-0.000749999999999994
CNBP	0.756333333333333
WASF1	-1.6155
INPP5E	-0.7656
HSPB1	2.005875
TMEM167	-0.6026
CUBN	0.451
IGF1	3.054875
ITPK1	0.2737
NAALAD2	-0.642
G3BP1	-0.9761
NT5DC1	-0.226375
CYP39A1	-0.4585
TMEM139	0.0835833333333333
POLK	-0.3009
GLULD1	-0.979
RBM15	-0.6425
AMZ2	0.647
GDF15	-2.0785
MESDC2	-0.06525
INCA	-0.2755
ACY1L2	-2.3825
GZMM	-0.912166666666667
PAIP1	0.228
CACNA2D1	0.2765
STK32C	0.0993333333333333
SH3BP4	0.62
DEC1	-0.179
PADI1	-0.01
UBB	-0.1348
PON3	-1.91416666666667
PROP1	0.741
ANKRD13B	-0.811
ADCK1	-0.6385
TCF25	0.18525
SLC38A5	-2.41275
CXorf26	-0.0266666666666667
C19orf39	0.46975
PPP1R13B	0.871
ARL2	-0.585
TCL6	0.35125
TOP3A	1.836
SLC16A14	-0.790375
FXYD6	1.65566666666667
HIST1H4E	0.28375
BBC3	0.354894736842105
UNC5A	-0.0713333333333333
FAM86C	-0.1521
PI4KB	0.7985
B3GAT1	-4.186
SUSD2	0.644
OAZ2	-0.2855
NOC4L	-0.3385
C10orf12	-0.17925
FADS1	-2.57166666666667
LOC144097	-0.561
DKK2	1.1545
KIAA1949	-0.265
RHOT1	-0.3902
OXT	1.24583333333333
GPR153	1.082
ARL4A	-0.576833333333333
SAAL1	-1.44475
CCDC64	-0.4625
USE1	-0.1015
HNMT	0.956166666666667
PCGF3	0.576375
CYP2C19	0.58025
C20orf4	0.3445
CCDC11	0.93175
ACSBG2	0.313
RWDD2A	-0.85425
PALLD	3.04175
CPLX4	0.781
LOC492311	1.22425
KPNA2	-1.6095
MACROD1	-0.00050000000000002
TMCO3	0.748
C15orf52	-0.9035
BIRC5	-2.60733333333333
PRR16	0.4025
FAM63B	0.351
KATNB1	-0.905
WNT8B	0.385
CPLX3	0.208
GHR	2.023
CCDC124	-0.785
BCLAF1	-1.263375
