Hybridization REF	TCGA-BH-A0HW-01A-11R-A034-07
SLC9A5	-1.7155
EPDR1	-1.3107
MUSK	-0.35
ZNF434	0.533833333333333
SMARCD1	-0.775333333333333
ZFP106	-0.02675
ZNF347	0.488
GTF2E1	-0.36175
RY1	0.3955
ATAD2B	0.462375
ARHGAP17	-0.7562
KCNIP3	-1.704
SFPQ	-0.158
GFRA4	-0.164833333333333
AKR1B10	-3.561875
TIGD6	1.37
RGS16	0.747875
URB1	-0.768166666666667
OR4C46	0.638
TOP3B	-0.652
NFATC4	0.4875
CA14	-3.0195
BMPR1A	-0.0113333333333333
SNRP70	-1.54175
PRL	0.5895
C6orf130	0.33975
STAG2	-0.27425
CD55	-1.13992857142857
RPS23	1.31733333333333
SSX2	-1.671
FDPSL2A	-1.11475
FBXO27	0.545
SYNGR3	-1.57166666666667
TMSL3	0.1585
EML1	-1.712
NUP93	-1.5075
SMAD3	0.2849
KIAA1189	-1.17616666666667
HNRPUL2	-0.267
TBC1D12	0.945666666666667
C16orf24	0.448
MRVI1	1.472
ZNF581	0.495333333333333
ELOVL3	1.0305
OR51Q1	0.21125
CACNB3	1.26716666666667
GALNT13	-0.13675
C10orf84	1.480125
NEDD4	-0.5968
SPO11	-0.7925
OR5AU1	-0.5375
NEK4	1.39364285714286
PRKAR2A	-0.763833333333333
IHPK1	-0.0635
ATP6V0B	0.8885
CACNA1E	0.0745
CEACAM8	-0.145
PEX14	0.3685
FLJ12993	3.1035
ZBTB38	-0.269083333333333
PCTK2	1.05416666666667
LRRC16	0.6876
FBLIM1	-0.308
FYCO1	1.07
RP5-1022P6.2	-0.48475
CMTM1	0.224
PLTP	-1.5965
RAPH1	1.3005
DOCK8	-0.12225
EZH2	-1.24113333333333
SLC25A1	-0.0695
PLEKHB1	-0.792444444444445
GRB7	1.6959
ZFP37	0.01675
MRPL33	-0.30575
PELO	-0.1775
ARMC1	-0.674090909090909
C9orf27	0.611571428571429
FLJ25778	0.719
C9orf37	-0.389166666666667
TMEM66	0.34175
SPRN	0.248625
HBEGF	-0.278125
PI4KA	0.039
LEPRE1	-1.68125
POU2AF1	-5.337125
MRPL12	0.494
REP15	-0.1215
ZC3H3	0.00875000000000001
RASAL1	-1.582
DDAH1	1.804
ACBD5	-0.26525
TMC2	-1.6915
CCDC137	-0.919
SAMD13	-0.546833333333333
UGT2B15	-0.0405000000000001
TIPARP	-1.81
DNASE1L3	-0.744
TRIM72	0.859166666666667
DBX2	0.0206666666666667
IPO8	0.654
C21orf88	-1.8463
MAP3K14	-0.561
LOC51233	1.06983333333333
GGTLA4	-1.13675
PDE6D	0.0825
ZNF117	0.37375
CLK2	-1.310875
NKRF	-0.28125
TNFSF15	-0.3575
DUSP2	-1.1965
SECISBP2	1.0485
GABRR2	0.301
PPAP2C	0.854
LOC51145	-0.505166666666667
PAG1	1.291625
PIK3C3	0.09825
GNG10	0.6805
APOL4	-0.7725
ANKRD28	-0.479
STMN3	-0.1849
RAB14	1.2425
CDK2AP2	-0.59575
HDDC3	0.299625
COMMD7	0.370875
CXXC1	-0.3905
HMCN1	-2.50316666666667
CD40	-0.6135
DYNC1LI2	-0.5301875
GDI1	1.0145
LOC646938	-0.454
VSNL1	-4.585
PIH1D1	0.05
RAET1G	-0.854
KRTAP5-9	0.339
EFTUD2	0.26875
ZNF311	1.172
ATP6V1G3	0.8225
OR2W3	-0.34975
SCN4A	0.34725
MED10	-0.5915
FAM135A	-0.7734
ARHGAP4	-2.5175
EHMT2	-0.769
UFD1L	0.65375
ERMP1	0.79875
MAG1	-2.07533333333333
THAP8	1.08583333333333
HACE1	-0.979333333333333
FAM82C	0.733666666666667
C3orf20	0.273
UNC84A	-0.211166666666667
SCD5	-0.1065
LASS6	1.47
LSG1	0.151916666666667
MAL	-5.86075
GPR22	null
WDR5B	1.25775
ACTRT1	0.0195
C17orf60	-1.7735
GRIN2C	-0.163
ARMC8	-0.01325
SLC47A1	0.6605
DMPK	0.44475
DHRS13	1.4355
SMC1A	-0.591333333333333
KRTAP17-1	2.413
SMYD5	-0.799
TUSC2	0.895
CRHR2	1.133
KIR3DL2	-0.878
CCDC104	0.85575
ATP2C1	-0.254125
CROT	0.937
PABPC3	-0.889833333333333
EGR1	-1.11116666666667
THSD1	1.11275
KHK	-1.72625
SLC12A2	2.659875
CD58	-2.3335
STOX2	-0.86
CCDC76	-0.5633
CCDC48	4.8505
DNAH1	-0.184666666666667
ZIC4	-0.8285
OR1G1	0.465
PSMC6	-0.281333333333333
PROKR1	0.4685
ABCB1	-0.872
TRAT1	-3.007
LLGL1	-0.4935
MTF1	-0.041
USP54	-0.31525
PAGE2B	-0.958
ITGB7	-4.49775
CCDC81	-0.1625
LOC149837	1.4415
SCUBE1	-0.411
ZSCAN10	-0.1935
HUWE1	-0.0887857142857143
CDH17	0.6575
CD180	-1.895
IL17A	0.03525
TMPO	-0.685625
KIAA1524	-1.744
HDGFRP3	1.32866666666667
OXCT1	0.203
RRAS2	-0.145166666666667
LTBP2	0.4275625
SV2B	-0.566666666666667
CYP2A6	0.972625
PKD1L2	-1.0225
PPM1M	0.32425
FLJ22662	2.33416666666667
ZNF502	2.99875
GP6	-0.887
CRYBA2	-1.53166666666667
LEF1	-3.0871
CTPS	-2.44071428571429
EYA1	-3.28433333333333
EPS8L1	1.36725
MAPK14	-0.767916666666666
SERPINB2	-5.22625
GTF2F2	0.3435
ZNHIT4	-0.182
PLA1A	-0.597125
C20orf114	4.8995
HPR	-4.2325
C18orf2	-5.2278
SATB2	-1.385
KCNJ9	0.378375
MGC157906	0.5035
MOCS3	0.00825
C17orf71	0.778666666666667
PPHLN1	-0.1591
HIST1H2BN	0.7515
RAPGEF1	-0.483375
MAP3K8	-0.25075
DLG4	-0.177
STC1	2.65075
CDGAP	-0.6605
DDX26B	-2.56725
LOC150223	0.02725
CPSF3	-0.856333333333333
TMEM14A	-0.254
MYH3	-0.766
GPKOW	0.4195
SULT1A1	0.173
SPON1	-0.6656
YY1AP1	-0.1705
RAB23	-0.97925
PLA2G4A	-5.1595
MAPRE3	-1.16425
ZNF516	1.22721428571429
GGPS1	0.7045
EXOC3L2	-0.8075
C19orf42	2.0376
MAP2K2	-1.14533333333333
HIST1H2BB	1.1795
RNF19B	-0.210333333333333
C6orf128	-0.6825
TLR8	0.657666666666667
PCDHA9	-0.106
CARS2	0.0985
CLUL1	1.1285
RHAG	-4.10216666666667
UNK	1.1615
EXOC8	0.6069
C9orf95	0.23525
C14orf143	0.383
MAML3	0.196714285714286
LDHA	-1.82725
MRPL20	0.901125
KLHDC6	0.2964
ATP5S	0.922
C8orf55	0.42225
PHF19	-2.494
KRTAP13-4	0.827
TTC5	0.396
XKR5	-0.4275
SILV	-4.62866666666667
TEX28	-1.7085
TCTN1	1.02725
CX40.1	0.34275
PPP2R5C	0.351625
C12orf30	-0.868333333333333
CAPG	2.094
MPZL1	-0.23775
ARSB	-1.9395
TDH	-3.19375
WASF4	0.56025
TSSK3	-0.9875
7A5	-0.8465
CRISPLD1	5.96525
MAD1L1	-0.476166666666667
SPIN4	-0.0576666666666667
AMPD1	-1.4355
DPYSL5	-0.6955
INPP1	-0.526
ANKRD11	-1.71316666666667
NPAS4	-0.5315
GCET2	-0.6873
RNASE9	-0.9595
GUCY2D	0.4956
CCDC98	-0.0845
FGF4	-0.326375
CPM	1.51716666666667
SLC26A4	-1.91016666666667
PLD5	-1.2555
FAM59A	-0.26
FBXO5	-1.31033333333333
SIPA1L1	-0.230125
DPYS	0.904
ATG4D	0.33625
TGM3	2.6245
MTCH1	0.054375
HK1	0.239142857142857
CDC26	0.690375
GALNT12	-2.02233333333333
LOC339229	1.1675
MRPL35	-0.24875
ORC4L	0.10875
TNKS	-0.686642857142857
C2orf24	0.0675
ZNF553	0.532833333333333
GGTLA1	2.506
ZNF497	0.015
CDY1B	-0.4745
SLC30A4	1.361
TUB	0.1825
ARHGEF18	0.60525
ARRB1	1.4835
KCNK1	0.172375
EREG	-2.513
SCAMP5	1.6805
RUNDC3B	2.9425
ADAMTS20	-0.441
IL17RB	2.0995
FLJ20323	0.05575
MCAM	0.001125
POLR3E	-1.70275
AQR	0.807333333333333
IPMK	0.352
CDCA7	-3.619375
CAMP	2.058
GRHL3	-1.101
ADAMTSL2	1.12883333333333
CLMN	2.31633333333333
SSTR3	0.283
MAGEA5	-2.27183333333333
OVOL2	4.325
JMJD1B	0.9845
RBL2	0.5716
PYGO2	0.8815
PPP1R10	0.686666666666667
CSE1L	-1.6095
LCA5	0.29825
RDH16	0.34275
ASRGL1	-1.087
TOM1	-0.024
PTX3	-6.4275
TTC15	-0.51075
SCGB3A1	2.54283333333333
MRPL50	-0.80025
RCAN3	-0.267625
SLC26A11	2.6105
STYX	-0.0381666666666667
CINP	0.1755
MARCH7	-0.10225
PFKM	-0.432
SGMS1	-0.304333333333333
RIOK3	-0.6122
C1orf110	0.2515
CES7	0.4525
LOC440248	-1.29925
PPP1R12C	-0.39925
C10orf27	0.3155
ATG9A	-1.022
MRPS26	0.81025
TMEM40	-0.9345
ELP3	-0.4704
ZNF787	-0.1223
HIAT1	0.07675
C8orf34	0.301333333333333
MGC4655	-1.458
PELI1	-1.54816666666667
PPT1	0.8495
SLC35C2	-0.773333333333333
C6orf125	0.5715
MUC4	-1.69466666666667
RFC4	-1.61714285714286
GNB2	-0.247833333333333
NUP50	0.600928571428571
SULT4A1	0.0706666666666667
C7	0.866285714285714
CCDC130	0.2135
ARRDC4	1.322
RQCD1	0.07725
GLYCTK	-0.60425
AYTL2	-1.32472727272727
MTUS1	1.209
LEMD3	0.1245
PLEKHF2	2.654
HOXA7	-1.85114285714286
GTF3C2	-2.0315
DYNLRB2	3.5795
CNOT10	0.00425
MR1	-0.974
FFAR1	-0.00625
PRIC285	-0.24725
SLITRK6	-1.333
LIX1	-1.9726
UBE1L2	-0.35725
F8	0.67275
ACHE	0.360166666666667
KPNA5	0.683
TNFRSF12A	-2.225
EGR3	-2.479
SERPIND1	-3.562
OASL	3.37325
IFRD1	-1.51325
WDFY1	-0.556
ZNF267	0.144625
ACCN5	-0.4845
ZBTB6	0.8405
PPP1R3A	-0.043
PRRT3	2.1665
FBXL19	-0.865
TXNIP	1.882
ACTN2	-1.874
ATG9B	-0.16125
C9orf117	1.45925
IL27	-1.384
RPL36AL	0.415833333333333
KLK15	-0.12275
CHAD	2.8315
RAP2B	-0.2769
HEBP2	0.73075
ZNF342	-0.079
CAMK2G	-0.613833333333333
TLR3	0.73225
FGF14	1.104
HMGB2	-0.337625
TRPM5	-0.00316666666666666
OR5M11	-0.106
KIF3B	0.842421052631579
PRICKLE2	-1.63175
MTMR9	-0.00974999999999999
C3orf27	0.33525
GLRA3	0.415166666666667
NSDHL	0.236
TMEM32	-0.05325
POLR2D	-1.56091666666667
MYADML	-0.0705
C9orf114	-0.46425
MRGPRX1	-0.4865
TOPORS	0.88575
CLDN19	-2.1745
C1QL4	-1.0605
RNF165	-2.214
DHRS9	-1.43175
DNAH2	-0.610166666666667
FXR1	-0.809
ZMYM3	-1.223625
CASP3	-0.761666666666667
FAM120C	-0.276625
SCLY	-1.103
CA7	-0.3715
ENTPD5	0.916833333333333
ZNF461	0.4125
PDIA5	-2.71325
C1orf19	-0.996666666666667
TMEM67	0.71675
KCTD20	-0.954
WDR47	0.762
FLJ38723	-1.234
KLRF1	-0.648833333333333
TAS2R16	-0.128
CLDN12	0.833
PRKCE	0.12975
UBXD4	-1.34425
ITGAM	1.25566666666667
GLT8D3	-0.43475
WDR31	0.7644
RGS2	-2.06975
OR51L1	0.4475
MST1R	-1.66675
KIAA1737	1.894
OR4A5	0.9705
GLIS1	-2.2065
PTMA	-0.121714285714286
NAPA	0.64225
PRDM11	0.94325
LIPF	0.32
DIRAS3	-0.966
ASGR2	-4.463875
C1QTNF4	-0.00750000000000001
PIK3R4	0.387333333333333
ARMC3	0.86225
NDUFV3	-0.607833333333333
BTBD3	-0.0206666666666667
PPP1R2	0.768083333333333
UBE2NL	0.76525
FOSL2	1.09207142857143
FAM119A	-1.2535
TUBA4A	-2.1387
KRTAP12-1	0.696
SFRS2	-0.687
RHPN1	0.3258
EEF2	-1.75033333333333
ZDHHC11	1.1345
EPHA3	-0.8637
RBM12	0.21175
H2AFJ	3.59358333333333
EDIL3	1.849
KIF26A	-2.004
SERGEF	1.05825
B3GALT4	2.752
LOC90925	-0.397
OSCAR	0.07925
NPFF	-0.230875
DEDD	-0.000624999999999994
TMEM155	-0.449875
PTPN1	3.98975
SCYL2	0.384333333333333
SKAP1	4.55725
LEAP2	-2.0095
GADD45G	2.7552
IFITM3	1.149625
PILRB	-0.927666666666667
SLU7	1.0120625
DSC3	-0.75175
DNMT3L	-1.203
PAPD5	-0.075125
B3GNT3	-2.115
LHCGR	1.508
MSL-1	0.87775
UBE2S	-1.0055
SAP130	-0.75975
ANAPC11	1.5235
MAGED4B	-0.667
ATP6V1B2	-0.551833333333333
C14orf179	1.46475
CAPZA1	-0.37225
CDYL2	-0.152833333333333
GLRX3	-1.04766666666667
LOC136288	0.08575
MOBKL1A	0.89875
HTR2B	0.45875
CRYGD	0.377333333333333
NUS1	-0.839333333333333
PGRMC1	-0.8685
MYOM2	1.92075
FLJ39653	-0.804833333333333
CHM	0.1242
OR5M8	1.2175
ZNF619	0.343
FAM105A	-0.4895
CCNL1	-0.857125
NAP1L3	-1.6545
C10orf57	1.52533333333333
B3GALNT1	3.05166666666667
CSN1S2A	0.869
TCP10L	0.53075
GDAP2	-0.110875
DMKN	1.00533333333333
COX6B1	0.4625
DNASE2	0.268333333333333
MSH5	-1.44675
LGMN	-0.76775
USP31	-0.0358000000000001
OR13C8	-0.408
SDCBP	-0.7866
NUDT11	-3.01066666666667
PYGL	-0.496833333333333
SNPH	0.475333333333333
B3GNT4	-1.297
MIZF	-1.0054
NUBPL	0.255125
NOD1	-0.937666666666667
CDH22	-0.371875
NUBP1	-0.0708333333333333
DSCAM	-3.99225
DGKI	-0.5995
FAM136A	-0.66975
AKAP1	0.503333333333333
SLC16A6	4.87825
RIN3	-0.14175
PSG2	0.178
DIP2B	-0.437416666666667
PSORS1C1	-0.8763
KIAA0495	-1.1265
FLJ90709	-0.403833333333333
LPA	-0.726833333333333
PIGA	0.0513333333333333
LY75	2.90516666666667
UTS2	-4.43566666666667
RREB1	-0.3665
GALNACT-2	-0.378
MGC3196	-0.156
FLJ31568	-0.861
LPHN1	0.65375
SP1	0.144375
TOX4	0.958166666666667
HSPA9	0.51
APOBEC1	0.0045
SLC35E4	-1.44975
LSM5	-1.27525
SURF1	0.405
ZBTB1	0.34175
GTF2F1	0.272625
RPS15A	-0.989357142857143
DUSP21	-0.0535
GINS4	-2.041
MYO15A	-0.0338333333333333
GIMAP7	2.645
MGC13379	0.7745
ATP6V1E2	0.0653333333333333
UTP3	1.10475
HNRPA3	-0.51625
MT4	-0.347
C14orf155	0.451333333333333
U1SNRNPBP	0.8715
CKLF	-0.992166666666667
PLEKHN1	-0.972833333333333
MBNL1	-0.70725
NUP160	-1.21025
ACSM2A	-0.97675
LOC129881	1.494
KIAA1529	1.21175
FLJ22639	-0.16225
HAND1	-1.2395
GSX1	-0.1225
FGA	-4.53925
SERPINB1	-0.20575
ZNF642	0.67725
IGFBP1	-8.03675
SLC1A1	-1.63725
DHX57	-0.585
ZNF766	-0.373
PTPN21	-0.0111
GDPD3	-0.354666666666667
PNPLA5	-0.19
TBR1	0.134
FAM116A	0.135
IQGAP1	-0.087875
FOS	-0.710875
ZNF226	1.61025
FIGNL1	-0.322166666666667
C14orf1	0.254
ZMYND17	-0.554
PUS7	-0.879
TUBB6	-1.723125
KCNQ2	-0.81825
MARCH6	0.28425
CCDC33	0.0895
PRODH	-2.07775
RBM11	3.00925
EPHA6	-0.0748333333333333
SLC43A1	-1.34475
LOC196541	0.431625
NTN1	1.36383333333333
ING4	0.49825
PCDHB10	1.47925
DPH2	-0.676666666666667
SPACA4	0.74425
FBXL21	-3.895
DIAPH1	-0.840166666666667
ZNF71	0.614666666666667
CEP76	0.17
CORO1A	-2.712
RRM2	-2.93225
EDG4	0.40925
OS9	-0.3995
SLC4A1AP	-0.0615
COG5	-0.85825
COPS8	-0.00949999999999999
NGLY1	-0.977
NCBP2	-0.012125
C17orf42	1.1465
GPSM3	-0.5235
SIL1	0.00316666666666667
ASB6	-1.24625
SMAD5OS	-0.1285
UNC93A	-2.616375
A1BG	1.26583333333333
C21orf62	0.17025
FMO5	0.448
ATRIP	0.0876666666666667
CEBPG	0.653833333333333
C7orf38	0.775666666666667
TNFRSF1B	-1.2635
CLEC1A	-0.221166666666667
IQSEC1	0.353625
PATZ1	1.6166
RBM22	0.92775
BAG2	-3.121
PAQR5	-1.9915
C9orf127	1.0658
THNSL1	0.06325
SHROOM3	3.2087
JAM2	-0.32275
SNRPN	-1.19425
ALX4	-0.0855
CACNA1S	0.5955
FAM130A1	0.30825
CORIN	0.7515
CD300LB	1.325
PLEKHG6	-0.1685
LRRC40	-1.0145
PCLKC	-1.5405
PCDHB16	1.15166666666667
WNT2B	-0.840166666666667
ASNS	-0.391777777777778
MRPL49	-0.144875
FLJ46111	-0.74125
ISG20	1.193625
SMU1	0.557
CASZ1	1.032
POLR1D	0.393
GIN1	0.10725
SNAG1	0.5655
ANKRD29	0.8055
CDKN2AIP	0.173
KRR1	0.5995
CXCL1	-2.7965
EPM2A	-0.9113
PC	-0.514666666666667
DEFB127	-2.307
PDZRN4	0.4154
FAH	-0.134125
OR51E1	2.0025
CDC2L6	-0.7435
DNTTIP1	-0.7335
PAX8	0.352
TMEM116	0.81075
C1orf150	0.2465
PRO2012	-0.21
MRPL40	1.40866666666667
BEX1	2.4804
SLC2A4	-0.673333333333333
PKMYT1	-1.6925
FEZF2	-0.823333333333333
SLC26A9	-1.767
MAP2	0.279090909090909
LYL1	-1.83275
SLC25A19	0.480333333333333
NOS3	-0.576
ZNF34	1.60933333333333
TMPRSS11F	0.0325
FAM43A	-1.29475
FCRL4	-0.356333333333333
KLF14	0.35075
FLRT2	-1.77033333333333
WRN	-1.67925
SDF2	2.0957
KRT8P12	-0.26875
C6orf195	0.2785
C9orf125	-1.87366666666667
DZIP3	0.130625
RIT1	-0.110583333333333
SCML1	-0.167666666666667
RHBDF2	0.03425
OR2G3	0.443
REXO1L1	0.3
MAP3K7IP3	-0.808875
C3orf57	0.08
FBXW11	0.0266666666666667
ETAA1	-0.25125
C14orf131	0.284
AKT1S1	-0.9415
SLC12A5	-0.312625
C9orf164	1.3865
NRIP3	1.356625
NOS1AP	-1.78475
TMEM121	0.7345
SAP30BP	1.1204
DGCR6	2.1455
WDR76	-1.663
FAM82B	-0.167583333333333
LOC606495	-0.1385
MAP9	2.66858333333333
BCDIN3D	1.32175
CXorf36	3.63233333333333
DSCR3	-0.4179
ZFAND3	-0.130375
C7orf43	-0.280833333333333
SPSB3	-0.2841
C19orf19	0.06875
FAM133A	-4.080375
C12orf25	0.6905
SLC39A3	-0.77475
DISP2	-1.697
PI4KAP2	-1.47
MKRN3	-2.43933333333333
ADAMTS13	0.45175
CBLN3	0.4792
TTYH1	-1.54683333333333
C3orf18	2.56475
FLJ13236	-2.749
ZMYND12	3.913
C18orf25	0.77325
GLB1L3	-0.992
ATP13A5	2.3695
RANBP10	-0.37
CD96	-2.8925
DENND1C	-1.2605
RBMS3	-1.2994
SLC41A3	0.11
DGCR6L	1.90875
TMEM128	1.04133333333333
CSNK1G3	1.00735714285714
MOBKL2C	0.321125
TSPAN6	-0.414375
MATN2	1.0739
MSL2L1	-0.616
ST6GALNAC2	2.218
FGFBP2	-0.7325
FGL1	-6.44633333333333
MPP3	0.685166666666667
ARHGEF6	2.12216666666667
TGFBR2	-0.835
ACMSD	0.9745
IL33	-0.345
C9orf5	0.327416666666667
DEAF1	0.4497
AMN	0.073
DEFA6	0.08725
RNF212	-1.84125
METT5D1	0.946
CIB1	0.6083
TSSK1B	-0.73575
KIAA1727	2.46475
ZNF680	1.33918181818182
LOC399900	0.7965
LOC152217	0.61125
CTNNAL1	-3.4695
CIT	-1.15291666666667
TLE6	1.66525
ZNF607	0.248
HERC4	-0.800333333333333
DRAP1	-0.1644
PEMT	-0.44
C10orf111	-0.453
ZNF575	0.53
KCTD7	-0.6215
MYO1F	-0.3315
LOC285382	1.84575
RAB11A	1.1314
PLCD3	-1.06025
C15orf28	-0.4395
PTBP2	0.037625
CTB-1048E9.5	-1.07125
C19orf60	0.666333333333333
C7orf25	0.543833333333333
SETD7	1.31075
HOXB9	-3.8515
VANGL1	-0.8499375
CHAF1B	-1.393
NDUFA3	1.222
KIAA1328	-0.0298333333333332
SHARPIN	0.511125
TTC23	-0.932875
UGP2	0.1
ANKIB1	0.3613
CIRBP	1.39342857142857
SEC14L4	1.33066666666667
OVCH1	0.7388
VPS52	0.1195
FAT	-2.555375
M6PRBP1	-1.2805
GPRIN3	0.091
PPM1F	-1.22883333333333
TSR1	-1.53175
CCDC85A	3.91975
PCSK5	-0.73725
ZFHX3	1.4225
HEMK1	0.8757
PGBD2	-0.57375
RSRC2	0.401833333333333
AURKC	-0.9755
SCRIB	-0.05875
ORM2	-4.76666666666667
FAM115A	-1.0998
FZD6	2.78525
UNC119	0.765166666666667
GPX3	-1.7502
NOV	0.892875
CABC1	-0.245
CDC42SE2	-0.185375
EIF2S2	-0.5157
RNF130	0.279875
CKAP5	-0.638666666666667
RP11-413M3.2	0.751875
C10orf18	0.6526
TMEM93	-0.181
DYX1C1	2.36625
KCNMB2	-1.54228571428571
ANK3	2.96833333333333
KRT5	-3.1256
CDH12	-1.24028571428571
QRSL1	-0.91825
JUB	0.942
SHC4	-1.92675
CCL15	0.7265
CCDC22	0.70675
SNX24	0.641
RARS	0.26225
MORC2	0.533
FAM48A	-0.258
MT1H	-0.867
PPP1R14C	-3.64683333333333
FOXD1	-2.79085714285714
C1orf213	-0.4855
AMT	-0.9378
DSN1	-1.637
PTPLAD2	-0.6355
DIS3L	0.06425
RASL11A	-0.00175
GPRC5B	-1.305
FRMD7	-0.6455
STRN4	0.71575
KITLG	4.1815
HDGF	-1.63175
OR1S1	0.744
SETX	-0.3636
DDR2	-1.280375
KCTD12	-0.44775
LYZL2	1.05875
WDR52	-0.9515
TMEM2	-0.417875
ZNF579	-0.0316666666666667
LOC200810	-0.13625
TNFSF9	-2.558625
PPFIA4	-3.23275
CNIH3	-1.17083333333333
MAP4K4	-2.05292857142857
ROD1	1.41392857142857
ALS2CR12	-0.838
DOCK3	1.9215
PAQR9	-3.7895
ASB17	-0.663
STX16	-0.971625
FEZ2	-0.0573333333333333
DLAT	-1.00533333333333
KIF21B	-1.71683333333333
CDC5L	-0.573
TMEM119	-0.35
CRIP3	-1.68175
TPSD1	-0.518
TEPP	-0.30425
GNGT2	0.61675
C21orf121	0.27425
WNK1	0.671833333333333
FLJ10490	1.072
OR51B5	-1.429
LOC203547	-0.98425
HAS1	-1.8375
PPA1	-1.23266666666667
ST7	0.273875
C11orf46	1.0624
POPDC3	-0.574833333333333
ACOX2	0.4895
ATCAY	-0.585833333333333
TM4SF19	-1.08075
MFSD9	-0.99
PDHB	-0.25475
ERN1	-0.137
LCE3C	0.473
GPR111	0.13
NOTCH3	1.6545
ADAMTS5	0.2935
B3GALT1	-3.516
UGCGL1	-0.9145
FAM58A	0.474
FBXO32	0.61675
CLPP	0.52675
NXPH1	-1.7895
MTMR3	0.247666666666667
ATP1B3	-0.241125
TMEM16A	3.996
HIST1H3F	0.897833333333333
TRIM25	-0.402833333333333
SDCBP2	-0.2865
CRKL	-0.40875
HOXB2	2.88566666666667
ANP32B	-0.834625
GATM	2.6165
AP4E1	0.248
EDG5	0.063125
CDKN3	-1.279
CDH4	-3.02025
PGD	-1.3015
RND1	0.9835
GAD1	-2.8835
MPG	-0.781625
LOC440350	-0.972
ZNF133	0.39825
SERPINB12	0.4085
AMELY	-0.752333333333333
DHX36	-0.337
TNFAIP8L2	1.87533333333333
PHTF2	0.0363888888888889
CCDC112	-0.1335
IQCC	-0.477
HEYL	3.11566666666667
FTSJ2	-0.181333333333333
APPL1	0.27425
RAB43	-0.0215
OR10G2	0.956
WAC	0.2235
ADCY9	-0.5455
RUNDC2B	-0.778833333333333
PYCRL	0.6144
AGPAT7	-1.0935
SLC22A9	-1.2374
CDKAL1	-0.965
PDYN	-0.361166666666667
C20orf74	-0.697
MTMR11	1.331
VAV3	2.47458333333333
DAPL1	-1.6775
STXBP3	0.63575
EIF3G	0.03375
ARHGAP22	-2.626
NPFFR1	-0.4165
NPC1	-0.868666666666667
ALDH9A1	0.0421666666666667
ZNF600	0.441
ZNF678	0.550166666666667
RASSF1	0.244166666666667
ADD2	-3.083
PITPNB	-0.796375
PKD2L2	0.636428571428572
LRP11	-1.318
CDKL1	-1.1755
SMEK2	-0.069
PRODH2	-3.04533333333333
C11orf54	1.458
SFRS11	-0.417666666666667
IL7	-1.646
ALS2CR16	0.80975
BTG3	-1.41166666666667
PAK2	-0.0937777777777778
RP11-679B17.1	0.49075
GATA4	-1.254
ATP2B1	0.44225
LOC130940	3.4625
C1orf172	3.31066666666667
ATF7IP2	-0.051
SLC25A43	-0.658666666666667
CENTG3	-0.0863333333333333
IGF2BP1	-3.7831
FCHSD1	0.3815
CAMK2N2	-0.533
ELAVL3	-0.624
NBPF15	-1.47366666666667
UBE2J2	-0.320181818181818
GNL2	-0.30025
PRR3	-0.0035
NLF2	0.24525
OR4F6	0.613
KLHL24	0.319666666666667
CCDC88A	-2.4707
SGPP1	0.137833333333333
C10orf11	-1.71766666666667
SLC35B4	-1.76266666666667
UGT3A2	1.6435
ARNT2	1.6835
CBR1	-1.9155
ITPR3	-0.758666666666667
TRAPPC6B	-0.2153
AMZ1	2.789
ARP11	1.1805
WDSUB1	-0.24975
APBA1	0.0591666666666667
RAB2A	0.5245
C6orf162	0.231625
HPSE2	0.546
PLCE1	-2.1935
INSL3	0.26975
DLG1	0.2858
PTPLA	-2.003
PIGX	0.168875
TFIP11	-0.344
FIBIN	0.0965
POLR2G	0.56075
GRAP2	-2.5339
DNAJB8	-0.83175
CNBP	0.0608333333333334
WASF1	-1.74325
INPP5E	-0.9064
HSPB1	0.4973125
TMEM167	-0.1694
CUBN	-0.414
IGF1	0.22875
ITPK1	1.5538
NAALAD2	-1.523625
G3BP1	0.5739
NT5DC1	-0.0905
CYP39A1	-1.1475
TMEM139	1.73883333333333
POLK	-0.3093
GLULD1	-1.446
RBM15	-1.70883333333333
AMZ2	1.277
GDF15	-1.93283333333333
MESDC2	-0.798
INCA	-0.724666666666667
ACY1L2	-1.094
GZMM	-1.64
PAIP1	0.691
CACNA2D1	-0.43725
STK32C	-1.23733333333333
SH3BP4	1.16483333333333
DEC1	-0.1685
PADI1	-0.174
UBB	-0.0493
PON3	-3.81633333333333
PROP1	1.2625
ANKRD13B	0.123
ADCK1	-0.99525
TCF25	-0.61275
SLC38A5	-3.81275
CXorf26	0.5715
C19orf39	0.4875
PPP1R13B	0.48375
ARL2	0.0145
TCL6	0.316363636363636
TOP3A	-1.4915
SLC16A14	1.83925
FXYD6	-0.2885
HIST1H4E	0.15
BBC3	-0.166
UNC5A	-0.286333333333333
FAM86C	-0.7233
PI4KB	-0.6
B3GAT1	-4.0065
SUSD2	-0.0176666666666666
OAZ2	-0.258666666666667
NOC4L	-0.15825
C10orf12	-0.32975
FADS1	-3.03483333333333
LOC144097	-0.94775
DKK2	-0.0355
KIAA1949	-0.46
RHOT1	1.0439
OXT	-0.00566666666666665
GPR153	-0.2755
ARL4A	-2.34066666666667
SAAL1	-0.34075
CCDC64	-0.196
USE1	-0.202
HNMT	0.374833333333333
PCGF3	0.6496875
CYP2C19	0.3055
C20orf4	0.1595
CCDC11	2.14325
