Hybridization REF	TCGA-B6-A0RS-01A-11R-A084-07
GTF2E1	0.7175
RY1	-0.494
ATAD2B	0.154
ARHGAP17	0.2255
KCNIP3	-0.7645
SFPQ	-0.0525
GFRA4	0.0133333333333333
AKR1B10	-4.065625
TIGD6	0.201833333333333
RGS16	2.77625
URB1	-0.0925
OR4C46	0.000833333333333325
TOP3B	-0.693
NFATC4	-0.0885
CA14	-4.57525
BMPR1A	1.2115
SNRP70	-0.422375
PRL	0.0544166666666667
C6orf130	-0.62625
STAG2	-0.23925
CD55	0.137785714285714
RPS23	0.213666666666667
SSX2	-1.21566666666667
FDPSL2A	-0.026
FBXO27	1.245625
SYNGR3	-2.0635
TMSL3	1.4905
EML1	-0.166
NUP93	-0.253666666666667
SMAD3	-2.2711
KIAA1189	1.03866666666667
HNRPUL2	1.41933333333333
TBC1D12	1.12683333333333
C16orf24	0.566
MRVI1	1.1855
ZNF581	-0.3115
ELOVL3	-0.568
OR51Q1	0.60725
CACNB3	0.960666666666667
GALNT13	-1.173625
C10orf84	0.3164375
NEDD4	-0.9637
SPO11	0.195
OR5AU1	0.154
NEK4	-0.369928571428571
PRKAR2A	-0.0636666666666667
IHPK1	-0.879333333333333
ATP6V0B	0.19525
CACNA1E	0.471
CEACAM8	1.067
PEX14	-0.025
FLJ12993	-2.4135
ZBTB38	0.592166666666667
PCTK2	0.257666666666667
LRRC16	1.2759
FBLIM1	0.932916666666667
FYCO1	0.65225
RP5-1022P6.2	-0.355666666666667
CMTM1	-0.413166666666667
PLTP	0.104166666666667
RAPH1	0.794375
DOCK8	1.231875
EZH2	-2.29473333333333
SLC25A1	0.510833333333333
PLEKHB1	0.0725
GRB7	0.8954
ZFP37	-0.73075
MRPL33	-0.595
PELO	-1.20475
ARMC1	0.539727272727273
C9orf27	0.03625
FLJ25778	-0.1045
C9orf37	-1.52883333333333
TMEM66	0.8835
SPRN	-0.445125
HBEGF	1.82575
PI4KA	-1.038
LEPRE1	-0.63125
POU2AF1	-1.418625
MRPL12	-0.1335
REP15	-0.252
ZC3H3	0.835
RASAL1	0.6265
DDAH1	0.54325
ACBD5	0.689125
TMC2	-0.038
CCDC137	-0.8285
SAMD13	1.18033333333333
UGT2B15	-4.084
TIPARP	0.65475
DNASE1L3	0.2155
TRIM72	0.5065
DBX2	0.27175
IPO8	0.8765
C21orf88	-0.8025
MAP3K14	0.18025
LOC51233	0.648833333333333
GGTLA4	0.3135
PDE6D	-0.58225
ZNF117	0.79975
CLK2	-0.15525
NKRF	-1.04425
TNFSF15	2.3822
DUSP2	1.0345
SECISBP2	-0.4612
GABRR2	-0.38
PPAP2C	1.438
LOC51145	-0.4655
PAG1	-0.036625
PIK3C3	-0.622
GNG10	-0.1575
APOL4	0.762333333333333
ANKRD28	-1.051875
STMN3	-2.5448
RAB14	1.2224
CDK2AP2	0.1135
HDDC3	-0.1795
COMMD7	0.394375
CXXC1	-0.94725
HMCN1	-0.885666666666667
CD40	0.19425
DYNC1LI2	-0.2939375
GDI1	-0.3705
LOC646938	-0.21525
VSNL1	2.13366666666667
PIH1D1	0.302333333333333
RAET1G	-0.623
KRTAP5-9	0.1605
EFTUD2	-0.768
ZNF311	-1.829
ATP6V1G3	0.25475
OR2W3	-0.7995
SCN4A	-0.0645
MED10	-1.5695
FAM135A	-1.5076
ARHGAP4	-1.45825
EHMT2	-0.91875
UFD1L	-0.3195
ERMP1	2.03175
MAG1	-2.03133333333333
THAP8	1.028
HACE1	-1.26616666666667
FAM82C	1.18883333333333
C3orf20	-0.86
UNC84A	-0.583333333333333
SCD5	-0.956642857142857
LASS6	1.518375
LSG1	0.892083333333333
MAL	-4.8575
GPR22	-0.136
WDR5B	0.99975
ACTRT1	0.0825
C17orf60	0.698333333333333
GRIN2C	-0.4075
ARMC8	-0.00408333333333331
SLC47A1	-0.842166666666667
DMPK	0.41825
DHRS13	-1.19316666666667
SMC1A	-0.812833333333333
KRTAP17-1	3.27525
SMYD5	-0.084
TUSC2	-0.494
CRHR2	0.6555
KIR3DL2	0.4575
CCDC104	-0.6675
ATP2C1	0.613
CROT	0.0685
PABPC3	0.0508333333333333
EGR1	2.33266666666667
THSD1	0.23625
KHK	-1.37725
SLC12A2	0.2248125
CD58	-0.4185
STOX2	-1.745
CCDC76	-0.5001
CCDC48	0.987
DNAH1	-0.131333333333333
ZIC4	-0.278125
OR1G1	0.7
PSMC6	0.061
PROKR1	-0.0805
ABCB1	-0.822875
TRAT1	0.53925
LLGL1	-0.021
MTF1	-0.08875
USP54	1.88625
PAGE2B	-2.0695
ITGB7	-3.7425
CCDC81	0.308
LOC149837	0.509
SCUBE1	-0.0595
ZSCAN10	0.319
HUWE1	0.262428571428571
CDH17	0.056
CD180	1.45175
IL17A	-0.073
TMPO	-0.51225
KIAA1524	-1.0915
HDGFRP3	-2.63333333333333
OXCT1	-0.467272727272727
RRAS2	0.355333333333333
LTBP2	2.527375
SV2B	0.950666666666667
CYP2A6	0.315375
PKD1L2	-1.296
PPM1M	0.311
FLJ22662	2.15133333333333
ZNF502	1.274
GP6	-0.84925
CRYBA2	-0.8175
LEF1	-2.3139
CTPS	-1.69871428571429
EYA1	-3.69183333333333
EPS8L1	1.653
MAPK14	-0.27125
SERPINB2	-4.36575
GTF2F2	-0.0821666666666667
ZNHIT4	0.0755
PLA1A	0.477125
C20orf114	0.8365
HPR	-4.538
C18orf2	-2.82683333333333
SATB2	-2.56125
KCNJ9	0.586571428571429
MGC157906	0.809
MOCS3	0.30825
C17orf71	-0.007
PPHLN1	0.3727
HIST1H2BN	-1.574625
RAPGEF1	-0.40025
MAP3K8	2.7635
DLG4	0.285166666666667
STC1	0.140666666666667
CDGAP	1.17725
DDX26B	-1.314
LOC150223	-1.28075
CPSF3	-0.338666666666667
TMEM14A	-0.29575
MYH3	-1.996
GPKOW	-0.07825
SULT1A1	-0.329166666666667
SPON1	2.8443
YY1AP1	0.326166666666667
RAB23	0.94075
PLA2G4A	-2.54975
MAPRE3	-0.8265
ZNF516	-1.50571428571429
GGPS1	1.216
EXOC3L2	-0.375875
C19orf42	0.2001
MAP2K2	-0.464666666666667
HIST1H2BB	-0.75025
RNF19B	1.2475
C6orf128	0.667833333333333
TLR8	3.71975
PCDHA9	0.9045
CARS2	0.94725
CLUL1	2.11533333333333
RHAG	-4.04
UNK	-0.011
EXOC8	0.6128
C9orf95	0.0575
C14orf143	-0.0885
MAML3	-0.3035
LDHA	-1.422
MRPL20	-0.45125
KLHDC6	0.100833333333333
ATP5S	0.018
C8orf55	1.793
PHF19	-1.54275
KRTAP13-4	0.705
TTC5	0.59925
XKR5	0.042
SILV	-4.83566666666667
TEX28	-0.782
TCTN1	0.60425
CX40.1	0.2135
PPP2R5C	0.268375
C12orf30	-0.592166666666667
CAPG	1.32375
MPZL1	1.96265
ARSB	-0.623333333333333
TDH	-1.97125
WASF4	0.47425
TSSK3	-0.79
7A5	1.189
CRISPLD1	-0.89525
MAD1L1	-0.8915
SPIN4	-0.924833333333333
AMPD1	0.92825
DPYSL5	-1.165
INPP1	0.130333333333333
ANKRD11	-0.909944444444445
NPAS4	0.06
GCET2	0.3067
RNASE9	-0.055
GUCY2D	0.134833333333333
CCDC98	-0.6245
FGF4	-0.74575
CPM	0.235166666666667
SLC26A4	-1.46966666666667
PLD5	0.1335
FAM59A	0.9125
FBXO5	-2.32622222222222
SIPA1L1	-0.1985
DPYS	0.14775
ATG4D	-0.7655
TGM3	0.1855
MTCH1	-0.219
HK1	-0.130785714285714
CDC26	-0.624125
GALNT12	-2.889
LOC339229	-0.1355
MRPL35	-0.031875
ORC4L	0.339875
TNKS	-0.380214285714286
C2orf24	0.318666666666667
ZNF553	0.120166666666667
GGTLA1	2.5893
ZNF497	-0.3455
CDY1B	0.23975
SLC30A4	0.46575
TUB	-1.569375
ARHGEF18	-0.20775
ARRB1	1.56025
KCNK1	1.7145
EREG	-1.7587
SCAMP5	-1.16825
RUNDC3B	1.2175
ADAMTS20	0.31275
IL17RB	-2.358625
FLJ20323	-0.63625
MCAM	0.400625
POLR3E	-0.79225
AQR	0.604333333333333
IPMK	-0.334
CDCA7	-1.06475
CAMP	2.012
GRHL3	1.57475
ADAMTSL2	0.634
CLMN	2.16016666666667
SSTR3	0.4795
MAGEA5	-2.0955
OVOL2	2.3385
JMJD1B	-0.0975
RBL2	0.8376
PYGO2	0.78875
PPP1R10	0.824
CSE1L	-0.7535
LCA5	-0.642
RDH16	0.27875
ASRGL1	1.328375
TOM1	0.534
PTX3	-6.22775
TTC15	0.6075
SCGB3A1	3.459
MRPL50	-0.94375
RCAN3	0.94325
SLC26A11	0.662
STYX	1.076
CINP	-0.1385
MARCH7	0.5015
PFKM	-0.560333333333333
SGMS1	1.13716666666667
RIOK3	0.6152
C1orf110	0.754
CES7	-0.66575
LOC440248	-2.06175
PPP1R12C	-0.64725
C10orf27	0.7285
ATG9A	-1.02625
MRPS26	0.177625
TMEM40	0.89675
ELP3	-0.885
ZNF787	0.2681
HIAT1	0.3695
C8orf34	1.21733333333333
MGC4655	0.3457
PELI1	-0.0758333333333333
PPT1	0.8252
SLC35C2	-0.315833333333333
C6orf125	-0.2275
MUC4	-1.6985
RFC4	-0.891571428571429
GNB2	0.0513333333333333
NUP50	0.688357142857143
SULT4A1	-1.71683333333333
C7	1.955125
CCDC130	-0.761333333333333
ARRDC4	-0.88225
RQCD1	0.1055
GLYCTK	-1.7355
AYTL2	-0.232909090909091
MTUS1	1.784
LEMD3	0.326333333333333
PLEKHF2	1.6565
HOXA7	-1.235875
GTF3C2	-1.568
DYNLRB2	0.4335
CNOT10	-0.422
MR1	0.779166666666667
FFAR1	0.04125
PRIC285	-0.27225
SLITRK6	6.30775
LIX1	-2.3236
UBE1L2	0.2565
F8	0.017625
ACHE	-0.2965
KPNA5	0.11575
TNFRSF12A	-0.0963333333333333
EGR3	1.305
SERPIND1	-3.625
OASL	2.1945
IFRD1	-0.562875
WDFY1	0.101
ZNF267	0.541125
ACCN5	0.346
ZBTB6	1.69275
PPP1R3A	-0.2215
PRRT3	0.17875
FBXL19	-0.1515
TXNIP	-0.6265
ACTN2	-1.8445
ATG9B	-0.86025
C9orf117	0.4495
IL27	-1.0335
RPL36AL	0.105
KLK15	-0.21475
CHAD	0.6875
RAP2B	-0.00859999999999999
HEBP2	2.285
ZNF342	1.1225
CAMK2G	0.8975
TLR3	0.71
FGF14	0.00125
HMGB2	-1.252875
TRPM5	0.1815
OR5M11	-0.325
KIF3B	0.465368421052632
PRICKLE2	0.40075
MTMR9	-0.429
C3orf27	0.00999999999999998
GLRA3	-2.03966666666667
NSDHL	-0.366
TMEM32	-0.44375
POLR2D	-0.18
MYADML	0.0115
C9orf114	-0.2105
MRGPRX1	0.183
TOPORS	0.7415
CLDN19	-1.3095
C1QL4	0.799
RNF165	-2.3465
DHRS9	0.79325
DNAH2	-1.81183333333333
FXR1	0.273333333333333
ZMYM3	-0.373875
CASP3	0.166166666666667
FAM120C	-0.9485
SCLY	-1.40925
CA7	-0.2585
ENTPD5	0.6915
ZNF461	1.1395
PDIA5	0.23825
C1orf19	-0.143333333333333
TMEM67	0.29625
KCTD20	-0.2305
WDR47	0.5365
FLJ38723	1.358
KLRF1	1.92916666666667
TAS2R16	0.2665
CLDN12	0.233
PRKCE	0.22275
UBXD4	0.2025
ITGAM	2.66483333333333
GLT8D3	0.36325
WDR31	0.7803
RGS2	1.75075
OR51L1	0.242
MST1R	1.00425
KIAA1737	0.8855
OR4A5	0.3985
GLIS1	-1.795
PTMA	-0.0595
NAPA	2.05625
PRDM11	0.1235
LIPF	-0.0375
DIRAS3	-0.103
ASGR2	-4.39575
C1QTNF4	-0.09225
PIK3R4	0.491
ARMC3	0.92925
NDUFV3	-0.447166666666667
BTBD3	-0.3005
PPP1R2	0.342583333333333
UBE2NL	0.703
FOSL2	1.025
FAM119A	-0.440666666666667
TUBA4A	-0.5797
KRTAP12-1	0.056
SFRS2	-0.4485
RHPN1	-0.8602
EEF2	-0.6315
ZDHHC11	-1.28483333333333
EPHA3	-1.3963
RBM12	-2.60175
H2AFJ	1.02525
EDIL3	2.2825
KIF26A	-1.3115
SERGEF	-0.4545
B3GALT4	1.6845
LOC90925	1.69183333333333
OSCAR	0.7385
NPFF	-0.939125
DEDD	1.1315
TMEM155	-0.851625
PTPN1	-0.12725
SCYL2	0.930333333333333
SKAP1	0.84075
LEAP2	-3.9305
GADD45G	0.6833
IFITM3	-0.167625
PILRB	-1.4215
SLU7	-0.46175
DSC3	-0.125
DNMT3L	-1.4675
PAPD5	-0.03825
B3GNT3	-0.188333333333333
LHCGR	0.2585
MSL-1	0.7585
UBE2S	-1.62825
SAP130	-0.38525
ANAPC11	0.47025
MAGED4B	-2.944
ATP6V1B2	0.7675
C14orf179	1.291875
CAPZA1	-0.042875
CDYL2	0.322
GLRX3	-0.00766666666666667
LOC136288	0.0835
MOBKL1A	0.4035
HTR2B	2.52225
CRYGD	0.1865
NUS1	0.350333333333333
PGRMC1	1.24
MYOM2	-0.748
FLJ39653	-1.45133333333333
CHM	0.2754
OR5M8	0.3065
ZNF619	0.528
FAM105A	0.604
CCNL1	-0.30925
NAP1L3	-1.49325
C10orf57	2.39916666666667
B3GALNT1	1.79166666666667
CSN1S2A	0.816
TCP10L	-0.64925
GDAP2	0.825
DMKN	1.97066666666667
COX6B1	0.885
DNASE2	0.596666666666667
MSH5	-2.13475
LGMN	0.67325
USP31	-0.0993
OR13C8	0.4985
SDCBP	0.2566
NUDT11	-3.042
PYGL	-0.146833333333333
SNPH	-1.73366666666667
B3GNT4	-1.4415
MIZF	0.1161
NUBPL	0.795
NOD1	0.8915
CDH22	-0.18275
NUBP1	-0.0408333333333333
DSCAM	-4.28175
DGKI	0.9165
FAM136A	-0.952
AKAP1	0.699333333333333
SLC16A6	0.66175
RIN3	0.9965
PSG2	0.7335
DIP2B	1.03366666666667
PSORS1C1	-0.0724
KIAA0495	-0.3495
FLJ90709	-0.5055
LPA	-0.450833333333333
PIGA	-0.549166666666667
LY75	2.48716666666667
UTS2	-6.25483333333333
RREB1	0.319
GALNACT-2	1.0751
MGC3196	-0.18475
FLJ31568	0.5025
LPHN1	-0.72625
SP1	1.073375
TOX4	0.165833333333333
HSPA9	-0.4975
APOBEC1	-0.3055
SLC35E4	-1.14525
LSM5	-0.666
SURF1	0.588
ZBTB1	0.188333333333333
GTF2F1	-0.357375
RPS15A	-0.177
DUSP21	-0.323166666666667
GINS4	-0.932166666666667
MYO15A	-0.495166666666667
GIMAP7	3.36275
MGC13379	1.265
ATP6V1E2	-0.549
UTP3	0.1245
HNRPA3	-0.8055625
MT4	0.5195
C14orf155	0.245
U1SNRNPBP	0.23075
CKLF	-0.7125
PLEKHN1	-0.668833333333333
MBNL1	0.0646666666666667
NUP160	-0.6255
ACSM2A	-1.311
LOC129881	-0.77325
KIAA1529	-2.25425
FLJ22639	-2.05825
HAND1	-1.405
GSX1	0.521
FGA	-4.30433333333333
SERPINB1	-0.28325
ZNF642	1.017
IGFBP1	-8.588875
SLC1A1	-0.796
DHX57	0.22725
ZNF766	1.249
PTPN21	1.1246
GDPD3	-1.84783333333333
PNPLA5	0.2075
TBR1	0.183833333333333
FAM116A	-0.6565
IQGAP1	1.12725
FOS	3.417875
ZNF226	0.409375
FIGNL1	-0.1985
C14orf1	0.7155
ZMYND17	-0.27
PUS7	0.0613333333333333
TUBB6	-0.937125
KCNQ2	-1.441
MARCH6	-0.0364166666666667
CCDC33	0.00900000000000001
PRODH	-0.38175
RBM11	-2.045
EPHA6	-0.119125
SLC43A1	-1.56225
LOC196541	-0.182875
NTN1	0.710333333333333
ING4	0.398
PCDHB10	0.25775
DPH2	-0.9305
SPACA4	-0.17575
FBXL21	-2.8515
DIAPH1	-0.619
ZNF71	1.32616666666667
CEP76	-0.568
CORO1A	-0.62025
RRM2	-0.611625
EDG4	0.8525
OS9	0.543666666666667
SLC4A1AP	0.034
COG5	0.58275
COPS8	-0.5995
NGLY1	-0.301
NCBP2	0.182125
C17orf42	0.002
GPSM3	0.199125
SIL1	0.2685
ASB6	0.89475
SMAD5OS	-0.210166666666667
UNC93A	-3.098875
A1BG	-0.2745
C21orf62	-0.3375
FMO5	-1.79458333333333
ATRIP	-0.8395
CEBPG	0.133166666666667
C7orf38	0.162
TNFRSF1B	0.775
CLEC1A	1.18383333333333
IQSEC1	0.647875
PATZ1	0.7773
RBM22	0.84475
BAG2	-1.16883333333333
PAQR5	-0.6585
C9orf127	-0.2496
THNSL1	-2.683
SHROOM3	0.9006
JAM2	0.55625
SNRPN	-2.59825
ALX4	0.4705
CACNA1S	-0.201
FAM130A1	0.731
CORIN	2.554
CD300LB	0.697
PLEKHG6	1.6065
LRRC40	-0.10925
PCLKC	-1.81925
PCDHB16	1.014
WNT2B	-0.321666666666667
ASNS	-2.15077777777778
MRPL49	0.29675
FLJ46111	0.1995
ISG20	0.682125
SMU1	0.1845
CASZ1	0.189
POLR1D	-0.122916666666667
GIN1	-0.688
SNAG1	1.11116666666667
ANKRD29	-1.63575
CDKN2AIP	-0.687
KRR1	-0.34425
CXCL1	1.38366666666667
EPM2A	0.4934
PC	-0.938333333333333
DEFB127	2.179
PDZRN4	0.0701666666666667
FAH	0.31725
OR51E1	2.8245
CDC2L6	0.338333333333333
DNTTIP1	-0.417
PAX8	-0.6495
TMEM116	0.51625
C1orf150	0.148
PRO2012	0.354
MRPL40	-0.1905
BEX1	-3.8191
SLC2A4	-0.925333333333333
PKMYT1	-0.3735
FEZF2	-0.376833333333333
SLC26A9	4.87225
MAP2	3.24325
LYL1	-1.67025
SLC25A19	-0.5535
NOS3	-0.001
ZNF34	-0.00933333333333333
TMPRSS11F	-1.01025
FAM43A	-0.21675
FCRL4	0.0198333333333334
KLF14	-0.0205
FLRT2	-0.916
WRN	-1.1925
SDF2	0.2917
KRT8P12	0.43825
C6orf195	0.0215
C9orf125	-1.94466666666667
DZIP3	-0.286625
RIT1	0.867
SCML1	-1.0375
RHBDF2	0.722375
OR2G3	-0.3055
REXO1L1	0.043
MAP3K7IP3	0.248125
C3orf57	1.89575
FBXW11	-1.1085
ETAA1	-0.62725
C14orf131	-0.6269
AKT1S1	0.9955
SLC12A5	-1.169375
C9orf164	-0.15
NRIP3	-0.56825
NOS1AP	-0.628
TMEM121	-0.9675
SAP30BP	0.309
DGCR6	0.5155
WDR76	-1.4235
FAM82B	0.152333333333333
LOC606495	0.229
MAP9	0.944833333333333
BCDIN3D	0.25075
CXorf36	2.92866666666667
DSCR3	-0.2617
ZFAND3	0.50425
C7orf43	0.153666666666667
SPSB3	0.4548
C19orf19	0.03225
FAM133A	-2.649625
C12orf25	0.5315
SLC39A3	-0.59675
DISP2	-2.64125
PI4KAP2	-2.0365
MKRN3	-0.923166666666667
ADAMTS13	-0.292375
CBLN3	0.1747
TTYH1	-1.63816666666667
C3orf18	-0.18525
FLJ13236	0.08825
ZMYND12	3.1145
C18orf25	0.07525
GLB1L3	-1.2635
ATP13A5	5.115
RANBP10	-0.854
CD96	-0.3499
DENND1C	0.17275
RBMS3	-0.1014
SLC41A3	0.127666666666667
DGCR6L	0.46025
TMEM128	-0.144833333333333
CSNK1G3	-0.557285714285714
MOBKL2C	0.49
TSPAN6	-0.091875
MATN2	1.9886
MSL2L1	-0.069
ST6GALNAC2	1.075
FGFBP2	0.38075
FGL1	-5.861
MPP3	1.32333333333333
ARHGEF6	1.34633333333333
TGFBR2	0.302875
ACMSD	-0.746
IL33	3.59125
C9orf5	-0.243583333333333
DEAF1	-0.7221
AMN	0.0925
DEFA6	0.06325
RNF212	-1.71475
METT5D1	0.384833333333333
CIB1	0.4561
TSSK1B	-0.46075
KIAA1727	-0.50675
ZNF680	0.713333333333333
LOC399900	-1.0975
LOC152217	0.128666666666667
CTNNAL1	-3.093
CIT	-2.39791666666667
TLE6	1.20725
ZNF607	-0.1805
HERC4	-0.0818333333333334
DRAP1	-0.4107
PEMT	-0.79725
C10orf111	-0.401
ZNF575	0.33
KCTD7	-0.07
MYO1F	0.70225
LOC285382	1.48575
RAB11A	0.5763
PLCD3	-0.5215
C15orf28	-0.41275
PTBP2	-0.938625
CTB-1048E9.5	-0.043
C19orf60	-0.337666666666667
C7orf25	0.538166666666667
SETD7	1.524375
HOXB9	-4.883
VANGL1	0.1486875
CHAF1B	-1.2235
NDUFA3	0.2665
KIAA1328	-0.126666666666667
SHARPIN	0.64575
TTC23	-0.303375
UGP2	0.0405
ANKIB1	1.0281
CIRBP	1.16157142857143
SEC14L4	0.877333333333333
OVCH1	-0.171333333333333
VPS52	0.152
FAT	-1.45
M6PRBP1	0.09225
GPRIN3	1.0545
PPM1F	-0.259833333333333
TSR1	-0.486
CCDC85A	0.60575
PCSK5	1.45725
ZFHX3	-1.2585
HEMK1	-1.0653
PGBD2	1.2995
RSRC2	-0.180333333333333
AURKC	-1.24183333333333
SCRIB	0.1875
ORM2	-0.9965
FAM115A	0.8819
FZD6	0.337
UNC119	-0.762333333333333
GPX3	-0.2777
NOV	0.87725
CABC1	-0.29225
CDC42SE2	-0.1365
EIF2S2	-0.7685
RNF130	1.401375
CKAP5	-0.114
RP11-413M3.2	0.234375
C10orf18	1.1067
TMEM93	-0.74125
DYX1C1	1.10825
KCNMB2	-1.931875
ANK3	2.77758333333333
KRT5	-2.1167
CDH12	-1.15125
QRSL1	0.520375
JUB	-0.784
SHC4	-2.579
CCL15	1.62966666666667
CCDC22	-0.2885
SNX24	-0.42925
RARS	-1.25275
MORC2	0.90625
FAM48A	0.41
MT1H	-1.5235
PPP1R14C	-3.3035
FOXD1	-2.88757142857143
C1orf213	-3.62525
AMT	-2.6817
DSN1	-0.1105
PTPLAD2	1.76075
DIS3L	-0.6165
RASL11A	2.72825
GPRC5B	0.208625
FRMD7	-0.771
STRN4	0.67
KITLG	4.70009090909091
HDGF	0.37075
OR1S1	0.1475
SETX	0.566
DDR2	-0.103125
KCTD12	1.323
LYZL2	0.74075
WDR52	-0.164
TMEM2	0.51
ZNF579	0.105
LOC200810	-0.45925
TNFSF9	-1.638
PPFIA4	-3.81125
CNIH3	-0.288166666666667
MAP4K4	-0.284642857142857
ROD1	0.2385
ALS2CR12	0.390333333333333
DOCK3	-1.60816666666667
PAQR9	-4.56725
ASB17	-0.6514
STX16	-0.94625
FEZ2	-0.526666666666667
DLAT	0.0825
KIF21B	-0.302833333333333
CDC5L	-0.06375
TMEM119	1.96383333333333
CRIP3	-1.62775
TPSD1	0.832333333333333
TEPP	-0.06425
GNGT2	1.47725
C21orf121	0.21575
WNK1	0.130333333333333
FLJ10490	0.7654
OR51B5	-2.855
LOC203547	-0.465625
HAS1	3.3095
PPA1	1.0375
ST7	0.313625
C11orf46	0.558
POPDC3	-3.94416666666667
ACOX2	-0.914333333333333
ATCAY	-0.450666666666667
TM4SF19	-1.05825
MFSD9	-0.342833333333333
PDHB	-0.5185
ERN1	0.23575
LCE3C	0.2725
GPR111	0.526
NOTCH3	1.22233333333333
ADAMTS5	2.80675
B3GALT1	-1.1135
UGCGL1	0.431666666666667
FAM58A	0.0888333333333333
FBXO32	2.10425
CLPP	-0.364
NXPH1	0.96875
MTMR3	0.833666666666667
ATP1B3	-0.569375
TMEM16A	3.259875
HIST1H3F	-0.175
TRIM25	0.221166666666667
SDCBP2	2.264
CRKL	-0.556125
HOXB2	2.42316666666667
ANP32B	-0.50175
GATM	4.8405
AP4E1	0.51225
EDG5	0.27525
CDKN3	-1.29066666666667
CDH4	-2.75575
PGD	-0.380666666666667
RND1	1.191
GAD1	-3.7261
MPG	-0.62175
LOC440350	-0.5715
ZNF133	-1.59625
SERPINB12	-0.481
AMELY	0.0523333333333333
DHX36	0.263
TNFAIP8L2	3.22433333333333
PHTF2	0.251111111111111
CCDC112	-0.582333333333333
IQCC	-1.46175
HEYL	2.5585
FTSJ2	-0.533833333333333
APPL1	0.143
RAB43	0.508714285714286
OR10G2	-0.514
WAC	0.356833333333333
ADCY9	-0.29175
RUNDC2B	0.275
PYCRL	0.4505
AGPAT7	-0.888
SLC22A9	-1.3685
CDKAL1	0.2165
PDYN	-0.818
C20orf74	0.592
MTMR11	-0.823
VAV3	1.812
DAPL1	6.46925
STXBP3	-0.112
EIF3G	-0.81675
ARHGAP22	-0.85525
NPFFR1	0.0985
NPC1	0.495
ALDH9A1	1.39516666666667
ZNF600	0.868
ZNF678	0.988833333333333
RASSF1	-0.5955
ADD2	-2.935375
PITPNB	0.294375
PKD2L2	-0.328875
LRP11	-1.24975
CDKL1	0.93275
SMEK2	0.19775
PRODH2	-3.64966666666667
C11orf54	0.0848333333333333
SFRS11	-0.685166666666667
IL7	0.259333333333333
ALS2CR16	1.6645
BTG3	0.467333333333333
PAK2	0.796111111111111
RP11-679B17.1	-2.35325
GATA4	-2.00683333333333
ATP2B1	0.55225
LOC130940	0.1875
C1orf172	2.1375
ATF7IP2	-0.61025
SLC25A43	0.857666666666667
CENTG3	-0.807666666666667
IGF2BP1	-3.6723
FCHSD1	0.0945
CAMK2N2	0.439666666666667
ELAVL3	0.0657
NBPF15	-1.069
UBE2J2	0.0764166666666667
GNL2	-1.13975
PRR3	-0.0093
NLF2	0.37475
OR4F6	0.403
KLHL24	1.95833333333333
CCDC88A	-1.9616
SGPP1	-0.727
C10orf11	1.52316666666667
SLC35B4	-0.494
UGT3A2	1.1945
ARNT2	-0.6391
CBR1	0.227125
ITPR3	-1.50933333333333
TRAPPC6B	-0.0902
AMZ1	-1.159
ARP11	1.07525
WDSUB1	1.18
APBA1	0.0736666666666667
RAB2A	1.034
C6orf162	0.055875
HPSE2	1.16175
PLCE1	1.49475
INSL3	0.42375
DLG1	0.6456
PTPLA	-4.098
PIGX	0.618375
TFIP11	0.356833333333333
FIBIN	2.551
POLR2G	-0.4235
GRAP2	-1.4738
DNAJB8	0.1185
CNBP	0.0456666666666667
WASF1	-2.6695
INPP5E	-0.4205
HSPB1	-1.1330625
TMEM167	-0.5139
CUBN	-0.22425
IGF1	2.3129375
ITPK1	-0.3199
NAALAD2	-1.181
G3BP1	-0.3946
NT5DC1	-0.2145
CYP39A1	-1.229
TMEM139	1.6935
POLK	-0.0629
GLULD1	-1.99825
RBM15	-0.532666666666667
AMZ2	0.0135
GDF15	-2.022
MESDC2	-0.59875
INCA	0.805833333333333
ACY1L2	-3.275
GZMM	-0.745166666666667
PAIP1	0.246
CACNA2D1	-0.963
STK32C	0.00349999999999999
SH3BP4	0.816833333333333
DEC1	-0.15
PADI1	0.1235
UBB	-0.3126
PON3	0.376333333333333
PROP1	0.2885
ANKRD13B	-1.5645
ADCK1	0.10825
TCF25	-0.340916666666667
SLC38A5	-3.288
CXorf26	0.158333333333333
C19orf39	0.16075
PPP1R13B	-0.24675
ARL2	-0.947
TCL6	-0.3175
TOP3A	-1.178
SLC16A14	1.309625
FXYD6	0.930166666666667
HIST1H4E	-0.48475
BBC3	0.416210526315789
UNC5A	0.510166666666667
FAM86C	-0.5387
PI4KB	0.797375
B3GAT1	-3.35425
SUSD2	3.67316666666667
OAZ2	-0.4905
NOC4L	-0.30725
C10orf12	0.44575
FADS1	-2.9295
LOC144097	-0.35675
DKK2	1.68333333333333
KIAA1949	0.13625
RHOT1	0.3323
OXT	0.720666666666667
GPR153	0.18725
ARL4A	-0.249333333333333
SAAL1	-0.4135
CCDC64	-0.381
USE1	-0.527333333333333
HNMT	0.759666666666667
PCGF3	-0.2339375
CYP2C19	0.14975
C20orf4	0.555
CCDC11	0.2405
ACSBG2	-0.851
RWDD2A	0.61075
PALLD	1.930625
CPLX4	0.2285
LOC492311	-0.664
KPNA2	-0.693
MACROD1	-0.1357
TMCO3	1.31566666666667
C15orf52	0.685166666666667
BIRC5	-0.877333333333333
PRR16	0.468833333333333
