Hybridization REF	TCGA-A1-A0SO-01A-22R-A084-07
SMARCD1	-0.189
ZFP106	0.206
ZNF347	1.8183
GTF2E1	0.1815
RY1	-0.02
ATAD2B	1.303
ARHGAP17	0.6264
KCNIP3	-1.84875
SFPQ	0.1515
GFRA4	0.380166666666667
AKR1B10	-4.771
TIGD6	0.293666666666667
RGS16	1.006125
URB1	-0.2145
OR4C46	0.368166666666667
TOP3B	-0.66575
NFATC4	-0.458
CA14	-4.86275
BMPR1A	0.298833333333333
SNRP70	-0.689125
PRL	0.175916666666667
C6orf130	-0.71775
STAG2	-0.8835
CD55	-1.67528571428571
RPS23	-1.606
SSX2	-1.69266666666667
FDPSL2A	0.144
FBXO27	1.33
SYNGR3	0.882666666666667
TMSL3	0.72475
EML1	-0.3675
NUP93	-0.324333333333333
SMAD3	-2.4897
KIAA1189	0.509833333333333
HNRPUL2	0.507833333333333
TBC1D12	1.15883333333333
C16orf24	0.38375
MRVI1	1.88
ZNF581	0.345833333333333
ELOVL3	4.5205
OR51Q1	1.01575
CACNB3	1.13766666666667
GALNT13	2.467625
C10orf84	2.0430625
NEDD4	-1.6972
SPO11	0.233
OR5AU1	1.0385
NEK4	0.0876428571428572
PRKAR2A	0.612666666666667
IHPK1	0.0406666666666667
ATP6V0B	0.164875
CACNA1E	0.975
CEACAM8	0.7375
PEX14	-0.491
FLJ12993	-3.0435
ZBTB38	0.208
PCTK2	0.246166666666667
LRRC16	0.7881
FBLIM1	1.30958333333333
FYCO1	0.38325
RP5-1022P6.2	-1.25283333333333
CMTM1	0.590833333333333
PLTP	1.30283333333333
RAPH1	0.942875
DOCK8	-0.702875
EZH2	-0.426
SLC25A1	-0.3635
PLEKHB1	2.2388
GRB7	1.5573
ZFP37	0.77925
MRPL33	0.19175
PELO	-0.27975
ARMC1	0.690272727272727
C9orf27	0.158625
FLJ25778	0.7695
C9orf37	-0.862666666666667
TMEM66	-0.0185
SPRN	0.031125
HBEGF	-0.271375
PI4KA	-0.917
LEPRE1	-0.34175
POU2AF1	-2.239375
MRPL12	0.739833333333333
REP15	-0.5325
ZC3H3	-0.096
RASAL1	1.75325
DDAH1	1.920875
ACBD5	1.2385
TMC2	0.73
CCDC137	0.32825
SAMD13	0.985333333333333
UGT2B15	-4.51783333333333
TIPARP	-0.469
DNASE1L3	0.1095
TRIM72	0.579833333333333
DBX2	-0.1275
IPO8	1.06225
C21orf88	-2.305
MAP3K14	1.08925
LOC51233	0.162333333333333
GGTLA4	-0.84025
PDE6D	0.406
ZNF117	0.39625
CLK2	0.04125
NKRF	-1.206
TNFSF15	1.6431
DUSP2	0.209375
SECISBP2	-0.8684
GABRR2	0.0015
PPAP2C	2.464
LOC51145	0.059
PAG1	0.486625
PIK3C3	0.055
GNG10	-0.4215
APOL4	-0.397333333333333
ANKRD28	-0.30275
STMN3	-2.7643
RAB14	-0.4398
CDK2AP2	-0.75075
HDDC3	0.316625
COMMD7	1.352875
CXXC1	0.5965
HMCN1	-1.01166666666667
CD40	1.132
DYNC1LI2	-0.1911875
GDI1	-0.00175
LOC646938	0.205
VSNL1	-3.10966666666667
PIH1D1	-0.406666666666667
RAET1G	-1.776
KRTAP5-9	0.1635
EFTUD2	0.85225
ZNF311	1.97333333333333
ATP6V1G3	-0.03025
OR2W3	-0.89525
SCN4A	0.1155
MED10	-1.40975
FAM135A	0.5907
ARHGAP4	0.8615
EHMT2	0.22375
UFD1L	0.22475
ERMP1	-1.92775
MAG1	-2.094
THAP8	0.0561666666666667
HACE1	-0.0201666666666667
FAM82C	-0.131333333333333
C3orf20	-0.0545
UNC84A	-1.7935
SCD5	-1.12953846153846
LASS6	1.30225
LSG1	0.397083333333333
MAL	-5.85675
GPR22	-0.995
WDR5B	0.45075
ACTRT1	-0.575
C17orf60	-1.69366666666667
GRIN2C	1.8672
ARMC8	0.865666666666667
SLC47A1	-2.80183333333333
DMPK	0.11825
DHRS13	1.25033333333333
SMC1A	-0.8185
KRTAP17-1	0.37775
SMYD5	0.04775
TUSC2	0.216375
CRHR2	0.463
KIR3DL2	-0.01
CCDC104	0.9675
ATP2C1	1.467
CROT	-0.6535
PABPC3	-0.504166666666667
EGR1	-0.828166666666667
THSD1	-0.4665
KHK	1.02175
SLC12A2	1.5703125
CD58	-0.92575
STOX2	1.76366666666667
CCDC76	-1.065
CCDC48	0.45
DNAH1	-0.650666666666667
ZIC4	2.609375
OR1G1	0.743
PSMC6	-0.222166666666667
PROKR1	0.1005
ABCB1	-2.00875
TRAT1	-1.61225
LLGL1	0.644
MTF1	1.016
USP54	0.5225
PAGE2B	-2.318
ITGB7	-4.007
CCDC81	-0.6725
LOC149837	0.76625
SCUBE1	0.1515
ZSCAN10	0.739
HUWE1	0.549571428571429
CDH17	0.498
CD180	0.166
IL17A	0.4195
TMPO	-0.175
KIAA1524	0.075
HDGFRP3	1.0475
OXCT1	-0.391454545454545
RRAS2	0.188333333333333
LTBP2	1.3483125
SV2B	1.371
CYP2A6	0.12775
PKD1L2	-1.12633333333333
PPM1M	-0.68075
FLJ22662	2.19466666666667
ZNF502	2.61025
GP6	-0.63625
CRYBA2	-0.41025
LEF1	-3.9867
CTPS	-0.27
EYA1	-3.664
EPS8L1	0.69025
MAPK14	0.351916666666667
SERPINB2	-5.8455
GTF2F2	0.17
ZNHIT4	0.402
PLA1A	-0.30175
C20orf114	-0.199
HPR	-5.059
C18orf2	-3.1866
SATB2	-4.43225
KCNJ9	0.149375
MGC157906	0.4945
MOCS3	0.53775
C17orf71	0.505
PPHLN1	-0.4065
HIST1H2BN	-0.285875
RAPGEF1	-0.31925
MAP3K8	-0.3955
DLG4	-0.3165
STC1	-1.47391666666667
CDGAP	-0.028
DDX26B	-0.5525
LOC150223	-0.415
CPSF3	1.18533333333333
TMEM14A	0.744
MYH3	-2.025
GPKOW	0.38225
SULT1A1	-1.315
SPON1	1.145
YY1AP1	0.6245
RAB23	0.4715
PLA2G4A	-1.89
MAPRE3	0.14525
ZNF516	-0.933142857142857
GGPS1	1.2435
EXOC3L2	-0.540875
C19orf42	-0.586
MAP2K2	-0.0363333333333333
HIST1H2BB	-1.189
RNF19B	0.536666666666667
C6orf128	-0.00133333333333333
TLR8	2.34
PCDHA9	1.2985
CARS2	1.476125
CLUL1	3.521
RHAG	-4.3565
UNK	0.552
EXOC8	0.4259
C9orf95	-1.46675
C14orf143	-0.7602
MAML3	0.21525
LDHA	-1.6775
MRPL20	0.018625
KLHDC6	5.736
ATP5S	0.807833333333333
C8orf55	-1.2095
PHF19	-1.18825
KRTAP13-4	0.2165
TTC5	0.92025
XKR5	-0.02925
SILV	-4.948
TEX28	0.2735
TCTN1	0.93525
CX40.1	0.196
PPP2R5C	0.29925
C12orf30	0.428166666666667
CAPG	1.90425
MPZL1	1.8181
ARSB	0.3552
TDH	-1.16025
WASF4	0.05325
TSSK3	0.03
7A5	1.5635
CRISPLD1	2.905
MAD1L1	-0.512666666666667
SPIN4	1.067
AMPD1	0.68575
DPYSL5	2.325
INPP1	-0.123
ANKRD11	-0.896055555555555
NPAS4	-0.0885
GCET2	-0.1886
RNASE9	0.033
GUCY2D	0.201333333333333
CCDC98	-0.97425
FGF4	-0.865875
CPM	-1.9615
SLC26A4	-1.8055
PLD5	0.235666666666667
FAM59A	0.6515
FBXO5	-1.74222222222222
SIPA1L1	-0.579875
DPYS	0.57825
ATG4D	0.32
TGM3	0.324
MTCH1	0.71825
HK1	-0.813428571428571
CDC26	0.168625
GALNT12	1.25066666666667
LOC339229	0.6335
MRPL35	0.323375
ORC4L	0.81775
TNKS	-0.360714285714286
C2orf24	0.198833333333333
ZNF553	1.0775
GGTLA1	0.9267
ZNF497	0.965
CDY1B	0.73425
SLC30A4	0.167125
TUB	0.726
ARHGEF18	0.4685
ARRB1	-0.4725
KCNK1	0.079875
EREG	-2.9675
SCAMP5	-0.08825
RUNDC3B	2.1485
ADAMTS20	0.65225
IL17RB	0.0725
FLJ20323	-0.738
MCAM	-0.935625
POLR3E	-1.49433333333333
AQR	0.0441666666666667
IPMK	0.6885
CDCA7	-1.021
CAMP	-0.508
GRHL3	1.2475
ADAMTSL2	-0.206833333333333
CLMN	1.77866666666667
SSTR3	0.6205
MAGEA5	0.490333333333333
OVOL2	4.12975
JMJD1B	-0.12525
RBL2	-1.666
PYGO2	1.17125
PPP1R10	0.760333333333333
CSE1L	-0.658333333333333
LCA5	1.20475
RDH16	-0.37125
ASRGL1	0.031875
TOM1	-0.579166666666667
PTX3	-3.35925
TTC15	1.041
SCGB3A1	4.25633333333333
MRPL50	-0.61075
RCAN3	1.1215
SLC26A11	1.3145
STYX	0.742833333333333
CINP	0.3325
MARCH7	0.66125
PFKM	-0.6125
SGMS1	-1.57133333333333
RIOK3	0.4791
C1orf110	0.4025
CES7	0.28325
LOC440248	-2.837
PPP1R12C	0.19
C10orf27	0.4805
ATG9A	-0.608
MRPS26	0.346625
TMEM40	2.8125
ELP3	-0.4284
ZNF787	1.0068
HIAT1	0.066375
C8orf34	0.144666666666667
MGC4655	0.1561
PELI1	0.864166666666667
PPT1	0.5678
SLC35C2	-0.6425
C6orf125	0.52325
MUC4	-1.28766666666667
RFC4	0.0768571428571428
GNB2	-0.2655
NUP50	0.542
SULT4A1	1.20316666666667
C7	1.3265
CCDC130	-0.599333333333333
ARRDC4	0.23675
RQCD1	0.728
GLYCTK	-1.9845
AYTL2	0.125272727272727
MTUS1	-0.4602
LEMD3	0.380666666666667
PLEKHF2	0.47075
HOXA7	2.482
GTF3C2	1.236
DYNLRB2	1.56125
CNOT10	1.07
MR1	-0.740666666666667
FFAR1	0.02525
PRIC285	0.273
SLITRK6	-2.569
LIX1	-1.7102
UBE1L2	-0.580833333333333
F8	1.367125
ACHE	0.678333333333333
KPNA5	1.02
TNFRSF12A	-2.97933333333333
EGR3	-1.3415
SERPIND1	-3.69283333333333
OASL	0.67925
IFRD1	-0.835125
WDFY1	-0.3795
ZNF267	0.84575
ACCN5	0.218
ZBTB6	-1.3285
PPP1R3A	0.353
PRRT3	3.0105
FBXL19	0.1095
TXNIP	-0.200285714285714
ACTN2	0.17175
ATG9B	0.357
C9orf117	0.343375
IL27	0.2785
RPL36AL	-0.419333333333333
KLK15	0.3535
CHAD	1.145
RAP2B	0.5804
HEBP2	0.12575
ZNF342	0.2115
CAMK2G	-0.648333333333333
TLR3	-1.252
FGF14	0.46425
HMGB2	-0.164125
TRPM5	-0.0988333333333333
OR5M11	0.6055
KIF3B	1.06531578947368
PRICKLE2	-2.50075
MTMR9	-1.74075
C3orf27	0.247
GLRA3	-1.62483333333333
NSDHL	1.2175
TMEM32	0.3605
POLR2D	0.159
MYADML	0.7435
C9orf114	-1.33775
MRGPRX1	0.3315
TOPORS	0.18425
CLDN19	-1.20125
C1QL4	-0.5935
RNF165	0.075
DHRS9	-1.1535
DNAH2	1.37283333333333
FXR1	-0.585166666666667
ZMYM3	0.321875
CASP3	-0.799666666666667
FAM120C	0.01375
SCLY	-1.309
CA7	0.282
ENTPD5	0.9005
ZNF461	0.24925
PDIA5	-0.18425
C1orf19	0.0588333333333333
TMEM67	0.66525
KCTD20	0.4945
WDR47	0.928
FLJ38723	-0.322
KLRF1	-0.372833333333333
TAS2R16	0.9845
CLDN12	-0.46775
PRKCE	-0.95275
UBXD4	0.63
ITGAM	1.47316666666667
GLT8D3	-0.1245
WDR31	0.1333
RGS2	0.52225
OR51L1	0.3945
MST1R	-0.15475
KIAA1737	-0.38975
OR4A5	0.3695
GLIS1	-2.46666666666667
PTMA	0.760714285714286
NAPA	-0.17525
PRDM11	1.515
LIPF	0.341
DIRAS3	-0.94625
ASGR2	-4.745125
C1QTNF4	0.68025
PIK3R4	1.26133333333333
ARMC3	2.52025
NDUFV3	0.717166666666667
BTBD3	1.31316666666667
PPP1R2	0.228666666666667
UBE2NL	0.393
FOSL2	-0.396571428571429
FAM119A	-0.00033333333333332
TUBA4A	-1.1753
KRTAP12-1	-0.2215
SFRS2	0.00599999999999999
RHPN1	-1.0743
EEF2	-0.574333333333333
ZDHHC11	-1.58616666666667
EPHA3	-2.4823
RBM12	-0.82
H2AFJ	0.10925
EDIL3	0.0285
KIF26A	0.21425
SERGEF	-0.065
B3GALT4	1.98875
LOC90925	1.188
OSCAR	-0.672
NPFF	-1.15975
DEDD	0.57225
TMEM155	-0.627375
PTPN1	-0.389
SCYL2	1.04233333333333
SKAP1	-0.69675
LEAP2	-4.1685
GADD45G	0.2916
IFITM3	-0.768375
PILRB	-2.626
SLU7	-0.436875
DSC3	-0.63725
DNMT3L	-1.23225
PAPD5	-2.379625
B3GNT3	0.916333333333333
LHCGR	-0.013
MSL-1	0.52025
UBE2S	0.179125
SAP130	0.73175
ANAPC11	0.731
MAGED4B	1.5225
ATP6V1B2	-0.7165
C14orf179	-0.365375
CAPZA1	-0.038875
CDYL2	-0.553833333333333
GLRX3	0.340833333333333
LOC136288	0.1765
MOBKL1A	0.2645
HTR2B	1.7295
CRYGD	-0.232
NUS1	1.01816666666667
PGRMC1	0.4635
MYOM2	0.44625
FLJ39653	-0.785166666666667
CHM	-0.9917
OR5M8	0.7725
ZNF619	1.653
FAM105A	0.36275
CCNL1	-0.73675
NAP1L3	-2.68375
C10orf57	1.31966666666667
B3GALNT1	2.46566666666667
CSN1S2A	0.6335
TCP10L	0.4915
GDAP2	0.7805
DMKN	0.467666666666667
COX6B1	-0.17825
DNASE2	0.173333333333333
MSH5	-2.2725
LGMN	-0.417625
USP31	0.5486
OR13C8	0.39
SDCBP	0.1116
NUDT11	1.577
PYGL	-2.298
SNPH	-0.7105
B3GNT4	1.914
MIZF	-0.091
NUBPL	0.903875
NOD1	1.35566666666667
CDH22	0.169
NUBP1	0.144
DSCAM	-4.37975
DGKI	-1.3645
FAM136A	-0.11875
AKAP1	1.22016666666667
SLC16A6	-1.837
RIN3	0.5385
PSG2	-0.25475
DIP2B	-0.0626666666666667
PSORS1C1	-1.128
KIAA0495	-1.126
FLJ90709	-0.591666666666667
LPA	-0.197666666666667
PIGA	1.428
LY75	2.02166666666667
UTS2	-6.49033333333333
RREB1	0.78525
GALNACT-2	-0.0214
MGC3196	-0.4235
FLJ31568	2.26625
LPHN1	-0.995375
SP1	0.614875
TOX4	0.4865
HSPA9	-0.493
APOBEC1	-0.6675
SLC35E4	-1.79325
LSM5	0.3315
SURF1	0.07575
ZBTB1	-0.973666666666667
GTF2F1	0.4725
RPS15A	0.202928571428572
DUSP21	-0.6995
GINS4	-1.28183333333333
MYO15A	-0.284333333333333
GIMAP7	2.5855
MGC13379	1.05175
ATP6V1E2	0.970333333333333
UTP3	0.42875
HNRPA3	0.106875
MT4	-0.4745
C14orf155	-0.59875
U1SNRNPBP	0.2355
CKLF	-0.152833333333333
PLEKHN1	-2.63283333333333
MBNL1	0.17075
NUP160	0.7535
ACSM2A	-1.60075
LOC129881	-0.51525
KIAA1529	-1.11375
FLJ22639	-0.74925
HAND1	-1.865
GSX1	0.22
FGA	-4.5091875
SERPINB1	-2.2345
ZNF642	1.73975
IGFBP1	-8.87525
SLC1A1	-1.639
DHX57	0.354625
ZNF766	1.672
PTPN21	-0.1213
GDPD3	-2.809
PNPLA5	0.217
TBR1	2.90633333333333
FAM116A	0.34125
IQGAP1	0.84625
FOS	-2.15425
ZNF226	-0.06575
FIGNL1	0.774666666666667
C14orf1	0.028
ZMYND17	-0.3865
PUS7	-1.1595
TUBB6	-1.031375
KCNQ2	-1.1595
MARCH6	-0.799
CCDC33	0.3575
PRODH	-1.54
RBM11	0.724
EPHA6	0.575125
SLC43A1	-2.73825
LOC196541	-0.000249999999999979
NTN1	1.14225
ING4	0.58725
PCDHB10	0.70325
DPH2	0.430833333333333
SPACA4	-0.45425
FBXL21	-3.584
DIAPH1	-0.788166666666667
ZNF71	2.43983333333333
CEP76	0.339
CORO1A	-1.16025
RRM2	0.504125
EDG4	1.692
OS9	0.127333333333333
SLC4A1AP	0.6905
COG5	-0.73275
COPS8	-0.214
NGLY1	-1.00275
NCBP2	0.572125
C17orf42	0.458166666666667
GPSM3	0.167
SIL1	-0.1255
ASB6	-0.571
SMAD5OS	0.363333333333333
UNC93A	-2.90425
A1BG	1.54233333333333
C21orf62	0.446
FMO5	-3.02616666666667
ATRIP	0.639333333333333
CEBPG	0.304666666666667
C7orf38	-1.16266666666667
TNFRSF1B	-0.0948333333333333
CLEC1A	1.14433333333333
IQSEC1	0.8865
PATZ1	2.3056
RBM22	0.015
BAG2	-2.67683333333333
PAQR5	-0.254833333333333
C9orf127	0.7536
THNSL1	1.14
SHROOM3	0.9947
JAM2	0.11075
SNRPN	-3.56
ALX4	0.3145
CACNA1S	0.4015
FAM130A1	0.26175
CORIN	1.061
CD300LB	0.5615
PLEKHG6	1.065
LRRC40	0.22975
PCLKC	-1.7645
PCDHB16	1.15666666666667
WNT2B	0.9335
ASNS	-0.958333333333333
MRPL49	-0.105
FLJ46111	-1.81175
ISG20	-0.4045
SMU1	0.0911666666666667
CASZ1	0.3345
POLR1D	0.669
GIN1	-0.24325
SNAG1	0.5625
ANKRD29	-2.9065
CDKN2AIP	-1.0905
KRR1	-0.69925
CXCL1	-3.01683333333333
EPM2A	0.4464
PC	-0.367333333333333
DEFB127	0.3925
PDZRN4	0.9485
FAH	0.38325
OR51E1	1.444
CDC2L6	1.23883333333333
DNTTIP1	-0.3045
PAX8	-0.68475
TMEM116	-0.23325
C1orf150	-0.1145
PRO2012	0.368
MRPL40	-0.203166666666667
BEX1	-0.7334
SLC2A4	0.120333333333333
PKMYT1	-0.63425
FEZF2	-0.0185
SLC26A9	-1.88375
MAP2	3.82666666666667
LYL1	-2.185
SLC25A19	0.635333333333333
NOS3	0.5485
ZNF34	0.3685
TMPRSS11F	-1.27275
FAM43A	-1.684
FCRL4	0.098
KLF14	-0.18275
FLRT2	-2.20716666666667
WRN	-0.63925
SDF2	1.2734
KRT8P12	-0.49225
C6orf195	0.628
C9orf125	0.707666666666667
DZIP3	-0.138125
RIT1	0.053
SCML1	-2.24583333333333
RHBDF2	0.5595
OR2G3	-0.0445
REXO1L1	0.2825
MAP3K7IP3	1.269125
C3orf57	-2.30025
FBXW11	-1.04883333333333
ETAA1	-0.3415
C14orf131	0.3486
AKT1S1	-0.57675
SLC12A5	-0.957125
C9orf164	0.0225
NRIP3	0.141875
NOS1AP	-0.588
TMEM121	1.7275
SAP30BP	1.4105
DGCR6	0.4095
WDR76	0.33875
FAM82B	-0.27625
LOC606495	0.493
MAP9	0.766916666666667
BCDIN3D	0.434
CXorf36	2.6025
DSCR3	1.1174
ZFAND3	0.48375
C7orf43	-0.0476666666666667
SPSB3	0.2679
C19orf19	1.04725
FAM133A	-3.895875
C12orf25	0.936
SLC39A3	0.535875
DISP2	0.0045
PI4KAP2	-1.659
MKRN3	-2.797
ADAMTS13	-0.911
CBLN3	0.405
TTYH1	3.27766666666667
C3orf18	-1.3645
FLJ13236	0.4045
ZMYND12	1.8465
C18orf25	0.56675
GLB1L3	-1.2865
ATP13A5	0.551
RANBP10	-0.605
CD96	-2.0332
DENND1C	2.027
RBMS3	-1.9024
SLC41A3	-0.0951666666666667
DGCR6L	0.34275
TMEM128	-0.114666666666667
CSNK1G3	-0.0522142857142857
MOBKL2C	0.405125
TSPAN6	0.3595
MATN2	-1.9785
MSL2L1	0.422833333333333
ST6GALNAC2	-2.155
FGFBP2	-0.685625
FGL1	-7.4545
MPP3	-2.164
ARHGEF6	1.3045
TGFBR2	0.085125
ACMSD	-0.8585
IL33	1.919
C9orf5	-0.634333333333333
DEAF1	-0.2953
AMN	0.489
DEFA6	0.391375
RNF212	-2.20525
METT5D1	0.1125
CIB1	-0.1772
TSSK1B	0.73975
KIAA1727	1.779
ZNF680	0.349166666666667
LOC399900	0.1535
LOC152217	1.35591666666667
CTNNAL1	-1.4305
CIT	-1.13591666666667
TLE6	1.21875
ZNF607	1.1125
HERC4	-1.769
DRAP1	-0.777
PEMT	0.01125
C10orf111	1.45
ZNF575	0.665
KCTD7	0.208
MYO1F	-0.357625
LOC285382	-0.893
RAB11A	0.1287
PLCD3	-1.216
C15orf28	0.174
PTBP2	-0.644375
CTB-1048E9.5	0.635625
C19orf60	-0.358
C7orf25	0.574
SETD7	-0.59925
HOXB9	-5.3815
VANGL1	-0.142
CHAF1B	1.41
NDUFA3	1.014
KIAA1328	0.660833333333333
SHARPIN	-0.820375
TTC23	0.099
UGP2	1.07166666666667
ANKIB1	0.113
CIRBP	0.993285714285714
SEC14L4	-3.99566666666667
OVCH1	0.246833333333333
VPS52	0.14875
FAT	0.410625
M6PRBP1	-0.007
GPRIN3	0.14
PPM1F	-1.01266666666667
TSR1	0.0935
CCDC85A	1.016
PCSK5	-0.16025
ZFHX3	1.291
HEMK1	-1.6782
PGBD2	0.023
RSRC2	-0.177833333333333
AURKC	-2.77233333333333
SCRIB	-0.998375
ORM2	-4.78883333333333
FAM115A	-0.0591
FZD6	-0.4265
UNC119	0.34
GPX3	-0.954
NOV	-1.2755
CABC1	0.109875
CDC42SE2	-0.3803125
EIF2S2	-0.1265
RNF130	1.911375
CKAP5	0.571833333333333
RP11-413M3.2	0.71775
C10orf18	1.2959
TMEM93	-0.23775
DYX1C1	1.0655
KCNMB2	1.659875
ANK3	0.365583333333333
KRT5	-2.4198
CDH12	-0.896625
QRSL1	0.8745
JUB	-1.32325
SHC4	1.730125
CCL15	0.971833333333334
CCDC22	0.52775
SNX24	-1.9185
RARS	-1.05325
MORC2	1.1285
FAM48A	-0.02775
MT1H	-2.723
PPP1R14C	2.722
FOXD1	-3.01321428571429
C1orf213	-1.9345
AMT	-2.792
DSN1	0.12825
PTPLAD2	2.276
DIS3L	-0.10775
RASL11A	0.32375
GPRC5B	2.154125
FRMD7	-0.8345
STRN4	0.61175
KITLG	-0.717136363636364
HDGF	0.25425
OR1S1	0.2945
SETX	-0.2139
DDR2	-2.071375
KCTD12	0.735
LYZL2	-0.93525
WDR52	-1.3845
TMEM2	0.48425
ZNF579	0.981333333333334
LOC200810	-0.07675
TNFSF9	-1.8435
PPFIA4	-3.67675
CNIH3	-1.43
MAP4K4	0.406785714285714
ROD1	0.303857142857143
ALS2CR12	-0.652666666666667
DOCK3	0.418666666666667
PAQR9	-4.308
ASB17	-0.1325
STX16	-0.4205
FEZ2	-0.157333333333333
DLAT	-0.155333333333333
KIF21B	-0.24
CDC5L	0.69175
TMEM119	0.933333333333333
CRIP3	-0.4265
TPSD1	0.193333333333333
TEPP	0.252
GNGT2	0.599
C21orf121	1.03725
WNK1	0.61
FLJ10490	1.22
OR51B5	-2.2155
LOC203547	0.681625
HAS1	0.767
PPA1	-0.414333333333333
ST7	-0.084375
C11orf46	1.1121
POPDC3	-4.60316666666667
ACOX2	-2.417
ATCAY	-0.28725
TM4SF19	-0.474
MFSD9	1.10233333333333
PDHB	-0.94025
ERN1	0.3705
LCE3C	-0.2145
GPR111	0.551
NOTCH3	1.29883333333333
ADAMTS5	0.699
B3GALT1	-1.316
UGCGL1	0.0506666666666666
FAM58A	1.86966666666667
FBXO32	0.24475
CLPP	0.506
NXPH1	-0.61275
MTMR3	0.542833333333333
ATP1B3	0.628375
TMEM16A	2.026875
HIST1H3F	0.1855
TRIM25	0.362166666666667
SDCBP2	-1.4055
CRKL	-0.71725
HOXB2	-3.017
ANP32B	-0.256
GATM	3.2055
AP4E1	-0.741625
EDG5	0.91125
CDKN3	-0.371666666666667
CDH4	-2.73825
PGD	0.219833333333333
RND1	-0.436
GAD1	-3.9978
MPG	-0.942125
LOC440350	-0.7285
ZNF133	1.191
SERPINB12	0.145
AMELY	-0.190833333333333
DHX36	1.464
TNFAIP8L2	1.77166666666667
PHTF2	-0.159777777777778
CCDC112	-0.143
IQCC	1.01325
HEYL	3.24916666666667
FTSJ2	-0.231
APPL1	0.587
RAB43	0.591571428571429
OR10G2	0.5435
WAC	1.229
ADCY9	-0.521
RUNDC2B	0.468666666666667
PYCRL	-0.1955
AGPAT7	-1.43283333333333
SLC22A9	0.0868333333333333
CDKAL1	1.208
PDYN	1.8745
C20orf74	0.63525
MTMR11	-1.19125
VAV3	0.0718333333333333
DAPL1	-0.24125
STXBP3	-0.41225
EIF3G	-0.29875
ARHGAP22	-1.74375
NPFFR1	0.616
NPC1	0.174666666666667
ALDH9A1	1.96566666666667
ZNF600	0.537125
ZNF678	0.917833333333333
RASSF1	-0.35675
ADD2	0.50575
PITPNB	-0.00124999999999999
PKD2L2	-0.249142857142857
LRP11	-0.8135
CDKL1	1.36375
SMEK2	0.71
PRODH2	-3.56683333333333
C11orf54	0.003
SFRS11	-0.3995
IL7	-0.695
ALS2CR16	-0.38775
BTG3	0.154166666666667
PAK2	0.586833333333333
RP11-679B17.1	0.4325
GATA4	-2.0565
ATP2B1	-0.02025
LOC130940	1.298
C1orf172	2.02783333333333
ATF7IP2	0.4945
SLC25A43	-1.07266666666667
CENTG3	-0.612583333333333
IGF2BP1	-4.2131
FCHSD1	0.1755
CAMK2N2	0.499166666666667
ELAVL3	1.5647
NBPF15	-1
UBE2J2	-0.0736666666666667
GNL2	-0.22925
PRR3	0.2123
NLF2	0.8135
OR4F6	-0.1265
KLHL24	1.413
CCDC88A	-1.6974
SGPP1	-0.512833333333333
C10orf11	0.792
SLC35B4	-0.133666666666667
UGT3A2	2.141
ARNT2	0.7288
CBR1	0.764125
ITPR3	-1.60233333333333
TRAPPC6B	1.2305
AMZ1	-2.213
ARP11	0.36425
WDSUB1	0.2845
APBA1	1.45216666666667
RAB2A	0.8929
C6orf162	1.87975
HPSE2	0.363
PLCE1	-1.58225
INSL3	0.98325
DLG1	0.429
PTPLA	0.9135
PIGX	0.5875
TFIP11	0.5385
FIBIN	1.2485
POLR2G	-0.14725
GRAP2	-2.0212
DNAJB8	0.29075
CNBP	1.34616666666667
WASF1	0.1375
INPP5E	-1.5501
HSPB1	-1.143125
TMEM167	-0.3732
CUBN	0.273
IGF1	1.596625
ITPK1	-0.8553
NAALAD2	-1.1485
G3BP1	-0.7042
NT5DC1	-0.0915
CYP39A1	3.457
TMEM139	2.60233333333333
POLK	-0.6783
GLULD1	-1.80325
RBM15	-0.1145
AMZ2	1.2965
GDF15	-5.01783333333333
MESDC2	0.0735
INCA	-0.832333333333333
ACY1L2	1.1735
GZMM	-1.25233333333333
PAIP1	0.891
CACNA2D1	-0.279
STK32C	1.786
SH3BP4	1.637
DEC1	0.0885
PADI1	-0.368
UBB	0.2755
PON3	-1.532
PROP1	0.296
ANKRD13B	0.973
ADCK1	-0.27125
TCF25	-0.581166666666667
SLC38A5	-3.47175
CXorf26	-0.461666666666667
C19orf39	1.25225
PPP1R13B	1.73475
ARL2	-0.418
TCL6	0.246333333333333
TOP3A	-0.2425
SLC16A14	2.117375
FXYD6	0.164166666666667
HIST1H4E	0.68925
BBC3	-0.405368421052632
UNC5A	0.114666666666667
FAM86C	0.0122
PI4KB	0.608375
B3GAT1	-3.8815
SUSD2	0.126833333333333
OAZ2	-0.181333333333333
NOC4L	0.4695
C10orf12	0.8885
FADS1	-1.88433333333333
LOC144097	-0.016
DKK2	0.2235
KIAA1949	0.12175
RHOT1	0.1828
OXT	1.53633333333333
GPR153	0.77325
ARL4A	-0.954833333333333
SAAL1	0.577
CCDC64	-0.93
USE1	-0.587
HNMT	0.854666666666667
PCGF3	-0.8901875
CYP2C19	-0.19675
C20orf4	0.78
CCDC11	-0.89
ACSBG2	0.27375
RWDD2A	1.26075
PALLD	-0.851375
CPLX4	0.088
LOC492311	-1.19625
KPNA2	0.242666666666667
MACROD1	-0.7486
TMCO3	0.093
C15orf52	-1.90516666666667
BIRC5	0.787866666666666
PRR16	-1.286
FAM63B	-1.385
KATNB1	-0.536833333333333
WNT8B	1.9635
CPLX3	-0.35625
GHR	4.24825
