Hybridization REF	TCGA-BH-A0BL-01A-11R-A115-07
ARHGAP17	0.3177
KCNIP3	-0.39775
SFPQ	0.379625
GFRA4	0.0761666666666667
AKR1B10	-1.52875
TIGD6	0.5795
RGS16	2.377375
URB1	-0.0913333333333333
OR4C46	-0.5385
TOP3B	-1.3825
NFATC4	0.3845
CA14	-3.97125
BMPR1A	0.637
SNRP70	-0.863625
PRL	0.858583333333333
C6orf130	-0.26275
STAG2	0.71625
CD55	-0.518214285714286
RPS23	-0.169166666666667
SSX2	-1.89633333333333
FDPSL2A	0.0275
FBXO27	0.991375
SYNGR3	-1.59266666666667
TMSL3	1.62775
EML1	-0.609
NUP93	0.0294166666666667
SMAD3	-0.9196
KIAA1189	1.57266666666667
HNRPUL2	0.3025
TBC1D12	0.391166666666667
C16orf24	0.1535
MRVI1	2.15783333333333
ZNF581	-0.596833333333333
ELOVL3	0.9185
OR51Q1	-0.10775
CACNB3	0.847333333333333
GALNT13	0.112625
C10orf84	0.858
NEDD4	-0.3596
SPO11	0.1425
OR5AU1	0.661
NEK4	0.015
PRKAR2A	-0.805833333333333
IHPK1	-0.6595
ATP6V0B	-0.507875
CACNA1E	0.416
CEACAM8	-0.395333333333333
PEX14	0.1425
FLJ12993	0.89
ZBTB38	0.9565
PCTK2	0.117833333333333
LRRC16	1.3983
FBLIM1	1.84283333333333
FYCO1	0.33375
RP5-1022P6.2	-0.140916666666667
CMTM1	0.430166666666667
PLTP	1.4785
RAPH1	0.95875
DOCK8	1.30575
EZH2	-0.0300666666666667
SLC25A1	-0.936333333333333
PLEKHB1	1.5907
GRB7	0.4616
ZFP37	0.2455
MRPL33	-0.3285
PELO	-0.08875
ARMC1	0.301363636363636
C9orf27	0.128375
FLJ25778	0.222
C9orf37	-0.660833333333333
TMEM66	0.34125
SPRN	0.043
HBEGF	0.779625
PI4KA	-0.987
LEPRE1	0.17925
POU2AF1	-0.559
MRPL12	-0.695166666666667
REP15	0.3085
ZC3H3	0.101
RASAL1	0.6285
DDAH1	0.423125
ACBD5	0.979625
TMC2	0.0265
CCDC137	-0.0875
SAMD13	-1.21083333333333
UGT2B15	-4.08983333333333
TIPARP	-0.563
DNASE1L3	1.72075
TRIM72	0.305166666666667
DBX2	1.63625
IPO8	0.319
C21orf88	1.4921
MAP3K14	0.84725
LOC51233	0.1365
GGTLA4	-0.15375
PDE6D	-0.22325
ZNF117	-0.15875
CLK2	-0.2625
NKRF	-0.4575
TNFSF15	1.781
DUSP2	1.021375
SECISBP2	-0.8221
GABRR2	-0.444
PPAP2C	0.3985
LOC51145	-0.0398333333333334
PAG1	0.493
PIK3C3	0.78375
GNG10	0.379
APOL4	1.8625
ANKRD28	-0.817
STMN3	-0.5609
RAB14	0.3479
CDK2AP2	-0.61725
HDDC3	-0.3245
COMMD7	0.67575
CXXC1	-0.55025
HMCN1	0.0738333333333333
CD40	1.656
DYNC1LI2	0.8693125
GDI1	-0.186
LOC646938	-0.62275
VSNL1	-0.273
PIH1D1	-0.1985
RAET1G	0.8285
KRTAP5-9	-0.1435
EFTUD2	-0.654
ZNF311	0.00849999999999999
ATP6V1G3	0.80225
OR2W3	-0.62
SCN4A	0.54575
MED10	-0.04525
FAM135A	-0.1424
ARHGAP4	-0.462
EHMT2	-0.82825
UFD1L	-0.16675
ERMP1	0.6825
MAG1	-1.52616666666667
THAP8	0.377
HACE1	0.166666666666667
FAM82C	-0.0148333333333333
C3orf20	-0.028
UNC84A	-0.761833333333333
SCD5	0.793785714285714
LASS6	0.299875
LSG1	0.840083333333333
MAL	-3.51975
GPR22	-0.1745
WDR5B	0.95225
ACTRT1	1.6065
C17orf60	0.453333333333333
GRIN2C	-0.3118
ARMC8	0.869583333333333
SLC47A1	-2.29816666666667
DMPK	-0.36075
DHRS13	-1.006
SMC1A	-0.453333333333333
KRTAP17-1	1.48675
SMYD5	-0.625
TUSC2	-0.23975
CRHR2	0.2955
KIR3DL2	0.864
CCDC104	-0.36475
ATP2C1	1.567
CROT	0.0285
PABPC3	0.25
EGR1	1.36383333333333
THSD1	0.458
KHK	-1.18225
SLC12A2	0.8296875
CD58	-0.1675
STOX2	1.842
CCDC76	-0.5051
CCDC48	1.46225
DNAH1	-0.308666666666667
ZIC4	0.945375
OR1G1	-0.1625
PSMC6	-0.231666666666667
PROKR1	0.15
ABCB1	-0.36725
TRAT1	0.5305
LLGL1	0.4235
MTF1	1.67225
USP54	1.11425
PAGE2B	-1.994
ITGB7	-2.375
CCDC81	-0.343
LOC149837	0.43425
SCUBE1	0.195
ZSCAN10	0.3015
HUWE1	0.390428571428571
CDH17	0.7875
CD180	1.73725
IL17A	-0.16325
TMPO	-0.608375
KIAA1524	-0.345166666666667
HDGFRP3	-0.335333333333333
OXCT1	-0.457090909090909
RRAS2	-0.1385
LTBP2	2.5825
SV2B	1.55583333333333
CYP2A6	0.869875
PKD1L2	-0.250666666666667
PPM1M	0.54675
FLJ22662	2.15516666666667
ZNF502	0.75975
GP6	-0.83075
CRYBA2	0.5485
LEF1	-1.5982
CTPS	-1.11714285714286
EYA1	-2.7645
EPS8L1	1.1275
MAPK14	0.19375
SERPINB2	-4.340125
GTF2F2	-0.432833333333333
ZNHIT4	-0.3995
PLA1A	0.592
C20orf114	1.8935
HPR	-0.751
C18orf2	-3.6645
SATB2	-2.00125
KCNJ9	-0.012125
MGC157906	0.6095
MOCS3	-0.24525
C17orf71	-0.599333333333333
PPHLN1	-0.0383
HIST1H2BN	-0.90575
RAPGEF1	-0.259
MAP3K8	1.7755
DLG4	-0.1635
STC1	0.342583333333333
CDGAP	1.933
DDX26B	0.27525
LOC150223	-1.882
CPSF3	-0.603333333333333
TMEM14A	1.51775
MYH3	-1.07
GPKOW	0.4585
SULT1A1	0.0891666666666667
SPON1	4.2345
YY1AP1	0.549333333333333
RAB23	0.82
PLA2G4A	-2.94
MAPRE3	-0.512
ZNF516	0.850714285714286
GGPS1	0.11775
EXOC3L2	0.125
C19orf42	-0.4507
MAP2K2	-0.485
HIST1H2BB	-1.21775
RNF19B	1.345
C6orf128	1.51133333333333
TLR8	3.20125
PCDHA9	-0.063
CARS2	0.337375
CLUL1	1.895
RHAG	-3.53583333333333
UNK	-0.0425
EXOC8	0.1482
C9orf95	0.7825
C14orf143	0.298333333333333
MAML3	-0.01675
LDHA	-1.3665
MRPL20	-0.03475
KLHDC6	3.96633333333333
ATP5S	0.0586666666666667
C8orf55	-0.05325
PHF19	-1.513625
KRTAP13-4	0.45
TTC5	-0.32125
XKR5	-0.5655
SILV	-3.52066666666667
TEX28	0.0855
TCTN1	-0.051
CX40.1	0.2125
PPP2R5C	-0.095375
C12orf30	-1.09133333333333
CAPG	2.5345
MPZL1	1.55535
ARSB	-0.544
TDH	-1.74925
WASF4	1.79375
TSSK3	-1.0565
7A5	2.135
CRISPLD1	-0.493125
MAD1L1	-0.809166666666667
SPIN4	0.2835
AMPD1	0.065
DPYSL5	0.0995
INPP1	0.651166666666667
ANKRD11	0.596388888888889
NPAS4	0.43625
GCET2	1.7309
RNASE9	0.0565
GUCY2D	0.0983333333333333
CCDC98	-0.7665
FGF4	-0.364625
CPM	0.4465
SLC26A4	-1.82633333333333
PLD5	0.1735
FAM59A	1.4007
FBXO5	-0.892111111111111
SIPA1L1	0.381625
DPYS	1.59325
ATG4D	-0.6055
TGM3	-0.09
MTCH1	0.081875
HK1	0.330928571428571
CDC26	0.194625
GALNT12	-1.95483333333333
LOC339229	-0.50925
MRPL35	0.033875
ORC4L	-0.096375
TNKS	0.0321428571428572
C2orf24	0.148166666666667
ZNF553	0.930666666666667
GGTLA1	2.6742
ZNF497	-0.3745
CDY1B	0.0155
SLC30A4	0.481875
TUB	-0.292125
ARHGEF18	0.0555
ARRB1	-0.34675
KCNK1	1.60725
EREG	-1.7947
SCAMP5	-0.638
RUNDC3B	1.9885
ADAMTS20	-0.21075
IL17RB	-0.92475
FLJ20323	-0.9755
MCAM	1.0075
POLR3E	-1.19975
AQR	0.509
IPMK	1.3325
CDCA7	-0.867625
CAMP	2.21725
GRHL3	2.457
ADAMTSL2	1.21133333333333
CLMN	0.8865
SSTR3	0.3805
MAGEA5	-1.36216666666667
OVOL2	2.5925
JMJD1B	0.1475
RBL2	0.6721
PYGO2	0.728
PPP1R10	0.0575
CSE1L	-0.821333333333333
LCA5	1.76225
RDH16	-0.35925
ASRGL1	-1.562125
TOM1	0.0368333333333333
PTX3	-2.94725
TTC15	0.049
SCGB3A1	1.23633333333333
MRPL50	-0.8845
RCAN3	1.226
SLC26A11	0.2695
STYX	0.6055
CINP	-0.616
MARCH7	0.50225
PFKM	-1.016
SGMS1	1.08133333333333
RIOK3	0.2112
C1orf110	0.477
CES7	0.1495
LOC440248	-1.11175
PPP1R12C	-0.01175
C10orf27	0.166
ATG9A	0.0485
MRPS26	0.570125
TMEM40	2.446
ELP3	-0.5086
ZNF787	-0.059
HIAT1	0.423375
C8orf34	0.994833333333333
MGC4655	0.1516
PELI1	1.18516666666667
PPT1	-0.2044
SLC35C2	-0.867833333333333
C6orf125	0.27025
MUC4	-0.354666666666667
RFC4	-0.651714285714286
GNB2	0.0393333333333333
NUP50	0.0639285714285714
SULT4A1	0.078
C7	3.063875
CCDC130	-0.361
ARRDC4	0.408
RQCD1	-0.25675
GLYCTK	-0.67325
AYTL2	-0.467090909090909
MTUS1	0.7825
LEMD3	-0.230166666666667
PLEKHF2	0.369
HOXA7	1.15
GTF3C2	-1.835
DYNLRB2	2.17425
CNOT10	0.065
MR1	0.7205
FFAR1	0.05625
PRIC285	0.00225
SLITRK6	3.6025
LIX1	-2.3387
UBE1L2	-0.0438333333333334
F8	1.29275
ACHE	0.4325
KPNA5	0.35375
TNFRSF12A	-0.591666666666667
EGR3	1.0965
SERPIND1	-2.96616666666667
OASL	2.01575
IFRD1	-0.014625
WDFY1	1.33866666666667
ZNF267	0.966625
ACCN5	0.3955
ZBTB6	-0.274
PPP1R3A	-0.086
PRRT3	0.01725
FBXL19	-0.7665
TXNIP	1.15214285714286
ACTN2	4.3885
ATG9B	-0.443375
C9orf117	-0.143375
IL27	-0.3405
RPL36AL	0.169833333333333
KLK15	-0.812
CHAD	0.329
RAP2B	0.8452
HEBP2	2.249
ZNF342	-0.447
CAMK2G	0.0213333333333333
TLR3	2.48875
FGF14	-0.203
HMGB2	0.174875
TRPM5	-0.174
OR5M11	0.331
KIF3B	0.595684210526316
PRICKLE2	0.42325
MTMR9	0.130125
C3orf27	0.0655
GLRA3	-1.46066666666667
NSDHL	-0.155666666666667
TMEM32	0.27775
POLR2D	-0.65
MYADML	0.245
C9orf114	-0.75375
MRGPRX1	0.163
TOPORS	0.5215
CLDN19	-0.0915
C1QL4	-0.087
RNF165	1.019
DHRS9	0.97225
DNAH2	-0.0273333333333333
FXR1	-0.545166666666667
ZMYM3	-0.67625
CASP3	0.926166666666667
FAM120C	-0.3375
SCLY	-1.31625
CA7	0.0415
ENTPD5	-0.120166666666667
ZNF461	-0.042
PDIA5	0.8565
C1orf19	0.466
TMEM67	-0.57725
KCTD20	-0.01975
WDR47	0.7665
FLJ38723	2.1085
KLRF1	1.76566666666667
TAS2R16	0.4255
CLDN12	-0.19725
PRKCE	0.11
UBXD4	-0.11575
ITGAM	2.69233333333333
GLT8D3	0.07875
WDR31	0.232
RGS2	1.66725
OR51L1	0.0225
MST1R	0.44825
KIAA1737	0.32075
OR4A5	-0.3275
GLIS1	-1.70516666666667
PTMA	0.821857142857143
NAPA	0.163
PRDM11	-0.1155
LIPF	0.344
DIRAS3	0.8595
ASGR2	-3.094625
C1QTNF4	-0.277
PIK3R4	0.170666666666667
ARMC3	2.2945
NDUFV3	-0.4825
BTBD3	0.438333333333333
PPP1R2	1.08133333333333
UBE2NL	-0.3025
FOSL2	0.984214285714286
FAM119A	-0.263833333333333
TUBA4A	0.439
KRTAP12-1	-0.061
SFRS2	-0.7435
RHPN1	-0.6985
EEF2	-0.711
ZDHHC11	-1.795
EPHA3	-1.191
RBM12	-0.87925
H2AFJ	0.428
EDIL3	3.5955
KIF26A	-0.865
SERGEF	-0.53925
B3GALT4	1.8295
LOC90925	1.33816666666667
OSCAR	0.621
NPFF	-0.501875
DEDD	0.683125
TMEM155	-0.631375
PTPN1	0.49075
SCYL2	0.221166666666667
SKAP1	2.3015
LEAP2	-2.61316666666667
GADD45G	0.8949
IFITM3	1.002875
PILRB	-1.1235
SLU7	-0.171125
DSC3	4.1385
DNMT3L	-1.585
PAPD5	0.55125
B3GNT3	-1.42783333333333
LHCGR	0.201
MSL-1	0.21575
UBE2S	-0.893875
SAP130	-0.13775
ANAPC11	0.50475
MAGED4B	0.9415
ATP6V1B2	0.890166666666667
C14orf179	0.574125
CAPZA1	-0.108375
CDYL2	0.336833333333333
GLRX3	0.284666666666667
LOC136288	-0.4925
MOBKL1A	-0.42875
HTR2B	3.25425
CRYGD	-0.1855
NUS1	0.0295
PGRMC1	0.341
MYOM2	-0.46875
FLJ39653	-1.47383333333333
CHM	0.2299
OR5M8	0.057
ZNF619	0.185
FAM105A	1.13625
CCNL1	-0.799625
NAP1L3	-0.1565
C10orf57	1.623
B3GALNT1	1.55716666666667
CSN1S2A	-0.097
TCP10L	0.00675
GDAP2	0.118125
DMKN	0.3385
COX6B1	0.27
DNASE2	0.370666666666667
MSH5	-2.03475
LGMN	0.1135
USP31	1.2758
OR13C8	0.6205
SDCBP	0.0731
NUDT11	-0.825333333333333
PYGL	-0.337833333333333
SNPH	-0.179166666666667
B3GNT4	0.145
MIZF	-0.983
NUBPL	-0.372
NOD1	-0.0283333333333333
CDH22	1.582375
NUBP1	0.243
DSCAM	-2.76275
DGKI	1.0955
FAM136A	-0.60725
AKAP1	0.0758333333333333
SLC16A6	-1.54475
RIN3	0.866
PSG2	-0.2885
DIP2B	-0.459
PSORS1C1	0.958
KIAA0495	-0.7645
FLJ90709	-0.575166666666667
LPA	-0.2435
PIGA	0.212833333333333
LY75	3.03333333333333
UTS2	-5.07283333333333
RREB1	-0.115125
GALNACT-2	1.3431
MGC3196	-0.9655
FLJ31568	-0.4305
LPHN1	-0.35275
SP1	0.592375
TOX4	0.0045
HSPA9	-0.6597
APOBEC1	0.3955
SLC35E4	-0.57575
LSM5	-0.72325
SURF1	-0.655
ZBTB1	0.2265
GTF2F1	-0.40675
RPS15A	-0.299
DUSP21	-1.09766666666667
GINS4	-2.20283333333333
MYO15A	-0.018
GIMAP7	3.62825
MGC13379	0.2825
ATP6V1E2	-0.155833333333333
UTP3	-0.50975
HNRPA3	0.2093125
MT4	-0.2815
C14orf155	-0.22875
U1SNRNPBP	0.12925
CKLF	0.1605
PLEKHN1	0.5855
MBNL1	0.3645
NUP160	-1.274
ACSM2A	-1.92475
LOC129881	-1.16475
KIAA1529	-0.56875
FLJ22639	-0.3005
HAND1	-1.632
GSX1	0.34
FGA	-3.9765625
SERPINB1	-0.2325
ZNF642	0.3375
IGFBP1	-6.959625
SLC1A1	1.281625
DHX57	-0.2305
ZNF766	1.199
PTPN21	1.1058
GDPD3	-1.61983333333333
PNPLA5	-0.083
TBR1	0.00333333333333334
FAM116A	-0.2005
IQGAP1	0.606125
FOS	1.159625
ZNF226	0.087375
FIGNL1	-0.9295
C14orf1	-0.119166666666667
ZMYND17	-0.579
PUS7	-0.555166666666667
TUBB6	0.99275
KCNQ2	-1.146
MARCH6	-0.306833333333333
CCDC33	0.0465
PRODH	-1.66675
RBM11	-0.12775
EPHA6	0.249875
SLC43A1	-0.905
LOC196541	-0.0725
NTN1	1.12358333333333
ING4	0.82
PCDHB10	2.10975
DPH2	-0.9205
SPACA4	-0.19775
FBXL21	-4.331
DIAPH1	-0.258333333333333
ZNF71	1.15533333333333
CEP76	-0.1515
CORO1A	0.54275
RRM2	-2.292625
EDG4	0.809
OS9	0.0371666666666667
SLC4A1AP	-0.36075
COG5	0.121
COPS8	-0.4355
NGLY1	-0.47975
NCBP2	0.690875
C17orf42	-1.088
GPSM3	0.3865
SIL1	0.267666666666667
ASB6	-0.51025
SMAD5OS	0.863666666666667
UNC93A	-2.857125
A1BG	-0.186333333333333
C21orf62	0.699
FMO5	-2.16675
ATRIP	-0.593833333333333
CEBPG	0.227166666666667
C7orf38	0.308833333333333
TNFRSF1B	1.38083333333333
CLEC1A	1.71633333333333
IQSEC1	0.557375
PATZ1	-0.0758
RBM22	0.985125
BAG2	-0.513
PAQR5	-0.146166666666667
C9orf127	0.281
THNSL1	1.06775
SHROOM3	1.0606
JAM2	1.44575
SNRPN	-2.021
ALX4	-0.1925
CACNA1S	-0.3805
FAM130A1	0.5185
CORIN	2.175
CD300LB	0.5445
PLEKHG6	1.531
LRRC40	-0.37375
PCLKC	-0.94225
PCDHB16	-0.573
WNT2B	0.238
ASNS	-0.298777777777778
MRPL49	-0.90875
FLJ46111	-1.70225
ISG20	0.65025
SMU1	0.038
CASZ1	0.1495
POLR1D	-0.825666666666667
GIN1	-0.41325
SNAG1	0.898833333333333
ANKRD29	-0.99025
CDKN2AIP	0.094
KRR1	-0.4245
CXCL1	-2.388
EPM2A	-0.1531
PC	-0.125666666666667
DEFB127	0.383
PDZRN4	2.0345
FAH	-0.21075
OR51E1	2.7075
CDC2L6	0.74
DNTTIP1	-0.76625
PAX8	-1.24975
TMEM116	-0.7755
C1orf150	-0.2585
PRO2012	0.05675
MRPL40	-1.00366666666667
BEX1	-2.32
SLC2A4	0.4545
PKMYT1	-1.37875
FEZF2	-0.555333333333333
SLC26A9	-1.06625
MAP2	1.47308333333333
LYL1	-0.92325
SLC25A19	-0.560666666666667
NOS3	0.014
ZNF34	0.4385
TMPRSS11F	-0.9085
FAM43A	0.70125
FCRL4	0.885
KLF14	0.68575
FLRT2	-0.1195
WRN	-0.6175
SDF2	0.1636
KRT8P12	-0.55225
C6orf195	0.7765
C9orf125	-1.61033333333333
DZIP3	0.37675
RIT1	0.935416666666667
SCML1	-0.191166666666667
RHBDF2	0.501125
OR2G3	0.077
REXO1L1	-0.3105
MAP3K7IP3	-0.1725
C3orf57	-4.8535
FBXW11	-0.962
ETAA1	0.025
C14orf131	-0.7956
AKT1S1	-0.5425
SLC12A5	-1.063625
C9orf164	1.059
NRIP3	-0.595
NOS1AP	-0.633
TMEM121	-0.0765
SAP30BP	-0.1458
DGCR6	-0.0185
WDR76	-0.7025
FAM82B	-0.466333333333333
LOC606495	-0.8275
MAP9	2.46066666666667
BCDIN3D	0.29925
CXorf36	3.172
DSCR3	-0.0113
ZFAND3	0.5795
C7orf43	0.0991666666666667
SPSB3	-0.1787
C19orf19	0.1815
FAM133A	-2.603875
C12orf25	0.2465
SLC39A3	-0.46325
DISP2	0.847
PI4KAP2	-2.42
MKRN3	-0.690166666666667
ADAMTS13	-0.938625
CBLN3	0.1884
TTYH1	2.1185
C3orf18	0.545
FLJ13236	-0.45775
ZMYND12	2.77575
C18orf25	0.42225
GLB1L3	-1.6235
ATP13A5	4.305
RANBP10	0.2595
CD96	0.344
DENND1C	0.872
RBMS3	0.9071
SLC41A3	0.373666666666667
DGCR6L	-0.11475
TMEM128	0.354
CSNK1G3	0.156357142857143
MOBKL2C	0.673625
TSPAN6	0.666875
MATN2	-0.9123
MSL2L1	0.548833333333333
ST6GALNAC2	-0.063
FGFBP2	1.56725
FGL1	-5.29966666666667
MPP3	-0.765166666666667
ARHGEF6	1.05266666666667
TGFBR2	0.996375
ACMSD	-1.55825
IL33	3.62175
C9orf5	-0.500166666666667
DEAF1	-0.5182
AMN	-0.713
DEFA6	-0.02725
RNF212	-0.956
METT5D1	-0.247166666666667
CIB1	-0.1927
TSSK1B	0.63625
KIAA1727	1.93775
ZNF680	0.151833333333333
LOC399900	-1.4555
LOC152217	0.332416666666667
CTNNAL1	-2.6465
CIT	-1.195
TLE6	-0.671
ZNF607	-0.6355
HERC4	-0.339833333333333
DRAP1	-0.1021
PEMT	0.57975
C10orf111	0.5345
ZNF575	0.475625
KCTD7	0.014
MYO1F	1.03975
LOC285382	0.04075
RAB11A	0.0347
PLCD3	-0.681
C15orf28	-0.31375
PTBP2	-0.60275
CTB-1048E9.5	-0.2245
C19orf60	0.103333333333333
C7orf25	0.1595
SETD7	1.092625
HOXB9	-3.4955
VANGL1	0.4504375
CHAF1B	-0.84225
NDUFA3	0.297
KIAA1328	0.386333333333333
SHARPIN	0.04825
TTC23	-0.07825
UGP2	0.325666666666667
ANKIB1	1.22
CIRBP	0.0264285714285714
SEC14L4	0.782333333333333
OVCH1	0.146
VPS52	-0.5745
FAT	0.971375
M6PRBP1	-0.31725
GPRIN3	1.0725
PPM1F	-0.3685
TSR1	-0.68925
CCDC85A	1.94425
PCSK5	2.5355
ZFHX3	-0.057
HEMK1	-0.7257
PGBD2	0.81625
RSRC2	-0.0718333333333334
AURKC	-1.71816666666667
SCRIB	0.34675
ORM2	-3.30866666666667
FAM115A	1.4247
FZD6	0.79075
UNC119	-0.0541666666666667
GPX3	1.5938
NOV	0.57125
CABC1	-0.198375
CDC42SE2	0.3758125
EIF2S2	-1.3084
RNF130	1.22125
CKAP5	-0.746166666666667
RP11-413M3.2	0.05475
C10orf18	0.8963
TMEM93	-0.1365
DYX1C1	0.08425
KCNMB2	-2.047625
ANK3	1.63575
KRT5	1.5535
CDH12	-1.517625
QRSL1	-0.711625
JUB	-0.5225
SHC4	1.623625
CCL15	1.47783333333333
CCDC22	-0.188
SNX24	-0.16975
RARS	-0.548
MORC2	0.587125
FAM48A	-0.35275
MT1H	-0.0525
PPP1R14C	1.9305
FOXD1	-2.12071428571429
C1orf213	-1.121
AMT	-1.7067
DSN1	-1.4775
PTPLAD2	2.86175
DIS3L	-0.76125
RASL11A	0.77575
GPRC5B	1.30875
FRMD7	0.872
STRN4	0.0565
KITLG	0.629090909090909
HDGF	0.9995
OR1S1	-0.0565
SETX	0.4292
DDR2	1.45375
KCTD12	2.62775
LYZL2	-0.7195
WDR52	-0.425
TMEM2	1.271
ZNF579	0.152
LOC200810	-0.5575
TNFSF9	-1.625625
PPFIA4	-2.249
CNIH3	-0.220166666666667
MAP4K4	0.116642857142857
ROD1	0.146142857142857
ALS2CR12	-0.601
DOCK3	1.45533333333333
PAQR9	-4.627
ASB17	-0.236
STX16	-0.619625
FEZ2	0.303333333333333
DLAT	-0.308666666666667
KIF21B	-0.695666666666667
CDC5L	0.7265
TMEM119	1.75483333333333
CRIP3	-0.51225
TPSD1	-0.0698333333333333
TEPP	0.32525
GNGT2	1.3975
C21orf121	-0.2185
WNK1	0.811833333333333
FLJ10490	0.1229
OR51B5	-2.563
LOC203547	0.123375
HAS1	-0.758
PPA1	0.6165
ST7	-0.206875
C11orf46	0.4957
POPDC3	-2.84883333333333
ACOX2	-0.787833333333333
ATCAY	-0.749166666666667
TM4SF19	-0.9535
MFSD9	-0.0236666666666667
PDHB	-0.404
ERN1	-0.336
LCE3C	-0.164
GPR111	0.441
NOTCH3	1.92816666666667
ADAMTS5	2.92975
B3GALT1	-1.294
UGCGL1	0.4435
FAM58A	1.31916666666667
FBXO32	2.01575
CLPP	-0.36625
NXPH1	-2.16775
MTMR3	0.615833333333333
ATP1B3	-0.417375
TMEM16A	3.5215
HIST1H3F	-0.260666666666667
TRIM25	-0.211666666666667
SDCBP2	1.871
CRKL	-1.043875
HOXB2	-0.322833333333333
ANP32B	-0.131375
GATM	2.7005
AP4E1	0.007125
EDG5	0.37375
CDKN3	-0.168166666666667
CDH4	-1.69975
PGD	-0.646
RND1	-0.391
GAD1	-2.8113
MPG	-0.063375
LOC440350	-0.1995
ZNF133	1.12725
SERPINB12	0.4
AMELY	-0.152
DHX36	-0.33025
TNFAIP8L2	2.79983333333333
PHTF2	0.638444444444445
CCDC112	-0.121166666666667
IQCC	-1.23475
HEYL	2.6135
FTSJ2	-0.883833333333333
APPL1	0.909625
RAB43	0.887642857142857
OR10G2	-0.2215
WAC	1.3165
ADCY9	-1.051875
RUNDC2B	1.10816666666667
PYCRL	0.0111
AGPAT7	-0.259166666666667
SLC22A9	-1.51366666666667
CDKAL1	0.3875
PDYN	-0.690333333333333
C20orf74	0.97525
MTMR11	1.67625
VAV3	2.17983333333333
DAPL1	2.947
STXBP3	0.247
EIF3G	-0.76875
ARHGAP22	1.15625
NPFFR1	0.317
NPC1	-0.110666666666667
ALDH9A1	1.33683333333333
ZNF600	-0.06675
ZNF678	-0.168833333333333
RASSF1	-0.165416666666667
ADD2	-0.009375
PITPNB	0.46925
PKD2L2	-0.070875
LRP11	0.064
CDKL1	0.127
SMEK2	0.7175
PRODH2	-2.67
C11orf54	-0.465333333333333
SFRS11	-0.435833333333333
IL7	1.87583333333333
ALS2CR16	1.007
BTG3	0.976666666666667
PAK2	0.334777777777778
RP11-679B17.1	-0.32325
GATA4	-1.906
ATP2B1	-0.26175
LOC130940	0.3335
C1orf172	2.02716666666667
ATF7IP2	-0.039
SLC25A43	0.152166666666667
CENTG3	-0.06975
IGF2BP1	-3.3111
FCHSD1	-0.1755
CAMK2N2	0.587833333333333
ELAVL3	-0.2075
NBPF15	0.1135
UBE2J2	-0.46675
GNL2	-0.393
PRR3	-0.835
NLF2	0.391
OR4F6	-0.111
KLHL24	2.08983333333333
CCDC88A	-0.4977
SGPP1	-0.760833333333333
C10orf11	2.12716666666667
SLC35B4	-0.380833333333333
UGT3A2	-1.4665
ARNT2	0.8162
CBR1	-0.095
ITPR3	-0.4035
TRAPPC6B	0.36
AMZ1	-1.0925
ARP11	1.08375
WDSUB1	0.26075
APBA1	0.761833333333333
RAB2A	1.5821
C6orf162	0.279
HPSE2	0.5015
PLCE1	-0.02
INSL3	1.10125
DLG1	0.9113
PTPLA	0.19475
PIGX	0.246125
TFIP11	0.00050000000000001
FIBIN	2.463
POLR2G	-0.46475
GRAP2	-1.2008
DNAJB8	0.04025
CNBP	0.555333333333333
WASF1	-0.2575
INPP5E	-1.1165
HSPB1	0.05575
TMEM167	-0.1219
CUBN	0.1565
IGF1	3.811
ITPK1	-0.4386
NAALAD2	-0.6405
G3BP1	0.2352
NT5DC1	0.1045
CYP39A1	1.4655
TMEM139	1.80733333333333
POLK	-0.7102
GLULD1	-1.8675
RBM15	-0.689833333333333
AMZ2	-0.1025
GDF15	-3.0685
MESDC2	-0.079
INCA	1.95716666666667
ACY1L2	0.277
GZMM	0.326166666666667
PAIP1	0.56975
CACNA2D1	1.278
STK32C	-0.341333333333333
SH3BP4	-0.278833333333333
DEC1	0.1025
PADI1	-0.0385
UBB	0.5526
PON3	-0.752166666666667
PROP1	0.3845
ANKRD13B	-0.17
ADCK1	-0.471
TCF25	0.593666666666667
SLC38A5	-0.76525
CXorf26	0.546
C19orf39	-0.4685
PPP1R13B	-0.246
ARL2	-0.5495
TCL6	0.161166666666667
TOP3A	-0.4085
SLC16A14	0.258875
FXYD6	2.32916666666667
HIST1H4E	0.025
BBC3	-0.154157894736842
UNC5A	-0.110666666666667
FAM86C	-0.7677
PI4KB	0.534125
B3GAT1	-0.1755
SUSD2	1.48183333333333
OAZ2	-0.0903333333333333
NOC4L	-0.404
C10orf12	-0.4685
FADS1	-1.99583333333333
LOC144097	-0.0685
DKK2	1.37
KIAA1949	0.514
RHOT1	-0.0845
OXT	1.67316666666667
GPR153	0.3915
ARL4A	-0.0195
SAAL1	-0.9805
CCDC64	-0.295
USE1	-0.355
HNMT	0.6565
PCGF3	-0.1749375
CYP2C19	0.056
C20orf4	-0.287
CCDC11	0.91375
ACSBG2	-0.41325
RWDD2A	0.0585
PALLD	3.391
CPLX4	-0.17
LOC492311	0.42125
KPNA2	-0.654
MACROD1	-0.8876
TMCO3	-0.341333333333333
C15orf52	0.692
BIRC5	-1.2068
PRR16	0.685333333333333
FAM63B	0.30325
KATNB1	0.00283333333333334
WNT8B	0.2125
CPLX3	-0.45675
GHR	2.933625
