Hybridization REF	TCGA-AO-A03M-01B-11R-A10J-07
ZNF434	0.587666666666667
SMARCD1	-0.0438333333333333
ZFP106	-0.935
ZNF347	0.9427
GTF2E1	0.7235
RY1	-0.4455
ATAD2B	0.012625
ARHGAP17	0.1413
KCNIP3	-0.76175
SFPQ	0.235375
GFRA4	0.473
AKR1B10	-4.029375
TIGD6	0.898
RGS16	0.3855
URB1	0.135833333333333
OR4C46	0.1405
TOP3B	-0.64625
NFATC4	-0.1955
CA14	-5.048
BMPR1A	-0.118333333333333
SNRP70	-0.8245
PRL	-0.0456666666666667
C6orf130	-0.5685
STAG2	-0.10975
CD55	-1.32871428571429
RPS23	0.0361666666666666
SSX2	-0.961833333333333
FDPSL2A	-0.97
FBXO27	0.08175
SYNGR3	-0.9385
TMSL3	1.436
EML1	-1.4325
NUP93	-0.145666666666667
SMAD3	-0.8708
KIAA1189	-0.0186666666666667
HNRPUL2	0.567833333333333
TBC1D12	-0.224833333333333
C16orf24	1.331
MRVI1	1.54266666666667
ZNF581	0.362166666666667
ELOVL3	0.2875
OR51Q1	0.26525
CACNB3	1.86416666666667
GALNT13	-0.995125
C10orf84	0.59425
NEDD4	-1.3644
SPO11	0.643
OR5AU1	0.454
NEK4	-0.215142857142857
PRKAR2A	-0.322166666666667
IHPK1	0.162166666666667
ATP6V0B	0.62975
CACNA1E	1.1405
CEACAM8	-0.244333333333333
PEX14	0.4395
FLJ12993	2.9845
ZBTB38	0.237416666666667
PCTK2	-0.1335
LRRC16	1.0424
FBLIM1	0.855833333333333
FYCO1	0.53775
RP5-1022P6.2	0.5
CMTM1	-0.0491666666666667
PLTP	0.5915
RAPH1	0.582125
DOCK8	0.95725
EZH2	-0.0445333333333333
SLC25A1	0.974333333333333
PLEKHB1	-0.6478
GRB7	1.1414
ZFP37	-1.3335
MRPL33	-0.789
PELO	-0.5465
ARMC1	-0.428818181818182
C9orf27	-0.03725
FLJ25778	0.234
C9orf37	-0.975833333333333
TMEM66	1.16725
SPRN	0.450375
HBEGF	-0.109
PI4KA	0.102
LEPRE1	-0.5325
POU2AF1	-0.222375
MRPL12	-0.355833333333333
REP15	0.6705
ZC3H3	0.81325
RASAL1	-0.39625
DDAH1	0.782625
ACBD5	0.2565
TMC2	-0.00599999999999999
CCDC137	0.663
SAMD13	0.346833333333333
UGT2B15	-3.34533333333333
TIPARP	0.41775
DNASE1L3	1.4295
TRIM72	0.684166666666667
DBX2	0.79
IPO8	0.2255
C21orf88	0.0431
MAP3K14	0.40925
LOC51233	0.582666666666667
GGTLA4	0.0275
PDE6D	-0.265
ZNF117	-0.60775
CLK2	-0.874625
NKRF	-0.70775
TNFSF15	-0.0566
DUSP2	0.859875
SECISBP2	-0.1002
GABRR2	-0.4075
PPAP2C	1.17875
LOC51145	0.174
PAG1	0.004
PIK3C3	0.08675
GNG10	-0.4505
APOL4	1.02016666666667
ANKRD28	-1.28325
STMN3	-1.0234
RAB14	0.9037
CDK2AP2	-0.076
HDDC3	0.15325
COMMD7	0.36375
CXXC1	-0.49375
HMCN1	-0.359666666666667
CD40	1.12775
DYNC1LI2	0.794875
GDI1	1.01575
LOC646938	-0.1515
VSNL1	-1.0045
PIH1D1	0.976833333333333
RAET1G	0.1015
KRTAP5-9	-0.0135
EFTUD2	-0.7505
ZNF311	0.613833333333333
ATP6V1G3	-0.02625
OR2W3	-0.073
SCN4A	0.21475
MED10	-0.161625
FAM135A	-0.5875
ARHGAP4	-0.58025
EHMT2	-0.24375
UFD1L	-0.1205
ERMP1	0.36825
MAG1	-1.63866666666667
THAP8	1.36333333333333
HACE1	-0.459833333333333
FAM82C	-0.0303333333333333
C3orf20	-0.466
UNC84A	-0.619166666666667
SCD5	0.612285714285714
LASS6	1.685125
LSG1	0.637166666666667
MAL	-4.9345
GPR22	-0.364
WDR5B	0.69975
ACTRT1	0.3985
C17orf60	0.3385
GRIN2C	1.5209
ARMC8	-0.307166666666667
SLC47A1	-2.05916666666667
DMPK	0.253
DHRS13	1.02233333333333
SMC1A	-0.2225
KRTAP17-1	0.189
SMYD5	-0.561
TUSC2	0.286
CRHR2	0.2065
KIR3DL2	0.5975
CCDC104	-0.125
ATP2C1	0.3175
CROT	-0.229
PABPC3	-0.445
EGR1	0.4635
THSD1	0.7625
KHK	-1.741
SLC12A2	1.1286875
CD58	-1.05425
STOX2	-1.15716666666667
CCDC76	-0.7253
CCDC48	1.76225
DNAH1	-0.2325
ZIC4	0.3205
OR1G1	0.1925
PSMC6	-0.1225
PROKR1	0.631
ABCB1	-0.048625
TRAT1	0.611
LLGL1	0.4145
MTF1	1.87175
USP54	-0.00725
PAGE2B	-1.1125
ITGB7	-3.917
CCDC81	-0.225
LOC149837	0.19175
SCUBE1	0.122
ZSCAN10	0.8135
HUWE1	0.426785714285714
CDH17	0.0635
CD180	0.65025
IL17A	-0.3075
TMPO	-1.17675
KIAA1524	-1.111
HDGFRP3	-0.705666666666667
OXCT1	-2.39318181818182
RRAS2	-0.827333333333333
LTBP2	2.729625
SV2B	0.7875
CYP2A6	0.456875
PKD1L2	-0.4615
PPM1M	0.37325
FLJ22662	1.26683333333333
ZNF502	0.24875
GP6	-0.356
CRYBA2	0.669
LEF1	-1.3718
CTPS	-1.29628571428571
EYA1	-1.74583333333333
EPS8L1	2.9085
MAPK14	-0.0763333333333333
SERPINB2	-5.0445
GTF2F2	-0.258166666666667
ZNHIT4	-0.325
PLA1A	0.67925
C20orf114	3.0295
HPR	-5.091
C18orf2	-0.300333333333333
SATB2	-0.59225
KCNJ9	-0.20125
MGC157906	0.6735
MOCS3	1.67275
C17orf71	-0.417666666666667
PPHLN1	-0.3738
HIST1H2BN	0.4975
RAPGEF1	-0.0635
MAP3K8	0.279
DLG4	-0.0823333333333334
STC1	2.13666666666667
CDGAP	0.8875
DDX26B	-1.9815
LOC150223	-0.224
CPSF3	-1.15316666666667
TMEM14A	-0.87325
MYH3	-1.5835
GPKOW	0.07675
SULT1A1	-0.0861666666666667
SPON1	2.1891
YY1AP1	0.0693333333333333
RAB23	-0.971
PLA2G4A	-3.793
MAPRE3	0.22
ZNF516	0.969071428571429
GGPS1	0.525
EXOC3L2	-0.3275
C19orf42	-0.7056
MAP2K2	-0.0968333333333333
HIST1H2BB	1.60925
RNF19B	1.35216666666667
C6orf128	-0.2205
TLR8	2.60825
PCDHA9	0.4255
CARS2	0.00325
CLUL1	1.51266666666667
RHAG	-4.30216666666667
UNK	0.819
EXOC8	-0.068
C9orf95	1.0045
C14orf143	0.213166666666667
MAML3	-0.183125
LDHA	-2.29775
MRPL20	0.696375
KLHDC6	0.0926666666666667
ATP5S	-0.805333333333333
C8orf55	0.41275
PHF19	-1.9545
KRTAP13-4	0.5485
TTC5	0.28075
XKR5	-0.019
SILV	-4.98216666666667
TEX28	-0.288
TCTN1	0.858
CX40.1	0.03875
PPP2R5C	-0.199625
C12orf30	-0.720333333333333
CAPG	1.83675
MPZL1	0.07545
ARSB	-1.11633333333333
TDH	0.18025
WASF4	1.113
TSSK3	-0.781833333333333
7A5	-0.121
CRISPLD1	-0.04
MAD1L1	-0.290333333333333
SPIN4	-0.836833333333333
AMPD1	0.388
DPYSL5	0.2935
INPP1	-0.0678333333333333
ANKRD11	0.173444444444444
NPAS4	0.215875
GCET2	0.4883
RNASE9	0.4205
GUCY2D	-0.00883333333333334
CCDC98	-0.3365
FGF4	-0.141
CPM	-1.04883333333333
SLC26A4	0.11
PLD5	0.1385
FAM59A	1.9421
FBXO5	-1.64133333333333
SIPA1L1	0.30475
DPYS	0.28075
ATG4D	-0.21325
TGM3	0.9775
MTCH1	0.085625
HK1	0.226785714285714
CDC26	0.00325
GALNT12	-3.078
LOC339229	0.4745
MRPL35	-0.568875
ORC4L	-0.286875
TNKS	-0.0484285714285714
C2orf24	0.539833333333333
ZNF553	0.659166666666667
GGTLA1	2.2564
ZNF497	1.70225
CDY1B	0.32975
SLC30A4	0.208375
TUB	-1.246125
ARHGEF18	-0.33825
ARRB1	0.18475
KCNK1	1.161625
EREG	-1.0891
SCAMP5	-0.56925
RUNDC3B	1.65875
ADAMTS20	0.02125
IL17RB	-1.39775
FLJ20323	-0.66425
MCAM	0.013375
POLR3E	-1.53491666666667
AQR	-0.371833333333333
IPMK	0.3795
CDCA7	-3.780875
CAMP	1.277
GRHL3	0.06825
ADAMTSL2	0.4065
CLMN	1.84833333333333
SSTR3	0.7335
MAGEA5	-2.21633333333333
OVOL2	3.27725
JMJD1B	-0.066
RBL2	0.2557
PYGO2	0.61325
PPP1R10	1.38016666666667
CSE1L	0.349666666666667
LCA5	0.608
RDH16	0.5735
ASRGL1	-1.52225
TOM1	0.783166666666667
PTX3	-4.12425
TTC15	0.27225
SCGB3A1	1.82116666666667
MRPL50	-1.39725
RCAN3	1.043375
SLC26A11	1.78825
STYX	0.363166666666667
CINP	-0.44375
MARCH7	-0.34025
PFKM	-1.61416666666667
SGMS1	0.100666666666667
RIOK3	-0.3497
C1orf110	0.49
CES7	0.434875
LOC440248	-3.045
PPP1R12C	0.31175
C10orf27	0.6555
ATG9A	-0.55025
MRPS26	1.9035
TMEM40	2.04175
ELP3	0.0362
ZNF787	0.8275
HIAT1	0.49875
C8orf34	0.554
MGC4655	1.0246
PELI1	-0.119
PPT1	0.1679
SLC35C2	0.802166666666667
C6orf125	-0.52725
MUC4	-0.525833333333333
RFC4	-2.00828571428571
GNB2	0.2875
NUP50	-0.0762857142857143
SULT4A1	-0.436666666666667
C7	1.3765
CCDC130	-0.652666666666667
ARRDC4	-0.42975
RQCD1	-0.93475
GLYCTK	-0.77625
AYTL2	-0.319454545454545
MTUS1	1.6347
LEMD3	-0.300833333333333
PLEKHF2	1.961
HOXA7	-0.09
GTF3C2	-0.138
DYNLRB2	2.60925
CNOT10	-1.13375
MR1	-0.272166666666667
FFAR1	0.119
PRIC285	0.52775
SLITRK6	3.91025
LIX1	-1.1181
UBE1L2	-0.50025
F8	0.534
ACHE	0.151333333333333
KPNA5	-0.13775
TNFRSF12A	0.147166666666667
EGR3	1.9475
SERPIND1	-3.8755
OASL	3.01
IFRD1	-1.50125
WDFY1	0.0595
ZNF267	0.065625
ACCN5	0.396
ZBTB6	0.03375
PPP1R3A	-0.234
PRRT3	0.88425
FBXL19	-0.412
TXNIP	0.624285714285714
ACTN2	-0.88625
ATG9B	-0.1575
C9orf117	0.89525
IL27	-0.082
RPL36AL	-0.210833333333333
KLK15	-0.378
CHAD	0.724
RAP2B	-0.0246
HEBP2	0.88675
ZNF342	1.429
CAMK2G	0.099
TLR3	0.93525
FGF14	0.3895
HMGB2	-0.45625
TRPM5	-0.146333333333333
OR5M11	0.325
KIF3B	0.612947368421053
PRICKLE2	-0.8835
MTMR9	0.059
C3orf27	0.15375
GLRA3	-0.953833333333333
NSDHL	0.0421666666666667
TMEM32	-0.47125
POLR2D	-0.596333333333333
MYADML	0.1395
C9orf114	0.796
MRGPRX1	0.1655
TOPORS	0.5365
CLDN19	0.344
C1QL4	-0.2195
RNF165	-0.982
DHRS9	0.0505
DNAH2	-1.14833333333333
FXR1	-0.843666666666667
ZMYM3	-0.3495
CASP3	0.534666666666667
FAM120C	-0.015875
SCLY	-0.90325
CA7	-0.233
ENTPD5	0.3425
ZNF461	-0.018875
PDIA5	-0.341
C1orf19	-0.851833333333333
TMEM67	-0.83575
KCTD20	-0.32675
WDR47	0.8255
FLJ38723	-0.11
KLRF1	0.5725
TAS2R16	0.589
CLDN12	-1.071
PRKCE	-0.58375
UBXD4	-1.11725
ITGAM	2.04566666666667
GLT8D3	-0.460125
WDR31	-0.0177
RGS2	1.951
OR51L1	0.309
MST1R	-0.757
KIAA1737	1.58925
OR4A5	0.101
GLIS1	-1.08833333333333
PTMA	0.711714285714286
NAPA	1.17975
PRDM11	0.173
LIPF	3.783
DIRAS3	0.26025
ASGR2	-4.0425
C1QTNF4	0.70925
PIK3R4	-0.0486666666666667
ARMC3	1.90225
NDUFV3	-0.285833333333333
BTBD3	1.93416666666667
PPP1R2	0.477416666666667
UBE2NL	0.13075
FOSL2	0.754642857142857
FAM119A	-1.3765
TUBA4A	-0.1302
KRTAP12-1	0.132
SFRS2	-0.63875
RHPN1	-0.0109
EEF2	-0.802833333333333
ZDHHC11	0.757666666666667
EPHA3	-1.5765
RBM12	0.17975
H2AFJ	3.13866666666667
EDIL3	0.7675
KIF26A	-1.78025
SERGEF	-0.674
B3GALT4	3.109
LOC90925	1.44033333333333
OSCAR	-0.012375
NPFF	-0.732875
DEDD	0.184375
TMEM155	-0.416375
PTPN1	2.252
SCYL2	0.200833333333333
SKAP1	1.59875
LEAP2	-3.214
GADD45G	1.6332
IFITM3	0.87275
PILRB	-2.58833333333333
SLU7	-0.1314375
DSC3	0.322
DNMT3L	-0.76475
PAPD5	0.679375
B3GNT3	0.366166666666667
LHCGR	0.1025
MSL-1	-0.48025
UBE2S	-0.84925
SAP130	-0.47725
ANAPC11	0.7565
MAGED4B	-2.008
ATP6V1B2	0.248
C14orf179	1.60725
CAPZA1	0.392375
CDYL2	0.968333333333333
GLRX3	-0.912333333333333
LOC136288	-0.53675
MOBKL1A	-1.388
HTR2B	1.763
CRYGD	0.272333333333333
NUS1	-0.8415
PGRMC1	0.936
MYOM2	-1.012
FLJ39653	-1.95033333333333
CHM	-0.4136
OR5M8	0.604
ZNF619	0.3995
FAM105A	1.24
CCNL1	-1.7035
NAP1L3	-0.6595
C10orf57	1.62483333333333
B3GALNT1	0.414666666666667
CSN1S2A	-0.1615
TCP10L	0.123
GDAP2	0.248625
DMKN	-1.65583333333333
COX6B1	0.36175
DNASE2	0.420666666666667
MSH5	-1.92075
LGMN	0.487625
USP31	-0.6798
OR13C8	0.1275
SDCBP	-0.307
NUDT11	-2.6735
PYGL	-2.77966666666667
SNPH	0.928333333333333
B3GNT4	1.4825
MIZF	0.0639
NUBPL	-0.308625
NOD1	-0.4515
CDH22	0.3605
NUBP1	0.368166666666667
DSCAM	-2.68525
DGKI	0.098
FAM136A	-0.74525
AKAP1	-0.497
SLC16A6	0.14375
RIN3	0.37175
PSG2	0.01025
DIP2B	0.574416666666667
PSORS1C1	-0.3196
KIAA0495	0.108
FLJ90709	-1.17766666666667
LPA	-0.203666666666667
PIGA	-0.171166666666667
LY75	2.71516666666667
UTS2	-3.4195
RREB1	0.40725
GALNACT-2	0.0066
MGC3196	-0.52425
FLJ31568	0.821
LPHN1	-1.34475
SP1	0.134875
TOX4	0.1345
HSPA9	-0.4804
APOBEC1	-0.2065
SLC35E4	-1.292
LSM5	-1.18925
SURF1	1.0115
ZBTB1	0.43725
GTF2F1	-0.024125
RPS15A	-0.483142857142857
DUSP21	-0.0865
GINS4	-2.128
MYO15A	-0.545166666666667
GIMAP7	3.5735
MGC13379	0.58775
ATP6V1E2	-1.075
UTP3	-0.3495
HNRPA3	-0.729
MT4	-0.0295
C14orf155	0.22675
U1SNRNPBP	0.6125
CKLF	-0.725
PLEKHN1	1.292
MBNL1	-0.293666666666667
NUP160	-1.52
ACSM2A	-1.207
LOC129881	-0.044
KIAA1529	-1.42975
FLJ22639	-1.724
HAND1	-0.9375
GSX1	0.202
FGA	-3.5415625
SERPINB1	-0.81925
ZNF642	-0.10125
IGFBP1	-8.77975
SLC1A1	-0.08475
DHX57	-0.08575
ZNF766	2.11
PTPN21	-0.8464
GDPD3	-1.48016666666667
PNPLA5	0.14
TBR1	-0.0765
FAM116A	-0.843
IQGAP1	0.17625
FOS	0.576625
ZNF226	0.08925
FIGNL1	-0.885
C14orf1	0.6215
ZMYND17	-0.2965
PUS7	-1.373
TUBB6	-0.158125
KCNQ2	-1.71
MARCH6	-0.185833333333333
CCDC33	0.3615
PRODH	-0.91175
RBM11	2.03425
EPHA6	0.256125
SLC43A1	-1.04525
LOC196541	-0.00224999999999999
NTN1	0.907666666666667
ING4	0.672
PCDHB10	1.2655
DPH2	-0.529833333333333
SPACA4	0.2785
FBXL21	-3.2685
DIAPH1	-0.566333333333333
ZNF71	1.4375
CEP76	-1.268
CORO1A	0.52575
RRM2	-1.027
EDG4	0.5265
OS9	0.0723333333333333
SLC4A1AP	-0.3235
COG5	0.0655
COPS8	-0.15075
NGLY1	-1.1245
NCBP2	-0.034
C17orf42	-0.253666666666667
GPSM3	0.691
SIL1	0.510166666666667
ASB6	1.01475
SMAD5OS	-0.2865
UNC93A	-2.13675
A1BG	1.19816666666667
C21orf62	0.438
FMO5	-1.84466666666667
ATRIP	-0.081
CEBPG	0.126333333333333
C7orf38	-0.510666666666667
TNFRSF1B	1.6275
CLEC1A	0.8445
IQSEC1	-0.432625
PATZ1	1.6419
RBM22	0.701125
BAG2	-3.22283333333333
PAQR5	-1.73116666666667
C9orf127	0.8909
THNSL1	-0.39525
SHROOM3	2.3411
JAM2	0.65575
SNRPN	-2.20025
ALX4	-0.18
CACNA1S	-0.0105
FAM130A1	0.9475
CORIN	0.09
CD300LB	0.678
PLEKHG6	0.6785
LRRC40	-0.799
PCLKC	-1.075
PCDHB16	-0.460666666666667
WNT2B	0.511333333333333
ASNS	-2.08077777777778
MRPL49	0.418875
FLJ46111	1.1345
ISG20	0.875375
SMU1	-0.121833333333333
CASZ1	0.3205
POLR1D	-0.11025
GIN1	-0.4105
SNAG1	0.3195
ANKRD29	-1.26
CDKN2AIP	-0.23925
KRR1	-0.073
CXCL1	-2.63533333333333
EPM2A	0.0313
PC	0.9165
DEFB127	0.2455
PDZRN4	-0.0693333333333333
FAH	0.558875
OR51E1	0.633
CDC2L6	0.323
DNTTIP1	1.01
PAX8	-0.85825
TMEM116	-0.9225
C1orf150	-0.21
PRO2012	-0.06625
MRPL40	-0.124
BEX1	-1.7166
SLC2A4	-0.888166666666666
PKMYT1	-0.7405
FEZF2	0.131
SLC26A9	-0.84675
MAP2	0.0303333333333333
LYL1	-0.951
SLC25A19	-0.0546666666666667
NOS3	-0.2555
ZNF34	1.238
TMPRSS11F	-0.0465
FAM43A	-0.177
FCRL4	0.359333333333333
KLF14	0.15725
FLRT2	-0.7425
WRN	-1.30175
SDF2	0.9211
KRT8P12	1.02725
C6orf195	0.232
C9orf125	-1.73683333333333
DZIP3	-0.627875
RIT1	0.115083333333333
SCML1	-1.38366666666667
RHBDF2	0.524125
OR2G3	0.2935
REXO1L1	1.361
MAP3K7IP3	-0.57325
C3orf57	-4.34875
FBXW11	-0.864333333333333
ETAA1	-1.00475
C14orf131	-0.8544
AKT1S1	0.39525
SLC12A5	-0.57975
C9orf164	0.85325
NRIP3	0.407375
NOS1AP	-0.47775
TMEM121	1.96175
SAP30BP	1.2355
DGCR6	1.833
WDR76	-1.38875
FAM82B	-0.498833333333333
LOC606495	-0.2
MAP9	1.05475
BCDIN3D	0.8655
CXorf36	2.30483333333333
DSCR3	-0.3195
ZFAND3	0.83125
C7orf43	0.580333333333333
SPSB3	0.7087
C19orf19	0.35775
FAM133A	-2.220875
C12orf25	0.139
SLC39A3	-0.82625
DISP2	-0.5015
PI4KAP2	-0.959
MKRN3	-1.35083333333333
ADAMTS13	-0.7715
CBLN3	0.3153
TTYH1	-1.22883333333333
C3orf18	-0.4095
FLJ13236	-0.40575
ZMYND12	1.856
C18orf25	0.5085
GLB1L3	-0.5775
ATP13A5	0.41
RANBP10	0.463
CD96	0.265
DENND1C	0.716
RBMS3	0.0343
SLC41A3	0.6285
DGCR6L	1.73075
TMEM128	0.4515
CSNK1G3	-0.173571428571429
MOBKL2C	1.253375
TSPAN6	-1.453875
MATN2	0.9789
MSL2L1	-0.601333333333333
ST6GALNAC2	-0.069
FGFBP2	-0.10125
FGL1	-6.59583333333333
MPP3	-0.705
ARHGEF6	0.38
TGFBR2	0.496875
ACMSD	0.0295
IL33	3.3805
C9orf5	-0.56275
DEAF1	0.5035
AMN	0.438
DEFA6	0.0835
RNF212	-0.14175
METT5D1	-0.152
CIB1	-0.0017
TSSK1B	0.03825
KIAA1727	0.58025
ZNF680	0.06075
LOC399900	-0.621
LOC152217	0.130333333333333
CTNNAL1	-2.8525
CIT	-1.11258333333333
TLE6	-0.5945
ZNF607	-0.375
HERC4	-1.34133333333333
DRAP1	-0.2091
PEMT	-0.6385
C10orf111	0.2355
ZNF575	0.790625
KCTD7	0.13625
MYO1F	0.637625
LOC285382	0.2365
RAB11A	-0.355
PLCD3	-0.4045
C15orf28	-0.0225
PTBP2	-0.93075
CTB-1048E9.5	0.521875
C19orf60	-0.483833333333333
C7orf25	0.2975
SETD7	0.6005
HOXB9	-4.6155
VANGL1	1.207125
CHAF1B	-0.9165
NDUFA3	0.23775
KIAA1328	-0.0983333333333333
SHARPIN	0.92275
TTC23	-0.797375
UGP2	0.114916666666667
ANKIB1	0.1293
CIRBP	1.45685714285714
SEC14L4	-1.67283333333333
OVCH1	-0.0765
VPS52	-0.1785
FAT	-1.381625
M6PRBP1	0.16225
GPRIN3	0.237
PPM1F	-0.69
TSR1	-0.98775
CCDC85A	0.25625
PCSK5	1.126
ZFHX3	0.4005
HEMK1	-0.6391
PGBD2	0.20925
RSRC2	0.0178333333333333
AURKC	-0.796833333333333
SCRIB	0.702
ORM2	-4.84283333333333
FAM115A	1.6388
FZD6	-1.719375
UNC119	1.05933333333333
GPX3	-0.3889
NOV	-0.998875
CABC1	-0.45175
CDC42SE2	0.4609375
EIF2S2	-0.5372
RNF130	0.250125
CKAP5	-0.674333333333333
RP11-413M3.2	1.0065
C10orf18	0.123
TMEM93	-0.41775
DYX1C1	0.5595
KCNMB2	-0.71975
ANK3	1.69691666666667
KRT5	-0.2646
CDH12	-0.815
QRSL1	-0.253625
JUB	0.1725
SHC4	-1.871625
CCL15	1.12066666666667
CCDC22	0.04075
SNX24	-0.1045
RARS	-0.67725
MORC2	1.253125
FAM48A	0.31075
MT1H	-0.4735
PPP1R14C	-1.603
FOXD1	-2.78042857142857
C1orf213	-1.57575
AMT	-0.4298
DSN1	-1.61975
PTPLAD2	2.199
DIS3L	-1.07675
RASL11A	-0.2675
GPRC5B	-0.02125
FRMD7	-0.4065
STRN4	0.811
KITLG	1.43577272727273
HDGF	0.195
OR1S1	0.137
SETX	0.4382
DDR2	-0.324875
KCTD12	1.72575
LYZL2	-0.15525
WDR52	-0.4045
TMEM2	0.835375
ZNF579	0.188666666666667
LOC200810	-0.053
TNFSF9	-1.8825
PPFIA4	-3.8905
CNIH3	0.974
MAP4K4	-1.24714285714286
ROD1	0.242928571428571
ALS2CR12	0.112333333333333
DOCK3	-0.889
PAQR9	-3.5835
ASB17	-0.0175
STX16	-1.4555
FEZ2	-0.00733333333333334
DLAT	-0.654833333333333
KIF21B	-1.02866666666667
CDC5L	-0.44325
TMEM119	0.6465
CRIP3	-1.3135
TPSD1	0.0671666666666667
TEPP	0.17025
GNGT2	1.3125
C21orf121	1.202
WNK1	0.0514545454545455
FLJ10490	1.0332
OR51B5	-2.021
LOC203547	-0.89625
HAS1	-0.4175
PPA1	-0.488333333333333
ST7	-0.15075
C11orf46	0.3799
POPDC3	-3.53283333333333
ACOX2	0.503833333333333
ATCAY	-0.316833333333333
TM4SF19	-2.272
MFSD9	-0.455666666666667
PDHB	-0.87425
ERN1	-0.088
LCE3C	-0.088
GPR111	0.54
NOTCH3	1.36033333333333
ADAMTS5	1.30675
B3GALT1	-0.43425
UGCGL1	-0.423666666666667
FAM58A	0.887333333333333
FBXO32	1.318
CLPP	-0.90375
NXPH1	-0.93625
MTMR3	0.874833333333333
ATP1B3	-0.895375
TMEM16A	3.22475
HIST1H3F	0.745
TRIM25	0.0736666666666667
SDCBP2	3.1275
CRKL	0.0205
HOXB2	1.21433333333333
ANP32B	-0.39225
GATM	2.2255
AP4E1	-0.263625
EDG5	0.371875
CDKN3	-1.50183333333333
CDH4	-1.9095
PGD	0.610833333333333
RND1	0.7105
GAD1	-2.9646
MPG	0.29225
LOC440350	-1.0875
ZNF133	-0.8205
SERPINB12	-0.018
AMELY	0.11
DHX36	-0.57025
TNFAIP8L2	2.801
PHTF2	-0.464166666666667
CCDC112	-0.275666666666667
IQCC	0.11
HEYL	2.5385
FTSJ2	-0.181833333333333
APPL1	0.01825
RAB43	0.989642857142857
OR10G2	-0.062
WAC	0.172666666666667
ADCY9	1.646
RUNDC2B	0.480666666666667
PYCRL	2.0809
AGPAT7	-0.783833333333333
SLC22A9	-0.459166666666667
CDKAL1	-0.363
PDYN	-0.0471666666666667
C20orf74	0.069
MTMR11	-0.75
VAV3	3.53958333333333
DAPL1	-0.02825
STXBP3	0.062
EIF3G	-0.41475
ARHGAP22	-0.63575
NPFFR1	0.123
NPC1	-0.9995
ALDH9A1	0.9035
ZNF600	0.646
ZNF678	-0.596166666666667
RASSF1	-0.1025
ADD2	-2.10125
PITPNB	0.773375
PKD2L2	-0.01075
LRP11	-0.9365
CDKL1	-0.1015
SMEK2	-0.30925
PRODH2	-3.62966666666667
C11orf54	-0.240666666666667
SFRS11	-0.782666666666667
IL7	0.373166666666667
ALS2CR16	0.78175
BTG3	-0.959333333333333
PAK2	0.167111111111111
RP11-679B17.1	-0.05175
GATA4	-1.689
ATP2B1	-0.06375
LOC130940	0.4495
C1orf172	3.01016666666667
ATF7IP2	-0.4755
SLC25A43	-0.396166666666667
CENTG3	0.859833333333333
IGF2BP1	-4.1285
FCHSD1	-0.063
CAMK2N2	0.841833333333333
ELAVL3	0.1149
NBPF15	-0.630333333333333
UBE2J2	0.721166666666667
GNL2	-0.6795
PRR3	0.1904
NLF2	1.051
OR4F6	0.491
KLHL24	0.287
CCDC88A	-1.8071
SGPP1	-1.0365
C10orf11	-0.284
SLC35B4	-1.3595
UGT3A2	-0.9395
ARNT2	-1.1926
CBR1	-0.075375
ITPR3	-1.21416666666667
TRAPPC6B	-0.3349
AMZ1	2.1555
ARP11	2.74725
WDSUB1	-0.2085
APBA1	0.335166666666667
RAB2A	0.5487
C6orf162	-0.548
HPSE2	0.1295
PLCE1	-1.0085
INSL3	0.816
DLG1	-0.3298
PTPLA	-3.6535
PIGX	-0.0815
TFIP11	0.756833333333333
FIBIN	1.712
POLR2G	0.102
GRAP2	-1.0227
DNAJB8	0.06875
CNBP	0.255833333333333
WASF1	-1.49875
INPP5E	-0.5695
HSPB1	2.1929375
TMEM167	-0.5843
CUBN	-0.14175
IGF1	1.887625
ITPK1	1.6144
NAALAD2	-0.502
G3BP1	-0.2231
NT5DC1	0.255875
CYP39A1	-0.116
TMEM139	0.6555
POLK	-0.767333333333333
GLULD1	-0.7145
RBM15	-0.767333333333333
AMZ2	0.725
GDF15	-3.182
MESDC2	-0.62125
INCA	0.953666666666667
ACY1L2	-2.6645
GZMM	0.365166666666667
PAIP1	0.518
CACNA2D1	0.13525
STK32C	0.338333333333333
SH3BP4	0.9945
DEC1	0.574
PADI1	-0.1435
UBB	0.5928
PON3	-2.13433333333333
PROP1	0.364
ANKRD13B	0.168
ADCK1	0.355
TCF25	0.97025
SLC38A5	-2.73825
CXorf26	0.317333333333333
C19orf39	0.3045
PPP1R13B	1.86
ARL2	-0.472
TCL6	0.17375
TOP3A	-0.6005
SLC16A14	0.859
FXYD6	1.0275
HIST1H4E	0.04725
BBC3	0.250105263157895
UNC5A	-0.277166666666667
FAM86C	-0.3119
PI4KB	0.504125
B3GAT1	-2.794
SUSD2	2.82633333333333
OAZ2	-0.338333333333333
NOC4L	0.19125
C10orf12	0.67475
FADS1	-3.36383333333333
LOC144097	-0.2705
DKK2	1.61316666666667
KIAA1949	0.37675
RHOT1	0.221
OXT	0.787333333333333
GPR153	0.804
ARL4A	-1.43633333333333
SAAL1	-1.8195
CCDC64	-0.128
USE1	-0.5865
HNMT	0.0918333333333333
PCGF3	0.6581875
CYP2C19	-0.076
C20orf4	0.144
CCDC11	0.38925
ACSBG2	-0.0595
RWDD2A	0.465
PALLD	2.27075
CPLX4	0.5055
