Hybridization REF	TCGA-B6-A0RQ-01A-11R-A115-07
MUSK	0.295166666666667
ZNF434	0.353833333333333
SMARCD1	-0.1285
ZFP106	0.57975
ZNF347	0.5566
GTF2E1	-0.15075
RY1	-0.7
ATAD2B	0.33925
ARHGAP17	-0.2497
KCNIP3	-0.902
SFPQ	-0.133375
GFRA4	-0.208166666666667
AKR1B10	-0.86375
TIGD6	1.37033333333333
RGS16	-0.786625
URB1	-0.0384
OR4C46	-0.2772
TOP3B	-1.28925
NFATC4	-0.4845
CA14	-4.74125
BMPR1A	0.781333333333333
SNRP70	-1.37225
PRL	0.0680833333333333
C6orf130	-0.112
STAG2	0.56075
CD55	-0.9035
RPS23	0.927
SSX2	-1.68483333333333
FDPSL2A	-1.205
FBXO27	0.911625
SYNGR3	-1.549
TMSL3	0.46275
EML1	-1.926
NUP93	-1.28708333333333
SMAD3	-0.7628
KIAA1189	-0.515166666666667
HNRPUL2	0.146833333333333
TBC1D12	0.508
C16orf24	-0.04175
MRVI1	1.88783333333333
ZNF581	-0.419
ELOVL3	-0.198
OR51Q1	0.27025
CACNB3	0.5825
GALNT13	-1.572625
C10orf84	1.0826875
NEDD4	0.2208
SPO11	1.078
OR5AU1	0.33
NEK4	0.311285714285714
PRKAR2A	-0.272833333333333
IHPK1	-0.645166666666667
ATP6V0B	-0.401625
CACNA1E	-0.167
CEACAM8	0.407833333333333
PEX14	0.024
FLJ12993	2.3945
ZBTB38	0.5765
PCTK2	0.112666666666667
LRRC16	0.8361
FBLIM1	0.88775
FYCO1	1.493
RP5-1022P6.2	0.83175
CMTM1	-0.409666666666667
PLTP	0.1365
RAPH1	0.86725
DOCK8	1.016875
EZH2	-2.03906666666667
SLC25A1	-1.0515
PLEKHB1	0.4802
GRB7	0.8658
ZFP37	0.47
MRPL33	0.02825
PELO	-0.8345
ARMC1	-0.329
C9orf27	-0.00987499999999998
FLJ25778	-0.3135
C9orf37	-1.42533333333333
TMEM66	0.866
SPRN	-0.018125
HBEGF	-0.2065
PI4KA	-1.008
LEPRE1	-1.1595
POU2AF1	-2.343125
MRPL12	-1.3965
REP15	0.629
ZC3H3	-0.46175
RASAL1	-0.60525
DDAH1	0.901375
ACBD5	0.031
TMC2	0.2995
CCDC137	-0.97675
SAMD13	0.788833333333333
UGT2B15	-0.0628333333333333
TIPARP	0.31025
DNASE1L3	0.9795
TRIM72	-0.0623333333333333
DBX2	0.4115
IPO8	-0.5905
C21orf88	-0.4243
MAP3K14	0.34075
LOC51233	0.234666666666667
GGTLA4	0.34425
PDE6D	-0.7195
ZNF117	0.53425
CLK2	-0.972875
NKRF	-0.39325
TNFSF15	-0.279
DUSP2	0.374
SECISBP2	0.3333
GABRR2	-0.309
PPAP2C	1.74825
LOC51145	-0.0883333333333333
PAG1	-1.13125
PIK3C3	-0.034
GNG10	-0.569
APOL4	0.9635
ANKRD28	-0.67625
STMN3	-1.14
RAB14	1.2944
CDK2AP2	-0.56175
HDDC3	-0.248875
COMMD7	-0.2445
CXXC1	-0.42325
HMCN1	-0.0716
CD40	0.70925
DYNC1LI2	0.725125
GDI1	0.088
LOC646938	-0.25225
VSNL1	0.484166666666667
PIH1D1	-0.605833333333333
RAET1G	-1.0315
KRTAP5-9	-0.7785
EFTUD2	-0.8885
ZNF311	0.6435
ATP6V1G3	1.18575
OR2W3	-0.00824999999999998
SCN4A	0.526
MED10	-0.93875
FAM135A	-0.0705
ARHGAP4	-1.73675
EHMT2	-1.05275
UFD1L	-0.648
ERMP1	0.16125
MAG1	-0.886333333333333
THAP8	-0.3295
HACE1	0.171666666666667
FAM82C	0.373666666666667
C3orf20	0.927
UNC84A	-0.401833333333333
SCD5	-0.152285714285714
LASS6	1.424625
LSG1	-0.00950000000000001
MAL	-4.148
GPR22	-0.0295
WDR5B	1.6465
ACTRT1	0.912
C17orf60	-0.996333333333333
GRIN2C	-0.4122
ARMC8	-0.36275
SLC47A1	-1.73166666666667
DMPK	0.049
DHRS13	-0.394166666666667
SMC1A	-0.2555
KRTAP17-1	0.13
SMYD5	-0.2975
TUSC2	0.320125
CRHR2	0.293
KIR3DL2	-0.208
CCDC104	1.20725
ATP2C1	0.696375
CROT	1.457
PABPC3	-0.0365
EGR1	1.74033333333333
THSD1	1.0325
KHK	-1.90225
SLC12A2	2.643
CD58	-0.65475
STOX2	1.075
CCDC76	0.2712
CCDC48	4.84125
DNAH1	0.0526666666666667
ZIC4	-0.529625
OR1G1	-0.5185
PSMC6	-0.2725
PROKR1	0.2665
ABCB1	1.38275
TRAT1	-2.964
LLGL1	-0.9985
MTF1	1.6685
USP54	1.054625
PAGE2B	-2.865
ITGB7	-4.34475
CCDC81	-0.448
LOC149837	-0.342
SCUBE1	-0.0265
ZSCAN10	0.1875
HUWE1	-0.244142857142857
CDH17	0.31
CD180	-0.13225
IL17A	0.233
TMPO	-2.1175
KIAA1524	-2.17883333333333
HDGFRP3	-0.348833333333333
OXCT1	-0.302818181818182
RRAS2	-0.528833333333333
LTBP2	3.5471875
SV2B	1.467
CYP2A6	1.869875
PKD1L2	-0.241
PPM1M	0.98375
FLJ22662	1.84416666666667
ZNF502	2.56625
GP6	-0.3855
CRYBA2	-1.14875
LEF1	-2.7652
CTPS	-3.02557142857143
EYA1	-3.12966666666667
EPS8L1	0.84325
MAPK14	-0.847333333333333
SERPINB2	-5.487625
GTF2F2	-0.3095
ZNHIT4	0.027
PLA1A	-0.84725
C20orf114	1.82875
HPR	-4.336
C18orf2	-2.89883333333333
SATB2	-3.06
KCNJ9	-0.045125
MGC157906	0.0685
MOCS3	-0.62575
C17orf71	-0.6865
PPHLN1	0.1331
HIST1H2BN	-1.83775
RAPGEF1	-0.576125
MAP3K8	0.6555
DLG4	0.437166666666667
STC1	2.0055
CDGAP	1.177
DDX26B	0.85125
LOC150223	-2.113
CPSF3	-1.01783333333333
TMEM14A	-0.044
MYH3	-0.23875
GPKOW	-0.05175
SULT1A1	-1.00666666666667
SPON1	3.4753
YY1AP1	0.162
RAB23	-0.569
PLA2G4A	-1.58575
MAPRE3	-0.122
ZNF516	0.104714285714286
GGPS1	0.5655
EXOC3L2	-0.013
C19orf42	0.4767
MAP2K2	-0.743333333333334
HIST1H2BB	-1.10875
RNF19B	0.513666666666667
C6orf128	0.0438333333333333
TLR8	1.4995
PCDHA9	-0.0435
CARS2	-0.521625
CLUL1	2.91283333333333
RHAG	-4.86633333333333
UNK	-0.058
EXOC8	0.6991
C9orf95	1.43575
C14orf143	0.33
MAML3	0.144
LDHA	-1.83775
MRPL20	0.3075
KLHDC6	1.1215
ATP5S	0.375333333333333
C8orf55	-0.8025
PHF19	-2.33675
KRTAP13-4	0.285
TTC5	-0.5985
XKR5	-1.016
SILV	-5.12216666666667
TEX28	0.25
TCTN1	1.0215
CX40.1	0.20825
PPP2R5C	-0.120375
C12orf30	-1.72666666666667
CAPG	2.0525
MPZL1	0.91985
ARSB	-1.60333333333333
TDH	-1.40325
WASF4	1.71225
TSSK3	-0.732833333333333
7A5	1.6665
CRISPLD1	4.465625
MAD1L1	-1.76166666666667
SPIN4	-0.349
AMPD1	0.39425
DPYSL5	0.2505
INPP1	0.759333333333333
ANKRD11	-0.146333333333333
NPAS4	0.144875
GCET2	0.6127
RNASE9	0.141
GUCY2D	0.433833333333333
CCDC98	-0.308
FGF4	-0.141
CPM	-0.922666666666667
SLC26A4	-0.581166666666667
PLD5	1.10825
FAM59A	1.3783
FBXO5	-2.48577777777778
SIPA1L1	0.296875
DPYS	0.116333333333333
ATG4D	-0.919
TGM3	0.099
MTCH1	-0.569375
HK1	-0.106230769230769
CDC26	0.446375
GALNT12	-3.88833333333333
LOC339229	-0.66975
MRPL35	-0.3495
ORC4L	0.394625
TNKS	-0.0939285714285714
C2orf24	0.0873333333333333
ZNF553	0.340333333333333
GGTLA1	2.4771
ZNF497	0.42825
CDY1B	0.0313333333333333
SLC30A4	0.579857142857143
TUB	-0.254
ARHGEF18	-0.055
ARRB1	0.76825
KCNK1	1.20075
EREG	0.5361
SCAMP5	-0.1255
RUNDC3B	3.07125
ADAMTS20	-0.099
IL17RB	0.58975
FLJ20323	-0.76975
MCAM	0.057
POLR3E	-1.73091666666667
AQR	0.289833333333333
IPMK	0.0765
CDCA7	-4.0325
CAMP	0.82625
GRHL3	0.12825
ADAMTSL2	0.130333333333333
CLMN	2.16283333333333
SSTR3	0.2135
MAGEA5	-2.0905
OVOL2	3.6215
JMJD1B	0.50525
RBL2	0.5904
PYGO2	0.44375
PPP1R10	-0.0265
CSE1L	-1.58866666666667
LCA5	2.552
RDH16	-0.379
ASRGL1	-0.104375
TOM1	-0.472666666666667
PTX3	-4.48075
TTC15	0.4
SCGB3A1	3.64166666666667
MRPL50	-0.69625
RCAN3	1.114
SLC26A11	0.629
STYX	-0.578333333333333
CINP	-0.5965
MARCH7	-0.29475
PFKM	-0.969833333333333
SGMS1	0.625833333333333
RIOK3	0.1504
C1orf110	0.2545
CES7	-0.15375
LOC440248	-0.88025
PPP1R12C	-0.93125
C10orf27	0.149
ATG9A	-0.6755
MRPS26	-0.029875
TMEM40	1.54875
ELP3	-0.5763
ZNF787	-0.3487
HIAT1	-0.037375
C8orf34	1.28066666666667
MGC4655	0.1899
PELI1	1.51183333333333
PPT1	-0.0378
SLC35C2	-0.803
C6orf125	-0.86725
MUC4	-0.751666666666667
RFC4	-2.51471428571429
GNB2	-0.701333333333333
NUP50	-0.532
SULT4A1	-0.7596
C7	2.688625
CCDC130	-0.189833333333333
ARRDC4	0.99325
RQCD1	-1.211
GLYCTK	-1.4715
AYTL2	-1.60627272727273
MTUS1	1.6688
LEMD3	0.922833333333333
PLEKHF2	1.29025
HOXA7	2.487
GTF3C2	-1.555
DYNLRB2	3.99425
CNOT10	-0.347
MR1	-0.305166666666667
FFAR1	-0.22525
PRIC285	0.1645
SLITRK6	5.5235
LIX1	-2.3109
UBE1L2	-0.60925
F8	1.705
ACHE	0.120666666666667
KPNA5	-0.13425
TNFRSF12A	-1.04883333333333
EGR3	3.217
SERPIND1	-4.24266666666667
OASL	0.0055
IFRD1	-1.387875
WDFY1	-0.296833333333333
ZNF267	0.01875
ACCN5	-0.975
ZBTB6	0.06575
PPP1R3A	0.9855
PRRT3	0.55875
FBXL19	-1.0705
TXNIP	0.793214285714286
ACTN2	2.918
ATG9B	-0.53725
C9orf117	-0.076875
IL27	-1.608
RPL36AL	0.591666666666667
KLK15	0.39
CHAD	2.3685
RAP2B	-0.511
HEBP2	1.46975
ZNF342	-0.195
CAMK2G	-0.378166666666667
TLR3	1.88275
FGF14	2.823
HMGB2	-2.07725
TRPM5	-0.279166666666667
OR5M11	1.329
KIF3B	0.563473684210526
PRICKLE2	1.8075
MTMR9	0.1105
C3orf27	0.1195
GLRA3	2.99333333333333
NSDHL	-0.702166666666666
TMEM32	-0.032
POLR2D	-1.82941666666667
MYADML	0.3265
C9orf114	-0.7195
MRGPRX1	1.2275
TOPORS	0.60975
CLDN19	3.0815
C1QL4	0.5395
RNF165	0.335
DHRS9	-0.89875
DNAH2	1.4178
FXR1	-0.481166666666667
ZMYM3	-1.0195
CASP3	-0.280333333333333
FAM120C	-1.007875
SCLY	-1.5995
CA7	-0.887
ENTPD5	0.561333333333333
ZNF461	0.149875
PDIA5	-0.80625
C1orf19	-0.512
TMEM67	0.4425
KCTD20	-1.48525
WDR47	0.738
FLJ38723	2.3605
KLRF1	1.13833333333333
TAS2R16	-0.316
CLDN12	0.50475
PRKCE	0.26925
UBXD4	-0.406
ITGAM	1.79516666666667
GLT8D3	-0.49825
WDR31	0.8886
RGS2	3.959
OR51L1	0.1875
MST1R	0.42125
KIAA1737	1.736
OR4A5	-0.216
GLIS1	-1.9495
PTMA	0.333285714285714
NAPA	0.5735
PRDM11	-0.1405
LIPF	-0.4775
DIRAS3	3.92775
ASGR2	-4.695625
C1QTNF4	1.91425
PIK3R4	0.15
ARMC3	3.009
NDUFV3	-0.66675
BTBD3	-0.1465
PPP1R2	0.168416666666667
UBE2NL	-1.31625
FOSL2	0.218071428571429
FAM119A	-1.92383333333333
TUBA4A	-0.3418
KRTAP12-1	-0.4665
SFRS2	-0.761
RHPN1	-0.7141
EEF2	-0.565333333333333
ZDHHC11	-0.344666666666667
EPHA3	-1.5457
RBM12	0.414
H2AFJ	0.39225
EDIL3	0.81
KIF26A	-1.4015
SERGEF	0.383
B3GALT4	2.274
LOC90925	-0.195
OSCAR	-0.59575
NPFF	0.664375
DEDD	0.11725
TMEM155	-0.7015
PTPN1	0.2255
SCYL2	0.452
SKAP1	1.96775
LEAP2	-2.40633333333333
GADD45G	1.265
IFITM3	1.1245
PILRB	-1.12766666666667
SLU7	0.359375
DSC3	4.042
DNMT3L	-2.118
PAPD5	-0.215625
B3GNT3	-0.3075
LHCGR	-1.3265
MSL-1	-0.1855
UBE2S	-2.91525
SAP130	-0.13075
ANAPC11	-0.1795
MAGED4B	-0.5515
ATP6V1B2	-0.0293333333333333
C14orf179	0.662125
CAPZA1	-0.906375
CDYL2	-0.977833333333333
GLRX3	-0.9365
LOC136288	-0.63075
MOBKL1A	0.41175
HTR2B	2.05025
CRYGD	-0.0998333333333333
NUS1	-1.50833333333333
PGRMC1	0.058
MYOM2	1.19325
FLJ39653	-1.02233333333333
CHM	0.3992
OR5M8	-0.0245
ZNF619	-0.248
FAM105A	0.65475
CCNL1	-0.55625
NAP1L3	0.36475
C10orf57	1.849
B3GALNT1	0.673166666666667
CSN1S2A	0.271
TCP10L	0.23675
GDAP2	0.0995
DMKN	0.844333333333333
COX6B1	-0.155
DNASE2	-0.012
MSH5	-2.2985
LGMN	-0.9425
USP31	0.5579
OR13C8	0.5005
SDCBP	-0.3377
NUDT11	-0.865
PYGL	-1.241
SNPH	-0.2285
B3GNT4	-0.382
MIZF	-0.8065
NUBPL	0.049
NOD1	0.207166666666667
CDH22	2.471375
NUBP1	-0.1275
DSCAM	-3.455
DGKI	2.8415
FAM136A	-0.97275
AKAP1	1.511
SLC16A6	-0.7985
RIN3	0.08575
PSG2	-0.41775
DIP2B	-0.436416666666667
PSORS1C1	0.5016
KIAA0495	-0.3825
FLJ90709	-0.408833333333333
LPA	-0.139
PIGA	-0.6345
LY75	4.50233333333333
UTS2	-6.5765
RREB1	-0.8165
GALNACT-2	0.3098
MGC3196	-0.40275
FLJ31568	1.374
LPHN1	-0.092125
SP1	0.71325
TOX4	0.664666666666667
HSPA9	-0.5998
APOBEC1	-0.721
SLC35E4	-0.573
LSM5	-0.75675
SURF1	0.14125
ZBTB1	1.1465
GTF2F1	0.032625
RPS15A	-0.100285714285714
DUSP21	-0.6686
GINS4	-2.7235
MYO15A	0.845
GIMAP7	4.5265
MGC13379	1.48225
ATP6V1E2	-0.116333333333333
UTP3	0.32025
HNRPA3	-0.189
MT4	0.294
C14orf155	0.057
U1SNRNPBP	0.51225
CKLF	-0.944833333333333
PLEKHN1	0.530833333333333
MBNL1	-0.0159166666666666
NUP160	-1.18725
ACSM2A	-1.4085
LOC129881	2.03375
KIAA1529	0.306
FLJ22639	-1.709
HAND1	0.2515
GSX1	0.194
FGA	-4.5886875
SERPINB1	-0.2215
ZNF642	0.64775
IGFBP1	-6.92475
SLC1A1	1.031875
DHX57	-0.177875
ZNF766	0.984
PTPN21	0.316555555555556
GDPD3	-1.43783333333333
PNPLA5	0.4305
TBR1	-0.102
FAM116A	0.7475
IQGAP1	1.16975
FOS	-0.794125
ZNF226	0.471
FIGNL1	-0.996
C14orf1	-0.223833333333333
ZMYND17	1.0425
PUS7	-1.38166666666667
TUBB6	-0.9925
KCNQ2	-1.79625
MARCH6	0.042
CCDC33	-0.386
PRODH	-0.182
RBM11	1.9165
EPHA6	0.12525
SLC43A1	-1.163
LOC196541	0.232
NTN1	0.345666666666667
ING4	0.422
PCDHB10	1.35675
DPH2	-0.890333333333333
SPACA4	0.3555
FBXL21	-4.2935
DIAPH1	-0.724666666666667
ZNF71	0.272833333333333
CEP76	-0.79
CORO1A	-2.26725
RRM2	-4.7775
EDG4	0.74925
OS9	0.446333333333333
SLC4A1AP	-0.079
COG5	-0.38075
COPS8	-0.75325
NGLY1	-0.3985
NCBP2	-0.55725
C17orf42	-0.4385
GPSM3	-0.297375
SIL1	-0.1745
ASB6	-0.431
SMAD5OS	0.1715
UNC93A	-3.19328571428571
A1BG	0.232666666666667
C21orf62	0.442
FMO5	0.88175
ATRIP	-0.526
CEBPG	-0.0538333333333334
C7orf38	0.393166666666667
TNFRSF1B	0.468
CLEC1A	1.65233333333333
IQSEC1	0.237
PATZ1	0.9336
RBM22	1.735375
BAG2	-3.1715
PAQR5	-2.5015
C9orf127	0.6084
THNSL1	-0.19175
SHROOM3	3.0867
JAM2	1.9445
SNRPN	-0.50375
ALX4	0.073
CACNA1S	0.158
FAM130A1	0.73975
CORIN	0.271
CD300LB	0.272
PLEKHG6	0.5235
LRRC40	-0.696
PCLKC	-1.05125
PCDHB16	2.005
WNT2B	0.671166666666667
ASNS	-2.379
MRPL49	-0.300125
FLJ46111	-1.4555
ISG20	-0.907375
SMU1	-0.514666666666667
CASZ1	-0.3035
POLR1D	-0.24475
GIN1	-0.01475
SNAG1	0.519666666666667
ANKRD29	0.92525
CDKN2AIP	0.3865
KRR1	0.35125
CXCL1	-0.920333333333333
EPM2A	-0.0304444444444444
PC	0.158
DEFB127	0.736
PDZRN4	1.262
FAH	-0.368625
OR51E1	1.5005
CDC2L6	-0.228166666666667
DNTTIP1	-0.93475
PAX8	-0.59575
TMEM116	0.84975
C1orf150	-0.4395
PRO2012	-0.296
MRPL40	-0.348666666666667
BEX1	-1.8633
SLC2A4	1.01183333333333
PKMYT1	-2.3505
FEZF2	-0.2914
SLC26A9	-1.04175
MAP2	0.978166666666667
LYL1	-2.084
SLC25A19	-1.93033333333333
NOS3	-0.5675
ZNF34	0.714333333333333
TMPRSS11F	-0.1445
FAM43A	-0.43375
FCRL4	-0.241
KLF14	0.319
FLRT2	0.267666666666667
WRN	-1.134
SDF2	0.5425
KRT8P12	-0.96275
C6orf195	-0.0925
C9orf125	-0.471666666666667
DZIP3	0.235375
RIT1	0.04625
SCML1	-1.09616666666667
RHBDF2	-0.47125
OR2G3	0.39
REXO1L1	-0.5425
MAP3K7IP3	-0.3575
C3orf57	-4.243
FBXW11	-0.476166666666667
ETAA1	-0.30825
C14orf131	-0.4153
AKT1S1	-0.56525
SLC12A5	-0.758
C9orf164	1.028
NRIP3	0.790375
NOS1AP	0.84725
TMEM121	0.607
SAP30BP	-0.2513
DGCR6	0.30525
WDR76	-2.0165
FAM82B	-0.505916666666667
LOC606495	-1.12
MAP9	2.77866666666667
BCDIN3D	0.642
CXorf36	3.2895
DSCR3	-0.9163
ZFAND3	-0.37525
C7orf43	-0.289333333333333
SPSB3	-0.0401
C19orf19	0.07375
FAM133A	-1.25325
C12orf25	-0.02925
SLC39A3	-0.922375
DISP2	1.02475
PI4KAP2	-2.8285
MKRN3	-2.3225
ADAMTS13	-0.808625
CBLN3	0.6388
TTYH1	1.16933333333333
C3orf18	1.281
FLJ13236	-0.0025
ZMYND12	3.06375
C18orf25	0.04575
GLB1L3	0.083
ATP13A5	2.21
RANBP10	0.04225
CD96	-2.1595
DENND1C	-1.12775
RBMS3	2.0105
SLC41A3	0.5625
DGCR6L	0.17575
TMEM128	1.20733333333333
CSNK1G3	0.486357142857143
MOBKL2C	1.389375
TSPAN6	0.828625
MATN2	1.8471
MSL2L1	0.497166666666667
ST6GALNAC2	0.628333333333333
FGFBP2	0.943
FGL1	-5.85433333333333
MPP3	0.172
ARHGEF6	1.9975
TGFBR2	1.1725
ACMSD	1.25225
IL33	5.071
C9orf5	0.353166666666667
DEAF1	-0.4223
AMN	-0.458
DEFA6	-0.194125
RNF212	-0.94825
METT5D1	0.0523333333333333
CIB1	0.1159
TSSK1B	-0.60425
KIAA1727	0.5835
ZNF680	0.592916666666667
LOC399900	-2.331
LOC152217	-0.472666666666667
CTNNAL1	-1.517
CIT	-3.58575
TLE6	0.04725
ZNF607	-1.07525
HERC4	-0.865
DRAP1	-0.9231
PEMT	-0.15875
C10orf111	0.856
ZNF575	0.361375
KCTD7	0.18625
MYO1F	-0.02425
LOC285382	1.89825
RAB11A	0.7844
PLCD3	-0.41625
C15orf28	0.4705
PTBP2	-0.50375
CTB-1048E9.5	-0.8045
C19orf60	0.292833333333333
C7orf25	0.449166666666667
SETD7	0.920625
HOXB9	-3.7665
VANGL1	-0.55275
CHAF1B	-2.55125
NDUFA3	0.000999999999999998
KIAA1328	0.4325
SHARPIN	-0.715875
TTC23	0.969625
UGP2	0.55925
ANKIB1	0.147
CIRBP	1.84657142857143
SEC14L4	-2.597
OVCH1	-0.8135
VPS52	-0.29025
FAT	0.121375
M6PRBP1	-0.48575
GPRIN3	-0.7345
PPM1F	-0.2705
TSR1	-1.15325
CCDC85A	2.27225
PCSK5	1.85575
ZFHX3	0.1825
HEMK1	-0.4856
PGBD2	0.56275
RSRC2	-0.233
AURKC	-1.12683333333333
SCRIB	-0.102625
ORM2	-4.87683333333333
FAM115A	0.5455
FZD6	0.154
UNC119	-0.0573333333333333
GPX3	-0.2522
NOV	0.747
CABC1	-0.314625
CDC42SE2	-0.6593125
EIF2S2	-1.2701
RNF130	1.11475
CKAP5	-1.45433333333333
RP11-413M3.2	0.037125
C10orf18	0.6285
TMEM93	-0.67775
DYX1C1	1.7165
KCNMB2	-1.403
ANK3	1.68925
KRT5	2.7748
CDH12	0.098125
QRSL1	-0.429375
JUB	-0.23575
SHC4	2.570625
CCL15	2.663
CCDC22	-0.5615
SNX24	0.17675
RARS	-0.42875
MORC2	-0.1095
FAM48A	-0.399
MT1H	0.7485
PPP1R14C	0.582833333333333
FOXD1	-2.86907142857143
C1orf213	-0.64125
AMT	-0.6858
DSN1	-1.92625
PTPLAD2	1.1715
DIS3L	-0.16425
RASL11A	0.36075
GPRC5B	0.83825
FRMD7	0.7185
STRN4	-0.3795
KITLG	1.721
HDGF	-0.5025
OR1S1	0.0885
SETX	0.2673
DDR2	0.3725
KCTD12	2.1195
LYZL2	-1.3655
WDR52	0.989
TMEM2	0.965375
ZNF579	-0.178833333333333
LOC200810	-0.93175
TNFSF9	-1.522
PPFIA4	-3.7245
CNIH3	-0.5055
MAP4K4	-1.37421428571429
ROD1	-0.388714285714286
ALS2CR12	-0.615166666666667
DOCK3	-0.454666666666667
PAQR9	-5.297
ASB17	-0.00183333333333335
STX16	-1.097125
FEZ2	0.184833333333333
DLAT	-0.835833333333333
KIF21B	-1.4265
CDC5L	-0.06625
TMEM119	0.675833333333333
CRIP3	-1.87125
TPSD1	-0.142833333333333
TEPP	1.0865
GNGT2	0.7565
C21orf121	0.30475
WNK1	-0.610666666666667
FLJ10490	0.0859
OR51B5	-2.471
LOC203547	-1.5095
HAS1	-0.4165
PPA1	0.168166666666667
ST7	-0.267125
C11orf46	0.4988
POPDC3	-3.519
ACOX2	0.7055
ATCAY	-0.770666666666667
TM4SF19	-2.08325
MFSD9	-0.894833333333333
PDHB	-0.3075
ERN1	-0.2245
LCE3C	-0.13
GPR111	-0.221
NOTCH3	1.478
ADAMTS5	4.56925
B3GALT1	0.215
UGCGL1	-0.987833333333333
FAM58A	0.341333333333333
FBXO32	3.36325
CLPP	-0.63375
NXPH1	4.56925
MTMR3	1.19516666666667
ATP1B3	-1.375875
TMEM16A	5.173125
HIST1H3F	-0.472666666666667
TRIM25	-0.295833333333333
SDCBP2	1.5205
CRKL	-1.177
HOXB2	0.0456666666666667
ANP32B	-0.358875
GATM	3.7395
AP4E1	-0.481375
EDG5	0.5675
CDKN3	-3.9205
CDH4	-1.69175
PGD	-1.75933333333333
RND1	-0.34
GAD1	-3.0644
MPG	-0.311125
LOC440350	-0.1045
ZNF133	0.787
SERPINB12	0.11
AMELY	-0.082
DHX36	-0.0905
TNFAIP8L2	2.62716666666667
PHTF2	-1.12016666666667
CCDC112	-0.609833333333333
IQCC	-1.29425
HEYL	2.54616666666667
FTSJ2	-0.9125
APPL1	1.20925
RAB43	0.902357142857143
OR10G2	0.091
WAC	0.428333333333333
ADCY9	-0.380625
RUNDC2B	0.398833333333333
PYCRL	-0.3422
AGPAT7	-0.631666666666667
SLC22A9	-0.908333333333333
CDKAL1	-0.6875
PDYN	-0.6312
C20orf74	1.02275
MTMR11	0.91675
VAV3	3.23508333333333
DAPL1	1.21
STXBP3	1.16575
EIF3G	0.07925
ARHGAP22	0.0894999999999999
NPFFR1	-0.332
NPC1	-0.0358333333333333
ALDH9A1	1.93833333333333
ZNF600	0.253125
ZNF678	0.4685
RASSF1	-0.612333333333333
ADD2	-2.4385
PITPNB	0.3425
PKD2L2	0.169142857142857
LRP11	-0.322
CDKL1	-0.46775
SMEK2	0.41675
PRODH2	-3.13283333333333
C11orf54	0.369166666666667
SFRS11	-0.534333333333333
IL7	0.764833333333333
ALS2CR16	0.80825
BTG3	-0.646
PAK2	-0.616777777777778
RP11-679B17.1	-0.20875
GATA4	-2.21566666666667
ATP2B1	-0.3025
LOC130940	3.089
C1orf172	2.82566666666667
ATF7IP2	-0.7925
SLC25A43	-0.592
CENTG3	-0.327666666666667
IGF2BP1	-4.0838
FCHSD1	0.5395
CAMK2N2	0.351666666666667
ELAVL3	-0.4092
NBPF15	0.0675
UBE2J2	-0.434666666666667
GNL2	-0.81
PRR3	-0.9164
NLF2	-0.11525
OR4F6	-0.1245
KLHL24	1.157
CCDC88A	-1.3702
SGPP1	-0.155333333333333
C10orf11	-0.000499999999999998
SLC35B4	-1.58133333333333
UGT3A2	-1.601
ARNT2	-0.0868
CBR1	-0.353
ITPR3	-1.16266666666667
TRAPPC6B	-0.5035
AMZ1	1.071
ARP11	1.905
WDSUB1	1.149
APBA1	2.33866666666667
RAB2A	0.3563
C6orf162	0.128375
HPSE2	0.471
PLCE1	0.05625
INSL3	0.3895
DLG1	0.2311
PTPLA	-2.104
PIGX	-0.476125
TFIP11	0.156666666666667
FIBIN	2.633
POLR2G	-0.43925
GRAP2	-2.1814
DNAJB8	-0.14825
CNBP	0.670833333333333
WASF1	-1.33475
INPP5E	-1.0785
HSPB1	-1.1111875
TMEM167	-0.4534
CUBN	0.2615
IGF1	4.32
ITPK1	-0.4647
NAALAD2	-0.368875
G3BP1	-0.3598
NT5DC1	0.911125
CYP39A1	2.924
TMEM139	1.93158333333333
POLK	0.363
GLULD1	-1.50375
RBM15	-1.27483333333333
AMZ2	-0.166
GDF15	-3.98133333333333
MESDC2	-0.13025
INCA	0.608
ACY1L2	0.652
GZMM	-1.36416666666667
PAIP1	0.17375
CACNA2D1	-0.20275
STK32C	-1.44416666666667
SH3BP4	0.920166666666666
DEC1	-0.5515
PADI1	0.127
UBB	-0.38
PON3	2.06066666666667
PROP1	0.391
ANKRD13B	-1.594
ADCK1	-1.37166666666667
TCF25	0.30425
SLC38A5	-3.18425
CXorf26	0.4765
C19orf39	0.18925
PPP1R13B	0.58825
ARL2	-1.2215
TCL6	0.008
TOP3A	-0.6215
SLC16A14	0.319
FXYD6	2.34916666666667
HIST1H4E	0.05375
BBC3	-0.185684210526316
UNC5A	0.256166666666667
FAM86C	-0.6274
PI4KB	0.129625
B3GAT1	0.24175
SUSD2	1.8895
OAZ2	0.132833333333333
NOC4L	-0.75525
C10orf12	-0.61975
FADS1	-3.48883333333333
LOC144097	-0.7695
DKK2	1.97816666666667
KIAA1949	-0.69925
RHOT1	0.1806
OXT	0.717166666666667
GPR153	0.09775
ARL4A	2.91466666666667
SAAL1	-1.66175
CCDC64	-0.6955
USE1	-0.0698333333333333
HNMT	1.07533333333333
PCGF3	0.2978125
CYP2C19	0.575
C20orf4	0.173
CCDC11	2.34825
ACSBG2	0.644
RWDD2A	-0.0925
PALLD	2.7585
CPLX4	0.4945
