Hybridization REF	TCGA-C8-A12P-01A-11R-A115-07
RY1	0.476333333333333
ATAD2B	0.98325
ARHGAP17	0.4448
KCNIP3	-1.27025
SFPQ	0.013
GFRA4	-0.00633333333333333
AKR1B10	2.583
TIGD6	0.267333333333333
RGS16	2.051625
URB1	-0.175166666666667
OR4C46	0.0513333333333333
TOP3B	0.0635
NFATC4	1.1015
CA14	-4.48325
BMPR1A	0.953166666666667
SNRP70	-1.186875
PRL	-0.0653636363636364
C6orf130	-1.90525
STAG2	-0.897
CD55	0.362785714285714
RPS23	0.321833333333333
SSX2	-1.47333333333333
FDPSL2A	0.207
FBXO27	1.19225
SYNGR3	-1.37583333333333
TMSL3	2.03475
EML1	-0.8885
NUP93	0.02275
SMAD3	1.2528
KIAA1189	1.54583333333333
HNRPUL2	0.029
TBC1D12	0.486166666666667
C16orf24	0.9415
MRVI1	1.48266666666667
ZNF581	-0.569333333333333
ELOVL3	0.836
OR51Q1	0.27425
CACNB3	1.24116666666667
GALNT13	0.28825
C10orf84	0.216875
NEDD4	0.2771
SPO11	0.077
OR5AU1	0.474
NEK4	-0.103428571428571
PRKAR2A	-0.733666666666667
IHPK1	-0.0916666666666667
ATP6V0B	0.95525
CACNA1E	0.495
CEACAM8	1.407
PEX14	-0.1195
FLJ12993	-2.9
ZBTB38	-0.440916666666667
PCTK2	0.615166666666667
LRRC16	0.5571
FBLIM1	0.6395
FYCO1	2.2585
RP5-1022P6.2	0.24475
CMTM1	1.13883333333333
PLTP	0.325166666666667
RAPH1	0.88275
DOCK8	0.296375
EZH2	-1.5224
SLC25A1	1.37683333333333
PLEKHB1	0.9446
GRB7	3.4172
ZFP37	-0.602
MRPL33	0.16475
PELO	0.631
ARMC1	-0.126545454545455
C9orf27	-0.25325
FLJ25778	-0.462
C9orf37	-1.44283333333333
TMEM66	0.282
SPRN	0.009875
HBEGF	1.45925
PI4KA	-0.3235
LEPRE1	0.0365
POU2AF1	-0.965375
MRPL12	-0.295333333333333
REP15	-0.419
ZC3H3	-0.295
RASAL1	-0.84775
DDAH1	0.7805
ACBD5	0.019
TMC2	0.389
CCDC137	-1.24075
SAMD13	-1.534
UGT2B15	-4.08166666666667
TIPARP	-1.603
DNASE1L3	0.0125
TRIM72	0.525166666666667
DBX2	0.5245
IPO8	-0.5605
C21orf88	-2.1614
MAP3K14	0.268
LOC51233	0.914333333333333
GGTLA4	1.13875
PDE6D	0.09625
ZNF117	-0.8325
CLK2	-0.9675
NKRF	-0.4095
TNFSF15	-0.5285
DUSP2	-0.058375
SECISBP2	-0.3698
GABRR2	-0.8495
PPAP2C	2.07
LOC51145	0.152833333333333
PAG1	-0.14075
PIK3C3	-1.08575
GNG10	0.0415
APOL4	0.584666666666667
ANKRD28	-1.186625
STMN3	-0.5036
RAB14	0.061
CDK2AP2	0.44825
HDDC3	-0.502
COMMD7	0.825375
CXXC1	-0.95325
HMCN1	-0.509
CD40	0.56025
DYNC1LI2	0.03225
GDI1	1.11975
LOC646938	-0.09725
VSNL1	-1.93233333333333
PIH1D1	-0.1725
RAET1G	1.745
KRTAP5-9	0.1905
EFTUD2	-0.72875
ZNF311	-1.44566666666667
ATP6V1G3	0.20475
OR2W3	-0.4605
SCN4A	0.2065
MED10	-0.118875
FAM135A	-1.5257
ARHGAP4	-0.9445
EHMT2	-1.11975
UFD1L	0.249
ERMP1	0.9605
MAG1	-0.0486666666666667
THAP8	1.1305
HACE1	-1.0055
FAM82C	0.887166666666667
C3orf20	0.0345
UNC84A	-0.0405
SCD5	-0.1135
LASS6	0.796625
LSG1	0.12425
MAL	-3.28675
GPR22	-1.012
WDR5B	0.508
ACTRT1	-0.073
C17orf60	0.528333333333333
GRIN2C	-0.1548
ARMC8	-0.643583333333333
SLC47A1	-1.06633333333333
DMPK	0.5265
DHRS13	-1.04216666666667
SMC1A	-0.612
KRTAP17-1	1.12375
SMYD5	0.016
TUSC2	0.72075
CRHR2	0.753
KIR3DL2	1.202
CCDC104	-0.989
ATP2C1	0.963625
CROT	1.968
PABPC3	1.9335
EGR1	-1.04183333333333
THSD1	0.26225
KHK	0.53875
SLC12A2	-1.3339375
CD58	0.31075
STOX2	-2.13916666666667
CCDC76	-1.323
CCDC48	4.0055
DNAH1	0.067
ZIC4	-0.782875
OR1G1	-0.1125
PSMC6	-0.340166666666667
PROKR1	0.496
ABCB1	-1.216
TRAT1	-0.97075
LLGL1	0.0765
MTF1	0.4595
USP54	1.04
PAGE2B	-1.809
ITGB7	-3.677
CCDC81	0.008
LOC149837	1.3265
SCUBE1	0.4495
ZSCAN10	0.0555
HUWE1	0.658857142857143
CDH17	0.788
CD180	1.469
IL17A	0.21275
TMPO	-0.8415
KIAA1524	-1.25333333333333
HDGFRP3	-1.8265
OXCT1	0.245545454545455
RRAS2	-2.08183333333333
LTBP2	2.091125
SV2B	0.881166666666667
CYP2A6	1.062
PKD1L2	-0.196833333333333
PPM1M	0.93375
FLJ22662	2.25716666666667
ZNF502	0.28675
GP6	-0.8275
CRYBA2	0.8535
LEF1	-2.2805
CTPS	-0.932428571428572
EYA1	-3.44333333333333
EPS8L1	1.69775
MAPK14	-0.8275
SERPINB2	-4.915375
GTF2F2	-0.201
ZNHIT4	0.0695
PLA1A	0.379625
C20orf114	1.16775
HPR	-4.807
C18orf2	-3.47616666666667
SATB2	-2.032
KCNJ9	0.201375
MGC157906	0.971
MOCS3	1.072
C17orf71	0.634333333333333
PPHLN1	0.00949999999999999
HIST1H2BN	0.57525
RAPGEF1	-0.292875
MAP3K8	0.739
DLG4	-0.116166666666667
STC1	-0.499083333333333
CDGAP	1.4235
DDX26B	0.83275
LOC150223	-0.9135
CPSF3	-0.0146666666666667
TMEM14A	0.2875
MYH3	-2.63275
GPKOW	0.69875
SULT1A1	0.784333333333333
SPON1	3.9686
YY1AP1	0.0226666666666667
RAB23	0.86225
PLA2G4A	-3.85225
MAPRE3	-0.05775
ZNF516	-1.648
GGPS1	0.217
EXOC3L2	-1.014
C19orf42	0.5786
MAP2K2	0.149666666666667
HIST1H2BB	1.0935
RNF19B	1.3245
C6orf128	0.627666666666667
TLR8	3.155
PCDHA9	-0.885
CARS2	0.49375
CLUL1	1.40233333333333
RHAG	-4.05466666666667
UNK	-0.8825
EXOC8	0.4908
C9orf95	0.45825
C14orf143	-1.516
MAML3	0.23225
LDHA	-1.68225
MRPL20	0.321375
KLHDC6	0.0161666666666667
ATP5S	-0.471166666666667
C8orf55	2.02725
PHF19	-1.257125
KRTAP13-4	0.557
TTC5	-0.0195
XKR5	-0.562
SILV	-4.44583333333333
TEX28	0.4255
TCTN1	0.21675
CX40.1	0.13375
PPP2R5C	-0.096875
C12orf30	0.1675
CAPG	2.325
MPZL1	1.47235
ARSB	-0.260166666666667
TDH	-2.1185
WASF4	-0.1445
TSSK3	-0.629666666666667
7A5	3.394
CRISPLD1	0.23475
MAD1L1	-0.133666666666667
SPIN4	0.116166666666667
AMPD1	1.584
DPYSL5	-0.1295
INPP1	0.822666666666667
ANKRD11	-1.45477777777778
NPAS4	0.344
GCET2	0.2642
RNASE9	0.2965
GUCY2D	0.66
CCDC98	-0.2515
FGF4	-0.1475
CPM	-0.556833333333333
SLC26A4	-2.47283333333333
PLD5	0.0735
FAM59A	-0.2214
FBXO5	-2.08377777777778
SIPA1L1	0.387125
DPYS	0.881
ATG4D	0.578
TGM3	0.375
MTCH1	-0.118
HK1	0.498642857142857
CDC26	-0.1415
GALNT12	0.128
LOC339229	-0.0255
MRPL35	0.427875
ORC4L	-0.38125
TNKS	-0.839928571428571
C2orf24	0.226666666666667
ZNF553	0.1615
GGTLA1	2.9357
ZNF497	-0.52125
CDY1B	0.38925
SLC30A4	0.432375
TUB	-1.11575
ARHGEF18	0.06375
ARRB1	0.62475
KCNK1	-0.241
EREG	-2.8254
SCAMP5	2.73575
RUNDC3B	0.903
ADAMTS20	-0.691
IL17RB	1.65925
FLJ20323	0.13575
MCAM	-0.08075
POLR3E	-2.04425
AQR	0.2105
IPMK	-0.62
CDCA7	-2.2405
CAMP	2.4865
GRHL3	1.51425
ADAMTSL2	1.407
CLMN	2.73483333333333
SSTR3	0.654
MAGEA5	-1.59633333333333
OVOL2	3.659
JMJD1B	0.17775
RBL2	-0.5768
PYGO2	0.5435
PPP1R10	1.45716666666667
CSE1L	-0.729333333333333
LCA5	0.052
RDH16	0.70825
ASRGL1	1.217625
TOM1	0.376666666666667
PTX3	-5.84925
TTC15	0.9695
SCGB3A1	1.824
MRPL50	-1.20225
RCAN3	1.107875
SLC26A11	0.1935
STYX	1.19116666666667
CINP	0.46875
MARCH7	-0.002
PFKM	-0.340666666666667
SGMS1	0.379166666666667
RIOK3	-0.1269
C1orf110	0.6065
CES7	0.322875
LOC440248	-1.89075
PPP1R12C	-0.28325
C10orf27	0.5915
ATG9A	0.10975
MRPS26	1.260125
TMEM40	2.83325
ELP3	-0.7559
ZNF787	-0.0284
HIAT1	0.294375
C8orf34	1.01433333333333
MGC4655	-0.0805
PELI1	0.549166666666667
PPT1	1.2577
SLC35C2	0.108666666666667
C6orf125	-0.01425
MUC4	-1.3975
RFC4	-1.54842857142857
GNB2	0.1435
NUP50	0.598428571428571
SULT4A1	1.08383333333333
C7	0.712625
CCDC130	-0.258
ARRDC4	1.15225
RQCD1	0.03175
GLYCTK	-0.7895
AYTL2	0.238363636363636
MTUS1	0.3974
LEMD3	-0.504333333333333
PLEKHF2	0.14
HOXA7	-0.418625
GTF3C2	-0.7885
DYNLRB2	1.51525
CNOT10	-0.759
MR1	0.183666666666667
FFAR1	-0.00175
PRIC285	0.42275
SLITRK6	-1.63275
LIX1	-0.8132
UBE1L2	-0.746666666666667
F8	-0.41925
ACHE	0.4295
KPNA5	-0.21275
TNFRSF12A	0.850833333333333
EGR3	-1.4785
SERPIND1	-3.66516666666667
OASL	2.88375
IFRD1	0.269375
WDFY1	0.496833333333333
ZNF267	0.629375
ACCN5	0.4965
ZBTB6	-0.757
PPP1R3A	0.2045
PRRT3	1.09275
FBXL19	-0.6295
TXNIP	0.504
ACTN2	3.95925
ATG9B	-0.03975
C9orf117	0.2995
IL27	-1.0005
RPL36AL	0.3345
KLK15	0.38
CHAD	-0.0005
RAP2B	-0.1664
HEBP2	1.49025
ZNF342	1.761
CAMK2G	0.211666666666667
TLR3	1.21825
FGF14	-0.12975
HMGB2	-0.730125
TRPM5	0.079
OR5M11	0.4835
KIF3B	-0.283210526315789
PRICKLE2	0.612
MTMR9	-0.731625
C3orf27	0.5225
GLRA3	-1.87566666666667
NSDHL	1.22683333333333
TMEM32	1.29375
POLR2D	-0.0720833333333333
MYADML	0.649
C9orf114	-0.73575
MRGPRX1	0.6405
TOPORS	-0.26525
CLDN19	-0.7465
C1QL4	0.2695
RNF165	-3.0525
DHRS9	1.47375
DNAH2	0.552333333333333
FXR1	-1.081
ZMYM3	-0.796125
CASP3	0.199333333333333
FAM120C	-0.070625
SCLY	-1.28175
CA7	0.3365
ENTPD5	-0.194166666666667
ZNF461	0.273375
PDIA5	0.07875
C1orf19	0.281
TMEM67	-1.0385
KCTD20	-0.5645
WDR47	0.3885
FLJ38723	-0.8515
KLRF1	0.0798333333333333
TAS2R16	0.7685
CLDN12	0.47025
PRKCE	-0.56575
UBXD4	0.659
ITGAM	2.4165
GLT8D3	-0.118625
WDR31	0.103
RGS2	-1.27275
OR51L1	0.3115
MST1R	1.7375
KIAA1737	0.14
OR4A5	0.0615
GLIS1	-0.806
PTMA	0.0822857142857143
NAPA	1.13825
PRDM11	-0.04775
LIPF	0.2405
DIRAS3	-0.584
ASGR2	-4.009
C1QTNF4	0.425
PIK3R4	0.646666666666667
ARMC3	1.4025
NDUFV3	1.16216666666667
BTBD3	0.362666666666667
PPP1R2	0.352166666666667
UBE2NL	0.4435
FOSL2	0.5845
FAM119A	-0.505166666666667
TUBA4A	0.8767
KRTAP12-1	0.3485
SFRS2	-0.88375
RHPN1	-1.1301
EEF2	-0.4135
ZDHHC11	-1.2085
EPHA3	-1.1369
RBM12	-1.53475
H2AFJ	1.49683333333333
EDIL3	3.524
KIF26A	-0.47925
SERGEF	0.819
B3GALT4	2.25875
LOC90925	2.14183333333333
OSCAR	1.184125
NPFF	-0.842125
DEDD	0.997125
TMEM155	-0.81375
PTPN1	-0.32975
SCYL2	0.9215
SKAP1	0.927
LEAP2	-2.65933333333333
GADD45G	1.1899
IFITM3	0.953125
PILRB	-1.8825
SLU7	0.478
DSC3	-1.148
DNMT3L	-0.6885
PAPD5	0.211875
B3GNT3	2.21183333333333
LHCGR	0.184
MSL-1	2.47525
UBE2S	-1.045875
SAP130	-0.1695
ANAPC11	-0.09175
MAGED4B	-1.809
ATP6V1B2	0.247
C14orf179	0.800375
CAPZA1	-0.00375000000000002
CDYL2	0.370333333333333
GLRX3	0.211333333333333
LOC136288	-1.08533333333333
MOBKL1A	-1.21925
HTR2B	2.30625
CRYGD	-0.0808333333333333
NUS1	0.0618333333333334
PGRMC1	1.9365
MYOM2	-0.37625
FLJ39653	-2.69533333333333
CHM	-0.6456
OR5M8	-0.125
ZNF619	0.2045
FAM105A	1.43475
CCNL1	-1.82025
NAP1L3	0.22825
C10orf57	0.551666666666667
B3GALNT1	1.1235
CSN1S2A	-0.014
TCP10L	0.99
GDAP2	0.4945
DMKN	0.827666666666667
COX6B1	1.0525
DNASE2	1.24083333333333
MSH5	-2.2605
LGMN	1.152375
USP31	0.1899
OR13C8	1.053
SDCBP	0.0684
NUDT11	-2.18183333333333
PYGL	1.3755
SNPH	1.55033333333333
B3GNT4	0.459
MIZF	-0.1581
NUBPL	-1.59675
NOD1	1.06616666666667
CDH22	-0.102
NUBP1	0.486166666666667
DSCAM	-3.55925
DGKI	1.04
FAM136A	-0.77175
AKAP1	2.0075
SLC16A6	1.95725
RIN3	0.83975
PSG2	1.1895
DIP2B	1.13983333333333
PSORS1C1	0.7027
KIAA0495	-1.2165
FLJ90709	0.724833333333333
LPA	-0.3945
PIGA	1.44883333333333
LY75	0.887833333333333
UTS2	-2.509
RREB1	0.155125
GALNACT-2	0.7863
MGC3196	-0.031
FLJ31568	0.37825
LPHN1	-0.21525
SP1	1.28475
TOX4	1.54466666666667
HSPA9	1.1074
APOBEC1	0.2145
SLC35E4	-1.88125
LSM5	-0.89225
SURF1	-0.302
ZBTB1	-0.292333333333333
GTF2F1	-0.109
RPS15A	-0.526642857142857
DUSP21	-1.1335
GINS4	-2.15216666666667
MYO15A	0.643833333333333
GIMAP7	3.587
MGC13379	1.75475
ATP6V1E2	-1.43383333333333
UTP3	-0.13525
HNRPA3	-1.1236875
MT4	0.0455
C14orf155	0.346
U1SNRNPBP	0.24675
CKLF	-0.502666666666667
PLEKHN1	-0.325
MBNL1	-0.466833333333333
NUP160	-0.91575
ACSM2A	-1.337
LOC129881	-2.159
KIAA1529	0.1215
FLJ22639	-0.773
HAND1	-1.027
GSX1	0.5085
FGA	-4.01475
SERPINB1	-0.4305
ZNF642	0.59825
IGFBP1	-7.412375
SLC1A1	1.28975
DHX57	-0.01275
ZNF766	-0.465
PTPN21	0.6455
GDPD3	-1.12216666666667
PNPLA5	0.0225
TBR1	0.3285
FAM116A	-0.088
IQGAP1	1.525125
FOS	-1.0785
ZNF226	-0.806
FIGNL1	0.347166666666667
C14orf1	0.507333333333333
ZMYND17	0.0055
PUS7	-0.900166666666667
TUBB6	-0.804875
KCNQ2	-1.01025
MARCH6	-0.149083333333333
CCDC33	0.1595
PRODH	2.79025
RBM11	-2.77025
EPHA6	0.646
SLC43A1	-0.46625
LOC196541	0.91975
NTN1	1.2355
ING4	-0.2305
PCDHB10	0.08025
DPH2	-0.175166666666667
SPACA4	0.628
FBXL21	-5.347
DIAPH1	0.457833333333333
ZNF71	0.933333333333333
CEP76	-0.9345
CORO1A	-0.24925
RRM2	-0.582
EDG4	1.467
OS9	-0.186333333333333
SLC4A1AP	0.4045
COG5	0.00774999999999999
COPS8	0.5405
NGLY1	-0.643
NCBP2	-0.25925
C17orf42	-0.0403333333333333
GPSM3	0.24775
SIL1	1.08983333333333
ASB6	0.22475
SMAD5OS	0.954833333333333
UNC93A	-2.945625
A1BG	-0.990666666666666
C21orf62	0.71575
FMO5	-0.512916666666667
ATRIP	-0.169166666666667
CEBPG	0.539166666666667
C7orf38	-0.215
TNFRSF1B	0.354
CLEC1A	0.726333333333333
IQSEC1	-0.22325
PATZ1	1.2673
RBM22	-0.291375
BAG2	0.0828333333333333
PAQR5	0.7145
C9orf127	1.2361
THNSL1	-1.164
SHROOM3	1.7431
JAM2	1.497
SNRPN	-3.73025
ALX4	-0.02
CACNA1S	0.1
FAM130A1	0.699
CORIN	3.568
CD300LB	0.6695
PLEKHG6	1.3695
LRRC40	-0.88975
PCLKC	-0.529
PCDHB16	-1.127
WNT2B	0.7515
ASNS	0.792444444444445
MRPL49	0.073875
FLJ46111	0.2015
ISG20	0.777625
SMU1	0.358
CASZ1	0.653
POLR1D	-0.31825
GIN1	-0.32675
SNAG1	1.80216666666667
ANKRD29	-2.10125
CDKN2AIP	-0.39225
KRR1	-0.36725
CXCL1	-1.55983333333333
EPM2A	0.4138
PC	0.117666666666667
DEFB127	-0.7855
PDZRN4	1.74766666666667
FAH	0.96675
OR51E1	2.5205
CDC2L6	-0.251666666666667
DNTTIP1	-0.28075
PAX8	0.404
TMEM116	1.08075
C1orf150	0.4375
PRO2012	-0.17225
MRPL40	0.303833333333333
BEX1	-3.41
SLC2A4	0.857
PKMYT1	-0.37275
FEZF2	-0.609333333333333
SLC26A9	-1.74
MAP2	0.431166666666667
LYL1	-1.035
SLC25A19	-0.170666666666667
NOS3	0.811
ZNF34	1.05533333333333
TMPRSS11F	-1.2345
FAM43A	-0.97925
FCRL4	0.238833333333333
KLF14	0.06975
FLRT2	-0.753
WRN	-1.67475
SDF2	0.7372
KRT8P12	0.373
C6orf195	-0.164
C9orf125	-1.79883333333333
DZIP3	-1.352625
RIT1	-0.325333333333333
SCML1	-3.59416666666667
RHBDF2	0.63075
OR2G3	0.4905
REXO1L1	-0.5065
MAP3K7IP3	1.535625
C3orf57	-4.855
FBXW11	-0.923666666666667
ETAA1	-0.742
C14orf131	-0.7854
AKT1S1	-0.8105
SLC12A5	-1.19375
C9orf164	0.43325
NRIP3	-0.92475
NOS1AP	-1.5885
TMEM121	-1.2785
SAP30BP	0.011
DGCR6	1.05475
WDR76	-0.42425
FAM82B	-1.3305
LOC606495	-0.0745
MAP9	-1.11133333333333
BCDIN3D	0.4365
CXorf36	3.4715
DSCR3	0.5039
ZFAND3	0.69075
C7orf43	0.660333333333333
SPSB3	0.7036
C19orf19	0.592
FAM133A	3.28775
C12orf25	0.60125
SLC39A3	0.662375
DISP2	1.74775
PI4KAP2	-2.467
MKRN3	-2.37583333333333
ADAMTS13	-1.262875
CBLN3	0.4809
TTYH1	-1.05483333333333
C3orf18	0.22475
FLJ13236	0.721
ZMYND12	3.0295
C18orf25	0.1685
GLB1L3	-0.805
ATP13A5	2.888
RANBP10	-0.02275
CD96	-1.0739
DENND1C	0.34725
RBMS3	-0.0106
SLC41A3	0.215
DGCR6L	1.02875
TMEM128	-1.11516666666667
CSNK1G3	-0.0183571428571428
MOBKL2C	0.7065
TSPAN6	0.786875
MATN2	1.7175
MSL2L1	-1.7485
ST6GALNAC2	0.602666666666667
FGFBP2	-0.274875
FGL1	-6.22633333333333
MPP3	-0.180833333333333
ARHGEF6	1.89883333333333
TGFBR2	0.56825
ACMSD	-0.98975
IL33	0.68575
C9orf5	-0.542333333333333
DEAF1	-0.6746
AMN	-0.408
DEFA6	0.334125
RNF212	-1.24125
METT5D1	-0.817166666666667
CIB1	1.8572
TSSK1B	0.06275
KIAA1727	2.655
ZNF680	-0.676083333333333
LOC399900	0.7105
LOC152217	0.930166666666667
CTNNAL1	-3.2545
CIT	-0.92125
TLE6	0.379
ZNF607	1.824
HERC4	-0.9975
DRAP1	-0.0759
PEMT	-0.252
C10orf111	-3.1085
ZNF575	0.11825
KCTD7	-0.3235
MYO1F	0.3505
LOC285382	0.194
RAB11A	1.7907
PLCD3	-0.5945
C15orf28	0.27325
PTBP2	-0.613875
CTB-1048E9.5	0.446
C19orf60	0.489666666666667
C7orf25	0.951833333333333
SETD7	1.69725
HOXB9	-2.766
VANGL1	0.2208125
CHAF1B	-0.96075
NDUFA3	0.8405
KIAA1328	-0.184
SHARPIN	0.89475
TTC23	-0.21175
UGP2	0.872583333333333
ANKIB1	-0.8758
CIRBP	0.738428571428571
SEC14L4	-2.98166666666667
OVCH1	-0.132
VPS52	-1.0435
FAT	0.260875
M6PRBP1	-0.34275
GPRIN3	0.5875
PPM1F	-0.594833333333333
TSR1	-0.22875
CCDC85A	1.55525
PCSK5	0.8465
ZFHX3	0.0925
HEMK1	-0.8378
PGBD2	1.12725
RSRC2	-0.383166666666667
AURKC	-1.1585
SCRIB	-0.00275000000000001
ORM2	-4.24483333333333
FAM115A	0.8257
FZD6	0.065625
UNC119	-0.279
GPX3	-1.0738
NOV	0.78625
CABC1	-0.31
CDC42SE2	0.7398125
EIF2S2	0.5429
RNF130	2.06825
CKAP5	-0.722333333333333
RP11-413M3.2	0.70525
C10orf18	0.2544
TMEM93	0.6185
DYX1C1	0.205
KCNMB2	-2.164375
ANK3	2.04275
KRT5	0.3941
CDH12	-1.719125
QRSL1	0.202
JUB	0.507
SHC4	-2.16575
CCL15	0.316666666666667
CCDC22	0.895
SNX24	0.178
RARS	-0.2805
MORC2	1.34
FAM48A	-0.08425
MT1H	-0.595
PPP1R14C	2.32583333333333
FOXD1	-0.0807142857142857
C1orf213	-2.079
AMT	-2.201
DSN1	-0.70425
PTPLAD2	2.1865
DIS3L	0.88225
RASL11A	0.56875
GPRC5B	2.147125
FRMD7	1.9715
STRN4	0.24375
KITLG	2.54231818181818
HDGF	-1.64575
OR1S1	0.713
SETX	-0.6875
DDR2	0.79275
KCTD12	1.49475
LYZL2	-0.07
WDR52	-1.945
TMEM2	0.581375
ZNF579	-0.214333333333333
LOC200810	0.69
TNFSF9	-1.330375
PPFIA4	-3.662
CNIH3	-0.157333333333333
MAP4K4	-0.510071428571429
ROD1	0.652357142857143
ALS2CR12	-0.9375
DOCK3	0.901833333333333
PAQR9	-4.572
ASB17	-0.208833333333333
STX16	-1.4605
FEZ2	-0.5
DLAT	0.476
KIF21B	-0.9985
CDC5L	-0.20475
TMEM119	1.9565
CRIP3	-1.7015
TPSD1	-0.056
TEPP	-0.41575
GNGT2	1.97525
C21orf121	2.57175
WNK1	0.323916666666667
FLJ10490	1.0202
OR51B5	-2.0725
LOC203547	0.908875
HAS1	-0.172
PPA1	1.039
ST7	0.380875
C11orf46	-0.0271
POPDC3	1.21716666666667
ACOX2	4.199
ATCAY	-0.464083333333333
TM4SF19	-0.03925
MFSD9	1.21283333333333
PDHB	-0.27475
ERN1	1.04975
LCE3C	0.5825
GPR111	1.533
NOTCH3	2.03016666666667
ADAMTS5	2.438
B3GALT1	-1.25025
UGCGL1	0.654833333333333
FAM58A	2.0325
FBXO32	1.38825
CLPP	0.22875
NXPH1	4.98075
MTMR3	0.751333333333333
ATP1B3	-0.063875
TMEM16A	3.715125
HIST1H3F	0.436
TRIM25	-0.442333333333333
SDCBP2	2.5035
CRKL	-0.8625
HOXB2	0.328
ANP32B	-1.148375
GATM	6.0495
AP4E1	0.8115
EDG5	0.495375
CDKN3	-0.0601666666666667
CDH4	-2.16025
PGD	-0.320666666666667
RND1	0.979
GAD1	-2.8966
MPG	0.358
LOC440350	-1.4395
ZNF133	-0.0215
SERPINB12	0.299
AMELY	-0.0573333333333333
DHX36	-1.10575
TNFAIP8L2	3.24483333333333
PHTF2	0.0963888888888888
CCDC112	0.5275
IQCC	-1.0615
HEYL	3.02
FTSJ2	-0.0526666666666667
APPL1	-0.616375
RAB43	0.4465
OR10G2	0.3625
WAC	0.528666666666667
ADCY9	1.815375
RUNDC2B	0.505333333333333
PYCRL	-0.157
AGPAT7	0.215833333333333
SLC22A9	-0.951833333333333
CDKAL1	0.753
PDYN	-0.720333333333333
C20orf74	0.38075
MTMR11	0.95275
VAV3	1.87233333333333
DAPL1	4.3105
STXBP3	-0.3835
EIF3G	-0.16275
ARHGAP22	-0.511
NPFFR1	0.468
NPC1	0.1755
ALDH9A1	0.6775
ZNF600	0.69975
ZNF678	-0.447333333333333
RASSF1	0.164583333333333
ADD2	-2.78525
PITPNB	-0.316625
PKD2L2	0.195875
LRP11	1.4205
CDKL1	0.12075
SMEK2	0.756
PRODH2	-2.97683333333333
C11orf54	0.0923333333333334
SFRS11	-1.02766666666667
IL7	-0.211666666666667
ALS2CR16	0.19525
BTG3	0.714
PAK2	-0.169611111111111
RP11-679B17.1	-1.9475
GATA4	-1.93333333333333
ATP2B1	-1.25925
LOC130940	-1.2605
C1orf172	2.3295
ATF7IP2	-2.287
SLC25A43	1.701
CENTG3	-0.34275
IGF2BP1	-3.499
FCHSD1	0.726
CAMK2N2	0.0168333333333333
ELAVL3	-0.126
NBPF15	-1.34116666666667
UBE2J2	0.05825
GNL2	0.041
PRR3	0.1845
NLF2	0.5125
OR4F6	0.019
KLHL24	1.10616666666667
CCDC88A	-2.3542
SGPP1	-0.250333333333333
C10orf11	0.64
SLC35B4	-0.831
UGT3A2	0.3075
ARNT2	-2.2397
CBR1	0.696125
ITPR3	-1.63266666666667
TRAPPC6B	0.581
AMZ1	-1.0265
ARP11	2.1595
WDSUB1	0.314
APBA1	0.606833333333333
RAB2A	1.124
C6orf162	-0.093875
HPSE2	0.561
PLCE1	1.632
INSL3	0.58475
DLG1	-0.1443
PTPLA	-2.37475
PIGX	0.487125
TFIP11	0.671166666666667
FIBIN	3.206
POLR2G	-0.286
GRAP2	-1.7826
DNAJB8	-0.11575
CNBP	0.369833333333333
WASF1	-2.33325
INPP5E	-1.5693
HSPB1	1.13225
TMEM167	0.4643
CUBN	0.16325
IGF1	2.0690625
ITPK1	0.2446
NAALAD2	-1.405625
G3BP1	0.9635
NT5DC1	0.07625
CYP39A1	-0.6115
TMEM139	1.02608333333333
POLK	-0.3263
GLULD1	-2.1825
RBM15	-0.481166666666667
AMZ2	3
GDF15	-2.20733333333333
MESDC2	-0.6315
INCA	3.13916666666667
ACY1L2	-3.6545
GZMM	-0.19
PAIP1	0.13975
CACNA2D1	-0.08325
STK32C	0.383166666666667
SH3BP4	1.11233333333333
DEC1	0.3185
PADI1	0.5465
UBB	0.6619
PON3	-3.2925
PROP1	0.463
ANKRD13B	-0.2515
ADCK1	0.3775
TCF25	-0.677666666666667
SLC38A5	-2.07025
CXorf26	0.633666666666667
C19orf39	1.446
PPP1R13B	1.2375
ARL2	-0.1285
TCL6	0.978583333333333
TOP3A	-0.6165
SLC16A14	1.76375
FXYD6	1.487
HIST1H4E	0.1915
BBC3	-0.388315789473684
UNC5A	0.4905
FAM86C	-0.4663
PI4KB	0.77
B3GAT1	-3.357
SUSD2	2.60366666666667
OAZ2	-0.209333333333333
NOC4L	0.6565
C10orf12	0.22475
FADS1	-1.98333333333333
LOC144097	1.10075
DKK2	1.302
KIAA1949	0.01775
RHOT1	0.0508
OXT	1.55683333333333
GPR153	-0.0055
ARL4A	-0.391833333333333
SAAL1	-0.31025
CCDC64	0.069
USE1	-0.260166666666667
HNMT	-0.051
PCGF3	-1.0111875
CYP2C19	0.566333333333333
C20orf4	0.5785
CCDC11	-0.9475
ACSBG2	0.28225
RWDD2A	-0.17425
PALLD	1.9465
CPLX4	0.265
LOC492311	-0.10375
KPNA2	0.872333333333333
MACROD1	-0.0404
TMCO3	0.382
C15orf52	0.0238333333333333
BIRC5	-1.7878
PRR16	0.483833333333333
FAM63B	-0.158625
KATNB1	-0.3645
WNT8B	0.193
CPLX3	1.93825
GHR	3.990625
CCDC124	0.1215
