Hybridization REF	TCGA-A2-A0ET-01A-31R-A034-07
SLC9A5	-1.461
EPDR1	-0.8105
MUSK	0.232166666666667
ZNF434	0.666333333333333
SMARCD1	-0.4855
ZFP106	-0.1705
ZNF347	0.5367
GTF2E1	0.29575
RY1	0.332833333333333
ATAD2B	0.0343750000000001
ARHGAP17	-0.0478
KCNIP3	0.39775
SFPQ	-0.050875
GFRA4	-0.396666666666667
AKR1B10	-3.909
TIGD6	1.08683333333333
RGS16	2.43925
URB1	-0.826166666666667
OR4C46	0.811833333333333
TOP3B	-1.31325
NFATC4	-0.0175
CA14	-3.93725
BMPR1A	0.683333333333333
SNRP70	-1.121375
PRL	0.244666666666667
C6orf130	0.39375
STAG2	0.32025
CD55	0.133428571428571
RPS23	0.821833333333333
SSX2	-1.21916666666667
FDPSL2A	-0.0995
FBXO27	-0.995625
SYNGR3	-1.43466666666667
TMSL3	2.394
EML1	-0.1955
NUP93	-0.92475
SMAD3	-0.3259
KIAA1189	-0.656333333333333
HNRPUL2	-0.6725
TBC1D12	2.29516666666667
C16orf24	0.57275
MRVI1	0.590333333333333
ZNF581	-0.563333333333333
ELOVL3	-0.816
OR51Q1	0.29725
CACNB3	0.491
GALNT13	-1.256625
C10orf84	1.2200625
NEDD4	-1.1287
SPO11	-2.56
OR5AU1	-0.024
NEK4	1.68964285714286
PRKAR2A	-0.6325
IHPK1	0.0035
ATP6V0B	0.580375
CACNA1E	-0.0195
CEACAM8	0.691166666666667
PEX14	-0.34
FLJ12993	4.632
ZBTB38	0.291
PCTK2	2.02866666666667
LRRC16	0.9227
FBLIM1	-1.2935
FYCO1	1.13325
RP5-1022P6.2	2.75391666666667
CMTM1	-0.708
PLTP	-1.6615
RAPH1	0.070375
DOCK8	0.479625
EZH2	-1.56326666666667
SLC25A1	-1.398
PLEKHB1	2.1345
GRB7	1.6973
ZFP37	-1.49075
MRPL33	-0.4225
PELO	-0.09475
ARMC1	-0.307090909090909
C9orf27	0.438875
FLJ25778	0.562
C9orf37	-1.01533333333333
TMEM66	1.60575
SPRN	-0.08425
HBEGF	2.12825
PI4KA	-0.6005
LEPRE1	-1.5065
POU2AF1	-3.453875
MRPL12	-0.7515
REP15	-0.056
ZC3H3	-0.09975
RASAL1	-1.3295
DDAH1	0.384875
ACBD5	0.703125
TMC2	-0.5465
CCDC137	-0.86575
SAMD13	2.3785
UGT2B15	-0.588666666666667
TIPARP	-0.09475
DNASE1L3	0.7365
TRIM72	0.791666666666667
DBX2	0.31825
IPO8	0.573
C21orf88	-0.9685
MAP3K14	0.26975
LOC51233	0.648
GGTLA4	-1.79425
PDE6D	0.08475
ZNF117	0.24975
CLK2	-0.784375
NKRF	-0.0385
TNFSF15	-0.0431
DUSP2	-0.305375
SECISBP2	0.5062
GABRR2	0.256
PPAP2C	0.2845
LOC51145	-0.513333333333333
PAG1	-0.218375
PIK3C3	0.12675
GNG10	1.5535
APOL4	0.433333333333333
ANKRD28	-0.698875
STMN3	0.1342
RAB14	0.6747
CDK2AP2	-0.65525
HDDC3	0.518375
COMMD7	0.843625
CXXC1	-0.1345
HMCN1	-1.92016666666667
CD40	-0.333
DYNC1LI2	0.7996875
GDI1	0.74725
LOC646938	-0.176
VSNL1	-4.598
PIH1D1	-0.163833333333333
RAET1G	0.0295
KRTAP5-9	-0.55
EFTUD2	-0.47925
ZNF311	-1.02733333333333
ATP6V1G3	-0.41
OR2W3	-0.808
SCN4A	0.13725
MED10	-1.0625
FAM135A	-1.1999
ARHGAP4	-1.06425
EHMT2	-0.63275
UFD1L	-0.738
ERMP1	0.79925
MAG1	1.9895
THAP8	0.472333333333333
HACE1	-0.215166666666667
FAM82C	-0.094
C3orf20	0.4315
UNC84A	-0.812666666666667
SCD5	1.93178571428571
LASS6	-0.00387499999999998
LSG1	-0.229666666666667
MAL	-5.1115
GPR22	0.159
WDR5B	1.3585
ACTRT1	0.5905
C17orf60	-0.152833333333333
GRIN2C	0.346
ARMC8	-0.669666666666667
SLC47A1	-2.15216666666667
DMPK	0.4115
DHRS13	0.714166666666667
SMC1A	-0.676333333333333
KRTAP17-1	0.25675
SMYD5	-0.90675
TUSC2	0.540375
CRHR2	0.3335
KIR3DL2	-1.017
CCDC104	1.4395
ATP2C1	0.561
CROT	0.3245
PABPC3	-1.04033333333333
EGR1	1.018
THSD1	0.7765
KHK	-1.44325
SLC12A2	1.54775
CD58	-1.3845
STOX2	-1.90183333333333
CCDC76	-0.1579
CCDC48	4.3185
DNAH1	-0.159833333333333
ZIC4	-0.277625
OR1G1	0.5395
PSMC6	-0.734666666666667
PROKR1	0.4165
ABCB1	-0.3425
TRAT1	-0.72025
LLGL1	0.031
MTF1	0.9145
USP54	0.290125
PAGE2B	-1.8235
ITGB7	-3.70275
CCDC81	-0.598
LOC149837	1.78575
SCUBE1	-0.1085
ZSCAN10	-0.1005
HUWE1	0.175
CDH17	0.977
CD180	-0.36575
IL17A	0.11625
TMPO	-0.314875
KIAA1524	-1.75033333333333
HDGFRP3	0.204333333333333
OXCT1	-1.24518181818182
RRAS2	-2.76516666666667
LTBP2	0.3595
SV2B	0.1515
CYP2A6	4.777125
PKD1L2	-1.50233333333333
PPM1M	0.37225
FLJ22662	0.571833333333333
ZNF502	-0.5615
GP6	-1.3195
CRYBA2	3.3595
LEF1	-2.9419
CTPS	-1.85871428571429
EYA1	1.81116666666667
EPS8L1	0.22625
MAPK14	-0.458416666666667
SERPINB2	-1.00825
GTF2F2	0.105
ZNHIT4	-0.5695
PLA1A	-0.224875
C20orf114	2.348
HPR	-4.374
C18orf2	-2.03383333333333
SATB2	-0.4425
KCNJ9	0.131
MGC157906	0.18
MOCS3	0.0565
C17orf71	0.294666666666667
PPHLN1	0.3549
HIST1H2BN	-0.28725
RAPGEF1	-0.158375
MAP3K8	-0.71325
DLG4	-0.109833333333333
STC1	3.164
CDGAP	0.07725
DDX26B	-1.329
LOC150223	-2.088
CPSF3	-1.20716666666667
TMEM14A	0.9405
MYH3	-1.31675
GPKOW	0.662
SULT1A1	-0.4085
SPON1	0.8538
YY1AP1	0.9375
RAB23	-1.1235
PLA2G4A	-3.94825
MAPRE3	-0.05275
ZNF516	2.385
GGPS1	1.37575
EXOC3L2	-0.540375
C19orf42	0.9204
MAP2K2	-0.552833333333333
HIST1H2BB	-0.117
RNF19B	0.811333333333333
C6orf128	0.617833333333333
TLR8	1.22375
PCDHA9	1.731
CARS2	0.81825
CLUL1	0.628
RHAG	-3.88233333333333
UNK	0.798
EXOC8	1.4152
C9orf95	0.57875
C14orf143	0.579
MAML3	-0.11575
LDHA	-2.86975
MRPL20	-0.12675
KLHDC6	0.302833333333333
ATP5S	0.411833333333333
C8orf55	-0.36525
PHF19	-2.616875
KRTAP13-4	0.5605
TTC5	0.36925
XKR5	-0.15025
SILV	-4.25033333333333
TEX28	-0.2195
TCTN1	2.133
CX40.1	0.3
PPP2R5C	-0.364625
C12orf30	-0.593833333333333
CAPG	0.937
MPZL1	0.53555
ARSB	-1.72066666666667
TDH	-1.905
WASF4	0.16025
TSSK3	-0.4885
7A5	0.6275
CRISPLD1	-2.206875
MAD1L1	-1.29716666666667
SPIN4	0.414333333333333
AMPD1	-0.7255
DPYSL5	0.2155
INPP1	0.9395
ANKRD11	-0.533277777777778
NPAS4	-0.3585
GCET2	0.0841
RNASE9	1.026
GUCY2D	-0.651833333333333
CCDC98	1.14725
FGF4	-0.351
CPM	-1.34266666666667
SLC26A4	-1.08083333333333
PLD5	-0.84425
FAM59A	-2.253
FBXO5	-1.94833333333333
SIPA1L1	-0.42375
DPYS	0.32075
ATG4D	0.46125
TGM3	0.403
MTCH1	0.0355
HK1	-0.858857142857143
CDC26	0.21775
GALNT12	-3.89
LOC339229	0.11225
MRPL35	-0.73525
ORC4L	0.05175
TNKS	-0.255571428571429
C2orf24	0.359666666666667
ZNF553	1.32166666666667
GGTLA1	0.9661
ZNF497	0.78425
CDY1B	-0.00125000000000003
SLC30A4	0.41325
TUB	-1.629875
ARHGEF18	0.4335
ARRB1	0.48825
KCNK1	-4.993375
EREG	-2.4591
SCAMP5	1.4915
RUNDC3B	2.07225
ADAMTS20	0.65375
IL17RB	0.8265
FLJ20323	-0.81625
MCAM	-0.666375
POLR3E	-0.62175
AQR	-0.3065
IPMK	1.214
CDCA7	-4.802375
CAMP	3.3345
GRHL3	-0.4765
ADAMTSL2	0.1035
CLMN	2.03283333333333
SSTR3	0.247
MAGEA5	-1.92983333333333
OVOL2	3.925
JMJD1B	1.3825
RBL2	1.0977
PYGO2	1.191
PPP1R10	0.641666666666667
CSE1L	-0.979833333333333
LCA5	1.39425
RDH16	0.846
ASRGL1	-2.013875
TOM1	-0.297
PTX3	-6.671
TTC15	0.263
SCGB3A1	-0.146
MRPL50	-0.90375
RCAN3	1.095
SLC26A11	1.90575
STYX	-1.08133333333333
CINP	-0.16175
MARCH7	0.3975
PFKM	-0.368166666666667
SGMS1	0.00383333333333333
RIOK3	-0.1845
C1orf110	0.2095
CES7	-0.298625
LOC440248	-0.958
PPP1R12C	-0.054
C10orf27	0.506
ATG9A	-0.80325
MRPS26	1.092625
TMEM40	-1.0525
ELP3	-0.2409
ZNF787	-0.0738
HIAT1	0.522625
C8orf34	0.937
MGC4655	-0.7661
PELI1	-0.7485
PPT1	0.1688
SLC35C2	-0.362666666666667
C6orf125	0.28475
MUC4	-1.6625
RFC4	-1.62057142857143
GNB2	-0.207833333333333
NUP50	-0.539571428571429
SULT4A1	-1.72016666666667
C7	1.454125
CCDC130	0.463
ARRDC4	0.0025
RQCD1	-0.3655
GLYCTK	-0.49575
AYTL2	-0.534090909090909
MTUS1	1.3205
LEMD3	0.498
PLEKHF2	1.6475
HOXA7	-0.845
GTF3C2	-1.205
DYNLRB2	5.117
CNOT10	0.000999999999999996
MR1	0.617833333333333
FFAR1	0.0695
PRIC285	-0.36175
SLITRK6	3.21125
LIX1	-1.7494
UBE1L2	0.02475
F8	1.582625
ACHE	-0.267666666666667
KPNA5	0.95175
TNFRSF12A	-2.87533333333333
EGR3	0.539
SERPIND1	-3.24983333333333
OASL	3.0595
IFRD1	-2.019125
WDFY1	-0.240166666666667
ZNF267	1.11275
ACCN5	-0.131
ZBTB6	0.16425
PPP1R3A	0.067
PRRT3	2.01425
FBXL19	-0.29
TXNIP	1.40664285714286
ACTN2	-1.61375
ATG9B	0.20825
C9orf117	1.74925
IL27	0.6925
RPL36AL	0.2615
KLK15	-0.30175
CHAD	1.775
RAP2B	-0.326
HEBP2	0.8855
ZNF342	0.0865
CAMK2G	-0.145333333333333
TLR3	2.20125
FGF14	0.23525
HMGB2	-0.1675
TRPM5	0.029
OR5M11	0.4435
KIF3B	1.09715789473684
PRICKLE2	-0.06
MTMR9	0.7745
C3orf27	0.17725
GLRA3	-1.79733333333333
NSDHL	0.201
TMEM32	-0.14875
POLR2D	-1.46516666666667
MYADML	0.1015
C9orf114	-1.41175
MRGPRX1	0.466
TOPORS	0.63575
CLDN19	-1.04075
C1QL4	-0.0875
RNF165	0.229
DHRS9	-0.648
DNAH2	-0.414833333333333
FXR1	-0.716
ZMYM3	-0.818875
CASP3	-0.285166666666667
FAM120C	-0.550375
SCLY	-0.985
CA7	1.835
ENTPD5	-0.355666666666667
ZNF461	0.664375
PDIA5	-0.978
C1orf19	0.502333333333333
TMEM67	0.7745
KCTD20	-0.25175
WDR47	0.9
FLJ38723	-0.759
KLRF1	-0.1185
TAS2R16	-0.05
CLDN12	1.59
PRKCE	0.4375
UBXD4	-0.86625
ITGAM	2.25983333333333
GLT8D3	0.35475
WDR31	0.2034
RGS2	0.09225
OR51L1	0.2655
MST1R	1.098
KIAA1737	1.05575
OR4A5	0.806
GLIS1	-1.878
PTMA	0.121071428571429
NAPA	0.89525
PRDM11	0.356
LIPF	0.297
DIRAS3	0.26175
ASGR2	-3.898
C1QTNF4	0.28825
PIK3R4	0.215666666666667
ARMC3	5.5155
NDUFV3	-1.20391666666667
BTBD3	0.7355
PPP1R2	1.18558333333333
UBE2NL	0.74625
FOSL2	-0.795714285714286
FAM119A	-0.551333333333333
TUBA4A	-1.0564
KRTAP12-1	0.292
SFRS2	-0.5785
RHPN1	-0.1511
EEF2	-0.235666666666667
ZDHHC11	0.7355
EPHA3	-1.4899
RBM12	0.4385
H2AFJ	1.17433333333333
EDIL3	2.4155
KIF26A	-1.979
SERGEF	1.5405
B3GALT4	2.75425
LOC90925	-0.0396666666666667
OSCAR	0.10525
NPFF	-0.433
DEDD	0.453875
TMEM155	-0.83825
PTPN1	2.16325
SCYL2	0.681
SKAP1	3.92775
LEAP2	-2.59933333333333
GADD45G	2.4866
IFITM3	0.4565
PILRB	-0.131
SLU7	1.4219375
DSC3	-0.329
DNMT3L	-0.8755
PAPD5	0.686875
B3GNT3	-2.03133333333333
LHCGR	0.028
MSL-1	0.7615
UBE2S	-1.299625
SAP130	-0.8715
ANAPC11	0.5
MAGED4B	-4.155
ATP6V1B2	0.409833333333333
C14orf179	1.618
CAPZA1	-0.1825
CDYL2	1.39216666666667
GLRX3	-0.847666666666667
LOC136288	-0.0205
MOBKL1A	-0.98075
HTR2B	0.7085
CRYGD	0.0285
NUS1	-0.611333333333333
PGRMC1	-0.0225
MYOM2	-1.48025
FLJ39653	0.101166666666667
CHM	0.021
OR5M8	0.3875
ZNF619	0.69
FAM105A	4.2195
CCNL1	-0.620125
NAP1L3	-1.27975
C10orf57	1.59916666666667
B3GALNT1	2.04666666666667
CSN1S2A	0.1395
TCP10L	1.44975
GDAP2	-0.2405
DMKN	-1.141
COX6B1	0.4285
DNASE2	0.951
MSH5	-1.954
LGMN	-0.756125
USP31	0.7884
OR13C8	0.1985
SDCBP	0.00880000000000001
NUDT11	-3.84066666666667
PYGL	-2.64283333333333
SNPH	1.06433333333333
B3GNT4	-1.18
MIZF	-0.7317
NUBPL	0.023625
NOD1	-0.602666666666667
CDH22	-0.2925
NUBP1	0.251833333333333
DSCAM	-3.99
DGKI	-0.323
FAM136A	-1.298
AKAP1	0.303333333333333
SLC16A6	-0.11975
RIN3	-0.6385
PSG2	-0.04975
DIP2B	-0.54525
PSORS1C1	-0.981
KIAA0495	-0.908
FLJ90709	-0.8495
LPA	-0.319333333333333
PIGA	0.6095
LY75	0.908
UTS2	-5.61316666666667
RREB1	-0.092125
GALNACT-2	0.9269
MGC3196	-0.94125
FLJ31568	1.49625
LPHN1	0.105
SP1	0.290625
TOX4	0.457333333333333
HSPA9	0.4563
APOBEC1	0.1235
SLC35E4	-0.91125
LSM5	-1.4535
SURF1	-0.494
ZBTB1	-0.269166666666667
GTF2F1	0.23175
RPS15A	-0.364214285714286
DUSP21	-0.219
GINS4	-3.241
MYO15A	-0.5848
GIMAP7	2.43275
MGC13379	0.17375
ATP6V1E2	-1.44083333333333
UTP3	1.285
HNRPA3	-0.4970625
MT4	-0.034
C14orf155	0.1485
U1SNRNPBP	0.92925
CKLF	0.760333333333333
PLEKHN1	-2.0015
MBNL1	-0.00241666666666666
NUP160	-1.3155
ACSM2A	-2.042
LOC129881	0.2255
KIAA1529	0.192
FLJ22639	-0.3835
HAND1	-1.123
GSX1	-0.0165
FGA	-3.58753333333333
SERPINB1	0.8125
ZNF642	0.6725
IGFBP1	-8.087625
SLC1A1	-1.67
DHX57	-0.60275
ZNF766	0.558
PTPN21	-1.2301
GDPD3	0.0788333333333333
PNPLA5	0.342
TBR1	0.394666666666667
FAM116A	0.492
IQGAP1	-0.156375
FOS	1.5895
ZNF226	0.847625
FIGNL1	-1.13183333333333
C14orf1	-0.256166666666667
ZMYND17	0.219
PUS7	-1.21283333333333
TUBB6	-2.20025
KCNQ2	-1.61
MARCH6	0.143666666666667
CCDC33	-0.035
PRODH	-1.56875
RBM11	2.9215
EPHA6	0.47125
SLC43A1	-0.21925
LOC196541	0.084875
NTN1	0.310833333333333
ING4	0.74225
PCDHB10	-1.39725
DPH2	-0.999333333333333
SPACA4	0.1095
FBXL21	-3.092
DIAPH1	-0.364333333333333
ZNF71	0.826666666666667
CEP76	-0.843
CORO1A	-0.5165
RRM2	-3.568625
EDG4	0.24675
OS9	-0.0981666666666667
SLC4A1AP	-0.186
COG5	-1.06325
COPS8	-0.34725
NGLY1	-0.453
NCBP2	-0.924125
C17orf42	0.701666666666667
GPSM3	0.098875
SIL1	0.581833333333333
ASB6	-0.67175
SMAD5OS	-0.122
UNC93A	-2.653875
A1BG	0.855
C21orf62	0.635
FMO5	0.98475
ATRIP	0.1215
CEBPG	0.298833333333333
C7orf38	0.482333333333333
TNFRSF1B	0.251333333333333
CLEC1A	0.842666666666667
IQSEC1	0.386125
PATZ1	0.7453
RBM22	1.06125
BAG2	-2.73783333333333
PAQR5	-1.412
C9orf127	0.6292
THNSL1	0.70475
SHROOM3	3.1142
JAM2	0.0105
SNRPN	-1.77625
ALX4	0.0235
CACNA1S	-0.0795
FAM130A1	1.2985
CORIN	-0.233
CD300LB	0.1705
PLEKHG6	0.266
LRRC40	-0.802
PCLKC	-1.04775
PCDHB16	-0.56
WNT2B	-0.016
ASNS	-1.633
MRPL49	-0.929875
FLJ46111	-0.74875
ISG20	0.6165
SMU1	0.138166666666667
CASZ1	-0.1455
POLR1D	0.64175
GIN1	0.272
SNAG1	0.5075
ANKRD29	-0.92675
CDKN2AIP	0.36125
KRR1	0.6755
CXCL1	-4.36233333333333
EPM2A	0.1351
PC	-1.07683333333333
DEFB127	-0.456
PDZRN4	4.87416666666667
FAH	1.384
OR51E1	1.096
CDC2L6	0.39
DNTTIP1	0.13225
PAX8	0.62775
TMEM116	0.39125
C1orf150	-0.004
PRO2012	0.2455
MRPL40	-0.608
BEX1	-3.56044444444444
SLC2A4	-0.7445
PKMYT1	-1.85675
FEZF2	0.3915
SLC26A9	-0.3975
MAP2	0.342166666666667
LYL1	-1.6255
SLC25A19	-0.1775
NOS3	-0.61
ZNF34	0.850833333333333
TMPRSS11F	-0.385
FAM43A	-1.5965
FCRL4	-0.1925
KLF14	-0.06175
FLRT2	-1.60833333333333
WRN	-1.07375
SDF2	1.6159
KRT8P12	-0.7075
C6orf195	0.215
C9orf125	-2.33883333333333
DZIP3	0.596
RIT1	0.13625
SCML1	-3.58
RHBDF2	-0.26675
OR2G3	0.164
REXO1L1	-0.157
MAP3K7IP3	0.179125
C3orf57	-1.397
FBXW11	0.5965
ETAA1	-1.11125
C14orf131	-0.1951
AKT1S1	-0.35475
SLC12A5	-0.70675
C9orf164	0.739
NRIP3	-1.196625
NOS1AP	0.2785
TMEM121	1.29525
SAP30BP	0.2911
DGCR6	0.0025
WDR76	-1.6305
FAM82B	-0.903416666666667
LOC606495	0.00700000000000001
MAP9	3.57975
BCDIN3D	1.488
CXorf36	2.31316666666667
DSCR3	-0.616
ZFAND3	-0.510125
C7orf43	-0.373166666666667
SPSB3	0.6874
C19orf19	0.4515
FAM133A	-3.64442857142857
C12orf25	0.483
SLC39A3	-0.640125
DISP2	0.02475
PI4KAP2	-1.78
MKRN3	-0.865333333333333
ADAMTS13	-0.9685
CBLN3	0.0783
TTYH1	-2.047
C3orf18	0.88975
FLJ13236	-2.562
ZMYND12	2.70075
C18orf25	0.439125
GLB1L3	-1.6625
ATP13A5	0.5705
RANBP10	0.69875
CD96	-0.1481
DENND1C	0.11975
RBMS3	-0.5395
SLC41A3	0.29
DGCR6L	-0.018
TMEM128	1.06716666666667
CSNK1G3	1.623
MOBKL2C	0.841875
TSPAN6	-1.7705
MATN2	-1.4129
MSL2L1	-0.163
ST6GALNAC2	1.40966666666667
FGFBP2	0.265
FGL1	-6.29116666666667
MPP3	1.35733333333333
ARHGEF6	-0.5545
TGFBR2	-0.486375
ACMSD	-0.757333333333333
IL33	1.4515
C9orf5	0.0514166666666667
DEAF1	-0.6145
AMN	-0.2015
DEFA6	0.088125
RNF212	-1.879
METT5D1	0.580333333333333
CIB1	0.7492
TSSK1B	0.11825
KIAA1727	1.32675
ZNF680	0.45225
LOC399900	-0.81
LOC152217	-0.0274166666666666
CTNNAL1	-2.7295
CIT	-1.36858333333333
TLE6	-0.55425
ZNF607	-0.54575
HERC4	-0.392166666666667
DRAP1	-0.4744
PEMT	-0.13875
C10orf111	-0.9235
ZNF575	0.171375
KCTD7	-0.217
MYO1F	0.459375
LOC285382	-0.4545
RAB11A	0.156
PLCD3	-0.90825
C15orf28	-0.667
PTBP2	-0.58025
CTB-1048E9.5	-0.45975
C19orf60	0.00766666666666665
C7orf25	0.78
SETD7	1.100875
HOXB9	-4.867
VANGL1	-0.1851875
CHAF1B	-1.9035
NDUFA3	1.188
KIAA1328	-0.0466666666666667
SHARPIN	-0.334375
TTC23	-2.2845
UGP2	-0.0929166666666667
ANKIB1	-0.0271
CIRBP	2.35871428571429
SEC14L4	-2.59616666666667
OVCH1	0.1355
VPS52	-0.138333333333333
FAT	-2.981
M6PRBP1	-0.82425
GPRIN3	2.951
PPM1F	-1.26116666666667
TSR1	-0.3505
CCDC85A	0.65225
PCSK5	-0.0765
ZFHX3	0.4265
HEMK1	-0.1039
PGBD2	0.33975
RSRC2	0.453666666666667
AURKC	-1.7185
SCRIB	-0.143125
ORM2	-4.803
FAM115A	-0.2006
FZD6	1.4815
UNC119	0.218833333333333
GPX3	-1.3918
NOV	-0.794375
CABC1	0.180625
CDC42SE2	0.473625
EIF2S2	-0.1677
RNF130	0.593125
CKAP5	-1.37233333333333
RP11-413M3.2	-0.189125
C10orf18	0.8171
TMEM93	0.72
DYX1C1	2.2905
KCNMB2	-1.436375
ANK3	0.636333333333333
KRT5	-2.9512
CDH12	-0.679
QRSL1	-0.400875
JUB	-2.409
SHC4	0.618125
CCL15	1.43033333333333
CCDC22	0.71175
SNX24	0.53175
RARS	0.344
MORC2	0.537875
FAM48A	-0.325
MT1H	-1.2745
PPP1R14C	-4.64183333333333
FOXD1	-2.707
C1orf213	-1.583
AMT	-0.3371
DSN1	-1.124
PTPLAD2	3.602
DIS3L	-0.21425
RASL11A	-0.1585
GPRC5B	-0.91725
FRMD7	2.5945
STRN4	0.41275
KITLG	0.849136363636363
HDGF	-0.60325
OR1S1	-0.1075
SETX	-0.0059
DDR2	-1.10775
KCTD12	1.1575
LYZL2	-1.223
WDR52	1.5
TMEM2	-0.806375
ZNF579	0.187
LOC200810	-0.173
TNFSF9	-1.896625
PPFIA4	-3.576
CNIH3	-0.966833333333333
MAP4K4	-2.58107142857143
ROD1	0.252785714285714
ALS2CR12	-0.9298
DOCK3	-1.5075
PAQR9	-3.97375
ASB17	0.533
STX16	-0.512
FEZ2	-0.9215
DLAT	-0.502166666666667
KIF21B	-1.50883333333333
CDC5L	-0.30725
TMEM119	0.397
CRIP3	-1.44375
TPSD1	0.203666666666667
TEPP	-0.4725
GNGT2	1.1435
C21orf121	0.28375
WNK1	-0.408166666666667
FLJ10490	0.6591
OR51B5	-1.452
LOC203547	-0.584875
HAS1	-0.21
PPA1	-0.1655
ST7	0.043625
C11orf46	0.7454
POPDC3	-4.07966666666667
ACOX2	0.796
ATCAY	-0.57
TM4SF19	-2.38525
MFSD9	-0.9075
PDHB	0.75575
ERN1	-0.395
LCE3C	-0.202
GPR111	0.1095
NOTCH3	0.444666666666667
ADAMTS5	0.3465
B3GALT1	-0.2165
UGCGL1	-1.40583333333333
FAM58A	0.910833333333333
FBXO32	0.0315
CLPP	0.43225
NXPH1	-1.49625
MTMR3	0.628833333333333
ATP1B3	-0.12625
TMEM16A	1.532125
HIST1H3F	-0.151333333333333
TRIM25	-0.132333333333333
SDCBP2	0.0725
CRKL	-0.708
HOXB2	3.0335
ANP32B	-0.718125
GATM	1.679
AP4E1	0.59925
EDG5	-0.105125
CDKN3	-2.55416666666667
CDH4	-2.4075
PGD	-1.31033333333333
RND1	1.0465
GAD1	0.2111
MPG	0.05775
LOC440350	-0.158
ZNF133	1.0625
SERPINB12	-0.7165
AMELY	0.0728333333333333
DHX36	-0.83875
TNFAIP8L2	2.96833333333333
PHTF2	0.738833333333333
CCDC112	-0.0871666666666667
IQCC	-0.11075
HEYL	2.26
FTSJ2	-0.785666666666667
APPL1	0.964125
RAB43	0.117071428571429
OR10G2	-0.0015
WAC	0.372166666666667
ADCY9	1.708
RUNDC2B	0.5695
PYCRL	-0.1805
AGPAT7	-0.823333333333333
SLC22A9	-1.14816666666667
CDKAL1	-0.5115
PDYN	-1.12
C20orf74	0.88425
MTMR11	0.66875
VAV3	2.73591666666667
DAPL1	3.37
STXBP3	1.08125
EIF3G	0.311
ARHGAP22	-1.7935
NPFFR1	0.3985
NPC1	-0.700833333333333
ALDH9A1	1.171
ZNF600	0.83575
ZNF678	0.588833333333333
RASSF1	-0.409833333333333
ADD2	-2.636125
PITPNB	-0.667875
PKD2L2	-0.2165
LRP11	-0.51175
CDKL1	-0.7905
SMEK2	-0.20775
PRODH2	-2.96066666666667
C11orf54	0.0436666666666667
SFRS11	-0.464166666666667
IL7	0.5745
ALS2CR16	0.5445
BTG3	-1.22583333333333
PAK2	-0.721944444444444
RP11-679B17.1	0.645
GATA4	-0.762333333333333
ATP2B1	-0.177
LOC130940	2.1275
C1orf172	3.06066666666667
ATF7IP2	-2.569
SLC25A43	-0.618
CENTG3	-0.1015
IGF2BP1	-3.7699
FCHSD1	0.491
CAMK2N2	-0.135333333333333
ELAVL3	-0.1875
NBPF15	-0.3955
UBE2J2	-0.350583333333333
GNL2	-0.725
PRR3	-0.1963
NLF2	0.04625
OR4F6	-1.061
KLHL24	1.0585
CCDC88A	-2.2824
SGPP1	-0.0175
C10orf11	1.24416666666667
SLC35B4	-1.54483333333333
UGT3A2	-0.7775
ARNT2	0.584
CBR1	-2.843375
ITPR3	-1.03433333333333
TRAPPC6B	-0.3613
AMZ1	-3.7525
ARP11	0.071
WDSUB1	0.9295
APBA1	-0.068
RAB2A	0.7248
C6orf162	-0.307375
HPSE2	0.54375
PLCE1	-1.92575
INSL3	0.4705
DLG1	-1.0163
PTPLA	-2.89825
PIGX	-0.88
TFIP11	0.244
FIBIN	0.1485
POLR2G	-0.90025
GRAP2	-2.0085
DNAJB8	-0.137
CNBP	0.484
WASF1	0.9195
INPP5E	-0.7718
HSPB1	0.2686875
TMEM167	0.1518
CUBN	-0.1205
IGF1	1.946625
ITPK1	0.4994
NAALAD2	-0.655875
G3BP1	0.8034
NT5DC1	0.114875
CYP39A1	2.389
TMEM139	-1.22916666666667
POLK	-0.0157
GLULD1	-0.05775
RBM15	-1.23016666666667
AMZ2	0.77575
GDF15	-0.908166666666667
MESDC2	-0.19025
INCA	0.371166666666667
ACY1L2	-0.159
GZMM	-0.306166666666667
PAIP1	0.74625
CACNA2D1	-0.15975
STK32C	1.68633333333333
SH3BP4	-0.213833333333333
DEC1	0.24
PADI1	-0.3505
UBB	0.5711
PON3	-2.00783333333333
PROP1	0.7595
ANKRD13B	0.126
ADCK1	-0.59475
TCF25	0.326166666666667
SLC38A5	-3.47025
CXorf26	0.480333333333333
C19orf39	0.41575
PPP1R13B	-0.1785
ARL2	-1.3975
TCL6	0.3095
TOP3A	-0.07
SLC16A14	0.81025
FXYD6	0.130666666666667
HIST1H4E	0.11575
BBC3	0.269894736842105
UNC5A	-0.0396666666666667
FAM86C	-1.2306
PI4KB	0.652375
B3GAT1	-3.45475
SUSD2	-0.21
OAZ2	-0.250333333333333
NOC4L	-0.0685
C10orf12	0.21475
FADS1	-2.49666666666667
LOC144097	-0.792
DKK2	1.83266666666667
KIAA1949	-0.90725
RHOT1	1.0682
OXT	-0.0418333333333333
GPR153	-0.208
ARL4A	-1.12283333333333
SAAL1	0.50125
CCDC64	0.02
USE1	-0.261
HNMT	-0.3525
PCGF3	0.5254375
CYP2C19	0.32275
C20orf4	0.279
CCDC11	2.5905
ACSBG2	0.27575
RWDD2A	0.79575
PALLD	0.635375
CPLX4	-0.082
