Hybridization REF	TCGA-A8-A09I-01A-22R-A034-07
SMARCD1	-0.197
ZFP106	-0.70025
ZNF347	0.4064
GTF2E1	0.14
RY1	0.0248333333333333
ATAD2B	0.5585
ARHGAP17	-0.1409
KCNIP3	-1.5925
SFPQ	-0.00112500000000002
GFRA4	0.566333333333333
AKR1B10	-4.461
TIGD6	1.11916666666667
RGS16	2.4615
URB1	-0.739666666666667
OR4C46	-0.244166666666667
TOP3B	-0.98
NFATC4	0.1505
CA14	-4.53875
BMPR1A	-0.779833333333333
SNRP70	-0.774625
PRL	-0.0983333333333333
C6orf130	-0.781
STAG2	-0.909
CD55	-0.618071428571429
RPS23	0.314833333333333
SSX2	-1.9605
FDPSL2A	0.1545
FBXO27	-1.58125
SYNGR3	0.931166666666667
TMSL3	1.72275
EML1	-1.089
NUP93	-0.178833333333333
SMAD3	-0.2047
KIAA1189	1.09266666666667
HNRPUL2	-0.0635
TBC1D12	0.866166666666667
C16orf24	1.54125
MRVI1	1.44316666666667
ZNF581	-0.582166666666667
ELOVL3	-0.4885
OR51Q1	0.416
CACNB3	2.748
GALNT13	-1.005875
C10orf84	0.6729375
NEDD4	-0.2045
SPO11	1.305
OR5AU1	0.56
NEK4	0.105571428571429
PRKAR2A	-0.124166666666667
IHPK1	-0.826
ATP6V0B	0.36725
CACNA1E	1.0785
CEACAM8	1.03666666666667
PEX14	-0.3275
FLJ12993	2.684
ZBTB38	-0.00291666666666666
PCTK2	0.998666666666667
LRRC16	0.8174
FBLIM1	0.503083333333333
FYCO1	0.4905
RP5-1022P6.2	0.221416666666667
CMTM1	0.669
PLTP	0.519333333333333
RAPH1	0.872
DOCK8	1.282
EZH2	-0.9264
SLC25A1	-0.2705
PLEKHB1	0.4166
GRB7	3.1073
ZFP37	-0.88375
MRPL33	0.0655
PELO	-0.4505
ARMC1	-0.182272727272727
C9orf27	0.1565
FLJ25778	0.12
C9orf37	-1.05166666666667
TMEM66	0.162
SPRN	-0.2295
HBEGF	0.116875
PI4KA	-0.285
LEPRE1	-0.9665
POU2AF1	-1.826375
MRPL12	-0.0718333333333333
REP15	-0.2345
ZC3H3	1.03425
RASAL1	1.1695
DDAH1	-0.05575
ACBD5	0.859
TMC2	0.317
CCDC137	-0.14875
SAMD13	-0.0525
UGT2B15	-2.17983333333333
TIPARP	-0.5905
DNASE1L3	-0.55925
TRIM72	0.633
DBX2	0.2925
IPO8	-0.049
C21orf88	0.1149
MAP3K14	-0.0165
LOC51233	0.764166666666667
GGTLA4	1.5285
PDE6D	-0.24
ZNF117	-0.1615
CLK2	-0.105625
NKRF	-0.8995
TNFSF15	1.0434
DUSP2	0.56375
SECISBP2	0.0317
GABRR2	0.252
PPAP2C	2.20525
LOC51145	-0.000833333333333348
PAG1	-0.30375
PIK3C3	-0.0705
GNG10	-0.2235
APOL4	0.946333333333333
ANKRD28	-0.40525
STMN3	-2.0385
RAB14	0.5422
CDK2AP2	1.162
HDDC3	0.329
COMMD7	1.072625
CXXC1	-0.10875
HMCN1	-0.466833333333333
CD40	1.059
DYNC1LI2	0.782875
GDI1	0.744
LOC646938	-0.2335
VSNL1	-2.71633333333333
PIH1D1	-1.13816666666667
RAET1G	-2.0635
KRTAP5-9	0.1215
EFTUD2	-1.095
ZNF311	0.6885
ATP6V1G3	-0.0135
OR2W3	-0.6305
SCN4A	0.099
MED10	-1.214125
FAM135A	-1.5716
ARHGAP4	-0.97025
EHMT2	-0.167375
UFD1L	0.5915
ERMP1	-0.46625
MAG1	-0.833833333333333
THAP8	0.830333333333333
HACE1	-0.915166666666667
FAM82C	1.11183333333333
C3orf20	0.023
UNC84A	-0.548
SCD5	-0.266285714285714
LASS6	2.518125
LSG1	0.631166666666667
MAL	-5.49675
GPR22	-0.076
WDR5B	0.7355
ACTRT1	0.073
C17orf60	0.367166666666667
GRIN2C	0.1688
ARMC8	-0.417916666666667
SLC47A1	-1.52433333333333
DMPK	0.5815
DHRS13	1.15033333333333
SMC1A	-0.626666666666667
KRTAP17-1	-0.0525
SMYD5	-0.12175
TUSC2	-0.118625
CRHR2	0.5185
KIR3DL2	0.4805
CCDC104	0.2385
ATP2C1	0.32425
CROT	-0.76275
PABPC3	-0.1595
EGR1	-0.683333333333333
THSD1	0.17175
KHK	-0.98325
SLC12A2	1.0096875
CD58	-0.72975
STOX2	-2.84366666666667
CCDC76	-1.1347
CCDC48	4.171
DNAH1	-0.1105
ZIC4	-0.206
OR1G1	0.4055
PSMC6	-0.455
PROKR1	0.2985
ABCB1	-1.86025
TRAT1	-1.19925
LLGL1	-0.4425
MTF1	0.812
USP54	0.2045
PAGE2B	-2.378
ITGB7	-3.3875
CCDC81	0.0175
LOC149837	0.326
SCUBE1	0.3855
ZSCAN10	0.7505
HUWE1	0.0344285714285714
CDH17	-0.15
CD180	1.19975
IL17A	0.391
TMPO	0.24125
KIAA1524	-0.568833333333333
HDGFRP3	0.702166666666667
OXCT1	-2.81972727272727
RRAS2	-1.87483333333333
LTBP2	2.1923125
SV2B	0.221333333333333
CYP2A6	1.6175
PKD1L2	-0.742833333333333
PPM1M	0.18025
FLJ22662	1.83816666666667
ZNF502	-0.298
GP6	-0.2775
CRYBA2	0.025
LEF1	-2.7698
CTPS	-1.60028571428571
EYA1	-3.3325
EPS8L1	2.05075
MAPK14	-0.242916666666667
SERPINB2	-4.42975
GTF2F2	-0.566166666666667
ZNHIT4	0.0115
PLA1A	0.78525
C20orf114	2.9395
HPR	-4.0165
C18orf2	-3.35333333333333
SATB2	-2.38975
KCNJ9	-0.01125
MGC157906	0.8115
MOCS3	0.53875
C17orf71	1.9875
PPHLN1	0.1407
HIST1H2BN	-0.393
RAPGEF1	-0.129
MAP3K8	0.2785
DLG4	-0.352333333333333
STC1	2.02933333333333
CDGAP	0.98925
DDX26B	-1.933
LOC150223	-1.11325
CPSF3	-0.69
TMEM14A	1.405
MYH3	-1.08375
GPKOW	0.288
SULT1A1	-0.267333333333333
SPON1	2.8396
YY1AP1	0.3585
RAB23	-0.739
PLA2G4A	-4.17975
MAPRE3	0.86075
ZNF516	1.4945
GGPS1	1.21875
EXOC3L2	-0.210875
C19orf42	0.5834
MAP2K2	-0.3
HIST1H2BB	-0.819
RNF19B	1.20333333333333
C6orf128	-1.04983333333333
TLR8	3.908
PCDHA9	1.318
CARS2	-0.425
CLUL1	1.323
RHAG	-4.01116666666667
UNK	-0.0545
EXOC8	1.0207
C9orf95	0.176
C14orf143	1.173
MAML3	0.263285714285714
LDHA	-2.48
MRPL20	0.09375
KLHDC6	0.0375
ATP5S	-0.696833333333333
C8orf55	0.286
PHF19	-1.471625
KRTAP13-4	0.672
TTC5	0.40575
XKR5	-0.65475
SILV	-4.49316666666667
TEX28	0.2255
TCTN1	1.18975
CX40.1	0.583
PPP2R5C	-0.5245
C12orf30	-0.0761666666666667
CAPG	2.82625
MPZL1	1.5528
ARSB	-0.707666666666667
TDH	-1.99625
WASF4	0.0255
TSSK3	-1.0655
7A5	1.3485
CRISPLD1	-1.26675
MAD1L1	0.0125
SPIN4	-0.0923333333333333
AMPD1	-0.26475
DPYSL5	-0.1875
INPP1	-0.611
ANKRD11	-0.648944444444444
NPAS4	-0.0475
GCET2	-0.165
RNASE9	-0.035
GUCY2D	0.914666666666667
CCDC98	0.2355
FGF4	-0.62775
CPM	-0.618
SLC26A4	-1.2005
PLD5	-0.197
FAM59A	1.8618
FBXO5	-1.11588888888889
SIPA1L1	0.0345
DPYS	0.41325
ATG4D	0.4075
TGM3	3.199
MTCH1	0.064875
HK1	-0.0547857142857143
CDC26	-0.30875
GALNT12	-3.3835
LOC339229	-0.04075
MRPL35	0.233875
ORC4L	0.22425
TNKS	0.112285714285714
C2orf24	0.481333333333333
ZNF553	0.436
GGTLA1	2.8995
ZNF497	0.18025
CDY1B	-0.317333333333333
SLC30A4	0.810625
TUB	-1.41525
ARHGEF18	-0.0855
ARRB1	1.562
KCNK1	1.747875
EREG	-2.4349
SCAMP5	-0.31625
RUNDC3B	0.72425
ADAMTS20	0.13875
IL17RB	-0.466375
FLJ20323	-0.29025
MCAM	-0.183125
POLR3E	-1.1505
AQR	0.294
IPMK	0.4565
CDCA7	-3.209
CAMP	5.61925
GRHL3	0.60275
ADAMTSL2	0.983833333333333
CLMN	1.54816666666667
SSTR3	0.4315
MAGEA5	-2.55116666666667
OVOL2	4.1
JMJD1B	0.01025
RBL2	-0.0103
PYGO2	1.10725
PPP1R10	1.32183333333333
CSE1L	-0.668666666666667
LCA5	0.34625
RDH16	2.98275
ASRGL1	-3.299625
TOM1	0.95
PTX3	-7.16675
TTC15	-0.01725
SCGB3A1	3.03033333333333
MRPL50	-1.0415
RCAN3	0.83425
SLC26A11	0.916
STYX	0.349
CINP	0.16025
MARCH7	0.355
PFKM	-1.19016666666667
SGMS1	0.169833333333333
RIOK3	-0.1257
C1orf110	-0.134
CES7	0.62075
LOC440248	-1.44075
PPP1R12C	-0.25025
C10orf27	0.5995
ATG9A	-0.40175
MRPS26	0.81475
TMEM40	0.0125
ELP3	-0.94
ZNF787	0.5409
HIAT1	-0.198875
C8orf34	0.872
MGC4655	-0.2639
PELI1	-0.239666666666667
PPT1	0.1021
SLC35C2	0.508833333333333
C6orf125	0.0265
MUC4	-1.40483333333333
RFC4	-1.66457142857143
GNB2	-0.260333333333333
NUP50	0.599857142857143
SULT4A1	-1.9265
C7	0.149714285714286
CCDC130	-0.478666666666667
ARRDC4	-0.059
RQCD1	-0.4955
GLYCTK	-1.09275
AYTL2	0.128272727272727
MTUS1	0.554
LEMD3	-0.0758333333333333
PLEKHF2	1.9115
HOXA7	-0.44575
GTF3C2	-1.0275
DYNLRB2	2.53475
CNOT10	0.136
MR1	0.724833333333333
FFAR1	0.4455
PRIC285	1.47475
SLITRK6	-1.09575
LIX1	-2.7319
UBE1L2	-0.321
F8	0.10725
ACHE	0.152
KPNA5	-0.01675
TNFRSF12A	-0.6865
EGR3	0.88
SERPIND1	-3.36683333333333
OASL	4.5055
IFRD1	-2.207625
WDFY1	0.00466666666666667
ZNF267	0.348375
ACCN5	-0.607
ZBTB6	-0.071
PPP1R3A	-0.402
PRRT3	1.74375
FBXL19	-0.4635
TXNIP	-0.0480714285714286
ACTN2	4.388
ATG9B	-0.63325
C9orf117	1.1435
IL27	0.2475
RPL36AL	0.119
KLK15	0.03225
CHAD	0.5685
RAP2B	-0.0713
HEBP2	1.50575
ZNF342	1.3695
CAMK2G	-0.137333333333333
TLR3	1.73625
FGF14	-0.18475
HMGB2	-0.65325
TRPM5	0.0235
OR5M11	0.082
KIF3B	0.919052631578947
PRICKLE2	-0.307
MTMR9	0.158
C3orf27	0.32725
GLRA3	4.60416666666667
NSDHL	-0.0478333333333333
TMEM32	-0.71575
POLR2D	-0.22425
MYADML	0.567
C9orf114	-0.34425
MRGPRX1	0.6075
TOPORS	0.453
CLDN19	-1.037
C1QL4	-0.1015
RNF165	-2.345
DHRS9	0.0115
DNAH2	-0.0993333333333333
FXR1	-1.4275
ZMYM3	-0.96525
CASP3	0.164
FAM120C	-0.40075
SCLY	-1.61675
CA7	-0.0975
ENTPD5	0.293
ZNF461	0.18725
PDIA5	-0.142
C1orf19	0.166
TMEM67	-0.226
KCTD20	-0.343
WDR47	0.6195
FLJ38723	-0.406
KLRF1	-0.2525
TAS2R16	0.658
CLDN12	0.599
PRKCE	0.143
UBXD4	-0.1305
ITGAM	3.14416666666667
GLT8D3	0.720375
WDR31	0.8461
RGS2	-0.40475
OR51L1	0.65
MST1R	1.422
KIAA1737	0.353
OR4A5	-0.176
GLIS1	-1.76166666666667
PTMA	0.497785714285714
NAPA	1.036
PRDM11	-0.13475
LIPF	0.0355
DIRAS3	-1.02425
ASGR2	-4.11375
C1QTNF4	0.075
PIK3R4	0.00983333333333333
ARMC3	3.18
NDUFV3	-0.185166666666667
BTBD3	0.0251666666666667
PPP1R2	0.853083333333334
UBE2NL	0.845
FOSL2	0.270785714285714
FAM119A	-0.755833333333333
TUBA4A	-0.835
KRTAP12-1	0.48125
SFRS2	-0.0615
RHPN1	0.5231
EEF2	-0.710833333333333
ZDHHC11	0.2275
EPHA3	-1.9033
RBM12	-0.44975
H2AFJ	1.45208333333333
EDIL3	2.881
KIF26A	-1.11425
SERGEF	-0.5115
B3GALT4	3.323
LOC90925	3.82383333333333
OSCAR	0.802625
NPFF	-0.58175
DEDD	0.878
TMEM155	-0.90475
PTPN1	1.08325
SCYL2	0.682
SKAP1	2.96525
LEAP2	-2.32483333333333
GADD45G	1.6797
IFITM3	1.25375
PILRB	-1.63866666666667
SLU7	0.236625
DSC3	-0.17275
DNMT3L	-1.85
PAPD5	0.59325
B3GNT3	0.541833333333333
LHCGR	0.2635
MSL-1	2.43625
UBE2S	-0.80275
SAP130	-0.526
ANAPC11	1.061
MAGED4B	-2.149
ATP6V1B2	0.077
C14orf179	1.402875
CAPZA1	-0.271
CDYL2	0.6105
GLRX3	-0.731
LOC136288	-0.631333333333333
MOBKL1A	-0.43275
HTR2B	1.86175
CRYGD	-0.357166666666667
NUS1	-0.161
PGRMC1	0.1365
MYOM2	-1.4695
FLJ39653	-2.34133333333333
CHM	-0.3613
OR5M8	0.3305
ZNF619	0.852
FAM105A	0.67475
CCNL1	-1.015625
NAP1L3	-0.8395
C10orf57	1.68416666666667
B3GALNT1	1.52316666666667
CSN1S2A	-0.7465
TCP10L	0.24075
GDAP2	-0.7305
DMKN	0.369833333333333
COX6B1	0.239
DNASE2	0.594166666666667
MSH5	-0.911
LGMN	0.42825
USP31	-0.5669
OR13C8	0.2635
SDCBP	-0.0541000000000001
NUDT11	-3.192
PYGL	-0.575166666666667
SNPH	2.59333333333333
B3GNT4	0.2055
MIZF	-1.0633
NUBPL	-0.8865
NOD1	0.0293333333333333
CDH22	-0.276625
NUBP1	0.340666666666667
DSCAM	-4.02725
DGKI	0.29
FAM136A	-0.328
AKAP1	1.64433333333333
SLC16A6	1.96225
RIN3	0.55825
PSG2	-0.5665
DIP2B	0.248333333333333
PSORS1C1	0.8081
KIAA0495	-0.5085
FLJ90709	-0.695
LPA	-0.341666666666667
PIGA	0.646166666666667
LY75	1.268
UTS2	-6.3475
RREB1	0.53875
GALNACT-2	0.8252
MGC3196	-0.7185
FLJ31568	0.48725
LPHN1	-0.055625
SP1	1.204
TOX4	0.749
HSPA9	0.3279
APOBEC1	0.435
SLC35E4	-1.12725
LSM5	-0.79775
SURF1	0.7855
ZBTB1	-0.37175
GTF2F1	0.160625
RPS15A	-0.205071428571429
DUSP21	-0.7895
GINS4	-2.6865
MYO15A	0.338
GIMAP7	3.338
MGC13379	0.8365
ATP6V1E2	-0.82
UTP3	0.48975
HNRPA3	-0.53
MT4	0.3985
C14orf155	0.266
U1SNRNPBP	0.6505
CKLF	0.682166666666667
PLEKHN1	1.04816666666667
MBNL1	-0.317083333333333
NUP160	-0.84425
ACSM2A	-1.64875
LOC129881	-0.1055
KIAA1529	0.58625
FLJ22639	-1.70625
HAND1	-1.9845
GSX1	0.1845
FGA	-4.409375
SERPINB1	0.92675
ZNF642	0.24275
IGFBP1	-8.513875
SLC1A1	-0.421875
DHX57	-0.509
ZNF766	0.726
PTPN21	-0.2321
GDPD3	-0.283666666666667
PNPLA5	0.375
TBR1	0.249666666666667
FAM116A	-0.7075
IQGAP1	1.015625
FOS	-0.362625
ZNF226	-0.140625
FIGNL1	-0.0235
C14orf1	0.166
ZMYND17	-0.394
PUS7	-1.334
TUBB6	-0.881125
KCNQ2	-0.9245
MARCH6	-0.0184166666666667
CCDC33	0.4315
PRODH	2.51025
RBM11	2.7535
EPHA6	0.000714285714285699
SLC43A1	-1.993
LOC196541	0.144875
NTN1	0.182
ING4	-0.55725
PCDHB10	0.564
DPH2	-1.21033333333333
SPACA4	0.3905
FBXL21	-4.913
DIAPH1	-0.266
ZNF71	0.999833333333333
CEP76	0.0095
CORO1A	-0.3235
RRM2	-1.034375
EDG4	1.7905
OS9	0.2515
SLC4A1AP	0.027
COG5	-1.02
COPS8	-0.32325
NGLY1	-0.42175
NCBP2	0.043375
C17orf42	-0.238833333333333
GPSM3	0.789125
SIL1	0.881666666666667
ASB6	-0.7695
SMAD5OS	-0.818333333333333
UNC93A	-3.69275
A1BG	0.0386666666666666
C21orf62	-0.08225
FMO5	-1.04025
ATRIP	0.198666666666667
CEBPG	-0.369833333333333
C7orf38	-0.683333333333333
TNFRSF1B	1.03666666666667
CLEC1A	1.4735
IQSEC1	0.325125
PATZ1	1.8404
RBM22	0.56075
BAG2	-2.728
PAQR5	-0.771666666666667
C9orf127	0.7347
THNSL1	-1.17175
SHROOM3	2.7989
JAM2	-0.18725
SNRPN	-1.71975
ALX4	0.265
CACNA1S	0.5765
FAM130A1	0.9985
CORIN	2.264
CD300LB	0.9705
PLEKHG6	1.098
LRRC40	-1.25925
PCLKC	-1.737
PCDHB16	0.815333333333333
WNT2B	-0.120333333333333
ASNS	-2.33277777777778
MRPL49	0.21425
FLJ46111	0.04925
ISG20	1.656
SMU1	0.0266666666666667
CASZ1	0.48
POLR1D	-0.217166666666667
GIN1	-0.14025
SNAG1	0.426166666666667
ANKRD29	-2.19575
CDKN2AIP	-0.3815
KRR1	0.036
CXCL1	-3.10966666666667
EPM2A	-0.2684
PC	0.190333333333333
DEFB127	0.102
PDZRN4	3.982
FAH	1.156875
OR51E1	2.579
CDC2L6	-0.293666666666667
DNTTIP1	0.26725
PAX8	-0.34
TMEM116	0.11975
C1orf150	0.3935
PRO2012	0.6085
MRPL40	0.0908333333333333
BEX1	-3.6433
SLC2A4	-1.3595
PKMYT1	0.22075
FEZF2	-0.443666666666667
SLC26A9	-1.9015
MAP2	-0.273583333333333
LYL1	-1.05125
SLC25A19	0.350333333333333
NOS3	0.792
ZNF34	1.473
TMPRSS11F	-0.696
FAM43A	0.134
FCRL4	0.66
KLF14	0.07425
FLRT2	-1.77683333333333
WRN	-1.8725
SDF2	0.5955
KRT8P12	0.1025
C6orf195	0.263
C9orf125	-2.3295
DZIP3	-0.006125
RIT1	0.695333333333333
SCML1	-0.873833333333333
RHBDF2	0.2705
OR2G3	0.474
REXO1L1	-0.2215
MAP3K7IP3	-0.160875
C3orf57	-4.71875
FBXW11	-0.473666666666667
ETAA1	-1.00425
C14orf131	-0.5543
AKT1S1	-0.1575
SLC12A5	-0.992625
C9orf164	1.81125
NRIP3	-0.960625
NOS1AP	-0.4885
TMEM121	2.31175
SAP30BP	-0.0625
DGCR6	1.2925
WDR76	-0.1855
FAM82B	0.470583333333333
LOC606495	-0.815
MAP9	2.13575
BCDIN3D	0.61375
CXorf36	3.14066666666667
DSCR3	-0.2113
ZFAND3	0.85675
C7orf43	0.449666666666667
SPSB3	1.0023
C19orf19	0.64875
FAM133A	-3.352125
C12orf25	0.39025
SLC39A3	-0.12175
DISP2	0.529
PI4KAP2	-1.2035
MKRN3	-2.77866666666667
ADAMTS13	-0.285875
CBLN3	0.578
TTYH1	-0.999
C3orf18	0.6555
FLJ13236	1.77875
ZMYND12	2.29625
C18orf25	0.839375
GLB1L3	-1.6455
ATP13A5	0.0885
RANBP10	0.26925
CD96	-0.8759
DENND1C	0.2375
RBMS3	-0.3566
SLC41A3	0.366333333333333
DGCR6L	1.2205
TMEM128	0.3455
CSNK1G3	0.3525
MOBKL2C	0.93125
TSPAN6	-1.96075
MATN2	-1.7218
MSL2L1	-0.361833333333333
ST6GALNAC2	1.74866666666667
FGFBP2	-0.82325
FGL1	-7.592
MPP3	0.4895
ARHGEF6	-0.123333333333333
TGFBR2	-0.134125
ACMSD	-1.73975
IL33	0.7575
C9orf5	-0.604
DEAF1	-0.00310000000000001
AMN	-0.1155
DEFA6	0.625875
RNF212	-1.73375
METT5D1	-0.562333333333333
CIB1	1.0963
TSSK1B	0.20275
KIAA1727	2.2265
ZNF680	0.0511818181818182
LOC399900	-0.4805
LOC152217	-0.277833333333333
CTNNAL1	-3.8285
CIT	-0.676166666666667
TLE6	2.4585
ZNF607	-0.60075
HERC4	-1.08616666666667
DRAP1	-0.0131
PEMT	-0.391
C10orf111	-0.832
ZNF575	0.880375
KCTD7	-0.16825
MYO1F	0.986375
LOC285382	-1.63875
RAB11A	0.8854
PLCD3	-0.8035
C15orf28	-0.0245
PTBP2	-1.332625
CTB-1048E9.5	0.303
C19orf60	0.0933333333333333
C7orf25	0.459833333333333
SETD7	1.528625
HOXB9	-2.4695
VANGL1	-0.0934375
CHAF1B	-1.1215
NDUFA3	0.33825
KIAA1328	-0.0853333333333333
SHARPIN	1.059875
TTC23	-0.69725
UGP2	0.4595
ANKIB1	-0.2926
CIRBP	1.28342857142857
SEC14L4	-4.08766666666667
OVCH1	0.276166666666667
VPS52	0.169
FAT	-1.88175
M6PRBP1	-0.17725
GPRIN3	0.7395
PPM1F	-1.1355
TSR1	-1.201
CCDC85A	0.28925
PCSK5	0.651
ZFHX3	-0.016
HEMK1	-0.5669
PGBD2	0.71275
RSRC2	0.254833333333333
AURKC	-1.61533333333333
SCRIB	-0.068375
ORM2	-3.71733333333333
FAM115A	-0.0237
FZD6	-0.204625
UNC119	0.299333333333333
GPX3	-0.9286
NOV	-1.163125
CABC1	0.390375
CDC42SE2	0.4811875
EIF2S2	0.4007
RNF130	1.183875
CKAP5	-0.309833333333333
RP11-413M3.2	0.939125
C10orf18	1.257
TMEM93	-0.2405
DYX1C1	1.59525
KCNMB2	-2.343375
ANK3	-0.304833333333333
KRT5	-1.837
CDH12	-1.796125
QRSL1	-0.77325
JUB	-1.81325
SHC4	-2.65275
CCL15	0.696333333333333
CCDC22	0.20825
SNX24	0.65025
RARS	-0.47075
MORC2	0.354375
FAM48A	0.09225
MT1H	-0.584
PPP1R14C	-2.74916666666667
FOXD1	-0.430214285714286
C1orf213	-2.95
AMT	-2.2533
DSN1	0.10225
PTPLAD2	4.21825
DIS3L	-0.1905
RASL11A	0.50875
GPRC5B	0.464375
FRMD7	-0.867
STRN4	0.31725
KITLG	1.41722727272727
HDGF	0.50975
OR1S1	0.872
SETX	-0.249
DDR2	-0.4545
KCTD12	1.42125
LYZL2	-0.20775
WDR52	0.7935
TMEM2	-0.329375
ZNF579	0.660333333333333
LOC200810	-0.05125
TNFSF9	-2.27375
PPFIA4	-3.5275
CNIH3	-0.201
MAP4K4	-1.00057142857143
ROD1	0.615
ALS2CR12	0.934
DOCK3	-1.89183333333333
PAQR9	-4.7125
ASB17	0.147666666666667
STX16	-0.992375
FEZ2	0.249166666666667
DLAT	-0.618833333333333
KIF21B	-0.839666666666667
CDC5L	-0.5345
TMEM119	1.8205
CRIP3	-1.78625
TPSD1	0.204
TEPP	0.228
GNGT2	1.8185
C21orf121	-0.27375
WNK1	-0.12775
FLJ10490	0.8373
OR51B5	-2.795
LOC203547	-0.265875
HAS1	-0.4205
PPA1	0.218166666666667
ST7	-0.493875
C11orf46	1.5795
POPDC3	-4.4985
ACOX2	4.34466666666667
ATCAY	-0.637833333333333
TM4SF19	-1.252
MFSD9	-0.288
PDHB	-0.445
ERN1	-0.1625
LCE3C	0.42
GPR111	0.0285
NOTCH3	1.929
ADAMTS5	1.99325
B3GALT1	-1.6355
UGCGL1	0.3865
FAM58A	0.822666666666667
FBXO32	0.56875
CLPP	0.01125
NXPH1	-1.64875
MTMR3	0.906
ATP1B3	-0.397375
TMEM16A	3.876625
HIST1H3F	0.101
TRIM25	1.2185
SDCBP2	0.591
CRKL	-0.089625
HOXB2	2.84133333333333
ANP32B	-0.318375
GATM	0.2315
AP4E1	0.388375
EDG5	0.75375
CDKN3	-0.468166666666667
CDH4	-2.21375
PGD	-0.287666666666667
RND1	1.7105
GAD1	-3.6609
MPG	0.48225
LOC440350	-0.608
ZNF133	-0.528
SERPINB12	0.1045
AMELY	-0.109666666666667
DHX36	-0.83675
TNFAIP8L2	3.32183333333333
PHTF2	0.211333333333333
CCDC112	0.112833333333333
IQCC	-0.401
HEYL	2.6
FTSJ2	-0.118833333333333
APPL1	-0.125375
RAB43	0.431857142857143
OR10G2	0.1455
WAC	0.447166666666667
ADCY9	0.977
RUNDC2B	0.399
PYCRL	1.9987
AGPAT7	-0.531166666666667
SLC22A9	-1.09066666666667
CDKAL1	-0.14
PDYN	-0.949833333333333
C20orf74	0.30125
MTMR11	2.42625
VAV3	3.2575
DAPL1	1.2265
STXBP3	-0.46825
EIF3G	-0.34525
ARHGAP22	-1.269
NPFFR1	0.74
NPC1	-0.233333333333333
ALDH9A1	0.252333333333333
ZNF600	0.4595
ZNF678	0.484666666666667
RASSF1	-0.1525
ADD2	-3.010875
PITPNB	0.448625
PKD2L2	-0.073375
LRP11	-0.84725
CDKL1	-0.7855
SMEK2	0.645
PRODH2	-3.18533333333333
C11orf54	1.42366666666667
SFRS11	-0.840666666666667
IL7	0.121333333333333
ALS2CR16	0.6885
BTG3	-2.27483333333333
PAK2	0.142722222222222
RP11-679B17.1	-2.2775
GATA4	-1.83516666666667
ATP2B1	-0.132
LOC130940	1.123
C1orf172	2.23133333333333
ATF7IP2	-3.10075
SLC25A43	0.6235
CENTG3	0.0825
IGF2BP1	-4.3201
FCHSD1	0.091
CAMK2N2	0.841666666666667
ELAVL3	-0.0209
NBPF15	-0.316833333333333
UBE2J2	-0.1375
GNL2	-1.077
PRR3	0.2862
NLF2	1.16525
OR4F6	0.179
KLHL24	0.195166666666667
CCDC88A	-1.9927
SGPP1	-0.385333333333333
C10orf11	0.0578333333333333
SLC35B4	-1.87016666666667
UGT3A2	-1.485
ARNT2	1.4886
CBR1	-1.78575
ITPR3	-0.315666666666667
TRAPPC6B	0.0663
AMZ1	0.328
ARP11	1.01325
WDSUB1	0.309
APBA1	-0.182333333333333
RAB2A	1.3237
C6orf162	-0.593625
HPSE2	-0.00825
PLCE1	-2.23975
INSL3	0.32475
DLG1	-0.4403
PTPLA	-3.15475
PIGX	0.29775
TFIP11	0.5335
FIBIN	2.92
POLR2G	-0.839
GRAP2	-1.6379
DNAJB8	0.09525
CNBP	0.0516666666666667
WASF1	-3.25075
INPP5E	-0.6945
HSPB1	0.9611875
TMEM167	-0.496
CUBN	-0.1135
IGF1	1.1218125
ITPK1	0.6582
NAALAD2	-1.625375
G3BP1	-0.3551
NT5DC1	0.2905
CYP39A1	-2.1125
TMEM139	-1.16516666666667
POLK	-0.5507
GLULD1	-1.963
RBM15	-0.351
AMZ2	1.378
GDF15	-2.1915
MESDC2	0.06925
INCA	1.63983333333333
ACY1L2	-4.091
GZMM	-0.4965
PAIP1	0.16925
CACNA2D1	-0.134
STK32C	0.681333333333333
SH3BP4	0.556666666666667
DEC1	0.1275
PADI1	0.386
UBB	0.1899
PON3	-1.41666666666667
PROP1	0.894
ANKRD13B	-1.0085
ADCK1	0.0685
TCF25	0.681333333333333
SLC38A5	-1.93525
CXorf26	0.5315
C19orf39	0.938
PPP1R13B	0.68025
ARL2	-0.384
TCL6	0.207583333333333
TOP3A	-0.6605
SLC16A14	0.756875
FXYD6	0.85
HIST1H4E	-0.075
BBC3	0.604263157894737
UNC5A	1.25833333333333
FAM86C	-0.1296
PI4KB	0.816875
B3GAT1	-3.7285
SUSD2	3.50866666666667
OAZ2	-0.326333333333333
NOC4L	0.77475
C10orf12	-0.23375
FADS1	-1.55666666666667
LOC144097	-0.4405
DKK2	0.697166666666667
KIAA1949	0.14525
RHOT1	0.8135
OXT	1.34383333333333
GPR153	0.9385
ARL4A	-1.443
SAAL1	-1.765
CCDC64	0.624
USE1	-0.2755
HNMT	0.0695
PCGF3	-0.0470625
CYP2C19	0.90075
C20orf4	0.584
CCDC11	1.00825
ACSBG2	-0.255
RWDD2A	0.231
PALLD	1.0625
CPLX4	0.244
LOC492311	-0.6345
KPNA2	0.772166666666667
MACROD1	-0.9414
TMCO3	-0.322
C15orf52	-0.403166666666667
BIRC5	-0.226266666666667
