Hybridization REF	TCGA-A2-A0SW-01A-11R-A084-07
ZFP106	-0.99825
ZNF347	0.3927
GTF2E1	0.469
RY1	-0.3895
ATAD2B	0.6455
ARHGAP17	0.1252
KCNIP3	-1.652
SFPQ	0.54275
GFRA4	0.407833333333333
AKR1B10	-2.694
TIGD6	0.715
RGS16	1.661
URB1	-0.814166666666667
OR4C46	-0.565
TOP3B	-1.2345
NFATC4	-0.119
CA14	-4.5665
BMPR1A	-2.041
SNRP70	-0.93025
PRL	0.393333333333333
C6orf130	-1.1775
STAG2	-0.03125
CD55	-1.05528571428571
RPS23	0.086
SSX2	-1.14483333333333
FDPSL2A	0.2555
FBXO27	0.450875
SYNGR3	-0.931666666666667
TMSL3	1.63725
EML1	-1.7015
NUP93	-0.31525
SMAD3	-0.7236
KIAA1189	0.989833333333333
HNRPUL2	0.318333333333333
TBC1D12	0.888166666666667
C16orf24	1.32875
MRVI1	1.60966666666667
ZNF581	-0.529833333333333
ELOVL3	0.873
OR51Q1	0.77225
CACNB3	2.15433333333333
GALNT13	-0.339625
C10orf84	0.65325
NEDD4	-0.6258
SPO11	0.706
OR5AU1	0.622
NEK4	-0.429642857142857
PRKAR2A	-0.653
IHPK1	-0.511333333333333
ATP6V0B	1.15275
CACNA1E	0.8905
CEACAM8	1.12316666666667
PEX14	0.085
FLJ12993	-0.647
ZBTB38	-0.02275
PCTK2	0.973666666666667
LRRC16	1.0089
FBLIM1	1.00533333333333
FYCO1	0.2705
RP5-1022P6.2	0.243583333333333
CMTM1	0.841833333333333
PLTP	1.48783333333333
RAPH1	0.56225
DOCK8	1.771625
EZH2	-0.308
SLC25A1	-0.849166666666667
PLEKHB1	-0.3498
GRB7	-0.5757
ZFP37	-1.85225
MRPL33	-0.831
PELO	-0.37925
ARMC1	-0.346272727272727
C9orf27	0.422375
FLJ25778	0.4555
C9orf37	-1.33583333333333
TMEM66	1.2905
SPRN	0.21575
HBEGF	-0.33725
PI4KA	-1.5465
LEPRE1	-0.557
POU2AF1	1.80575
MRPL12	0.077
REP15	-0.0145
ZC3H3	0.52925
RASAL1	0.64775
DDAH1	1.684
ACBD5	1.48175
TMC2	0.1595
CCDC137	-0.41375
SAMD13	-0.786833333333333
UGT2B15	0.229
TIPARP	-0.4265
DNASE1L3	0.76575
TRIM72	0.396833333333333
DBX2	0.95
IPO8	0.1275
C21orf88	-1.8366
MAP3K14	0.50375
LOC51233	0.961666666666667
GGTLA4	-0.237
PDE6D	0.19325
ZNF117	-0.67125
CLK2	-0.56875
NKRF	-0.353
TNFSF15	0.8171
DUSP2	0.16775
SECISBP2	-0.0147
GABRR2	0.065
PPAP2C	2.00525
LOC51145	0.125
PAG1	0.92075
PIK3C3	-0.09125
GNG10	-0.878
APOL4	1.43816666666667
ANKRD28	-0.934
STMN3	-0.7494
RAB14	0.3917
CDK2AP2	0.1925
HDDC3	-0.225625
COMMD7	0.7215
CXXC1	-0.3445
HMCN1	-0.247
CD40	1.3615
DYNC1LI2	0.307875
GDI1	0.65125
LOC646938	-0.29575
VSNL1	-4.33283333333333
PIH1D1	-0.197
RAET1G	-0.4
KRTAP5-9	0.373
EFTUD2	-1.03725
ZNF311	0.522666666666667
ATP6V1G3	0.485666666666667
OR2W3	0.03
SCN4A	0.53725
MED10	-0.35
FAM135A	-1.2726
ARHGAP4	-0.56175
EHMT2	-1.056125
UFD1L	-0.429
ERMP1	-0.425
MAG1	-0.617333333333333
THAP8	0.8895
HACE1	-0.544166666666667
FAM82C	0.544166666666667
C3orf20	0.458
UNC84A	-0.4615
SCD5	-0.334928571428571
LASS6	1.61725
LSG1	0.248833333333333
MAL	-4.712
GPR22	-1.4845
WDR5B	0.522
ACTRT1	-0.2175
C17orf60	0.438166666666667
GRIN2C	1.3442
ARMC8	-0.438
SLC47A1	-1.89633333333333
DMPK	-0.60775
DHRS13	-1.36433333333333
SMC1A	-0.999666666666667
KRTAP17-1	0.20925
SMYD5	-0.33225
TUSC2	-0.1915
CRHR2	0.174
KIR3DL2	1.047
CCDC104	0.23925
ATP2C1	0.311125
CROT	1.5715
PABPC3	-0.741666666666667
EGR1	-1.31066666666667
THSD1	0.08875
KHK	-0.603
SLC12A2	2.5611875
CD58	-0.22225
STOX2	-1.798
CCDC76	-0.714
CCDC48	2.96925
DNAH1	-0.1965
ZIC4	-0.92475
OR1G1	-0.0325
PSMC6	0.127
PROKR1	1.5885
ABCB1	-0.577125
TRAT1	1.1685
LLGL1	0.2165
MTF1	0.64425
USP54	1.083
PAGE2B	-2.0545
ITGB7	-3.17975
CCDC81	0.4615
LOC149837	0.51075
SCUBE1	0.1905
ZSCAN10	0.774
HUWE1	-0.174071428571429
CDH17	-0.749
CD180	2.062
IL17A	0.504
TMPO	0.28425
KIAA1524	-0.591166666666667
HDGFRP3	-0.762
OXCT1	0.0552727272727273
RRAS2	-2.78116666666667
LTBP2	2.6206875
SV2B	1.67466666666667
CYP2A6	5.078375
PKD1L2	-0.908666666666667
PPM1M	0.289
FLJ22662	3.1295
ZNF502	-0.36525
GP6	-0.95025
CRYBA2	0.111
LEF1	-2.222
CTPS	-1.407
EYA1	-2.1675
EPS8L1	1.445
MAPK14	-0.6685
SERPINB2	-4.631
GTF2F2	-0.819833333333333
ZNHIT4	0.2385
PLA1A	0.990875
C20orf114	1.78975
HPR	-3.3315
C18orf2	-2.82516666666667
SATB2	-2.41775
KCNJ9	-0.300125
MGC157906	1.0005
MOCS3	0.46575
C17orf71	0.0153333333333333
PPHLN1	0.1575
HIST1H2BN	-0.56075
RAPGEF1	-0.111125
MAP3K8	1.1015
DLG4	0.350833333333333
STC1	-0.308416666666667
CDGAP	1.2655
DDX26B	0.568
LOC150223	-1.65425
CPSF3	-0.898166666666667
TMEM14A	0.42975
MYH3	-2.72625
GPKOW	-0.129
SULT1A1	-0.347333333333333
SPON1	3.3889
YY1AP1	0.4925
RAB23	-0.108
PLA2G4A	-4.008
MAPRE3	-0.488666666666667
ZNF516	-1.87035714285714
GGPS1	1.34725
EXOC3L2	-0.44475
C19orf42	0.4039
MAP2K2	-0.408
HIST1H2BB	-0.0335
RNF19B	1.47016666666667
C6orf128	0.113
TLR8	3.51925
PCDHA9	1.508
CARS2	-0.532875
CLUL1	0.810333333333333
RHAG	-3.74166666666667
UNK	-0.0975
EXOC8	1.1499
C9orf95	1.4215
C14orf143	-0.437166666666667
MAML3	0.102
LDHA	-1.73325
MRPL20	0.785
KLHDC6	-0.308
ATP5S	-0.14
C8orf55	0.668
PHF19	-1.815625
KRTAP13-4	0.5
TTC5	0.282
XKR5	-0.2455
SILV	-3.95483333333333
TEX28	0.1165
TCTN1	0.313
CX40.1	-0.0145
PPP2R5C	0.09
C12orf30	-1.06566666666667
CAPG	2.604
MPZL1	1.3983
ARSB	0.493333333333333
TDH	-2.50875
WASF4	0.26
TSSK3	-1.08883333333333
7A5	1.591
CRISPLD1	-1.36325
MAD1L1	-0.190166666666667
SPIN4	-0.360333333333333
AMPD1	3.14675
DPYSL5	0.091
INPP1	-0.752666666666667
ANKRD11	-0.8875
NPAS4	0.155
GCET2	0.7692
RNASE9	1.343
GUCY2D	0.352166666666667
CCDC98	0.121
FGF4	-0.077
CPM	0.212833333333333
SLC26A4	-2.23583333333333
PLD5	0.34325
FAM59A	1.6882
FBXO5	-1.36266666666667
SIPA1L1	-0.452875
DPYS	0.47425
ATG4D	0.2125
TGM3	0.3385
MTCH1	-0.36675
HK1	-0.276
CDC26	-0.049875
GALNT12	-2.36566666666667
LOC339229	0.335
MRPL35	-0.04225
ORC4L	-0.221375
TNKS	0.113357142857143
C2orf24	0.369
ZNF553	0.2445
GGTLA1	2.4605
ZNF497	-1.185
CDY1B	0.347666666666667
SLC30A4	-0.230625
TUB	-2.49575
ARHGEF18	0.1705
ARRB1	0.735
KCNK1	-3.5575
EREG	-1.7135
SCAMP5	0.49475
RUNDC3B	0.473
ADAMTS20	-0.23775
IL17RB	1.711625
FLJ20323	-0.12275
MCAM	-0.190625
POLR3E	-1.578
AQR	0.0333333333333333
IPMK	0.0585
CDCA7	-3.159375
CAMP	2.51325
GRHL3	0.32
ADAMTSL2	1.30933333333333
CLMN	1.17116666666667
SSTR3	0.423
MAGEA5	-1.39366666666667
OVOL2	3.81575
JMJD1B	-0.08275
RBL2	0.4039
PYGO2	0.82
PPP1R10	0.507166666666667
CSE1L	-0.679333333333333
LCA5	1.08375
RDH16	1.811
ASRGL1	-0.726
TOM1	0.362166666666667
PTX3	-4.8415
TTC15	0.56525
SCGB3A1	0.812
MRPL50	-0.64925
RCAN3	1.298
SLC26A11	0.686
STYX	0.858166666666667
CINP	0.41475
MARCH7	-0.25
PFKM	-1.72416666666667
SGMS1	0.2525
RIOK3	0.0873
C1orf110	0.433
CES7	0.141125
LOC440248	-1.64975
PPP1R12C	-0.3605
C10orf27	0.5455
ATG9A	-0.78025
MRPS26	0.670125
TMEM40	0.19575
ELP3	0.0486
ZNF787	0.4954
HIAT1	0.00049999999999999
C8orf34	0.71
MGC4655	0.0879
PELI1	0.7395
PPT1	0.1538
SLC35C2	-0.351333333333333
C6orf125	-0.217
MUC4	-1.27616666666667
RFC4	-2.321
GNB2	1.06016666666667
NUP50	0.197928571428571
SULT4A1	-0.8765
C7	1.43375
CCDC130	-0.246666666666667
ARRDC4	-0.144
RQCD1	-0.5045
GLYCTK	-0.71475
AYTL2	-1.35336363636364
MTUS1	1.4197
LEMD3	0.649166666666667
PLEKHF2	1.703
HOXA7	-0.52375
GTF3C2	-0.1405
DYNLRB2	2.56125
CNOT10	-0.94925
MR1	0.978333333333333
FFAR1	-0.3785
PRIC285	0.21975
SLITRK6	3.11075
LIX1	-1.7058
UBE1L2	-0.575833333333333
F8	0.365
ACHE	0.4425
KPNA5	-0.4085
TNFRSF12A	-0.653833333333333
EGR3	-1.6195
SERPIND1	-3.2335
OASL	2.5955
IFRD1	-0.86825
WDFY1	0.367333333333333
ZNF267	0.3385
ACCN5	-0.0135
ZBTB6	-0.77025
PPP1R3A	-0.074
PRRT3	1.2305
FBXL19	0.186
TXNIP	0.877714285714286
ACTN2	-1.1455
ATG9B	0.096875
C9orf117	0.275875
IL27	-0.047
RPL36AL	0.475166666666667
KLK15	-0.13025
CHAD	2.8025
RAP2B	0.2533
HEBP2	1.68475
ZNF342	1.082
CAMK2G	-0.1535
TLR3	1.50825
FGF14	0.25075
HMGB2	-0.985
TRPM5	0.0518333333333333
OR5M11	0.166
KIF3B	0.318105263157895
PRICKLE2	0.844
MTMR9	0.397375
C3orf27	0.22475
GLRA3	0.970666666666667
NSDHL	0.689833333333333
TMEM32	0.291
POLR2D	-0.552083333333333
MYADML	0.0795
C9orf114	-0.4465
MRGPRX1	0.982
TOPORS	0.27925
CLDN19	-1.13
C1QL4	0.3835
RNF165	-3.519
DHRS9	0.726
DNAH2	-1.59633333333333
FXR1	-1.15833333333333
ZMYM3	-1.389375
CASP3	0.320333333333333
FAM120C	-0.377875
SCLY	-0.295
CA7	-0.069
ENTPD5	-0.117166666666667
ZNF461	-0.17475
PDIA5	0.2325
C1orf19	-0.506166666666667
TMEM67	-0.6755
KCTD20	-0.40275
WDR47	0.883
FLJ38723	-0.0005
KLRF1	1.02283333333333
TAS2R16	1.1235
CLDN12	0.28775
PRKCE	-0.917
UBXD4	-0.4615
ITGAM	2.4365
GLT8D3	0.192625
WDR31	0.1842
RGS2	-0.2495
OR51L1	0.4645
MST1R	-0.1035
KIAA1737	-0.21675
OR4A5	-1.1265
GLIS1	-1.51166666666667
PTMA	0.377928571428571
NAPA	1.1125
PRDM11	-0.084
LIPF	0.455
DIRAS3	-0.7795
ASGR2	-3.88175
C1QTNF4	-0.34725
PIK3R4	0.133833333333333
ARMC3	-0.154
NDUFV3	-0.40325
BTBD3	-0.220333333333333
PPP1R2	0.467166666666667
UBE2NL	0.71475
FOSL2	0.4705
FAM119A	-0.704166666666667
TUBA4A	0.4439
KRTAP12-1	0.02125
SFRS2	-0.20125
RHPN1	-0.0947
EEF2	-0.582833333333333
ZDHHC11	-4.57416666666667
EPHA3	-1.7045
RBM12	-0.28725
H2AFJ	1.33183333333333
EDIL3	1.963
KIF26A	-1.692
SERGEF	-0.20975
B3GALT4	2.9285
LOC90925	4.719
OSCAR	0.76925
NPFF	-0.04625
DEDD	0.70425
TMEM155	-0.01025
PTPN1	0.2605
SCYL2	1.29533333333333
SKAP1	3.141
LEAP2	-2.77916666666667
GADD45G	2.133
IFITM3	0.538375
PILRB	-0.552833333333333
SLU7	0.545125
DSC3	-0.48575
DNMT3L	-0.798
PAPD5	0.541875
B3GNT3	1.40933333333333
LHCGR	-0.078
MSL-1	-0.36275
UBE2S	-1.178625
SAP130	-0.3605
ANAPC11	0.71525
MAGED4B	-3.0835
ATP6V1B2	0.879166666666667
C14orf179	0.289625
CAPZA1	0.349875
CDYL2	0.042
GLRX3	-0.569166666666667
LOC136288	-0.13125
MOBKL1A	-0.17075
HTR2B	2.1855
CRYGD	0.0888333333333333
NUS1	0.0586666666666667
PGRMC1	1.8355
MYOM2	-0.1135
FLJ39653	-1.48516666666667
CHM	0.2542
OR5M8	0.208
ZNF619	-0.277
FAM105A	0.9795
CCNL1	-1.2105
NAP1L3	-0.6315
C10orf57	2.037
B3GALNT1	0.149166666666667
CSN1S2A	-0.044
TCP10L	-0.51075
GDAP2	0.464
DMKN	-0.5285
COX6B1	0.389
DNASE2	1.1855
MSH5	-1.602
LGMN	0.39175
USP31	-0.3037
OR13C8	0.584
SDCBP	-0.5025
NUDT11	-2.50216666666667
PYGL	-0.0158333333333333
SNPH	-1.26833333333333
B3GNT4	-1.0625
MIZF	-0.216
NUBPL	0.010125
NOD1	0.5935
CDH22	-0.298125
NUBP1	0.803333333333333
DSCAM	-3.80625
DGKI	1.0555
FAM136A	-0.73875
AKAP1	0.482666666666667
SLC16A6	-0.663
RIN3	0.40025
PSG2	0.023
DIP2B	0.762416666666667
PSORS1C1	-0.5061
KIAA0495	-1.847
FLJ90709	-0.189
LPA	-0.0525
PIGA	0.088
LY75	3.04
UTS2	-2.38483333333333
RREB1	0.081625
GALNACT-2	0.447
MGC3196	-0.5675
FLJ31568	-1.25675
LPHN1	-1.4635
SP1	1.049625
TOX4	0.863666666666667
HSPA9	0.3907
APOBEC1	0.635
SLC35E4	-1.6055
LSM5	-0.83325
SURF1	0.8085
ZBTB1	1.244
GTF2F1	-0.156625
RPS15A	-0.468357142857143
DUSP21	-0.362666666666667
GINS4	-2.543
MYO15A	-0.954333333333333
GIMAP7	4.14875
MGC13379	0.377
ATP6V1E2	-1.05183333333333
UTP3	-0.162
HNRPA3	-1.0481875
MT4	0.492
C14orf155	0.415
U1SNRNPBP	0.34
CKLF	-0.0186666666666667
PLEKHN1	0.185666666666667
MBNL1	-0.269166666666667
NUP160	-0.7945
ACSM2A	-0.97225
LOC129881	-0.687
KIAA1529	-1.155
FLJ22639	-1.48925
HAND1	-0.874
GSX1	0.2315
FGA	-3.75975
SERPINB1	0.0925
ZNF642	0.67425
IGFBP1	-8.03025
SLC1A1	-0.60775
DHX57	-0.385875
ZNF766	-0.011
PTPN21	-0.726
GDPD3	-2.10833333333333
PNPLA5	0.0145
TBR1	0.151333333333333
FAM116A	-0.998
IQGAP1	0.114375
FOS	-0.278125
ZNF226	0.2385
FIGNL1	-0.5475
C14orf1	-0.360333333333333
ZMYND17	-0.2925
PUS7	-0.858666666666667
TUBB6	-1.12075
KCNQ2	-1.2655
MARCH6	0.0853333333333333
CCDC33	0.6065
PRODH	-1.38525
RBM11	0.1505
EPHA6	0.314625
SLC43A1	0.6745
LOC196541	0.355625
NTN1	0.516083333333333
ING4	0.51725
PCDHB10	-0.23475
DPH2	-0.246666666666667
SPACA4	0.30775
FBXL21	-4.3255
DIAPH1	-0.3415
ZNF71	0.7865
CEP76	-0.1925
CORO1A	0.23575
RRM2	-0.741125
EDG4	0.8965
OS9	0.691
SLC4A1AP	0.03725
COG5	-0.21575
COPS8	-0.24725
NGLY1	-0.158
NCBP2	-0.3465
C17orf42	-0.967666666666667
GPSM3	0.84975
SIL1	1.10833333333333
ASB6	0.607
SMAD5OS	0.934
UNC93A	-2.50125
A1BG	-1.31466666666667
C21orf62	0.46025
FMO5	1.85616666666667
ATRIP	-0.449833333333333
CEBPG	0.0255
C7orf38	0.365833333333333
TNFRSF1B	1.12433333333333
CLEC1A	1.3935
IQSEC1	0.24225
PATZ1	1.191
RBM22	0.441125
BAG2	-2.73866666666667
PAQR5	-2.4655
C9orf127	1.3714
THNSL1	-0.521
SHROOM3	1.3924
JAM2	0.7325
SNRPN	-2.6095
ALX4	0.4645
CACNA1S	0.0735
FAM130A1	1.0875
CORIN	0.7385
CD300LB	0.6255
PLEKHG6	1.2265
LRRC40	-0.91625
PCLKC	-1.00425
PCDHB16	-0.863
WNT2B	0.9065
ASNS	-1.22366666666667
MRPL49	0.183625
FLJ46111	-0.20325
ISG20	1.39975
SMU1	0.0601666666666667
CASZ1	0.271
POLR1D	-0.740083333333333
GIN1	-0.45125
SNAG1	0.351333333333333
ANKRD29	-2.1085
CDKN2AIP	0.02025
KRR1	0.58925
CXCL1	-4.16483333333333
EPM2A	0.0917
PC	-0.896
DEFB127	0.1315
PDZRN4	1.03383333333333
FAH	0.020875
OR51E1	1.512
CDC2L6	0.0891666666666667
DNTTIP1	0.54475
PAX8	-0.60825
TMEM116	-0.572
C1orf150	-0.265
PRO2012	-0.08075
MRPL40	-0.716666666666667
BEX1	-3.719
SLC2A4	-0.216333333333333
PKMYT1	-0.03775
FEZF2	-0.366666666666667
SLC26A9	0.95575
MAP2	0.767083333333333
LYL1	-0.90425
SLC25A19	-0.0306666666666667
NOS3	0.2915
ZNF34	0.650333333333333
TMPRSS11F	-0.9325
FAM43A	0.40125
FCRL4	1.7245
KLF14	0.082
FLRT2	-0.494333333333333
WRN	-0.67275
SDF2	-0.2176
KRT8P12	-0.19225
C6orf195	-0.1535
C9orf125	-2.37466666666667
DZIP3	-0.103125
RIT1	0.00649999999999999
SCML1	-2.761
RHBDF2	0.46
OR2G3	-0.179
REXO1L1	0.591
MAP3K7IP3	-0.46925
C3orf57	-5.35675
FBXW11	-0.2905
ETAA1	-0.64225
C14orf131	-0.076
AKT1S1	-0.39125
SLC12A5	-0.948
C9orf164	1.98475
NRIP3	0.280625
NOS1AP	0.06725
TMEM121	0.09875
SAP30BP	0.548
DGCR6	0.15525
WDR76	-0.89125
FAM82B	-0.0614166666666666
LOC606495	-0.2385
MAP9	-0.910166666666667
BCDIN3D	0.64125
CXorf36	2.886
DSCR3	-0.0932
ZFAND3	0.37775
C7orf43	0.6455
SPSB3	1.1195
C19orf19	0.67525
FAM133A	-1.409625
C12orf25	0.522
SLC39A3	-0.647375
DISP2	0.84275
PI4KAP2	-2.5605
MKRN3	-1.1435
ADAMTS13	-0.89525
CBLN3	0.3206
TTYH1	-1.19783333333333
C3orf18	-0.7435
FLJ13236	1.10625
ZMYND12	1.848
C18orf25	0.6535
GLB1L3	-0.6975
ATP13A5	-0.302
RANBP10	0.12025
CD96	0.6765
DENND1C	1.20225
RBMS3	-0.1391
SLC41A3	-0.688333333333333
DGCR6L	0.064
TMEM128	-0.203
CSNK1G3	-0.323071428571429
MOBKL2C	1.102375
TSPAN6	-2.43225
MATN2	-1.756
MSL2L1	-0.423166666666667
ST6GALNAC2	2.0275
FGFBP2	-0.086625
FGL1	-4.575
MPP3	-0.1695
ARHGEF6	1.25516666666667
TGFBR2	0.490125
ACMSD	-0.859
IL33	1.8625
C9orf5	-0.350083333333333
DEAF1	-0.1833
AMN	0.61
DEFA6	0.36875
RNF212	-1.31625
METT5D1	0.0423333333333334
CIB1	0.3135
TSSK1B	0.54075
KIAA1727	-0.24025
ZNF680	-0.23075
LOC399900	-1.276
LOC152217	-0.455666666666667
CTNNAL1	-2.602
CIT	-1.28983333333333
TLE6	-0.5645
ZNF607	-0.13825
HERC4	-0.928
DRAP1	0.0186
PEMT	-0.8185
C10orf111	-0.011
ZNF575	0.9135
KCTD7	0.101
MYO1F	1.02725
LOC285382	-0.4645
RAB11A	-0.14
PLCD3	-1.188
C15orf28	0.09
PTBP2	-0.779625
CTB-1048E9.5	-0.21375
C19orf60	0.283
C7orf25	0.248
SETD7	0.935
HOXB9	-4.7005
VANGL1	0.744875
CHAF1B	-1.3325
NDUFA3	0.62875
KIAA1328	0.214
SHARPIN	0.567125
TTC23	-0.831125
UGP2	1.02833333333333
ANKIB1	0.5141
CIRBP	0.770428571428571
SEC14L4	-2.772
OVCH1	0.291333333333333
VPS52	0.02675
FAT	-1.543125
M6PRBP1	0.089
GPRIN3	0.6365
PPM1F	-1.26266666666667
TSR1	-1.12175
CCDC85A	1.34075
PCSK5	1.30325
ZFHX3	0.627
HEMK1	-0.7258
PGBD2	0.88475
RSRC2	-0.336666666666667
AURKC	2.16216666666667
SCRIB	-0.32375
ORM2	-4.25516666666667
FAM115A	0.1049
FZD6	-2.3095
UNC119	-0.794166666666667
GPX3	0.0332
NOV	-1.136125
CABC1	0.462
CDC42SE2	0.7271875
EIF2S2	-0.2944
RNF130	1.3365
CKAP5	-0.358833333333333
RP11-413M3.2	0.68825
C10orf18	0.5524
TMEM93	-0.3785
DYX1C1	-0.605
KCNMB2	-2.20585714285714
ANK3	0.594083333333333
KRT5	-2.8587
CDH12	-0.802
QRSL1	-0.411875
JUB	-1.01175
SHC4	-3.15925
CCL15	1.41383333333333
CCDC22	-0.02825
SNX24	-0.02475
RARS	-0.17825
MORC2	0.92425
FAM48A	-0.45625
MT1H	-0.063
PPP1R14C	-3.94566666666667
FOXD1	-2.54728571428571
C1orf213	-1.87025
AMT	-1.9095
DSN1	0.20975
PTPLAD2	1.98775
DIS3L	-1.335
RASL11A	-0.06975
GPRC5B	0.082875
FRMD7	1.648
STRN4	0.9275
KITLG	1.19227272727273
HDGF	-0.02825
OR1S1	0.156
SETX	0.00740000000000001
DDR2	-0.20575
KCTD12	1.82025
LYZL2	-0.29375
WDR52	-0.2435
TMEM2	0.43075
ZNF579	0.521833333333333
LOC200810	1.04975
TNFSF9	-1.358625
PPFIA4	-2.8245
CNIH3	-0.520666666666667
MAP4K4	-1.56621428571429
ROD1	0.298142857142857
ALS2CR12	0.235666666666667
DOCK3	-1.62433333333333
PAQR9	-3.6755
ASB17	-0.357833333333333
STX16	-1.053375
FEZ2	-0.302333333333333
DLAT	-0.0951666666666667
KIF21B	-0.866333333333333
CDC5L	-0.5355
TMEM119	1.36966666666667
CRIP3	-1.63375
TPSD1	0.135833333333333
TEPP	0.12825
GNGT2	1.817
C21orf121	-0.73375
WNK1	0.0471666666666667
FLJ10490	0.4174
OR51B5	-1.87
LOC203547	-0.82375
HAS1	-0.0045
PPA1	-0.0241666666666667
ST7	0.430875
C11orf46	0.1317
POPDC3	-3.11783333333333
ACOX2	0.584
ATCAY	-0.0979166666666667
TM4SF19	-0.267
MFSD9	0.232666666666667
PDHB	-0.90175
ERN1	0.203
LCE3C	0.4245
GPR111	0.18
NOTCH3	1.41016666666667
ADAMTS5	2.16825
B3GALT1	-1.327
UGCGL1	0.331833333333333
FAM58A	1.063
FBXO32	0.92675
CLPP	-0.16825
NXPH1	1.769
MTMR3	0.5655
ATP1B3	-0.726125
TMEM16A	3.33525
HIST1H3F	0.339166666666667
TRIM25	0.0741666666666667
SDCBP2	2.884
CRKL	-1.734125
HOXB2	3.00116666666667
ANP32B	-0.33125
GATM	4.384
AP4E1	-0.2435
EDG5	0.411625
CDKN3	-0.523
CDH4	-2.5435
PGD	0.236
RND1	1.284
GAD1	-3.83
MPG	0.18425
LOC440350	-0.4815
ZNF133	0.08025
SERPINB12	-0.204
AMELY	0.38
DHX36	-0.7865
TNFAIP8L2	3.54066666666667
PHTF2	0.321166666666667
CCDC112	0.329666666666667
IQCC	0.083
HEYL	2.85766666666667
FTSJ2	-0.1995
APPL1	-0.350375
RAB43	0.527142857142857
OR10G2	-0.121
WAC	0.5175
ADCY9	0.0815
RUNDC2B	0.198166666666667
PYCRL	0.8598
AGPAT7	-0.713666666666667
SLC22A9	-1.17266666666667
CDKAL1	-0.156
PDYN	-0.329666666666667
C20orf74	-0.0895
MTMR11	0.14275
VAV3	3.61625
DAPL1	1.09475
STXBP3	-0.01475
EIF3G	-0.202
ARHGAP22	-1.7215
NPFFR1	0.561
NPC1	-0.111166666666667
ALDH9A1	1.11966666666667
ZNF600	0.732375
ZNF678	-0.379333333333333
RASSF1	-0.0288333333333333
ADD2	-2.24125
PITPNB	-0.461625
PKD2L2	0.162428571428571
LRP11	-0.444
CDKL1	-0.29625
SMEK2	0.2355
PRODH2	-3.007
C11orf54	0.698
SFRS11	-0.738
IL7	0.442666666666667
ALS2CR16	0.675
BTG3	-1.57866666666667
PAK2	-0.398777777777778
RP11-679B17.1	-1.30725
GATA4	-1.6055
ATP2B1	-0.80725
LOC130940	0.377
C1orf172	2.679
ATF7IP2	-1.88125
SLC25A43	0.865833333333333
CENTG3	0.418166666666667
IGF2BP1	-3.7372
FCHSD1	0.6845
CAMK2N2	0.831
ELAVL3	-0.1901
NBPF15	0.229
UBE2J2	0.536416666666667
GNL2	-0.00925
PRR3	-0.00219999999999996
NLF2	0.8275
OR4F6	0.4635
KLHL24	0.450166666666667
CCDC88A	-0.8292
SGPP1	-1.495
C10orf11	-0.124833333333333
SLC35B4	-1.00466666666667
UGT3A2	1.6375
ARNT2	-2.637
CBR1	0.551625
ITPR3	-0.244
TRAPPC6B	0.048
AMZ1	-0.5585
ARP11	2.29075
WDSUB1	0.60675
APBA1	0.390666666666667
RAB2A	0.8793
C6orf162	-0.083125
HPSE2	0.122
PLCE1	-1.8345
INSL3	1.1845
DLG1	-0.3758
PTPLA	-4.304
PIGX	-0.090625
TFIP11	0.507666666666667
FIBIN	3.0795
POLR2G	-0.02825
GRAP2	-0.8821
DNAJB8	0.049
CNBP	0.2205
WASF1	-2.931
INPP5E	-1.0482
HSPB1	1.0870625
TMEM167	-0.0127
CUBN	-0.13675
IGF1	2.3849375
ITPK1	0.141
NAALAD2	-0.903125
G3BP1	-0.355
NT5DC1	-0.074125
CYP39A1	-1.517
TMEM139	1.26975
POLK	-0.5043
GLULD1	-1.78275
RBM15	-0.2135
AMZ2	0.25675
GDF15	-3.362
MESDC2	-0.84875
INCA	1.738
ACY1L2	-2.9285
GZMM	0.586333333333333
PAIP1	0.1925
CACNA2D1	0.20625
STK32C	0.4445
SH3BP4	0.843166666666667
DEC1	-0.0745
PADI1	0.2095
UBB	0.1143
PON3	3.58983333333333
PROP1	0.2915
ANKRD13B	-0.884
ADCK1	-0.51525
TCF25	-0.037
SLC38A5	-1.39925
CXorf26	1.5585
C19orf39	0.7675
PPP1R13B	0.705
ARL2	-1.03
TCL6	0.461083333333333
TOP3A	-0.665
SLC16A14	2.2455
FXYD6	0.825166666666667
HIST1H4E	-0.4405
BBC3	0.161
UNC5A	-0.199666666666667
FAM86C	-0.2089
PI4KB	0.65575
B3GAT1	-2.98825
SUSD2	1.1305
OAZ2	-1.15483333333333
NOC4L	-0.61175
C10orf12	-0.195
FADS1	-3.02216666666667
LOC144097	-0.5435
DKK2	1.78216666666667
KIAA1949	0.5445
RHOT1	-0.4839
OXT	1.163
GPR153	0.6305
ARL4A	-0.3415
SAAL1	-1.38975
CCDC64	0.057
USE1	-0.3905
HNMT	0.669833333333333
PCGF3	0.1113125
CYP2C19	0.2745
C20orf4	0.7415
CCDC11	-1.318
ACSBG2	0.681
RWDD2A	1.39375
PALLD	2.355125
CPLX4	0.5335
LOC492311	-0.188
KPNA2	-0.940166666666667
MACROD1	-0.1241
TMCO3	-0.257333333333333
C15orf52	-1.04633333333333
BIRC5	-0.304533333333333
PRR16	0.522
FAM63B	-0.55875
KATNB1	-0.280166666666667
