Hybridization REF	TCGA-AN-A0AJ-01A-11R-A00Z-07
GTF2E1	0.714
RY1	0.466833333333333
ATAD2B	0.827375
ARHGAP17	-0.182
KCNIP3	-0.27375
SFPQ	0.48625
GFRA4	0.417833333333333
AKR1B10	-1.37925
TIGD6	0.1685
RGS16	1.145625
URB1	-0.53
OR4C46	0.166166666666667
TOP3B	-0.85225
NFATC4	0.414
CA14	-4.79575
BMPR1A	-0.0945
SNRP70	-0.4405
PRL	-0.27475
C6orf130	-0.2975
STAG2	-0.146
CD55	-0.558285714285714
RPS23	0.644333333333333
SSX2	1.3545
FDPSL2A	-0.04175
FBXO27	1.69025
SYNGR3	-0.546166666666667
TMSL3	1.22125
EML1	-2.306
NUP93	-0.82875
SMAD3	-0.6343
KIAA1189	-0.149
HNRPUL2	0.6395
TBC1D12	0.453
C16orf24	0.451
MRVI1	2.1525
ZNF581	0.178
ELOVL3	0.957
OR51Q1	0.255
CACNB3	1.21233333333333
GALNT13	-1.61475
C10orf84	0.317875
NEDD4	-0.6772
SPO11	0.8785
OR5AU1	0.2355
NEK4	0.705642857142857
PRKAR2A	0.0248333333333333
IHPK1	0.2075
ATP6V0B	0.086375
CACNA1E	0.8505
CEACAM8	-0.2088
PEX14	-0.5575
FLJ12993	3.525
ZBTB38	-0.501083333333333
PCTK2	-0.0773333333333333
LRRC16	-0.5048
FBLIM1	0.912666666666667
FYCO1	0.90025
RP5-1022P6.2	-1.08391666666667
CMTM1	0.359
PLTP	1.2005
RAPH1	0.162
DOCK8	0.761375
EZH2	-1.34146666666667
SLC25A1	-0.3595
PLEKHB1	-1.4568
GRB7	0.8549
ZFP37	-0.41075
MRPL33	-0.31325
PELO	0.23475
ARMC1	0.518363636363636
C9orf27	0.109
FLJ25778	0.3155
C9orf37	-1.47383333333333
TMEM66	-0.689
SPRN	0.0215
HBEGF	0.0975
PI4KA	-0.8395
LEPRE1	-0.87275
POU2AF1	-1.4895
MRPL12	0.213666666666667
REP15	0.338
ZC3H3	1.29475
RASAL1	-1.227
DDAH1	0.67975
ACBD5	0.146125
TMC2	0.3685
CCDC137	-0.117
SAMD13	-1.106
UGT2B15	0.358666666666667
TIPARP	0.244
DNASE1L3	0.12025
TRIM72	0.454666666666667
DBX2	0.53825
IPO8	0.14525
C21orf88	-1.5112
MAP3K14	0.51125
LOC51233	0.285166666666667
GGTLA4	-0.58475
PDE6D	0.0895
ZNF117	-0.71625
CLK2	0.551
NKRF	-0.384
TNFSF15	1.9364
DUSP2	0.566875
SECISBP2	-0.1358
GABRR2	-0.669
PPAP2C	1.70775
LOC51145	0.261666666666667
PAG1	0.0035
PIK3C3	-0.2615
GNG10	-0.1735
APOL4	1.198
ANKRD28	-0.26875
STMN3	-1.0128
RAB14	0.8425
CDK2AP2	0.4795
HDDC3	-0.169625
COMMD7	1.789125
CXXC1	0.3965
HMCN1	-0.0785
CD40	1.3265
DYNC1LI2	-0.05
GDI1	0.5205
LOC646938	0.142
VSNL1	-2.02516666666667
PIH1D1	0.131
RAET1G	-0.4575
KRTAP5-9	0.0645
EFTUD2	-0.29775
ZNF311	1.079
ATP6V1G3	0.1195
OR2W3	-0.4605
SCN4A	0.258
MED10	-0.09075
FAM135A	-1.0187
ARHGAP4	-0.858
EHMT2	0.10075
UFD1L	-0.8495
ERMP1	-0.49125
MAG1	-2.019
THAP8	0.577833333333333
HACE1	-0.366333333333333
FAM82C	0.445666666666667
C3orf20	0.363
UNC84A	0.526666666666667
SCD5	1.05728571428571
LASS6	1.231875
LSG1	0.216416666666667
MAL	-4.64025
GPR22	-0.2465
WDR5B	1.5685
ACTRT1	0.29
C17orf60	-0.167166666666667
GRIN2C	-0.1054
ARMC8	0.0291666666666667
SLC47A1	-1.2925
DMPK	-0.2095
DHRS13	0.395333333333333
SMC1A	-0.612333333333333
KRTAP17-1	-0.0535
SMYD5	0.385
TUSC2	0.529125
CRHR2	0.683
KIR3DL2	0.537
CCDC104	0.8095
ATP2C1	0.717625
CROT	1.273
PABPC3	-0.0598333333333333
EGR1	-1.81066666666667
THSD1	-0.4415
KHK	-0.32175
SLC12A2	0.8575
CD58	-0.89175
STOX2	-2.65366666666667
CCDC76	-1.2046
CCDC48	5.18525
DNAH1	0.2705
ZIC4	-0.011
OR1G1	-0.2345
PSMC6	-0.215333333333333
PROKR1	0.2035
ABCB1	-1.6925
TRAT1	0.288
LLGL1	0.1965
MTF1	0.60325
USP54	1.188
PAGE2B	-1.861
ITGB7	-3.603
CCDC81	0.0405
LOC149837	-0.01425
SCUBE1	0.591
ZSCAN10	0.596
HUWE1	0.276
CDH17	0.6625
CD180	0.7775
IL17A	0.31075
TMPO	-0.126
KIAA1524	0.317166666666667
HDGFRP3	-0.435833333333333
OXCT1	-0.377272727272727
RRAS2	-0.443333333333333
LTBP2	2.4228125
SV2B	1.09866666666667
CYP2A6	1.73775
PKD1L2	-0.8735
PPM1M	0.95425
FLJ22662	1.35133333333333
ZNF502	-0.57175
GP6	-0.419
CRYBA2	-1.43875
LEF1	-0.9974
CTPS	-1.80171428571429
EYA1	-2.2835
EPS8L1	1.81175
MAPK14	0.419916666666667
SERPINB2	-5.072875
GTF2F2	-0.382666666666667
ZNHIT4	0.2455
PLA1A	1.97375
C20orf114	2.161
HPR	-4.1925
C18orf2	-3.27133333333333
SATB2	-2.931
KCNJ9	-0.01925
MGC157906	0.893
MOCS3	0.88375
C17orf71	-0.104
PPHLN1	0.0447
HIST1H2BN	0.26175
RAPGEF1	0.212375
MAP3K8	-1.52275
DLG4	0.0108333333333333
STC1	-0.00508333333333333
CDGAP	1.3925
DDX26B	-0.74625
LOC150223	-1.55925
CPSF3	-0.751166666666667
TMEM14A	0.7955
MYH3	-2.07175
GPKOW	0.30625
SULT1A1	-0.662333333333333
SPON1	2.7905
YY1AP1	0.695833333333333
RAB23	0.136
PLA2G4A	-4.52175
MAPRE3	0.38325
ZNF516	0.467642857142857
GGPS1	1.3865
EXOC3L2	-0.61425
C19orf42	-0.0435
MAP2K2	0.348666666666667
HIST1H2BB	-0.44125
RNF19B	1.14383333333333
C6orf128	-0.406166666666667
TLR8	4.61075
PCDHA9	0.6125
CARS2	-0.09375
CLUL1	1.71966666666667
RHAG	-3.69916666666667
UNK	0.1235
EXOC8	0.8272
C9orf95	-0.15175
C14orf143	0.894666666666667
MAML3	-0.257625
LDHA	-0.056
MRPL20	-0.31525
KLHDC6	0.483
ATP5S	-0.35
C8orf55	0.34275
PHF19	-1.47375
KRTAP13-4	0.5285
TTC5	-0.11175
XKR5	-0.37025
SILV	-4.52616666666667
TEX28	-0.179
TCTN1	1.06825
CX40.1	0.28575
PPP2R5C	-0.078
C12orf30	-0.834166666666667
CAPG	1.6125
MPZL1	0.23965
ARSB	-0.749833333333333
TDH	-2.51975
WASF4	-0.087
TSSK3	-0.690833333333333
7A5	1.4955
CRISPLD1	-0.5965
MAD1L1	-0.104833333333333
SPIN4	0.515333333333333
AMPD1	-0.5315
DPYSL5	-0.4535
INPP1	-0.915166666666667
ANKRD11	-1.32794444444444
NPAS4	0.175625
GCET2	0.123
RNASE9	0.2965
GUCY2D	0.565333333333333
CCDC98	-0.87875
FGF4	-0.103625
CPM	0.282666666666667
SLC26A4	-1.83616666666667
PLD5	0.32875
FAM59A	0.7715
FBXO5	-0.290666666666667
SIPA1L1	-0.168625
DPYS	0.52125
ATG4D	-0.18825
TGM3	2.1755
MTCH1	-0.038125
HK1	-0.389285714285714
CDC26	0.006625
GALNT12	-2.75783333333333
LOC339229	0.1165
MRPL35	-0.059
ORC4L	-0.640875
TNKS	-0.8905
C2orf24	0.157666666666667
ZNF553	0.7195
GGTLA1	2.7889
ZNF497	0.399
CDY1B	0.09775
SLC30A4	-0.122
TUB	-0.730625
ARHGEF18	0.09225
ARRB1	0.3335
KCNK1	2.788
EREG	-2.5057
SCAMP5	-0.58825
RUNDC3B	2.32525
ADAMTS20	-0.594
IL17RB	0.221625
FLJ20323	-0.26975
MCAM	-0.38425
POLR3E	-1.11841666666667
AQR	0.236333333333333
IPMK	1.4425
CDCA7	-3.0095
CAMP	2.50975
GRHL3	1.34225
ADAMTSL2	0.6915
CLMN	1.81616666666667
SSTR3	0.5795
MAGEA5	-2.354
OVOL2	3.85475
JMJD1B	0.491
RBL2	0.2602
PYGO2	1.23425
PPP1R10	0.5785
CSE1L	0.0363333333333333
LCA5	1.7375
RDH16	0.341
ASRGL1	-3.104875
TOM1	-0.0553333333333333
PTX3	-5.554
TTC15	0.35875
SCGB3A1	0.8145
MRPL50	-0.65575
RCAN3	1.10875
SLC26A11	1.33175
STYX	0.232666666666667
CINP	0.23625
MARCH7	-0.576
PFKM	-1.9715
SGMS1	0.445333333333333
RIOK3	-0.7142
C1orf110	1.419
CES7	0.454125
LOC440248	-1.704
PPP1R12C	-0.24675
C10orf27	0.6455
ATG9A	-0.652
MRPS26	1.00375
TMEM40	0.8665
ELP3	-1.0691
ZNF787	0.5426
HIAT1	-0.617375
C8orf34	1.81583333333333
MGC4655	0.2062
PELI1	-0.133833333333333
PPT1	-0.0549
SLC35C2	0.1865
C6orf125	0.164
MUC4	-0.71
RFC4	-0.626
GNB2	-0.101666666666667
NUP50	0.0442857142857143
SULT4A1	-1.48533333333333
C7	0.175625
CCDC130	-0.569333333333333
ARRDC4	-0.1145
RQCD1	-0.624
GLYCTK	-0.9255
AYTL2	-0.930363636363636
MTUS1	0.0709
LEMD3	0.777
PLEKHF2	2.09525
HOXA7	-1.022125
GTF3C2	-0.227
DYNLRB2	3.593
CNOT10	-0.00425
MR1	-0.4725
FFAR1	0.01825
PRIC285	0.21975
SLITRK6	4.08425
LIX1	-2.279
UBE1L2	0.0695
F8	-0.276375
ACHE	0.205833333333333
KPNA5	-0.397
TNFRSF12A	-0.964333333333333
EGR3	-0.3395
SERPIND1	-3.33266666666667
OASL	2.62475
IFRD1	-1.628625
WDFY1	0.0106666666666667
ZNF267	0.13925
ACCN5	-0.011
ZBTB6	0.10225
PPP1R3A	0.131
PRRT3	2.212
FBXL19	-0.1985
TXNIP	0.169357142857143
ACTN2	-1.23875
ATG9B	-0.2175
C9orf117	1.8355
IL27	0.1925
RPL36AL	-0.064
KLK15	0.031
CHAD	0.1675
RAP2B	0.0669
HEBP2	0.597
ZNF342	0.9845
CAMK2G	0.166833333333333
TLR3	0.545
FGF14	-0.12275
HMGB2	-0.53225
TRPM5	0.0288333333333333
OR5M11	-0.089
KIF3B	1.39973684210526
PRICKLE2	-0.31975
MTMR9	-0.7215
C3orf27	0.45225
GLRA3	-1.57733333333333
NSDHL	-0.1395
TMEM32	-0.177
POLR2D	-0.655666666666667
MYADML	0.2575
C9orf114	-0.59075
MRGPRX1	0.5905
TOPORS	0.1535
CLDN19	-1.07525
C1QL4	0.642
RNF165	-2.6405
DHRS9	1.182
DNAH2	-0.748833333333333
FXR1	-0.4475
ZMYM3	-0.076125
CASP3	-0.1015
FAM120C	-0.561625
SCLY	-1.968
CA7	0.165
ENTPD5	0.3605
ZNF461	0.147125
PDIA5	-0.267
C1orf19	-0.289666666666667
TMEM67	1.9855
KCTD20	-0.07
WDR47	0.666
FLJ38723	-0.248
KLRF1	0.1765
TAS2R16	0.798
CLDN12	-0.7305
PRKCE	-0.66275
UBXD4	-0.485
ITGAM	2.8895
GLT8D3	0.501125
WDR31	1.228
RGS2	-0.10675
OR51L1	0.255
MST1R	0.58175
KIAA1737	1.213
OR4A5	0.298
GLIS1	-1.701
PTMA	0.469285714285714
NAPA	1.161
PRDM11	0.03525
LIPF	1.882
DIRAS3	0.5835
ASGR2	-3.911625
C1QTNF4	-0.4945
PIK3R4	0.392
ARMC3	5.678
NDUFV3	-0.384916666666667
BTBD3	0.564833333333333
PPP1R2	0.674833333333333
UBE2NL	0.45625
FOSL2	1.39521428571429
FAM119A	-1.883
TUBA4A	-0.2858
KRTAP12-1	0.29175
SFRS2	-0.13925
RHPN1	0.6698
EEF2	-0.0563333333333333
ZDHHC11	0.525166666666667
EPHA3	-1.5181
RBM12	0.192
H2AFJ	0.4515
EDIL3	1.364
KIF26A	-2.40425
SERGEF	0.25675
B3GALT4	2.539
LOC90925	2.72066666666667
OSCAR	0.522125
NPFF	-1.276875
DEDD	0.463875
TMEM155	-0.194375
PTPN1	0.128
SCYL2	0.601166666666667
SKAP1	1.61725
LEAP2	-2.452
GADD45G	2.1658
IFITM3	0.881
PILRB	-1.3885
SLU7	0.4275625
DSC3	-0.8525
DNMT3L	-1.37475
PAPD5	-0.00612499999999999
B3GNT3	-1.495
LHCGR	-0.419
MSL-1	0.391
UBE2S	-0.575
SAP130	-0.402
ANAPC11	0.7285
MAGED4B	-2.237
ATP6V1B2	0.0635
C14orf179	1.763875
CAPZA1	-0.362
CDYL2	0.7885
GLRX3	-1.0865
LOC136288	-0.9915
MOBKL1A	0.36975
HTR2B	2.046
CRYGD	0.329166666666667
NUS1	-0.474833333333333
PGRMC1	0.4275
MYOM2	-0.938
FLJ39653	-2.03833333333333
CHM	-0.5811
OR5M8	0.497
ZNF619	0.776
FAM105A	0.9285
CCNL1	-0.9065
NAP1L3	-1.85575
C10orf57	3.75533333333333
B3GALNT1	1.09533333333333
CSN1S2A	0.4655
TCP10L	1.72875
GDAP2	-0.008625
DMKN	-4.20516666666667
COX6B1	0.1975
DNASE2	0.666
MSH5	-0.79775
LGMN	0.1565
USP31	-0.2095
OR13C8	1.0395
SDCBP	0.359
NUDT11	-3.1025
PYGL	-2.20866666666667
SNPH	-0.507166666666667
B3GNT4	0.4405
MIZF	-0.298
NUBPL	-0.430875
NOD1	0.967666666666667
CDH22	-0.615625
NUBP1	0.500166666666667
DSCAM	-3.9135
DGKI	-0.962
FAM136A	-0.11975
AKAP1	0.458
SLC16A6	-0.5085
RIN3	0.43725
PSG2	0.1365
DIP2B	0.314083333333333
PSORS1C1	0.0068
KIAA0495	-0.9905
FLJ90709	0.0791666666666667
LPA	-0.17
PIGA	0.161166666666667
LY75	2.15816666666667
UTS2	-5.3095
RREB1	0.39275
GALNACT-2	0.7099
MGC3196	0.5265
FLJ31568	0.164
LPHN1	-0.59
SP1	1.239125
TOX4	0.00266666666666666
HSPA9	0.5766
APOBEC1	0.492
SLC35E4	-1.623
LSM5	0.38875
SURF1	0.7255
ZBTB1	0.168333333333333
GTF2F1	-0.254375
RPS15A	0.121214285714286
DUSP21	-0.303166666666667
GINS4	-2.62616666666667
MYO15A	-0.6995
GIMAP7	4.07175
MGC13379	1.3705
ATP6V1E2	-1.6915
UTP3	0.47275
HNRPA3	-1.521375
MT4	0.53
C14orf155	0.2895
U1SNRNPBP	0.31825
CKLF	-0.906333333333333
PLEKHN1	-0.4205
MBNL1	-0.0794166666666667
NUP160	-1.0155
ACSM2A	-1.517
LOC129881	3.14475
KIAA1529	-0.14825
FLJ22639	-1.55125
HAND1	-1.3715
GSX1	0.677
FGA	-3.9336875
SERPINB1	-0.05325
ZNF642	0.59625
IGFBP1	-8.051375
SLC1A1	0.6005
DHX57	0.07825
ZNF766	0.2555
PTPN21	-0.5763
GDPD3	-2.2155
PNPLA5	0.415
TBR1	0.066
FAM116A	0.22475
IQGAP1	0.334
FOS	-0.86025
ZNF226	-0.6585
FIGNL1	-0.342166666666667
C14orf1	-0.201166666666667
ZMYND17	-0.725
PUS7	-1.333
TUBB6	-0.9665
KCNQ2	-0.76025
MARCH6	0.202416666666667
CCDC33	0.3285
PRODH	-0.29375
RBM11	2.1075
EPHA6	0.553125
SLC43A1	0.242
LOC196541	0.016625
NTN1	0.705
ING4	0.67825
PCDHB10	2.35925
DPH2	-0.980333333333333
SPACA4	0.349
FBXL21	-4.978
DIAPH1	-0.404
ZNF71	-0.984666666666667
CEP76	-0.4595
CORO1A	0.0975
RRM2	-1.23725
EDG4	0.37175
OS9	0.0313333333333333
SLC4A1AP	0.02225
COG5	-0.982
COPS8	-0.46675
NGLY1	-0.50325
NCBP2	0.52925
C17orf42	0.386833333333333
GPSM3	0.70675
SIL1	0.863333333333333
ASB6	-0.011
SMAD5OS	1.2105
UNC93A	-3.097875
A1BG	-0.229666666666667
C21orf62	0.99725
FMO5	2.27591666666667
ATRIP	0.5195
CEBPG	0.385166666666667
C7orf38	-0.890833333333333
TNFRSF1B	1.38083333333333
CLEC1A	1.41883333333333
IQSEC1	0.41525
PATZ1	2.0671
RBM22	0.993125
BAG2	-2.539
PAQR5	-2.09883333333333
C9orf127	-0.877
THNSL1	-0.32875
SHROOM3	2.4885
JAM2	0.2095
SNRPN	-2.846
ALX4	0.1185
CACNA1S	0.5245
FAM130A1	1.16175
CORIN	2.303
CD300LB	0.864
PLEKHG6	1.0025
LRRC40	-1.13175
PCLKC	-0.8015
PCDHB16	-0.0698333333333333
WNT2B	0.096
ASNS	-1.73866666666667
MRPL49	0.343
FLJ46111	-0.1225
ISG20	0.347
SMU1	-0.323333333333333
CASZ1	0.2955
POLR1D	-0.0861666666666667
GIN1	0.2955
SNAG1	0.868333333333333
ANKRD29	-2.09675
CDKN2AIP	1.255
KRR1	0.23875
CXCL1	-4.60516666666667
EPM2A	0.0989
PC	-1.32283333333333
DEFB127	0.3175
PDZRN4	0.6465
FAH	-0.031125
OR51E1	1.559
CDC2L6	0.192
DNTTIP1	0.02525
PAX8	-0.71925
TMEM116	0.37075
C1orf150	0.142
PRO2012	0.06525
MRPL40	-0.893
BEX1	-3.6421
SLC2A4	-0.827
PKMYT1	-0.1085
FEZF2	-0.1565
SLC26A9	-1.35875
MAP2	0.22225
LYL1	-1.08975
SLC25A19	0.0758333333333333
NOS3	-0.113
ZNF34	1.4325
TMPRSS11F	-0.498
FAM43A	0.1155
FCRL4	0.353
KLF14	0.2095
FLRT2	-2.10116666666667
WRN	-2.00625
SDF2	0.5524
KRT8P12	-0.078
C6orf195	-0.921
C9orf125	-2.822
DZIP3	0.498625
RIT1	0.92525
SCML1	-2.4845
RHBDF2	0.07375
OR2G3	0.027
REXO1L1	0.397
MAP3K7IP3	0.6005
C3orf57	-4.0805
FBXW11	-0.101833333333333
ETAA1	-0.771
C14orf131	-0.2261
AKT1S1	0.06625
SLC12A5	-0.938375
C9orf164	1.59875
NRIP3	0.70375
NOS1AP	-0.2
TMEM121	1.21375
SAP30BP	0.3286
DGCR6	0.5585
WDR76	-0.59
FAM82B	0.405916666666667
LOC606495	-0.3245
MAP9	3.08758333333333
BCDIN3D	1.31075
CXorf36	2.81266666666667
DSCR3	-0.3299
ZFAND3	0.683125
C7orf43	0.2225
SPSB3	0.6582
C19orf19	0.52075
FAM133A	-3.924
C12orf25	0.391
SLC39A3	0.2755
DISP2	-0.24725
PI4KAP2	-2.015
MKRN3	-1.18016666666667
ADAMTS13	-0.685
CBLN3	0.2037
TTYH1	-1.4845
C3orf18	-0.7855
FLJ13236	0.17125
ZMYND12	2.0065
C18orf25	0.963
GLB1L3	-0.2325
ATP13A5	0.552
RANBP10	-0.6555
CD96	-0.0915
DENND1C	0.529
RBMS3	-0.3115
SLC41A3	0.192333333333333
DGCR6L	0.51
TMEM128	0.5525
CSNK1G3	0.382285714285714
MOBKL2C	0.486375
TSPAN6	0.33575
MATN2	-0.7594
MSL2L1	0.5165
ST6GALNAC2	-1.25
FGFBP2	-0.212
FGL1	-6.0985
MPP3	-0.6425
ARHGEF6	0.239166666666667
TGFBR2	-0.182875
ACMSD	0.58225
IL33	2.13925
C9orf5	0.08125
DEAF1	0.0396
AMN	0.2855
DEFA6	0.1845
RNF212	-0.815
METT5D1	0.469333333333333
CIB1	0.3313
TSSK1B	0.2945
KIAA1727	2.1855
ZNF680	-0.183583333333333
LOC399900	-0.9755
LOC152217	0.13175
CTNNAL1	-1.327
CIT	-1.20658333333333
TLE6	-0.1545
ZNF607	1.78975
HERC4	-1.56283333333333
DRAP1	0.038
PEMT	-0.2455
C10orf111	-0.024
ZNF575	0.538875
KCTD7	-0.12675
MYO1F	0.930375
LOC285382	-1.5045
RAB11A	0.0508
PLCD3	-0.9675
C15orf28	0.25175
PTBP2	-0.445625
CTB-1048E9.5	0.662625
C19orf60	-0.253166666666667
C7orf25	0.0475
SETD7	0.458625
HOXB9	-3.6465
VANGL1	0.107125
CHAF1B	-0.593
NDUFA3	0.05975
KIAA1328	0.186166666666667
SHARPIN	1.136875
TTC23	-1.192
UGP2	0.137083333333333
ANKIB1	-0.514
CIRBP	0.309714285714286
SEC14L4	-1.8365
OVCH1	0.0773333333333333
VPS52	0.30925
FAT	-1.879125
M6PRBP1	0.104
GPRIN3	0.4595
PPM1F	-1.324
TSR1	0.78625
CCDC85A	1.45875
PCSK5	1.91125
ZFHX3	0.0145
HEMK1	-0.5452
PGBD2	0.8115
RSRC2	-0.46
AURKC	-0.476833333333333
SCRIB	0.84925
ORM2	-4.5
FAM115A	-0.7068
FZD6	1.746875
UNC119	0.570666666666667
GPX3	-0.4625
NOV	-0.6975
CABC1	0.15025
CDC42SE2	0.009
EIF2S2	0.9482
RNF130	1.189
CKAP5	-0.178
RP11-413M3.2	1.37375
C10orf18	0.3031
TMEM93	0.64175
DYX1C1	2.341
KCNMB2	-1.114875
ANK3	0.448166666666667
KRT5	-2.9274
CDH12	-1.48275
QRSL1	2.672375
JUB	-0.59825
SHC4	-2.967625
CCL15	0.742333333333333
CCDC22	0.5265
SNX24	-0.11
RARS	-0.371
MORC2	0.695375
FAM48A	-0.009
MT1H	-1.658
PPP1R14C	-1.51033333333333
FOXD1	-0.687785714285714
C1orf213	-2.5265
AMT	-2.2667
DSN1	0.4955
PTPLAD2	1.5035
DIS3L	-0.093
RASL11A	-0.51375
GPRC5B	-0.16825
FRMD7	-0.052
STRN4	0.221
KITLG	2.88422727272727
HDGF	-0.01425
OR1S1	0.209
SETX	-0.2128
DDR2	0.076375
KCTD12	1.13025
LYZL2	-0.62925
WDR52	0.019
TMEM2	0.776375
ZNF579	0.280666666666667
LOC200810	1.23875
TNFSF9	-1.787
PPFIA4	-2.1845
CNIH3	0.315833333333333
MAP4K4	-0.9895
ROD1	0.454571428571429
ALS2CR12	0.560333333333333
DOCK3	-0.393333333333333
PAQR9	-4.50725
ASB17	-0.0248333333333333
STX16	-0.982125
FEZ2	-0.330666666666667
DLAT	-0.3355
KIF21B	-1.0545
CDC5L	0.318
TMEM119	2.28283333333333
CRIP3	-1.64475
TPSD1	1.332
TEPP	0.27975
GNGT2	1.82675
C21orf121	1.79525
WNK1	0.432333333333333
FLJ10490	0.4258
OR51B5	-2.1545
LOC203547	0.0555
HAS1	-0.998
PPA1	-0.867666666666667
ST7	-0.086625
C11orf46	0.6793
POPDC3	-3.958
ACOX2	-1.17066666666667
ATCAY	-0.295833333333333
TM4SF19	0.26625
MFSD9	0.0681666666666667
PDHB	-0.01425
ERN1	0.26925
LCE3C	0.5015
GPR111	0.842
NOTCH3	2.0885
ADAMTS5	1.3895
B3GALT1	-0.78925
UGCGL1	-0.207333333333333
FAM58A	0.412333333333333
FBXO32	3.07325
CLPP	-0.10675
NXPH1	0.79575
MTMR3	1.13816666666667
ATP1B3	-0.75125
TMEM16A	4.416
HIST1H3F	0.737833333333333
TRIM25	-0.0176666666666667
SDCBP2	0.536
CRKL	-1.235625
HOXB2	-0.601833333333333
ANP32B	-0.162
GATM	3.71
AP4E1	0.07675
EDG5	0.31
CDKN3	-0.1685
CDH4	-1.6985
PGD	-0.310333333333333
RND1	1.3175
GAD1	-3.0041
MPG	-0.164625
LOC440350	-0.361
ZNF133	-0.06025
SERPINB12	-0.034
AMELY	-0.154333333333333
DHX36	-0.565
TNFAIP8L2	3.37383333333333
PHTF2	-0.0125
CCDC112	-0.395833333333333
IQCC	0.0095
HEYL	2.4235
FTSJ2	0.388333333333333
APPL1	0.405125
RAB43	0.507214285714286
OR10G2	0.295
WAC	0.152333333333333
ADCY9	0.276875
RUNDC2B	-0.120166666666667
PYCRL	1.6126
AGPAT7	-0.788666666666667
SLC22A9	-0.776833333333333
CDKAL1	-0.1075
PDYN	-0.402166666666667
C20orf74	-0.72975
MTMR11	0.63025
VAV3	4.01725
DAPL1	1.1775
STXBP3	-0.31925
EIF3G	-0.61025
ARHGAP22	-1.75875
NPFFR1	0.6625
NPC1	-0.795
ALDH9A1	1.70066666666667
ZNF600	0.229875
ZNF678	-0.111666666666667
RASSF1	-0.301
ADD2	-2.67475
PITPNB	0.26075
PKD2L2	0.363375
LRP11	0.5815
CDKL1	-0.0125
SMEK2	0.58275
PRODH2	-3.20783333333333
C11orf54	-0.688166666666667
SFRS11	-1.064
IL7	1.785
ALS2CR16	-1.155
BTG3	-1.52383333333333
PAK2	-0.129555555555556
RP11-679B17.1	0.09575
GATA4	-1.93366666666667
ATP2B1	0.40375
LOC130940	0.119
C1orf172	2.20833333333333
ATF7IP2	-1.57075
SLC25A43	-0.205333333333333
CENTG3	-0.149166666666667
IGF2BP1	-4.1136
FCHSD1	0.4065
CAMK2N2	0.7415
ELAVL3	0.000199999999999972
NBPF15	-0.277833333333333
UBE2J2	-0.159916666666667
GNL2	-0.903
PRR3	0.0934
NLF2	0.8225
OR4F6	-0.1505
KLHL24	1.27116666666667
CCDC88A	-1.6367
SGPP1	-0.348333333333333
C10orf11	-0.162166666666667
SLC35B4	-1.21383333333333
UGT3A2	0.0805
ARNT2	-0.8452
CBR1	-0.367875
ITPR3	-0.574666666666667
TRAPPC6B	0.2058
AMZ1	1.0725
ARP11	2.0865
WDSUB1	-0.3455
APBA1	0.154
RAB2A	1.2378
C6orf162	-0.555
HPSE2	0.07225
PLCE1	-2.2295
INSL3	0.73175
DLG1	0.3851
PTPLA	-2.5055
PIGX	-0.317125
TFIP11	0.693666666666667
FIBIN	1.7735
POLR2G	0.34875
GRAP2	-1.0704
DNAJB8	-0.00125000000000001
CNBP	0.8575
WASF1	-0.33075
INPP5E	-0.3945
HSPB1	2.0505
TMEM167	0.1096
CUBN	-0.38275
IGF1	1.143125
ITPK1	0.1365
NAALAD2	-1.356375
G3BP1	1.0012
NT5DC1	-0.527
CYP39A1	-0.8685
TMEM139	-0.00958333333333333
POLK	-0.4012
GLULD1	-0.3445
RBM15	-0.470666666666667
AMZ2	0.19325
GDF15	-1.05166666666667
MESDC2	-0.5035
INCA	1.19633333333333
ACY1L2	-3.4345
GZMM	0.396333333333333
PAIP1	0.69225
CACNA2D1	-0.20175
STK32C	-0.143166666666667
SH3BP4	0.741666666666667
DEC1	-0.4035
PADI1	-0.013
UBB	0.6609
PON3	-2.1595
PROP1	0.294
ANKRD13B	0.624
ADCK1	0.3475
TCF25	-0.256916666666667
SLC38A5	-2.003
CXorf26	0.754333333333333
C19orf39	0.163
PPP1R13B	0.44875
ARL2	-0.726
TCL6	0.07375
TOP3A	-0.178
SLC16A14	3.059375
FXYD6	0.6855
HIST1H4E	0.61175
BBC3	0.813578947368421
UNC5A	0.428833333333333
FAM86C	-0.4498
PI4KB	0.710375
B3GAT1	-3.36625
SUSD2	1.0675
OAZ2	-0.312833333333333
NOC4L	0.2155
C10orf12	-0.50175
FADS1	-3.62866666666667
LOC144097	-0.31725
DKK2	1.28816666666667
KIAA1949	0.318
RHOT1	0.4709
OXT	1.10466666666667
GPR153	0.565
ARL4A	0.690833333333333
SAAL1	-0.417
CCDC64	-0.0375
USE1	-0.171166666666667
HNMT	0.618166666666667
PCGF3	0.6396875
CYP2C19	0.4415
C20orf4	1.427
CCDC11	1.841
ACSBG2	0.6425
RWDD2A	0.61675
PALLD	2.62075
CPLX4	-0.0905
LOC492311	0.3135
KPNA2	-0.351333333333333
MACROD1	0.8931
TMCO3	-0.677166666666667
C15orf52	-0.701
BIRC5	0.00713333333333334
PRR16	0.113333333333333
FAM63B	-0.913625
KATNB1	-0.806166666666667
WNT8B	-0.307
CPLX3	0.01975
GHR	3.149
CCDC124	-0.608
BCLAF1	-1.04
GOLGA3	0.2123
