Hybridization REF	TCGA-A8-A06U-01A-11R-A00Z-07
SMARCD1	-0.372
ZFP106	-0.7565
ZNF347	0.2584
GTF2E1	0.0665
RY1	0.0156666666666667
ATAD2B	0.4285
ARHGAP17	0.1973
KCNIP3	-0.37925
SFPQ	0.10025
GFRA4	0.296833333333333
AKR1B10	-2.6415
TIGD6	0.790833333333333
RGS16	1.157125
URB1	-0.0441666666666667
OR4C46	-0.2015
TOP3B	-0.83925
NFATC4	-0.1645
CA14	-4.564
BMPR1A	-0.590166666666667
SNRP70	-0.635
PRL	-0.239181818181818
C6orf130	-1.09525
STAG2	0.6195
CD55	-0.789928571428571
RPS23	-0.329833333333333
SSX2	0.371666666666667
FDPSL2A	-0.8365
FBXO27	0.05
SYNGR3	-1.36283333333333
TMSL3	0.85075
EML1	-0.5245
NUP93	-0.360416666666667
SMAD3	-1.2467
KIAA1189	0.202
HNRPUL2	0.817333333333333
TBC1D12	0.0953333333333333
C16orf24	1.43075
MRVI1	0.799166666666667
ZNF581	-0.648166666666667
ELOVL3	0.473
OR51Q1	0.3265
CACNB3	0.770166666666667
GALNT13	-0.905
C10orf84	0.38975
NEDD4	-0.6333
SPO11	0.46
OR5AU1	0.471
NEK4	0.00928571428571429
PRKAR2A	-0.338833333333333
IHPK1	-0.827833333333333
ATP6V0B	0.531375
CACNA1E	0.5975
CEACAM8	1.0674
PEX14	-0.2795
FLJ12993	-0.033
ZBTB38	0.96575
PCTK2	0.304833333333333
LRRC16	0.7985
FBLIM1	0.119
FYCO1	0.4515
RP5-1022P6.2	-0.565
CMTM1	-0.0776666666666667
PLTP	0.0393333333333333
RAPH1	0.708625
DOCK8	0.134875
EZH2	-2.1888
SLC25A1	-0.5095
PLEKHB1	1.0847
GRB7	0.5568
ZFP37	-2.16
MRPL33	0.215
PELO	0.4895
ARMC1	0.15
C9orf27	-0.289857142857143
FLJ25778	-1.339
C9orf37	-0.921166666666667
TMEM66	0.77625
SPRN	0.461
HBEGF	-0.098
PI4KA	-0.9715
LEPRE1	-1.0205
POU2AF1	-1.8175
MRPL12	0.365333333333333
REP15	-0.468
ZC3H3	0.73825
RASAL1	1.449
DDAH1	-0.427
ACBD5	0.728625
TMC2	0.4855
CCDC137	0.2035
SAMD13	-2.12516666666667
UGT2B15	-1.2755
TIPARP	0.5225
DNASE1L3	-0.15575
TRIM72	0.48
DBX2	-0.167
IPO8	0.2355
C21orf88	1.2288
MAP3K14	0.32
LOC51233	0.904333333333333
GGTLA4	-0.98775
PDE6D	0.33125
ZNF117	0.2555
CLK2	-0.46525
NKRF	-0.1945
TNFSF15	0.1426
DUSP2	-0.47125
SECISBP2	0.2769
GABRR2	0.995
PPAP2C	1.907
LOC51145	0.359833333333333
PAG1	-0.946125
PIK3C3	-1.2155
GNG10	0.003
APOL4	0.8295
ANKRD28	-1.933375
STMN3	-2.2766
RAB14	0.8577
CDK2AP2	0.75225
HDDC3	-0.513625
COMMD7	0.8255
CXXC1	-1.53075
HMCN1	-1.009
CD40	0.401
DYNC1LI2	0.3396875
GDI1	1.72725
LOC646938	0.06575
VSNL1	-2.06283333333333
PIH1D1	-0.3485
RAET1G	-0.9375
KRTAP5-9	0.428
EFTUD2	-0.011
ZNF311	-2.108
ATP6V1G3	0.50975
OR2W3	0.297
SCN4A	-0.0335
MED10	-1.533375
FAM135A	-1.3972
ARHGAP4	-1.09075
EHMT2	-0.753375
UFD1L	-0.357
ERMP1	-1.42625
MAG1	-0.147166666666667
THAP8	0.771666666666667
HACE1	0.101333333333333
FAM82C	0.520833333333333
C3orf20	-0.2875
UNC84A	-1.5485
SCD5	0.809769230769231
LASS6	2.169375
LSG1	2.24308333333333
MAL	-5.112
GPR22	0.1145
WDR5B	0.60925
ACTRT1	1.135
C17orf60	-0.400666666666667
GRIN2C	0.1689
ARMC8	0.722166666666667
SLC47A1	-2.37133333333333
DMPK	0.04975
DHRS13	-0.4525
SMC1A	-0.993333333333333
KRTAP17-1	0.56825
SMYD5	-0.32325
TUSC2	0.13675
CRHR2	0.4
KIR3DL2	0.579
CCDC104	0.61475
ATP2C1	-0.301125
CROT	-0.31225
PABPC3	-0.668666666666667
EGR1	-1.58316666666667
THSD1	-0.56475
KHK	-0.522
SLC12A2	0.0746
CD58	-0.60125
STOX2	1.12733333333333
CCDC76	-1.0411
CCDC48	3.0385
DNAH1	-0.213833333333333
ZIC4	0.803125
OR1G1	-1.996
PSMC6	-0.518833333333333
PROKR1	0.148
ABCB1	-1.22525
TRAT1	-1.92325
LLGL1	0.4375
MTF1	1.71475
USP54	1.147
PAGE2B	-2.289
ITGB7	-3.434
CCDC81	-0.703
LOC149837	0.66925
SCUBE1	2.19
ZSCAN10	0.5185
HUWE1	0.694071428571429
CDH17	-0.1195
CD180	0.55575
IL17A	0.0265
TMPO	-0.75575
KIAA1524	0.330333333333333
HDGFRP3	-1.2355
OXCT1	-0.936909090909091
RRAS2	-1.43016666666667
LTBP2	2.4741875
SV2B	1.04833333333333
CYP2A6	4.68525
PKD1L2	-0.626666666666667
PPM1M	0.57375
FLJ22662	2.07483333333333
ZNF502	-0.362
GP6	-0.4285
CRYBA2	-0.60525
LEF1	-2.4649
CTPS	-1.97271428571429
EYA1	-3.37183333333333
EPS8L1	0.73925
MAPK14	-0.0986666666666667
SERPINB2	-4.739625
GTF2F2	-0.668833333333333
ZNHIT4	-0.0275
PLA1A	0.02175
C20orf114	3.056
HPR	-4.067
C18orf2	-2.39366666666667
SATB2	-3.36175
KCNJ9	0.388142857142857
MGC157906	1.0085
MOCS3	0.60775
C17orf71	0.0225
PPHLN1	-0.0981
HIST1H2BN	0.198
RAPGEF1	0.086875
MAP3K8	0.48125
DLG4	-0.173166666666667
STC1	-1.266
CDGAP	0.5385
DDX26B	-1.284
LOC150223	-1.3655
CPSF3	-0.913166666666667
TMEM14A	0.89875
MYH3	-1.2335
GPKOW	0.46775
SULT1A1	0.363666666666667
SPON1	2.1456
YY1AP1	0.0601666666666667
RAB23	-0.25025
PLA2G4A	-4.43875
MAPRE3	1.53433333333333
ZNF516	0.0405
GGPS1	0.4605
EXOC3L2	-0.239125
C19orf42	0.7952
MAP2K2	0.0568333333333333
HIST1H2BB	0.56125
RNF19B	1.22583333333333
C6orf128	-0.285333333333333
TLR8	3.07325
PCDHA9	1.446
CARS2	-0.809
CLUL1	1.08766666666667
RHAG	-3.71216666666667
UNK	-0.025
EXOC8	1.1467
C9orf95	0.79575
C14orf143	0.458333333333333
MAML3	-0.114375
LDHA	-1.78925
MRPL20	0.28275
KLHDC6	0.115333333333333
ATP5S	-0.0885
C8orf55	0.40675
PHF19	-2.278
KRTAP13-4	0.562
TTC5	0.0125
XKR5	-0.577666666666667
SILV	-3.789
TEX28	0.7875
TCTN1	1.1935
CX40.1	0.2905
PPP2R5C	0.16925
C12orf30	-0.443833333333333
CAPG	2.3625
MPZL1	1.222
ARSB	-0.925166666666667
TDH	-2.7305
WASF4	0.8235
TSSK3	-0.738166666666667
7A5	0.064
CRISPLD1	0.42925
MAD1L1	-1.20433333333333
SPIN4	0.0891666666666667
AMPD1	0.10525
DPYSL5	-0.3595
INPP1	0.396
ANKRD11	-0.729777777777778
NPAS4	-0.05475
GCET2	-0.245
RNASE9	0.758
GUCY2D	-0.0674
CCDC98	-0.067
FGF4	0.092375
CPM	-0.4085
SLC26A4	-0.89
PLD5	0.0105
FAM59A	-1.0373
FBXO5	-1.35266666666667
SIPA1L1	-0.0605
DPYS	-0.0343333333333333
ATG4D	0.38375
TGM3	0.838
MTCH1	0.2805
HK1	0.0057142857142857
CDC26	-0.237875
GALNT12	-3.23066666666667
LOC339229	0.41375
MRPL35	0.184375
ORC4L	0.703875
TNKS	0.130857142857143
C2orf24	0.511833333333333
ZNF553	-0.561333333333333
GGTLA1	1.9865
ZNF497	0.928
CDY1B	0.26
SLC30A4	0.992875
TUB	-1.0785
ARHGEF18	0.16525
ARRB1	1.42475
KCNK1	0.71825
EREG	-2.1813
SCAMP5	-0.95125
RUNDC3B	0.768
ADAMTS20	1.0695
IL17RB	-1.02925
FLJ20323	-0.04575
MCAM	-0.262
POLR3E	-1.07483333333333
AQR	-0.673666666666667
IPMK	-0.3685
CDCA7	-2.4765
CAMP	-0.10275
GRHL3	-1.081
ADAMTSL2	0.526833333333333
CLMN	3.06833333333333
SSTR3	0.743
MAGEA5	0.846
OVOL2	4.099
JMJD1B	-0.174
RBL2	1.8751
PYGO2	0.7995
PPP1R10	0.562333333333333
CSE1L	-0.366666666666667
LCA5	1.08525
RDH16	0.2155
ASRGL1	-1.02225
TOM1	0.969
PTX3	-4.82175
TTC15	0.5915
SCGB3A1	0.741833333333333
MRPL50	-0.29925
RCAN3	1.62375
SLC26A11	1.25375
STYX	-0.0163333333333333
CINP	0.60975
MARCH7	0.04075
PFKM	-2.48216666666667
SGMS1	0.218166666666667
RIOK3	-1.156
C1orf110	-0.0165
CES7	-0.355375
LOC440248	-1.427
PPP1R12C	-0.1615
C10orf27	0.874
ATG9A	-0.74
MRPS26	1.1575
TMEM40	0.35925
ELP3	0.165
ZNF787	0.343
HIAT1	-0.872875
C8orf34	0.4605
MGC4655	0.3084
PELI1	0.392
PPT1	0.5186
SLC35C2	0.340833333333333
C6orf125	0.07175
MUC4	-1.235
RFC4	-2.73528571428571
GNB2	0.222
NUP50	-0.0611428571428571
SULT4A1	-2.6555
C7	0.844125
CCDC130	-0.2465
ARRDC4	-0.25875
RQCD1	-0.2465
GLYCTK	-1.22325
AYTL2	-1.08554545454545
MTUS1	1.302
LEMD3	0.251666666666667
PLEKHF2	2.9985
HOXA7	0.1345
GTF3C2	-0.8145
DYNLRB2	2.845
CNOT10	-0.6005
MR1	0.526333333333333
FFAR1	-0.13
PRIC285	0.669
SLITRK6	1.58075
LIX1	-1.9874
UBE1L2	-0.0194166666666667
F8	0.901625
ACHE	0.518666666666667
KPNA5	-0.1745
TNFRSF12A	-0.121166666666667
EGR3	-0.3245
SERPIND1	-3.06333333333333
OASL	2.76425
IFRD1	-1.13075
WDFY1	-0.134666666666667
ZNF267	-0.6935
ACCN5	-0.58
ZBTB6	-0.11275
PPP1R3A	0.2955
PRRT3	2.002
FBXL19	-0.6725
TXNIP	0.129571428571429
ACTN2	-1.43475
ATG9B	-0.883625
C9orf117	0.749625
IL27	-1.3805
RPL36AL	-0.0941666666666666
KLK15	0.524
CHAD	0.3755
RAP2B	-0.3279
HEBP2	1.45675
ZNF342	0.778
CAMK2G	-0.404166666666667
TLR3	2.239
FGF14	-0.165
HMGB2	-1.032875
TRPM5	0.018
OR5M11	0.023
KIF3B	1.83073684210526
PRICKLE2	-0.913
MTMR9	0.07525
C3orf27	0.018
GLRA3	-2.16466666666667
NSDHL	0.764833333333333
TMEM32	1.17975
POLR2D	-0.324166666666667
MYADML	0.5725
C9orf114	-0.41725
MRGPRX1	0.445
TOPORS	0.259
CLDN19	-0.1795
C1QL4	-0.1285
RNF165	-1.228
DHRS9	-0.709
DNAH2	-0.2515
FXR1	0.657333333333333
ZMYM3	-0.92775
CASP3	0.583166666666667
FAM120C	-0.1845
SCLY	-1.48675
CA7	0.0675
ENTPD5	0.864333333333334
ZNF461	-0.266125
PDIA5	-0.55725
C1orf19	-0.448666666666667
TMEM67	1.09575
KCTD20	-0.47625
WDR47	0.0415
FLJ38723	0.6395
KLRF1	-0.195833333333333
TAS2R16	0.4855
CLDN12	0.07775
PRKCE	0.0285
UBXD4	-0.568
ITGAM	2.08666666666667
GLT8D3	-0.380875
WDR31	1.1055
RGS2	-0.88675
OR51L1	0.523
MST1R	-0.84675
KIAA1737	0.35975
OR4A5	0.529
GLIS1	-1.329
PTMA	-0.148785714285714
NAPA	1.789
PRDM11	0.05275
LIPF	0.363
DIRAS3	0.321
ASGR2	-3.727375
C1QTNF4	0.3265
PIK3R4	-0.131666666666667
ARMC3	2.03975
NDUFV3	-0.415083333333333
BTBD3	0.148666666666667
PPP1R2	1.82116666666667
UBE2NL	0.0065
FOSL2	0.784071428571428
FAM119A	-1.81466666666667
TUBA4A	0.5884
KRTAP12-1	-0.03
SFRS2	-0.05125
RHPN1	0.5791
EEF2	-0.299166666666667
ZDHHC11	0.772333333333333
EPHA3	-1.953
RBM12	-0.63325
H2AFJ	3.2655
EDIL3	1.1815
KIF26A	-1.90025
SERGEF	0.50225
B3GALT4	1.97825
LOC90925	3.67083333333333
OSCAR	0.163125
NPFF	0.06725
DEDD	0.26625
TMEM155	-1.054
PTPN1	2.96
SCYL2	0.672833333333333
SKAP1	3.044
LEAP2	-2.6685
GADD45G	2.3969
IFITM3	-0.101833333333333
PILRB	-1.43533333333333
SLU7	0.1625
DSC3	1.15075
DNMT3L	-1.29875
PAPD5	0.824375
B3GNT3	-1.2095
LHCGR	0.466
MSL-1	0.22125
UBE2S	-0.998
SAP130	-0.0215
ANAPC11	1.016
MAGED4B	-2.6865
ATP6V1B2	0.399166666666667
C14orf179	1.215875
CAPZA1	-0.57
CDYL2	0.2895
GLRX3	-0.945
LOC136288	-0.373
MOBKL1A	0.1405
HTR2B	0.251
CRYGD	0.052
NUS1	0.377333333333333
PGRMC1	0.0975
MYOM2	-1.2805
FLJ39653	-2.14266666666667
CHM	0.9839
OR5M8	-0.384
ZNF619	-0.648
FAM105A	0.8565
CCNL1	-0.49625
NAP1L3	-1.15925
C10orf57	1.9845
B3GALNT1	0.4855
CSN1S2A	0.6265
TCP10L	1.152
GDAP2	0.964875
DMKN	-0.489666666666667
COX6B1	0.43425
DNASE2	0.855833333333333
MSH5	-1.908
LGMN	0.442375
USP31	0.4544
OR13C8	1.2325
SDCBP	-0.0962
NUDT11	-3.2675
PYGL	-0.525666666666667
SNPH	0.848333333333333
B3GNT4	-0.0985
MIZF	-0.4057
NUBPL	-0.215875
NOD1	-0.63
CDH22	1.26225
NUBP1	0.0411666666666667
DSCAM	-3.938
DGKI	-0.286
FAM136A	-0.966
AKAP1	0.905166666666667
SLC16A6	-0.07875
RIN3	0.5095
PSG2	0.2735
DIP2B	0.663833333333333
PSORS1C1	0.7183
KIAA0495	-1.133
FLJ90709	0.124666666666667
LPA	-0.0915
PIGA	-0.835166666666667
LY75	3.17283333333333
UTS2	-5.675
RREB1	0.4325
GALNACT-2	-0.0651
MGC3196	0.20875
FLJ31568	-0.0635
LPHN1	-0.41225
SP1	1.473875
TOX4	0.480833333333333
HSPA9	0.3765
APOBEC1	-0.482
SLC35E4	-1.25375
LSM5	-1.4175
SURF1	0.78675
ZBTB1	-1.19258333333333
GTF2F1	-0.057125
RPS15A	-0.0303571428571429
DUSP21	-0.1885
GINS4	-2.81
MYO15A	-1.15416666666667
GIMAP7	3.2535
MGC13379	0.0905
ATP6V1E2	-0.600666666666667
UTP3	0.29425
HNRPA3	-0.5513125
MT4	-0.306
C14orf155	0.631666666666667
U1SNRNPBP	1.02375
CKLF	-0.761
PLEKHN1	0.447666666666667
MBNL1	0.443416666666667
NUP160	-1.264
ACSM2A	-1.0445
LOC129881	1.649
KIAA1529	-0.6155
FLJ22639	-1.35025
HAND1	-0.465
GSX1	0.5005
FGA	-3.5501875
SERPINB1	0.304
ZNF642	0.35775
IGFBP1	-7.626375
SLC1A1	0.231125
DHX57	-0.315125
ZNF766	0.7455
PTPN21	-0.5203
GDPD3	-2.41216666666667
PNPLA5	0.0245
TBR1	0.158666666666667
FAM116A	-0.74925
IQGAP1	-0.228125
FOS	-1.3995
ZNF226	-0.54175
FIGNL1	0.0568333333333333
C14orf1	-0.0593333333333333
ZMYND17	-0.163
PUS7	-1.32983333333333
TUBB6	-0.716625
KCNQ2	-0.95
MARCH6	0.0160833333333333
CCDC33	0.3915
PRODH	0.143
RBM11	2.0715
EPHA6	0.311375
SLC43A1	0.48475
LOC196541	0.1575
NTN1	1.76566666666667
ING4	0.49625
PCDHB10	2.33875
DPH2	-0.748833333333333
SPACA4	0.6825
FBXL21	-3.684
DIAPH1	-0.1355
ZNF71	0.138166666666667
CEP76	-1.465
CORO1A	-1.077
RRM2	-1.262125
EDG4	1.316
OS9	0.991666666666667
SLC4A1AP	0.17875
COG5	-0.312
COPS8	0.121
NGLY1	-1.30775
NCBP2	1.251625
C17orf42	0.262
GPSM3	0.33925
SIL1	1.31266666666667
ASB6	0.103
SMAD5OS	-0.6375
UNC93A	-2.7095
A1BG	0.7735
C21orf62	1.249
FMO5	0.31675
ATRIP	-0.436
CEBPG	0.2925
C7orf38	-0.407333333333333
TNFRSF1B	0.6985
CLEC1A	1.13466666666667
IQSEC1	-0.246125
PATZ1	0.8633
RBM22	0.702625
BAG2	-2.3555
PAQR5	-1.2505
C9orf127	0.6226
THNSL1	-0.375
SHROOM3	2.297
JAM2	0.0785
SNRPN	-3.11075
ALX4	-0.3305
CACNA1S	-0.3985
FAM130A1	0.87275
CORIN	1.02
CD300LB	1.2975
PLEKHG6	0.575
LRRC40	-1.1625
PCLKC	-0.94325
PCDHB16	1.9595
WNT2B	-0.569666666666667
ASNS	-0.877111111111111
MRPL49	0.6455
FLJ46111	-0.50275
ISG20	0.788375
SMU1	-0.6985
CASZ1	0.5895
POLR1D	-0.721916666666667
GIN1	0.4755
SNAG1	0.551333333333333
ANKRD29	-2.01575
CDKN2AIP	0.1275
KRR1	-0.0445
CXCL1	-4.18283333333333
EPM2A	0.3234
PC	0.6415
DEFB127	1.081
PDZRN4	0.5815
FAH	1.545375
OR51E1	1.838
CDC2L6	0.876166666666667
DNTTIP1	0.36875
PAX8	-0.32625
TMEM116	-0.46725
C1orf150	0.3335
PRO2012	0.56575
MRPL40	-0.1685
BEX1	-2.071
SLC2A4	-1.064
PKMYT1	-0.81875
FEZF2	-0.0646666666666667
SLC26A9	-1.1085
MAP2	0.443909090909091
LYL1	-1.4045
SLC25A19	-0.514833333333333
NOS3	0.3125
ZNF34	1.17683333333333
TMPRSS11F	-0.3825
FAM43A	0.7755
FCRL4	0.298
KLF14	0.07525
FLRT2	-1.60066666666667
WRN	-0.3535
SDF2	1.3475
KRT8P12	-0.438
C6orf195	0.2495
C9orf125	-2.14733333333333
DZIP3	0.17275
RIT1	-0.129333333333333
SCML1	-0.17
RHBDF2	0.317875
OR2G3	0.3425
REXO1L1	-1.278
MAP3K7IP3	1.172625
C3orf57	-6.3
FBXW11	1.01666666666667
ETAA1	-0.73575
C14orf131	-0.1784
AKT1S1	0.26925
SLC12A5	-0.877
C9orf164	1.894
NRIP3	0.270625
NOS1AP	0.46825
TMEM121	0.14025
SAP30BP	0.3307
DGCR6	1.043
WDR76	-2.0135
FAM82B	-0.70375
LOC606495	-0.4085
MAP9	2.46358333333333
BCDIN3D	0.70575
CXorf36	2.07
DSCR3	-0.8554
ZFAND3	0.59725
C7orf43	0.172
SPSB3	0.7977
C19orf19	0.537
FAM133A	-3.2342
C12orf25	0.4805
SLC39A3	0.31025
DISP2	1.61075
PI4KAP2	-1.8495
MKRN3	-0.182
ADAMTS13	-0.64975
CBLN3	0.3412
TTYH1	-0.783666666666667
C3orf18	-0.59775
FLJ13236	1.50275
ZMYND12	0.73975
C18orf25	-0.2765
GLB1L3	-1.355
ATP13A5	-0.451
RANBP10	-0.6925
CD96	2.3211
DENND1C	-0.591
RBMS3	-0.571
SLC41A3	0.226833333333333
DGCR6L	0.918
TMEM128	0.351
CSNK1G3	0.238071428571429
MOBKL2C	0.947625
TSPAN6	-0.357375
MATN2	0.2093
MSL2L1	0.514666666666667
ST6GALNAC2	0.828833333333333
FGFBP2	-0.1825
FGL1	-6.6655
MPP3	-0.413666666666667
ARHGEF6	-0.328666666666667
TGFBR2	-0.37075
ACMSD	2.5925
IL33	1.6835
C9orf5	0.185
DEAF1	-0.7689
AMN	0.2015
DEFA6	0.116625
RNF212	-0.629
METT5D1	-0.481833333333333
CIB1	0.2665
TSSK1B	0.40825
KIAA1727	1.41875
ZNF680	0.935083333333333
LOC399900	-1.25
LOC152217	1.21333333333333
CTNNAL1	-2.6555
CIT	-2.31558333333333
TLE6	0.74375
ZNF607	-0.44975
HERC4	-1.44033333333333
DRAP1	0.0879
PEMT	-0.327
C10orf111	-0.757
ZNF575	0.446375
KCTD7	-0.17
MYO1F	0.31575
LOC285382	-0.53075
RAB11A	0.8796
PLCD3	-0.73425
C15orf28	-0.09825
PTBP2	-1.66575
CTB-1048E9.5	0.17825
C19orf60	0.480166666666667
C7orf25	0.931333333333333
SETD7	2.0455
HOXB9	-1.9775
VANGL1	0.849125
CHAF1B	-1.635
NDUFA3	0.36325
KIAA1328	-1.21333333333333
SHARPIN	0.782
TTC23	-0.90625
UGP2	0.306333333333333
ANKIB1	0.427
CIRBP	1.14271428571429
SEC14L4	-1.96466666666667
OVCH1	0.2326
VPS52	0.131
FAT	-1.5895
M6PRBP1	-0.0935
GPRIN3	0.3015
PPM1F	-1.14166666666667
TSR1	-0.36875
CCDC85A	0.6265
PCSK5	1.20075
ZFHX3	0.331
HEMK1	-0.5663
PGBD2	-0.1105
RSRC2	-0.0215
AURKC	-1.65716666666667
SCRIB	-0.023625
ORM2	-3.5995
FAM115A	-0.9546
FZD6	0.551625
UNC119	0.788833333333333
GPX3	-0.3527
NOV	-1.333375
CABC1	0.65725
CDC42SE2	0.6683125
EIF2S2	0.3176
RNF130	1.12525
CKAP5	-0.5205
RP11-413M3.2	0.174625
C10orf18	2.0482
TMEM93	-0.18975
DYX1C1	1.0795
KCNMB2	-1.8135
ANK3	1.77716666666667
KRT5	-0.2638
CDH12	-1.44775
QRSL1	-0.02275
JUB	-3.47875
SHC4	-0.916375
CCL15	0.486166666666667
CCDC22	0.11825
SNX24	-0.10025
RARS	0.20675
MORC2	0.393375
FAM48A	-0.64125
MT1H	0.585
PPP1R14C	-1.441
FOXD1	-1.25871428571429
C1orf213	-2.57025
AMT	-2.1219
DSN1	0.11275
PTPLAD2	1.646
DIS3L	-0.03675
RASL11A	-0.234
GPRC5B	0.418
FRMD7	1.4825
STRN4	0.22025
KITLG	0.645590909090909
HDGF	-0.08975
OR1S1	0.5015
SETX	0.5138
DDR2	-0.75875
KCTD12	1.03725
LYZL2	-1.2365
WDR52	2.921
TMEM2	-0.19125
ZNF579	0.389333333333333
LOC200810	1.333
TNFSF9	-2.131
PPFIA4	-2.65975
CNIH3	-0.336166666666667
MAP4K4	-1.29085714285714
ROD1	0.408571428571429
ALS2CR12	0.4395
DOCK3	-0.0573333333333333
PAQR9	-3.73875
ASB17	0.784166666666667
STX16	0.188
FEZ2	-0.016
DLAT	-0.3515
KIF21B	-1.27216666666667
CDC5L	-0.22875
TMEM119	0.970833333333333
CRIP3	-1.49875
TPSD1	0.268
TEPP	-0.11275
GNGT2	1.0265
C21orf121	-0.06225
WNK1	-0.239083333333333
FLJ10490	1.0479
OR51B5	-1.621
LOC203547	1.3285
HAS1	-0.461
PPA1	-0.3365
ST7	-0.933125
C11orf46	1.0738
POPDC3	-2.99133333333333
ACOX2	-0.225
ATCAY	-0.487416666666667
TM4SF19	-1.59375
MFSD9	0.164
PDHB	-0.94325
ERN1	0.61
LCE3C	0.2645
GPR111	0.6435
NOTCH3	1.41666666666667
ADAMTS5	1.68225
B3GALT1	-0.975
UGCGL1	1.09666666666667
FAM58A	1.03566666666667
FBXO32	2.24875
CLPP	-0.122
NXPH1	-0.588333333333333
MTMR3	0.541166666666667
ATP1B3	-1.4545
TMEM16A	3.7495
HIST1H3F	0.373833333333333
TRIM25	1.5715
SDCBP2	3.4565
CRKL	-1.281125
HOXB2	-0.0805
ANP32B	-0.532
GATM	3.3495
AP4E1	1.111625
EDG5	0.310875
CDKN3	-1.57583333333333
CDH4	-2.29675
PGD	-0.745
RND1	0.919
GAD1	1.9634
MPG	0.102125
LOC440350	-0.2885
ZNF133	0.484
SERPINB12	0.1115
AMELY	0.3908
DHX36	-1.005
TNFAIP8L2	2.50666666666667
PHTF2	-0.626277777777778
CCDC112	-0.824333333333333
IQCC	-0.608
HEYL	2.65266666666667
FTSJ2	0.669333333333333
APPL1	0.052
RAB43	0.3615
OR10G2	0.5045
WAC	0.993666666666667
ADCY9	2.25325
RUNDC2B	1.09683333333333
PYCRL	1.623
AGPAT7	-1.24416666666667
SLC22A9	-1.05416666666667
CDKAL1	-0.3585
PDYN	-0.457
C20orf74	1.072
MTMR11	-1.00475
VAV3	0.781416666666667
DAPL1	-0.45875
STXBP3	-0.163
EIF3G	-0.622
ARHGAP22	-1.49225
NPFFR1	0.525
NPC1	-1.29933333333333
ALDH9A1	1.25283333333333
ZNF600	0.34775
ZNF678	0.409666666666667
RASSF1	-0.543333333333333
ADD2	-2.92675
PITPNB	0.41
PKD2L2	0.015625
LRP11	0.037
CDKL1	-0.42725
SMEK2	0.624
PRODH2	-2.97216666666667
C11orf54	-0.39
SFRS11	-0.7335
IL7	-0.483833333333333
ALS2CR16	1.58525
BTG3	-2.06333333333333
PAK2	0.639
RP11-679B17.1	-1.65175
GATA4	-1.49083333333333
ATP2B1	-0.723
LOC130940	2.2155
C1orf172	2.456
ATF7IP2	-0.26625
SLC25A43	0.593333333333333
CENTG3	-0.760666666666667
IGF2BP1	-4.275
FCHSD1	0.0815
CAMK2N2	0.837166666666667
ELAVL3	-0.0525
NBPF15	-0.489
UBE2J2	-0.0459166666666667
GNL2	-1.106
PRR3	-0.0827
NLF2	0.82175
OR4F6	-1.17
KLHL24	1.59766666666667
CCDC88A	-2.2084
SGPP1	-0.467666666666667
C10orf11	0.5135
SLC35B4	-0.906
UGT3A2	-1.166
ARNT2	1.2019
CBR1	0.6405
ITPR3	-0.645166666666667
TRAPPC6B	-0.0919
AMZ1	-0.4985
ARP11	0.69475
WDSUB1	1.0245
APBA1	0.6065
RAB2A	0.9163
C6orf162	-0.10575
HPSE2	0.653
PLCE1	-1.61775
INSL3	0.1325
DLG1	0.8766
PTPLA	-3.785
PIGX	1.440125
TFIP11	0.239333333333333
FIBIN	2.309
POLR2G	0.0185
GRAP2	-1.7606
DNAJB8	0.136666666666667
CNBP	0.0245
WASF1	-3.1715
INPP5E	-1.1696
HSPB1	1.0190625
TMEM167	-0.2107
CUBN	-0.076
IGF1	1.2733125
ITPK1	0.0814
NAALAD2	-1.342
G3BP1	0.1606
NT5DC1	1.00825
CYP39A1	2.4645
TMEM139	-0.729333333333333
POLK	-0.100111111111111
GLULD1	2.42175
RBM15	0.234
AMZ2	0.66375
GDF15	-0.252
MESDC2	1.498
INCA	0.750333333333333
ACY1L2	-2.526
GZMM	-0.244333333333333
PAIP1	0.1485
CACNA2D1	-0.9635
STK32C	0.224666666666667
SH3BP4	0.908
DEC1	0.4715
PADI1	-1.0425
UBB	0.6293
PON3	1.1175
PROP1	0.9215
ANKRD13B	-1.38
ADCK1	0.291
TCF25	0.0925833333333333
SLC38A5	-2.715
CXorf26	-0.187
C19orf39	0.57675
PPP1R13B	1.40075
ARL2	-0.214
TCL6	0.783916666666667
TOP3A	-0.302
SLC16A14	0.740875
FXYD6	0.802333333333333
HIST1H4E	-0.01675
BBC3	0.507526315789474
UNC5A	0.379666666666667
FAM86C	-0.1525
PI4KB	0.756625
B3GAT1	-2.98875
SUSD2	0.658
OAZ2	-0.446166666666667
NOC4L	0.0715
C10orf12	-0.47175
FADS1	-3.1595
LOC144097	-0.45275
DKK2	1.654
KIAA1949	-0.48775
RHOT1	0.3156
OXT	0.262333333333333
GPR153	0.70975
ARL4A	-1.99
SAAL1	-1.826
CCDC64	0.091
USE1	0.174666666666667
HNMT	-0.487666666666667
PCGF3	0.265625
CYP2C19	0.67875
C20orf4	1.164
CCDC11	-0.3365
ACSBG2	-0.874
RWDD2A	0.83625
PALLD	2.117375
CPLX4	1.516
LOC492311	0.02475
KPNA2	-1.19633333333333
MACROD1	0.2239
TMCO3	-0.843333333333333
C15orf52	-0.7655
BIRC5	-0.800066666666667
PRR16	-1.10533333333333
FAM63B	-0.306
