Hybridization REF	TCGA-AN-A0FG-01A-11R-A00Z-07
ZFP106	-0.81375
ZNF347	-0.7775
GTF2E1	0.5275
RY1	-0.0881666666666667
ATAD2B	0.5035
ARHGAP17	0.1598
KCNIP3	0.28625
SFPQ	0.54925
GFRA4	1.046
AKR1B10	-3.730125
TIGD6	0.433
RGS16	2.65275
URB1	-0.633666666666667
OR4C46	0.7055
TOP3B	-0.8705
NFATC4	0.718
CA14	-3.975
BMPR1A	-0.260333333333333
SNRP70	-1.23075
PRL	-0.282222222222222
C6orf130	-0.765
STAG2	0.10625
CD55	-1.10714285714286
RPS23	-0.408166666666667
SSX2	-1.06183333333333
FDPSL2A	-1.025
FBXO27	-0.18125
SYNGR3	-0.354333333333333
TMSL3	2.149
EML1	-1.731
NUP93	-0.997666666666667
SMAD3	-0.8916
KIAA1189	0.714166666666667
HNRPUL2	0.146
TBC1D12	0.255166666666667
C16orf24	1.50475
MRVI1	2.2825
ZNF581	-1.213
ELOVL3	0.4565
OR51Q1	0.33025
CACNB3	2.1875
GALNT13	-1.6795
C10orf84	1.3406875
NEDD4	-0.4655
SPO11	-0.185
OR5AU1	0.292
NEK4	0.573785714285714
PRKAR2A	-0.612833333333333
IHPK1	-0.3145
ATP6V0B	-0.04075
CACNA1E	1.615
CEACAM8	0.8316
PEX14	0.242
FLJ12993	1.401
ZBTB38	0.110666666666667
PCTK2	-0.265666666666667
LRRC16	0.6104
FBLIM1	0.940583333333333
FYCO1	1.3885
RP5-1022P6.2	-0.703166666666667
CMTM1	0.569833333333333
PLTP	1.98233333333333
RAPH1	0.90025
DOCK8	1.076125
EZH2	-1.76173333333333
SLC25A1	-0.714833333333333
PLEKHB1	1.3131
GRB7	0.7701
ZFP37	-1.40875
MRPL33	-1.12275
PELO	-1.09525
ARMC1	0.583454545454546
C9orf27	0.23825
FLJ25778	-0.223
C9orf37	-1.28683333333333
TMEM66	-1.194
SPRN	0.678625
HBEGF	0.054625
PI4KA	-0.9655
LEPRE1	-0.261
POU2AF1	1.331625
MRPL12	0.0898333333333333
REP15	-1.149
ZC3H3	1.0255
RASAL1	-0.58925
DDAH1	0.54725
ACBD5	1.916
TMC2	0.2875
CCDC137	0.05625
SAMD13	-0.428333333333333
UGT2B15	-3.522
TIPARP	-1.0945
DNASE1L3	0.928
TRIM72	0.502833333333333
DBX2	4.41675
IPO8	0.555
C21orf88	-0.1768
MAP3K14	0.612
LOC51233	0.716333333333333
GGTLA4	2.906
PDE6D	-0.10375
ZNF117	-0.568
CLK2	-1.551625
NKRF	-0.4685
TNFSF15	0.0776
DUSP2	0.086
SECISBP2	-0.0585
GABRR2	-0.169
PPAP2C	1.702
LOC51145	0.0635
PAG1	0.577625
PIK3C3	-0.561
GNG10	-0.469
APOL4	1.31616666666667
ANKRD28	-0.784125
STMN3	-1.0545
RAB14	0.4726
CDK2AP2	-0.08175
HDDC3	-0.445375
COMMD7	-0.0775
CXXC1	-1.00025
HMCN1	-0.128666666666667
CD40	1.7035
DYNC1LI2	-0.0881875000000001
GDI1	0.84
LOC646938	-0.2475
VSNL1	-1.7735
PIH1D1	-0.576166666666667
RAET1G	-1.0475
KRTAP5-9	0.466
EFTUD2	0.542
ZNF311	0.100666666666667
ATP6V1G3	0.26875
OR2W3	-0.09325
SCN4A	0.284
MED10	-0.700875
FAM135A	-0.0751
ARHGAP4	-0.395
EHMT2	-0.912125
UFD1L	-0.1175
ERMP1	-0.08925
MAG1	-1.24033333333333
THAP8	1.0965
HACE1	-1.021
FAM82C	0.124833333333333
C3orf20	0.2165
UNC84A	-0.241666666666667
SCD5	0.105769230769231
LASS6	1.93425
LSG1	0.119666666666667
MAL	-4.185
GPR22	-0.803
WDR5B	0.09475
ACTRT1	0.187
C17orf60	-0.119833333333333
GRIN2C	0.3579
ARMC8	-0.064
SLC47A1	-2.54983333333333
DMPK	-0.2655
DHRS13	-0.0558333333333334
SMC1A	-0.411166666666667
KRTAP17-1	0.176
SMYD5	-0.662
TUSC2	0.714375
CRHR2	0.35
KIR3DL2	0.0415
CCDC104	0.482
ATP2C1	0.433
CROT	-0.409
PABPC3	0.226166666666667
EGR1	0.199
THSD1	0.8995
KHK	-1.8875
SLC12A2	2.230875
CD58	-0.89175
STOX2	-1.00733333333333
CCDC76	-1.0578
CCDC48	5.584
DNAH1	-0.120166666666667
ZIC4	0.2545
OR1G1	-0.122
PSMC6	-0.8135
PROKR1	0.4425
ABCB1	0.34775
TRAT1	0.97175
LLGL1	0.574
MTF1	1.43075
USP54	1.029625
PAGE2B	-3.2985
ITGB7	-2.889
CCDC81	-0.18
LOC149837	0.95
SCUBE1	1.773
ZSCAN10	1.473
HUWE1	-0.0786428571428571
CDH17	0.283
CD180	0.977
IL17A	0.01475
TMPO	-1.52885714285714
KIAA1524	-1.22833333333333
HDGFRP3	-0.108666666666667
OXCT1	-1.38863636363636
RRAS2	-2.28316666666667
LTBP2	2.343625
SV2B	1.7015
CYP2A6	0.38225
PKD1L2	-0.812
PPM1M	-0.027
FLJ22662	2.918
ZNF502	1.474
GP6	-0.576
CRYBA2	-1.2965
LEF1	-1.0788
CTPS	-1.95028571428571
EYA1	-2.2125
EPS8L1	0.7245
MAPK14	-0.938
SERPINB2	-4.644125
GTF2F2	-0.247833333333333
ZNHIT4	-1.5425
PLA1A	2.326625
C20orf114	2.0985
HPR	-4.2255
C18orf2	-2.9304
SATB2	-1.7425
KCNJ9	-0.0775714285714286
MGC157906	0.914
MOCS3	-0.28275
C17orf71	-0.272166666666667
PPHLN1	0.3997
HIST1H2BN	-0.07725
RAPGEF1	-0.29875
MAP3K8	0.916
DLG4	0.549666666666667
STC1	0.634583333333333
CDGAP	0.99025
DDX26B	-0.70825
LOC150223	-0.89875
CPSF3	-0.908333333333333
TMEM14A	0.03125
MYH3	-1.15475
GPKOW	-0.06025
SULT1A1	0.024
SPON1	2.8649
YY1AP1	-0.207666666666667
RAB23	-0.32775
PLA2G4A	-3.81475
MAPRE3	-0.118
ZNF516	0.918071428571429
GGPS1	1.04925
EXOC3L2	0.020125
C19orf42	0.1146
MAP2K2	-0.290166666666667
HIST1H2BB	-0.4585
RNF19B	1.55916666666667
C6orf128	-0.0325
TLR8	2.20225
PCDHA9	-0.6365
CARS2	-0.968125
CLUL1	3.46966666666667
RHAG	-3.68116666666667
UNK	0.7535
EXOC8	0.6787
C9orf95	1.31125
C14orf143	-0.104
MAML3	0.411875
LDHA	-2.5925
MRPL20	0.0545
KLHDC6	0.8508
ATP5S	-0.4975
C8orf55	0.79175
PHF19	-1.992125
KRTAP13-4	0.8305
TTC5	-0.742
XKR5	-0.605
SILV	-3.60716666666667
TEX28	0.2715
TCTN1	0.73975
CX40.1	0.523
PPP2R5C	-0.26875
C12orf30	-0.4395
CAPG	2.15125
MPZL1	0.46015
ARSB	-0.773333333333333
TDH	-0.99825
WASF4	1.12325
TSSK3	-0.7235
7A5	-0.518
CRISPLD1	2.61425
MAD1L1	0.0715
SPIN4	-0.4485
AMPD1	0.88625
DPYSL5	0.00849999999999998
INPP1	-0.0675
ANKRD11	-0.783833333333333
NPAS4	0.447875
GCET2	0.5952
RNASE9	0.258
GUCY2D	1.0595
CCDC98	0.17425
FGF4	-0.109875
CPM	0.0703333333333333
SLC26A4	-0.6035
PLD5	0.325
FAM59A	-0.1869
FBXO5	-1.43644444444444
SIPA1L1	0.796625
DPYS	0.44825
ATG4D	-0.02825
TGM3	2.1035
MTCH1	-1.28925
HK1	0.0293571428571428
CDC26	-0.467375
GALNT12	-2.3625
LOC339229	0.8375
MRPL35	-0.1625
ORC4L	-1.067875
TNKS	-0.393714285714286
C2orf24	-0.0755
ZNF553	0.8005
GGTLA1	2.9941
ZNF497	0.1735
CDY1B	1.488
SLC30A4	1.839125
TUB	-1.60385714285714
ARHGEF18	0.18
ARRB1	-0.2955
KCNK1	2.96325
EREG	-1.4635
SCAMP5	-0.012
RUNDC3B	2.53725
ADAMTS20	-0.0585
IL17RB	0.731375
FLJ20323	-1.428
MCAM	0.750375
POLR3E	-1.44675
AQR	0.525
IPMK	0.154
CDCA7	-2.851
CAMP	5.08725
GRHL3	-0.06325
ADAMTSL2	1.144
CLMN	1.876
SSTR3	0.4595
MAGEA5	-1.59483333333333
OVOL2	3.814
JMJD1B	0.29225
RBL2	0.1424
PYGO2	1.10275
PPP1R10	1.26066666666667
CSE1L	-1.37066666666667
LCA5	1.3515
RDH16	0.41325
ASRGL1	-2.168
TOM1	-0.319
PTX3	-5.77
TTC15	0.49225
SCGB3A1	1.3285
MRPL50	-0.7245
RCAN3	1.020375
SLC26A11	0.65125
STYX	-0.196666666666667
CINP	-0.67675
MARCH7	-1.04775
PFKM	0.118666666666667
SGMS1	0.524
RIOK3	-0.3701
C1orf110	-0.192
CES7	0.692625
LOC440248	-1.54775
PPP1R12C	-0.113
C10orf27	0.624
ATG9A	-0.90325
MRPS26	0.60625
TMEM40	2.88225
ELP3	-1.2236
ZNF787	0.8427
HIAT1	-0.8045
C8orf34	1.503
MGC4655	-0.3863
PELI1	0.719666666666667
PPT1	0.2749
SLC35C2	-1.07733333333333
C6orf125	0.044
MUC4	-0.837
RFC4	-2.34142857142857
GNB2	-0.501
NUP50	0.372714285714286
SULT4A1	-1.07616666666667
C7	1.526875
CCDC130	-0.0636666666666667
ARRDC4	-0.061
RQCD1	-1.3595
GLYCTK	-1.02975
AYTL2	-0.026
MTUS1	-0.0767
LEMD3	-0.791333333333333
PLEKHF2	1.2055
HOXA7	0.019625
GTF3C2	-1.936
DYNLRB2	2.33275
CNOT10	-0.332
MR1	0.1635
FFAR1	0.2655
PRIC285	0.28175
SLITRK6	7.49025
LIX1	-1.1265
UBE1L2	-0.48325
F8	0.589625
ACHE	-0.1125
KPNA5	-0.3385
TNFRSF12A	-0.592833333333333
EGR3	-0.6195
SERPIND1	-3.10783333333333
OASL	4.06225
IFRD1	-1.273375
WDFY1	-0.224166666666667
ZNF267	0.248625
ACCN5	0.55
ZBTB6	-0.89075
PPP1R3A	0.241
PRRT3	2.13
FBXL19	-0.2215
TXNIP	0.593214285714286
ACTN2	-0.04025
ATG9B	-0.126125
C9orf117	0.54
IL27	-1.714
RPL36AL	0.2265
KLK15	0.32025
CHAD	0.207
RAP2B	0.2517
HEBP2	1.46275
ZNF342	0.4545
CAMK2G	-0.451
TLR3	1.2045
FGF14	-0.611
HMGB2	-0.387125
TRPM5	0.424666666666667
OR5M11	0.0855
KIF3B	0.997684210526316
PRICKLE2	0.62325
MTMR9	-0.25475
C3orf27	0.229
GLRA3	-1.55833333333333
NSDHL	-0.427166666666667
TMEM32	-1.14325
POLR2D	-1.56291666666667
MYADML	0.54
C9orf114	-1.273
MRGPRX1	0.474
TOPORS	0.2165
CLDN19	0.23225
C1QL4	0.246
RNF165	-0.777
DHRS9	-0.845
DNAH2	0.389333333333333
FXR1	-0.989333333333333
ZMYM3	-0.909875
CASP3	0.4015
FAM120C	0.00950000000000001
SCLY	-0.98625
CA7	-0.654
ENTPD5	0.6935
ZNF461	-0.5655
PDIA5	-0.9465
C1orf19	-0.667833333333333
TMEM67	0.5215
KCTD20	-0.43675
WDR47	0.6745
FLJ38723	1.089
KLRF1	1.457
TAS2R16	0.566
CLDN12	0.1465
PRKCE	-0.1585
UBXD4	-1.84625
ITGAM	2.74016666666667
GLT8D3	-0.214625
WDR31	0.4202
RGS2	-0.08375
OR51L1	0.572
MST1R	0.1705
KIAA1737	0.581
OR4A5	0.761
GLIS1	-1.15083333333333
PTMA	1.29621428571429
NAPA	0.3935
PRDM11	0.0595
LIPF	1.029
DIRAS3	-0.0875
ASGR2	-3.851875
C1QTNF4	0.7955
PIK3R4	-0.3115
ARMC3	3.33475
NDUFV3	-1.02825
BTBD3	-0.678166666666667
PPP1R2	1.00983333333333
UBE2NL	-0.54025
FOSL2	0.635785714285714
FAM119A	-1.5835
TUBA4A	-0.5084
KRTAP12-1	0.0455
SFRS2	-0.85575
RHPN1	0.8926
EEF2	-1.0555
ZDHHC11	1.66566666666667
EPHA3	0.795
RBM12	-0.3025
H2AFJ	0.52525
EDIL3	3.017
KIF26A	-1.55325
SERGEF	-0.646
B3GALT4	2.78725
LOC90925	3.8015
OSCAR	0.4955
NPFF	-0.435375
DEDD	0.894571428571429
TMEM155	-0.456125
PTPN1	0.70225
SCYL2	-0.5015
SKAP1	2.17825
LEAP2	-2.21083333333333
GADD45G	2.0153
IFITM3	1.17075
PILRB	-1.28033333333333
SLU7	0.3893125
DSC3	3.11425
DNMT3L	-1.171
PAPD5	0.142875
B3GNT3	-0.025
LHCGR	0.084
MSL-1	1.19325
UBE2S	-1.097125
SAP130	-1.0725
ANAPC11	1.32
MAGED4B	-1.6035
ATP6V1B2	-0.091
C14orf179	1.533375
CAPZA1	0.090375
CDYL2	-0.318
GLRX3	-1.255
LOC136288	0.25725
MOBKL1A	0.44275
HTR2B	1.8415
CRYGD	0.0331666666666667
NUS1	-0.567166666666667
PGRMC1	-0.5895
MYOM2	-0.55675
FLJ39653	-1.91533333333333
CHM	0.0442
OR5M8	-0.134
ZNF619	-0.069
FAM105A	1.04975
CCNL1	-1.82025
NAP1L3	0.04075
C10orf57	1.70916666666667
B3GALNT1	0.720833333333333
CSN1S2A	-0.072
TCP10L	-0.26
GDAP2	-0.2065
DMKN	-0.886
COX6B1	0.829
DNASE2	0.4405
MSH5	-1.825
LGMN	0.216625
USP31	0.5433
OR13C8	0.9835
SDCBP	0.6363
NUDT11	-2.24283333333333
PYGL	-0.214833333333333
SNPH	3.0115
B3GNT4	-1.1865
MIZF	-1.3201
NUBPL	-0.496
NOD1	-0.1235
CDH22	1.59325
NUBP1	0.531833333333333
DSCAM	-3.6535
DGKI	-0.3635
FAM136A	-0.6995
AKAP1	1.25516666666667
SLC16A6	1.96775
RIN3	0.53925
PSG2	-0.069
DIP2B	1.02083333333333
PSORS1C1	-0.1463
KIAA0495	-1.767
FLJ90709	0.102166666666667
LPA	-0.248666666666667
PIGA	-0.677666666666667
LY75	3.70933333333333
UTS2	-5.54933333333333
RREB1	0.0725
GALNACT-2	0.7824
MGC3196	-0.04775
FLJ31568	-0.17575
LPHN1	-0.532625
SP1	0.412375
TOX4	0.0613333333333333
HSPA9	0.6512
APOBEC1	1.079
SLC35E4	-1.30075
LSM5	-1.046
SURF1	0.14475
ZBTB1	0.0500833333333333
GTF2F1	-0.049625
RPS15A	-0.343142857142857
DUSP21	-0.208
GINS4	-1.51383333333333
MYO15A	-0.0506666666666667
GIMAP7	4.4695
MGC13379	0.519
ATP6V1E2	-0.461333333333333
UTP3	-0.29225
HNRPA3	-0.6866875
MT4	1.1845
C14orf155	-0.232333333333333
U1SNRNPBP	0.55675
CKLF	-0.695333333333333
PLEKHN1	0.623833333333333
MBNL1	0.587166666666667
NUP160	-1.90575
ACSM2A	-0.74575
LOC129881	0.73575
KIAA1529	-0.55775
FLJ22639	-1.60875
HAND1	-0.8995
GSX1	0.2045
FGA	-3.61
SERPINB1	0.38525
ZNF642	0.5035
IGFBP1	-7.77925
SLC1A1	0.556625
DHX57	0.011375
ZNF766	-0.6835
PTPN21	-0.507
GDPD3	2.17016666666667
PNPLA5	0.2965
TBR1	0.1144
FAM116A	0.09975
IQGAP1	0.497625
FOS	0.193125
ZNF226	-0.31225
FIGNL1	-0.254333333333333
C14orf1	-0.166833333333333
ZMYND17	-0.548
PUS7	-0.710166666666667
TUBB6	-0.5145
KCNQ2	-1.31475
MARCH6	0.100083333333333
CCDC33	0.404
PRODH	-0.7175
RBM11	0.49425
EPHA6	0.555833333333333
SLC43A1	-0.4405
LOC196541	0.471875
NTN1	0.928166666666667
ING4	-0.38875
PCDHB10	0.9
DPH2	-1.1575
SPACA4	0.314
FBXL21	-3.586
DIAPH1	-0.231333333333333
ZNF71	0.761333333333333
CEP76	-0.712
CORO1A	0.42775
RRM2	-2.682625
EDG4	0.149
OS9	0.553833333333333
SLC4A1AP	-0.35925
COG5	-0.90525
COPS8	-0.98875
NGLY1	-1.35525
NCBP2	0.376625
C17orf42	-0.656333333333333
GPSM3	1.364625
SIL1	0.975333333333333
ASB6	-0.52475
SMAD5OS	-0.2095
UNC93A	-2.24125
A1BG	0.391166666666667
C21orf62	0.97275
FMO5	0.32275
ATRIP	-0.292666666666667
CEBPG	0.640333333333333
C7orf38	-0.338166666666667
TNFRSF1B	1.1935
CLEC1A	0.922
IQSEC1	0.831125
PATZ1	1.0295
RBM22	1.426125
BAG2	-2.18216666666667
PAQR5	-0.899166666666667
C9orf127	0.2026
THNSL1	-1.279
SHROOM3	1.3085
JAM2	1.426
SNRPN	-2.309
ALX4	0.0355
CACNA1S	0.341
FAM130A1	1.2645
CORIN	1.5145
CD300LB	0.806
PLEKHG6	1.0145
LRRC40	-1.4345
PCLKC	-0.43425
PCDHB16	0.823166666666667
WNT2B	0.334833333333333
ASNS	-1.81477777777778
MRPL49	0.215375
FLJ46111	0.0855
ISG20	1.609125
SMU1	0.176333333333333
CASZ1	-0.363
POLR1D	-0.950333333333333
GIN1	-0.681
SNAG1	-0.128833333333333
ANKRD29	0.77625
CDKN2AIP	0.18325
KRR1	0.2005
CXCL1	-3.29683333333333
EPM2A	-1.0895
PC	-0.7585
DEFB127	0.442
PDZRN4	0.450666666666667
FAH	0.246125
OR51E1	1.7605
CDC2L6	0.371
DNTTIP1	-0.56725
PAX8	0.218
TMEM116	-0.2005
C1orf150	-0.435
PRO2012	0.089
MRPL40	0.1555
BEX1	-2.2587
SLC2A4	-0.999166666666667
PKMYT1	-0.96
FEZF2	0.508333333333333
SLC26A9	-1.1505
MAP2	0.295666666666667
LYL1	-0.492
SLC25A19	0.233666666666667
NOS3	0.6815
ZNF34	1.42783333333333
TMPRSS11F	1.25575
FAM43A	-0.023
FCRL4	1.28216666666667
KLF14	0.64
FLRT2	0.014
WRN	-0.81425
SDF2	0.7511
KRT8P12	0.598
C6orf195	-0.092
C9orf125	-1.78
DZIP3	0.38375
RIT1	0.620583333333333
SCML1	-2.02816666666667
RHBDF2	1.15425
OR2G3	0.0715
REXO1L1	1.156
MAP3K7IP3	-0.21975
C3orf57	-4.73875
FBXW11	-0.457666666666667
ETAA1	-0.603
C14orf131	-0.3928
AKT1S1	-1.10025
SLC12A5	-0.73025
C9orf164	1.45175
NRIP3	1.83675
NOS1AP	-1.195
TMEM121	0.84125
SAP30BP	0.4463
DGCR6	0.79825
WDR76	-1.69225
FAM82B	0.688916666666667
LOC606495	-0.485
MAP9	2.21058333333333
BCDIN3D	1.5655
CXorf36	3.3545
DSCR3	-0.9016
ZFAND3	0.336625
C7orf43	0.811833333333333
SPSB3	-0.0104
C19orf19	1.033
FAM133A	-1.77666666666667
C12orf25	0.37875
SLC39A3	-0.195875
DISP2	2.436
PI4KAP2	-2.8345
MKRN3	-1.82716666666667
ADAMTS13	-0.119125
CBLN3	0.8131
TTYH1	-0.337333333333333
C3orf18	-0.47875
FLJ13236	-1.323
ZMYND12	2.362
C18orf25	0.36275
GLB1L3	-0.1685
ATP13A5	0.281
RANBP10	-0.41825
CD96	0.6955
DENND1C	1.71025
RBMS3	0.9197
SLC41A3	0.4555
DGCR6L	0.44275
TMEM128	0.6085
CSNK1G3	-0.1195
MOBKL2C	0.558125
TSPAN6	0.114375
MATN2	-0.8208
MSL2L1	-0.133
ST6GALNAC2	1.088
FGFBP2	0.6755
FGL1	-6.17383333333333
MPP3	-0.471
ARHGEF6	1.366
TGFBR2	0.364
ACMSD	0.004
IL33	3.403
C9orf5	-0.3395
DEAF1	-0.6751
AMN	0.468
DEFA6	-0.024375
RNF212	-0.9585
METT5D1	-0.612833333333333
CIB1	0.6923
TSSK1B	0.2895
KIAA1727	1.22325
ZNF680	-0.5055
LOC399900	-1.2015
LOC152217	-0.351166666666667
CTNNAL1	-2.0445
CIT	-1.12775
TLE6	1.1345
ZNF607	-1.11925
HERC4	-1.01716666666667
DRAP1	-0.107
PEMT	-1.45275
C10orf111	-1.0795
ZNF575	1.382125
KCTD7	-0.6505
MYO1F	0.944125
LOC285382	-0.37375
RAB11A	0.3493
PLCD3	-0.356
C15orf28	-0.41175
PTBP2	-1.544125
CTB-1048E9.5	-0.245
C19orf60	1.37466666666667
C7orf25	0.4295
SETD7	0.74025
HOXB9	-3.9525
VANGL1	0.4825
CHAF1B	-2.56725
NDUFA3	0.59525
KIAA1328	-0.870666666666667
SHARPIN	0.757375
TTC23	-0.73475
UGP2	0.0551666666666667
ANKIB1	0.4814
CIRBP	0.733857142857143
SEC14L4	-2.78183333333333
OVCH1	-0.512166666666667
VPS52	-1.1805
FAT	0.128625
M6PRBP1	-0.2935
GPRIN3	0.7405
PPM1F	-0.694166666666667
TSR1	-1.23375
CCDC85A	0.3735
PCSK5	1.424
ZFHX3	0.2125
HEMK1	-0.8696
PGBD2	0.2045
RSRC2	-0.0531666666666667
AURKC	-1.5745
SCRIB	1.27025
ORM2	-4.30116666666667
FAM115A	0.1991
FZD6	1.133125
UNC119	0.552166666666667
GPX3	-1.4509
NOV	0.56
CABC1	-0.21575
CDC42SE2	0.4900625
EIF2S2	-0.9812
RNF130	1.11425
CKAP5	-0.951833333333333
RP11-413M3.2	0.80575
C10orf18	0.13
TMEM93	-0.2605
DYX1C1	1.1895
KCNMB2	-1.276125
ANK3	0.89125
KRT5	1.1027
CDH12	-0.340875
QRSL1	-0.48575
JUB	-1.6445
SHC4	0.48475
CCL15	1.58416666666667
CCDC22	-0.0095
SNX24	0.12275
RARS	-0.64025
MORC2	0.47125
FAM48A	-0.5835
MT1H	-0.4035
PPP1R14C	-0.434833333333333
FOXD1	-1.94014285714286
C1orf213	-2.63075
AMT	-1.5207
DSN1	-0.60975
PTPLAD2	1.73275
DIS3L	-0.40025
RASL11A	1.424
GPRC5B	0.518
FRMD7	1.533
STRN4	0.296
KITLG	1.77786363636364
HDGF	-0.32725
OR1S1	1.0035
SETX	0.2784
DDR2	0.085875
KCTD12	1.842
LYZL2	2.445
WDR52	0.287
TMEM2	1.4765
ZNF579	1.08616666666667
LOC200810	0.1525
TNFSF9	-1.492125
PPFIA4	-3.143
CNIH3	0.382333333333333
MAP4K4	-1.6285
ROD1	0.560785714285714
ALS2CR12	1.7415
DOCK3	-1.3245
PAQR9	-4.13575
ASB17	0.0275
STX16	-0.96975
FEZ2	-0.1705
DLAT	-0.756166666666667
KIF21B	-0.299
CDC5L	-0.00199999999999999
TMEM119	0.5685
CRIP3	-2.17575
TPSD1	0.9835
TEPP	0.768
GNGT2	2.206
C21orf121	0.19025
WNK1	-0.119083333333333
FLJ10490	1.2644
OR51B5	-1.8255
LOC203547	-0.517625
HAS1	-0.135
PPA1	-0.804833333333333
ST7	-0.792125
C11orf46	0.2718
POPDC3	-2.761
ACOX2	-0.727666666666667
ATCAY	-0.0795
TM4SF19	-0.99475
MFSD9	-0.686333333333333
PDHB	-0.98925
ERN1	0.012
LCE3C	0.589
GPR111	1.1675
NOTCH3	2.167
ADAMTS5	2.05925
B3GALT1	-1.07975
UGCGL1	0.214333333333333
FAM58A	0.5355
FBXO32	2.1385
CLPP	-0.14625
NXPH1	-0.181
MTMR3	0.692666666666667
ATP1B3	-0.558125
TMEM16A	4.33475
HIST1H3F	0.546166666666667
TRIM25	0.130333333333333
SDCBP2	-0.347
CRKL	-1.946875
HOXB2	1.8075
ANP32B	-0.660125
GATM	3.72
AP4E1	0.582625
EDG5	0.49525
CDKN3	-1.27983333333333
CDH4	-2.09925
PGD	-1.35616666666667
RND1	1.3595
GAD1	-3.1094
MPG	0.56025
LOC440350	-0.489
ZNF133	-0.62425
SERPINB12	0.937
AMELY	0.7296
DHX36	-1.16675
TNFAIP8L2	3.866
PHTF2	0.423444444444444
CCDC112	0.193333333333333
IQCC	-1.2725
HEYL	3.64616666666667
FTSJ2	-0.169166666666667
APPL1	0.465125
RAB43	0.1345
OR10G2	0.0465
WAC	0.583666666666667
ADCY9	0.236625
RUNDC2B	0.533666666666667
PYCRL	1.6182
AGPAT7	0.125833333333333
SLC22A9	-0.604
CDKAL1	0.096
PDYN	0.6225
C20orf74	0.06925
MTMR11	1.92925
VAV3	3.25283333333333
DAPL1	3.57625
STXBP3	0.095
EIF3G	-0.509
ARHGAP22	-0.78425
NPFFR1	0.5145
NPC1	0.5895
ALDH9A1	0.951333333333333
ZNF600	0.09175
ZNF678	-0.0925
RASSF1	-0.113166666666667
ADD2	-2.30883333333333
PITPNB	0.642875
PKD2L2	0.00525000000000001
LRP11	0.1265
CDKL1	0.08775
SMEK2	0.095
PRODH2	-2.78833333333333
C11orf54	-0.1935
SFRS11	-1.31066666666667
IL7	0.273666666666667
ALS2CR16	0.2035
BTG3	-0.999
PAK2	0.417833333333333
RP11-679B17.1	-1.75525
GATA4	-0.505333333333333
ATP2B1	-0.2195
LOC130940	0.228
C1orf172	1.928
ATF7IP2	-0.1165
SLC25A43	0.043
CENTG3	0.26
IGF2BP1	-4.05044444444444
FCHSD1	0.2675
CAMK2N2	1.559
ELAVL3	0.6563
NBPF15	-0.185666666666667
UBE2J2	-0.411166666666667
GNL2	0.05975
PRR3	-0.0448
NLF2	1.4895
OR4F6	0.5815
KLHL24	0.4915
CCDC88A	-1.098
SGPP1	-1.45466666666667
C10orf11	0.1195
SLC35B4	-1.73266666666667
UGT3A2	1.5035
ARNT2	-0.0618
CBR1	-1.162375
ITPR3	-0.962333333333333
TRAPPC6B	-0.524444444444444
AMZ1	2.255
ARP11	1.588
WDSUB1	-0.63025
APBA1	0.303166666666667
RAB2A	1.605
C6orf162	-0.60525
HPSE2	0.372
PLCE1	0.931
INSL3	1.283
DLG1	-0.1002
PTPLA	-3.6815
PIGX	-0.255625
TFIP11	0.336
FIBIN	2.6215
POLR2G	-0.34575
GRAP2	-1.2916
DNAJB8	-0.72575
CNBP	0.833333333333333
WASF1	-1.733
INPP5E	-1.2206
HSPB1	1.6799375
TMEM167	-0.5264
CUBN	0.18825
IGF1	2.435875
ITPK1	0.3638
NAALAD2	-1.225
G3BP1	0.5134
NT5DC1	-0.048875
CYP39A1	-1.0375
TMEM139	1.4515
POLK	-0.749
GLULD1	-0.91375
RBM15	-0.658
AMZ2	0.369
GDF15	-0.302833333333333
MESDC2	0.0195
INCA	1.53233333333333
ACY1L2	-2.275
GZMM	1.21816666666667
PAIP1	0.00525
CACNA2D1	0.1165
STK32C	-0.06
SH3BP4	0.0688333333333334
DEC1	1.3055
PADI1	1.1005
UBB	0.206
PON3	-2.3555
PROP1	0.6695
ANKRD13B	0.761
ADCK1	-1.2385
TCF25	-0.2565
SLC38A5	-2.33475
CXorf26	1.059
C19orf39	0.52275
PPP1R13B	0.306
ARL2	-1.046
TCL6	0.581333333333333
TOP3A	-0.6275
SLC16A14	2.13275
FXYD6	1.73616666666667
HIST1H4E	-0.453
BBC3	0.815578947368421
UNC5A	0.468333333333333
FAM86C	-0.3101
PI4KB	0.016625
B3GAT1	-2.9795
SUSD2	2.32516666666667
OAZ2	-0.271333333333333
NOC4L	-0.1845
C10orf12	-0.21725
FADS1	0.292666666666667
LOC144097	-0.09375
DKK2	1.77883333333333
KIAA1949	0.5945
RHOT1	0.259
OXT	1.2715
GPR153	1.394
ARL4A	-0.371666666666667
SAAL1	-1.8565
CCDC64	-0.0695
USE1	-0.645
HNMT	-0.0961666666666667
PCGF3	0.5381875
CYP2C19	0.13125
C20orf4	0.324
CCDC11	1.793
ACSBG2	-0.81375
RWDD2A	-0.10425
PALLD	2.697875
CPLX4	0.131
LOC492311	-0.12175
KPNA2	-0.712
MACROD1	-0.1224
TMCO3	-0.877333333333334
C15orf52	0.992666666666667
BIRC5	-0.162466666666667
PRR16	1.40983333333333
FAM63B	0.27175
KATNB1	-1.06766666666667
WNT8B	-0.4025
CPLX3	0.52225
GHR	2.83225
CCDC124	-0.45875
