Hybridization REF	TCGA-A2-A0EY-01A-11R-A034-07
MUSK	0.3865
ZNF434	0.604
SMARCD1	-0.610166666666667
ZFP106	-0.43025
ZNF347	0.4723
GTF2E1	0.77975
RY1	0.1335
ATAD2B	0.670875
ARHGAP17	0.2281
KCNIP3	-1.9535
SFPQ	-0.02575
GFRA4	0.0651666666666666
AKR1B10	-0.623375
TIGD6	0.232
RGS16	3.5145
URB1	-0.964833333333333
OR4C46	1.16633333333333
TOP3B	-1.10325
NFATC4	-0.282
CA14	-4.5385
BMPR1A	0.469833333333333
SNRP70	-0.93975
PRL	-0.428272727272727
C6orf130	-0.65475
STAG2	-0.5665
CD55	-1.25430769230769
RPS23	0.4325
SSX2	-1.96816666666667
FDPSL2A	-0.3365
FBXO27	0.995
SYNGR3	-1.29716666666667
TMSL3	1.71225
EML1	-2.518
NUP93	-1.00475
SMAD3	-1.4428
KIAA1189	0.444
HNRPUL2	0.133333333333333
TBC1D12	0.757833333333333
C16orf24	1.43625
MRVI1	2.71416666666667
ZNF581	0.362333333333333
ELOVL3	0.7425
OR51Q1	0.4525
CACNB3	0.898333333333333
GALNT13	-1.06542857142857
C10orf84	1.13225
NEDD4	-0.5252
SPO11	0.7415
OR5AU1	0.031
NEK4	0.571142857142857
PRKAR2A	-0.357333333333333
IHPK1	-0.733333333333333
ATP6V0B	0.1925
CACNA1E	0.3
CEACAM8	1.1794
PEX14	-0.735
FLJ12993	3.4155
ZBTB38	-0.264666666666667
PCTK2	0.107666666666667
LRRC16	1.5551
FBLIM1	1.3355
FYCO1	0.94125
RP5-1022P6.2	0.36625
CMTM1	0.1825
PLTP	0.386666666666667
RAPH1	1.122875
DOCK8	1.634625
EZH2	-1.37986666666667
SLC25A1	-0.0951666666666667
PLEKHB1	-0.1704
GRB7	2.9524
ZFP37	-0.6385
MRPL33	-0.471
PELO	-0.786
ARMC1	0.496636363636364
C9orf27	-0.402333333333333
FLJ25778	0.672
C9orf37	-1.03266666666667
TMEM66	0.50375
SPRN	-0.39975
HBEGF	-0.19825
PI4KA	-1.048
LEPRE1	-0.8895
POU2AF1	-1.416375
MRPL12	-0.744
REP15	-0.805
ZC3H3	0.038
RASAL1	-1.1565
DDAH1	1.05725
ACBD5	0.092
TMC2	-0.6905
CCDC137	-0.453
SAMD13	0.515333333333333
UGT2B15	0.708333333333333
TIPARP	0.457
DNASE1L3	1.24925
TRIM72	0.398
DBX2	0.348333333333333
IPO8	0.351
C21orf88	-0.3847
MAP3K14	0.5115
LOC51233	0.306
GGTLA4	1.795
PDE6D	0.0425
ZNF117	0.76375
CLK2	-1.130875
NKRF	-0.93375
TNFSF15	-0.5866
DUSP2	-0.492
SECISBP2	0.1451
GABRR2	-2.55
PPAP2C	2.74075
LOC51145	0.0878333333333333
PAG1	-0.191125
PIK3C3	-0.541
GNG10	-0.2045
APOL4	1.29066666666667
ANKRD28	-1.24175
STMN3	-1.842
RAB14	0.2611
CDK2AP2	0.06275
HDDC3	0.2935
COMMD7	0.670875
CXXC1	-0.704
HMCN1	-0.66125
CD40	0.61575
DYNC1LI2	-0.2763125
GDI1	0.255
LOC646938	-0.11425
VSNL1	-0.535
PIH1D1	-0.355
RAET1G	1.2665
KRTAP5-9	-0.424
EFTUD2	-0.711
ZNF311	0.4765
ATP6V1G3	-0.442333333333333
OR2W3	-1.6095
SCN4A	0.19025
MED10	-0.7515
FAM135A	0.017
ARHGAP4	0.89525
EHMT2	-0.3675
UFD1L	0.40025
ERMP1	0.39925
MAG1	-1.88633333333333
THAP8	0.1795
HACE1	-0.321666666666667
FAM82C	-0.8205
C3orf20	0.1255
UNC84A	-0.594166666666667
SCD5	0.597142857142857
LASS6	2.66725
LSG1	0.744833333333333
MAL	-4.581
GPR22	0.119
WDR5B	1.167
ACTRT1	-0.865
C17orf60	0.320833333333333
GRIN2C	0.0511
ARMC8	-0.18225
SLC47A1	-2.21983333333333
DMPK	-0.425
DHRS13	-1.40483333333333
SMC1A	-0.577833333333333
KRTAP17-1	0.48525
SMYD5	-0.27
TUSC2	0.6875
CRHR2	0.2645
KIR3DL2	1.775
CCDC104	0.526
ATP2C1	0.57725
CROT	3.4135
PABPC3	0.0923333333333333
EGR1	-1.19616666666667
THSD1	0.4845
KHK	-2.1495
SLC12A2	-0.0719375
CD58	-1.49525
STOX2	-1.796
CCDC76	-0.8249
CCDC48	4.1355
DNAH1	-0.182
ZIC4	-0.27
OR1G1	1.491
PSMC6	-0.77
PROKR1	-0.215
ABCB1	-0.17775
TRAT1	-0.3815
LLGL1	0.1715
MTF1	1.4055
USP54	-0.212
PAGE2B	-1.522
ITGB7	-3.86225
CCDC81	-1.0405
LOC149837	1.254
SCUBE1	-0.315
ZSCAN10	0.1475
HUWE1	0.418714285714286
CDH17	2.239
CD180	0.109
IL17A	0.645
TMPO	-1.051625
KIAA1524	-1.06883333333333
HDGFRP3	-2.02566666666667
OXCT1	-2.608
RRAS2	-1.526
LTBP2	2.0945625
SV2B	0.5725
CYP2A6	1.207
PKD1L2	-1.156
PPM1M	-0.013
FLJ22662	1.62433333333333
ZNF502	1.6075
GP6	-0.44825
CRYBA2	3.21325
LEF1	-2.7452
CTPS	-2.23471428571429
EYA1	0.725333333333333
EPS8L1	1.22025
MAPK14	-0.00533333333333331
SERPINB2	-5.3075
GTF2F2	0.5025
ZNHIT4	0.726
PLA1A	0.676875
C20orf114	3.342
HPR	-4.313
C18orf2	1.27016666666667
SATB2	-1.69975
KCNJ9	0.656625
MGC157906	0.0175
MOCS3	0.00325
C17orf71	-0.2215
PPHLN1	-0.2426
HIST1H2BN	-1.332
RAPGEF1	-0.0915
MAP3K8	0.9505
DLG4	-0.497166666666667
STC1	-0.0373333333333333
CDGAP	0.796
DDX26B	-1.51675
LOC150223	-1.47275
CPSF3	-0.558833333333333
TMEM14A	0.62575
MYH3	-1.286
GPKOW	0.581
SULT1A1	0.563166666666667
SPON1	2.9833
YY1AP1	0.115333333333333
RAB23	0.2545
PLA2G4A	-4.10125
MAPRE3	0.0355
ZNF516	-1.34371428571429
GGPS1	1.089
EXOC3L2	-0.559625
C19orf42	0.7446
MAP2K2	0.5725
HIST1H2BB	-2.00175
RNF19B	0.334166666666667
C6orf128	-0.372
TLR8	3.2325
PCDHA9	1.9315
CARS2	1.250375
CLUL1	0.905166666666667
RHAG	-4.383
UNK	-0.1025
EXOC8	0.5308
C9orf95	0.363
C14orf143	0.5835
MAML3	0.1605
LDHA	-2.686
MRPL20	-0.455875
KLHDC6	0.490333333333333
ATP5S	1.96466666666667
C8orf55	0.585
PHF19	-2.876125
KRTAP13-4	0.8275
TTC5	0.41825
XKR5	-1.3275
SILV	-4.47383333333333
TEX28	-1.747
TCTN1	0.88775
CX40.1	-0.23775
PPP2R5C	-0.055875
C12orf30	-1.3418
CAPG	1.4245
MPZL1	1.18995
ARSB	-1.61816666666667
TDH	-1.47875
WASF4	0.8575
TSSK3	-0.824833333333334
7A5	2.576
CRISPLD1	-1.741375
MAD1L1	-0.291
SPIN4	-0.0908333333333333
AMPD1	0.39175
DPYSL5	-0.071
INPP1	-1.50083333333333
ANKRD11	-1.10083333333333
NPAS4	-0.477125
GCET2	-0.5011
RNASE9	1.076
GUCY2D	-0.446
CCDC98	-0.89425
FGF4	-0.903125
CPM	0.00666666666666665
SLC26A4	5.24766666666667
PLD5	0.195
FAM59A	1.4631
FBXO5	-1.731
SIPA1L1	-0.928125
DPYS	0.9865
ATG4D	-0.2915
TGM3	2.613
MTCH1	-0.173875
HK1	0.039
CDC26	-0.25075
GALNT12	-2.54133333333333
LOC339229	-0.1435
MRPL35	0.0465
ORC4L	-0.02925
TNKS	-0.0482142857142857
C2orf24	0.350166666666667
ZNF553	0.555166666666667
GGTLA1	2.1758
ZNF497	0.42
CDY1B	1.71
SLC30A4	-0.989
TUB	-1.7325
ARHGEF18	0.63925
ARRB1	1.63725
KCNK1	1.576625
EREG	-2.6613
SCAMP5	-1.3375
RUNDC3B	1.5195
ADAMTS20	-0.206
IL17RB	-0.650875
FLJ20323	-0.83675
MCAM	-0.342375
POLR3E	-0.6075
AQR	-0.1045
IPMK	2.0895
CDCA7	-4.535125
CAMP	4.412
GRHL3	0.00299999999999999
ADAMTSL2	0.705166666666667
CLMN	1.41766666666667
SSTR3	0.1335
MAGEA5	-1.342
OVOL2	4.09925
JMJD1B	-0.26775
RBL2	-0.4191
PYGO2	1.1925
PPP1R10	1.05083333333333
CSE1L	-1.27833333333333
LCA5	0.64975
RDH16	1.0615
ASRGL1	2.420125
TOM1	0.600166666666667
PTX3	-5.731
TTC15	0.287
SCGB3A1	2.79133333333333
MRPL50	-1.72675
RCAN3	0.04625
SLC26A11	0.86725
STYX	0.721833333333333
CINP	0.022
MARCH7	0.097
PFKM	-2.1275
SGMS1	0.7155
RIOK3	-0.2346
C1orf110	0.978
CES7	-0.522571428571429
LOC440248	-3.212
PPP1R12C	-0.63875
C10orf27	0.938
ATG9A	-0.904
MRPS26	0.76375
TMEM40	1.41175
ELP3	-0.0082
ZNF787	0.2763
HIAT1	0.00225
C8orf34	0.569333333333333
MGC4655	-0.3662
PELI1	-0.146833333333333
PPT1	-0.9084
SLC35C2	-0.265166666666667
C6orf125	0.88775
MUC4	0.833333333333333
RFC4	-1.197
GNB2	0.615333333333333
NUP50	0.221428571428571
SULT4A1	-1.33883333333333
C7	3.13
CCDC130	0.300666666666667
ARRDC4	0.02225
RQCD1	-0.69375
GLYCTK	-1.20175
AYTL2	-2.00345454545455
MTUS1	2.2629
LEMD3	0.269
PLEKHF2	1.37175
HOXA7	-0.342125
GTF3C2	-1.83
DYNLRB2	3.059
CNOT10	-0.62425
MR1	-0.298333333333333
FFAR1	-0.333
PRIC285	-0.403
SLITRK6	0.2345
LIX1	-0.921444444444444
UBE1L2	-0.135083333333333
F8	1.082375
ACHE	-0.153333333333333
KPNA5	-0.0675
TNFRSF12A	-1.24466666666667
EGR3	-1.726
SERPIND1	-3.28016666666667
OASL	0.40025
IFRD1	-2.1
WDFY1	-0.046
ZNF267	0.413375
ACCN5	0.887
ZBTB6	-1.2485
PPP1R3A	-0.4585
PRRT3	0.91925
FBXL19	-0.084
TXNIP	0.468571428571429
ACTN2	-1.14875
ATG9B	-1.15625
C9orf117	2.296125
IL27	-2.3775
RPL36AL	0.527
KLK15	-0.233666666666667
CHAD	1.258
RAP2B	0.5705
HEBP2	1.85125
ZNF342	0.813
CAMK2G	0.4065
TLR3	0.69775
FGF14	1.05575
HMGB2	-1.88575
TRPM5	-0.0366666666666667
OR5M11	0.003
KIF3B	1.29052631578947
PRICKLE2	0.19275
MTMR9	0.108625
C3orf27	0.33775
GLRA3	-1.473
NSDHL	0.470333333333333
TMEM32	0.08125
POLR2D	-1.21141666666667
MYADML	0.199
C9orf114	-0.49175
MRGPRX1	0.5105
TOPORS	1.38925
CLDN19	-1.51775
C1QL4	0.063
RNF165	-1.8575
DHRS9	-0.44825
DNAH2	0.12
FXR1	-0.714666666666667
ZMYM3	-1.81375
CASP3	-0.1105
FAM120C	-0.254
SCLY	-1.51175
CA7	-1.3635
ENTPD5	0.597833333333333
ZNF461	-0.011125
PDIA5	0.64075
C1orf19	0.655666666666667
TMEM67	0.295
KCTD20	-0.158
WDR47	-0.3095
FLJ38723	0.055
KLRF1	0.288166666666667
TAS2R16	0.759
CLDN12	1.71925
PRKCE	-0.80925
UBXD4	-0.73925
ITGAM	3.013
GLT8D3	-0.063625
WDR31	0.6279
RGS2	2.44175
OR51L1	0.5405
MST1R	0.397
KIAA1737	0.61475
OR4A5	1.116
GLIS1	-1.98183333333333
PTMA	0.358857142857143
NAPA	1.5105
PRDM11	-0.00975000000000001
LIPF	-0.421
DIRAS3	-0.7465
ASGR2	-4.032625
C1QTNF4	0.9755
PIK3R4	0.265666666666667
ARMC3	6.435
NDUFV3	-0.338333333333333
BTBD3	-0.18
PPP1R2	1.09941666666667
UBE2NL	0.19325
FOSL2	-0.140785714285714
FAM119A	-0.544166666666667
TUBA4A	-1.2572
KRTAP12-1	-0.2885
SFRS2	-0.58175
RHPN1	0.1003
EEF2	-0.0711666666666666
ZDHHC11	-1.0075
EPHA3	-1.1612
RBM12	-0.3445
H2AFJ	1.78441666666667
EDIL3	0.153
KIF26A	-1.756
SERGEF	0.57275
B3GALT4	3.327
LOC90925	1.2215
OSCAR	0.479
NPFF	-0.21775
DEDD	0.7385
TMEM155	-1.11375
PTPN1	0.6915
SCYL2	0.888666666666667
SKAP1	1.936
LEAP2	-2.08783333333333
GADD45G	0.9452
IFITM3	0.11875
PILRB	-1.69133333333333
SLU7	-0.570625
DSC3	-0.8805
DNMT3L	-1.55575
PAPD5	0.00850000000000001
B3GNT3	-1.85266666666667
LHCGR	0.755
MSL-1	-0.16975
UBE2S	-1.27875
SAP130	0.06275
ANAPC11	0.048
MAGED4B	-2.0925
ATP6V1B2	0.667833333333333
C14orf179	0.915
CAPZA1	-0.6275
CDYL2	-1.00816666666667
GLRX3	-0.879
LOC136288	0.082
MOBKL1A	-0.5245
HTR2B	3.078
CRYGD	-0.699
NUS1	0.2395
PGRMC1	0.943
MYOM2	-0.42
FLJ39653	-1.74833333333333
CHM	-0.3381
OR5M8	-1.3025
ZNF619	-0.0855
FAM105A	1.55125
CCNL1	-0.704
NAP1L3	-0.628
C10orf57	2.59633333333333
B3GALNT1	1.648
CSN1S2A	0.648
TCP10L	0.35825
GDAP2	-0.09275
DMKN	-1.30933333333333
COX6B1	0.69975
DNASE2	1.206
MSH5	-0.9965
LGMN	0.179125
USP31	-0.4163
OR13C8	0.3855
SDCBP	0.6166
NUDT11	-3.615
PYGL	-0.065
SNPH	3.8655
B3GNT4	-0.5935
MIZF	-0.4506
NUBPL	0.6435
NOD1	-0.627166666666667
CDH22	-0.124714285714286
NUBP1	0.394166666666667
DSCAM	-4.235
DGKI	0.328
FAM136A	-0.42875
AKAP1	0.202666666666667
SLC16A6	0.84275
RIN3	0.014
PSG2	-0.49675
DIP2B	0.39525
PSORS1C1	-0.0412
KIAA0495	-1.599
FLJ90709	-0.832166666666667
LPA	-0.2905
PIGA	0.612666666666667
LY75	1.88966666666667
UTS2	-6.0015
RREB1	0.030375
GALNACT-2	-0.3564
MGC3196	0.8085
FLJ31568	-0.522
LPHN1	0.2205
SP1	0.669375
TOX4	0.997666666666667
HSPA9	-0.3635
APOBEC1	0.888
SLC35E4	-1.1015
LSM5	-0.3835
SURF1	1.02525
ZBTB1	-0.12475
GTF2F1	0.095625
RPS15A	0.0192857142857142
DUSP21	-0.322166666666667
GINS4	-3.03966666666667
MYO15A	0.171666666666667
GIMAP7	3.844
MGC13379	0.81725
ATP6V1E2	0.449
UTP3	-0.78825
HNRPA3	-0.8380625
MT4	0.859
C14orf155	0.97025
U1SNRNPBP	0.33575
CKLF	-0.834833333333333
PLEKHN1	-1.953
MBNL1	-0.101166666666667
NUP160	-2.39375
ACSM2A	-1.347
LOC129881	0.99175
KIAA1529	-0.67675
FLJ22639	-1.51725
HAND1	-1.011
GSX1	-1.9095
FGA	-4.11246666666667
SERPINB1	-0.05825
ZNF642	0.783
IGFBP1	-7.998
SLC1A1	2.664
DHX57	-0.805125
ZNF766	1.2635
PTPN21	0.7194
GDPD3	-0.403666666666667
PNPLA5	0.033
TBR1	0.367
FAM116A	0.33375
IQGAP1	-0.0558571428571428
FOS	-0.123875
ZNF226	-0.49425
FIGNL1	-0.580333333333333
C14orf1	-0.4015
ZMYND17	-1.282
PUS7	-0.884833333333333
TUBB6	-1.312875
KCNQ2	-1.81025
MARCH6	-0.469166666666667
CCDC33	0.6165
PRODH	-1.87175
RBM11	-1.80366666666667
EPHA6	-0.299333333333333
SLC43A1	1.02175
LOC196541	0.584142857142857
NTN1	1.50291666666667
ING4	0.225
PCDHB10	0.694
DPH2	-1.02066666666667
SPACA4	1.21933333333333
FBXL21	-4.17
DIAPH1	-0.606166666666667
ZNF71	1.25266666666667
CEP76	-0.931
CORO1A	-0.53525
RRM2	-1.785875
EDG4	1.6245
OS9	0.018
SLC4A1AP	-0.2465
COG5	0.35925
COPS8	-0.53625
NGLY1	-0.67275
NCBP2	0.467125
C17orf42	-0.922
GPSM3	0.296625
SIL1	0.496166666666667
ASB6	-0.3745
SMAD5OS	-1.06383333333333
UNC93A	-2.60542857142857
A1BG	0.201666666666667
C21orf62	0.302
FMO5	1.04891666666667
ATRIP	-0.233
CEBPG	-0.457166666666667
C7orf38	0.422333333333333
TNFRSF1B	0.917666666666667
CLEC1A	1.82
IQSEC1	-0.3505
PATZ1	0.9447
RBM22	0.077125
BAG2	-1.64
PAQR5	-1.084
C9orf127	1.9035
THNSL1	-1.0615
SHROOM3	2.517
JAM2	0.90225
SNRPN	-1.4635
ALX4	0.341
CACNA1S	0.4435
FAM130A1	1.26
CORIN	1.3465
CD300LB	-0.0785
PLEKHG6	0.9645
LRRC40	-0.76075
PCLKC	-1.369
PCDHB16	0.573166666666667
WNT2B	-0.615833333333333
ASNS	-1.80933333333333
MRPL49	-0.42925
FLJ46111	-1.29725
ISG20	-0.38225
SMU1	0.904666666666667
CASZ1	0.2895
POLR1D	0.5085
GIN1	-1.2315
SNAG1	-0.063
ANKRD29	-0.25325
CDKN2AIP	-1.3335
KRR1	-0.2905
CXCL1	-2.956
EPM2A	-0.4284
PC	-0.0591666666666667
DEFB127	0.7845
PDZRN4	1.48683333333333
FAH	0.48225
OR51E1	1.3785
CDC2L6	0.417666666666667
DNTTIP1	-0.4495
PAX8	-0.486333333333333
TMEM116	0.3215
C1orf150	0.579
PRO2012	0.397
MRPL40	-0.157333333333333
BEX1	-3.931
SLC2A4	-0.363833333333333
PKMYT1	-0.65275
FEZF2	-0.0171666666666666
SLC26A9	-1.8885
MAP2	-0.167166666666667
LYL1	-1.45375
SLC25A19	-0.808833333333333
NOS3	-0.2285
ZNF34	0.802333333333333
TMPRSS11F	-0.926333333333333
FAM43A	-0.90875
FCRL4	-0.53825
KLF14	0.04075
FLRT2	-0.500166666666667
WRN	-0.794
SDF2	0.3738
KRT8P12	-0.505
C6orf195	-0.705
C9orf125	-2.1705
DZIP3	0.66675
RIT1	1.20525
SCML1	-0.460666666666667
RHBDF2	-0.138375
OR2G3	0.218
REXO1L1	0.0625
MAP3K7IP3	0.745125
C3orf57	-3.33175
FBXW11	-0.251333333333333
ETAA1	-0.94625
C14orf131	-0.5953
AKT1S1	-0.95025
SLC12A5	-0.571142857142857
C9orf164	-0.56925
NRIP3	0.98675
NOS1AP	-0.852
TMEM121	2.0525
SAP30BP	-0.2582
DGCR6	0.7125
WDR76	-2.09425
FAM82B	0.107416666666667
LOC606495	0.168
MAP9	2.69983333333333
BCDIN3D	0.8135
CXorf36	3.07533333333333
DSCR3	0.0634
ZFAND3	0.1785
C7orf43	0.5495
SPSB3	0.7147
C19orf19	0.5335
FAM133A	-2.7385
C12orf25	-0.04325
SLC39A3	0.543
DISP2	0.952
PI4KAP2	-2.455
MKRN3	-1.2125
ADAMTS13	-0.7385
CBLN3	0.2506
TTYH1	-0.0756666666666667
C3orf18	-1.29475
FLJ13236	-0.0435
ZMYND12	2.9695
C18orf25	0.32025
GLB1L3	-1.614
ATP13A5	4.0315
RANBP10	-0.43725
CD96	-0.1656
DENND1C	0.1515
RBMS3	-0.7117
SLC41A3	0.764333333333333
DGCR6L	0.36875
TMEM128	0.260166666666667
CSNK1G3	-0.540285714285714
MOBKL2C	0.007125
TSPAN6	-0.3105
MATN2	-1.4204
MSL2L1	0.054
ST6GALNAC2	-0.763833333333333
FGFBP2	-0.24575
FGL1	-2.44266666666667
MPP3	1.161
ARHGEF6	0.0528333333333333
TGFBR2	-0.140375
ACMSD	-0.791333333333333
IL33	3.69575
C9orf5	-1.08245454545455
DEAF1	-0.4611
AMN	0.1875
DEFA6	-0.03875
RNF212	-0.610666666666667
METT5D1	0.293333333333333
CIB1	0.5251
TSSK1B	0.210333333333333
KIAA1727	1.02075
ZNF680	0.562583333333333
LOC399900	-1.928
LOC152217	0.23575
CTNNAL1	-3.156
CIT	-2.14433333333333
TLE6	0.775
ZNF607	-0.69375
HERC4	-0.506833333333333
DRAP1	-0.2125
PEMT	-0.45825
C10orf111	-1.3345
ZNF575	0.27
KCTD7	0.2785
MYO1F	0.83975
LOC285382	-0.2505
RAB11A	0.5386
PLCD3	-1.24275
C15orf28	-0.69475
PTBP2	-0.79725
CTB-1048E9.5	-0.1295
C19orf60	0.3575
C7orf25	0.3375
SETD7	1.09225
HOXB9	-3.0005
VANGL1	-0.1665625
CHAF1B	-1.63575
NDUFA3	0.94925
KIAA1328	-0.526666666666667
SHARPIN	0.42825
TTC23	-0.16625
UGP2	0.26975
ANKIB1	1.3547
CIRBP	0.734714285714286
SEC14L4	-3.702
OVCH1	0.0318
VPS52	-0.12325
FAT	-1.95225
M6PRBP1	-0.29075
GPRIN3	0.5485
PPM1F	-1.1605
TSR1	-1.0545
CCDC85A	0.17775
PCSK5	0.77225
ZFHX3	0.266
HEMK1	-0.5481
PGBD2	0.18325
RSRC2	-0.4995
AURKC	-0.598333333333333
SCRIB	0.654375
ORM2	-3.67533333333333
FAM115A	-0.7992
FZD6	-0.267875
UNC119	-0.440666666666667
GPX3	-0.7913
NOV	-0.52175
CABC1	-0.064
CDC42SE2	-0.2940625
EIF2S2	-0.2561
RNF130	0.572
CKAP5	-1.60666666666667
RP11-413M3.2	0.7865
C10orf18	0.6276
TMEM93	-0.7465
DYX1C1	2.3315
KCNMB2	-1.4305
ANK3	2.1015
KRT5	-3.1652
CDH12	-1.067875
QRSL1	-0.304125
JUB	0.174
SHC4	-2.97275
CCL15	1.90533333333333
CCDC22	0.85825
SNX24	-0.86275
RARS	-0.8035
MORC2	0.01675
FAM48A	0.09275
MT1H	-0.329
PPP1R14C	-3.10216666666667
FOXD1	-2.75557142857143
C1orf213	-2.4285
AMT	0.0445
DSN1	-0.70575
PTPLAD2	2.2355
DIS3L	-1.04925
RASL11A	0.851
GPRC5B	1.057375
FRMD7	0.041
STRN4	0.74125
KITLG	2.68218181818182
HDGF	0.81275
OR1S1	-0.7675
SETX	0.297
DDR2	0.00375000000000002
KCTD12	2.05025
LYZL2	-0.46325
WDR52	1.1845
TMEM2	0.59425
ZNF579	-0.2745
LOC200810	0.15775
TNFSF9	-1.75775
PPFIA4	-3.70475
CNIH3	-0.0283333333333333
MAP4K4	-0.780642857142857
ROD1	0.330142857142857
ALS2CR12	0.4862
DOCK3	-1.9505
PAQR9	-5.793
ASB17	0.3996
STX16	-1.211125
FEZ2	-0.197666666666667
DLAT	0.3275
KIF21B	-1.31216666666667
CDC5L	-0.19975
TMEM119	1.152
CRIP3	-2.803
TPSD1	0.832666666666667
TEPP	-0.15275
GNGT2	0.55775
C21orf121	-0.21875
WNK1	-0.03275
FLJ10490	1.0549
OR51B5	-2.218
LOC203547	0.228375
HAS1	0.343
PPA1	-0.190833333333333
ST7	-0.2145
C11orf46	1.1695
POPDC3	-4.59583333333333
ACOX2	2.27316666666667
ATCAY	-0.76875
TM4SF19	-2.338
MFSD9	0.487333333333333
PDHB	-0.3435
ERN1	-0.3235
LCE3C	-0.624
GPR111	0.3725
NOTCH3	2.02383333333333
ADAMTS5	1.95
B3GALT1	-0.709
UGCGL1	-0.169833333333333
FAM58A	1.1685
FBXO32	0.6895
CLPP	0.717
NXPH1	4.5295
MTMR3	0.401
ATP1B3	0.0645
TMEM16A	2.77325
HIST1H3F	-0.6195
TRIM25	-0.4455
SDCBP2	2.1955
CRKL	-0.59775
HOXB2	-0.061
ANP32B	-0.9975
GATM	1.8565
AP4E1	-0.315166666666667
EDG5	0.376
CDKN3	-2.0605
CDH4	-2.703
PGD	-1.14216666666667
RND1	1.3065
GAD1	-3.63244444444444
MPG	0.522375
LOC440350	-0.3395
ZNF133	-0.126
SERPINB12	-0.536
AMELY	0.107
DHX36	-0.37075
TNFAIP8L2	3.0375
PHTF2	0.549117647058824
CCDC112	-1.63916666666667
IQCC	-0.78375
HEYL	1.60633333333333
FTSJ2	-0.196166666666667
APPL1	1.062
RAB43	1.21528571428571
OR10G2	-0.13
WAC	0.2105
ADCY9	0.566625
RUNDC2B	-0.206666666666667
PYCRL	1.3518
AGPAT7	-1.83633333333333
SLC22A9	-0.997166666666667
CDKAL1	-0.92
PDYN	-0.6625
C20orf74	1.87175
MTMR11	0.02875
VAV3	3.92658333333333
DAPL1	-0.34075
STXBP3	-0.14675
EIF3G	0.02875
ARHGAP22	-1.30225
NPFFR1	1.012
NPC1	-0.469333333333333
ALDH9A1	1.25916666666667
ZNF600	0.28675
ZNF678	1.27166666666667
RASSF1	-0.0845833333333333
ADD2	-3.63725
PITPNB	-0.70525
PKD2L2	-0.415333333333333
LRP11	0.332
CDKL1	0.79525
SMEK2	0.16075
PRODH2	-3.35833333333333
C11orf54	0.356833333333333
SFRS11	-0.8275
IL7	0.202
ALS2CR16	1.29325
BTG3	-1.51683333333333
PAK2	0.789611111111111
RP11-679B17.1	0.955
GATA4	-0.302333333333333
ATP2B1	-0.25275
LOC130940	2.108
C1orf172	2.4565
ATF7IP2	-1.16325
SLC25A43	-0.792833333333333
CENTG3	-0.518333333333333
IGF2BP1	-4.0546
FCHSD1	0.0205
CAMK2N2	0.0753333333333333
ELAVL3	-0.6937
NBPF15	0.305666666666667
UBE2J2	-0.30175
GNL2	-0.861
PRR3	-0.5345
NLF2	0.357
OR4F6	1.0455
KLHL24	1.4895
CCDC88A	-1.8925
SGPP1	-0.1735
C10orf11	0.809333333333333
SLC35B4	-1.20266666666667
UGT3A2	-1.651
ARNT2	0.5504
CBR1	-0.3105
ITPR3	0.0388333333333333
TRAPPC6B	-0.736222222222222
AMZ1	1.305
ARP11	1.437
WDSUB1	0.04175
APBA1	0.1718
RAB2A	0.9814
C6orf162	0.0385
HPSE2	-0.0725
PLCE1	0.015
INSL3	0.2955
DLG1	0.7058
PTPLA	-3.35075
PIGX	0.3435
TFIP11	0.125666666666667
FIBIN	2.254
POLR2G	-0.0705
GRAP2	-2.2089
DNAJB8	-0.3975
CNBP	0.350666666666667
WASF1	-0.626
INPP5E	-0.8413
HSPB1	0.9395
TMEM167	-0.5078
CUBN	-0.69625
IGF1	3.611125
ITPK1	-0.0484
NAALAD2	-1.59342857142857
G3BP1	-0.1295
NT5DC1	0.4875
CYP39A1	-1.2705
TMEM139	1.3895
POLK	-0.1719
GLULD1	2.37175
RBM15	-1.45683333333333
AMZ2	0.416
GDF15	-3.21383333333333
MESDC2	-0.55925
INCA	0.225333333333333
ACY1L2	-2.9495
GZMM	-0.602666666666667
PAIP1	-0.351
CACNA2D1	-0.70475
STK32C	-0.913666666666667
SH3BP4	0.7845
DEC1	5.127
PADI1	-0.025
UBB	0.2973
PON3	-1.6202
PROP1	0.7865
ANKRD13B	-0.2445
ADCK1	-0.99625
TCF25	-0.33875
SLC38A5	-3.2345
CXorf26	0.488166666666667
C19orf39	0.52575
PPP1R13B	1.0395
ARL2	-0.156
TCL6	-0.192
TOP3A	-1.3965
SLC16A14	2.3445
FXYD6	1.06366666666667
HIST1H4E	0.34675
BBC3	0.210368421052632
UNC5A	0.416166666666667
FAM86C	-0.6756
PI4KB	0.012125
B3GAT1	-3.6445
SUSD2	2.6
OAZ2	-0.387166666666667
NOC4L	-0.73825
C10orf12	-0.081
FADS1	-2.43033333333333
LOC144097	-0.51725
DKK2	0.791166666666667
KIAA1949	-0.46925
RHOT1	-0.2715
OXT	0.372833333333333
GPR153	-0.104
ARL4A	-0.82
SAAL1	-2.10175
CCDC64	-0.9005
USE1	0.118166666666667
HNMT	-0.4785
PCGF3	0.513375
CYP2C19	-0.56125
C20orf4	0.6515
CCDC11	2.917
ACSBG2	0.4885
RWDD2A	1.082
PALLD	2.046625
CPLX4	-0.058
LOC492311	0.11125
