Hybridization REF	TCGA-BH-A0C7-01B-11R-A115-07
IRF2BP2	0.7355
ZNF230	0.011
MSN	-0.737857142857143
SLC9A5	-1.766
EPDR1	-2.5649
MUSK	-0.0265
ZNF434	0.281333333333333
SMARCD1	-0.847833333333333
ZFP106	-0.48925
ZNF347	0.5827
GTF2E1	0.266
RY1	0.492
ATAD2B	0.573375
ARHGAP17	-0.2959
KCNIP3	-1.10275
SFPQ	0.47775
GFRA4	0.00716666666666667
AKR1B10	-3.023125
TIGD6	0.790833333333333
RGS16	2.445875
URB1	-0.588333333333333
OR4C46	-0.00819999999999999
TOP3B	-1.14475
NFATC4	0.694
CA14	-4.30175
BMPR1A	0.5925
SNRP70	-0.055
PRL	-0.101818181818182
C6orf130	-0.51225
STAG2	0.34
CD55	-1.20914285714286
RPS23	-0.4785
SSX2	-2.12783333333333
FDPSL2A	-0.17225
FBXO27	-0.50725
SYNGR3	-0.655333333333333
TMSL3	0.092
EML1	-1.275
NUP93	-0.55625
SMAD3	0.3415
KIAA1189	1.33766666666667
HNRPUL2	0.845166666666667
TBC1D12	0.4515
C16orf24	0.9875
MRVI1	1.83266666666667
ZNF581	-0.973833333333333
ELOVL3	1.67
OR51Q1	0.1295
CACNB3	0.909666666666667
GALNT13	-1.18
C10orf84	1.120875
NEDD4	-0.0398
SPO11	0.546
OR5AU1	0.493
NEK4	0.4005
PRKAR2A	-0.561
IHPK1	-0.729333333333333
ATP6V0B	0.595125
CACNA1E	0.011
CEACAM8	1.14716666666667
PEX14	-0.04
FLJ12993	4.7115
ZBTB38	0.261166666666667
PCTK2	1.70566666666667
LRRC16	0.8005
FBLIM1	0.347583333333333
FYCO1	0.03525
RP5-1022P6.2	-0.802916666666667
CMTM1	0.53
PLTP	0.32
RAPH1	0.495375
DOCK8	0.90975
EZH2	-0.212933333333333
SLC25A1	-0.801833333333333
PLEKHB1	1.6177
GRB7	1.0831
ZFP37	-0.874
MRPL33	-0.433
PELO	0.0535
ARMC1	0.366727272727273
C9orf27	-0.14125
FLJ25778	0.1685
C9orf37	-0.536166666666667
TMEM66	0.55025
SPRN	-0.221875
HBEGF	0.752375
PI4KA	-1.107
LEPRE1	-0.6385
POU2AF1	-2.548125
MRPL12	-0.349166666666667
REP15	-0.1775
ZC3H3	0.73525
RASAL1	0.7675
DDAH1	0.9795
ACBD5	1.84975
TMC2	0.2685
CCDC137	-0.11525
SAMD13	0.518
UGT2B15	-3.8365
TIPARP	-0.2325
DNASE1L3	0.34525
TRIM72	0.483166666666667
DBX2	1.61475
IPO8	0.0495
C21orf88	-0.8408
MAP3K14	0.82125
LOC51233	0.315
GGTLA4	-1.36875
PDE6D	-0.19275
ZNF117	0.7875
CLK2	-0.004625
NKRF	-0.57975
TNFSF15	-0.3876
DUSP2	-0.041
SECISBP2	0.3684
GABRR2	-0.1505
PPAP2C	2.4785
LOC51145	0.0303333333333333
PAG1	-0.8355
PIK3C3	-0.74725
GNG10	0.147
APOL4	0.984833333333333
ANKRD28	-0.538375
STMN3	0.4752
RAB14	0.8274
CDK2AP2	-0.15275
HDDC3	-0.16775
COMMD7	0.037625
CXXC1	-0.51425
HMCN1	0.5245
CD40	-0.11125
DYNC1LI2	0.5280625
GDI1	0.69675
LOC646938	-0.5475
VSNL1	-1.405
PIH1D1	-0.698666666666667
RAET1G	-0.0975
KRTAP5-9	-0.1885
EFTUD2	0.032
ZNF311	0.86
ATP6V1G3	0.391
OR2W3	1.5145
SCN4A	0.677
MED10	-0.6605
FAM135A	-1.1136
ARHGAP4	0.57325
EHMT2	-0.292125
UFD1L	-0.42125
ERMP1	-0.175
MAG1	-2.06783333333333
THAP8	0.514
HACE1	0.7745
FAM82C	0.7435
C3orf20	-0.1945
UNC84A	-0.551833333333333
SCD5	1.63621428571429
LASS6	2.81275
LSG1	0.30725
MAL	-4.735
GPR22	-0.5395
WDR5B	0.75125
ACTRT1	0.504
C17orf60	-0.235833333333333
GRIN2C	-0.0745
ARMC8	0.377166666666667
SLC47A1	-2.71633333333333
DMPK	-0.473
DHRS13	0.909166666666667
SMC1A	-0.456
KRTAP17-1	0.023
SMYD5	-0.5245
TUSC2	-0.7365
CRHR2	0.364
KIR3DL2	1.2715
CCDC104	0.6635
ATP2C1	0.992375
CROT	1.9245
PABPC3	-0.394666666666667
EGR1	1.92066666666667
THSD1	0.7125
KHK	-0.47875
SLC12A2	2.602375
CD58	-1.0415
STOX2	-1.02766666666667
CCDC76	-0.5776
CCDC48	3.93325
DNAH1	-0.0876666666666667
ZIC4	-0.443
OR1G1	-0.2435
PSMC6	0.106333333333333
PROKR1	0.2835
ABCB1	-0.269875
TRAT1	-0.53375
LLGL1	-0.023
MTF1	0.6795
USP54	-0.025375
PAGE2B	-3.0805
ITGB7	-3.594
CCDC81	0.09
LOC149837	0.69775
SCUBE1	0.0245
ZSCAN10	0.021
HUWE1	-0.108357142857143
CDH17	0.5645
CD180	-0.011
IL17A	-0.12725
TMPO	-0.338
KIAA1524	-0.574666666666667
HDGFRP3	0.9975
OXCT1	0.0313636363636364
RRAS2	-2.585
LTBP2	2.7076875
SV2B	0.729666666666667
CYP2A6	1.677
PKD1L2	-0.262833333333333
PPM1M	0.28075
FLJ22662	2.06316666666667
ZNF502	0.27925
GP6	-0.7495
CRYBA2	0.2855
LEF1	-2.3308
CTPS	-0.478
EYA1	-2.68
EPS8L1	0.68975
MAPK14	-0.240916666666667
SERPINB2	-5.968875
GTF2F2	-0.694333333333333
ZNHIT4	0.605
PLA1A	-0.08725
C20orf114	4.02125
HPR	-3.173
C18orf2	-3.922
SATB2	-1.14325
KCNJ9	0.00424999999999999
MGC157906	0.8485
MOCS3	0.231
C17orf71	0.384166666666667
PPHLN1	-0.2948
HIST1H2BN	-1.33125
RAPGEF1	-0.528625
MAP3K8	1.61125
DLG4	-0.221333333333333
STC1	0.9795
CDGAP	1.2535
DDX26B	-1.25325
LOC150223	-1.738
CPSF3	-0.287833333333333
TMEM14A	1.24125
MYH3	-1.6375
GPKOW	0.4235
SULT1A1	0.488666666666667
SPON1	3.9206
YY1AP1	0.512666666666667
RAB23	0.47825
PLA2G4A	-4.27925
MAPRE3	0.7205
ZNF516	0.370428571428571
GGPS1	0.74425
EXOC3L2	-0.56175
C19orf42	1.0151
MAP2K2	0.444166666666667
HIST1H2BB	-1.37475
RNF19B	1.36766666666667
C6orf128	-0.607166666666667
TLR8	2.803
PCDHA9	1.3855
CARS2	1.432125
CLUL1	0.910166666666667
RHAG	-4.25716666666667
UNK	0.6365
EXOC8	1.166
C9orf95	0.75475
C14orf143	-0.0781666666666667
MAML3	-0.0045
LDHA	-1.906
MRPL20	-0.159375
KLHDC6	0.176333333333333
ATP5S	0.398
C8orf55	0.29625
PHF19	-1.4845
KRTAP13-4	0.2635
TTC5	0.45425
XKR5	-1.17675
SILV	-3.88533333333333
TEX28	0.428
TCTN1	0.60425
CX40.1	0.15375
PPP2R5C	-0.39125
C12orf30	-1.03466666666667
CAPG	2.6315
MPZL1	0.9487
ARSB	-1.2155
TDH	-1.7535
WASF4	0.349
TSSK3	-1.44033333333333
7A5	-0.4385
CRISPLD1	0.886125
MAD1L1	-0.6375
SPIN4	0.431333333333333
AMPD1	0.04675
DPYSL5	0.2305
INPP1	-0.5385
ANKRD11	-0.7035
NPAS4	-0.00175000000000001
GCET2	0.6985
RNASE9	0.7385
GUCY2D	0.2585
CCDC98	-0.01475
FGF4	-0.36425
CPM	-0.879833333333333
SLC26A4	0.657666666666667
PLD5	0.11775
FAM59A	-0.2004
FBXO5	-0.600666666666667
SIPA1L1	-0.74625
DPYS	1.12425
ATG4D	0.349
TGM3	0.313
MTCH1	-0.015375
HK1	0.274285714285714
CDC26	-0.147125
GALNT12	-3.42483333333333
LOC339229	0.151
MRPL35	-0.848125
ORC4L	-0.371125
TNKS	-0.425428571428571
C2orf24	0.254
ZNF553	0.372666666666667
GGTLA1	2.8568
ZNF497	0.1935
CDY1B	-0.14475
SLC30A4	0.61875
TUB	0.37375
ARHGEF18	0.4955
ARRB1	1.19
KCNK1	-0.9075
EREG	-3.3134
SCAMP5	0.4325
RUNDC3B	2.14175
ADAMTS20	0.05375
IL17RB	1.469625
FLJ20323	-1.223
MCAM	-0.151875
POLR3E	-1.04925
AQR	0.0136666666666667
IPMK	0.701
CDCA7	-1.546625
CAMP	1.47175
GRHL3	0.319
ADAMTSL2	0.910666666666667
CLMN	0.1915
SSTR3	0.3225
MAGEA5	-2.419
OVOL2	3.55775
JMJD1B	0.444
RBL2	0.3712
PYGO2	0.8635
PPP1R10	0.862166666666667
CSE1L	-1.14566666666667
LCA5	1.2665
RDH16	1.076
ASRGL1	-1.300875
TOM1	0.672833333333333
PTX3	-5.3805
TTC15	0.29425
SCGB3A1	1.6715
MRPL50	-0.857
RCAN3	0.45525
SLC26A11	1.59125
STYX	-0.0651666666666667
CINP	-0.1995
MARCH7	1.0105
PFKM	-1.995
SGMS1	0.495833333333333
RIOK3	-0.5688
C1orf110	0.3745
CES7	-0.0895
LOC440248	-1.24025
PPP1R12C	-0.1735
C10orf27	0.457
ATG9A	-0.5075
MRPS26	-0.162125
TMEM40	1.9655
ELP3	-0.503
ZNF787	0.0141
HIAT1	0.89625
C8orf34	0.490333333333333
MGC4655	0.3555
PELI1	0.0993333333333333
PPT1	0.8586
SLC35C2	-0.2815
C6orf125	-0.048
MUC4	0.084
RFC4	-0.905428571428571
GNB2	-0.411666666666667
NUP50	-0.251714285714286
SULT4A1	-0.75
C7	2.464625
CCDC130	0.495333333333333
ARRDC4	0.0825
RQCD1	-0.44625
GLYCTK	-1.37225
AYTL2	0.370727272727273
MTUS1	1.8103
LEMD3	-0.0658333333333333
PLEKHF2	1.0205
HOXA7	-0.051875
GTF3C2	-1.0735
DYNLRB2	2.57675
CNOT10	0.32875
MR1	0.8045
FFAR1	0.0615
PRIC285	0.50775
SLITRK6	-0.2145
LIX1	-2.6236
UBE1L2	-1.15275
F8	1.6825
ACHE	0.0351666666666667
KPNA5	1.095
TNFRSF12A	-1.66566666666667
EGR3	0.3535
SERPIND1	-3.978
OASL	2.625
IFRD1	-1.993875
WDFY1	-0.476
ZNF267	0.703125
ACCN5	0.1375
ZBTB6	1.02675
PPP1R3A	-0.81
PRRT3	1.80675
FBXL19	-0.3745
TXNIP	2.20935714285714
ACTN2	4.92125
ATG9B	0.1585
C9orf117	0.61325
IL27	0.2885
RPL36AL	-0.298666666666667
KLK15	-0.4175
CHAD	2.801
RAP2B	-0.4216
HEBP2	1.825
ZNF342	0.492
CAMK2G	-0.1525
TLR3	2.38725
FGF14	1.3525
HMGB2	0.6035
TRPM5	-0.343666666666667
OR5M11	0.259
KIF3B	1.036
PRICKLE2	0.33075
MTMR9	0.00399999999999999
C3orf27	-0.021
GLRA3	-2.24283333333333
NSDHL	0.0636666666666667
TMEM32	-0.35225
POLR2D	-0.789333333333333
MYADML	0.078
C9orf114	-0.20725
MRGPRX1	0.19
TOPORS	0.2555
CLDN19	0.5035
C1QL4	-0.1505
RNF165	0.2945
DHRS9	-0.795
DNAH2	1.35866666666667
FXR1	-0.585833333333333
ZMYM3	-0.90025
CASP3	0.500833333333333
FAM120C	-0.86
SCLY	-0.40875
CA7	0.3475
ENTPD5	-0.5315
ZNF461	-0.016625
PDIA5	-0.54075
C1orf19	-0.228166666666667
TMEM67	0.02225
KCTD20	-0.422
WDR47	1.4545
FLJ38723	1.7275
KLRF1	0.0536666666666667
TAS2R16	0.219
CLDN12	0.1285
PRKCE	0.405
UBXD4	-0.254
ITGAM	1.97516666666667
GLT8D3	0.033125
WDR31	1.9656
RGS2	0.99675
OR51L1	0.296
MST1R	0.45425
KIAA1737	0.6815
OR4A5	0.439
GLIS1	-0.7605
PTMA	0.666285714285714
NAPA	0.7875
PRDM11	0.14225
LIPF	-0.1265
DIRAS3	1.11475
ASGR2	-4.005875
C1QTNF4	0.659
PIK3R4	0.4775
ARMC3	1.28775
NDUFV3	-0.379916666666667
BTBD3	-0.769333333333333
PPP1R2	0.732
UBE2NL	0.03575
FOSL2	1.00378571428571
FAM119A	-1.59833333333333
TUBA4A	-1.194
KRTAP12-1	0.066
SFRS2	-0.074
RHPN1	-0.0661
EEF2	-0.338666666666667
ZDHHC11	0.883166666666667
EPHA3	-1.811
RBM12	-0.2515
H2AFJ	1.61266666666667
EDIL3	1.7315
KIF26A	-1.6905
SERGEF	-0.0405
B3GALT4	2.28175
LOC90925	0.628666666666667
OSCAR	-0.292625
NPFF	-0.87425
DEDD	0.546
TMEM155	-0.901125
PTPN1	-0.088
SCYL2	-0.0771666666666666
SKAP1	3.412
LEAP2	-3.10733333333333
GADD45G	1.5756
IFITM3	1.94575
PILRB	-1.282
SLU7	0.6545625
DSC3	1.085
DNMT3L	-1.93375
PAPD5	0.52325
B3GNT3	0.569
LHCGR	0.165
MSL-1	1.00375
UBE2S	-0.847875
SAP130	-0.51825
ANAPC11	1.124
MAGED4B	-2.1985
ATP6V1B2	-0.0726666666666667
C14orf179	0.47225
CAPZA1	0.171625
CDYL2	-0.3165
GLRX3	-0.541666666666667
LOC136288	-0.951
MOBKL1A	-0.90325
HTR2B	3.2395
CRYGD	0.0681666666666667
NUS1	-0.0356666666666667
PGRMC1	0.235
MYOM2	-1.4115
FLJ39653	-2.03216666666667
CHM	-0.0987
OR5M8	0.1225
ZNF619	-0.3255
FAM105A	0.63175
CCNL1	-0.77225
NAP1L3	0.13375
C10orf57	1.96483333333333
B3GALNT1	1.969
CSN1S2A	0.021
TCP10L	-0.67425
GDAP2	-0.275375
DMKN	-2.3095
COX6B1	-0.4025
DNASE2	0.9285
MSH5	-1.7225
LGMN	-0.076125
USP31	0.1596
OR13C8	0.7725
SDCBP	-0.9676
NUDT11	-1.5095
PYGL	-0.908833333333333
SNPH	2.78633333333333
B3GNT4	-1.1395
MIZF	-0.7467
NUBPL	-0.343125
NOD1	-0.485166666666667
CDH22	0.36425
NUBP1	0.274666666666667
DSCAM	-3.64225
DGKI	1.0915
FAM136A	0.007
AKAP1	1.16716666666667
SLC16A6	3.49125
RIN3	-0.1595
PSG2	-0.12025
DIP2B	-0.818916666666667
PSORS1C1	1.2053
KIAA0495	-0.448
FLJ90709	0.0303333333333333
LPA	-0.288666666666667
PIGA	0.387
LY75	2.59183333333333
UTS2	-5.992
RREB1	0.15
GALNACT-2	1.3637
MGC3196	-0.90425
FLJ31568	0.61775
LPHN1	0.331125
SP1	0.67175
TOX4	0.223333333333333
HSPA9	0.129
APOBEC1	0.19
SLC35E4	-0.67475
LSM5	-1.74675
SURF1	0.492
ZBTB1	-0.697583333333333
GTF2F1	0.449
RPS15A	-0.249285714285714
DUSP21	-0.763833333333333
GINS4	-2.26516666666667
MYO15A	0.726666666666667
GIMAP7	3.49675
MGC13379	0.2565
ATP6V1E2	-1.05566666666667
UTP3	-0.49575
HNRPA3	-0.474875
MT4	-0.451
C14orf155	0.436
U1SNRNPBP	0.2215
CKLF	-0.315166666666667
PLEKHN1	-0.6
MBNL1	-0.2775
NUP160	-0.3735
ACSM2A	-2.307
LOC129881	1.579
KIAA1529	0.65025
FLJ22639	-1.8115
HAND1	-2.08
GSX1	0.3125
FGA	-4.32686666666667
SERPINB1	-0.0255
ZNF642	0.63225
IGFBP1	-7.384125
SLC1A1	-0.500875
DHX57	-0.084125
ZNF766	0.5775
PTPN21	-0.7125
GDPD3	2.52266666666667
PNPLA5	-0.1005
TBR1	0.536333333333333
FAM116A	-0.181
IQGAP1	0.285375
FOS	2.48475
ZNF226	0.06
FIGNL1	0.335333333333333
C14orf1	0.0271666666666667
ZMYND17	0.052
PUS7	-0.801833333333333
TUBB6	-0.907625
KCNQ2	-1.21975
MARCH6	0.0580833333333333
CCDC33	-0.038
PRODH	-0.7745
RBM11	3.40775
EPHA6	0.0735
SLC43A1	-1.693
LOC196541	-0.2065
NTN1	0.00875
ING4	0.48
PCDHB10	0.73225
DPH2	-1.0215
SPACA4	0.52875
FBXL21	-4.752
DIAPH1	0.497166666666667
ZNF71	0.697
CEP76	-0.5385
CORO1A	-0.94025
RRM2	-0.277
EDG4	1.478
OS9	0.305833333333333
SLC4A1AP	0.325
COG5	-0.52975
COPS8	0.0955
NGLY1	-0.79525
NCBP2	-0.094875
C17orf42	0.51
GPSM3	-0.09375
SIL1	0.561333333333333
ASB6	-0.4315
SMAD5OS	-0.166333333333333
UNC93A	-2.936625
A1BG	0.0443333333333333
C21orf62	0.26625
FMO5	0.945083333333333
ATRIP	0.0835
CEBPG	-0.576833333333333
C7orf38	-0.0231666666666667
TNFRSF1B	0.5225
CLEC1A	1.4365
IQSEC1	0.290125
PATZ1	1.6456
RBM22	1.143125
BAG2	-2.19983333333333
PAQR5	-0.912333333333333
C9orf127	0.4375
THNSL1	-0.85225
SHROOM3	2.1927
JAM2	0.656
SNRPN	-1.636
ALX4	0.075
CACNA1S	-0.1305
FAM130A1	0.7985
CORIN	1.941
CD300LB	0.859
PLEKHG6	1.202
LRRC40	-0.53675
PCLKC	-1.61775
PCDHB16	1.94816666666667
WNT2B	-0.0325
ASNS	-2.69944444444444
MRPL49	0.8725
FLJ46111	0.0115
ISG20	0.7485
SMU1	-0.263333333333333
CASZ1	0.4
POLR1D	-0.255833333333333
GIN1	-0.1025
SNAG1	0.3405
ANKRD29	-1.7955
CDKN2AIP	0.49625
KRR1	0.31075
CXCL1	-4.03733333333333
EPM2A	-0.1746
PC	-0.443
DEFB127	0.6065
PDZRN4	0.595
FAH	-1.158625
OR51E1	1.937
CDC2L6	-0.244166666666667
DNTTIP1	-0.0865
PAX8	-0.5395
TMEM116	-0.29925
C1orf150	0.5135
PRO2012	-0.17
MRPL40	-0.964333333333333
BEX1	-3.73922222222222
SLC2A4	-0.636333333333333
PKMYT1	-0.14925
FEZF2	-0.6724
SLC26A9	-1.98925
MAP2	-0.3995
LYL1	-1.33375
SLC25A19	0.127833333333333
NOS3	0.243
ZNF34	0.878
TMPRSS11F	-0.324666666666667
FAM43A	-0.36475
FCRL4	0.353
KLF14	-0.003
FLRT2	-0.970166666666667
WRN	-1.4755
SDF2	1.4037
KRT8P12	-0.19825
C6orf195	-0.106
C9orf125	-1.79033333333333
DZIP3	0.462875
RIT1	0.245416666666667
SCML1	-2.05633333333333
RHBDF2	-0.01225
OR2G3	0.2065
REXO1L1	-0.495
MAP3K7IP3	-0.170375
C3orf57	-2.38325
FBXW11	-0.575166666666667
ETAA1	-0.21275
C14orf131	-0.1343
AKT1S1	-0.09275
SLC12A5	-1.417
C9orf164	1.30825
NRIP3	0.148375
NOS1AP	0.14575
TMEM121	1.76925
SAP30BP	0.5957
DGCR6	0.33
WDR76	0.39025
FAM82B	-0.318666666666667
LOC606495	0.1825
MAP9	2.89033333333333
BCDIN3D	0.35975
CXorf36	3.18916666666667
DSCR3	0.122
ZFAND3	0.407625
C7orf43	0.569333333333333
SPSB3	0.8174
C19orf19	-0.092
FAM133A	-3.249875
C12orf25	0.11625
SLC39A3	0.440625
DISP2	1.0685
PI4KAP2	-2.2215
MKRN3	-3.27783333333333
ADAMTS13	-0.17425
CBLN3	0.4174
TTYH1	-0.4785
C3orf18	0.85575
FLJ13236	0.601
ZMYND12	1.75225
C18orf25	0.06375
GLB1L3	-0.9025
ATP13A5	0.4975
RANBP10	0.17425
CD96	-0.8854
DENND1C	-0.42925
RBMS3	0.8542
SLC41A3	0.538333333333333
DGCR6L	0.39175
TMEM128	0.0405
CSNK1G3	0.0922857142857143
MOBKL2C	0.91025
TSPAN6	-0.001
MATN2	-0.2364
MSL2L1	-0.472833333333333
ST6GALNAC2	1.378
FGFBP2	-0.399
FGL1	-6.49033333333333
MPP3	0.769833333333333
ARHGEF6	0.8525
TGFBR2	0.019625
ACMSD	1.34425
IL33	2.78725
C9orf5	0.360666666666667
DEAF1	0.2403
AMN	-0.617
DEFA6	0.079875
RNF212	-1.5015
METT5D1	0.936
CIB1	0.1854
TSSK1B	-0.11125
KIAA1727	2.92925
ZNF680	0.700833333333333
LOC399900	-1.0665
LOC152217	-0.2845
CTNNAL1	-1.978
CIT	-1.30941666666667
TLE6	1.239
ZNF607	-0.12775
HERC4	-0.808333333333333
DRAP1	0.0241
PEMT	-0.696
C10orf111	-0.7295
ZNF575	0.447
KCTD7	0.121
MYO1F	0.429125
LOC285382	1.569
RAB11A	0.6276
PLCD3	-0.3305
C15orf28	0.031
PTBP2	-0.778625
CTB-1048E9.5	-0.524625
C19orf60	0.509333333333333
C7orf25	0.470666666666667
SETD7	1.4415
HOXB9	-4.3805
VANGL1	0.21325
CHAF1B	0.285
NDUFA3	-0.15875
KIAA1328	0.0353333333333333
SHARPIN	0.449625
TTC23	-0.433875
UGP2	-0.0126666666666667
ANKIB1	0.7187
CIRBP	1.317
SEC14L4	-3.67333333333333
OVCH1	-0.02
VPS52	0.31025
FAT	-1.49925
M6PRBP1	0.14975
GPRIN3	0.811
PPM1F	-0.997
TSR1	-0.0155
CCDC85A	2.2875
PCSK5	1.99475
ZFHX3	0.6305
HEMK1	-0.8787
PGBD2	0.34475
RSRC2	0.304833333333333
AURKC	-1.13166666666667
SCRIB	-0.136875
ORM2	-4.564
FAM115A	0.8809
FZD6	0.60225
UNC119	0.403666666666667
GPX3	-0.2522
NOV	-0.4975
CABC1	0.63075
CDC42SE2	0.30925
EIF2S2	-0.6284
RNF130	1.22675
CKAP5	-0.229166666666667
RP11-413M3.2	0.24875
C10orf18	0.3309
TMEM93	0.2985
DYX1C1	1.814
KCNMB2	-2.222625
ANK3	2.73675
KRT5	-0.134
CDH12	-2.05675
QRSL1	0.02275
JUB	-2.90725
SHC4	-1.4435
CCL15	0.646833333333333
CCDC22	0.34675
SNX24	0.0015
RARS	-0.1385
MORC2	1.23425
FAM48A	-0.13
MT1H	-0.341
PPP1R14C	-3.10166666666667
FOXD1	0.433428571428571
C1orf213	-2.301
AMT	-1.8645
DSN1	0.2845
PTPLAD2	2.269
DIS3L	-0.19825
RASL11A	0.64375
GPRC5B	-0.0635
FRMD7	0.096
STRN4	-0.09875
KITLG	3.67018181818182
HDGF	0.39525
OR1S1	0.379
SETX	0.2395
DDR2	0.10075
KCTD12	1.23125
LYZL2	2.0195
WDR52	0.904
TMEM2	0.389
ZNF579	0.163166666666667
LOC200810	-0.101
TNFSF9	-1.648875
PPFIA4	-3.15325
CNIH3	0.075
MAP4K4	-1.13635714285714
ROD1	0.227357142857143
ALS2CR12	-0.5095
DOCK3	-2.47416666666667
PAQR9	-5.19675
ASB17	-0.629
STX16	-1.153625
FEZ2	0.557333333333333
DLAT	-0.270166666666667
KIF21B	-1.26733333333333
CDC5L	0.6015
TMEM119	2.28183333333333
CRIP3	-2.2275
TPSD1	0.829333333333333
TEPP	-0.25325
GNGT2	1.0245
C21orf121	-0.3345
WNK1	-0.136833333333333
FLJ10490	0.1726
OR51B5	-2.7985
LOC203547	-1.009875
HAS1	0.161
PPA1	0.199166666666667
ST7	-0.561
C11orf46	1.1347
POPDC3	-4.40916666666667
ACOX2	1.08216666666667
ATCAY	-0.708333333333333
TM4SF19	-2.565
MFSD9	-0.353333333333333
PDHB	-0.66875
ERN1	-0.06225
LCE3C	0.011
GPR111	-0.633
NOTCH3	1.28683333333333
ADAMTS5	1.8725
B3GALT1	-1.3285
UGCGL1	-0.0983333333333333
FAM58A	0.1495
FBXO32	1.778
CLPP	0.58425
NXPH1	-1.16525
MTMR3	0.924833333333333
ATP1B3	-0.764125
TMEM16A	4.40925
HIST1H3F	-0.118166666666667
TRIM25	0.297333333333333
SDCBP2	2.4685
CRKL	-0.931125
HOXB2	-0.122833333333333
ANP32B	-0.1675
GATM	4.603
AP4E1	0.315
EDG5	0.685875
CDKN3	-0.706666666666667
CDH4	-2.3435
PGD	-1.23466666666667
RND1	1.6375
GAD1	-3.0427
MPG	-0.004875
LOC440350	-0.823
ZNF133	-0.39675
SERPINB12	-0.109
AMELY	-0.245333333333333
DHX36	-0.46925
TNFAIP8L2	2.24033333333333
PHTF2	1.02827777777778
CCDC112	-0.0615
IQCC	0.44775
HEYL	3.24583333333333
FTSJ2	-0.118833333333333
APPL1	-0.017375
RAB43	-0.408714285714286
OR10G2	-0.014
WAC	0.370666666666667
ADCY9	1.351875
RUNDC2B	0.2765
PYCRL	0.8257
AGPAT7	-0.4885
SLC22A9	-1.53416666666667
CDKAL1	0.474
PDYN	-1.1428
C20orf74	-0.374
MTMR11	1.57025
VAV3	5.962
DAPL1	0.58775
STXBP3	0.54225
EIF3G	0.25875
ARHGAP22	-1.1885
NPFFR1	0.2345
NPC1	-1.10333333333333
ALDH9A1	1.38716666666667
ZNF600	0.353625
ZNF678	0.754833333333333
RASSF1	-0.66325
ADD2	-2.761625
PITPNB	-0.158125
PKD2L2	0.012625
LRP11	0.56975
CDKL1	0.05
SMEK2	0.1225
PRODH2	-3.27816666666667
C11orf54	1.0615
SFRS11	-0.144666666666667
IL7	-0.0055
ALS2CR16	0.779
BTG3	-0.289166666666667
PAK2	-0.0523888888888889
RP11-679B17.1	-0.17875
GATA4	-0.0905
ATP2B1	-0.075
LOC130940	1.9445
C1orf172	2.701
ATF7IP2	-0.358
SLC25A43	0.2595
CENTG3	0.0113333333333334
IGF2BP1	-4.0977
FCHSD1	0.1945
CAMK2N2	0.157833333333333
ELAVL3	0.3038
NBPF15	0.564833333333333
UBE2J2	-0.386583333333333
GNL2	-0.4165
PRR3	-0.1314
NLF2	0.52225
OR4F6	-0.832
KLHL24	0.602
CCDC88A	-2.161
SGPP1	-1.7255
C10orf11	-0.5085
SLC35B4	-1.44816666666667
UGT3A2	-1.7005
ARNT2	1.3288
CBR1	0.51975
ITPR3	0.516166666666667
TRAPPC6B	0.0795
AMZ1	1.44
ARP11	0.71625
WDSUB1	1.171
APBA1	0.655166666666667
RAB2A	0.7052
C6orf162	0.209375
HPSE2	0.76125
PLCE1	-1.214
INSL3	0.086
DLG1	-0.2064
PTPLA	-3.728
PIGX	0.948875
TFIP11	-0.0895
FIBIN	2.832
POLR2G	0.24575
GRAP2	-1.1595
DNAJB8	0.06425
CNBP	0.327166666666667
WASF1	-2.29225
INPP5E	-0.482
HSPB1	0.6513125
TMEM167	-0.3996
CUBN	-0.118
IGF1	2.983
ITPK1	0.6511
NAALAD2	-1.37075
G3BP1	-0.0235
NT5DC1	0.74475
CYP39A1	-0.341
TMEM139	0.182083333333333
POLK	-0.5509
GLULD1	-1.9765
RBM15	-0.808166666666667
AMZ2	0.69275
GDF15	-1.84833333333333
MESDC2	-0.0685
INCA	0.410166666666667
ACY1L2	-3.4345
GZMM	-0.131166666666667
PAIP1	0.51525
CACNA2D1	-0.24125
STK32C	-0.156166666666667
SH3BP4	0.761666666666667
DEC1	-0.254
PADI1	0.1585
UBB	0.2785
PON3	1.19983333333333
PROP1	0.165
ANKRD13B	0.801
ADCK1	1.33925
TCF25	0.115
SLC38A5	-2.8205
CXorf26	-0.545833333333333
C19orf39	0.92
PPP1R13B	-0.0525
ARL2	-0.2345
TCL6	0.19
TOP3A	-0.2535
SLC16A14	2.533625
FXYD6	1.23433333333333
HIST1H4E	-0.97175
BBC3	0.0849473684210526
UNC5A	0.420666666666667
FAM86C	-0.4177
PI4KB	0.628625
B3GAT1	-3.60325
SUSD2	1.55
OAZ2	-0.510333333333333
NOC4L	-0.07825
C10orf12	0.17775
FADS1	-0.395
LOC144097	-0.0345
DKK2	0.281
KIAA1949	0.07825
RHOT1	0.8801
OXT	1.0935
GPR153	0.28925
ARL4A	-1.19766666666667
SAAL1	-0.723
CCDC64	1.031
USE1	0.176333333333333
HNMT	0.362833333333333
PCGF3	-0.1735625
CYP2C19	0.24125
C20orf4	0.222
CCDC11	0.73675
ACSBG2	0.10375
RWDD2A	-0.01875
PALLD	2.564125
CPLX4	-0.1525
