Hybridization REF	TCGA-A2-A0SX-01A-12R-A084-07
ZNF434	-0.543333333333333
SMARCD1	-0.131333333333333
ZFP106	-0.667
ZNF347	0.0798
GTF2E1	0.326
RY1	-0.556666666666667
ATAD2B	0.416625
ARHGAP17	-0.2877
KCNIP3	1.437
SFPQ	0.46775
GFRA4	-0.256
AKR1B10	-3.81825
TIGD6	-0.0915
RGS16	2.969375
URB1	-0.145166666666667
OR4C46	0.321833333333333
TOP3B	-0.821
NFATC4	0.0965
CA14	-5.5915
BMPR1A	0.9555
SNRP70	-0.30775
PRL	0.06075
C6orf130	-0.562
STAG2	-1.27725
CD55	-0.660285714285714
RPS23	0.89
SSX2	-1.97466666666667
FDPSL2A	0.221
FBXO27	2.848375
SYNGR3	-1.346
TMSL3	1.391
EML1	-0.791
NUP93	0.0864166666666667
SMAD3	-0.7335
KIAA1189	1.40833333333333
HNRPUL2	0.693666666666667
TBC1D12	0.736666666666667
C16orf24	-1.35525
MRVI1	0.702666666666667
ZNF581	-0.520166666666667
ELOVL3	2.659
OR51Q1	0.0963333333333333
CACNB3	2.06016666666667
GALNT13	0.858125
C10orf84	0.753125
NEDD4	-1.2917
SPO11	0.515
OR5AU1	-0.2565
NEK4	-0.529214285714286
PRKAR2A	-0.555
IHPK1	0.0523333333333333
ATP6V0B	0.289625
CACNA1E	0.1215
CEACAM8	0.1582
PEX14	0.078
FLJ12993	-1.0695
ZBTB38	0.926916666666667
PCTK2	0.673166666666667
LRRC16	0.067
FBLIM1	1.96508333333333
FYCO1	0.1975
RP5-1022P6.2	-0.2135
CMTM1	0.868666666666667
PLTP	1.41333333333333
RAPH1	0.33925
DOCK8	2.109375
EZH2	-0.5486
SLC25A1	-1.15016666666667
PLEKHB1	1.3604
GRB7	1.1396
ZFP37	0.7065
MRPL33	-0.41725
PELO	-1.0005
ARMC1	0.251090909090909
C9orf27	0.314714285714286
FLJ25778	-0.9905
C9orf37	-1.47683333333333
TMEM66	1.3945
SPRN	-0.067625
HBEGF	1.362
PI4KA	-0.887
LEPRE1	-0.5255
POU2AF1	1.61125
MRPL12	-1.16066666666667
REP15	-0.6445
ZC3H3	0.6165
RASAL1	0.30575
DDAH1	0.223625
ACBD5	0.444625
TMC2	0.3935
CCDC137	-1.283
SAMD13	0.753666666666667
UGT2B15	-2.61625
TIPARP	-0.6875
DNASE1L3	2.2525
TRIM72	-0.114166666666667
DBX2	0.472
IPO8	0.15775
C21orf88	0.2722
MAP3K14	0.84875
LOC51233	0.316
GGTLA4	1.11
PDE6D	0.8875
ZNF117	0.70775
CLK2	0.365375
NKRF	-0.71875
TNFSF15	1.5369
DUSP2	1.5735
SECISBP2	-0.1989
GABRR2	-0.668
PPAP2C	1.75675
LOC51145	-0.158166666666667
PAG1	0.64225
PIK3C3	-0.41625
GNG10	-0.117
APOL4	0.700333333333333
ANKRD28	-0.83075
STMN3	-1.8183
RAB14	0.4852
CDK2AP2	-0.60025
HDDC3	-0.661375
COMMD7	0.502625
CXXC1	-0.20475
HMCN1	0.0316666666666667
CD40	1.7095
DYNC1LI2	0.364
GDI1	0.0945
LOC646938	-0.527
VSNL1	0.0696666666666667
PIH1D1	-0.484666666666667
RAET1G	-1.6265
KRTAP5-9	0.306
EFTUD2	-0.31575
ZNF311	0.0558333333333333
ATP6V1G3	0.616
OR2W3	-0.513
SCN4A	0.395
MED10	-0.431875
FAM135A	0.4969
ARHGAP4	0.06225
EHMT2	-0.794
UFD1L	-0.59425
ERMP1	-0.056
MAG1	-1.41766666666667
THAP8	1.24566666666667
HACE1	0.534833333333333
FAM82C	-0.0821666666666667
C3orf20	0.0375
UNC84A	-0.534
SCD5	1.68628571428571
LASS6	0.90425
LSG1	0.596833333333333
MAL	-3.46325
GPR22	-0.0515
WDR5B	0.50825
ACTRT1	-0.513
C17orf60	0.930833333333333
GRIN2C	0.348
ARMC8	-0.4685
SLC47A1	-1.47733333333333
DMPK	0.84575
DHRS13	-1.26766666666667
SMC1A	-0.205
KRTAP17-1	3.30025
SMYD5	-0.1325
TUSC2	-0.673875
CRHR2	0.7345
KIR3DL2	0.471
CCDC104	-0.28375
ATP2C1	1.037375
CROT	-0.1055
PABPC3	0.980166666666667
EGR1	1.4575
THSD1	0.06225
KHK	-0.60625
SLC12A2	0.4493125
CD58	0.01975
STOX2	0.897166666666667
CCDC76	-0.2464
CCDC48	1.99875
DNAH1	0.409833333333333
ZIC4	1.598125
OR1G1	1.115
PSMC6	-0.631666666666667
PROKR1	-0.369
ABCB1	-0.808125
TRAT1	1.56325
LLGL1	0.133
MTF1	0.2545
USP54	1.62075
PAGE2B	-2.559
ITGB7	-3.2285
CCDC81	-0.133
LOC149837	0.98025
SCUBE1	-0.8215
ZSCAN10	0.012
HUWE1	0.00150000000000001
CDH17	0.623
CD180	2.04875
IL17A	0.03075
TMPO	-0.0718749999999999
KIAA1524	-0.940666666666667
HDGFRP3	-0.174833333333333
OXCT1	-0.393636363636364
RRAS2	-0.686333333333333
LTBP2	2.607
SV2B	2.52766666666667
CYP2A6	1.8025
PKD1L2	0.338833333333333
PPM1M	0.90925
FLJ22662	1.6115
ZNF502	-0.45925
GP6	-0.60775
CRYBA2	-0.019
LEF1	-1.5349
CTPS	-0.744714285714286
EYA1	-2.97883333333333
EPS8L1	1.34725
MAPK14	-0.21625
SERPINB2	-1.65975
GTF2F2	0.355666666666667
ZNHIT4	-0.2055
PLA1A	0.82775
C20orf114	-0.272666666666667
HPR	-3.016
C18orf2	-3.64516666666667
SATB2	-1.831
KCNJ9	0.0305
MGC157906	-0.109
MOCS3	0.5805
C17orf71	-0.33
PPHLN1	0.1639
HIST1H2BN	-2.372375
RAPGEF1	0.089375
MAP3K8	1.00425
DLG4	-0.520166666666667
STC1	-1.60683333333333
CDGAP	2.94975
DDX26B	-0.224
LOC150223	-1.7235
CPSF3	-0.354833333333333
TMEM14A	0.302
MYH3	-0.45175
GPKOW	-0.031
SULT1A1	-1.51866666666667
SPON1	3.6605
YY1AP1	0.750333333333333
RAB23	0.47825
PLA2G4A	-3.466
MAPRE3	-0.17125
ZNF516	-0.163214285714286
GGPS1	1.092
EXOC3L2	-0.233125
C19orf42	0.5825
MAP2K2	-0.379166666666667
HIST1H2BB	-1.82375
RNF19B	1.95816666666667
C6orf128	1.30416666666667
TLR8	3.8465
PCDHA9	0.7625
CARS2	0.609625
CLUL1	0.747833333333333
RHAG	-4.95216666666667
UNK	-0.223
EXOC8	0.8673
C9orf95	0.97825
C14orf143	-1.0285
MAML3	-0.031375
LDHA	-1.655
MRPL20	-0.362
KLHDC6	3.085
ATP5S	-0.0336666666666667
C8orf55	0.86975
PHF19	-0.996125
KRTAP13-4	0.4
TTC5	0.69675
XKR5	-0.4815
SILV	-4.82616666666667
TEX28	0.176
TCTN1	0.1135
CX40.1	-0.13625
PPP2R5C	0.159375
C12orf30	-0.952833333333333
CAPG	2.589
MPZL1	0.69685
ARSB	-0.386833333333333
TDH	-2.16175
WASF4	-0.07775
TSSK3	-0.872166666666667
7A5	1.687
CRISPLD1	1.12525
MAD1L1	-0.8975
SPIN4	0.249833333333333
AMPD1	2.14775
DPYSL5	-0.51
INPP1	0.8005
ANKRD11	-0.743777777777778
NPAS4	-0.029
GCET2	1.076
RNASE9	-0.0355
GUCY2D	0.14
CCDC98	-0.31625
FGF4	-1.313375
CPM	0.548166666666667
SLC26A4	-2.15333333333333
PLD5	0.86375
FAM59A	-0.1642
FBXO5	-0.569888888888889
SIPA1L1	0.29925
DPYS	0.518
ATG4D	-0.208
TGM3	0.224
MTCH1	0.648875
HK1	-0.0175714285714286
CDC26	-0.258375
GALNT12	-1.27433333333333
LOC339229	-0.902
MRPL35	-1.061625
ORC4L	0.73975
TNKS	-0.604928571428571
C2orf24	0.934833333333333
ZNF553	-0.5745
GGTLA1	2.4558
ZNF497	-0.565
CDY1B	0.778
SLC30A4	0.57775
TUB	-0.0125
ARHGEF18	1.315
ARRB1	-0.0495
KCNK1	1.409875
EREG	-2.7032
SCAMP5	0.2835
RUNDC3B	0.255
ADAMTS20	-0.22775
IL17RB	0.820625
FLJ20323	-1.1085
MCAM	0.629375
POLR3E	-2.09533333333333
AQR	-0.3465
IPMK	0.7785
CDCA7	-1.59625
CAMP	-0.26525
GRHL3	3.78625
ADAMTSL2	0.627
CLMN	1.00433333333333
SSTR3	0.5145
MAGEA5	-2.32133333333333
OVOL2	3.70625
JMJD1B	-0.09
RBL2	0.5195
PYGO2	0.8035
PPP1R10	0.249
CSE1L	-0.751166666666667
LCA5	1.04
RDH16	0.32375
ASRGL1	-1.070125
TOM1	0.989833333333333
PTX3	-3.65775
TTC15	0.3935
SCGB3A1	1.64866666666667
MRPL50	-1.07375
RCAN3	1.384625
SLC26A11	0.24375
STYX	-0.405166666666667
CINP	-0.287
MARCH7	0.39175
PFKM	-1.01766666666667
SGMS1	0.802
RIOK3	-0.1797
C1orf110	2.2795
CES7	0.131125
LOC440248	-1.364
PPP1R12C	0.00725
C10orf27	0.7395
ATG9A	-0.3105
MRPS26	0.14475
TMEM40	0.328
ELP3	-0.3864
ZNF787	0.3477
HIAT1	0.7935
C8orf34	0.511833333333333
MGC4655	0.4314
PELI1	1.80266666666667
PPT1	0.6465
SLC35C2	0.122666666666667
C6orf125	-0.77225
MUC4	-1.70416666666667
RFC4	0.0925714285714286
GNB2	0.505166666666667
NUP50	-0.532285714285714
SULT4A1	-0.481833333333333
C7	2.50725
CCDC130	0.700333333333333
ARRDC4	-0.0365
RQCD1	-0.05575
GLYCTK	-1.75575
AYTL2	-1.18809090909091
MTUS1	0.6049
LEMD3	0.270166666666667
PLEKHF2	0.311
HOXA7	-0.345
GTF3C2	0.2365
DYNLRB2	2.229
CNOT10	-0.384
MR1	0.857
FFAR1	0.27025
PRIC285	-0.10275
SLITRK6	4.02725
LIX1	-2.1924
UBE1L2	-0.651583333333333
F8	1.107625
ACHE	0.362166666666667
KPNA5	1.18925
TNFRSF12A	0.015
EGR3	0.3445
SERPIND1	-4.15116666666667
OASL	2.78475
IFRD1	-1.161
WDFY1	0.7045
ZNF267	0.975
ACCN5	0.0265
ZBTB6	0.25875
PPP1R3A	0.422
PRRT3	-0.65775
FBXL19	-0.3875
TXNIP	0.237357142857143
ACTN2	0.63525
ATG9B	-0.343
C9orf117	-0.26325
IL27	-1.745
RPL36AL	-0.333166666666667
KLK15	0.119333333333333
CHAD	0.566
RAP2B	0.0303
HEBP2	3.49675
ZNF342	0.7625
CAMK2G	0.138666666666667
TLR3	1.0855
FGF14	0.1
HMGB2	-0.64775
TRPM5	-0.566833333333333
OR5M11	0.71
KIF3B	-0.148947368421053
PRICKLE2	0.64275
MTMR9	-0.068875
C3orf27	-0.14775
GLRA3	-2.2508
NSDHL	-0.303333333333333
TMEM32	0.1385
POLR2D	-0.666333333333333
MYADML	-0.1905
C9orf114	-0.7315
MRGPRX1	0.0995
TOPORS	1.06375
CLDN19	-1.125
C1QL4	2.635
RNF165	-2.6865
DHRS9	1.34333333333333
DNAH2	0.178166666666667
FXR1	0.0953333333333333
ZMYM3	-0.674125
CASP3	0.0656666666666667
FAM120C	-0.58575
SCLY	-1.16675
CA7	-0.104
ENTPD5	-0.885833333333333
ZNF461	1.044
PDIA5	0.10875
C1orf19	0.0678333333333333
TMEM67	-0.18075
KCTD20	-0.17125
WDR47	0.689
FLJ38723	0.1885
KLRF1	1.14633333333333
TAS2R16	0.7975
CLDN12	0.301
PRKCE	-0.356
UBXD4	0.52825
ITGAM	3.13483333333333
GLT8D3	-0.185125
WDR31	0.5667
RGS2	1.58925
OR51L1	0.286
MST1R	-0.07525
KIAA1737	0.4025
OR4A5	-0.0555
GLIS1	-0.0183333333333333
PTMA	1.05657142857143
NAPA	0.414
PRDM11	0.178
LIPF	0.89
DIRAS3	-0.01725
ASGR2	-4.732
C1QTNF4	-0.5145
PIK3R4	0.281333333333333
ARMC3	2.145
NDUFV3	-0.744166666666667
BTBD3	0.0465
PPP1R2	0.870166666666667
UBE2NL	0.27075
FOSL2	1.54207142857143
FAM119A	-0.5025
TUBA4A	0.6596
KRTAP12-1	0.17275
SFRS2	-0.0995
RHPN1	-0.9135
EEF2	-0.0165
ZDHHC11	-2.87766666666667
EPHA3	-1.9522
RBM12	-0.7285
H2AFJ	-0.825916666666667
EDIL3	2.549
KIF26A	-1.9135
SERGEF	0.057
B3GALT4	1.90725
LOC90925	3.14266666666667
OSCAR	1.34
NPFF	-0.142875
DEDD	0.638875
TMEM155	-0.24325
PTPN1	0.245
SCYL2	0.720666666666667
SKAP1	3.0865
LEAP2	-3.46916666666667
GADD45G	2.2058
IFITM3	0.79975
PILRB	-0.382333333333333
SLU7	0.1823125
DSC3	4.13275
DNMT3L	-1.80825
PAPD5	-0.341
B3GNT3	1.48933333333333
LHCGR	-0.0175
MSL-1	0.7835
UBE2S	-1.525375
SAP130	0.005
ANAPC11	-0.2965
MAGED4B	-0.552
ATP6V1B2	0.856833333333333
C14orf179	0.305125
CAPZA1	0.700375
CDYL2	-1.014
GLRX3	-0.398166666666667
LOC136288	0.54275
MOBKL1A	-0.48775
HTR2B	2.7255
CRYGD	-0.2735
NUS1	0.609333333333333
PGRMC1	0.8535
MYOM2	0.495
FLJ39653	-1.16583333333333
CHM	0.0752
OR5M8	-0.081
ZNF619	-0.6405
FAM105A	1.34375
CCNL1	-0.294
NAP1L3	-0.165
C10orf57	1.86133333333333
B3GALNT1	1.71883333333333
CSN1S2A	-0.3635
TCP10L	0.832
GDAP2	0.5435
DMKN	2.1145
COX6B1	0.9555
DNASE2	1.18983333333333
MSH5	-1.83925
LGMN	0.268
USP31	-0.1233
OR13C8	0.1345
SDCBP	0.1973
NUDT11	-0.341333333333333
PYGL	-0.102666666666667
SNPH	-1.21616666666667
B3GNT4	-1.0565
MIZF	-0.0925
NUBPL	-1.130125
NOD1	0.200833333333333
CDH22	0.18575
NUBP1	-0.133666666666667
DSCAM	-4.5715
DGKI	0.7135
FAM136A	-0.306
AKAP1	0.223333333333333
SLC16A6	-1.77325
RIN3	1.25975
PSG2	0.00925000000000001
DIP2B	-0.274583333333333
PSORS1C1	-0.3607
KIAA0495	-0.032
FLJ90709	-0.6445
LPA	-0.245833333333333
PIGA	0.211833333333333
LY75	3.70716666666667
UTS2	-5.27583333333333
RREB1	-0.241375
GALNACT-2	1.4667
MGC3196	-1.08125
FLJ31568	1.44325
LPHN1	-0.24425
SP1	0.931375
TOX4	0.425833333333333
HSPA9	-0.6597
APOBEC1	1.6275
SLC35E4	-0.5565
LSM5	-2.0105
SURF1	-0.1705
ZBTB1	0.304166666666667
GTF2F1	0.519125
RPS15A	-0.786357142857143
DUSP21	-0.7998
GINS4	-2.57283333333333
MYO15A	-0.243666666666667
GIMAP7	4.1345
MGC13379	0.65825
ATP6V1E2	0.637666666666667
UTP3	-0.674
HNRPA3	-0.2085625
MT4	-0.319
C14orf155	0.32625
U1SNRNPBP	0.154
CKLF	-0.537666666666667
PLEKHN1	-0.916
MBNL1	0.525833333333333
NUP160	-1.18675
ACSM2A	-1.70225
LOC129881	0.14225
KIAA1529	-0.14575
FLJ22639	-1.45825
HAND1	-1.8635
GSX1	-0.306
FGA	-4.333625
SERPINB1	-0.33275
ZNF642	0.58475
IGFBP1	-9.1325
SLC1A1	0.449
DHX57	0.065625
ZNF766	0.153
PTPN21	0.2098
GDPD3	-2.04916666666667
PNPLA5	-0.6695
TBR1	-0.381333333333333
FAM116A	-0.04825
IQGAP1	0.388375
FOS	2.392125
ZNF226	-1.267
FIGNL1	-1.097
C14orf1	-0.107833333333333
ZMYND17	0.068
PUS7	-0.3625
TUBB6	-0.15875
KCNQ2	-2.2135
MARCH6	-0.260833333333333
CCDC33	-0.201
PRODH	-1.8805
RBM11	1.17075
EPHA6	0.513125
SLC43A1	-1.35225
LOC196541	2.165125
NTN1	1.67408333333333
ING4	1.378
PCDHB10	1.19275
DPH2	0.0476666666666667
SPACA4	-0.8955
FBXL21	-3.577
DIAPH1	0.1385
ZNF71	1.222
CEP76	-0.7195
CORO1A	0.89625
RRM2	-1.092875
EDG4	1.329
OS9	0.9095
SLC4A1AP	0.2715
COG5	-0.10875
COPS8	-0.047
NGLY1	-0.75875
NCBP2	0.0005
C17orf42	0.0441666666666667
GPSM3	0.480625
SIL1	-0.0608333333333333
ASB6	0.1985
SMAD5OS	-0.384166666666667
UNC93A	-3.729125
A1BG	-1.19666666666667
C21orf62	1.1995
FMO5	-0.235916666666667
ATRIP	-0.687666666666667
CEBPG	2.27933333333333
C7orf38	0.294666666666667
TNFRSF1B	1.49383333333333
CLEC1A	1.5315
IQSEC1	-0.1315
PATZ1	0.5976
RBM22	0.75425
BAG2	-1.55166666666667
PAQR5	-2.1525
C9orf127	0.1587
THNSL1	0.828
SHROOM3	1.4477
JAM2	0.674
SNRPN	-1.6355
ALX4	0.039
CACNA1S	-0.213
FAM130A1	0.96325
CORIN	3.3995
CD300LB	0.4565
PLEKHG6	1.1015
LRRC40	-0.43775
PCLKC	-2.09575
PCDHB16	-0.872333333333333
WNT2B	-0.173166666666667
ASNS	-0.857444444444444
MRPL49	0.179875
FLJ46111	0.39675
ISG20	1.01675
SMU1	0.510833333333333
CASZ1	-0.074
POLR1D	0.0278333333333333
GIN1	-1.23175
SNAG1	-0.106666666666667
ANKRD29	-1.3345
CDKN2AIP	-0.44225
KRR1	-0.20425
CXCL1	0.389333333333333
EPM2A	0.8871
PC	-0.8685
DEFB127	1.5345
PDZRN4	1.33783333333333
FAH	-1.362375
OR51E1	0.73
CDC2L6	0.234166666666667
DNTTIP1	0.09025
PAX8	-0.457
TMEM116	-0.3095
C1orf150	0.3125
PRO2012	0.09775
MRPL40	-1.3645
BEX1	-3.1913
SLC2A4	-0.651333333333333
PKMYT1	-1.079
FEZF2	0.312333333333333
SLC26A9	1.4735
MAP2	2.38216666666667
LYL1	-0.94075
SLC25A19	-0.244166666666667
NOS3	-0.8585
ZNF34	0.7815
TMPRSS11F	0.03775
FAM43A	0.37975
FCRL4	1.63866666666667
KLF14	-0.16025
FLRT2	-0.191833333333333
WRN	-1.4
SDF2	0.3816
KRT8P12	0.89025
C6orf195	2.019
C9orf125	-0.628
DZIP3	-0.552125
RIT1	0.116083333333333
SCML1	-0.511166666666667
RHBDF2	0.723125
OR2G3	-0.2185
REXO1L1	-0.6655
MAP3K7IP3	-0.401625
C3orf57	-1.51025
FBXW11	-0.391666666666667
ETAA1	-1.189
C14orf131	-0.4637
AKT1S1	-0.8325
SLC12A5	-1.30985714285714
C9orf164	1.48175
NRIP3	-0.682875
NOS1AP	-1.35275
TMEM121	-1.45425
SAP30BP	0.4572
DGCR6	-0.38475
WDR76	-0.65875
FAM82B	-0.18975
LOC606495	-0.1205
MAP9	1.437
BCDIN3D	0.27625
CXorf36	2.79
DSCR3	-0.186
ZFAND3	0.37975
C7orf43	0.141833333333333
SPSB3	0.404
C19orf19	-0.39075
FAM133A	-2.933375
C12orf25	0.163
SLC39A3	-1.3785
DISP2	-0.175
PI4KAP2	-1.7925
MKRN3	-0.222
ADAMTS13	-0.8635
CBLN3	0.3486
TTYH1	2.46233333333333
C3orf18	-0.53625
FLJ13236	-0.25925
ZMYND12	1.637
C18orf25	-0.023375
GLB1L3	-0.667
ATP13A5	4.431
RANBP10	-0.14875
CD96	0.6542
DENND1C	1.272
RBMS3	0.9922
SLC41A3	0.822833333333333
DGCR6L	-0.3535
TMEM128	-0.003
CSNK1G3	-0.260857142857143
MOBKL2C	1.209125
TSPAN6	-0.51025
MATN2	-1.1125
MSL2L1	0.204166666666667
ST6GALNAC2	-1.78816666666667
FGFBP2	0.432125
FGL1	-7.13766666666667
MPP3	-1.69616666666667
ARHGEF6	1.04516666666667
TGFBR2	0.760375
ACMSD	-0.733
IL33	3.94
C9orf5	-0.448916666666667
DEAF1	0.0423
AMN	-0.126
DEFA6	-0.20475
RNF212	-0.32775
METT5D1	-0.631
CIB1	-0.2012
TSSK1B	0.4355
KIAA1727	1.19
ZNF680	0.3985
LOC399900	0.0955
LOC152217	0.0725833333333333
CTNNAL1	-3.797
CIT	-1.62183333333333
TLE6	-1.5095
ZNF607	-0.05725
HERC4	-0.349833333333333
DRAP1	-0.5884
PEMT	-0.26225
C10orf111	-0.042
ZNF575	0.516125
KCTD7	-0.04375
MYO1F	1.32775
LOC285382	1.341
RAB11A	0.1315
PLCD3	-0.5545
C15orf28	0.07775
PTBP2	0.566875
CTB-1048E9.5	-0.12
C19orf60	-0.389833333333333
C7orf25	-0.149333333333333
SETD7	0.389125
HOXB9	-3.1795
VANGL1	-0.0845
CHAF1B	-0.58475
NDUFA3	-0.439
KIAA1328	0.235
SHARPIN	0.466375
TTC23	0.3145
UGP2	0.709833333333333
ANKIB1	0.4916
CIRBP	0.334
SEC14L4	-3.27933333333333
OVCH1	-0.038
VPS52	0.19275
FAT	1.121
M6PRBP1	-0.05275
GPRIN3	1.4125
PPM1F	-0.758166666666667
TSR1	-0.047
CCDC85A	2.4375
PCSK5	1.473
ZFHX3	-0.419
HEMK1	-0.8303
PGBD2	0.65025
RSRC2	0.339666666666667
AURKC	-0.999666666666667
SCRIB	0.27325
ORM2	-2.76983333333333
FAM115A	-0.194
FZD6	0.5145
UNC119	0.106833333333333
GPX3	0.5993
NOV	0.451
CABC1	1.27325
CDC42SE2	0.8799375
EIF2S2	-0.1234
RNF130	0.792625
CKAP5	-0.3575
RP11-413M3.2	-0.174375
C10orf18	0.7614
TMEM93	-0.57475
DYX1C1	1.03875
KCNMB2	-1.592
ANK3	3.254
KRT5	3.3534
CDH12	-0.987
QRSL1	0.444
JUB	-0.3485
SHC4	-0.976125
CCL15	1.6605
CCDC22	-0.5185
SNX24	0.0855
RARS	-0.79725
MORC2	0.732875
FAM48A	0.752
MT1H	-1.621
PPP1R14C	1.99616666666667
FOXD1	-0.161785714285714
C1orf213	-2.5755
AMT	-0.8612
DSN1	-0.34875
PTPLAD2	2.69175
DIS3L	-1.05325
RASL11A	1.73975
GPRC5B	0.371875
FRMD7	0.1475
STRN4	0.23725
KITLG	0.409363636363636
HDGF	0.669
OR1S1	-0.17
SETX	0.1557
DDR2	0.586125
KCTD12	2.0065
LYZL2	-1.041
WDR52	0.2055
TMEM2	-0.093125
ZNF579	-0.0331666666666666
LOC200810	-0.17575
TNFSF9	-1.67075
PPFIA4	-3.15725
CNIH3	-0.125166666666667
MAP4K4	0.376857142857143
ROD1	0.406769230769231
ALS2CR12	-0.298666666666667
DOCK3	0.482333333333333
PAQR9	-4.4465
ASB17	0.2712
STX16	-1.105875
FEZ2	0.295166666666667
DLAT	-1.30233333333333
KIF21B	-0.6875
CDC5L	-0.087
TMEM119	2.78083333333333
CRIP3	-1.62375
TPSD1	-0.0448333333333333
TEPP	-0.1405
GNGT2	1.32825
C21orf121	1.058
WNK1	-0.0576666666666667
FLJ10490	-0.6187
OR51B5	-3.5685
LOC203547	-0.914875
HAS1	1.2515
PPA1	0.2735
ST7	0.108625
C11orf46	0.7584
POPDC3	-3.94416666666667
ACOX2	-1.817
ATCAY	-0.670166666666667
TM4SF19	1.61175
MFSD9	-0.650333333333333
PDHB	-0.6595
ERN1	-0.1695
LCE3C	-0.0405
GPR111	0.739
NOTCH3	1.93633333333333
ADAMTS5	3.05825
B3GALT1	-0.721333333333333
UGCGL1	-0.429333333333333
FAM58A	0.209333333333333
FBXO32	1.92175
CLPP	0.0275
NXPH1	-1.6455
MTMR3	0.715833333333333
ATP1B3	-0.578375
TMEM16A	3.149875
HIST1H3F	0.0683333333333333
TRIM25	0.241166666666667
SDCBP2	1.232
CRKL	-1.0155
HOXB2	1.52666666666667
ANP32B	-0.217875
GATM	3.493
AP4E1	0.02675
EDG5	0.287125
CDKN3	-1.35183333333333
CDH4	1.80125
PGD	0.479833333333333
RND1	-0.2715
GAD1	-1.5632
MPG	-1.141125
LOC440350	-0.8565
ZNF133	0.27725
SERPINB12	0.093
AMELY	-0.1245
DHX36	-0.34075
TNFAIP8L2	3.18233333333333
PHTF2	-0.0837777777777778
CCDC112	-0.384166666666667
IQCC	-0.689
HEYL	2.63566666666667
FTSJ2	-0.887
APPL1	0.35225
RAB43	0.187928571428571
OR10G2	0.003
WAC	0.2595
ADCY9	-0.96275
RUNDC2B	-0.138666666666667
PYCRL	-0.7229
AGPAT7	-0.3655
SLC22A9	-1.3296
CDKAL1	0.1055
PDYN	-1.5285
C20orf74	-0.55625
MTMR11	1.60825
VAV3	1.69933333333333
DAPL1	0.73675
STXBP3	0.20075
EIF3G	0.426
ARHGAP22	-0.03525
NPFFR1	0.4095
NPC1	-0.149
ALDH9A1	0.249
ZNF600	0.699375
ZNF678	0.761
RASSF1	-0.0535
ADD2	-0.592125
PITPNB	0.144375
PKD2L2	-0.34425
LRP11	0.028
CDKL1	0.18675
SMEK2	0.3695
PRODH2	-3.921
C11orf54	0.873833333333333
SFRS11	-0.2565
IL7	0.823833333333333
ALS2CR16	0.8465
BTG3	0.818333333333333
PAK2	0.143111111111111
RP11-679B17.1	-0.3825
GATA4	-2.0572
ATP2B1	-0.423
LOC130940	0.5775
C1orf172	2.47666666666667
ATF7IP2	-0.91225
SLC25A43	0.499
CENTG3	0.317833333333333
IGF2BP1	-4.3852
FCHSD1	0.3985
CAMK2N2	0.243833333333333
ELAVL3	1.3717
NBPF15	-0.0845
UBE2J2	0.731666666666667
GNL2	-0.1145
PRR3	0.0135
NLF2	0.0605
OR4F6	-0.539
KLHL24	2.68183333333333
CCDC88A	-1.1474
SGPP1	-0.854833333333333
C10orf11	1.15016666666667
SLC35B4	-1.42316666666667
UGT3A2	-1.2225
ARNT2	0.6064
CBR1	-0.6125
ITPR3	0.147333333333333
TRAPPC6B	-0.4249
AMZ1	-1.092
ARP11	1.05125
WDSUB1	0.47325
APBA1	0.433833333333333
RAB2A	0.8322
C6orf162	0.2715
HPSE2	1.912
PLCE1	2.5765
INSL3	0.9735
DLG1	-0.6307
PTPLA	-3.1675
PIGX	-0.67325
TFIP11	0.1695
FIBIN	3.2115
POLR2G	-0.39775
GRAP2	-0.08
DNAJB8	-0.086
CNBP	0.215666666666667
WASF1	-0.348
INPP5E	0.3864
HSPB1	-1.594625
TMEM167	-0.8961
CUBN	0.398
IGF1	3.07475
ITPK1	-0.7839
NAALAD2	-1.12775
G3BP1	-0.1504
NT5DC1	-0.44925
CYP39A1	3.1775
TMEM139	1.75483333333333
POLK	-0.4375
GLULD1	-1.09975
RBM15	-0.660333333333333
AMZ2	-0.321
GDF15	-4.51133333333333
MESDC2	-0.809
INCA	1.0485
ACY1L2	0.563
GZMM	0.202833333333333
PAIP1	0.32125
CACNA2D1	0.29775
STK32C	0.3895
SH3BP4	0.0676666666666667
DEC1	-0.2195
PADI1	0.0495
UBB	-0.09
PON3	0.956166666666667
PROP1	-0.053
ANKRD13B	0.7365
ADCK1	-0.2565
TCF25	-0.177583333333333
SLC38A5	-1.6495
CXorf26	-0.399833333333333
C19orf39	-0.041
PPP1R13B	0.987
ARL2	-0.9945
TCL6	-0.00716666666666668
TOP3A	-0.733
SLC16A14	-0.588875
FXYD6	2.7785
HIST1H4E	-0.658
BBC3	0.0228947368421053
UNC5A	-0.309833333333333
FAM86C	-0.4489
PI4KB	0.89725
B3GAT1	0.2415
SUSD2	1.0695
OAZ2	-0.475166666666667
NOC4L	-0.38775
C10orf12	-0.08125
FADS1	-1.41033333333333
LOC144097	-0.4055
DKK2	1.384
KIAA1949	1.0475
RHOT1	0.1996
OXT	1.51883333333333
GPR153	-0.02675
ARL4A	-1.89333333333333
SAAL1	-0.90325
CCDC64	-0.4085
USE1	0.342
HNMT	0.474833333333333
PCGF3	0.4919375
CYP2C19	0.33825
C20orf4	0.2035
CCDC11	0.37125
ACSBG2	-0.703
RWDD2A	-0.35875
