Hybridization REF	TCGA-A8-A07C-01A-11R-A034-07
ZNF347	0.4917
GTF2E1	0.288
RY1	0.4145
ATAD2B	0.57375
ARHGAP17	0.2739
KCNIP3	-1.58125
SFPQ	-0.122625
GFRA4	0.497166666666667
AKR1B10	-4.155875
TIGD6	-0.251
RGS16	0.536875
URB1	-0.117166666666667
OR4C46	0.236166666666667
TOP3B	-0.66875
NFATC4	-0.3345
CA14	-4.8355
BMPR1A	0.5945
SNRP70	-0.995875
PRL	-0.0876666666666667
C6orf130	-1.1085
STAG2	-0.499
CD55	-0.635428571428571
RPS23	-1.012
SSX2	-1.28366666666667
FDPSL2A	-0.13875
FBXO27	2.28425
SYNGR3	-1.6775
TMSL3	0.59925
EML1	-2.693
NUP93	-0.617916666666667
SMAD3	-1.4354
KIAA1189	0.483
HNRPUL2	0.946833333333334
TBC1D12	0.2005
C16orf24	-0.67175
MRVI1	1.0285
ZNF581	-0.164
ELOVL3	-0.191
OR51Q1	0.165
CACNB3	1.16183333333333
GALNT13	2.1075
C10orf84	0.9436875
NEDD4	-1.2535
SPO11	0.1765
OR5AU1	0.2465
NEK4	-0.787142857142857
PRKAR2A	-1.02416666666667
IHPK1	-0.567666666666667
ATP6V0B	-0.02225
CACNA1E	0.7755
CEACAM8	-0.111333333333333
PEX14	0.4445
FLJ12993	-0.3875
ZBTB38	-0.2185
PCTK2	-0.304
LRRC16	2.2145
FBLIM1	2.114
FYCO1	0.12575
RP5-1022P6.2	-0.914
CMTM1	-0.160666666666667
PLTP	0.392833333333333
RAPH1	0.913
DOCK8	0.709125
EZH2	-0.7824
SLC25A1	-1.61733333333333
PLEKHB1	1.623
GRB7	1.6172
ZFP37	0.477
MRPL33	0.3605
PELO	0.03025
ARMC1	1.16263636363636
C9orf27	0.00771428571428572
FLJ25778	0.218
C9orf37	0.0325
TMEM66	-0.50975
SPRN	-0.161375
HBEGF	1.290375
PI4KA	-0.579
LEPRE1	-1.297
POU2AF1	-0.461875
MRPL12	0.725166666666667
REP15	-0.547
ZC3H3	0.05775
RASAL1	2.61325
DDAH1	1.70775
ACBD5	-0.83775
TMC2	0.137
CCDC137	0.1225
SAMD13	0.0113333333333333
UGT2B15	-3.28266666666667
TIPARP	-0.70375
DNASE1L3	0.84425
TRIM72	0.554666666666667
DBX2	0.616
IPO8	0.59
C21orf88	-1.2219
MAP3K14	1.13025
LOC51233	-0.0415
GGTLA4	-1.2885
PDE6D	0.564
ZNF117	0.0555
CLK2	0.3335
NKRF	-0.92875
TNFSF15	-0.0954
DUSP2	1.078625
SECISBP2	1.0616
GABRR2	0.0155
PPAP2C	1.883
LOC51145	0.2665
PAG1	0.6035
PIK3C3	0.071
GNG10	-0.1835
APOL4	0.41
ANKRD28	1.065
STMN3	-2.5423
RAB14	0.8817
CDK2AP2	-0.38725
HDDC3	-0.638625
COMMD7	0.20275
CXXC1	-0.10775
HMCN1	-0.409666666666667
CD40	1.01175
DYNC1LI2	-0.46225
GDI1	0.372
LOC646938	-0.03325
VSNL1	0.5785
PIH1D1	-0.559166666666667
RAET1G	-0.3955
KRTAP5-9	0.1315
EFTUD2	0.3105
ZNF311	0.363166666666667
ATP6V1G3	0.00199999999999997
OR2W3	-0.403
SCN4A	0.203
MED10	-0.86175
FAM135A	1.757
ARHGAP4	-1.42525
EHMT2	0.338875
UFD1L	0.3635
ERMP1	-1.83325
MAG1	-2.393
THAP8	0.979
HACE1	0.803333333333333
FAM82C	-0.123333333333333
C3orf20	-0.094
UNC84A	-0.496833333333333
SCD5	0.206142857142857
LASS6	0.45225
LSG1	0.154083333333333
MAL	-5.12625
GPR22	-0.0015
WDR5B	0.72875
ACTRT1	-0.497
C17orf60	0.345333333333333
GRIN2C	1.1817
ARMC8	0.287416666666667
SLC47A1	-1.42683333333333
DMPK	0.24775
DHRS13	0.572833333333333
SMC1A	-0.223666666666667
KRTAP17-1	0.46225
SMYD5	-0.14675
TUSC2	-0.701
CRHR2	0.476
KIR3DL2	1.121
CCDC104	1.544
ATP2C1	1.658375
CROT	-0.71275
PABPC3	1.52816666666667
EGR1	0.797333333333333
THSD1	-0.076
KHK	-0.1875
SLC12A2	4.1385625
CD58	-0.83425
STOX2	1.83783333333333
CCDC76	-0.7095
CCDC48	0.37825
DNAH1	-0.287
ZIC4	1.026
OR1G1	0.1455
PSMC6	-1.379
PROKR1	0.0925
ABCB1	-1.210375
TRAT1	0.00275
LLGL1	0.8595
MTF1	0.35975
USP54	0.631125
PAGE2B	-2.057
ITGB7	-3.66175
CCDC81	-0.242
LOC149837	0.12675
SCUBE1	-0.0185
ZSCAN10	0.673
HUWE1	0.415142857142857
CDH17	-0.26
CD180	0.9325
IL17A	0.139
TMPO	-0.58225
KIAA1524	0.5665
HDGFRP3	0.614
OXCT1	0.0542727272727273
RRAS2	-0.830666666666667
LTBP2	1.7679375
SV2B	1.18333333333333
CYP2A6	0.585
PKD1L2	-1.0675
PPM1M	-0.0385
FLJ22662	2.66083333333333
ZNF502	2.2055
GP6	-0.941
CRYBA2	-0.8185
LEF1	-1.977
CTPS	-1.45428571428571
EYA1	-2.58333333333333
EPS8L1	-1.5495
MAPK14	-0.33175
SERPINB2	-4.51075
GTF2F2	0.592166666666667
ZNHIT4	-0.38
PLA1A	0.489625
C20orf114	-0.204
HPR	-4.673
C18orf2	-2.16633333333333
SATB2	-2.7005
KCNJ9	-0.0795
MGC157906	0.478
MOCS3	-0.3265
C17orf71	0.3765
PPHLN1	0.3979
HIST1H2BN	-0.403625
RAPGEF1	0.5445
MAP3K8	-0.0825
DLG4	-0.194
STC1	-0.313916666666667
CDGAP	1.66525
DDX26B	-0.45775
LOC150223	-1.70225
CPSF3	0.0446666666666667
TMEM14A	1.3995
MYH3	0.25525
GPKOW	-0.2175
SULT1A1	-1.43816666666667
SPON1	1.2513
YY1AP1	0.984166666666667
RAB23	0.73975
PLA2G4A	-1.8185
MAPRE3	-0.0195
ZNF516	-0.0410714285714286
GGPS1	0.522
EXOC3L2	-0.435625
C19orf42	0.2293
MAP2K2	0.392666666666667
HIST1H2BB	-0.42075
RNF19B	0.383166666666667
C6orf128	0.1755
TLR8	3.46725
PCDHA9	0.211
CARS2	0.844625
CLUL1	3.2195
RHAG	-4.07716666666667
UNK	0.4255
EXOC8	0.1966
C9orf95	0.402
C14orf143	-0.828833333333333
MAML3	-0.006875
LDHA	-1.32175
MRPL20	0.289875
KLHDC6	0.603666666666667
ATP5S	-0.984666666666667
C8orf55	-0.7485
PHF19	-1.25275
KRTAP13-4	0.321
TTC5	-0.076
XKR5	-0.21725
SILV	-4.80583333333333
TEX28	-0.206
TCTN1	0.986
CX40.1	0.25425
PPP2R5C	-0.267375
C12orf30	0.151333333333333
CAPG	1.98075
MPZL1	1.0854
ARSB	-0.0676666666666667
TDH	-1.86125
WASF4	0.04475
TSSK3	-0.806666666666667
7A5	-0.94
CRISPLD1	3.236625
MAD1L1	-0.950666666666667
SPIN4	-0.408833333333333
AMPD1	0.62
DPYSL5	0.0815
INPP1	0.933333333333333
ANKRD11	-0.295833333333333
NPAS4	0.049375
GCET2	0.4195
RNASE9	-0.915
GUCY2D	-0.0341666666666667
CCDC98	-0.69275
FGF4	-0.27675
CPM	-0.215333333333333
SLC26A4	-2.0135
PLD5	-0.219
FAM59A	-0.9438
FBXO5	0.359222222222222
SIPA1L1	-0.581375
DPYS	1.251
ATG4D	0.52875
TGM3	0.188
MTCH1	-0.005875
HK1	-0.590857142857143
CDC26	0.469875
GALNT12	-3.09616666666667
LOC339229	-0.06875
MRPL35	-0.145875
ORC4L	0.52275
TNKS	0.0181428571428571
C2orf24	0.559833333333333
ZNF553	0.878166666666667
GGTLA1	2.0164
ZNF497	-0.18775
CDY1B	-0.548
SLC30A4	0.390125
TUB	-1.498375
ARHGEF18	0.41175
ARRB1	0.63625
KCNK1	0.087625
EREG	-1.9523
SCAMP5	-0.2915
RUNDC3B	1.5985
ADAMTS20	0.054
IL17RB	-1.44175
FLJ20323	-1.57475
MCAM	0.34225
POLR3E	-1.37325
AQR	-0.160333333333333
IPMK	0.4735
CDCA7	-1.280625
CAMP	0.0735
GRHL3	-1.3435
ADAMTSL2	0.468
CLMN	1.46083333333333
SSTR3	0.123
MAGEA5	-2.08016666666667
OVOL2	4.21
JMJD1B	0.09975
RBL2	-0.2934
PYGO2	1.41375
PPP1R10	0.383333333333333
CSE1L	-0.615166666666667
LCA5	1.065
RDH16	-0.13175
ASRGL1	-0.353125
TOM1	0.3155
PTX3	-4.13975
TTC15	0.35075
SCGB3A1	0.720333333333333
MRPL50	-0.5525
RCAN3	1.16475
SLC26A11	0.616
STYX	-0.752833333333333
CINP	-0.61275
MARCH7	0.066
PFKM	-0.913166666666667
SGMS1	-0.8885
RIOK3	0.0549
C1orf110	-0.081
CES7	0.1225
LOC440248	-1.84125
PPP1R12C	0.084
C10orf27	0.2515
ATG9A	0.844
MRPS26	-0.056375
TMEM40	2.91875
ELP3	-0.5698
ZNF787	0.0912
HIAT1	0.52675
C8orf34	0.3795
MGC4655	-0.5581
PELI1	1.7605
PPT1	-0.0653
SLC35C2	-0.504833333333333
C6orf125	-0.1995
MUC4	-0.867666666666667
RFC4	-0.328428571428571
GNB2	-0.105
NUP50	0.0562142857142857
SULT4A1	-1.11566666666667
C7	0.10375
CCDC130	0.405666666666667
ARRDC4	-0.638
RQCD1	0.67425
GLYCTK	-1.4795
AYTL2	-1.22490909090909
MTUS1	0.2596
LEMD3	0.921333333333333
PLEKHF2	0.73225
HOXA7	-0.47375
GTF3C2	-0.103
DYNLRB2	-2.037
CNOT10	0.9835
MR1	-0.417833333333333
FFAR1	0.059
PRIC285	0.23375
SLITRK6	2.083
LIX1	-1.5261
UBE1L2	-0.7725
F8	0.2925
ACHE	-0.0438333333333333
KPNA5	1.6335
TNFRSF12A	-1.40266666666667
EGR3	0.8205
SERPIND1	-3.60633333333333
OASL	1.31275
IFRD1	-0.768125
WDFY1	-0.270833333333333
ZNF267	0.28925
ACCN5	0.634
ZBTB6	0.119
PPP1R3A	0.3155
PRRT3	1.18875
FBXL19	0.076
TXNIP	0.157071428571429
ACTN2	0.07425
ATG9B	-0.566375
C9orf117	0.456375
IL27	1.1835
RPL36AL	-1.33616666666667
KLK15	0.00775000000000001
CHAD	-0.2345
RAP2B	0.4902
HEBP2	1.67275
ZNF342	-0.12
CAMK2G	-0.617166666666667
TLR3	0.20775
FGF14	1.228
HMGB2	0.09325
TRPM5	-0.0461666666666667
OR5M11	0.533
KIF3B	0.157736842105263
PRICKLE2	-0.61375
MTMR9	-0.371875
C3orf27	0.3205
GLRA3	-1.05733333333333
NSDHL	-0.234833333333333
TMEM32	0.143
POLR2D	-0.845
MYADML	0.248
C9orf114	-0.35725
MRGPRX1	0.275
TOPORS	1.1025
CLDN19	-1.0025
C1QL4	0.4295
RNF165	-1.165
DHRS9	-0.13275
DNAH2	-1.43983333333333
FXR1	-0.2275
ZMYM3	-0.69125
CASP3	0.100833333333333
FAM120C	-0.39875
SCLY	-1.4255
CA7	-0.2965
ENTPD5	0.165666666666667
ZNF461	0.62425
PDIA5	-1.085
C1orf19	0.076
TMEM67	1.49075
KCTD20	0.29825
WDR47	1.2875
FLJ38723	0.248
KLRF1	0.8225
TAS2R16	0.3095
CLDN12	0.9915
PRKCE	-1.246
UBXD4	-0.08875
ITGAM	2.22916666666667
GLT8D3	0.54525
WDR31	0.2335
RGS2	2.4025
OR51L1	0.5015
MST1R	-1.17025
KIAA1737	0.35025
OR4A5	0.0475
GLIS1	-1.9155
PTMA	0.658285714285714
NAPA	0.56
PRDM11	-0.231
LIPF	-0.3465
DIRAS3	-1.0645
ASGR2	-4.335125
C1QTNF4	0.05975
PIK3R4	-0.261166666666667
ARMC3	0.399
NDUFV3	0.267583333333333
BTBD3	1.32216666666667
PPP1R2	0.126916666666667
UBE2NL	-0.18425
FOSL2	0.348142857142857
FAM119A	0.309666666666667
TUBA4A	0.4011
KRTAP12-1	-0.02525
SFRS2	-0.218
RHPN1	-1.2248
EEF2	-0.126333333333333
ZDHHC11	-2.071
EPHA3	-1.7711
RBM12	-0.264
H2AFJ	-1.20233333333333
EDIL3	2.7155
KIF26A	-1.74325
SERGEF	0.53575
B3GALT4	1.42075
LOC90925	4.23116666666667
OSCAR	0.7305
NPFF	-0.725625
DEDD	0.948875
TMEM155	0.104875
PTPN1	0.1535
SCYL2	0.314166666666667
SKAP1	0.9445
LEAP2	-3.98933333333333
GADD45G	1.4482
IFITM3	-0.465375
PILRB	-1.66633333333333
SLU7	-0.1295625
DSC3	0.268
DNMT3L	-0.8705
PAPD5	-0.31475
B3GNT3	1.79
LHCGR	0.2775
MSL-1	0.96675
UBE2S	0.145875
SAP130	-0.38625
ANAPC11	1.33925
MAGED4B	-1.2125
ATP6V1B2	0.0503333333333333
C14orf179	0.20675
CAPZA1	0.262
CDYL2	-1.21116666666667
GLRX3	-0.34
LOC136288	-0.30875
MOBKL1A	-0.103
HTR2B	1.8365
CRYGD	0.183666666666667
NUS1	0.6045
PGRMC1	0.873
MYOM2	-0.58425
FLJ39653	-1.51466666666667
CHM	-0.4102
OR5M8	0.29
ZNF619	0.6935
FAM105A	0.62375
CCNL1	-0.901
NAP1L3	0.142
C10orf57	0.4685
B3GALNT1	1.64516666666667
CSN1S2A	0.1015
TCP10L	0.84375
GDAP2	0.642
DMKN	-3.96066666666667
COX6B1	0.581
DNASE2	1.044
MSH5	-0.916
LGMN	0.316125
USP31	0.426
OR13C8	0.537
SDCBP	0.2411
NUDT11	-3.093
PYGL	-2.87416666666667
SNPH	-0.528833333333333
B3GNT4	-0.46
MIZF	-0.2144
NUBPL	-0.20525
NOD1	-0.379333333333333
CDH22	-0.220375
NUBP1	-0.842333333333333
DSCAM	-4.166
DGKI	-0.1925
FAM136A	0.146
AKAP1	1.243
SLC16A6	-2.013
RIN3	1.126
PSG2	0.039
DIP2B	-0.677
PSORS1C1	-0.6891
KIAA0495	-0.1835
FLJ90709	1.01383333333333
LPA	-0.0118333333333333
PIGA	-0.269
LY75	2.75233333333333
UTS2	-5.306
RREB1	0.0145
GALNACT-2	0.2747
MGC3196	-0.02775
FLJ31568	1.55825
LPHN1	-0.479375
SP1	0.671875
TOX4	-0.286166666666667
HSPA9	-0.5433
APOBEC1	0.00949999999999999
SLC35E4	-1.298
LSM5	-1.04125
SURF1	-0.469
ZBTB1	-0.409666666666667
GTF2F1	0.141625
RPS15A	-0.466071428571429
DUSP21	-0.189333333333333
GINS4	-1.30366666666667
MYO15A	-1.10166666666667
GIMAP7	2.67725
MGC13379	0.81825
ATP6V1E2	0.674333333333333
UTP3	-0.4015
HNRPA3	0.15925
MT4	0.182
C14orf155	-0.03425
U1SNRNPBP	-0.11575
CKLF	-0.7255
PLEKHN1	-2.49
MBNL1	-0.0495
NUP160	-0.10025
ACSM2A	-1.1935
LOC129881	0.9495
KIAA1529	0.29125
FLJ22639	-1.1405
HAND1	-1.1135
GSX1	0.2795
FGA	-3.772375
SERPINB1	-1.25525
ZNF642	0.0005
IGFBP1	-8.209875
SLC1A1	-1.122625
DHX57	1.1385
ZNF766	-0.0295
PTPN21	-0.2168
GDPD3	-2.7135
PNPLA5	-0.058
TBR1	0.212
FAM116A	-0.622
IQGAP1	0.0145
FOS	-0.14475
ZNF226	-1.09175
FIGNL1	0.967666666666667
C14orf1	-0.163166666666667
ZMYND17	-0.004
PUS7	-0.269666666666667
TUBB6	0.248625
KCNQ2	-1.1765
MARCH6	-0.40125
CCDC33	0.24
PRODH	-1.4585
RBM11	1.924
EPHA6	-0.1635
SLC43A1	-2.20825
LOC196541	0.42575
NTN1	-0.270416666666667
ING4	1.66475
PCDHB10	2.06775
DPH2	-0.298
SPACA4	0.11925
FBXL21	-3.557
DIAPH1	-0.0908333333333333
ZNF71	1.1245
CEP76	0.234
CORO1A	-0.34675
RRM2	-1.37125
EDG4	1.896
OS9	0.250833333333333
SLC4A1AP	0.83325
COG5	-0.1225
COPS8	-0.59025
NGLY1	0.37325
NCBP2	-0.070875
C17orf42	0.237666666666667
GPSM3	0.688125
SIL1	-0.106166666666667
ASB6	0.419
SMAD5OS	0.0891666666666667
UNC93A	-2.53575
A1BG	-0.298166666666667
C21orf62	0.174
FMO5	-1.06625
ATRIP	-1.1505
CEBPG	1.1815
C7orf38	-0.1625
TNFRSF1B	1.048
CLEC1A	0.746666666666667
IQSEC1	0.219625
PATZ1	0.5787
RBM22	0.428125
BAG2	-0.196
PAQR5	-2.20233333333333
C9orf127	1.0574
THNSL1	-0.40275
SHROOM3	0.573
JAM2	0.479
SNRPN	-2.2925
ALX4	0.0095
CACNA1S	0.0195
FAM130A1	0.60725
CORIN	0.9255
CD300LB	0.5785
PLEKHG6	1.0615
LRRC40	-0.15975
PCLKC	-1.0095
PCDHB16	2.214
WNT2B	0.556666666666667
ASNS	-0.782888888888889
MRPL49	0.342875
FLJ46111	-1.90475
ISG20	-0.393375
SMU1	0.454166666666667
CASZ1	0.6725
POLR1D	0.0965833333333334
GIN1	0.091
SNAG1	-0.204833333333333
ANKRD29	-2.227
CDKN2AIP	-0.38625
KRR1	0.39775
CXCL1	-1.597
EPM2A	0.0748
PC	0.6855
DEFB127	-0.6145
PDZRN4	0.350333333333333
FAH	-1.716625
OR51E1	1.4305
CDC2L6	1.29816666666667
DNTTIP1	-0.7825
PAX8	-0.097
TMEM116	0.0275
C1orf150	-0.0915
PRO2012	0.18075
MRPL40	-1.202
BEX1	-4.1248
SLC2A4	-0.940333333333333
PKMYT1	-0.34625
FEZF2	-0.262666666666667
SLC26A9	-0.8245
MAP2	2.78658333333333
LYL1	-1.18175
SLC25A19	0.528833333333333
NOS3	-0.247
ZNF34	-0.105333333333333
TMPRSS11F	-0.372
FAM43A	-0.8705
FCRL4	0.346833333333333
KLF14	0.80575
FLRT2	-1.30533333333333
WRN	-2.9305
SDF2	1.1596
KRT8P12	-1.33175
C6orf195	-0.032
C9orf125	-2.0675
DZIP3	0.201125
RIT1	0.969583333333333
SCML1	-2.4205
RHBDF2	0.683875
OR2G3	0.205
REXO1L1	-0.211
MAP3K7IP3	-0.956875
C3orf57	-3.3025
FBXW11	-1.09383333333333
ETAA1	-1.17325
C14orf131	-0.3168
AKT1S1	0.0775
SLC12A5	-0.79325
C9orf164	0.96825
NRIP3	-0.553375
NOS1AP	-0.03475
TMEM121	-0.5975
SAP30BP	0.5441
DGCR6	0.5255
WDR76	-0.457
FAM82B	-0.07925
LOC606495	0.15
MAP9	1.42375
BCDIN3D	0.15975
CXorf36	2.74333333333333
DSCR3	-0.021
ZFAND3	0.1315
C7orf43	0.151666666666667
SPSB3	0.5677
C19orf19	0.23025
FAM133A	-1.1285
C12orf25	0.15275
SLC39A3	-0.00887500000000004
DISP2	0.3815
PI4KAP2	-1.7275
MKRN3	-0.4795
ADAMTS13	-0.882875
CBLN3	-0.0193
TTYH1	3.034
C3orf18	-1.486
FLJ13236	-2.81775
ZMYND12	0.82825
C18orf25	0.58175
GLB1L3	-0.7275
ATP13A5	-0.1135
RANBP10	-0.50325
CD96	1.1887
DENND1C	0.304
RBMS3	-1.1354
SLC41A3	1.39933333333333
DGCR6L	0.59675
TMEM128	-0.0658333333333333
CSNK1G3	0.506785714285714
MOBKL2C	0.316625
TSPAN6	-0.017625
MATN2	-1.9436
MSL2L1	0.712833333333333
ST6GALNAC2	-1.636
FGFBP2	0.131375
FGL1	-6.8325
MPP3	-0.671333333333333
ARHGEF6	1.04883333333333
TGFBR2	0.175625
ACMSD	-0.787
IL33	1.90825
C9orf5	-0.135416666666667
DEAF1	-0.462
AMN	0.208
DEFA6	0.301625
RNF212	-1.2385
METT5D1	0.0363333333333333
CIB1	-0.8041
TSSK1B	-0.3725
KIAA1727	1.80175
ZNF680	-0.138583333333333
LOC399900	-0.985
LOC152217	-0.1765
CTNNAL1	-2.3035
CIT	-1.0605
TLE6	0.69875
ZNF607	0.236
HERC4	-1.11016666666667
DRAP1	-0.6142
PEMT	0.778
C10orf111	-0.162
ZNF575	1.551875
KCTD7	-0.1525
MYO1F	0.8995
LOC285382	1.722
RAB11A	0.1848
PLCD3	-0.50525
C15orf28	-0.07125
PTBP2	0.9645
CTB-1048E9.5	0.351125
C19orf60	-0.1425
C7orf25	-0.0196666666666667
SETD7	0.59025
HOXB9	-4.8265
VANGL1	-0.41625
CHAF1B	-0.30325
NDUFA3	0.27375
KIAA1328	-0.572833333333333
SHARPIN	-0.378625
TTC23	0.818375
UGP2	1.16458333333333
ANKIB1	-1.3578
CIRBP	-0.359428571428571
SEC14L4	-0.933333333333333
OVCH1	0.00816666666666666
VPS52	-0.07675
FAT	-0.192875
M6PRBP1	-0.5295
GPRIN3	0.932
PPM1F	-0.5435
TSR1	-0.27475
CCDC85A	0.51375
PCSK5	0.7435
ZFHX3	-1.444
HEMK1	-1.7705
PGBD2	-0.36975
RSRC2	0.182166666666667
AURKC	-1.61383333333333
SCRIB	-0.1375
ORM2	-4.86533333333333
FAM115A	-0.3606
FZD6	0.9145
UNC119	0.439166666666667
GPX3	-0.9552
NOV	-1.690625
CABC1	0.589
CDC42SE2	-0.515625
EIF2S2	0.0433
RNF130	1.412875
CKAP5	-0.0656666666666667
RP11-413M3.2	0.921375
C10orf18	1.6863
TMEM93	-0.30525
DYX1C1	1.96875
KCNMB2	-1.452
ANK3	0.333666666666667
KRT5	-1.1814
CDH12	-0.513375
QRSL1	0.806375
JUB	-2.6505
SHC4	0.623375
CCL15	1.37083333333333
CCDC22	-0.474
SNX24	-0.61975
RARS	-1.01
MORC2	1.450625
FAM48A	0.5175
MT1H	-2.5225
PPP1R14C	0.370833333333333
FOXD1	-2.61864285714286
C1orf213	-2.1275
AMT	-2.3872
DSN1	-0.89625
PTPLAD2	2.421
DIS3L	-0.94
RASL11A	-0.7015
GPRC5B	1.007125
FRMD7	-0.5085
STRN4	0.39775
KITLG	-0.192727272727273
HDGF	0.674
OR1S1	0.2255
SETX	0.6292
DDR2	-0.426
KCTD12	1.41025
LYZL2	-0.7975
WDR52	-0.418
TMEM2	0.646625
ZNF579	0.695
LOC200810	-0.70925
TNFSF9	-1.920375
PPFIA4	-3.1365
CNIH3	-0.605
MAP4K4	-0.188214285714286
ROD1	0.787071428571429
ALS2CR12	-0.3185
DOCK3	-0.259166666666667
PAQR9	-3.89525
ASB17	-0.0328333333333333
STX16	-1.320875
FEZ2	0.848333333333333
DLAT	0.104
KIF21B	-1.17383333333333
CDC5L	-0.25675
TMEM119	0.811666666666667
CRIP3	-1.5125
TPSD1	0.344
TEPP	-0.2345
GNGT2	1.362
C21orf121	0.393
WNK1	0.297333333333333
FLJ10490	0.3692
OR51B5	-1.847
LOC203547	-0.104875
HAS1	1.1705
PPA1	-0.113166666666667
ST7	-0.265125
C11orf46	1.2837
POPDC3	-0.948333333333333
ACOX2	-2.91983333333333
ATCAY	-0.288583333333333
TM4SF19	-1.77325
MFSD9	0.317166666666667
PDHB	-1.5875
ERN1	-0.053
LCE3C	0.2165
GPR111	0.199
NOTCH3	1.59883333333333
ADAMTS5	2.6795
B3GALT1	-0.42975
UGCGL1	0.396333333333333
FAM58A	0.7575
FBXO32	0.716
CLPP	0.13425
NXPH1	-0.9175
MTMR3	0.6875
ATP1B3	0.169
TMEM16A	3.197625
HIST1H3F	-0.2875
TRIM25	0.0105
SDCBP2	-0.7865
CRKL	-0.830375
HOXB2	-1.57116666666667
ANP32B	0.147375
GATM	0.9435
AP4E1	-0.30025
EDG5	0.390125
CDKN3	-1.738
CDH4	-2.99025
PGD	0.406166666666667
RND1	-0.1885
GAD1	-3.4522
MPG	-1.073875
LOC440350	-0.944
ZNF133	0.90375
SERPINB12	-0.3725
AMELY	0.100833333333333
DHX36	0.559
TNFAIP8L2	2.86333333333333
PHTF2	0.0738888888888889
CCDC112	-0.591333333333333
IQCC	-0.39775
HEYL	2.53783333333333
FTSJ2	-0.975833333333333
APPL1	0.056625
RAB43	-0.356642857142857
OR10G2	0.2485
WAC	0.0255
ADCY9	-0.419
RUNDC2B	-0.419
PYCRL	-0.635
AGPAT7	-1.06716666666667
SLC22A9	-0.520666666666667
CDKAL1	1.889
PDYN	-0.0831666666666667
C20orf74	-0.74825
MTMR11	-0.06475
VAV3	-0.995166666666667
DAPL1	2.17525
STXBP3	0.03525
EIF3G	-0.119
ARHGAP22	-1.343
NPFFR1	-0.0845
NPC1	0.516666666666667
ALDH9A1	1.11666666666667
ZNF600	-0.0045
ZNF678	0.0575
RASSF1	-0.741083333333333
ADD2	-2.461375
PITPNB	0.40425
PKD2L2	-0.22475
LRP11	-0.45175
CDKL1	-0.76075
SMEK2	1.9065
PRODH2	-3.40733333333333
C11orf54	-0.1045
SFRS11	-0.615833333333333
IL7	0.2115
ALS2CR16	0.9975
BTG3	-0.489166666666667
PAK2	-0.499888888888889
RP11-679B17.1	0.25875
GATA4	-1.76166666666667
ATP2B1	-1.56675
LOC130940	0.8515
C1orf172	2.48433333333333
ATF7IP2	-2.6055
SLC25A43	-0.530833333333333
CENTG3	-0.741416666666667
IGF2BP1	-4.0296
FCHSD1	0.267
CAMK2N2	0.404166666666667
ELAVL3	-0.00249999999999999
NBPF15	0.237
UBE2J2	0.222333333333333
GNL2	-0.94075
PRR3	0.2611
NLF2	0.90875
OR4F6	0.2175
KLHL24	2.25366666666667
CCDC88A	-0.2297
SGPP1	-1.17533333333333
C10orf11	-0.669166666666667
SLC35B4	-0.476666666666667
UGT3A2	-1.3605
ARNT2	-0.8999
CBR1	0.169
ITPR3	0.232333333333333
TRAPPC6B	0.3685
AMZ1	-1.157
ARP11	0.35775
WDSUB1	1.17575
APBA1	1.95333333333333
RAB2A	0.8885
C6orf162	1.270625
HPSE2	0.637
PLCE1	1.433
INSL3	0.262
DLG1	-0.2319
PTPLA	-0.2955
PIGX	-0.815125
TFIP11	0.392166666666667
FIBIN	2.143
POLR2G	0.4595
GRAP2	-1.3758
DNAJB8	0.29725
CNBP	0.0385
WASF1	0.13575
INPP5E	-0.3471
HSPB1	-1.8125625
TMEM167	0.00409999999999999
CUBN	0.102
IGF1	0.7411875
ITPK1	-0.5937
NAALAD2	0.809
G3BP1	-0.2849
NT5DC1	0.382875
CYP39A1	1.837
TMEM139	-0.166416666666667
POLK	-0.5447
GLULD1	-1.267
RBM15	-0.359
AMZ2	0.576
GDF15	-4.64333333333333
MESDC2	-0.0205
INCA	0.572833333333333
ACY1L2	0.808
GZMM	0.5225
PAIP1	0.8915
CACNA2D1	-0.05625
STK32C	-0.554166666666667
SH3BP4	-0.231
DEC1	0.414
PADI1	0.423
UBB	0.482
PON3	1.217
PROP1	1.0385
ANKRD13B	0.902
ADCK1	-0.3525
TCF25	-0.393166666666667
SLC38A5	-2.833
CXorf26	-0.305
C19orf39	0.42875
PPP1R13B	0.0205
ARL2	-0.0415
TCL6	0.298083333333333
TOP3A	0.988
SLC16A14	-1.241875
FXYD6	2.60383333333333
HIST1H4E	0.04125
BBC3	-0.40778947368421
UNC5A	-0.0281666666666667
FAM86C	-1.4646
PI4KB	1.2935
B3GAT1	-2.72475
SUSD2	0.690666666666667
OAZ2	-0.110833333333333
NOC4L	0.2615
C10orf12	0.03525
FADS1	-1.80366666666667
LOC144097	0.32225
DKK2	0.3295
KIAA1949	0.6815
RHOT1	0.463
OXT	0.552166666666667
GPR153	0.69275
ARL4A	-1.791
SAAL1	0.52525
CCDC64	-0.5845
USE1	0.403333333333333
HNMT	-0.482833333333333
PCGF3	0.2566875
CYP2C19	0.4945
C20orf4	-0.107
CCDC11	0.526
ACSBG2	-0.072
RWDD2A	0.1475
PALLD	1.89375
CPLX4	-0.6585
LOC492311	-0.51325
KPNA2	0.143666666666667
MACROD1	-0.5388
TMCO3	-0.106
C15orf52	-0.8565
