Hybridization REF	TCGA-BH-A0BD-01A-11R-A034-07
KCNIP3	-0.27475
SFPQ	0.2605
GFRA4	0.409666666666667
AKR1B10	-1.69725
TIGD6	1.14083333333333
RGS16	1.481625
URB1	-0.463666666666667
OR4C46	0.230333333333333
TOP3B	-1.01125
NFATC4	1.0185
CA14	-1.6055
BMPR1A	0.525166666666667
SNRP70	-0.848625
PRL	0.537333333333333
C6orf130	-0.4455
STAG2	-0.02075
CD55	-0.984857142857143
RPS23	0.755333333333334
SSX2	-1.74416666666667
FDPSL2A	0.50525
FBXO27	0.372875
SYNGR3	0.627166666666667
TMSL3	2.1715
EML1	-0.0915
NUP93	-0.504166666666667
SMAD3	-0.2745
KIAA1189	0.225833333333333
HNRPUL2	0.125333333333333
TBC1D12	1.03483333333333
C16orf24	0.4695
MRVI1	2.63266666666667
ZNF581	-0.635833333333333
ELOVL3	0.014
OR51Q1	0.0745
CACNB3	1.45533333333333
GALNT13	-1.7435
C10orf84	1.1335625
NEDD4	0.1994
SPO11	0.2245
OR5AU1	0.373
NEK4	0.617571428571429
PRKAR2A	-0.231
IHPK1	-0.0635
ATP6V0B	0.00225000000000001
CACNA1E	0.889
CEACAM8	-0.236333333333333
PEX14	0.1525
FLJ12993	-1.802
ZBTB38	0.464916666666667
PCTK2	0.2835
LRRC16	-0.3014
FBLIM1	1.54258333333333
FYCO1	1.33075
RP5-1022P6.2	-0.442666666666667
CMTM1	1.506
PLTP	0.6215
RAPH1	0.858875
DOCK8	1.257375
EZH2	-0.968666666666667
SLC25A1	-0.192333333333333
PLEKHB1	1.2489
GRB7	0.7011
ZFP37	0.1555
MRPL33	-0.2625
PELO	-0.612
ARMC1	0.263727272727273
C9orf27	0.22025
FLJ25778	0.2355
C9orf37	-1.2305
TMEM66	1.3855
SPRN	1.212875
HBEGF	0.15475
PI4KA	-0.5815
LEPRE1	-0.5475
POU2AF1	-1.9355
MRPL12	-0.886166666666667
REP15	-0.4445
ZC3H3	0.459
RASAL1	-1.3835
DDAH1	1.091875
ACBD5	0.3795
TMC2	-0.102
CCDC137	-1.25075
SAMD13	-2.035
UGT2B15	-4.35933333333333
TIPARP	0.2435
DNASE1L3	1.32325
TRIM72	0.3735
DBX2	1.40325
IPO8	-0.09075
C21orf88	-0.9232
MAP3K14	-0.03175
LOC51233	0.670166666666667
GGTLA4	0.31125
PDE6D	0.0365
ZNF117	-0.56975
CLK2	-0.268625
NKRF	-1.61025
TNFSF15	0.5956
DUSP2	0.289125
SECISBP2	-0.41
GABRR2	-0.167
PPAP2C	1.925
LOC51145	0.106
PAG1	-0.254
PIK3C3	-0.7595
GNG10	0.778
APOL4	1.31483333333333
ANKRD28	-0.62925
STMN3	-0.6974
RAB14	0.6925
CDK2AP2	2.56875
HDDC3	0.23225
COMMD7	0.309
CXXC1	-0.91425
HMCN1	-0.5915
CD40	0.30125
DYNC1LI2	0.468375
GDI1	-0.1325
LOC646938	0.045
VSNL1	-2.56866666666667
PIH1D1	-0.474333333333333
RAET1G	-1.433
KRTAP5-9	-0.577
EFTUD2	-0.572
ZNF311	0.11
ATP6V1G3	0.3065
OR2W3	0.7095
SCN4A	0.4925
MED10	-0.736125
FAM135A	-1.1155
ARHGAP4	-0.9335
EHMT2	-0.736375
UFD1L	0.164
ERMP1	0.53575
MAG1	-1.34133333333333
THAP8	0.678
HACE1	-1.027
FAM82C	0.410333333333333
C3orf20	0.2445
UNC84A	-0.614666666666667
SCD5	-0.525571428571429
LASS6	1.302625
LSG1	-0.312166666666667
MAL	-4.9585
GPR22	0.001
WDR5B	0.13625
ACTRT1	0.4495
C17orf60	0.381666666666667
GRIN2C	-0.0553
ARMC8	-0.691083333333333
SLC47A1	0.126666666666667
DMPK	0.30375
DHRS13	0.2355
SMC1A	-0.584833333333333
KRTAP17-1	2.41875
SMYD5	-0.6225
TUSC2	0.147375
CRHR2	0.5935
KIR3DL2	0.4505
CCDC104	0.4055
ATP2C1	0.57475
CROT	0.4615
PABPC3	0.0585
EGR1	0.209333333333333
THSD1	0.214
KHK	0.538
SLC12A2	-0.1705
CD58	0.3735
STOX2	0.0811666666666667
CCDC76	-1.4057
CCDC48	2.8885
DNAH1	-0.0615
ZIC4	-0.4795
OR1G1	0.036
PSMC6	-0.447833333333333
PROKR1	0.319
ABCB1	-0.716875
TRAT1	0.4145
LLGL1	0.6565
MTF1	1.037
USP54	1.01175
PAGE2B	-3.004
ITGB7	-3.59075
CCDC81	-0.6605
LOC149837	0.7845
SCUBE1	0.1775
ZSCAN10	0.6995
HUWE1	-0.0986428571428571
CDH17	0.3405
CD180	0.5265
IL17A	0.26925
TMPO	-0.709875
KIAA1524	-0.980166666666667
HDGFRP3	-0.5635
OXCT1	-1.348
RRAS2	-1.301
LTBP2	2.5674375
SV2B	1.792
CYP2A6	3.563875
PKD1L2	0.1345
PPM1M	0.70625
FLJ22662	1.41
ZNF502	1.57775
GP6	-0.65475
CRYBA2	0.42325
LEF1	-2.1965
CTPS	-1.769
EYA1	-2.97566666666667
EPS8L1	1.35275
MAPK14	-0.316083333333333
SERPINB2	-5.61
GTF2F2	-0.624333333333333
ZNHIT4	-0.4725
PLA1A	1.58225
C20orf114	4.246
HPR	-2.212
C18orf2	-3.44283333333333
SATB2	-2.6745
KCNJ9	-0.1805
MGC157906	0.755
MOCS3	-0.4255
C17orf71	-0.417333333333333
PPHLN1	-0.1577
HIST1H2BN	-0.512625
RAPGEF1	-0.532625
MAP3K8	1.123
DLG4	0.428
STC1	1.9465
CDGAP	1.2495
DDX26B	-1.90175
LOC150223	-1.75175
CPSF3	-0.685
TMEM14A	0.481
MYH3	-2.411
GPKOW	0.2035
SULT1A1	-0.163166666666667
SPON1	3.4399
YY1AP1	1.22816666666667
RAB23	-1.05225
PLA2G4A	-3.49625
MAPRE3	0.114
ZNF516	0.1145
GGPS1	1.66725
EXOC3L2	-0.25
C19orf42	0.342
MAP2K2	-0.314666666666667
HIST1H2BB	-0.53375
RNF19B	1.46066666666667
C6orf128	-0.101666666666667
TLR8	2.82825
PCDHA9	0.1155
CARS2	-0.1245
CLUL1	1.56566666666667
RHAG	-4.20383333333333
UNK	-0.223
EXOC8	1.1506
C9orf95	1.43
C14orf143	0.659666666666667
MAML3	0.355625
LDHA	-1.96425
MRPL20	0.314625
KLHDC6	0.112333333333333
ATP5S	-0.628666666666667
C8orf55	0.29425
PHF19	-1.62525
KRTAP13-4	0.7125
TTC5	-0.2905
XKR5	-0.359
SILV	-4.33516666666667
TEX28	-0.033
TCTN1	1.35725
CX40.1	-0.3945
PPP2R5C	-0.061625
C12orf30	-1.26416666666667
CAPG	2.29175
MPZL1	2.00555
ARSB	-0.6045
TDH	-2.19975
WASF4	1.223
TSSK3	-1.11483333333333
7A5	2.098
CRISPLD1	2.739625
MAD1L1	-0.5255
SPIN4	-0.666
AMPD1	-0.3305
DPYSL5	-0.3375
INPP1	0.673333333333333
ANKRD11	-0.746
NPAS4	0.269875
GCET2	0.5432
RNASE9	-0.5005
GUCY2D	0.6165
CCDC98	0.0865
FGF4	-0.201125
CPM	-0.67
SLC26A4	-1.5945
PLD5	0.206
FAM59A	-1.1643
FBXO5	-2.16833333333333
SIPA1L1	0.114375
DPYS	0.788
ATG4D	-0.159
TGM3	0.575
MTCH1	-0.431375
HK1	-0.160846153846154
CDC26	0.12625
GALNT12	-2.67633333333333
LOC339229	-0.38875
MRPL35	-0.509
ORC4L	0.137125
TNKS	0.3705
C2orf24	0.378333333333333
ZNF553	0.328
GGTLA1	3.2899
ZNF497	0.196
CDY1B	0.53175
SLC30A4	0.410625
TUB	0.365375
ARHGEF18	-0.38425
ARRB1	1.767
KCNK1	1.62575
EREG	-2.1257
SCAMP5	-0.3845
RUNDC3B	1.363
ADAMTS20	-0.086
IL17RB	0.633875
FLJ20323	-1.093
MCAM	0.459875
POLR3E	-1.67075
AQR	0.4255
IPMK	0.6045
CDCA7	-2.765375
CAMP	4.2125
GRHL3	1.22125
ADAMTSL2	0.553333333333333
CLMN	1.16866666666667
SSTR3	0.3865
MAGEA5	-2.73633333333333
OVOL2	3.61975
JMJD1B	0.1035
RBL2	0.3379
PYGO2	1.1925
PPP1R10	0.147833333333333
CSE1L	-0.967666666666667
LCA5	1.40025
RDH16	2.98475
ASRGL1	-1.369
TOM1	0.128666666666667
PTX3	-4.86
TTC15	0.54825
SCGB3A1	1.1535
MRPL50	-0.67125
RCAN3	1.0135
SLC26A11	1.0465
STYX	0.0026666666666667
CINP	0.17875
MARCH7	0.188
PFKM	-0.915666666666667
SGMS1	-0.2475
RIOK3	-0.7479
C1orf110	0.472
CES7	-0.1665
LOC440248	-2.399
PPP1R12C	-0.63025
C10orf27	0.938
ATG9A	-0.75225
MRPS26	0.695375
TMEM40	2.028
ELP3	0.2358
ZNF787	0.0724
HIAT1	-0.23675
C8orf34	2.534
MGC4655	1.3508
PELI1	0.722666666666667
PPT1	0.2506
SLC35C2	-0.534666666666667
C6orf125	-0.01225
MUC4	-1.635
RFC4	-1.57028571428571
GNB2	0.329166666666667
NUP50	-0.0185
SULT4A1	-1.3475
C7	3.2555
CCDC130	-0.391833333333333
ARRDC4	-0.0645
RQCD1	-0.09825
GLYCTK	-0.98775
AYTL2	-0.641454545454545
MTUS1	1.7962
LEMD3	0.046
PLEKHF2	1.02475
HOXA7	-0.052375
GTF3C2	-1.147
DYNLRB2	3.79875
CNOT10	-0.309
MR1	1.83533333333333
FFAR1	-0.12625
PRIC285	0.275
SLITRK6	3.5025
LIX1	-2.6548
UBE1L2	-0.4925
F8	2.335
ACHE	0.375833333333333
KPNA5	-0.1365
TNFRSF12A	-0.138666666666667
EGR3	1.256
SERPIND1	-3.4195
OASL	3.65825
IFRD1	-2.3035
WDFY1	0.214333333333333
ZNF267	0.195375
ACCN5	0.0425
ZBTB6	-0.045
PPP1R3A	0.3035
PRRT3	2.16625
FBXL19	-1.132
TXNIP	0.145785714285714
ACTN2	3.39175
ATG9B	-0.176875
C9orf117	0.26925
IL27	0.1535
RPL36AL	-0.00333333333333334
KLK15	0.0465
CHAD	2.361
RAP2B	-0.0351
HEBP2	0.5935
ZNF342	-0.151
CAMK2G	-0.6705
TLR3	2.495
FGF14	-0.11875
HMGB2	-0.72475
TRPM5	-0.0403333333333334
OR5M11	0.094
KIF3B	0.266842105263158
PRICKLE2	0.84025
MTMR9	0.33625
C3orf27	0.13225
GLRA3	-2.045
NSDHL	-0.2045
TMEM32	-0.3
POLR2D	-1.04716666666667
MYADML	0.129
C9orf114	-0.709
MRGPRX1	0.3315
TOPORS	0.68525
CLDN19	-0.6945
C1QL4	0.099
RNF165	0.555
DHRS9	0.29325
DNAH2	0.905166666666667
FXR1	-0.8455
ZMYM3	-0.454
CASP3	0.0656666666666667
FAM120C	-0.881125
SCLY	-1.69725
CA7	-0.0045
ENTPD5	-0.663333333333333
ZNF461	-0.003875
PDIA5	-0.113
C1orf19	0.492666666666667
TMEM67	0.447
KCTD20	-0.73225
WDR47	-0.0455
FLJ38723	0.1405
KLRF1	0.690166666666667
TAS2R16	0.395
CLDN12	0.21575
PRKCE	-0.4655
UBXD4	0.16775
ITGAM	3.212
GLT8D3	-0.20075
WDR31	1.1483
RGS2	-0.06625
OR51L1	0.3855
MST1R	1.437
KIAA1737	0.42375
OR4A5	-0.811
GLIS1	-1.3445
PTMA	0.866071428571429
NAPA	0.701
PRDM11	0.55925
LIPF	-0.113
DIRAS3	2.52
ASGR2	-4.058375
C1QTNF4	0.8075
PIK3R4	0.124166666666667
ARMC3	5.02225
NDUFV3	-0.156083333333333
BTBD3	-0.331666666666667
PPP1R2	0.696
UBE2NL	0.09975
FOSL2	0.912214285714286
FAM119A	-0.842666666666667
TUBA4A	0.3824
KRTAP12-1	0.15125
SFRS2	-0.49425
RHPN1	-0.1146
EEF2	-0.243833333333333
ZDHHC11	-2.21066666666667
EPHA3	-1.6077
RBM12	-0.58925
H2AFJ	0.719583333333333
EDIL3	1.9105
KIF26A	-1.09525
SERGEF	-0.2425
B3GALT4	2.87125
LOC90925	2.556
OSCAR	0.276125
NPFF	-0.557375
DEDD	0.905875
TMEM155	-1.09875
PTPN1	-0.2435
SCYL2	0.296666666666667
SKAP1	3.1375
LEAP2	-2.41283333333333
GADD45G	1.2222
IFITM3	1.787
PILRB	-2.048
SLU7	-0.0170625
DSC3	0.84175
DNMT3L	-1.55975
PAPD5	0.271125
B3GNT3	-0.615833333333333
LHCGR	1.032
MSL-1	0.36975
UBE2S	-0.95125
SAP130	-0.5865
ANAPC11	0.619
MAGED4B	-2.7765
ATP6V1B2	0.552833333333333
C14orf179	1.256625
CAPZA1	-0.473875
CDYL2	-0.193833333333333
GLRX3	-0.4905
LOC136288	0.2265
MOBKL1A	-0.28875
HTR2B	4.1945
CRYGD	0.242333333333333
NUS1	-1.1975
PGRMC1	0.28
MYOM2	1.32775
FLJ39653	-1.225
CHM	-0.016
OR5M8	0.462
ZNF619	0.2625
FAM105A	1.06875
CCNL1	-1.50075
NAP1L3	-0.5445
C10orf57	2.1025
B3GALNT1	1.2605
CSN1S2A	0.772
TCP10L	1.1865
GDAP2	1.246125
DMKN	1.694
COX6B1	0.1
DNASE2	0.927
MSH5	-1.98225
LGMN	0.1075
USP31	0.00119999999999999
OR13C8	0.1115
SDCBP	0.8376
NUDT11	-2.5885
PYGL	-0.282333333333333
SNPH	-1.67416666666667
B3GNT4	-1.2105
MIZF	-1.4097
NUBPL	-0.252
NOD1	-0.555333333333333
CDH22	0.43825
NUBP1	0.235333333333333
DSCAM	-3.45575
DGKI	0.34
FAM136A	-1.11775
AKAP1	-0.167
SLC16A6	-0.49275
RIN3	0.7705
PSG2	0.0445
DIP2B	-0.267833333333333
PSORS1C1	0.6263
KIAA0495	-0.3655
FLJ90709	-0.775833333333333
LPA	-0.916666666666667
PIGA	-0.556
LY75	2.37366666666667
UTS2	-5.118
RREB1	0.016375
GALNACT-2	0.8117
MGC3196	-1.39825
FLJ31568	1.5015
LPHN1	0.370375
SP1	0.54625
TOX4	0.429666666666667
HSPA9	-0.466
APOBEC1	0.6565
SLC35E4	-1.13775
LSM5	-0.84625
SURF1	0.13725
ZBTB1	-0.0255
GTF2F1	0.058375
RPS15A	-0.312
DUSP21	-0.478166666666667
GINS4	-2.5085
MYO15A	1.74133333333333
GIMAP7	3.95025
MGC13379	0.011
ATP6V1E2	0.0328333333333333
UTP3	-0.035
HNRPA3	-0.1161875
MT4	0.0435
C14orf155	0.05425
U1SNRNPBP	0.474
CKLF	0.420833333333333
PLEKHN1	-0.643833333333333
MBNL1	0.289666666666667
NUP160	-1.29175
ACSM2A	-1.75275
LOC129881	0.88575
KIAA1529	-0.91725
FLJ22639	-2.201
HAND1	-1.5895
GSX1	0.4675
FGA	-4.649625
SERPINB1	1.05625
ZNF642	1.09925
IGFBP1	-8.55225
SLC1A1	1.4925
DHX57	0.00325
ZNF766	0.7335
PTPN21	-0.4671
GDPD3	-2.385
PNPLA5	0.448
TBR1	0.5475
FAM116A	0.104
IQGAP1	0.751
FOS	0.664
ZNF226	0.148
FIGNL1	-0.409
C14orf1	0.0491666666666667
ZMYND17	-0.665
PUS7	-1.43933333333333
TUBB6	-0.624375
KCNQ2	-1.275
MARCH6	-0.459083333333333
CCDC33	0.3395
PRODH	0.4755
RBM11	0.2225
EPHA6	0.15525
SLC43A1	-0.08875
LOC196541	0.121375
NTN1	0.487666666666667
ING4	0.16375
PCDHB10	0.05
DPH2	-0.7945
SPACA4	0.00600000000000001
FBXL21	-4.87
DIAPH1	-0.657
ZNF71	0.976833333333333
CEP76	-1.624
CORO1A	-0.22475
RRM2	-1.5795
EDG4	1.337
OS9	0.125666666666667
SLC4A1AP	-0.16425
COG5	-0.55925
COPS8	-0.025
NGLY1	-0.999
NCBP2	-0.45775
C17orf42	-0.935666666666667
GPSM3	0.787875
SIL1	1.13566666666667
ASB6	-0.6935
SMAD5OS	0.313666666666667
UNC93A	-3.76
A1BG	0.261166666666667
C21orf62	0.309
FMO5	0.794833333333333
ATRIP	0.625833333333333
CEBPG	-0.0825
C7orf38	0.269666666666667
TNFRSF1B	1.007
CLEC1A	1.69316666666667
IQSEC1	0.380875
PATZ1	0.8802
RBM22	0.659625
BAG2	-2.726
PAQR5	-1.53033333333333
C9orf127	0.5172
THNSL1	0.13775
SHROOM3	2.8355
JAM2	0.99775
SNRPN	-1.861
ALX4	0.2775
CACNA1S	-0.161
FAM130A1	0.2765
CORIN	2.275
CD300LB	1.067
PLEKHG6	1.5655
LRRC40	-0.72875
PCLKC	-1.67275
PCDHB16	-0.365
WNT2B	-0.641
ASNS	-2.24011111111111
MRPL49	-0.911125
FLJ46111	-0.052
ISG20	0.919875
SMU1	0.009
CASZ1	0.369
POLR1D	-0.373333333333333
GIN1	-0.17475
SNAG1	0.5805
ANKRD29	-0.86425
CDKN2AIP	-0.04425
KRR1	-0.1935
CXCL1	-4.44916666666667
EPM2A	-0.3703
PC	-0.384666666666667
DEFB127	-0.193
PDZRN4	1.2435
FAH	1.237
OR51E1	2.437
CDC2L6	-0.234
DNTTIP1	-0.55775
PAX8	-0.09675
TMEM116	0.1725
C1orf150	0.8615
PRO2012	0.1185
MRPL40	-0.369833333333333
BEX1	-1.6113
SLC2A4	-0.285
PKMYT1	-1.10775
FEZF2	-0.403333333333333
SLC26A9	-1.66975
MAP2	0.910083333333333
LYL1	-1.0315
SLC25A19	-1.03633333333333
NOS3	0.0115
ZNF34	1.189
TMPRSS11F	0.00524999999999998
FAM43A	-0.206
FCRL4	0.2755
KLF14	0.00675
FLRT2	-0.793666666666667
WRN	-0.60975
SDF2	1.0468
KRT8P12	-0.13125
C6orf195	0.127
C9orf125	-1.64066666666667
DZIP3	-0.2685
RIT1	0.775666666666667
SCML1	-3.21316666666667
RHBDF2	0.354375
OR2G3	0.3965
REXO1L1	-0.348
MAP3K7IP3	-0.504
C3orf57	-6.5395
FBXW11	-0.782166666666667
ETAA1	-0.602
C14orf131	-0.2251
AKT1S1	-0.43475
SLC12A5	-1.043375
C9orf164	1.32675
NRIP3	-0.9545
NOS1AP	1.14
TMEM121	2.741
SAP30BP	-0.2193
DGCR6	0.73575
WDR76	-0.28775
FAM82B	-0.168333333333333
LOC606495	-0.3795
MAP9	2.89125
BCDIN3D	0.72925
CXorf36	3.43883333333333
DSCR3	-0.5436
ZFAND3	0.229625
C7orf43	0.311166666666667
SPSB3	0.3025
C19orf19	0.319
FAM133A	-3.492
C12orf25	1.26075
SLC39A3	-0.407
DISP2	-1.64675
PI4KAP2	-1.6425
MKRN3	-2.707
ADAMTS13	-0.877
CBLN3	0.5523
TTYH1	-1.0455
C3orf18	1.4375
FLJ13236	-0.1265
ZMYND12	3.0665
C18orf25	-0.374625
GLB1L3	-1.365
ATP13A5	-0.3045
RANBP10	0.0215
CD96	-0.424
DENND1C	0.2505
RBMS3	0.6142
SLC41A3	0.6025
DGCR6L	0.73275
TMEM128	0.377166666666667
CSNK1G3	0.260357142857143
MOBKL2C	0.991375
TSPAN6	-0.624
MATN2	-1.0669
MSL2L1	-0.217
ST6GALNAC2	0.342333333333333
FGFBP2	2.414125
FGL1	-3.32983333333333
MPP3	-0.455333333333333
ARHGEF6	1.7715
TGFBR2	0.503625
ACMSD	1.40375
IL33	4.08775
C9orf5	-0.529833333333333
DEAF1	0.0279
AMN	-0.00849999999999998
DEFA6	-0.037375
RNF212	-1.58125
METT5D1	0.3785
CIB1	0.7939
TSSK1B	0.39025
KIAA1727	1.51325
ZNF680	-0.0635833333333333
LOC399900	-2.1355
LOC152217	-0.52575
CTNNAL1	-2.273
CIT	-0.2725
TLE6	2.50825
ZNF607	-1.01125
HERC4	-1.1985
DRAP1	-0.7531
PEMT	0.176
C10orf111	-0.7735
ZNF575	0.725625
KCTD7	0.47225
MYO1F	0.620375
LOC285382	-0.57675
RAB11A	0.3864
PLCD3	-0.67425
C15orf28	0.1605
PTBP2	-1.244
CTB-1048E9.5	0.0565
C19orf60	-0.132833333333333
C7orf25	0.737333333333333
SETD7	0.962625
HOXB9	-4.6605
VANGL1	1.7879375
CHAF1B	-0.92575
NDUFA3	0.42725
KIAA1328	-0.462166666666667
SHARPIN	0.300875
TTC23	-0.966625
UGP2	0.329833333333333
ANKIB1	0.0981
CIRBP	1.31071428571429
SEC14L4	0.535666666666667
OVCH1	0.2915
VPS52	-0.42375
FAT	-0.099875
M6PRBP1	0.33225
GPRIN3	1.55
PPM1F	-0.798833333333333
TSR1	-0.97575
CCDC85A	3.2665
PCSK5	1.91675
ZFHX3	-0.012
HEMK1	-1.1495
PGBD2	0.5485
RSRC2	-0.170333333333333
AURKC	-1.42966666666667
SCRIB	0.25975
ORM2	-0.944333333333333
FAM115A	0.5773
FZD6	0.854125
UNC119	0.0685
GPX3	0.9374
NOV	-0.54375
CABC1	0.27025
CDC42SE2	0.292625
EIF2S2	-0.9738
RNF130	1.14725
CKAP5	-0.5405
RP11-413M3.2	0.49975
C10orf18	0.1971
TMEM93	-0.32775
DYX1C1	1.8175
KCNMB2	-1.867875
ANK3	1.96116666666667
KRT5	-1.1905
CDH12	-1.604875
QRSL1	-1.04575
JUB	-0.164
SHC4	-2.023625
CCL15	1.64266666666667
CCDC22	0.1515
SNX24	-0.353
RARS	-0.738
MORC2	0.783625
FAM48A	-0.2135
MT1H	-0.5285
PPP1R14C	-2.31633333333333
FOXD1	-2.87471428571429
C1orf213	-2.153
AMT	-0.1245
DSN1	-0.8445
PTPLAD2	3.45925
DIS3L	-0.407
RASL11A	1.8495
GPRC5B	-0.47075
FRMD7	0.107
STRN4	-0.05925
KITLG	3.583
HDGF	0.84775
OR1S1	-0.163
SETX	0.1623
DDR2	0.55075
KCTD12	2.08825
LYZL2	1.50875
WDR52	-0.31
TMEM2	0.513
ZNF579	0.394833333333333
LOC200810	-0.164
TNFSF9	-2.2515
PPFIA4	-3.28625
CNIH3	0.852
MAP4K4	-0.955
ROD1	0.703357142857143
ALS2CR12	-0.751666666666667
DOCK3	-1.70183333333333
PAQR9	-4.40475
ASB17	0.3165
STX16	-1.588
FEZ2	0.235833333333333
DLAT	-0.830666666666667
KIF21B	-0.9045
CDC5L	-0.41975
TMEM119	1.73816666666667
CRIP3	-0.3475
TPSD1	0.7955
TEPP	0.108
GNGT2	1.5745
C21orf121	-0.2735
WNK1	-0.0545
FLJ10490	0.5659
OR51B5	-2.5565
LOC203547	-0.563375
HAS1	-0.4425
PPA1	0.372166666666667
ST7	0.088875
C11orf46	0.8276
POPDC3	-4.21716666666667
ACOX2	3.98683333333333
ATCAY	-0.57825
TM4SF19	0.10675
MFSD9	-0.614166666666667
PDHB	0.221
ERN1	-0.15275
LCE3C	0.135
GPR111	-0.002
NOTCH3	1.83783333333333
ADAMTS5	1.641
B3GALT1	-1.04
UGCGL1	0.112
FAM58A	0.422166666666667
FBXO32	1.152
CLPP	-0.07675
NXPH1	-2.22775
MTMR3	0.922333333333333
ATP1B3	-0.874125
TMEM16A	4.7585
HIST1H3F	0.448
TRIM25	-0.1485
SDCBP2	0.3745
CRKL	-0.478375
HOXB2	2.31433333333333
ANP32B	-0.60075
GATM	3.845
AP4E1	-0.19275
EDG5	0.477
CDKN3	-0.3035
CDH4	-2.409
PGD	-0.687666666666667
RND1	0.3945
GAD1	-4.0566
MPG	0.2025
LOC440350	-1.4265
ZNF133	-0.2475
SERPINB12	-0.052
AMELY	-0.0178
DHX36	-0.94825
TNFAIP8L2	3.17833333333333
PHTF2	-0.0677222222222222
CCDC112	-0.283
IQCC	-0.29775
HEYL	3.02066666666667
FTSJ2	-0.719
APPL1	0.780625
RAB43	0.375571428571429
OR10G2	-0.1525
WAC	0.234666666666667
ADCY9	-0.037625
RUNDC2B	-0.00883333333333336
PYCRL	0.6302
AGPAT7	0.00683333333333333
SLC22A9	-1.17033333333333
CDKAL1	-0.2855
PDYN	-0.570833333333333
C20orf74	1.57025
MTMR11	2.49925
VAV3	3.51116666666667
DAPL1	2.58675
STXBP3	-0.219
EIF3G	-0.30625
ARHGAP22	-1.01075
NPFFR1	0.463
NPC1	-1.17533333333333
ALDH9A1	1.96366666666667
ZNF600	0.001625
ZNF678	0.0128333333333333
RASSF1	0.116916666666667
ADD2	-2.823625
PITPNB	0.0945
PKD2L2	0.0921428571428572
LRP11	-0.803
CDKL1	-0.132
SMEK2	0.32525
PRODH2	-3.446
C11orf54	2.014
SFRS11	-0.513333333333333
IL7	0.779666666666667
ALS2CR16	0.72025
BTG3	-0.4315
PAK2	-0.294833333333333
RP11-679B17.1	-1.0615
GATA4	-1.4435
ATP2B1	-0.98475
LOC130940	1.7015
C1orf172	2.712
ATF7IP2	-1.605
SLC25A43	0.159666666666667
CENTG3	-0.277166666666667
IGF2BP1	-4.5058
FCHSD1	0.102
CAMK2N2	0.856333333333334
ELAVL3	-0.118
NBPF15	0.279666666666667
UBE2J2	0.138
GNL2	-0.6855
PRR3	-0.4074
NLF2	0.71925
OR4F6	0.6925
KLHL24	0.966666666666667
CCDC88A	-1.9028
SGPP1	-0.468833333333333
C10orf11	1.07433333333333
SLC35B4	-0.798833333333333
UGT3A2	-1.6925
ARNT2	0.7902
CBR1	-0.07675
ITPR3	-1.01366666666667
TRAPPC6B	-0.4325
AMZ1	3.162
ARP11	2.43325
WDSUB1	0.72975
APBA1	0.3325
RAB2A	1.2789
C6orf162	-0.1425
HPSE2	0.33525
PLCE1	-1.54
INSL3	0.91125
DLG1	0.0356
PTPLA	-3.079
PIGX	0.597375
TFIP11	0.693666666666667
FIBIN	2.989
POLR2G	-0.99475
GRAP2	-1.4166
DNAJB8	-0.02575
CNBP	0.1635
WASF1	-2.93125
INPP5E	-0.7389
HSPB1	0.609375
TMEM167	-0.3746
CUBN	-0.1065
IGF1	3.763625
ITPK1	0.9878
NAALAD2	-1.12725
G3BP1	0.0386
NT5DC1	-0.11175
CYP39A1	-0.9675
TMEM139	2.15033333333333
POLK	0.0464
GLULD1	-1.5905
RBM15	-0.794833333333333
AMZ2	0.102
GDF15	-0.773833333333333
MESDC2	-0.12375
INCA	2.22716666666667
ACY1L2	-2.5615
GZMM	0.313
PAIP1	0.05675
CACNA2D1	0.08075
STK32C	0.172
SH3BP4	0.761
DEC1	0.234
PADI1	0.1195
UBB	0.6216
PON3	1.23983333333333
PROP1	0.7215
ANKRD13B	-0.6625
ADCK1	-0.5645
TCF25	0.271916666666667
SLC38A5	-2.2135
CXorf26	-0.3085
C19orf39	-0.17225
PPP1R13B	1.319
ARL2	-1.1285
TCL6	0.04775
TOP3A	-0.203
SLC16A14	1.12975
FXYD6	1.0225
HIST1H4E	-0.53
BBC3	0.510631578947369
UNC5A	0.353666666666667
FAM86C	-0.5823
PI4KB	1.2325
B3GAT1	-3.54875
SUSD2	2.72983333333333
OAZ2	0.144833333333333
NOC4L	-0.10175
C10orf12	-0.5195
FADS1	-1.40483333333333
LOC144097	-1.0165
DKK2	0.992666666666667
KIAA1949	0.2175
RHOT1	0.1448
OXT	1.4095
GPR153	0.71425
ARL4A	-1.101
SAAL1	-1.066
CCDC64	-0.6765
USE1	-0.454166666666667
HNMT	1.05116666666667
PCGF3	0.044
CYP2C19	0.338
C20orf4	-0.022
CCDC11	1.16875
ACSBG2	-0.68475
RWDD2A	-0.17775
PALLD	2.011375
CPLX4	0.166
LOC492311	0.52425
KPNA2	-0.542833333333333
MACROD1	-1.1739
TMCO3	0.822333333333333
C15orf52	-0.785833333333333
BIRC5	-0.785266666666667
PRR16	0.0645
FAM63B	-0.11975
KATNB1	-0.130333333333333
WNT8B	-0.1995
CPLX3	-0.024
GHR	2.980375
CCDC124	-0.89475
BCLAF1	-1.054125
GOLGA3	0.4786
CLEC4E	3.71416666666667
AKR1CL1	0.8395
BBS7	-0.490125
MGAT4B	-0.42
