Hybridization REF	TCGA-AO-A03N-01B-11R-A10J-07
ZFP106	-0.41425
ZNF347	-0.1215
GTF2E1	0.656
RY1	0.0243333333333333
ATAD2B	1.354125
ARHGAP17	0.5655
KCNIP3	-0.3455
SFPQ	0.5715
GFRA4	1.45933333333333
AKR1B10	-2.084875
TIGD6	0.496166666666667
RGS16	2.64875
URB1	-0.549833333333333
OR4C46	-0.0228333333333333
TOP3B	-1.31025
NFATC4	0.4845
CA14	-2.9605
BMPR1A	-0.346
SNRP70	-1.14575
PRL	0.0334166666666667
C6orf130	-0.22975
STAG2	0.0285
CD55	-0.503142857142857
RPS23	-1.02833333333333
SSX2	-0.413
FDPSL2A	-2.09
FBXO27	0.17825
SYNGR3	-0.550166666666667
TMSL3	2.7665
EML1	-0.9925
NUP93	-1.1375
SMAD3	-0.7953
KIAA1189	1.223
HNRPUL2	1.47966666666667
TBC1D12	-0.4405
C16orf24	2.38525
MRVI1	2.57566666666667
ZNF581	-1.25633333333333
ELOVL3	0.151
OR51Q1	0.25475
CACNB3	2.34866666666667
GALNT13	-0.31
C10orf84	1.3994375
NEDD4	-0.1417
SPO11	0.0505
OR5AU1	-0.482
NEK4	1.38435714285714
PRKAR2A	-0.4895
IHPK1	-0.159
ATP6V0B	-1.135
CACNA1E	3.1545
CEACAM8	0.264333333333333
PEX14	0.388
FLJ12993	3.573
ZBTB38	0.194416666666667
PCTK2	-0.161166666666667
LRRC16	1.3493
FBLIM1	1.30991666666667
FYCO1	1.0395
RP5-1022P6.2	-0.44175
CMTM1	0.0171666666666667
PLTP	0.340166666666667
RAPH1	0.927625
DOCK8	0.67
EZH2	-1.19826666666667
SLC25A1	-1.39
PLEKHB1	-0.4234
GRB7	0.9658
ZFP37	-0.76625
MRPL33	-0.1825
PELO	-1.45225
ARMC1	-0.590363636363636
C9orf27	0.250625
FLJ25778	0.0045
C9orf37	-1.345
TMEM66	-1.724
SPRN	-0.091125
HBEGF	0.092625
PI4KA	-1.8125
LEPRE1	0.7245
POU2AF1	-4.2215
MRPL12	-1.12383333333333
REP15	-0.3755
ZC3H3	0.55075
RASAL1	-0.251
DDAH1	1.420125
ACBD5	0.78875
TMC2	0.0415
CCDC137	-0.23525
SAMD13	0.876333333333333
UGT2B15	0.0573333333333333
TIPARP	-0.4395
DNASE1L3	-0.58375
TRIM72	-0.323166666666667
DBX2	-0.162
IPO8	0.733
C21orf88	0.0897
MAP3K14	-0.47075
LOC51233	0.362
GGTLA4	1.51675
PDE6D	0.09225
ZNF117	0.0305
CLK2	-1.1055
NKRF	-0.7085
TNFSF15	-0.0556
DUSP2	-0.646
SECISBP2	-0.4357
GABRR2	-0.1735
PPAP2C	-0.012
LOC51145	0.4215
PAG1	-1.15775
PIK3C3	-0.701
GNG10	-0.7225
APOL4	0.675166666666667
ANKRD28	-1.23425
STMN3	-1.5352
RAB14	0.3934
CDK2AP2	0.313
HDDC3	-0.258571428571429
COMMD7	-0.4305
CXXC1	-1.431
HMCN1	0.498166666666667
CD40	0.4645
DYNC1LI2	-0.1100625
GDI1	0.611
LOC646938	-0.4825
VSNL1	-1.477
PIH1D1	-0.724666666666667
RAET1G	1.2705
KRTAP5-9	0.424
EFTUD2	-0.01725
ZNF311	1.30583333333333
ATP6V1G3	-0.04675
OR2W3	0.1625
SCN4A	-0.06975
MED10	-1.601
FAM135A	-1.1016
ARHGAP4	-2.01825
EHMT2	-0.079
UFD1L	-0.145
ERMP1	0.326
MAG1	-2.20316666666667
THAP8	0.7005
HACE1	-1.18283333333333
FAM82C	0.262
C3orf20	-0.053
UNC84A	-0.482833333333333
SCD5	0.295142857142857
LASS6	1.03
LSG1	0.237333333333333
MAL	-6.0525
GPR22	-0.2285
WDR5B	0.47675
ACTRT1	0.192
C17orf60	-1.06533333333333
GRIN2C	0.4265
ARMC8	-0.0243333333333333
SLC47A1	-2.68016666666667
DMPK	-0.05525
DHRS13	-0.346
SMC1A	-0.526333333333333
KRTAP17-1	-0.02725
SMYD5	-0.872
TUSC2	1.61125
CRHR2	0.208
KIR3DL2	0.065
CCDC104	1.24475
ATP2C1	0.26225
CROT	0.2105
PABPC3	-0.823333333333333
EGR1	0.511
THSD1	0.86175
KHK	-2.65775
SLC12A2	1.9935
CD58	-1.59875
STOX2	-1.1125
CCDC76	-0.9203
CCDC48	4.2625
DNAH1	-0.166666666666667
ZIC4	0.142375
OR1G1	-0.1345
PSMC6	-0.230666666666667
PROKR1	1.565
ABCB1	-1.51
TRAT1	-1.19625
LLGL1	0.0035
MTF1	2.177
USP54	1.409625
PAGE2B	-1.1595
ITGB7	-3.96125
CCDC81	-0.6965
LOC149837	0.0825
SCUBE1	-0.3005
ZSCAN10	2.6735
HUWE1	0.330428571428571
CDH17	0.1715
CD180	-0.249
IL17A	0.2195
TMPO	-1.02275
KIAA1524	-0.8935
HDGFRP3	0.141666666666667
OXCT1	-1.35427272727273
RRAS2	-2.9025
LTBP2	1.0160625
SV2B	1.21966666666667
CYP2A6	3.52875
PKD1L2	-0.206333333333333
PPM1M	-0.19925
FLJ22662	1.23283333333333
ZNF502	3.39925
GP6	-0.1715
CRYBA2	-0.39025
LEF1	-0.8952
CTPS	-2.57371428571429
EYA1	-1.0095
EPS8L1	1.58275
MAPK14	-0.553333333333333
SERPINB2	-4.489
GTF2F2	0.0268333333333333
ZNHIT4	-0.492
PLA1A	1.7515
C20orf114	2.10975
HPR	-4.3455
C18orf2	-1.21366666666667
SATB2	-1.2855
KCNJ9	-0.0598571428571429
MGC157906	-0.0295
MOCS3	0.49975
C17orf71	-0.899666666666667
PPHLN1	0.7355
HIST1H2BN	-0.420875
RAPGEF1	-0.542875
MAP3K8	-0.807
DLG4	1.0055
STC1	0.132666666666667
CDGAP	0.6445
DDX26B	-2.08675
LOC150223	-0.72675
CPSF3	-0.718333333333333
TMEM14A	-0.19825
MYH3	-2.15
GPKOW	0.38
SULT1A1	-0.0875
SPON1	3.7538
YY1AP1	0.662333333333333
RAB23	0.00725
PLA2G4A	-4.64175
MAPRE3	0.4095
ZNF516	0.647214285714286
GGPS1	2.122
EXOC3L2	0.763125
C19orf42	-0.1621
MAP2K2	-1.09733333333333
HIST1H2BB	0.0245
RNF19B	0.585666666666667
C6orf128	0.843833333333333
TLR8	-0.2185
PCDHA9	0.03
CARS2	-0.6615
CLUL1	1.06766666666667
RHAG	-4.32266666666667
UNK	0.56
EXOC8	0.5154
C9orf95	0.3135
C14orf143	1.1025
MAML3	0.21725
LDHA	-2.95275
MRPL20	0.6725
KLHDC6	-0.037
ATP5S	0.745333333333333
C8orf55	0.28325
PHF19	-2.533125
KRTAP13-4	0.395
TTC5	-0.9265
XKR5	0.14725
SILV	-4.94783333333333
TEX28	-0.4145
TCTN1	1.033
CX40.1	0.38575
PPP2R5C	-0.1455
C12orf30	-0.410666666666667
CAPG	2.22075
MPZL1	0.40975
ARSB	-0.614
TDH	-0.875
WASF4	1.3215
TSSK3	-0.254333333333333
7A5	2.044
CRISPLD1	0.091
MAD1L1	-0.1555
SPIN4	0.744666666666667
AMPD1	-0.42575
DPYSL5	0.3095
INPP1	-1.00766666666667
ANKRD11	0.359888888888889
NPAS4	-0.074875
GCET2	0.0062
RNASE9	0.058
GUCY2D	0.346166666666667
CCDC98	0.0405
FGF4	0.2505
CPM	0.2335
SLC26A4	3.06566666666667
PLD5	0.34975
FAM59A	1.6195
FBXO5	-1.95144444444444
SIPA1L1	0.825625
DPYS	0.18175
ATG4D	0.14075
TGM3	0.5695
MTCH1	-1.31575
HK1	0.625357142857143
CDC26	-0.90625
GALNT12	-2.93383333333333
LOC339229	1.38777878078145e-17
MRPL35	0.415625
ORC4L	-0.8965
TNKS	-0.194214285714286
C2orf24	0.161
ZNF553	1.3445
GGTLA1	2.4318
ZNF497	0.07525
CDY1B	0.2635
SLC30A4	0.4225
TUB	-1.205125
ARHGEF18	-0.06425
ARRB1	-0.95025
KCNK1	0.42225
EREG	-1.4583
SCAMP5	1.26
RUNDC3B	1.54125
ADAMTS20	-0.42875
IL17RB	-0.522125
FLJ20323	-1.205
MCAM	1.934625
POLR3E	-0.667916666666667
AQR	1.444
IPMK	0.3145
CDCA7	-2.737625
CAMP	3.76625
GRHL3	1.44825
ADAMTSL2	2.1825
CLMN	2.526
SSTR3	0.518
MAGEA5	-1.62466666666667
OVOL2	4.5045
JMJD1B	0.7115
RBL2	0.0429
PYGO2	1.94725
PPP1R10	1.40433333333333
CSE1L	-1.08116666666667
LCA5	1.41275
RDH16	0.03075
ASRGL1	1.758875
TOM1	-0.869333333333333
PTX3	-6.851
TTC15	0.72225
SCGB3A1	2.23416666666667
MRPL50	-0.4445
RCAN3	1.4525
SLC26A11	0.682
STYX	0.7025
CINP	-0.464
MARCH7	-0.941
PFKM	-1.04816666666667
SGMS1	1.95166666666667
RIOK3	-0.6886
C1orf110	0.4035
CES7	-0.05725
LOC440248	-2.2285
PPP1R12C	-0.541
C10orf27	0.848
ATG9A	-0.7115
MRPS26	1.737
TMEM40	1.97325
ELP3	-0.4954
ZNF787	1.9617
HIAT1	-1.510625
C8orf34	0.287666666666667
MGC4655	-0.3583
PELI1	0.734166666666667
PPT1	-0.9374
SLC35C2	-1.58516666666667
C6orf125	0.77125
MUC4	-0.799
RFC4	-2.671
GNB2	-0.014
NUP50	0.342071428571429
SULT4A1	-0.708
C7	0.018
CCDC130	0.309833333333333
ARRDC4	0.38275
RQCD1	-1.333
GLYCTK	-1.37275
AYTL2	-1.00854545454545
MTUS1	1.0814
LEMD3	-0.551333333333333
PLEKHF2	1.387
HOXA7	0.95
GTF3C2	-1.145
DYNLRB2	3.54975
CNOT10	0.44625
MR1	-0.471333333333333
FFAR1	0.37675
PRIC285	0.36925
SLITRK6	2.08375
LIX1	-0.2806
UBE1L2	-0.717083333333333
F8	0.107625
ACHE	0.387166666666667
KPNA5	-0.54325
TNFRSF12A	0.144333333333333
EGR3	-1.1195
SERPIND1	-3.51416666666667
OASL	1.53725
IFRD1	-1.95175
WDFY1	-0.146833333333333
ZNF267	-0.13225
ACCN5	0.3565
ZBTB6	-0.35225
PPP1R3A	-0.296
PRRT3	3.04325
FBXL19	0.064
TXNIP	1.0455
ACTN2	1.21725
ATG9B	0.042375
C9orf117	1.06275
IL27	0.567
RPL36AL	0.475166666666667
KLK15	0.19625
CHAD	1.59
RAP2B	-0.2743
HEBP2	2.08325
ZNF342	1.0355
CAMK2G	0.353833333333333
TLR3	-0.00674999999999999
FGF14	-0.16825
HMGB2	-0.7535
TRPM5	0.128833333333333
OR5M11	0.5
KIF3B	0.868315789473684
PRICKLE2	1.36775
MTMR9	-0.179
C3orf27	-0.21525
GLRA3	1.12183333333333
NSDHL	-1.37883333333333
TMEM32	-2.23825
POLR2D	-1.30175
MYADML	0.1895
C9orf114	-0.93475
MRGPRX1	0.833
TOPORS	0.80275
CLDN19	-0.2795
C1QL4	0.144
RNF165	-0.936
DHRS9	-0.01475
DNAH2	1.16633333333333
FXR1	-0.7355
ZMYM3	-0.141
CASP3	0.624833333333333
FAM120C	0.86325
SCLY	-0.0405
CA7	-0.018
ENTPD5	1.78583333333333
ZNF461	-0.066875
PDIA5	-0.82225
C1orf19	0.816333333333333
TMEM67	-0.12925
KCTD20	-0.392
WDR47	0.8355
FLJ38723	0.4345
KLRF1	0.502166666666667
TAS2R16	0.403
CLDN12	0.51525
PRKCE	0.0355
UBXD4	-2.07875
ITGAM	1.67183333333333
GLT8D3	0.26275
WDR31	0.8424
RGS2	2.6785
OR51L1	0.822
MST1R	1.01575
KIAA1737	1.7555
OR4A5	0.829
GLIS1	-0.463666666666667
PTMA	2.00278571428571
NAPA	0.21025
PRDM11	0.2175
LIPF	0.4885
DIRAS3	-0.0125
ASGR2	-4.2155
C1QTNF4	0.77725
PIK3R4	-0.0798333333333334
ARMC3	4.14
NDUFV3	0.541666666666667
BTBD3	-0.717833333333333
PPP1R2	0.641833333333333
UBE2NL	0.044
FOSL2	1.16585714285714
FAM119A	-0.705833333333333
TUBA4A	-0.7308
KRTAP12-1	0.2475
SFRS2	-0.91575
RHPN1	0.3492
EEF2	-1.101
ZDHHC11	0.638166666666667
EPHA3	-0.6156
RBM12	-0.00675
H2AFJ	0.68675
EDIL3	3.177
KIF26A	-1.13025
SERGEF	0.7575
B3GALT4	4.095
LOC90925	-0.095
OSCAR	-0.03475
NPFF	-0.25875
DEDD	0.73625
TMEM155	0.018
PTPN1	0.1495
SCYL2	0.399166666666667
SKAP1	1.574
LEAP2	-2.8355
GADD45G	2.4836
IFITM3	1.122125
PILRB	-1.016
SLU7	0.615625
DSC3	-0.23625
DNMT3L	-0.43225
PAPD5	-0.592125
B3GNT3	1.124
LHCGR	-0.036
MSL-1	-0.2485
UBE2S	-1.589625
SAP130	-0.86825
ANAPC11	0.38075
MAGED4B	-0.2735
ATP6V1B2	-0.5215
C14orf179	2.58125
CAPZA1	0.447875
CDYL2	0.462833333333333
GLRX3	-2.43566666666667
LOC136288	1.52925
MOBKL1A	0.3055
HTR2B	0.27675
CRYGD	0.079
NUS1	-1.18616666666667
PGRMC1	0.4995
MYOM2	0.64475
FLJ39653	-1.94233333333333
CHM	-0.2212
OR5M8	-0.054
ZNF619	0.338
FAM105A	-0.081
CCNL1	-1.552625
NAP1L3	0.74675
C10orf57	2.10583333333333
B3GALNT1	0.274666666666667
CSN1S2A	-0.577
TCP10L	1.3835
GDAP2	0.69175
DMKN	-1.798
COX6B1	1.07925
DNASE2	-0.412666666666667
MSH5	-1.08075
LGMN	-0.499875
USP31	-0.4199
OR13C8	-0.102
SDCBP	-1.1671
NUDT11	-1.32416666666667
PYGL	0.561666666666667
SNPH	1.1655
B3GNT4	0.159
MIZF	-1.1963
NUBPL	0.328
NOD1	-0.0916666666666667
CDH22	-0.030375
NUBP1	1.06316666666667
DSCAM	-3.27375
DGKI	-0.0125
FAM136A	-0.41475
AKAP1	0.099
SLC16A6	-0.051
RIN3	0.20225
PSG2	-0.3085
DIP2B	0.5465
PSORS1C1	0.8898
KIAA0495	-1.274
FLJ90709	-0.627666666666667
LPA	-0.369333333333333
PIGA	0.675833333333333
LY75	1.11483333333333
UTS2	-5.6425
RREB1	0.388625
GALNACT-2	0.5513
MGC3196	0.2495
FLJ31568	-0.3235
LPHN1	-1.041375
SP1	1.3095
TOX4	0.469833333333333
HSPA9	1.0396
APOBEC1	0.502
SLC35E4	-0.936
LSM5	0.1675
SURF1	-0.5335
ZBTB1	0.4385
GTF2F1	0.106625
RPS15A	0.555571428571429
DUSP21	-0.0525
GINS4	-2.38633333333333
MYO15A	0.362666666666667
GIMAP7	2.24225
MGC13379	1.18275
ATP6V1E2	-1.12316666666667
UTP3	-0.55175
HNRPA3	-0.36175
MT4	-0.772
C14orf155	-0.215666666666667
U1SNRNPBP	1.6575
CKLF	-1.42216666666667
PLEKHN1	1.9095
MBNL1	0.636416666666667
NUP160	-1.4445
ACSM2A	-0.8485
LOC129881	1.9525
KIAA1529	-0.615
FLJ22639	-1.15825
HAND1	-0.755
GSX1	0.282
FGA	-2.8990625
SERPINB1	-0.5905
ZNF642	0.77275
IGFBP1	-8.714625
SLC1A1	1.814375
DHX57	0.3745
ZNF766	0.195
PTPN21	0.2218
GDPD3	-0.643
PNPLA5	0.907
TBR1	-0.005
FAM116A	-0.10125
IQGAP1	0.52175
FOS	-0.67075
ZNF226	-0.4215
FIGNL1	0.230333333333333
C14orf1	0.0496666666666667
ZMYND17	-0.22
PUS7	-0.457833333333333
TUBB6	-0.209875
KCNQ2	-1.56475
MARCH6	-0.09975
CCDC33	1.169
PRODH	1.3505
RBM11	0.66225
EPHA6	0.313
SLC43A1	0.15625
LOC196541	-0.083625
NTN1	1.40483333333333
ING4	-0.1085
PCDHB10	2.26425
DPH2	-1.73083333333333
SPACA4	-0.01675
FBXL21	-2.4125
DIAPH1	-0.446666666666667
ZNF71	0.666166666666667
CEP76	-0.641
CORO1A	-1.33775
RRM2	-2.7535
EDG4	-0.727
OS9	0.389
SLC4A1AP	0.1845
COG5	-0.3105
COPS8	-1.05025
NGLY1	-1.818
NCBP2	0.434875
C17orf42	-1.5935
GPSM3	2.154125
SIL1	0.813166666666667
ASB6	-0.27275
SMAD5OS	0.2705
UNC93A	-2.178125
A1BG	0.554833333333333
C21orf62	0.175
FMO5	0.178916666666667
ATRIP	-0.544666666666667
CEBPG	-0.161166666666667
C7orf38	0.329666666666667
TNFRSF1B	0.129166666666667
CLEC1A	0.5465
IQSEC1	-0.26225
PATZ1	1.1876
RBM22	1.203
BAG2	-2.23466666666667
PAQR5	-0.818333333333333
C9orf127	1.0168
THNSL1	-1.811
SHROOM3	2.1434
JAM2	0.71925
SNRPN	-1.17075
ALX4	0.045
CACNA1S	-0.3345
FAM130A1	1.0945
CORIN	1.9045
CD300LB	1.104
PLEKHG6	0.3645
LRRC40	-0.896
PCLKC	-0.7855
PCDHB16	1.68
WNT2B	0.620333333333333
ASNS	-2.66144444444444
MRPL49	0.125125
FLJ46111	-0.7485
ISG20	0.049625
SMU1	0.279166666666667
CASZ1	-0.0395
POLR1D	-0.338666666666667
GIN1	-0.7255
SNAG1	-0.280166666666667
ANKRD29	-1.66325
CDKN2AIP	0.34925
KRR1	0.502
CXCL1	-4.13633333333333
EPM2A	-0.5077
PC	0.185
DEFB127	-0.5675
PDZRN4	2.6155
FAH	0.898
OR51E1	1.4385
CDC2L6	1.30483333333333
DNTTIP1	-0.411
PAX8	0.89325
TMEM116	-0.619
C1orf150	-0.189
PRO2012	-0.4255
MRPL40	-0.302
BEX1	-3.7965
SLC2A4	-0.224666666666667
PKMYT1	-1.50175
FEZF2	-0.036
SLC26A9	1.85025
MAP2	0.0296666666666667
LYL1	-0.9715
SLC25A19	-1.11
NOS3	0.0475
ZNF34	0.293833333333333
TMPRSS11F	0.631
FAM43A	-0.042
FCRL4	-0.104333333333333
KLF14	1.34425
FLRT2	-0.131
WRN	-1.7325
SDF2	-0.3849
KRT8P12	0.2775
C6orf195	0.449
C9orf125	-0.737
DZIP3	0.951125
RIT1	0.457916666666667
SCML1	-0.703
RHBDF2	0.021875
OR2G3	-0.107
REXO1L1	-0.5515
MAP3K7IP3	0.605125
C3orf57	-2.547
FBXW11	-0.4435
ETAA1	-0.289
C14orf131	0.0698
AKT1S1	-1.1425
SLC12A5	-0.102625
C9orf164	0.343
NRIP3	0.19425
NOS1AP	0.13125
TMEM121	2.372
SAP30BP	-0.6563
DGCR6	0.634
WDR76	-1.56125
FAM82B	-1.39458333333333
LOC606495	0.0245
MAP9	1.00941666666667
BCDIN3D	1.28975
CXorf36	2.61366666666667
DSCR3	-0.6424
ZFAND3	0.82075
C7orf43	0.791833333333333
SPSB3	0.409
C19orf19	0.69625
FAM133A	-0.586625
C12orf25	-0.04125
SLC39A3	-0.41
DISP2	1.819
PI4KAP2	-2.6565
MKRN3	-1.5925
ADAMTS13	-0.481
CBLN3	0.544
TTYH1	-1.2485
C3orf18	0.84625
FLJ13236	1.3775
ZMYND12	2.3885
C18orf25	0.03675
GLB1L3	-0.5795
ATP13A5	0.2695
RANBP10	-0.4345
CD96	-1.394
DENND1C	-0.435
RBMS3	1.4636
SLC41A3	-0.0281666666666667
DGCR6L	-0.18475
TMEM128	-0.0373333333333333
CSNK1G3	-0.455
MOBKL2C	0.478
TSPAN6	-1.8145
MATN2	-1.0833
MSL2L1	0.232
ST6GALNAC2	1.5185
FGFBP2	-0.164875
FGL1	-6.31683333333333
MPP3	-0.4165
ARHGEF6	-0.411166666666667
TGFBR2	-0.296875
ACMSD	0.04275
IL33	0.12025
C9orf5	-0.576666666666667
DEAF1	-0.055
AMN	1.8605
DEFA6	0.03375
RNF212	-0.46675
METT5D1	0.5465
CIB1	1.5629
TSSK1B	-0.018
KIAA1727	-0.56625
ZNF680	0.555916666666667
LOC399900	-1.154
LOC152217	-0.86
CTNNAL1	-2.581
CIT	-1.112
TLE6	-0.33875
ZNF607	-1.56225
HERC4	-0.609666666666667
DRAP1	0.0134
PEMT	-1.19525
C10orf111	0.0605
ZNF575	2.05025
KCTD7	0.113
MYO1F	0.225
LOC285382	-0.3155
RAB11A	0.4464
PLCD3	-0.51
C15orf28	-0.16975
PTBP2	-1.339875
CTB-1048E9.5	-1.153375
C19orf60	0.535
C7orf25	0.441333333333333
SETD7	0.503
HOXB9	-1.9375
VANGL1	0.6588125
CHAF1B	-0.94
NDUFA3	0.763
KIAA1328	-0.541666666666667
SHARPIN	-0.09275
TTC23	-0.001875
UGP2	0.0625833333333334
ANKIB1	0.8283
CIRBP	0.668857142857143
SEC14L4	-2.3565
OVCH1	0.3275
VPS52	-1.07775
FAT	-0.73575
M6PRBP1	0.22675
GPRIN3	0.4265
PPM1F	-0.395666666666667
TSR1	-0.68275
CCDC85A	0.55425
PCSK5	1.97325
ZFHX3	1.6215
HEMK1	-0.9323
PGBD2	0.716
RSRC2	0.5185
AURKC	-1.2125
SCRIB	-0.101
ORM2	-4.487
FAM115A	1.299
FZD6	0.427375
UNC119	-0.433333333333333
GPX3	-1.238
NOV	0.12375
CABC1	-1.674125
CDC42SE2	-0.582375
EIF2S2	-1.0946
RNF130	1.027125
CKAP5	-0.907666666666667
RP11-413M3.2	1.9825
C10orf18	-0.3587
TMEM93	0.07475
DYX1C1	3.058
KCNMB2	-0.566125
ANK3	2.02
KRT5	-2.6855
CDH12	-0.305875
QRSL1	-0.964625
JUB	-0.235
SHC4	-1.729125
CCL15	0.7115
CCDC22	-0.4625
SNX24	-0.67875
RARS	-0.91375
MORC2	0.421375
FAM48A	-0.296
MT1H	-1.106
PPP1R14C	-2.56933333333333
FOXD1	0.127928571428571
C1orf213	-2.8045
AMT	-2.1887
DSN1	-0.88425
PTPLAD2	0.52375
DIS3L	-0.37375
RASL11A	2.859
GPRC5B	0.514
FRMD7	-0.212
STRN4	0.24375
KITLG	2.33331818181818
HDGF	0.20975
OR1S1	0.375
SETX	0.432
DDR2	0.446625
KCTD12	1.28125
LYZL2	0.24725
WDR52	0.5625
TMEM2	1.407125
ZNF579	2.52466666666667
LOC200810	0.64225
TNFSF9	-1.615125
PPFIA4	-2.98125
CNIH3	1.14283333333333
MAP4K4	-0.459857142857143
ROD1	0.154642857142857
ALS2CR12	1.47116666666667
DOCK3	0.0481666666666666
PAQR9	-3.133
ASB17	-0.00683333333333333
STX16	-0.68675
FEZ2	-0.465833333333333
DLAT	-0.0885
KIF21B	-1.14333333333333
CDC5L	0.6545
TMEM119	0.309
CRIP3	-0.379
TPSD1	0.385166666666667
TEPP	1.59125
GNGT2	1.0045
C21orf121	1.0105
WNK1	0.15075
FLJ10490	1.509
OR51B5	-1.7295
LOC203547	-0.673625
HAS1	-0.094
PPA1	-0.845166666666667
ST7	-0.174625
C11orf46	0.1109
POPDC3	-3.28566666666667
ACOX2	1.73216666666667
ATCAY	0.505272727272727
TM4SF19	-0.8565
MFSD9	0.147
PDHB	-0.976
ERN1	-0.20275
LCE3C	-0.111
GPR111	0.3425
NOTCH3	2.56783333333333
ADAMTS5	3.73975
B3GALT1	-0.229
UGCGL1	0.483166666666667
FAM58A	0.978
FBXO32	0.53525
CLPP	-0.49825
NXPH1	6.10575
MTMR3	0.3735
ATP1B3	-1.414125
TMEM16A	3.974875
HIST1H3F	0.803833333333333
TRIM25	-0.719166666666667
SDCBP2	0.8885
CRKL	-1.54075
HOXB2	1.15266666666667
ANP32B	-0.465375
GATM	3.795
AP4E1	-0.045
EDG5	0.36975
CDKN3	-0.851666666666667
CDH4	-1.52975
PGD	-2.40166666666667
RND1	1.021
GAD1	-2.6612
MPG	1.198
LOC440350	-0.8105
ZNF133	0.63575
SERPINB12	-0.375
AMELY	-0.330333333333333
DHX36	-1.71575
TNFAIP8L2	2.00466666666667
PHTF2	0.341944444444444
CCDC112	0.581833333333333
IQCC	-0.82675
HEYL	4.32083333333333
FTSJ2	0.125
APPL1	0.268625
RAB43	0.659071428571429
OR10G2	0.2495
WAC	0.1385
ADCY9	1.0375
RUNDC2B	1.6355
PYCRL	0.9358
AGPAT7	-0.630833333333333
SLC22A9	-0.337
CDKAL1	0.0415
PDYN	-0.121833333333333
C20orf74	2.18
MTMR11	1.75825
VAV3	3.11575
DAPL1	3.6635
STXBP3	0.11975
EIF3G	-0.96375
ARHGAP22	-0.45425
NPFFR1	-0.014
NPC1	-1.23316666666667
ALDH9A1	1.73933333333333
ZNF600	-0.51975
ZNF678	0.209666666666667
RASSF1	-0.522083333333333
ADD2	-1.866875
PITPNB	-0.0875
PKD2L2	0.046375
LRP11	0.0945
CDKL1	0.52475
SMEK2	0.39475
PRODH2	-2.78616666666667
C11orf54	-0.132666666666667
SFRS11	-1.0175
IL7	-0.512833333333333
ALS2CR16	1.808
BTG3	-0.764166666666667
PAK2	0.407277777777778
RP11-679B17.1	-1.79725
GATA4	-1.11716666666667
ATP2B1	-0.1975
LOC130940	0.5445
C1orf172	2.2585
ATF7IP2	-1.18575
SLC25A43	-0.446
CENTG3	0.525166666666667
IGF2BP1	-3.0874
FCHSD1	-0.0495
CAMK2N2	3.29766666666667
ELAVL3	0.0594444444444444
NBPF15	-0.1915
UBE2J2	-0.974666666666667
GNL2	0.0205
PRR3	0.0649
NLF2	2.7995
OR4F6	0.159
KLHL24	0.109666666666667
CCDC88A	-1.2301
SGPP1	-0.0198333333333333
C10orf11	1.63583333333333
SLC35B4	-1.57683333333333
UGT3A2	0.081
ARNT2	0.8167
CBR1	0.377625
ITPR3	-0.486666666666667
TRAPPC6B	0.7006
AMZ1	0.714
ARP11	0.91725
WDSUB1	-1.07375
APBA1	0.1305
RAB2A	0.5503
C6orf162	-0.017375
HPSE2	-0.11
PLCE1	0.66875
INSL3	0.159
DLG1	-0.2214
PTPLA	-4.20975
PIGX	-0.715375
TFIP11	-0.00383333333333336
FIBIN	2.6815
POLR2G	-0.85175
GRAP2	-1.27022222222222
DNAJB8	0.07325
CNBP	1.19233333333333
WASF1	-1.64325
INPP5E	-1.2798
HSPB1	1.97
TMEM167	-0.2043
CUBN	-0.1865
IGF1	1.6595625
ITPK1	0.5156
NAALAD2	-0.081125
G3BP1	0.2433
NT5DC1	0.212
CYP39A1	-0.9705
TMEM139	-1.331
POLK	-0.6504
GLULD1	0.54525
RBM15	-0.666333333333333
AMZ2	-0.353
GDF15	-2.39633333333333
MESDC2	0.58075
INCA	0.8055
ACY1L2	-2.9835
GZMM	-0.595333333333333
PAIP1	0.44925
CACNA2D1	0.52775
STK32C	-1.0065
SH3BP4	1.29816666666667
DEC1	0.0985
PADI1	-0.018
UBB	0.2014
PON3	-0.6185
PROP1	1.1355
ANKRD13B	-0.54
ADCK1	-1.07025
TCF25	-0.0309166666666667
SLC38A5	-2.77825
CXorf26	1.01733333333333
C19orf39	1.16075
PPP1R13B	0.7145
ARL2	-0.9875
TCL6	0.512333333333333
TOP3A	0.6455
SLC16A14	1.69975
FXYD6	1.369
HIST1H4E	-0.309
BBC3	1.50236842105263
UNC5A	0.197833333333333
FAM86C	0.1979
PI4KB	-0.347375
B3GAT1	-3.01125
SUSD2	1.933
OAZ2	0.2025
NOC4L	0.20975
C10orf12	-0.1075
FADS1	-1.96116666666667
LOC144097	0.45375
DKK2	0.285666666666667
KIAA1949	0.39125
RHOT1	-0.2188
OXT	1.82533333333333
GPR153	2.94025
ARL4A	-0.667
SAAL1	-1.6825
CCDC64	0.409
USE1	0.124166666666667
HNMT	-0.00316666666666666
PCGF3	0.0405625
CYP2C19	0.355
C20orf4	0.279
CCDC11	2.84275
ACSBG2	-0.183
RWDD2A	0.228
PALLD	2.70425
CPLX4	-0.094
LOC492311	0.261
KPNA2	-1.83116666666667
MACROD1	-0.1502
TMCO3	-1.17
C15orf52	0.413833333333333
BIRC5	-1.47953333333333
PRR16	0.711333333333333
