Hybridization REF	TCGA-A8-A08F-01A-11R-A00Z-07
RY1	-0.278
ATAD2B	-0.412375
ARHGAP17	-0.4639
KCNIP3	-0.9305
SFPQ	0.19775
GFRA4	0.175
AKR1B10	-2.40075
TIGD6	1.0585
RGS16	1.3985
URB1	-0.3035
OR4C46	-0.0218333333333334
TOP3B	-0.408
NFATC4	1.7395
CA14	-3.7335
BMPR1A	-0.558333333333333
SNRP70	-0.466625
PRL	-0.0975833333333334
C6orf130	-1.1825
STAG2	0.18425
CD55	-1.336
RPS23	0.453
SSX2	-1.54683333333333
FDPSL2A	-0.58725
FBXO27	0.212875
SYNGR3	-0.782333333333333
TMSL3	0.9655
EML1	-0.5505
NUP93	-0.467583333333333
SMAD3	-1.0656
KIAA1189	0.396666666666667
HNRPUL2	1.0555
TBC1D12	0.3255
C16orf24	1.5525
MRVI1	1.59333333333333
ZNF581	-0.0971666666666667
ELOVL3	1.0615
OR51Q1	0.11325
CACNB3	0.438666666666667
GALNT13	-0.390571428571429
C10orf84	0.26275
NEDD4	-0.0131
SPO11	0.852
OR5AU1	0.089
NEK4	0.630642857142857
PRKAR2A	0.396166666666667
IHPK1	0.259333333333333
ATP6V0B	0.915875
CACNA1E	0.683
CEACAM8	-0.267
PEX14	-0.02
FLJ12993	-1.561
ZBTB38	0.187
PCTK2	0.513166666666667
LRRC16	0.5228
FBLIM1	0.18125
FYCO1	1.10425
RP5-1022P6.2	-0.437333333333333
CMTM1	0.636666666666667
PLTP	1.39933333333333
RAPH1	1.367125
DOCK8	1.324
EZH2	-0.2596
SLC25A1	-0.518333333333333
PLEKHB1	2.2874
GRB7	0.6077
ZFP37	-0.927
MRPL33	-0.18525
PELO	0.723
ARMC1	0.998636363636364
C9orf27	-0.216125
FLJ25778	0.445
C9orf37	-1.61283333333333
TMEM66	0.4845
SPRN	0.309125
HBEGF	0.449875
PI4KA	-0.32
LEPRE1	-0.22475
POU2AF1	-4.043375
MRPL12	0.905666666666667
REP15	0.0275
ZC3H3	0.74725
RASAL1	-2.10975
DDAH1	0.367125
ACBD5	0.52975
TMC2	0.4385
CCDC137	0.95875
SAMD13	-1.43416666666667
UGT2B15	-3.17433333333333
TIPARP	-1.0355
DNASE1L3	-0.1
TRIM72	0.302333333333333
DBX2	-0.0150000000000001
IPO8	-0.343
C21orf88	1.1931
MAP3K14	0.51475
LOC51233	0.795833333333333
GGTLA4	1.87575
PDE6D	-0.44825
ZNF117	0.6375
CLK2	-0.508875
NKRF	-0.4035
TNFSF15	-0.2934
DUSP2	0.50575
SECISBP2	0.3485
GABRR2	-0.246
PPAP2C	1.822
LOC51145	-0.1242
PAG1	0.3285
PIK3C3	-0.1305
GNG10	-0.1705
APOL4	1.616
ANKRD28	-0.2715
STMN3	0.8748
RAB14	0.3999
CDK2AP2	0.46275
HDDC3	0.70475
COMMD7	0.46
CXXC1	-0.4725
HMCN1	0.388666666666667
CD40	0.915
DYNC1LI2	0.7919375
GDI1	0.9575
LOC646938	-0.07075
VSNL1	-2.8905
PIH1D1	-0.0298333333333333
RAET1G	-1.638
KRTAP5-9	0.3225
EFTUD2	0.7535
ZNF311	-1.02466666666667
ATP6V1G3	0.57625
OR2W3	-0.4365
SCN4A	0.05675
MED10	-0.089
FAM135A	-0.6974
ARHGAP4	0.33075
EHMT2	-0.02825
UFD1L	0.28825
ERMP1	0.456
MAG1	-2.18933333333333
THAP8	0.617166666666667
HACE1	-0.291666666666667
FAM82C	0.7505
C3orf20	-0.65
UNC84A	-0.945
SCD5	-0.502461538461539
LASS6	2.217875
LSG1	0.589416666666667
MAL	-5.07875
GPR22	0.157
WDR5B	1.121
ACTRT1	0.3845
C17orf60	0.701333333333333
GRIN2C	-0.2097
ARMC8	-0.245083333333333
SLC47A1	-1.87916666666667
DMPK	-0.112
DHRS13	-0.489833333333333
SMC1A	0.834
KRTAP17-1	0.40925
SMYD5	-0.29125
TUSC2	1.19775
CRHR2	0.2045
KIR3DL2	1.5105
CCDC104	0.70825
ATP2C1	0.911
CROT	-0.409
PABPC3	-0.327333333333333
EGR1	-1.338
THSD1	-0.12
KHK	-0.41175
SLC12A2	0.5378125
CD58	-0.40375
STOX2	-0.2975
CCDC76	-0.2179
CCDC48	4.351
DNAH1	0.205
ZIC4	-0.298375
OR1G1	0.2965
PSMC6	0.0236666666666667
PROKR1	-0.074
ABCB1	-1.053
TRAT1	-0.5675
LLGL1	-0.1265
MTF1	1.6225
USP54	0.2705
PAGE2B	-1.22
ITGB7	-3.426
CCDC81	-0.312
LOC149837	-0.38875
SCUBE1	0.5515
ZSCAN10	0.676
HUWE1	0.779714285714286
CDH17	-0.1245
CD180	0.915
IL17A	-0.33425
TMPO	-1.076375
KIAA1524	-0.454333333333333
HDGFRP3	0.0246666666666667
OXCT1	-0.371727272727273
RRAS2	-2.5515
LTBP2	2.2348125
SV2B	-0.469333333333333
CYP2A6	-0.027625
PKD1L2	-1.30666666666667
PPM1M	0.4025
FLJ22662	2.162
ZNF502	0.99875
GP6	-0.83375
CRYBA2	-0.50575
LEF1	-2.4566
CTPS	-1.214
EYA1	-3.33433333333333
EPS8L1	0.943
MAPK14	-0.511666666666667
SERPINB2	-4.93975
GTF2F2	-1.35816666666667
ZNHIT4	0.6725
PLA1A	0.153375
C20orf114	2.52975
HPR	-4.3135
C18orf2	-2.45383333333333
SATB2	-3.00175
KCNJ9	-0.035625
MGC157906	0.776
MOCS3	0.072
C17orf71	0.632
PPHLN1	0.1496
HIST1H2BN	0.27525
RAPGEF1	-0.1165
MAP3K8	0.0805
DLG4	-0.062
STC1	1.00083333333333
CDGAP	1.70775
DDX26B	-0.9835
LOC150223	-0.76175
CPSF3	-1.10216666666667
TMEM14A	-0.02325
MYH3	-1.62475
GPKOW	0.37075
SULT1A1	-0.815166666666667
SPON1	2.6347
YY1AP1	0.398666666666667
RAB23	-0.3805
PLA2G4A	-3.50625
MAPRE3	-0.14225
ZNF516	-0.456
GGPS1	0.71875
EXOC3L2	-0.041875
C19orf42	0.6213
MAP2K2	-0.2665
HIST1H2BB	0.864
RNF19B	1.1885
C6orf128	0.593666666666667
TLR8	4.08025
PCDHA9	0.1625
CARS2	-0.275125
CLUL1	1.8985
RHAG	-4.02616666666667
UNK	0.3885
EXOC8	1.4757
C9orf95	-0.76725
C14orf143	0.107333333333333
MAML3	-0.525
LDHA	-2.15925
MRPL20	1.033375
KLHDC6	0.382333333333333
ATP5S	-0.886333333333333
C8orf55	1.01725
PHF19	-1.71275
KRTAP13-4	0.5745
TTC5	0.378
XKR5	-0.15025
SILV	-4.48166666666667
TEX28	0.4635
TCTN1	-0.1335
CX40.1	0.0963333333333333
PPP2R5C	-0.78475
C12orf30	-1.30583333333333
CAPG	2.25875
MPZL1	0.35485
ARSB	-0.7375
TDH	-2.0665
WASF4	0.67175
TSSK3	-1.342
7A5	-0.714
CRISPLD1	0.465
MAD1L1	-1.00316666666667
SPIN4	-0.554
AMPD1	-2.262
DPYSL5	0.0875
INPP1	-0.6875
ANKRD11	-0.493
NPAS4	-0.284625
GCET2	-0.3229
RNASE9	0.6035
GUCY2D	0.134
CCDC98	-1.03425
FGF4	-0.372625
CPM	0.7655
SLC26A4	-1.51783333333333
PLD5	0.0855
FAM59A	-0.2574
FBXO5	-0.550555555555556
SIPA1L1	-0.601125
DPYS	0.1475
ATG4D	0.2065
TGM3	0.9385
MTCH1	-0.558375
HK1	-0.0835714285714286
CDC26	-0.5995
GALNT12	-3.334
LOC339229	0.97875
MRPL35	0.146625
ORC4L	0.191875
TNKS	-0.827357142857143
C2orf24	0.691
ZNF553	0.755333333333333
GGTLA1	2.3197
ZNF497	0.89975
CDY1B	0.4195
SLC30A4	0.654125
TUB	-0.788125
ARHGEF18	-0.50925
ARRB1	1.03625
KCNK1	2.192625
EREG	-2.0928
SCAMP5	1.32825
RUNDC3B	0.17675
ADAMTS20	-0.20925
IL17RB	1.61
FLJ20323	-0.9425
MCAM	0.423625
POLR3E	-1.02891666666667
AQR	0.200333333333333
IPMK	-0.1895
CDCA7	-2.547125
CAMP	3.874
GRHL3	0.93775
ADAMTSL2	1.13266666666667
CLMN	0.402833333333333
SSTR3	0.124
MAGEA5	-2.1825
OVOL2	3.255
JMJD1B	-0.50475
RBL2	0.4745
PYGO2	0.444
PPP1R10	0.614833333333333
CSE1L	-0.459333333333333
LCA5	0.232
RDH16	1.9385
ASRGL1	-1.95625
TOM1	0.9115
PTX3	-6.5325
TTC15	0.86975
SCGB3A1	0.541166666666667
MRPL50	-1.41625
RCAN3	0.68675
SLC26A11	0.9475
STYX	-0.2825
CINP	-0.24075
MARCH7	-0.62675
PFKM	-0.0958333333333333
SGMS1	0.349666666666667
RIOK3	0.2153
C1orf110	0.05
CES7	-0.054
LOC440248	-1.49975
PPP1R12C	0.051
C10orf27	0.247
ATG9A	-0.56625
MRPS26	0.171625
TMEM40	-1.451
ELP3	-0.1754
ZNF787	0.791
HIAT1	0.43725
C8orf34	0.728666666666667
MGC4655	0.2411
PELI1	0.0565
PPT1	0.8074
SLC35C2	0.0488333333333333
C6orf125	0.57525
MUC4	-1.05033333333333
RFC4	-1.33214285714286
GNB2	-0.329333333333333
NUP50	0.153571428571429
SULT4A1	-0.461
C7	0.485875
CCDC130	-0.0356666666666667
ARRDC4	0.159
RQCD1	0.03625
GLYCTK	-1.01
AYTL2	-0.100636363636364
MTUS1	-0.0128
LEMD3	0.190166666666667
PLEKHF2	2.51675
HOXA7	-0.506875
GTF3C2	-0.6685
DYNLRB2	3.026
CNOT10	0.624
MR1	0.247166666666667
FFAR1	0.142
PRIC285	0.02325
SLITRK6	4.721
LIX1	-1.9432
UBE1L2	-0.657833333333333
F8	1.362125
ACHE	0.0121666666666667
KPNA5	-1.0765
TNFRSF12A	-1.38416666666667
EGR3	0.1645
SERPIND1	-3.35816666666667
OASL	2.3445
IFRD1	-1.67925
WDFY1	0.866666666666667
ZNF267	-0.04525
ACCN5	0.8705
ZBTB6	-0.209
PPP1R3A	-0.188
PRRT3	2.2075
FBXL19	-0.5715
TXNIP	-0.209571428571429
ACTN2	0.56775
ATG9B	-0.104875
C9orf117	0.1735
IL27	-0.8295
RPL36AL	0.0155
KLK15	-0.516
CHAD	0.7645
RAP2B	-0.1387
HEBP2	0.5975
ZNF342	0.789
CAMK2G	-0.3345
TLR3	0.83825
FGF14	-0.6355
HMGB2	-1.521625
TRPM5	-0.0845
OR5M11	-0.1295
KIF3B	1.43331578947368
PRICKLE2	0.76975
MTMR9	-0.79875
C3orf27	0.05925
GLRA3	-1.56466666666667
NSDHL	0.219333333333333
TMEM32	0.71125
POLR2D	-0.6645
MYADML	0.1245
C9orf114	-0.44475
MRGPRX1	1.168
TOPORS	0.64125
CLDN19	-1.129
C1QL4	0.571
RNF165	-1.66
DHRS9	0.04625
DNAH2	0.141333333333333
FXR1	-0.889166666666667
ZMYM3	-0.69225
CASP3	-0.0211666666666667
FAM120C	0.078625
SCLY	-1.13825
CA7	-0.5085
ENTPD5	-0.190666666666667
ZNF461	-0.01475
PDIA5	-0.013
C1orf19	-0.427166666666667
TMEM67	-0.38925
KCTD20	-0.499
WDR47	1.0785
FLJ38723	0.6275
KLRF1	0.0843333333333334
TAS2R16	0.7425
CLDN12	-1.2595
PRKCE	0.42625
UBXD4	-1.21425
ITGAM	2.87616666666667
GLT8D3	0.134
WDR31	1.098
RGS2	-0.1725
OR51L1	0.4615
MST1R	1.6105
KIAA1737	-0.09675
OR4A5	-0.85
GLIS1	-1.48333333333333
PTMA	0.113928571428571
NAPA	0.9045
PRDM11	-0.581
LIPF	-0.7975
DIRAS3	-0.02425
ASGR2	-3.947875
C1QTNF4	-0.07175
PIK3R4	0.535833333333333
ARMC3	1.29875
NDUFV3	-0.55725
BTBD3	-1.4595
PPP1R2	-0.129666666666667
UBE2NL	-0.5885
FOSL2	0.253857142857143
FAM119A	-0.930833333333333
TUBA4A	0.4647
KRTAP12-1	-0.0105
SFRS2	0.00975
RHPN1	-0.5558
EEF2	-0.2645
ZDHHC11	-0.400666666666667
EPHA3	-1.5414
RBM12	0.7485
H2AFJ	2.85875
EDIL3	2.5235
KIF26A	-1.8905
SERGEF	-1.125
B3GALT4	2.309
LOC90925	0.051
OSCAR	0.90375
NPFF	-0.2255
DEDD	0.551125
TMEM155	-1.22657142857143
PTPN1	0.91575
SCYL2	-0.0223333333333333
SKAP1	3.2465
LEAP2	-3.72166666666667
GADD45G	1.332
IFITM3	0.1975
PILRB	-1.8085
SLU7	0.04925
DSC3	-1.15
DNMT3L	-1.7495
PAPD5	1.15875
B3GNT3	-2.38966666666667
LHCGR	1.0985
MSL-1	0.4245
UBE2S	-0.114375
SAP130	-0.58875
ANAPC11	1.96675
MAGED4B	-1.7835
ATP6V1B2	0.652333333333333
C14orf179	0.660875
CAPZA1	-0.45275
CDYL2	-0.211
GLRX3	-0.963
LOC136288	-0.9485
MOBKL1A	-0.327
HTR2B	1.96275
CRYGD	-0.0935
NUS1	-0.857
PGRMC1	-0.4755
MYOM2	-1.04475
FLJ39653	-1.77066666666667
CHM	0.4779
OR5M8	0.5405
ZNF619	-0.016
FAM105A	1.33025
CCNL1	-0.946875
NAP1L3	-0.588
C10orf57	1.617
B3GALNT1	1.69216666666667
CSN1S2A	-0.227
TCP10L	0.851
GDAP2	-0.38275
DMKN	-0.832
COX6B1	0.58125
DNASE2	0.978166666666667
MSH5	-1.35075
LGMN	0.34275
USP31	-0.2302
OR13C8	0.2735
SDCBP	0.4283
NUDT11	-2.874
PYGL	-1.9455
SNPH	0.1155
B3GNT4	-1.506
MIZF	-0.7146
NUBPL	1.500875
NOD1	-0.228666666666667
CDH22	-0.34225
NUBP1	0.432
DSCAM	-3.96925
DGKI	-0.223
FAM136A	-0.86975
AKAP1	0.831
SLC16A6	3.267
RIN3	0.6815
PSG2	-0.66875
DIP2B	-0.0119166666666667
PSORS1C1	0.2822
KIAA0495	-0.297
FLJ90709	-0.227166666666667
LPA	-0.539666666666667
PIGA	-0.1505
LY75	2.06533333333333
UTS2	-6.04033333333333
RREB1	-0.353625
GALNACT-2	0.311
MGC3196	-0.66
FLJ31568	1.228
LPHN1	0.860875
SP1	0.5315
TOX4	0.942166666666667
HSPA9	0.3577
APOBEC1	0.4295
SLC35E4	-0.34475
LSM5	-1.58825
SURF1	0.4125
ZBTB1	-0.0615
GTF2F1	-0.014125
RPS15A	-0.7245
DUSP21	-0.325833333333333
GINS4	-1.33516666666667
MYO15A	0.4245
GIMAP7	2.97
MGC13379	0.7425
ATP6V1E2	0.111333333333333
UTP3	-0.3635
HNRPA3	-0.345375
MT4	0.192
C14orf155	0.549
U1SNRNPBP	0.85375
CKLF	0.133833333333333
PLEKHN1	-0.387
MBNL1	-0.268583333333333
NUP160	-0.526
ACSM2A	-1.367
LOC129881	0.336
KIAA1529	-1.02425
FLJ22639	-1.2705
HAND1	-0.9445
GSX1	0.0635
FGA	-4.01286666666667
SERPINB1	0.398
ZNF642	0.46775
IGFBP1	-8.01925
SLC1A1	0.551375
DHX57	0.364375
ZNF766	0.97
PTPN21	-0.4968
GDPD3	-0.211333333333333
PNPLA5	-0.659
TBR1	0.404
FAM116A	0.553
IQGAP1	0.2085
FOS	0.212
ZNF226	-0.6715
FIGNL1	-0.114666666666667
C14orf1	-0.241666666666667
ZMYND17	0.2325
PUS7	-1.504
TUBB6	-0.793125
KCNQ2	-1.0955
MARCH6	0.622916666666667
CCDC33	0.0725
PRODH	0.19625
RBM11	0.6325
EPHA6	0.421125
SLC43A1	-0.13375
LOC196541	-0.109375
NTN1	0.877833333333333
ING4	-0.3875
PCDHB10	0.169
DPH2	-0.171666666666667
SPACA4	0.39775
FBXL21	-3.301
DIAPH1	-0.469
ZNF71	1.21266666666667
CEP76	-1.162
CORO1A	-0.055
RRM2	-1.123125
EDG4	0.9855
OS9	0.6565
SLC4A1AP	-0.05075
COG5	-0.351
COPS8	-0.23875
NGLY1	-0.6295
NCBP2	-0.24875
C17orf42	-1.25166666666667
GPSM3	0.661875
SIL1	0.205666666666667
ASB6	-0.2385
SMAD5OS	-0.752666666666667
UNC93A	-3.442
A1BG	1.53033333333333
C21orf62	-0.65975
FMO5	-0.749416666666667
ATRIP	0.744333333333333
CEBPG	-0.2275
C7orf38	-0.522833333333333
TNFRSF1B	0.995833333333333
CLEC1A	1.58033333333333
IQSEC1	0.5145
PATZ1	1.3194
RBM22	0.93575
BAG2	-2.702
PAQR5	-2.21016666666667
C9orf127	0.8337
THNSL1	-0.1695
SHROOM3	0.8456
JAM2	0.71
SNRPN	-1.69475
ALX4	-0.135
CACNA1S	0.2695
FAM130A1	1.11625
CORIN	1.8165
CD300LB	0.4965
PLEKHG6	-0.146
LRRC40	-0.648
PCLKC	-1.177
PCDHB16	-0.216833333333333
WNT2B	-0.998166666666667
ASNS	-1.68011111111111
MRPL49	0.335375
FLJ46111	-0.83425
ISG20	0.434875
SMU1	-0.956666666666667
CASZ1	0.3385
POLR1D	-0.07775
GIN1	-0.41125
SNAG1	1.29783333333333
ANKRD29	-2.40375
CDKN2AIP	-0.52425
KRR1	-0.365
CXCL1	-3.05766666666667
EPM2A	-0.4034
PC	-0.511666666666667
DEFB127	0.393
PDZRN4	0.84
FAH	0.505125
OR51E1	2.483
CDC2L6	0.0111666666666667
DNTTIP1	0.086
PAX8	-0.83
TMEM116	-0.586
C1orf150	0.678
PRO2012	0.61125
MRPL40	0.681166666666667
BEX1	0.0964
SLC2A4	-1.0415
PKMYT1	-0.11425
FEZF2	-0.424666666666667
SLC26A9	-1.9355
MAP2	-0.0248333333333333
LYL1	-0.94075
SLC25A19	0.760666666666667
NOS3	-0.1965
ZNF34	1.61633333333333
TMPRSS11F	0.53025
FAM43A	-0.8175
FCRL4	0.208
KLF14	-0.3105
FLRT2	-1.15266666666667
WRN	-0.918
SDF2	0.1331
KRT8P12	-0.798
C6orf195	0.1905
C9orf125	-2.56166666666667
DZIP3	0.19275
RIT1	-0.254166666666667
SCML1	-1.3065
RHBDF2	0.720375
OR2G3	0.284
REXO1L1	-0.435
MAP3K7IP3	0.02125
C3orf57	-5.5905
FBXW11	0.114166666666667
ETAA1	-0.164
C14orf131	-0.5745
AKT1S1	0.02
SLC12A5	-1.023125
C9orf164	1.25
NRIP3	0.19
NOS1AP	-0.18
TMEM121	0.441
SAP30BP	0.5967
DGCR6	1.0715
WDR76	0.53725
FAM82B	0.148666666666667
LOC606495	0.019
MAP9	2.004
BCDIN3D	1.19525
CXorf36	2.74233333333333
DSCR3	-0.673
ZFAND3	-0.1
C7orf43	0.116166666666667
SPSB3	-0.00779999999999999
C19orf19	0.2895
FAM133A	-3.289875
C12orf25	0.7555
SLC39A3	-0.139875
DISP2	1.46425
PI4KAP2	-0.687
MKRN3	-2.6475
ADAMTS13	-0.6505
CBLN3	0.1619
TTYH1	-2.02016666666667
C3orf18	1.834
FLJ13236	-0.945
ZMYND12	2.636
C18orf25	0.364
GLB1L3	-0.9305
ATP13A5	0.4505
RANBP10	0.40675
CD96	-0.6475
DENND1C	-0.08975
RBMS3	-0.962
SLC41A3	-0.193333333333333
DGCR6L	1.2295
TMEM128	0.447166666666667
CSNK1G3	-0.0781428571428572
MOBKL2C	0.974375
TSPAN6	-0.589
MATN2	-1.9442
MSL2L1	0.1525
ST6GALNAC2	1.65283333333333
FGFBP2	-1.31875
FGL1	-5.11066666666667
MPP3	0.334666666666667
ARHGEF6	1.3275
TGFBR2	-0.03175
ACMSD	-0.358
IL33	0.81
C9orf5	-0.426583333333333
DEAF1	-0.8179
AMN	-0.2205
DEFA6	0.071125
RNF212	-1.293
METT5D1	-0.308833333333333
CIB1	0.2046
TSSK1B	0.3455
KIAA1727	1.53925
ZNF680	0.389166666666667
LOC399900	-0.1265
LOC152217	-0.208583333333333
CTNNAL1	-3.068
CIT	-0.393416666666667
TLE6	0.9415
ZNF607	0.2315
HERC4	-1.54416666666667
DRAP1	0.1464
PEMT	-0.55
C10orf111	-0.076
ZNF575	0.679375
KCTD7	0.05575
MYO1F	1.153125
LOC285382	0.30425
RAB11A	0.1714
PLCD3	-1.191
C15orf28	-0.607
PTBP2	-1.614875
CTB-1048E9.5	0.325875
C19orf60	0.376666666666667
C7orf25	-0.330833333333333
SETD7	0.183625
HOXB9	-4.352
VANGL1	0.0360625
CHAF1B	-0.73525
NDUFA3	0.55425
KIAA1328	0.264166666666667
SHARPIN	0.827875
TTC23	0.234
UGP2	0.396333333333333
ANKIB1	0.4537
CIRBP	0.287142857142857
SEC14L4	-1.6195
OVCH1	0.0608333333333333
VPS52	0.81725
FAT	-1.554125
M6PRBP1	-0.248
GPRIN3	1.118
PPM1F	-0.2625
TSR1	-0.20825
CCDC85A	1.05525
PCSK5	1.228
ZFHX3	0.971
HEMK1	-0.3277
PGBD2	-0.49225
RSRC2	0.531333333333333
AURKC	-1.4865
SCRIB	0.412625
ORM2	-3.34383333333333
FAM115A	0.9026
FZD6	-0.256625
UNC119	-0.343833333333333
GPX3	-0.3741
NOV	-1.2475
CABC1	0.42725
CDC42SE2	-1.211125
EIF2S2	-0.2606
RNF130	0.89575
CKAP5	0.2245
RP11-413M3.2	0.192375
C10orf18	1.0901
TMEM93	0.63775
DYX1C1	0.4395
KCNMB2	-1.716125
ANK3	0.0734166666666667
KRT5	-2.9632
CDH12	-1.5325
QRSL1	-0.501125
JUB	-1.851
SHC4	-1.628125
CCL15	0.310166666666667
CCDC22	0.6245
SNX24	-0.03625
RARS	0.34925
MORC2	-0.157
FAM48A	-0.941
MT1H	-0.4885
PPP1R14C	-4.003
FOXD1	-2.78892857142857
C1orf213	-2.5915
AMT	-1.4786
DSN1	0.519
PTPLAD2	2.258
DIS3L	-0.57225
RASL11A	-0.252
GPRC5B	-0.200875
FRMD7	-0.221
STRN4	-0.06
KITLG	0.458863636363636
HDGF	0.0555
OR1S1	0.4745
SETX	0.0217
DDR2	-0.3705
KCTD12	2.293
LYZL2	0.16525
WDR52	-0.4385
TMEM2	-0.34575
ZNF579	0.6675
LOC200810	1.2845
TNFSF9	-2.21125
PPFIA4	-3.5705
CNIH3	-0.589
MAP4K4	-1.03135714285714
ROD1	0.182571428571429
ALS2CR12	0.435
DOCK3	-0.310833333333333
PAQR9	-4.40825
ASB17	0.1128
STX16	-1.0985
FEZ2	-0.1055
DLAT	-0.656333333333333
KIF21B	-0.4595
CDC5L	-0.668
TMEM119	1.80633333333333
CRIP3	-2.0255
TPSD1	-0.552
TEPP	-0.2495
GNGT2	1.41025
C21orf121	-0.3565
WNK1	-0.402083333333333
FLJ10490	0.8669
OR51B5	-2.413
LOC203547	-0.429625
HAS1	-0.0175
PPA1	-0.243666666666667
ST7	-0.250125
C11orf46	-0.0421
POPDC3	-2.04366666666667
ACOX2	2.3285
ATCAY	-0.42775
TM4SF19	-1.16225
MFSD9	-0.379
PDHB	0.30475
ERN1	0.53625
LCE3C	0.2815
GPR111	-0.249
NOTCH3	1.26416666666667
ADAMTS5	2.17025
B3GALT1	-0.901
UGCGL1	-0.693
FAM58A	0.2005
FBXO32	0.936
CLPP	0.16725
NXPH1	-0.25
MTMR3	0.658
ATP1B3	-0.06025
TMEM16A	3.3755
HIST1H3F	0.3745
TRIM25	0.922166666666667
SDCBP2	-0.6135
CRKL	-1.137625
HOXB2	2.25
ANP32B	-0.841625
GATM	3.622
AP4E1	-0.13425
EDG5	0.127625
CDKN3	-0.741666666666667
CDH4	-2.56725
PGD	-0.428666666666667
RND1	0.702
GAD1	-3.6114
MPG	-0.012125
LOC440350	-0.3415
ZNF133	-0.46625
SERPINB12	-0.006
AMELY	0.559
DHX36	0.20975
TNFAIP8L2	3.02216666666667
PHTF2	0.217722222222222
CCDC112	-0.638666666666667
IQCC	0.34475
HEYL	2.70116666666667
FTSJ2	-0.771333333333333
APPL1	1.467
RAB43	-0.389857142857143
OR10G2	0.1925
WAC	0.173833333333333
ADCY9	-0.282375
RUNDC2B	0.66
PYCRL	0.9822
AGPAT7	-0.6085
SLC22A9	-0.905
CDKAL1	-0.435
PDYN	-0.334333333333333
C20orf74	0.18075
MTMR11	0.15075
VAV3	3.44575
DAPL1	-2.474
STXBP3	0.51675
EIF3G	-0.29175
ARHGAP22	-0.82325
NPFFR1	-0.0445
NPC1	-0.1885
ALDH9A1	1.25316666666667
ZNF600	0.618
ZNF678	0.642333333333333
RASSF1	0.618166666666667
ADD2	-2.847875
PITPNB	0.46775
PKD2L2	0.228875
LRP11	0.08275
CDKL1	-0.98075
SMEK2	-0.02
PRODH2	-3.677
C11orf54	-0.239833333333333
SFRS11	-0.618333333333333
IL7	0.462166666666667
ALS2CR16	0.4865
BTG3	-2.25433333333333
PAK2	-0.892388888888889
RP11-679B17.1	0.5295
GATA4	-1.816
ATP2B1	-0.2965
LOC130940	2.243
C1orf172	2.37316666666667
ATF7IP2	-1.5405
SLC25A43	0.589833333333333
CENTG3	0.04425
IGF2BP1	-3.6301
FCHSD1	0.1965
CAMK2N2	0.859333333333333
ELAVL3	-0.0950000000000001
NBPF15	-0.14
UBE2J2	0.447416666666667
GNL2	-0.61175
PRR3	-0.2336
NLF2	0.689
OR4F6	-0.512
KLHL24	-0.000333333333333315
CCDC88A	-0.6713
SGPP1	-0.549
C10orf11	0.123166666666667
SLC35B4	-1.064
UGT3A2	0.344
ARNT2	1.8344
CBR1	-0.2005
ITPR3	-0.745
TRAPPC6B	-0.7376
AMZ1	1.057
ARP11	1.78175
WDSUB1	1.97575
APBA1	0.260666666666667
RAB2A	1.0561
C6orf162	-0.61525
HPSE2	0.364
PLCE1	-1.4885
INSL3	0.19775
DLG1	-0.0543
PTPLA	-4.607
PIGX	0.5395
TFIP11	0.705166666666667
FIBIN	2.5295
POLR2G	0.624
GRAP2	-1.7264
DNAJB8	-0.27725
CNBP	-0.253333333333333
WASF1	-1.26125
INPP5E	-1.3091
HSPB1	0.6028125
TMEM167	-0.0947
CUBN	-0.13225
IGF1	0.5114375
ITPK1	-0.2121
NAALAD2	-1.163375
G3BP1	-0.7963
NT5DC1	0.024125
CYP39A1	-1.2495
TMEM139	1.33975
POLK	-0.1669
GLULD1	-1.86725
RBM15	-0.940166666666667
AMZ2	1.677
GDF15	-1.67766666666667
MESDC2	0.17025
INCA	0.666333333333333
ACY1L2	-2.9455
GZMM	-0.7935
PAIP1	0.5735
CACNA2D1	-0.41325
STK32C	0.803166666666667
SH3BP4	0.503333333333333
DEC1	0.1635
PADI1	0.088
UBB	0.2183
PON3	-1.95416666666667
PROP1	0.6595
ANKRD13B	-0.938
ADCK1	0.00875000000000001
TCF25	-0.0395
SLC38A5	-1.98025
CXorf26	0.785333333333333
C19orf39	1.42975
PPP1R13B	0.69625
ARL2	-0.3695
TCL6	0.268083333333333
TOP3A	-0.4225
SLC16A14	1.591125
FXYD6	0.630166666666667
HIST1H4E	0.225
BBC3	-0.425578947368421
UNC5A	0.0988333333333333
FAM86C	-0.0357
PI4KB	0.235875
B3GAT1	-3.15975
SUSD2	1.342
OAZ2	0.9165
NOC4L	0.20975
C10orf12	-0.57175
FADS1	0.157333333333333
LOC144097	-0.20375
DKK2	2.85833333333333
KIAA1949	0.185
RHOT1	-0.3383
OXT	1.08
GPR153	0.6415
ARL4A	-2.943
SAAL1	-2.30125
CCDC64	0.1
USE1	-0.258166666666667
HNMT	0.994166666666667
PCGF3	-0.0034375
CYP2C19	-0.289
C20orf4	0.9135
CCDC11	0.2945
ACSBG2	-0.48175
RWDD2A	0.43025
PALLD	2.0335
CPLX4	-0.7185
LOC492311	0.405
KPNA2	0.160166666666667
MACROD1	-0.9671
TMCO3	-1.30983333333333
C15orf52	0.489833333333333
BIRC5	0.4164
PRR16	-0.380666666666667
FAM63B	0.229125
KATNB1	0.0568333333333333
WNT8B	0.622
CPLX3	0.207
