Hybridization REF	TCGA-AO-A03R-01A-21R-A034-07
EPDR1	-2.0297
MUSK	0.379166666666667
ZNF434	-0.126333333333333
SMARCD1	-0.475166666666667
ZFP106	-0.0535
ZNF347	-0.1597
GTF2E1	1.16325
RY1	-0.302666666666667
ATAD2B	0.120375
ARHGAP17	-0.0279
KCNIP3	-1.265
SFPQ	0.5105
GFRA4	1.26833333333333
AKR1B10	-4.23
TIGD6	0.645333333333333
RGS16	2.054625
URB1	-0.961333333333333
OR4C46	0.351
TOP3B	-0.92875
NFATC4	1.197
CA14	-3.908
BMPR1A	-1.04416666666667
SNRP70	-0.106
PRL	0.709583333333333
C6orf130	-0.7755
STAG2	0.7175
CD55	-1.12385714285714
RPS23	0.716666666666666
SSX2	-0.584166666666667
FDPSL2A	-1.05325
FBXO27	0.73825
SYNGR3	-0.544666666666667
TMSL3	1.24375
EML1	-2.5825
NUP93	-1.24808333333333
SMAD3	0.2444
KIAA1189	0.222
HNRPUL2	0.886
TBC1D12	1.748
C16orf24	1.25
MRVI1	1.50833333333333
ZNF581	-0.609833333333333
ELOVL3	-0.977
OR51Q1	0.044
CACNB3	0.0596666666666667
GALNT13	-1.63071428571429
C10orf84	0.85625
NEDD4	0.81
SPO11	-0.329
OR5AU1	-0.576
NEK4	0.298714285714286
PRKAR2A	0.429333333333333
IHPK1	-0.3155
ATP6V0B	0.380375
CACNA1E	2.0165
CEACAM8	-1.15733333333333
PEX14	-0.1435
FLJ12993	0.911
ZBTB38	0.11525
PCTK2	0.0331666666666667
LRRC16	-0.4863
FBLIM1	0.872416666666667
FYCO1	1.00525
RP5-1022P6.2	-0.0333333333333333
CMTM1	0.223833333333333
PLTP	0.472166666666667
RAPH1	0.485625
DOCK8	0.94975
EZH2	-0.740866666666667
SLC25A1	-0.198
PLEKHB1	-0.0846000000000001
GRB7	0.4757
ZFP37	-0.88425
MRPL33	0.12675
PELO	-1.742
ARMC1	1.24181818181818
C9orf27	0.0138333333333334
FLJ25778	0.7805
C9orf37	-1.17566666666667
TMEM66	-0.9885
SPRN	-0.00150000000000001
HBEGF	0.761125
PI4KA	-1.0055
LEPRE1	-0.88475
POU2AF1	-1.301125
MRPL12	-0.193
REP15	-0.725
ZC3H3	1.234
RASAL1	-1.278
DDAH1	1.78975
ACBD5	0.66475
TMC2	-0.352
CCDC137	-0.005
SAMD13	-2.03
UGT2B15	-2.51
TIPARP	0.18975
DNASE1L3	1.3
TRIM72	0.544833333333333
DBX2	0.32225
IPO8	0.03275
C21orf88	-1.3766
MAP3K14	0.40175
LOC51233	0.405
GGTLA4	0.7405
PDE6D	-0.4825
ZNF117	0.9955
CLK2	-1.19425
NKRF	-0.517
TNFSF15	-0.0252
DUSP2	0.664375
SECISBP2	0.6559
GABRR2	-0.715
PPAP2C	0.516
LOC51145	0.00449999999999998
PAG1	0.2975
PIK3C3	-0.502
GNG10	-0.3825
APOL4	0.157333333333333
ANKRD28	-1.0205
STMN3	0.6928
RAB14	0.7725
CDK2AP2	0.015
HDDC3	-0.373625
COMMD7	-0.202375
CXXC1	-0.68275
HMCN1	-0.601333333333333
CD40	0.765
DYNC1LI2	-0.2708125
GDI1	0.855
LOC646938	-0.1815
VSNL1	-2.33
PIH1D1	-0.445333333333333
RAET1G	-0.512
KRTAP5-9	-0.273
EFTUD2	-0.85625
ZNF311	-0.567666666666667
ATP6V1G3	-0.1355
OR2W3	0.07975
SCN4A	0.6665
MED10	-1.151
FAM135A	-0.1783
ARHGAP4	-0.87625
EHMT2	-0.25225
UFD1L	-0.444
ERMP1	2.63125
MAG1	-0.262333333333333
THAP8	0.673666666666667
HACE1	-1.007
FAM82C	0.4785
C3orf20	-0.6435
UNC84A	-0.609833333333333
SCD5	0.105769230769231
LASS6	3.081
LSG1	0.394416666666667
MAL	-4.31625
GPR22	0.3765
WDR5B	0.62675
ACTRT1	0.7445
C17orf60	-0.427
GRIN2C	0.4876
ARMC8	-0.515416666666667
SLC47A1	-2.3925
DMPK	-0.22075
DHRS13	-0.247833333333333
SMC1A	-0.2955
KRTAP17-1	-0.654
SMYD5	0.028
TUSC2	0.62375
CRHR2	0.2115
KIR3DL2	0.8945
CCDC104	-0.464
ATP2C1	-0.37275
CROT	0.18025
PABPC3	1.4915
EGR1	0.5245
THSD1	-0.01225
KHK	-0.77675
SLC12A2	0.02425
CD58	-1.365
STOX2	-0.686666666666667
CCDC76	-0.4883
CCDC48	0.88375
DNAH1	0.065
ZIC4	0.202
OR1G1	0.7875
PSMC6	-1.02183333333333
PROKR1	-0.1555
ABCB1	0.106375
TRAT1	0.1355
LLGL1	0.367
MTF1	1.848
USP54	0.294125
PAGE2B	-1.982
ITGB7	-3.30225
CCDC81	-0.3565
LOC149837	0.27625
SCUBE1	0.04
ZSCAN10	1.706
HUWE1	0.0892857142857143
CDH17	-0.29
CD180	0.56425
IL17A	-0.1385
TMPO	-0.82025
KIAA1524	-0.807833333333333
HDGFRP3	-2.28816666666667
OXCT1	-1.43190909090909
RRAS2	-0.870833333333333
LTBP2	2.3153125
SV2B	1.4675
CYP2A6	6.046875
PKD1L2	-0.731833333333333
PPM1M	0.641
FLJ22662	2.55616666666667
ZNF502	0.37475
GP6	-0.90925
CRYBA2	-1.936
LEF1	-0.505
CTPS	-1.70671428571429
EYA1	-2.591
EPS8L1	1.02575
MAPK14	-0.66
SERPINB2	-4.57925
GTF2F2	-0.8815
ZNHIT4	0.033
PLA1A	1.352
C20orf114	0.86025
HPR	-2.681
C18orf2	-2.46133333333333
SATB2	-3.17375
KCNJ9	0.580875
MGC157906	0.7245
MOCS3	-0.94275
C17orf71	-0.910333333333333
PPHLN1	-0.0727
HIST1H2BN	0.656125
RAPGEF1	-0.182125
MAP3K8	-0.4105
DLG4	0.9015
STC1	0.266583333333333
CDGAP	1.5765
DDX26B	-0.54425
LOC150223	-1.35275
CPSF3	-1.55333333333333
TMEM14A	-0.85525
MYH3	-1.6925
GPKOW	-0.57225
SULT1A1	0.190333333333333
SPON1	1.4287
YY1AP1	0.2125
RAB23	-0.60625
PLA2G4A	-4.2265
MAPRE3	-0.24925
ZNF516	1.11642857142857
GGPS1	0.87825
EXOC3L2	0.16325
C19orf42	0.1114
MAP2K2	0.0236666666666667
HIST1H2BB	1.24625
RNF19B	0.921833333333333
C6orf128	-0.593666666666667
TLR8	0.94825
PCDHA9	1.146
CARS2	0.00887500000000002
CLUL1	2.15766666666667
RHAG	-3.471
UNK	0.3085
EXOC8	0.845
C9orf95	0.998
C14orf143	0.254833333333333
MAML3	-0.08575
LDHA	-2.104
MRPL20	0.176625
KLHDC6	0.421833333333333
ATP5S	-0.0936666666666667
C8orf55	1.572
PHF19	-1.142375
KRTAP13-4	0.938
TTC5	-1.067
XKR5	-0.09825
SILV	-4.58933333333333
TEX28	-0.415
TCTN1	0.27325
CX40.1	0.6865
PPP2R5C	-0.689
C12orf30	-1.3025
CAPG	1.892
MPZL1	0.29855
ARSB	-1.30616666666667
TDH	-1.364
WASF4	1.48625
TSSK3	-0.208666666666667
7A5	-1.813
CRISPLD1	0.943375
MAD1L1	-0.290166666666667
SPIN4	-0.0118
AMPD1	-0.42475
DPYSL5	1.479
INPP1	0.2345
ANKRD11	-0.250777777777778
NPAS4	-0.342375
GCET2	0.2507
RNASE9	0.42
GUCY2D	0.0793333333333333
CCDC98	-0.16825
FGF4	-0.153125
CPM	-0.667333333333333
SLC26A4	-0.641833333333333
PLD5	0.47575
FAM59A	-1.3244
FBXO5	-1.49366666666667
SIPA1L1	0.5165
DPYS	0.65075
ATG4D	0.39425
TGM3	0.404
MTCH1	-0.94525
HK1	-0.0836923076923077
CDC26	-0.79
GALNT12	-3.099
LOC339229	0.1595
MRPL35	-0.0175
ORC4L	0.139125
TNKS	-0.499785714285714
C2orf24	0.539166666666667
ZNF553	-1.00633333333333
GGTLA1	3.1074
ZNF497	0.2695
CDY1B	0.194
SLC30A4	0.765625
TUB	-1.002
ARHGEF18	-0.53525
ARRB1	0.30075
KCNK1	0.759875
EREG	-2.3742
SCAMP5	-0.5075
RUNDC3B	2.02825
ADAMTS20	0.16725
IL17RB	-0.171125
FLJ20323	-1.3615
MCAM	0.61825
POLR3E	-1.25383333333333
AQR	0.799333333333333
IPMK	0.4345
CDCA7	-3.845
CAMP	-1.0985
GRHL3	0.77675
ADAMTSL2	0.774166666666667
CLMN	0.9285
SSTR3	0.072
MAGEA5	-1.901
OVOL2	3.56175
JMJD1B	0.2005
RBL2	-0.0913
PYGO2	1.4045
PPP1R10	0.686833333333333
CSE1L	-0.705666666666667
LCA5	0.381
RDH16	0.58125
ASRGL1	-1.63625
TOM1	-0.135333333333333
PTX3	-2.7395
TTC15	0.48575
SCGB3A1	2.5085
MRPL50	-1.0325
RCAN3	1.21225
SLC26A11	0.32275
STYX	-0.488333333333333
CINP	-0.05975
MARCH7	-0.63525
PFKM	-2.3885
SGMS1	0.397166666666667
RIOK3	-0.4045
C1orf110	0.773
CES7	0.151375
LOC440248	-1.7065
PPP1R12C	-0.2755
C10orf27	0.933
ATG9A	-0.83325
MRPS26	0.14725
TMEM40	0.029
ELP3	-0.6521
ZNF787	1.2258
HIAT1	-0.695125
C8orf34	0.513333333333333
MGC4655	-0.286
PELI1	0.973666666666667
PPT1	0.0246
SLC35C2	-1.36366666666667
C6orf125	0.295
MUC4	-0.587333333333333
RFC4	-2.37271428571429
GNB2	0.293833333333333
NUP50	0.564071428571429
SULT4A1	-1.16233333333333
C7	2.771
CCDC130	0.384333333333333
ARRDC4	-0.48475
RQCD1	-1.35625
GLYCTK	-1.21325
AYTL2	-0.824363636363636
MTUS1	1.2483
LEMD3	0.251833333333333
PLEKHF2	2.35975
HOXA7	0.9335
GTF3C2	-1.7615
DYNLRB2	1.69225
CNOT10	-0.123
MR1	-0.967
FFAR1	-0.0875
PRIC285	0.48725
SLITRK6	3.86525
LIX1	-2.0182
UBE1L2	-0.5265
F8	0.860875
ACHE	0.197833333333333
KPNA5	-1.8265
TNFRSF12A	-1.93683333333333
EGR3	1.201
SERPIND1	-3.21466666666667
OASL	2.00725
IFRD1	-2.2185
WDFY1	-0.1745
ZNF267	-1.414375
ACCN5	-0.051
ZBTB6	0.0865
PPP1R3A	0.2495
PRRT3	0.824
FBXL19	1.537
TXNIP	1.47492857142857
ACTN2	0.26825
ATG9B	-0.532875
C9orf117	-0.18325
IL27	0.6025
RPL36AL	-0.4575
KLK15	0.53625
CHAD	2.343
RAP2B	-0.5481
HEBP2	0.931
ZNF342	0.1735
CAMK2G	-0.3035
TLR3	0.67475
FGF14	0.242
HMGB2	0.378125
TRPM5	0.191666666666667
OR5M11	0.1635
KIF3B	-0.0837368421052632
PRICKLE2	1.99
MTMR9	-0.44625
C3orf27	-0.0765
GLRA3	-0.1005
NSDHL	-0.564333333333333
TMEM32	-0.61275
POLR2D	-1.14091666666667
MYADML	0.3535
C9orf114	-0.31125
MRGPRX1	0.7475
TOPORS	1.0605
CLDN19	0.58825
C1QL4	0.319
RNF165	-0.5765
DHRS9	-0.4475
DNAH2	-0.6435
FXR1	-0.783
ZMYM3	-0.597125
CASP3	0.2005
FAM120C	0.139125
SCLY	-1.2415
CA7	-0.6125
ENTPD5	1.17466666666667
ZNF461	-0.228
PDIA5	-0.93525
C1orf19	-0.6455
TMEM67	-0.32625
KCTD20	-0.357
WDR47	-0.019
FLJ38723	1.794
KLRF1	0.111
TAS2R16	1.391
CLDN12	-0.104
PRKCE	0.7655
UBXD4	-2.0595
ITGAM	1.69016666666667
GLT8D3	-0.385125
WDR31	0.4453
RGS2	1.76425
OR51L1	1.909
MST1R	0.702
KIAA1737	0.989
OR4A5	0.028
GLIS1	-1.56516666666667
PTMA	0.812857142857143
NAPA	1.33025
PRDM11	0.78275
LIPF	-0.084
DIRAS3	2.3865
ASGR2	-3.567
C1QTNF4	1.02825
PIK3R4	0.1185
ARMC3	0.81925
NDUFV3	-0.5285
BTBD3	-0.696166666666667
PPP1R2	-0.45275
UBE2NL	-0.77925
FOSL2	1.86485714285714
FAM119A	-1.19016666666667
TUBA4A	-1.0808
KRTAP12-1	0.2445
SFRS2	-0.087
RHPN1	0.4953
EEF2	-0.484666666666667
ZDHHC11	-2.20583333333333
EPHA3	-1.2702
RBM12	0.3785
H2AFJ	1.14166666666667
EDIL3	0.477
KIF26A	-1.27275
SERGEF	-0.8
B3GALT4	2.5665
LOC90925	1.32133333333333
OSCAR	-0.918125
NPFF	-0.157125
DEDD	0.413625
TMEM155	-1.3
PTPN1	0.482
SCYL2	-0.081
SKAP1	1.3805
LEAP2	-2.16283333333333
GADD45G	2.79
IFITM3	1.14425
PILRB	-0.602333333333333
SLU7	-0.23275
DSC3	1.63675
DNMT3L	-0.95425
PAPD5	-0.241
B3GNT3	-1.354
LHCGR	1.4265
MSL-1	0.23575
UBE2S	-0.329375
SAP130	-0.02175
ANAPC11	0.37675
MAGED4B	-1.903
ATP6V1B2	-0.893833333333333
C14orf179	0.612375
CAPZA1	-0.666375
CDYL2	-0.249
GLRX3	-1.4675
LOC136288	-0.23175
MOBKL1A	1.544
HTR2B	1.004
CRYGD	-0.43
NUS1	-1.4915
PGRMC1	-0.4785
MYOM2	-1.08875
FLJ39653	-1.36966666666667
CHM	-0.0656
OR5M8	0.1255
ZNF619	-0.3745
FAM105A	1.2665
CCNL1	-0.80825
NAP1L3	-1.255
C10orf57	2.196
B3GALNT1	0.8655
CSN1S2A	-0.246
TCP10L	-0.36075
GDAP2	-0.283625
DMKN	-1.5335
COX6B1	0.39025
DNASE2	0.157333333333333
MSH5	-2.22725
LGMN	-0.795875
USP31	-0.0532
OR13C8	0.2745
SDCBP	0.6896
NUDT11	-2.98266666666667
PYGL	-1.333
SNPH	0.380833333333333
B3GNT4	-0.3855
MIZF	-0.9039
NUBPL	-0.5325
NOD1	0.257833333333333
CDH22	0.640125
NUBP1	0.4335
DSCAM	-3.57875
DGKI	-0.67
FAM136A	-0.59775
AKAP1	0.566666666666667
SLC16A6	-0.449
RIN3	0.296
PSG2	-0.66325
DIP2B	-0.487166666666667
PSORS1C1	-0.6034
KIAA0495	-0.5165
FLJ90709	-0.749333333333333
LPA	-0.143166666666667
PIGA	-1.05933333333333
LY75	1.08733333333333
UTS2	-5.47116666666667
RREB1	0.014125
GALNACT-2	-0.2746
MGC3196	0.11525
FLJ31568	0.913
LPHN1	0.46175
SP1	1.193625
TOX4	0.243
HSPA9	0.4084
APOBEC1	0.3235
SLC35E4	-1.08975
LSM5	-0.58225
SURF1	0.13525
ZBTB1	0.130916666666667
GTF2F1	-0.169875
RPS15A	-0.245214285714286
DUSP21	-0.4582
GINS4	-1.13116666666667
MYO15A	-0.0455
GIMAP7	4.1795
MGC13379	0.52525
ATP6V1E2	-0.532666666666667
UTP3	-0.4535
HNRPA3	-0.1474375
MT4	0.6455
C14orf155	-0.137
U1SNRNPBP	0.74475
CKLF	-1.03966666666667
PLEKHN1	0.397333333333333
MBNL1	0.176333333333333
NUP160	-1.431
ACSM2A	-0.447
LOC129881	-0.1425
KIAA1529	0.18575
FLJ22639	-1.3
HAND1	-0.6505
GSX1	0.7135
FGA	-3.68566666666667
SERPINB1	-0.3755
ZNF642	1.127
IGFBP1	-7.56725
SLC1A1	0.30275
DHX57	-0.04275
ZNF766	0.897
PTPN21	-0.823333333333333
GDPD3	0.132333333333333
PNPLA5	0.605
TBR1	0.761166666666667
FAM116A	-0.204
IQGAP1	1.03875
FOS	0.742125
ZNF226	-0.679875
FIGNL1	-0.345
C14orf1	0.176666666666667
ZMYND17	-0.093
PUS7	-0.5415
TUBB6	-0.82725
KCNQ2	-1.25075
MARCH6	0.84975
CCDC33	1.406
PRODH	-1.02175
RBM11	0.10625
EPHA6	0.0581666666666667
SLC43A1	-1.02725
LOC196541	0.423142857142857
NTN1	1.24141666666667
ING4	0.2985
PCDHB10	-0.30275
DPH2	-1.007
SPACA4	0.51225
FBXL21	-1.656
DIAPH1	-0.727666666666667
ZNF71	0.342666666666667
CEP76	-0.437
CORO1A	0.20125
RRM2	-2.352125
EDG4	0.50775
OS9	0.193666666666667
SLC4A1AP	0.16725
COG5	-0.48975
COPS8	-0.97525
NGLY1	-1.6235
NCBP2	-0.200375
C17orf42	-1.71066666666667
GPSM3	1.3895
SIL1	0.100166666666667
ASB6	-0.07725
SMAD5OS	0.0283333333333333
UNC93A	-2.459125
A1BG	0.267166666666667
C21orf62	1.31575
FMO5	-1.98933333333333
ATRIP	0.206666666666667
CEBPG	0.204666666666667
C7orf38	-0.066
TNFRSF1B	1.318
CLEC1A	1.44766666666667
IQSEC1	-0.29
PATZ1	1.5547
RBM22	1.93875
BAG2	-2.279
PAQR5	0.790333333333333
C9orf127	0.7452
THNSL1	-0.5845
SHROOM3	1.8344
JAM2	1.213
SNRPN	-1.76775
ALX4	0.042
CACNA1S	-0.0045
FAM130A1	0.63075
CORIN	0.995
CD300LB	0.7525
PLEKHG6	0.5705
LRRC40	-0.88575
PCLKC	-0.75125
PCDHB16	-0.0183333333333333
WNT2B	-0.746166666666667
ASNS	-2.75733333333333
MRPL49	0.237875
FLJ46111	1.21125
ISG20	-0.506375
SMU1	-0.4088
CASZ1	0.262
POLR1D	-1.168
GIN1	-0.3755
SNAG1	-0.278666666666667
ANKRD29	-0.2675
CDKN2AIP	0.25375
KRR1	0.35225
CXCL1	-3.44716666666667
EPM2A	-0.886888888888889
PC	0.019
DEFB127	0.6245
PDZRN4	0.501833333333333
FAH	0.879375
OR51E1	1.063
CDC2L6	-0.230833333333333
DNTTIP1	-0.9455
PAX8	-1.028
TMEM116	-0.667
C1orf150	-0.74
PRO2012	0.114
MRPL40	0.317
BEX1	-3.72166666666667
SLC2A4	-0.713833333333333
PKMYT1	-0.3615
FEZF2	0.0848333333333333
SLC26A9	-0.693
MAP2	-0.0293333333333333
LYL1	-1.066
SLC25A19	-0.351333333333333
NOS3	1.147
ZNF34	1.26666666666667
TMPRSS11F	-0.7025
FAM43A	0.33175
FCRL4	0.183166666666667
KLF14	0.55625
FLRT2	-0.356
WRN	-1.53725
SDF2	-0.6491
KRT8P12	1.61975
C6orf195	1.1005
C9orf125	-1.5205
DZIP3	0.56875
RIT1	-0.79075
SCML1	-2.35083333333333
RHBDF2	-0.208625
OR2G3	0.418
REXO1L1	0.281
MAP3K7IP3	-0.327125
C3orf57	-4.831
FBXW11	-0.352166666666667
ETAA1	0.1365
C14orf131	0.1525
AKT1S1	-0.16425
SLC12A5	-0.7045
C9orf164	1.48675
NRIP3	3.281625
NOS1AP	0.87325
TMEM121	0.9225
SAP30BP	-0.3763
DGCR6	1.0325
WDR76	0.044
FAM82B	0.836666666666667
LOC606495	-1.0525
MAP9	-0.00224999999999998
BCDIN3D	-0.05275
CXorf36	2.89566666666667
DSCR3	-1.3585
ZFAND3	0.261625
C7orf43	0.9975
SPSB3	-0.0112
C19orf19	1.10225
FAM133A	-2.469875
C12orf25	-0.5005
SLC39A3	-0.37775
DISP2	-0.59525
PI4KAP2	-1.9735
MKRN3	-1.4045
ADAMTS13	-0.212375
CBLN3	0.3339
TTYH1	-1.02966666666667
C3orf18	0.813
FLJ13236	-2.00875
ZMYND12	2.0465
C18orf25	0.430875
GLB1L3	-1.585
ATP13A5	0.6255
RANBP10	-0.59975
CD96	-0.0366
DENND1C	0.618
RBMS3	0.2494
SLC41A3	0.116666666666667
DGCR6L	0.65475
TMEM128	0.322833333333333
CSNK1G3	-0.241214285714286
MOBKL2C	0.398375
TSPAN6	-1.20825
MATN2	0.2147
MSL2L1	1.09983333333333
ST6GALNAC2	0.854833333333333
FGFBP2	-0.219125
FGL1	-6.00833333333333
MPP3	-2.93183333333333
ARHGEF6	1.68933333333333
TGFBR2	0.475125
ACMSD	0.63275
IL33	3.7355
C9orf5	0.00850000000000001
DEAF1	0.4824
AMN	1.6985
DEFA6	-0.18275
RNF212	-1.83
METT5D1	0.385166666666667
CIB1	0.2929
TSSK1B	0.196
KIAA1727	0.575
ZNF680	0.603333333333333
LOC399900	-1.4785
LOC152217	-0.341
CTNNAL1	-2.4205
CIT	-0.185916666666667
TLE6	-0.8295
ZNF607	-1.80725
HERC4	-0.769166666666667
DRAP1	0.4532
PEMT	-0.8695
C10orf111	-0.342
ZNF575	1.369125
KCTD7	0.0385
MYO1F	0.61075
LOC285382	-0.63725
RAB11A	0.8073
PLCD3	-0.20575
C15orf28	-0.307
PTBP2	-0.96375
CTB-1048E9.5	-0.629125
C19orf60	0.403333333333333
C7orf25	0.176666666666667
SETD7	0.15425
HOXB9	-4.8075
VANGL1	0.5284375
CHAF1B	-1.796
NDUFA3	1.43325
KIAA1328	-0.5905
SHARPIN	1.207875
TTC23	-1.10228571428571
UGP2	0.151083333333333
ANKIB1	0.4805
CIRBP	1.29828571428571
SEC14L4	-3.1415
OVCH1	-0.1605
VPS52	-0.0665
FAT	-1.49925
M6PRBP1	0.74575
GPRIN3	-0.33
PPM1F	-0.530833333333333
TSR1	-0.902
CCDC85A	1.16
PCSK5	1.324
ZFHX3	0.2335
HEMK1	-0.6879
PGBD2	0.5375
RSRC2	0.0881666666666666
AURKC	-1.47066666666667
SCRIB	1.078625
ORM2	-3.99133333333333
FAM115A	1.0317
FZD6	1.057875
UNC119	-0.387833333333333
GPX3	0.6911
NOV	0.063625
CABC1	0.64075
CDC42SE2	-0.93225
EIF2S2	-1.2951
RNF130	0.298625
CKAP5	0.1475
RP11-413M3.2	1.248875
C10orf18	0.9128
TMEM93	-0.92625
DYX1C1	0.23725
KCNMB2	-1.51142857142857
ANK3	-0.0439166666666667
KRT5	1.9562
CDH12	-0.268375
QRSL1	-1.236125
JUB	-1.094
SHC4	-2.0785
CCL15	2.5605
CCDC22	-0.0835
SNX24	1.07075
RARS	-1.06675
MORC2	0.247375
FAM48A	-0.61175
MT1H	1.228
PPP1R14C	-2.48166666666667
FOXD1	-2.02035714285714
C1orf213	-1.634
AMT	-0.8142
DSN1	-0.522
PTPLAD2	2.1795
DIS3L	0.4025
RASL11A	1.1195
GPRC5B	0.861375
FRMD7	0.124
STRN4	0.49775
KITLG	2.19527272727273
HDGF	0.94825
OR1S1	-0.483
SETX	-0.0963000000000001
DDR2	-0.357625
KCTD12	1.93375
LYZL2	-1.239
WDR52	-0.00900000000000001
TMEM2	0.810375
ZNF579	0.954666666666667
LOC200810	-0.657
TNFSF9	-1.3795
PPFIA4	-3.676
CNIH3	-1.41216666666667
MAP4K4	-1.55814285714286
ROD1	-0.427571428571429
ALS2CR12	0.312333333333333
DOCK3	-1.161
PAQR9	-3.768
ASB17	-0.4726
STX16	-1.307375
FEZ2	-0.5885
DLAT	0.303
KIF21B	-0.785333333333333
CDC5L	-0.0475
TMEM119	0.78
CRIP3	-0.92625
TPSD1	-0.353
TEPP	1.28425
GNGT2	1.09075
C21orf121	0.70825
WNK1	-0.522166666666667
FLJ10490	1.3815
OR51B5	-2.0605
LOC203547	-0.76625
HAS1	0.238
PPA1	-0.323666666666667
ST7	-0.19375
C11orf46	-0.205
POPDC3	-3.41533333333333
ACOX2	-1.27466666666667
ATCAY	0.397916666666667
TM4SF19	-1.615
MFSD9	-0.832
PDHB	-0.864
ERN1	-0.768
LCE3C	0.337
GPR111	-0.456
NOTCH3	1.963
ADAMTS5	2.35175
B3GALT1	-1.01633333333333
UGCGL1	-1.03766666666667
FAM58A	0.254166666666667
FBXO32	2.37275
CLPP	-0.4515
NXPH1	-1.339
MTMR3	0.763166666666667
ATP1B3	-0.477375
TMEM16A	3.944375
HIST1H3F	1.0355
TRIM25	-0.200333333333333
SDCBP2	0.1535
CRKL	-1.31575
HOXB2	1.85116666666667
ANP32B	-0.114375
GATM	3.667
AP4E1	0.125625
EDG5	0.259875
CDKN3	-0.194333333333333
CDH4	-2.18075
PGD	-1.065
RND1	-0.1435
GAD1	-1.4721
MPG	0.166125
LOC440350	0.7565
ZNF133	-1.18425
SERPINB12	-0.401
AMELY	-0.0328
DHX36	-0.997
TNFAIP8L2	2.80516666666667
PHTF2	-0.0190555555555556
CCDC112	-0.185333333333333
IQCC	-1.12325
HEYL	2.579
FTSJ2	-0.4775
APPL1	1.016625
RAB43	-0.371
OR10G2	-0.6405
WAC	0.1225
ADCY9	1.182375
RUNDC2B	0.455166666666667
PYCRL	1.7695
AGPAT7	0.445833333333333
SLC22A9	-0.476166666666667
CDKAL1	-0.376
PDYN	-0.0444
C20orf74	-0.505
MTMR11	-0.63125
VAV3	4.6075
DAPL1	1.24375
STXBP3	0.67625
EIF3G	-0.758
ARHGAP22	-1.6135
NPFFR1	1.064
NPC1	-0.6235
ALDH9A1	1.94683333333333
ZNF600	-0.200625
ZNF678	0.741666666666667
RASSF1	0.660166666666667
ADD2	-1.217125
PITPNB	0.05075
PKD2L2	0.329
LRP11	-0.2005
CDKL1	0.6285
SMEK2	0.39775
PRODH2	-3.11433333333333
C11orf54	-0.4495
SFRS11	-0.851166666666667
IL7	-0.335833333333333
ALS2CR16	0.5375
BTG3	-1.39866666666667
PAK2	0.164111111111111
RP11-679B17.1	0.0555
GATA4	-1.4554
ATP2B1	-0.5515
LOC130940	0.1725
C1orf172	3.28183333333333
ATF7IP2	-2.369
SLC25A43	-0.022
CENTG3	0.385583333333333
IGF2BP1	-3.4318
FCHSD1	0.2435
CAMK2N2	1.79416666666667
ELAVL3	-0.0265
NBPF15	-0.2965
UBE2J2	-0.0938333333333333
GNL2	0.1155
PRR3	0.5113
NLF2	2.1025
OR4F6	0.048
KLHL24	0.445833333333333
CCDC88A	-1.5168
SGPP1	-1.60183333333333
C10orf11	-0.625333333333333
SLC35B4	-1.2955
UGT3A2	-1.434
ARNT2	0.5394
CBR1	-0.85225
ITPR3	-0.937666666666667
TRAPPC6B	-1.1261
AMZ1	-2.8655
ARP11	0.07175
WDSUB1	0.40225
APBA1	0.9215
RAB2A	0.7972
C6orf162	-1.0115
HPSE2	0.631
PLCE1	-0.711
INSL3	1.5795
DLG1	-0.2432
PTPLA	-3.099
PIGX	0.406
TFIP11	0.325833333333333
FIBIN	1.194
POLR2G	-0.75025
GRAP2	-1.85066666666667
DNAJB8	0.15325
CNBP	1.05966666666667
WASF1	-0.6905
INPP5E	-0.4719
HSPB1	0.7763125
TMEM167	-0.8082
CUBN	-0.28425
IGF1	3.2046875
ITPK1	1.3391
NAALAD2	-1.212625
G3BP1	-0.0912
NT5DC1	-0.57275
CYP39A1	-0.28
TMEM139	0.407
POLK	0.0618
GLULD1	-1.23525
RBM15	-0.2785
AMZ2	-0.674
GDF15	-4.164
MESDC2	-0.552
INCA	0.4404
ACY1L2	-1.1185
GZMM	0.176166666666667
PAIP1	0.2225
CACNA2D1	-0.0035
STK32C	-0.409666666666667
SH3BP4	-0.2725
DEC1	0.5415
PADI1	1.111
UBB	-0.5913
PON3	0.278
PROP1	1.2875
ANKRD13B	-0.346
ADCK1	-0.29325
TCF25	0.02525
SLC38A5	-3.14525
CXorf26	0.2105
C19orf39	0.147
PPP1R13B	1.017
ARL2	-1.049
TCL6	0.525
TOP3A	-0.6115
SLC16A14	1.744125
FXYD6	0.808833333333333
HIST1H4E	0.34175
BBC3	0.519421052631579
UNC5A	-0.022
FAM86C	-0.4443
PI4KB	0.213625
B3GAT1	-3.13475
SUSD2	0.879166666666667
OAZ2	0.452166666666667
NOC4L	0.1015
C10orf12	-0.20275
FADS1	-2.112
LOC144097	-0.6125
DKK2	0.5325
KIAA1949	-0.01475
RHOT1	-0.5845
OXT	1.3065
GPR153	1.78275
ARL4A	-0.925333333333333
SAAL1	-1.583
CCDC64	-0.3875
USE1	0.2885
HNMT	0.483
PCGF3	0.149875
CYP2C19	0.305
C20orf4	0.511
CCDC11	0.675
ACSBG2	-0.03425
RWDD2A	-1.06375
PALLD	2.161875
CPLX4	0.421
LOC492311	-0.28
