Hybridization REF	TCGA-AO-A03O-01A-11R-A00Z-07
ZNF347	0.3952
GTF2E1	1.08675
RY1	-0.699
ATAD2B	0.26725
ARHGAP17	-0.1005
KCNIP3	-1.235
SFPQ	0.383125
GFRA4	0.349166666666667
AKR1B10	-3.624
TIGD6	0.965833333333333
RGS16	0.8515
URB1	-0.0688333333333333
OR4C46	-0.134833333333333
TOP3B	-0.29475
NFATC4	1.735
CA14	-3.91875
BMPR1A	0.0671666666666667
SNRP70	-0.53025
PRL	-0.331272727272727
C6orf130	-1.233
STAG2	-0.06425
CD55	-1.72185714285714
RPS23	0.0798333333333333
SSX2	-1.242
FDPSL2A	0.018
FBXO27	1.8905
SYNGR3	-0.681666666666667
TMSL3	0.607
EML1	-1.052
NUP93	0.446916666666667
SMAD3	0.3067
KIAA1189	0.0111666666666667
HNRPUL2	0.481166666666667
TBC1D12	0.290666666666667
C16orf24	1.08825
MRVI1	1.37583333333333
ZNF581	0.5365
ELOVL3	0.756
OR51Q1	0.4265
CACNB3	1.278
GALNT13	-1.62775
C10orf84	1.5831875
NEDD4	-0.7906
SPO11	0.517
OR5AU1	0.676
NEK4	0.224357142857143
PRKAR2A	0.493666666666667
IHPK1	-0.409666666666667
ATP6V0B	0.850375
CACNA1E	1.0055
CEACAM8	0.891
PEX14	-0.0835
FLJ12993	2.109
ZBTB38	-0.227083333333333
PCTK2	0.165166666666667
LRRC16	-0.1687
FBLIM1	0.826083333333334
FYCO1	0.55675
RP5-1022P6.2	-0.785916666666667
CMTM1	-0.146166666666667
PLTP	1.41133333333333
RAPH1	0.011625
DOCK8	1.192
EZH2	-1.64473333333333
SLC25A1	0.972833333333333
PLEKHB1	-0.1152
GRB7	1.0338
ZFP37	-0.50225
MRPL33	-0.623
PELO	-0.0555
ARMC1	0.974090909090909
C9orf27	-0.1415
FLJ25778	0.3605
C9orf37	-0.891333333333333
TMEM66	0.43325
SPRN	0.972375
HBEGF	0.32275
PI4KA	0.3415
LEPRE1	-1.10625
POU2AF1	-1.320875
MRPL12	-0.4355
REP15	0.356
ZC3H3	1.73025
RASAL1	-1.269
DDAH1	1.346875
ACBD5	0.527875
TMC2	0.394
CCDC137	-0.53575
SAMD13	-1.56483333333333
UGT2B15	-4.58133333333333
TIPARP	0.30375
DNASE1L3	1.2465
TRIM72	0.362666666666667
DBX2	-0.61825
IPO8	-0.2585
C21orf88	1.6575
MAP3K14	0.1305
LOC51233	0.5375
GGTLA4	-0.07725
PDE6D	0.1545
ZNF117	0.32775
CLK2	0.03425
NKRF	-0.25725
TNFSF15	1.4001
DUSP2	0.886125
SECISBP2	-0.6449
GABRR2	0.178
PPAP2C	2.15875
LOC51145	0.24
PAG1	-0.421375
PIK3C3	-0.124
GNG10	-0.678
APOL4	1.31016666666667
ANKRD28	-0.668375
STMN3	-1.1311
RAB14	0.0557
CDK2AP2	-0.0785
HDDC3	-0.324625
COMMD7	0.54025
CXXC1	0.466
HMCN1	-1.02066666666667
CD40	0.70725
DYNC1LI2	-0.485125
GDI1	1.0055
LOC646938	-0.415
VSNL1	-2.78416666666667
PIH1D1	0.379333333333333
RAET1G	-0.308
KRTAP5-9	0.452
EFTUD2	-1.0085
ZNF311	-2.08783333333333
ATP6V1G3	0.062
OR2W3	-0.498
SCN4A	0.26625
MED10	-1.3965
FAM135A	-1.1075
ARHGAP4	-1.10125
EHMT2	-0.554875
UFD1L	0.3685
ERMP1	-0.11725
MAG1	-2.28566666666667
THAP8	1.26116666666667
HACE1	-0.187666666666667
FAM82C	0.0113333333333333
C3orf20	-0.2235
UNC84A	-0.8135
SCD5	-0.557769230769231
LASS6	2.9585
LSG1	0.368666666666667
MAL	-4.85625
GPR22	-0.3395
WDR5B	1.0665
ACTRT1	-0.144
C17orf60	0.0865
GRIN2C	-0.0836
ARMC8	-0.0790833333333333
SLC47A1	-1.81116666666667
DMPK	0.723
DHRS13	0.155333333333333
SMC1A	-0.816333333333333
KRTAP17-1	-0.21275
SMYD5	0.0555
TUSC2	0.529
CRHR2	0.1745
KIR3DL2	0.736
CCDC104	0.27725
ATP2C1	0.706125
CROT	-1.4715
PABPC3	1.19716666666667
EGR1	-1.50333333333333
THSD1	-0.02925
KHK	-1.437
SLC12A2	-0.1329375
CD58	-1.563
STOX2	-2.1955
CCDC76	-0.6256
CCDC48	3.2455
DNAH1	0.1135
ZIC4	-0.324625
OR1G1	-0.2715
PSMC6	-0.403666666666667
PROKR1	0.1075
ABCB1	-1.272875
TRAT1	-0.00624999999999999
LLGL1	0.393
MTF1	1.94675
USP54	0.7155
PAGE2B	-2.499
ITGB7	-3.4525
CCDC81	-0.0585
LOC149837	-0.1195
SCUBE1	0.7805
ZSCAN10	0.936
HUWE1	0.215571428571429
CDH17	0.325
CD180	0.849
IL17A	0.13775
TMPO	-1.14825
KIAA1524	-0.587166666666667
HDGFRP3	-0.421166666666667
OXCT1	-2.50209090909091
RRAS2	-1.41083333333333
LTBP2	1.8356875
SV2B	-0.290333333333333
CYP2A6	0.973
PKD1L2	-1.2475
PPM1M	0.5275
FLJ22662	0.706666666666667
ZNF502	1.19725
GP6	0.11025
CRYBA2	-0.52825
LEF1	-1.5317
CTPS	-1.23714285714286
EYA1	-3.21083333333333
EPS8L1	2.22575
MAPK14	-0.139916666666667
SERPINB2	-5.234875
GTF2F2	-0.408333333333333
ZNHIT4	0.0025
PLA1A	0.905625
C20orf114	1.19425
HPR	-3.6165
C18orf2	-2.9705
SATB2	-3.4455
KCNJ9	-0.087625
MGC157906	1.549
MOCS3	0.1285
C17orf71	-0.201666666666667
PPHLN1	-0.3302
HIST1H2BN	-0.32
RAPGEF1	0.04625
MAP3K8	-0.598
DLG4	-0.0295
STC1	-0.673916666666667
CDGAP	1.0025
DDX26B	-0.8235
LOC150223	-0.7745
CPSF3	-0.843666666666667
TMEM14A	0.5505
MYH3	-1.3845
GPKOW	0.091
SULT1A1	-0.0491666666666667
SPON1	2.7436
YY1AP1	0.166333333333333
RAB23	-0.373
PLA2G4A	-4.857
MAPRE3	0.08175
ZNF516	-2.06835714285714
GGPS1	1.5065
EXOC3L2	-0.205
C19orf42	0.1455
MAP2K2	0.197833333333333
HIST1H2BB	0.08425
RNF19B	1.48466666666667
C6orf128	-0.0673333333333333
TLR8	4.19175
PCDHA9	0.4255
CARS2	-0.110125
CLUL1	1.1955
RHAG	-3.91466666666667
UNK	-0.1765
EXOC8	0.473
C9orf95	0.1355
C14orf143	0.898333333333333
MAML3	0.30425
LDHA	-2.00875
MRPL20	0.05675
KLHDC6	0.5812
ATP5S	-0.414333333333333
C8orf55	1.20675
PHF19	-2.494875
KRTAP13-4	0.492
TTC5	0.233
XKR5	-0.23025
SILV	-4.3135
TEX28	-0.5445
TCTN1	1.403
CX40.1	0.215
PPP2R5C	-0.053875
C12orf30	-1.51916666666667
CAPG	1.2845
MPZL1	0.05525
ARSB	-1.179
TDH	-1.93175
WASF4	0.67425
TSSK3	-0.713166666666667
7A5	0.5615
CRISPLD1	-1.72825
MAD1L1	-0.475166666666667
SPIN4	-0.5825
AMPD1	0.08825
DPYSL5	0.266
INPP1	-1.20383333333333
ANKRD11	-0.881444444444444
NPAS4	0.148875
GCET2	0.3863
RNASE9	0.208
GUCY2D	0.25
CCDC98	-0.1
FGF4	-0.62825
CPM	-0.741
SLC26A4	-1.82983333333333
PLD5	0.581
FAM59A	2.2349
FBXO5	-1.18522222222222
SIPA1L1	-0.01175
DPYS	0.36925
ATG4D	0.132
TGM3	2.286
MTCH1	0.0555
HK1	0.225285714285714
CDC26	-0.762375
GALNT12	-3.31666666666667
LOC339229	-0.111
MRPL35	-0.319125
ORC4L	0.27575
TNKS	-0.937642857142857
C2orf24	0.4235
ZNF553	0.851333333333333
GGTLA1	2.916
ZNF497	0.49275
CDY1B	0.272
SLC30A4	0.00737499999999999
TUB	-0.9875
ARHGEF18	0.23575
ARRB1	0.162
KCNK1	2.426125
EREG	-3.1859
SCAMP5	1.18175
RUNDC3B	0.74025
ADAMTS20	0.15625
IL17RB	-0.5025
FLJ20323	-0.69075
MCAM	-0.235625
POLR3E	-0.938416666666667
AQR	0.124166666666667
IPMK	1.4255
CDCA7	-2.596625
CAMP	5.43675
GRHL3	-1.58075
ADAMTSL2	0.628166666666667
CLMN	2.0365
SSTR3	1.06
MAGEA5	-2.34666666666667
OVOL2	3.72725
JMJD1B	0.29825
RBL2	-0.2891
PYGO2	0.92175
PPP1R10	0.485666666666667
CSE1L	-0.0326666666666667
LCA5	-0.443
RDH16	1.1885
ASRGL1	-2.91375
TOM1	0.822666666666667
PTX3	-6.5865
TTC15	0.25325
SCGB3A1	0.421166666666667
MRPL50	-1.479
RCAN3	0.818875
SLC26A11	1.10375
STYX	0.052
CINP	0.0565
MARCH7	-0.79925
PFKM	-1.41316666666667
SGMS1	1.5795
RIOK3	-0.202
C1orf110	-0.3455
CES7	0.1555
LOC440248	-2.148
PPP1R12C	0.16425
C10orf27	0.0295
ATG9A	-0.5695
MRPS26	0.564
TMEM40	0.4135
ELP3	-1.301
ZNF787	0.7539
HIAT1	0.258125
C8orf34	0.473833333333333
MGC4655	0.3664
PELI1	-0.326833333333333
PPT1	1.348
SLC35C2	0.293666666666667
C6orf125	-1.00775
MUC4	-0.797666666666667
RFC4	-1.45028571428571
GNB2	-0.0485
NUP50	0.197714285714286
SULT4A1	-1.3266
C7	0.935
CCDC130	-0.167833333333333
ARRDC4	-0.3015
RQCD1	-0.545
GLYCTK	-0.83
AYTL2	-0.768818181818182
MTUS1	0.9278
LEMD3	0.249833333333333
PLEKHF2	2.51775
HOXA7	-0.588625
GTF3C2	-0.9425
DYNLRB2	2.79075
CNOT10	-0.346
MR1	0.0191666666666667
FFAR1	-0.08125
PRIC285	1.65325
SLITRK6	4.853
LIX1	-1.9511
UBE1L2	0.0159166666666667
F8	-0.715375
ACHE	0.031
KPNA5	0.431
TNFRSF12A	-1.987
EGR3	2.125
SERPIND1	-3.10916666666667
OASL	4.69825
IFRD1	-2.947875
WDFY1	0.763166666666667
ZNF267	0.24925
ACCN5	0.4195
ZBTB6	1.08225
PPP1R3A	-0.3215
PRRT3	1.89675
FBXL19	-0.3905
TXNIP	0.404857142857143
ACTN2	-1.52775
ATG9B	-0.087125
C9orf117	1.0155
IL27	0.122
RPL36AL	-0.248666666666667
KLK15	0.26275
CHAD	0.4165
RAP2B	-0.8854
HEBP2	1.4685
ZNF342	1.091
CAMK2G	-0.434833333333333
TLR3	1.724
FGF14	-0.31475
HMGB2	-0.446125
TRPM5	0.0693333333333333
OR5M11	0.1375
KIF3B	1.29610526315789
PRICKLE2	-0.11325
MTMR9	-0.997375
C3orf27	0.03925
GLRA3	-2.058
NSDHL	0.0706666666666667
TMEM32	-0.08825
POLR2D	-0.5455
MYADML	0.2325
C9orf114	-0.2615
MRGPRX1	1.208
TOPORS	0.8955
CLDN19	-0.721
C1QL4	-0.085
RNF165	0.5475
DHRS9	0.49125
DNAH2	0.038
FXR1	-1.20433333333333
ZMYM3	-0.359125
CASP3	0.126
FAM120C	-0.421625
SCLY	-1.13525
CA7	-0.0665
ENTPD5	0.633833333333333
ZNF461	0.230375
PDIA5	0.12875
C1orf19	-0.521833333333333
TMEM67	0.957
KCTD20	-0.7885
WDR47	0.7445
FLJ38723	-0.018
KLRF1	0.177666666666667
TAS2R16	-0.095
CLDN12	-0.30225
PRKCE	-0.59125
UBXD4	-0.26125
ITGAM	2.39983333333333
GLT8D3	-0.2825
WDR31	0.8068
RGS2	0.106
OR51L1	0.6965
MST1R	0.53025
KIAA1737	1.56675
OR4A5	0.079
GLIS1	-2.15816666666667
PTMA	0.349285714285714
NAPA	2.4795
PRDM11	-0.3195
LIPF	0.3845
DIRAS3	-0.08075
ASGR2	-4.016125
C1QTNF4	-0.02075
PIK3R4	0.334
ARMC3	3.9125
NDUFV3	-0.1085
BTBD3	-0.0846666666666667
PPP1R2	-0.135666666666667
UBE2NL	-0.3515
FOSL2	0.3615
FAM119A	-0.856833333333333
TUBA4A	-0.1738
KRTAP12-1	-0.125
SFRS2	-0.42075
RHPN1	0.6938
EEF2	-0.393666666666667
ZDHHC11	-2.8715
EPHA3	-1.9244
RBM12	0.589
H2AFJ	2.04975
EDIL3	0.5015
KIF26A	-1.27975
SERGEF	-0.34375
B3GALT4	0.91675
LOC90925	2.13733333333333
OSCAR	0.728125
NPFF	-0.987
DEDD	0.6155
TMEM155	-0.3855
PTPN1	0.91275
SCYL2	-0.0461666666666667
SKAP1	1.0325
LEAP2	-2.08216666666667
GADD45G	1.6026
IFITM3	1.917875
PILRB	-2.04716666666667
SLU7	0.4088125
DSC3	-1.36525
DNMT3L	-1.77225
PAPD5	0.715875
B3GNT3	-2.20366666666667
LHCGR	-0.427
MSL-1	0.63325
UBE2S	-0.852625
SAP130	-0.05425
ANAPC11	0.2545
MAGED4B	-2.8115
ATP6V1B2	-0.575833333333333
C14orf179	1.382125
CAPZA1	-0.455375
CDYL2	-0.0256666666666667
GLRX3	-0.0705
LOC136288	0.37025
MOBKL1A	-0.71475
HTR2B	2.25575
CRYGD	0.407166666666667
NUS1	-0.337
PGRMC1	0.9865
MYOM2	-0.9345
FLJ39653	-1.43883333333333
CHM	0.043
OR5M8	0.644
ZNF619	0.0365
FAM105A	0.1755
CCNL1	-1.073375
NAP1L3	-1.93325
C10orf57	2.16466666666667
B3GALNT1	0.436
CSN1S2A	-2.205
TCP10L	0.5575
GDAP2	-0.131
DMKN	-1.4605
COX6B1	0.9315
DNASE2	0.771833333333333
MSH5	-1.99
LGMN	0.884
USP31	0.1313
OR13C8	0.506
SDCBP	-0.588
NUDT11	-2.9495
PYGL	-2.25783333333333
SNPH	-1.15966666666667
B3GNT4	-0.9645
MIZF	-0.8351
NUBPL	2.331625
NOD1	0.287833333333333
CDH22	0.175125
NUBP1	0.272166666666667
DSCAM	-4.004
DGKI	-0.5205
FAM136A	-0.991
AKAP1	-0.0148333333333333
SLC16A6	0.93675
RIN3	-0.02425
PSG2	-0.19375
DIP2B	0.0944166666666667
PSORS1C1	-0.9381
KIAA0495	0.1855
FLJ90709	0.1035
LPA	-0.275833333333333
PIGA	-0.366
LY75	2.27216666666667
UTS2	-5.943
RREB1	0.363
GALNACT-2	0.5119
MGC3196	-0.54775
FLJ31568	-0.757
LPHN1	0.175875
SP1	1.040875
TOX4	0.254
HSPA9	0.4251
APOBEC1	1.336
SLC35E4	-1.06
LSM5	-1.359
SURF1	0.13325
ZBTB1	-0.21875
GTF2F1	-0.0785
RPS15A	0.1045
DUSP21	-0.4705
GINS4	-2.095
MYO15A	-0.681166666666667
GIMAP7	3.5275
MGC13379	-0.02425
ATP6V1E2	-3.49366666666667
UTP3	0.1145
HNRPA3	-0.21025
MT4	-0.217
C14orf155	0.106
U1SNRNPBP	0.42375
CKLF	-0.7255
PLEKHN1	-0.9445
MBNL1	-0.277166666666667
NUP160	-1.76725
ACSM2A	-1.38933333333333
LOC129881	0.44275
KIAA1529	-1.96625
FLJ22639	-1.5895
HAND1	-0.8675
GSX1	0.726
FGA	-3.74975
SERPINB1	-0.899
ZNF642	0.7155
IGFBP1	-8.3285
SLC1A1	-2.264625
DHX57	-0.382
ZNF766	1.1695
PTPN21	-1.2211
GDPD3	-1.8335
PNPLA5	0.2715
TBR1	0.2914
FAM116A	-0.5015
IQGAP1	0.73775
FOS	-0.9475
ZNF226	-1.12825
FIGNL1	-0.304833333333333
C14orf1	0.823833333333333
ZMYND17	0.00650000000000001
PUS7	-1.608
TUBB6	-1.205875
KCNQ2	-1.31225
MARCH6	0.072
CCDC33	0.567
PRODH	-1.48575
RBM11	1.6205
EPHA6	0.348428571428571
SLC43A1	-0.4885
LOC196541	0.22725
NTN1	1.67258333333333
ING4	-0.1855
PCDHB10	-0.853
DPH2	-0.412666666666667
SPACA4	0.52575
FBXL21	-5.253
DIAPH1	-0.4955
ZNF71	0.6465
CEP76	-0.792
CORO1A	-0.00825
RRM2	-1.857
EDG4	1.324
OS9	1.32033333333333
SLC4A1AP	-0.27325
COG5	-0.8155
COPS8	-0.32025
NGLY1	-1.3625
NCBP2	0.4185
C17orf42	-0.2155
GPSM3	0.648125
SIL1	0.966666666666667
ASB6	-0.43325
SMAD5OS	0.563833333333333
UNC93A	-3.087375
A1BG	0.989333333333334
C21orf62	0.249666666666667
FMO5	-0.17775
ATRIP	0.635833333333333
CEBPG	0.337333333333333
C7orf38	-0.501666666666667
TNFRSF1B	1.39483333333333
CLEC1A	1.364
IQSEC1	2.2645
PATZ1	2.2408
RBM22	1.34175
BAG2	-3.3595
PAQR5	-3.20733333333333
C9orf127	1.0704
THNSL1	-3.0855
SHROOM3	3.1729
JAM2	-0.184
SNRPN	-2.57375
ALX4	0.5
CACNA1S	0.052
FAM130A1	0.87875
CORIN	1.9395
CD300LB	0.8535
PLEKHG6	0.2875
LRRC40	-0.68075
PCLKC	-1.2855
PCDHB16	-1.27783333333333
WNT2B	0.2125
ASNS	-2.01922222222222
MRPL49	0.488625
FLJ46111	-0.70825
ISG20	0.896875
SMU1	0.007
CASZ1	1.069
POLR1D	-1.11566666666667
GIN1	-0.2775
SNAG1	0.301
ANKRD29	-2.26175
CDKN2AIP	-0.1115
KRR1	-0.14275
CXCL1	-5.0435
EPM2A	0.3563
PC	0.665
DEFB127	0.304
PDZRN4	1.682
FAH	1.722125
OR51E1	1.0485
CDC2L6	0.782
DNTTIP1	-0.2345
PAX8	-0.4025
TMEM116	-0.40625
C1orf150	0.346
PRO2012	0.3695
MRPL40	0.221833333333333
BEX1	1.5883
SLC2A4	0.757
PKMYT1	0.294
FEZF2	-0.535166666666667
SLC26A9	-1.9805
MAP2	-0.6547
LYL1	-1.28325
SLC25A19	-0.211666666666667
NOS3	-0.1545
ZNF34	2.40583333333333
TMPRSS11F	-0.505
FAM43A	-0.49075
FCRL4	-0.0958
KLF14	-0.1615
FLRT2	-1.4435
WRN	-2.00775
SDF2	0.442
KRT8P12	-0.2915
C6orf195	-0.738
C9orf125	-2.56433333333333
DZIP3	0.244875
RIT1	1.07033333333333
SCML1	-3.554
RHBDF2	0.231125
OR2G3	0.852
REXO1L1	0.496
MAP3K7IP3	-0.066625
C3orf57	-5.706
FBXW11	0.0688333333333334
ETAA1	-1.08925
C14orf131	0.215
AKT1S1	0.308
SLC12A5	-0.17375
C9orf164	1.41725
NRIP3	-0.622375
NOS1AP	0.366
TMEM121	1.1025
SAP30BP	-0.1513
DGCR6	1.58975
WDR76	-0.694
FAM82B	0.6215
LOC606495	0.046
MAP9	2.77166666666667
BCDIN3D	0.70625
CXorf36	2.9885
DSCR3	-0.2939
ZFAND3	0.340125
C7orf43	0.365166666666667
SPSB3	1.0179
C19orf19	0.608
FAM133A	-3.433125
C12orf25	0.1655
SLC39A3	0.001375
DISP2	-0.782
PI4KAP2	-0.307
MKRN3	-1.53066666666667
ADAMTS13	-0.347625
CBLN3	0.853
TTYH1	-2.08366666666667
C3orf18	0.54325
FLJ13236	1.07275
ZMYND12	0.80825
C18orf25	0.493125
GLB1L3	-1.116
ATP13A5	0.2065
RANBP10	-0.17625
CD96	-0.6491
DENND1C	0.55625
RBMS3	-0.874
SLC41A3	0.200333333333333
DGCR6L	1.54725
TMEM128	-0.0865
CSNK1G3	0.0724285714285714
MOBKL2C	1.032375
TSPAN6	0.25825
MATN2	0.8006
MSL2L1	0.156333333333333
ST6GALNAC2	0.188166666666667
FGFBP2	0.137125
FGL1	-6.88116666666667
MPP3	-0.561833333333333
ARHGEF6	0.921166666666667
TGFBR2	-0.114875
ACMSD	0.316
IL33	1.481
C9orf5	-1.19758333333333
DEAF1	-0.0406
AMN	0.3025
DEFA6	0.193125
RNF212	-1.864
METT5D1	-0.0293333333333333
CIB1	0.443
TSSK1B	-0.143
KIAA1727	1.65725
ZNF680	0.940916666666667
LOC399900	-0.881
LOC152217	0.321416666666667
CTNNAL1	-3.2405
CIT	-1.77758333333333
TLE6	1.733
ZNF607	-0.31675
HERC4	-0.289833333333333
DRAP1	0.2607
PEMT	-0.036
C10orf111	-2.175
ZNF575	0.558
KCTD7	0.02975
MYO1F	0.8615
LOC285382	-1.034
RAB11A	0.4568
PLCD3	-0.09475
C15orf28	-0.45175
PTBP2	-0.756375
CTB-1048E9.5	0.698375
C19orf60	-0.1435
C7orf25	0.294666666666667
SETD7	-0.274375
HOXB9	-4.5125
VANGL1	0.22725
CHAF1B	-0.42475
NDUFA3	0.327
KIAA1328	0.1795
SHARPIN	1.383375
TTC23	-1.081625
UGP2	0.285083333333333
ANKIB1	0.3255
CIRBP	0.63
SEC14L4	-2.7155
OVCH1	0.26925
VPS52	0.08975
FAT	-1.424375
M6PRBP1	-0.1875
GPRIN3	0.5685
PPM1F	-0.7405
TSR1	-0.07025
CCDC85A	0.61375
PCSK5	1.16525
ZFHX3	0.56
HEMK1	-0.3851
PGBD2	0.82325
RSRC2	-0.175666666666667
AURKC	-1.72116666666667
SCRIB	1.117625
ORM2	-4.25016666666667
FAM115A	0.0811
FZD6	0.146625
UNC119	0.364833333333333
GPX3	-0.4679
NOV	-0.338875
CABC1	0.764
CDC42SE2	-0.06875
EIF2S2	-0.2724
RNF130	0.7315
CKAP5	-0.227166666666667
RP11-413M3.2	-0.07825
C10orf18	0.9591
TMEM93	-0.213
DYX1C1	1.143
KCNMB2	-1.566375
ANK3	1.25533333333333
KRT5	-2.4005
CDH12	-1.898
QRSL1	2.266375
JUB	-1.006
SHC4	-3.395
CCL15	1.32466666666667
CCDC22	0.55675
SNX24	-0.08325
RARS	-0.40425
MORC2	1.34
FAM48A	0.44175
MT1H	0.173
PPP1R14C	-3.23483333333333
FOXD1	-2.05928571428571
C1orf213	-2.475
AMT	-1.8198
DSN1	-0.70025
PTPLAD2	1.616
DIS3L	0.06775
RASL11A	-0.117
GPRC5B	1.056
FRMD7	-0.7645
STRN4	0.7015
KITLG	0.980318181818182
HDGF	0.287
OR1S1	0.4945
SETX	-0.1979
DDR2	-1.068
KCTD12	1.0745
LYZL2	0.63875
WDR52	0.5855
TMEM2	-0.776125
ZNF579	0.9305
LOC200810	0.8995
TNFSF9	-2.034875
PPFIA4	-2.805
CNIH3	-0.1825
MAP4K4	-1.51157142857143
ROD1	-0.173214285714286
ALS2CR12	-0.654666666666667
DOCK3	0.2125
PAQR9	-4.38475
ASB17	0.362666666666667
STX16	0.00937499999999999
FEZ2	-0.539833333333333
DLAT	-1.27916666666667
KIF21B	-1.16383333333333
CDC5L	-0.6415
TMEM119	1.73983333333333
CRIP3	-1.9105
TPSD1	0.6835
TEPP	-0.0345
GNGT2	1.746
C21orf121	-0.023
WNK1	-0.00325
FLJ10490	1.0927
OR51B5	-1.9985
LOC203547	-1.039125
HAS1	-0.0375
PPA1	0.222666666666667
ST7	-0.623625
C11orf46	0.2801
POPDC3	-4.1605
ACOX2	-1.09483333333333
ATCAY	-0.492833333333333
TM4SF19	-0.3275
MFSD9	-0.3365
PDHB	-0.702
ERN1	0.068
LCE3C	0.374
GPR111	1.084
NOTCH3	1.0525
ADAMTS5	0.2005
B3GALT1	-0.5445
UGCGL1	-0.360666666666667
FAM58A	0.437333333333333
FBXO32	3.85275
CLPP	-0.1925
NXPH1	-0.352
MTMR3	1.68316666666667
ATP1B3	-1.390875
TMEM16A	4.242875
HIST1H3F	0.327833333333333
TRIM25	0.612666666666667
SDCBP2	0.6095
CRKL	-0.115625
HOXB2	3.21416666666667
ANP32B	-0.85575
GATM	1.8615
AP4E1	-0.266625
EDG5	0.621875
CDKN3	-1.01083333333333
CDH4	-2.0875
PGD	0.164333333333333
RND1	0.572
GAD1	-3.5496
MPG	0.113875
LOC440350	0.2895
ZNF133	0.10375
SERPINB12	-0.659
AMELY	0.6818
DHX36	-0.72725
TNFAIP8L2	3.21333333333333
PHTF2	-0.491555555555556
CCDC112	-1.31333333333333
IQCC	-0.07025
HEYL	2.46383333333333
FTSJ2	-0.261166666666667
APPL1	0.305
RAB43	0.581357142857143
OR10G2	0.3
WAC	0.813666666666667
ADCY9	1.217
RUNDC2B	0.226333333333333
PYCRL	2.0047
AGPAT7	-0.657
SLC22A9	-1.181
CDKAL1	-0.4535
PDYN	-0.0848
C20orf74	-0.4295
MTMR11	0.2535
VAV3	4.21383333333333
DAPL1	5.52225
STXBP3	-0.09525
EIF3G	-0.439
ARHGAP22	-1.179
NPFFR1	0.864
NPC1	-0.389833333333333
ALDH9A1	1.00916666666667
ZNF600	0.955375
ZNF678	0.494666666666667
RASSF1	-0.360583333333333
ADD2	-2.862125
PITPNB	1.329
PKD2L2	0.121875
LRP11	1.12875
CDKL1	-0.3915
SMEK2	0.0835
PRODH2	-3.3735
C11orf54	-1.579
SFRS11	-0.638833333333333
IL7	-0.0426666666666667
ALS2CR16	0.72225
BTG3	-1.25666666666667
PAK2	-0.365111111111111
RP11-679B17.1	-2.74725
GATA4	-1.778
ATP2B1	-0.70775
LOC130940	1.8105
C1orf172	2.84233333333333
ATF7IP2	-2.67225
SLC25A43	0.2225
CENTG3	0.014
IGF2BP1	-4.3302
FCHSD1	0.379
CAMK2N2	0.996166666666667
ELAVL3	-0.1495
NBPF15	-0.219
UBE2J2	0.15325
GNL2	-1.066
PRR3	-0.2111
NLF2	1.09
OR4F6	0.7055
KLHL24	0.89
CCDC88A	-2.3694
SGPP1	-2.01483333333333
C10orf11	1.75633333333333
SLC35B4	-0.9415
UGT3A2	0.1125
ARNT2	1.4333
CBR1	-2.609625
ITPR3	-1.03766666666667
TRAPPC6B	-0.8332
AMZ1	-0.7275
ARP11	0.24625
WDSUB1	0.5255
APBA1	0.237166666666667
RAB2A	1.3793
C6orf162	-0.27525
HPSE2	-0.00775000000000001
PLCE1	-0.14425
INSL3	0.86875
DLG1	-0.1609
PTPLA	-3.77675
PIGX	-0.25425
TFIP11	1.12516666666667
FIBIN	1.613
POLR2G	-0.34825
GRAP2	-0.3105
DNAJB8	-0.42075
CNBP	0.622333333333333
WASF1	-2.29425
INPP5E	-1.2832
HSPB1	0.3401875
TMEM167	-0.476
CUBN	0.074
IGF1	2.327
ITPK1	0.5358
NAALAD2	-1.19142857142857
G3BP1	-0.1169
NT5DC1	-0.021125
CYP39A1	0.536
TMEM139	-1.36716666666667
POLK	-0.4386
GLULD1	-2.15575
RBM15	-0.582
AMZ2	0.21075
GDF15	-3.20316666666667
MESDC2	-0.166
INCA	1.10133333333333
ACY1L2	-4.453
GZMM	0.225
PAIP1	0.481
CACNA2D1	-0.6715
STK32C	1.35883333333333
SH3BP4	2.42966666666667
DEC1	-0.09
PADI1	0.7175
UBB	0.9435
PON3	-0.315666666666667
PROP1	0.88
ANKRD13B	-0.1045
ADCK1	0.62175
TCF25	0.264583333333333
SLC38A5	-2.703
CXorf26	0.181333333333333
C19orf39	0.6785
PPP1R13B	1.53575
ARL2	-0.6955
TCL6	0.753916666666667
TOP3A	0.1
SLC16A14	-0.405375
FXYD6	1.11616666666667
HIST1H4E	-0.047
BBC3	0.372789473684211
UNC5A	0.0756666666666667
FAM86C	-0.3745
PI4KB	0.920625
B3GAT1	-3.001
SUSD2	0.7045
OAZ2	0.2575
NOC4L	0.39325
C10orf12	-0.30975
FADS1	-1.77716666666667
LOC144097	-0.4255
DKK2	0.0855
KIAA1949	-0.426
RHOT1	0.3582
OXT	0.527
GPR153	1.013
ARL4A	-1.83666666666667
SAAL1	-1.7755
CCDC64	-0.781
USE1	-0.199166666666667
HNMT	-0.876166666666667
PCGF3	-0.2105625
CYP2C19	0.627333333333333
C20orf4	0.604
CCDC11	1.0105
ACSBG2	-0.1755
RWDD2A	0.999
PALLD	1.192875
CPLX4	0.6355
LOC492311	0.2775
KPNA2	-0.968
MACROD1	0.4012
TMCO3	-1.193
C15orf52	-0.885166666666667
BIRC5	-0.885266666666667
