Hybridization REF	TCGA-BH-A0AY-01A-21R-A00Z-07
MSN	-0.183357142857143
SLC9A5	-0.955
EPDR1	-0.4871
MUSK	0.408833333333333
ZNF434	0.00433333333333331
SMARCD1	-0.283333333333333
ZFP106	-1.21
ZNF347	-0.4091
GTF2E1	0.879
RY1	-0.120166666666667
ATAD2B	0.189625
ARHGAP17	0.2809
KCNIP3	-0.96775
SFPQ	-0.00599999999999999
GFRA4	-0.388666666666667
AKR1B10	-3.4565
TIGD6	0.35
RGS16	2.77375
URB1	-0.321833333333333
OR4C46	0.664
TOP3B	-0.71125
NFATC4	0.3085
CA14	-4.24975
BMPR1A	0.76
SNRP70	-0.947375
PRL	0.269181818181818
C6orf130	-0.31825
STAG2	0.15725
CD55	-0.562642857142857
RPS23	0.386333333333333
SSX2	-1.085
FDPSL2A	-0.664
FBXO27	-0.319625
SYNGR3	-0.491166666666667
TMSL3	1.651
EML1	-0.4855
NUP93	-0.893333333333333
SMAD3	-0.7914
KIAA1189	0.258666666666667
HNRPUL2	0.772666666666667
TBC1D12	0.900666666666667
C16orf24	1.826
MRVI1	0.444166666666667
ZNF581	-0.443333333333333
ELOVL3	-0.0205
OR51Q1	0.4345
CACNB3	1.6875
GALNT13	0.066625
C10orf84	1.5866875
NEDD4	-0.2757
SPO11	2.2505
OR5AU1	0.0035
NEK4	-0.0755
PRKAR2A	-0.0908333333333333
IHPK1	-0.490833333333333
ATP6V0B	0.475875
CACNA1E	0.371
CEACAM8	0.517166666666667
PEX14	0.2585
FLJ12993	-0.2005
ZBTB38	-0.443
PCTK2	0.414833333333333
LRRC16	0.8197
FBLIM1	0.727666666666667
FYCO1	0.99175
RP5-1022P6.2	-0.91625
CMTM1	0.5575
PLTP	1.884
RAPH1	0.630625
DOCK8	1.682625
EZH2	-1.81573333333333
SLC25A1	-0.190833333333333
PLEKHB1	-0.5998
GRB7	-0.0493
ZFP37	-0.484
MRPL33	-0.417
PELO	-0.43275
ARMC1	1.29354545454545
C9orf27	0.5605
FLJ25778	0.157
C9orf37	-0.951666666666667
TMEM66	0.42525
SPRN	0.304571428571429
HBEGF	0.953375
PI4KA	-0.678
LEPRE1	0.079
POU2AF1	-4.31825
MRPL12	-0.451333333333333
REP15	0.4625
ZC3H3	0.84825
RASAL1	0.45
DDAH1	0.83275
ACBD5	0.8405
TMC2	0.8135
CCDC137	-0.47375
SAMD13	0.517666666666667
UGT2B15	-5.07916666666667
TIPARP	-0.1905
DNASE1L3	1.9115
TRIM72	0.596333333333333
DBX2	-0.253
IPO8	-0.48575
C21orf88	-1.2356
MAP3K14	-0.19525
LOC51233	0.4675
GGTLA4	1.2475
PDE6D	-0.275
ZNF117	-1.153
CLK2	-0.504375
NKRF	-0.7825
TNFSF15	1.4413
DUSP2	0.465
SECISBP2	-0.177
GABRR2	0.5575
PPAP2C	1.387
LOC51145	0.295833333333333
PAG1	0.3045
PIK3C3	0.2915
GNG10	0.411
APOL4	0.834166666666667
ANKRD28	-0.697
STMN3	-1.5571
RAB14	1.3981
CDK2AP2	-0.34
HDDC3	-0.15325
COMMD7	0.707875
CXXC1	-0.392
HMCN1	0.414166666666667
CD40	0.8455
DYNC1LI2	0.0715
GDI1	0.30925
LOC646938	-0.05075
VSNL1	-2.75883333333333
PIH1D1	-0.0105
RAET1G	0.6335
KRTAP5-9	0.1
EFTUD2	-0.58425
ZNF311	-0.858333333333333
ATP6V1G3	0.082
OR2W3	-0.082
SCN4A	0.65275
MED10	-1.237875
FAM135A	-0.8128
ARHGAP4	-1.2135
EHMT2	-0.774875
UFD1L	-0.5515
ERMP1	1.82225
MAG1	-1.4715
THAP8	0.169333333333333
HACE1	-0.654
FAM82C	0.238666666666667
C3orf20	0.506
UNC84A	-0.131166666666667
SCD5	-0.0950769230769231
LASS6	1.755375
LSG1	-0.116416666666667
MAL	-4.682
GPR22	0.525
WDR5B	0.8555
ACTRT1	1.0625
C17orf60	0.788333333333333
GRIN2C	0.1733
ARMC8	-0.204666666666667
SLC47A1	-2.25283333333333
DMPK	-0.32
DHRS13	-1.17816666666667
SMC1A	-0.522333333333333
KRTAP17-1	0.0815
SMYD5	-0.55525
TUSC2	0.338125
CRHR2	0.526
KIR3DL2	0.033
CCDC104	0.056
ATP2C1	0.367
CROT	1.17075
PABPC3	0.393333333333333
EGR1	1.502
THSD1	0.586
KHK	-1.14725
SLC12A2	0.7008125
CD58	-0.661
STOX2	-0.6715
CCDC76	-1.4303
CCDC48	2.31775
DNAH1	0.303666666666667
ZIC4	0.042875
OR1G1	0.1885
PSMC6	-0.219166666666667
PROKR1	0.488
ABCB1	-0.63725
TRAT1	-0.25175
LLGL1	-0.1835
MTF1	1.22175
USP54	0.697
PAGE2B	-2.387
ITGB7	-3.67625
CCDC81	0.344
LOC149837	-0.07625
SCUBE1	-1.4715
ZSCAN10	0.362
HUWE1	0.0892142857142857
CDH17	0.8575
CD180	0.27625
IL17A	0.25825
TMPO	-1.27575
KIAA1524	-1.4776
HDGFRP3	-1.43183333333333
OXCT1	-1.61945454545455
RRAS2	-0.745166666666667
LTBP2	2.922375
SV2B	2.84366666666667
CYP2A6	1.343875
PKD1L2	-0.367666666666667
PPM1M	1.07475
FLJ22662	1.63766666666667
ZNF502	0.6325
GP6	-0.429
CRYBA2	-1.357
LEF1	-1.7956
CTPS	-1.89114285714286
EYA1	-3.01216666666667
EPS8L1	1.245
MAPK14	-0.0501666666666667
SERPINB2	-4.622875
GTF2F2	-0.3655
ZNHIT4	-0.8465
PLA1A	0.577125
C20orf114	1.40825
HPR	-3.5835
C18orf2	-2.31383333333333
SATB2	-1.40625
KCNJ9	0.937
MGC157906	1.3845
MOCS3	0.3905
C17orf71	-0.155333333333333
PPHLN1	-0.169
HIST1H2BN	-1.670125
RAPGEF1	-0.659
MAP3K8	0.2055
DLG4	0.547666666666667
STC1	-0.229416666666667
CDGAP	1.952
DDX26B	-1.1855
LOC150223	-1.8065
CPSF3	-0.8915
TMEM14A	-0.2835
MYH3	-1.73275
GPKOW	0.056
SULT1A1	-0.232833333333333
SPON1	4.7604
YY1AP1	-0.208333333333333
RAB23	0.68725
PLA2G4A	-3.2835
MAPRE3	-0.238
ZNF516	-1.15614285714286
GGPS1	1.2765
EXOC3L2	-0.546375
C19orf42	0.6708
MAP2K2	-0.803166666666667
HIST1H2BB	-0.78025
RNF19B	1.30383333333333
C6orf128	-0.248166666666667
TLR8	3.5285
PCDHA9	4.253
CARS2	-0.591125
CLUL1	1.39366666666667
RHAG	-3.54883333333333
UNK	-0.5095
EXOC8	0.6899
C9orf95	0.63825
C14orf143	-0.589666666666667
MAML3	-0.063375
LDHA	-0.83625
MRPL20	0.0675
KLHDC6	0.421166666666667
ATP5S	-0.574333333333333
C8orf55	1.5825
PHF19	-2.228875
KRTAP13-4	0.5705
TTC5	-0.15825
XKR5	-0.194666666666667
SILV	-4.24683333333333
TEX28	-0.1725
TCTN1	0.6535
CX40.1	-0.68475
PPP2R5C	-0.18025
C12orf30	-1.96816666666667
CAPG	1.872
MPZL1	0.9538
ARSB	-0.411666666666667
TDH	-1.845
WASF4	0.70325
TSSK3	-0.6158
7A5	1.1265
CRISPLD1	0.041375
MAD1L1	-0.280166666666667
SPIN4	-0.264166666666667
AMPD1	-2.046
DPYSL5	-0.1065
INPP1	-0.106
ANKRD11	-0.768944444444445
NPAS4	-0.083875
GCET2	0.00110000000000001
RNASE9	0.6965
GUCY2D	0.732666666666667
CCDC98	0.484
FGF4	0.015875
CPM	0.184666666666667
SLC26A4	-1.36616666666667
PLD5	-0.147666666666667
FAM59A	1.4292
FBXO5	-1.62455555555556
SIPA1L1	0.147125
DPYS	0.5745
ATG4D	-0.69825
TGM3	0.238
MTCH1	-0.4275
HK1	0.00914285714285714
CDC26	0.218375
GALNT12	-1.795
LOC339229	-0.0355
MRPL35	0.01975
ORC4L	-0.090125
TNKS	-0.411714285714286
C2orf24	0.532
ZNF553	1.163
GGTLA1	2.5737
ZNF497	0.094
CDY1B	0.58775
SLC30A4	0.442125
TUB	-1.02925
ARHGEF18	-0.32125
ARRB1	0.5125
KCNK1	1.436625
EREG	-2.1842
SCAMP5	0.09025
RUNDC3B	2.14625
ADAMTS20	-0.322666666666667
IL17RB	-1.736375
FLJ20323	-0.205
MCAM	0.822375
POLR3E	-1.54075
AQR	0.633
IPMK	0.5805
CDCA7	-2.6965
CAMP	2.03875
GRHL3	1.9445
ADAMTSL2	1.38066666666667
CLMN	2.0025
SSTR3	0.6885
MAGEA5	-1.9865
OVOL2	3.466
JMJD1B	0.29675
RBL2	0.4459
PYGO2	0.93725
PPP1R10	0.513833333333333
CSE1L	-0.658
LCA5	1.64825
RDH16	-0.1815
ASRGL1	-0.564875
TOM1	-0.281
PTX3	-4.492
TTC15	0.14275
SCGB3A1	0.459
MRPL50	0.128
RCAN3	0.80825
SLC26A11	0.9235
STYX	0.448166666666667
CINP	-0.14875
MARCH7	0.10775
PFKM	-1.31366666666667
SGMS1	0.455666666666667
RIOK3	-0.0271
C1orf110	0.4425
CES7	0.29875
LOC440248	-2.296
PPP1R12C	-0.3295
C10orf27	0.851
ATG9A	-0.71475
MRPS26	0.191375
TMEM40	1.39725
ELP3	-0.2482
ZNF787	0.1322
HIAT1	0.039
C8orf34	1.08166666666667
MGC4655	0.383
PELI1	0.472
PPT1	1.6334
SLC35C2	-0.469666666666667
C6orf125	-0.34725
MUC4	-0.882333333333333
RFC4	-2.34928571428571
GNB2	0.1195
NUP50	-0.428214285714286
SULT4A1	-1.3885
C7	2.493
CCDC130	-0.813
ARRDC4	-0.09525
RQCD1	-0.7045
GLYCTK	-0.73875
AYTL2	-1.33254545454545
MTUS1	0.9321
LEMD3	0.0923333333333333
PLEKHF2	2.04775
HOXA7	0.49725
GTF3C2	-1.4785
DYNLRB2	2.00375
CNOT10	-0.29775
MR1	-0.00383333333333333
FFAR1	0.0915
PRIC285	0.157
SLITRK6	2.082
LIX1	-1.6465
UBE1L2	-0.7815
F8	1.071625
ACHE	0.204833333333333
KPNA5	-0.4595
TNFRSF12A	-0.518166666666667
EGR3	0.3755
SERPIND1	-3.1655
OASL	1.89475
IFRD1	-1.606875
WDFY1	0.181833333333333
ZNF267	0.224875
ACCN5	0.82
ZBTB6	0.926
PPP1R3A	-0.988
PRRT3	1.139
FBXL19	-0.532
TXNIP	0.446142857142857
ACTN2	-0.1045
ATG9B	-0.39525
C9orf117	1.085875
IL27	0.502
RPL36AL	-0.381833333333333
KLK15	0.27025
CHAD	0.4675
RAP2B	0.0676
HEBP2	1.76
ZNF342	0.5515
CAMK2G	-0.137
TLR3	1.4935
FGF14	0.779
HMGB2	-0.971375
TRPM5	-0.0521666666666667
OR5M11	0.4395
KIF3B	0.752947368421053
PRICKLE2	0.88475
MTMR9	0.102875
C3orf27	0.2755
GLRA3	-1.51883333333333
NSDHL	-0.632333333333333
TMEM32	-0.46025
POLR2D	-0.905833333333333
MYADML	0.1835
C9orf114	0.127
MRGPRX1	0.619
TOPORS	0.63
CLDN19	0.0215
C1QL4	0.3825
RNF165	-1.8975
DHRS9	1.49675
DNAH2	-1.32716666666667
FXR1	-0.500666666666667
ZMYM3	-0.14075
CASP3	0.871
FAM120C	-1.014125
SCLY	-1.83275
CA7	0.4445
ENTPD5	0.590166666666667
ZNF461	-0.039625
PDIA5	-0.2465
C1orf19	-0.121
TMEM67	0.73125
KCTD20	-0.26925
WDR47	1.168
FLJ38723	6.001
KLRF1	1.54383333333333
TAS2R16	0.3615
CLDN12	-0.22075
PRKCE	-0.1545
UBXD4	-0.86775
ITGAM	2.96683333333333
GLT8D3	-0.247625
WDR31	0.7654
RGS2	1.9675
OR51L1	0.4015
MST1R	0.30825
KIAA1737	1.673
OR4A5	0.299
GLIS1	-1.9485
PTMA	0.7055
NAPA	0.38725
PRDM11	0.30475
LIPF	null
DIRAS3	-0.16675
ASGR2	-3.72175
C1QTNF4	-0.273
PIK3R4	-0.0193333333333333
ARMC3	1.83625
NDUFV3	-0.628583333333333
BTBD3	-0.518833333333333
PPP1R2	0.29425
UBE2NL	-0.0725
FOSL2	0.927142857142857
FAM119A	-1.3555
TUBA4A	-0.2983
KRTAP12-1	0.33275
SFRS2	-0.599
RHPN1	0.635
EEF2	-1.03666666666667
ZDHHC11	-1.19716666666667
EPHA3	1.0016
RBM12	-0.656
H2AFJ	0.7135
EDIL3	3.318
KIF26A	-0.77325
SERGEF	-0.82875
B3GALT4	2.721
LOC90925	0.0541666666666666
OSCAR	-0.103125
NPFF	-0.757875
DEDD	0.597625
TMEM155	-0.580875
PTPN1	-0.093
SCYL2	0.471666666666667
SKAP1	1.2715
LEAP2	-3.07816666666667
GADD45G	2.1721
IFITM3	0.647
PILRB	-1.90816666666667
SLU7	-0.3725
DSC3	-1.04025
DNMT3L	-0.79675
PAPD5	-0.2595
B3GNT3	-0.938333333333333
LHCGR	0.596
MSL-1	-0.43975
UBE2S	-2.07275
SAP130	-0.85425
ANAPC11	0.37475
MAGED4B	-1.733
ATP6V1B2	0.501833333333333
C14orf179	0.856375
CAPZA1	0.45775
CDYL2	0.576666666666667
GLRX3	-0.6945
LOC136288	-0.60075
MOBKL1A	-0.183
HTR2B	3.6045
CRYGD	0.339333333333333
NUS1	-0.407833333333333
PGRMC1	1.072
MYOM2	0.26275
FLJ39653	-0.655666666666667
CHM	-0.2035
OR5M8	0.216
ZNF619	0.5285
FAM105A	1.16725
CCNL1	-1.365375
NAP1L3	0.64975
C10orf57	2.72733333333333
B3GALNT1	1.07466666666667
CSN1S2A	-1.642
TCP10L	0.88125
GDAP2	0.391375
DMKN	-2.104
COX6B1	-0.23525
DNASE2	-0.0526666666666667
MSH5	-1.80325
LGMN	0.529125
USP31	0.0746
OR13C8	0.73
SDCBP	0.5976
NUDT11	-1.4295
PYGL	-0.1535
SNPH	1.516
B3GNT4	-0.637
MIZF	-0.679
NUBPL	-0.073
NOD1	0.946666666666667
CDH22	0.071375
NUBP1	0.579166666666667
DSCAM	-3.39625
DGKI	0.254
FAM136A	-0.93675
AKAP1	0.0936666666666667
SLC16A6	-0.64425
RIN3	0.852
PSG2	-0.11425
DIP2B	0.171833333333333
PSORS1C1	-0.1287
KIAA0495	-0.262
FLJ90709	-0.536666666666667
LPA	-0.212333333333333
PIGA	-0.492333333333333
LY75	1.873
UTS2	-4.95833333333333
RREB1	-0.063625
GALNACT-2	0.8536
MGC3196	-0.73825
FLJ31568	-0.399
LPHN1	-0.5195
SP1	1.010125
TOX4	0.280333333333333
HSPA9	0.1022
APOBEC1	1.1535
SLC35E4	-1.68875
LSM5	-0.31325
SURF1	0.01275
ZBTB1	0.632166666666667
GTF2F1	-0.46
RPS15A	0.299357142857143
DUSP21	0.00949999999999995
GINS4	-2.2125
MYO15A	-0.759833333333333
GIMAP7	4.69675
MGC13379	0.8335
ATP6V1E2	-2.1025
UTP3	0.0445
HNRPA3	-0.843
MT4	0.526
C14orf155	0.43225
U1SNRNPBP	0.319
CKLF	-0.850666666666667
PLEKHN1	1.3195
MBNL1	-0.223166666666667
NUP160	-0.87325
ACSM2A	-0.9795
LOC129881	0.58575
KIAA1529	-1.75
FLJ22639	-1.6525
HAND1	-0.138
GSX1	0.1765
FGA	-3.4995
SERPINB1	0.46925
ZNF642	0.46175
IGFBP1	-7.17675
SLC1A1	-0.982875
DHX57	0.0245
ZNF766	0.3775
PTPN21	-0.2214
GDPD3	-1.03716666666667
PNPLA5	0.4475
TBR1	0.3182
FAM116A	-0.39875
IQGAP1	0.682875
FOS	1.8715
ZNF226	0.018875
FIGNL1	0.0115
C14orf1	-0.241666666666667
ZMYND17	0.195
PUS7	-0.9725
TUBB6	-0.335625
KCNQ2	-1.59825
MARCH6	-0.4975
CCDC33	0.552
PRODH	-0.634
RBM11	1.261
EPHA6	0.282285714285714
SLC43A1	-0.203
LOC196541	0.016875
NTN1	0.091
ING4	0.806
PCDHB10	0.9705
DPH2	-0.840166666666667
SPACA4	-0.1375
FBXL21	-4.2595
DIAPH1	-0.543833333333333
ZNF71	0.776333333333333
CEP76	-1.0075
CORO1A	-0.42975
RRM2	-2.11425
EDG4	0.7555
OS9	0.0678333333333333
SLC4A1AP	-0.23325
COG5	-0.90925
COPS8	-0.32325
NGLY1	-0.97675
NCBP2	0.046625
C17orf42	-0.445833333333333
GPSM3	-0.076
SIL1	0.6855
ASB6	0.44725
SMAD5OS	-0.074
UNC93A	-2.531375
A1BG	-0.0183333333333333
C21orf62	-0.42675
FMO5	-1.05233333333333
ATRIP	0.2135
CEBPG	0.1585
C7orf38	-0.276
TNFRSF1B	1.1315
CLEC1A	1.3015
IQSEC1	0.19875
PATZ1	0.8298
RBM22	1.803
BAG2	-1.43166666666667
PAQR5	-1.441
C9orf127	0.5168
THNSL1	-0.91275
SHROOM3	2.0839
JAM2	1.98625
SNRPN	-2.72625
ALX4	0.1035
CACNA1S	0.732
FAM130A1	0.78175
CORIN	0.9305
CD300LB	1.143
PLEKHG6	0.766
LRRC40	-0.84425
PCLKC	-0.35725
PCDHB16	0.477166666666667
WNT2B	0.79
ASNS	-3.46144444444444
MRPL49	0.899375
FLJ46111	0.20775
ISG20	-0.766625
SMU1	-0.0516666666666667
CASZ1	0.35
POLR1D	0.275166666666667
GIN1	-0.25025
SNAG1	0.630833333333333
ANKRD29	-0.619
CDKN2AIP	0.5895
KRR1	-0.3905
CXCL1	-4.86133333333333
EPM2A	0.1946
PC	-0.00683333333333334
DEFB127	0.7345
PDZRN4	2.12016666666667
FAH	0.826
OR51E1	1.933
CDC2L6	0.159333333333333
DNTTIP1	-0.751
PAX8	-0.41975
TMEM116	0.094
C1orf150	1.2835
PRO2012	-0.577
MRPL40	-0.682
BEX1	-3.2094
SLC2A4	0.739333333333333
PKMYT1	-0.79725
FEZF2	0.00633333333333334
SLC26A9	-2.23525
MAP2	0.826083333333333
LYL1	-0.871
SLC25A19	-0.732
NOS3	0.615
ZNF34	1.32316666666667
TMPRSS11F	0.9485
FAM43A	0.298
FCRL4	-0.1995
KLF14	0.25925
FLRT2	0.681166666666667
WRN	-1.71825
SDF2	0.2541
KRT8P12	0.3535
C6orf195	-0.1135
C9orf125	-0.308166666666667
DZIP3	-0.23225
RIT1	1.15283333333333
SCML1	-1.33016666666667
RHBDF2	0.362875
OR2G3	0.187
REXO1L1	-0.2315
MAP3K7IP3	-0.0115
C3orf57	-3.29725
FBXW11	-1.4935
ETAA1	-0.8575
C14orf131	-1.1177
AKT1S1	-0.24125
SLC12A5	-0.3555
C9orf164	0.982
NRIP3	-0.495
NOS1AP	-1.52575
TMEM121	1.9915
SAP30BP	-0.0015
DGCR6	0.50175
WDR76	-1.75
FAM82B	0.959083333333333
LOC606495	-0.392
MAP9	2.20275
BCDIN3D	1.034
CXorf36	3.628
DSCR3	-0.231
ZFAND3	1.108625
C7orf43	0.3695
SPSB3	0.7792
C19orf19	0.179
FAM133A	-2.1225
C12orf25	0.53175
SLC39A3	-0.844
DISP2	-0.0485
PI4KAP2	-1.534
MKRN3	-1.6585
ADAMTS13	0.099125
CBLN3	0.4262
TTYH1	-0.993166666666667
C3orf18	0.6785
FLJ13236	0.584
ZMYND12	3.38825
C18orf25	0.411125
GLB1L3	-1.1305
ATP13A5	0.4205
RANBP10	-0.43525
CD96	-0.5119
DENND1C	-0.03025
RBMS3	1.9052
SLC41A3	0.176166666666667
DGCR6L	0.4805
TMEM128	0.777333333333333
CSNK1G3	-0.623857142857143
MOBKL2C	1.24
TSPAN6	-0.172625
MATN2	0.8891
MSL2L1	0.215833333333333
ST6GALNAC2	-1.19066666666667
FGFBP2	1.464
FGL1	-6.1355
MPP3	-0.328666666666667
ARHGEF6	1.2425
TGFBR2	0.8745
ACMSD	-1.471
IL33	4.43575
C9orf5	0.23675
DEAF1	-0.6105
AMN	0.12
DEFA6	0.268285714285714
RNF212	-0.88225
METT5D1	1.063
CIB1	0.5286
TSSK1B	0.10375
KIAA1727	1.55425
ZNF680	-0.168583333333333
LOC399900	-0.6365
LOC152217	-0.4905
CTNNAL1	-2.252
CIT	-2.82083333333333
TLE6	0.18475
ZNF607	-0.95575
HERC4	-1.44316666666667
DRAP1	-0.2226
PEMT	-0.65375
C10orf111	-0.1765
ZNF575	0.43775
KCTD7	0.0765
MYO1F	0.443625
LOC285382	0.237
RAB11A	1.0744
PLCD3	-0.857
C15orf28	0.171
PTBP2	-0.908125
CTB-1048E9.5	-0.271875
C19orf60	0.386333333333333
C7orf25	0.783833333333333
SETD7	1.1295
HOXB9	-4.706
VANGL1	0.1220625
CHAF1B	-1.4275
NDUFA3	-0.6775
KIAA1328	0.0713333333333333
SHARPIN	1.344375
TTC23	0.031625
UGP2	0.295583333333333
ANKIB1	0.3164
CIRBP	0.850142857142857
SEC14L4	-2.85816666666667
OVCH1	0.468666666666667
VPS52	0.21125
FAT	-0.8675
M6PRBP1	-0.3065
GPRIN3	1.0125
PPM1F	1.0585
TSR1	-0.5705
CCDC85A	2.71025
PCSK5	2.45575
ZFHX3	0.2295
HEMK1	-0.4643
PGBD2	0.967
RSRC2	0.00483333333333333
AURKC	-1.31283333333333
SCRIB	0.63725
ORM2	-4.49366666666667
FAM115A	-0.0247
FZD6	0.315375
UNC119	-0.401833333333333
GPX3	0.6585
NOV	-0.253
CABC1	-0.367875
CDC42SE2	0.1415
EIF2S2	-0.728
RNF130	0.92875
CKAP5	-0.446333333333333
RP11-413M3.2	0.321125
C10orf18	-0.106
TMEM93	-0.62575
DYX1C1	1.3745
KCNMB2	-1.405875
ANK3	0.483916666666667
KRT5	-2.6339
CDH12	-0.97175
QRSL1	-0.10425
JUB	-0.331
SHC4	-2.634375
CCL15	2.232
CCDC22	0.04975
SNX24	0.05925
RARS	-0.4485
MORC2	0.492375
FAM48A	-0.3325
MT1H	-1.7675
PPP1R14C	-3.11016666666667
FOXD1	-3.05335714285714
C1orf213	-1.58625
AMT	-1.9964
DSN1	-0.65125
PTPLAD2	1.88525
DIS3L	-0.391
RASL11A	2.22825
GPRC5B	0.2235
FRMD7	0.5135
STRN4	-0.26875
KITLG	5.03068181818182
HDGF	0.2425
OR1S1	0.847
SETX	0.0917
DDR2	0.882875
KCTD12	2.699
LYZL2	0.09625
WDR52	-0.903
TMEM2	0.067375
ZNF579	-0.145333333333333
LOC200810	0.63875
TNFSF9	-1.344625
PPFIA4	-3.45675
CNIH3	1.11833333333333
MAP4K4	-0.986071428571429
ROD1	0.198571428571429
ALS2CR12	-0.342
DOCK3	-1.953
PAQR9	-4.88675
ASB17	0.477
STX16	-1.4505
FEZ2	0.247666666666667
DLAT	-0.0835
KIF21B	-0.6845
CDC5L	-0.09375
TMEM119	1.31333333333333
CRIP3	-1.31875
TPSD1	0.948166666666667
TEPP	-0.32675
GNGT2	1.54925
C21orf121	1.25525
WNK1	0.148083333333333
FLJ10490	0.1404
OR51B5	-1.571
LOC203547	-0.4875
HAS1	1.374
PPA1	0.498333333333333
ST7	0.326
C11orf46	0.5943
POPDC3	-2.83983333333333
ACOX2	1.29516666666667
ATCAY	-0.40975
TM4SF19	1.0875
MFSD9	-0.31
PDHB	0.17275
ERN1	0.1095
LCE3C	0.2905
GPR111	0.298
NOTCH3	1.09566666666667
ADAMTS5	3.4755
B3GALT1	-0.678
UGCGL1	0.0551666666666667
FAM58A	0.462
FBXO32	2.94825
CLPP	-0.74675
NXPH1	-0.956
MTMR3	0.796
ATP1B3	-1.147875
TMEM16A	3.917
HIST1H3F	-0.0956666666666667
TRIM25	0.389333333333333
SDCBP2	1.105
CRKL	-0.87425
HOXB2	1.20383333333333
ANP32B	-0.36775
GATM	4.0435
AP4E1	0.117125
EDG5	0.23375
CDKN3	-1.516
CDH4	-2.26625
PGD	-0.277666666666667
RND1	1.717
GAD1	-2.7001
MPG	0.235125
LOC440350	-1.054
ZNF133	-0.68125
SERPINB12	-0.17
AMELY	0.55
DHX36	-1.34425
TNFAIP8L2	3.09483333333333
PHTF2	0.258777777777778
CCDC112	-0.115
IQCC	-0.9845
HEYL	2.88783333333333
FTSJ2	0.034
APPL1	0.681
RAB43	0.1745
OR10G2	0.323
WAC	0.370166666666667
ADCY9	1.1035
RUNDC2B	0.353333333333333
PYCRL	1.4665
AGPAT7	-0.430166666666667
SLC22A9	-0.4424
CDKAL1	0.6075
PDYN	0.0478
C20orf74	-1.0565
MTMR11	0.90075
VAV3	3.85
DAPL1	-0.70875
STXBP3	0.08725
EIF3G	-1.00675
ARHGAP22	1.61075
NPFFR1	0.516
NPC1	-0.833833333333333
ALDH9A1	1.0875
ZNF600	-0.08625
ZNF678	-0.695
RASSF1	0.16725
ADD2	-1.9325
PITPNB	0.103375
PKD2L2	0.285142857142857
LRP11	0.4605
CDKL1	0.17175
SMEK2	0.503
PRODH2	-2.977
C11orf54	0.3415
SFRS11	-0.641333333333333
IL7	0.456166666666667
ALS2CR16	0.57425
BTG3	-1.03583333333333
PAK2	-0.126166666666667
RP11-679B17.1	-0.4875
GATA4	-1.4045
ATP2B1	-0.34
LOC130940	0.3885
C1orf172	2.49566666666667
ATF7IP2	-1.8545
SLC25A43	-0.2625
CENTG3	-0.0333333333333333
IGF2BP1	-4.2132
FCHSD1	0.517
CAMK2N2	0.342333333333333
ELAVL3	0.3001
NBPF15	-0.421333333333333
UBE2J2	0.178583333333333
GNL2	-0.7645
PRR3	-0.162
NLF2	0.14725
OR4F6	0.388
KLHL24	0.688333333333333
CCDC88A	-1.3333
SGPP1	0.236
C10orf11	0.9655
SLC35B4	-0.884
UGT3A2	-1.103
ARNT2	0.0465
CBR1	-1.4165
ITPR3	-1.3685
TRAPPC6B	0.2243
AMZ1	1.562
ARP11	2.1325
WDSUB1	0.69375
APBA1	0.128166666666667
RAB2A	1.863
C6orf162	-0.00475
HPSE2	-0.0235
PLCE1	-0.77675
INSL3	0.703
DLG1	-0.1802
PTPLA	-1.8395
PIGX	0.066875
TFIP11	0.0906666666666667
FIBIN	3.543
POLR2G	0.274
GRAP2	-1.0834
DNAJB8	0.328
CNBP	0.648666666666667
WASF1	-0.05625
INPP5E	-1.0288
HSPB1	0.3120625
TMEM167	-0.3513
CUBN	0.30225
IGF1	4.486
ITPK1	1.3649
NAALAD2	-0.74175
G3BP1	0.3317
NT5DC1	0.005
CYP39A1	1.784
TMEM139	1.5635
POLK	-0.4987
GLULD1	-1.91675
RBM15	-0.798166666666667
AMZ2	0.07575
GDF15	-0.589333333333333
MESDC2	0.00425
INCA	0.765333333333333
ACY1L2	-2.964
GZMM	-0.778833333333333
PAIP1	0.19975
CACNA2D1	0.608
STK32C	0.133
SH3BP4	1.40683333333333
DEC1	-0.2105
PADI1	0.7905
UBB	0.1873
PON3	1.89516666666667
PROP1	0.497
ANKRD13B	-0.114
ADCK1	-0.02625
TCF25	0.04675
SLC38A5	-2.3955
CXorf26	0.750833333333333
C19orf39	-0.18375
PPP1R13B	0.682
ARL2	-0.6045
TCL6	0.201416666666667
TOP3A	-0.647
SLC16A14	-0.695875
FXYD6	1.4015
HIST1H4E	-0.986
BBC3	0.154263157894737
UNC5A	0.296166666666667
FAM86C	-0.2041
PI4KB	0.542875
B3GAT1	-3.563
SUSD2	1.81683333333333
OAZ2	0.386333333333333
NOC4L	-0.48725
C10orf12	0.5465
FADS1	-1.98933333333333
LOC144097	-0.19125
DKK2	2.8315
KIAA1949	0.1835
RHOT1	-0.0599
OXT	1.06416666666667
GPR153	0.40475
ARL4A	0.053
SAAL1	-1.34075
CCDC64	-0.5165
USE1	-0.193666666666667
HNMT	0.872666666666667
PCGF3	0.3491875
CYP2C19	0.034
C20orf4	0.2645
CCDC11	0.92775
ACSBG2	0.152666666666667
RWDD2A	1.17925
PALLD	2.96175
CPLX4	0.488
LOC492311	0.9125
KPNA2	-1.4945
MACROD1	-0.1213
