Hybridization REF	TCGA-BH-A0BG-01A-11R-A115-07
GTF2E1	-0.304
RY1	-0.0755
ATAD2B	0.35975
ARHGAP17	0.2065
KCNIP3	-0.24425
SFPQ	0.328375
GFRA4	0.904833333333333
AKR1B10	-4.30925
TIGD6	0.2015
RGS16	2.980625
URB1	-0.496833333333333
OR4C46	-0.3625
TOP3B	-0.59775
NFATC4	-0.4075
CA14	-4.66275
BMPR1A	0.629666666666667
SNRP70	-0.417375
PRL	0.356916666666667
C6orf130	-0.2
STAG2	1.00725
CD55	-0.121357142857143
RPS23	0.707166666666667
SSX2	0.237833333333333
FDPSL2A	-0.39825
FBXO27	-0.295875
SYNGR3	-1.217
TMSL3	1.0465
EML1	-2.0635
NUP93	-0.447916666666667
SMAD3	-1.2981
KIAA1189	1.204
HNRPUL2	0.956833333333333
TBC1D12	0.0125
C16orf24	0.2835
MRVI1	1.826
ZNF581	-0.318833333333333
ELOVL3	-0.75
OR51Q1	0.1515
CACNB3	0.296333333333333
GALNT13	1.93325
C10orf84	0.8108125
NEDD4	-0.7864
SPO11	0.685
OR5AU1	0.4235
NEK4	0.0631428571428572
PRKAR2A	-0.341
IHPK1	0.0195
ATP6V0B	-0.557875
CACNA1E	1.559
CEACAM8	-0.323333333333333
PEX14	-0.2405
FLJ12993	1.179
ZBTB38	1.07983333333333
PCTK2	0.1765
LRRC16	1.21
FBLIM1	1.45441666666667
FYCO1	0.571
RP5-1022P6.2	-0.92375
CMTM1	-0.246333333333333
PLTP	0.155333333333333
RAPH1	1.717625
DOCK8	1.68475
EZH2	-1.814
SLC25A1	-0.751166666666667
PLEKHB1	2.8649
GRB7	1.5766
ZFP37	-0.9835
MRPL33	0.119
PELO	-1.1485
ARMC1	0.0843636363636364
C9orf27	-0.000499999999999994
FLJ25778	-0.446
C9orf37	-1.24383333333333
TMEM66	-0.04175
SPRN	-0.617875
HBEGF	0.34775
PI4KA	-0.8195
LEPRE1	-0.814
POU2AF1	-1.164125
MRPL12	0.0508333333333333
REP15	0.2575
ZC3H3	0.941
RASAL1	0.90825
DDAH1	0.4275
ACBD5	1.353625
TMC2	-0.121
CCDC137	0.1375
SAMD13	1.013
UGT2B15	-5.181
TIPARP	-1.7375
DNASE1L3	1.1615
TRIM72	0.533833333333333
DBX2	0.346
IPO8	1.3585
C21orf88	0.1197
MAP3K14	0.968
LOC51233	0.478833333333333
GGTLA4	-0.8925
PDE6D	0.03975
ZNF117	-1.2
CLK2	-0.472625
NKRF	-0.684
TNFSF15	2.4453
DUSP2	0.59675
SECISBP2	-0.4826
GABRR2	0.1555
PPAP2C	2.0025
LOC51145	0.0818333333333333
PAG1	-0.06325
PIK3C3	-0.717
GNG10	-0.2375
APOL4	1.08916666666667
ANKRD28	-0.2825
STMN3	-2.3324
RAB14	0.2149
CDK2AP2	0.28025
HDDC3	0.00325
COMMD7	0.66875
CXXC1	-0.77025
HMCN1	-1.14383333333333
CD40	1.298
DYNC1LI2	1.305875
GDI1	-0.07625
LOC646938	-0.15875
VSNL1	-2.33266666666667
PIH1D1	-0.218833333333333
RAET1G	-1.655
KRTAP5-9	0.145
EFTUD2	-0.54
ZNF311	-1.88616666666667
ATP6V1G3	-0.4935
OR2W3	-0.4765
SCN4A	0.04275
MED10	-1.353875
FAM135A	1.5449
ARHGAP4	-0.892
EHMT2	-0.217
UFD1L	-0.35175
ERMP1	0.329
MAG1	-0.719833333333333
THAP8	0.809833333333333
HACE1	0.206
FAM82C	-0.562833333333333
C3orf20	-0.177
UNC84A	-0.419333333333333
SCD5	0.803142857142857
LASS6	0.950625
LSG1	0.35575
MAL	-4.0365
GPR22	-0.236
WDR5B	1.2815
ACTRT1	0.616
C17orf60	0.0748333333333333
GRIN2C	1.2941
ARMC8	-0.316
SLC47A1	-3.05066666666667
DMPK	-0.48825
DHRS13	-0.355
SMC1A	-0.729666666666667
KRTAP17-1	0.392
SMYD5	-0.392
TUSC2	-0.819625
CRHR2	0.3815
KIR3DL2	0.344
CCDC104	0.005
ATP2C1	1.029125
CROT	-0.15725
PABPC3	1.02716666666667
EGR1	0.3645
THSD1	-0.51075
KHK	-0.04625
SLC12A2	1.861625
CD58	-0.33675
STOX2	1.899
CCDC76	-0.4256
CCDC48	1.1865
DNAH1	-0.167333333333333
ZIC4	2.06375
OR1G1	0.453
PSMC6	-1.13783333333333
PROKR1	0.369
ABCB1	-1.095875
TRAT1	0.5365
LLGL1	0.588
MTF1	1.6645
USP54	0.729375
PAGE2B	-2.379
ITGB7	-2.5935
CCDC81	-0.202
LOC149837	0.4205
SCUBE1	2.793
ZSCAN10	1.4195
HUWE1	0.536071428571429
CDH17	0.34
CD180	1.28625
IL17A	0.27675
TMPO	-0.923125
KIAA1524	-1.144
HDGFRP3	0.5155
OXCT1	-0.276090909090909
RRAS2	0.29
LTBP2	1.88225
SV2B	3.294
CYP2A6	0.205875
PKD1L2	-0.794166666666667
PPM1M	0.55375
FLJ22662	2.48616666666667
ZNF502	1.16725
GP6	-1.0705
CRYBA2	-1.83675
LEF1	-2.3959
CTPS	-1.33842857142857
EYA1	-1.92433333333333
EPS8L1	-1.67725
MAPK14	-0.436416666666667
SERPINB2	-3.73825
GTF2F2	0.118666666666667
ZNHIT4	0.4545
PLA1A	0.342875
C20orf114	-0.605
HPR	-3.86
C18orf2	-3.5115
SATB2	-3.40575
KCNJ9	-0.229375
MGC157906	0.7695
MOCS3	-0.398
C17orf71	-0.7125
PPHLN1	-0.3205
HIST1H2BN	-0.255875
RAPGEF1	0.304
MAP3K8	0.56175
DLG4	-0.363333333333333
STC1	-2.21016666666667
CDGAP	1.836
DDX26B	-0.17175
LOC150223	-1.095
CPSF3	-0.979333333333333
TMEM14A	0.6825
MYH3	-2.23525
GPKOW	-0.0415
SULT1A1	-0.599833333333333
SPON1	1.4632
YY1AP1	0.3115
RAB23	1.40975
PLA2G4A	-0.52375
MAPRE3	0.48
ZNF516	-2.19285714285714
GGPS1	0.2925
EXOC3L2	0.215
C19orf42	-0.573
MAP2K2	-0.066
HIST1H2BB	0.27925
RNF19B	2.25
C6orf128	0.1835
TLR8	3.1115
PCDHA9	-0.4395
CARS2	0.589375
CLUL1	2.75016666666667
RHAG	-3.68966666666667
UNK	0.388
EXOC8	0.3895
C9orf95	1.58875
C14orf143	-1.32566666666667
MAML3	0.028125
LDHA	-1.7415
MRPL20	-0.10825
KLHDC6	0.439333333333333
ATP5S	-0.290333333333333
C8orf55	0.0975
PHF19	-1.634375
KRTAP13-4	0.443
TTC5	-0.1655
XKR5	-0.7275
SILV	-3.91216666666667
TEX28	0.204
TCTN1	0.2875
CX40.1	0.7825
PPP2R5C	0.034
C12orf30	-0.982333333333333
CAPG	2.494
MPZL1	1.10955
ARSB	-0.645833333333333
TDH	-1.8055
WASF4	1.874
TSSK3	-0.1915
7A5	1.5075
CRISPLD1	4.7185
MAD1L1	-0.539666666666667
SPIN4	-0.00733333333333333
AMPD1	-0.8675
DPYSL5	-0.3175
INPP1	-0.0676666666666667
ANKRD11	0.637944444444444
NPAS4	-0.192714285714286
GCET2	0.7261
RNASE9	0.037
GUCY2D	0.436833333333333
CCDC98	0.74275
FGF4	-0.224125
CPM	2.831
SLC26A4	-0.765166666666667
PLD5	0.20825
FAM59A	1.0632
FBXO5	-1.80133333333333
SIPA1L1	-0.280875
DPYS	0.85275
ATG4D	-0.67325
TGM3	0.246
MTCH1	0.03975
HK1	-0.320857142857143
CDC26	0.019875
GALNT12	-1.01333333333333
LOC339229	0.0425
MRPL35	-0.270625
ORC4L	0.21825
TNKS	-0.465
C2orf24	0.672666666666667
ZNF553	0.0408333333333333
GGTLA1	2.3967
ZNF497	-0.4165
CDY1B	-0.214
SLC30A4	1.129625
TUB	0.84275
ARHGEF18	-0.61275
ARRB1	-0.0045
KCNK1	1.73875
EREG	-2.9555
SCAMP5	-1.4525
RUNDC3B	0.56625
ADAMTS20	-0.0335
IL17RB	0.13625
FLJ20323	-1.4115
MCAM	0.784625
POLR3E	-1.31525
AQR	-0.302666666666667
IPMK	0.8525
CDCA7	-1.996875
CAMP	4.505
GRHL3	1.72925
ADAMTSL2	0.6725
CLMN	2.13833333333333
SSTR3	0.3615
MAGEA5	0.9225
OVOL2	3.6555
JMJD1B	0.52125
RBL2	0.5219
PYGO2	0.5935
PPP1R10	0.194333333333333
CSE1L	-1.61316666666667
LCA5	1.0755
RDH16	-0.71175
ASRGL1	-1.892625
TOM1	0.988166666666667
PTX3	-3.05775
TTC15	0.00125
SCGB3A1	2.60266666666667
MRPL50	-1.45
RCAN3	1.97275
SLC26A11	0.46625
STYX	-0.277
CINP	-0.08525
MARCH7	0.43625
PFKM	-1.66383333333333
SGMS1	0.0405
RIOK3	1.9139
C1orf110	-1.3365
CES7	-0.231714285714286
LOC440248	-1.76425
PPP1R12C	-0.304
C10orf27	0.3325
ATG9A	0.03775
MRPS26	-0.33275
TMEM40	0.75525
ELP3	-0.7481
ZNF787	0.9749
HIAT1	0.367
C8orf34	0.8325
MGC4655	0.0312
PELI1	1.78983333333333
PPT1	-0.1612
SLC35C2	-0.567
C6orf125	-0.68775
MUC4	-1.9865
RFC4	-2.15028571428571
GNB2	-0.0881666666666667
NUP50	-0.00414285714285714
SULT4A1	-1.922
C7	2.41575
CCDC130	-0.445833333333333
ARRDC4	1.06475
RQCD1	-0.30875
GLYCTK	-1.6435
AYTL2	-0.920181818181818
MTUS1	1.1201
LEMD3	0.725333333333333
PLEKHF2	0.0865
HOXA7	-0.34725
GTF3C2	-0.44
DYNLRB2	0.71825
CNOT10	-0.82975
MR1	0.683166666666667
FFAR1	-0.17575
PRIC285	0.29875
SLITRK6	3.17
LIX1	-2.4647
UBE1L2	0.338916666666667
F8	1.404
ACHE	-0.0968333333333333
KPNA5	0.6355
TNFRSF12A	-0.795833333333333
EGR3	-1.698
SERPIND1	-3.3975
OASL	3.21
IFRD1	-1.599125
WDFY1	1.05233333333333
ZNF267	0.82875
ACCN5	0.634
ZBTB6	-0.20375
PPP1R3A	-0.415
PRRT3	-0.869
FBXL19	-0.1195
TXNIP	1.6075
ACTN2	4.822
ATG9B	-0.327875
C9orf117	-0.504
IL27	0.359
RPL36AL	-0.565
KLK15	-0.14375
CHAD	0.3355
RAP2B	-0.2567
HEBP2	2.21775
ZNF342	0.5935
CAMK2G	-0.183833333333333
TLR3	2.56925
FGF14	2.46675
HMGB2	-0.637571428571429
TRPM5	0.0941666666666667
OR5M11	0.242
KIF3B	0.906842105263158
PRICKLE2	-1.39775
MTMR9	-0.43925
C3orf27	0.206
GLRA3	-2.22483333333333
NSDHL	-0.155166666666667
TMEM32	0.8035
POLR2D	-0.8115
MYADML	0.2855
C9orf114	-0.709
MRGPRX1	0.3945
TOPORS	1.2145
CLDN19	-0.66775
C1QL4	1.6245
RNF165	-0.9535
DHRS9	-0.92675
DNAH2	-1.66066666666667
FXR1	-0.821666666666667
ZMYM3	-0.485375
CASP3	-0.119333333333333
FAM120C	0.24875
SCLY	-1.114
CA7	0.317
ENTPD5	-0.869333333333333
ZNF461	0.2265
PDIA5	0.073
C1orf19	0.639833333333333
TMEM67	-0.1005
KCTD20	-0.191
WDR47	0.394
FLJ38723	0.868
KLRF1	0.900333333333333
TAS2R16	0.6065
CLDN12	0.58275
PRKCE	0.27575
UBXD4	0.11275
ITGAM	2.75383333333333
GLT8D3	-0.151625
WDR31	0.3599
RGS2	4.2855
OR51L1	1.322
MST1R	0.7745
KIAA1737	0.01925
OR4A5	0.4655
GLIS1	-2.13883333333333
PTMA	1.51785714285714
NAPA	0.87875
PRDM11	-0.21475
LIPF	-0.652
DIRAS3	-0.05175
ASGR2	-3.5875
C1QTNF4	-0.20275
PIK3R4	0.0308333333333333
ARMC3	2.016
NDUFV3	-1.03491666666667
BTBD3	1.1275
PPP1R2	0.408416666666667
UBE2NL	-0.48425
FOSL2	1.31321428571429
FAM119A	-0.2045
TUBA4A	-0.8556
KRTAP12-1	0.07775
SFRS2	-0.411
RHPN1	-0.2195
EEF2	-0.198333333333333
ZDHHC11	-4.22916666666667
EPHA3	-2.1723
RBM12	-0.104
H2AFJ	1.05916666666667
EDIL3	2.6445
KIF26A	-2.055
SERGEF	0.465
B3GALT4	2.9465
LOC90925	1.202
OSCAR	0.2715
NPFF	-1.0535
DEDD	0.611625
TMEM155	-0.842
PTPN1	0.0375
SCYL2	0.0626666666666667
SKAP1	1.7845
LEAP2	-3.726
GADD45G	1.8396
IFITM3	1.675
PILRB	-1.5535
SLU7	-0.2183125
DSC3	3.9015
DNMT3L	-1.65575
PAPD5	0.71375
B3GNT3	-1.12816666666667
LHCGR	0.3505
MSL-1	0.41525
UBE2S	-1.08525
SAP130	-0.3205
ANAPC11	0.34875
MAGED4B	-2.2645
ATP6V1B2	0.105166666666667
C14orf179	0.198125
CAPZA1	0.413375
CDYL2	-1.43433333333333
GLRX3	-1.00066666666667
LOC136288	-0.2545
MOBKL1A	0.44175
HTR2B	1.62275
CRYGD	0.052
NUS1	0.0928333333333333
PGRMC1	0.1325
MYOM2	-1.79075
FLJ39653	-2.2445
CHM	0.582
OR5M8	0.462
ZNF619	-0.2355
FAM105A	1.326
CCNL1	-1.257125
NAP1L3	-0.2705
C10orf57	0.944833333333333
B3GALNT1	0.650666666666667
CSN1S2A	-0.095
TCP10L	-0.6415
GDAP2	0.604875
DMKN	-2.85283333333333
COX6B1	0.00375
DNASE2	0.8775
MSH5	-2.07525
LGMN	0.377125
USP31	0.0719
OR13C8	1.1255
SDCBP	0.3975
NUDT11	0.107666666666667
PYGL	-1.274
SNPH	-1.72816666666667
B3GNT4	-0.663
MIZF	-1.1089
NUBPL	-0.666
NOD1	-0.192166666666667
CDH22	-0.036875
NUBP1	-0.00583333333333333
DSCAM	-3.1435
DGKI	-0.4605
FAM136A	-0.336
AKAP1	1.4415
SLC16A6	-2.43275
RIN3	0.983
PSG2	-0.167
DIP2B	-0.151166666666667
PSORS1C1	-0.9837
KIAA0495	-1.95
FLJ90709	-0.634333333333333
LPA	-0.527333333333333
PIGA	0.188
LY75	4.86133333333333
UTS2	-5.35083333333333
RREB1	0.10125
GALNACT-2	1.5742
MGC3196	-0.1405
FLJ31568	0.6385
LPHN1	-1.745
SP1	0.68375
TOX4	-0.613333333333333
HSPA9	-0.4902
APOBEC1	-0.767
SLC35E4	-0.709
LSM5	-1.676
SURF1	-0.46075
ZBTB1	-0.2935
GTF2F1	-0.253375
RPS15A	0.0257857142857143
DUSP21	-1.1084
GINS4	-2.51533333333333
MYO15A	0.856
GIMAP7	3.9275
MGC13379	1.008
ATP6V1E2	0.2835
UTP3	0.02575
HNRPA3	0.0284999999999999
MT4	-0.7275
C14orf155	-0.08425
U1SNRNPBP	0.3505
CKLF	-0.6095
PLEKHN1	1.08966666666667
MBNL1	0.965333333333333
NUP160	-1.40575
ACSM2A	-1.958
LOC129881	-2.7025
KIAA1529	-1.1445
FLJ22639	-1.6955
HAND1	-1.3475
GSX1	0.468
FGA	-4.3236875
SERPINB1	0.235
ZNF642	0.46775
IGFBP1	-7.53225
SLC1A1	-1.421625
DHX57	-0.10875
ZNF766	1.6565
PTPN21	0.3909
GDPD3	-2.13166666666667
PNPLA5	0.432
TBR1	0.562833333333333
FAM116A	-0.01275
IQGAP1	1.654625
FOS	0.470375
ZNF226	0.31725
FIGNL1	-1.35233333333333
C14orf1	-0.214
ZMYND17	-0.897
PUS7	-0.108166666666667
TUBB6	0.370875
KCNQ2	-1.271
MARCH6	-0.668083333333333
CCDC33	0.889
PRODH	0.7345
RBM11	1.3145
EPHA6	-0.133
SLC43A1	-1.992
LOC196541	0.0105
NTN1	1.914
ING4	0.99125
PCDHB10	1.558
DPH2	-0.747833333333333
SPACA4	-0.18125
FBXL21	-4.507
DIAPH1	-0.406333333333333
ZNF71	1.00533333333333
CEP76	0.3265
CORO1A	0.539
RRM2	-2.411875
EDG4	0.312
OS9	0.1865
SLC4A1AP	0.55175
COG5	-0.10175
COPS8	-0.527
NGLY1	-1.3215
NCBP2	-0.3265
C17orf42	-0.4405
GPSM3	1.016625
SIL1	0.174166666666667
ASB6	-0.9895
SMAD5OS	-0.673333333333333
UNC93A	-3.449
A1BG	-0.724833333333333
C21orf62	0.30125
FMO5	-1.22583333333333
ATRIP	-0.7935
CEBPG	0.489666666666667
C7orf38	0.130166666666667
TNFRSF1B	1.611
CLEC1A	1.08466666666667
IQSEC1	-0.148
PATZ1	0.3547
RBM22	0.999625
BAG2	0.5965
PAQR5	-0.906166666666667
C9orf127	1.1626
THNSL1	0.899
SHROOM3	2.1629
JAM2	-0.748
SNRPN	-2.68
ALX4	0.5005
CACNA1S	-0.171
FAM130A1	-0.31075
CORIN	1.6005
CD300LB	0.6045
PLEKHG6	1.592
LRRC40	-0.74175
PCLKC	-1.31675
PCDHB16	1.774
WNT2B	0.499166666666667
ASNS	-1.50933333333333
MRPL49	-0.179
FLJ46111	-1.94
ISG20	1.08975
SMU1	-0.418666666666667
CASZ1	-0.1205
POLR1D	-0.18675
GIN1	-0.81725
SNAG1	0.654166666666667
ANKRD29	-1.87675
CDKN2AIP	-0.1355
KRR1	0.265
CXCL1	-3.2225
EPM2A	0.2637
PC	0.344166666666667
DEFB127	0.0705
PDZRN4	0.684333333333333
FAH	-0.520875
OR51E1	1.9095
CDC2L6	1.66083333333333
DNTTIP1	-0.0185
PAX8	1.11125
TMEM116	-0.96775
C1orf150	0.507
PRO2012	0.7845
MRPL40	-0.590333333333333
BEX1	-3.2633
SLC2A4	-0.656666666666667
PKMYT1	-0.92975
FEZF2	-0.557166666666667
SLC26A9	2.581
MAP2	2.60225
LYL1	-0.7455
SLC25A19	-0.307
NOS3	-0.1445
ZNF34	0.985666666666667
TMPRSS11F	-0.426
FAM43A	-0.4715
FCRL4	1.0095
KLF14	0.4515
FLRT2	-1.61583333333333
WRN	-1.12375
SDF2	0.3869
KRT8P12	-0.94425
C6orf195	1.02
C9orf125	-2.82066666666667
DZIP3	0.229375
RIT1	0.38575
SCML1	-1.87083333333333
RHBDF2	1.169375
OR2G3	-0.484
REXO1L1	-0.5815
MAP3K7IP3	-0.039
C3orf57	-6.062
FBXW11	-1.09116666666667
ETAA1	-0.3605
C14orf131	-0.5661
AKT1S1	0.32525
SLC12A5	-1.593375
C9orf164	0.91175
NRIP3	-0.561875
NOS1AP	-1.95375
TMEM121	0.952
SAP30BP	0.3251
DGCR6	0.595
WDR76	-1.11725
FAM82B	-0.196333333333333
LOC606495	-0.6255
MAP9	2.61116666666667
BCDIN3D	0.047
CXorf36	2.71716666666667
DSCR3	-0.7757
ZFAND3	0.042125
C7orf43	0.269166666666667
SPSB3	0.5703
C19orf19	0.492
FAM133A	-3.088
C12orf25	0.293
SLC39A3	-0.682125
DISP2	-1.38725
PI4KAP2	-2.2385
MKRN3	0.242666666666667
ADAMTS13	-1.666125
CBLN3	0.4664
TTYH1	2.9805
C3orf18	-0.676
FLJ13236	-0.81225
ZMYND12	1.95
C18orf25	-0.050875
GLB1L3	-1.3445
ATP13A5	1.2565
RANBP10	0.29725
CD96	0.2073
DENND1C	0.73175
RBMS3	-0.3313
SLC41A3	0.866666666666667
DGCR6L	0.55475
TMEM128	0.609666666666667
CSNK1G3	0.165714285714286
MOBKL2C	1.006625
TSPAN6	-0.1005
MATN2	-1.5622
MSL2L1	0.0628333333333333
ST6GALNAC2	0.38
FGFBP2	1.54
FGL1	-6.2225
MPP3	-1.6505
ARHGEF6	1.14733333333333
TGFBR2	-0.048875
ACMSD	-1.451
IL33	2.47475
C9orf5	-0.463
DEAF1	0.7865
AMN	1.0105
DEFA6	0.24625
RNF212	-1.736
METT5D1	0.411833333333333
CIB1	0.1628
TSSK1B	-0.05
KIAA1727	0.80975
ZNF680	-0.3975
LOC399900	-0.271
LOC152217	-0.181833333333333
CTNNAL1	-2.801
CIT	-1.27891666666667
TLE6	-1.696
ZNF607	-1.00825
HERC4	-0.6685
DRAP1	-0.1167
PEMT	0.32875
C10orf111	-0.5635
ZNF575	1.238625
KCTD7	0.49875
MYO1F	1.019375
LOC285382	-0.04375
RAB11A	-0.5684
PLCD3	-0.0095
C15orf28	-0.188
PTBP2	-0.782625
CTB-1048E9.5	-0.038875
C19orf60	-0.0711666666666667
C7orf25	-0.1485
SETD7	1.062625
HOXB9	-3.669
VANGL1	1.416375
CHAF1B	-1.17675
NDUFA3	0.081
KIAA1328	-0.296666666666667
SHARPIN	0.5275
TTC23	-0.28475
UGP2	0.459416666666667
ANKIB1	1.0548
CIRBP	-0.454714285714286
SEC14L4	-2.56316666666667
OVCH1	0.160666666666667
VPS52	-0.1895
FAT	1.828375
M6PRBP1	-0.39375
GPRIN3	1.1995
PPM1F	-0.199166666666667
TSR1	-0.3965
CCDC85A	0.92125
PCSK5	0.3705
ZFHX3	-1.034
HEMK1	-1.5937
PGBD2	0.8215
RSRC2	-0.364666666666667
AURKC	-1.44633333333333
SCRIB	0.72875
ORM2	-3.62716666666667
FAM115A	0.1653
FZD6	2.087875
UNC119	-0.297333333333333
GPX3	-0.6224
NOV	-0.0815
CABC1	0.9875
CDC42SE2	0.140125
EIF2S2	-0.5145
RNF130	1.353375
CKAP5	-0.115666666666667
RP11-413M3.2	0.102125
C10orf18	2.1107
TMEM93	-0.3675
DYX1C1	-0.13575
KCNMB2	-2.83485714285714
ANK3	0.963
KRT5	0.571
CDH12	-1.54828571428571
QRSL1	0.495625
JUB	-1.68325
SHC4	3.599875
CCL15	1.52716666666667
CCDC22	-0.0315
SNX24	0.36475
RARS	-1.16775
MORC2	0.994875
FAM48A	-0.27825
MT1H	-0.176
PPP1R14C	0.940333333333333
FOXD1	-1.83921428571429
C1orf213	-2.57775
AMT	-1.7056
DSN1	-0.68675
PTPLAD2	3.5735
DIS3L	-0.5325
RASL11A	0.70725
GPRC5B	1.910375
FRMD7	0.939
STRN4	0.058
KITLG	-0.567681818181818
HDGF	1.09025
OR1S1	0.444
SETX	0.2006
DDR2	1.105375
KCTD12	1.83975
LYZL2	-0.46225
WDR52	-0.04
TMEM2	0.15725
ZNF579	0.622333333333333
LOC200810	-0.78075
TNFSF9	-1.890625
PPFIA4	-3.02575
CNIH3	-0.341
MAP4K4	-0.188142857142857
ROD1	0.336285714285714
ALS2CR12	-1.23016666666667
DOCK3	2.85566666666667
PAQR9	-4.76075
ASB17	-0.1995
STX16	-1.249375
FEZ2	0.181
DLAT	-0.475
KIF21B	-1.024
CDC5L	0.33875
TMEM119	1.521
CRIP3	-1.67225
TPSD1	0.314333333333333
TEPP	0.18375
GNGT2	1.42575
C21orf121	-0.27825
WNK1	-0.0335
FLJ10490	0.8279
OR51B5	-2.2485
LOC203547	-0.15225
HAS1	-0.9875
PPA1	-0.177166666666667
ST7	-0.65125
C11orf46	1.1383
POPDC3	0.627166666666667
ACOX2	-2.68533333333333
ATCAY	-0.39375
TM4SF19	-1.324
MFSD9	-0.3655
PDHB	-0.79875
ERN1	0.249
LCE3C	0.354
GPR111	0.536
NOTCH3	1.4475
ADAMTS5	1.0545
B3GALT1	-1.33375
UGCGL1	-0.244166666666667
FAM58A	0.826666666666667
FBXO32	3.7555
CLPP	-0.8235
NXPH1	-1.76825
MTMR3	1.15
ATP1B3	-1.345125
TMEM16A	2.86275
HIST1H3F	0.275
TRIM25	-0.191666666666667
SDCBP2	1.805
CRKL	-0.599375
HOXB2	-1.794
ANP32B	-0.3735
GATM	3.022
AP4E1	-0.13675
EDG5	0.15225
CDKN3	-2.14216666666667
CDH4	-2.16875
PGD	-0.274666666666667
RND1	-0.232
GAD1	-3.3835
MPG	0.417375
LOC440350	-0.49
ZNF133	0.24975
SERPINB12	-0.707
AMELY	0.4715
DHX36	-0.71375
TNFAIP8L2	3.09166666666667
PHTF2	-0.0568333333333334
CCDC112	-0.1535
IQCC	-1.017
HEYL	2.97533333333333
FTSJ2	-0.928166666666667
APPL1	1.01975
RAB43	0.494142857142857
OR10G2	-0.275
WAC	0.891333333333333
ADCY9	0.056375
RUNDC2B	0.574333333333333
PYCRL	0.9909
AGPAT7	-0.334
SLC22A9	-1.50266666666667
CDKAL1	0.2
PDYN	-0.6558
C20orf74	0.31475
MTMR11	0.087
VAV3	-0.527083333333333
DAPL1	1.47375
STXBP3	0.8245
EIF3G	-0.47375
ARHGAP22	0.68075
NPFFR1	0.26
NPC1	0.720666666666667
ALDH9A1	2.16933333333333
ZNF600	0.2775
ZNF678	-0.630666666666667
RASSF1	-0.283416666666667
ADD2	0.0935
PITPNB	0.986625
PKD2L2	-0.279
LRP11	-0.35475
CDKL1	1.08425
SMEK2	1.3575
PRODH2	-2.796
C11orf54	0.6305
SFRS11	-0.603
IL7	3.33883333333333
ALS2CR16	1.46275
BTG3	-0.0201666666666667
PAK2	-0.402722222222222
RP11-679B17.1	-1.44675
GATA4	-1.80583333333333
ATP2B1	-0.33375
LOC130940	-1.0575
C1orf172	2.5715
ATF7IP2	-0.54125
SLC25A43	0.913166666666667
CENTG3	0.1045
IGF2BP1	-3.7556
FCHSD1	0.265
CAMK2N2	1.38516666666667
ELAVL3	-0.0971
NBPF15	-0.240166666666667
UBE2J2	-0.11975
GNL2	-0.567
PRR3	-0.2186
NLF2	1.38425
OR4F6	-0.538
KLHL24	1.71783333333333
CCDC88A	-0.1804
SGPP1	-0.31
C10orf11	-0.921
SLC35B4	-1.5755
UGT3A2	-1.4955
ARNT2	2.296
CBR1	-0.72975
ITPR3	-0.125
TRAPPC6B	-1.1317
AMZ1	-1.3915
ARP11	1.40225
WDSUB1	1.34025
APBA1	0.951
RAB2A	1.0065
C6orf162	0.512
HPSE2	0.463
PLCE1	0.635
INSL3	0.7195
DLG1	-0.0292
PTPLA	-1.4415
PIGX	-0.927125
TFIP11	0.322333333333333
FIBIN	2.1805
POLR2G	-0.4765
GRAP2	-1.1534
DNAJB8	-0.5845
CNBP	0.5095
WASF1	-2.0895
INPP5E	-1.4294
HSPB1	-1.304
TMEM167	-0.8398
CUBN	1.757
IGF1	1.7761875
ITPK1	-0.0383
NAALAD2	-1.501
G3BP1	-0.1207
NT5DC1	1.06475
CYP39A1	2.678
TMEM139	2.05708333333333
POLK	-0.46
GLULD1	-1.6585
RBM15	-0.286
AMZ2	0.093
GDF15	-3.58833333333333
MESDC2	0.30675
INCA	1.45133333333333
ACY1L2	1.6265
GZMM	0.533666666666667
PAIP1	-0.10125
CACNA2D1	1.41325
STK32C	-1.67416666666667
SH3BP4	1.14116666666667
DEC1	-0.167
PADI1	0.885
UBB	0.4395
PON3	1.65
PROP1	0.673
ANKRD13B	0.0555
ADCK1	-0.34475
TCF25	0.79
SLC38A5	-2.1115
CXorf26	0.266333333333333
C19orf39	-1.25625
PPP1R13B	-0.36925
ARL2	0.545
TCL6	-0.0135833333333333
TOP3A	-0.449
SLC16A14	-1.244125
FXYD6	2.45616666666667
HIST1H4E	0.167
BBC3	0.710421052631579
UNC5A	-0.0981666666666667
FAM86C	-0.2006
PI4KB	0.62125
B3GAT1	-3.1605
SUSD2	0.9635
OAZ2	-0.108833333333333
NOC4L	-0.38925
C10orf12	-0.8785
FADS1	-1.24883333333333
LOC144097	-0.5685
DKK2	1.132
KIAA1949	0.7125
RHOT1	0.1617
OXT	1.16283333333333
GPR153	1.4115
ARL4A	-1.75566666666667
SAAL1	-1.035
CCDC64	-0.2635
USE1	-0.5935
HNMT	-0.751333333333333
PCGF3	0.5275
CYP2C19	0.2505
C20orf4	0.286
CCDC11	-0.92825
ACSBG2	-0.148
RWDD2A	0.133
PALLD	1.586
CPLX4	-0.1245
LOC492311	0.45975
KPNA2	-1.192
MACROD1	0.0713
TMCO3	-0.673
C15orf52	1.55983333333333
BIRC5	-0.787733333333333
PRR16	-0.138833333333333
FAM63B	-0.4305
KATNB1	-0.385666666666667
WNT8B	0.0295
