Hybridization REF	TCGA-A2-A0CV-01A-31R-A115-07
SMARCD1	-0.712166666666667
ZFP106	0.21525
ZNF347	0.5808
GTF2E1	-0.22825
RY1	-0.763833333333333
ATAD2B	0.068625
ARHGAP17	0.0733
KCNIP3	-1.0585
SFPQ	0.032
GFRA4	0.119666666666667
AKR1B10	-4.234
TIGD6	1.19183333333333
RGS16	2.168125
URB1	-0.270166666666667
OR4C46	0.152833333333333
TOP3B	-1.1245
NFATC4	0.961
CA14	-5.01375
BMPR1A	0.587333333333333
SNRP70	-0.874
PRL	-0.166333333333333
C6orf130	-0.8925
STAG2	0.259
CD55	-0.338571428571429
RPS23	1.26733333333333
SSX2	-1.32533333333333
FDPSL2A	-0.71875
FBXO27	0.063625
SYNGR3	-0.305166666666667
TMSL3	1.02425
EML1	-0.2225
NUP93	-1.13375
SMAD3	-1.2839
KIAA1189	-0.159833333333333
HNRPUL2	-0.287833333333333
TBC1D12	0.860166666666667
C16orf24	0.35475
MRVI1	2.075
ZNF581	-0.048
ELOVL3	-0.385
OR51Q1	0.4535
CACNB3	0.331333333333333
GALNT13	-1.666375
C10orf84	0.9061875
NEDD4	-0.2019
SPO11	-0.402
OR5AU1	0.172
NEK4	0.759
PRKAR2A	0.1
IHPK1	0.249833333333333
ATP6V0B	0.252125
CACNA1E	0.177
CEACAM8	0.912333333333333
PEX14	-0.0495
FLJ12993	-1.023
ZBTB38	0.767416666666667
PCTK2	0.540666666666667
LRRC16	0.0113
FBLIM1	1.17816666666667
FYCO1	1.418
RP5-1022P6.2	0.862666666666667
CMTM1	0.0183333333333333
PLTP	1.0055
RAPH1	0.682875
DOCK8	1.587
EZH2	-2.42766666666667
SLC25A1	-1.0205
PLEKHB1	0.0266
GRB7	1.1168
ZFP37	1.0145
MRPL33	-0.545
PELO	-0.26475
ARMC1	-0.487272727272727
C9orf27	0.148125
FLJ25778	0.2965
C9orf37	-0.988166666666667
TMEM66	1.69425
SPRN	-0.0285
HBEGF	1.993875
PI4KA	-1.143
LEPRE1	-0.52325
POU2AF1	-1.176375
MRPL12	-1.532
REP15	-0.5875
ZC3H3	0.23325
RASAL1	-1.2235
DDAH1	1.378875
ACBD5	-0.0565
TMC2	0.272
CCDC137	-1.38375
SAMD13	0.305333333333333
UGT2B15	-1.33183333333333
TIPARP	1.35275
DNASE1L3	2.617
TRIM72	0.116666666666667
DBX2	2.786
IPO8	-0.21175
C21orf88	-0.757
MAP3K14	0.691
LOC51233	0.171833333333333
GGTLA4	-1.15325
PDE6D	-0.216
ZNF117	0.30425
CLK2	-0.387875
NKRF	-0.8855
TNFSF15	1.4247
DUSP2	0.93325
SECISBP2	0.5589
GABRR2	0.106
PPAP2C	2.2145
LOC51145	-0.0256666666666667
PAG1	-0.311625
PIK3C3	-0.07725
GNG10	0.5625
APOL4	1.21683333333333
ANKRD28	-0.13525
STMN3	-0.2326
RAB14	1.0535
CDK2AP2	-0.14725
HDDC3	0.314375
COMMD7	0.462875
CXXC1	-0.1625
HMCN1	0.894333333333334
CD40	0.7125
DYNC1LI2	0.1814375
GDI1	0.60075
LOC646938	0.15425
VSNL1	-0.881333333333333
PIH1D1	-0.375666666666667
RAET1G	0.045
KRTAP5-9	-1.4875
EFTUD2	-1.333
ZNF311	-0.0163333333333333
ATP6V1G3	0.40375
OR2W3	0.26175
SCN4A	0.00200000000000001
MED10	-0.931125
FAM135A	-0.5234
ARHGAP4	-0.60175
EHMT2	-0.966375
UFD1L	-0.98675
ERMP1	0.24525
MAG1	-0.3905
THAP8	-0.429666666666667
HACE1	-0.364666666666667
FAM82C	0.843166666666667
C3orf20	0.2865
UNC84A	-0.259
SCD5	-0.264642857142857
LASS6	0.886
LSG1	0.0656666666666667
MAL	-4.663
GPR22	0.13
WDR5B	1.52875
ACTRT1	0.3925
C17orf60	0.645833333333333
GRIN2C	-0.0953
ARMC8	-0.1375
SLC47A1	-3.05716666666667
DMPK	0.1595
DHRS13	-1.27683333333333
SMC1A	-0.764666666666667
KRTAP17-1	1.66175
SMYD5	-0.49325
TUSC2	0.48625
CRHR2	0.147
KIR3DL2	0.4895
CCDC104	0.44975
ATP2C1	0.804625
CROT	1.213
PABPC3	0.107833333333333
EGR1	2.73666666666667
THSD1	0.88225
KHK	-2.21625
SLC12A2	1.8609375
CD58	-0.43675
STOX2	-0.131666666666667
CCDC76	-0.4246
CCDC48	3.78525
DNAH1	0.407166666666667
ZIC4	-0.048125
OR1G1	-1.4975
PSMC6	-0.4155
PROKR1	0.2955
ABCB1	0.673375
TRAT1	-0.28075
LLGL1	0.1485
MTF1	1.332
USP54	0.772375
PAGE2B	-2.6835
ITGB7	-3.594
CCDC81	-0.703
LOC149837	0.88025
SCUBE1	0.7305
ZSCAN10	0.4795
HUWE1	-0.114785714285714
CDH17	-0.025
CD180	0.653
IL17A	0.1635
TMPO	-1.663
KIAA1524	-2.221
HDGFRP3	0.717833333333333
OXCT1	-1.88054545454545
RRAS2	-0.846166666666667
LTBP2	2.7946875
SV2B	1.59666666666667
CYP2A6	0.441125
PKD1L2	-0.957666666666667
PPM1M	1.38475
FLJ22662	1.324
ZNF502	1.61
GP6	-0.4565
CRYBA2	-1.1495
LEF1	-0.6675
CTPS	-2.66614285714286
EYA1	-2.71583333333333
EPS8L1	1.38875
MAPK14	-0.602
SERPINB2	-3.9585
GTF2F2	-0.557666666666667
ZNHIT4	-0.151
PLA1A	0.0275
C20orf114	0.578
HPR	-5.014
C18orf2	-3.5825
SATB2	-2.701
KCNJ9	0.2155
MGC157906	0.3315
MOCS3	0.07
C17orf71	-0.821833333333333
PPHLN1	-0.1224
HIST1H2BN	-0.433625
RAPGEF1	-0.615125
MAP3K8	1.57925
DLG4	0.7765
STC1	0.0270833333333333
CDGAP	1.6765
DDX26B	-0.36225
LOC150223	-2.20275
CPSF3	-1.5185
TMEM14A	-0.182
MYH3	-1.4895
GPKOW	0.3005
SULT1A1	-0.808666666666667
SPON1	3.7824
YY1AP1	0.342833333333333
RAB23	0.1515
PLA2G4A	-2.73075
MAPRE3	0.20875
ZNF516	0.223071428571429
GGPS1	1.021
EXOC3L2	-0.496125
C19orf42	0.2904
MAP2K2	-0.415166666666667
HIST1H2BB	0.561
RNF19B	1.6515
C6orf128	0.166166666666667
TLR8	3.07525
PCDHA9	-0.3375
CARS2	-0.843
CLUL1	2.39133333333333
RHAG	-4.148
UNK	-0.3005
EXOC8	0.7877
C9orf95	0.907
C14orf143	0.276666666666667
MAML3	0.4225
LDHA	-1.8965
MRPL20	0.275375
KLHDC6	2.47433333333333
ATP5S	0.304166666666667
C8orf55	0.3875
PHF19	-2.18475
KRTAP13-4	0.4185
TTC5	0.1855
XKR5	-0.17425
SILV	-4.73416666666667
TEX28	0.0675
TCTN1	1.76475
CX40.1	0.30225
PPP2R5C	-0.012375
C12orf30	-0.910166666666667
CAPG	0.9755
MPZL1	1.1491
ARSB	-1.38533333333333
TDH	-1.6335
WASF4	0.801
TSSK3	0.165666666666667
7A5	1.7655
CRISPLD1	2.21575
MAD1L1	-0.651166666666667
SPIN4	-0.673
AMPD1	1.59675
DPYSL5	0.12
INPP1	0.4755
ANKRD11	-0.790388888888889
NPAS4	0.141375
GCET2	0.6883
RNASE9	-0.217
GUCY2D	0.302
CCDC98	0.192
FGF4	0.10375
CPM	-1.36133333333333
SLC26A4	-1.6405
PLD5	0.62325
FAM59A	1.6571
FBXO5	-2.92311111111111
SIPA1L1	0.107125
DPYS	0.418
ATG4D	-0.37325
TGM3	0.8865
MTCH1	-0.63425
HK1	-0.211714285714286
CDC26	0.80025
GALNT12	-2.8085
LOC339229	-0.51425
MRPL35	-0.965625
ORC4L	-0.167875
TNKS	0.054
C2orf24	0.359166666666667
ZNF553	0.0223333333333333
GGTLA1	3.0861
ZNF497	-0.237
CDY1B	0.114
SLC30A4	-0.197625
TUB	-0.425625
ARHGEF18	0.2665
ARRB1	0.76075
KCNK1	-0.98575
EREG	2.0148
SCAMP5	1.23075
RUNDC3B	2.996
ADAMTS20	-0.28475
IL17RB	0.24125
FLJ20323	-0.2285
MCAM	0.192
POLR3E	-1.82941666666667
AQR	0.494333333333333
IPMK	0.5035
CDCA7	-4.509625
CAMP	0.63375
GRHL3	1.084
ADAMTSL2	1.057
CLMN	1.97316666666667
SSTR3	0.282
MAGEA5	-2.349
OVOL2	3.663
JMJD1B	0.20125
RBL2	0.2699
PYGO2	0.6145
PPP1R10	0.134166666666667
CSE1L	-1.30633333333333
LCA5	2.319
RDH16	-0.49825
ASRGL1	-2.685625
TOM1	0.609166666666667
PTX3	-3.1895
TTC15	0.108
SCGB3A1	3.57633333333333
MRPL50	-0.766
RCAN3	1.156
SLC26A11	0.5545
STYX	-0.2575
CINP	-0.495
MARCH7	-0.18725
PFKM	-1.583
SGMS1	0.6565
RIOK3	-0.0741
C1orf110	0.365
CES7	0.153375
LOC440248	-1.887
PPP1R12C	-0.2735
C10orf27	-0.2265
ATG9A	-0.70325
MRPS26	0.192
TMEM40	0.447
ELP3	0.1839
ZNF787	0.1765
HIAT1	0.527375
C8orf34	7.04583333333333
MGC4655	0.3851
PELI1	0.961833333333333
PPT1	0.4948
SLC35C2	0.0425
C6orf125	-1.568
MUC4	-0.968
RFC4	-1.82814285714286
GNB2	0.747666666666667
NUP50	-0.719071428571429
SULT4A1	-0.528166666666667
C7	3.369
CCDC130	-0.0688333333333333
ARRDC4	0.371
RQCD1	-0.722
GLYCTK	-0.8185
AYTL2	-0.695727272727273
MTUS1	1.8453
LEMD3	0.255166666666667
PLEKHF2	1.874
HOXA7	2.234125
GTF3C2	-1.473
DYNLRB2	3.8465
CNOT10	-0.1965
MR1	0.599
FFAR1	-0.06225
PRIC285	0.21275
SLITRK6	5.825
LIX1	-2.5558
UBE1L2	-1.38425
F8	1.382625
ACHE	0.4515
KPNA5	-0.57975
TNFRSF12A	-0.00816666666666667
EGR3	3.767
SERPIND1	-3.73883333333333
OASL	1.3525
IFRD1	-0.78675
WDFY1	-0.336166666666667
ZNF267	0.937375
ACCN5	0.1505
ZBTB6	0.15925
PPP1R3A	-0.076
PRRT3	0.741
FBXL19	-0.8865
TXNIP	1.15221428571429
ACTN2	-0.8495
ATG9B	-0.059875
C9orf117	2.52425
IL27	1.3475
RPL36AL	0.1775
KLK15	-0.06725
CHAD	2.297
RAP2B	-0.1452
HEBP2	1.114
ZNF342	0.4005
CAMK2G	-0.1725
TLR3	2.2605
FGF14	1.32025
HMGB2	-2.27125
TRPM5	-0.269833333333333
OR5M11	0.2535
KIF3B	0.94921052631579
PRICKLE2	0.87475
MTMR9	0.04325
C3orf27	0.0105
GLRA3	0.799833333333333
NSDHL	-0.2425
TMEM32	-0.02025
POLR2D	-1.55933333333333
MYADML	0.363
C9orf114	0.29275
MRGPRX1	0.1825
TOPORS	0.724
CLDN19	1.68875
C1QL4	0.375
RNF165	-0.951
DHRS9	-0.8815
DNAH2	0.0995
FXR1	-0.277833333333333
ZMYM3	-0.75825
CASP3	-0.568833333333333
FAM120C	-0.81225
SCLY	-1.94925
CA7	0.317
ENTPD5	-0.301
ZNF461	0.09625
PDIA5	0.29525
C1orf19	-0.3815
TMEM67	1.05975
KCTD20	-1.00775
WDR47	1.1065
FLJ38723	0.048
KLRF1	0.561666666666667
TAS2R16	0.5645
CLDN12	2.1375
PRKCE	-0.05825
UBXD4	-0.74775
ITGAM	2.6685
GLT8D3	-0.65225
WDR31	1.5662
RGS2	2.12425
OR51L1	0.145
MST1R	0.246
KIAA1737	1.20475
OR4A5	0.228
GLIS1	-0.312333333333333
PTMA	-0.204357142857143
NAPA	1.64325
PRDM11	0.15825
LIPF	-0.3125
DIRAS3	2.51
ASGR2	-3.86375
C1QTNF4	2.171
PIK3R4	0.343833333333333
ARMC3	5.50275
NDUFV3	-0.589916666666667
BTBD3	-0.1135
PPP1R2	0.478166666666667
UBE2NL	-0.44325
FOSL2	1.29957142857143
FAM119A	-1.72683333333333
TUBA4A	-0.9636
KRTAP12-1	-0.0905
SFRS2	-1.34275
RHPN1	-0.4549
EEF2	0.232166666666667
ZDHHC11	-0.407
EPHA3	-1.2859
RBM12	-0.11975
H2AFJ	0.32175
EDIL3	3.1165
KIF26A	-0.95725
SERGEF	1.6215
B3GALT4	2.39775
LOC90925	0.730166666666667
OSCAR	0.23925
NPFF	-0.040875
DEDD	0.5195
TMEM155	-0.494
PTPN1	0.24875
SCYL2	0.241666666666667
SKAP1	2.35925
LEAP2	-2.31933333333333
GADD45G	2.6176
IFITM3	1.35025
PILRB	-1.17266666666667
SLU7	0.247625
DSC3	1.9935
DNMT3L	-1.44825
PAPD5	-0.082375
B3GNT3	0.904833333333333
LHCGR	0.238
MSL-1	-0.329
UBE2S	-2.30425
SAP130	-0.715
ANAPC11	-0.33025
MAGED4B	-1.5855
ATP6V1B2	0.3805
C14orf179	1.4035
CAPZA1	-0.47825
CDYL2	-1.31616666666667
GLRX3	-0.875333333333333
LOC136288	1.95525
MOBKL1A	-1.18
HTR2B	2.8775
CRYGD	-0.273
NUS1	-1.13683333333333
PGRMC1	-0.1085
MYOM2	0.8335
FLJ39653	-1.40366666666667
CHM	0.6566
OR5M8	-0.0225
ZNF619	0.5535
FAM105A	1.40075
CCNL1	-0.3605
NAP1L3	0.866
C10orf57	2.07183333333333
B3GALNT1	0.5305
CSN1S2A	-0.259
TCP10L	0.5095
GDAP2	0.07725
DMKN	-0.302333333333333
COX6B1	-0.2315
DNASE2	0.609333333333333
MSH5	-2.422
LGMN	-0.392875
USP31	0.2504
OR13C8	0.419
SDCBP	0.4472
NUDT11	-1.21916666666667
PYGL	-1.66683333333333
SNPH	-0.0741666666666667
B3GNT4	-0.569
MIZF	-0.322
NUBPL	-0.083
NOD1	0.62
CDH22	1.607625
NUBP1	0.5305
DSCAM	-3.56725
DGKI	1.4855
FAM136A	-2.01575
AKAP1	-0.101333333333333
SLC16A6	1.23425
RIN3	0.47175
PSG2	-0.08525
DIP2B	0.30425
PSORS1C1	0.1689
KIAA0495	-0.0605
FLJ90709	0.0196666666666667
LPA	-0.392666666666667
PIGA	0.349
LY75	3.39966666666667
UTS2	-3.464
RREB1	-0.074875
GALNACT-2	0.8476
MGC3196	-0.74775
FLJ31568	-0.12675
LPHN1	0.331125
SP1	1.19375
TOX4	0.304333333333333
HSPA9	-0.6776
APOBEC1	0.455
SLC35E4	-1.33225
LSM5	-0.588
SURF1	0.34075
ZBTB1	0.905583333333333
GTF2F1	0.085
RPS15A	-0.027
DUSP21	-0.569
GINS4	-2.29683333333333
MYO15A	-0.0183333333333333
GIMAP7	2.98375
MGC13379	0.8785
ATP6V1E2	-0.2815
UTP3	-0.1705
HNRPA3	-0.8133125
MT4	-0.286
C14orf155	0.86575
U1SNRNPBP	0.30675
CKLF	-0.385666666666667
PLEKHN1	-0.2115
MBNL1	0.220666666666667
NUP160	-1.47375
ACSM2A	-1.54625
LOC129881	0.68225
KIAA1529	0.14275
FLJ22639	-1.79425
HAND1	-1.39
GSX1	0.257
FGA	-4.0699375
SERPINB1	0.0185
ZNF642	0.88375
IGFBP1	-7.71025
SLC1A1	5.49875
DHX57	-0.300875
ZNF766	0.8435
PTPN21	0.7412
GDPD3	-2.2275
PNPLA5	0.2685
TBR1	0.2035
FAM116A	0.6115
IQGAP1	1.358625
FOS	2.600375
ZNF226	0.14525
FIGNL1	-0.896
C14orf1	0.134166666666667
ZMYND17	-0.119
PUS7	-0.905833333333333
TUBB6	-0.9615
KCNQ2	-1.57225
MARCH6	-1.0295
CCDC33	-0.0545
PRODH	-1.46425
RBM11	0.887
EPHA6	0.25275
SLC43A1	-0.75375
LOC196541	0.39825
NTN1	0.991666666666667
ING4	0.5465
PCDHB10	1.4365
DPH2	-0.643333333333333
SPACA4	-0.32825
FBXL21	-3.759
DIAPH1	-0.457666666666667
ZNF71	0.633833333333333
CEP76	-0.576
CORO1A	-0.368
RRM2	-4.9955
EDG4	0.35825
OS9	0.247833333333333
SLC4A1AP	-0.3715
COG5	0.19025
COPS8	-0.70175
NGLY1	-0.251
NCBP2	-0.534625
C17orf42	-0.395
GPSM3	0.315375
SIL1	0.7065
ASB6	-0.267
SMAD5OS	0.438666666666667
UNC93A	-3.45675
A1BG	0.557166666666667
C21orf62	0.6325
FMO5	1.94525
ATRIP	0.365333333333333
CEBPG	-0.628
C7orf38	0.659166666666667
TNFRSF1B	1.54166666666667
CLEC1A	1.90916666666667
IQSEC1	0.144375
PATZ1	0.8191
RBM22	0.953875
BAG2	-1.41083333333333
PAQR5	-0.893166666666667
C9orf127	1.6474
THNSL1	-0.01175
SHROOM3	2.7339
JAM2	2.3415
SNRPN	-1.8325
ALX4	0.319
CACNA1S	0.1405
FAM130A1	0.6315
CORIN	1.0405
CD300LB	0.859
PLEKHG6	1
LRRC40	-0.56925
PCLKC	-1.04925
PCDHB16	1.3505
WNT2B	0.979666666666667
ASNS	-2.56188888888889
MRPL49	-0.320875
FLJ46111	-0.68075
ISG20	-0.280125
SMU1	0.215
CASZ1	0.475
POLR1D	-0.43775
GIN1	-0.0255
SNAG1	0.737833333333333
ANKRD29	-0.66975
CDKN2AIP	0.2255
KRR1	0.01525
CXCL1	-1.31333333333333
EPM2A	0.0924
PC	-1.44783333333333
DEFB127	-0.092
PDZRN4	0.619666666666667
FAH	-0.006375
OR51E1	1.3115
CDC2L6	-0.259666666666667
DNTTIP1	-0.216
PAX8	0.03925
TMEM116	0.4825
C1orf150	0.1915
PRO2012	0.0785
MRPL40	-0.733166666666667
BEX1	-1.2714
SLC2A4	-0.71
PKMYT1	-2.5165
FEZF2	0.374333333333333
SLC26A9	-1.269
MAP2	0.829333333333333
LYL1	-1.16125
SLC25A19	-1.686
NOS3	0.3505
ZNF34	0.755166666666667
TMPRSS11F	-0.24675
FAM43A	0.1475
FCRL4	0.395
KLF14	-0.03425
FLRT2	0.827166666666667
WRN	-0.75925
SDF2	0.5034
KRT8P12	-0.74475
C6orf195	-0.093
C9orf125	-1.182
DZIP3	0.617375
RIT1	0.155583333333333
SCML1	-0.4775
RHBDF2	-0.2605
OR2G3	1.307
REXO1L1	-0.667
MAP3K7IP3	0.819
C3orf57	-4.24975
FBXW11	-0.992833333333333
ETAA1	-0.44475
C14orf131	0.0183
AKT1S1	-0.3605
SLC12A5	-1.079
C9orf164	0.9325
NRIP3	-1.172375
NOS1AP	0.009
TMEM121	1.23225
SAP30BP	-0.3767
DGCR6	0.09475
WDR76	-2.36325
FAM82B	-0.718583333333333
LOC606495	-0.643
MAP9	1.86958333333333
BCDIN3D	0.85425
CXorf36	3.96783333333333
DSCR3	-0.6121
ZFAND3	0.000500000000000014
C7orf43	0.172
SPSB3	0.9511
C19orf19	0.0415
FAM133A	-1.61275
C12orf25	0.67925
SLC39A3	-0.70925
DISP2	-1.73175
PI4KAP2	-2.575
MKRN3	-2.58283333333333
ADAMTS13	-0.26475
CBLN3	0.2813
TTYH1	-0.238
C3orf18	1.269
FLJ13236	-0.1165
ZMYND12	4.21325
C18orf25	0.28025
GLB1L3	-1.029
ATP13A5	0.519
RANBP10	-0.0025
CD96	-0.3434
DENND1C	0.13175
RBMS3	1.5264
SLC41A3	0.5355
DGCR6L	-0.01925
TMEM128	0.307833333333333
CSNK1G3	0.613928571428571
MOBKL2C	0.995
TSPAN6	-0.023375
MATN2	0.6728
MSL2L1	0.045
ST6GALNAC2	-0.654666666666667
FGFBP2	0.03725
FGL1	-4.36416666666667
MPP3	-1.3265
ARHGEF6	0.9685
TGFBR2	0.63125
ACMSD	0.0215
IL33	4.41175
C9orf5	0.018
DEAF1	0.1112
AMN	-0.4765
DEFA6	-0.0345
RNF212	-0.70175
METT5D1	0.397166666666667
CIB1	1.4978
TSSK1B	0.353
KIAA1727	1.73575
ZNF680	0.563
LOC399900	-0.947
LOC152217	-0.230833333333333
CTNNAL1	-2.0325
CIT	-2.29475
TLE6	1.23525
ZNF607	-1.15025
HERC4	-0.751166666666667
DRAP1	-0.3275
PEMT	-0.57325
C10orf111	-0.2445
ZNF575	0.588
KCTD7	0.00875000000000001
MYO1F	0.911875
LOC285382	0.471
RAB11A	1.0769
PLCD3	-0.427
C15orf28	0.2315
PTBP2	-0.169625
CTB-1048E9.5	-0.543875
C19orf60	-0.0106666666666667
C7orf25	0.562666666666667
SETD7	0.801
HOXB9	-4.175
VANGL1	-0.374125
CHAF1B	-1.484
NDUFA3	0.203
KIAA1328	0.9045
SHARPIN	0.019
TTC23	-0.13325
UGP2	0.03925
ANKIB1	0.1143
CIRBP	1.52157142857143
SEC14L4	-3.06216666666667
OVCH1	-0.144
VPS52	-0.1855
FAT	-0.069
M6PRBP1	-0.25525
GPRIN3	0.922
PPM1F	-0.801333333333333
TSR1	-1.483
CCDC85A	2.14875
PCSK5	2.6565
ZFHX3	0.1705
HEMK1	0.4124
PGBD2	0.97675
RSRC2	0.190833333333333
AURKC	-1.21416666666667
SCRIB	0.18625
ORM2	-4.04816666666667
FAM115A	0.6829
FZD6	0.62425
UNC119	-0.049
GPX3	-0.9476
NOV	1.131625
CABC1	0.217125
CDC42SE2	-0.1395625
EIF2S2	-1.018
RNF130	0.86725
CKAP5	-1.056
RP11-413M3.2	0.138375
C10orf18	0.7215
TMEM93	-0.872
DYX1C1	3.04325
KCNMB2	-0.07375
ANK3	1.62941666666667
KRT5	1.0564
CDH12	-0.3325
QRSL1	-0.52675
JUB	-1.05525
SHC4	-1.1575
CCL15	2.05166666666667
CCDC22	-0.004
SNX24	-0.44825
RARS	-0.6475
MORC2	-0.188125
FAM48A	-0.443
MT1H	-1.1515
PPP1R14C	-0.162333333333333
FOXD1	-2.25828571428571
C1orf213	-2.49625
AMT	-1.4123
DSN1	-1.41375
PTPLAD2	2.5105
DIS3L	0.30725
RASL11A	1.1545
GPRC5B	0.26025
FRMD7	0.4865
STRN4	0.037
KITLG	0.6165
HDGF	-0.73175
OR1S1	0.6075
SETX	0.5768
DDR2	0.431125
KCTD12	2.3965
LYZL2	-0.7075
WDR52	0.1935
TMEM2	1.446375
ZNF579	0.092
LOC200810	0.157
TNFSF9	-1.338625
PPFIA4	-3.91975
CNIH3	0.583
MAP4K4	-1.10292857142857
ROD1	0.0700714285714286
ALS2CR12	-0.674666666666667
DOCK3	-2.029
PAQR9	-5.29725
ASB17	0.181
STX16	-1.215875
FEZ2	-0.269166666666667
DLAT	-0.519833333333333
KIF21B	-1.12433333333333
CDC5L	-0.77825
TMEM119	2.32583333333333
CRIP3	-1.46225
TPSD1	-0.272666666666667
TEPP	0.4085
GNGT2	1.31425
C21orf121	-0.0485
WNK1	-0.0530833333333333
FLJ10490	0.7931
OR51B5	-2.607
LOC203547	-0.81775
HAS1	2.3635
PPA1	0.632833333333333
ST7	0.397
C11orf46	0.8209
POPDC3	-4.03683333333333
ACOX2	1.53033333333333
ATCAY	-0.797833333333333
TM4SF19	-2.37525
MFSD9	-0.94
PDHB	-0.2225
ERN1	0.25975
LCE3C	0.4335
GPR111	0.2985
NOTCH3	1.68466666666667
ADAMTS5	3.1175
B3GALT1	-0.87675
UGCGL1	-1.39566666666667
FAM58A	0.482833333333333
FBXO32	2.45725
CLPP	-0.58025
NXPH1	-1.86233333333333
MTMR3	0.704166666666667
ATP1B3	-0.684625
TMEM16A	4.104625
HIST1H3F	0.0588333333333333
TRIM25	-0.532166666666667
SDCBP2	0.529
CRKL	-0.9625
HOXB2	1.4065
ANP32B	-0.260375
GATM	2.797
AP4E1	-0.238125
EDG5	0.524375
CDKN3	-3.80033333333333
CDH4	-1.9165
PGD	-1.20416666666667
RND1	1.548
GAD1	2.3328
MPG	0.3705
LOC440350	-0.0975
ZNF133	0.21725
SERPINB12	-0.2835
AMELY	0.085
DHX36	-0.53225
TNFAIP8L2	2.77533333333333
PHTF2	-0.149777777777778
CCDC112	-0.619333333333333
IQCC	0.19925
HEYL	3.23333333333333
FTSJ2	-0.975
APPL1	0.802
RAB43	0.816285714285714
OR10G2	0.3975
WAC	0.208
ADCY9	-0.1635
RUNDC2B	0.176
PYCRL	0.1328
AGPAT7	-0.118666666666667
SLC22A9	-1.05533333333333
CDKAL1	-0.486
PDYN	-0.378333333333333
C20orf74	1.89025
MTMR11	1.5705
VAV3	4.79108333333333
DAPL1	2.41575
STXBP3	0.69875
EIF3G	0.06475
ARHGAP22	-1.2445
NPFFR1	0.033
NPC1	-0.595
ALDH9A1	1.34033333333333
ZNF600	0.139625
ZNF678	0.350166666666667
RASSF1	0.726333333333333
ADD2	-2.28075
PITPNB	-0.35175
PKD2L2	-0.095375
LRP11	-0.3645
CDKL1	0.16325
SMEK2	-0.0645
PRODH2	-2.92366666666667
C11orf54	0.0035
SFRS11	-0.904333333333333
IL7	1.173
ALS2CR16	0.4825
BTG3	-0.295166666666667
PAK2	-0.335611111111111
RP11-679B17.1	-0.8735
GATA4	-2.1705
ATP2B1	-0.000749999999999994
LOC130940	1.694
C1orf172	2.64783333333333
ATF7IP2	-1.109
SLC25A43	-0.4065
CENTG3	0.0468333333333333
IGF2BP1	-4.1126
FCHSD1	0.524
CAMK2N2	0.6795
ELAVL3	-0.00360000000000001
NBPF15	0.0366666666666667
UBE2J2	0.0235
GNL2	-0.6235
PRR3	-0.7604
NLF2	0.33025
OR4F6	-0.4905
KLHL24	1.4915
CCDC88A	-1.5336
SGPP1	0.196833333333333
C10orf11	0.2475
SLC35B4	-1.3845
UGT3A2	-1.1655
ARNT2	-0.6177
CBR1	0.036625
ITPR3	-1.25366666666667
TRAPPC6B	-0.2902
AMZ1	-1.5815
ARP11	1.50325
WDSUB1	-0.0335
APBA1	1.028
RAB2A	1.0423
C6orf162	-0.344125
HPSE2	1.46625
PLCE1	2.46025
INSL3	-0.04925
DLG1	-0.0683
PTPLA	-3.098
PIGX	0.041875
TFIP11	0.162166666666667
FIBIN	2.641
POLR2G	-0.83525
GRAP2	-1.9713
DNAJB8	-0.08
CNBP	0.4475
WASF1	-0.9805
INPP5E	-0.2146
HSPB1	-0.16775
TMEM167	-0.2121
CUBN	0.41725
IGF1	4.6065625
ITPK1	-0.2386
NAALAD2	-0.860375
G3BP1	-0.09
NT5DC1	0.298
CYP39A1	1.7945
TMEM139	2.09375
POLK	0.1642
GLULD1	-1.04825
RBM15	-1.056
AMZ2	-0.34625
GDF15	-0.377
MESDC2	-0.5005
INCA	0.912166666666667
ACY1L2	-0.7665
GZMM	-0.3865
PAIP1	0.05275
CACNA2D1	0.294
STK32C	-0.346333333333333
SH3BP4	1.16533333333333
DEC1	0.059
PADI1	0.3635
UBB	-0.289
PON3	-1.1635
PROP1	0.2555
ANKRD13B	-0.772
ADCK1	-0.16675
TCF25	-0.0865833333333333
SLC38A5	-2.78975
CXorf26	0.531333333333333
C19orf39	0.238
PPP1R13B	1.29275
ARL2	-0.647
TCL6	-0.0561666666666667
TOP3A	-0.7535
SLC16A14	0.937375
FXYD6	1.85283333333333
HIST1H4E	-0.00949999999999998
BBC3	0.704894736842105
UNC5A	0.2055
FAM86C	-0.3707
PI4KB	0.708375
B3GAT1	-2.5865
SUSD2	1.56483333333333
OAZ2	0.164833333333333
NOC4L	-0.39325
C10orf12	-0.17625
FADS1	-3.4135
LOC144097	-0.733
DKK2	2.428
KIAA1949	-0.08
RHOT1	0.1078
OXT	1.002
GPR153	0.512
ARL4A	-0.0258333333333333
SAAL1	-0.51025
CCDC64	-0.159
USE1	-0.0101666666666667
HNMT	0.237
PCGF3	-0.3401875
CYP2C19	1.13325
C20orf4	0.3035
CCDC11	3.13775
ACSBG2	0.306
RWDD2A	0.1705
PALLD	2.9775
CPLX4	-0.533
LOC492311	1.16325
KPNA2	-3.03066666666667
MACROD1	0.0383
TMCO3	-0.239833333333333
C15orf52	0.327833333333333
BIRC5	-3.8204
PRR16	2.44166666666667
FAM63B	0.729125
