Hybridization REF	TCGA-A7-A0DB-11A-33R-A089-07
GTF2E1	-0.3605
RY1	0.0121666666666667
ATAD2B	-0.4715
ARHGAP17	0.8585
KCNIP3	-0.1055
SFPQ	-0.811375
GFRA4	0.348166666666667
AKR1B10	-2.1555
TIGD6	0.278666666666667
RGS16	-0.3535
URB1	-0.431333333333333
OR4C46	-0.0885
TOP3B	-1.077
NFATC4	0.5745
CA14	-4.64775
BMPR1A	0.834666666666667
SNRP70	-0.76775
PRL	0.146416666666667
C6orf130	-0.71
STAG2	-0.01125
CD55	0.517928571428572
RPS23	1.08766666666667
SSX2	-0.9365
FDPSL2A	-0.8415
FBXO27	1.74425
SYNGR3	-1.80783333333333
TMSL3	1.78675
EML1	1.085
NUP93	-0.828
SMAD3	0.6148
KIAA1189	0.0861666666666667
HNRPUL2	0.0641666666666667
TBC1D12	1.591
C16orf24	-0.1585
MRVI1	2.57266666666667
ZNF581	-0.681166666666667
ELOVL3	2.5165
OR51Q1	0.11275
CACNB3	-0.366
GALNT13	0.7495
C10orf84	0.926375
NEDD4	-0.2001
SPO11	0.8845
OR5AU1	0.152
NEK4	-0.659714285714286
PRKAR2A	0.4005
IHPK1	-0.3615
ATP6V0B	-0.12875
CACNA1E	0.8865
CEACAM8	0.0131666666666667
PEX14	0.6685
FLJ12993	0.1595
ZBTB38	0.56175
PCTK2	0.343833333333333
LRRC16	-0.0486
FBLIM1	0.264333333333333
FYCO1	1.8325
RP5-1022P6.2	0.47675
CMTM1	-0.225666666666667
PLTP	3.9685
RAPH1	0.549
DOCK8	1.467625
EZH2	-2.60653333333333
SLC25A1	0.03
PLEKHB1	-0.9763
GRB7	-2.176
ZFP37	-0.04675
MRPL33	-0.36375
PELO	-0.58025
ARMC1	-0.536909090909091
C9orf27	0.068375
FLJ25778	0.044
C9orf37	-0.877833333333333
TMEM66	1.22425
SPRN	-0.279375
HBEGF	1.782625
PI4KA	-0.3855
LEPRE1	0.10375
POU2AF1	-5.010125
MRPL12	-1.25533333333333
REP15	0.607
ZC3H3	0.2505
RASAL1	-2.13525
DDAH1	-0.513375
ACBD5	0.551375
TMC2	0.1915
CCDC137	-1.28825
SAMD13	-0.115666666666667
UGT2B15	-4.475
TIPARP	0.252
DNASE1L3	3.70475
TRIM72	0.2685
DBX2	1.9785
IPO8	0.351
C21orf88	-1.3321
MAP3K14	0.7285
LOC51233	0.179666666666667
GGTLA4	-1.25725
PDE6D	-0.03475
ZNF117	0.153
CLK2	-0.73275
NKRF	-1.57575
TNFSF15	0.2998
DUSP2	-0.842125
SECISBP2	-0.6749
GABRR2	-0.3355
PPAP2C	-1.5715
LOC51145	-0.157166666666667
PAG1	-0.551875
PIK3C3	-0.0755
GNG10	0.7675
APOL4	1.8795
ANKRD28	-0.77575
STMN3	-0.735
RAB14	0.7077
CDK2AP2	-0.10175
HDDC3	0.382375
COMMD7	0.405
CXXC1	-0.35125
HMCN1	1.17966666666667
CD40	2.005
DYNC1LI2	0.9863125
GDI1	0.218
LOC646938	0.08425
VSNL1	-4.43983333333333
PIH1D1	-0.142
RAET1G	1.3435
KRTAP5-9	-0.3515
EFTUD2	-0.67475
ZNF311	-0.668833333333334
ATP6V1G3	-0.103
OR2W3	0.068
SCN4A	2.1765
MED10	-0.369875
FAM135A	0.0605
ARHGAP4	0.1215
EHMT2	-1.204375
UFD1L	-0.795
ERMP1	-1.29775
MAG1	0.578666666666667
THAP8	0.521833333333333
HACE1	-0.272833333333333
FAM82C	0.521
C3orf20	-0.3885
UNC84A	0.0946666666666667
SCD5	-0.106357142857143
LASS6	0.03625
LSG1	-0.32025
MAL	-5.02925
GPR22	-0.573
WDR5B	0.5985
ACTRT1	-0.1375
C17orf60	2.30516666666667
GRIN2C	0.5627
ARMC8	-0.487833333333333
SLC47A1	-1.36733333333333
DMPK	-0.138
DHRS13	-1.665
SMC1A	-0.9025
KRTAP17-1	0.056
SMYD5	-0.54925
TUSC2	0.255
CRHR2	0.015
KIR3DL2	0.541
CCDC104	-0.1695
ATP2C1	0.305125
CROT	0.388
PABPC3	-0.4625
EGR1	2.403
THSD1	1.99625
KHK	-1.182
SLC12A2	-0.5235
CD58	-0.19375
STOX2	1.02433333333333
CCDC76	-0.8016
CCDC48	3.685
DNAH1	0.707666666666667
ZIC4	-0.035875
OR1G1	0.279
PSMC6	-0.4385
PROKR1	-0.2355
ABCB1	0.26725
TRAT1	-1.26725
LLGL1	-0.19
MTF1	0.5755
USP54	0.581
PAGE2B	-2.6625
ITGB7	-3.58175
CCDC81	0.153
LOC149837	1.0715
SCUBE1	0.2355
ZSCAN10	0.629
HUWE1	-0.0642857142857143
CDH17	0.1445
CD180	2.17325
IL17A	0.0155
TMPO	-1.89925
KIAA1524	-1.97033333333333
HDGFRP3	-0.708333333333333
OXCT1	0.352363636363636
RRAS2	1.15816666666667
LTBP2	2.9331875
SV2B	3.752
CYP2A6	2.000125
PKD1L2	2.56233333333333
PPM1M	1.84875
FLJ22662	2.70616666666667
ZNF502	1.76525
GP6	-0.828
CRYBA2	-1.179
LEF1	-4.264
CTPS	-2.84242857142857
EYA1	-0.702166666666667
EPS8L1	-3.02875
MAPK14	0.186416666666667
SERPINB2	-2.425
GTF2F2	-0.765333333333333
ZNHIT4	-0.4795
PLA1A	0.6005
C20orf114	-0.6015
HPR	0.8625
C18orf2	-2.7895
SATB2	-1.09425
KCNJ9	0.070875
MGC157906	0.8265
MOCS3	-0.361
C17orf71	-0.894333333333333
PPHLN1	-0.2046
HIST1H2BN	-3.22
RAPGEF1	0.90525
MAP3K8	2.55475
DLG4	0.350666666666667
STC1	-1.02916666666667
CDGAP	3.20575
DDX26B	-0.80925
LOC150223	-3.0125
CPSF3	-1.0385
TMEM14A	-0.8095
MYH3	-1.219
GPKOW	0.03425
SULT1A1	1.00133333333333
SPON1	4.0906
YY1AP1	-0.235833333333333
RAB23	1.04775
PLA2G4A	-0.6395
MAPRE3	0.6045
ZNF516	0.0716428571428571
GGPS1	0.1745
EXOC3L2	0.151625
C19orf42	1.0302
MAP2K2	-0.2735
HIST1H2BB	-2.11775
RNF19B	0.939166666666667
C6orf128	0.317
TLR8	4.0075
PCDHA9	0.6245
CARS2	0.352625
CLUL1	-0.575333333333333
RHAG	-3.8435
UNK	-0.1195
EXOC8	-0.0523
C9orf95	2.0755
C14orf143	-0.586333333333333
MAML3	0.14775
LDHA	-1.26275
MRPL20	0.195875
KLHDC6	1.7505
ATP5S	0.287666666666667
C8orf55	-0.3985
PHF19	-1.5545
KRTAP13-4	0.789
TTC5	0.29
XKR5	-0.15675
SILV	-4.60716666666667
TEX28	0.84
TCTN1	0.462
CX40.1	0.1655
PPP2R5C	-0.12325
C12orf30	-1.22116666666667
CAPG	1.08125
MPZL1	0.6604
ARSB	0.1765
TDH	-1.36375
WASF4	1.3635
TSSK3	-0.7695
7A5	-1.685
CRISPLD1	0.3855
MAD1L1	-0.647833333333333
SPIN4	-1.17383333333333
AMPD1	-1.635
DPYSL5	-0.294
INPP1	1.0075
ANKRD11	-0.663611111111111
NPAS4	-0.23475
GCET2	0.3226
RNASE9	-0.46
GUCY2D	0.139
CCDC98	0.7885
FGF4	-0.73225
CPM	3.776
SLC26A4	-0.442
PLD5	0.4895
FAM59A	1.163
FBXO5	-2.58688888888889
SIPA1L1	-0.735125
DPYS	0.6065
ATG4D	-0.80375
TGM3	-0.0565
MTCH1	0.665625
HK1	-0.283428571428571
CDC26	0.30175
GALNT12	-0.059
LOC339229	-0.7555
MRPL35	-0.669
ORC4L	-0.247375
TNKS	-0.1435
C2orf24	0.825333333333333
ZNF553	-1.33216666666667
GGTLA1	3.2555
ZNF497	-1.264
CDY1B	-0.066
SLC30A4	1.0885
TUB	-0.154875
ARHGEF18	-0.06125
ARRB1	1.6505
KCNK1	-1.44975
EREG	-2.7941
SCAMP5	-0.48675
RUNDC3B	2.795
ADAMTS20	-0.569
IL17RB	-2.741
FLJ20323	-0.87275
MCAM	2.15625
POLR3E	-1.24333333333333
AQR	0.00983333333333333
IPMK	0.304
CDCA7	-4.8405
CAMP	0.97925
GRHL3	-1.917
ADAMTSL2	0.399333333333333
CLMN	2.0535
SSTR3	0.6165
MAGEA5	-2.02516666666667
OVOL2	-3.72225
JMJD1B	0.15625
RBL2	0.8458
PYGO2	0.2295
PPP1R10	0.029
CSE1L	-1.63266666666667
LCA5	1.68725
RDH16	-0.66825
ASRGL1	-1.394125
TOM1	1.0355
PTX3	-2.724
TTC15	0.64825
SCGB3A1	1.10616666666667
MRPL50	-1.151
RCAN3	-1.176875
SLC26A11	0.25575
STYX	0.00233333333333332
CINP	-0.05075
MARCH7	-0.0835
PFKM	-1.01833333333333
SGMS1	1.2045
RIOK3	0.2814
C1orf110	0.255
CES7	-0.187125
LOC440248	-0.3275
PPP1R12C	0.83575
C10orf27	0.661
ATG9A	-0.033
MRPS26	-0.453
TMEM40	-1.11975
ELP3	0.2798
ZNF787	0.1762
HIAT1	0.1045
C8orf34	1.931
MGC4655	0.7642
PELI1	0.909333333333333
PPT1	0.2899
SLC35C2	-0.270333333333333
C6orf125	-1.15125
MUC4	-0.9385
RFC4	-3.05557142857143
GNB2	0.259
NUP50	-0.474714285714286
SULT4A1	-0.880666666666666
C7	5.154125
CCDC130	-0.119333333333333
ARRDC4	1.49275
RQCD1	-0.7115
GLYCTK	-0.052
AYTL2	-1.16672727272727
MTUS1	1.6439
LEMD3	-0.1745
PLEKHF2	-0.757
HOXA7	1.521625
GTF3C2	-1.562
DYNLRB2	0.9165
CNOT10	-0.9335
MR1	0.570333333333333
FFAR1	0.14325
PRIC285	-0.245
SLITRK6	-1.61975
LIX1	-1.9505
UBE1L2	-0.987916666666666
F8	2.889125
ACHE	0.00266666666666663
KPNA5	0.21725
TNFRSF12A	-2.55233333333333
EGR3	0.5715
SERPIND1	-2.88316666666667
OASL	0.5895
IFRD1	-1.3675
WDFY1	0.0715
ZNF267	0.0815
ACCN5	-0.801
ZBTB6	0.32925
PPP1R3A	0.5205
PRRT3	0.02975
FBXL19	0.2015
TXNIP	2.67542857142857
ACTN2	-0.97675
ATG9B	-0.57225
C9orf117	0.118375
IL27	0.814
RPL36AL	0.0025
KLK15	-0.0905
CHAD	0.4825
RAP2B	0.8313
HEBP2	2.619
ZNF342	-0.667
CAMK2G	0.128666666666667
TLR3	2.46175
FGF14	2.3715
HMGB2	-0.8305
TRPM5	-0.280166666666667
OR5M11	-0.117
KIF3B	0.222210526315789
PRICKLE2	1.9935
MTMR9	0.30025
C3orf27	-0.03575
GLRA3	-1.89416666666667
NSDHL	-0.299333333333333
TMEM32	0.4755
POLR2D	-1.06266666666667
MYADML	0.162
C9orf114	-0.592
MRGPRX1	0.2115
TOPORS	0.354
CLDN19	-1.12675
C1QL4	-0.061
RNF165	-0.8335
DHRS9	3.458
DNAH2	-1.26766666666667
FXR1	0.0688333333333333
ZMYM3	-0.736
CASP3	-0.271833333333333
FAM120C	-0.50125
SCLY	-1.31725
CA7	0.323
ENTPD5	0.00766666666666667
ZNF461	-0.2615
PDIA5	0.09425
C1orf19	-1.00616666666667
TMEM67	-0.888
KCTD20	0.164
WDR47	0.651
FLJ38723	1.4055
KLRF1	2.1355
TAS2R16	0.6605
CLDN12	-0.65
PRKCE	0.116
UBXD4	0.2715
ITGAM	4.19366666666667
GLT8D3	-0.315125
WDR31	0.2679
RGS2	0.798
OR51L1	0.215
MST1R	-1.95125
KIAA1737	0.528
OR4A5	0.729
GLIS1	-0.464
PTMA	-0.405
NAPA	0.609
PRDM11	-0.118
LIPF	0.504
DIRAS3	0.70175
ASGR2	-2.947125
C1QTNF4	1.81625
PIK3R4	0.0868333333333333
ARMC3	-0.26575
NDUFV3	-0.63075
BTBD3	-0.701666666666667
PPP1R2	0.0230833333333333
UBE2NL	-0.20275
FOSL2	0.784
FAM119A	-1.45166666666667
TUBA4A	-0.6815
KRTAP12-1	-0.094
SFRS2	-1.149
RHPN1	-1.4619
EEF2	0.373
ZDHHC11	-0.557166666666667
EPHA3	0.4889
RBM12	-1.04275
H2AFJ	1.06891666666667
EDIL3	2.0265
KIF26A	0.415
SERGEF	0.197
B3GALT4	2.916
LOC90925	0.00233333333333334
OSCAR	0.592875
NPFF	0.469125
DEDD	0.580625
TMEM155	-1.215625
PTPN1	-0.59475
SCYL2	-0.283333333333333
SKAP1	0.31775
LEAP2	-3.14833333333333
GADD45G	2.119
IFITM3	1.031875
PILRB	-1.82733333333333
SLU7	0.36925
DSC3	-0.60875
DNMT3L	-1.64025
PAPD5	-0.021375
B3GNT3	-2.1345
LHCGR	0.4955
MSL-1	0.1575
UBE2S	-2.282625
SAP130	-0.61525
ANAPC11	0.07475
MAGED4B	-2.4595
ATP6V1B2	1.0365
C14orf179	0.56
CAPZA1	0.188875
CDYL2	-1.388
GLRX3	-0.673333333333333
LOC136288	-0.2305
MOBKL1A	-0.807
HTR2B	4.04625
CRYGD	-0.191
NUS1	-0.213
PGRMC1	0.4285
MYOM2	1.83975
FLJ39653	0.2695
CHM	0.51
OR5M8	0.409
ZNF619	0.0995
FAM105A	1.8905
CCNL1	-1.229375
NAP1L3	0.89475
C10orf57	1.07583333333333
B3GALNT1	-0.753333333333333
CSN1S2A	0.55
TCP10L	-0.13775
GDAP2	-0.037375
DMKN	-3.07433333333333
COX6B1	-0.1095
DNASE2	0.353
MSH5	-1.6305
LGMN	2.126875
USP31	-0.276
OR13C8	0.585
SDCBP	1.515
NUDT11	-1.568
PYGL	1.2175
SNPH	0.114833333333333
B3GNT4	-2.1215
MIZF	-0.7406
NUBPL	0.383125
NOD1	0.8625
CDH22	1.01525
NUBP1	0.312
DSCAM	-3.50925
DGKI	1.3
FAM136A	-1.30575
AKAP1	0.789333333333333
SLC16A6	-1.37
RIN3	1.26975
PSG2	0.248
DIP2B	-0.36775
PSORS1C1	-0.8291
KIAA0495	0.5825
FLJ90709	-0.153333333333333
LPA	-0.412666666666667
PIGA	-0.537666666666667
LY75	1.13516666666667
UTS2	-6.41066666666667
RREB1	0.22275
GALNACT-2	0.7667
MGC3196	-1.10975
FLJ31568	-0.80675
LPHN1	-0.148625
SP1	0.56275
TOX4	0.399333333333333
HSPA9	-0.8667
APOBEC1	-0.969
SLC35E4	-0.35125
LSM5	-1.69825
SURF1	0.31325
ZBTB1	0.820833333333333
GTF2F1	0.30775
RPS15A	-0.574285714285714
DUSP21	-0.716333333333333
GINS4	-2.08
MYO15A	-0.114666666666667
GIMAP7	4.884
MGC13379	0.436
ATP6V1E2	-0.492666666666667
UTP3	-0.16525
HNRPA3	-1.0286875
MT4	-0.563
C14orf155	-0.457
U1SNRNPBP	0.405
CKLF	-0.7905
PLEKHN1	-2.57816666666667
MBNL1	1.11483333333333
NUP160	-1.2995
ACSM2A	-0.06325
LOC129881	-0.643
KIAA1529	-0.289
FLJ22639	-2.4175
HAND1	-1.1965
GSX1	0.216
FGA	-3.879
SERPINB1	0.305
ZNF642	0.2145
IGFBP1	-8.450875
SLC1A1	0.452375
DHX57	-0.151875
ZNF766	-0.008
PTPN21	0.8464
GDPD3	-1.443
PNPLA5	0.31
TBR1	-0.160333333333333
FAM116A	0.0175
IQGAP1	0.969
FOS	3.730875
ZNF226	-0.1795
FIGNL1	-1.767
C14orf1	-0.5195
ZMYND17	0.1745
PUS7	-1.487
TUBB6	0.686375
KCNQ2	-1.07225
MARCH6	-0.0755
CCDC33	0.219
PRODH	-0.7905
RBM11	-2.06675
EPHA6	0.216625
SLC43A1	0.49875
LOC196541	0.475875
NTN1	1.25241666666667
ING4	0.56625
PCDHB10	1.07475
DPH2	-1.6185
SPACA4	0.02975
FBXL21	-3.689
DIAPH1	-0.561333333333333
ZNF71	0.613
CEP76	-0.987
CORO1A	0.26825
RRM2	-2.997875
EDG4	-1.49375
OS9	1.18416666666667
SLC4A1AP	-0.1525
COG5	0.21075
COPS8	-0.201
NGLY1	-0.76075
NCBP2	-0.77825
C17orf42	-0.578
GPSM3	0.87525
SIL1	0.87
ASB6	-0.508
SMAD5OS	1.58783333333333
UNC93A	-3.010125
A1BG	-1.4705
C21orf62	0.70475
FMO5	-0.367833333333333
ATRIP	-0.746166666666667
CEBPG	0.205166666666667
C7orf38	-0.4835
TNFRSF1B	2.27383333333333
CLEC1A	2.673
IQSEC1	1.3685
PATZ1	-0.0082
RBM22	0.981625
BAG2	-0.662666666666667
PAQR5	-1.88166666666667
C9orf127	-0.0636
THNSL1	-0.44575
SHROOM3	-3.1501
JAM2	3.06375
SNRPN	-1.271
ALX4	-0.101
CACNA1S	-0.171
FAM130A1	0.19425
CORIN	0.35
CD300LB	0.8055
PLEKHG6	1.4645
LRRC40	-1.1355
PCLKC	-1.23675
PCDHB16	1.29733333333333
WNT2B	2.47283333333333
ASNS	-3.02
MRPL49	0.0645
FLJ46111	-2.82275
ISG20	-1.62175
SMU1	0.0431666666666667
CASZ1	0.419
POLR1D	-0.501083333333333
GIN1	-0.5845
SNAG1	1.5
ANKRD29	1.2745
CDKN2AIP	-0.56225
KRR1	-0.5075
CXCL1	-0.496666666666667
EPM2A	0.9892
PC	2.34333333333333
DEFB127	0.022
PDZRN4	2.61483333333333
FAH	2.23175
OR51E1	3.383
CDC2L6	-0.321166666666667
DNTTIP1	-0.69575
PAX8	0.549
TMEM116	-0.56625
C1orf150	0.1545
PRO2012	-0.227
MRPL40	-0.510166666666667
BEX1	-3.3156
SLC2A4	2.794
PKMYT1	-2.297
FEZF2	-0.360333333333333
SLC26A9	-1.87025
MAP2	0.240666666666667
LYL1	0.12825
SLC25A19	-0.789833333333333
NOS3	0.9165
ZNF34	0.911166666666667
TMPRSS11F	-0.39725
FAM43A	1.27975
FCRL4	-0.625166666666667
KLF14	0.914
FLRT2	2.08183333333333
WRN	-1.17775
SDF2	0.4251
KRT8P12	-1.87225
C6orf195	0.00600000000000001
C9orf125	-0.0188333333333333
DZIP3	0.219125
RIT1	0.28075
SCML1	-0.830166666666667
RHBDF2	-0.354875
OR2G3	0.123
REXO1L1	-0.3245
MAP3K7IP3	-0.67175
C3orf57	-6.9895
FBXW11	-0.223166666666667
ETAA1	-1.08275
C14orf131	-0.5954
AKT1S1	0.3725
SLC12A5	-0.338125
C9orf164	0.25925
NRIP3	-1.115125
NOS1AP	-1.52375
TMEM121	-0.98525
SAP30BP	0.1089
DGCR6	0.3345
WDR76	-1.04275
FAM82B	-0.10825
LOC606495	-0.251
MAP9	0.562416666666667
BCDIN3D	-0.06975
CXorf36	4.083
DSCR3	0.2177
ZFAND3	0.583
C7orf43	0.238666666666667
SPSB3	0.3928
C19orf19	0.36975
FAM133A	-1.310375
C12orf25	0.26825
SLC39A3	-0.72175
DISP2	-1.45875
PI4KAP2	-1.2635
MKRN3	-2.61133333333333
ADAMTS13	-0.757875
CBLN3	0.1287
TTYH1	-0.376833333333333
C3orf18	1.35125
FLJ13236	-2.567
ZMYND12	2.468
C18orf25	-0.280375
GLB1L3	-0.553
ATP13A5	-0.371
RANBP10	-0.14925
CD96	-1.3935
DENND1C	0.1785
RBMS3	2.971
SLC41A3	0.718
DGCR6L	0.3695
TMEM128	0.253
CSNK1G3	-0.340142857142857
MOBKL2C	2.32525
TSPAN6	-0.1185
MATN2	2.6841
MSL2L1	-0.282333333333333
ST6GALNAC2	-1.5085
FGFBP2	5.357375
FGL1	-7.05816666666667
MPP3	-1.4205
ARHGEF6	3.46
TGFBR2	3.042875
ACMSD	-1.1105
IL33	5.6055
C9orf5	0.56225
DEAF1	-0.1595
AMN	0.7485
DEFA6	-0.0595
RNF212	-0.21025
METT5D1	-0.2665
CIB1	0.1287
TSSK1B	0.13425
KIAA1727	0.97175
ZNF680	-0.00691666666666666
LOC399900	-0.9435
LOC152217	-0.6885
CTNNAL1	-0.991
CIT	-2.50383333333333
TLE6	-1.4035
ZNF607	-0.971
HERC4	-0.955
DRAP1	-0.2937
PEMT	0.5625
C10orf111	-0.55
ZNF575	1.302125
KCTD7	-0.000250000000000005
MYO1F	1.559125
LOC285382	1.10225
RAB11A	0.1196
PLCD3	0.2255
C15orf28	0.19925
PTBP2	-0.87975
CTB-1048E9.5	0.030375
C19orf60	-0.131166666666667
C7orf25	0.272833333333333
SETD7	1.838875
HOXB9	-4.7125
VANGL1	-0.518875
CHAF1B	-3.2345
NDUFA3	0.4335
KIAA1328	-0.0186666666666667
SHARPIN	0.441
TTC23	0.936375
UGP2	1.31375
ANKIB1	0.1294
CIRBP	1.37914285714286
SEC14L4	-2.31133333333333
OVCH1	0.463666666666667
VPS52	-0.016
FAT	-0.24175
M6PRBP1	0.03525
GPRIN3	0.1185
PPM1F	0.132166666666667
TSR1	-0.87775
CCDC85A	4.4325
PCSK5	3.8805
ZFHX3	0.8455
HEMK1	-0.5654
PGBD2	-1.0165
RSRC2	0.0701666666666667
AURKC	-1.57566666666667
SCRIB	-0.5275
ORM2	-3.70966666666667
FAM115A	0.5003
FZD6	-0.872875
UNC119	-0.3855
GPX3	3.7864
NOV	2.618
CABC1	1.996625
CDC42SE2	-0.11825
EIF2S2	-0.9687
RNF130	2.215625
CKAP5	-0.799333333333333
RP11-413M3.2	0.638625
C10orf18	-0.2076
TMEM93	-0.782
DYX1C1	-0.36075
KCNMB2	-1.7095
ANK3	-1.68466666666667
KRT5	-2.9463
CDH12	-0.839375
QRSL1	-0.41475
JUB	-2.74825
SHC4	-2.63975
CCL15	2.91933333333333
CCDC22	-0.1045
SNX24	0.55325
RARS	-0.755
MORC2	-0.29575
FAM48A	-0.1415
MT1H	-0.175
PPP1R14C	-3
FOXD1	-2.6675
C1orf213	0.48975
AMT	-1.4061
DSN1	-1.527
PTPLAD2	2.9035
DIS3L	0.48575
RASL11A	1.7815
GPRC5B	1.15775
FRMD7	0.003
STRN4	0.15925
KITLG	1.43004545454545
HDGF	-1.26975
OR1S1	0.076
SETX	0.2885
DDR2	3.16525
KCTD12	3.91425
LYZL2	-0.92675
WDR52	-0.7745
TMEM2	0.71825
ZNF579	0.414166666666667
LOC200810	-0.462
TNFSF9	-0.3075
PPFIA4	-4.03975
CNIH3	-0.828666666666667
MAP4K4	-0.4565
ROD1	-0.552714285714286
ALS2CR12	0.691666666666667
DOCK3	-0.474833333333333
PAQR9	-2.0695
ASB17	-1
STX16	-1.006125
FEZ2	0.913
DLAT	-0.634666666666667
KIF21B	-1.1595
CDC5L	-0.46675
TMEM119	2.04733333333333
CRIP3	-1.3635
TPSD1	0.605166666666667
TEPP	0.15575
GNGT2	1.63
C21orf121	-0.0935
WNK1	0.421666666666667
FLJ10490	-0.1057
OR51B5	-2.527
LOC203547	-0.015875
HAS1	3.9645
PPA1	-0.0416666666666667
ST7	0.5385
C11orf46	0.8557
POPDC3	-2.20383333333333
ACOX2	1.8085
ATCAY	-0.429333333333333
TM4SF19	1.3815
MFSD9	-0.135166666666667
PDHB	-0.16875
ERN1	-0.212
LCE3C	0.3155
GPR111	-0.037
NOTCH3	1
ADAMTS5	6.558
B3GALT1	-1.3495
UGCGL1	-0.745666666666667
FAM58A	0.340833333333333
FBXO32	0.68025
CLPP	-0.2095
NXPH1	-1.508
MTMR3	1.28666666666667
ATP1B3	-0.6965
TMEM16A	2.445375
HIST1H3F	-1.52516666666667
TRIM25	0.0851666666666667
SDCBP2	1.2535
CRKL	-0.62175
HOXB2	1.2265
ANP32B	-0.282125
GATM	3.352
AP4E1	-0.155
EDG5	0.69325
CDKN3	-2.5615
CDH4	-3.005
PGD	1.1195
RND1	-0.372
GAD1	-3.2089
MPG	-0.128125
LOC440350	-0.3695
ZNF133	0.002
SERPINB12	0.6845
AMELY	0.0431666666666667
DHX36	-0.78075
TNFAIP8L2	3.83583333333333
PHTF2	-0.241777777777778
CCDC112	-0.899166666666667
IQCC	-1.534
HEYL	3.00183333333333
FTSJ2	-0.855833333333333
APPL1	0.563625
RAB43	0.410071428571429
OR10G2	1.378
WAC	0.3585
ADCY9	-0.01075
RUNDC2B	1.37733333333333
PYCRL	-1.0898
AGPAT7	0.711833333333333
SLC22A9	-0.721833333333333
CDKAL1	0.2245
PDYN	-0.480333333333333
C20orf74	0.857
MTMR11	0.43875
VAV3	-0.0195833333333333
DAPL1	-0.83275
STXBP3	0.00975
EIF3G	-0.012
ARHGAP22	-0.12225
NPFFR1	0.919
NPC1	-0.0725
ALDH9A1	1.66
ZNF600	0.134875
ZNF678	0.0885
RASSF1	0.535333333333333
ADD2	-1.71925
PITPNB	0.395125
PKD2L2	0.02475
LRP11	0.38375
CDKL1	0.93675
SMEK2	0.24125
PRODH2	-3.62683333333333
C11orf54	0.5155
SFRS11	-0.881666666666667
IL7	0.833333333333333
ALS2CR16	1.39975
BTG3	-1.37966666666667
PAK2	-0.295333333333333
RP11-679B17.1	1.85075
GATA4	-1.99116666666667
ATP2B1	0.59475
LOC130940	-0.6885
C1orf172	-5.133
ATF7IP2	-1.1815
SLC25A43	0.999
CENTG3	0.195583333333333
IGF2BP1	-4.275
FCHSD1	0.0045
CAMK2N2	0.858666666666667
ELAVL3	-0.1742
NBPF15	0.139833333333333
UBE2J2	0.1665
GNL2	-1.275
PRR3	-0.2081
NLF2	0.6365
OR4F6	-0.6235
KLHL24	1.51533333333333
CCDC88A	-0.2602
SGPP1	-0.103
C10orf11	2.06266666666667
SLC35B4	-0.5455
UGT3A2	-1.6425
ARNT2	-2.4696
CBR1	0.503125
ITPR3	-1.56433333333333
TRAPPC6B	-0.232
AMZ1	-2.411
ARP11	0.872
WDSUB1	-0.25075
APBA1	0.968333333333333
RAB2A	0.7839
C6orf162	-0.02275
HPSE2	0.87275
PLCE1	1.0765
INSL3	1.473
DLG1	0.0919
PTPLA	-1.77575
PIGX	-0.565
TFIP11	0.318666666666667
FIBIN	3.1905
POLR2G	-0.556
GRAP2	-1.6261
DNAJB8	-0.13325
CNBP	0.2875
WASF1	-0.694
INPP5E	-0.4681
HSPB1	0.1308125
TMEM167	-0.034
CUBN	1.7505
IGF1	5.314625
ITPK1	1.1844
NAALAD2	0.5945
G3BP1	-0.5066
NT5DC1	0.383375
CYP39A1	1.1435
TMEM139	-0.62975
POLK	0.3239
GLULD1	-1.59075
RBM15	-1.04516666666667
AMZ2	-0.09875
GDF15	-3.24083333333333
MESDC2	-0.55075
INCA	0.989333333333333
ACY1L2	-1.851
GZMM	-0.575833333333333
PAIP1	-1.79225
CACNA2D1	0.9825
STK32C	0.311
SH3BP4	0.157166666666667
DEC1	0.2485
PADI1	0.882
UBB	0.114
PON3	-0.411666666666667
PROP1	0.3095
ANKRD13B	0.5
ADCK1	0.34175
TCF25	0.375916666666667
SLC38A5	-3.194
CXorf26	0.243166666666667
C19orf39	-0.4725
PPP1R13B	0.578
ARL2	0.3725
TCL6	0.198916666666667
TOP3A	-0.7745
SLC16A14	0.015125
FXYD6	2.83883333333333
HIST1H4E	-1.55225
BBC3	-0.103
UNC5A	0.156666666666667
FAM86C	-0.5583
PI4KB	0.72275
B3GAT1	-3.57475
SUSD2	0.557166666666667
OAZ2	0.2455
NOC4L	-0.58425
C10orf12	-0.6225
FADS1	-2.58583333333333
LOC144097	-0.79925
DKK2	1.451
KIAA1949	0.97375
RHOT1	0.2019
OXT	2.26033333333333
GPR153	0.714
ARL4A	-0.5725
SAAL1	-1.7505
CCDC64	-0.8635
USE1	0.197
HNMT	1.79166666666667
PCGF3	-0.1814375
CYP2C19	0.12875
C20orf4	0.2105
CCDC11	-0.8865
ACSBG2	0.0975
RWDD2A	-0.166
PALLD	1.471125
CPLX4	-0.687
LOC492311	2.2535
KPNA2	-1.75516666666667
MACROD1	-0.9534
TMCO3	-0.00833333333333333
C15orf52	-0.388833333333333
BIRC5	-2.49566666666667
PRR16	-0.130833333333333
FAM63B	0.25175
KATNB1	-0.814333333333333
WNT8B	-0.492
CPLX3	-0.13475
