Hybridization REF	TCGA-B6-A0IC-01A-11R-A034-07
ZNF434	0.258833333333333
SMARCD1	-0.1185
ZFP106	0.0495
ZNF347	0.1434
GTF2E1	0.40175
RY1	0.0956666666666667
ATAD2B	0.463625
ARHGAP17	-0.0788
KCNIP3	-0.10275
SFPQ	0.122625
GFRA4	-0.326
AKR1B10	-4.926875
TIGD6	0.902833333333333
RGS16	0.35125
URB1	-1.29433333333333
OR4C46	0.363833333333333
TOP3B	-1.00875
NFATC4	0.452
CA14	-2.36175
BMPR1A	0.730666666666667
SNRP70	-1.27325
PRL	-0.2196
C6orf130	-0.039
STAG2	-0.7425
CD55	-1.74007142857143
RPS23	-0.185166666666667
SSX2	-2.60933333333333
FDPSL2A	-0.736
FBXO27	0.86925
SYNGR3	-1.193
TMSL3	1.69025
EML1	-0.654
NUP93	-1.7335
SMAD3	0.8005
KIAA1189	-0.5885
HNRPUL2	-0.500333333333333
TBC1D12	1.63666666666667
C16orf24	1.24475
MRVI1	1.579
ZNF581	-0.0405
ELOVL3	-1.074
OR51Q1	1.5775
CACNB3	1.71033333333333
GALNT13	-1.559125
C10orf84	1.5735625
NEDD4	-0.4743
SPO11	null
OR5AU1	0.078
NEK4	1.36992857142857
PRKAR2A	-0.248333333333333
IHPK1	-0.52
ATP6V0B	0.641125
CACNA1E	0.107
CEACAM8	0.104833333333333
PEX14	0.4725
FLJ12993	-3.0225
ZBTB38	-0.62825
PCTK2	1.72683333333333
LRRC16	0.648
FBLIM1	1.08875
FYCO1	1.11
RP5-1022P6.2	0.288583333333333
CMTM1	-0.674833333333333
PLTP	-0.620166666666667
RAPH1	1.135125
DOCK8	0.841375
EZH2	-1.99006666666667
SLC25A1	-0.4885
PLEKHB1	1.2181
GRB7	0.7052
ZFP37	-0.54925
MRPL33	0.2685
PELO	-0.57525
ARMC1	-0.792
C9orf27	0.707
FLJ25778	-0.0255
C9orf37	-0.645666666666667
TMEM66	1.14725
SPRN	0.568625
HBEGF	-0.952
PI4KA	-0.3705
LEPRE1	-1.91775
POU2AF1	-5.258875
MRPL12	-0.514333333333333
REP15	-0.746
ZC3H3	0.0185
RASAL1	-1.681
DDAH1	1.581
ACBD5	-0.1035
TMC2	-2.599
CCDC137	-1.53075
SAMD13	2.18116666666667
UGT2B15	-0.702666666666667
TIPARP	-0.681
DNASE1L3	-1.946
TRIM72	0.0873333333333334
DBX2	-2.57066666666667
IPO8	0.073
C21orf88	-1.45077777777778
MAP3K14	0.317
LOC51233	0.222
GGTLA4	-1.50975
PDE6D	-0.158
ZNF117	-0.07025
CLK2	-0.972
NKRF	-0.89975
TNFSF15	-1.01055555555556
DUSP2	-1.1995
SECISBP2	-0.1925
GABRR2	-0.998
PPAP2C	2.4645
LOC51145	0.337333333333333
PAG1	-1.378375
PIK3C3	0.362
GNG10	1.0335
APOL4	0.0685
ANKRD28	-0.673125
STMN3	-1.4634
RAB14	1.0564
CDK2AP2	0.1715
HDDC3	0.458625
COMMD7	0.225875
CXXC1	-0.03
HMCN1	-3.907
CD40	-0.9205
DYNC1LI2	-0.8366875
GDI1	-0.3745
LOC646938	-0.486
VSNL1	-5.198
PIH1D1	-0.244833333333333
RAET1G	-0.782
KRTAP5-9	-0.3785
EFTUD2	-0.4915
ZNF311	0.53
ATP6V1G3	0.953
OR2W3	-1.0785
SCN4A	0.142
MED10	-1.463625
FAM135A	-2.8565
ARHGAP4	-1.815
EHMT2	-1.010375
UFD1L	-0.04075
ERMP1	-0.05925
MAG1	-2.45833333333333
THAP8	0.252333333333333
HACE1	-0.0781666666666666
FAM82C	0.631
C3orf20	-0.4995
UNC84A	0.0145
SCD5	-0.500142857142857
LASS6	2.2105
LSG1	-0.444916666666667
MAL	-5.57275
GPR22	0.1145
WDR5B	1.8275
ACTRT1	0.613
C17orf60	-0.9715
GRIN2C	-0.308444444444444
ARMC8	-0.565916666666667
SLC47A1	-0.666
DMPK	0.19275
DHRS13	0.243833333333333
SMC1A	-0.7715
KRTAP17-1	1.65625
SMYD5	-0.8375
TUSC2	0.7115
CRHR2	0.7355
KIR3DL2	-0.9615
CCDC104	1.03075
ATP2C1	0.371
CROT	-0.053
PABPC3	-1.53333333333333
EGR1	-1.27633333333333
THSD1	0.14225
KHK	-0.77075
SLC12A2	2.3573125
CD58	-1.18
STOX2	-2.27633333333333
CCDC76	-0.5368
CCDC48	4.04375
DNAH1	0.404166666666667
ZIC4	-0.814571428571429
OR1G1	-0.0015
PSMC6	-0.159666666666667
PROKR1	-0.0195
ABCB1	-2.079375
TRAT1	-3.43875
LLGL1	0.6675
MTF1	0.61275
USP54	0.5855
PAGE2B	-2.848
ITGB7	-3.734
CCDC81	-0.4375
LOC149837	-0.012
SCUBE1	1.519
ZSCAN10	-0.144
HUWE1	-0.0267857142857143
CDH17	-0.312
CD180	-0.972
IL17A	0.24725
TMPO	-1.22285714285714
KIAA1524	-1.57733333333333
HDGFRP3	1.237
OXCT1	-0.374363636363636
RRAS2	0.044
LTBP2	-0.1108125
SV2B	-1.50066666666667
CYP2A6	3.32925
PKD1L2	-0.539666666666667
PPM1M	1.15925
FLJ22662	1.494
ZNF502	1.77725
GP6	-0.7865
CRYBA2	-0.4315
LEF1	-2.9284
CTPS	-1.95257142857143
EYA1	-3.2625
EPS8L1	2.031
MAPK14	-0.963333333333333
SERPINB2	-4.76725
GTF2F2	-0.147833333333333
ZNHIT4	0.257
PLA1A	-0.90325
C20orf114	3.50725
HPR	-4.4365
C18orf2	-3.8005
SATB2	-1.70125
KCNJ9	-0.22425
MGC157906	-2.371
MOCS3	-0.53325
C17orf71	-0.652666666666667
PPHLN1	-0.5612
HIST1H2BN	-0.805875
RAPGEF1	-0.093375
MAP3K8	1.20525
DLG4	0.405
STC1	3.02658333333333
CDGAP	-0.63775
DDX26B	-1.71875
LOC150223	-1.50625
CPSF3	-0.734666666666667
TMEM14A	0.695
MYH3	-0.64725
GPKOW	0.095
SULT1A1	0.938166666666667
SPON1	-0.494
YY1AP1	0.545666666666667
RAB23	0.01475
PLA2G4A	-5.1285
MAPRE3	-0.779333333333333
ZNF516	1.93242857142857
GGPS1	1.37
EXOC3L2	-0.76175
C19orf42	1.4316
MAP2K2	-0.241833333333333
HIST1H2BB	-1.021
RNF19B	0.2015
C6orf128	-0.018
TLR8	1.02175
PCDHA9	1.182
CARS2	0.573
CLUL1	4.23383333333333
RHAG	-3.96283333333333
UNK	0.4865
EXOC8	0.4394
C9orf95	1.1105
C14orf143	0.153166666666667
MAML3	0.788857142857143
LDHA	-1.66425
MRPL20	0.918125
KLHDC6	0.00119999999999996
ATP5S	0.906666666666667
C8orf55	0.302
PHF19	-2.143625
KRTAP13-4	0.2455
TTC5	-0.161
XKR5	-1.167
SILV	-4.42783333333333
TEX28	-1.4705
TCTN1	1.44025
CX40.1	-0.00199999999999999
PPP2R5C	0.137875
C12orf30	-1.4836
CAPG	1.79725
MPZL1	0.7364
ARSB	-2.086
TDH	-2.04266666666667
WASF4	-0.116
TSSK3	-0.388
7A5	2.6445
CRISPLD1	-2.10625
MAD1L1	-0.481
SPIN4	-0.149833333333333
AMPD1	-2.08075
DPYSL5	-4.821
INPP1	1.13333333333333
ANKRD11	-1.96055555555556
NPAS4	-0.311142857142857
GCET2	-0.727888888888889
RNASE9	-0.713
GUCY2D	-0.3145
CCDC98	-0.1515
FGF4	-0.611125
CPM	-1.71233333333333
SLC26A4	-2.5025
PLD5	0.698
FAM59A	-3.6299
FBXO5	-1.90811111111111
SIPA1L1	-0.22525
DPYS	0.7795
ATG4D	0.08975
TGM3	-2.081
MTCH1	-0.178625
HK1	0.699307692307692
CDC26	0.6135
GALNT12	-4.80866666666667
LOC339229	0.178
MRPL35	-0.105875
ORC4L	0.609
TNKS	-0.109142857142857
C2orf24	0.2295
ZNF553	1.184
GGTLA1	1.3904
ZNF497	0.7885
CDY1B	-0.201666666666667
SLC30A4	-0.084375
TUB	-0.452125
ARHGEF18	0.9455
ARRB1	0.96375
KCNK1	-5.431625
EREG	-2.99966666666667
SCAMP5	0.34125
RUNDC3B	-0.12925
ADAMTS20	-0.50625
IL17RB	0.7185
FLJ20323	0.4935
MCAM	-0.878
POLR3E	-0.9045
AQR	0.5375
IPMK	-0.6655
CDCA7	-4.662125
CAMP	-0.13725
GRHL3	1.614
ADAMTSL2	0.229833333333333
CLMN	2.7795
SSTR3	0.481
MAGEA5	-2.10166666666667
OVOL2	3.75975
JMJD1B	0.72375
RBL2	0.1074
PYGO2	1.01525
PPP1R10	0.6175
CSE1L	-1.26316666666667
LCA5	1.5565
RDH16	0.85925
ASRGL1	-1.660125
TOM1	-0.0151666666666667
PTX3	-7.5695
TTC15	0.56325
SCGB3A1	2.74316666666667
MRPL50	-0.91575
RCAN3	0.8035
SLC26A11	1.708
STYX	0.36
CINP	-0.05125
MARCH7	0.35825
PFKM	-0.196166666666667
SGMS1	0.405166666666667
RIOK3	-0.5646
C1orf110	-0.6425
CES7	-0.051875
LOC440248	-0.993
PPP1R12C	-0.17175
C10orf27	0.343
ATG9A	-0.59875
MRPS26	0.959875
TMEM40	-1.066
ELP3	-0.0855
ZNF787	0.1747
HIAT1	0.58325
C8orf34	0.472166666666667
MGC4655	-0.2526
PELI1	-0.508333333333333
PPT1	0.3275
SLC35C2	-0.8065
C6orf125	0.00525
MUC4	-1.51766666666667
RFC4	-1.92628571428571
GNB2	-0.716833333333333
NUP50	0.120214285714286
SULT4A1	-1.407
C7	-0.104666666666667
CCDC130	0.373333333333333
ARRDC4	-0.108
RQCD1	0.318
GLYCTK	-0.4755
AYTL2	-1.51763636363636
MTUS1	1.7525
LEMD3	0.021
PLEKHF2	2.4425
HOXA7	-1.671375
GTF3C2	-1.803
DYNLRB2	3.39375
CNOT10	-0.24325
MR1	0.517333333333333
FFAR1	-1.32275
PRIC285	-0.189
SLITRK6	3.9075
LIX1	-2.52875
UBE1L2	-0.232416666666667
F8	1.620875
ACHE	0.134666666666667
KPNA5	0.86125
TNFRSF12A	-1.48533333333333
EGR3	-2.678
SERPIND1	-3.167
OASL	1.2485
IFRD1	-2.177
WDFY1	0.408
ZNF267	0.30825
ACCN5	5.26
ZBTB6	-0.043
PPP1R3A	-0.0985
PRRT3	2.73875
FBXL19	-0.27
TXNIP	-0.507571428571429
ACTN2	-1.31
ATG9B	-0.5245
C9orf117	2.1875
IL27	0.1035
RPL36AL	0.487166666666667
KLK15	-1.167
CHAD	2.2605
RAP2B	-0.328
HEBP2	0.82375
ZNF342	0.844
CAMK2G	-0.173166666666667
TLR3	1.62725
FGF14	0.353666666666667
HMGB2	-0.90175
TRPM5	0.09
OR5M11	0.6195
KIF3B	0.128210526315789
PRICKLE2	1.39875
MTMR9	0.3735
C3orf27	0.491
GLRA3	-3.01933333333333
NSDHL	-0.286833333333333
TMEM32	-0.63625
POLR2D	-1.45358333333333
MYADML	0.1575
C9orf114	-0.3335
MRGPRX1	0.0175000000000001
TOPORS	0.6045
CLDN19	-1.7485
C1QL4	0.6175
RNF165	-0.503
DHRS9	-1.7465
DNAH2	0.2485
FXR1	-0.785833333333333
ZMYM3	-1.069625
CASP3	-0.334666666666667
FAM120C	-0.58425
SCLY	-0.36975
CA7	-1.55
ENTPD5	0.1315
ZNF461	0.074125
PDIA5	-1.649
C1orf19	-0.4225
TMEM67	0.6305
KCTD20	-1.2265
WDR47	0.5605
FLJ38723	-0.932
KLRF1	0.00566666666666666
TAS2R16	0.8525
CLDN12	0.22975
PRKCE	1.4115
UBXD4	-1.02775
ITGAM	3.03083333333333
GLT8D3	-0.712875
WDR31	0.9304
RGS2	-2.8195
OR51L1	0.248
MST1R	1.66825
KIAA1737	2.32325
OR4A5	0.5815
GLIS1	-1.8885
PTMA	0.0685714285714285
NAPA	1.061
PRDM11	0.61325
LIPF	-0.727
DIRAS3	-0.17975
ASGR2	-4.08075
C1QTNF4	-1.26325
PIK3R4	0.0946666666666667
ARMC3	0.163
NDUFV3	-0.223333333333333
BTBD3	-0.814833333333333
PPP1R2	0.901083333333333
UBE2NL	0.463
FOSL2	0.812928571428571
FAM119A	-1.09633333333333
TUBA4A	-0.6573
KRTAP12-1	-0.213
SFRS2	-0.88725
RHPN1	0.2042
EEF2	-0.4755
ZDHHC11	1.2235
EPHA3	-1.9539
RBM12	0.1575
H2AFJ	1.86883333333333
EDIL3	3.333
KIF26A	-2.08975
SERGEF	0.466
B3GALT4	3.11175
LOC90925	0.2114
OSCAR	-0.32075
NPFF	0.00637500000000001
DEDD	0.3975
TMEM155	-1.05428571428571
PTPN1	0.814
SCYL2	0.2995
SKAP1	1.21625
LEAP2	-1.70683333333333
GADD45G	2.5924
IFITM3	0.448
PILRB	-0.648666666666667
SLU7	0.3991875
DSC3	0.15725
DNMT3L	-0.66225
PAPD5	-1.10475
B3GNT3	-2.32966666666667
LHCGR	0.254
MSL-1	-0.73625
UBE2S	-2.103375
SAP130	-0.31175
ANAPC11	0.5455
MAGED4B	-3.2265
ATP6V1B2	-0.0553333333333333
C14orf179	1.183875
CAPZA1	-0.07875
CDYL2	0.905833333333333
GLRX3	-1.10016666666667
LOC136288	-0.665
MOBKL1A	0.48075
HTR2B	-0.17875
CRYGD	-0.4235
NUS1	-0.906166666666667
PGRMC1	0.036
MYOM2	1.09375
FLJ39653	-0.7965
CHM	0.115
OR5M8	0.564
ZNF619	0.8035
FAM105A	0.9715
CCNL1	-0.462
NAP1L3	-2.7405
C10orf57	1.638
B3GALNT1	1.29266666666667
CSN1S2A	-0.186
TCP10L	0.45825
GDAP2	0.5465
DMKN	0.153666666666667
COX6B1	0.4935
DNASE2	0.671333333333333
MSH5	-1.996
LGMN	-0.774375
USP31	-0.436
OR13C8	-0.3185
SDCBP	-1.1962
NUDT11	-3.708
PYGL	-1.83816666666667
SNPH	1.43783333333333
B3GNT4	-1.2305
MIZF	-0.6181
NUBPL	-0.29225
NOD1	-0.351666666666667
CDH22	-0.55775
NUBP1	0.78
DSCAM	-4.09125
DGKI	-1.763
FAM136A	-0.18575
AKAP1	0.107
SLC16A6	-0.699
RIN3	-0.462
PSG2	0.03275
DIP2B	0.9955
PSORS1C1	0.5325
KIAA0495	-0.2115
FLJ90709	-0.0281666666666666
LPA	-1.5025
PIGA	-0.484
LY75	2.4695
UTS2	-5.37216666666667
RREB1	0.162375
GALNACT-2	0.1839
MGC3196	-0.303
FLJ31568	-0.22325
LPHN1	0.706875
SP1	0.83775
TOX4	0.585666666666667
HSPA9	0.2182
APOBEC1	-5.281
SLC35E4	-1.299
LSM5	-0.3135
SURF1	0.28925
ZBTB1	0.79275
GTF2F1	0.14675
RPS15A	0.0455
DUSP21	-1.15916666666667
GINS4	-3.16566666666667
MYO15A	1.58316666666667
GIMAP7	1.225
MGC13379	0.57375
ATP6V1E2	-0.5365
UTP3	0.70725
HNRPA3	-0.287375
MT4	-0.507
C14orf155	0.35225
U1SNRNPBP	0.95625
CKLF	-1.12216666666667
PLEKHN1	-0.5695
MBNL1	-0.620083333333333
NUP160	-1.46975
ACSM2A	-1.14625
LOC129881	2.131
KIAA1529	0.6595
FLJ22639	-0.71725
HAND1	-0.7315
GSX1	0.283
FGA	-3.73913333333333
SERPINB1	0.943
ZNF642	1.10925
IGFBP1	-8.013375
SLC1A1	3.82125
DHX57	-0.49625
ZNF766	-0.742
PTPN21	1.1912
GDPD3	-2.82216666666667
PNPLA5	-0.106
TBR1	0.1455
FAM116A	0.85275
IQGAP1	1.335625
FOS	-1.47925
ZNF226	0.615375
FIGNL1	-0.528333333333333
C14orf1	0.0128333333333333
ZMYND17	-0.128
PUS7	-1.56283333333333
TUBB6	-2.280625
KCNQ2	-1.511
MARCH6	-0.2805
CCDC33	-0.03
PRODH	-1.63425
RBM11	3.128
EPHA6	-0.23575
SLC43A1	-1.76325
LOC196541	0.439
NTN1	1.33733333333333
ING4	0.773
PCDHB10	-1.23375
DPH2	-0.799833333333333
SPACA4	0.0945
FBXL21	-3.707
DIAPH1	-1.1595
ZNF71	0.499666666666667
CEP76	-0.213
CORO1A	-1.8125
RRM2	-2.793375
EDG4	0.743
OS9	-0.5585
SLC4A1AP	-0.145
COG5	-1.37325
COPS8	-0.4025
NGLY1	-0.46
NCBP2	-0.167625
C17orf42	0.320833333333333
GPSM3	-0.161
SIL1	0.369333333333333
ASB6	-0.59825
SMAD5OS	-0.212333333333333
UNC93A	-2.92975
A1BG	0.716333333333333
C21orf62	0.232
FMO5	3.11491666666667
ATRIP	0.625333333333333
CEBPG	-0.225666666666667
C7orf38	-0.728166666666667
TNFRSF1B	-0.866166666666667
CLEC1A	1.0655
IQSEC1	0.490375
PATZ1	1.5674
RBM22	0.654
BAG2	-2.5725
PAQR5	-0.3885
C9orf127	1.0565
THNSL1	-0.0455
SHROOM3	2.8119
JAM2	-1.90075
SNRPN	-2.02275
ALX4	0.158
CACNA1S	-0.4935
FAM130A1	1.0655
CORIN	0.2915
CD300LB	0.7975
PLEKHG6	0.67
LRRC40	-0.76425
PCLKC	-1.1995
PCDHB16	-0.515833333333333
WNT2B	-0.614833333333333
ASNS	-2.655
MRPL49	-0.30025
FLJ46111	-1.17325
ISG20	0.423375
SMU1	0.0735
CASZ1	0.424
POLR1D	0.013
GIN1	0.347
SNAG1	0.128333333333333
ANKRD29	-1.53275
CDKN2AIP	0.06825
KRR1	0.64
CXCL1	-3.66266666666667
EPM2A	0.0595
PC	-0.265166666666667
DEFB127	-0.537
PDZRN4	-0.0267500000000001
FAH	1.7055
OR51E1	0.9545
CDC2L6	-0.5015
DNTTIP1	-0.60975
PAX8	-0.22375
TMEM116	0.449
C1orf150	1.399
PRO2012	0.46675
MRPL40	0.2055
BEX1	-2.4015
SLC2A4	-0.764833333333333
PKMYT1	-1.7635
FEZF2	-1.30283333333333
SLC26A9	-1.65975
MAP2	0.3562
LYL1	-1.86025
SLC25A19	-0.282
NOS3	-0.5735
ZNF34	0.570666666666667
TMPRSS11F	-0.665
FAM43A	-1.9125
FCRL4	0.170333333333333
KLF14	0.0305
FLRT2	-2.91133333333333
WRN	-1.0215
SDF2	0.8461
KRT8P12	-0.8075
C6orf195	-0.1085
C9orf125	-3.20733333333333
DZIP3	0.157
RIT1	0.329166666666667
SCML1	-1.355
RHBDF2	-0.65975
OR2G3	-0.2875
REXO1L1	0.64
MAP3K7IP3	0.185875
C3orf57	-5.282
FBXW11	0.284666666666667
ETAA1	-0.17025
C14orf131	0.1637
AKT1S1	-0.40675
SLC12A5	-1.38
C9orf164	1.5805
NRIP3	2.17475
NOS1AP	0.08675
TMEM121	2.02525
SAP30BP	-0.2812
DGCR6	1.182
WDR76	-1.565
FAM82B	-0.260583333333333
LOC606495	0.1225
MAP9	3.01866666666667
BCDIN3D	1.212
CXorf36	1.18266666666667
DSCR3	0.3142
ZFAND3	-0.121375
C7orf43	-0.494166666666667
SPSB3	1.0923
C19orf19	0.38175
FAM133A	-3.41825
C12orf25	0.26875
SLC39A3	-0.601875
DISP2	0.15175
PI4KAP2	-1.388
MKRN3	-2.64416666666667
ADAMTS13	0.09975
CBLN3	0.3212
TTYH1	-1.8985
C3orf18	1.64575
FLJ13236	-0.64025
ZMYND12	4.1735
C18orf25	0.83025
GLB1L3	-1.426
ATP13A5	0.877
RANBP10	-0.156
CD96	-2.3624
DENND1C	-1.10225
RBMS3	-2.3485
SLC41A3	0.250666666666667
DGCR6L	0.8
TMEM128	0.877166666666667
CSNK1G3	0.679642857142857
MOBKL2C	1.1315
TSPAN6	-1.61475
MATN2	-1.2566
MSL2L1	-0.293833333333333
ST6GALNAC2	-0.0306666666666667
FGFBP2	-1.14328571428571
FGL1	-5.39416666666667
MPP3	0.178833333333333
ARHGEF6	1.60116666666667
TGFBR2	-1.59675
ACMSD	2.1485
IL33	-0.956
C9orf5	0.282
DEAF1	0.1224
AMN	-0.0005
DEFA6	0.265625
RNF212	-1.81275
METT5D1	0.250166666666667
CIB1	1.4607
TSSK1B	0.1425
KIAA1727	0.2075
ZNF680	1.33966666666667
LOC399900	-1.3205
LOC152217	0.233833333333333
CTNNAL1	-1.5825
CIT	-1.95866666666667
TLE6	2.83
ZNF607	-0.88325
HERC4	-0.279833333333333
DRAP1	-0.0428
PEMT	-0.0205
C10orf111	-0.414
ZNF575	0.508625
KCTD7	-0.59475
MYO1F	0.205375
LOC285382	-1.94925
RAB11A	0.6615
PLCD3	-0.78925
C15orf28	0.4155
PTBP2	-0.148375
CTB-1048E9.5	-0.14075
C19orf60	-0.337833333333333
C7orf25	1.168
SETD7	1.564125
HOXB9	-4.641
VANGL1	-0.5564375
CHAF1B	-2.026
NDUFA3	0.603
KIAA1328	-0.206666666666667
SHARPIN	-0.033
TTC23	-2.297625
UGP2	0.0723333333333333
ANKIB1	-0.9009
CIRBP	2.47085714285714
SEC14L4	-2.978
OVCH1	0.163333333333333
VPS52	0.202
FAT	-3.40475
M6PRBP1	-0.50975
GPRIN3	-0.793
PPM1F	-1.14816666666667
TSR1	-0.962
CCDC85A	0.17875
PCSK5	-1.3035
ZFHX3	0.035
HEMK1	0.9072
PGBD2	0.10125
RSRC2	0.3695
AURKC	-1.24383333333333
SCRIB	-0.4685
ORM2	-4.956
FAM115A	-1.9415
FZD6	1.91575
UNC119	0.768333333333333
GPX3	-1.6456
NOV	-0.576125
CABC1	-0.9355
CDC42SE2	-0.0618125
EIF2S2	-0.6779
RNF130	0.617375
CKAP5	-1.20033333333333
RP11-413M3.2	-0.0145
C10orf18	1.6219
TMEM93	0.1945
DYX1C1	2.351
KCNMB2	-1.40842857142857
ANK3	2.06866666666667
KRT5	-2.9927
CDH12	-1.233125
QRSL1	-0.204625
JUB	-0.46125
SHC4	-3.66675
CCL15	-0.0343333333333334
CCDC22	0.419
SNX24	0.16975
RARS	-0.2445
MORC2	0.342875
FAM48A	-0.1385
MT1H	-0.989
PPP1R14C	-3.74583333333333
FOXD1	-2.81007142857143
C1orf213	-0.86575
AMT	-1.6053
DSN1	-2.22
PTPLAD2	4.972
DIS3L	0.429
RASL11A	1.546
GPRC5B	-0.880125
FRMD7	0.067
STRN4	0.27275
KITLG	2.33386363636364
HDGF	-0.9045
OR1S1	-0.4375
SETX	-0.5163
DDR2	-1.94214285714286
KCTD12	0.303
LYZL2	-0.71575
WDR52	0.7165
TMEM2	-1.163
ZNF579	0.00683333333333334
LOC200810	0.31725
TNFSF9	-2.27175
PPFIA4	-2.7895
CNIH3	-1.45433333333333
MAP4K4	-2.45107142857143
ROD1	0.3995
ALS2CR12	0.9405
DOCK3	-1.09833333333333
PAQR9	-3.63925
ASB17	-1.49375
STX16	-1.389875
FEZ2	0.270666666666667
DLAT	-0.125166666666667
KIF21B	-2.11066666666667
CDC5L	-0.708
TMEM119	-0.145833333333333
CRIP3	-1.30225
TPSD1	-0.5925
TEPP	-0.35425
GNGT2	0.026
C21orf121	0.38825
WNK1	-0.181
FLJ10490	0.7556
OR51B5	-1.351
LOC203547	-1.002
HAS1	-0.8235
PPA1	-0.309
ST7	-0.313875
C11orf46	0.7952
POPDC3	-3.63183333333333
ACOX2	3.59066666666667
ATCAY	-0.461
TM4SF19	-0.8275
MFSD9	-0.807666666666667
PDHB	0.61225
ERN1	-0.225
LCE3C	-0.2005
GPR111	0.045
NOTCH3	1.10316666666667
ADAMTS5	-0.84075
B3GALT1	-1.501
UGCGL1	-0.935666666666667
FAM58A	0.749166666666667
FBXO32	0.138
CLPP	0.244
NXPH1	1.71625
MTMR3	1.40683333333333
ATP1B3	-0.966
TMEM16A	3.049125
HIST1H3F	-0.699833333333333
TRIM25	-0.5495
SDCBP2	1.0575
CRKL	-1.1485
HOXB2	-3.1885
ANP32B	-1.015875
GATM	5.197
AP4E1	-0.195625
EDG5	0.00287500000000002
CDKN3	-1.69933333333333
CDH4	-3.4745
PGD	-0.834
RND1	1.217
GAD1	-1.5218
MPG	0.598125
LOC440350	0.245
ZNF133	0.268
SERPINB12	0.603
AMELY	0.00583333333333333
DHX36	-0.49075
TNFAIP8L2	2.48933333333333
PHTF2	-0.654055555555556
CCDC112	-0.683833333333333
IQCC	-0.46025
HEYL	1.98133333333333
FTSJ2	0.0156666666666667
APPL1	1.023125
RAB43	0.372
OR10G2	0.6945
WAC	0.779833333333333
ADCY9	0.669125
RUNDC2B	0.480166666666667
PYCRL	0.0409
AGPAT7	-1.07566666666667
SLC22A9	-0.952833333333333
CDKAL1	-0.634
PDYN	-1.1375
C20orf74	0.31625
MTMR11	1.01975
VAV3	3.98858333333333
DAPL1	-2.286
STXBP3	0.711
EIF3G	0.03625
ARHGAP22	-1.8715
NPFFR1	-0.2705
NPC1	-1.04616666666667
ALDH9A1	1.39766666666667
ZNF600	-0.2615
ZNF678	0.360833333333333
RASSF1	0.251333333333333
ADD2	-2.6455
PITPNB	-0.648625
PKD2L2	0.392285714285714
LRP11	-1.0225
CDKL1	-1.82825
SMEK2	0.224
PRODH2	-3.12466666666667
C11orf54	0.703666666666667
SFRS11	-0.193666666666667
IL7	-3.43716666666667
ALS2CR16	1.055
BTG3	-0.596333333333333
PAK2	-0.300722222222222
RP11-679B17.1	0.53325
GATA4	-1.605
ATP2B1	-0.9275
LOC130940	1.6715
C1orf172	3.01366666666667
ATF7IP2	0.635
SLC25A43	-1.11566666666667
CENTG3	-0.717416666666667
IGF2BP1	-3.64688888888889
FCHSD1	0.028
CAMK2N2	-0.197333333333333
ELAVL3	-0.0478
NBPF15	-0.149833333333333
UBE2J2	0.1255
GNL2	-0.8795
PRR3	-0.1503
NLF2	0.23725
OR4F6	0.2805
KLHL24	0.9525
CCDC88A	-2.8505
SGPP1	0.713333333333333
C10orf11	-1.47083333333333
SLC35B4	-2.07516666666667
UGT3A2	-0.933
ARNT2	3.7009
CBR1	-0.786875
ITPR3	-0.623333333333333
TRAPPC6B	-0.1614
AMZ1	-1.4915
ARP11	1.60825
WDSUB1	0.2455
APBA1	0.172666666666667
RAB2A	0.8966
C6orf162	0.17325
HPSE2	0.135
PLCE1	0.872
INSL3	-0.196
DLG1	0.4074
PTPLA	-4.65125
PIGX	0.165
TFIP11	0.489333333333333
FIBIN	-0.6375
POLR2G	-0.10225
GRAP2	-2.20966666666667
DNAJB8	0.07
CNBP	0.597833333333333
WASF1	-1.56725
INPP5E	-1.2357
HSPB1	-1.8548125
TMEM167	-0.6959
CUBN	-0.32475
IGF1	-1.2554375
ITPK1	0.5234
NAALAD2	-1.142875
G3BP1	0.4378
NT5DC1	0.655875
CYP39A1	-1.4255
TMEM139	0.573
POLK	-0.2668
GLULD1	-1.1045
RBM15	-1.10216666666667
AMZ2	0.557
GDF15	-1.93133333333333
MESDC2	-0.71975
INCA	-1.00433333333333
ACY1L2	-1.703
GZMM	-1.438
PAIP1	0.431
CACNA2D1	-0.53425
STK32C	0.713166666666667
SH3BP4	1.71583333333333
DEC1	0.8
PADI1	0.053
UBB	0.5207
PON3	-1.7245
PROP1	0.711
ANKRD13B	-0.736
ADCK1	-0.5655
TCF25	-0.67375
SLC38A5	-3.38125
CXorf26	-0.394833333333333
C19orf39	0.6525
PPP1R13B	0.60625
ARL2	-1.008
TCL6	0.428454545454545
TOP3A	-1.1465
SLC16A14	0.43075
FXYD6	-0.5295
HIST1H4E	-0.317
BBC3	0.443684210526316
UNC5A	0.292666666666667
FAM86C	-0.1677
PI4KB	0.231375
B3GAT1	-4.02325
SUSD2	0.665666666666667
OAZ2	0.619333333333333
NOC4L	-0.614
C10orf12	0.621
FADS1	-2.01133333333333
LOC144097	-0.7325
DKK2	-0.814666666666667
KIAA1949	-0.5995
RHOT1	0.417
OXT	-0.0641666666666667
GPR153	-0.19175
ARL4A	-1.788
SAAL1	-1.592
CCDC64	-0.8615
USE1	0.015
HNMT	0.799
PCGF3	0.2035
CYP2C19	0.104
C20orf4	0.019
CCDC11	2.15275
