Hybridization REF	TCGA-A2-A0YD-01A-11R-A109-07
SMARCD1	-0.585666666666667
ZFP106	-0.422
ZNF347	0.2062
GTF2E1	-0.104
RY1	-0.691333333333333
ATAD2B	0.207
ARHGAP17	-0.0216
KCNIP3	-0.951
SFPQ	0.262875
GFRA4	0.425
AKR1B10	-2.867
TIGD6	0.743166666666667
RGS16	3.314625
URB1	-0.7025
OR4C46	0.129833333333333
TOP3B	-1.1695
NFATC4	0.2605
CA14	-3.3115
BMPR1A	-0.0598333333333333
SNRP70	-0.79825
PRL	0.702083333333333
C6orf130	-0.6875
STAG2	-0.20625
CD55	-0.219928571428571
RPS23	0.614
SSX2	-1.54133333333333
FDPSL2A	-0.068
FBXO27	0.448
SYNGR3	-0.672166666666667
TMSL3	1.8
EML1	-0.466
NUP93	-1.22208333333333
SMAD3	-0.1068
KIAA1189	1.4255
HNRPUL2	0.352
TBC1D12	0.683166666666667
C16orf24	1.28275
MRVI1	1.694
ZNF581	-0.246833333333333
ELOVL3	0.5025
OR51Q1	1.1495
CACNB3	1.17933333333333
GALNT13	-0.83325
C10orf84	0.83525
NEDD4	0.3708
SPO11	0.6595
OR5AU1	0.135
NEK4	0.1975
PRKAR2A	-0.307666666666667
IHPK1	-0.0975
ATP6V0B	0.274
CACNA1E	1.499
CEACAM8	0.276333333333333
PEX14	-0.1845
FLJ12993	1.1945
ZBTB38	0.340333333333333
PCTK2	0.190833333333333
LRRC16	0.3508
FBLIM1	1.09041666666667
FYCO1	1.27075
RP5-1022P6.2	0.602416666666667
CMTM1	0.522166666666667
PLTP	0.497
RAPH1	0.58
DOCK8	1.1475
EZH2	-1.72546666666667
SLC25A1	-1.3515
PLEKHB1	0.1973
GRB7	0.6449
ZFP37	-0.20575
MRPL33	-0.4375
PELO	-0.13375
ARMC1	-0.613818181818182
C9orf27	0.0497142857142857
FLJ25778	0.4805
C9orf37	-0.867833333333333
TMEM66	0.83075
SPRN	0.21325
HBEGF	1.86975
PI4KA	-1.096
LEPRE1	0.023
POU2AF1	-2.28025
MRPL12	-0.789333333333333
REP15	-0.3755
ZC3H3	0.249
RASAL1	-0.45125
DDAH1	1.6595
ACBD5	0.381375
TMC2	-0.8735
CCDC137	-1.2575
SAMD13	1.92733333333333
UGT2B15	-3.80116666666667
TIPARP	1.42
DNASE1L3	2.06625
TRIM72	0.319
DBX2	1.068
IPO8	-0.33825
C21orf88	0.9465
MAP3K14	0.9935
LOC51233	0.672666666666667
GGTLA4	-1.706
PDE6D	0.14425
ZNF117	0.02775
CLK2	-0.1265
NKRF	-1.0015
TNFSF15	1.0795
DUSP2	2.10025
SECISBP2	0.1156
GABRR2	-0.693
PPAP2C	1.5555
LOC51145	0.543
PAG1	0.38225
PIK3C3	0.03075
GNG10	0.67
APOL4	0.666833333333333
ANKRD28	-0.867375
STMN3	-1.2395
RAB14	0.9162
CDK2AP2	-0.2355
HDDC3	-0.34075
COMMD7	0.410625
CXXC1	-0.33525
HMCN1	0.604333333333333
CD40	0.9005
DYNC1LI2	-0.153875
GDI1	-0.13125
LOC646938	-0.25925
VSNL1	-1.29133333333333
PIH1D1	-0.4255
RAET1G	0.1805
KRTAP5-9	-0.5635
EFTUD2	-0.603
ZNF311	0.346833333333333
ATP6V1G3	0.24075
OR2W3	0.7355
SCN4A	0.6165
MED10	-0.936375
FAM135A	-0.4943
ARHGAP4	-0.73
EHMT2	-0.725625
UFD1L	-0.9
ERMP1	0.38025
MAG1	-0.719666666666667
THAP8	0.345166666666667
HACE1	-0.157
FAM82C	0.575
C3orf20	-0.0145
UNC84A	-0.454
SCD5	-0.0447142857142857
LASS6	1.5585
LSG1	-0.0700833333333333
MAL	-4.54875
GPR22	-0.9125
WDR5B	0.4215
ACTRT1	0.6405
C17orf60	0.810666666666667
GRIN2C	0.2323
ARMC8	-0.0951666666666667
SLC47A1	-0.780833333333333
DMPK	0.4825
DHRS13	-0.8425
SMC1A	-0.967166666666667
KRTAP17-1	0.95875
SMYD5	-0.62975
TUSC2	0.091875
CRHR2	0.1585
KIR3DL2	1.008
CCDC104	0.32725
ATP2C1	0.188125
CROT	0.65325
PABPC3	-0.489833333333333
EGR1	3.2015
THSD1	1.12725
KHK	-1.827
SLC12A2	0.402625
CD58	-0.2355
STOX2	-0.3175
CCDC76	-0.28
CCDC48	3.91525
DNAH1	0.106666666666667
ZIC4	-0.00450000000000001
OR1G1	1.2895
PSMC6	-0.535333333333333
PROKR1	0.0355
ABCB1	-0.720625
TRAT1	-0.35175
LLGL1	0.266
MTF1	1.068
USP54	0.203375
PAGE2B	-2.3705
ITGB7	-3.033
CCDC81	-0.277
LOC149837	0.0455
SCUBE1	0.187
ZSCAN10	1.2465
HUWE1	-0.380071428571429
CDH17	0.6835
CD180	0.855
IL17A	0.29
TMPO	-1.111375
KIAA1524	-1.23966666666667
HDGFRP3	0.1295
OXCT1	-2.03772727272727
RRAS2	-1.28216666666667
LTBP2	2.893
SV2B	3.36733333333333
CYP2A6	1.04025
PKD1L2	-0.525666666666667
PPM1M	1.086
FLJ22662	1.71133333333333
ZNF502	0.90325
GP6	-1.69025
CRYBA2	-1.28075
LEF1	-2.0336
CTPS	-2.17828571428571
EYA1	-2.87533333333333
EPS8L1	1.31925
MAPK14	-0.445166666666667
SERPINB2	-4.7195
GTF2F2	-0.47
ZNHIT4	-0.327
PLA1A	1.6215
C20orf114	4.69975
HPR	-2.9285
C18orf2	-2.8495
SATB2	-0.8245
KCNJ9	-0.453875
MGC157906	0.12
MOCS3	-0.2535
C17orf71	-0.635833333333333
PPHLN1	-0.1736
HIST1H2BN	-0.52375
RAPGEF1	-0.121875
MAP3K8	1.33
DLG4	0.377333333333333
STC1	2.82758333333333
CDGAP	2.07225
DDX26B	-0.99725
LOC150223	-2.266
CPSF3	-0.8875
TMEM14A	0.53275
MYH3	-1.13525
GPKOW	0.105
SULT1A1	0.0451666666666667
SPON1	4.7607
YY1AP1	1.00033333333333
RAB23	0.66925
PLA2G4A	-3.008
MAPRE3	0.31525
ZNF516	1.06457142857143
GGPS1	0.899
EXOC3L2	-0.121375
C19orf42	0.4897
MAP2K2	-0.258166666666667
HIST1H2BB	-0.24175
RNF19B	1.4465
C6orf128	0.476666666666667
TLR8	2.68675
PCDHA9	0.151
CARS2	-0.0445
CLUL1	1.47233333333333
RHAG	-3.65966666666667
UNK	-0.327
EXOC8	1.3375
C9orf95	0.32125
C14orf143	0.9225
MAML3	-0.401625
LDHA	-2.10475
MRPL20	0.416125
KLHDC6	0.454
ATP5S	-0.191666666666667
C8orf55	-0.79425
PHF19	-2.294125
KRTAP13-4	0.446
TTC5	-0.24875
XKR5	-0.42525
SILV	-4.4815
TEX28	0.4735
TCTN1	1.1915
CX40.1	-0.2045
PPP2R5C	-0.271125
C12orf30	-1.72366666666667
CAPG	2.33825
MPZL1	1.4064
ARSB	-1.012
TDH	-2.019
WASF4	0.8715
TSSK3	-0.9745
7A5	1.9505
CRISPLD1	1.392
MAD1L1	-0.735833333333333
SPIN4	-0.786166666666667
AMPD1	0.363
DPYSL5	-0.2365
INPP1	0.606666666666667
ANKRD11	-1.30883333333333
NPAS4	-0.189875
GCET2	0.0932
RNASE9	0.7635
GUCY2D	0.536833333333333
CCDC98	0.045
FGF4	-0.61675
CPM	0.0216666666666667
SLC26A4	-1.6035
PLD5	-0.29925
FAM59A	0.8416
FBXO5	-2.67411111111111
SIPA1L1	-0.095
DPYS	0.64875
ATG4D	-0.45925
TGM3	0.5605
MTCH1	-0.421
HK1	0.397214285714286
CDC26	0.193125
GALNT12	-1.85383333333333
LOC339229	-0.3325
MRPL35	-0.351
ORC4L	-0.079375
TNKS	-0.1825
C2orf24	0.325
ZNF553	0.530833333333333
GGTLA1	2.765
ZNF497	0.49375
CDY1B	0.88025
SLC30A4	-0.139625
TUB	-0.5665
ARHGEF18	0.14225
ARRB1	0.45425
KCNK1	1.780625
EREG	0.2101
SCAMP5	0.0375
RUNDC3B	1.06725
ADAMTS20	-0.521
IL17RB	-0.57225
FLJ20323	-0.8805
MCAM	0.77
POLR3E	-1.44591666666667
AQR	0.176833333333333
IPMK	0.58
CDCA7	-4.418375
CAMP	4.59725
GRHL3	1.54925
ADAMTSL2	1.94083333333333
CLMN	1.77766666666667
SSTR3	0.212
MAGEA5	-2.33066666666667
OVOL2	3.82
JMJD1B	-0.1875
RBL2	-0.076
PYGO2	1.2715
PPP1R10	0.0771666666666667
CSE1L	-1.03
LCA5	1.78075
RDH16	0.9895
ASRGL1	-1.343625
TOM1	0.277333333333333
PTX3	-4.351
TTC15	0.7
SCGB3A1	3.62116666666667
MRPL50	-0.7695
RCAN3	0.9705
SLC26A11	1.044
STYX	-0.2955
CINP	-0.08325
MARCH7	-0.15825
PFKM	-0.663166666666667
SGMS1	0.743666666666667
RIOK3	0.2189
C1orf110	0.6065
CES7	-0.128125
LOC440248	-1.71375
PPP1R12C	-0.2405
C10orf27	0.3995
ATG9A	-0.74025
MRPS26	0.4335
TMEM40	-0.45475
ELP3	-0.226
ZNF787	0.376
HIAT1	0.122
C8orf34	0.558
MGC4655	0.311
PELI1	1.11216666666667
PPT1	0.5871
SLC35C2	-0.307333333333333
C6orf125	-0.321
MUC4	-1.345
RFC4	-2.31557142857143
GNB2	0.134
NUP50	-0.699428571428572
SULT4A1	-1.05083333333333
C7	4.002
CCDC130	0.0821666666666667
ARRDC4	-0.09625
RQCD1	-0.513
GLYCTK	-0.95275
AYTL2	-0.268
MTUS1	1.3551
LEMD3	0.0373333333333333
PLEKHF2	0.6335
HOXA7	0.07025
GTF3C2	-1.709
DYNLRB2	3.1145
CNOT10	-0.2895
MR1	1.77916666666667
FFAR1	-0.13775
PRIC285	-0.14175
SLITRK6	2.32025
LIX1	-1.5996
UBE1L2	-0.717416666666667
F8	1.106625
ACHE	0.1915
KPNA5	-0.18
TNFRSF12A	0.235166666666667
EGR3	4.3295
SERPIND1	-3.20666666666667
OASL	3.179
IFRD1	-1.739625
WDFY1	0.0798333333333334
ZNF267	0.391875
ACCN5	0.716
ZBTB6	-0.5455
PPP1R3A	0.4975
PRRT3	1.60525
FBXL19	-0.5335
TXNIP	0.7355
ACTN2	1.7675
ATG9B	-0.50675
C9orf117	1.338375
IL27	0.58
RPL36AL	-0.0208333333333333
KLK15	-0.108
CHAD	2.6575
RAP2B	0.0396
HEBP2	1.012
ZNF342	-0.313
CAMK2G	-0.3685
TLR3	3.1145
FGF14	1.3055
HMGB2	-1.277625
TRPM5	-0.0923333333333333
OR5M11	0.0835
KIF3B	0.334526315789474
PRICKLE2	1.46875
MTMR9	0.300625
C3orf27	-0.003
GLRA3	-2.01333333333333
NSDHL	-0.483666666666667
TMEM32	-0.09025
POLR2D	-1.2525
MYADML	0.241
C9orf114	-1.04325
MRGPRX1	0.27
TOPORS	0.647
CLDN19	-1.3355
C1QL4	-0.394
RNF165	-1.456
DHRS9	0.456
DNAH2	0.736333333333333
FXR1	-0.668166666666667
ZMYM3	-0.99575
CASP3	0.500833333333333
FAM120C	-0.610375
SCLY	-1.1645
CA7	0.148
ENTPD5	-0.0821666666666667
ZNF461	0.023
PDIA5	-0.3015
C1orf19	0.5355
TMEM67	0.16625
KCTD20	-0.8425
WDR47	1.0065
FLJ38723	0.416
KLRF1	1.22666666666667
TAS2R16	0.7325
CLDN12	0.2185
PRKCE	0.47625
UBXD4	-0.4835
ITGAM	3.2585
GLT8D3	0.01375
WDR31	0.4771
RGS2	0.7775
OR51L1	0.344
MST1R	0.93125
KIAA1737	1.2025
OR4A5	0.001
GLIS1	-0.639166666666667
PTMA	0.160357142857143
NAPA	1.192
PRDM11	0.0545
LIPF	0.515
DIRAS3	3.585
ASGR2	-3.68025
C1QTNF4	1.04225
PIK3R4	0.276333333333333
ARMC3	2.502
NDUFV3	-0.338416666666667
BTBD3	-0.277333333333333
PPP1R2	0.309583333333333
UBE2NL	-0.71075
FOSL2	1.1515
FAM119A	-1.01683333333333
TUBA4A	-0.2273
KRTAP12-1	0.11325
SFRS2	-0.6045
RHPN1	-0.5384
EEF2	-0.614166666666667
ZDHHC11	-1.11116666666667
EPHA3	-0.6995
RBM12	0.087
H2AFJ	0.363083333333333
EDIL3	2.1015
KIF26A	-0.56025
SERGEF	0.07775
B3GALT4	2.6335
LOC90925	0.674666666666667
OSCAR	0.361125
NPFF	-0.684125
DEDD	0.922
TMEM155	0.0714999999999999
PTPN1	1.0085
SCYL2	0.153833333333333
SKAP1	3.458
LEAP2	-1.636
GADD45G	1.3675
IFITM3	1.4255
PILRB	-0.870333333333333
SLU7	0.01175
DSC3	0.2395
DNMT3L	-0.93875
PAPD5	-0.487875
B3GNT3	0.852166666666667
LHCGR	0.5155
MSL-1	-0.58675
UBE2S	-1.821875
SAP130	-0.17775
ANAPC11	0.06225
MAGED4B	-0.945
ATP6V1B2	0.640666666666667
C14orf179	1.32275
CAPZA1	-0.06875
CDYL2	-0.530666666666667
GLRX3	-0.9945
LOC136288	-0.617
MOBKL1A	-0.2625
HTR2B	3.7025
CRYGD	0.095
NUS1	-1.0505
PGRMC1	-0.4945
MYOM2	-0.0335
FLJ39653	-1.93883333333333
CHM	0.3908
OR5M8	0.0355
ZNF619	0.5895
FAM105A	1.4715
CCNL1	-0.2985
NAP1L3	1.0085
C10orf57	1.562
B3GALNT1	0.830666666666667
CSN1S2A	-0.4965
TCP10L	-0.32125
GDAP2	0.176875
DMKN	1.58416666666667
COX6B1	0.00025
DNASE2	0.785666666666667
MSH5	-2.05475
LGMN	0.3475
USP31	-0.4712
OR13C8	0.4215
SDCBP	0.309
NUDT11	-1.31016666666667
PYGL	-0.362333333333333
SNPH	-0.015
B3GNT4	-1.354
MIZF	-0.395
NUBPL	-0.467625
NOD1	0.134333333333333
CDH22	0.864
NUBP1	0.6175
DSCAM	-3.72225
DGKI	1.0865
FAM136A	-1.17075
AKAP1	-0.2005
SLC16A6	2.671
RIN3	1.038
PSG2	-0.3775
DIP2B	0.039
PSORS1C1	-0.5164
KIAA0495	-0.2865
FLJ90709	-0.270333333333333
LPA	-0.307666666666667
PIGA	-0.290833333333333
LY75	2.74
UTS2	-5.23683333333333
RREB1	-0.13175
GALNACT-2	0.4768
MGC3196	-0.43725
FLJ31568	-0.40175
LPHN1	-0.29975
SP1	0.757
TOX4	0.5005
HSPA9	-0.5505
APOBEC1	3.254
SLC35E4	-1.247
LSM5	-1.05075
SURF1	0.1285
ZBTB1	0.146583333333333
GTF2F1	-0.14825
RPS15A	0.0482142857142857
DUSP21	0.13
GINS4	-3.02783333333333
MYO15A	1.22716666666667
GIMAP7	3.675
MGC13379	0.9895
ATP6V1E2	-0.514333333333333
UTP3	0.05625
HNRPA3	-0.3786875
MT4	-0.000999999999999999
C14orf155	0.84775
U1SNRNPBP	0.558
CKLF	0.0125
PLEKHN1	-0.393333333333333
MBNL1	0.334166666666667
NUP160	-1.3615
ACSM2A	-1.558
LOC129881	-0.087
KIAA1529	0.188
FLJ22639	-1.48175
HAND1	-1.4205
GSX1	-0.242
FGA	-3.8523125
SERPINB1	1.20625
ZNF642	0.46975
IGFBP1	-7.831875
SLC1A1	-0.42425
DHX57	-0.406375
ZNF766	0.494
PTPN21	0.2596
GDPD3	-1.56733333333333
PNPLA5	-0.313
TBR1	0.603333333333333
FAM116A	0.2985
IQGAP1	0.857125
FOS	3.431
ZNF226	0.20925
FIGNL1	-1.31166666666667
C14orf1	0.0576666666666667
ZMYND17	-0.1095
PUS7	-1.70666666666667
TUBB6	-0.353125
KCNQ2	-1.35575
MARCH6	-0.454916666666667
CCDC33	0.3565
PRODH	-0.12275
RBM11	4.086
EPHA6	0.399571428571429
SLC43A1	-0.20575
LOC196541	0.386714285714286
NTN1	0.899416666666667
ING4	0.3225
PCDHB10	0.99325
DPH2	-1.00716666666667
SPACA4	0.039
FBXL21	-4.507
DIAPH1	-0.673333333333333
ZNF71	0.4685
CEP76	-0.7315
CORO1A	-0.00675
RRM2	-2.768625
EDG4	0.91075
OS9	0.125833333333333
SLC4A1AP	-0.225
COG5	-0.15025
COPS8	-0.07025
NGLY1	-0.7305
NCBP2	-0.525375
C17orf42	-0.715
GPSM3	0.942875
SIL1	0.411166666666667
ASB6	-0.31375
SMAD5OS	-0.6215
UNC93A	-2.9795
A1BG	0.126833333333333
C21orf62	0.4865
FMO5	1.66558333333333
ATRIP	0.936833333333333
CEBPG	-0.418833333333333
C7orf38	-0.0245
TNFRSF1B	1.28466666666667
CLEC1A	2.21483333333333
IQSEC1	0.10975
PATZ1	0.3686
RBM22	0.68525
BAG2	-1.06133333333333
PAQR5	-2.469
C9orf127	0.5077
THNSL1	-0.49825
SHROOM3	2.3038
JAM2	2.33475
SNRPN	-2.2575
ALX4	0.215
CACNA1S	0.316
FAM130A1	1.4625
CORIN	3.1085
CD300LB	0.569
PLEKHG6	1.002
LRRC40	-0.46225
PCLKC	-1.02625
PCDHB16	1.10133333333333
WNT2B	0.789666666666667
ASNS	-3.00733333333333
MRPL49	-0.3395
FLJ46111	-0.42975
ISG20	0.35875
SMU1	-0.403666666666667
CASZ1	0.577
POLR1D	-0.2055
GIN1	0.096
SNAG1	0.493833333333333
ANKRD29	-0.91325
CDKN2AIP	0.1505
KRR1	-0.1735
CXCL1	-2.30966666666667
EPM2A	-0.2554
PC	0.430166666666667
DEFB127	0.77
PDZRN4	1.395
FAH	0.61625
OR51E1	1.7985
CDC2L6	0.1635
DNTTIP1	0.15575
PAX8	-0.9265
TMEM116	-0.313
C1orf150	0.5785
PRO2012	0.692
MRPL40	-0.8355
BEX1	-3.45844444444444
SLC2A4	-0.324333333333333
PKMYT1	-2.08975
FEZF2	0.3135
SLC26A9	-1.0965
MAP2	0.115363636363636
LYL1	-0.552
SLC25A19	-1.02866666666667
NOS3	0.2335
ZNF34	0.6195
TMPRSS11F	-0.15075
FAM43A	0.13575
FCRL4	0.584333333333333
KLF14	0.08425
FLRT2	1.03666666666667
WRN	-1.228
SDF2	0.8587
KRT8P12	-0.40175
C6orf195	0.3215
C9orf125	-0.808333333333333
DZIP3	-0.052875
RIT1	0.900333333333334
SCML1	-1.6015
RHBDF2	0.4155
OR2G3	0.644
REXO1L1	-0.323
MAP3K7IP3	-0.35875
C3orf57	-3.417
FBXW11	-0.901833333333333
ETAA1	-0.742
C14orf131	-0.1827
AKT1S1	-0.3565
SLC12A5	-1.4765
C9orf164	0.327
NRIP3	-0.390125
NOS1AP	0.511
TMEM121	1.48625
SAP30BP	-0.0478
DGCR6	0.04925
WDR76	-1.175
FAM82B	-0.568416666666667
LOC606495	-0.1195
MAP9	2.09008333333333
BCDIN3D	0.9265
CXorf36	3.39433333333333
DSCR3	-0.4588
ZFAND3	0.39525
C7orf43	0.204666666666667
SPSB3	0.7743
C19orf19	0.347
FAM133A	-1.247
C12orf25	0.26375
SLC39A3	-0.50875
DISP2	-0.31875
PI4KAP2	-2.2435
MKRN3	-1.932
ADAMTS13	-0.78075
CBLN3	0.2064
TTYH1	-1.2595
C3orf18	1.36775
FLJ13236	0.88125
ZMYND12	3.75125
C18orf25	0.2985
GLB1L3	-1.068
ATP13A5	0.317
RANBP10	-0.54525
CD96	-0.2441
DENND1C	0.195
RBMS3	1.2329
SLC41A3	0.147333333333333
DGCR6L	-0.1255
TMEM128	0.5775
CSNK1G3	0.491214285714286
MOBKL2C	1.12825
TSPAN6	-0.51775
MATN2	-0.6787
MSL2L1	0.100333333333333
ST6GALNAC2	0.5185
FGFBP2	0.895125
FGL1	-6.61033333333333
MPP3	0.286
ARHGEF6	0.8855
TGFBR2	1.091625
ACMSD	2.02975
IL33	4.556
C9orf5	-0.312
DEAF1	-0.0858
AMN	0.4015
DEFA6	-0.2175
RNF212	-1.306
METT5D1	-0.0103333333333333
CIB1	0.7557
TSSK1B	-0.31
KIAA1727	1.08325
ZNF680	-0.0625000000000001
LOC399900	-1.753
LOC152217	-0.660833333333333
CTNNAL1	-2.8985
CIT	-1.76316666666667
TLE6	1.5495
ZNF607	-1.21075
HERC4	-1.31583333333333
DRAP1	-0.1187
PEMT	0.07625
C10orf111	-0.174
ZNF575	1.316
KCTD7	-0.187
MYO1F	1.085625
LOC285382	0.82325
RAB11A	0.902
PLCD3	-0.48175
C15orf28	-0.03825
PTBP2	-0.134625
CTB-1048E9.5	-0.548375
C19orf60	-0.163
C7orf25	0.258166666666667
SETD7	0.901625
HOXB9	-4.34
VANGL1	-0.0291875
CHAF1B	-2.25925
NDUFA3	0.464
KIAA1328	0.340833333333333
SHARPIN	-0.09975
TTC23	0.41725
UGP2	0.272666666666667
ANKIB1	0.2563
CIRBP	1.29142857142857
SEC14L4	-2.92433333333333
OVCH1	0.272833333333333
VPS52	-0.28575
FAT	-0.736
M6PRBP1	0.037
GPRIN3	0.9165
PPM1F	-1.04083333333333
TSR1	-0.7425
CCDC85A	2.17075
PCSK5	2.6035
ZFHX3	-0.0715
HEMK1	-0.1959
PGBD2	0.72025
RSRC2	-0.1635
AURKC	-1.50233333333333
SCRIB	-0.52575
ORM2	-3.43233333333333
FAM115A	-0.2071
FZD6	-1.27
UNC119	0.00683333333333333
GPX3	0.8342
NOV	-0.067
CABC1	0.3175
CDC42SE2	0.0084375
EIF2S2	-0.5362
RNF130	1.02875
CKAP5	-1.08
RP11-413M3.2	0.65225
C10orf18	0.405
TMEM93	-0.37775
DYX1C1	2.36
KCNMB2	-1.738625
ANK3	1.44033333333333
KRT5	-0.8895
CDH12	-1.36142857142857
QRSL1	-1.27
JUB	-0.413
SHC4	-1.854
CCL15	2.277
CCDC22	-0.274
SNX24	0.507
RARS	-0.608
MORC2	-0.2855
FAM48A	0.22975
MT1H	-1.7075
PPP1R14C	-1.84566666666667
FOXD1	-2.17114285714286
C1orf213	-1.9465
AMT	-1.4869
DSN1	-1.5305
PTPLAD2	3.7505
DIS3L	-0.428
RASL11A	1.779
GPRC5B	-0.054
FRMD7	0.741
STRN4	0.313
KITLG	1.91345454545455
HDGF	0.427
OR1S1	0.0295
SETX	0.1472
DDR2	1.183625
KCTD12	2.6605
LYZL2	-0.956
WDR52	0.14
TMEM2	0.897625
ZNF579	0.812
LOC200810	0.1445
TNFSF9	-1.575625
PPFIA4	-3.253
CNIH3	1.2365
MAP4K4	-0.878785714285714
ROD1	0.1975
ALS2CR12	-0.726166666666667
DOCK3	-1.0575
PAQR9	-3.39025
ASB17	1.05383333333333
STX16	-1.4805
FEZ2	0.371666666666667
DLAT	-0.490166666666667
KIF21B	-1.43766666666667
CDC5L	-0.69925
TMEM119	1.65166666666667
CRIP3	-1.6545
TPSD1	0.432333333333333
TEPP	0.27525
GNGT2	1.36425
C21orf121	1.677
WNK1	-0.1865
FLJ10490	0.4611
OR51B5	-2.0905
LOC203547	-0.891625
HAS1	2.6085
PPA1	-0.428333333333333
ST7	-0.22125
C11orf46	0.4676
POPDC3	-3.6515
ACOX2	5.299
ATCAY	-0.570166666666666
TM4SF19	-0.53
MFSD9	-0.495333333333333
PDHB	0.148
ERN1	-0.20875
LCE3C	-0.032
GPR111	-0.2695
NOTCH3	2.33683333333333
ADAMTS5	3.313
B3GALT1	-0.90325
UGCGL1	-0.5165
FAM58A	0.15
FBXO32	0.8325
CLPP	-0.46925
NXPH1	-1.44075
MTMR3	0.146333333333333
ATP1B3	-1.112625
TMEM16A	4.008
HIST1H3F	0.265833333333333
TRIM25	-0.415833333333333
SDCBP2	1.984
CRKL	-1.504375
HOXB2	2.77966666666667
ANP32B	-0.9425
GATM	4.196
AP4E1	0.00774999999999997
EDG5	0.203375
CDKN3	-2.40433333333333
CDH4	-2.742
PGD	-0.907833333333333
RND1	0.929
GAD1	2.5116
MPG	0.224375
LOC440350	-0.3685
ZNF133	0.2355
SERPINB12	-0.28
AMELY	0.530166666666667
DHX36	-0.60275
TNFAIP8L2	3.21133333333333
PHTF2	-0.298555555555555
CCDC112	-0.773333333333333
IQCC	-0.4075
HEYL	3.77133333333333
FTSJ2	-0.8375
APPL1	0.891375
RAB43	0.0608571428571429
OR10G2	-0.2455
WAC	0.2755
ADCY9	0.511375
RUNDC2B	0.422166666666667
PYCRL	-0.2652
AGPAT7	-0.542333333333333
SLC22A9	-1.5902
CDKAL1	-0.553
PDYN	-1.0155
C20orf74	0.64225
MTMR11	2.336
VAV3	3.77316666666667
DAPL1	-0.0595
STXBP3	0.67
EIF3G	-0.081
ARHGAP22	-0.65775
NPFFR1	-0.012
NPC1	-0.4425
ALDH9A1	2.0105
ZNF600	-0.134625
ZNF678	0.485166666666667
RASSF1	0.0701666666666667
ADD2	-2.074
PITPNB	-0.486875
PKD2L2	0.0005
LRP11	-0.515
CDKL1	0.221
SMEK2	0.0455
PRODH2	-3.21066666666667
C11orf54	-0.105333333333333
SFRS11	-0.356833333333333
IL7	0.430666666666667
ALS2CR16	1.191
BTG3	-1.3725
PAK2	0.151333333333333
RP11-679B17.1	-0.142
GATA4	-1.62966666666667
ATP2B1	-0.9145
LOC130940	1.745
C1orf172	2.39683333333333
ATF7IP2	-0.371
SLC25A43	-0.172333333333333
CENTG3	-0.0569166666666667
IGF2BP1	-3.8432
FCHSD1	-0.035
CAMK2N2	1.29416666666667
ELAVL3	-0.0328
NBPF15	-0.3745
UBE2J2	0.106
GNL2	-0.783
PRR3	-0.5381
NLF2	1.1255
OR4F6	0.2925
KLHL24	0.834833333333333
CCDC88A	-1.2286
SGPP1	-0.779666666666667
C10orf11	0.717333333333333
SLC35B4	-1.17716666666667
UGT3A2	-0.4315
ARNT2	-0.2815
CBR1	-1.4785
ITPR3	-1.09416666666667
TRAPPC6B	-0.08
AMZ1	2.7455
ARP11	1.05475
WDSUB1	0.87525
APBA1	0.374833333333333
RAB2A	0.3968
C6orf162	-0.418
HPSE2	0.51725
PLCE1	-0.67575
INSL3	0.61725
DLG1	-0.218
PTPLA	-2.6655
PIGX	-0.122125
TFIP11	-0.008
FIBIN	3.682
POLR2G	-0.36775
GRAP2	-1.8344
DNAJB8	-0.701
CNBP	-0.1685
WASF1	-1.6775
INPP5E	-1.0668
HSPB1	0.834875
TMEM167	-0.1064
CUBN	0.5065
IGF1	3.9826875
ITPK1	0.3339
NAALAD2	-0.80475
G3BP1	-0.5159
NT5DC1	0.74525
CYP39A1	0.035
TMEM139	0.386333333333333
POLK	-0.2419
GLULD1	-1.113
RBM15	-1.2415
AMZ2	0.06875
GDF15	-1.65566666666667
MESDC2	-0.089
INCA	0.859666666666667
ACY1L2	-2.295
GZMM	-0.585833333333333
PAIP1	0.05925
CACNA2D1	1.50175
STK32C	-0.867666666666667
SH3BP4	0.460833333333333
DEC1	-0.2555
PADI1	-0.168
UBB	0.3099
PON3	-2.03916666666667
PROP1	0.671
ANKRD13B	-0.5575
ADCK1	-0.4905
TCF25	-0.282583333333333
SLC38A5	-2.12575
CXorf26	-0.333666666666667
C19orf39	0.19575
PPP1R13B	0.28775
ARL2	-0.6805
TCL6	0.0583636363636364
TOP3A	-0.7175
SLC16A14	0.6145
FXYD6	1.8885
HIST1H4E	0.2385
BBC3	0.610947368421053
UNC5A	-0.4905
FAM86C	-0.5936
PI4KB	1.119125
B3GAT1	-2.635
SUSD2	1.5605
OAZ2	-0.0271666666666667
NOC4L	-0.45175
C10orf12	0.005
FADS1	-3.28283333333333
LOC144097	-0.69775
DKK2	1.464
KIAA1949	0.511
RHOT1	-0.0442
OXT	1.52783333333333
GPR153	1.04575
ARL4A	-1.55066666666667
SAAL1	-1.8485
CCDC64	-0.3025
USE1	0.0153333333333333
HNMT	1.13433333333333
PCGF3	0.00993750000000003
CYP2C19	0.2665
C20orf4	0.6025
CCDC11	0.71375
ACSBG2	-0.1115
RWDD2A	0.1435
PALLD	2.835
CPLX4	0.485
LOC492311	1.268
KPNA2	-1.9515
MACROD1	-0.6379
TMCO3	-0.308666666666667
