Hybridization REF	TCGA-A8-A08L-01A-11R-A00Z-07
RY1	0.2995
ATAD2B	0.860375
ARHGAP17	0.1631
KCNIP3	-0.487
SFPQ	0.545625
GFRA4	0.164333333333333
AKR1B10	0.73425
TIGD6	1.76066666666667
RGS16	1.444
URB1	-0.102666666666667
OR4C46	0.026
TOP3B	-0.64
NFATC4	1.4105
CA14	-4.5305
BMPR1A	-0.0381666666666667
SNRP70	-0.47
PRL	-0.681363636363636
C6orf130	-0.52425
STAG2	0.1795
CD55	-1.64930769230769
RPS23	-0.693666666666667
SSX2	-0.5046
FDPSL2A	-0.002
FBXO27	0.66775
SYNGR3	-0.9155
TMSL3	1.1935
EML1	-0.0805
NUP93	-0.786583333333333
SMAD3	-0.9777
KIAA1189	-0.0776666666666666
HNRPUL2	0.787666666666667
TBC1D12	0.0805
C16orf24	0.7455
MRVI1	1.86383333333333
ZNF581	-0.499333333333333
ELOVL3	0.778
OR51Q1	0.6075
CACNB3	1.4465
GALNT13	-1.57942857142857
C10orf84	0.2713125
NEDD4	-0.686
SPO11	-0.0645
OR5AU1	0.622
NEK4	-0.333857142857143
PRKAR2A	-0.937666666666667
IHPK1	-0.489166666666667
ATP6V0B	1.037625
CACNA1E	0.6555
CEACAM8	1.63283333333333
PEX14	0.0515
FLJ12993	0.894
ZBTB38	0.201916666666667
PCTK2	-0.352166666666667
LRRC16	1.8119
FBLIM1	1.20341666666667
FYCO1	-0.08975
RP5-1022P6.2	-1.33633333333333
CMTM1	-0.3465
PLTP	0.291
RAPH1	1.683875
DOCK8	0.745875
EZH2	-0.1614
SLC25A1	-0.14
PLEKHB1	-0.4009
GRB7	1.5339
ZFP37	0.92475
MRPL33	0.18475
PELO	-0.05525
ARMC1	0.466909090909091
C9orf27	0.245
FLJ25778	-0.222
C9orf37	-1.22733333333333
TMEM66	0.81175
SPRN	0.60225
HBEGF	0.688375
PI4KA	-0.1455
LEPRE1	-0.18825
POU2AF1	-2.469375
MRPL12	-0.5035
REP15	-1.5805
ZC3H3	0.398
RASAL1	-0.7355
DDAH1	0.98275
ACBD5	-0.377
TMC2	0.5085
CCDC137	0.05875
SAMD13	-0.0611666666666667
UGT2B15	-3.11016666666667
TIPARP	-0.53225
DNASE1L3	0.4365
TRIM72	-0.3585
DBX2	1.8025
IPO8	0.23225
C21orf88	-0.6025
MAP3K14	0.474
LOC51233	0.372
GGTLA4	1.56775
PDE6D	0.651
ZNF117	0.1385
CLK2	-0.332875
NKRF	-0.56225
TNFSF15	-0.0384
DUSP2	0.710375
SECISBP2	0.5438
GABRR2	-0.0595
PPAP2C	2.66125
LOC51145	0.0816
PAG1	-0.163
PIK3C3	0.27875
GNG10	-0.3465
APOL4	0.576666666666667
ANKRD28	-0.49725
STMN3	1.5761
RAB14	0.9254
CDK2AP2	0.1185
HDDC3	-0.428375
COMMD7	0.623
CXXC1	-0.02875
HMCN1	-0.896
CD40	0.513
DYNC1LI2	1.225875
GDI1	0.91125
LOC646938	-0.417
VSNL1	-2.87766666666667
PIH1D1	-0.5235
RAET1G	2.5325
KRTAP5-9	-0.324
EFTUD2	-0.23025
ZNF311	-0.760833333333333
ATP6V1G3	-1.06566666666667
OR2W3	-0.66
SCN4A	-0.06775
MED10	-0.911625
FAM135A	0.5492
ARHGAP4	-0.6825
EHMT2	-0.345625
UFD1L	-0.0425
ERMP1	-0.03325
MAG1	-1.73916666666667
THAP8	0.547333333333333
HACE1	1.4725
FAM82C	-0.193166666666667
C3orf20	0.311
UNC84A	-0.8265
SCD5	0.0446923076923077
LASS6	2.72875
LSG1	0.566833333333333
MAL	-4.86625
GPR22	1.308
WDR5B	1.9235
ACTRT1	null
C17orf60	0.0105
GRIN2C	0.3591
ARMC8	0.8335
SLC47A1	-2.904
DMPK	-0.21975
DHRS13	-0.318
SMC1A	0.498
KRTAP17-1	0.6265
SMYD5	-0.47525
TUSC2	-0.105375
CRHR2	0.339
KIR3DL2	0.68
CCDC104	0.40725
ATP2C1	1.87975
CROT	-0.34825
PABPC3	0.501
EGR1	-0.2605
THSD1	-0.2185
KHK	-1.52825
SLC12A2	3.6655
CD58	-1.15
STOX2	1.146
CCDC76	-1.2917
CCDC48	5.1015
DNAH1	-0.367333333333333
ZIC4	1.3415
OR1G1	-1.218
PSMC6	-0.153
PROKR1	-0.3505
ABCB1	-1.228625
TRAT1	0.02925
LLGL1	0.37
MTF1	1.81975
USP54	0.10225
PAGE2B	-3.905
ITGB7	-3.7395
CCDC81	0.1615
LOC149837	-0.068
SCUBE1	0.548
ZSCAN10	0.7855
HUWE1	0.121571428571429
CDH17	1.6255
CD180	0.55275
IL17A	0.0995
TMPO	-0.15875
KIAA1524	-0.7054
HDGFRP3	0.241166666666667
OXCT1	0.436454545454545
RRAS2	-1.767
LTBP2	1.360625
SV2B	0.597833333333333
CYP2A6	0.333125
PKD1L2	-0.672833333333333
PPM1M	-0.082
FLJ22662	1.88416666666667
ZNF502	-1.20775
GP6	-0.7775
CRYBA2	3.37525
LEF1	-2.3997
CTPS	-1.16857142857143
EYA1	-3.1065
EPS8L1	1.14475
MAPK14	-0.505166666666667
SERPINB2	-4.541875
GTF2F2	-0.8805
ZNHIT4	-0.3555
PLA1A	0.338375
C20orf114	2.6055
HPR	-4.5555
C18orf2	-2.738
SATB2	-3.24925
KCNJ9	0.134875
MGC157906	0.4795
MOCS3	0.544
C17orf71	0.485166666666667
PPHLN1	0.1862
HIST1H2BN	-0.2535
RAPGEF1	0.0185
MAP3K8	-0.3935
DLG4	-0.0921666666666667
STC1	0.397333333333333
CDGAP	0.983
DDX26B	0.000249999999999986
LOC150223	-1.575
CPSF3	0.274833333333333
TMEM14A	1.17325
MYH3	-1.1505
GPKOW	-0.083
SULT1A1	-0.306666666666667
SPON1	2.7639
YY1AP1	0.472333333333333
RAB23	-0.4875
PLA2G4A	-4.53625
MAPRE3	-0.476
ZNF516	-0.0934285714285714
GGPS1	1.673
EXOC3L2	-0.161875
C19orf42	0.5779
MAP2K2	0.0383333333333333
HIST1H2BB	0.50475
RNF19B	1.2775
C6orf128	0.977166666666667
TLR8	3.723
PCDHA9	1.443
CARS2	0.87425
CLUL1	2.507
RHAG	-3.9955
UNK	-0.0345
EXOC8	1.2674
C9orf95	1.03325
C14orf143	0.173166666666667
MAML3	-0.214
LDHA	-1.9725
MRPL20	0.91825
KLHDC6	1.79033333333333
ATP5S	-0.3335
C8orf55	-0.00675
PHF19	-1.343
KRTAP13-4	0.431
TTC5	0.29625
XKR5	0.208
SILV	-4.60466666666667
TEX28	-0.092
TCTN1	-0.39975
CX40.1	-0.53125
PPP2R5C	0.1555
C12orf30	-0.867666666666667
CAPG	1.508
MPZL1	0.5291
ARSB	-1.20433333333333
TDH	-1.021
WASF4	1.414
TSSK3	-0.035
7A5	-1.7375
CRISPLD1	-0.918625
MAD1L1	-1.1035
SPIN4	0.701833333333333
AMPD1	-0.563
DPYSL5	1.094
INPP1	-0.768666666666667
ANKRD11	-0.351111111111111
NPAS4	-0.312
GCET2	0.2629
RNASE9	-0.254
GUCY2D	0.390333333333333
CCDC98	-1.2165
FGF4	-0.49425
CPM	-0.778833333333333
SLC26A4	-2.01833333333333
PLD5	-0.9215
FAM59A	1.898
FBXO5	0.169555555555556
SIPA1L1	-1.040875
DPYS	0.37325
ATG4D	0.3615
TGM3	0.905
MTCH1	-0.533
HK1	-0.546071428571429
CDC26	0.467
GALNT12	-2.81833333333333
LOC339229	-0.4445
MRPL35	-0.21425
ORC4L	-0.2045
TNKS	-0.0602857142857143
C2orf24	0.449166666666667
ZNF553	0.6615
GGTLA1	2.0489
ZNF497	-0.67475
CDY1B	1.3765
SLC30A4	1.514625
TUB	-0.87275
ARHGEF18	0.3045
ARRB1	-0.54975
KCNK1	2.05925
EREG	-0.2811
SCAMP5	0.17775
RUNDC3B	0.2325
ADAMTS20	-0.870333333333333
IL17RB	0.08875
FLJ20323	-1.433
MCAM	0.68725
POLR3E	-1.92233333333333
AQR	0.114
IPMK	-0.00449999999999999
CDCA7	-1.833875
CAMP	3.2365
GRHL3	0.22275
ADAMTSL2	0.528833333333333
CLMN	1.33566666666667
SSTR3	0.2345
MAGEA5	-2.412
OVOL2	3.4905
JMJD1B	0.22925
RBL2	-0.1824
PYGO2	1.166
PPP1R10	0.9185
CSE1L	-0.9075
LCA5	2.00825
RDH16	-0.253
ASRGL1	-0.32825
TOM1	-0.0481666666666667
PTX3	-6.18375
TTC15	0.40975
SCGB3A1	0.206833333333333
MRPL50	-0.4855
RCAN3	1.24275
SLC26A11	0.76725
STYX	0.422333333333333
CINP	-0.65125
MARCH7	0.42
PFKM	-0.338
SGMS1	-0.590333333333333
RIOK3	-0.3646
C1orf110	1.455
CES7	0.518142857142857
LOC440248	-2.563
PPP1R12C	-0.28225
C10orf27	0.4305
ATG9A	-0.31375
MRPS26	0.08275
TMEM40	1.543
ELP3	-0.0678
ZNF787	0.6551
HIAT1	-0.131
C8orf34	0.393666666666667
MGC4655	0.5976
PELI1	0.992833333333333
PPT1	0.162333333333333
SLC35C2	-0.0871666666666667
C6orf125	-0.257
MUC4	-0.434333333333333
RFC4	-0.183428571428571
GNB2	0.796166666666667
NUP50	0.723214285714286
SULT4A1	0.00266666666666666
C7	0.82675
CCDC130	0.2835
ARRDC4	1.396
RQCD1	-0.0255
GLYCTK	-1.28975
AYTL2	0.0755454545454546
MTUS1	0.1535
LEMD3	1.29366666666667
PLEKHF2	2.7205
HOXA7	-0.1485
GTF3C2	-0.7885
DYNLRB2	4.02725
CNOT10	-0.61725
MR1	-0.224666666666667
FFAR1	-0.34075
PRIC285	0.2165
SLITRK6	2.661
LIX1	-2.5962
UBE1L2	-0.695833333333333
F8	0.883125
ACHE	0.0344
KPNA5	-0.46875
TNFRSF12A	-1.9105
EGR3	-0.8635
SERPIND1	-3.30516666666667
OASL	1.82375
IFRD1	-1.975
WDFY1	0.270166666666667
ZNF267	0.06
ACCN5	-0.0845
ZBTB6	0.61975
PPP1R3A	-0.6085
PRRT3	1.6225
FBXL19	-0.228
TXNIP	0.993285714285714
ACTN2	5.411
ATG9B	0.16875
C9orf117	0.556125
IL27	-0.577
RPL36AL	-0.4
KLK15	-0.376
CHAD	0.3775
RAP2B	-0.0954
HEBP2	2.38475
ZNF342	0.9425
CAMK2G	-0.978
TLR3	-0.264
FGF14	-0.174
HMGB2	-0.565
TRPM5	-0.124333333333333
OR5M11	0.5305
KIF3B	1.02147368421053
PRICKLE2	0.0905
MTMR9	-0.5205
C3orf27	0.05925
GLRA3	-1.1035
NSDHL	-0.213
TMEM32	0.22075
POLR2D	-0.0414166666666667
MYADML	0.056
C9orf114	-0.86675
MRGPRX1	-0.417
TOPORS	1.10475
CLDN19	-1.00625
C1QL4	-0.051
RNF165	0.3815
DHRS9	1.30675
DNAH2	1.90166666666667
FXR1	-0.175833333333333
ZMYM3	-0.9685
CASP3	0.190833333333333
FAM120C	-0.139125
SCLY	-1.4695
CA7	0.027
ENTPD5	-0.585
ZNF461	-0.3485
PDIA5	0.37425
C1orf19	0.298666666666667
TMEM67	0.589
KCTD20	-0.43825
WDR47	0.47
FLJ38723	2.1815
KLRF1	1.60733333333333
TAS2R16	0.4855
CLDN12	-0.07075
PRKCE	-0.2615
UBXD4	-0.36225
ITGAM	2.11716666666667
GLT8D3	0.375875
WDR31	1.4882
RGS2	0.183
OR51L1	0.282
MST1R	-0.58075
KIAA1737	0.16075
OR4A5	null
GLIS1	-1.574
PTMA	1.44871428571429
NAPA	0.53425
PRDM11	-0.10275
LIPF	0.99
DIRAS3	2.527
ASGR2	-3.946625
C1QTNF4	-0.1605
PIK3R4	0.955
ARMC3	2.622
NDUFV3	0.220083333333333
BTBD3	-0.4085
PPP1R2	0.759666666666667
UBE2NL	-0.69
FOSL2	0.311071428571429
FAM119A	-0.812833333333333
TUBA4A	-0.2223
KRTAP12-1	0.035
SFRS2	-0.089
RHPN1	0.1596
EEF2	-0.264333333333333
ZDHHC11	1.58166666666667
EPHA3	-1.5128
RBM12	-0.057
H2AFJ	0.271583333333333
EDIL3	0.867
KIF26A	-0.58275
SERGEF	-1.341
B3GALT4	1.65425
LOC90925	0.764333333333333
OSCAR	-0.23525
NPFF	0.305125
DEDD	0.42
TMEM155	-0.671875
PTPN1	0.44775
SCYL2	-0.00616666666666666
SKAP1	1.5005
LEAP2	-2.419
GADD45G	1.5865
IFITM3	-0.295375
PILRB	-1.20766666666667
SLU7	-0.439875
DSC3	-0.79525
DNMT3L	-0.101
PAPD5	0.164
B3GNT3	-1.134
LHCGR	0.312
MSL-1	0.87225
UBE2S	-0.52125
SAP130	0.3345
ANAPC11	0.8285
MAGED4B	0.343
ATP6V1B2	0.121
C14orf179	0.318
CAPZA1	-0.62475
CDYL2	-0.0186666666666667
GLRX3	-0.516
LOC136288	1.27975
MOBKL1A	-0.3445
HTR2B	1.59175
CRYGD	0.8644
NUS1	-0.436833333333333
PGRMC1	0.677
MYOM2	1.911
FLJ39653	-1.4035
CHM	-0.4637
OR5M8	0.0765
ZNF619	-0.607
FAM105A	0.6065
CCNL1	-1.13725
NAP1L3	-1.05925
C10orf57	2.66516666666667
B3GALNT1	2.2825
CSN1S2A	-0.033
TCP10L	0.3835
GDAP2	-0.3505
DMKN	-1.84633333333333
COX6B1	0.30775
DNASE2	0.7125
MSH5	-1.94975
LGMN	-0.02675
USP31	0.0443
OR13C8	0.56
SDCBP	0.073
NUDT11	-1.43866666666667
PYGL	-3.0865
SNPH	0.0813333333333334
B3GNT4	0.1935
MIZF	-0.5463
NUBPL	0.230625
NOD1	0.246666666666667
CDH22	-0.3935
NUBP1	0.158
DSCAM	-3.783
DGKI	-0.2475
FAM136A	-0.456
AKAP1	0.645166666666667
SLC16A6	-1.135
RIN3	-0.0715
PSG2	0.3765
DIP2B	0.191833333333333
PSORS1C1	-0.1119
KIAA0495	-0.202
FLJ90709	-0.893666666666666
LPA	-0.041
PIGA	-0.150333333333333
LY75	1.3225
UTS2	-3.26983333333333
RREB1	-0.234875
GALNACT-2	-0.2199
MGC3196	-0.2345
FLJ31568	2.481
LPHN1	-0.092875
SP1	0.494375
TOX4	0.179
HSPA9	0.611
APOBEC1	-0.8885
SLC35E4	-0.672
LSM5	-0.424
SURF1	0.17875
ZBTB1	0.0881666666666667
GTF2F1	-0.010125
RPS15A	-0.584571428571429
DUSP21	0.7202
GINS4	-3.23683333333333
MYO15A	-0.997166666666667
GIMAP7	4.283
MGC13379	0.1365
ATP6V1E2	0.3952
UTP3	-0.14725
HNRPA3	0.7576875
MT4	-0.172
C14orf155	0.528666666666667
U1SNRNPBP	-0.248
CKLF	0.344
PLEKHN1	0.8215
MBNL1	-0.466916666666667
NUP160	-0.83025
ACSM2A	-0.68125
LOC129881	0.5945
KIAA1529	-2.05475
FLJ22639	-0.9655
HAND1	0.029
GSX1	0.014
FGA	-3.892
SERPINB1	-0.78475
ZNF642	0.82475
IGFBP1	-7.989875
SLC1A1	0.1685
DHX57	0.489875
ZNF766	1.133
PTPN21	-1.14388888888889
GDPD3	-1.02183333333333
PNPLA5	0.0275
TBR1	-0.241333333333333
FAM116A	-0.5605
IQGAP1	0.493375
FOS	0.562625
ZNF226	-1.02875
FIGNL1	0.243833333333333
C14orf1	0.281666666666667
ZMYND17	-1.879
PUS7	-0.727
TUBB6	-0.769125
KCNQ2	-1.2035
MARCH6	0.536916666666667
CCDC33	0.1435
PRODH	1.43775
RBM11	2.192
EPHA6	-0.0545714285714286
SLC43A1	-1.60175
LOC196541	-0.5916
NTN1	0.810166666666667
ING4	0.3995
PCDHB10	1.63175
DPH2	-0.450333333333333
SPACA4	0.77925
FBXL21	-2.516
DIAPH1	-0.078
ZNF71	1.17466666666667
CEP76	-0.7585
CORO1A	-0.10525
RRM2	-0.2165
EDG4	1.22075
OS9	0.342833333333333
SLC4A1AP	0.1975
COG5	-0.17925
COPS8	0.56325
NGLY1	-1.41925
NCBP2	0.360625
C17orf42	-0.348666666666667
GPSM3	0.44325
SIL1	-0.0156666666666667
ASB6	-0.033
SMAD5OS	1.4445
UNC93A	-1.662
A1BG	0.0485
C21orf62	0.226
FMO5	-1.55316666666667
ATRIP	-0.593666666666667
CEBPG	0.342166666666667
C7orf38	-0.4065
TNFRSF1B	1.1275
CLEC1A	0.748
IQSEC1	0.554875
PATZ1	1.7995
RBM22	1.392625
BAG2	-3.49116666666667
PAQR5	-2.579
C9orf127	0.3673
THNSL1	-0.14525
SHROOM3	2.4658
JAM2	0.332
SNRPN	-2.228
ALX4	-0.3
CACNA1S	-0.254
FAM130A1	1.4295
CORIN	0.74
CD300LB	0.9425
PLEKHG6	0.785
LRRC40	-1.186
PCLKC	-0.53075
PCDHB16	-0.5855
WNT2B	-0.279333333333333
ASNS	-0.685222222222222
MRPL49	-0.004375
FLJ46111	-0.7375
ISG20	-0.04625
SMU1	0.240333333333333
CASZ1	0.3055
POLR1D	-0.89325
GIN1	-0.6335
SNAG1	0.526
ANKRD29	-1.72675
CDKN2AIP	-0.088
KRR1	0.00825
CXCL1	-4.06283333333333
EPM2A	1.059
PC	0.118333333333333
DEFB127	1.1
PDZRN4	1.731
FAH	-0.687375
OR51E1	0.3865
CDC2L6	1.0655
DNTTIP1	-0.21825
PAX8	-1.11175
TMEM116	-0.11725
C1orf150	-0.138
PRO2012	0.0326666666666667
MRPL40	-0.685833333333333
BEX1	-1.258
SLC2A4	-0.918833333333333
PKMYT1	-0.85025
FEZF2	0.0575
SLC26A9	-1.1025
MAP2	0.09025
LYL1	-1.32725
SLC25A19	-0.0923333333333333
NOS3	0.5105
ZNF34	1.00416666666667
TMPRSS11F	-1.372
FAM43A	0.306
FCRL4	-0.452333333333333
KLF14	0.1485
FLRT2	-1.504
WRN	-0.58975
SDF2	0.8279
KRT8P12	-0.42375
C6orf195	-1.314
C9orf125	-1.90716666666667
DZIP3	0.613625
RIT1	0.230916666666667
SCML1	-2.49833333333333
RHBDF2	0.303875
OR2G3	0.3615
REXO1L1	-0.0115
MAP3K7IP3	-0.397875
C3orf57	-6.84075
FBXW11	-0.978333333333333
ETAA1	-0.605
C14orf131	0.4737
AKT1S1	-0.61975
SLC12A5	-0.689166666666667
C9orf164	1.55125
NRIP3	-0.328
NOS1AP	-1.2675
TMEM121	0.9395
SAP30BP	0.5114
DGCR6	1.16825
WDR76	-0.7145
FAM82B	-1.08425
LOC606495	0.12
MAP9	1.667
BCDIN3D	1.02475
CXorf36	2.11733333333333
DSCR3	0.0249
ZFAND3	0.310375
C7orf43	0.176666666666667
SPSB3	0.8402
C19orf19	0.2735
FAM133A	-2.90542857142857
C12orf25	0.3025
SLC39A3	-0.100875
DISP2	0.725
PI4KAP2	-1.737
MKRN3	-2.248
ADAMTS13	-0.17275
CBLN3	-0.3703
TTYH1	-0.605166666666667
C3orf18	-0.91475
FLJ13236	0.732
ZMYND12	1.7515
C18orf25	0.843
GLB1L3	-1.9065
ATP13A5	0.7575
RANBP10	0.56725
CD96	-0.2724
DENND1C	0.16475
RBMS3	-0.00290000000000002
SLC41A3	0.4365
DGCR6L	1.07875
TMEM128	0.184833333333333
CSNK1G3	-0.131357142857143
MOBKL2C	0.2215
TSPAN6	0.0525
MATN2	-0.2293
MSL2L1	0.756333333333333
ST6GALNAC2	2.14766666666667
FGFBP2	0.170875
FGL1	-6.56783333333333
MPP3	-0.953166666666667
ARHGEF6	2.43866666666667
TGFBR2	0.0785
ACMSD	-1.29966666666667
IL33	1.32675
C9orf5	0.230583333333333
DEAF1	-0.4195
AMN	0.1545
DEFA6	0.419875
RNF212	-0.931
METT5D1	-0.183166666666667
CIB1	0.2956
TSSK1B	0.138
KIAA1727	0.80725
ZNF680	0.0456666666666667
LOC399900	-1.0985
LOC152217	0.253833333333333
CTNNAL1	-1.42
CIT	-1.5785
TLE6	1.528
ZNF607	-0.004
HERC4	-1.4015
DRAP1	0.1127
PEMT	-0.578
C10orf111	0.405
ZNF575	0.45925
KCTD7	-0.13225
MYO1F	0.6795
LOC285382	0.071
RAB11A	0.4356
PLCD3	-1.29075
C15orf28	0.00324999999999999
PTBP2	-1.46725
CTB-1048E9.5	0.530625
C19orf60	0.0748333333333333
C7orf25	0.1155
SETD7	0.991875
HOXB9	-4.039
VANGL1	-0.5395625
CHAF1B	0.705
NDUFA3	-0.03325
KIAA1328	-0.226
SHARPIN	0.437
TTC23	0.76075
UGP2	-0.132916666666667
ANKIB1	0.8954
CIRBP	0.849428571428571
SEC14L4	-2.52716666666667
OVCH1	2.53966666666667
VPS52	0.179
FAT	-1.292375
M6PRBP1	-0.04225
GPRIN3	0.2125
PPM1F	-0.516
TSR1	-0.98775
CCDC85A	0.99325
PCSK5	1.1255
ZFHX3	1.174
HEMK1	-0.9019
PGBD2	1.48825
RSRC2	-0.0518333333333333
AURKC	-1.66333333333333
SCRIB	0.52875
ORM2	-4.086
FAM115A	1.3161
FZD6	0.42825
UNC119	0.442166666666667
GPX3	-0.6088
NOV	-1.10075
CABC1	0.485625
CDC42SE2	0.214125
EIF2S2	-0.755
RNF130	0.790125
CKAP5	-0.0605
RP11-413M3.2	0.962
C10orf18	0.6425
TMEM93	-0.60875
DYX1C1	0.52325
KCNMB2	-1.070375
ANK3	1.06791666666667
KRT5	-2.9145
CDH12	-0.586
QRSL1	0.262
JUB	-2.5895
SHC4	-1.870625
CCL15	0.714
CCDC22	0.1185
SNX24	-0.16025
RARS	-1.09675
MORC2	0.832
FAM48A	-0.1005
MT1H	-0.3525
PPP1R14C	0.182666666666667
FOXD1	-2.34357142857143
C1orf213	-2.157
AMT	-0.4399
DSN1	-0.3545
PTPLAD2	2.1695
DIS3L	-0.54725
RASL11A	-0.448
GPRC5B	1.380875
FRMD7	-1.242
STRN4	0.09425
KITLG	0.155409090909091
HDGF	-0.0955
OR1S1	0.0805
SETX	-0.0157
DDR2	-0.963375
KCTD12	1.385
LYZL2	0.24625
WDR52	2.211
TMEM2	0.721875
ZNF579	0.909833333333333
LOC200810	0.3285
TNFSF9	-1.5645
PPFIA4	-3.2645
CNIH3	0.553
MAP4K4	-1.00492857142857
ROD1	0.284357142857143
ALS2CR12	0.8778
DOCK3	-1.30166666666667
PAQR9	-3.845
ASB17	-0.5688
STX16	-0.786375
FEZ2	0.686
DLAT	-0.434666666666667
KIF21B	-0.276666666666667
CDC5L	0.23875
TMEM119	0.8885
CRIP3	-1.749
TPSD1	-0.203666666666667
TEPP	0.175
GNGT2	1.26725
C21orf121	1.495
WNK1	-0.63325
FLJ10490	0.3528
OR51B5	-1.348
LOC203547	-0.583875
HAS1	0.0975
PPA1	-0.9805
ST7	0.3295
C11orf46	-0.196
POPDC3	-2.97816666666667
ACOX2	1.53216666666667
ATCAY	-0.06575
TM4SF19	-1.82575
MFSD9	-0.903833333333333
PDHB	-0.66225
ERN1	0.45225
LCE3C	0.168
GPR111	0.994
NOTCH3	2.356
ADAMTS5	2.1725
B3GALT1	-0.562
UGCGL1	0.139333333333333
FAM58A	-0.3515
FBXO32	0.592
CLPP	0.23825
NXPH1	6.34075
MTMR3	0.862666666666667
ATP1B3	-0.421875
TMEM16A	4.0005
HIST1H3F	0.935666666666667
TRIM25	-0.0883333333333333
SDCBP2	0.459
CRKL	-1.138375
HOXB2	2.07733333333333
ANP32B	0.048875
GATM	1.989
AP4E1	-0.085
EDG5	0.20525
CDKN3	-1.14783333333333
CDH4	-1.478
PGD	0.209333333333333
RND1	1.1215
GAD1	-3.2716
MPG	-0.33675
LOC440350	-0.5745
ZNF133	-0.632
SERPINB12	0.592
AMELY	-0.2566
DHX36	-0.8045
TNFAIP8L2	2.916
PHTF2	-0.117941176470588
CCDC112	-0.5455
IQCC	0.0915
HEYL	3.05816666666667
FTSJ2	-1.00366666666667
APPL1	0.266875
RAB43	0.341071428571429
OR10G2	-0.4495
WAC	-0.382
ADCY9	-0.30325
RUNDC2B	0.4545
PYCRL	0.4031
AGPAT7	-1.03266666666667
SLC22A9	-1.15216666666667
CDKAL1	-0.375
PDYN	0.755
C20orf74	0.04475
MTMR11	-0.932
VAV3	3.09641666666667
DAPL1	0.79775
STXBP3	-0.17575
EIF3G	-0.511
ARHGAP22	-0.97375
NPFFR1	0.4665
NPC1	-0.751166666666667
ALDH9A1	1.52316666666667
ZNF600	0.45275
ZNF678	0.0328333333333333
RASSF1	-0.5515
ADD2	-2.14785714285714
PITPNB	0.190625
PKD2L2	0.463
LRP11	1.86025
CDKL1	-0.3785
SMEK2	0.8685
PRODH2	-3.3655
C11orf54	-0.580833333333333
SFRS11	-0.498833333333333
IL7	-0.608666666666667
ALS2CR16	1.13875
BTG3	0.585333333333333
PAK2	0.659333333333333
RP11-679B17.1	0.23925
GATA4	-1.82233333333333
ATP2B1	-0.555
LOC130940	1.302
C1orf172	2.82216666666667
ATF7IP2	-0.9075
SLC25A43	-0.732166666666667
CENTG3	0.539416666666667
IGF2BP1	-3.5813
FCHSD1	0.098
CAMK2N2	0.713
ELAVL3	-0.418444444444444
NBPF15	0.220333333333333
UBE2J2	0.602
GNL2	-0.353
PRR3	-0.00740000000000001
NLF2	0.74475
OR4F6	0.0645
KLHL24	2.108
CCDC88A	-1.7007
SGPP1	-1.15766666666667
C10orf11	-0.717
SLC35B4	-1.16266666666667
UGT3A2	-1.454
ARNT2	0.6574
CBR1	-1.287375
ITPR3	0.028
TRAPPC6B	-0.4737
AMZ1	-2.0665
ARP11	1.00725
WDSUB1	0.8625
APBA1	0.385166666666667
RAB2A	0.7184
C6orf162	0.879375
HPSE2	0.7955
PLCE1	-1.3635
INSL3	0.00624999999999999
DLG1	0.8273
PTPLA	-4.81725
PIGX	1.08225
TFIP11	0.6795
FIBIN	1.1275
POLR2G	0.12225
GRAP2	-1.1166
DNAJB8	-0.2305
CNBP	0.232666666666667
WASF1	1.05025
INPP5E	-0.6185
HSPB1	0.270625
TMEM167	-0.6442
CUBN	-0.36425
IGF1	1.89375
ITPK1	0.0219
NAALAD2	-0.649
G3BP1	0.1752
NT5DC1	0.287125
CYP39A1	-2.026
TMEM139	1.82108333333333
POLK	-0.0684444444444445
GLULD1	-0.634
RBM15	-0.925166666666667
AMZ2	1.25975
GDF15	-1.766
MESDC2	-0.5655
INCA	0.974666666666667
ACY1L2	-3.0355
GZMM	-0.351
PAIP1	0.608
CACNA2D1	-0.0735
STK32C	0.238333333333333
SH3BP4	2.17933333333333
DEC1	-0.123
PADI1	0.431
UBB	0.0845
PON3	-1.53816666666667
PROP1	0.386
ANKRD13B	0.797
ADCK1	-0.708
TCF25	-0.0128333333333334
SLC38A5	-2.89675
CXorf26	1.2005
C19orf39	0.703
PPP1R13B	1.66375
ARL2	-0.8735
TCL6	0.183083333333333
TOP3A	-0.2765
SLC16A14	1.482625
FXYD6	1.17216666666667
HIST1H4E	0.70625
BBC3	0.224736842105263
UNC5A	0.378333333333333
FAM86C	-0.2382
PI4KB	0.569875
B3GAT1	-0.722
SUSD2	1.59516666666667
OAZ2	-0.372
NOC4L	-0.6945
C10orf12	-0.28975
FADS1	-2.2655
LOC144097	-0.0425
DKK2	1.17016666666667
KIAA1949	0.1345
RHOT1	0.2863
OXT	0.492166666666667
GPR153	0.54875
ARL4A	-2.12716666666667
SAAL1	-1.81225
CCDC64	-0.2975
USE1	0.23
HNMT	1.2715
PCGF3	0.11025
CYP2C19	-0.1645
C20orf4	0.555
CCDC11	1.27875
ACSBG2	0.197
RWDD2A	0.5795
PALLD	1.394375
CPLX4	null
LOC492311	0.50475
KPNA2	-0.477333333333333
MACROD1	0.594
TMCO3	1.22
C15orf52	0.575833333333333
BIRC5	-0.205133333333333
PRR16	-0.735833333333333
FAM63B	-0.419
KATNB1	-0.607
WNT8B	-2.4705
CPLX3	1.20175
GHR	-0.376857142857143
CCDC124	-0.01325
