Hybridization REF	TCGA-A8-A0A7-01A-11R-A040-07
ATAD2B	0.347375
ARHGAP17	-0.0411
KCNIP3	-1.609
SFPQ	-0.00537499999999998
GFRA4	0.9125
AKR1B10	-1.413
TIGD6	-0.0286666666666667
RGS16	1.1755
URB1	-0.5385
OR4C46	-0.0626666666666667
TOP3B	-1.13825
NFATC4	0.0175
CA14	-4.044
BMPR1A	-0.4795
SNRP70	-1.02875
PRL	0.34725
C6orf130	-0.8695
STAG2	-0.282
CD55	-1.09371428571429
RPS23	-0.438166666666667
SSX2	0.601333333333333
FDPSL2A	-0.35125
FBXO27	1.065625
SYNGR3	-0.464833333333333
TMSL3	2.06725
EML1	-1.0755
NUP93	-1.1175
SMAD3	-0.9159
KIAA1189	0.552833333333333
HNRPUL2	-0.237333333333333
TBC1D12	0.0833333333333333
C16orf24	1.48275
MRVI1	1.50033333333333
ZNF581	0.4735
ELOVL3	-0.774
OR51Q1	0.2495
CACNB3	0.143166666666667
GALNT13	-0.846
C10orf84	0.6898125
NEDD4	-1.0352
SPO11	1.16
OR5AU1	0.646
NEK4	-0.0764285714285714
PRKAR2A	-0.217333333333333
IHPK1	-0.097
ATP6V0B	1.298375
CACNA1E	1.9515
CEACAM8	1.09266666666667
PEX14	0.007
FLJ12993	0.634
ZBTB38	0.303166666666667
PCTK2	0.0216666666666667
LRRC16	-0.0085
FBLIM1	0.3915
FYCO1	0.613
RP5-1022P6.2	0.1985
CMTM1	0.7755
PLTP	2.28566666666667
RAPH1	-0.276625
DOCK8	1.906125
EZH2	-1.30866666666667
SLC25A1	-0.85
PLEKHB1	-0.1936
GRB7	3.2652
ZFP37	-0.877
MRPL33	-0.4955
PELO	-0.6105
ARMC1	0.249727272727273
C9orf27	0.067625
FLJ25778	0.132
C9orf37	-1.59283333333333
TMEM66	0.90375
SPRN	0.0465
HBEGF	-0.79125
PI4KA	-1.0085
LEPRE1	-0.681
POU2AF1	1.717
MRPL12	-0.249833333333333
REP15	-0.6195
ZC3H3	0.39175
RASAL1	0.024
DDAH1	0.644
ACBD5	-0.017
TMC2	0.092
CCDC137	-0.41275
SAMD13	-0.512833333333333
UGT2B15	-3.19533333333333
TIPARP	-0.46875
DNASE1L3	2.35725
TRIM72	0.0635
DBX2	1.231
IPO8	-0.22525
C21orf88	-0.9969
MAP3K14	0.85325
LOC51233	0.289166666666667
GGTLA4	0.27425
PDE6D	-0.13675
ZNF117	-1.1135
CLK2	-1.266
NKRF	-0.92
TNFSF15	0.9962
DUSP2	0.757625
SECISBP2	-0.6715
GABRR2	0.143
PPAP2C	2.36875
LOC51145	0.0853333333333333
PAG1	1.588875
PIK3C3	-0.45325
GNG10	0.319
APOL4	1.395
ANKRD28	-1.44525
STMN3	-1.3299
RAB14	0.6655
CDK2AP2	0.025
HDDC3	0.138625
COMMD7	1.00825
CXXC1	-0.414
HMCN1	-0.473166666666667
CD40	2.4
DYNC1LI2	-0.559625
GDI1	-0.0545
LOC646938	-0.49425
VSNL1	-2.28466666666667
PIH1D1	0.25
RAET1G	-0.9665
KRTAP5-9	0.344
EFTUD2	-0.786
ZNF311	-0.230333333333333
ATP6V1G3	0.0165
OR2W3	-0.50175
SCN4A	0.14975
MED10	-1.04
FAM135A	0.1186
ARHGAP4	0.149
EHMT2	-0.694875
UFD1L	0.10625
ERMP1	0.6455
MAG1	-1.28516666666667
THAP8	0.739166666666667
HACE1	-1.15316666666667
FAM82C	-0.4925
C3orf20	0.0755
UNC84A	-0.411333333333333
SCD5	0.0861538461538462
LASS6	0.489125
LSG1	0.138916666666667
MAL	-3.10325
GPR22	0.524
WDR5B	0.23525
ACTRT1	0.652
C17orf60	1.22883333333333
GRIN2C	1.115
ARMC8	-0.608833333333333
SLC47A1	-1.13066666666667
DMPK	0.39475
DHRS13	-0.567
SMC1A	-0.7115
KRTAP17-1	0.83375
SMYD5	-0.85925
TUSC2	0.5265
CRHR2	0.225
KIR3DL2	1.1735
CCDC104	-0.31725
ATP2C1	0.151125
CROT	-0.4305
PABPC3	-0.559166666666667
EGR1	-0.993666666666667
THSD1	-0.1005
KHK	-0.68975
SLC12A2	0.830375
CD58	-0.313
STOX2	-0.740833333333333
CCDC76	-0.5744
CCDC48	3.0285
DNAH1	-0.105
ZIC4	-0.29525
OR1G1	0.085
PSMC6	-0.035
PROKR1	1.395
ABCB1	0.227625
TRAT1	2.3435
LLGL1	0.0585
MTF1	1.74375
USP54	0.14825
PAGE2B	5.573
ITGB7	-2.2065
CCDC81	-0.48
LOC149837	0.43
SCUBE1	0.449
ZSCAN10	1.567
HUWE1	-0.0526428571428571
CDH17	-0.306
CD180	1.8505
IL17A	0.23775
TMPO	-1.171375
KIAA1524	-0.996
HDGFRP3	-0.880333333333333
OXCT1	-0.977272727272727
RRAS2	-0.622166666666667
LTBP2	2.93975
SV2B	2.22733333333333
CYP2A6	0.303125
PKD1L2	-1.40433333333333
PPM1M	1.29075
FLJ22662	3.02833333333333
ZNF502	0.61375
GP6	-0.8855
CRYBA2	2.09325
LEF1	-1.4764
CTPS	-2.45028571428571
EYA1	-2.709
EPS8L1	2.5795
MAPK14	0.08775
SERPINB2	-4.55925
GTF2F2	-0.206333333333333
ZNHIT4	-0.5385
PLA1A	3.163375
C20orf114	2.151
HPR	-3.2295
C18orf2	-2.85916666666667
SATB2	-2.189
KCNJ9	0.139375
MGC157906	0.655
MOCS3	0.26625
C17orf71	-0.102833333333333
PPHLN1	0.1626
HIST1H2BN	0.520125
RAPGEF1	-0.584625
MAP3K8	-0.67025
DLG4	0.590833333333333
STC1	-1.62591666666667
CDGAP	1.26975
DDX26B	-0.7495
LOC150223	-1.60825
CPSF3	-1.02766666666667
TMEM14A	0.116
MYH3	-1.641
GPKOW	0.4275
SULT1A1	-0.346166666666667
SPON1	4.2272
YY1AP1	-0.798666666666667
RAB23	-0.24175
PLA2G4A	-2.7575
MAPRE3	-0.17325
ZNF516	-0.850428571428571
GGPS1	0.6695
EXOC3L2	0.2585
C19orf42	0.4309
MAP2K2	-0.0441666666666667
HIST1H2BB	0.41575
RNF19B	1.31183333333333
C6orf128	-0.157833333333333
TLR8	4.456
PCDHA9	-0.00600000000000001
CARS2	-0.048125
CLUL1	1.37216666666667
RHAG	-3.7745
UNK	-0.3845
EXOC8	0.3351
C9orf95	1.0145
C14orf143	-0.3055
MAML3	0.058375
LDHA	-1.83875
MRPL20	0.45975
KLHDC6	0.372666666666667
ATP5S	-0.2065
C8orf55	1.639
PHF19	-1.902625
KRTAP13-4	0.6075
TTC5	-0.378
XKR5	-0.109
SILV	-3.76733333333333
TEX28	0.5275
TCTN1	0.18025
CX40.1	0.3695
PPP2R5C	-0.2175
C12orf30	-1.539
CAPG	2.54175
MPZL1	0.7217
ARSB	-0.3965
TDH	-1.354
WASF4	1.567
TSSK3	-0.4715
7A5	1.3415
CRISPLD1	0.45475
MAD1L1	-0.084
SPIN4	-0.293666666666667
AMPD1	2.533
DPYSL5	-1.747
INPP1	0.455833333333333
ANKRD11	-0.874166666666667
NPAS4	0.157625
GCET2	1.2149
RNASE9	-0.4325
GUCY2D	0.121
CCDC98	-0.5265
FGF4	-0.302875
CPM	0.817833333333333
SLC26A4	-1.854
PLD5	0.2485
FAM59A	1.756
FBXO5	-1.79977777777778
SIPA1L1	-0.075
DPYS	0.65525
ATG4D	0.08075
TGM3	0.5775
MTCH1	0.39075
HK1	0.158
CDC26	0.13825
GALNT12	-1.50166666666667
LOC339229	0.14875
MRPL35	-0.209875
ORC4L	0.05375
TNKS	-0.411428571428571
C2orf24	0.658166666666667
ZNF553	0.342666666666667
GGTLA1	3.5415
ZNF497	1.41775
CDY1B	0.5295
SLC30A4	-0.340125
TUB	-0.900125
ARHGEF18	0.27775
ARRB1	0.37425
KCNK1	1.22675
EREG	-2.072
SCAMP5	0.84825
RUNDC3B	0.6775
ADAMTS20	0.4465
IL17RB	-1.526625
FLJ20323	-0.23175
MCAM	-0.570625
POLR3E	-1.69583333333333
AQR	-0.387166666666667
IPMK	0.5475
CDCA7	-3.751875
CAMP	0.13825
GRHL3	0.1665
ADAMTSL2	0.990833333333333
CLMN	2.04916666666667
SSTR3	0.624
MAGEA5	-0.195833333333333
OVOL2	2.9905
JMJD1B	-0.3105
RBL2	0.0341
PYGO2	0.33825
PPP1R10	-0.248833333333333
CSE1L	-0.877166666666667
LCA5	0.3775
RDH16	0.33
ASRGL1	0.103875
TOM1	0.4
PTX3	-5.1045
TTC15	0.22475
SCGB3A1	2.1755
MRPL50	-1.116
RCAN3	1.365125
SLC26A11	0.3045
STYX	0.4165
CINP	-0.1475
MARCH7	0.0615
PFKM	-1.77166666666667
SGMS1	1.05866666666667
RIOK3	0.0165
C1orf110	-0.394
CES7	-0.07275
LOC440248	-3.05025
PPP1R12C	0.34775
C10orf27	0.1875
ATG9A	-0.5045
MRPS26	0.602625
TMEM40	3.78425
ELP3	-0.5324
ZNF787	0.4021
HIAT1	0.335375
C8orf34	0.445833333333333
MGC4655	0.4844
PELI1	0.0801666666666666
PPT1	1.6087
SLC35C2	0.428333333333333
C6orf125	0.19
MUC4	-1.454
RFC4	-2.43514285714286
GNB2	-0.0778333333333333
NUP50	-0.0581428571428572
SULT4A1	-1.53683333333333
C7	1.861625
CCDC130	-0.2695
ARRDC4	0.5365
RQCD1	-0.80875
GLYCTK	-0.5605
AYTL2	-0.694636363636364
MTUS1	0.0579
LEMD3	0.462833333333333
PLEKHF2	3.15675
HOXA7	0.588
GTF3C2	-1.343
DYNLRB2	2.667
CNOT10	-0.49875
MR1	0.386666666666667
FFAR1	-0.13475
PRIC285	0.65525
SLITRK6	-2.5745
LIX1	-1.0989
UBE1L2	-0.156583333333333
F8	0.752875
ACHE	0.6375
KPNA5	-0.4625
TNFRSF12A	-0.0933333333333333
EGR3	-0.519
SERPIND1	-2.9255
OASL	3.601
IFRD1	-2.0225
WDFY1	0.768166666666667
ZNF267	0.623125
ACCN5	0.0885
ZBTB6	-0.9065
PPP1R3A	0.343
PRRT3	1.034
FBXL19	-0.7585
TXNIP	1.28864285714286
ACTN2	-0.842
ATG9B	-0.222875
C9orf117	0.17725
IL27	0.2685
RPL36AL	0.339833333333333
KLK15	0.03725
CHAD	1.909
RAP2B	0.8838
HEBP2	1.50775
ZNF342	1.857
CAMK2G	0.509833333333333
TLR3	1.811
FGF14	0.42
HMGB2	-1.354125
TRPM5	0.00833333333333335
OR5M11	0.226
KIF3B	0.656105263157895
PRICKLE2	-0.01325
MTMR9	0.015875
C3orf27	0.188
GLRA3	-1.59066666666667
NSDHL	-0.1105
TMEM32	0.39325
POLR2D	-0.933833333333333
MYADML	0.388
C9orf114	-0.52925
MRGPRX1	0.6
TOPORS	-0.21425
CLDN19	-0.88075
C1QL4	-0.039
RNF165	-2.3945
DHRS9	1.76725
DNAH2	-1.68066666666667
FXR1	-1.13233333333333
ZMYM3	-1.288
CASP3	0.597
FAM120C	-0.3295
SCLY	-1.41375
CA7	-0.3365
ENTPD5	-0.763
ZNF461	0.48475
PDIA5	-0.4315
C1orf19	-0.702666666666667
TMEM67	-0.22425
KCTD20	-0.3155
WDR47	0.5405
FLJ38723	0.103
KLRF1	0.962833333333333
TAS2R16	0.715
CLDN12	-0.67725
PRKCE	-0.07875
UBXD4	-1.10575
ITGAM	3.34
GLT8D3	-0.398125
WDR31	-0.4273
RGS2	0.062
OR51L1	0.272
MST1R	0.1325
KIAA1737	-0.0375
OR4A5	0.6075
GLIS1	-1.02816666666667
PTMA	0.234571428571429
NAPA	1.44275
PRDM11	0.17525
LIPF	-0.5785
DIRAS3	-0.68
ASGR2	-3.295
C1QTNF4	1.05925
PIK3R4	-0.358
ARMC3	0.84425
NDUFV3	-1.18508333333333
BTBD3	-0.5735
PPP1R2	0.721083333333333
UBE2NL	0.34175
FOSL2	0.511769230769231
FAM119A	-1.25983333333333
TUBA4A	0.0254
KRTAP12-1	-0.17425
SFRS2	-1.10875
RHPN1	-0.0841
EEF2	-1.11566666666667
ZDHHC11	-2.83766666666667
EPHA3	-1.2706
RBM12	0.04275
H2AFJ	0.91975
EDIL3	1.7605
KIF26A	-1.46925
SERGEF	0.59575
B3GALT4	3.7775
LOC90925	5.36166666666667
OSCAR	1.00475
NPFF	-0.6255
DEDD	0.198875
TMEM155	0.300375
PTPN1	0.63175
SCYL2	0.174
SKAP1	3.527
LEAP2	-3.4175
GADD45G	1.3151
IFITM3	0.758625
PILRB	-1.83366666666667
SLU7	0.1931875
DSC3	-0.13
DNMT3L	-1.0785
PAPD5	1.07625
B3GNT3	1.626
LHCGR	0.2595
MSL-1	1.351
UBE2S	-0.817625
SAP130	-0.60325
ANAPC11	0.73125
MAGED4B	-2.187
ATP6V1B2	0.884
C14orf179	0.807
CAPZA1	0.489875
CDYL2	-0.185833333333333
GLRX3	-0.6665
LOC136288	-0.66525
MOBKL1A	-0.4605
HTR2B	4.423
CRYGD	0.319
NUS1	-0.429166666666667
PGRMC1	0.432
MYOM2	0.3625
FLJ39653	-0.891833333333333
CHM	-0.4429
OR5M8	0.127
ZNF619	-0.455
FAM105A	1.9915
CCNL1	-1.689125
NAP1L3	0.2115
C10orf57	1.34766666666667
B3GALNT1	0.856166666666667
CSN1S2A	0.4225
TCP10L	1.2575
GDAP2	0.076
DMKN	-2.45183333333333
COX6B1	1.174
DNASE2	1.38683333333333
MSH5	-1.71475
LGMN	0.668875
USP31	-0.1303
OR13C8	0.346
SDCBP	0.7078
NUDT11	-1.426
PYGL	-1.59883333333333
SNPH	-0.183833333333333
B3GNT4	0.847
MIZF	-0.4551
NUBPL	-0.670375
NOD1	-0.146166666666667
CDH22	1.0465
NUBP1	0.4895
DSCAM	-3.49925
DGKI	-0.0445
FAM136A	-1.14375
AKAP1	-0.386
SLC16A6	-0.3895
RIN3	1.138
PSG2	1.88375
DIP2B	0.250666666666667
PSORS1C1	-0.6554
KIAA0495	-1.544
FLJ90709	-0.218333333333333
LPA	-0.3045
PIGA	-0.332166666666667
LY75	3.32583333333333
UTS2	-4.71266666666667
RREB1	-0.304125
GALNACT-2	-0.043
MGC3196	0.01425
FLJ31568	-0.411
LPHN1	-0.652375
SP1	0.82825
TOX4	0.259833333333333
HSPA9	-0.3492
APOBEC1	0.716
SLC35E4	-1.36075
LSM5	-0.85975
SURF1	1.24225
ZBTB1	1.23325
GTF2F1	0.057875
RPS15A	0.0905
DUSP21	0.071
GINS4	-2.99233333333333
MYO15A	-0.956833333333333
GIMAP7	4.08275
MGC13379	1.7145
ATP6V1E2	-0.445666666666667
UTP3	-0.01225
HNRPA3	-0.56425
MT4	1.011
C14orf155	-0.1025
U1SNRNPBP	0.45875
CKLF	-0.214
PLEKHN1	0.326
MBNL1	0.406833333333333
NUP160	-1.0855
ACSM2A	-1.49225
LOC129881	-0.50325
KIAA1529	-0.767
FLJ22639	-1.35425
HAND1	-1.737
GSX1	0.54
FGA	-3.687
SERPINB1	0.88175
ZNF642	0.463
IGFBP1	-7.917125
SLC1A1	-0.107
DHX57	-0.370875
ZNF766	0.732
PTPN21	-0.2598
GDPD3	-1.70683333333333
PNPLA5	-0.051
TBR1	0.168
FAM116A	-0.383
IQGAP1	0.60475
FOS	-1.703875
ZNF226	0.855
FIGNL1	-0.605333333333333
C14orf1	-0.37
ZMYND17	-0.132
PUS7	-1.78866666666667
TUBB6	-0.819
KCNQ2	-1.11775
MARCH6	-0.830666666666667
CCDC33	0.6035
PRODH	-1.3735
RBM11	-0.2565
EPHA6	0.0942857142857143
SLC43A1	-1.005
LOC196541	0.334
NTN1	0.927416666666667
ING4	0.10525
PCDHB10	-0.5625
DPH2	-0.8015
SPACA4	-0.08125
FBXL21	-4.495
DIAPH1	-0.3755
ZNF71	-0.075
CEP76	-0.7265
CORO1A	1.8805
RRM2	-1.207875
EDG4	1.31225
OS9	0.476333333333333
SLC4A1AP	-0.122
COG5	-0.5965
COPS8	0.026
NGLY1	-0.18525
NCBP2	-0.477875
C17orf42	-0.641
GPSM3	1.672875
SIL1	1.10233333333333
ASB6	-0.47425
SMAD5OS	-0.0123333333333333
UNC93A	-2.634375
A1BG	1.711
C21orf62	0.6045
FMO5	0.00924999999999999
ATRIP	-0.0621666666666667
CEBPG	0.0411666666666667
C7orf38	-0.123833333333333
TNFRSF1B	2.25433333333333
CLEC1A	1.0365
IQSEC1	0.496
PATZ1	0.4097
RBM22	0.397
BAG2	-2.16433333333333
PAQR5	-2.51016666666667
C9orf127	1.0832
THNSL1	-1.0795
SHROOM3	1.8099
JAM2	1.29675
SNRPN	-2.24325
ALX4	-0.1135
CACNA1S	0.507
FAM130A1	-0.05025
CORIN	2.6875
CD300LB	0.6235
PLEKHG6	1.456
LRRC40	-0.779
PCLKC	-1.225
PCDHB16	0.00483333333333333
WNT2B	0.1615
ASNS	-2.48333333333333
MRPL49	0.15875
FLJ46111	0.437
ISG20	1.89325
SMU1	-0.197833333333333
CASZ1	-0.046
POLR1D	-0.412416666666667
GIN1	-0.22525
SNAG1	0.4435
ANKRD29	-0.89325
CDKN2AIP	0.14825
KRR1	-0.433
CXCL1	-3.9465
EPM2A	-0.483
PC	-1.23866666666667
DEFB127	-0.396
PDZRN4	2.05566666666667
FAH	0.463875
OR51E1	0.662
CDC2L6	-0.428333333333333
DNTTIP1	-0.08375
PAX8	-0.1115
TMEM116	-0.52125
C1orf150	0.527
PRO2012	0.2265
MRPL40	-0.144666666666667
BEX1	-3.5805
SLC2A4	-1.0762
PKMYT1	-0.925
FEZF2	0.152833333333333
SLC26A9	-0.68825
MAP2	0.25125
LYL1	0.022
SLC25A19	-0.3825
NOS3	0.186
ZNF34	1.00633333333333
TMPRSS11F	0.24025
FAM43A	0.283
FCRL4	2.856
KLF14	0.49725
FLRT2	0.0423333333333333
WRN	-2.0035
SDF2	0.383
KRT8P12	0.29225
C6orf195	0.3125
C9orf125	-1.62566666666667
DZIP3	-0.113375
RIT1	0.381583333333333
SCML1	-1.24716666666667
RHBDF2	0.39325
OR2G3	0.197
REXO1L1	0.0855
MAP3K7IP3	-0.509
C3orf57	-4.38
FBXW11	-0.776833333333333
ETAA1	-1.01425
C14orf131	-1.1263
AKT1S1	0.25175
SLC12A5	-1.088875
C9orf164	1.619
NRIP3	-0.028125
NOS1AP	-1.61875
TMEM121	-0.07225
SAP30BP	-0.0158
DGCR6	0.919
WDR76	-1.83625
FAM82B	0.7945
LOC606495	-0.451
MAP9	1.81991666666667
BCDIN3D	0.94575
CXorf36	2.64533333333333
DSCR3	-0.2099
ZFAND3	0.65375
C7orf43	0.643833333333333
SPSB3	0.5949
C19orf19	1.29825
FAM133A	-2.076375
C12orf25	0.3615
SLC39A3	0.00812499999999999
DISP2	-0.456
PI4KAP2	-2.4065
MKRN3	-1.652
ADAMTS13	-1.24575
CBLN3	0.0415
TTYH1	1.15783333333333
C3orf18	0.09075
FLJ13236	-0.88925
ZMYND12	2.2535
C18orf25	0.030875
GLB1L3	-0.777
ATP13A5	0.9775
RANBP10	-0.375
CD96	1.5202
DENND1C	1.9455
RBMS3	0.8666
SLC41A3	0.3075
DGCR6L	0.8965
TMEM128	0.742833333333333
CSNK1G3	0.149
MOBKL2C	1.3095
TSPAN6	-1.212
MATN2	-1.3698
MSL2L1	-0.1945
ST6GALNAC2	-2.0065
FGFBP2	0.607375
FGL1	-6.02716666666667
MPP3	-1.91533333333333
ARHGEF6	0.819166666666667
TGFBR2	1.0185
ACMSD	-1.20675
IL33	3.6875
C9orf5	-0.444833333333333
DEAF1	0.0827
AMN	0.74
DEFA6	0.11875
RNF212	-0.87275
METT5D1	-0.273833333333333
CIB1	0.7543
TSSK1B	0.3685
KIAA1727	0.56675
ZNF680	-0.653083333333333
LOC399900	-1.187
LOC152217	-0.0633333333333333
CTNNAL1	-2.7975
CIT	-2.46641666666667
TLE6	0.32225
ZNF607	1.528
HERC4	-0.591
DRAP1	0.207
PEMT	-0.47075
C10orf111	-0.219
ZNF575	1.461875
KCTD7	-0.0325
MYO1F	1.63525
LOC285382	-0.0645
RAB11A	0.9289
PLCD3	-0.729
C15orf28	0.07675
PTBP2	-1.462375
CTB-1048E9.5	-0.001
C19orf60	0.3365
C7orf25	0.0298333333333333
SETD7	0.516375
HOXB9	-3.595
VANGL1	0.3121875
CHAF1B	-1.9505
NDUFA3	1.41425
KIAA1328	-0.661333333333333
SHARPIN	0.572625
TTC23	-0.3205
UGP2	0.641083333333333
ANKIB1	0.086
CIRBP	0.489285714285714
SEC14L4	-2.70466666666667
OVCH1	0.170833333333333
VPS52	-0.35725
FAT	-1.139625
M6PRBP1	-0.1945
GPRIN3	0.872
PPM1F	-0.837166666666667
TSR1	-1.139
CCDC85A	0.254
PCSK5	0.69625
ZFHX3	-0.1565
HEMK1	-0.7959
PGBD2	0.1915
RSRC2	-0.871333333333333
AURKC	-0.522166666666667
SCRIB	0.508375
ORM2	-4.06216666666667
FAM115A	-0.8255
FZD6	0.564875
UNC119	-0.190166666666667
GPX3	-0.3531
NOV	1.1475
CABC1	-0.462875
CDC42SE2	1.0031875
EIF2S2	-0.3172
RNF130	1.3325
CKAP5	-0.997166666666667
RP11-413M3.2	1.31325
C10orf18	-0.4924
TMEM93	-0.37175
DYX1C1	0.1555
KCNMB2	-1.098625
ANK3	1.06158333333333
KRT5	-0.883
CDH12	-1.13325
QRSL1	-0.687
JUB	-1.72125
SHC4	-2.328625
CCL15	1.63333333333333
CCDC22	0.896
SNX24	-0.15375
RARS	-0.38775
MORC2	-0.641125
FAM48A	-0.532
MT1H	-0.967
PPP1R14C	-1.346
FOXD1	-1.0305
C1orf213	-2.16825
AMT	-1.9903
DSN1	-0.75925
PTPLAD2	2.67025
DIS3L	-0.593
RASL11A	0.348
GPRC5B	-0.06
FRMD7	-0.5795
STRN4	0.38625
KITLG	-0.225772727272727
HDGF	-0.7275
OR1S1	0.402
SETX	0.3963
DDR2	0.497625
KCTD12	2.97775
LYZL2	-0.1315
WDR52	-0.4975
TMEM2	0.344875
ZNF579	0.546333333333333
LOC200810	1.0855
TNFSF9	-1.38975
PPFIA4	-3.441
CNIH3	-0.684833333333333
MAP4K4	-1.13635714285714
ROD1	0.2645
ALS2CR12	-0.514333333333333
DOCK3	-0.4165
PAQR9	-3.631
ASB17	0.453666666666667
STX16	-1.3785
FEZ2	0.0693333333333333
DLAT	-0.0793333333333333
KIF21B	-0.447833333333333
CDC5L	-0.6385
TMEM119	2.13416666666667
CRIP3	-1.3685
TPSD1	-0.103833333333333
TEPP	0.51525
GNGT2	2.488
C21orf121	1.571
WNK1	-0.548166666666667
FLJ10490	1.5657
OR51B5	-2.004
LOC203547	0.050125
HAS1	0.16
PPA1	-0.412833333333333
ST7	-0.253
C11orf46	0.5924
POPDC3	-3.7225
ACOX2	0.175833333333333
ATCAY	-0.295416666666667
TM4SF19	-0.57725
MFSD9	-0.0536666666666667
PDHB	-0.4735
ERN1	-0.01925
LCE3C	0.2165
GPR111	-0.0805
NOTCH3	1.62816666666667
ADAMTS5	2.2345
B3GALT1	-1.3315
UGCGL1	-0.276
FAM58A	1.21983333333333
FBXO32	1.4275
CLPP	-0.116
NXPH1	-0.174
MTMR3	0.6025
ATP1B3	-0.730125
TMEM16A	3.831875
HIST1H3F	0.133833333333333
TRIM25	0.049
SDCBP2	2.8895
CRKL	-1.004625
HOXB2	3.40383333333333
ANP32B	-0.801375
GATM	3.0675
AP4E1	-0.09075
EDG5	0.586875
CDKN3	-0.7925
CDH4	-3.00025
PGD	-0.7695
RND1	0.558
GAD1	-3.0053
MPG	0.492375
LOC440350	-1.0775
ZNF133	0.01
SERPINB12	0.463
AMELY	0.2745
DHX36	-1.1225
TNFAIP8L2	4.06266666666667
PHTF2	0.244722222222222
CCDC112	-0.670166666666667
IQCC	-1.02
HEYL	3.14783333333333
FTSJ2	-0.536
APPL1	0.282125
RAB43	0.827142857142857
OR10G2	0.079
WAC	0.0803333333333333
ADCY9	-0.41675
RUNDC2B	1.29116666666667
PYCRL	1.1518
AGPAT7	-0.8405
SLC22A9	-1.0345
CDKAL1	-0.515
PDYN	-0.145
C20orf74	0.993
MTMR11	-0.067
VAV3	2.19583333333333
DAPL1	-0.268
STXBP3	0.3745
EIF3G	0.13175
ARHGAP22	-0.58675
NPFFR1	0.5515
NPC1	-0.435166666666667
ALDH9A1	0.904833333333333
ZNF600	0.81175
ZNF678	-0.990333333333333
RASSF1	0.213916666666667
ADD2	-1.9855
PITPNB	-0.0195
PKD2L2	0.301375
LRP11	-0.99875
CDKL1	0.57675
SMEK2	0.339
PRODH2	-2.5915
C11orf54	0.8375
SFRS11	-0.927333333333333
IL7	1.76133333333333
ALS2CR16	0.358
BTG3	-0.471166666666667
PAK2	0.0383333333333333
RP11-679B17.1	-0.15075
GATA4	-0.490166666666667
ATP2B1	-0.6705
LOC130940	0.0765
C1orf172	2.12133333333333
ATF7IP2	-0.74925
SLC25A43	-0.423166666666667
CENTG3	0.23775
IGF2BP1	-3.3484
FCHSD1	0.1355
CAMK2N2	1.6475
ELAVL3	-0.3623
NBPF15	-0.9345
UBE2J2	0.210583333333333
GNL2	-0.95425
PRR3	-0.5108
NLF2	1.38175
OR4F6	0.057
KLHL24	0.899833333333333
CCDC88A	-1.123
SGPP1	0.601833333333333
C10orf11	0.735666666666667
SLC35B4	-0.891
UGT3A2	-0.693
ARNT2	-1.8254
CBR1	0.993125
ITPR3	-1.84166666666667
TRAPPC6B	-0.1675
AMZ1	-0.775
ARP11	2.58025
WDSUB1	-0.23325
APBA1	0.572
RAB2A	1.2544
C6orf162	-0.254125
HPSE2	0.02725
PLCE1	0.0645
INSL3	1.697
DLG1	-0.6174
PTPLA	-3.863
PIGX	-0.016
TFIP11	0.233166666666667
FIBIN	2.465
POLR2G	-0.29475
GRAP2	-0.6838
DNAJB8	-0.0755
CNBP	0.309166666666667
WASF1	-2.09075
INPP5E	-1.8543
HSPB1	1.3085
TMEM167	0.0107
CUBN	0.7215
IGF1	4.7071875
ITPK1	-0.4234
NAALAD2	-0.477125
G3BP1	0.2824
NT5DC1	-0.199625
CYP39A1	0.571
TMEM139	1.63441666666667
POLK	-0.3034
GLULD1	-0.77875
RBM15	-0.6885
AMZ2	-0.467
GDF15	0.7555
MESDC2	-0.26475
INCA	1.62233333333333
ACY1L2	-0.6795
GZMM	1.51466666666667
PAIP1	-0.42525
CACNA2D1	0.018
STK32C	-0.264
SH3BP4	-0.0196666666666667
DEC1	-0.3605
PADI1	-0.216
UBB	0.9237
PON3	-2.41316666666667
PROP1	0.751
ANKRD13B	-1.0645
ADCK1	-0.222
TCF25	0.377166666666667
SLC38A5	-1.53875
CXorf26	0.198
C19orf39	0.92025
PPP1R13B	0.62675
ARL2	-0.084
TCL6	0.347833333333333
TOP3A	-0.4215
SLC16A14	1.649375
FXYD6	1.73416666666667
HIST1H4E	0.3985
BBC3	0.443947368421053
UNC5A	0.149833333333333
FAM86C	-0.7337
PI4KB	-0.142125
B3GAT1	-1.709
SUSD2	2.08916666666667
OAZ2	-0.118666666666667
NOC4L	-0.39575
C10orf12	-1.09025
FADS1	-2.67266666666667
LOC144097	-0.42725
DKK2	0.476
KIAA1949	1.0985
RHOT1	-0.3532
OXT	1.41066666666667
GPR153	1.62775
ARL4A	-1.1915
SAAL1	-0.9775
CCDC64	0.0615
USE1	-0.264
HNMT	0.732833333333333
PCGF3	-0.0271875
CYP2C19	-0.08375
C20orf4	0.508
CCDC11	-1.37125
ACSBG2	-0.163
RWDD2A	0.4115
PALLD	1.909625
CPLX4	0.9865
LOC492311	0.75325
KPNA2	-1.05783333333333
MACROD1	-0.2669
TMCO3	0.167166666666667
C15orf52	-0.145833333333333
BIRC5	-0.8486
PRR16	-0.233166666666667
FAM63B	0.46125
KATNB1	-0.8755
WNT8B	0.3995
CPLX3	0.7205
