Hybridization REF	TCGA-A8-A07G-01A-11R-A034-07
ZFP106	-0.038
ZNF347	0.0261
GTF2E1	1.9725
RY1	-0.0456666666666667
ATAD2B	0.09925
ARHGAP17	-0.3441
KCNIP3	-0.74
SFPQ	-0.1085
GFRA4	0.358
AKR1B10	0.54725
TIGD6	1.28866666666667
RGS16	1.2305
URB1	-0.229666666666667
OR4C46	-0.453833333333333
TOP3B	-0.85975
NFATC4	0.569
CA14	-4.50825
BMPR1A	-0.0256666666666667
SNRP70	-1.45075
PRL	-0.18175
C6orf130	-1.9
STAG2	-0.38425
CD55	-0.0655714285714286
RPS23	0.7975
SSX2	-1.35033333333333
FDPSL2A	-0.0575
FBXO27	0.547875
SYNGR3	-1.38333333333333
TMSL3	1.6465
EML1	0.046
NUP93	-0.663166666666667
SMAD3	-0.7936
KIAA1189	2.51666666666667
HNRPUL2	0.909833333333333
TBC1D12	0.482833333333333
C16orf24	0.949
MRVI1	2.6325
ZNF581	-0.391333333333333
ELOVL3	0.132
OR51Q1	-0.042
CACNB3	0.825
GALNT13	-0.222375
C10orf84	0.6936875
NEDD4	0.2674
SPO11	-0.791
OR5AU1	0.288
NEK4	-0.178642857142857
PRKAR2A	-0.573666666666667
IHPK1	-0.788833333333333
ATP6V0B	-0.042
CACNA1E	1.4245
CEACAM8	0.451166666666667
PEX14	-0.072
FLJ12993	-0.9265
ZBTB38	1.05125
PCTK2	0.0913333333333333
LRRC16	-0.0458
FBLIM1	1.3025
FYCO1	0.9295
RP5-1022P6.2	-0.73825
CMTM1	0.148833333333333
PLTP	0.150666666666667
RAPH1	0.865625
DOCK8	0.520125
EZH2	-2.24186666666667
SLC25A1	-0.494
PLEKHB1	-0.1459
GRB7	0.2688
ZFP37	-0.40425
MRPL33	-0.61675
PELO	0.1845
ARMC1	-0.437181818181818
C9orf27	-0.0425
FLJ25778	0.433
C9orf37	-1.601
TMEM66	0.51725
SPRN	0.586125
HBEGF	-0.290125
PI4KA	-0.8595
LEPRE1	0.3075
POU2AF1	-1.8375
MRPL12	-0.411333333333333
REP15	-0.271
ZC3H3	0.39175
RASAL1	-1.0605
DDAH1	1.03825
ACBD5	0.474875
TMC2	-0.265
CCDC137	-0.5365
SAMD13	0.150833333333333
UGT2B15	-0.416
TIPARP	-0.32475
DNASE1L3	0.55775
TRIM72	0.0401666666666667
DBX2	0.88525
IPO8	-0.0755
C21orf88	-0.9011
MAP3K14	0.15025
LOC51233	0.492833333333333
GGTLA4	0.8975
PDE6D	-0.3705
ZNF117	-0.73575
CLK2	-0.636625
NKRF	-1.29625
TNFSF15	0.1269
DUSP2	-0.916
SECISBP2	-0.8697
GABRR2	-0.063
PPAP2C	1.77475
LOC51145	0.0898333333333333
PAG1	0.08275
PIK3C3	-0.47125
GNG10	-0.54
APOL4	0.5735
ANKRD28	-0.793
STMN3	-1.4574
RAB14	0.3774
CDK2AP2	0.14375
HDDC3	-0.40675
COMMD7	-0.257625
CXXC1	-0.90975
HMCN1	0.592166666666667
CD40	2.24
DYNC1LI2	-0.1498125
GDI1	-0.33925
LOC646938	-0.2405
VSNL1	-0.909333333333333
PIH1D1	-0.330833333333333
RAET1G	0.07
KRTAP5-9	0.259
EFTUD2	0.29
ZNF311	0.823333333333333
ATP6V1G3	0.88025
OR2W3	0.79275
SCN4A	0.16975
MED10	-0.761
FAM135A	-0.5348
ARHGAP4	-1.488
EHMT2	-0.726375
UFD1L	0.20625
ERMP1	-0.77375
MAG1	-1.581
THAP8	0.302
HACE1	-0.378333333333333
FAM82C	0.535166666666667
C3orf20	0.1055
UNC84A	-0.822166666666667
SCD5	-0.164285714285714
LASS6	1.674
LSG1	0.19275
MAL	-5.4305
GPR22	0.5805
WDR5B	1.34775
ACTRT1	0.187
C17orf60	-0.0106666666666667
GRIN2C	0.1394
ARMC8	-0.3645
SLC47A1	-2.12266666666667
DMPK	-0.09375
DHRS13	0.175333333333333
SMC1A	-0.946
KRTAP17-1	1.30475
SMYD5	-0.49775
TUSC2	-0.185625
CRHR2	0.3115
KIR3DL2	0.1295
CCDC104	0.8655
ATP2C1	0.960375
CROT	0.82075
PABPC3	-0.591833333333333
EGR1	-1.09566666666667
THSD1	0.2545
KHK	-2.12325
SLC12A2	0.8021875
CD58	-0.96725
STOX2	0.192
CCDC76	-0.6762
CCDC48	3.11075
DNAH1	-0.4875
ZIC4	0.043375
OR1G1	0.2555
PSMC6	0.434
PROKR1	0.0005
ABCB1	-0.431125
TRAT1	-1.20525
LLGL1	0.2445
MTF1	1.2885
USP54	0.631875
PAGE2B	-2.15
ITGB7	-3.836
CCDC81	0.0435
LOC149837	0.32075
SCUBE1	-0.2115
ZSCAN10	1.1285
HUWE1	0.501142857142857
CDH17	-0.3655
CD180	0.57275
IL17A	0.15875
TMPO	-1.581125
KIAA1524	-1.58216666666667
HDGFRP3	-0.545666666666667
OXCT1	-0.917545454545455
RRAS2	-0.777
LTBP2	2.77325
SV2B	1.18133333333333
CYP2A6	5.154
PKD1L2	-0.637833333333333
PPM1M	0.559
FLJ22662	1.4
ZNF502	1.421
GP6	-0.92675
CRYBA2	-0.262
LEF1	-1.5612
CTPS	-2.23457142857143
EYA1	-2.524
EPS8L1	1.50475
MAPK14	-0.501833333333333
SERPINB2	-3.848125
GTF2F2	-0.366833333333333
ZNHIT4	-0.575
PLA1A	0.5155
C20orf114	0.22775
HPR	-4.0995
C18orf2	-2.99083333333333
SATB2	-1.52675
KCNJ9	-0.313
MGC157906	0.3655
MOCS3	0.32175
C17orf71	-0.151333333333333
PPHLN1	-0.0787
HIST1H2BN	-1.650375
RAPGEF1	-0.42875
MAP3K8	0.17825
DLG4	0.130833333333333
STC1	0.0576666666666667
CDGAP	2.21825
DDX26B	-1.1335
LOC150223	-1.7485
CPSF3	-0.958166666666667
TMEM14A	0.97675
MYH3	-2.33125
GPKOW	0.5705
SULT1A1	-0.366
SPON1	5.0694
YY1AP1	0.457333333333333
RAB23	0.90375
PLA2G4A	-3.97175
MAPRE3	0.49275
ZNF516	0.536571428571428
GGPS1	1.126
EXOC3L2	-0.129375
C19orf42	0.3868
MAP2K2	-0.311166666666667
HIST1H2BB	-1.6955
RNF19B	0.743
C6orf128	0.342833333333333
TLR8	1.64275
PCDHA9	0.3095
CARS2	-0.121625
CLUL1	2.6585
RHAG	-4.31566666666667
UNK	-0.1475
EXOC8	0.8317
C9orf95	0.146
C14orf143	-0.1075
MAML3	-0.27975
LDHA	-1.18425
MRPL20	0.133625
KLHDC6	0.203166666666667
ATP5S	0.1285
C8orf55	-0.03525
PHF19	-2.92825
KRTAP13-4	0.575
TTC5	-0.22575
XKR5	-0.1985
SILV	-4.85333333333333
TEX28	0.284
TCTN1	1.58925
CX40.1	0.0725
PPP2R5C	-0.128125
C12orf30	-0.685666666666667
CAPG	1.9825
MPZL1	1.4358
ARSB	-0.684833333333333
TDH	-2.53125
WASF4	0.698
TSSK3	-0.894333333333333
7A5	-0.01
CRISPLD1	1.762125
MAD1L1	-0.790833333333333
SPIN4	-0.520833333333333
AMPD1	0.22675
DPYSL5	0.167
INPP1	0.201166666666667
ANKRD11	-1.30394444444444
NPAS4	-0.019125
GCET2	0.1674
RNASE9	0.1445
GUCY2D	0.190666666666667
CCDC98	-0.107
FGF4	-0.207375
CPM	-1.10133333333333
SLC26A4	-1.50366666666667
PLD5	0.13825
FAM59A	1.455
FBXO5	-2.33411111111111
SIPA1L1	0.03875
DPYS	0.776
ATG4D	-0.686
TGM3	-0.048
MTCH1	0.09
HK1	0.148071428571429
CDC26	-0.38425
GALNT12	-2.30083333333333
LOC339229	0.00825
MRPL35	-0.40825
ORC4L	0.37475
TNKS	-0.399857142857143
C2orf24	0.00366666666666667
ZNF553	0.327166666666667
GGTLA1	2.6631
ZNF497	0.0055
CDY1B	0.0305
SLC30A4	0.39725
TUB	-0.357
ARHGEF18	-0.00225
ARRB1	-0.174
KCNK1	2.708375
EREG	-2.7045
SCAMP5	-0.601
RUNDC3B	1.90825
ADAMTS20	-0.0195
IL17RB	-0.3895
FLJ20323	-0.223
MCAM	0.35925
POLR3E	-1.97875
AQR	0.250833333333333
IPMK	0.8375
CDCA7	-4.821375
CAMP	1.72125
GRHL3	-0.86025
ADAMTSL2	1.99933333333333
CLMN	2.90233333333333
SSTR3	0.5835
MAGEA5	-2.15883333333333
OVOL2	3.881
JMJD1B	0.23275
RBL2	0.7665
PYGO2	1.0485
PPP1R10	0.0845
CSE1L	-0.419666666666667
LCA5	1.5445
RDH16	0.28075
ASRGL1	-2.784375
TOM1	0.491166666666667
PTX3	-5.80125
TTC15	0.79575
SCGB3A1	3.50466666666667
MRPL50	-1.525
RCAN3	1.121375
SLC26A11	1.38375
STYX	0.687666666666667
CINP	-0.28725
MARCH7	-0.284
PFKM	-1.28283333333333
SGMS1	1.39466666666667
RIOK3	-0.1697
C1orf110	0.517
CES7	0.25925
LOC440248	-2.75475
PPP1R12C	-0.37925
C10orf27	0.6555
ATG9A	-0.8845
MRPS26	0.319
TMEM40	1.809
ELP3	-0.8515
ZNF787	0.4269
HIAT1	0.155125
C8orf34	0.8345
MGC4655	0.406
PELI1	-0.1265
PPT1	0.4023
SLC35C2	-0.281333333333333
C6orf125	-0.39025
MUC4	-1.5895
RFC4	-2.36271428571429
GNB2	-0.0405
NUP50	0.0085
SULT4A1	-1.34866666666667
C7	1.50575
CCDC130	-0.249833333333333
ARRDC4	0.6125
RQCD1	-0.86525
GLYCTK	-0.97375
AYTL2	-0.599909090909091
MTUS1	1.0361
LEMD3	0.714333333333333
PLEKHF2	2.14175
HOXA7	0.37425
GTF3C2	-1.4785
DYNLRB2	2.66725
CNOT10	-1.01325
MR1	0.756666666666667
FFAR1	-0.5385
PRIC285	-0.02025
SLITRK6	6.04075
LIX1	-1.4845
UBE1L2	-0.299083333333333
F8	0.642
ACHE	0.694
KPNA5	0.35575
TNFRSF12A	-0.411333333333333
EGR3	0.866
SERPIND1	-3.6675
OASL	1.9365
IFRD1	-2.40475
WDFY1	0.167166666666667
ZNF267	0.00475
ACCN5	0.179
ZBTB6	-0.851
PPP1R3A	0.419
PRRT3	1.8895
FBXL19	-0.546
TXNIP	0.793571428571428
ACTN2	3.63875
ATG9B	-0.296625
C9orf117	0.27875
IL27	-0.4875
RPL36AL	0.329833333333333
KLK15	0.27425
CHAD	0.8905
RAP2B	0.0417
HEBP2	2.03
ZNF342	1.2995
CAMK2G	-0.536833333333333
TLR3	2.46225
FGF14	0.564
HMGB2	-2.631
TRPM5	0.104833333333333
OR5M11	0.3425
KIF3B	0.00121052631578951
PRICKLE2	0.8815
MTMR9	-0.071125
C3orf27	0.424
GLRA3	-1.3465
NSDHL	-0.316666666666667
TMEM32	0.099
POLR2D	-1.4325
MYADML	0.122
C9orf114	-1.31275
MRGPRX1	-0.306
TOPORS	0.1305
CLDN19	-0.00575
C1QL4	-0.302
RNF165	-1.751
DHRS9	-0.41975
DNAH2	-0.371333333333333
FXR1	0.7005
ZMYM3	-1.22975
CASP3	-0.230166666666667
FAM120C	-0.434125
SCLY	-0.9565
CA7	-0.215
ENTPD5	-0.151166666666667
ZNF461	0.09725
PDIA5	0.25775
C1orf19	0.0948333333333333
TMEM67	0.335
KCTD20	-0.565
WDR47	0.91
FLJ38723	0.5135
KLRF1	1.28683333333333
TAS2R16	0.539
CLDN12	0.08925
PRKCE	-0.50375
UBXD4	-1.0175
ITGAM	2.81733333333333
GLT8D3	0.08175
WDR31	-0.1487
RGS2	0.195
OR51L1	0.2635
MST1R	-1.55825
KIAA1737	0.2225
OR4A5	-0.545
GLIS1	0.446333333333333
PTMA	-0.340142857142857
NAPA	0.25675
PRDM11	0.013
LIPF	0.5555
DIRAS3	2.36975
ASGR2	-4.350375
C1QTNF4	1.49825
PIK3R4	0.568833333333333
ARMC3	0.72075
NDUFV3	-0.104833333333333
BTBD3	-0.708333333333333
PPP1R2	0.401666666666667
UBE2NL	0.0025
FOSL2	1.4745
FAM119A	-1.6045
TUBA4A	-0.3718
KRTAP12-1	-0.1425
SFRS2	-0.80575
RHPN1	-0.6142
EEF2	-0.3605
ZDHHC11	-0.432333333333333
EPHA3	-0.1832
RBM12	-0.45925
H2AFJ	0.00133333333333336
EDIL3	4.3955
KIF26A	-1.70575
SERGEF	0.382
B3GALT4	3.08475
LOC90925	1.4145
OSCAR	0.4015
NPFF	-0.569375
DEDD	0.467
TMEM155	-0.42
PTPN1	0.747
SCYL2	0.603833333333333
SKAP1	3.4545
LEAP2	-3.27166666666667
GADD45G	1.1519
IFITM3	0.934
PILRB	-2.523
SLU7	0.3803125
DSC3	1.096
DNMT3L	-1.0355
PAPD5	0.613375
B3GNT3	-0.966333333333333
LHCGR	0.2115
MSL-1	-0.14475
UBE2S	-2.30775
SAP130	-0.40525
ANAPC11	1.00925
MAGED4B	-1.698
ATP6V1B2	-0.00150000000000001
C14orf179	0.60025
CAPZA1	0.3625
CDYL2	-0.306166666666667
GLRX3	-1.14533333333333
LOC136288	-0.326
MOBKL1A	0.03475
HTR2B	2.24525
CRYGD	0.1265
NUS1	-0.281
PGRMC1	0.5705
MYOM2	0.84925
FLJ39653	-1.34883333333333
CHM	0.3883
OR5M8	0.204
ZNF619	-0.049
FAM105A	1.3535
CCNL1	-1.110375
NAP1L3	1.422
C10orf57	1.98783333333333
B3GALNT1	2.09433333333333
CSN1S2A	0.057
TCP10L	-0.63775
GDAP2	0.248625
DMKN	-0.425166666666667
COX6B1	-0.017
DNASE2	0.6195
MSH5	-2.5725
LGMN	-0.124375
USP31	-0.00930000000000002
OR13C8	0.649
SDCBP	0.3393
NUDT11	-1.0165
PYGL	-0.496666666666667
SNPH	1.27283333333333
B3GNT4	-0.018
MIZF	-0.3671
NUBPL	-0.223625
NOD1	-0.0695
CDH22	1.512125
NUBP1	0.104666666666667
DSCAM	-4.01425
DGKI	1.177
FAM136A	-1.13725
AKAP1	0.113833333333333
SLC16A6	2.673
RIN3	0.4895
PSG2	0.00250000000000002
DIP2B	0.325333333333333
PSORS1C1	0.9547
KIAA0495	-0.636
FLJ90709	-0.205333333333333
LPA	-0.2515
PIGA	-0.2475
LY75	2.46166666666667
UTS2	-6.11533333333333
RREB1	0.1255
GALNACT-2	0.5526
MGC3196	-0.47575
FLJ31568	-0.14075
LPHN1	-0.63125
SP1	0.94925
TOX4	0.443666666666667
HSPA9	0.2147
APOBEC1	-0.2345
SLC35E4	-1.42975
LSM5	-1.33075
SURF1	0.06
ZBTB1	0.4695
GTF2F1	0.060875
RPS15A	-0.384142857142857
DUSP21	-0.214666666666667
GINS4	-3.68533333333333
MYO15A	-0.279833333333333
GIMAP7	2.66475
MGC13379	0.5915
ATP6V1E2	0.0365
UTP3	0.27575
HNRPA3	-0.7543125
MT4	0.446
C14orf155	-0.45675
U1SNRNPBP	0.40425
CKLF	-0.6725
PLEKHN1	-0.82
MBNL1	0.314416666666667
NUP160	-1.588
ACSM2A	-1.24875
LOC129881	-0.00500000000000001
KIAA1529	-1.1395
FLJ22639	-2.33675
HAND1	-0.633
GSX1	0.329
FGA	-2.2286875
SERPINB1	0.22075
ZNF642	1.059
IGFBP1	-8.29875
SLC1A1	1.86825
DHX57	-0.013
ZNF766	-0.0655
PTPN21	0.3281
GDPD3	-0.8835
PNPLA5	0.0305
TBR1	0.185333333333333
FAM116A	-0.5895
IQGAP1	0.585125
FOS	-2.667
ZNF226	0.09225
FIGNL1	-0.630333333333333
C14orf1	-0.3755
ZMYND17	-0.2935
PUS7	-1.397
TUBB6	-0.513875
KCNQ2	-1.6655
MARCH6	0.0345
CCDC33	0.329
PRODH	-0.916
RBM11	1.62
EPHA6	0.515625
SLC43A1	-1.1035
LOC196541	0.408875
NTN1	0.95425
ING4	-0.24225
PCDHB10	1.423
DPH2	-1.042
SPACA4	0.253
FBXL21	-4.2485
DIAPH1	0.076
ZNF71	0.704666666666667
CEP76	-0.8875
CORO1A	-0.73225
RRM2	-3.093875
EDG4	1.01725
OS9	0.4205
SLC4A1AP	-0.1025
COG5	-0.5105
COPS8	-0.28375
NGLY1	-0.666
NCBP2	-0.8525
C17orf42	-0.362666666666667
GPSM3	0.568375
SIL1	1.36316666666667
ASB6	-0.85725
SMAD5OS	0.300333333333333
UNC93A	-2.647
A1BG	0.146666666666667
C21orf62	0.05225
FMO5	2.55041666666667
ATRIP	-1.94766666666667
CEBPG	-0.540666666666667
C7orf38	-0.389
TNFRSF1B	0.679666666666667
CLEC1A	0.935833333333333
IQSEC1	0.2945
PATZ1	1.3678
RBM22	1.250875
BAG2	-1.35166666666667
PAQR5	-1.53833333333333
C9orf127	0.649
THNSL1	0.33575
SHROOM3	3.5198
JAM2	1.2995
SNRPN	-2.17425
ALX4	0.1485
CACNA1S	0.863
FAM130A1	0.56125
CORIN	4.1605
CD300LB	0.4685
PLEKHG6	0.534
LRRC40	-0.748
PCLKC	-0.96225
PCDHB16	2.29716666666667
WNT2B	2.36733333333333
ASNS	-1.83311111111111
MRPL49	-0.10025
FLJ46111	-0.5575
ISG20	-0.3575
SMU1	-0.207333333333333
CASZ1	0.247
POLR1D	-0.522666666666667
GIN1	0.36575
SNAG1	0.522833333333333
ANKRD29	-1.014
CDKN2AIP	-0.48225
KRR1	0.34775
CXCL1	-4.00683333333333
EPM2A	0.0043
PC	0.0403333333333333
DEFB127	0.335
PDZRN4	2.809
FAH	0.85525
OR51E1	1.6065
CDC2L6	-0.244666666666667
DNTTIP1	-0.53075
PAX8	-0.1085
TMEM116	0.457
C1orf150	-0.1
PRO2012	-0.026
MRPL40	-0.132666666666667
BEX1	-3.6899
SLC2A4	-1.67016666666667
PKMYT1	-2.08775
FEZF2	-0.0755
SLC26A9	-0.928
MAP2	1.166
LYL1	-1.26925
SLC25A19	-0.920833333333333
NOS3	-0.339
ZNF34	0.9965
TMPRSS11F	-0.9745
FAM43A	-0.5395
FCRL4	1.09
KLF14	-0.05875
FLRT2	0.839833333333333
WRN	-1.8275
SDF2	0.7368
KRT8P12	-0.331
C6orf195	0.394
C9orf125	-1.16683333333333
DZIP3	0.225375
RIT1	0.474
SCML1	-1.46116666666667
RHBDF2	-0.592125
OR2G3	-0.0455
REXO1L1	0.1475
MAP3K7IP3	0.98025
C3orf57	-2.84825
FBXW11	-0.1065
ETAA1	-0.391
C14orf131	-0.5965
AKT1S1	-0.3115
SLC12A5	-0.94725
C9orf164	0.781
NRIP3	0.05
NOS1AP	-1.245
TMEM121	0.99975
SAP30BP	-0.0806
DGCR6	1.014
WDR76	-1.9355
FAM82B	-0.271083333333333
LOC606495	-0.2555
MAP9	2.97633333333333
BCDIN3D	0.8075
CXorf36	2.725
DSCR3	-0.109
ZFAND3	0.775375
C7orf43	-0.0506666666666667
SPSB3	0.2494
C19orf19	0.50025
FAM133A	-0.6075
C12orf25	0.555
SLC39A3	-0.230875
DISP2	0.107
PI4KAP2	-2.174
MKRN3	-2.60666666666667
ADAMTS13	-0.688625
CBLN3	0.1758
TTYH1	-0.894666666666667
C3orf18	1.16575
FLJ13236	0.40175
ZMYND12	1.804
C18orf25	-0.187875
GLB1L3	-0.6325
ATP13A5	2.898
RANBP10	-0.53
CD96	-1.012
DENND1C	-0.33725
RBMS3	1.3452
SLC41A3	1.15166666666667
DGCR6L	0.8715
TMEM128	0.549333333333333
CSNK1G3	0.604928571428571
MOBKL2C	0.79075
TSPAN6	-0.2855
MATN2	-1.1398
MSL2L1	0.548166666666667
ST6GALNAC2	0.2095
FGFBP2	-0.76025
FGL1	-6.16066666666667
MPP3	-0.9225
ARHGEF6	0.673833333333333
TGFBR2	0.525875
ACMSD	5.32425
IL33	1.8565
C9orf5	-0.44375
DEAF1	0.1432
AMN	0.643
DEFA6	-0.140375
RNF212	-0.38125
METT5D1	-0.151
CIB1	1.1801
TSSK1B	0.4445
KIAA1727	0.8085
ZNF680	0.0884166666666666
LOC399900	-1.71
LOC152217	-1.13416666666667
CTNNAL1	-3.0275
CIT	-2.7855
TLE6	0.309
ZNF607	-0.784
HERC4	-0.911666666666667
DRAP1	-0.0016
PEMT	-0.8095
C10orf111	-0.028
ZNF575	1.320375
KCTD7	-0.169
MYO1F	0.300625
LOC285382	0.95825
RAB11A	0.8254
PLCD3	-0.73275
C15orf28	0.16225
PTBP2	-0.644375
CTB-1048E9.5	-0.03875
C19orf60	-0.456
C7orf25	0.332
SETD7	1.61275
HOXB9	-2.706
VANGL1	0.2621875
CHAF1B	-1.74375
NDUFA3	0.182
KIAA1328	0.0496666666666666
SHARPIN	-0.064875
TTC23	0.208625
UGP2	0.37075
ANKIB1	0.4242
CIRBP	1.11114285714286
SEC14L4	-2.98116666666667
OVCH1	0.439833333333333
VPS52	-0.162
FAT	0.351875
M6PRBP1	0.06225
GPRIN3	0.428
PPM1F	-0.766833333333333
TSR1	-0.81475
CCDC85A	1.42875
PCSK5	2.19125
ZFHX3	0.3015
HEMK1	-1.1842
PGBD2	-0.132
RSRC2	-0.200833333333333
AURKC	-1.339
SCRIB	-0.104625
ORM2	-4.23933333333333
FAM115A	-0.4145
FZD6	-0.03825
UNC119	0.226
GPX3	-0.5907
NOV	1.388
CABC1	-0.309125
CDC42SE2	0.342
EIF2S2	-1.3433
RNF130	1.084
CKAP5	-0.928
RP11-413M3.2	0.397
C10orf18	0.1127
TMEM93	-0.88625
DYX1C1	1.4245
KCNMB2	-1.293375
ANK3	1.49683333333333
KRT5	0.0159
CDH12	-1.004625
QRSL1	-0.156
JUB	-0.28575
SHC4	-1.33625
CCL15	1.2255
CCDC22	0.7725
SNX24	-0.11575
RARS	0.06975
MORC2	0.288625
FAM48A	-0.38375
MT1H	-1.47
PPP1R14C	-1.75383333333333
FOXD1	-2.4785
C1orf213	-2.93975
AMT	-1.7375
DSN1	-1.82025
PTPLAD2	3.3035
DIS3L	-0.16
RASL11A	0.5085
GPRC5B	-0.243875
FRMD7	1.321
STRN4	-0.17375
KITLG	0.681
HDGF	-0.5715
OR1S1	0.1035
SETX	-0.151
DDR2	0.8855
KCTD12	2.38125
LYZL2	-1.178
WDR52	-0.1535
TMEM2	0.196125
ZNF579	0.835166666666667
LOC200810	-0.227
TNFSF9	-2.0095
PPFIA4	-3.538
CNIH3	0.676833333333333
MAP4K4	-0.699285714285714
ROD1	-0.192357142857143
ALS2CR12	-0.851
DOCK3	-1.291
PAQR9	-3.75175
ASB17	-0.210166666666667
STX16	-1.088625
FEZ2	0.458833333333333
DLAT	-0.257666666666667
KIF21B	-1.05633333333333
CDC5L	-1.32575
TMEM119	1.9165
CRIP3	-2.04425
TPSD1	-0.186833333333333
TEPP	0.01425
GNGT2	1.15825
C21orf121	-0.08525
WNK1	-0.1635
FLJ10490	0.3815
OR51B5	-1.8045
LOC203547	-0.8935
HAS1	0.753
PPA1	-0.305833333333333
ST7	-0.223875
C11orf46	0.3847
POPDC3	-3.00033333333333
ACOX2	0.437333333333333
ATCAY	-0.197666666666667
TM4SF19	-1.46275
MFSD9	-0.149333333333333
PDHB	-0.6665
ERN1	0.094
LCE3C	0.054
GPR111	-0.4805
NOTCH3	1.87033333333333
ADAMTS5	3.5685
B3GALT1	-0.85975
UGCGL1	-0.00583333333333332
FAM58A	0.2695
FBXO32	2.2925
CLPP	-0.30175
NXPH1	0.003
MTMR3	1.18016666666667
ATP1B3	-0.81525
TMEM16A	3.7745
HIST1H3F	-0.887166666666667
TRIM25	0.242833333333333
SDCBP2	0.662
CRKL	-1.196375
HOXB2	2.4985
ANP32B	-1.354
GATM	3.477
AP4E1	0.0825
EDG5	0.1715
CDKN3	-1.79683333333333
CDH4	-1.92975
PGD	0.0378333333333333
RND1	-0.0675
GAD1	-2.1088
MPG	0.171625
LOC440350	-1.105
ZNF133	-0.1025
SERPINB12	-0.124
AMELY	-0.117666666666667
DHX36	-0.16275
TNFAIP8L2	2.73216666666667
PHTF2	0.106611111111111
CCDC112	-0.28
IQCC	-0.37825
HEYL	3.47783333333333
FTSJ2	-0.904
APPL1	0.3625
RAB43	0.802928571428571
OR10G2	0.1125
WAC	0.219
ADCY9	0.02625
RUNDC2B	0.565333333333333
PYCRL	0.3136
AGPAT7	-1.15316666666667
SLC22A9	-0.911
CDKAL1	0.0625
PDYN	-0.273333333333333
C20orf74	0.13775
MTMR11	1.227
VAV3	4.35925
DAPL1	1.90875
STXBP3	0.22175
EIF3G	-0.466
ARHGAP22	-1.28375
NPFFR1	0.285
NPC1	-0.464666666666667
ALDH9A1	1.97966666666667
ZNF600	0.560875
ZNF678	-0.120166666666667
RASSF1	-0.592583333333333
ADD2	-2.44275
PITPNB	0.1365
PKD2L2	0.04125
LRP11	0.1255
CDKL1	0.6985
SMEK2	0.61575
PRODH2	-3.27333333333333
C11orf54	0.584333333333333
SFRS11	-0.582833333333333
IL7	1.14283333333333
ALS2CR16	0.7805
BTG3	-0.562166666666667
PAK2	-0.533055555555556
RP11-679B17.1	-0.1695
GATA4	-1.98483333333333
ATP2B1	-0.2515
LOC130940	1.2875
C1orf172	2.63333333333333
ATF7IP2	-0.858
SLC25A43	-0.829833333333333
CENTG3	-0.38675
IGF2BP1	-3.9947
FCHSD1	0.148
CAMK2N2	0.779333333333333
ELAVL3	-0.142
NBPF15	-0.379666666666667
UBE2J2	-0.0464166666666667
GNL2	-0.98525
PRR3	-0.1821
NLF2	1.16225
OR4F6	0.31
KLHL24	1.58
CCDC88A	-1.7463
SGPP1	0.751666666666667
C10orf11	-0.233333333333333
SLC35B4	-0.795833333333333
UGT3A2	-1.1165
ARNT2	1.7591
CBR1	0.193375
ITPR3	-1.1765
TRAPPC6B	0.0806
AMZ1	1.246
ARP11	0.95775
WDSUB1	-0.2035
APBA1	0.517166666666667
RAB2A	0.9755
C6orf162	-0.576875
HPSE2	0.079
PLCE1	0.657
INSL3	-0.25925
DLG1	-0.5625
PTPLA	-3.0885
PIGX	-0.175375
TFIP11	0.568333333333333
FIBIN	3.7395
POLR2G	0.10925
GRAP2	-1.9052
DNAJB8	-0.34875
CNBP	0.238666666666667
WASF1	-1.029
INPP5E	-1.5921
HSPB1	0.4176875
TMEM167	0.338
CUBN	0.30525
IGF1	3.86875
ITPK1	-0.2848
NAALAD2	-0.786375
G3BP1	0.2208
NT5DC1	0.83625
CYP39A1	1.183
TMEM139	1.253
POLK	0.3922
GLULD1	-1.208
RBM15	-0.991666666666667
AMZ2	0.65925
GDF15	-2.7535
MESDC2	-0.09475
INCA	0.802333333333333
ACY1L2	-0.7775
GZMM	-0.2875
PAIP1	-0.31675
CACNA2D1	0.55525
STK32C	-0.2655
SH3BP4	0.685666666666667
DEC1	0.1315
PADI1	0.0495
UBB	0.3598
PON3	2.40033333333333
PROP1	0.3655
ANKRD13B	-0.9235
ADCK1	-0.64875
TCF25	-0.0155
SLC38A5	-1.31475
CXorf26	-0.640666666666667
C19orf39	0.25525
PPP1R13B	0.70975
ARL2	-0.537
TCL6	0.16125
TOP3A	-0.9915
SLC16A14	1.241375
FXYD6	1.74333333333333
HIST1H4E	-0.28525
BBC3	0.401578947368421
UNC5A	0.158833333333333
FAM86C	-0.5387
PI4KB	0.926375
B3GAT1	-3.65525
SUSD2	1.69216666666667
OAZ2	-0.0176666666666667
NOC4L	-0.14825
C10orf12	-0.52275
FADS1	-2.03216666666667
LOC144097	-0.90025
DKK2	1.40466666666667
KIAA1949	0.37
RHOT1	0.1286
OXT	1.679
GPR153	1.059
ARL4A	-1.87233333333333
SAAL1	-1.61025
CCDC64	-0.854
USE1	-0.441833333333333
HNMT	0.9335
PCGF3	0.29875
CYP2C19	0.16075
C20orf4	-0.015
CCDC11	1.059
ACSBG2	-0.08125
RWDD2A	0.61125
PALLD	3.433375
CPLX4	-0.674
LOC492311	1.51125
KPNA2	-1.42516666666667
MACROD1	-1.0682
TMCO3	-0.231833333333333
C15orf52	0.469666666666667
