Hybridization REF	TCGA-A2-A0YG-01A-21R-A109-07
SMARCD1	-0.1345
ZFP106	-0.057
ZNF347	0.8225
GTF2E1	0.6015
RY1	0.147
ATAD2B	0.230125
ARHGAP17	-0.3959
KCNIP3	-1.41825
SFPQ	0.38025
GFRA4	0.320833333333333
AKR1B10	0.1345
TIGD6	1.0185
RGS16	3.292625
URB1	-0.182166666666667
OR4C46	-0.1505
TOP3B	-1.36675
NFATC4	-0.5085
CA14	-4.879
BMPR1A	-0.950666666666667
SNRP70	-0.68625
PRL	-0.174166666666667
C6orf130	-0.64875
STAG2	-0.61825
CD55	-1.24764285714286
RPS23	-0.055
SSX2	-1.52533333333333
FDPSL2A	1.8365
FBXO27	-0.23425
SYNGR3	-1.69283333333333
TMSL3	0.76125
EML1	-0.8695
NUP93	-0.06275
SMAD3	-0.1058
KIAA1189	0.676833333333333
HNRPUL2	0.954166666666667
TBC1D12	0.578833333333333
C16orf24	1.17825
MRVI1	0.6805
ZNF581	-0.702
ELOVL3	-0.7425
OR51Q1	0.117
CACNB3	1.616
GALNT13	-1.24825
C10orf84	0.63825
NEDD4	0.1317
SPO11	-0.091
OR5AU1	0.2775
NEK4	0.413214285714286
PRKAR2A	-0.0403333333333334
IHPK1	-0.228166666666667
ATP6V0B	0.678625
CACNA1E	0.6255
CEACAM8	1.22683333333333
PEX14	-0.4125
FLJ12993	2.6525
ZBTB38	-0.15575
PCTK2	0.486833333333333
LRRC16	1.118
FBLIM1	0.373
FYCO1	1.3715
RP5-1022P6.2	0.552
CMTM1	0.9095
PLTP	-0.304666666666667
RAPH1	0.398875
DOCK8	0.206625
EZH2	-0.0768666666666667
SLC25A1	-0.348666666666667
PLEKHB1	0.6603
GRB7	3.4334
ZFP37	-0.704
MRPL33	-0.98625
PELO	-0.11775
ARMC1	-0.189909090909091
C9orf27	-0.069625
FLJ25778	0.28
C9orf37	-0.746833333333333
TMEM66	0.98425
SPRN	1.11425
HBEGF	0.566125
PI4KA	-1.073
LEPRE1	-1.18375
POU2AF1	-2.535
MRPL12	-0.437
REP15	-0.2265
ZC3H3	0.74475
RASAL1	0.1405
DDAH1	-1.31775
ACBD5	1.038375
TMC2	0.1845
CCDC137	-0.71575
SAMD13	1.17883333333333
UGT2B15	-2.96966666666667
TIPARP	-0.47975
DNASE1L3	0.2235
TRIM72	0.5585
DBX2	0.86575
IPO8	0.00825
C21orf88	1.6018
MAP3K14	0.47825
LOC51233	0.328666666666667
GGTLA4	1.82725
PDE6D	0.113
ZNF117	0.258
CLK2	1.448
NKRF	-0.52025
TNFSF15	-0.0312
DUSP2	-0.311125
SECISBP2	0.8185
GABRR2	-0.1085
PPAP2C	1.82
LOC51145	0.0486666666666667
PAG1	-1.004
PIK3C3	-0.3145
GNG10	-0.966
APOL4	0.509166666666667
ANKRD28	-1.4535
STMN3	-2.9373
RAB14	1.205
CDK2AP2	0.6425
HDDC3	-0.518625
COMMD7	1.003375
CXXC1	-0.83225
HMCN1	-0.9365
CD40	-0.06675
DYNC1LI2	0.9330625
GDI1	0.377
LOC646938	-0.401
VSNL1	-2.4635
PIH1D1	0.316
RAET1G	-1.5065
KRTAP5-9	-0.133
EFTUD2	-0.9355
ZNF311	1.43583333333333
ATP6V1G3	0.20575
OR2W3	-0.1895
SCN4A	0.47875
MED10	-0.112125
FAM135A	-1.6879
ARHGAP4	-1.9325
EHMT2	-0.20525
UFD1L	-0.19675
ERMP1	0.481
MAG1	-1.76933333333333
THAP8	0.119
HACE1	-0.5035
FAM82C	0.774
C3orf20	1.079
UNC84A	0.105333333333333
SCD5	-0.313142857142857
LASS6	2.372875
LSG1	0.76775
MAL	-5.50325
GPR22	-0.219
WDR5B	1.58775
ACTRT1	0.566
C17orf60	-0.5215
GRIN2C	0.148
ARMC8	-0.210666666666667
SLC47A1	-2.38533333333333
DMPK	-0.002
DHRS13	-0.0991666666666667
SMC1A	0.224
KRTAP17-1	0.387
SMYD5	-0.05975
TUSC2	0.615375
CRHR2	0.4375
KIR3DL2	0.1555
CCDC104	-0.57425
ATP2C1	1.159
CROT	0.388
PABPC3	-0.051
EGR1	-0.974
THSD1	0.0275
KHK	-1.055
SLC12A2	1.9058125
CD58	-0.72575
STOX2	-1.892
CCDC76	-1.1943
CCDC48	4.82175
DNAH1	0.0903333333333333
ZIC4	0.463875
OR1G1	0.4455
PSMC6	-0.208166666666667
PROKR1	-0.0705
ABCB1	-0.991
TRAT1	-1.395
LLGL1	0.17
MTF1	0.53275
USP54	-0.271375
PAGE2B	-1.487
ITGB7	-4.049
CCDC81	-0.1905
LOC149837	1.734
SCUBE1	0.598
ZSCAN10	0.4335
HUWE1	0.577785714285714
CDH17	0.4435
CD180	0.038
IL17A	0.408
TMPO	-0.03375
KIAA1524	-0.2625
HDGFRP3	0.193666666666667
OXCT1	-0.431818181818182
RRAS2	-2.392
LTBP2	2.2469375
SV2B	0.887833333333333
CYP2A6	0.405125
PKD1L2	-0.828166666666667
PPM1M	0.43225
FLJ22662	0.217
ZNF502	-0.7115
GP6	-0.7825
CRYBA2	-0.74125
LEF1	-2.8884
CTPS	-1.00785714285714
EYA1	-1.91633333333333
EPS8L1	0.3695
MAPK14	0.168416666666667
SERPINB2	-4.713625
GTF2F2	0.0996666666666667
ZNHIT4	0.295
PLA1A	0.63275
C20orf114	1.863
HPR	-4.701
C18orf2	0.913333333333333
SATB2	-3.112
KCNJ9	-0.07775
MGC157906	0.5155
MOCS3	0.65175
C17orf71	2.55883333333333
PPHLN1	-0.2452
HIST1H2BN	0.573625
RAPGEF1	-0.4085
MAP3K8	0.492
DLG4	-0.307
STC1	1.97033333333333
CDGAP	1.06875
DDX26B	-1.2215
LOC150223	-1.58475
CPSF3	-0.597833333333333
TMEM14A	1.38525
MYH3	-2.12175
GPKOW	-0.492
SULT1A1	-0.149833333333333
SPON1	2.4135
YY1AP1	1.79083333333333
RAB23	-0.165
PLA2G4A	-4.52
MAPRE3	0.96675
ZNF516	0.133357142857143
GGPS1	0.6055
EXOC3L2	-0.559
C19orf42	0.67
MAP2K2	-0.687833333333333
HIST1H2BB	0.91
RNF19B	0.670666666666667
C6orf128	-0.443833333333333
TLR8	2.874
PCDHA9	-0.573
CARS2	-0.38
CLUL1	-0.2695
RHAG	-4.1405
UNK	-1.0025
EXOC8	0.1626
C9orf95	1.5725
C14orf143	0.8775
MAML3	0.13375
LDHA	-2.61925
MRPL20	0.02875
KLHDC6	0.4915
ATP5S	0.283833333333333
C8orf55	0.20475
PHF19	-3.06175
KRTAP13-4	0.833
TTC5	-0.33625
XKR5	0.05425
SILV	-4.84333333333333
TEX28	0.0655
TCTN1	0.81525
CX40.1	0.01825
PPP2R5C	0.453125
C12orf30	-0.1415
CAPG	1.06875
MPZL1	2.87065
ARSB	-0.554833333333333
TDH	-1.49775
WASF4	0.189
TSSK3	-0.463666666666667
7A5	2.4965
CRISPLD1	-0.612375
MAD1L1	-0.397
SPIN4	-0.662833333333333
AMPD1	0.8495
DPYSL5	0.32
INPP1	-0.877
ANKRD11	-0.790388888888889
NPAS4	0.086125
GCET2	0.1508
RNASE9	-0.257
GUCY2D	0.427166666666667
CCDC98	-0.2045
FGF4	-0.291625
CPM	-1.00166666666667
SLC26A4	-0.283666666666667
PLD5	0.2015
FAM59A	1.4274
FBXO5	-1.18166666666667
SIPA1L1	-0.05525
DPYS	0.605
ATG4D	0.07375
TGM3	2.4575
MTCH1	0.304
HK1	-0.2745
CDC26	-0.064625
GALNT12	-3.44316666666667
LOC339229	-0.1275
MRPL35	-0.03825
ORC4L	0.222875
TNKS	0.325857142857143
C2orf24	0.0348333333333333
ZNF553	-0.0196666666666667
GGTLA1	1.6572
ZNF497	0.457
CDY1B	0.11825
SLC30A4	-0.477625
TUB	-0.67675
ARHGEF18	-0.87975
ARRB1	0.6305
KCNK1	1.561125
EREG	-3.1434
SCAMP5	0.932
RUNDC3B	2.47875
ADAMTS20	0.0505
IL17RB	-0.4325
FLJ20323	-0.147
MCAM	-0.186625
POLR3E	-1.51508333333333
AQR	0.334166666666667
IPMK	0.2345
CDCA7	-2.279125
CAMP	2.68875
GRHL3	0.12775
ADAMTSL2	0.861
CLMN	2.48466666666667
SSTR3	0.541
MAGEA5	-2.53266666666667
OVOL2	4.58125
JMJD1B	0.59925
RBL2	0.5947
PYGO2	1.953
PPP1R10	1.21266666666667
CSE1L	-0.0478333333333333
LCA5	0.6595
RDH16	0.61475
ASRGL1	-1.940875
TOM1	0.0273333333333333
PTX3	-5.84725
TTC15	0.16425
SCGB3A1	0.650833333333333
MRPL50	-0.59525
RCAN3	0.821
SLC26A11	1.05275
STYX	0.291833333333333
CINP	0.709
MARCH7	0.15275
PFKM	-0.571166666666667
SGMS1	-0.3115
RIOK3	-0.1444
C1orf110	-0.223
CES7	0.563875
LOC440248	-1.4115
PPP1R12C	-0.389
C10orf27	0.5755
ATG9A	-0.38575
MRPS26	0.99225
TMEM40	0.41625
ELP3	-0.1531
ZNF787	0.5498
HIAT1	-0.186125
C8orf34	0.7785
MGC4655	1.2263
PELI1	0.131666666666667
PPT1	0.5399
SLC35C2	0.821
C6orf125	0.19625
MUC4	-1.56366666666667
RFC4	-0.670428571428571
GNB2	0.805666666666667
NUP50	0.196642857142857
SULT4A1	-1.16233333333333
C7	2.26525
CCDC130	0.0276666666666667
ARRDC4	-1.59975
RQCD1	0.12625
GLYCTK	-0.74725
AYTL2	0.144454545454545
MTUS1	1.9872
LEMD3	-0.118666666666667
PLEKHF2	2.48625
HOXA7	-0.618125
GTF3C2	-0.9105
DYNLRB2	1.525
CNOT10	0.00775
MR1	1.45733333333333
FFAR1	0.381
PRIC285	0.067
SLITRK6	2.4445
LIX1	-1.8314
UBE1L2	0.113416666666667
F8	0.626125
ACHE	0.0435
KPNA5	-0.73525
TNFRSF12A	-1.13616666666667
EGR3	-0.0835
SERPIND1	-3.5785
OASL	1.6885
IFRD1	-0.115125
WDFY1	-0.1425
ZNF267	0.0985
ACCN5	0.489
ZBTB6	-0.147
PPP1R3A	0.5325
PRRT3	1.0765
FBXL19	-0.397
TXNIP	-0.659285714285714
ACTN2	2.109
ATG9B	-0.328875
C9orf117	1.046625
IL27	-1.1
RPL36AL	-0.363333333333333
KLK15	-0.13475
CHAD	0.349
RAP2B	-0.1248
HEBP2	1.53725
ZNF342	0.741
CAMK2G	-0.807333333333333
TLR3	0.749
FGF14	0.23975
HMGB2	-0.502875
TRPM5	-0.00783333333333334
OR5M11	0.4965
KIF3B	0.816
PRICKLE2	-0.33425
MTMR9	0.030125
C3orf27	0.23825
GLRA3	-1.88883333333333
NSDHL	0.0341666666666667
TMEM32	0.01525
POLR2D	-0.731833333333333
MYADML	0.501
C9orf114	-0.342
MRGPRX1	0.335
TOPORS	-0.03475
CLDN19	-0.39125
C1QL4	-0.1245
RNF165	-0.077
DHRS9	-0.59275
DNAH2	-0.066
FXR1	0.421166666666667
ZMYM3	-0.67925
CASP3	0.558166666666667
FAM120C	-0.544
SCLY	-1.2445
CA7	0.000499999999999999
ENTPD5	0.213
ZNF461	-0.12775
PDIA5	0.755
C1orf19	-0.228666666666667
TMEM67	0.269
KCTD20	-0.2705
WDR47	-0.235
FLJ38723	-0.062
KLRF1	-0.175666666666667
TAS2R16	0.632
CLDN12	0.2735
PRKCE	-0.5625
UBXD4	-0.9675
ITGAM	1.89066666666667
GLT8D3	0.1125
WDR31	0.4826
RGS2	0.904
OR51L1	0.353
MST1R	0.83675
KIAA1737	0.849
OR4A5	-0.815
GLIS1	-2.047
PTMA	0.425428571428571
NAPA	1.46925
PRDM11	-0.118
LIPF	0.306
DIRAS3	2.1505
ASGR2	-4.376
C1QTNF4	-0.108
PIK3R4	0.634833333333333
ARMC3	3.27325
NDUFV3	-0.156166666666667
BTBD3	0.228166666666667
PPP1R2	0.36975
UBE2NL	0.49025
FOSL2	0.125428571428571
FAM119A	-1.1755
TUBA4A	-0.7605
KRTAP12-1	0.2135
SFRS2	-0.378
RHPN1	0.2676
EEF2	-1.08466666666667
ZDHHC11	-0.3518
EPHA3	-1.3051
RBM12	-0.39325
H2AFJ	2.41333333333333
EDIL3	0.9065
KIF26A	-1.01125
SERGEF	-0.77325
B3GALT4	3.13075
LOC90925	1.00366666666667
OSCAR	-0.28
NPFF	-0.929
DEDD	1.969
TMEM155	-0.417125
PTPN1	0.57075
SCYL2	1.11833333333333
SKAP1	2.131
LEAP2	-2.13916666666667
GADD45G	2.0283
IFITM3	0.28575
PILRB	-0.671333333333333
SLU7	0.350625
DSC3	0.5595
DNMT3L	-1.255
PAPD5	0.5375
B3GNT3	-0.2885
LHCGR	0.34
MSL-1	1.9285
UBE2S	-1.106625
SAP130	-0.18475
ANAPC11	0.1445
MAGED4B	-1.125
ATP6V1B2	0.306833333333333
C14orf179	1.162875
CAPZA1	-0.18925
CDYL2	0.503
GLRX3	-0.654666666666667
LOC136288	-0.80625
MOBKL1A	-0.72875
HTR2B	2.178
CRYGD	0.146333333333333
NUS1	-0.5475
PGRMC1	0.9025
MYOM2	-1.71175
FLJ39653	-2.67566666666667
CHM	0.0227
OR5M8	0.543
ZNF619	-0.1405
FAM105A	0.3575
CCNL1	-1.06525
NAP1L3	-0.669
C10orf57	1.55433333333333
B3GALNT1	0.480333333333333
CSN1S2A	0.14
TCP10L	0.1535
GDAP2	0.09675
DMKN	-2.331
COX6B1	0.38125
DNASE2	1.16283333333333
MSH5	-1.44725
LGMN	0.005375
USP31	-0.1745
OR13C8	0.7875
SDCBP	0.2962
NUDT11	-2.718
PYGL	-2.31766666666667
SNPH	3.31866666666667
B3GNT4	-0.0245
MIZF	-0.1389
NUBPL	-0.00774999999999999
NOD1	0.258
CDH22	0.7635
NUBP1	0.487833333333333
DSCAM	-4.18
DGKI	0.3005
FAM136A	-1.03375
AKAP1	-0.758333333333333
SLC16A6	2.23325
RIN3	-0.20875
PSG2	-0.10975
DIP2B	0.929416666666667
PSORS1C1	-0.1398
KIAA0495	-0.4805
FLJ90709	0.395333333333333
LPA	0.101
PIGA	-0.506833333333333
LY75	1.39566666666667
UTS2	-6.42066666666667
RREB1	0.422
GALNACT-2	-0.207
MGC3196	-0.301
FLJ31568	-0.222
LPHN1	0.172375
SP1	0.840375
TOX4	0.33
HSPA9	0.3602
APOBEC1	0.463
SLC35E4	-1.52075
LSM5	-0.48375
SURF1	1.06425
ZBTB1	-0.988583333333333
GTF2F1	-0.7175
RPS15A	-0.192285714285714
DUSP21	-0.284333333333333
GINS4	-2.253
MYO15A	0.168333333333333
GIMAP7	3.368
MGC13379	0.4955
ATP6V1E2	-0.4615
UTP3	-0.1005
HNRPA3	-0.6375625
MT4	0.1455
C14orf155	0.002
U1SNRNPBP	0.5895
CKLF	0.435333333333333
PLEKHN1	0.0208333333333333
MBNL1	-0.485666666666667
NUP160	-1.94425
ACSM2A	-1.572
LOC129881	-1.05325
KIAA1529	-0.817
FLJ22639	-1.17375
HAND1	-1.4325
GSX1	0.4965
FGA	-4.1098125
SERPINB1	0.79475
ZNF642	0.29375
IGFBP1	-8.47975
SLC1A1	1.16375
DHX57	-0.38475
ZNF766	1.0445
PTPN21	-0.9581
GDPD3	-1.706
PNPLA5	-0.204
TBR1	0.0516666666666667
FAM116A	0.632
IQGAP1	0.5225
FOS	-1.450625
ZNF226	0.351875
FIGNL1	0.237
C14orf1	0.603833333333333
ZMYND17	-0.341
PUS7	-0.0221666666666667
TUBB6	-1.37625
KCNQ2	-0.96875
MARCH6	1.20875
CCDC33	0.251
PRODH	1.25875
RBM11	1.321
EPHA6	0.1555
SLC43A1	-1.92
LOC196541	0.185875
NTN1	-0.34825
ING4	0.21025
PCDHB10	2.4785
DPH2	-0.519166666666667
SPACA4	0.4415
FBXL21	-4.715
DIAPH1	-0.117666666666667
ZNF71	1.0165
CEP76	-0.6275
CORO1A	-1.552
RRM2	-0.479
EDG4	1.3695
OS9	0.228166666666667
SLC4A1AP	-0.16075
COG5	0.5835
COPS8	0.0805
NGLY1	-0.54325
NCBP2	0.002625
C17orf42	0.2005
GPSM3	0.23025
SIL1	1.26466666666667
ASB6	-0.32825
SMAD5OS	-0.393333333333333
UNC93A	-3.0795
A1BG	-0.416666666666667
C21orf62	0.714
FMO5	0.264
ATRIP	0.422833333333333
CEBPG	-0.0258333333333333
C7orf38	-0.445166666666667
TNFRSF1B	0.259333333333333
CLEC1A	1.4275
IQSEC1	-0.18125
PATZ1	0.9828
RBM22	1.10575
BAG2	-3.64933333333333
PAQR5	-1.812
C9orf127	0.4648
THNSL1	0.8185
SHROOM3	2.3106
JAM2	0.55725
SNRPN	-2.24325
ALX4	0.434
CACNA1S	0.066
FAM130A1	1.339
CORIN	1.702
CD300LB	0.9905
PLEKHG6	1.137
LRRC40	-0.07475
PCLKC	-1.2405
PCDHB16	-0.483666666666667
WNT2B	-0.844166666666667
ASNS	0.248
MRPL49	0.021875
FLJ46111	-0.3725
ISG20	0.633
SMU1	-0.298
CASZ1	0.6025
POLR1D	-0.77925
GIN1	0.441
SNAG1	0.885333333333333
ANKRD29	-2.27275
CDKN2AIP	-0.42425
KRR1	0.21375
CXCL1	-4.23016666666667
EPM2A	0.2051
PC	0.5825
DEFB127	0.362
PDZRN4	0.212333333333333
FAH	1.320875
OR51E1	2.369
CDC2L6	0.538333333333333
DNTTIP1	0.0955
PAX8	0.31625
TMEM116	0.012
C1orf150	0.082
PRO2012	0.11975
MRPL40	-0.899333333333333
BEX1	-4.046
SLC2A4	-0.887666666666667
PKMYT1	-0.616
FEZF2	-0.4215
SLC26A9	-1.15725
MAP2	-0.17625
LYL1	-1.768
SLC25A19	-0.809833333333333
NOS3	-0.153
ZNF34	0.853833333333333
TMPRSS11F	-0.496
FAM43A	-0.325
FCRL4	0.31
KLF14	0.1385
FLRT2	-1.175
WRN	-0.5845
SDF2	1.1887
KRT8P12	-0.21375
C6orf195	-0.4395
C9orf125	-1.6695
DZIP3	-0.334625
RIT1	1.705
SCML1	-3.292
RHBDF2	-0.01875
OR2G3	0.1975
REXO1L1	-0.0205
MAP3K7IP3	-0.753625
C3orf57	-5.77325
FBXW11	-0.127666666666667
ETAA1	-0.8905
C14orf131	-0.405
AKT1S1	0.027
SLC12A5	-1.0175
C9orf164	0.79275
NRIP3	-1.093
NOS1AP	-1.037
TMEM121	-0.00125
SAP30BP	-0.1124
DGCR6	0.047
WDR76	-0.614
FAM82B	-0.326416666666667
LOC606495	-0.0555
MAP9	1.21858333333333
BCDIN3D	0.699
CXorf36	2.78333333333333
DSCR3	0.731
ZFAND3	1.10975
C7orf43	0.860666666666667
SPSB3	0.3016
C19orf19	0.473
FAM133A	-2.758125
C12orf25	-0.044
SLC39A3	-0.549125
DISP2	2.061
PI4KAP2	-2.284
MKRN3	-2.75266666666667
ADAMTS13	-0.02825
CBLN3	0.2096
TTYH1	-1.27183333333333
C3orf18	0.88425
FLJ13236	0.52125
ZMYND12	2.8985
C18orf25	0.45975
GLB1L3	-1.058
ATP13A5	4.2765
RANBP10	0.8815
CD96	-1.2739
DENND1C	-0.80275
RBMS3	-0.8765
SLC41A3	0.771333333333333
DGCR6L	-0.02975
TMEM128	0.0968333333333334
CSNK1G3	0.390857142857143
MOBKL2C	0.12725
TSPAN6	-1.117625
MATN2	-0.8496
MSL2L1	0.294166666666667
ST6GALNAC2	0.336833333333333
FGFBP2	-0.561375
FGL1	-6.08933333333333
MPP3	0.682333333333333
ARHGEF6	-0.549666666666667
TGFBR2	-0.370625
ACMSD	-0.69375
IL33	1.86825
C9orf5	0.1995
DEAF1	-0.6046
AMN	0.1215
DEFA6	0.3105
RNF212	-1.94275
METT5D1	-0.4335
CIB1	0.6148
TSSK1B	0.153
KIAA1727	1.84475
ZNF680	0.753166666666667
LOC399900	-0.85
LOC152217	0.296166666666667
CTNNAL1	-1.685
CIT	-1.11241666666667
TLE6	0.7005
ZNF607	-0.74125
HERC4	-1.45433333333333
DRAP1	-0.191
PEMT	-1.2145
C10orf111	-0.4865
ZNF575	0.593375
KCTD7	-0.0525
MYO1F	0.16025
LOC285382	-0.0895
RAB11A	1.1641
PLCD3	-1.5
C15orf28	-0.0765
PTBP2	-0.7245
CTB-1048E9.5	0.201
C19orf60	-0.368666666666667
C7orf25	0.947666666666667
SETD7	1.515625
HOXB9	-3.535
VANGL1	0.756875
CHAF1B	-0.495
NDUFA3	0.28025
KIAA1328	-0.383666666666667
SHARPIN	0.381625
TTC23	-0.974875
UGP2	0.429833333333333
ANKIB1	0.918
CIRBP	0.0422857142857143
SEC14L4	-3.02333333333333
OVCH1	0.221333333333333
VPS52	0.36225
FAT	-2.449875
M6PRBP1	-0.531
GPRIN3	0.0645
PPM1F	-1.42933333333333
TSR1	-0.646
CCDC85A	0.7205
PCSK5	0.46
ZFHX3	0.876
HEMK1	-0.0594
PGBD2	0.6295
RSRC2	0.475166666666667
AURKC	-1.225
SCRIB	-0.067875
ORM2	-4.62783333333333
FAM115A	0.3705
FZD6	-1.368625
UNC119	0.243
GPX3	-1.3137
NOV	-1.147375
CABC1	-1.2905
CDC42SE2	0.6049375
EIF2S2	0.557
RNF130	1.246
CKAP5	-1.13933333333333
RP11-413M3.2	0.774625
C10orf18	0.7197
TMEM93	-0.4255
DYX1C1	1.72775
KCNMB2	-1.801
ANK3	0.563416666666667
KRT5	-1.1311
CDH12	-1.338375
QRSL1	0.565875
JUB	-2.2445
SHC4	-1.913
CCL15	0.906333333333333
CCDC22	-0.529
SNX24	-1.0685
RARS	0.28575
MORC2	0.618875
FAM48A	0.771
MT1H	-0.808
PPP1R14C	-2.20916666666667
FOXD1	-1.24157142857143
C1orf213	-2.1405
AMT	-2.5245
DSN1	-0.38725
PTPLAD2	3.63125
DIS3L	-0.5685
RASL11A	-0.39425
GPRC5B	0.59575
FRMD7	0.194
STRN4	0.61225
KITLG	1.24809090909091
HDGF	-0.52175
OR1S1	0.221
SETX	0.105
DDR2	-0.53525
KCTD12	0.8315
LYZL2	0.345
WDR52	0.5935
TMEM2	-0.06075
ZNF579	0.607666666666667
LOC200810	0.94975
TNFSF9	-1.964125
PPFIA4	-3.57575
CNIH3	0.0513333333333333
MAP4K4	-0.884357142857143
ROD1	0.547785714285714
ALS2CR12	0.656
DOCK3	-0.732166666666667
PAQR9	-4.41575
ASB17	0.168666666666667
STX16	-0.716625
FEZ2	0.6935
DLAT	-0.0711666666666667
KIF21B	-0.709166666666667
CDC5L	-0.15875
TMEM119	0.576333333333333
CRIP3	-1.70275
TPSD1	0.3585
TEPP	0.02375
GNGT2	1.001
C21orf121	0.35725
WNK1	-0.378
FLJ10490	0.8887
OR51B5	-2.098
LOC203547	-0.35275
HAS1	-1.0795
PPA1	-0.469166666666667
ST7	-0.3605
C11orf46	-0.0406
POPDC3	-4.092
ACOX2	4.1815
ATCAY	-0.295166666666667
TM4SF19	-2.38175
MFSD9	0.316666666666667
PDHB	0.34525
ERN1	-0.1715
LCE3C	0.2545
GPR111	-0.244
NOTCH3	2.01633333333333
ADAMTS5	1.7855
B3GALT1	-0.725
UGCGL1	0.5345
FAM58A	0.249666666666667
FBXO32	1.0395
CLPP	-0.8405
NXPH1	4.707
MTMR3	0.546166666666667
ATP1B3	-0.636875
TMEM16A	3.155875
HIST1H3F	0.836333333333333
TRIM25	-0.1455
SDCBP2	1.2565
CRKL	-1.511125
HOXB2	1.91366666666667
ANP32B	0.013875
GATM	2.5115
AP4E1	0.123625
EDG5	0.0315
CDKN3	-0.653666666666667
CDH4	-2.216
PGD	-0.633
RND1	0.5815
GAD1	-3.2665
MPG	-0.063625
LOC440350	-0.6525
ZNF133	0.00725
SERPINB12	0.188
AMELY	0.103333333333333
DHX36	0.0585
TNFAIP8L2	2.31066666666667
PHTF2	0.216277777777778
CCDC112	-0.0808333333333333
IQCC	-0.048
HEYL	2.72016666666667
FTSJ2	-0.173
APPL1	0.331375
RAB43	1.00307142857143
OR10G2	0.028
WAC	0.881166666666667
ADCY9	2.79325
RUNDC2B	-0.553
PYCRL	1.116
AGPAT7	-1.075
SLC22A9	-1.46583333333333
CDKAL1	-0.133
PDYN	-0.3215
C20orf74	1.025
MTMR11	-0.40925
VAV3	3.53375
DAPL1	-0.02825
STXBP3	-0.3045
EIF3G	-0.687
ARHGAP22	-1.9185
NPFFR1	0.3355
NPC1	-0.933
ALDH9A1	2.36033333333333
ZNF600	0.838625
ZNF678	0.364166666666667
RASSF1	0.0448333333333333
ADD2	-2.4085
PITPNB	-0.44825
PKD2L2	0.223125
LRP11	-0.3275
CDKL1	-0.81875
SMEK2	0.6155
PRODH2	-3.20266666666667
C11orf54	-0.0605
SFRS11	-0.529166666666667
IL7	-0.529166666666667
ALS2CR16	0.83325
BTG3	-0.904833333333333
PAK2	-0.0822222222222222
RP11-679B17.1	-1.549
GATA4	0.660666666666667
ATP2B1	-0.39175
LOC130940	0.655
C1orf172	2.74383333333333
ATF7IP2	-1.52375
SLC25A43	0.00516666666666667
CENTG3	-0.13275
IGF2BP1	-3.9529
FCHSD1	0.115
CAMK2N2	0.550666666666667
ELAVL3	-0.2113
NBPF15	-0.7545
UBE2J2	-0.00625
GNL2	-0.862
PRR3	-0.2704
NLF2	0.7645
OR4F6	0.2695
KLHL24	1.075
CCDC88A	-2.6791
SGPP1	-2.22066666666667
C10orf11	0.186833333333333
SLC35B4	-1.15866666666667
UGT3A2	-1.0275
ARNT2	-0.2389
CBR1	-2.777875
ITPR3	-0.336666666666667
TRAPPC6B	0.1619
AMZ1	-1.704
ARP11	3.372
WDSUB1	0.8535
APBA1	0.486333333333333
RAB2A	1.3298
C6orf162	0.021
HPSE2	0.195
PLCE1	-1.387
INSL3	0.47775
DLG1	0.2489
PTPLA	-2.65525
PIGX	0.283375
TFIP11	-0.0741666666666667
FIBIN	2.677
POLR2G	0.04075
GRAP2	-1.8126
DNAJB8	0.1875
CNBP	0.632
WASF1	-0.252
INPP5E	-1.0065
HSPB1	1.4364375
TMEM167	0.5008
CUBN	-0.0765
IGF1	1.9
ITPK1	1.3459
NAALAD2	-1.40975
G3BP1	0.0589
NT5DC1	0.54
CYP39A1	-0.6395
TMEM139	0.63125
POLK	-0.159111111111111
GLULD1	-1.3565
RBM15	-1.53633333333333
AMZ2	0.61225
GDF15	-2.14166666666667
MESDC2	-0.1705
INCA	0.0935
ACY1L2	-3.8395
GZMM	-0.387333333333333
PAIP1	0.81525
CACNA2D1	-0.083
STK32C	0.0471666666666667
SH3BP4	1.83883333333333
DEC1	0.5925
PADI1	0.023
UBB	0.3325
PON3	1.8235
PROP1	0.605
ANKRD13B	-0.3115
ADCK1	0.173
TCF25	0.166916666666667
SLC38A5	-3.39325
CXorf26	0.695
C19orf39	0.58025
PPP1R13B	1.515
ARL2	-1.5275
TCL6	0.0496666666666667
TOP3A	-0.6195
SLC16A14	2.52825
FXYD6	0.858166666666667
HIST1H4E	0.7565
BBC3	0.286105263157895
UNC5A	0.342666666666667
FAM86C	0.0243
PI4KB	1.588625
B3GAT1	-1.617
SUSD2	0.789333333333333
OAZ2	-0.250166666666667
NOC4L	0.2045
C10orf12	0.171
FADS1	-3.46283333333333
LOC144097	-0.21575
DKK2	1.31866666666667
KIAA1949	-0.302
RHOT1	-0.2141
OXT	0.752666666666666
GPR153	0.53175
ARL4A	-1.243
SAAL1	-1.705
CCDC64	0.047
USE1	-0.0715
HNMT	0.349666666666667
PCGF3	-0.1604375
CYP2C19	0.11925
C20orf4	0.837
CCDC11	1.49375
ACSBG2	-0.0155
RWDD2A	-0.2995
PALLD	1.086625
CPLX4	0.352
LOC492311	0.77225
KPNA2	0.312333333333333
MACROD1	-0.5554
TMCO3	-0.474833333333333
C15orf52	1.13333333333333
BIRC5	0.6466
PRR16	-0.5095
FAM63B	-0.4995
KATNB1	-0.215666666666667
WNT8B	1.002
