Hybridization REF	TCGA-A2-A0YT-01A-11R-A109-07
ZNF347	0.0186
GTF2E1	0.9005
RY1	-0.446833333333333
ATAD2B	0.46675
ARHGAP17	-0.4454
KCNIP3	-0.9205
SFPQ	-0.133125
GFRA4	1.0535
AKR1B10	-1.656875
TIGD6	0.803166666666667
RGS16	2.537375
URB1	-0.793833333333333
OR4C46	0.561666666666667
TOP3B	-0.65125
NFATC4	1.944
CA14	-3.9735
BMPR1A	-0.254666666666667
SNRP70	-0.886
PRL	0.1625
C6orf130	0.15775
STAG2	-0.44925
CD55	-1.29828571428571
RPS23	-0.2595
SSX2	-1.0975
FDPSL2A	-0.147
FBXO27	1.358625
SYNGR3	0.0593333333333333
TMSL3	1.2075
EML1	-0.773
NUP93	-0.820583333333333
SMAD3	-1.0218
KIAA1189	0.143333333333333
HNRPUL2	-0.154166666666667
TBC1D12	0.915666666666667
C16orf24	1.76525
MRVI1	1.43883333333333
ZNF581	-0.197166666666667
ELOVL3	1.0055
OR51Q1	0.276
CACNB3	0.9395
GALNT13	-1.512875
C10orf84	0.2983125
NEDD4	-0.214
SPO11	0.4395
OR5AU1	0.1645
NEK4	-0.579071428571429
PRKAR2A	-0.221333333333333
IHPK1	-0.890333333333333
ATP6V0B	1.415125
CACNA1E	2.3275
CEACAM8	0.159333333333333
PEX14	-0.4495
FLJ12993	-2.1705
ZBTB38	-0.124083333333333
PCTK2	-0.0536666666666667
LRRC16	0.0886
FBLIM1	0.291666666666667
FYCO1	0.2385
RP5-1022P6.2	-0.77875
CMTM1	-0.0196666666666667
PLTP	0.4755
RAPH1	0.697375
DOCK8	-0.424875
EZH2	-1.84193333333333
SLC25A1	0.0176666666666667
PLEKHB1	0.5717
GRB7	0.615
ZFP37	-2.6005
MRPL33	0.413
PELO	0.247
ARMC1	-0.0648181818181818
C9orf27	-0.08175
FLJ25778	0.7485
C9orf37	-1.15616666666667
TMEM66	0.29525
SPRN	0.472375
HBEGF	1.006375
PI4KA	-0.3785
LEPRE1	-1.526
POU2AF1	-3.759
MRPL12	0.896666666666667
REP15	-0.5555
ZC3H3	1.38225
RASAL1	-0.87975
DDAH1	1.27325
ACBD5	1.001875
TMC2	0.325
CCDC137	0.19175
SAMD13	0.485833333333333
UGT2B15	-3.41716666666667
TIPARP	0.71325
DNASE1L3	1.8285
TRIM72	0.417166666666667
DBX2	0.96675
IPO8	-0.0915
C21orf88	-1.1748
MAP3K14	0.0975
LOC51233	0.298833333333333
GGTLA4	1.6495
PDE6D	-0.817
ZNF117	-0.585
CLK2	-1.34375
NKRF	-0.58125
TNFSF15	-0.433
DUSP2	0.37375
SECISBP2	0.1975
GABRR2	-0.6425
PPAP2C	2.67
LOC51145	0.1605
PAG1	-0.10725
PIK3C3	-0.797
GNG10	-0.1615
APOL4	0.0691666666666667
ANKRD28	-1.486875
STMN3	-1.7045
RAB14	0.7997
CDK2AP2	-0.55625
HDDC3	0.585875
COMMD7	1.661875
CXXC1	-0.98025
HMCN1	-0.991
CD40	0.329
DYNC1LI2	0.717625
GDI1	0.82875
LOC646938	-0.1625
VSNL1	-2.9945
PIH1D1	0.483833333333333
RAET1G	1.26
KRTAP5-9	0.235
EFTUD2	-0.9675
ZNF311	-1.9955
ATP6V1G3	0.58875
OR2W3	-1.0895
SCN4A	0.12075
MED10	-0.993625
FAM135A	-0.8286
ARHGAP4	-0.8025
EHMT2	-0.2415
UFD1L	-0.0465
ERMP1	1.69175
MAG1	-0.2595
THAP8	0.785333333333333
HACE1	-0.607
FAM82C	0.664166666666667
C3orf20	0.081
UNC84A	-0.313666666666667
SCD5	-0.672142857142857
LASS6	2.7835
LSG1	0.663583333333333
MAL	-5.6755
GPR22	0.383
WDR5B	0.8095
ACTRT1	-0.7735
C17orf60	-0.256333333333333
GRIN2C	1.3564
ARMC8	-0.646166666666667
SLC47A1	-2.82566666666667
DMPK	-0.4095
DHRS13	-0.2655
SMC1A	-0.2295
KRTAP17-1	0.2305
SMYD5	-0.71775
TUSC2	0.19225
CRHR2	0.1455
KIR3DL2	0.1595
CCDC104	0.53575
ATP2C1	0.111125
CROT	-2.16825
PABPC3	0.355333333333333
EGR1	-0.678
THSD1	0.20075
KHK	-0.7205
SLC12A2	0.176125
CD58	-1.0995
STOX2	-1.37166666666667
CCDC76	-0.7141
CCDC48	5.22325
DNAH1	-0.523333333333333
ZIC4	-0.36475
OR1G1	0.391
PSMC6	-0.1925
PROKR1	0.136
ABCB1	-0.187125
TRAT1	-1.63325
LLGL1	0.009
MTF1	1.91425
USP54	0.7
PAGE2B	-1.453
ITGB7	-4.129
CCDC81	-0.442
LOC149837	-0.65375
SCUBE1	0.1735
ZSCAN10	1.921
HUWE1	-0.00607142857142862
CDH17	0.6705
CD180	0.93575
IL17A	0.138
TMPO	-1.095
KIAA1524	-0.778166666666667
HDGFRP3	-0.1745
OXCT1	-0.143636363636364
RRAS2	-1.1035
LTBP2	2.0664375
SV2B	1.14966666666667
CYP2A6	1.21575
PKD1L2	-0.8075
PPM1M	-0.02825
FLJ22662	0.795666666666667
ZNF502	-0.1205
GP6	-0.86425
CRYBA2	-0.61025
LEF1	-3.2292
CTPS	-1.63871428571429
EYA1	-2.91616666666667
EPS8L1	1.87375
MAPK14	-0.00708333333333333
SERPINB2	-5.1585
GTF2F2	-0.4125
ZNHIT4	0.6445
PLA1A	0.63475
C20orf114	1.76325
HPR	-4.524
C18orf2	-2.59933333333333
SATB2	0.2905
KCNJ9	0.090125
MGC157906	0.031
MOCS3	0.09925
C17orf71	0.540333333333333
PPHLN1	-0.3085
HIST1H2BN	1.350125
RAPGEF1	-0.44925
MAP3K8	-0.24775
DLG4	0.174166666666667
STC1	-0.0848333333333333
CDGAP	1.06875
DDX26B	-0.961
LOC150223	-1.385
CPSF3	-0.871
TMEM14A	2.62875
MYH3	-2.82975
GPKOW	-0.12125
SULT1A1	1.14916666666667
SPON1	1.4368
YY1AP1	0.140333333333333
RAB23	0.98325
PLA2G4A	-3.938
MAPRE3	0.9425
ZNF516	-0.0293571428571428
GGPS1	1.05
EXOC3L2	-0.122375
C19orf42	0.2501
MAP2K2	-0.0726666666666667
HIST1H2BB	2.0395
RNF19B	0.2235
C6orf128	-0.1295
TLR8	3.06875
PCDHA9	0.171
CARS2	-0.382
CLUL1	0.376666666666667
RHAG	-3.9845
UNK	-0.5335
EXOC8	1.0484
C9orf95	-0.319
C14orf143	1.04733333333333
MAML3	0.3085
LDHA	-2.24725
MRPL20	1.987875
KLHDC6	0.371333333333333
ATP5S	-0.491
C8orf55	1.96925
PHF19	-1.9435
KRTAP13-4	0.532
TTC5	-0.80125
XKR5	-0.1715
SILV	-4.29266666666667
TEX28	0.0715
TCTN1	1.28575
CX40.1	0.2435
PPP2R5C	-0.388
C12orf30	-1.44533333333333
CAPG	0.4405
MPZL1	0.4003
ARSB	-0.752333333333333
TDH	-2.5235
WASF4	0.9795
TSSK3	-0.461833333333333
7A5	1.329
CRISPLD1	-0.7975
MAD1L1	-0.936
SPIN4	-0.3895
AMPD1	-0.38725
DPYSL5	-0.2425
INPP1	-0.403166666666667
ANKRD11	-0.844111111111111
NPAS4	-0.048
GCET2	-0.0422
RNASE9	0.0855
GUCY2D	0.193166666666667
CCDC98	-0.32975
FGF4	-0.843625
CPM	0.332
SLC26A4	-0.623333333333333
PLD5	0.3545
FAM59A	0.7268
FBXO5	-2.12755555555556
SIPA1L1	-0.30975
DPYS	0.378
ATG4D	0.0695
TGM3	1.7995
MTCH1	0.517125
HK1	0.388142857142857
CDC26	-0.178875
GALNT12	-2.786
LOC339229	0.6165
MRPL35	-0.61775
ORC4L	0.41575
TNKS	-0.6195
C2orf24	0.320333333333333
ZNF553	0.669166666666667
GGTLA1	2.2256
ZNF497	0.32425
CDY1B	0.254
SLC30A4	0.335375
TUB	-1.778875
ARHGEF18	-0.651
ARRB1	1.05625
KCNK1	2.29075
EREG	-2.1708
SCAMP5	0.49275
RUNDC3B	2.341
ADAMTS20	0.18575
IL17RB	-0.0735
FLJ20323	-0.8755
MCAM	-0.372
POLR3E	-1.43266666666667
AQR	0.296
IPMK	0.8805
CDCA7	-4.242125
CAMP	1.639
GRHL3	0.13475
ADAMTSL2	0.649833333333333
CLMN	2.13616666666667
SSTR3	0.491
MAGEA5	-2.54683333333333
OVOL2	3.4885
JMJD1B	-0.5015
RBL2	0.1588
PYGO2	0.8975
PPP1R10	0.097
CSE1L	-0.362833333333333
LCA5	0.7555
RDH16	1.51325
ASRGL1	-1.5135
TOM1	1.201
PTX3	-4.77925
TTC15	0.35025
SCGB3A1	1.20733333333333
MRPL50	-1.04
RCAN3	0.890375
SLC26A11	0.972
STYX	-0.447166666666667
CINP	0.27925
MARCH7	-1.2265
PFKM	-1.374
SGMS1	0.5545
RIOK3	-0.392
C1orf110	0.019
CES7	0.328625
LOC440248	-1.518
PPP1R12C	-0.67375
C10orf27	1.2885
ATG9A	-0.96
MRPS26	1.143125
TMEM40	3.197
ELP3	-1.176
ZNF787	0.7731
HIAT1	0.2855
C8orf34	0.192666666666667
MGC4655	-1.0518
PELI1	-0.407333333333333
PPT1	0.9377
SLC35C2	0.728333333333333
C6orf125	0.31575
MUC4	-1.08716666666667
RFC4	-1.13485714285714
GNB2	0.2345
NUP50	-0.284071428571429
SULT4A1	-1.97583333333333
C7	3.492375
CCDC130	-0.504833333333333
ARRDC4	-2.32925
RQCD1	-0.639
GLYCTK	-0.565
AYTL2	-0.513727272727273
MTUS1	1.4801
LEMD3	1.016
PLEKHF2	2.776
HOXA7	-0.4815
GTF3C2	-1.15
DYNLRB2	3.85025
CNOT10	0.26375
MR1	-0.809333333333333
FFAR1	-0.02475
PRIC285	0.54875
SLITRK6	1.6995
LIX1	-1.8815
UBE1L2	-0.0999166666666667
F8	0.949625
ACHE	0.0895
KPNA5	-1.10075
TNFRSF12A	-0.0335
EGR3	0.511
SERPIND1	-3.22816666666667
OASL	3.3055
IFRD1	-1.94825
WDFY1	-0.0861666666666667
ZNF267	-1.001375
ACCN5	0.4385
ZBTB6	-1.066
PPP1R3A	0.046
PRRT3	1.26075
FBXL19	-0.594
TXNIP	-0.322357142857143
ACTN2	-0.61025
ATG9B	-0.000625000000000014
C9orf117	0.8875
IL27	-0.2695
RPL36AL	-0.379166666666667
KLK15	0.036
CHAD	0.823
RAP2B	0.2474
HEBP2	0.76475
ZNF342	0.921
CAMK2G	0.317166666666667
TLR3	1.578
FGF14	0.228
HMGB2	-0.757375
TRPM5	0.141166666666667
OR5M11	-0.077
KIF3B	1.31473684210526
PRICKLE2	-0.84575
MTMR9	-0.680375
C3orf27	0.51025
GLRA3	-1.54566666666667
NSDHL	0.312833333333333
TMEM32	-0.07175
POLR2D	-0.990916666666667
MYADML	0.238
C9orf114	-0.91275
MRGPRX1	-0.2965
TOPORS	0.27625
CLDN19	-1.0585
C1QL4	-0.0565
RNF165	-1.11
DHRS9	1.519
DNAH2	-0.2635
FXR1	-0.792166666666667
ZMYM3	-1.0755
CASP3	0.864333333333333
FAM120C	0.30575
SCLY	-1.218
CA7	0.588
ENTPD5	0.255
ZNF461	-0.212625
PDIA5	-0.7035
C1orf19	-0.608
TMEM67	0.526
KCTD20	-0.5635
WDR47	0.998
FLJ38723	0.81
KLRF1	0.134
TAS2R16	0.2315
CLDN12	-0.536
PRKCE	-0.627
UBXD4	-0.84175
ITGAM	2.166
GLT8D3	0.025625
WDR31	0.7032
RGS2	0.3135
OR51L1	0.506
MST1R	0.5425
KIAA1737	1.65975
OR4A5	-0.2235
GLIS1	-1.81366666666667
PTMA	-0.491714285714286
NAPA	2.03575
PRDM11	-0.37275
LIPF	-0.1515
DIRAS3	0.67
ASGR2	-4.028125
C1QTNF4	1.53225
PIK3R4	0.658
ARMC3	0.99575
NDUFV3	-0.50475
BTBD3	-0.6195
PPP1R2	0.875833333333333
UBE2NL	-0.03
FOSL2	0.560285714285714
FAM119A	-0.9225
TUBA4A	0.4223
KRTAP12-1	0.37
SFRS2	-0.51375
RHPN1	1.4408
EEF2	-1.00383333333333
ZDHHC11	0.189166666666667
EPHA3	0.5967
RBM12	0.2355
H2AFJ	2.28758333333333
EDIL3	-0.9715
KIF26A	-1.60575
SERGEF	-0.47075
B3GALT4	2.763
LOC90925	0.151833333333333
OSCAR	-0.088125
NPFF	-0.447875
DEDD	0.40525
TMEM155	-0.97625
PTPN1	1.4595
SCYL2	0.101166666666667
SKAP1	2.9815
LEAP2	-3.03483333333333
GADD45G	1.4492
IFITM3	0.8005
PILRB	-1.31366666666667
SLU7	-0.098875
DSC3	-0.0205
DNMT3L	-1.2885
PAPD5	2.181875
B3GNT3	0.3865
LHCGR	0.186
MSL-1	-0.262
UBE2S	-0.933375
SAP130	-0.192
ANAPC11	0.984
MAGED4B	-3.22
ATP6V1B2	-0.520333333333333
C14orf179	1.28775
CAPZA1	-0.360625
CDYL2	0.666166666666667
GLRX3	-0.471833333333333
LOC136288	-0.5265
MOBKL1A	-0.15725
HTR2B	3.95375
CRYGD	0.0215
NUS1	-1.6965
PGRMC1	-0.5415
MYOM2	-2.198
FLJ39653	-1.0375
CHM	-0.3581
OR5M8	0.5255
ZNF619	-1.0005
FAM105A	0.321
CCNL1	-1.077375
NAP1L3	-1.3015
C10orf57	2.56266666666667
B3GALNT1	1.02766666666667
CSN1S2A	0.135
TCP10L	-0.456
GDAP2	0.136375
DMKN	-1.8955
COX6B1	0.52575
DNASE2	1.4095
MSH5	-1.84175
LGMN	0.489625
USP31	-0.1863
OR13C8	0.237
SDCBP	-0.3282
NUDT11	-3.26333333333333
PYGL	-2.77933333333333
SNPH	0.418166666666667
B3GNT4	0.6375
MIZF	-0.7892
NUBPL	-0.235375
NOD1	-0.585166666666667
CDH22	0.244625
NUBP1	0.683
DSCAM	-3.92975
DGKI	-0.7515
FAM136A	-0.77525
AKAP1	-0.0075
SLC16A6	-1.2295
RIN3	-0.10975
PSG2	-0.30125
DIP2B	0.893083333333333
PSORS1C1	0.0841
KIAA0495	-1.3665
FLJ90709	-0.313166666666667
LPA	-0.110333333333333
PIGA	-0.93
LY75	0.482
UTS2	-6.18166666666667
RREB1	-0.504375
GALNACT-2	-0.6356
MGC3196	0.195
FLJ31568	-0.036
LPHN1	0.00525000000000001
SP1	1.310375
TOX4	-0.0931666666666667
HSPA9	0.7751
APOBEC1	-1.308
SLC35E4	-1.409
LSM5	-1.43125
SURF1	1.001
ZBTB1	-0.808
GTF2F1	-0.72025
RPS15A	-0.1505
DUSP21	0.119
GINS4	-1.41766666666667
MYO15A	-1.03166666666667
GIMAP7	3.57375
MGC13379	0.39175
ATP6V1E2	0.301333333333333
UTP3	0.3745
HNRPA3	-0.882625
MT4	0.235
C14orf155	0.2365
U1SNRNPBP	0.30075
CKLF	0.3705
PLEKHN1	1.04283333333333
MBNL1	-0.444583333333333
NUP160	-1.70125
ACSM2A	-1.917
LOC129881	-0.72775
KIAA1529	-0.73825
FLJ22639	-1.103
HAND1	-1.723
GSX1	0.2365
FGA	-4.1274375
SERPINB1	0.27525
ZNF642	-0.25875
IGFBP1	-8.2915
SLC1A1	0.796375
DHX57	-0.503625
ZNF766	-0.0815
PTPN21	0.3022
GDPD3	3.3915
PNPLA5	0.088
TBR1	-0.0543333333333333
FAM116A	-0.548
IQGAP1	0.0145
FOS	-0.768
ZNF226	-0.9155
FIGNL1	-1.33716666666667
C14orf1	0.149166666666667
ZMYND17	-0.578
PUS7	-1.56933333333333
TUBB6	-1.113625
KCNQ2	-1.37825
MARCH6	0.461333333333333
CCDC33	0.588
PRODH	0.36575
RBM11	2.0615
EPHA6	0.06325
SLC43A1	-0.9165
LOC196541	0.214125
NTN1	1.23683333333333
ING4	0.95375
PCDHB10	-0.819
DPH2	-0.571166666666667
SPACA4	0.62
FBXL21	-3.348
DIAPH1	-1.0835
ZNF71	-0.0543333333333333
CEP76	-0.3435
CORO1A	-0.9695
RRM2	-1.347125
EDG4	1.1665
OS9	0.1555
SLC4A1AP	-0.00025
COG5	-0.74775
COPS8	-0.19225
NGLY1	-0.0045
NCBP2	0.267125
C17orf42	-0.163333333333333
GPSM3	1.409625
SIL1	0.934166666666667
ASB6	-0.4635
SMAD5OS	-0.2865
UNC93A	-3.111
A1BG	0.607
C21orf62	0.65325
FMO5	-0.477666666666667
ATRIP	0.248
CEBPG	0.000833333333333339
C7orf38	-1.23983333333333
TNFRSF1B	1.0705
CLEC1A	1.802
IQSEC1	0.667125
PATZ1	0.7673
RBM22	0.8215
BAG2	-0.217166666666667
PAQR5	-0.816666666666667
C9orf127	0.8327
THNSL1	-2.27725
SHROOM3	1.756
JAM2	1.6445
SNRPN	-2.843
ALX4	0.068
CACNA1S	0.501
FAM130A1	1.15075
CORIN	0.96
CD300LB	1.1745
PLEKHG6	0.089
LRRC40	-1.049
PCLKC	-1.16025
PCDHB16	-0.835166666666667
WNT2B	1.058
ASNS	-2.20488888888889
MRPL49	0.07425
FLJ46111	0.1615
ISG20	0.49225
SMU1	-0.46
CASZ1	0.834
POLR1D	-0.672666666666667
GIN1	0.61775
SNAG1	0.2495
ANKRD29	-1.55175
CDKN2AIP	0.42025
KRR1	1.3135
CXCL1	-3.929
EPM2A	-0.712
PC	-0.912
DEFB127	0.214
PDZRN4	0.1155
FAH	1.2985
OR51E1	1.2105
CDC2L6	-0.279333333333333
DNTTIP1	0.028
PAX8	-0.12675
TMEM116	1.03875
C1orf150	-0.2845
PRO2012	0.30525
MRPL40	0.129166666666667
BEX1	-3.6357
SLC2A4	-0.000666666666666667
PKMYT1	-0.44275
FEZF2	-0.487666666666667
SLC26A9	-1.04425
MAP2	0.595333333333333
LYL1	-1.305
SLC25A19	-0.329166666666667
NOS3	0.7295
ZNF34	1.9115
TMPRSS11F	-1.4975
FAM43A	0.01725
FCRL4	-0.112666666666667
KLF14	0.19925
FLRT2	-1.2105
WRN	-2.17525
SDF2	1.0126
KRT8P12	0.01975
C6orf195	0.4265
C9orf125	-1.84633333333333
DZIP3	0.3765
RIT1	0.93825
SCML1	-3.01233333333333
RHBDF2	-0.2615
OR2G3	0.1825
REXO1L1	0.2845
MAP3K7IP3	-0.089625
C3orf57	-6.48325
FBXW11	-0.619166666666667
ETAA1	-0.7675
C14orf131	-0.5183
AKT1S1	0.13675
SLC12A5	-0.765
C9orf164	0.949
NRIP3	-0.015875
NOS1AP	-1.0865
TMEM121	0.75625
SAP30BP	0.1765
DGCR6	1.044
WDR76	-0.9285
FAM82B	0.012
LOC606495	0.054
MAP9	3.22841666666667
BCDIN3D	1.7375
CXorf36	3.466
DSCR3	-0.1417
ZFAND3	0.55125
C7orf43	0.261333333333333
SPSB3	0.9619
C19orf19	1.0175
FAM133A	-2.2825
C12orf25	0.82775
SLC39A3	0.10375
DISP2	-0.269
PI4KAP2	-1.6005
MKRN3	-1.62483333333333
ADAMTS13	-0.59325
CBLN3	0.3888
TTYH1	-0.263333333333333
C3orf18	-1.29725
FLJ13236	1.47425
ZMYND12	1.49975
C18orf25	0.063
GLB1L3	-0.5885
ATP13A5	-0.2195
RANBP10	0.011
CD96	-1.0784
DENND1C	-0.8675
RBMS3	-0.5359
SLC41A3	0.236666666666667
DGCR6L	0.976
TMEM128	0.887
CSNK1G3	0.384571428571429
MOBKL2C	0.263125
TSPAN6	-0.861625
MATN2	0.2679
MSL2L1	-0.202
ST6GALNAC2	1.02883333333333
FGFBP2	1.025
FGL1	-6.187
MPP3	-0.861333333333333
ARHGEF6	0.629166666666667
TGFBR2	-0.04975
ACMSD	-1.092
IL33	3.80425
C9orf5	-0.544
DEAF1	-0.2389
AMN	1.025
DEFA6	0.302
RNF212	-1.20375
METT5D1	-0.180833333333333
CIB1	1.4435
TSSK1B	-0.0785
KIAA1727	1.8365
ZNF680	0.115166666666667
LOC399900	-1.2305
LOC152217	1.02316666666667
CTNNAL1	-2.8815
CIT	-1.31558333333333
TLE6	0.26075
ZNF607	-0.096
HERC4	-1.2915
DRAP1	-0.4452
PEMT	-0.0275
C10orf111	-0.053
ZNF575	1.275625
KCTD7	-0.47625
MYO1F	0.60175
LOC285382	2.313
RAB11A	1.0918
PLCD3	-1.187
C15orf28	-0.66175
PTBP2	-1.20275
CTB-1048E9.5	0.038125
C19orf60	0.137833333333333
C7orf25	-0.324
SETD7	0.673875
HOXB9	-4.9905
VANGL1	0.1541875
CHAF1B	-1.43875
NDUFA3	0.63375
KIAA1328	-0.634666666666667
SHARPIN	1.646
TTC23	-0.765125
UGP2	0.25975
ANKIB1	0.063
CIRBP	0.226142857142857
SEC14L4	-2.684
OVCH1	0.186166666666667
VPS52	0.511
FAT	-2.456375
M6PRBP1	-0.66025
GPRIN3	0.252
PPM1F	-0.957
TSR1	-0.58
CCDC85A	0.65175
PCSK5	0.631
ZFHX3	0.6235
HEMK1	-0.7904
PGBD2	0.581
RSRC2	-0.450166666666667
AURKC	-1.64066666666667
SCRIB	1.02225
ORM2	-4.06716666666667
FAM115A	0.0347
FZD6	1.3035
UNC119	0.383333333333333
GPX3	-0.1681
NOV	-0.874
CABC1	0.587
CDC42SE2	-0.206375
EIF2S2	0.3457
RNF130	0.567
CKAP5	-1.04083333333333
RP11-413M3.2	1.144875
C10orf18	0.5558
TMEM93	0.29325
DYX1C1	0.624
KCNMB2	-1.549
ANK3	0.581583333333333
KRT5	-1.1816
CDH12	-1.36175
QRSL1	-0.527875
JUB	-2.3265
SHC4	-2.317875
CCL15	2.40466666666667
CCDC22	0.4395
SNX24	0.23825
RARS	-0.24775
MORC2	0.382625
FAM48A	-0.417
MT1H	0.387
PPP1R14C	-3.58766666666667
FOXD1	-1.89871428571429
C1orf213	-3.002
AMT	-2.5897
DSN1	-0.15175
PTPLAD2	1.54775
DIS3L	-0.31075
RASL11A	0.13275
GPRC5B	0.678875
FRMD7	0.604
STRN4	0.2675
KITLG	0.110772727272727
HDGF	0.27925
OR1S1	0.128
SETX	-0.2323
DDR2	-0.305875
KCTD12	1.41775
LYZL2	2.39475
WDR52	-0.581
TMEM2	-0.182375
ZNF579	1.12666666666667
LOC200810	1.28425
TNFSF9	-1.685875
PPFIA4	-3.91075
CNIH3	0.0895
MAP4K4	-2.08242857142857
ROD1	0.525642857142857
ALS2CR12	0.185333333333333
DOCK3	0.412166666666667
PAQR9	-3.7955
ASB17	0.4775
STX16	-1.239625
FEZ2	-0.284166666666667
DLAT	-0.228666666666667
KIF21B	-1.5425
CDC5L	-0.69225
TMEM119	0.806
CRIP3	-1.569
TPSD1	0.437833333333333
TEPP	0.6525
GNGT2	1.03025
C21orf121	-0.04775
WNK1	-0.482666666666667
FLJ10490	1.5663
OR51B5	-2.2915
LOC203547	-0.860375
HAS1	-0.47
PPA1	-0.214
ST7	-0.514
C11orf46	-0.7871
POPDC3	-3.49333333333333
ACOX2	2.09633333333333
ATCAY	-0.0848333333333334
TM4SF19	-2.1845
MFSD9	-0.00849999999999998
PDHB	-0.39375
ERN1	0.06375
LCE3C	0.2865
GPR111	0.24
NOTCH3	2.16616666666667
ADAMTS5	0.126
B3GALT1	-0.93425
UGCGL1	-0.503666666666667
FAM58A	0.337666666666667
FBXO32	1.599
CLPP	-0.294
NXPH1	-0.93
MTMR3	0.585666666666667
ATP1B3	0.387
TMEM16A	3.784375
HIST1H3F	1.2465
TRIM25	0.3875
SDCBP2	2.6225
CRKL	-0.62525
HOXB2	0.942166666666667
ANP32B	-0.648625
GATM	4.586
AP4E1	-0.292125
EDG5	0.2235
CDKN3	-1.28066666666667
CDH4	-1.81175
PGD	0.638
RND1	1.5065
GAD1	-3.3387
MPG	0.541
LOC440350	-0.2665
ZNF133	-1.18775
SERPINB12	-0.325
AMELY	0.3485
DHX36	-0.9725
TNFAIP8L2	2.858
PHTF2	-0.468944444444444
CCDC112	-0.720333333333333
IQCC	-0.6715
HEYL	3.02433333333333
FTSJ2	-0.797666666666667
APPL1	0.497125
RAB43	0.422714285714286
OR10G2	0.096
WAC	0.408166666666667
ADCY9	1.797
RUNDC2B	0.0236666666666667
PYCRL	2.3728
AGPAT7	-0.772
SLC22A9	-1.19083333333333
CDKAL1	-1.139
PDYN	-0.339666666666667
C20orf74	-0.50425
MTMR11	0.10325
VAV3	1.783
DAPL1	0.68925
STXBP3	0.87575
EIF3G	-0.76875
ARHGAP22	-0.98625
NPFFR1	0.164
NPC1	-0.454666666666667
ALDH9A1	1.2975
ZNF600	0.568375
ZNF678	-0.314833333333333
RASSF1	0.394416666666667
ADD2	-2.620625
PITPNB	-0.148
PKD2L2	0.437125
LRP11	-0.13125
CDKL1	-0.753
SMEK2	0.081
PRODH2	-3.47733333333333
C11orf54	-0.566333333333333
SFRS11	-1.09166666666667
IL7	-0.504
ALS2CR16	1.0775
BTG3	-2.39366666666667
PAK2	0.501166666666667
RP11-679B17.1	0.71725
GATA4	-1.69483333333333
ATP2B1	-0.359
LOC130940	0.363
C1orf172	2.34866666666667
ATF7IP2	-3.3325
SLC25A43	-0.5335
CENTG3	-0.102
IGF2BP1	-3.7682
FCHSD1	0.1055
CAMK2N2	2.0615
ELAVL3	-0.3171
NBPF15	-0.766333333333333
UBE2J2	1.15641666666667
GNL2	-1.322
PRR3	-0.6225
NLF2	1.77025
OR4F6	0.822
KLHL24	0.449666666666667
CCDC88A	-2.5091
SGPP1	-0.216666666666667
C10orf11	-0.1525
SLC35B4	-1.42233333333333
UGT3A2	-0.788
ARNT2	0.3524
CBR1	-2.788375
ITPR3	0.172
TRAPPC6B	-1.0376
AMZ1	2.735
ARP11	1.817
WDSUB1	1.308
APBA1	0.570833333333333
RAB2A	0.6843
C6orf162	-0.809875
HPSE2	0.56375
PLCE1	-1.15075
INSL3	0.7745
DLG1	-0.0353
PTPLA	-4.03075
PIGX	1.578875
TFIP11	0.0795
FIBIN	1.7665
POLR2G	-0.129
GRAP2	-1.8178
DNAJB8	-0.01625
CNBP	0.240833333333333
WASF1	-0.919
INPP5E	-1.2222
HSPB1	2.533
TMEM167	-0.1424
CUBN	0.1915
IGF1	3.2888125
ITPK1	0.1007
NAALAD2	-1.26
G3BP1	-0.2738
NT5DC1	0.15425
CYP39A1	0.799
TMEM139	1.14708333333333
POLK	-0.3904
GLULD1	-0.63525
RBM15	-0.443166666666667
AMZ2	0.2775
GDF15	0.979166666666667
MESDC2	-0.1485
INCA	0.151833333333333
ACY1L2	-3.109
GZMM	-0.345
PAIP1	0.7835
CACNA2D1	-0.5355
STK32C	0.3435
SH3BP4	0.103333333333333
DEC1	-0.2425
PADI1	-0.414
UBB	1.0478
PON3	-2.73333333333333
PROP1	0.7595
ANKRD13B	-0.6105
ADCK1	0.44725
TCF25	0.388666666666667
SLC38A5	-3.1995
CXorf26	0.4875
C19orf39	0.9455
PPP1R13B	1.06525
ARL2	-1.311
TCL6	0.251727272727273
TOP3A	-0.43
SLC16A14	1.9125
FXYD6	1.03783333333333
HIST1H4E	0.9245
BBC3	0.309210526315789
UNC5A	0.653333333333333
FAM86C	-0.5533
PI4KB	0.5315
B3GAT1	-2.47725
SUSD2	1.47116666666667
OAZ2	0.315
NOC4L	0.012
C10orf12	-0.45025
FADS1	-1.8695
LOC144097	-0.25825
DKK2	1.4955
KIAA1949	-0.73825
RHOT1	-0.1815
OXT	0.640666666666667
GPR153	1.7095
ARL4A	-2.1745
SAAL1	-2.6215
CCDC64	-0.127
USE1	-0.157666666666667
HNMT	-0.501333333333333
PCGF3	0.5479375
CYP2C19	0.28625
C20orf4	1.513
CCDC11	0.5835
ACSBG2	0.02375
RWDD2A	0.978
PALLD	1.279375
CPLX4	0.5935
LOC492311	1.0205
KPNA2	-0.6665
MACROD1	-0.2724
TMCO3	-0.7925
C15orf52	0.255333333333333
BIRC5	-0.395666666666667
PRR16	-0.2505
FAM63B	0.1355
KATNB1	-0.211166666666667
WNT8B	0.1035
