Hybridization REF	TCGA-AV-A03E-20A-01R-A00Z-07
FAM20A	-3.3415
IRF2BP2	-0.337
ZNF230	0.5455
MSN	0.223071428571429
SLC9A5	2.1335
EPDR1	1.1688
MUSK	0.313333333333333
ZNF434	-1.4206
SMARCD1	-0.4255
ZFP106	-0.022
ZNF347	-4.8779
GTF2E1	-0.20725
RY1	0.202666666666667
ATAD2B	-0.651
ARHGAP17	0.4006
KCNIP3	-2.042
SFPQ	0.12475
GFRA4	1.06616666666667
AKR1B10	0.969875
TIGD6	1.04883333333333
RGS16	-1.87025
URB1	0.108166666666667
OR4C46	0.303166666666667
TOP3B	0.17675
NFATC4	0.195
CA14	-4.211
BMPR1A	-1.09633333333333
SNRP70	-0.439
PRL	-0.495636363636364
C6orf130	-1.0185
STAG2	-0.27575
CD55	-1.33885714285714
RPS23	-0.1925
SSX2	-0.830833333333334
FDPSL2A	-0.78825
FBXO27	1.641875
SYNGR3	-1.66833333333333
TMSL3	1.59125
EML1	0.824
NUP93	-0.738083333333333
SMAD3	-0.1077
KIAA1189	0.3355
HNRPUL2	0.774
TBC1D12	-0.298166666666667
C16orf24	0.908
MRVI1	0.0995
ZNF581	-0.4885
ELOVL3	2.1505
OR51Q1	-0.135333333333333
CACNB3	0.488
GALNT13	0.993375
C10orf84	1.7624375
NEDD4	0.7682
SPO11	-2.734
OR5AU1	0.5615
NEK4	0.0940714285714286
PRKAR2A	0.445
IHPK1	-0.810166666666667
ATP6V0B	-0.27375
CACNA1E	1.2995
CEACAM8	-0.79
PEX14	0.505
FLJ12993	-2.301
ZBTB38	1.779
PCTK2	-1.789
LRRC16	-1.1254
FBLIM1	-0.290166666666667
FYCO1	2.164
RP5-1022P6.2	-1.53283333333333
CMTM1	1.08633333333333
PLTP	3.8495
RAPH1	1.15425
DOCK8	-2.3825
EZH2	-0.594
SLC25A1	-0.026
PLEKHB1	-0.66
GRB7	-1.7746
ZFP37	-0.508
MRPL33	-0.057
PELO	-0.0695
ARMC1	-0.516727272727273
C9orf27	0.404125
FLJ25778	-0.751
C9orf37	-0.0916666666666667
TMEM66	-2.6075
SPRN	0.28075
HBEGF	0.3255
PI4KA	-0.8455
LEPRE1	0.80475
POU2AF1	-6.03325
MRPL12	0.2355
REP15	1.583
ZC3H3	0.90575
RASAL1	-1.646
DDAH1	-2.553375
ACBD5	0.40375
TMC2	0.279
CCDC137	-0.1185
SAMD13	-2.31116666666667
UGT2B15	-4.0375
TIPARP	-1.284
DNASE1L3	-1.73275
TRIM72	-0.4166
DBX2	1.52825
IPO8	0.12825
C21orf88	0.3888
MAP3K14	-0.34625
LOC51233	0.981
GGTLA4	1.5855
PDE6D	0.039
ZNF117	-2.04375
CLK2	-0.64075
NKRF	-0.75275
TNFSF15	0.0154444444444445
DUSP2	-2.007625
SECISBP2	0.4969
GABRR2	-0.2055
PPAP2C	-0.068
LOC51145	0.0405
PAG1	1.33
PIK3C3	-0.3185
GNG10	-0.9545
APOL4	0.5045
ANKRD28	0.169
STMN3	-3.0668
RAB14	-0.6582
CDK2AP2	0.83275
HDDC3	0.19425
COMMD7	-0.1165
CXXC1	-0.34325
HMCN1	-1.2615
CD40	0.6905
DYNC1LI2	0.55625
GDI1	1.25175
LOC646938	0.04125
VSNL1	-2.34
PIH1D1	-1.05483333333333
RAET1G	-0.3765
KRTAP5-9	0.618
EFTUD2	0.45875
ZNF311	-0.555
ATP6V1G3	-1.3295
OR2W3	-0.2645
SCN4A	-0.2865
MED10	-1.224
FAM135A	-1.4703
ARHGAP4	-3.89075
EHMT2	-0.829125
UFD1L	0.592
ERMP1	-2.05925
MAG1	2.2445
THAP8	1.88433333333333
HACE1	-0.452166666666667
FAM82C	-0.274166666666667
C3orf20	0.9635
UNC84A	-0.2605
SCD5	0.445642857142857
LASS6	-0.082375
LSG1	0.14225
MAL	-5.7965
GPR22	-2.618
WDR5B	1.42125
ACTRT1	0.358
C17orf60	2.68716666666667
GRIN2C	0.1472
ARMC8	-0.490166666666667
SLC47A1	-2.0145
DMPK	1.46625
DHRS13	-0.574
SMC1A	-0.874833333333333
KRTAP17-1	-0.79675
SMYD5	0.74375
TUSC2	0.727625
CRHR2	0.4875
KIR3DL2	-0.332
CCDC104	1.8095
ATP2C1	0.1635
CROT	0.00275
PABPC3	-0.536
EGR1	0.0578333333333333
THSD1	0.60275
KHK	-1.658
SLC12A2	-1.14425
CD58	0.08325
STOX2	-0.841833333333333
CCDC76	0.7519
CCDC48	-1.70533333333333
DNAH1	-0.5548
ZIC4	0.568375
OR1G1	0.2845
PSMC6	-1.96366666666667
PROKR1	0.737
ABCB1	-3.417375
TRAT1	-2.66933333333333
LLGL1	0.8915
MTF1	2.49675
USP54	0.867625
PAGE2B	-2.6065
ITGB7	-4.1665
CCDC81	-1.497
LOC149837	-0.528
SCUBE1	0.4
ZSCAN10	1.4015
HUWE1	0.226428571428571
CDH17	-0.801
CD180	-2.065
IL17A	-0.3215
TMPO	-2.846375
KIAA1524	-0.643
HDGFRP3	-0.950166666666667
OXCT1	0.224454545454545
RRAS2	-0.279833333333333
LTBP2	-0.0928750000000001
SV2B	-2.7164
CYP2A6	0.306714285714286
PKD1L2	-0.2145
PPM1M	0.68775
FLJ22662	-4.51633333333333
ZNF502	-2.876
GP6	-0.99825
CRYBA2	-1.1185
LEF1	-2.5656
CTPS	-1.31428571428571
EYA1	0.667166666666667
EPS8L1	-0.0635
MAPK14	-1.97191666666667
SERPINB2	-3.0985
GTF2F2	0.530166666666667
ZNHIT4	0.842
PLA1A	-2.1335
C20orf114	-0.19575
HPR	-4.8975
C18orf2	-1.9574
SATB2	1.28075
KCNJ9	0.595375
MGC157906	-0.1055
MOCS3	-0.0095
C17orf71	-1.38916666666667
PPHLN1	0.6496
HIST1H2BN	-1.479375
RAPGEF1	0.351375
MAP3K8	-0.215
DLG4	1.1905
STC1	2.546
CDGAP	0.88225
DDX26B	1.1165
LOC150223	-2.732
CPSF3	0.251166666666667
TMEM14A	-0.1725
MYH3	0.30475
GPKOW	-0.0505
SULT1A1	-1.109
SPON1	-3.582
YY1AP1	-0.6195
RAB23	-0.04725
PLA2G4A	-3.369
MAPRE3	0.90175
ZNF516	-0.671071428571429
GGPS1	-0.09025
EXOC3L2	0.186
C19orf42	-0.8717
MAP2K2	0.763166666666667
HIST1H2BB	-1.59875
RNF19B	0.0205
C6orf128	0.265
TLR8	-0.320666666666667
PCDHA9	-0.049
CARS2	2.898625
CLUL1	-1.58
RHAG	-3.626
UNK	0.6565
EXOC8	-0.5451
C9orf95	1.30575
C14orf143	0.384
MAML3	0.872142857142857
LDHA	-1.909
MRPL20	0.162375
KLHDC6	0.8066
ATP5S	-0.666166666666667
C8orf55	-1.3195
PHF19	-1.546
KRTAP13-4	0.7395
TTC5	-1.5495
XKR5	-0.918
SILV	-4.91816666666667
TEX28	0.842
TCTN1	0.872
CX40.1	0.2705
PPP2R5C	-0.505
C12orf30	0.1695
CAPG	2.4775
MPZL1	-1.4146
ARSB	-0.0798333333333333
TDH	-1.37266666666667
WASF4	2.1245
TSSK3	-0.884166666666667
7A5	-1.702
CRISPLD1	-1.003625
MAD1L1	0.232333333333333
SPIN4	-1.27116666666667
AMPD1	-2.09333333333333
DPYSL5	0.72
INPP1	-0.370333333333333
ANKRD11	1.50822222222222
NPAS4	-0.451125
GCET2	-0.447333333333333
RNASE9	-0.601
GUCY2D	0.607
CCDC98	0.3005
FGF4	-0.24325
CPM	-2.186
SLC26A4	-0.782
PLD5	-0.09825
FAM59A	0.5735
FBXO5	-1.88922222222222
SIPA1L1	0.398875
DPYS	1.131
ATG4D	0.088
TGM3	-1.0615
MTCH1	-1.655625
HK1	0.419857142857143
CDC26	-0.52825
GALNT12	1.78766666666667
LOC339229	0.50475
MRPL35	0.3965
ORC4L	-0.265
TNKS	0.189071428571429
C2orf24	-0.234166666666667
ZNF553	-0.726333333333333
GGTLA1	0.8468
ZNF497	-0.326
CDY1B	-0.61175
SLC30A4	0.32625
TUB	-0.319625
ARHGEF18	0.1385
ARRB1	-2.59775
KCNK1	-6.821375
EREG	3.6194
SCAMP5	-0.392
RUNDC3B	2.3415
ADAMTS20	-1.748
IL17RB	-3.19683333333333
FLJ20323	-1.163
MCAM	0.3475
POLR3E	-1.41025
AQR	0.6165
IPMK	0.56
CDCA7	-2.62275
CAMP	-2.39125
GRHL3	-2.05275
ADAMTSL2	0.0316666666666667
CLMN	0.456166666666667
SSTR3	1.134
MAGEA5	-2.31466666666667
OVOL2	-4.04475
JMJD1B	-0.5845
RBL2	-0.0861
PYGO2	0.7395
PPP1R10	0.753666666666667
CSE1L	-0.49
LCA5	0.06275
RDH16	-0.16475
ASRGL1	-3.43575
TOM1	0.204
PTX3	-0.90475
TTC15	1.71175
SCGB3A1	0.760333333333333
MRPL50	-0.89625
RCAN3	-1.02475
SLC26A11	0.31825
STYX	-1.85883333333333
CINP	0.9305
MARCH7	-1.149
PFKM	0.369
SGMS1	-0.128166666666667
RIOK3	-0.6194
C1orf110	0.436
CES7	0.515571428571429
LOC440248	0.33075
PPP1R12C	1.09625
C10orf27	0.7535
ATG9A	-0.12425
MRPS26	0.183625
TMEM40	-0.9545
ELP3	-0.7136
ZNF787	1.0791
HIAT1	-1.177
C8orf34	-0.959333333333333
MGC4655	0.8579
PELI1	-1.529
PPT1	-1.296
SLC35C2	-0.638166666666667
C6orf125	-0.01625
MUC4	-0.975666666666667
RFC4	-1.69742857142857
GNB2	-0.984166666666667
NUP50	0.185714285714286
SULT4A1	-1.751
C7	0.66325
CCDC130	1.3145
ARRDC4	-0.86575
RQCD1	-1.35775
GLYCTK	-0.3125
AYTL2	-1.06018181818182
MTUS1	-3.4985
LEMD3	-1.47583333333333
PLEKHF2	-2.53725
HOXA7	-2.33628571428571
GTF3C2	-0.934
DYNLRB2	1.4265
CNOT10	-0.03525
MR1	-0.986333333333333
FFAR1	0.2095
PRIC285	0.195
SLITRK6	1.46075
LIX1	-3.0427
UBE1L2	0.124916666666667
F8	1.513875
ACHE	-0.106
KPNA5	-0.51575
TNFRSF12A	0.515166666666667
EGR3	-3.343
SERPIND1	-2.908
OASL	3.2635
IFRD1	0.21925
WDFY1	0.145333333333333
ZNF267	-1.56775
ACCN5	0.367
ZBTB6	-0.98875
PPP1R3A	-0.3775
PRRT3	1.4165
FBXL19	0.534
TXNIP	-3.36992857142857
ACTN2	-0.34425
ATG9B	-0.697625
C9orf117	0.1425
IL27	0.826
RPL36AL	-0.106333333333333
KLK15	-0.527
CHAD	-0.0335
RAP2B	0.246
HEBP2	1.25725
ZNF342	0.4475
CAMK2G	0.640333333333333
TLR3	0.91025
FGF14	2.573
HMGB2	-1.003625
TRPM5	0.1705
OR5M11	0.6555
KIF3B	1.25431578947368
PRICKLE2	2.337
MTMR9	0.11525
C3orf27	-0.482
GLRA3	-1.25083333333333
NSDHL	-0.177833333333333
TMEM32	-1.843
POLR2D	-1.03808333333333
MYADML	0.623
C9orf114	-1.16675
MRGPRX1	0.094
TOPORS	0.75075
CLDN19	-0.835
C1QL4	0.093
RNF165	-2.422
DHRS9	-1.277
DNAH2	-1.8976
FXR1	-0.1415
ZMYM3	-0.668125
CASP3	-0.339333333333333
FAM120C	0.720125
SCLY	0.0215
CA7	0.359
ENTPD5	0.1675
ZNF461	-1.589625
PDIA5	-0.94975
C1orf19	-0.412833333333333
TMEM67	0.283
KCTD20	-1.111
WDR47	0.6695
FLJ38723	1.593
KLRF1	-1.6208
TAS2R16	0.2
CLDN12	-0.9385
PRKCE	0.8625
UBXD4	-2.127
ITGAM	-2.35716666666667
GLT8D3	-0.168625
WDR31	0.768
RGS2	-0.41525
OR51L1	0.97
MST1R	-2.50375
KIAA1737	-0.12375
OR4A5	0.541
GLIS1	0.5985
PTMA	-1.21214285714286
NAPA	1.40725
PRDM11	0.157
LIPF	1.0395
DIRAS3	3.631
ASGR2	-4.480875
C1QTNF4	-0.65975
PIK3R4	-0.1045
ARMC3	-1.60133333333333
NDUFV3	0.541583333333333
BTBD3	-2.2125
PPP1R2	-0.5305
UBE2NL	-1.62975
FOSL2	1.46357142857143
FAM119A	-0.964833333333333
TUBA4A	0.6716
KRTAP12-1	-0.80775
SFRS2	-0.822
RHPN1	-0.9002
EEF2	-0.403166666666667
ZDHHC11	-2.85483333333333
EPHA3	-2.49511111111111
RBM12	-0.418
H2AFJ	-2.53508333333333
EDIL3	4.0795
KIF26A	-2.53925
SERGEF	0.67
B3GALT4	-0.02075
LOC90925	-0.981833333333333
OSCAR	1.07075
NPFF	0.794125
DEDD	0.505625
TMEM155	-2.274625
PTPN1	0.06575
SCYL2	-1.53033333333333
SKAP1	-2.44875
LEAP2	-1.69
GADD45G	-1.4726
IFITM3	-1.08728571428571
PILRB	-0.1195
SLU7	0.90275
DSC3	-0.355
DNMT3L	-0.77775
PAPD5	0.105375
B3GNT3	-2.34416666666667
LHCGR	-0.287
MSL-1	-0.3015
UBE2S	-0.218375
SAP130	0.34475
ANAPC11	0.38
MAGED4B	0.7785
ATP6V1B2	-0.177166666666667
C14orf179	2.630375
CAPZA1	-0.0545
CDYL2	-1.25566666666667
GLRX3	-0.159166666666667
LOC136288	-0.1505
MOBKL1A	-0.2635
HTR2B	-1.1255
CRYGD	-0.2315
NUS1	-1.71116666666667
PGRMC1	-0.617
MYOM2	0.4015
FLJ39653	-0.415166666666667
CHM	0.0258
OR5M8	-0.752
ZNF619	-0.396
FAM105A	-1.389
CCNL1	0.31075
NAP1L3	-0.60425
C10orf57	0.954833333333333
B3GALNT1	-0.606
CSN1S2A	-1.533
TCP10L	-0.43675
GDAP2	0.391125
DMKN	0.231
COX6B1	1.396
DNASE2	0.821333333333333
MSH5	-1.45
LGMN	-1.26725
USP31	0.2128
OR13C8	0.2885
SDCBP	1.5769
NUDT11	-1.84033333333333
PYGL	-1.14966666666667
SNPH	1.487
B3GNT4	-1.9195
MIZF	-1.9935
NUBPL	-1.47085714285714
NOD1	0.232666666666667
CDH22	-0.315
NUBP1	0.566666666666667
DSCAM	-3.767
DGKI	3.313
FAM136A	0.1785
AKAP1	-0.900166666666667
SLC16A6	0.181
RIN3	1.6
PSG2	0.66725
DIP2B	-0.0158333333333333
PSORS1C1	-0.9094
KIAA0495	-3.139
FLJ90709	-0.519166666666667
LPA	1.26966666666667
PIGA	-0.526166666666667
LY75	-4.0535
UTS2	-5.67583333333333
RREB1	-0.839857142857143
GALNACT-2	0.2945
MGC3196	0.63325
FLJ31568	-2.48525
LPHN1	-0.38575
SP1	-0.43475
TOX4	-0.628333333333333
HSPA9	1.4653
APOBEC1	-0.277
SLC35E4	-0.066
LSM5	-0.433
SURF1	0.18475
ZBTB1	0.00808333333333333
GTF2F1	0.448375
RPS15A	-0.306571428571429
DUSP21	-0.125
GINS4	-1.21616666666667
MYO15A	0.0821666666666667
GIMAP7	-2.04725
MGC13379	-2.82125
ATP6V1E2	-0.541833333333333
UTP3	-0.375
HNRPA3	-0.0336875
MT4	-0.06
C14orf155	0.6845
U1SNRNPBP	0.76225
CKLF	-0.608333333333333
PLEKHN1	2.71366666666667
MBNL1	0.0773333333333333
NUP160	-1.659
ACSM2A	-1.32
LOC129881	1.374
KIAA1529	-0.43875
FLJ22639	1.29775
HAND1	-0.668
GSX1	0.603
FGA	-4.13673333333333
SERPINB1	-1.15575
ZNF642	1.88475
IGFBP1	-4.776125
SLC1A1	1.449625
DHX57	0.44975
ZNF766	-1.7005
PTPN21	0.5476
GDPD3	-0.829833333333334
PNPLA5	0.3505
TBR1	0.74475
FAM116A	-0.95675
IQGAP1	0.49025
FOS	-0.186125
ZNF226	-0.03
FIGNL1	-0.734333333333333
C14orf1	-0.6645
ZMYND17	0.07
PUS7	-1.15583333333333
TUBB6	0.611625
KCNQ2	-1.26125
MARCH6	0.276583333333333
CCDC33	0.8005
PRODH	-1.537
RBM11	-3.37366666666667
EPHA6	0.156666666666667
SLC43A1	-0.244
LOC196541	-0.135714285714286
NTN1	-0.379727272727273
ING4	-0.3855
PCDHB10	1.4555
DPH2	-0.752333333333333
SPACA4	-1.022
FBXL21	-2.854
DIAPH1	-0.676666666666667
ZNF71	0.315166666666667
CEP76	-1.8885
CORO1A	-2.939
RRM2	-2.548375
EDG4	-1.761
OS9	-0.543666666666667
SLC4A1AP	0.66975
COG5	-0.68625
COPS8	-0.12575
NGLY1	-1.175
NCBP2	0.28775
C17orf42	-1.071
GPSM3	-0.0702500000000001
SIL1	-0.252666666666667
ASB6	0.88725
SMAD5OS	-0.1255
UNC93A	-3.185625
A1BG	-0.3035
C21orf62	0.65
FMO5	-2.312
ATRIP	-0.505333333333333
CEBPG	0.897833333333333
C7orf38	0.461666666666667
TNFRSF1B	1.19683333333333
CLEC1A	-0.215
IQSEC1	-0.253875
PATZ1	-0.5563
RBM22	1.078125
BAG2	-1.4205
PAQR5	1.001
C9orf127	0.7537
THNSL1	0.0545
SHROOM3	-1.6893
JAM2	2.40725
SNRPN	-1.45625
ALX4	0.179
CACNA1S	-0.9105
FAM130A1	1.125
CORIN	-0.534
CD300LB	0.543
PLEKHG6	0.2045
LRRC40	-0.74975
PCLKC	-1.121
PCDHB16	1.71683333333333
WNT2B	-0.438833333333333
ASNS	2.175
MRPL49	-0.489375
FLJ46111	-2.98275
ISG20	-2.5535
SMU1	-0.5984
CASZ1	0.424
POLR1D	-1.70108333333333
GIN1	-0.1105
SNAG1	-0.794666666666667
ANKRD29	2.438
CDKN2AIP	-0.67725
KRR1	-0.536
CXCL1	-2.0425
EPM2A	-0.7624
PC	-0.195833333333333
DEFB127	1.701
PDZRN4	0.64425
FAH	1.16175
OR51E1	-0.5865
CDC2L6	-0.366833333333333
DNTTIP1	0.54625
PAX8	0.52675
TMEM116	-0.496
C1orf150	-0.041
PRO2012	-0.0275
MRPL40	0.5895
BEX1	-1.145
SLC2A4	-1.89433333333333
PKMYT1	-1.743
FEZF2	0.697
SLC26A9	0.13
MAP2	2.72433333333333
LYL1	-2.571
SLC25A19	-0.730666666666667
NOS3	-0.1485
ZNF34	0.7445
TMPRSS11F	0.115333333333333
FAM43A	-1.32675
FCRL4	1.12683333333333
KLF14	0.838
FLRT2	2.224
WRN	-0.18475
SDF2	-1.08
KRT8P12	-1.2065
C6orf195	-0.901
C9orf125	2.033
DZIP3	0.885125
RIT1	0.35325
SCML1	1.13116666666667
RHBDF2	0.6605
OR2G3	-0.746
REXO1L1	1.7515
MAP3K7IP3	-0.35425
C3orf57	-6.7865
FBXW11	-0.138166666666667
ETAA1	0.48725
C14orf131	-0.0225
AKT1S1	0.000250000000000028
SLC12A5	-0.433375
C9orf164	-1.111
NRIP3	1.74475
NOS1AP	-1.2215
TMEM121	-2.4855
SAP30BP	0.275
DGCR6	0.525
WDR76	-1.9345
FAM82B	0.0313333333333334
LOC606495	-0.086
MAP9	3.35758333333333
BCDIN3D	-0.59
CXorf36	0.2055
DSCR3	-0.2524
ZFAND3	-0.32775
C7orf43	0.515666666666667
SPSB3	-0.8714
C19orf19	2.1665
FAM133A	-0.206
C12orf25	0.30525
SLC39A3	0.23225
DISP2	0.3165
PI4KAP2	-2.29
MKRN3	-0.159833333333333
ADAMTS13	0.608375
CBLN3	0.5773
TTYH1	-2.37483333333333
C3orf18	2.65575
FLJ13236	-1.26725
ZMYND12	-2.359
C18orf25	-0.3925
GLB1L3	-2.6485
ATP13A5	1.4945
RANBP10	0.08775
CD96	-3.07366666666667
DENND1C	-2.827
RBMS3	0.4355
SLC41A3	0.140666666666667
DGCR6L	0.41225
TMEM128	-0.583666666666667
CSNK1G3	-0.163230769230769
MOBKL2C	0.40025
TSPAN6	-1.671875
MATN2	-0.00590000000000001
MSL2L1	-1.244
ST6GALNAC2	-4.9055
FGFBP2	-0.4755
FGL1	-6.63133333333333
MPP3	0.209333333333333
ARHGEF6	1.54066666666667
TGFBR2	-0.7155
ACMSD	-0.311666666666667
IL33	0.30875
C9orf5	-0.307833333333333
DEAF1	-0.022
AMN	0.667
DEFA6	0.383714285714286
RNF212	-3.064
METT5D1	0.633333333333333
CIB1	0.5595
TSSK1B	0.0275
KIAA1727	-2.634
ZNF680	-1.76283333333333
LOC399900	-1.928
LOC152217	-0.295083333333333
CTNNAL1	-1.5795
CIT	0.640583333333333
TLE6	-0.8435
ZNF607	-1.151
HERC4	0.347
DRAP1	1.1679
PEMT	0.63925
C10orf111	-0.436
ZNF575	1.676875
KCTD7	1.168
MYO1F	-1.015125
LOC285382	-1.42
RAB11A	-0.6858
PLCD3	-0.1645
C15orf28	-0.472
PTBP2	-0.783625
CTB-1048E9.5	0.343
C19orf60	1.45433333333333
C7orf25	0.662833333333333
SETD7	0.4175
HOXB9	-4.7465
VANGL1	0.278875
CHAF1B	-1.25325
NDUFA3	1.7115
KIAA1328	-0.643
SHARPIN	0.460125
TTC23	0.41575
UGP2	0.0416666666666667
ANKIB1	1.0427
CIRBP	-0.747
SEC14L4	-2.44283333333333
OVCH1	0.71575
VPS52	-1.27825
FAT	-0.561375
M6PRBP1	0.821
GPRIN3	-1.38
PPM1F	-0.3935
TSR1	-0.52725
CCDC85A	-0.76175
PCSK5	2.268
ZFHX3	1.147
HEMK1	1.0129
PGBD2	0.215
RSRC2	-0.101833333333333
AURKC	-1.3265
SCRIB	0.431375
ORM2	-4.871
FAM115A	1.6956
FZD6	-0.89525
UNC119	0.386
GPX3	-1.7765
NOV	2.598625
CABC1	-0.812625
CDC42SE2	-2.44225
EIF2S2	-0.3809
RNF130	-2.115125
CKAP5	-0.570833333333333
RP11-413M3.2	0.922625
C10orf18	-0.0466
TMEM93	1.00425
DYX1C1	2.79975
KCNMB2	-2.083
ANK3	-0.535666666666667
KRT5	-2.7895
CDH12	-1.067625
QRSL1	-0.4645
JUB	-1.903
SHC4	-2.019375
CCL15	-0.0541666666666666
CCDC22	-0.284
SNX24	1.74525
RARS	-0.301
MORC2	0.55575
FAM48A	-0.073
MT1H	3.0375
PPP1R14C	1.08983333333333
FOXD1	1.24614285714286
C1orf213	0.847
AMT	-0.432
DSN1	-0.5
PTPLAD2	-2.9515
DIS3L	-0.12425
RASL11A	-0.67975
GPRC5B	-0.557125
FRMD7	2.3465
STRN4	0.60725
KITLG	0.327363636363636
HDGF	-0.328
OR1S1	0.6535
SETX	-0.00720000000000001
DDR2	3.260125
KCTD12	1.59125
LYZL2	0.0303333333333333
WDR52	1.151
TMEM2	-1.79625
ZNF579	1.01716666666667
LOC200810	-1.51525
TNFSF9	-0.2135
PPFIA4	-0.03025
CNIH3	3.09933333333333
MAP4K4	0.374285714285714
ROD1	-1.13757142857143
ALS2CR12	1.012
DOCK3	3.63266666666667
PAQR9	-4.75025
ASB17	-0.78725
STX16	0.15225
FEZ2	-0.807333333333333
DLAT	-1.21616666666667
KIF21B	-0.474166666666667
CDC5L	0.0485
TMEM119	0.3066
CRIP3	-2.011
TPSD1	0.00999999999999999
TEPP	0.84175
GNGT2	-0.9175
C21orf121	1.35175
WNK1	0.414666666666667
FLJ10490	0.6659
OR51B5	-1.9075
LOC203547	-1.08375
HAS1	3.767
PPA1	-1.78083333333333
ST7	-0.445625
C11orf46	-0.1438
POPDC3	3.67983333333333
ACOX2	1.29016666666667
ATCAY	-0.0113333333333334
TM4SF19	2.32325
MFSD9	-0.4015
PDHB	-0.622
ERN1	-0.216
LCE3C	0.385
GPR111	-0.1045
NOTCH3	0.74
ADAMTS5	6.279
B3GALT1	-0.23875
UGCGL1	0.3605
FAM58A	1.26933333333333
FBXO32	2.50875
CLPP	0.205
NXPH1	-1.46766666666667
MTMR3	0.254
ATP1B3	-0.48225
TMEM16A	-1.494
HIST1H3F	-0.252833333333333
TRIM25	-0.248333333333333
SDCBP2	-1.3445
CRKL	-2.484875
HOXB2	0.879666666666667
ANP32B	-0.540625
GATM	1.267
AP4E1	0.575714285714286
EDG5	0.236875
CDKN3	-0.2595
CDH4	2.947
PGD	-1.054
RND1	-0.91
GAD1	1.2987
MPG	0.063625
LOC440350	1.2605
ZNF133	-0.1735
SERPINB12	-0.951
AMELY	-0.5075
DHX36	-0.42825
TNFAIP8L2	-1.33083333333333
PHTF2	-1.04905555555556
CCDC112	-0.842333333333333
IQCC	-1.0845
HEYL	-1.251
FTSJ2	-0.866333333333333
APPL1	0.246125
RAB43	-0.151714285714286
OR10G2	-1.7925
WAC	-0.378333333333333
ADCY9	-1.2
RUNDC2B	1.4695
PYCRL	-0.3243
AGPAT7	0.500833333333333
SLC22A9	-1.33116666666667
CDKAL1	-1.193
PDYN	-0.54675
C20orf74	-0.4565
MTMR11	1.44425
VAV3	0.16425
DAPL1	4.0305
STXBP3	1.51125
EIF3G	-0.148
ARHGAP22	3.0485
NPFFR1	0.5255
NPC1	3.32066666666667
ALDH9A1	0.064
ZNF600	-3.138125
ZNF678	-1.28816666666667
RASSF1	-0.983666666666667
ADD2	-3.562625
PITPNB	-0.75075
PKD2L2	0.394857142857143
LRP11	-0.87975
CDKL1	-0.59225
SMEK2	-0.147
PRODH2	-3.12366666666667
C11orf54	-1.76583333333333
SFRS11	0.226333333333333
IL7	1.81783333333333
ALS2CR16	1.83075
BTG3	0.429
PAK2	-1.36538888888889
RP11-679B17.1	-0.61825
GATA4	-1.07466666666667
ATP2B1	1.29825
LOC130940	1.5445
C1orf172	-5.21616666666667
ATF7IP2	-5.24075
SLC25A43	0.7685
CENTG3	1.20041666666667
IGF2BP1	-3.8816
FCHSD1	0.867
CAMK2N2	1.23133333333333
ELAVL3	-0.1174
NBPF15	0.566833333333333
UBE2J2	-0.1085
GNL2	1.1385
PRR3	-0.2665
NLF2	1.53375
OR4F6	-1.856
KLHL24	0.253
CCDC88A	0.4088
SGPP1	-0.833666666666667
C10orf11	3.03533333333333
SLC35B4	-0.126833333333333
UGT3A2	-0.922
ARNT2	0.6329
CBR1	1.201625
ITPR3	0.0241666666666667
TRAPPC6B	-2.06544444444444
AMZ1	-0.4355
ARP11	-2.6015
WDSUB1	0.651
APBA1	0.307833333333333
RAB2A	-0.1529
C6orf162	0.68575
HPSE2	0.805666666666667
PLCE1	0.56
INSL3	-0.17425
DLG1	0.0476
PTPLA	-0.53925
PIGX	-1.274
TFIP11	0.628
FIBIN	1.9425
POLR2G	-0.2935
GRAP2	-2.92925
DNAJB8	1.22625
CNBP	0.449166666666667
WASF1	0.59075
INPP5E	0.2506
HSPB1	0.476625
TMEM167	-0.3562
CUBN	0.08975
IGF1	-1.4594375
ITPK1	-0.2742
NAALAD2	-0.0815714285714286
G3BP1	-1
NT5DC1	0.02675
CYP39A1	-1.488
TMEM139	-1.58754545454545
POLK	0.1329
GLULD1	-1.3265
RBM15	0.4735
AMZ2	0.32575
GDF15	1.0325
MESDC2	-0.55875
INCA	-0.118
ACY1L2	-0.108
GZMM	-1.39966666666667
PAIP1	-0.67875
CACNA2D1	-0.10525
STK32C	0.261833333333333
SH3BP4	0.271666666666667
DEC1	0.497
PADI1	-0.889
UBB	0.2904
PON3	-3.74233333333333
PROP1	1.498
ANKRD13B	0.0335
ADCK1	-0.856
TCF25	0.216166666666667
SLC38A5	-3.26025
CXorf26	0.726166666666667
C19orf39	-0.16975
PPP1R13B	-1.041
ARL2	-0.253
TCL6	0.44775
TOP3A	-0.718
SLC16A14	-1.59042857142857
FXYD6	-2.19333333333333
HIST1H4E	0.219
BBC3	0.325684210526316
UNC5A	0.321166666666667
FAM86C	0.5079
PI4KB	-0.474375
B3GAT1	-4.5555
SUSD2	-0.1805
OAZ2	0.0955
NOC4L	0.679
C10orf12	-0.468
FADS1	0.865333333333333
LOC144097	0.3355
DKK2	-1.52266666666667
KIAA1949	0.86125
RHOT1	-0.7019
OXT	0.399833333333333
GPR153	1.11475
ARL4A	-1.135
SAAL1	-1.33275
CCDC64	0.0535
USE1	1.03566666666667
