Hybridization REF	TCGA-AN-A0FZ-01A-11R-A034-07
EPDR1	-1.6575
MUSK	0.3795
ZNF434	0.4155
SMARCD1	-0.404166666666667
ZFP106	-0.3935
ZNF347	-0.0139
GTF2E1	0.66675
RY1	-0.135
ATAD2B	0.750625
ARHGAP17	0.0603
KCNIP3	-0.43625
SFPQ	0.297875
GFRA4	0.544666666666667
AKR1B10	-3.313625
TIGD6	1.36316666666667
RGS16	3.116625
URB1	-0.500166666666667
OR4C46	-0.0638333333333333
TOP3B	-1.5995
NFATC4	0.4715
CA14	-4.629
BMPR1A	-0.323333333333333
SNRP70	-1.3395
PRL	0.27125
C6orf130	0.12
STAG2	-0.00974999999999999
CD55	-1.06271428571429
RPS23	-0.381
SSX2	-0.7245
FDPSL2A	-0.82575
FBXO27	0.382875
SYNGR3	0.888
TMSL3	2.831
EML1	-1.9865
NUP93	-0.991833333333333
SMAD3	-0.5143
KIAA1189	1.52216666666667
HNRPUL2	-0.370833333333333
TBC1D12	-0.328833333333333
C16orf24	1.81375
MRVI1	1.74966666666667
ZNF581	-0.3605
ELOVL3	-0.4295
OR51Q1	0.1175
CACNB3	1.89383333333333
GALNT13	-0.672142857142857
C10orf84	0.66225
NEDD4	-0.2562
SPO11	1.231
OR5AU1	0.3285
NEK4	0.221285714285714
PRKAR2A	-0.763
IHPK1	-0.650166666666667
ATP6V0B	1.306625
CACNA1E	0.6205
CEACAM8	-0.892333333333333
PEX14	0.0975
FLJ12993	5.0255
ZBTB38	0.14825
PCTK2	0.566666666666667
LRRC16	0.5749
FBLIM1	1.25166666666667
FYCO1	0.92275
RP5-1022P6.2	-0.367333333333333
CMTM1	0.274
PLTP	-0.595666666666667
RAPH1	0.873125
DOCK8	-0.043375
EZH2	-1.98186666666667
SLC25A1	-1.18433333333333
PLEKHB1	0.9197
GRB7	1.565
ZFP37	-0.41825
MRPL33	0.10275
PELO	-0.506
ARMC1	0.679090909090909
C9orf27	0.221
FLJ25778	-0.521
C9orf37	-1.631
TMEM66	-0.05325
SPRN	0.19
HBEGF	0.00612499999999998
PI4KA	-1.5725
LEPRE1	-0.38425
POU2AF1	-4.67975
MRPL12	0.3045
REP15	0.679
ZC3H3	0.9765
RASAL1	-1.20125
DDAH1	-0.0875
ACBD5	0.693
TMC2	0.3195
CCDC137	0.04125
SAMD13	0.341333333333333
UGT2B15	-2.87066666666667
TIPARP	-0.3235
DNASE1L3	-0.2715
TRIM72	0.0126666666666666
DBX2	1.188
IPO8	0.28425
C21orf88	-0.5669
MAP3K14	0.00975
LOC51233	0.582166666666667
GGTLA4	2.65975
PDE6D	0.127
ZNF117	0.21425
CLK2	-0.715125
NKRF	-0.96125
TNFSF15	-0.4994
DUSP2	-1.19575
SECISBP2	-0.0272
GABRR2	0.109
PPAP2C	2.777
LOC51145	0.154333333333333
PAG1	-0.869875
PIK3C3	-0.67275
GNG10	-0.152
APOL4	0.5924
ANKRD28	-0.73525
STMN3	-2.2741
RAB14	0.8439
CDK2AP2	0.97925
HDDC3	0.36775
COMMD7	1.421125
CXXC1	-0.99275
HMCN1	0.2924
CD40	-0.000750000000000001
DYNC1LI2	0.3830625
GDI1	0.7115
LOC646938	-0.151
VSNL1	-2.8065
PIH1D1	-0.3735
RAET1G	-1.07
KRTAP5-9	0.2455
EFTUD2	0.24075
ZNF311	0.405666666666667
ATP6V1G3	0.18
OR2W3	-1.66575
SCN4A	0.831
MED10	-0.834375
FAM135A	-1.9614
ARHGAP4	0.493
EHMT2	-0.893625
UFD1L	-1.02225
ERMP1	-0.55175
MAG1	-2.3235
THAP8	0.607166666666667
HACE1	-1.22533333333333
FAM82C	0.211166666666667
C3orf20	-0.704
UNC84A	-0.783
SCD5	1.64621428571429
LASS6	1.814625
LSG1	0.2285
MAL	-6.031
GPR22	-0.5355
WDR5B	0.6115
ACTRT1	-0.0385
C17orf60	-0.908
GRIN2C	0.0731
ARMC8	-0.335666666666667
SLC47A1	-2.59866666666667
DMPK	-0.73125
DHRS13	-0.105
SMC1A	-0.858333333333333
KRTAP17-1	0.81075
SMYD5	-0.8575
TUSC2	0.0965
CRHR2	-0.00700000000000001
KIR3DL2	-0.153
CCDC104	-0.4665
ATP2C1	0.05725
CROT	-0.5045
PABPC3	-0.223
EGR1	-1.48316666666667
THSD1	0.91025
KHK	-2.59975
SLC12A2	1.2176875
CD58	-1.7695
STOX2	-1.302
CCDC76	-0.1372
CCDC48	2.446
DNAH1	-0.942
ZIC4	-1.065875
OR1G1	-2.0945
PSMC6	-0.516
PROKR1	0.537
ABCB1	-1.51525
TRAT1	-2.40625
LLGL1	0.029
MTF1	1.11275
USP54	-0.78025
PAGE2B	-1.075
ITGB7	-4.50975
CCDC81	0.5505
LOC149837	1.1215
SCUBE1	0.2095
ZSCAN10	0.424
HUWE1	0.181357142857143
CDH17	-1.562
CD180	-0.64025
IL17A	-0.2575
TMPO	-1.60385714285714
KIAA1524	-1.431
HDGFRP3	0.902666666666667
OXCT1	-1.35218181818182
RRAS2	-2.38166666666667
LTBP2	2.736875
SV2B	1.49466666666667
CYP2A6	5.965875
PKD1L2	0.0818333333333333
PPM1M	-0.21175
FLJ22662	-0.0996666666666666
ZNF502	2.072
GP6	-1.069
CRYBA2	-2.074
LEF1	-2.1006
CTPS	-1.27571428571429
EYA1	-2.431
EPS8L1	1.9215
MAPK14	-0.48325
SERPINB2	-5.923375
GTF2F2	0.4385
ZNHIT4	-0.089
PLA1A	0.3315
C20orf114	5.2155
HPR	-4.001
C18orf2	-2.2425
SATB2	-0.3395
KCNJ9	0.807625
MGC157906	0.18
MOCS3	0.856
C17orf71	0.285166666666667
PPHLN1	-0.1234
HIST1H2BN	-0.944
RAPGEF1	-0.11375
MAP3K8	1.9525
DLG4	0.138833333333333
STC1	-1.19108333333333
CDGAP	0.9555
DDX26B	-1.5355
LOC150223	-1.63575
CPSF3	-0.776166666666667
TMEM14A	1.34325
MYH3	-3.34225
GPKOW	0.514
SULT1A1	1.358
SPON1	3.0216
YY1AP1	-0.0963333333333334
RAB23	0.039
PLA2G4A	-4.694
MAPRE3	-0.14025
ZNF516	1.07764285714286
GGPS1	0.7055
EXOC3L2	-0.487875
C19orf42	0.7601
MAP2K2	-0.575333333333333
HIST1H2BB	-1.10625
RNF19B	1.06433333333333
C6orf128	-0.460666666666667
TLR8	1.71325
PCDHA9	-0.1325
CARS2	0.186
CLUL1	-2.254
RHAG	-4.24966666666667
UNK	0.347
EXOC8	1.1755
C9orf95	0.834
C14orf143	0.909333333333333
MAML3	0.121125
LDHA	-3.1565
MRPL20	0.475625
KLHDC6	-1.2355
ATP5S	-0.0541666666666667
C8orf55	1.0175
PHF19	-3.135625
KRTAP13-4	0.508
TTC5	0.0685
XKR5	0.352
SILV	-4.31016666666667
TEX28	0.1425
TCTN1	0.11675
CX40.1	0.0525
PPP2R5C	-0.143125
C12orf30	-1.526
CAPG	2.1965
MPZL1	0.45575
ARSB	-1.70983333333333
TDH	-2.8365
WASF4	1.344
TSSK3	-1.06983333333333
7A5	-0.3725
CRISPLD1	-0.7035
MAD1L1	-0.706833333333333
SPIN4	-0.0886666666666667
AMPD1	-1.7595
DPYSL5	-0.604
INPP1	-1.43816666666667
ANKRD11	-1.18811111111111
NPAS4	-0.0135
GCET2	-0.418333333333333
RNASE9	1.003
GUCY2D	0.539333333333333
CCDC98	-0.5395
FGF4	-0.79675
CPM	-0.432166666666667
SLC26A4	-2.4484
PLD5	-0.56025
FAM59A	0.8959
FBXO5	-1.93477777777778
SIPA1L1	-0.319
DPYS	0.443333333333333
ATG4D	0.05375
TGM3	0.0915
MTCH1	-0.297625
HK1	-0.121428571428571
CDC26	0.25075
GALNT12	-3.59
LOC339229	0.491
MRPL35	-0.26425
ORC4L	-0.154125
TNKS	-0.582785714285714
C2orf24	0.446666666666667
ZNF553	0.918833333333333
GGTLA1	3.0305
ZNF497	1.447
CDY1B	0.8245
SLC30A4	0.416625
TUB	-1.413125
ARHGEF18	0.739
ARRB1	3.21825
KCNK1	-3.211375
EREG	-2.2463
SCAMP5	1.0145
RUNDC3B	2.008
ADAMTS20	1.04825
IL17RB	-0.296375
FLJ20323	-2.201
MCAM	0.347125
POLR3E	-0.828166666666667
AQR	0.712666666666667
IPMK	2.3675
CDCA7	-3.95925
CAMP	4.84575
GRHL3	-0.49775
ADAMTSL2	1.46816666666667
CLMN	1.66416666666667
SSTR3	0.4675
MAGEA5	0.897666666666667
OVOL2	4.65275
JMJD1B	0.69525
RBL2	0.5111
PYGO2	0.9495
PPP1R10	0.520166666666667
CSE1L	-1.4615
LCA5	1.34925
RDH16	0.3465
ASRGL1	-2.968875
TOM1	-0.347166666666667
PTX3	-6.7135
TTC15	0.18425
SCGB3A1	0.527166666666667
MRPL50	-1.15425
RCAN3	0.8055
SLC26A11	2.12575
STYX	-0.662333333333333
CINP	0.06325
MARCH7	0.2375
PFKM	-1.50766666666667
SGMS1	0.354166666666667
RIOK3	-0.9486
C1orf110	-1.079
CES7	0.1325
LOC440248	-2.01675
PPP1R12C	-0.55325
C10orf27	0.4815
ATG9A	-0.31975
MRPS26	1.125875
TMEM40	3.48475
ELP3	-0.947
ZNF787	0.1548
HIAT1	0.339125
C8orf34	0.412833333333333
MGC4655	-0.8901
PELI1	-0.202166666666667
PPT1	-0.15
SLC35C2	-0.147833333333333
C6orf125	-0.91475
MUC4	-1.66416666666667
RFC4	-2.47371428571429
GNB2	-0.098
NUP50	-0.00635714285714285
SULT4A1	-1.6278
C7	0.762625
CCDC130	-0.068
ARRDC4	0.683
RQCD1	-0.16525
GLYCTK	-1.22
AYTL2	-1.44445454545455
MTUS1	1.0953
LEMD3	0.707
PLEKHF2	1.612
HOXA7	-0.697375
GTF3C2	-2.0895
DYNLRB2	2.29175
CNOT10	-0.23225
MR1	0.773
FFAR1	0.11725
PRIC285	-0.23775
SLITRK6	-0.87075
LIX1	-2.01455555555556
UBE1L2	-0.4395
F8	1.075375
ACHE	0.810666666666667
KPNA5	-1.75675
TNFRSF12A	-1.43783333333333
EGR3	-1.65
SERPIND1	-3.526
OASL	0.08925
IFRD1	-2.035375
WDFY1	-0.714666666666667
ZNF267	0.78175
ACCN5	1.5445
ZBTB6	0.1505
PPP1R3A	-0.0755
PRRT3	1.222
FBXL19	0.133
TXNIP	2.00842857142857
ACTN2	-0.656
ATG9B	-0.631875
C9orf117	1.09075
IL27	-1.2145
RPL36AL	-0.137
KLK15	0.359
CHAD	3.4965
RAP2B	0.2621
HEBP2	1.6135
ZNF342	0.7345
CAMK2G	-0.442166666666667
TLR3	0.7505
FGF14	0.28
HMGB2	-0.662375
TRPM5	0.1755
OR5M11	0.7265
KIF3B	1.31705263157895
PRICKLE2	0.5155
MTMR9	-0.443125
C3orf27	0.0705
GLRA3	4.99833333333333
NSDHL	0.4945
TMEM32	-0.27225
POLR2D	-1.18666666666667
MYADML	0.3655
C9orf114	-0.67625
MRGPRX1	0.167
TOPORS	0.68325
CLDN19	-1.48925
C1QL4	0.0575
RNF165	-2.6685
DHRS9	-2.078
DNAH2	0.227
FXR1	-1.06933333333333
ZMYM3	-1.27525
CASP3	0.645166666666667
FAM120C	-0.021625
SCLY	0.02675
CA7	-0.379
ENTPD5	-0.0125
ZNF461	-0.671125
PDIA5	-0.65425
C1orf19	-1.83366666666667
TMEM67	-0.21775
KCTD20	-0.91275
WDR47	1.1405
FLJ38723	0.7415
KLRF1	-0.664166666666667
TAS2R16	0.8295
CLDN12	0.47175
PRKCE	0.48775
UBXD4	-1.2255
ITGAM	1.932
GLT8D3	0.051875
WDR31	-0.2044
RGS2	-0.759
OR51L1	0.4335
MST1R	0.765
KIAA1737	0.5815
OR4A5	0.3275
GLIS1	-1.42433333333333
PTMA	0.373928571428571
NAPA	0.862
PRDM11	-0.06375
LIPF	-0.074
DIRAS3	-1.3925
ASGR2	-4.144
C1QTNF4	0.408
PIK3R4	0.0221666666666667
ARMC3	1.006
NDUFV3	-0.112666666666667
BTBD3	-0.948
PPP1R2	0.859833333333333
UBE2NL	0.27525
FOSL2	1.09164285714286
FAM119A	-1.24666666666667
TUBA4A	-1.6616
KRTAP12-1	-0.0815
SFRS2	-0.376
RHPN1	1.4976
EEF2	-0.830166666666667
ZDHHC11	-0.603166666666667
EPHA3	-1.6218
RBM12	0.36875
H2AFJ	0.826916666666667
EDIL3	2.9005
KIF26A	-1.447
SERGEF	-0.03975
B3GALT4	3.4025
LOC90925	0.264
OSCAR	-0.388875
NPFF	-0.1145
DEDD	0.638
TMEM155	-0.45975
PTPN1	0.434
SCYL2	0.131166666666667
SKAP1	3.073
LEAP2	-1.55883333333333
GADD45G	0.4465
IFITM3	1.018875
PILRB	-1.26816666666667
SLU7	0.5601875
DSC3	0.56675
DNMT3L	-1.17725
PAPD5	0.786375
B3GNT3	1.62516666666667
LHCGR	-0.941
MSL-1	0.515
UBE2S	-1.439
SAP130	-0.478
ANAPC11	0.774
MAGED4B	-2.3345
ATP6V1B2	-0.315333333333333
C14orf179	1.727125
CAPZA1	0.393625
CDYL2	-0.645666666666667
GLRX3	-1.52183333333333
LOC136288	-0.384666666666667
MOBKL1A	0.0895
HTR2B	1.526
CRYGD	0.3575
NUS1	-0.243
PGRMC1	0.385
MYOM2	-1.15225
FLJ39653	-2.816
CHM	0.0625
OR5M8	1.354
ZNF619	0.628
FAM105A	-0.37275
CCNL1	-1.0655
NAP1L3	-0.14075
C10orf57	0.604333333333333
B3GALNT1	1.07433333333333
CSN1S2A	0.073
TCP10L	-1.50625
GDAP2	0.76
DMKN	-2.47966666666667
COX6B1	0.4375
DNASE2	1.23766666666667
MSH5	-2.257
LGMN	-0.65975
USP31	0.6249
OR13C8	-0.0165
SDCBP	-0.0271
NUDT11	-2.20616666666667
PYGL	-2.0645
SNPH	-0.170833333333333
B3GNT4	-1.7675
MIZF	-1.4688
NUBPL	-0.197
NOD1	0.506333333333333
CDH22	0.200625
NUBP1	0.401
DSCAM	-4.373
DGKI	0.552
FAM136A	-0.76075
AKAP1	0.236
SLC16A6	-1.106
RIN3	0.15675
PSG2	-0.66675
DIP2B	-0.287666666666667
PSORS1C1	0.0153
KIAA0495	-1.073
FLJ90709	-0.933333333333333
LPA	-0.575833333333333
PIGA	-0.151333333333333
LY75	0.018
UTS2	-6.88533333333333
RREB1	0.532375
GALNACT-2	1.2271
MGC3196	-0.1955
FLJ31568	-0.4925
LPHN1	0.23325
SP1	1.13775
TOX4	0.984333333333333
HSPA9	0.2739
APOBEC1	-0.268
SLC35E4	-1.371
LSM5	0.00624999999999999
SURF1	0.26925
ZBTB1	0.41025
GTF2F1	-0.237375
RPS15A	-0.127214285714286
DUSP21	-0.0238
GINS4	-2.64716666666667
MYO15A	0.0578333333333333
GIMAP7	2.85
MGC13379	0.32525
ATP6V1E2	0.306333333333333
UTP3	-0.042
HNRPA3	-0.511875
MT4	-0.4525
C14orf155	0.5575
U1SNRNPBP	0.8355
CKLF	-0.274166666666667
PLEKHN1	-0.194166666666667
MBNL1	-0.584416666666667
NUP160	-1.8245
ACSM2A	-1.933
LOC129881	-1.127
KIAA1529	-2.16825
FLJ22639	-0.72525
HAND1	-1.18
GSX1	0.565
FGA	-4.1950625
SERPINB1	0.638
ZNF642	0.862
IGFBP1	-8.344625
SLC1A1	2.825375
DHX57	-1.21675
ZNF766	-0.1855
PTPN21	1.2436
GDPD3	3.57783333333333
PNPLA5	0.00999999999999998
TBR1	0.9222
FAM116A	-0.239
IQGAP1	0.919375
FOS	-1.5965
ZNF226	-0.315125
FIGNL1	-1.38733333333333
C14orf1	0.143333333333333
ZMYND17	-1.1895
PUS7	-1.27
TUBB6	-1.512625
KCNQ2	-1.52325
MARCH6	-0.574416666666667
CCDC33	0.3985
PRODH	-2.08475
RBM11	0.7745
EPHA6	1.1304
SLC43A1	-0.79875
LOC196541	0.534875
NTN1	1.41591666666667
ING4	0.0425
PCDHB10	1.078
DPH2	-0.915
SPACA4	0.85075
FBXL21	-2.832
DIAPH1	-0.239
ZNF71	0.143333333333333
CEP76	-1.526
CORO1A	-1.99125
RRM2	-3.050125
EDG4	1.4795
OS9	-0.079
SLC4A1AP	-0.27425
COG5	-0.76225
COPS8	-0.447
NGLY1	-0.7585
NCBP2	0.01975
C17orf42	-0.104666666666667
GPSM3	1.3705
SIL1	1.47916666666667
ASB6	-0.32775
SMAD5OS	-0.3835
UNC93A	-2.92325
A1BG	-0.058
C21orf62	0.00824999999999998
FMO5	-2.014
ATRIP	-0.228333333333333
CEBPG	-0.557333333333333
C7orf38	-0.335833333333333
TNFRSF1B	-0.401833333333333
CLEC1A	1.11216666666667
IQSEC1	0.87625
PATZ1	0.4531
RBM22	1.128125
BAG2	-2.74633333333333
PAQR5	-1.2165
C9orf127	0.6268
THNSL1	-0.68225
SHROOM3	3.0131
JAM2	1.0875
SNRPN	-1.79133333333333
ALX4	0.5915
CACNA1S	0.32
FAM130A1	0.977
CORIN	2.197
CD300LB	0.761
PLEKHG6	0.0825
LRRC40	-1.16375
PCLKC	-1.18475
PCDHB16	2.554
WNT2B	-0.3245
ASNS	-4.03877777777778
MRPL49	-0.08775
FLJ46111	0.22825
ISG20	0.2035
SMU1	-0.239166666666667
CASZ1	0.866
POLR1D	0.537833333333333
GIN1	-0.93125
SNAG1	0.1045
ANKRD29	-2.63125
CDKN2AIP	-0.28325
KRR1	-0.044
CXCL1	-4.80766666666667
EPM2A	-0.9603
PC	-0.922833333333333
DEFB127	-0.021
PDZRN4	0.16
FAH	0.85225
OR51E1	3.1935
CDC2L6	0.181666666666667
DNTTIP1	-0.00849999999999999
PAX8	0.416
TMEM116	-0.89925
C1orf150	0.4595
PRO2012	0.7635
MRPL40	-1.13483333333333
BEX1	-3.6909
SLC2A4	-0.409
PKMYT1	-0.8895
FEZF2	0.0728333333333333
SLC26A9	-1.49275
MAP2	-0.8845
LYL1	-1.54825
SLC25A19	-0.599666666666667
NOS3	0.236
ZNF34	1.35166666666667
TMPRSS11F	-1.035
FAM43A	-0.68
FCRL4	0.1635
KLF14	0.44275
FLRT2	-1.164
WRN	-2.154
SDF2	0.9201
KRT8P12	0.00674999999999999
C6orf195	-0.1065
C9orf125	-1.1575
DZIP3	0.263875
RIT1	0.365666666666667
SCML1	-3.6305
RHBDF2	0.28825
OR2G3	0.7595
REXO1L1	1.232
MAP3K7IP3	-0.148375
C3orf57	-1.35175
FBXW11	0.265333333333333
ETAA1	-1.1215
C14orf131	-1.5519
AKT1S1	-0.91125
SLC12A5	-0.888875
C9orf164	-0.2535
NRIP3	-1.209875
NOS1AP	0.05625
TMEM121	1.952
SAP30BP	0.3307
DGCR6	-0.142
WDR76	-1.71275
FAM82B	0.126083333333333
LOC606495	-0.354
MAP9	1.83083333333333
BCDIN3D	1.02175
CXorf36	3.81583333333333
DSCR3	0.3245
ZFAND3	-0.051625
C7orf43	0.261
SPSB3	1.524
C19orf19	0.679
FAM133A	-2.273875
C12orf25	0.39725
SLC39A3	-0.923625
DISP2	-0.82
PI4KAP2	-2.8195
MKRN3	-1.3625
ADAMTS13	-1.567375
CBLN3	0.7473
TTYH1	1.29416666666667
C3orf18	0.858
FLJ13236	-0.91625
ZMYND12	3.845
C18orf25	0.54075
GLB1L3	-2.224
ATP13A5	0.2775
RANBP10	0.805
CD96	-2.2756
DENND1C	-0.7875
RBMS3	0.7046
SLC41A3	0.223333333333333
DGCR6L	-0.494
TMEM128	0.652
CSNK1G3	0.536357142857143
MOBKL2C	1.348875
TSPAN6	-0.211625
MATN2	-1.9464
MSL2L1	0.0603333333333333
ST6GALNAC2	-1.20866666666667
FGFBP2	1.021375
FGL1	-6.37666666666667
MPP3	1.794
ARHGEF6	-0.248166666666667
TGFBR2	-0.156875
ACMSD	-0.019
IL33	0.77625
C9orf5	-0.337083333333333
DEAF1	-0.6392
AMN	0.212
DEFA6	-0.0238571428571429
RNF212	-0.5095
METT5D1	-0.971166666666667
CIB1	1.3159
TSSK1B	-0.81725
KIAA1727	1.696
ZNF680	0.628
LOC399900	-1.798
LOC152217	-0.368583333333333
CTNNAL1	-4.2055
CIT	-1.43683333333333
TLE6	2.25525
ZNF607	-0.2395
HERC4	-0.891
DRAP1	-0.6631
PEMT	-1.071
C10orf111	-1.11
ZNF575	0.825875
KCTD7	-0.25
MYO1F	0.201
LOC285382	-1.3225
RAB11A	0.9032
PLCD3	-0.98275
C15orf28	-0.00724999999999999
PTBP2	-0.21875
CTB-1048E9.5	-0.948625
C19orf60	0.953
C7orf25	-0.627333333333333
SETD7	1.50725
HOXB9	-4.235
VANGL1	0.2758125
CHAF1B	-2.0625
NDUFA3	0.39825
KIAA1328	-0.841833333333333
SHARPIN	1.22625
TTC23	-1.8615
UGP2	0.17275
ANKIB1	-0.2252
CIRBP	0.865857142857143
SEC14L4	-2.8954
OVCH1	0.052
VPS52	-0.5365
FAT	-1.4875
M6PRBP1	-0.636
GPRIN3	0.738
PPM1F	-1.46133333333333
TSR1	-1.26275
CCDC85A	1.591
PCSK5	1.554
ZFHX3	0.9645
HEMK1	-0.1074
PGBD2	0.5615
RSRC2	-0.142666666666667
AURKC	-1.7415
SCRIB	1.294125
ORM2	-5.02566666666667
FAM115A	-0.6757
FZD6	0.652125
UNC119	0.493833333333333
GPX3	-0.5666
NOV	-1.438375
CABC1	-0.055875
CDC42SE2	0.0195
EIF2S2	-0.306
RNF130	1.2845
CKAP5	-1.30816666666667
RP11-413M3.2	0.706625
C10orf18	0.3307
TMEM93	-0.4965
DYX1C1	0.5665
KCNMB2	-1.723375
ANK3	3.10758333333333
KRT5	-1.9314
CDH12	-1.3545
QRSL1	-0.50525
JUB	-2.0705
SHC4	-0.801
CCL15	0.789
CCDC22	0.13825
SNX24	-0.1685
RARS	-0.36175
MORC2	0.29875
FAM48A	-0.42875
MT1H	-2.1305
PPP1R14C	-2.46633333333333
FOXD1	-0.600642857142857
C1orf213	-1.93725
AMT	-2.8639
DSN1	-1.26525
PTPLAD2	4.19975
DIS3L	-0.586
RASL11A	-0.1735
GPRC5B	-0.010875
FRMD7	-0.3835
STRN4	0.282
KITLG	-0.300272727272727
HDGF	-0.45675
OR1S1	1.1765
SETX	-0.4075
DDR2	0.303125
KCTD12	1.06175
LYZL2	2.42225
WDR52	-1.718
TMEM2	0.91275
ZNF579	0.1595
LOC200810	0.43775
TNFSF9	-2.035625
PPFIA4	-3.473
CNIH3	0.660833333333333
MAP4K4	-1.04057142857143
ROD1	0.517642857142857
ALS2CR12	-0.543
DOCK3	-1.1986
PAQR9	-4.05425
ASB17	-0.7765
STX16	-0.86025
FEZ2	-0.025
DLAT	-0.355
KIF21B	-0.8965
CDC5L	-0.68825
TMEM119	1.13933333333333
CRIP3	-1.92175
TPSD1	-0.3142
TEPP	0.061
GNGT2	0.57725
C21orf121	-0.17475
WNK1	0.708916666666667
FLJ10490	0.8599
OR51B5	-1.9145
LOC203547	-0.351125
HAS1	-0.512
PPA1	-0.663666666666667
ST7	-1.02325
C11orf46	-0.1376
POPDC3	-3.7915
ACOX2	2.98183333333333
ATCAY	-0.512583333333333
TM4SF19	-2.5345
MFSD9	-0.2865
PDHB	-1.05925
ERN1	0.12725
LCE3C	0.929
GPR111	0.167
NOTCH3	2.03933333333333
ADAMTS5	3.033
B3GALT1	-1.87766666666667
UGCGL1	0.0105
FAM58A	0.85
FBXO32	1.574
CLPP	-0.275
NXPH1	-0.054
MTMR3	1.13816666666667
ATP1B3	-1.047875
TMEM16A	4.168875
HIST1H3F	-0.3635
TRIM25	-0.225166666666667
SDCBP2	2.566
CRKL	-1.16325
HOXB2	1.68483333333333
ANP32B	-1.14525
GATM	0.7315
AP4E1	-0.10475
EDG5	0.39425
CDKN3	-2.23866666666667
CDH4	-2.144
PGD	-1.32383333333333
RND1	1.929
GAD1	-3.8317
MPG	1.132375
LOC440350	-0.141
ZNF133	-0.482
SERPINB12	0.2935
AMELY	0.477
DHX36	-0.84025
TNFAIP8L2	1.998
PHTF2	-0.0215555555555556
CCDC112	0.139666666666667
IQCC	-0.801
HEYL	3.65116666666667
FTSJ2	-0.644833333333333
APPL1	-0.110375
RAB43	1.93421428571429
OR10G2	0.5345
WAC	1.32883333333333
ADCY9	2.4735
RUNDC2B	0.172333333333333
PYCRL	1.6003
AGPAT7	-0.5555
SLC22A9	-0.4935
CDKAL1	-0.9935
PDYN	0.131833333333333
C20orf74	1.91775
MTMR11	0.60475
VAV3	3.65158333333333
DAPL1	3.3705
STXBP3	0.67725
EIF3G	-0.62825
ARHGAP22	-1.48125
NPFFR1	0.131
NPC1	-0.919333333333333
ALDH9A1	0.539
ZNF600	0.319375
ZNF678	0.6665
RASSF1	0.118333333333333
ADD2	-2.66242857142857
PITPNB	-0.746125
PKD2L2	1.195
LRP11	-0.14575
CDKL1	-0.43275
SMEK2	-0.00625000000000001
PRODH2	-3.29183333333333
C11orf54	-0.585666666666667
SFRS11	-0.4515
IL7	-1.47583333333333
ALS2CR16	1.42775
BTG3	-1.90966666666667
PAK2	0.109611111111111
RP11-679B17.1	-2.183
GATA4	-2.343
ATP2B1	-1.7485
LOC130940	-0.0805
C1orf172	3.52466666666667
ATF7IP2	1.95675
SLC25A43	0.3175
CENTG3	0.02775
IGF2BP1	-3.9243
FCHSD1	0.646
CAMK2N2	0.433666666666667
ELAVL3	-0.404
NBPF15	0.02
UBE2J2	-0.0686363636363637
GNL2	-0.76125
PRR3	-0.4251
NLF2	0.97825
OR4F6	-1.958
KLHL24	1.08466666666667
CCDC88A	-2.5247
SGPP1	0.7845
C10orf11	0.209166666666667
SLC35B4	-2.07633333333333
UGT3A2	-2.3495
ARNT2	-1.0523
CBR1	1.213625
ITPR3	0.0493333333333333
TRAPPC6B	-0.6713
AMZ1	3.0195
ARP11	1.98325
WDSUB1	0.14575
APBA1	0.182333333333333
RAB2A	1.9467
C6orf162	-0.001625
HPSE2	0.6
PLCE1	-1.03425
INSL3	0.875
DLG1	0.1439
PTPLA	-3.431
PIGX	-0.742
TFIP11	-0.2605
FIBIN	3.2135
POLR2G	0.3245
GRAP2	-2.94744444444444
DNAJB8	0.17925
CNBP	0.546666666666667
WASF1	-2.27075
INPP5E	-1.565
HSPB1	2.22275
TMEM167	-0.9034
CUBN	0.26925
IGF1	1.714375
ITPK1	0.0654
NAALAD2	-0.727142857142857
G3BP1	0.3329
NT5DC1	0.67425
CYP39A1	-0.533
TMEM139	1.22991666666667
POLK	-0.7291
GLULD1	0.068
RBM15	-0.743166666666667
AMZ2	0.39625
GDF15	-3.01666666666667
MESDC2	-0.30125
INCA	-0.3375
ACY1L2	-2.794
GZMM	1.06166666666667
PAIP1	-0.187
CACNA2D1	0.29275
STK32C	0.6685
SH3BP4	0.221333333333333
DEC1	0.5415
PADI1	0.508
UBB	0.5342
PON3	2.176
PROP1	1.0155
ANKRD13B	-0.291
ADCK1	0.2735
TCF25	-0.205333333333333
SLC38A5	-3.43525
CXorf26	0.451333333333333
C19orf39	0.68225
PPP1R13B	1.695
ARL2	-1.015
TCL6	0.466083333333333
TOP3A	-1.3925
SLC16A14	1.207375
FXYD6	1.24216666666667
HIST1H4E	-0.6415
BBC3	0.401263157894737
UNC5A	0.458666666666667
FAM86C	-0.3393
PI4KB	0.39575
B3GAT1	-3.94825
SUSD2	1.70483333333333
OAZ2	-0.527333333333333
NOC4L	-0.22675
C10orf12	-0.80625
FADS1	-3.804
LOC144097	-0.26775
DKK2	0.304
KIAA1949	-0.04075
RHOT1	0.2813
OXT	1.399
GPR153	0.307
ARL4A	-1.56966666666667
SAAL1	-1.891
CCDC64	-0.229
USE1	-0.752666666666667
HNMT	0.689
PCGF3	0.9524375
CYP2C19	0.121
C20orf4	1.129
CCDC11	1.87375
ACSBG2	-1.09733333333333
RWDD2A	-0.7445
PALLD	2.458
