Hybridization REF	TCGA-AO-A03V-01A-11R-A115-07
KCNIP3	-0.8425
SFPQ	0.57775
GFRA4	-0.0143333333333333
AKR1B10	-1.026625
TIGD6	1.231
RGS16	0.48925
URB1	-0.379833333333333
OR4C46	0.0688333333333333
TOP3B	-0.42125
NFATC4	0.629
CA14	-4.93925
BMPR1A	0.412666666666667
SNRP70	-0.898125
PRL	0.02325
C6orf130	-0.74175
STAG2	0.74425
CD55	-1.32485714285714
RPS23	0.948166666666667
SSX2	-2.3005
FDPSL2A	-1.11025
FBXO27	0.15125
SYNGR3	-0.105333333333333
TMSL3	1.882
EML1	-1.5045
NUP93	-0.224
SMAD3	0.6381
KIAA1189	0.1045
HNRPUL2	0.242833333333333
TBC1D12	0.2135
C16orf24	1.06425
MRVI1	1.50416666666667
ZNF581	1.02633333333333
ELOVL3	0.227
OR51Q1	0.09275
CACNB3	-0.524666666666667
GALNT13	-1.45475
C10orf84	0.2549375
NEDD4	-0.5288
SPO11	0.842
OR5AU1	0.0375
NEK4	0.2945
PRKAR2A	-0.0181666666666667
IHPK1	0.0701666666666667
ATP6V0B	0.8595
CACNA1E	-0.068
CEACAM8	0.553333333333333
PEX14	0.158
FLJ12993	3.8655
ZBTB38	0.326833333333333
PCTK2	1.57883333333333
LRRC16	0.061
FBLIM1	0.758166666666667
FYCO1	1.6655
RP5-1022P6.2	0.382833333333333
CMTM1	0.519833333333333
PLTP	0.209
RAPH1	1.159875
DOCK8	-0.055625
EZH2	-1.689
SLC25A1	-0.300833333333333
PLEKHB1	0.3769
GRB7	0.3235
ZFP37	-0.25825
MRPL33	-0.882
PELO	-0.52325
ARMC1	-0.629090909090909
C9orf27	0.0955
FLJ25778	0.0955
C9orf37	-1.75866666666667
TMEM66	1.31075
SPRN	0.4015
HBEGF	-0.04225
PI4KA	-0.012
LEPRE1	0.04875
POU2AF1	-2.855625
MRPL12	-1.30733333333333
REP15	-0.237
ZC3H3	1.64325
RASAL1	-1.6125
DDAH1	1.30675
ACBD5	1.01575
TMC2	0.286
CCDC137	-0.6305
SAMD13	-1.453
UGT2B15	-3.50033333333333
TIPARP	-0.35025
DNASE1L3	1.113
TRIM72	0.6975
DBX2	1.55575
IPO8	0.789
C21orf88	0.3227
MAP3K14	0.0445
LOC51233	0.425166666666667
GGTLA4	-2.2535
PDE6D	-0.5505
ZNF117	1.69525
CLK2	-0.289625
NKRF	-0.97475
TNFSF15	1.2295
DUSP2	-0.242625
SECISBP2	-0.0273
GABRR2	0.406
PPAP2C	2.24725
LOC51145	0.081
PAG1	-1.81775
PIK3C3	1.04025
GNG10	0.2455
APOL4	0.657666666666667
ANKRD28	-0.663125
STMN3	0.7113
RAB14	0.8686
CDK2AP2	0.4565
HDDC3	0.6005
COMMD7	0.67875
CXXC1	-0.41925
HMCN1	-0.143
CD40	0.14275
DYNC1LI2	0.6945625
GDI1	1.20925
LOC646938	0.2155
VSNL1	-2.38116666666667
PIH1D1	-1.1405
RAET1G	-0.486
KRTAP5-9	-0.4795
EFTUD2	-1.0905
ZNF311	0.794666666666667
ATP6V1G3	0.05075
OR2W3	0.744
SCN4A	0.5125
MED10	-0.024125
FAM135A	-1.2205
ARHGAP4	-1.68725
EHMT2	-0.09575
UFD1L	-0.44425
ERMP1	0.079
MAG1	-1.51633333333333
THAP8	1.267
HACE1	-0.639333333333333
FAM82C	0.396666666666667
C3orf20	-0.415
UNC84A	-0.769833333333333
SCD5	0.828571428571429
LASS6	2.32575
LSG1	0.792666666666667
MAL	-4.63025
GPR22	-0.001
WDR5B	1.6385
ACTRT1	0.0025
C17orf60	-0.859
GRIN2C	0.9519
ARMC8	-0.157
SLC47A1	-3.24
DMPK	-0.43475
DHRS13	-0.716166666666667
SMC1A	-0.4375
KRTAP17-1	-0.102
SMYD5	0.50325
TUSC2	0.688375
CRHR2	0.3245
KIR3DL2	0.3
CCDC104	0.062
ATP2C1	1.294125
CROT	2.12575
PABPC3	0.666166666666667
EGR1	0.942
THSD1	0.27875
KHK	-1.95925
SLC12A2	2.5678125
CD58	-1.1135
STOX2	-0.1825
CCDC76	-0.3751
CCDC48	3.3245
DNAH1	0.705833333333333
ZIC4	-0.367375
OR1G1	0.3835
PSMC6	-0.258666666666667
PROKR1	0.032
ABCB1	-0.667875
TRAT1	-1.25525
LLGL1	-0.1025
MTF1	1.59675
USP54	1.7995
PAGE2B	-1.5905
ITGB7	-3.28375
CCDC81	-0.0025
LOC149837	1.4215
SCUBE1	3.343
ZSCAN10	-0.07
HUWE1	0.188714285714286
CDH17	-0.2105
CD180	0.04
IL17A	-0.21025
TMPO	-1.310625
KIAA1524	-0.416166666666667
HDGFRP3	0.748
OXCT1	-1.05218181818182
RRAS2	-0.362333333333333
LTBP2	2.393125
SV2B	1.02433333333333
CYP2A6	0.960375
PKD1L2	0.375
PPM1M	0.89425
FLJ22662	2.45333333333333
ZNF502	0.91975
GP6	-0.4525
CRYBA2	-0.6665
LEF1	-2.1245
CTPS	-2.13142857142857
EYA1	-3.37683333333333
EPS8L1	2.568
MAPK14	0.22025
SERPINB2	-5.75725
GTF2F2	-0.785666666666667
ZNHIT4	1.4275
PLA1A	-0.8035
C20orf114	3.86675
HPR	-3.3055
C18orf2	-3.84866666666667
SATB2	-2.66025
KCNJ9	-0.273875
MGC157906	0.2485
MOCS3	0.8815
C17orf71	-1.22516666666667
PPHLN1	0.3129
HIST1H2BN	-0.687625
RAPGEF1	-0.80425
MAP3K8	1.095
DLG4	0.0616666666666667
STC1	-1.80258333333333
CDGAP	1.7985
DDX26B	-1.887
LOC150223	-0.88125
CPSF3	-1.20333333333333
TMEM14A	0.18075
MYH3	-2.60675
GPKOW	-0.10725
SULT1A1	0.566166666666667
SPON1	3.2229
YY1AP1	-0.662666666666667
RAB23	-0.3915
PLA2G4A	-4.617
MAPRE3	0.95225
ZNF516	0.341785714285714
GGPS1	0.28125
EXOC3L2	-0.290375
C19orf42	0.0768
MAP2K2	-0.271333333333333
HIST1H2BB	-0.237
RNF19B	1.81216666666667
C6orf128	0.00349999999999998
TLR8	2.031
PCDHA9	0.1775
CARS2	0.44275
CLUL1	3.21
RHAG	-4.089
UNK	-0.682
EXOC8	0.6497
C9orf95	0.29875
C14orf143	0.1735
MAML3	0.15675
LDHA	-1.41825
MRPL20	0.29475
KLHDC6	0.6955
ATP5S	-0.121
C8orf55	1.7305
PHF19	-1.935375
KRTAP13-4	0.109
TTC5	-0.577
XKR5	-1.02375
SILV	-4.2385
TEX28	0.426
TCTN1	1.0595
CX40.1	0.1535
PPP2R5C	-0.08675
C12orf30	-1.36016666666667
CAPG	2.316
MPZL1	0.56775
ARSB	-1.52416666666667
TDH	-0.7545
WASF4	1.6235
TSSK3	-0.971833333333333
7A5	1.609
CRISPLD1	0.006375
MAD1L1	-0.3755
SPIN4	-0.0158333333333334
AMPD1	0.94775
DPYSL5	-0.2225
INPP1	-0.616166666666667
ANKRD11	-0.514166666666667
NPAS4	0.112
GCET2	0.0313
RNASE9	-0.2685
GUCY2D	0.198
CCDC98	0.3485
FGF4	-0.325625
CPM	-1.14316666666667
SLC26A4	-2.075
PLD5	-0.72425
FAM59A	2.3599
FBXO5	-1.77388888888889
SIPA1L1	0.096125
DPYS	0.72525
ATG4D	-0.2785
TGM3	0.4355
MTCH1	0.30275
HK1	0.2815
CDC26	-0.108375
GALNT12	-3.8875
LOC339229	-0.65675
MRPL35	-0.480375
ORC4L	-0.159875
TNKS	0.3715
C2orf24	0.726333333333333
ZNF553	0.6685
GGTLA1	3.233
ZNF497	1.97475
CDY1B	0.48
SLC30A4	-0.263375
TUB	-0.718
ARHGEF18	-0.08275
ARRB1	1.3795
KCNK1	-0.2155
EREG	-2.7917
SCAMP5	1.013
RUNDC3B	3.207
ADAMTS20	-0.3345
IL17RB	-0.8145
FLJ20323	-0.79925
MCAM	0.56625
POLR3E	-0.899416666666667
AQR	0.3665
IPMK	0.4945
CDCA7	-3.17375
CAMP	2.2265
GRHL3	0.059
ADAMTSL2	0.942333333333333
CLMN	1.98583333333333
SSTR3	0.1285
MAGEA5	-2.08133333333333
OVOL2	4.27375
JMJD1B	0.63375
RBL2	1.5577
PYGO2	0.66175
PPP1R10	-0.291166666666667
CSE1L	-0.323
LCA5	1.5675
RDH16	0.2965
ASRGL1	-2.294375
TOM1	0.4805
PTX3	-5.386
TTC15	0.452
SCGB3A1	2.40283333333333
MRPL50	-1.34825
RCAN3	0.481
SLC26A11	0.0695
STYX	-0.608333333333333
CINP	-0.825
MARCH7	0.8705
PFKM	-1.44033333333333
SGMS1	0.439333333333333
RIOK3	0.8448
C1orf110	0.466
CES7	-0.10925
LOC440248	-2.409
PPP1R12C	1.72225
C10orf27	0.2305
ATG9A	-0.94225
MRPS26	0.9775
TMEM40	-0.47675
ELP3	-0.3504
ZNF787	0.8463
HIAT1	0.861
C8orf34	1.029
MGC4655	0.5363
PELI1	0.887833333333333
PPT1	0.2465
SLC35C2	-0.2565
C6orf125	-1.2765
MUC4	-0.826333333333333
RFC4	-2.44528571428571
GNB2	0.556166666666667
NUP50	0.0125
SULT4A1	0.326166666666667
C7	2.93025
CCDC130	-0.140833333333333
ARRDC4	1.019
RQCD1	-0.77775
GLYCTK	-1.071
AYTL2	-1.93763636363636
MTUS1	0.8214
LEMD3	0.391666666666667
PLEKHF2	2.19175
HOXA7	0.269
GTF3C2	0.0575
DYNLRB2	1.99525
CNOT10	-0.15225
MR1	0.326166666666667
FFAR1	0.0329999999999999
PRIC285	0.91275
SLITRK6	0.4835
LIX1	-2.5814
UBE1L2	0.458
F8	0.55
ACHE	0.404
KPNA5	0.87225
TNFRSF12A	-1.5915
EGR3	0.7215
SERPIND1	-3.78
OASL	2.4645
IFRD1	-1.632
WDFY1	0.655833333333333
ZNF267	1.24325
ACCN5	0.1985
ZBTB6	-0.3665
PPP1R3A	0.0395
PRRT3	1.08575
FBXL19	-0.551
TXNIP	0.835785714285714
ACTN2	0.634
ATG9B	0.246375
C9orf117	0.759375
IL27	-0.222
RPL36AL	0.0338333333333333
KLK15	-0.17425
CHAD	1.479
RAP2B	-0.1684
HEBP2	1.90475
ZNF342	1.361
CAMK2G	1.55766666666667
TLR3	0.035
FGF14	0.24125
HMGB2	-1.91757142857143
TRPM5	-0.0295
OR5M11	0.2335
KIF3B	0.873631578947368
PRICKLE2	0.96525
MTMR9	-0.46725
C3orf27	0.01875
GLRA3	-2.0295
NSDHL	-0.393166666666667
TMEM32	-0.52325
POLR2D	-1.04908333333333
MYADML	0.274
C9orf114	-0.17225
MRGPRX1	0.2035
TOPORS	-0.2975
CLDN19	0.464
C1QL4	0.016
RNF165	0.5315
DHRS9	-1.65725
DNAH2	0.861833333333333
FXR1	-0.951333333333333
ZMYM3	-0.69675
CASP3	-0.689833333333333
FAM120C	-0.924
SCLY	-1.885
CA7	-0.3295
ENTPD5	0.251
ZNF461	0.10125
PDIA5	0.31075
C1orf19	-1.05683333333333
TMEM67	0.67925
KCTD20	0.0015
WDR47	1.1185
FLJ38723	1.027
KLRF1	0.0445
TAS2R16	0.3255
CLDN12	0.02775
PRKCE	0.2
UBXD4	-0.99875
ITGAM	1.33533333333333
GLT8D3	-0.408375
WDR31	1.2891
RGS2	-0.59875
OR51L1	0.044
MST1R	1.40475
KIAA1737	1.2295
OR4A5	0.814
GLIS1	-1.89116666666667
PTMA	0.548214285714286
NAPA	2.11075
PRDM11	0.31475
LIPF	-0.464
DIRAS3	1.383
ASGR2	-3.911625
C1QTNF4	0.52325
PIK3R4	0.2815
ARMC3	2.94
NDUFV3	-0.449833333333333
BTBD3	1.02183333333333
PPP1R2	0.63775
UBE2NL	-0.356
FOSL2	1.40457142857143
FAM119A	-1.104
TUBA4A	-0.9945
KRTAP12-1	-0.21725
SFRS2	-0.18525
RHPN1	0.2221
EEF2	-0.216666666666667
ZDHHC11	-1.14616666666667
EPHA3	-1.3497
RBM12	-0.1355
H2AFJ	2.2525
EDIL3	2.7965
KIF26A	-0.7255
SERGEF	0.75525
B3GALT4	2.08275
LOC90925	1.23616666666667
OSCAR	-0.79625
NPFF	-0.552125
DEDD	0.05375
TMEM155	-1.062375
PTPN1	-0.05475
SCYL2	0.2195
SKAP1	1.88
LEAP2	-3.48666666666667
GADD45G	1.9145
IFITM3	1.812
PILRB	-1.39166666666667
SLU7	-0.168875
DSC3	0.2055
DNMT3L	-1.99725
PAPD5	1.250125
B3GNT3	-0.562833333333333
LHCGR	-0.5495
MSL-1	-0.38
UBE2S	-0.295625
SAP130	-0.69525
ANAPC11	-0.4935
MAGED4B	-0.327
ATP6V1B2	-0.306166666666667
C14orf179	0.351125
CAPZA1	0.107875
CDYL2	-0.546
GLRX3	0.029
LOC136288	-0.39425
MOBKL1A	-0.76275
HTR2B	2.17275
CRYGD	-0.241333333333333
NUS1	-0.2745
PGRMC1	1.181
MYOM2	-0.5755
FLJ39653	-1.5465
CHM	0.5565
OR5M8	0.2285
ZNF619	0.026
FAM105A	1.2565
CCNL1	-0.958875
NAP1L3	-0.459
C10orf57	2.00433333333333
B3GALNT1	0.801
CSN1S2A	-0.474
TCP10L	0.2685
GDAP2	-0.01275
DMKN	1.60483333333333
COX6B1	1.6
DNASE2	0.695666666666667
MSH5	-2.6895
LGMN	-0.159125
USP31	-0.3844
OR13C8	0.8335
SDCBP	-0.5049
NUDT11	-2.47866666666667
PYGL	-0.586333333333333
SNPH	-0.892833333333333
B3GNT4	-0.292
MIZF	-1.4629
NUBPL	0.286125
NOD1	-0.089
CDH22	0.56375
NUBP1	0.378833333333333
DSCAM	-3.37775
DGKI	0.3045
FAM136A	-0.87675
AKAP1	-0.427
SLC16A6	-1.9495
RIN3	0.08425
PSG2	-0.29275
DIP2B	-0.470833333333333
PSORS1C1	-0.5399
KIAA0495	0.734
FLJ90709	-0.901
LPA	-0.494
PIGA	0.456166666666667
LY75	2.04233333333333
UTS2	-6.20866666666667
RREB1	0.827125
GALNACT-2	1.0036
MGC3196	-0.27975
FLJ31568	-0.82225
LPHN1	0.032875
SP1	0.46775
TOX4	-0.0533333333333333
HSPA9	0.5062
APOBEC1	0.4815
SLC35E4	-0.574
LSM5	-1.15875
SURF1	-0.39925
ZBTB1	0.744583333333333
GTF2F1	0.370375
RPS15A	-0.0225
DUSP21	-0.7395
GINS4	-3.31383333333333
MYO15A	0.311333333333333
GIMAP7	3.65125
MGC13379	0.23975
ATP6V1E2	-0.989
UTP3	-0.682
HNRPA3	-0.1255
MT4	-0.6575
C14orf155	0.16
U1SNRNPBP	0.504
CKLF	-1.00416666666667
PLEKHN1	0.857
MBNL1	0.364333333333333
NUP160	-1.023
ACSM2A	-2.295
LOC129881	0.82025
KIAA1529	-1.21375
FLJ22639	-1.941
HAND1	-1.0155
GSX1	0.413
FGA	-4.5534
SERPINB1	-1.05825
ZNF642	0.51175
IGFBP1	-7.629125
SLC1A1	4.116625
DHX57	-0.295125
ZNF766	3.9705
PTPN21	-0.3299
GDPD3	-1.47116666666667
PNPLA5	-0.0525
TBR1	0.1455
FAM116A	-0.19075
IQGAP1	2.048125
FOS	2.460375
ZNF226	-0.324
FIGNL1	-0.932166666666667
C14orf1	0.459666666666667
ZMYND17	0.329
PUS7	-1.144
TUBB6	-0.77025
KCNQ2	-1.2285
MARCH6	0.06525
CCDC33	-0.2885
PRODH	-1.37925
RBM11	1.34475
EPHA6	0.80325
SLC43A1	-0.0505
LOC196541	0.2745
NTN1	0.20725
ING4	-0.11825
PCDHB10	2.794
DPH2	-0.844166666666667
SPACA4	1.168
FBXL21	-4.6545
DIAPH1	-0.728166666666667
ZNF71	0.562
CEP76	0.218
CORO1A	-1.0365
RRM2	-3.627375
EDG4	0.85925
OS9	1.12083333333333
SLC4A1AP	-0.07625
COG5	0.19125
COPS8	-0.775
NGLY1	-0.872
NCBP2	-0.270875
C17orf42	-2.022
GPSM3	0.56125
SIL1	0.935833333333333
ASB6	-0.51275
SMAD5OS	-0.145666666666667
UNC93A	-3.301125
A1BG	1.4065
C21orf62	0.49425
FMO5	-0.797166666666667
ATRIP	0.296333333333333
CEBPG	-0.7305
C7orf38	-0.235666666666667
TNFRSF1B	0.512
CLEC1A	1.86416666666667
IQSEC1	0.838125
PATZ1	0.999
RBM22	1.6405
BAG2	-2.51783333333333
PAQR5	-3.097
C9orf127	1.5919
THNSL1	1.05975
SHROOM3	2.5912
JAM2	0.501
SNRPN	-3.52975
ALX4	0.0075
CACNA1S	-0.0565
FAM130A1	0.232
CORIN	1.271
CD300LB	0.5135
PLEKHG6	0.321
LRRC40	-1.725
PCLKC	-1.53675
PCDHB16	0.657
WNT2B	-0.627833333333333
ASNS	-2.21444444444444
MRPL49	0.392875
FLJ46111	0.26775
ISG20	1.32775
SMU1	-1.0605
CASZ1	0.7395
POLR1D	0.07925
GIN1	-0.5535
SNAG1	0.0153333333333333
ANKRD29	-1.588
CDKN2AIP	-0.58875
KRR1	0.241
CXCL1	-3.845
EPM2A	0.9168
PC	-0.872
DEFB127	-0.6545
PDZRN4	0.287666666666667
FAH	1.119125
OR51E1	2.6225
CDC2L6	0.5705
DNTTIP1	-0.18125
PAX8	-0.9225
TMEM116	0.2495
C1orf150	0.9135
PRO2012	-0.41125
MRPL40	-0.9715
BEX1	-2.6627
SLC2A4	-0.183
PKMYT1	-1.27875
FEZF2	-0.674
SLC26A9	-2.3535
MAP2	-0.267416666666667
LYL1	-1.22625
SLC25A19	-2.00183333333333
NOS3	0.166
ZNF34	1.38633333333333
TMPRSS11F	-0.36575
FAM43A	0.03475
FCRL4	0.3555
KLF14	-0.06875
FLRT2	-1.031
WRN	-1.45775
SDF2	0.8748
KRT8P12	0.0255
C6orf195	-0.4025
C9orf125	-2.1775
DZIP3	0.966125
RIT1	-0.64275
SCML1	-1.16216666666667
RHBDF2	-1.550375
OR2G3	-0.288
REXO1L1	-0.2745
MAP3K7IP3	-0.757125
C3orf57	-3.61125
FBXW11	-1.01516666666667
ETAA1	-0.251
C14orf131	-0.5681
AKT1S1	2.25625
SLC12A5	-0.705625
C9orf164	1.10525
NRIP3	1.0715
NOS1AP	-1.34425
TMEM121	0.95725
SAP30BP	-0.8755
DGCR6	0.715
WDR76	-2.381
FAM82B	-0.64125
LOC606495	-0.378
MAP9	1.08208333333333
BCDIN3D	0.57325
CXorf36	3.62216666666667
DSCR3	-0.6736
ZFAND3	0.66125
C7orf43	-0.0378333333333333
SPSB3	1.0899
C19orf19	0.133
FAM133A	-3.145375
C12orf25	-0.01525
SLC39A3	-0.6895
DISP2	0.2445
PI4KAP2	-1.69
MKRN3	-2.82766666666667
ADAMTS13	-1.210125
CBLN3	0.484
TTYH1	-1.1275
C3orf18	0.583
FLJ13236	0.18125
ZMYND12	3.08075
C18orf25	1.446
GLB1L3	-1.6045
ATP13A5	1.662
RANBP10	0.8105
CD96	-1.4039
DENND1C	-0.4085
RBMS3	0.7574
SLC41A3	0.601333333333333
DGCR6L	0.56625
TMEM128	0.509833333333333
CSNK1G3	0.692928571428572
MOBKL2C	0.661875
TSPAN6	-1.0755
MATN2	-0.4498
MSL2L1	-0.615166666666667
ST6GALNAC2	-0.370833333333333
FGFBP2	0.86475
FGL1	-6.242
MPP3	-1.53783333333333
ARHGEF6	0.014
TGFBR2	0.541375
ACMSD	-0.79125
IL33	3.31725
C9orf5	0.152833333333333
DEAF1	0.4261
AMN	-0.5905
DEFA6	0.118375
RNF212	-0.3405
METT5D1	0.267166666666667
CIB1	2.1023
TSSK1B	0.13975
KIAA1727	-0.64975
ZNF680	1.951
LOC399900	-1.3635
LOC152217	-0.380916666666667
CTNNAL1	-3.7195
CIT	-2.33075
TLE6	0.72775
ZNF607	-0.75575
HERC4	1.42233333333333
DRAP1	0.2703
PEMT	-0.147
C10orf111	0.729
ZNF575	0.017
KCTD7	0.19125
MYO1F	0.24075
LOC285382	0.98
RAB11A	1.884
PLCD3	-0.7455
C15orf28	0.04
PTBP2	-0.87825
CTB-1048E9.5	-0.6885
C19orf60	-0.0268333333333333
C7orf25	-0.337333333333333
SETD7	0.186125
HOXB9	-4.1985
VANGL1	1.198875
CHAF1B	-2.28225
NDUFA3	2.01225
KIAA1328	-0.2605
SHARPIN	0.4585
TTC23	0.822375
UGP2	0.447916666666667
ANKIB1	0.5444
CIRBP	1.437
SEC14L4	-3.69883333333333
OVCH1	-0.0395
VPS52	0.75775
FAT	-1.3975
M6PRBP1	0.36225
GPRIN3	-0.0835
PPM1F	-0.886333333333333
TSR1	-1.33375
CCDC85A	2.247
PCSK5	1.6285
ZFHX3	0.6895
HEMK1	-0.4135
PGBD2	0.37025
RSRC2	-0.137333333333333
AURKC	4.15466666666667
SCRIB	0.205
ORM2	-3.96733333333333
FAM115A	0.2945
FZD6	1.097625
UNC119	1.07833333333333
GPX3	0.5385
NOV	-0.781
CABC1	-0.37375
CDC42SE2	0.1823125
EIF2S2	-1.0256
RNF130	1.206125
CKAP5	-0.486833333333333
RP11-413M3.2	-0.217625
C10orf18	1.1599
TMEM93	-0.95575
DYX1C1	0.6695
KCNMB2	-2.3545
ANK3	-0.127833333333333
KRT5	-0.3918
CDH12	-1.68825
QRSL1	-0.00975000000000002
JUB	-2.10375
SHC4	-2.308625
CCL15	1.6715
CCDC22	-0.22725
SNX24	-0.53025
RARS	-0.625
MORC2	-0.414375
FAM48A	0.67675
MT1H	-0.2915
PPP1R14C	-2.84383333333333
FOXD1	-2.75378571428571
C1orf213	-2.32925
AMT	-2.4744
DSN1	-1.488
PTPLAD2	1.17975
DIS3L	0.717
RASL11A	0.448
GPRC5B	1.351375
FRMD7	0.8815
STRN4	-0.019
KITLG	1.63822727272727
HDGF	0.41425
OR1S1	0.182
SETX	-0.178
DDR2	0.047625
KCTD12	1.25
LYZL2	0.827
WDR52	0.6725
TMEM2	0.221
ZNF579	0.46
LOC200810	0.6475
TNFSF9	-1.965375
PPFIA4	-3.721
CNIH3	-0.0581666666666667
MAP4K4	-0.748285714285714
ROD1	0.175
ALS2CR12	0.467666666666667
DOCK3	-0.758833333333333
PAQR9	-5.10575
ASB17	-0.0342
STX16	-0.138
FEZ2	-0.0588333333333333
DLAT	-1.11433333333333
KIF21B	-1.385
CDC5L	-0.12925
TMEM119	2.23166666666667
CRIP3	-1.0985
TPSD1	0.294833333333333
TEPP	-0.33675
GNGT2	0.77475
C21orf121	1.37625
WNK1	0.35525
FLJ10490	-0.427
OR51B5	-2.8155
LOC203547	-1.049625
HAS1	-0.8075
PPA1	-0.763166666666667
ST7	0.589625
C11orf46	0.5477
POPDC3	-3.8245
ACOX2	-1.53516666666667
ATCAY	-0.819166666666667
TM4SF19	-2.11825
MFSD9	-0.677166666666667
PDHB	-0.36425
ERN1	-0.57175
LCE3C	-0.0665
GPR111	1.0175
NOTCH3	1.99366666666667
ADAMTS5	0.93275
B3GALT1	-1.50125
UGCGL1	-0.1545
FAM58A	-0.0675
FBXO32	1.1685
CLPP	-0.557
NXPH1	3.11825
MTMR3	0.565666666666667
ATP1B3	-1.02625
TMEM16A	3.712375
HIST1H3F	-0.316833333333333
TRIM25	-0.742666666666667
SDCBP2	3.119
CRKL	0.0185
HOXB2	1.15683333333333
ANP32B	-0.231375
GATM	2.981
AP4E1	-0.624375
EDG5	0.177
CDKN3	-2.6125
CDH4	-1.70525
PGD	-0.4885
RND1	1.1225
GAD1	-3.9071
MPG	0.325125
LOC440350	1.2845
ZNF133	0.3745
SERPINB12	-0.4535
AMELY	-0.141666666666667
DHX36	-1.0295
TNFAIP8L2	2.10316666666667
PHTF2	0.198166666666667
CCDC112	-0.583666666666667
IQCC	-0.64325
HEYL	2.799
FTSJ2	-0.893166666666667
APPL1	1.126375
RAB43	0.556
OR10G2	0.2555
WAC	1.14016666666667
ADCY9	0.968
RUNDC2B	0.233166666666667
PYCRL	1.0278
AGPAT7	-0.747333333333333
SLC22A9	-1.57133333333333
CDKAL1	0.2615
PDYN	-0.683666666666667
C20orf74	1.68
MTMR11	0.36
VAV3	3.20766666666667
DAPL1	1.13125
STXBP3	0.629
EIF3G	0.1535
ARHGAP22	-1
NPFFR1	0.4535
NPC1	-0.820833333333333
ALDH9A1	0.915666666666667
ZNF600	2.06175
ZNF678	1.49183333333333
RASSF1	-0.286416666666667
ADD2	-2.864125
PITPNB	0.02875
PKD2L2	-0.218
LRP11	0.4215
CDKL1	-0.179
SMEK2	1.24675
PRODH2	-3.18733333333333
C11orf54	-0.41
SFRS11	-0.8125
IL7	0.161666666666667
ALS2CR16	0.41725
BTG3	-1.06783333333333
PAK2	0.158333333333333
RP11-679B17.1	-0.85
GATA4	-2.053
ATP2B1	-0.01075
LOC130940	1.747
C1orf172	2.71316666666667
ATF7IP2	0.59525
SLC25A43	-0.1065
CENTG3	-0.237083333333333
IGF2BP1	-4.1095
FCHSD1	0.3555
CAMK2N2	0.233166666666667
ELAVL3	-0.2143
NBPF15	0.446833333333333
UBE2J2	0.1125
GNL2	-0.3865
PRR3	-0.0892
NLF2	0.2225
OR4F6	0.1105
KLHL24	1.04433333333333
CCDC88A	-2.1063
SGPP1	-2.132
C10orf11	-0.1605
SLC35B4	-1.73633333333333
UGT3A2	-1.186
ARNT2	2.1819
CBR1	-0.00025
ITPR3	-0.2835
TRAPPC6B	-0.0677
AMZ1	1.4265
ARP11	0.859
WDSUB1	0.2975
APBA1	1.09716666666667
RAB2A	0.9832
C6orf162	-0.653625
HPSE2	0.01025
PLCE1	-1.48
INSL3	0.55925
DLG1	0.0669
PTPLA	-2.7675
PIGX	0.130125
TFIP11	0.131666666666667
FIBIN	2.354
POLR2G	-0.40925
GRAP2	-2.392
DNAJB8	-0.01125
CNBP	0.630666666666667
WASF1	-1.55
INPP5E	-1.9753
HSPB1	1.9160625
TMEM167	-0.49
CUBN	0.697
IGF1	2.902125
ITPK1	0.3756
NAALAD2	-0.69075
G3BP1	0.2378
NT5DC1	0.83525
CYP39A1	-1.438
TMEM139	-0.439666666666667
POLK	-0.3538
GLULD1	-1.0365
RBM15	-0.490333333333333
AMZ2	-0.97675
GDF15	-2.40933333333333
MESDC2	0.55225
INCA	-0.7085
ACY1L2	-2.6645
GZMM	-0.618833333333333
PAIP1	0.94625
CACNA2D1	0.99975
STK32C	-1.22666666666667
SH3BP4	1.81016666666667
DEC1	-0.00900000000000001
PADI1	0.2765
UBB	0.8528
PON3	-2.63233333333333
PROP1	0.7405
ANKRD13B	1.177
ADCK1	0.604
TCF25	0.208583333333333
SLC38A5	-2.84
CXorf26	-0.105
C19orf39	0.899
PPP1R13B	0.88675
ARL2	-0.289
TCL6	0.0259166666666667
TOP3A	-0.7195
SLC16A14	-0.64675
FXYD6	0.931166666666667
HIST1H4E	-0.5905
BBC3	-0.0179473684210526
UNC5A	0.0385
FAM86C	0.2861
PI4KB	0.739375
B3GAT1	-3.89425
SUSD2	1.22066666666667
OAZ2	0.388833333333333
NOC4L	0.3535
C10orf12	-1.393
FADS1	-3.19366666666667
LOC144097	0.069
DKK2	1.49983333333333
KIAA1949	0.2535
RHOT1	-0.1035
OXT	1.5085
GPR153	0.056
ARL4A	-0.0978333333333333
SAAL1	-1.52075
CCDC64	0.316
USE1	0.193333333333333
HNMT	-0.241666666666667
PCGF3	0.43125
CYP2C19	0.34525
C20orf4	-0.221
CCDC11	0.36875
ACSBG2	0.0535
RWDD2A	0.01275
PALLD	1.9125
CPLX4	0.7165
LOC492311	0.06225
KPNA2	-3.35333333333333
MACROD1	0.6334
TMCO3	1.1245
C15orf52	-1.94283333333333
BIRC5	-2.57873333333333
PRR16	0.1315
FAM63B	-0.458875
KATNB1	-0.2675
WNT8B	0.283
CPLX3	-0.8505
GHR	3.0965
CCDC124	0.09975
BCLAF1	-0.2835
GOLGA3	0.563
CLEC4E	2.971
AKR1CL1	-0.135
BBS7	-1.60775
