Hybridization REF	TCGA-AO-A12E-01A-11R-A10J-07
ARHGAP17	-0.0083
KCNIP3	-1.054
SFPQ	0.110625
GFRA4	0.216333333333333
AKR1B10	-4.429375
TIGD6	1.034
RGS16	1.06675
URB1	-0.342
OR4C46	0.1345
TOP3B	-1.56275
NFATC4	0.698
CA14	-3.96225
BMPR1A	0.0513333333333333
SNRP70	-1.062
PRL	0.52825
C6orf130	-0.4945
STAG2	0.1195
CD55	-1.11792857142857
RPS23	0.764833333333333
SSX2	-1.27983333333333
FDPSL2A	-0.62375
FBXO27	1.072125
SYNGR3	-1.17983333333333
TMSL3	1.48075
EML1	-1.366
NUP93	-1.05616666666667
SMAD3	-0.7759
KIAA1189	-0.3205
HNRPUL2	-0.247666666666667
TBC1D12	0.370666666666667
C16orf24	1.489
MRVI1	1.22583333333333
ZNF581	-1.063
ELOVL3	0.829
OR51Q1	0.0385
CACNB3	1.7585
GALNT13	-1.01575
C10orf84	1.098875
NEDD4	-0.2372
SPO11	0.577
OR5AU1	0.13
NEK4	0.721142857142857
PRKAR2A	-0.158166666666667
IHPK1	-0.136166666666667
ATP6V0B	0.681
CACNA1E	0.73
CEACAM8	0.022
PEX14	0.345
FLJ12993	2.7175
ZBTB38	0.191833333333333
PCTK2	1.11283333333333
LRRC16	0.4664
FBLIM1	-0.02975
FYCO1	1.3575
RP5-1022P6.2	-0.203666666666667
CMTM1	0.0278333333333333
PLTP	0.360833333333333
RAPH1	0.747
DOCK8	1.37575
EZH2	-1.1046
SLC25A1	-0.649833333333333
PLEKHB1	1.1944
GRB7	1.2537
ZFP37	-0.44675
MRPL33	-0.2035
PELO	-0.50175
ARMC1	-0.103909090909091
C9orf27	0.0795
FLJ25778	0.6335
C9orf37	-0.918666666666667
TMEM66	1.49225
SPRN	-0.553375
HBEGF	0.782125
PI4KA	-0.8095
LEPRE1	-0.777
POU2AF1	-2.337375
MRPL12	-0.543333333333333
REP15	-0.304
ZC3H3	0.338
RASAL1	-0.585
DDAH1	0.93375
ACBD5	1.088375
TMC2	0.427
CCDC137	-0.2515
SAMD13	0.225333333333333
UGT2B15	1.19033333333333
TIPARP	1.40075
DNASE1L3	2.4595
TRIM72	0.0615
DBX2	1.00025
IPO8	0.05825
C21orf88	-0.5371
MAP3K14	0.95925
LOC51233	0.599666666666667
GGTLA4	-0.78175
PDE6D	0.5675
ZNF117	-0.0205
CLK2	-1.12675
NKRF	-1.2295
TNFSF15	0.6416
DUSP2	-0.471625
SECISBP2	-0.0707
GABRR2	-0.424
PPAP2C	2.1085
LOC51145	-0.0125
PAG1	-0.5155
PIK3C3	-0.5315
GNG10	0.2525
APOL4	0.302833333333333
ANKRD28	-1.048
STMN3	-0.5249
RAB14	0.6006
CDK2AP2	0.17975
HDDC3	0.0395
COMMD7	0.467125
CXXC1	-0.6725
HMCN1	-0.646833333333333
CD40	0.5545
DYNC1LI2	-0.238375
GDI1	0.0685
LOC646938	-0.3185
VSNL1	-1.991
PIH1D1	-0.2955
RAET1G	0.2285
KRTAP5-9	-0.3665
EFTUD2	-0.12425
ZNF311	0.496333333333333
ATP6V1G3	-0.1445
OR2W3	0.094
SCN4A	0.887
MED10	-0.672
FAM135A	-0.322
ARHGAP4	-0.82975
EHMT2	-0.91525
UFD1L	-1.02175
ERMP1	0.3895
MAG1	-0.852
THAP8	0.522166666666667
HACE1	-0.392333333333333
FAM82C	0.696666666666667
C3orf20	0.527
UNC84A	-0.338666666666667
SCD5	-0.380857142857143
LASS6	2.064875
LSG1	0.655166666666667
MAL	-6.03825
GPR22	-0.2485
WDR5B	0.29675
ACTRT1	-0.2785
C17orf60	0.633
GRIN2C	0.1311
ARMC8	0.156
SLC47A1	-2.18616666666667
DMPK	-0.11675
DHRS13	0.433833333333333
SMC1A	-0.7285
KRTAP17-1	0.19725
SMYD5	-0.3115
TUSC2	0.67775
CRHR2	0.396
KIR3DL2	-0.013
CCDC104	0.92425
ATP2C1	0.345625
CROT	0.5605
PABPC3	-0.652833333333333
EGR1	2.19333333333333
THSD1	0.669
KHK	-0.6885
SLC12A2	2.273625
CD58	-0.52625
STOX2	-0.363
CCDC76	-0.5452
CCDC48	5.14
DNAH1	0.145833333333333
ZIC4	-0.343125
OR1G1	0.014
PSMC6	-0.387
PROKR1	0.1355
ABCB1	-0.196875
TRAT1	-1.80325
LLGL1	0.3065
MTF1	1.157
USP54	0.413625
PAGE2B	-1.593
ITGB7	-4.37125
CCDC81	-0.6655
LOC149837	0.159
SCUBE1	0.1945
ZSCAN10	0.465
HUWE1	-0.137642857142857
CDH17	0.717
CD180	0.92
IL17A	0.21175
TMPO	-0.483125
KIAA1524	-1.01233333333333
HDGFRP3	-0.104
OXCT1	-1.13727272727273
RRAS2	-1.61133333333333
LTBP2	2.41525
SV2B	2.411
CYP2A6	0.35125
PKD1L2	-0.276166666666667
PPM1M	0.93425
FLJ22662	3.13
ZNF502	1.14
GP6	-0.3855
CRYBA2	0.00875
LEF1	0.8096
CTPS	-2.20328571428571
EYA1	-2.43966666666667
EPS8L1	1.51525
MAPK14	-0.659
SERPINB2	-5.25325
GTF2F2	-0.895166666666667
ZNHIT4	-0.261
PLA1A	-0.602625
C20orf114	4.27925
HPR	-1.626
C18orf2	-2.16533333333333
SATB2	-2.734
KCNJ9	-0.392
MGC157906	0.625
MOCS3	0.237
C17orf71	-0.3315
PPHLN1	0.1081
HIST1H2BN	-1.146625
RAPGEF1	-0.351125
MAP3K8	1.2545
DLG4	0.513166666666667
STC1	1.01266666666667
CDGAP	1.3335
DDX26B	-1.09125
LOC150223	-1.90725
CPSF3	-0.922
TMEM14A	0.34225
MYH3	-0.341
GPKOW	0.3245
SULT1A1	1.348
SPON1	2.3969
YY1AP1	-0.2875
RAB23	-0.5735
PLA2G4A	-2.28475
MAPRE3	0.1545
ZNF516	-0.00385714285714288
GGPS1	1.24425
EXOC3L2	-0.18625
C19orf42	0.5038
MAP2K2	-0.134166666666667
HIST1H2BB	-0.68775
RNF19B	0.762666666666667
C6orf128	-0.0865
TLR8	1.30925
PCDHA9	0.579
CARS2	-0.66875
CLUL1	1.41766666666667
RHAG	-4.7345
UNK	0.151
EXOC8	0.5206
C9orf95	1.0295
C14orf143	0.416666666666667
MAML3	0.08025
LDHA	-2.133
MRPL20	0.539125
KLHDC6	0.219666666666667
ATP5S	0.200666666666667
C8orf55	1.07
PHF19	-2.0295
KRTAP13-4	0.389
TTC5	-0.00825
XKR5	0.04225
SILV	-4.54533333333333
TEX28	-0.226
TCTN1	1.434
CX40.1	-0.00200000000000001
PPP2R5C	-0.523375
C12orf30	-1.18333333333333
CAPG	2.15625
MPZL1	0.54435
ARSB	-1.10433333333333
TDH	-1.6735
WASF4	0.78825
TSSK3	-0.711833333333333
7A5	1.525
CRISPLD1	1.449625
MAD1L1	-0.147
SPIN4	-0.632333333333333
AMPD1	0.2995
DPYSL5	-0.269
INPP1	-0.0508333333333333
ANKRD11	-0.811
NPAS4	-0.16675
GCET2	0.1607
RNASE9	0.0655
GUCY2D	0.0816666666666667
CCDC98	-0.277
FGF4	-0.34575
CPM	0.75
SLC26A4	0.732166666666667
PLD5	-0.013
FAM59A	1.5985
FBXO5	-1.86366666666667
SIPA1L1	0.010375
DPYS	0.71125
ATG4D	0.1055
TGM3	1.551
MTCH1	-0.036375
HK1	-0.00764285714285715
CDC26	-0.03575
GALNT12	-2.57183333333333
LOC339229	0.14675
MRPL35	-0.61325
ORC4L	0.018875
TNKS	-0.225857142857143
C2orf24	-0.065
ZNF553	0.442666666666667
GGTLA1	2.1227
ZNF497	0.4495
CDY1B	0.21625
SLC30A4	-0.004
TUB	-1.39
ARHGEF18	-0.06075
ARRB1	0.689
KCNK1	-2.002625
EREG	-2.438
SCAMP5	-0.4425
RUNDC3B	1.93225
ADAMTS20	-0.22525
IL17RB	0.05175
FLJ20323	-0.8025
MCAM	0.96325
POLR3E	-1.01883333333333
AQR	0.189333333333333
IPMK	0.6755
CDCA7	-3.67925
CAMP	1.97575
GRHL3	0.15475
ADAMTSL2	0.0303333333333333
CLMN	2.11683333333333
SSTR3	0.464
MAGEA5	-2.58433333333333
OVOL2	4.0895
JMJD1B	0.54925
RBL2	0.1206
PYGO2	0.24425
PPP1R10	0.3295
CSE1L	-1.03783333333333
LCA5	0.7135
RDH16	0.90875
ASRGL1	-2.121125
TOM1	-0.133166666666667
PTX3	-2.859
TTC15	0.4145
SCGB3A1	3.10033333333333
MRPL50	-0.84425
RCAN3	1.096625
SLC26A11	1.52175
STYX	-0.1755
CINP	-0.3975
MARCH7	-0.01425
PFKM	-0.122
SGMS1	0.834666666666667
RIOK3	-0.5208
C1orf110	-0.19
CES7	-0.00562499999999998
LOC440248	-1.51925
PPP1R12C	-0.0715
C10orf27	0.456
ATG9A	-0.8805
MRPS26	0.985125
TMEM40	3.03375
ELP3	-0.0216
ZNF787	0.1814
HIAT1	0.446625
C8orf34	1.04933333333333
MGC4655	0.1501
PELI1	0.489833333333333
PPT1	2.3299
SLC35C2	-0.113166666666667
C6orf125	0.10275
MUC4	-0.520666666666667
RFC4	-1.95271428571429
GNB2	0.659833333333333
NUP50	-0.868428571428572
SULT4A1	-1.55816666666667
C7	1.608375
CCDC130	-0.218333333333333
ARRDC4	0.02375
RQCD1	-0.443
GLYCTK	-0.9255
AYTL2	0.202181818181818
MTUS1	1.5288
LEMD3	-0.2745
PLEKHF2	1.448
HOXA7	0.639375
GTF3C2	-1.479
DYNLRB2	3.5995
CNOT10	-0.3735
MR1	0.4685
FFAR1	0.03125
PRIC285	0.02725
SLITRK6	3.5915
LIX1	-1.6105
UBE1L2	-0.0920833333333334
F8	1.942125
ACHE	-0.0406666666666667
KPNA5	0.209
TNFRSF12A	-0.0435
EGR3	2.229
SERPIND1	-4.1065
OASL	3.68625
IFRD1	-1.625125
WDFY1	-0.474833333333333
ZNF267	0.1185
ACCN5	0.2615
ZBTB6	-0.44175
PPP1R3A	0.173
PRRT3	2.4955
FBXL19	-0.864
TXNIP	1.41235714285714
ACTN2	-0.83025
ATG9B	-0.15775
C9orf117	1.101
IL27	0.8475
RPL36AL	-0.00283333333333333
KLK15	-0.10725
CHAD	2.7895
RAP2B	-0.4729
HEBP2	1.2315
ZNF342	0.1385
CAMK2G	-0.659666666666667
TLR3	2.72
FGF14	0.8825
HMGB2	-0.12525
TRPM5	-0.234166666666667
OR5M11	0.2115
KIF3B	0.638578947368421
PRICKLE2	0.71625
MTMR9	0.08375
C3orf27	-0.19375
GLRA3	1.4535
NSDHL	-0.343333333333333
TMEM32	-0.6535
POLR2D	-0.965583333333333
MYADML	0.3155
C9orf114	-0.362
MRGPRX1	0.1835
TOPORS	0.48575
CLDN19	0.78875
C1QL4	-0.3975
RNF165	-0.4255
DHRS9	0.15675
DNAH2	1.6115
FXR1	-0.9265
ZMYM3	-0.91775
CASP3	-0.3265
FAM120C	-0.759875
SCLY	-1.23275
CA7	-0.132
ENTPD5	0.710833333333333
ZNF461	0.0485
PDIA5	-0.21475
C1orf19	-0.715833333333333
TMEM67	-0.53575
KCTD20	-1.03075
WDR47	1.091
FLJ38723	-0.0315
KLRF1	1.97166666666667
TAS2R16	0.362
CLDN12	0.89525
PRKCE	0.37925
UBXD4	-0.9555
ITGAM	2.97383333333333
GLT8D3	0.16825
WDR31	1.1633
RGS2	4.15475
OR51L1	0.298
MST1R	1.24625
KIAA1737	1.26175
OR4A5	0.171
GLIS1	-1.73016666666667
PTMA	0.5105
NAPA	0.73875
PRDM11	-0.03075
LIPF	0.0659999999999999
DIRAS3	1.57225
ASGR2	-4.353375
C1QTNF4	0.66675
PIK3R4	0.456333333333333
ARMC3	0.35825
NDUFV3	-0.0923333333333333
BTBD3	-0.5145
PPP1R2	0.243333333333333
UBE2NL	0.4405
FOSL2	0.690642857142857
FAM119A	-1.44783333333333
TUBA4A	-0.5932
KRTAP12-1	0.08525
SFRS2	-0.7845
RHPN1	0.0284
EEF2	-0.528166666666667
ZDHHC11	0.218
EPHA3	-1.3107
RBM12	-0.09775
H2AFJ	2.04233333333333
EDIL3	0.9675
KIF26A	-1.32025
SERGEF	0.10575
B3GALT4	2.66875
LOC90925	0.396166666666667
OSCAR	0.669125
NPFF	-0.16075
DEDD	-0.071625
TMEM155	-0.528375
PTPN1	1.0355
SCYL2	0.391166666666667
SKAP1	3.393
LEAP2	-1.76583333333333
GADD45G	2.3394
IFITM3	1.26525
PILRB	-0.344
SLU7	0.498875
DSC3	1.0555
DNMT3L	-0.8235
PAPD5	0.6425
B3GNT3	0.357666666666667
LHCGR	-0.152
MSL-1	-0.41625
UBE2S	-1.34975
SAP130	-0.51075
ANAPC11	0.74275
MAGED4B	-2.1965
ATP6V1B2	0.3345
C14orf179	1.5575
CAPZA1	0.201625
CDYL2	-0.4595
GLRX3	-1.1585
LOC136288	-0.09425
MOBKL1A	-0.379
HTR2B	3.28475
CRYGD	0.0333333333333333
NUS1	-0.522666666666667
PGRMC1	0.194
MYOM2	2.09325
FLJ39653	-1.479
CHM	0.0727
OR5M8	0.6015
ZNF619	0.117
FAM105A	2.556
CCNL1	-0.9145
NAP1L3	-0.4505
C10orf57	1.49866666666667
B3GALNT1	0.898666666666667
CSN1S2A	-0.1775
TCP10L	0.274
GDAP2	-0.25825
DMKN	-0.360333333333333
COX6B1	0.079
DNASE2	0.876333333333333
MSH5	-1.70925
LGMN	0.282
USP31	0.0605
OR13C8	0.2895
SDCBP	-0.2469
NUDT11	-2.243
PYGL	0.0776666666666667
SNPH	-1.24633333333333
B3GNT4	-0.2565
MIZF	-0.8463
NUBPL	-0.2225
NOD1	0.168
CDH22	0.801875
NUBP1	0.656
DSCAM	-3.62825
DGKI	0.301
FAM136A	-1.022
AKAP1	0.586166666666667
SLC16A6	0.573
RIN3	1.2005
PSG2	-0.1275
DIP2B	0.89025
PSORS1C1	0.3196
KIAA0495	0.0945
FLJ90709	-0.00866666666666667
LPA	0.0673333333333333
PIGA	0.0181666666666667
LY75	2.498
UTS2	-3.81583333333333
RREB1	0.33775
GALNACT-2	0.3606
MGC3196	-1.33775
FLJ31568	-0.192
LPHN1	-0.45075
SP1	1.24325
TOX4	0.397166666666667
HSPA9	0.4967
APOBEC1	0.225
SLC35E4	-0.7505
LSM5	-0.88025
SURF1	0.6435
ZBTB1	0.139083333333333
GTF2F1	0.3
RPS15A	-0.245571428571429
DUSP21	-0.350666666666667
GINS4	-2.76283333333333
MYO15A	2.05416666666667
GIMAP7	3.171
MGC13379	0.03275
ATP6V1E2	-0.156666666666667
UTP3	-0.02525
HNRPA3	-0.461875
MT4	0.1715
C14orf155	-0.32025
U1SNRNPBP	0.83875
CKLF	-0.667333333333333
PLEKHN1	-0.407
MBNL1	0.269416666666667
NUP160	-1.80525
ACSM2A	-0.9415
LOC129881	1.143
KIAA1529	-0.04025
FLJ22639	-1.92475
HAND1	-1.2285
GSX1	0.276
FGA	-3.80475
SERPINB1	0.54275
ZNF642	0.0015
IGFBP1	-6.973625
SLC1A1	0.440625
DHX57	-0.019125
ZNF766	0.1925
PTPN21	-0.3859
GDPD3	2.41916666666667
PNPLA5	0.333
TBR1	-0.198166666666667
FAM116A	0.03125
IQGAP1	0.666375
FOS	2.63375
ZNF226	-0.01375
FIGNL1	-0.599333333333333
C14orf1	0.347
ZMYND17	-0.064
PUS7	-0.803666666666667
TUBB6	-0.373125
KCNQ2	-1.75675
MARCH6	-0.3085
CCDC33	0.0315
PRODH	1.328
RBM11	2.5205
EPHA6	0.038125
SLC43A1	-1.71525
LOC196541	-0.128285714285714
NTN1	0.781083333333333
ING4	0.7985
PCDHB10	0.827
DPH2	-0.6535
SPACA4	0.082
FBXL21	-3.543
DIAPH1	-0.415333333333333
ZNF71	0.391333333333333
CEP76	-0.6255
CORO1A	0.0695
RRM2	-2.09125
EDG4	0.8505
OS9	0.392166666666667
SLC4A1AP	-0.05725
COG5	0.31725
COPS8	0.036
NGLY1	-0.61875
NCBP2	-0.471625
C17orf42	0.149
GPSM3	0.849875
SIL1	1.56683333333333
ASB6	-0.41775
SMAD5OS	0.562333333333333
UNC93A	-2.77125
A1BG	0.0741666666666667
C21orf62	0.2245
FMO5	0.162
ATRIP	0.955666666666667
CEBPG	-0.3655
C7orf38	-0.367333333333333
TNFRSF1B	1.18966666666667
CLEC1A	1.7335
IQSEC1	-0.103375
PATZ1	0.5548
RBM22	0.799125
BAG2	-2.68516666666667
PAQR5	-1.565
C9orf127	0.5848
THNSL1	-0.18525
SHROOM3	2.0927
JAM2	1.781
SNRPN	-1.5255
ALX4	-0.078
CACNA1S	-0.112
FAM130A1	0.969
CORIN	0.6425
CD300LB	0.953
PLEKHG6	1.5155
LRRC40	-0.74525
PCLKC	-1.43
PCDHB16	0.513
WNT2B	0.477666666666667
ASNS	-2.78844444444444
MRPL49	-0.2735
FLJ46111	0.56275
ISG20	-0.10475
SMU1	-0.000666666666666681
CASZ1	0.595
POLR1D	-0.5965
GIN1	0.11075
SNAG1	0.334166666666667
ANKRD29	-0.1425
CDKN2AIP	-0.31475
KRR1	0.5795
CXCL1	-2.78033333333333
EPM2A	-0.0581
PC	1.06533333333333
DEFB127	0.4275
PDZRN4	0.8105
FAH	0.925625
OR51E1	1.221
CDC2L6	0.443333333333333
DNTTIP1	0.09825
PAX8	0.461
TMEM116	0.467
C1orf150	-0.3395
PRO2012	0.433
MRPL40	-0.774166666666667
BEX1	-3.50855555555556
SLC2A4	1.53516666666667
PKMYT1	-0.777
FEZF2	0.364666666666667
SLC26A9	-1.65625
MAP2	0.325416666666667
LYL1	-0.78325
SLC25A19	-0.354666666666667
NOS3	0.5315
ZNF34	0.655666666666667
TMPRSS11F	-0.5905
FAM43A	0.2385
FCRL4	0.0821666666666667
KLF14	0.20525
FLRT2	-0.3645
WRN	-0.8815
SDF2	1.0981
KRT8P12	0.36775
C6orf195	0.2935
C9orf125	-0.825833333333333
DZIP3	0.432875
RIT1	-0.360083333333333
SCML1	-1.90416666666667
RHBDF2	0.556375
OR2G3	0.1665
REXO1L1	0.0185
MAP3K7IP3	-0.230625
C3orf57	-2.9635
FBXW11	-0.663
ETAA1	-0.897
C14orf131	-0.0507
AKT1S1	-0.45825
SLC12A5	-0.75425
C9orf164	1.3965
NRIP3	0.391125
NOS1AP	0.479
TMEM121	-0.276
SAP30BP	0.3781
DGCR6	0.6495
WDR76	-0.7745
FAM82B	0.116416666666667
LOC606495	0.0315
MAP9	2.22675
BCDIN3D	1.1
CXorf36	2.55616666666667
DSCR3	0.0862
ZFAND3	0.26775
C7orf43	0.294666666666667
SPSB3	0.8845
C19orf19	0.3605
FAM133A	-2.098625
C12orf25	0.57825
SLC39A3	-0.562375
DISP2	0.651
PI4KAP2	-2.0845
MKRN3	-2.49933333333333
ADAMTS13	-0.569875
CBLN3	0.3555
TTYH1	0.4225
C3orf18	1.6585
FLJ13236	1.18275
ZMYND12	3.37675
C18orf25	-0.140875
GLB1L3	-0.7335
ATP13A5	1.1825
RANBP10	-0.23475
CD96	-1.5639
DENND1C	0.195
RBMS3	1.2783
SLC41A3	-0.135666666666667
DGCR6L	0.5115
TMEM128	0.863333333333333
CSNK1G3	0.271714285714286
MOBKL2C	1.2695
TSPAN6	-0.62575
MATN2	0.2355
MSL2L1	-1.0865
ST6GALNAC2	2.5835
FGFBP2	2.071625
FGL1	-4.802
MPP3	-0.645833333333333
ARHGEF6	0.902333333333333
TGFBR2	1.224125
ACMSD	-0.1625
IL33	4.90075
C9orf5	0.0955833333333333
DEAF1	-0.1715
AMN	0.288
DEFA6	0.502625
RNF212	0.94825
METT5D1	0.103166666666667
CIB1	0.6805
TSSK1B	-0.0665
KIAA1727	0.75
ZNF680	0.60775
LOC399900	-1.4265
LOC152217	-0.562416666666667
CTNNAL1	-2.411
CIT	-1.18925
TLE6	0.2555
ZNF607	-0.5105
HERC4	-1.1145
DRAP1	-1.1119
PEMT	0.3595
C10orf111	0.07
ZNF575	0.622625
KCTD7	0.10775
MYO1F	0.888
LOC285382	0.36625
RAB11A	0.6635
PLCD3	-0.431
C15orf28	-0.086
PTBP2	-0.854125
CTB-1048E9.5	-0.975875
C19orf60	-0.219833333333333
C7orf25	0.290333333333333
SETD7	0.5415
HOXB9	-5.8215
VANGL1	0.3370625
CHAF1B	-0.63
NDUFA3	0.26225
KIAA1328	-0.121666666666667
SHARPIN	0.649875
TTC23	-0.40175
UGP2	0.402083333333333
ANKIB1	0.8179
CIRBP	1.344
SEC14L4	-3.3105
OVCH1	0.0876666666666667
VPS52	-0.21075
FAT	-0.9125
M6PRBP1	0.1345
GPRIN3	0.742
PPM1F	-1.03283333333333
TSR1	-0.359
CCDC85A	1.82475
PCSK5	1.45175
ZFHX3	-0.133
HEMK1	-0.2653
PGBD2	-0.15975
RSRC2	-0.0663333333333333
AURKC	-0.908333333333333
SCRIB	0.04375
ORM2	-5.48133333333333
FAM115A	1.2375
FZD6	-1.354625
UNC119	0.9055
GPX3	0.671
NOV	1.222125
CABC1	-0.24875
CDC42SE2	0.207875
EIF2S2	-0.6562
RNF130	1.211375
CKAP5	-1.2515
RP11-413M3.2	0.294
C10orf18	0.3714
TMEM93	0.427
DYX1C1	2.03725
KCNMB2	-0.751625
ANK3	1.91216666666667
KRT5	1.5123
CDH12	-0.49325
QRSL1	-0.321
JUB	-2.195
SHC4	-2.006125
CCL15	1.838
CCDC22	0.018
SNX24	1.033
RARS	-0.13325
MORC2	-0.333125
FAM48A	-0.4865
MT1H	0.3865
PPP1R14C	-0.202166666666667
FOXD1	-3.15735714285714
C1orf213	-1.70975
AMT	-1.1626
DSN1	-0.622
PTPLAD2	1.63025
DIS3L	-0.3785
RASL11A	0.62825
GPRC5B	-0.007375
FRMD7	0.157
STRN4	-0.02425
KITLG	2.66018181818182
HDGF	-0.82275
OR1S1	0.0885
SETX	0.2051
DDR2	0.62725
KCTD12	2.459
LYZL2	-0.17775
WDR52	0.7815
TMEM2	-0.18725
ZNF579	0.3055
LOC200810	1.75975
TNFSF9	-2.103
PPFIA4	-3.9245
CNIH3	0.206
MAP4K4	-1.80057142857143
ROD1	0.0295
ALS2CR12	0.649833333333333
DOCK3	1.034
PAQR9	-3.55825
ASB17	-0.0756666666666667
STX16	-1.00375
FEZ2	0.126333333333333
DLAT	-0.5435
KIF21B	-1.36566666666667
CDC5L	-0.34075
TMEM119	1.32566666666667
CRIP3	-1.36575
TPSD1	0.7625
TEPP	0.16875
GNGT2	1.17
C21orf121	0.4225
WNK1	0.14175
FLJ10490	0.2554
OR51B5	-2.134
LOC203547	-0.7085
HAS1	0.1795
PPA1	0.0133333333333333
ST7	-0.067625
C11orf46	0.3205
POPDC3	-4.29933333333333
ACOX2	1.26383333333333
ATCAY	-0.636166666666667
TM4SF19	-1.5765
MFSD9	0.0343333333333333
PDHB	0.097
ERN1	-0.2435
LCE3C	0.3535
GPR111	0.0845
NOTCH3	0.888
ADAMTS5	3.3695
B3GALT1	-0.35675
UGCGL1	-0.358333333333333
FAM58A	0.1615
FBXO32	2.08325
CLPP	0.046
NXPH1	-0.20825
MTMR3	0.448666666666667
ATP1B3	-0.8825
TMEM16A	3.63975
HIST1H3F	-0.566
TRIM25	-0.100166666666667
SDCBP2	0.662
CRKL	-1.35875
HOXB2	-1.62433333333333
ANP32B	-0.8085
GATM	3.6125
AP4E1	0.192875
EDG5	0.2215
CDKN3	-1.5895
CDH4	-2.222
PGD	-0.298
RND1	0.286
GAD1	-3.2357
MPG	0.708875
LOC440350	-0.8805
ZNF133	0.138
SERPINB12	0.2085
AMELY	-0.175166666666667
DHX36	-1.021
TNFAIP8L2	2.95033333333333
PHTF2	-0.0196666666666667
CCDC112	-0.462
IQCC	-0.647
HEYL	2.7935
FTSJ2	0.0075
APPL1	0.553
RAB43	0.427357142857143
OR10G2	0.1025
WAC	0.464
ADCY9	0.963
RUNDC2B	0.3755
PYCRL	0.9905
AGPAT7	-0.1185
SLC22A9	-0.5265
CDKAL1	-0.2315
PDYN	-0.388166666666667
C20orf74	2.15275
MTMR11	-0.1125
VAV3	4.39783333333333
DAPL1	1.05
STXBP3	0.65325
EIF3G	0.14
ARHGAP22	-1.0345
NPFFR1	-0.1415
NPC1	-0.851833333333333
ALDH9A1	1.00866666666667
ZNF600	-0.115125
ZNF678	-0.0565
RASSF1	-0.257
ADD2	-2.43525
PITPNB	-0.16775
PKD2L2	-0.143375
LRP11	-0.11375
CDKL1	-0.2205
SMEK2	-0.36275
PRODH2	-3.67083333333333
C11orf54	-0.229666666666667
SFRS11	-0.6405
IL7	-0.352166666666667
ALS2CR16	1.37925
BTG3	-1.7715
PAK2	-0.439444444444444
RP11-679B17.1	-0.43
GATA4	-1.9295
ATP2B1	-0.2365
LOC130940	1.6405
C1orf172	2.5395
ATF7IP2	-0.76075
SLC25A43	-0.0408333333333333
CENTG3	-0.01825
IGF2BP1	-4.1336
FCHSD1	0.1515
CAMK2N2	0.696833333333333
ELAVL3	0.0112
NBPF15	-0.2865
UBE2J2	0.02025
GNL2	-0.6905
PRR3	-0.2954
NLF2	0.4515
OR4F6	0.0705
KLHL24	0.696333333333333
CCDC88A	-1.3377
SGPP1	-1.02716666666667
C10orf11	-0.0248333333333333
SLC35B4	-1.734
UGT3A2	-0.1685
ARNT2	1.0615
CBR1	-0.481
ITPR3	-0.5335
TRAPPC6B	-0.1743
AMZ1	1.048
ARP11	1.39075
WDSUB1	0.773
APBA1	0.8795
RAB2A	0.9111
C6orf162	0.312375
HPSE2	0.58925
PLCE1	2.14225
INSL3	1.12275
DLG1	-0.4156
PTPLA	-3.634
PIGX	0.22475
TFIP11	-0.0978333333333333
FIBIN	2.684
POLR2G	-1.28475
GRAP2	-1.9347
DNAJB8	-0.531
CNBP	0.250166666666667
WASF1	-2.12825
INPP5E	-1.0553
HSPB1	1.67975
TMEM167	-0.0888
CUBN	-0.11675
IGF1	4.071625
ITPK1	0.6683
NAALAD2	-0.4015
G3BP1	0.1762
NT5DC1	0.446875
CYP39A1	0.154
TMEM139	1.23416666666667
POLK	0.0441
GLULD1	-0.34975
RBM15	-0.799666666666667
AMZ2	0.43675
GDF15	-0.000500000000000005
MESDC2	0.18525
INCA	0.7725
ACY1L2	-1.7955
GZMM	-1.0575
PAIP1	0.587
CACNA2D1	0.4325
STK32C	0.256166666666667
SH3BP4	0.618166666666667
DEC1	-0.8095
PADI1	-0.281
UBB	0.7791
PON3	-1.09683333333333
PROP1	0.352
ANKRD13B	-0.3955
ADCK1	0.144
TCF25	-0.237833333333333
SLC38A5	-3.56875
CXorf26	-0.1185
C19orf39	0.78975
PPP1R13B	0.439
ARL2	-0.8155
TCL6	0.038
TOP3A	0.554
SLC16A14	0.214375
FXYD6	1.1315
HIST1H4E	-0.576
BBC3	0.00657894736842103
UNC5A	0.389333333333333
FAM86C	-0.2475
PI4KB	0.112625
B3GAT1	-3.03675
SUSD2	1.08533333333333
OAZ2	-0.2145
NOC4L	0.01775
C10orf12	0.11575
FADS1	-0.848
LOC144097	-0.8095
DKK2	1.33766666666667
KIAA1949	-0.4045
RHOT1	0.6186
OXT	0.840333333333333
GPR153	0.58025
ARL4A	-0.988833333333333
SAAL1	-1.51275
CCDC64	0.143
USE1	-0.183333333333333
HNMT	0.793
PCGF3	0.023125
CYP2C19	0.152
C20orf4	0.3935
CCDC11	1.68825
ACSBG2	0.11125
RWDD2A	0.42925
PALLD	1.7385
CPLX4	-0.317
LOC492311	0.8205
KPNA2	-0.951833333333333
MACROD1	-0.5426
TMCO3	-0.426833333333333
C15orf52	0.695666666666667
BIRC5	-0.9682
PRR16	-0.201
FAM63B	0.215
KATNB1	-0.838333333333333
WNT8B	-0.6085
CPLX3	0.1815
GHR	3.264
CCDC124	-0.7965
BCLAF1	-0.38125
GOLGA3	0.5371
CLEC4E	2.5705
