Hybridization REF	TCGA-AO-A12D-01A-11R-A115-07
ZNF230	0.4245
MSN	0.0394285714285714
SLC9A5	-2.016
EPDR1	-0.7129
MUSK	0.183666666666667
ZNF434	0.592
SMARCD1	-0.947166666666667
ZFP106	-0.14025
ZNF347	0.4614
GTF2E1	0.6315
RY1	0.779166666666667
ATAD2B	0.496875
ARHGAP17	-0.4471
KCNIP3	-2.08275
SFPQ	-0.04775
GFRA4	-0.427833333333333
AKR1B10	2.603625
TIGD6	0.520166666666667
RGS16	2.447
URB1	-0.0498333333333333
OR4C46	-0.1905
TOP3B	-0.7005
NFATC4	1.093
CA14	-4.792
BMPR1A	0.320833333333333
SNRP70	-0.546625
PRL	-0.454
C6orf130	-0.577
STAG2	-0.33275
CD55	1.1655
RPS23	-0.107166666666667
SSX2	-1.39133333333333
FDPSL2A	0.038
FBXO27	-0.1395
SYNGR3	-1.35283333333333
TMSL3	1.50275
EML1	-0.9085
NUP93	-0.49025
SMAD3	-1.4626
KIAA1189	0.8145
HNRPUL2	-0.163333333333333
TBC1D12	0.787
C16orf24	-0.4365
MRVI1	2.22016666666667
ZNF581	-1.345
ELOVL3	-0.4045
OR51Q1	0.40825
CACNB3	1.40333333333333
GALNT13	0.694625
C10orf84	0.0090625
NEDD4	0.4173
SPO11	-0.658
OR5AU1	0.66
NEK4	0.421357142857143
PRKAR2A	0.412333333333333
IHPK1	-0.201166666666667
ATP6V0B	-0.22025
CACNA1E	-0.4855
CEACAM8	1.2325
PEX14	-0.3265
FLJ12993	-0.905
ZBTB38	-0.45275
PCTK2	0.675666666666667
LRRC16	1.4065
FBLIM1	0.401166666666667
FYCO1	2.1055
RP5-1022P6.2	1.38666666666667
CMTM1	0.196166666666667
PLTP	0.682666666666667
RAPH1	0.67725
DOCK8	1.44525
EZH2	-1.45333333333333
SLC25A1	-0.964833333333333
PLEKHB1	-0.9658
GRB7	4.0066
ZFP37	-0.52625
MRPL33	-0.93
PELO	-0.17425
ARMC1	0.809818181818182
C9orf27	0.153571428571429
FLJ25778	-0.0155
C9orf37	-1.2135
TMEM66	1.11325
SPRN	0.017125
HBEGF	0.616125
PI4KA	-0.6435
LEPRE1	-0.688
POU2AF1	0.824625
MRPL12	-1.2605
REP15	0.7705
ZC3H3	0.43225
RASAL1	0.92425
DDAH1	1.73925
ACBD5	0.14775
TMC2	0.431
CCDC137	-1.44375
SAMD13	1.738
UGT2B15	0.3875
TIPARP	0.323
DNASE1L3	-0.5175
TRIM72	0.0863333333333333
DBX2	-0.109
IPO8	-0.57925
C21orf88	-0.5572
MAP3K14	0.59475
LOC51233	0.786333333333333
GGTLA4	2.63625
PDE6D	0.653
ZNF117	0.39375
CLK2	-0.2705
NKRF	-0.817
TNFSF15	0.0308
DUSP2	1.01325
SECISBP2	-0.523
GABRR2	-0.613
PPAP2C	1.28775
LOC51145	-0.1315
PAG1	0.967625
PIK3C3	-0.0945
GNG10	-0.2725
APOL4	2.72266666666667
ANKRD28	-0.593
STMN3	-2.2643
RAB14	1.0946
CDK2AP2	-0.3155
HDDC3	0.669375
COMMD7	0.800875
CXXC1	-0.55875
HMCN1	0.510333333333333
CD40	1.60475
DYNC1LI2	0.2596875
GDI1	0.032
LOC646938	-0.1555
VSNL1	-0.110166666666667
PIH1D1	0.113833333333333
RAET1G	-1.5745
KRTAP5-9	0.118
EFTUD2	-1.49875
ZNF311	1.20183333333333
ATP6V1G3	0.52275
OR2W3	0.2415
SCN4A	0.11675
MED10	-0.599125
FAM135A	0.4385
ARHGAP4	-0.7905
EHMT2	-0.812875
UFD1L	-0.397
ERMP1	2.07875
MAG1	-1.40883333333333
THAP8	-0.375666666666667
HACE1	0.344166666666667
FAM82C	0.218666666666667
C3orf20	-0.024
UNC84A	0.0361666666666667
SCD5	-0.0259285714285714
LASS6	0.247625
LSG1	0.377666666666667
MAL	-4.08525
GPR22	-0.83
WDR5B	1.43975
ACTRT1	0.3835
C17orf60	0.897333333333333
GRIN2C	0.1881
ARMC8	-0.0935833333333334
SLC47A1	-2.0505
DMPK	-0.438
DHRS13	-0.0928333333333333
SMC1A	-0.3995
KRTAP17-1	-0.3875
SMYD5	-0.3465
TUSC2	0.3025
CRHR2	0.346
KIR3DL2	1.263
CCDC104	0.36125
ATP2C1	1.891625
CROT	1.43
PABPC3	0.4035
EGR1	1.40383333333333
THSD1	0.083
KHK	-1.70575
SLC12A2	2.0553125
CD58	0.75625
STOX2	-0.684
CCDC76	-0.3667
CCDC48	2.09125
DNAH1	0.6025
ZIC4	-0.589625
OR1G1	1.015
PSMC6	0.3265
PROKR1	0.097
ABCB1	-0.21375
TRAT1	1.47775
LLGL1	-0.4895
MTF1	-0.2555
USP54	1.348375
PAGE2B	-1.975
ITGB7	-3.42625
CCDC81	0.363
LOC149837	0.34025
SCUBE1	0.0105
ZSCAN10	-0.619
HUWE1	-0.0198571428571429
CDH17	1.391
CD180	1.38325
IL17A	0.14
TMPO	-0.98975
KIAA1524	-0.634333333333333
HDGFRP3	-0.8405
OXCT1	0.474545454545455
RRAS2	-0.4705
LTBP2	2.9296875
SV2B	0.1555
CYP2A6	0.004125
PKD1L2	-0.268
PPM1M	1.02175
FLJ22662	1.7805
ZNF502	1.0095
GP6	-1.00125
CRYBA2	-0.26725
LEF1	-1.5176
CTPS	-1.68942857142857
EYA1	-3.35816666666667
EPS8L1	2.46475
MAPK14	-0.205083333333333
SERPINB2	-2.95575
GTF2F2	0.699666666666667
ZNHIT4	-0.2685
PLA1A	1.349
C20orf114	3.6585
HPR	-4.465
C18orf2	-3.12316666666667
SATB2	-1.73175
KCNJ9	-0.13125
MGC157906	1.278
MOCS3	-0.0875
C17orf71	-0.59
PPHLN1	-0.2345
HIST1H2BN	-1.0205
RAPGEF1	-0.2675
MAP3K8	2.1535
DLG4	-0.416833333333333
STC1	0.849916666666667
CDGAP	1.902
DDX26B	-0.19525
LOC150223	-1.47825
CPSF3	-0.116833333333333
TMEM14A	-0.1315
MYH3	-1.14725
GPKOW	-0.25775
SULT1A1	0.117833333333333
SPON1	4.4135
YY1AP1	-0.210833333333333
RAB23	0.94325
PLA2G4A	-2.095
MAPRE3	-0.483
ZNF516	0.403571428571429
GGPS1	1.388
EXOC3L2	-0.381
C19orf42	1.0315
MAP2K2	-1.156
HIST1H2BB	0.438
RNF19B	1.372
C6orf128	-0.485
TLR8	4.299
PCDHA9	-0.23
CARS2	0.683375
CLUL1	3.56916666666667
RHAG	-4.26283333333333
UNK	-1.0035
EXOC8	1.7893
C9orf95	1.55275
C14orf143	-0.105
MAML3	-0.092375
LDHA	-0.758
MRPL20	-0.178875
KLHDC6	0.193666666666667
ATP5S	-0.757
C8orf55	0.42375
PHF19	-2.587625
KRTAP13-4	0.6585
TTC5	-0.39425
XKR5	-0.90775
SILV	-4.3735
TEX28	0.372
TCTN1	0.3535
CX40.1	0.096
PPP2R5C	0.451375
C12orf30	-0.848
CAPG	1.792
MPZL1	0.9966
ARSB	-0.384833333333333
TDH	-1.8925
WASF4	-2.02025
TSSK3	-0.744333333333333
7A5	2.162
CRISPLD1	0.773625
MAD1L1	-0.664833333333333
SPIN4	-0.0491666666666667
AMPD1	3.319
DPYSL5	0.0805
INPP1	0.077
ANKRD11	-1.205
NPAS4	0.50125
GCET2	0.9222
RNASE9	0.5265
GUCY2D	0.659333333333333
CCDC98	-0.44825
FGF4	-0.0705
CPM	0.395333333333333
SLC26A4	-0.836166666666667
PLD5	-0.08425
FAM59A	0.7461
FBXO5	-1.40833333333333
SIPA1L1	0.133
DPYS	1.998
ATG4D	-0.31175
TGM3	0.4555
MTCH1	-0.24875
HK1	-0.1115
CDC26	-0.08075
GALNT12	-2.48733333333333
LOC339229	-0.367
MRPL35	-0.81175
ORC4L	0.559625
TNKS	-0.511142857142857
C2orf24	-0.0638333333333333
ZNF553	-0.288666666666667
GGTLA1	2.9932
ZNF497	-0.9005
CDY1B	0.726
SLC30A4	0.695285714285714
TUB	-0.1765
ARHGEF18	0.62775
ARRB1	0.236
KCNK1	1.77175
EREG	1.6918
SCAMP5	0.338
RUNDC3B	1.586
ADAMTS20	-0.237
IL17RB	-1.278375
FLJ20323	-0.25625
MCAM	0.300625
POLR3E	-2.14016666666667
AQR	0.147166666666667
IPMK	-0.8395
CDCA7	-3.267125
CAMP	1.0165
GRHL3	1.6395
ADAMTSL2	1.75183333333333
CLMN	2.75016666666667
SSTR3	0.2305
MAGEA5	-2.08366666666667
OVOL2	3.514
JMJD1B	0.1165
RBL2	0.6937
PYGO2	0.3235
PPP1R10	0.982833333333333
CSE1L	-0.443333333333333
LCA5	1.6355
RDH16	0.28
ASRGL1	0.4835
TOM1	0.492666666666667
PTX3	-6.28625
TTC15	0.993
SCGB3A1	2.28883333333333
MRPL50	-0.6405
RCAN3	0.391875
SLC26A11	0.2805
STYX	0.6885
CINP	0.3
MARCH7	0.8645
PFKM	-1.85216666666667
SGMS1	2.14583333333333
RIOK3	-0.2405
C1orf110	-0.6365
CES7	0.169
LOC440248	-1.148
PPP1R12C	-0.0195
C10orf27	0.982
ATG9A	-0.57675
MRPS26	0.262125
TMEM40	2.55275
ELP3	-0.6726
ZNF787	-1.1429
HIAT1	0.128625
C8orf34	1.66966666666667
MGC4655	0.2674
PELI1	2.25816666666667
PPT1	1.053
SLC35C2	-0.229166666666667
C6orf125	0.19175
MUC4	0.169333333333333
RFC4	-1.23357142857143
GNB2	-0.0603333333333333
NUP50	0.305214285714286
SULT4A1	0.588333333333333
C7	0.733
CCDC130	0.160166666666667
ARRDC4	0.9495
RQCD1	-0.927
GLYCTK	-0.98625
AYTL2	-1.53881818181818
MTUS1	1.7171
LEMD3	1.0315
PLEKHF2	2.8365
HOXA7	-0.62575
GTF3C2	-1.48
DYNLRB2	1.8085
CNOT10	-0.264
MR1	-0.109166666666667
FFAR1	0.0245
PRIC285	0.1645
SLITRK6	1.614
LIX1	-2.1867
UBE1L2	0.1925
F8	1.55075
ACHE	-0.146833333333333
KPNA5	-0.6775
TNFRSF12A	-0.757833333333333
EGR3	-0.0385
SERPIND1	-3.73016666666667
OASL	2.48675
IFRD1	0.7255
WDFY1	0.356
ZNF267	0.76975
ACCN5	0.551
ZBTB6	0.8925
PPP1R3A	-0.177
PRRT3	0.80725
FBXL19	-0.3785
TXNIP	0.479642857142857
ACTN2	-1.2485
ATG9B	-0.366125
C9orf117	0.653875
IL27	1.1445
RPL36AL	-0.477833333333333
KLK15	-0.42675
CHAD	1.2735
RAP2B	0.126
HEBP2	0.734
ZNF342	0.1325
CAMK2G	0.202166666666667
TLR3	1.77925
FGF14	-0.4045
HMGB2	-1.17475
TRPM5	-0.102166666666667
OR5M11	0.4845
KIF3B	0.0423157894736843
PRICKLE2	1.475
MTMR9	0.218625
C3orf27	0.3025
GLRA3	-1.56166666666667
NSDHL	-0.404833333333333
TMEM32	0.237
POLR2D	-1.16075
MYADML	0.383
C9orf114	-0.522
MRGPRX1	0.8035
TOPORS	1.187
CLDN19	-0.88375
C1QL4	-0.5605
RNF165	-3.2355
DHRS9	0.317
DNAH2	-0.714
FXR1	-0.389
ZMYM3	-0.7525
CASP3	0.684833333333333
FAM120C	-1.5435
SCLY	-1.85825
CA7	-0.1095
ENTPD5	-0.268833333333333
ZNF461	0.479375
PDIA5	0.993
C1orf19	0.397666666666667
TMEM67	0.96325
KCTD20	0.1015
WDR47	0.3585
FLJ38723	0.032
KLRF1	1.38766666666667
TAS2R16	0.1275
CLDN12	0.644
PRKCE	-0.19675
UBXD4	-0.0085
ITGAM	3.19833333333333
GLT8D3	-0.18325
WDR31	0.7627
RGS2	0.959
OR51L1	0.432
MST1R	2.02275
KIAA1737	1.173
OR4A5	0.5685
GLIS1	-1.47316666666667
PTMA	1.34107142857143
NAPA	2.27875
PRDM11	-0.41225
LIPF	-0.4045
DIRAS3	2.0925
ASGR2	-4.261
C1QTNF4	0.41725
PIK3R4	0.875166666666667
ARMC3	2.148
NDUFV3	-0.23175
BTBD3	-0.0773333333333333
PPP1R2	1.05491666666667
UBE2NL	-0.22425
FOSL2	0.545142857142857
FAM119A	-1.3195
TUBA4A	-0.0459
KRTAP12-1	0.28475
SFRS2	-0.69025
RHPN1	-0.0219
EEF2	-1.33083333333333
ZDHHC11	-0.531
EPHA3	-1.1486
RBM12	0.098
H2AFJ	-0.769666666666667
EDIL3	3.2325
KIF26A	-2.042
SERGEF	-0.17875
B3GALT4	2.6245
LOC90925	2.96166666666667
OSCAR	0.5755
NPFF	-0.964125
DEDD	0.621875
TMEM155	-0.77175
PTPN1	-0.493
SCYL2	1.25016666666667
SKAP1	2.718
LEAP2	-2.286
GADD45G	1.9859
IFITM3	0.540125
PILRB	-0.978
SLU7	0.38225
DSC3	0.26775
DNMT3L	-2.04275
PAPD5	-0.49275
B3GNT3	1.36066666666667
LHCGR	-0.078
MSL-1	2.81675
UBE2S	-1.9825
SAP130	-0.4185
ANAPC11	-0.41625
MAGED4B	-1.0525
ATP6V1B2	0.767333333333333
C14orf179	0.6765
CAPZA1	1.005375
CDYL2	-0.251166666666667
GLRX3	-0.617
LOC136288	-1.0405
MOBKL1A	-0.174
HTR2B	3.22125
CRYGD	-0.255
NUS1	0.526
PGRMC1	1.183
MYOM2	-0.03325
FLJ39653	-2.05016666666667
CHM	0.2203
OR5M8	-0.387
ZNF619	0.218
FAM105A	1.68625
CCNL1	-0.3195
NAP1L3	0.19175
C10orf57	2.605
B3GALNT1	2.28566666666667
CSN1S2A	-0.0225
TCP10L	1.64075
GDAP2	1.1875
DMKN	-2.1905
COX6B1	0.014
DNASE2	1.07716666666667
MSH5	-2.08425
LGMN	1.013
USP31	-0.3582
OR13C8	0.533
SDCBP	1.5069
NUDT11	-1.726
PYGL	-1.4045
SNPH	-1.75766666666667
B3GNT4	-0.2225
MIZF	-0.9531
NUBPL	0.095
NOD1	0.3165
CDH22	0.118125
NUBP1	0.188166666666667
DSCAM	-3.558
DGKI	0.0485
FAM136A	-0.55025
AKAP1	-0.112333333333333
SLC16A6	-0.55975
RIN3	0.86225
PSG2	0.1795
DIP2B	0.482833333333333
PSORS1C1	1.9401
KIAA0495	0.0065
FLJ90709	0.456666666666667
LPA	-0.23
PIGA	-0.248
LY75	3.33066666666667
UTS2	-2.1895
RREB1	-0.00587499999999996
GALNACT-2	1.7039
MGC3196	-2.024
FLJ31568	-0.12575
LPHN1	0.804
SP1	0.76575
TOX4	-0.0473333333333334
HSPA9	0.4368
APOBEC1	-0.35
SLC35E4	-1.04775
LSM5	-0.978
SURF1	-0.3355
ZBTB1	0.906833333333333
GTF2F1	-0.6945
RPS15A	-0.163285714285714
DUSP21	-0.4125
GINS4	-2.77483333333333
MYO15A	0.332333333333333
GIMAP7	4.3
MGC13379	0.574
ATP6V1E2	0.6895
UTP3	-0.4225
HNRPA3	-1.0103125
MT4	-0.824
C14orf155	0.378
U1SNRNPBP	0.28575
CKLF	-0.554
PLEKHN1	-0.138333333333333
MBNL1	-0.138
NUP160	-1.896
ACSM2A	-1.10225
LOC129881	-0.4055
KIAA1529	-0.648
FLJ22639	-1.2345
HAND1	-1.488
GSX1	0.2155
FGA	-4.1764
SERPINB1	0.2365
ZNF642	0.83575
IGFBP1	-7.776875
SLC1A1	1.435625
DHX57	0.277
ZNF766	0.6425
PTPN21	-0.7064
GDPD3	-1.78183333333333
PNPLA5	0.1515
TBR1	0.0676666666666667
FAM116A	0.555
IQGAP1	2.4865
FOS	0.863375
ZNF226	-0.67425
FIGNL1	0.215
C14orf1	0.456333333333333
ZMYND17	-0.202
PUS7	-0.536333333333333
TUBB6	-0.93925
KCNQ2	-1.70775
MARCH6	0.2945
CCDC33	-0.1365
PRODH	2.48025
RBM11	0.96
EPHA6	-0.1586
SLC43A1	-1.31525
LOC196541	0.82475
NTN1	0.335
ING4	0.39175
PCDHB10	2.25175
DPH2	-1.185
SPACA4	0.10375
FBXL21	-3.873
DIAPH1	-0.738833333333333
ZNF71	0.8845
CEP76	0.053
CORO1A	0.12
RRM2	-0.92025
EDG4	0.833
OS9	0.711833333333333
SLC4A1AP	0.328
COG5	0.11575
COPS8	-0.28875
NGLY1	0.264
NCBP2	0.5895
C17orf42	-0.630333333333333
GPSM3	-0.241375
SIL1	0.820833333333333
ASB6	-0.3705
SMAD5OS	-0.129666666666667
UNC93A	-2.807875
A1BG	-1.1345
C21orf62	-0.03875
FMO5	-0.553916666666667
ATRIP	-0.482
CEBPG	0.698833333333333
C7orf38	-0.302833333333333
TNFRSF1B	1.05533333333333
CLEC1A	1.7065
IQSEC1	-0.073375
PATZ1	-0.0272
RBM22	-0.320625
BAG2	-1.40516666666667
PAQR5	-1.74866666666667
C9orf127	0.1476
THNSL1	0.53
SHROOM3	1.9049
JAM2	1.78775
SNRPN	-2.4375
ALX4	0.2875
CACNA1S	-0.2795
FAM130A1	1.007
CORIN	4.7025
CD300LB	0.6525
PLEKHG6	0.944
LRRC40	-0.43525
PCLKC	-0.9885
PCDHB16	-1.165
WNT2B	-0.438
ASNS	-1.224
MRPL49	0.161375
FLJ46111	-0.0985
ISG20	1.2975
SMU1	0.347166666666667
CASZ1	0.695
POLR1D	0.125083333333333
GIN1	0.03
SNAG1	1.26216666666667
ANKRD29	-1.30825
CDKN2AIP	-0.2085
KRR1	-0.33525
CXCL1	-0.651666666666667
EPM2A	-0.1701
PC	-0.373833333333333
DEFB127	1.082
PDZRN4	1.56033333333333
FAH	-0.113375
OR51E1	1.939
CDC2L6	-0.444333333333333
DNTTIP1	-0.70375
PAX8	0.54575
TMEM116	-0.595
C1orf150	0.4595
PRO2012	0.605
MRPL40	-0.656666666666667
BEX1	-3.6819
SLC2A4	0.7855
PKMYT1	-1.5975
FEZF2	-0.0861666666666667
SLC26A9	-1.76
MAP2	0.0124166666666667
LYL1	-1.661
SLC25A19	-1.41183333333333
NOS3	-0.219
ZNF34	0.963
TMPRSS11F	-0.4615
FAM43A	-0.364
FCRL4	0.897666666666667
KLF14	0.0825
FLRT2	-0.761333333333333
WRN	-0.96575
SDF2	2.1545
KRT8P12	0.307
C6orf195	0.048
C9orf125	-2.4075
DZIP3	-0.21625
RIT1	0.148166666666667
SCML1	-2.233
RHBDF2	0.629875
OR2G3	0.5575
REXO1L1	0.671
MAP3K7IP3	-0.6335
C3orf57	-2.68875
FBXW11	-0.878
ETAA1	-0.346
C14orf131	-0.789
AKT1S1	0.408
SLC12A5	-0.75
C9orf164	0.828
NRIP3	-1.07575
NOS1AP	-1.77625
TMEM121	-1.9365
SAP30BP	-0.6367
DGCR6	0.684
WDR76	-1.52025
FAM82B	0.405416666666667
LOC606495	-0.803
MAP9	1.51491666666667
BCDIN3D	0.69725
CXorf36	2.90816666666667
DSCR3	0.1488
ZFAND3	1.151125
C7orf43	0.3625
SPSB3	-0.2966
C19orf19	-0.121
FAM133A	-3.584375
C12orf25	0.02
SLC39A3	-1.023125
DISP2	0.64125
PI4KAP2	-2.1045
MKRN3	-2.58916666666667
ADAMTS13	-0.236625
CBLN3	0.3033
TTYH1	-1.4115
C3orf18	-0.02175
FLJ13236	-0.13775
ZMYND12	3.643
C18orf25	0.24225
GLB1L3	2.46
ATP13A5	5.36
RANBP10	0.0715
CD96	0.8547
DENND1C	1.04375
RBMS3	0.3311
SLC41A3	0.316333333333333
DGCR6L	0.5595
TMEM128	-0.404
CSNK1G3	-0.339285714285714
MOBKL2C	0.62025
TSPAN6	0.634
MATN2	1.2259
MSL2L1	0.808
ST6GALNAC2	-1.64583333333333
FGFBP2	-0.674625
FGL1	-3.645
MPP3	0.869833333333333
ARHGEF6	1.22816666666667
TGFBR2	1.0035
ACMSD	-1.3395
IL33	3.00225
C9orf5	0.128
DEAF1	-1.0081
AMN	-0.7575
DEFA6	0.150875
RNF212	-1.5475
METT5D1	0.481
CIB1	1.643
TSSK1B	-0.74325
KIAA1727	0.7595
ZNF680	0.397583333333333
LOC399900	-1.795
LOC152217	-0.0645
CTNNAL1	-4.095
CIT	-3.03616666666667
TLE6	1.565
ZNF607	-1.11625
HERC4	-0.158333333333333
DRAP1	-0.6722
PEMT	-1.2965
C10orf111	-1.109
ZNF575	-0.5335
KCTD7	-0.52875
MYO1F	1.0835
LOC285382	-0.61225
RAB11A	1.2853
PLCD3	-1.35025
C15orf28	-0.848
PTBP2	-0.644
CTB-1048E9.5	-0.21475
C19orf60	1.08983333333333
C7orf25	1.11716666666667
SETD7	1.005125
HOXB9	-4.3405
VANGL1	0.2883125
CHAF1B	-1.547
NDUFA3	-0.882
KIAA1328	-0.227833333333333
SHARPIN	0.4315
TTC23	0.93625
UGP2	1.46941666666667
ANKIB1	0.2437
CIRBP	-0.207428571428571
SEC14L4	-3.03966666666667
OVCH1	0.143333333333333
VPS52	-0.40775
FAT	-0.597
M6PRBP1	-0.3995
GPRIN3	1.242
PPM1F	-0.596333333333333
TSR1	-0.8915
CCDC85A	2.1675
PCSK5	0.78275
ZFHX3	-0.66
HEMK1	0.1678
PGBD2	1.23675
RSRC2	0.5345
AURKC	-0.727666666666667
SCRIB	-0.295625
ORM2	-3.01233333333333
FAM115A	0.2313
FZD6	0.751875
UNC119	0.435666666666667
GPX3	-0.4703
NOV	1.488625
CABC1	0.374
CDC42SE2	0.5090625
EIF2S2	0.4187
RNF130	1.644625
CKAP5	-0.700833333333333
RP11-413M3.2	0.17675
C10orf18	0.6564
TMEM93	-1.0475
DYX1C1	1.41875
KCNMB2	-1.92
ANK3	0.519583333333333
KRT5	-0.7676
CDH12	-1.13625
QRSL1	-0.471875
JUB	-1.522
SHC4	-1.3635
CCL15	0.405833333333333
CCDC22	-0.461
SNX24	-0.75575
RARS	-0.12775
MORC2	0.049125
FAM48A	1.1345
MT1H	-0.703
PPP1R14C	2.3355
FOXD1	-3.36957142857143
C1orf213	-2.5675
AMT	-1.4138
DSN1	-1.34975
PTPLAD2	2.65875
DIS3L	-0.61975
RASL11A	2.5595
GPRC5B	0.328625
FRMD7	4.1025
STRN4	0.2515
KITLG	0.792318181818182
HDGF	-1.0655
OR1S1	0.165
SETX	-0.0996000000000001
DDR2	-0.241625
KCTD12	2.5085
LYZL2	2.0125
WDR52	-0.554
TMEM2	0.363
ZNF579	-1.61016666666667
LOC200810	1.0735
TNFSF9	-1.59075
PPFIA4	-2.77575
CNIH3	-0.832
MAP4K4	-0.0597857142857143
ROD1	0.731285714285714
ALS2CR12	-0.3725
DOCK3	-0.936166666666667
PAQR9	-4.55125
ASB17	0.1454
STX16	-0.88575
FEZ2	0.468
DLAT	-0.505
KIF21B	-0.237333333333333
CDC5L	0.341
TMEM119	1.7725
CRIP3	-1.5585
TPSD1	-0.234333333333333
TEPP	-1.53525
GNGT2	2.09175
C21orf121	0.05425
WNK1	-0.25225
FLJ10490	-0.8472
OR51B5	-2.7385
LOC203547	-0.460625
HAS1	-0.863
PPA1	0.781333333333333
ST7	0.20125
C11orf46	0.8136
POPDC3	-3.89333333333333
ACOX2	2.123
ATCAY	-0.631166666666667
TM4SF19	-1.57125
MFSD9	0.733
PDHB	-0.1145
ERN1	0.22225
LCE3C	0.1035
GPR111	-0.0255
NOTCH3	0.608
ADAMTS5	2.132
B3GALT1	-0.632
UGCGL1	0.625666666666667
FAM58A	0.122333333333333
FBXO32	2.789
CLPP	-1.1815
NXPH1	3.2145
MTMR3	0.797666666666667
ATP1B3	0.248375
TMEM16A	3.815
HIST1H3F	1.15133333333333
TRIM25	0.178833333333333
SDCBP2	2.835
CRKL	-1.548125
HOXB2	5.23483333333333
ANP32B	-0.514375
GATM	2.186
AP4E1	0.1105
EDG5	0.4145
CDKN3	-1.13683333333333
CDH4	-2.737
PGD	0.046
RND1	2.423
GAD1	-2.8487
MPG	-1.269625
LOC440350	-0.673
ZNF133	0.04375
SERPINB12	-0.5295
AMELY	-0.036
DHX36	-0.3375
TNFAIP8L2	3.56916666666667
PHTF2	0.288222222222222
CCDC112	0.0238333333333333
IQCC	-1.28825
HEYL	3.15083333333333
FTSJ2	-0.4805
APPL1	0.51225
RAB43	2.56728571428571
OR10G2	-0.104
WAC	0.2125
ADCY9	-0.838125
RUNDC2B	-0.520333333333333
PYCRL	0.3443
AGPAT7	-0.62
SLC22A9	-0.7016
CDKAL1	-0.0885
PDYN	-0.323666666666667
C20orf74	0.93025
MTMR11	0.053
VAV3	3.498
DAPL1	4.1325
STXBP3	0.70575
EIF3G	-0.34275
ARHGAP22	-1.085
NPFFR1	-0.0305
NPC1	-0.336333333333333
ALDH9A1	0.681
ZNF600	0.182125
ZNF678	0.655333333333333
RASSF1	-0.279083333333333
ADD2	-2.429375
PITPNB	-0.325625
PKD2L2	-0.162285714285714
LRP11	1.465
CDKL1	0.503
SMEK2	0.68825
PRODH2	-2.75133333333333
C11orf54	-0.0055
SFRS11	-0.599666666666667
IL7	2.267
ALS2CR16	-0.84425
BTG3	0.507333333333333
PAK2	0.0957222222222222
RP11-679B17.1	0.076
GATA4	-2.44466666666667
ATP2B1	-0.0695
LOC130940	-0.6815
C1orf172	1.87566666666667
ATF7IP2	-0.5955
SLC25A43	0.486833333333333
CENTG3	-0.8535
IGF2BP1	-4.1606
FCHSD1	0.565
CAMK2N2	-2.07766666666667
ELAVL3	-0.0289
NBPF15	-0.8185
UBE2J2	-0.0931818181818182
GNL2	-0.34325
PRR3	-0.3367
NLF2	-0.77375
OR4F6	0.262
KLHL24	0.990333333333333
CCDC88A	-1.5372
SGPP1	-0.420833333333333
C10orf11	0.355666666666667
SLC35B4	-1.40566666666667
UGT3A2	-1.92
ARNT2	-2.7137
CBR1	-1.09175
ITPR3	0.154166666666667
TRAPPC6B	-0.1837
AMZ1	-1.1635
ARP11	2.27825
WDSUB1	1.195
APBA1	0.382
RAB2A	1.581
C6orf162	0.06475
HPSE2	0.0703333333333333
PLCE1	0.274
INSL3	1.1165
DLG1	0.9538
PTPLA	-3.53
PIGX	0.111
TFIP11	0.560666666666667
FIBIN	4.025
POLR2G	-0.8445
GRAP2	-0.814
DNAJB8	-0.3185
CNBP	1.90516666666667
WASF1	-0.104
INPP5E	-1.4945
HSPB1	0.292875
TMEM167	0.8308
CUBN	-0.38225
IGF1	2.8505
ITPK1	0.1718
NAALAD2	-1.751375
G3BP1	0.00860000000000001
NT5DC1	0.22025
CYP39A1	0.0275
TMEM139	-1.10433333333333
POLK	0.0677
GLULD1	-1.507
RBM15	-1.3075
AMZ2	-0.29075
GDF15	-4.23233333333333
MESDC2	0.284
INCA	2.4915
ACY1L2	-2.5165
GZMM	-0.0606666666666667
PAIP1	0.32125
CACNA2D1	-0.07475
STK32C	-0.935833333333333
SH3BP4	2.04383333333333
DEC1	0.3985
PADI1	0.0605
UBB	0.418
PON3	2.23366666666667
PROP1	0.373
ANKRD13B	0.484
ADCK1	0.2465
TCF25	-0.0893333333333333
SLC38A5	-2.02225
CXorf26	0.0675
C19orf39	0.9735
PPP1R13B	-0.113
ARL2	-0.861
TCL6	0.371916666666667
TOP3A	-1.3915
SLC16A14	1.657125
FXYD6	1.19433333333333
HIST1H4E	-0.47025
BBC3	-0.799736842105263
UNC5A	0.988333333333333
FAM86C	-0.9467
PI4KB	0.459875
B3GAT1	0.069
SUSD2	1.51116666666667
OAZ2	-0.0223333333333333
NOC4L	-0.8575
C10orf12	0.35425
FADS1	-2.84883333333333
LOC144097	-0.3565
DKK2	1.39883333333333
KIAA1949	-0.024
RHOT1	0.2987
OXT	0.819
GPR153	-2.381
ARL4A	1.04416666666667
SAAL1	-1.04525
CCDC64	0.384
USE1	0.235333333333333
HNMT	1.322
PCGF3	-0.0268125000000001
CYP2C19	0.4215
C20orf4	-0.831
CCDC11	1.95875
ACSBG2	-0.31975
RWDD2A	1.0015
PALLD	2.85925
CPLX4	0.304
LOC492311	1.439
KPNA2	-1.72166666666667
MACROD1	-1.1506
