Hybridization REF	TCGA-AN-A046-01A-21R-A034-07
RY1	-0.716166666666667
ATAD2B	-0.24375
ARHGAP17	-0.4986
KCNIP3	-1.49275
SFPQ	-0.202
GFRA4	1.10283333333333
AKR1B10	-3.664
TIGD6	1.0145
RGS16	2.07775
URB1	-0.0736666666666667
OR4C46	0.0915
TOP3B	-0.1655
NFATC4	1.654
CA14	-3.30775
BMPR1A	0.0816666666666667
SNRP70	-0.53925
PRL	0.0904166666666667
C6orf130	-0.90025
STAG2	-0.09075
CD55	-0.399
RPS23	1.56033333333333
SSX2	-1.43233333333333
FDPSL2A	-1.0485
FBXO27	0.581625
SYNGR3	-1.011
TMSL3	0.93075
EML1	-0.589
NUP93	-1.45608333333333
SMAD3	-0.3982
KIAA1189	1.252
HNRPUL2	0.5405
TBC1D12	0.440333333333333
C16orf24	0.93225
MRVI1	1.68516666666667
ZNF581	0.6875
ELOVL3	0.4405
OR51Q1	0.36575
CACNB3	0.597333333333333
GALNT13	-1.28125
C10orf84	0.7949375
NEDD4	-1.158
SPO11	0.643
OR5AU1	0.372
NEK4	0.4745
PRKAR2A	-0.425833333333333
IHPK1	-0.5705
ATP6V0B	0.236375
CACNA1E	1.3295
CEACAM8	0.245166666666667
PEX14	-0.3565
FLJ12993	-2.282
ZBTB38	-0.0128333333333333
PCTK2	0.245666666666667
LRRC16	-1.2464
FBLIM1	0.618416666666667
FYCO1	1.82925
RP5-1022P6.2	-0.746583333333333
CMTM1	0.441666666666667
PLTP	0.457
RAPH1	1.089875
DOCK8	1.123
EZH2	-1.199
SLC25A1	-0.2425
PLEKHB1	-0.8397
GRB7	0.19
ZFP37	-1.57025
MRPL33	-0.36525
PELO	-0.734
ARMC1	-0.471090909090909
C9orf27	0.118
FLJ25778	0.308
C9orf37	-1.17716666666667
TMEM66	0.4695
SPRN	1.319625
HBEGF	2.871
PI4KA	-0.6795
LEPRE1	-0.5225
POU2AF1	-3.81875
MRPL12	-0.683333333333333
REP15	-0.758
ZC3H3	0.6855
RASAL1	-1.6535
DDAH1	1.316
ACBD5	-0.13625
TMC2	0.355
CCDC137	-0.31725
SAMD13	-3.53433333333333
UGT2B15	-2.9065
TIPARP	1.01775
DNASE1L3	0.87625
TRIM72	0.799
DBX2	0.94375
IPO8	-0.602
C21orf88	-2.0177
MAP3K14	0.83
LOC51233	0.297666666666667
GGTLA4	1.0245
PDE6D	-0.13875
ZNF117	0.4115
CLK2	-0.90375
NKRF	-0.923
TNFSF15	0.9286
DUSP2	1.45975
SECISBP2	-0.0477
GABRR2	-0.2385
PPAP2C	2.2835
LOC51145	0.396833333333333
PAG1	-0.274375
PIK3C3	-0.52425
GNG10	-0.353
APOL4	1.5405
ANKRD28	0.111875
STMN3	-0.9467
RAB14	0.4572
CDK2AP2	0.9575
HDDC3	-0.240875
COMMD7	0.133
CXXC1	0.07725
HMCN1	0.3275
CD40	1.45325
DYNC1LI2	-0.28075
GDI1	0.818
LOC646938	0.34575
VSNL1	-2.2595
PIH1D1	-0.6025
RAET1G	0.839
KRTAP5-9	0.0165
EFTUD2	-1.20375
ZNF311	-1.01066666666667
ATP6V1G3	0.104
OR2W3	-0.79975
SCN4A	0.06675
MED10	-1.401125
FAM135A	-0.8967
ARHGAP4	-0.9935
EHMT2	-0.423875
UFD1L	-0.39525
ERMP1	0.40275
MAG1	-1.58933333333333
THAP8	-0.1465
HACE1	-0.983166666666667
FAM82C	1.0355
C3orf20	0.3705
UNC84A	-0.897333333333333
SCD5	-0.535857142857143
LASS6	2.984125
LSG1	0.175416666666667
MAL	-4.936
GPR22	-0.408
WDR5B	0.56925
ACTRT1	0.355
C17orf60	0.6845
GRIN2C	0.2148
ARMC8	-1.208
SLC47A1	-2.36966666666667
DMPK	0.931
DHRS13	-0.1445
SMC1A	-0.803833333333333
KRTAP17-1	0.21775
SMYD5	0.12725
TUSC2	0.6845
CRHR2	0.621
KIR3DL2	1.141
CCDC104	0.079
ATP2C1	-0.245875
CROT	1.559
PABPC3	0.521166666666667
EGR1	0.901833333333333
THSD1	-0.37625
KHK	-0.669
SLC12A2	1.0581875
CD58	-1.04475
STOX2	-1.6145
CCDC76	-0.745
CCDC48	2.527
DNAH1	0.555666666666667
ZIC4	-0.223
OR1G1	0.5035
PSMC6	-0.545
PROKR1	0.428
ABCB1	-0.88475
TRAT1	0.831
LLGL1	-0.207
MTF1	1.18125
USP54	0.936
PAGE2B	-4.0985
ITGB7	-3.76175
CCDC81	-0.214
LOC149837	-0.478
SCUBE1	1.109
ZSCAN10	1.2845
HUWE1	0.159857142857143
CDH17	-0.801
CD180	0.617
IL17A	0.215
TMPO	-1.851375
KIAA1524	-1.815
HDGFRP3	-1.62833333333333
OXCT1	-1.65472727272727
RRAS2	-1.42466666666667
LTBP2	2.553375
SV2B	0.358833333333333
CYP2A6	0.448875
PKD1L2	-0.915833333333333
PPM1M	1.5535
FLJ22662	0.848333333333333
ZNF502	-0.57875
GP6	-0.57575
CRYBA2	-0.1445
LEF1	-0.3886
CTPS	-2.96085714285714
EYA1	-1.0505
EPS8L1	1.00225
MAPK14	-0.53625
SERPINB2	-4.761375
GTF2F2	-0.409166666666667
ZNHIT4	1.0885
PLA1A	1.4475
C20orf114	0.82075
HPR	-3.871
C18orf2	-4.1862
SATB2	-2.82625
KCNJ9	-0.00471428571428572
MGC157906	1.079
MOCS3	0.1485
C17orf71	-0.7925
PPHLN1	-0.0278
HIST1H2BN	-0.216875
RAPGEF1	0.63225
MAP3K8	1.23325
DLG4	0.225666666666667
STC1	-1.86708333333333
CDGAP	2.02775
DDX26B	-1.3595
LOC150223	-0.80275
CPSF3	-1.30283333333333
TMEM14A	0.44975
MYH3	-2.135
GPKOW	-0.38925
SULT1A1	-0.239
SPON1	3.5588
YY1AP1	-0.0318333333333333
RAB23	0.03475
PLA2G4A	-3.974
MAPRE3	-0.15025
ZNF516	-1.24828571428571
GGPS1	0.649
EXOC3L2	-0.050875
C19orf42	0.3906
MAP2K2	0.3315
HIST1H2BB	0.89075
RNF19B	1.6405
C6orf128	0.305166666666667
TLR8	3.507
PCDHA9	0.5495
CARS2	0.444625
CLUL1	3.13033333333333
RHAG	-4.10333333333333
UNK	-0.7595
EXOC8	0.839
C9orf95	1.3775
C14orf143	0.147833333333333
MAML3	0.1125
LDHA	-1.459
MRPL20	0.475125
KLHDC6	0.5275
ATP5S	-0.031
C8orf55	0.6375
PHF19	-2.134375
KRTAP13-4	1.13
TTC5	-0.2115
XKR5	-0.37325
SILV	-4.742
TEX28	0.3825
TCTN1	1.9735
CX40.1	0.60025
PPP2R5C	0.010875
C12orf30	-1.00866666666667
CAPG	1.841
MPZL1	0.181
ARSB	-1.01416666666667
TDH	-1.494
WASF4	0.23875
TSSK3	-0.609333333333333
7A5	0.4905
CRISPLD1	1.821
MAD1L1	-0.527333333333333
SPIN4	-0.961333333333333
AMPD1	-2.225
DPYSL5	-0.1695
INPP1	-0.2655
ANKRD11	-0.380666666666667
NPAS4	-0.105375
GCET2	0.4045
RNASE9	-0.7175
GUCY2D	0.374
CCDC98	-0.66825
FGF4	-0.365125
CPM	0.532
SLC26A4	-0.3965
PLD5	-0.06025
FAM59A	-1.4992
FBXO5	-2.11411111111111
SIPA1L1	0.883
DPYS	1.093
ATG4D	0.047
TGM3	0.267
MTCH1	-0.295625
HK1	0.000571428571428599
CDC26	-0.10475
GALNT12	-3.07633333333333
LOC339229	-0.19975
MRPL35	-0.531875
ORC4L	0.530125
TNKS	-0.578642857142857
C2orf24	0.843666666666667
ZNF553	-0.4125
GGTLA1	3.026
ZNF497	0.38375
CDY1B	0.4355
SLC30A4	0.42025
TUB	-1.657125
ARHGEF18	-0.39925
ARRB1	-0.4005
KCNK1	-0.882625
EREG	-3.2909
SCAMP5	-1.23625
RUNDC3B	0.38625
ADAMTS20	-0.652333333333333
IL17RB	0.445875
FLJ20323	-0.825
MCAM	-0.077875
POLR3E	-1.27666666666667
AQR	0.445166666666667
IPMK	0.2155
CDCA7	-4.578625
CAMP	-0.12275
GRHL3	-1.08025
ADAMTSL2	1.3135
CLMN	2.247
SSTR3	0.598
MAGEA5	-2.04983333333333
OVOL2	4.22725
JMJD1B	-0.033
RBL2	0.1647
PYGO2	0.653
PPP1R10	0.226166666666667
CSE1L	-0.775666666666667
LCA5	0.799
RDH16	0.08325
ASRGL1	-2.992
TOM1	0.352833333333333
PTX3	-6.66575
TTC15	0.9485
SCGB3A1	3.99716666666667
MRPL50	-0.8775
RCAN3	1.208375
SLC26A11	-0.02675
STYX	0.189
CINP	0.37375
MARCH7	-0.337
PFKM	-2.23666666666667
SGMS1	1.641
RIOK3	-0.1439
C1orf110	0.3315
CES7	-0.035625
LOC440248	-1.44725
PPP1R12C	-0.2725
C10orf27	1.065
ATG9A	-1.0695
MRPS26	0.736
TMEM40	1.4025
ELP3	-0.4459
ZNF787	0.7996
HIAT1	-0.24575
C8orf34	-0.122
MGC4655	0.4862
PELI1	0.0145
PPT1	-0.0683
SLC35C2	-0.237
C6orf125	-0.61575
MUC4	-1.42483333333333
RFC4	-2.39314285714286
GNB2	0.628666666666667
NUP50	0.165428571428571
SULT4A1	-0.7995
C7	1.034125
CCDC130	-0.0891666666666667
ARRDC4	0.5085
RQCD1	-0.31225
GLYCTK	-1.3905
AYTL2	-1.20309090909091
MTUS1	0.2356
LEMD3	0.115333333333333
PLEKHF2	1.023
HOXA7	-0.4265
GTF3C2	-0.7495
DYNLRB2	3.33625
CNOT10	-0.64
MR1	0.0883333333333334
FFAR1	0.1155
PRIC285	0.4645
SLITRK6	7.214
LIX1	-2.3578
UBE1L2	-0.830666666666667
F8	1.063875
ACHE	0.5
KPNA5	-1.179
TNFRSF12A	-1.37916666666667
EGR3	3.512
SERPIND1	-3.58883333333333
OASL	3.335
IFRD1	-1.8965
WDFY1	-0.464833333333333
ZNF267	-0.05825
ACCN5	0.4625
ZBTB6	0.10125
PPP1R3A	-0.2575
PRRT3	-0.182
FBXL19	0.0805
TXNIP	-0.389571428571429
ACTN2	-1.73675
ATG9B	-0.331
C9orf117	0.9095
IL27	1.5845
RPL36AL	0.486
KLK15	-0.2275
CHAD	0.803
RAP2B	-0.1077
HEBP2	0.97975
ZNF342	1.7425
CAMK2G	-0.231666666666667
TLR3	2.116
FGF14	-0.1315
HMGB2	-2.567125
TRPM5	-0.0175
OR5M11	0.5325
KIF3B	0.727736842105263
PRICKLE2	-0.34
MTMR9	0.19875
C3orf27	0.204
GLRA3	-1.75516666666667
NSDHL	-0.147166666666667
TMEM32	-0.57875
POLR2D	-0.87775
MYADML	0.2985
C9orf114	0.03375
MRGPRX1	0.8085
TOPORS	0.63425
CLDN19	-0.85125
C1QL4	0.1135
RNF165	-2.196
DHRS9	0.67975
DNAH2	-2.273
FXR1	-0.218666666666667
ZMYM3	-0.461875
CASP3	0.303333333333333
FAM120C	-0.235125
SCLY	-1.741
CA7	-0.038
ENTPD5	0.438333333333333
ZNF461	0.278125
PDIA5	0.434
C1orf19	-0.766
TMEM67	-0.15525
KCTD20	-0.27575
WDR47	-0.457
FLJ38723	2.192
KLRF1	1.08483333333333
TAS2R16	0.4775
CLDN12	-0.24725
PRKCE	-0.6565
UBXD4	-1.15175
ITGAM	2.5585
GLT8D3	-0.340625
WDR31	1.2451
RGS2	0.633
OR51L1	0.362
MST1R	0.93
KIAA1737	1.206
OR4A5	0.96
GLIS1	-1.055
PTMA	-0.0560714285714285
NAPA	2.08225
PRDM11	0.00100000000000001
LIPF	0.8015
DIRAS3	0.64425
ASGR2	-4.1595
C1QTNF4	-0.01725
PIK3R4	0.00866666666666667
ARMC3	0.64075
NDUFV3	0.184333333333333
BTBD3	-1.17716666666667
PPP1R2	0.148583333333333
UBE2NL	-0.33575
FOSL2	2.11114285714286
FAM119A	-1.58333333333333
TUBA4A	-0.0623
KRTAP12-1	0.1565
SFRS2	-0.529
RHPN1	-0.5314
EEF2	0.86
ZDHHC11	-0.346666666666667
EPHA3	-1.452
RBM12	0.00975000000000001
H2AFJ	0.439166666666667
EDIL3	2.6005
KIF26A	-1.72575
SERGEF	-0.0055
B3GALT4	2.688
LOC90925	0.249
OSCAR	0.9515
NPFF	0.495125
DEDD	0.169875
TMEM155	-0.9655
PTPN1	0.0345
SCYL2	0.228666666666667
SKAP1	1.90175
LEAP2	-2.962
GADD45G	2.1424
IFITM3	0.858375
PILRB	-0.813666666666667
SLU7	-0.21075
DSC3	-2.0985
DNMT3L	-1.638
PAPD5	-0.172375
B3GNT3	-2.49333333333333
LHCGR	-0.3775
MSL-1	-0.25225
UBE2S	-1.573375
SAP130	-0.67
ANAPC11	0.36075
MAGED4B	-2.125
ATP6V1B2	-0.0626666666666667
C14orf179	1.1725
CAPZA1	-0.391625
CDYL2	0.909166666666667
GLRX3	-0.729666666666667
LOC136288	-0.5825
MOBKL1A	-0.989
HTR2B	1.66075
CRYGD	-0.450666666666667
NUS1	-1.08583333333333
PGRMC1	-0.7225
MYOM2	-0.57075
FLJ39653	-1.296
CHM	-0.0634
OR5M8	-0.334
ZNF619	-0.241
FAM105A	0.98475
CCNL1	-0.6585
NAP1L3	-0.72
C10orf57	2.973
B3GALNT1	-0.348166666666667
CSN1S2A	-0.231
TCP10L	0.84175
GDAP2	-0.3315
DMKN	-1.50533333333333
COX6B1	0.092
DNASE2	1.14683333333333
MSH5	-2.25775
LGMN	0.563
USP31	-1.3144
OR13C8	1.094
SDCBP	-0.2645
NUDT11	-3.208
PYGL	-2.468
SNPH	4.71016666666667
B3GNT4	0.591
MIZF	-0.4713
NUBPL	0.0695
NOD1	0.104666666666667
CDH22	0.039125
NUBP1	-0.187833333333333
DSCAM	-4.13925
DGKI	1.3555
FAM136A	-0.7565
AKAP1	1.4675
SLC16A6	-0.20525
RIN3	0.62125
PSG2	-0.19225
DIP2B	0.306666666666667
PSORS1C1	0.7426
KIAA0495	0.121
FLJ90709	-0.4485
LPA	-0.442166666666667
PIGA	-0.9935
LY75	1.6255
UTS2	-5.5705
RREB1	0.423
GALNACT-2	0.3064
MGC3196	0.00925
FLJ31568	0.9395
LPHN1	-0.136625
SP1	1.229375
TOX4	0.378166666666667
HSPA9	-0.0976
APOBEC1	-0.528
SLC35E4	-1.168
LSM5	-1.1555
SURF1	0.51425
ZBTB1	0.88425
GTF2F1	0.50525
RPS15A	-0.0480714285714286
DUSP21	-0.5936
GINS4	-3.05933333333333
MYO15A	-1.20566666666667
GIMAP7	4.286
MGC13379	0.33725
ATP6V1E2	-1.05083333333333
UTP3	-0.522
HNRPA3	-0.61575
MT4	0.3775
C14orf155	-0.251
U1SNRNPBP	0.421
CKLF	-0.813166666666667
PLEKHN1	-0.6125
MBNL1	-0.143833333333333
NUP160	-1.22925
ACSM2A	-1.638
LOC129881	0.4465
KIAA1529	0.4705
FLJ22639	-1.78375
HAND1	-0.9005
GSX1	0.238
FGA	-4.6726875
SERPINB1	-0.02975
ZNF642	0.1725
IGFBP1	-8.376
SLC1A1	4.6755
DHX57	-0.119
ZNF766	0.897
PTPN21	-0.0523
GDPD3	-3.07716666666667
PNPLA5	0.4405
TBR1	-0.0803333333333333
FAM116A	-0.497
IQGAP1	0.608875
FOS	1.68525
ZNF226	0.166375
FIGNL1	-1.30033333333333
C14orf1	0.154333333333333
ZMYND17	-0.576
PUS7	-0.792666666666667
TUBB6	-1.16025
KCNQ2	-1.35225
MARCH6	0.141583333333333
CCDC33	0.7795
PRODH	0.9655
RBM11	-1.69575
EPHA6	0.37575
SLC43A1	-1.3455
LOC196541	0.356285714285714
NTN1	1.176
ING4	0.82875
PCDHB10	-1.06
DPH2	-0.941833333333333
SPACA4	0.05975
FBXL21	-3.5585
DIAPH1	-0.3195
ZNF71	0.756333333333333
CEP76	-0.4
CORO1A	0.1625
RRM2	-2.06925
EDG4	0.7825
OS9	1.03533333333333
SLC4A1AP	-0.04075
COG5	-0.32125
COPS8	-0.4045
NGLY1	-0.54075
NCBP2	-0.131
C17orf42	-0.724833333333333
GPSM3	0.9245
SIL1	1.746
ASB6	-0.09875
SMAD5OS	0.982166666666667
UNC93A	-3.030125
A1BG	0.4015
C21orf62	-0.1445
FMO5	-0.586666666666667
ATRIP	0.736833333333333
CEBPG	-0.205333333333333
C7orf38	-0.263333333333333
TNFRSF1B	1.76166666666667
CLEC1A	1.4945
IQSEC1	-0.717125
PATZ1	1.7691
RBM22	1.345875
BAG2	-1.77366666666667
PAQR5	-2.62283333333333
C9orf127	1.0302
THNSL1	-0.70575
SHROOM3	3.0864
JAM2	0.60125
SNRPN	-1.77575
ALX4	0.1355
CACNA1S	0.281
FAM130A1	1.4955
CORIN	3.0815
CD300LB	0.8945
PLEKHG6	0.624
LRRC40	-0.99325
PCLKC	-1.22675
PCDHB16	-1.644
WNT2B	0.3455
ASNS	-2.605
MRPL49	-0.00612500000000001
FLJ46111	-0.22375
ISG20	0.2015
SMU1	-0.384166666666667
CASZ1	0.9705
POLR1D	1.01683333333333
GIN1	-0.49525
SNAG1	0.285
ANKRD29	-2.3745
CDKN2AIP	-0.08525
KRR1	-0.089
CXCL1	-5.27366666666667
EPM2A	-0.2145
PC	-0.674666666666667
DEFB127	-0.127
PDZRN4	1.4315
FAH	-0.107375
OR51E1	1.5955
CDC2L6	-0.346333333333333
DNTTIP1	-0.60325
PAX8	-1.1355
TMEM116	-0.0795
C1orf150	0.3535
PRO2012	0.10225
MRPL40	0.388166666666667
BEX1	-4.7355
SLC2A4	-1.243
PKMYT1	-1.626
FEZF2	-0.419666666666667
SLC26A9	-1.73675
MAP2	-0.420181818181818
LYL1	-1.11425
SLC25A19	-0.645
NOS3	0.0505
ZNF34	0.667666666666667
TMPRSS11F	-0.547
FAM43A	0.059
FCRL4	0.4685
KLF14	0.35875
FLRT2	-0.558
WRN	-1.23225
SDF2	0.6254
KRT8P12	-0.1855
C6orf195	-0.0145
C9orf125	-2.74216666666667
DZIP3	-1.0485
RIT1	-0.733083333333333
SCML1	-0.592166666666667
RHBDF2	-0.331875
OR2G3	1.313
REXO1L1	-0.556
MAP3K7IP3	0.051375
C3orf57	-6.68625
FBXW11	-0.290666666666667
ETAA1	0.12
C14orf131	-0.000600000000000004
AKT1S1	0.483
SLC12A5	-0.51375
C9orf164	1.366
NRIP3	0.5925
NOS1AP	-2.36875
TMEM121	0.8325
SAP30BP	-0.629
DGCR6	1.11775
WDR76	-1.44475
FAM82B	-0.687916666666667
LOC606495	-0.0415
MAP9	-0.888583333333333
BCDIN3D	0.31625
CXorf36	2.95983333333333
DSCR3	-0.7697
ZFAND3	0.5585
C7orf43	0.657833333333333
SPSB3	-0.0812
C19orf19	0.65675
FAM133A	-3.076
C12orf25	-0.305
SLC39A3	-0.13575
DISP2	-2.1655
PI4KAP2	-1.689
MKRN3	-2.60566666666667
ADAMTS13	0.101375
CBLN3	0.6213
TTYH1	-1.75
C3orf18	0.90975
FLJ13236	-1.21875
ZMYND12	3.09225
C18orf25	0.205625
GLB1L3	-0.6435
ATP13A5	2.414
RANBP10	-0.419
CD96	0.1095
DENND1C	0.37225
RBMS3	0.006
SLC41A3	-0.1055
DGCR6L	1.00225
TMEM128	-0.7365
CSNK1G3	-0.398785714285714
MOBKL2C	0.844875
TSPAN6	-2.469375
MATN2	-0.6095
MSL2L1	0.723666666666667
ST6GALNAC2	-1.257
FGFBP2	0.287
FGL1	-6.809
MPP3	-0.585333333333333
ARHGEF6	3.0475
TGFBR2	-0.00575000000000001
ACMSD	5.84725
IL33	2.155
C9orf5	0.119083333333333
DEAF1	0.7616
AMN	1.136
DEFA6	0.1645
RNF212	0.18975
METT5D1	-0.496833333333333
CIB1	0.8411
TSSK1B	0.35325
KIAA1727	1.3395
ZNF680	0.727583333333333
LOC399900	-0.56
LOC152217	-0.614
CTNNAL1	-2.8205
CIT	-2.37391666666667
TLE6	-0.9075
ZNF607	-1.1085
HERC4	-0.9305
DRAP1	0.1165
PEMT	-0.54425
C10orf111	-0.1455
ZNF575	0.69225
KCTD7	-0.568
MYO1F	1.103125
LOC285382	-0.83175
RAB11A	0.993
PLCD3	-0.8515
C15orf28	0.17125
PTBP2	-1.47625
CTB-1048E9.5	0.561
C19orf60	-0.489833333333333
C7orf25	0.075
SETD7	0.85375
HOXB9	-5.0635
VANGL1	-0.4299375
CHAF1B	-2.04375
NDUFA3	0.428
KIAA1328	-0.579666666666667
SHARPIN	0.737625
TTC23	-0.819625
UGP2	0.18125
ANKIB1	0.271
CIRBP	0.906285714285714
SEC14L4	-3.3375
OVCH1	-0.032
VPS52	0.85725
FAT	-1.303125
M6PRBP1	0.16675
GPRIN3	0.9475
PPM1F	-0.286333333333333
TSR1	-0.97175
CCDC85A	1.80125
PCSK5	1.341
ZFHX3	0.204
HEMK1	0.0737
PGBD2	0.117
RSRC2	-0.138666666666667
AURKC	-1.22683333333333
SCRIB	-0.132875
ORM2	-4.22883333333333
FAM115A	0.5394
FZD6	-1.322375
UNC119	0.450166666666667
GPX3	-0.1627
NOV	-0.9675
CABC1	0.097125
CDC42SE2	-0.463
EIF2S2	-0.6486
RNF130	0.849625
CKAP5	-0.223166666666667
RP11-413M3.2	0.513
C10orf18	0.8767
TMEM93	-0.96775
DYX1C1	0.54025
KCNMB2	-2.842875
ANK3	-1.73925
KRT5	-1.6564
CDH12	-1.202125
QRSL1	-0.230625
JUB	-1.2885
SHC4	-3.0605
CCL15	1.753
CCDC22	-0.145
SNX24	0.10725
RARS	-0.44675
MORC2	0.216125
FAM48A	-0.3065
MT1H	-2.273
PPP1R14C	-3.492
FOXD1	-2.4155
C1orf213	-2.21375
AMT	-1.7694
DSN1	-1.39225
PTPLAD2	2.887
DIS3L	0.33025
RASL11A	-1.04525
GPRC5B	-0.819125
FRMD7	-0.0165
STRN4	0.41575
KITLG	-0.443045454545455
HDGF	-0.14625
OR1S1	0.465
SETX	0.1701
DDR2	-0.084125
KCTD12	1.709
LYZL2	-0.298
WDR52	0.7215
TMEM2	-0.3555
ZNF579	0.818833333333333
LOC200810	-0.60825
TNFSF9	-1.639
PPFIA4	-3.48825
CNIH3	-0.2825
MAP4K4	-1.00178571428571
ROD1	-0.112071428571429
ALS2CR12	0.0558333333333333
DOCK3	-0.680666666666667
PAQR9	-5.622
ASB17	1.39316666666667
STX16	-1.574875
FEZ2	-0.583166666666667
DLAT	-0.324166666666667
KIF21B	-0.810166666666667
CDC5L	-0.73275
TMEM119	1.72833333333333
CRIP3	-1.283
TPSD1	0.410833333333333
TEPP	0.465
GNGT2	1.569
C21orf121	1.12075
WNK1	0.311083333333333
FLJ10490	0.3627
OR51B5	-2.4865
LOC203547	-1.1795
HAS1	0.544
PPA1	0.706166666666667
ST7	1.23625
C11orf46	0.2909
POPDC3	-3.93833333333333
ACOX2	0.307166666666667
ATCAY	-0.1425
TM4SF19	0.53425
MFSD9	-0.472833333333333
PDHB	-0.761
ERN1	1.03675
LCE3C	0.665
GPR111	0.4775
NOTCH3	2.07
ADAMTS5	0.9345
B3GALT1	-1.217
UGCGL1	-0.2755
FAM58A	0.1965
FBXO32	3.24
CLPP	-0.21375
NXPH1	-2.02966666666667
MTMR3	1.04266666666667
ATP1B3	-1.299875
TMEM16A	3.116125
HIST1H3F	-0.159833333333333
TRIM25	0.3245
SDCBP2	2.711
CRKL	-1.06675
HOXB2	0.678666666666667
ANP32B	-0.234375
GATM	2.718
AP4E1	-0.872375
EDG5	0.4245
CDKN3	-2.30183333333333
CDH4	-2.31525
PGD	-0.597666666666667
RND1	1.7025
GAD1	-2.6638
MPG	0.40725
LOC440350	0.335
ZNF133	-0.191
SERPINB12	0.00749999999999998
AMELY	0.1512
DHX36	-0.7125
TNFAIP8L2	3.09316666666667
PHTF2	-0.126111111111111
CCDC112	-0.8745
IQCC	-0.773
HEYL	2.629
FTSJ2	-0.7175
APPL1	0.68825
RAB43	0.252571428571429
OR10G2	0.2595
WAC	0.266
ADCY9	-0.418625
RUNDC2B	0.0893333333333333
PYCRL	0.6241
AGPAT7	-0.4885
SLC22A9	-1.73983333333333
CDKAL1	-0.738
PDYN	-0.135
C20orf74	-0.52275
MTMR11	-0.3185
VAV3	2.5645
DAPL1	-2.103
STXBP3	-0.166
EIF3G	0.06675
ARHGAP22	-0.71375
NPFFR1	0.5835
NPC1	-0.292666666666667
ALDH9A1	0.826166666666667
ZNF600	0.367375
ZNF678	0.261833333333333
RASSF1	0.276583333333333
ADD2	-3.19985714285714
PITPNB	0.10425
PKD2L2	-0.5235
LRP11	-0.49875
CDKL1	-0.17
SMEK2	0.26475
PRODH2	-3.44433333333333
C11orf54	-0.182333333333333
SFRS11	-0.54
IL7	0.717
ALS2CR16	0.0535
BTG3	-1.9115
PAK2	-0.448444444444445
RP11-679B17.1	-0.404
GATA4	-1.91566666666667
ATP2B1	-0.8265
LOC130940	0.865
C1orf172	1.953
ATF7IP2	-2.52325
SLC25A43	0.133833333333333
CENTG3	0.36675
IGF2BP1	-3.9962
FCHSD1	0.4395
CAMK2N2	1.191
ELAVL3	-0.00200000000000007
NBPF15	-0.3565
UBE2J2	0.350416666666667
GNL2	-1.07875
PRR3	-0.0695
NLF2	1.458
OR4F6	-0.7455
KLHL24	0.2795
CCDC88A	-1.6088
SGPP1	-1.55416666666667
C10orf11	-0.00916666666666667
SLC35B4	-0.968833333333333
UGT3A2	-0.974
ARNT2	3.2246
CBR1	-1.009
ITPR3	-0.979666666666667
TRAPPC6B	-0.6103
AMZ1	0.065
ARP11	0.03775
WDSUB1	-0.353
APBA1	0.232
RAB2A	0.0069
C6orf162	-0.12625
HPSE2	0.523
PLCE1	-1.29325
INSL3	0.729
DLG1	-0.6179
PTPLA	-4.311
PIGX	0.532375
TFIP11	0.748833333333333
FIBIN	2.712
POLR2G	-0.47375
GRAP2	-1.0788
DNAJB8	-0.1665
CNBP	0.201666666666667
WASF1	-0.47525
INPP5E	-0.5224
HSPB1	0.5815625
TMEM167	-0.5263
CUBN	0.144
IGF1	2.9685625
ITPK1	0.802
NAALAD2	-1.2265
G3BP1	-0.274
NT5DC1	0.29875
CYP39A1	-2.588
TMEM139	-1.75375
POLK	0.1868
GLULD1	-1.40125
RBM15	-0.2365
AMZ2	0.111
GDF15	-2.40333333333333
MESDC2	0.33
INCA	0.726
ACY1L2	-0.1985
GZMM	0.596166666666667
PAIP1	-0.0005
CACNA2D1	-0.2175
STK32C	0.5175
SH3BP4	1.31533333333333
DEC1	-0.3045
PADI1	0.449
UBB	-0.4398
PON3	-3.07933333333333
PROP1	0.5505
ANKRD13B	-0.772
ADCK1	-0.15425
TCF25	-0.253583333333333
SLC38A5	-2.82525
CXorf26	0.297166666666667
C19orf39	0.40125
PPP1R13B	1.409
ARL2	-0.689
TCL6	0.481666666666667
TOP3A	-0.7375
SLC16A14	-0.17275
FXYD6	0.19
HIST1H4E	-2.268
BBC3	0.404315789473684
UNC5A	0.4615
FAM86C	-0.3278
PI4KB	0.31575
B3GAT1	-3.1265
SUSD2	2.31016666666667
OAZ2	0.2005
NOC4L	0.04775
C10orf12	-0.61625
FADS1	-2.67666666666667
LOC144097	-0.0105
DKK2	1.89366666666667
KIAA1949	0.16575
RHOT1	-0.00120000000000001
OXT	1.44633333333333
GPR153	1.06425
ARL4A	-1.8265
SAAL1	-1.66775
CCDC64	-0.5235
USE1	-0.0313333333333333
HNMT	1.0635
PCGF3	0.716625
CYP2C19	0.57275
C20orf4	0.4645
CCDC11	0.73275
ACSBG2	-0.1825
RWDD2A	0.93825
PALLD	2.481625
CPLX4	0.6485
LOC492311	0.278
KPNA2	-2.53133333333333
MACROD1	-0.2879
TMCO3	-0.312833333333333
C15orf52	-1.4735
BIRC5	-1.8804
PRR16	-0.9315
FAM63B	-0.151875
KATNB1	-1.04583333333333
WNT8B	0.6075
CPLX3	0.671
GHR	1.318875
