Hybridization REF	TCGA-A2-A0EX-01A-21R-A034-07
ZNF230	0.2375
MSN	-0.737142857142857
SLC9A5	-2.219
EPDR1	-1.6222
MUSK	0.468833333333333
ZNF434	0.167833333333333
SMARCD1	-0.752833333333333
ZFP106	0.094
ZNF347	0.2613
GTF2E1	0.30725
RY1	-0.247166666666667
ATAD2B	0.303625
ARHGAP17	-0.4142
KCNIP3	-1.07225
SFPQ	-0.0631249999999999
GFRA4	-0.159
AKR1B10	-3.34825
TIGD6	0.7785
RGS16	2.014625
URB1	-0.558333333333333
OR4C46	0.0676
TOP3B	-1.14225
NFATC4	0.7165
CA14	-4.35275
BMPR1A	-0.203833333333333
SNRP70	-1.5045
PRL	0.12
C6orf130	-0.517
STAG2	0.20725
CD55	-1.45614285714286
RPS23	1.69766666666667
SSX2	-2.3885
FDPSL2A	-1.01575
FBXO27	1.073125
SYNGR3	-1.47166666666667
TMSL3	2.184
EML1	-1.5615
NUP93	-1.60933333333333
SMAD3	-0.4925
KIAA1189	1.20033333333333
HNRPUL2	0.1025
TBC1D12	0.5695
C16orf24	0.84275
MRVI1	2.79766666666667
ZNF581	0.810333333333333
ELOVL3	-0.348
OR51Q1	-0.1035
CACNB3	0.38
GALNT13	-0.6025
C10orf84	1.6484375
NEDD4	-0.5405
SPO11	-0.981
OR5AU1	-0.402
NEK4	0.5605
PRKAR2A	-0.436833333333333
IHPK1	-0.0835
ATP6V0B	0.17025
CACNA1E	0.957
CEACAM8	-0.2805
PEX14	-0.4655
FLJ12993	3.3255
ZBTB38	0.191666666666667
PCTK2	0.562
LRRC16	1.0128
FBLIM1	0.892666666666667
FYCO1	1.035
RP5-1022P6.2	-0.6045
CMTM1	0.0481666666666667
PLTP	-0.152166666666667
RAPH1	0.73825
DOCK8	0.039
EZH2	-2.227
SLC25A1	-0.707333333333333
PLEKHB1	-1.0941
GRB7	1.1698
ZFP37	0.0055
MRPL33	-0.22
PELO	-0.3365
ARMC1	0.505545454545455
C9orf27	0.334375
FLJ25778	0.3885
C9orf37	-1.68316666666667
TMEM66	0.64775
SPRN	0.162
HBEGF	-0.416625
PI4KA	-1.1645
LEPRE1	-0.32575
POU2AF1	-0.9775
MRPL12	-0.383666666666667
REP15	-0.6245
ZC3H3	0.2675
RASAL1	-1.7285
DDAH1	1.877875
ACBD5	0.124375
TMC2	-0.8085
CCDC137	-1.04875
SAMD13	-0.0295
UGT2B15	-3.32566666666667
TIPARP	-0.15225
DNASE1L3	2.14575
TRIM72	-0.0905
DBX2	1.04125
IPO8	0.5045
C21orf88	-1.2719
MAP3K14	0.07
LOC51233	0.240333333333333
GGTLA4	-0.2495
PDE6D	-0.133
ZNF117	-0.73625
CLK2	-1.416
NKRF	-0.6995
TNFSF15	0.7697
DUSP2	-0.29
SECISBP2	-0.1704
GABRR2	-0.077
PPAP2C	1.70525
LOC51145	-0.324166666666667
PAG1	0.4385
PIK3C3	-0.29675
GNG10	0.3325
APOL4	0.225
ANKRD28	-0.554625
STMN3	-0.2285
RAB14	0.5579
CDK2AP2	-0.686
HDDC3	-0.0682857142857143
COMMD7	0.2465
CXXC1	-0.5805
HMCN1	0.400666666666667
CD40	0.7485
DYNC1LI2	-0.5845625
GDI1	-0.213
LOC646938	0.2565
VSNL1	0.243333333333333
PIH1D1	0.249833333333333
RAET1G	-0.6385
KRTAP5-9	-0.0625
EFTUD2	-0.74675
ZNF311	-0.984
ATP6V1G3	0.37025
OR2W3	-0.71025
SCN4A	-0.20725
MED10	-0.21
FAM135A	-0.5157
ARHGAP4	-1.79025
EHMT2	-0.96625
UFD1L	-0.1895
ERMP1	0.216
MAG1	-1.50033333333333
THAP8	0.1495
HACE1	-1.10183333333333
FAM82C	0.230333333333333
C3orf20	-0.382
UNC84A	-1.01833333333333
SCD5	0.457785714285714
LASS6	1.64475
LSG1	-0.0961666666666667
MAL	-4.4615
GPR22	-0.4245
WDR5B	0.98325
ACTRT1	1.131
C17orf60	-0.0181666666666667
GRIN2C	0.2119
ARMC8	-0.708833333333333
SLC47A1	-2.59033333333333
DMPK	0.32325
DHRS13	-1.294
SMC1A	-1.13216666666667
KRTAP17-1	0.39925
SMYD5	-0.9155
TUSC2	0.480625
CRHR2	0.4215
KIR3DL2	0.0565
CCDC104	0.54
ATP2C1	0.32425
CROT	1.14975
PABPC3	0.5635
EGR1	0.8165
THSD1	0.91475
KHK	-1.29875
SLC12A2	1.0098
CD58	-1.3385
STOX2	-0.198333333333333
CCDC76	-0.2862
CCDC48	4.95575
DNAH1	-0.5648
ZIC4	-0.205875
OR1G1	0.9205
PSMC6	-0.877833333333333
PROKR1	0.525
ABCB1	0.92125
TRAT1	-1.09225
LLGL1	-0.5885
MTF1	1.38325
USP54	0.2935
PAGE2B	-3.119
ITGB7	-3.81825
CCDC81	-0.7785
LOC149837	0.0835
SCUBE1	0.7155
ZSCAN10	0.7245
HUWE1	0.013
CDH17	1.267
CD180	-0.543
IL17A	0.5125
TMPO	-1.954375
KIAA1524	-2.3618
HDGFRP3	0.1755
OXCT1	-0.745454545454545
RRAS2	-1.12166666666667
LTBP2	2.812875
SV2B	2.05683333333333
CYP2A6	0.40975
PKD1L2	-1.14183333333333
PPM1M	0.65125
FLJ22662	1.45366666666667
ZNF502	0.76325
GP6	-0.88575
CRYBA2	-1.3835
LEF1	-1.1572
CTPS	-1.91714285714286
EYA1	-2.29
EPS8L1	1.28875
MAPK14	-0.46375
SERPINB2	-4.145625
GTF2F2	0.162666666666667
ZNHIT4	-0.0235
PLA1A	0.564625
C20orf114	4.68875
HPR	-3.6505
C18orf2	-2.5738
SATB2	-1.342
KCNJ9	0.476
MGC157906	0.743
MOCS3	-0.28
C17orf71	-0.437166666666667
PPHLN1	-0.4232
HIST1H2BN	-1.779375
RAPGEF1	-0.30675
MAP3K8	-0.7075
DLG4	0.190666666666667
STC1	-1.4045
CDGAP	1.24725
DDX26B	-1.33375
LOC150223	-1.79675
CPSF3	-0.855666666666667
TMEM14A	0.037
MYH3	-2.581
GPKOW	-0.31425
SULT1A1	-0.857166666666667
SPON1	4.7867
YY1AP1	-0.537
RAB23	0.43525
PLA2G4A	-3.47275
MAPRE3	0.35325
ZNF516	1.27278571428571
GGPS1	0.4355
EXOC3L2	-0.809875
C19orf42	0.4393
MAP2K2	0.0498333333333333
HIST1H2BB	-1.58575
RNF19B	0.740166666666667
C6orf128	-0.1698
TLR8	2.18925
PCDHA9	-0.335
CARS2	0.39975
CLUL1	2.86783333333333
RHAG	-3.819
UNK	-0.024
EXOC8	0.6714
C9orf95	1.22775
C14orf143	0.528666666666667
MAML3	0.140625
LDHA	-2.4445
MRPL20	0.227875
KLHDC6	0.467
ATP5S	0.310833333333333
C8orf55	-0.28975
PHF19	-2.390625
KRTAP13-4	0.437
TTC5	-0.133
XKR5	-0.41725
SILV	-4.72783333333333
TEX28	-1.4175
TCTN1	0.824
CX40.1	-0.5035
PPP2R5C	-0.118875
C12orf30	-2.08033333333333
CAPG	1.31775
MPZL1	0.53375
ARSB	-2.26916666666667
TDH	-1.4675
WASF4	1.54775
TSSK3	-0.193
7A5	2.9905
CRISPLD1	2.457875
MAD1L1	-0.388666666666667
SPIN4	-0.522333333333333
AMPD1	1.73475
DPYSL5	0.0555
INPP1	-0.424666666666667
ANKRD11	-1.27838888888889
NPAS4	-0.343571428571429
GCET2	-0.0206666666666667
RNASE9	0.186
GUCY2D	0.494833333333333
CCDC98	0.707
FGF4	-0.775125
CPM	-2.02833333333333
SLC26A4	-1.33266666666667
PLD5	0.57225
FAM59A	1.6475
FBXO5	-2.654
SIPA1L1	-0.066375
DPYS	1.0845
ATG4D	-0.488
TGM3	-0.2315
MTCH1	-0.69725
HK1	0.249923076923077
CDC26	0.152375
GALNT12	-2.87083333333333
LOC339229	0.322
MRPL35	-0.174
ORC4L	-0.12275
TNKS	-0.867071428571428
C2orf24	0.501
ZNF553	0.359666666666667
GGTLA1	3.0075
ZNF497	1.368
CDY1B	0.281333333333333
SLC30A4	0.0893750000000001
TUB	-1.080625
ARHGEF18	0.13925
ARRB1	0.567
KCNK1	2.642875
EREG	-2.3329
SCAMP5	-0.28725
RUNDC3B	3.146
ADAMTS20	-1.11575
IL17RB	-1.04
FLJ20323	-0.793
MCAM	0.02725
POLR3E	-2.37791666666667
AQR	0.356666666666667
IPMK	0.671
CDCA7	-4.615125
CAMP	0.7385
GRHL3	0.3905
ADAMTSL2	1.67
CLMN	2.18416666666667
SSTR3	0.2655
MAGEA5	-1.92666666666667
OVOL2	4.32325
JMJD1B	0.42025
RBL2	-0.333
PYGO2	0.82675
PPP1R10	0.00183333333333335
CSE1L	-1.65383333333333
LCA5	1.62525
RDH16	0.29525
ASRGL1	-0.607625
TOM1	-0.266166666666667
PTX3	-4.961
TTC15	0.3975
SCGB3A1	0.604833333333333
MRPL50	-1.1325
RCAN3	0.968625
SLC26A11	0.4725
STYX	0.217333333333333
CINP	-0.321
MARCH7	0.3485
PFKM	-0.9415
SGMS1	0.870666666666667
RIOK3	-0.5291
C1orf110	-0.919
CES7	-0.226625
LOC440248	-3.49325
PPP1R12C	-0.354
C10orf27	-0.501
ATG9A	-0.654
MRPS26	0.752
TMEM40	1.52025
ELP3	1.4746
ZNF787	0.5378
HIAT1	0.73875
C8orf34	2.10766666666667
MGC4655	0.0359
PELI1	-0.0603333333333333
PPT1	0.9741
SLC35C2	-0.550333333333333
C6orf125	-0.33975
MUC4	-1.59416666666667
RFC4	-2.54085714285714
GNB2	0.162
NUP50	0.232714285714286
SULT4A1	-1.2926
C7	4.467
CCDC130	-0.312666666666667
ARRDC4	0.1725
RQCD1	-0.81225
GLYCTK	-1.03575
AYTL2	-0.427454545454545
MTUS1	0.832
LEMD3	0.231333333333333
PLEKHF2	2.404
HOXA7	0.682125
GTF3C2	-1.559
DYNLRB2	3.79
CNOT10	-0.649
MR1	-0.312
FFAR1	-0.16275
PRIC285	-0.12075
SLITRK6	4.70375
LIX1	-1.77888888888889
UBE1L2	-1.32741666666667
F8	0.785
ACHE	0.430833333333333
KPNA5	-0.348
TNFRSF12A	-2.21283333333333
EGR3	1.0495
SERPIND1	-3.20366666666667
OASL	0.367
IFRD1	-2.636125
WDFY1	-0.0301666666666667
ZNF267	0.116875
ACCN5	0.544
ZBTB6	-0.226
PPP1R3A	-0.29
PRRT3	1.65175
FBXL19	-0.3155
TXNIP	1.02414285714286
ACTN2	-0.72375
ATG9B	-0.6945
C9orf117	0.88775
IL27	1.2345
RPL36AL	0.348666666666667
KLK15	-0.1975
CHAD	1.632
RAP2B	0.0178
HEBP2	2.0415
ZNF342	1.111
CAMK2G	-0.403666666666667
TLR3	1.6595
FGF14	0.468
HMGB2	-1.974375
TRPM5	-0.00583333333333334
OR5M11	0.279
KIF3B	0.258631578947369
PRICKLE2	1.18025
MTMR9	-0.140875
C3orf27	-0.0805
GLRA3	3.0855
NSDHL	-0.0411666666666667
TMEM32	0.01925
POLR2D	-1.101
MYADML	0.118
C9orf114	-0.249
MRGPRX1	0.6975
TOPORS	0.92275
CLDN19	-1.57
C1QL4	-0.5905
RNF165	-1.309
DHRS9	-0.37025
DNAH2	-0.889833333333333
FXR1	-0.642
ZMYM3	-1.294375
CASP3	-0.0841666666666667
FAM120C	-0.3965
SCLY	-0.96975
CA7	-0.4475
ENTPD5	0.368833333333333
ZNF461	0.145
PDIA5	-0.539
C1orf19	-1.26766666666667
TMEM67	1.271
KCTD20	-1.05475
WDR47	0.5075
FLJ38723	1.1345
KLRF1	0.545166666666667
TAS2R16	0.5825
CLDN12	0.4355
PRKCE	-0.57625
UBXD4	-1.23275
ITGAM	2.4975
GLT8D3	-0.309625
WDR31	0.8977
RGS2	2.38825
OR51L1	0.44
MST1R	-1.65775
KIAA1737	1.57325
OR4A5	null
GLIS1	-0.234166666666667
PTMA	0.272571428571429
NAPA	0.5915
PRDM11	-0.0655
LIPF	0.0135
DIRAS3	1.817
ASGR2	-4.138375
C1QTNF4	2.648
PIK3R4	-0.164333333333333
ARMC3	3.41075
NDUFV3	-0.71525
BTBD3	-1.0515
PPP1R2	0.329916666666667
UBE2NL	0.02375
FOSL2	0.853785714285714
FAM119A	-1.25883333333333
TUBA4A	-0.9029
KRTAP12-1	-0.354
SFRS2	-1.53625
RHPN1	-0.4323
EEF2	-0.121666666666667
ZDHHC11	-1.4875
EPHA3	-0.329
RBM12	-0.04625
H2AFJ	0.399333333333333
EDIL3	4.182
KIF26A	-1.288
SERGEF	0.897
B3GALT4	2.03125
LOC90925	0.6134
OSCAR	0.248125
NPFF	-0.917875
DEDD	0.279875
TMEM155	-0.966375
PTPN1	0.0635
SCYL2	0.302333333333333
SKAP1	2.3625
LEAP2	-3.00883333333333
GADD45G	2.689
IFITM3	0.737571428571429
PILRB	-2.57566666666667
SLU7	0.0928125
DSC3	1.801
DNMT3L	-1.134
PAPD5	0.198125
B3GNT3	-1.43616666666667
LHCGR	0.4355
MSL-1	-0.4725
UBE2S	-1.93425
SAP130	-0.88125
ANAPC11	0.0425
MAGED4B	-1.6495
ATP6V1B2	0.107666666666667
C14orf179	1.17025
CAPZA1	-0.00774999999999999
CDYL2	0.265833333333333
GLRX3	-1.154
LOC136288	-0.35175
MOBKL1A	-0.76725
HTR2B	4.74875
CRYGD	-0.3078
NUS1	-0.378
PGRMC1	0.4505
MYOM2	-1.15075
FLJ39653	-2.11566666666667
CHM	-0.3265
OR5M8	1.1695
ZNF619	0.1705
FAM105A	2.26225
CCNL1	-2.010125
NAP1L3	1.2395
C10orf57	1.93783333333333
B3GALNT1	0.736166666666667
CSN1S2A	0.712
TCP10L	0.3955
GDAP2	0.317875
DMKN	0.285
COX6B1	0.40025
DNASE2	0.443666666666667
MSH5	-2.3965
LGMN	-0.3565
USP31	-0.2312
OR13C8	0.3935
SDCBP	-0.1415
NUDT11	-1.16416666666667
PYGL	-2.0445
SNPH	-0.576
B3GNT4	-0.94
MIZF	-0.9072
NUBPL	0.08375
NOD1	-0.236166666666667
CDH22	0.354875
NUBP1	-0.1435
DSCAM	-4.06625
DGKI	1.128
FAM136A	-0.954
AKAP1	-0.0256666666666667
SLC16A6	1.453
RIN3	-0.47575
PSG2	-0.88525
DIP2B	0.21475
PSORS1C1	-0.308444444444444
KIAA0495	-0.8205
FLJ90709	-0.4315
LPA	-0.135166666666667
PIGA	-0.187666666666667
LY75	1.65433333333333
UTS2	-5.59683333333333
RREB1	-0.151
GALNACT-2	0.0735
MGC3196	-0.1015
FLJ31568	-0.79025
LPHN1	-0.142125
SP1	0.631125
TOX4	0.529
HSPA9	0.187
APOBEC1	0.295
SLC35E4	-2.32975
LSM5	-0.943
SURF1	0.19375
ZBTB1	0.271333333333333
GTF2F1	-0.211
RPS15A	0.454357142857143
DUSP21	-0.772166666666667
GINS4	-3.2805
MYO15A	-0.777333333333333
GIMAP7	3.1965
MGC13379	0.6585
ATP6V1E2	-0.508
UTP3	-0.048
HNRPA3	-0.5050625
MT4	0.3635
C14orf155	0.9515
U1SNRNPBP	0.75275
CKLF	-0.7985
PLEKHN1	0.193666666666667
MBNL1	0.301833333333333
NUP160	-2.047
ACSM2A	-1.36133333333333
LOC129881	0.67275
KIAA1529	-0.9225
FLJ22639	-1.0765
HAND1	-0.754
GSX1	0.0995
FGA	-3.86907692307692
SERPINB1	-0.00124999999999999
ZNF642	0.253
IGFBP1	-7.97675
SLC1A1	3.00525
DHX57	-0.473875
ZNF766	1.0615
PTPN21	-0.2968
GDPD3	-1.732
PNPLA5	0.601
TBR1	0.5952
FAM116A	0.23975
IQGAP1	0.682
FOS	1.5585
ZNF226	0.7335
FIGNL1	-0.874166666666667
C14orf1	-0.00883333333333334
ZMYND17	0.2235
PUS7	-1.33266666666667
TUBB6	-1.590375
KCNQ2	-1.42
MARCH6	0.471166666666667
CCDC33	0.558
PRODH	-1.2825
RBM11	0.38
EPHA6	-0.5215
SLC43A1	0.40825
LOC196541	0.618285714285714
NTN1	1.30409090909091
ING4	0.935
PCDHB10	1.086
DPH2	-0.753666666666667
SPACA4	-0.24975
FBXL21	-6.2005
DIAPH1	-0.921666666666667
ZNF71	0.9995
CEP76	-0.996
CORO1A	-0.55425
RRM2	-3.617375
EDG4	0.76525
OS9	-0.122166666666667
SLC4A1AP	-0.49675
COG5	-0.567
COPS8	-0.461
NGLY1	-0.96775
NCBP2	0.376
C17orf42	-0.477
GPSM3	0.28325
SIL1	0.206166666666667
ASB6	-0.45375
SMAD5OS	-0.238166666666667
UNC93A	-3.00142857142857
A1BG	0.561833333333333
C21orf62	0.628
FMO5	-0.697333333333333
ATRIP	0.2855
CEBPG	-0.1615
C7orf38	0.259833333333333
TNFRSF1B	0.500666666666667
CLEC1A	1.63266666666667
IQSEC1	-0.231625
PATZ1	1.4515
RBM22	1.036625
BAG2	-2.237
PAQR5	-2.68416666666667
C9orf127	0.5728
THNSL1	0.13225
SHROOM3	2.9746
JAM2	2.52925
SNRPN	-2.486
ALX4	0.4605
CACNA1S	0.543
FAM130A1	0.56125
CORIN	4.3035
CD300LB	-0.107
PLEKHG6	0.8845
LRRC40	-0.3735
PCLKC	-0.868
PCDHB16	1.904
WNT2B	0.946833333333333
ASNS	-2.887
MRPL49	-0.462625
FLJ46111	-1.3655
ISG20	-0.37925
SMU1	0.0411666666666667
CASZ1	-0.318
POLR1D	-0.04625
GIN1	-0.66525
SNAG1	0.00833333333333332
ANKRD29	-0.35375
CDKN2AIP	-0.356
KRR1	0.05125
CXCL1	-3.4245
EPM2A	-0.1305
PC	-0.377666666666667
DEFB127	0.299
PDZRN4	2.77816666666667
FAH	0.97125
OR51E1	1.4365
CDC2L6	0.352666666666667
DNTTIP1	-1.00025
PAX8	-0.7025
TMEM116	0.38
C1orf150	0.1845
PRO2012	-0.02525
MRPL40	-0.214
BEX1	-2.61977777777778
SLC2A4	-0.726833333333333
PKMYT1	-2.18625
FEZF2	0.38
SLC26A9	-2.37775
MAP2	-0.182583333333333
LYL1	-1.05
SLC25A19	-0.670833333333333
NOS3	-0.4575
ZNF34	0.435333333333333
TMPRSS11F	0.332333333333333
FAM43A	-0.2985
FCRL4	0.604
KLF14	0.19125
FLRT2	1.60266666666667
WRN	1.4705
SDF2	0.8176
KRT8P12	-0.9195
C6orf195	0.1895
C9orf125	-0.441833333333333
DZIP3	0.03325
RIT1	-0.115416666666667
SCML1	-2.637
RHBDF2	-0.244625
OR2G3	0.73
REXO1L1	-2.3405
MAP3K7IP3	-0.12375
C3orf57	-2.5
FBXW11	-0.710166666666667
ETAA1	-0.7685
C14orf131	-0.5565
AKT1S1	-0.35125
SLC12A5	-1.0225
C9orf164	0.8885
NRIP3	0.418
NOS1AP	-1.18125
TMEM121	0.57675
SAP30BP	-0.2691
DGCR6	0.62375
WDR76	-2.023
FAM82B	1.10483333333333
LOC606495	-0.4975
MAP9	2.38991666666667
BCDIN3D	1.054
CXorf36	3.2135
DSCR3	-0.4596
ZFAND3	-0.31925
C7orf43	-0.513833333333333
SPSB3	0.3651
C19orf19	0.541
FAM133A	-0.481875
C12orf25	0.163
SLC39A3	-0.4935
DISP2	-1.50325
PI4KAP2	-2.4625
MKRN3	-2.86416666666667
ADAMTS13	-1.242
CBLN3	0.4255
TTYH1	-1.09816666666667
C3orf18	0.60725
FLJ13236	-1.353
ZMYND12	3.08675
C18orf25	0.194375
GLB1L3	-0.9775
ATP13A5	0.4465
RANBP10	-0.21575
CD96	-0.6605
DENND1C	-0.2265
RBMS3	1.6678
SLC41A3	0.845333333333333
DGCR6L	0.565
TMEM128	0.975833333333333
CSNK1G3	1.02857142857143
MOBKL2C	0.845375
TSPAN6	-0.000499999999999997
MATN2	-0.4525
MSL2L1	0.121666666666667
ST6GALNAC2	-0.38
FGFBP2	-0.40525
FGL1	-6.05066666666667
MPP3	-1.72616666666667
ARHGEF6	1.862
TGFBR2	0.59425
ACMSD	-1.1135
IL33	4.3345
C9orf5	-0.09525
DEAF1	0.3555
AMN	0.717
DEFA6	-0.08775
RNF212	-1.02925
METT5D1	0.398333333333333
CIB1	0.6055
TSSK1B	-0.432
KIAA1727	0.66625
ZNF680	0.432166666666667
LOC399900	-2.593
LOC152217	0.342333333333333
CTNNAL1	-2.8835
CIT	-2.32541666666667
TLE6	0.837
ZNF607	-0.33
HERC4	-0.780666666666667
DRAP1	-0.4917
PEMT	-0.30475
C10orf111	-0.85
ZNF575	1.214375
KCTD7	-0.18375
MYO1F	0.195625
LOC285382	-1.42375
RAB11A	0.6452
PLCD3	-0.85175
C15orf28	-0.40525
PTBP2	-0.753
CTB-1048E9.5	0.014375
C19orf60	-0.1305
C7orf25	-0.371166666666667
SETD7	1.184125
HOXB9	-4.536
VANGL1	-0.414375
CHAF1B	-3.2985
NDUFA3	0.71975
KIAA1328	-0.0951666666666667
SHARPIN	-0.28025
TTC23	-0.080625
UGP2	0.0775
ANKIB1	0.3726
CIRBP	0.941285714285714
SEC14L4	-3.1125
OVCH1	-0.1804
VPS52	-0.36775
FAT	-0.6115
M6PRBP1	-0.3755
GPRIN3	-0.537
PPM1F	-0.477
TSR1	-0.75725
CCDC85A	1.1625
PCSK5	2.559
ZFHX3	0.151
HEMK1	-0.6188
PGBD2	0.369
RSRC2	-0.441833333333333
AURKC	-1.399
SCRIB	-0.475125
ORM2	-4.33033333333333
FAM115A	0.1817
FZD6	0.8795
UNC119	-0.2485
GPX3	-0.9001
NOV	2.074125
CABC1	0.311125
CDC42SE2	-0.1265
EIF2S2	-1.2016
RNF130	0.515375
CKAP5	-1.6005
RP11-413M3.2	0.83675
C10orf18	0.00799999999999996
TMEM93	-1.11075
DYX1C1	0.99325
KCNMB2	-1.2465
ANK3	1.40216666666667
KRT5	-0.1009
CDH12	-1.458
QRSL1	-0.322
JUB	-1.20125
SHC4	-1.9845
CCL15	2.06066666666667
CCDC22	0.1305
SNX24	-0.01875
RARS	-0.34825
MORC2	-0.060375
FAM48A	-0.72475
MT1H	-1.2565
PPP1R14C	-1.895
FOXD1	-1.78371428571429
C1orf213	-2.798
AMT	-2.5046
DSN1	-1.842
PTPLAD2	2.14475
DIS3L	-0.86275
RASL11A	1.8715
GPRC5B	0.046625
FRMD7	0.331
STRN4	0.42325
KITLG	1.54518181818182
HDGF	-0.2955
OR1S1	-0.802
SETX	-0.3526
DDR2	1.3425
KCTD12	2.461
LYZL2	-1.824
WDR52	0.0675
TMEM2	0.842375
ZNF579	0.303333333333333
LOC200810	-0.519
TNFSF9	-2.703
PPFIA4	-3.66975
CNIH3	0.881666666666667
MAP4K4	-0.924428571428571
ROD1	0.197071428571429
ALS2CR12	-0.0258
DOCK3	-0.7946
PAQR9	-3.388
ASB17	0.4234
STX16	-1.86425
FEZ2	-0.174333333333333
DLAT	-0.251
KIF21B	-1.51416666666667
CDC5L	-0.48825
TMEM119	1.68816666666667
CRIP3	-1.52325
TPSD1	0.201666666666667
TEPP	0.22525
GNGT2	0.32925
C21orf121	0.115
WNK1	-0.273
FLJ10490	0.908
OR51B5	-1.541
LOC203547	-0.66375
HAS1	-1.31
PPA1	-0.461666666666667
ST7	-0.5175
C11orf46	0.5784
POPDC3	-4.4026
ACOX2	0.9735
ATCAY	-0.222916666666667
TM4SF19	-1.7215
MFSD9	-0.5365
PDHB	-0.12725
ERN1	-1.168
LCE3C	0.4225
GPR111	0.242
NOTCH3	2.28866666666667
ADAMTS5	4.2765
B3GALT1	-2.19133333333333
UGCGL1	-0.8395
FAM58A	0.579166666666667
FBXO32	2.46125
CLPP	-0.05275
NXPH1	4.4995
MTMR3	1.00833333333333
ATP1B3	-1.124
TMEM16A	3.92
HIST1H3F	-1.41033333333333
TRIM25	-0.3915
SDCBP2	0.2395
CRKL	-0.885875
HOXB2	-0.346333333333333
ANP32B	-0.386625
GATM	1.979
AP4E1	-0.126571428571429
EDG5	0.369125
CDKN3	-3.225
CDH4	-3.6
PGD	-1.09266666666667
RND1	0.605
GAD1	-1.1207
MPG	0.06975
LOC440350	-0.979
ZNF133	-0.122
SERPINB12	0.149
AMELY	0.2656
DHX36	-1.05875
TNFAIP8L2	2.75783333333333
PHTF2	-0.769444444444444
CCDC112	-0.682166666666667
IQCC	-0.501
HEYL	3.09383333333333
FTSJ2	-0.341666666666667
APPL1	1.411
RAB43	-0.0812857142857143
OR10G2	0.8505
WAC	0.240833333333333
ADCY9	-0.63525
RUNDC2B	-0.214
PYCRL	0.1155
AGPAT7	-0.551666666666667
SLC22A9	-1.4818
CDKAL1	-0.8035
PDYN	-0.8482
C20orf74	1.10025
MTMR11	0.7765
VAV3	4.81041666666667
DAPL1	0.9015
STXBP3	0.48875
EIF3G	0.14875
ARHGAP22	-0.4515
NPFFR1	0.479
NPC1	-0.929666666666667
ALDH9A1	1.15816666666667
ZNF600	0.169
ZNF678	-0.370166666666667
RASSF1	-0.0220833333333333
ADD2	-2.925625
PITPNB	-0.121375
PKD2L2	0.3695
LRP11	-0.426
CDKL1	0.765
SMEK2	0.01825
PRODH2	-2.938
C11orf54	0.6175
SFRS11	-0.475
IL7	2.37166666666667
ALS2CR16	1.437
BTG3	-1.129
PAK2	0.490277777777778
RP11-679B17.1	-0.119
GATA4	-1.60866666666667
ATP2B1	0.0015
LOC130940	0.4565
C1orf172	2.82466666666667
ATF7IP2	-1.445
SLC25A43	-0.271333333333333
CENTG3	-0.1515
IGF2BP1	-4.0121
FCHSD1	0.494
CAMK2N2	0.4485
ELAVL3	-0.189
NBPF15	-0.861833333333333
UBE2J2	0.0964166666666667
GNL2	-0.90675
PRR3	-0.4383
NLF2	1.17625
OR4F6	-0.2665
KLHL24	1.62433333333333
CCDC88A	-1.9146
SGPP1	-1.33716666666667
C10orf11	0.057
SLC35B4	-1.35116666666667
UGT3A2	-0.5895
ARNT2	0.051
CBR1	-0.372375
ITPR3	-0.921333333333333
TRAPPC6B	-0.5212
AMZ1	0.2065
ARP11	0.84175
WDSUB1	-0.12825
APBA1	0.2375
RAB2A	0.6857
C6orf162	0.236625
HPSE2	0.784
PLCE1	0.79625
INSL3	-0.092
DLG1	0.0836
PTPLA	-2.53975
PIGX	-0.34
TFIP11	0.6155
FIBIN	3.531
POLR2G	-0.4705
GRAP2	-1.87975
DNAJB8	0.273
CNBP	0.558166666666667
WASF1	-0.63175
INPP5E	-1.7111
HSPB1	-1.30175
TMEM167	-0.3967
CUBN	0.846
IGF1	4.771625
ITPK1	0.2956
NAALAD2	-0.39075
G3BP1	0.7052
NT5DC1	-0.059125
CYP39A1	0.938
TMEM139	1.82475
POLK	-0.208222222222222
GLULD1	-1.31133333333333
RBM15	-1.31566666666667
AMZ2	-0.24825
GDF15	-3.607
MESDC2	-0.299
INCA	-0.290833333333333
ACY1L2	-1.401
GZMM	-0.406166666666667
PAIP1	0.506
CACNA2D1	0.59525
STK32C	-0.807166666666667
SH3BP4	0.466333333333333
DEC1	0.7785
PADI1	-3.035
UBB	-0.371
PON3	-1.97066666666667
PROP1	1.1035
ANKRD13B	0.0035
ADCK1	-0.629
TCF25	-0.233666666666667
SLC38A5	-2.41275
CXorf26	0.0513333333333333
C19orf39	0.1915
PPP1R13B	0.82775
ARL2	-0.448
TCL6	-0.0172222222222222
TOP3A	-1.0835
SLC16A14	0.257375
FXYD6	2.07933333333333
HIST1H4E	-0.1965
BBC3	0.427894736842105
UNC5A	-0.054
FAM86C	-0.669
PI4KB	-0.0205
B3GAT1	-3.1875
SUSD2	1.97916666666667
OAZ2	-0.0391666666666667
NOC4L	-0.6235
C10orf12	-0.5225
FADS1	-3.09966666666667
LOC144097	-1.148
DKK2	2.945
KIAA1949	-0.46
RHOT1	-0.018
OXT	1.0335
GPR153	0.4395
ARL4A	-0.399
SAAL1	-1.64875
CCDC64	-1.922
USE1	-0.157
HNMT	1.25816666666667
PCGF3	-0.00187499999999999
