Hybridization REF	TCGA-B6-A0WX-01A-11R-A109-07
RY1	-0.561
ATAD2B	0.478375
ARHGAP17	0.0169
KCNIP3	0.247
SFPQ	0.2545
GFRA4	0.579166666666667
AKR1B10	-1.836125
TIGD6	0.829
RGS16	1.703
URB1	-0.275666666666667
OR4C46	0.1875
TOP3B	-1.34675
NFATC4	0.3555
CA14	-4.2085
BMPR1A	0.262833333333333
SNRP70	-0.625375
PRL	-0.0228333333333333
C6orf130	-1.018
STAG2	0.442
CD55	-0.0152857142857143
RPS23	-0.919666666666667
SSX2	-1.16883333333333
FDPSL2A	-0.52475
FBXO27	0.569875
SYNGR3	-1.41083333333333
TMSL3	1.522
EML1	-0.4795
NUP93	-0.823166666666666
SMAD3	-1.0142
KIAA1189	0.220833333333333
HNRPUL2	0.372166666666667
TBC1D12	0.454166666666667
C16orf24	0.787
MRVI1	1.66283333333333
ZNF581	-0.8395
ELOVL3	-0.8035
OR51Q1	0.04425
CACNB3	1.73366666666667
GALNT13	1.44625
C10orf84	-0.0215625
NEDD4	-0.5082
SPO11	0.962
OR5AU1	0.1225
NEK4	0.036
PRKAR2A	-0.4605
IHPK1	-0.238666666666667
ATP6V0B	0.38975
CACNA1E	1.747
CEACAM8	0.5715
PEX14	-0.432
FLJ12993	0.362
ZBTB38	0.67925
PCTK2	-0.7035
LRRC16	1.0928
FBLIM1	1.1345
FYCO1	1.60075
RP5-1022P6.2	-0.09325
CMTM1	0.0543333333333333
PLTP	-0.256333333333333
RAPH1	0.7045
DOCK8	0.808875
EZH2	-1.6076
SLC25A1	-1.18033333333333
PLEKHB1	1.0363
GRB7	1.613
ZFP37	-0.08875
MRPL33	-0.89675
PELO	-0.556
ARMC1	0.750727272727273
C9orf27	0.38275
FLJ25778	0.1465
C9orf37	-1.30133333333333
TMEM66	-0.68375
SPRN	-0.3025
HBEGF	0.459625
PI4KA	-1.3695
LEPRE1	0.93725
POU2AF1	-0.720625
MRPL12	-0.341
REP15	-0.0595
ZC3H3	0.703
RASAL1	0.2835
DDAH1	1.74575
ACBD5	0.5625
TMC2	-0.043
CCDC137	-0.86325
SAMD13	0.885833333333333
UGT2B15	-3.0385
TIPARP	-0.4365
DNASE1L3	1.3895
TRIM72	-0.257666666666667
DBX2	1.63225
IPO8	0.1415
C21orf88	-0.3536
MAP3K14	1.2655
LOC51233	-0.044
GGTLA4	0.0305
PDE6D	-0.01375
ZNF117	-0.0805
CLK2	0.024875
NKRF	-0.1545
TNFSF15	1.0298
DUSP2	0.86675
SECISBP2	-0.4131
GABRR2	-0.6605
PPAP2C	2.58575
LOC51145	-0.0193333333333333
PAG1	-0.35375
PIK3C3	0.543
GNG10	-1.1065
APOL4	0.142
ANKRD28	-0.994375
STMN3	-1.0749
RAB14	0.2023
CDK2AP2	-0.5625
HDDC3	-0.734625
COMMD7	0.045875
CXXC1	-0.5635
HMCN1	1.6385
CD40	0.717
DYNC1LI2	0.181375
GDI1	0.49075
LOC646938	-0.4965
VSNL1	0.466666666666667
PIH1D1	-0.502833333333333
RAET1G	-0.0375
KRTAP5-9	-0.514
EFTUD2	-0.305
ZNF311	-1.06666666666667
ATP6V1G3	1.21575
OR2W3	-0.425
SCN4A	0.1895
MED10	-0.49475
FAM135A	-0.1285
ARHGAP4	-0.27425
EHMT2	-0.180625
UFD1L	-1.08
ERMP1	0.25225
MAG1	-1.09283333333333
THAP8	0.140166666666667
HACE1	-0.0478333333333333
FAM82C	-0.167833333333333
C3orf20	-0.3215
UNC84A	0.0816666666666667
SCD5	0.0842857142857143
LASS6	0.71925
LSG1	0.7195
MAL	-3.62
GPR22	-0.126
WDR5B	1.444
ACTRT1	0.883
C17orf60	0.0816666666666667
GRIN2C	0.1285
ARMC8	0.272833333333333
SLC47A1	-2.503
DMPK	-0.02825
DHRS13	-0.822666666666667
SMC1A	-0.247833333333333
KRTAP17-1	1.158
SMYD5	-0.4005
TUSC2	-0.24725
CRHR2	0.0845
KIR3DL2	0.4415
CCDC104	0.28025
ATP2C1	1.254375
CROT	0.0935
PABPC3	1.49233333333333
EGR1	-0.373333333333333
THSD1	0.215
KHK	-1.37475
SLC12A2	1.424625
CD58	1.031
STOX2	1.94433333333333
CCDC76	0.4403
CCDC48	2.73875
DNAH1	0.0713333333333333
ZIC4	-0.2995
OR1G1	0.387
PSMC6	-1.02133333333333
PROKR1	0.1625
ABCB1	-0.3205
TRAT1	0.012
LLGL1	0.205
MTF1	2.066
USP54	1.12275
PAGE2B	-1.256
ITGB7	-3.26175
CCDC81	0.1975
LOC149837	-0.52275
SCUBE1	0.236
ZSCAN10	1.753
HUWE1	0.152428571428571
CDH17	0.618
CD180	0.51475
IL17A	0.26725
TMPO	-1.859875
KIAA1524	-0.651833333333333
HDGFRP3	-0.9515
OXCT1	-1.22854545454545
RRAS2	-1.641
LTBP2	3.0960625
SV2B	1.57883333333333
CYP2A6	0.394
PKD1L2	-0.351666666666667
PPM1M	0.521
FLJ22662	1.51133333333333
ZNF502	3.06925
GP6	0.1935
CRYBA2	-0.1055
LEF1	-1.6065
CTPS	-1.69742857142857
EYA1	-2.35283333333333
EPS8L1	1.55575
MAPK14	-0.524833333333333
SERPINB2	-3.241375
GTF2F2	0.100166666666667
ZNHIT4	-0.1465
PLA1A	0.77925
C20orf114	4.247
HPR	-3.8255
C18orf2	-2.2125
SATB2	-2.283
KCNJ9	-0.208625
MGC157906	0.0725
MOCS3	-0.32675
C17orf71	-0.00100000000000001
PPHLN1	0.1719
HIST1H2BN	-0.76175
RAPGEF1	-0.470375
MAP3K8	-0.0415
DLG4	0.426333333333333
STC1	-1.97941666666667
CDGAP	1.43325
DDX26B	-0.24075
LOC150223	-1.48625
CPSF3	-0.429
TMEM14A	0.552
MYH3	-0.94775
GPKOW	-0.02375
SULT1A1	-0.338333333333333
SPON1	4.4335
YY1AP1	0.869
RAB23	0.878
PLA2G4A	-3.07075
MAPRE3	0.126
ZNF516	0.409642857142857
GGPS1	0.988
EXOC3L2	0.523625
C19orf42	-0.1352
MAP2K2	-0.0518333333333333
HIST1H2BB	-0.791
RNF19B	0.698166666666667
C6orf128	0.237
TLR8	0.929
PCDHA9	0.6405
CARS2	-0.09775
CLUL1	3.42583333333333
RHAG	-3.86283333333333
UNK	-0.109
EXOC8	1.3504
C9orf95	0.957
C14orf143	-0.7925
MAML3	0.0495
LDHA	-2.99575
MRPL20	-0.20625
KLHDC6	0.403833333333333
ATP5S	-0.916333333333333
C8orf55	0.08025
PHF19	-2.05725
KRTAP13-4	0.1775
TTC5	-0.7995
XKR5	-0.60975
SILV	-4.60666666666667
TEX28	0.217
TCTN1	0.92875
CX40.1	0.115
PPP2R5C	-0.54975
C12orf30	-1.4095
CAPG	2.478
MPZL1	2.13445
ARSB	-1.04383333333333
TDH	-1.93975
WASF4	1.40725
TSSK3	-1.26166666666667
7A5	1.913
CRISPLD1	2.262375
MAD1L1	-0.480166666666667
SPIN4	-0.466833333333333
AMPD1	1.938
DPYSL5	-0.126
INPP1	0.303333333333333
ANKRD11	0.412833333333333
NPAS4	-0.221625
GCET2	0.3764
RNASE9	1.027
GUCY2D	0.2985
CCDC98	-0.54725
FGF4	-0.369
CPM	1.72416666666667
SLC26A4	-1.9745
PLD5	0.496
FAM59A	1.5748
FBXO5	-1.76311111111111
SIPA1L1	0.292375
DPYS	0.724
ATG4D	-0.5985
TGM3	0.351
MTCH1	-0.50675
HK1	-0.170785714285714
CDC26	-0.326625
GALNT12	-2.644
LOC339229	0.0275
MRPL35	-0.136125
ORC4L	0.669375
TNKS	-0.073
C2orf24	0.156666666666667
ZNF553	-0.0778333333333333
GGTLA1	2.7607
ZNF497	0.12575
CDY1B	-0.00866666666666667
SLC30A4	0.273125
TUB	0.3845
ARHGEF18	0.32
ARRB1	-0.41975
KCNK1	-0.621
EREG	-2.3853
SCAMP5	0.32725
RUNDC3B	1.41825
ADAMTS20	0.179
IL17RB	-0.4605
FLJ20323	-0.3375
MCAM	0.35625
POLR3E	-1.60958333333333
AQR	-0.189833333333333
IPMK	0.023
CDCA7	-0.88725
CAMP	0.55975
GRHL3	2.27075
ADAMTSL2	1.73916666666667
CLMN	0.841333333333333
SSTR3	0.331
MAGEA5	-2.36383333333333
OVOL2	3.5995
JMJD1B	-0.09775
RBL2	0.5622
PYGO2	1.523
PPP1R10	0.4315
CSE1L	-0.562333333333333
LCA5	1.8795
RDH16	0.30925
ASRGL1	-1.204875
TOM1	-0.171166666666667
PTX3	-4.15125
TTC15	0.67575
SCGB3A1	4.32133333333333
MRPL50	-1.2965
RCAN3	1.23875
SLC26A11	0.712
STYX	-1.0555
CINP	-0.82475
MARCH7	-0.55325
PFKM	-0.862833333333333
SGMS1	1.71216666666667
RIOK3	0.4407
C1orf110	1.359
CES7	0.096625
LOC440248	-0.16825
PPP1R12C	-0.64825
C10orf27	0.1645
ATG9A	-0.31
MRPS26	0.17525
TMEM40	1.6165
ELP3	-0.6687
ZNF787	0.5938
HIAT1	0.11975
C8orf34	0.474166666666667
MGC4655	0.375
PELI1	1.71083333333333
PPT1	0.4229
SLC35C2	-0.648333333333333
C6orf125	0.12275
MUC4	0.6745
RFC4	-1.54842857142857
GNB2	-0.0658333333333334
NUP50	-0.505857142857143
SULT4A1	0.0173333333333333
C7	2.55125
CCDC130	0.561333333333333
ARRDC4	-0.53625
RQCD1	-0.688
GLYCTK	-1.347
AYTL2	-0.956181818181818
MTUS1	0.24
LEMD3	0.856333333333333
PLEKHF2	0.59625
HOXA7	0.445
GTF3C2	-1.3135
DYNLRB2	1.47675
CNOT10	0.11725
MR1	0.655
FFAR1	-0.0435
PRIC285	0.00474999999999999
SLITRK6	3.439
LIX1	-1.14
UBE1L2	-0.98325
F8	0.6825
ACHE	1.24016666666667
KPNA5	-0.94775
TNFRSF12A	0.0146666666666667
EGR3	-1.0115
SERPIND1	-3.347
OASL	1.94275
IFRD1	-0.091
WDFY1	0.45
ZNF267	-0.05625
ACCN5	-0.2425
ZBTB6	-0.72675
PPP1R3A	0.39
PRRT3	-0.259
FBXL19	-0.6225
TXNIP	0.9845
ACTN2	-0.65
ATG9B	0.0509999999999999
C9orf117	-0.103625
IL27	-2.7195
RPL36AL	-0.607666666666667
KLK15	0.398
CHAD	0.8075
RAP2B	0.4226
HEBP2	2.052
ZNF342	-0.4375
CAMK2G	-0.0976666666666667
TLR3	0.9725
FGF14	0.54
HMGB2	-1.414375
TRPM5	-0.120333333333333
OR5M11	0.2765
KIF3B	0.898684210526316
PRICKLE2	1.33725
MTMR9	-0.207875
C3orf27	-0.07975
GLRA3	-1.69083333333333
NSDHL	-0.509166666666667
TMEM32	0.2095
POLR2D	-1.05183333333333
MYADML	0.349
C9orf114	-1.599
MRGPRX1	0.7605
TOPORS	0.8785
CLDN19	1.2555
C1QL4	0.1045
RNF165	1.3405
DHRS9	-1.5595
DNAH2	0.275333333333333
FXR1	-0.324666666666667
ZMYM3	-1.109125
CASP3	0.288333333333333
FAM120C	-0.00712499999999999
SCLY	-1.3515
CA7	0.317
ENTPD5	-0.592666666666667
ZNF461	-0.186875
PDIA5	0.4005
C1orf19	0.536166666666667
TMEM67	0.21775
KCTD20	-0.00399999999999999
WDR47	0.262
FLJ38723	0.545
KLRF1	0.200166666666667
TAS2R16	0.385
CLDN12	-0.4845
PRKCE	0.142
UBXD4	-0.4445
ITGAM	2.1535
GLT8D3	0.132625
WDR31	0.3146
RGS2	0.97225
OR51L1	0.427
MST1R	0.0935
KIAA1737	0.10925
OR4A5	0.6025
GLIS1	0.867166666666667
PTMA	0.186142857142857
NAPA	-0.18825
PRDM11	0.12125
LIPF	0.1745
DIRAS3	0.4895
ASGR2	-4.103875
C1QTNF4	1.325
PIK3R4	0.267
ARMC3	1.82775
NDUFV3	-0.05425
BTBD3	-0.270333333333333
PPP1R2	-0.0451666666666666
UBE2NL	-1.71725
FOSL2	1.19892857142857
FAM119A	-1.14416666666667
TUBA4A	-0.0406
KRTAP12-1	0.05275
SFRS2	-0.6955
RHPN1	-0.3922
EEF2	-0.0591666666666667
ZDHHC11	0.461833333333333
EPHA3	-1.2576
RBM12	0.1425
H2AFJ	-0.802
EDIL3	3.0805
KIF26A	-1.4805
SERGEF	-0.213
B3GALT4	2.43775
LOC90925	1.84533333333333
OSCAR	0.014
NPFF	0.366875
DEDD	0.908875
TMEM155	-0.514375
PTPN1	-0.15325
SCYL2	-0.1835
SKAP1	3.59275
LEAP2	-3.163
GADD45G	0.5401
IFITM3	0.676625
PILRB	-1.16933333333333
SLU7	-0.2649375
DSC3	4.2315
DNMT3L	-0.73125
PAPD5	0.107625
B3GNT3	0.00266666666666668
LHCGR	-0.0505
MSL-1	0.85875
UBE2S	-1.575375
SAP130	-0.1765
ANAPC11	0.36875
MAGED4B	-0.9035
ATP6V1B2	0.0486666666666667
C14orf179	0.494625
CAPZA1	-1.104625
CDYL2	-0.856166666666667
GLRX3	-1.29283333333333
LOC136288	-0.44425
MOBKL1A	-0.111
HTR2B	2.07325
CRYGD	-0.0913333333333333
NUS1	-1.2955
PGRMC1	-0.845
MYOM2	-1.50825
FLJ39653	-1.83
CHM	0.25
OR5M8	0.388
ZNF619	-0.4025
FAM105A	1.65875
CCNL1	-0.5345
NAP1L3	1.1395
C10orf57	1.99866666666667
B3GALNT1	1.03016666666667
CSN1S2A	0.6145
TCP10L	-0.20125
GDAP2	1.612625
DMKN	-0.0935
COX6B1	0.031
DNASE2	1.09533333333333
MSH5	-1.42025
LGMN	0.238
USP31	0.9618
OR13C8	0.4615
SDCBP	0.6308
NUDT11	-1.20933333333333
PYGL	-0.2335
SNPH	-0.566666666666667
B3GNT4	0.561
MIZF	-0.3365
NUBPL	-1.201375
NOD1	0.2125
CDH22	2.774875
NUBP1	0.0818333333333333
DSCAM	-3.78875
DGKI	1.597
FAM136A	-0.79225
AKAP1	1.31666666666667
SLC16A6	-2.5485
RIN3	0.649
PSG2	-0.36875
DIP2B	0.628833333333333
PSORS1C1	1.4086
KIAA0495	-0.623
FLJ90709	-0.0778333333333334
LPA	-0.2575
PIGA	-0.83
LY75	3.64316666666667
UTS2	-5.583
RREB1	-0.335625
GALNACT-2	0.6503
MGC3196	-0.25325
FLJ31568	0.33775
LPHN1	-0.325125
SP1	0.1435
TOX4	-0.352
HSPA9	-0.5728
APOBEC1	-0.58
SLC35E4	-0.65475
LSM5	-0.775
SURF1	0.14775
ZBTB1	0.236333333333333
GTF2F1	0.11625
RPS15A	-0.0925714285714286
DUSP21	0.0143333333333333
GINS4	-0.268833333333333
MYO15A	0.355666666666667
GIMAP7	3.3815
MGC13379	1.4075
ATP6V1E2	1.33083333333333
UTP3	-0.8955
HNRPA3	-0.1465
MT4	0.354
C14orf155	0.320333333333333
U1SNRNPBP	-0.13775
CKLF	-0.0916666666666667
PLEKHN1	1.15316666666667
MBNL1	0.112166666666667
NUP160	-1.42925
ACSM2A	-1.64975
LOC129881	0.18325
KIAA1529	-0.45625
FLJ22639	-0.97075
HAND1	-1.2025
GSX1	0.016
FGA	-3.9434375
SERPINB1	-0.546
ZNF642	1.27425
IGFBP1	-8.416125
SLC1A1	-0.378125
DHX57	0.47975
ZNF766	0.5975
PTPN21	0.4862
GDPD3	-1.101
PNPLA5	-0.2935
TBR1	0.574333333333333
FAM116A	0.8105
IQGAP1	0.805
FOS	-0.49575
ZNF226	-1.2005
FIGNL1	-0.423833333333333
C14orf1	-0.125
ZMYND17	-0.1965
PUS7	-0.061
TUBB6	-0.1995
KCNQ2	-1.36625
MARCH6	-0.0579166666666667
CCDC33	0.4165
PRODH	-1.05675
RBM11	-0.9355
EPHA6	-0.062375
SLC43A1	-0.60325
LOC196541	0.56275
NTN1	1.88683333333333
ING4	0.8095
PCDHB10	0.702
DPH2	-0.327666666666667
SPACA4	0.24175
FBXL21	-4.5375
DIAPH1	-0.708
ZNF71	0.2295
CEP76	-0.4815
CORO1A	-0.09475
RRM2	-2.6235
EDG4	1.29275
OS9	0.8095
SLC4A1AP	0.383
COG5	-0.04475
COPS8	-0.42225
NGLY1	-0.56425
NCBP2	0.057125
C17orf42	-0.527833333333333
GPSM3	0.964125
SIL1	0.358166666666667
ASB6	-0.67775
SMAD5OS	0.3785
UNC93A	-2.959125
A1BG	0.00866666666666668
C21orf62	0.7305
FMO5	0.40025
ATRIP	-0.841
CEBPG	-0.157
C7orf38	0.2635
TNFRSF1B	0.8265
CLEC1A	0.8755
IQSEC1	0.66125
PATZ1	0.3937
RBM22	0.486625
BAG2	-0.6595
PAQR5	-0.7145
C9orf127	1.4869
THNSL1	1.1795
SHROOM3	2.195
JAM2	1.384
SNRPN	-1.97625
ALX4	-0.025
CACNA1S	0.3615
FAM130A1	1.2495
CORIN	3.8095
CD300LB	0.5155
PLEKHG6	1.3125
LRRC40	-0.35975
PCLKC	-1.2125
PCDHB16	0.597666666666667
WNT2B	2.21383333333333
ASNS	-1.43211111111111
MRPL49	-0.591
FLJ46111	-2
ISG20	-0.433125
SMU1	0.177666666666667
CASZ1	0.083
POLR1D	-0.690083333333333
GIN1	-1.0875
SNAG1	0.1255
ANKRD29	-1.29525
CDKN2AIP	0.19925
KRR1	-0.9725
CXCL1	-4.185
EPM2A	-1.1355
PC	-1.4785
DEFB127	0
PDZRN4	1.98133333333333
FAH	-1.16525
OR51E1	1.159
CDC2L6	0.571666666666667
DNTTIP1	-0.48625
PAX8	-0.63475
TMEM116	-0.26575
C1orf150	0.597
PRO2012	0.59475
MRPL40	-1.12983333333333
BEX1	-3.5945
SLC2A4	-1.0445
PKMYT1	-1.442
FEZF2	-0.190666666666667
SLC26A9	0.54975
MAP2	1.57775
LYL1	-0.931
SLC25A19	-0.980166666666667
NOS3	-0.543
ZNF34	1.4055
TMPRSS11F	0.535
FAM43A	-0.01375
FCRL4	0.314833333333333
KLF14	0.20325
FLRT2	0.472
WRN	-0.573
SDF2	0.7024
KRT8P12	-0.9245
C6orf195	0.7185
C9orf125	-1.662
DZIP3	0.180375
RIT1	0.20925
SCML1	-1.81416666666667
RHBDF2	0.34825
OR2G3	0.1455
REXO1L1	-0.515
MAP3K7IP3	-0.16275
C3orf57	-6.418
FBXW11	-0.746666666666667
ETAA1	-0.43975
C14orf131	-0.4732
AKT1S1	-0.875
SLC12A5	-1.19675
C9orf164	1.07525
NRIP3	-0.5245
NOS1AP	0.2095
TMEM121	-0.4965
SAP30BP	-0.2284
DGCR6	-0.06325
WDR76	-0.8565
FAM82B	-0.400666666666667
LOC606495	-0.5315
MAP9	0.645916666666667
BCDIN3D	1.2975
CXorf36	1.71783333333333
DSCR3	-1.0172
ZFAND3	0.52975
C7orf43	0.0595
SPSB3	0.6037
C19orf19	0.393
FAM133A	-0.76775
C12orf25	0.57
SLC39A3	-0.208
DISP2	-1.083
PI4KAP2	-2.604
MKRN3	0.363166666666667
ADAMTS13	-0.872125
CBLN3	0.0654
TTYH1	1.255
C3orf18	0.3645
FLJ13236	-0.643
ZMYND12	2.6235
C18orf25	0.41575
GLB1L3	-0.7005
ATP13A5	2.506
RANBP10	-0.28425
CD96	-0.3413
DENND1C	0.277
RBMS3	1.681
SLC41A3	0.852
DGCR6L	-0.10725
TMEM128	-0.157666666666667
CSNK1G3	-0.215714285714286
MOBKL2C	0.792875
TSPAN6	0.281
MATN2	1.2842
MSL2L1	0.8635
ST6GALNAC2	-0.343166666666667
FGFBP2	-0.22775
FGL1	-6.91466666666667
MPP3	-0.2335
ARHGEF6	0.346833333333333
TGFBR2	0.410875
ACMSD	-0.239333333333333
IL33	3.2915
C9orf5	-0.62725
DEAF1	-0.3236
AMN	0.6655
DEFA6	0.017125
RNF212	-0.862
METT5D1	-0.376833333333333
CIB1	-0.0456
TSSK1B	-0.019
KIAA1727	1.246
ZNF680	-0.498
LOC399900	-1.1435
LOC152217	0.187083333333333
CTNNAL1	-2.8325
CIT	-2.51825
TLE6	1.04275
ZNF607	-0.73825
HERC4	-0.441333333333333
DRAP1	-0.3796
PEMT	-0.067
C10orf111	-0.0545
ZNF575	1.534875
KCTD7	-0.12925
MYO1F	0.776125
LOC285382	0.121
RAB11A	-0.0856
PLCD3	-0.7805
C15orf28	-0.12725
PTBP2	-0.378875
CTB-1048E9.5	-0.622875
C19orf60	0.494333333333333
C7orf25	0.638333333333333
SETD7	0.01
HOXB9	-2.89
VANGL1	1.2675
CHAF1B	-1.04075
NDUFA3	-0.042
KIAA1328	0.542666666666667
SHARPIN	0.386625
TTC23	0.4885
UGP2	0.171
ANKIB1	1.025
CIRBP	0.296428571428571
SEC14L4	1.28566666666667
OVCH1	-0.0686666666666667
VPS52	-0.33625
FAT	0.883
M6PRBP1	0.09725
GPRIN3	0.1085
PPM1F	-1.32583333333333
TSR1	0.133
CCDC85A	1.92825
PCSK5	3.0995
ZFHX3	1.391
HEMK1	-0.6249
PGBD2	0.8655
RSRC2	-0.368666666666667
AURKC	-0.975833333333333
SCRIB	0.816625
ORM2	-3.128
FAM115A	1.3059
FZD6	0.68675
UNC119	0.2435
GPX3	-0.514
NOV	1.534375
CABC1	1.455625
CDC42SE2	-0.949625
EIF2S2	-0.8184
RNF130	0.9055
CKAP5	-0.666166666666667
RP11-413M3.2	0.415625
C10orf18	1.1063
TMEM93	0.437
DYX1C1	0.7795
KCNMB2	-1.13125
ANK3	1.27425
KRT5	1.5495
CDH12	-0.38775
QRSL1	-0.00687499999999999
JUB	-1.1515
SHC4	1.442625
CCL15	1.2325
CCDC22	-0.356
SNX24	-0.2815
RARS	-1.09525
MORC2	0.49925
FAM48A	-0.08125
MT1H	-0.732
PPP1R14C	1.308
FOXD1	-0.7605
C1orf213	-2.25
AMT	-1.3294
DSN1	-0.60575
PTPLAD2	2.573
DIS3L	-0.48075
RASL11A	2.544
GPRC5B	1.38375
FRMD7	0.419
STRN4	-0.1005
KITLG	0.00786363636363633
HDGF	0.5705
OR1S1	-0.419
SETX	0.2728
DDR2	0.258375
KCTD12	2.06075
LYZL2	-0.068
WDR52	0.259
TMEM2	1.334125
ZNF579	1.15316666666667
LOC200810	-0.41675
TNFSF9	-1.545875
PPFIA4	-2.6125
CNIH3	-0.67
MAP4K4	-0.424642857142857
ROD1	0.172071428571429
ALS2CR12	-0.4935
DOCK3	0.780333333333333
PAQR9	-3.92575
ASB17	0.2835
STX16	-1.579625
FEZ2	0.344166666666667
DLAT	-0.791666666666667
KIF21B	-0.4215
CDC5L	0.35225
TMEM119	2.29216666666667
CRIP3	-1.39225
TPSD1	0.433333333333333
TEPP	0.677
GNGT2	0.7525
C21orf121	-0.466
WNK1	0.26325
FLJ10490	1.0294
OR51B5	-2.1975
LOC203547	-1.32375
HAS1	0.2365
PPA1	-0.00050000000000001
ST7	-0.695125
C11orf46	-0.2674
POPDC3	-4.08066666666667
ACOX2	-1.47583333333333
ATCAY	-0.384083333333333
TM4SF19	-2.5485
MFSD9	-0.383833333333333
PDHB	-0.3075
ERN1	-0.01975
LCE3C	-0.017
GPR111	0.3475
NOTCH3	2.46066666666667
ADAMTS5	3.349
B3GALT1	-0.90775
UGCGL1	0.252833333333333
FAM58A	0.3855
FBXO32	3.093
CLPP	-0.03525
NXPH1	-1.166
MTMR3	0.268666666666667
ATP1B3	-0.3415
TMEM16A	4.117375
HIST1H3F	0.621666666666667
TRIM25	-0.4205
SDCBP2	1.1965
CRKL	-1.751125
HOXB2	-0.248333333333333
ANP32B	-0.833375
GATM	1.0845
AP4E1	-0.318
EDG5	0.48575
CDKN3	-2.71916666666667
CDH4	-1.70875
PGD	-1.65266666666667
RND1	0.1765
GAD1	-1.0756
MPG	0.22325
LOC440350	-0.482
ZNF133	1.211
SERPINB12	-0.092
AMELY	0.273666666666667
DHX36	-0.568
TNFAIP8L2	2.96083333333333
PHTF2	-0.404166666666667
CCDC112	-0.268666666666667
IQCC	-1.19025
HEYL	3.30766666666667
FTSJ2	-0.493166666666667
APPL1	1.22125
RAB43	0.824857142857143
OR10G2	-0.2805
WAC	0.5785
ADCY9	-0.374
RUNDC2B	1.14
PYCRL	0.6437
AGPAT7	-0.821333333333333
SLC22A9	-0.2188
CDKAL1	-0.4835
PDYN	-0.0451666666666667
C20orf74	0.969
MTMR11	2.014
VAV3	1.14783333333333
DAPL1	4.25825
STXBP3	0.3175
EIF3G	0.2665
ARHGAP22	0.11925
NPFFR1	0.359
NPC1	-0.210333333333333
ALDH9A1	3.36333333333333
ZNF600	-0.27575
ZNF678	-0.104
RASSF1	-0.252666666666667
ADD2	-1.971875
PITPNB	0.158125
PKD2L2	0.31925
LRP11	1.68
CDKL1	0.71875
SMEK2	0.551
PRODH2	-3.28333333333333
C11orf54	-0.1315
SFRS11	-0.152333333333333
IL7	0.2675
ALS2CR16	1.8455
BTG3	0.126
PAK2	0.2445
RP11-679B17.1	-1.053
GATA4	-1.82483333333333
ATP2B1	-0.7195
LOC130940	0.3385
C1orf172	1.86916666666667
ATF7IP2	-1.7595
SLC25A43	0.013
CENTG3	0.288916666666667
IGF2BP1	-3.588
FCHSD1	-0.157
CAMK2N2	1.7905
ELAVL3	0.1544
NBPF15	0.000333333333333334
UBE2J2	-0.677583333333333
GNL2	0.52125
PRR3	-0.521
NLF2	1.3795
OR4F6	0.1415
KLHL24	1.92833333333333
CCDC88A	-1.1962
SGPP1	-0.765833333333333
C10orf11	-0.449333333333333
SLC35B4	-1.103
UGT3A2	-0.5725
ARNT2	-0.5239
CBR1	0.109
ITPR3	-0.682333333333333
TRAPPC6B	-1.3917
AMZ1	-1.671
ARP11	0.951
WDSUB1	0.34975
APBA1	1.066
RAB2A	1.1544
C6orf162	0.000750000000000015
HPSE2	0.69975
PLCE1	1.734
INSL3	-0.0735
DLG1	0.4432
PTPLA	-2.46875
PIGX	-0.407375
TFIP11	-0.0388333333333333
FIBIN	3.0695
POLR2G	-0.235
GRAP2	-1.653
DNAJB8	-0.598
CNBP	0.268833333333333
WASF1	-0.86025
INPP5E	-1.1509
HSPB1	0.2500625
TMEM167	-0.3788
CUBN	-0.21275
IGF1	4.375875
ITPK1	-0.5992
NAALAD2	-0.61275
G3BP1	-0.6179
NT5DC1	0.281125
CYP39A1	0.4
TMEM139	2.17933333333333
POLK	-0.0361
GLULD1	-0.48325
RBM15	-1.16433333333333
AMZ2	0.1655
GDF15	-2.88883333333333
MESDC2	-0.66075
INCA	0.188
ACY1L2	0.0475
GZMM	0.111666666666667
PAIP1	0.096
CACNA2D1	-0.27825
STK32C	-1.26066666666667
SH3BP4	0.637166666666667
DEC1	-0.0365
PADI1	-0.169
UBB	0.7156
PON3	-1.65866666666667
PROP1	0.4625
ANKRD13B	0.5915
ADCK1	-0.486
TCF25	0.182583333333333
SLC38A5	-2.0595
CXorf26	0.132333333333333
C19orf39	0.42375
PPP1R13B	0.2215
ARL2	-0.678
TCL6	0.2975
TOP3A	0.038
SLC16A14	0.44325
FXYD6	2.60233333333333
HIST1H4E	0.114
BBC3	0.605421052631579
UNC5A	-0.0268333333333333
FAM86C	-0.7137
PI4KB	1.09125
B3GAT1	-2.3065
SUSD2	2.0515
OAZ2	-0.362166666666667
NOC4L	-0.6255
C10orf12	-0.4275
FADS1	-2.77566666666667
LOC144097	-0.2185
DKK2	2.6
KIAA1949	0.49775
RHOT1	-0.1586
OXT	1.93166666666667
GPR153	1.61575
ARL4A	-1.84433333333333
SAAL1	-1.83075
CCDC64	-0.261
USE1	0.540166666666667
HNMT	-0.0425
PCGF3	0.1721875
CYP2C19	0.27525
C20orf4	0.526
CCDC11	2.34
ACSBG2	0.2045
RWDD2A	0.37975
PALLD	3.3445
CPLX4	-0.0835
LOC492311	1.316
KPNA2	-1.2055
MACROD1	-0.7319
TMCO3	-1.27233333333333
C15orf52	0.837
BIRC5	-1.79526666666667
PRR16	0.867166666666667
FAM63B	0.034625
KATNB1	-0.6925
