Hybridization REF	TCGA-A7-A0DC-01A-11R-A00Z-07
SMARCD1	-0.5695
ZFP106	-0.7975
ZNF347	0.1457
GTF2E1	0.09825
RY1	-0.4735
ATAD2B	0.724
ARHGAP17	0.033
KCNIP3	-0.52775
SFPQ	0.507375
GFRA4	0.587666666666667
AKR1B10	-4.27875
TIGD6	1.23983333333333
RGS16	-0.11375
URB1	-0.558333333333333
OR4C46	1.03983333333333
TOP3B	-0.601
NFATC4	0.7455
CA14	-3.1145
BMPR1A	0.158666666666667
SNRP70	-0.108875
PRL	-0.0485555555555556
C6orf130	0.014
STAG2	0.4435
CD55	-1.23671428571429
RPS23	1.98266666666667
SSX2	-2.07533333333333
FDPSL2A	-0.7385
FBXO27	1.43275
SYNGR3	0.247833333333333
TMSL3	-0.7155
EML1	-3.6665
NUP93	-1.16291666666667
SMAD3	0.4238
KIAA1189	-1.08916666666667
HNRPUL2	0.7865
TBC1D12	0.482
C16orf24	1.74775
MRVI1	1.2745
ZNF581	-0.0393333333333333
ELOVL3	1.1825
OR51Q1	0.221
CACNB3	-0.00933333333333333
GALNT13	-3.185375
C10orf84	1.61
NEDD4	-1.3641
SPO11	1.554
OR5AU1	-0.3085
NEK4	0.394357142857143
PRKAR2A	-0.602666666666667
IHPK1	0.0525
ATP6V0B	0.982875
CACNA1E	1.004
CEACAM8	-0.4515
PEX14	0.032
FLJ12993	4.5585
ZBTB38	-0.370833333333333
PCTK2	1.5065
LRRC16	0.6073
FBLIM1	0.44525
FYCO1	0.90025
RP5-1022P6.2	-0.359083333333333
CMTM1	-0.4055
PLTP	-1.807
RAPH1	1.321
DOCK8	-1.15025
EZH2	-2.12013333333333
SLC25A1	-0.2385
PLEKHB1	-0.3755
GRB7	1.6165
ZFP37	-0.4415
MRPL33	-0.6875
PELO	-0.565
ARMC1	0.510090909090909
C9orf27	0.461875
FLJ25778	-0.176
C9orf37	-0.861333333333333
TMEM66	0.7125
SPRN	0.8005
HBEGF	0.233875
PI4KA	-0.2865
LEPRE1	-1.9215
POU2AF1	-5.729125
MRPL12	-1.436
REP15	-1.241
ZC3H3	0.9165
RASAL1	-1.69475
DDAH1	0.79775
ACBD5	0.30975
TMC2	0.3965
CCDC137	-1.382
SAMD13	-1.54116666666667
UGT2B15	0.262666666666667
TIPARP	0.243
DNASE1L3	-2.11425
TRIM72	0.0538333333333333
DBX2	0.637
IPO8	0.489
C21orf88	-1.8539
MAP3K14	-0.405
LOC51233	0.641333333333333
GGTLA4	-2.459
PDE6D	-0.21025
ZNF117	-0.094
CLK2	-0.959875
NKRF	-0.49475
TNFSF15	-0.6377
DUSP2	-0.372
SECISBP2	0.2585
GABRR2	0.797
PPAP2C	2.6825
LOC51145	0.371666666666667
PAG1	-1.4745
PIK3C3	-0.29675
GNG10	0.2085
APOL4	-0.8168
ANKRD28	-0.05025
STMN3	0.814
RAB14	0.5761
CDK2AP2	-0.191
HDDC3	-0.088625
COMMD7	1.538125
CXXC1	0.099
HMCN1	-3.1772
CD40	-1.12475
DYNC1LI2	-0.171125
GDI1	0.27975
LOC646938	-0.05425
VSNL1	-5.05033333333333
PIH1D1	0.274166666666667
RAET1G	-1.242
KRTAP5-9	-0.2925
EFTUD2	-0.268
ZNF311	-0.2065
ATP6V1G3	-0.2805
OR2W3	1.15825
SCN4A	0.02825
MED10	-0.958375
FAM135A	0.8323
ARHGAP4	-2.29
EHMT2	-0.079625
UFD1L	-0.43325
ERMP1	0.71525
MAG1	-1.06083333333333
THAP8	0.789
HACE1	0.671833333333333
FAM82C	0.2555
C3orf20	-0.1735
UNC84A	-0.5495
SCD5	0.536214285714286
LASS6	2.5425
LSG1	0.0591666666666667
MAL	-5.34775
GPR22	-0.804
WDR5B	0.91075
ACTRT1	0.011
C17orf60	-2.9765
GRIN2C	0.4295
ARMC8	-0.28525
SLC47A1	0.155666666666667
DMPK	-0.05275
DHRS13	0.799166666666667
SMC1A	-1.12033333333333
KRTAP17-1	2.509
SMYD5	-0.3125
TUSC2	0.527875
CRHR2	0.472
KIR3DL2	4.0405
CCDC104	0.67225
ATP2C1	0.585125
CROT	-0.08375
PABPC3	0.239666666666667
EGR1	-0.922166666666667
THSD1	-0.17025
KHK	-1.28475
SLC12A2	1.373375
CD58	-2.485
STOX2	-1.84033333333333
CCDC76	-0.5235
CCDC48	5.30725
DNAH1	0.758166666666667
ZIC4	-0.48875
OR1G1	-0.968
PSMC6	-0.2685
PROKR1	0.14
ABCB1	-1.3335
TRAT1	-3.9255
LLGL1	0.505
MTF1	0.7205
USP54	0.87
PAGE2B	-1.927
ITGB7	-3.70925
CCDC81	-0.572
LOC149837	0.61775
SCUBE1	2.0915
ZSCAN10	0.7
HUWE1	0.0101428571428572
CDH17	-1.7095
CD180	-1.83775
IL17A	0.2905
TMPO	-1.61775
KIAA1524	-1.87566666666667
HDGFRP3	0.491166666666667
OXCT1	-0.572545454545455
RRAS2	-0.0548333333333334
LTBP2	0.6126875
SV2B	-2.399
CYP2A6	3.295
PKD1L2	-1.24416666666667
PPM1M	0.128
FLJ22662	3.61433333333333
ZNF502	2.41575
GP6	-0.78825
CRYBA2	-1.7
LEF1	-3.1455
CTPS	-2.51957142857143
EYA1	-3.63566666666667
EPS8L1	1.861
MAPK14	-0.533833333333333
SERPINB2	-5.248
GTF2F2	-0.804833333333333
ZNHIT4	-0.2125
PLA1A	-1.63925
C20orf114	2.70225
HPR	-4.6175
C18orf2	-3.67166666666667
SATB2	-2.111
KCNJ9	0.107375
MGC157906	0.032
MOCS3	1.0575
C17orf71	-0.098
PPHLN1	0.0398
HIST1H2BN	-0.33625
RAPGEF1	-0.5115
MAP3K8	-1.399
DLG4	0.3115
STC1	1.0365
CDGAP	-0.5505
DDX26B	-2.92975
LOC150223	-0.7495
CPSF3	-1.17033333333333
TMEM14A	0.60875
MYH3	-0.087
GPKOW	0.16475
SULT1A1	1.14666666666667
SPON1	-1.2183
YY1AP1	-0.539333333333333
RAB23	-0.6505
PLA2G4A	-6.176
MAPRE3	0.34575
ZNF516	1.095
GGPS1	0.5265
EXOC3L2	-0.102875
C19orf42	1.3126
MAP2K2	0.0671666666666667
HIST1H2BB	0.17975
RNF19B	0.687833333333333
C6orf128	-0.862666666666667
TLR8	0.37725
PCDHA9	0.9285
CARS2	0.15575
CLUL1	3.957
RHAG	-3.7325
UNK	-0.5085
EXOC8	0.2301
C9orf95	0.147
C14orf143	0.475333333333333
MAML3	1.04275
LDHA	-1.55375
MRPL20	0.052125
KLHDC6	0.268
ATP5S	0.300833333333333
C8orf55	1.0055
PHF19	-2.970625
KRTAP13-4	0.6715
TTC5	0.47375
XKR5	-0.29125
SILV	-4.48433333333333
TEX28	0.864
TCTN1	1.4125
CX40.1	0.1965
PPP2R5C	-0.0442499999999999
C12orf30	-1.15266666666667
CAPG	1.8245
MPZL1	-0.09915
ARSB	-2.72533333333333
TDH	0.00375
WASF4	-0.452
TSSK3	-0.323
7A5	-1.7325
CRISPLD1	6.33725
MAD1L1	-0.367833333333333
SPIN4	0.231
AMPD1	-2.71633333333333
DPYSL5	0.0845
INPP1	-2.51816666666667
ANKRD11	-1.28772222222222
NPAS4	-0.315625
GCET2	-1.0983
RNASE9	-0.1805
GUCY2D	0.188166666666667
CCDC98	0.19425
FGF4	-0.89325
CPM	2.616
SLC26A4	-1.0115
PLD5	1.12625
FAM59A	0.4606
FBXO5	-1.868
SIPA1L1	0.006125
DPYS	-0.181
ATG4D	0.217
TGM3	0.6635
MTCH1	0.12375
HK1	0.324
CDC26	-0.349125
GALNT12	-4.68983333333333
LOC339229	-0.38675
MRPL35	-0.29025
ORC4L	0.11375
TNKS	-0.471428571428571
C2orf24	0.421666666666667
ZNF553	1.458
GGTLA1	1.7347
ZNF497	0.53925
CDY1B	-0.522666666666667
SLC30A4	0.945625
TUB	0.211375
ARHGEF18	0.89725
ARRB1	2.59
KCNK1	-5.535375
EREG	-3.85022222222222
SCAMP5	1.304
RUNDC3B	0.83625
ADAMTS20	-0.60225
IL17RB	2.40825
FLJ20323	-0.9255
MCAM	0.182875
POLR3E	-0.340083333333333
AQR	0.089
IPMK	0.953
CDCA7	-4.91625
CAMP	-0.12825
GRHL3	-0.3015
ADAMTSL2	0.980833333333333
CLMN	2.16166666666667
SSTR3	0.461
MAGEA5	-2.07366666666667
OVOL2	4.1415
JMJD1B	0.786
RBL2	0.4905
PYGO2	0.578
PPP1R10	0.5085
CSE1L	-0.479333333333333
LCA5	0.85975
RDH16	2.01975
ASRGL1	-0.8255
TOM1	1.0995
PTX3	-7.03
TTC15	0.561
SCGB3A1	1.32016666666667
MRPL50	-1.785
RCAN3	0.391125
SLC26A11	1.22225
STYX	-0.940333333333333
CINP	-0.75075
MARCH7	-0.30325
PFKM	-0.184333333333333
SGMS1	0.889333333333333
RIOK3	-0.7912
C1orf110	-2.151
CES7	0.0617142857142857
LOC440248	-0.91475
PPP1R12C	0.094
C10orf27	0.8815
ATG9A	-0.608
MRPS26	1.5985
TMEM40	-0.1405
ELP3	-0.7847
ZNF787	0.6943
HIAT1	0.043375
C8orf34	0.0943333333333333
MGC4655	-1.0373
PELI1	-1.98383333333333
PPT1	0.6702
SLC35C2	0.6525
C6orf125	-0.35
MUC4	-1.69633333333333
RFC4	-2.10328571428571
GNB2	0.208333333333333
NUP50	0.0261428571428571
SULT4A1	1.39766666666667
C7	0.663428571428571
CCDC130	0.277833333333333
ARRDC4	-0.0685
RQCD1	-1.23075
GLYCTK	-1.077
AYTL2	-0.734909090909091
MTUS1	0.9259
LEMD3	0.220666666666667
PLEKHF2	3.15175
HOXA7	-1.31225
GTF3C2	-1.507
DYNLRB2	3.88875
CNOT10	-0.4765
MR1	-1.9575
FFAR1	0.34675
PRIC285	-0.1105
SLITRK6	2.46075
LIX1	-2.55377777777778
UBE1L2	-0.323833333333333
F8	1.64625
ACHE	-0.0433333333333333
KPNA5	0.103
TNFRSF12A	-2.0125
EGR3	-2.9455
SERPIND1	-3.3115
OASL	0.4585
IFRD1	-1.9695
WDFY1	-0.266166666666667
ZNF267	0.329125
ACCN5	-0.643
ZBTB6	0.504
PPP1R3A	-0.432
PRRT3	3.06975
FBXL19	-0.0775
TXNIP	1.663
ACTN2	-2.55775
ATG9B	0.384625
C9orf117	1.22775
IL27	0.391
RPL36AL	-0.3135
KLK15	0.01975
CHAD	3.441
RAP2B	-0.6739
HEBP2	1.23125
ZNF342	0.102
CAMK2G	-0.426
TLR3	-2.539
FGF14	0.28375
HMGB2	-1.13525
TRPM5	0.145166666666667
OR5M11	0.4085
KIF3B	1.76252631578947
PRICKLE2	-1.4605
MTMR9	-0.235
C3orf27	-0.16125
GLRA3	-2.44683333333333
NSDHL	-0.0238333333333333
TMEM32	-0.487
POLR2D	-1.44066666666667
MYADML	0.6395
C9orf114	-0.50475
MRGPRX1	0.651
TOPORS	0.64125
CLDN19	-0.9025
C1QL4	-0.44
RNF165	0.1505
DHRS9	0.88125
DNAH2	-0.293166666666667
FXR1	-1.16416666666667
ZMYM3	-0.643625
CASP3	-0.289166666666667
FAM120C	-0.48225
SCLY	-1.297
CA7	0.243
ENTPD5	2.58883333333333
ZNF461	0.16625
PDIA5	-0.631
C1orf19	-1.642
TMEM67	0.44175
KCTD20	-1.03025
WDR47	0.595
FLJ38723	0.9995
KLRF1	0.460333333333333
TAS2R16	0.3655
CLDN12	-0.12325
PRKCE	0.04975
UBXD4	-1.45225
ITGAM	0.833833333333333
GLT8D3	-0.60275
WDR31	0.1886
RGS2	-1.83475
OR51L1	0.0595
MST1R	-1.88825
KIAA1737	1.61775
OR4A5	1.362
GLIS1	-0.9665
PTMA	0.302
NAPA	1.19475
PRDM11	1.4225
LIPF	-0.1965
DIRAS3	-2.35925
ASGR2	-4.243625
C1QTNF4	0.23625
PIK3R4	0.378833333333333
ARMC3	1.7585
NDUFV3	-0.465083333333333
BTBD3	-0.267333333333333
PPP1R2	0.0959166666666667
UBE2NL	0.06825
FOSL2	1.72078571428571
FAM119A	-1.58966666666667
TUBA4A	-1.4562
KRTAP12-1	0.164
SFRS2	-0.857
RHPN1	0.6892
EEF2	0.0323333333333333
ZDHHC11	1.38633333333333
EPHA3	-1.1004
RBM12	1.195
H2AFJ	3.57216666666667
EDIL3	0.3015
KIF26A	-1.84025
SERGEF	0.94025
B3GALT4	2.1935
LOC90925	-0.76
OSCAR	-1.739625
NPFF	-0.67425
DEDD	0.117
TMEM155	-0.53575
PTPN1	3.9985
SCYL2	-0.309
SKAP1	-1.79375
LEAP2	-2.55516666666667
GADD45G	3.3588
IFITM3	-0.642875
PILRB	-0.128
SLU7	0.2561875
DSC3	-0.87125
DNMT3L	-1.3665
PAPD5	-0.18325
B3GNT3	-1.9295
LHCGR	0.5285
MSL-1	0.72675
UBE2S	-1.551375
SAP130	-0.60675
ANAPC11	-0.29925
MAGED4B	-2.287
ATP6V1B2	-1.36083333333333
C14orf179	1.44675
CAPZA1	-0.532125
CDYL2	-0.352833333333333
GLRX3	-1.01333333333333
LOC136288	-0.62825
MOBKL1A	0.59925
HTR2B	-0.70525
CRYGD	0.025
NUS1	-0.424333333333333
PGRMC1	-0.502
MYOM2	-1.467
FLJ39653	-1.66716666666667
CHM	0.5891
OR5M8	0.3425
ZNF619	-0.1785
FAM105A	0.1215
CCNL1	-0.786625
NAP1L3	-2.36275
C10orf57	1.86783333333333
B3GALNT1	2.4925
CSN1S2A	-0.4115
TCP10L	0.3175
GDAP2	-0.650625
DMKN	1.05816666666667
COX6B1	-0.088
DNASE2	1.39816666666667
MSH5	-1.733
LGMN	-0.420875
USP31	0.2166
OR13C8	0.5125
SDCBP	-0.9137
NUDT11	-4.047
PYGL	1.43183333333333
SNPH	-1.31383333333333
B3GNT4	-0.84
MIZF	-0.799
NUBPL	0.306375
NOD1	-1.16066666666667
CDH22	0.180375
NUBP1	0.924666666666667
DSCAM	-3.8675
DGKI	-0.9055
FAM136A	-0.9255
AKAP1	1.17483333333333
SLC16A6	4.2595
RIN3	-1.46675
PSG2	0.3075
DIP2B	-0.107916666666667
PSORS1C1	0.0439
KIAA0495	0.397
FLJ90709	-0.428166666666667
LPA	-0.3175
PIGA	-0.206333333333333
LY75	0.242333333333333
UTS2	-6.51616666666667
RREB1	0.592875
GALNACT-2	-0.1059
MGC3196	-0.41125
FLJ31568	0.93475
LPHN1	-0.00675
SP1	1.011
TOX4	0.685
HSPA9	0.425
APOBEC1	-0.024
SLC35E4	-0.98075
LSM5	-1.514
SURF1	-0.2155
ZBTB1	0.706333333333333
GTF2F1	0.85025
RPS15A	0.448214285714286
DUSP21	-0.498
GINS4	-2.7645
MYO15A	1.25483333333333
GIMAP7	2.916
MGC13379	-0.32675
ATP6V1E2	-0.679166666666667
UTP3	0.0295
HNRPA3	-1.014875
MT4	0.4655
C14orf155	-0.7675
U1SNRNPBP	1.00625
CKLF	-1.661
PLEKHN1	-0.449
MBNL1	-1.0385
NUP160	-1.3
ACSM2A	-1.93
LOC129881	2.143
KIAA1529	0.77975
FLJ22639	0.15225
HAND1	-1.2105
GSX1	0.3125
FGA	-4.260375
SERPINB1	0.175
ZNF642	0.75
IGFBP1	-8.085375
SLC1A1	-2.496625
DHX57	-0.233375
ZNF766	0.556
PTPN21	-0.491
GDPD3	1.45283333333333
PNPLA5	0.4735
TBR1	0.208333333333333
FAM116A	0.3675
IQGAP1	0.292
FOS	-0.347375
ZNF226	-0.405875
FIGNL1	-1.39
C14orf1	0.365833333333333
ZMYND17	-0.091
PUS7	-0.683166666666667
TUBB6	-1.30675
KCNQ2	-1.581
MARCH6	0.159083333333333
CCDC33	0.2335
PRODH	-1.5965
RBM11	3.29325
EPHA6	0.0934285714285714
SLC43A1	-1.14875
LOC196541	0.375333333333333
NTN1	2.39233333333333
ING4	1.464
PCDHB10	-0.27575
DPH2	-0.469
SPACA4	0.326
FBXL21	-1.814
DIAPH1	-1.05733333333333
ZNF71	0.443833333333333
CEP76	-0.945
CORO1A	-2.45925
RRM2	-4.33125
EDG4	1.086
OS9	0.195333333333333
SLC4A1AP	-0.34725
COG5	-0.6915
COPS8	-0.20675
NGLY1	-0.8355
NCBP2	-0.013375
C17orf42	-0.148
GPSM3	0.0675
SIL1	0.562833333333333
ASB6	-0.6235
SMAD5OS	-0.914833333333333
UNC93A	-3.3915
A1BG	0.280666666666667
C21orf62	0.48675
FMO5	-2.20141666666667
ATRIP	1.37983333333333
CEBPG	0.3235
C7orf38	-0.00483333333333333
TNFRSF1B	-1.34983333333333
CLEC1A	0.809166666666667
IQSEC1	0.160875
PATZ1	1.736
RBM22	0.754
BAG2	-1.99983333333333
PAQR5	0.282
C9orf127	0.4043
THNSL1	0.5745
SHROOM3	2.7574
JAM2	-1.2505
SNRPN	-1.4855
ALX4	0.7155
CACNA1S	0.8345
FAM130A1	1.39675
CORIN	0.8395
CD300LB	1.052
PLEKHG6	0.4325
LRRC40	-1.55325
PCLKC	-1.2585
PCDHB16	0.327666666666667
WNT2B	-0.177
ASNS	-1.64211111111111
MRPL49	0.16475
FLJ46111	-0.22575
ISG20	-0.274
SMU1	-0.258166666666667
CASZ1	2.2125
POLR1D	-0.814
GIN1	-0.63125
SNAG1	1.22383333333333
ANKRD29	1.28275
CDKN2AIP	-0.2715
KRR1	0.635
CXCL1	-5.02616666666667
EPM2A	0.2787
PC	0.639166666666667
DEFB127	0.203
PDZRN4	-0.3305
FAH	0.4435
OR51E1	2.114
CDC2L6	0.368666666666667
DNTTIP1	0.34025
PAX8	0.806
TMEM116	0.285
C1orf150	0.191
PRO2012	0.59625
MRPL40	0.173833333333333
BEX1	3.9636
SLC2A4	-0.305166666666667
PKMYT1	-1.54925
FEZF2	-0.951166666666667
SLC26A9	-1.8855
MAP2	0.5774
LYL1	-2.12775
SLC25A19	-1.16566666666667
NOS3	-0.5325
ZNF34	2.05983333333333
TMPRSS11F	-1.26066666666667
FAM43A	-1.005
FCRL4	-0.908666666666667
KLF14	0.07375
FLRT2	-3.125
WRN	-2.03425
SDF2	0.6612
KRT8P12	0.102
C6orf195	0.3625
C9orf125	-2.38816666666667
DZIP3	1.061375
RIT1	-0.84125
SCML1	-0.623833333333333
RHBDF2	-0.369375
OR2G3	-0.2495
REXO1L1	-0.314
MAP3K7IP3	-0.136125
C3orf57	-1.9625
FBXW11	-0.5665
ETAA1	-0.9535
C14orf131	-0.0191
AKT1S1	0.254
SLC12A5	-0.362375
C9orf164	1.5645
NRIP3	2.82775
NOS1AP	-0.802
TMEM121	1.986
SAP30BP	-1.1682
DGCR6	0.9215
WDR76	-3.2315
FAM82B	0.756333333333333
LOC606495	-0.367
MAP9	2.61991666666667
BCDIN3D	1.28125
CXorf36	2.849
DSCR3	-0.9232
ZFAND3	0.576
C7orf43	0.2195
SPSB3	1.9841
C19orf19	0.72525
FAM133A	-4.04457142857143
C12orf25	0.20275
SLC39A3	-0.2075
DISP2	-1.7035
PI4KAP2	-1.477
MKRN3	-2.661
ADAMTS13	0.425375
CBLN3	0.2441
TTYH1	-0.7985
C3orf18	1.07925
FLJ13236	-1.563
ZMYND12	4.361
C18orf25	1.282875
GLB1L3	-2.2955
ATP13A5	0.767
RANBP10	-0.533
CD96	-3.3299
DENND1C	0.69775
RBMS3	-0.5785
SLC41A3	0.119166666666667
DGCR6L	0.89925
TMEM128	0.770333333333333
CSNK1G3	0.803928571428571
MOBKL2C	0.032
TSPAN6	0.11825
MATN2	-0.1589
MSL2L1	0.0146666666666667
ST6GALNAC2	0.12
FGFBP2	-1.024125
FGL1	-6.39283333333333
MPP3	-0.379333333333333
ARHGEF6	2.33916666666667
TGFBR2	-1.223875
ACMSD	-1.85725
IL33	0.48125
C9orf5	0.0296666666666667
DEAF1	0.8345
AMN	1.04
DEFA6	0.102875
RNF212	-2.5065
METT5D1	0.925333333333333
CIB1	1.39
TSSK1B	0.3475
KIAA1727	2.1965
ZNF680	0.815083333333333
LOC399900	-1.0705
LOC152217	0.650666666666667
CTNNAL1	-3.9325
CIT	-2.7695
TLE6	2.66225
ZNF607	-0.68
HERC4	-0.926166666666667
DRAP1	-0.9755
PEMT	0.3415
C10orf111	-0.105
ZNF575	0.81975
KCTD7	0.00325000000000002
MYO1F	-0.799
LOC285382	-1.083
RAB11A	0.6061
PLCD3	-0.56
C15orf28	-0.00524999999999998
PTBP2	-0.143625
CTB-1048E9.5	0.107625
C19orf60	0.3275
C7orf25	-0.0148333333333333
SETD7	0.76325
HOXB9	-4.55
VANGL1	-0.689125
CHAF1B	-2.00575
NDUFA3	0.02825
KIAA1328	-0.0615
SHARPIN	1.081625
TTC23	-1.05675
UGP2	0.10475
ANKIB1	0.5637
CIRBP	2.23842857142857
SEC14L4	-3.846
OVCH1	0.0201666666666667
VPS52	0.44475
FAT	-2.677875
M6PRBP1	0.036
GPRIN3	-0.202
PPM1F	-1.20683333333333
TSR1	-0.116
CCDC85A	3.60925
PCSK5	-0.8065
ZFHX3	0.5655
HEMK1	0.659
PGBD2	-0.1085
RSRC2	0.491833333333333
AURKC	-1.15733333333333
SCRIB	0.231875
ORM2	-4.11183333333333
FAM115A	-0.2874
FZD6	2.588625
UNC119	0.754166666666667
GPX3	-2.1413
NOV	-1.17875
CABC1	0.6845
CDC42SE2	0.11675
EIF2S2	0.6532
RNF130	-0.3745
CKAP5	-0.329333333333333
RP11-413M3.2	0.309875
C10orf18	1.8174
TMEM93	0.37925
DYX1C1	2.31675
KCNMB2	-1.882875
ANK3	2.47541666666667
KRT5	-2.1003
CDH12	-1.62675
QRSL1	0.060375
JUB	-0.6
SHC4	-1.031125
CCL15	-0.190166666666667
CCDC22	0.49425
SNX24	1.29475
RARS	-0.40075
MORC2	0.409875
FAM48A	-0.53225
MT1H	-0.255
PPP1R14C	-2.97516666666667
FOXD1	-2.58907142857143
C1orf213	-1.83125
AMT	-0.8804
DSN1	-0.5415
PTPLAD2	0.1255
DIS3L	-0.108
RASL11A	1.2655
GPRC5B	-0.275
FRMD7	-1.186
STRN4	0.375
KITLG	3.54590909090909
HDGF	-0.68325
OR1S1	0.363
SETX	-0.5686
DDR2	-1.606
KCTD12	-1.49825
LYZL2	2.793
WDR52	0.9825
TMEM2	0.29675
ZNF579	0.877833333333333
LOC200810	0.67825
TNFSF9	-1.970375
PPFIA4	0.12575
CNIH3	-1.70783333333333
MAP4K4	-2.50742857142857
ROD1	1.20807142857143
ALS2CR12	-0.88
DOCK3	2.3165
PAQR9	-4.063
ASB17	-0.16525
STX16	-0.709875
FEZ2	0.0296666666666667
DLAT	-1.01966666666667
KIF21B	-1.69666666666667
CDC5L	-0.72725
TMEM119	0.633666666666667
CRIP3	-0.65125
TPSD1	0.273833333333333
TEPP	0.29
GNGT2	-0.50425
C21orf121	0.215
WNK1	0.171916666666667
FLJ10490	1.099
OR51B5	-1.79
LOC203547	-1.451
HAS1	-1.6265
PPA1	-1.38833333333333
ST7	0.329625
C11orf46	1.5942
POPDC3	-2.08933333333333
ACOX2	2.663
ATCAY	-0.39025
TM4SF19	-1.95225
MFSD9	-0.646333333333333
PDHB	0.25025
ERN1	0.118
LCE3C	0.6295
GPR111	-0.644
NOTCH3	1.45783333333333
ADAMTS5	-1.46225
B3GALT1	-1.82733333333333
UGCGL1	-0.966166666666667
FAM58A	-0.285833333333333
FBXO32	0.43325
CLPP	0.2795
NXPH1	-2.28433333333333
MTMR3	1.19516666666667
ATP1B3	-0.077375
TMEM16A	3.62875
HIST1H3F	-0.617333333333334
TRIM25	-0.708666666666667
SDCBP2	1.8755
CRKL	-0.365125
HOXB2	1.33333333333333
ANP32B	-0.684
GATM	3.7505
AP4E1	-0.3935
EDG5	0.369375
CDKN3	-3.305
CDH4	-1.99825
PGD	-0.341333333333333
RND1	0.92
GAD1	-3.8275
MPG	0.699625
LOC440350	-0.45
ZNF133	0.39475
SERPINB12	-0.052
AMELY	0.788
DHX36	-1.153
TNFAIP8L2	-0.0535
PHTF2	-0.713
CCDC112	-0.624666666666667
IQCC	-0.36275
HEYL	3.24116666666667
FTSJ2	-0.353666666666667
APPL1	1.012125
RAB43	-0.0965714285714286
OR10G2	0.2115
WAC	0.336333333333333
ADCY9	2.03875
RUNDC2B	0.145333333333333
PYCRL	1.6687
AGPAT7	-0.868666666666667
SLC22A9	-1.11783333333333
CDKAL1	-0.237
PDYN	-0.589
C20orf74	-0.46575
MTMR11	0.01775
VAV3	5.49825
DAPL1	-1.638
STXBP3	0.65125
EIF3G	-0.07625
ARHGAP22	-3.28425
NPFFR1	0.285
NPC1	-0.5755
ALDH9A1	0.707833333333333
ZNF600	-0.07675
ZNF678	0.031
RASSF1	0.308833333333333
ADD2	-4.195
PITPNB	-0.206
PKD2L2	0.269571428571429
LRP11	-0.052
CDKL1	-0.89225
SMEK2	-0.2515
PRODH2	-3.19566666666667
C11orf54	-0.256666666666667
SFRS11	-0.562166666666667
IL7	-3.505
ALS2CR16	1.31725
BTG3	-1.0735
PAK2	0.0999444444444444
RP11-679B17.1	0.0945
GATA4	-1.64666666666667
ATP2B1	0.9745
LOC130940	3.932
C1orf172	2.397
ATF7IP2	2.26725
SLC25A43	-1.02166666666667
CENTG3	0.441333333333333
IGF2BP1	-4.0072
FCHSD1	0.1845
CAMK2N2	0.714666666666667
ELAVL3	-0.0231
NBPF15	-0.951
UBE2J2	0.349666666666667
GNL2	-0.82975
PRR3	0.3764
NLF2	0.8675
OR4F6	0.5135
KLHL24	1.209
CCDC88A	-3.4776
SGPP1	0.0893333333333333
C10orf11	-2.501
SLC35B4	-2.13416666666667
UGT3A2	-1.5405
ARNT2	1.5959
CBR1	-0.0565
ITPR3	-0.967666666666667
TRAPPC6B	-0.4391
AMZ1	2.0965
ARP11	1.4075
WDSUB1	0.6755
APBA1	-0.0708333333333333
RAB2A	1.2748
C6orf162	0.42475
HPSE2	0.44875
PLCE1	-2.36175
INSL3	0.1175
DLG1	-0.4227
PTPLA	-5.11
PIGX	0.205875
TFIP11	0.33
FIBIN	0.179
POLR2G	0.3795
GRAP2	-2.37555555555556
DNAJB8	-0.84975
CNBP	1.17583333333333
WASF1	-3.793
INPP5E	-0.8475
HSPB1	1.0620625
TMEM167	-0.649
CUBN	-0.66325
IGF1	-0.8664375
ITPK1	0.9836
NAALAD2	-1.63725
G3BP1	0.3427
NT5DC1	0.469
CYP39A1	-1.614
TMEM139	1.60791666666667
POLK	-0.7303
GLULD1	-1.40025
RBM15	-1.28116666666667
AMZ2	0.46375
GDF15	-1.99766666666667
MESDC2	-0.48625
INCA	-1.72883333333333
ACY1L2	-0.784
GZMM	-0.989666666666667
PAIP1	0.57675
CACNA2D1	-1.1445
STK32C	0.873666666666666
SH3BP4	1.18983333333333
DEC1	0.6105
PADI1	-0.0695
UBB	0.4215
PON3	-0.616
PROP1	0.72
ANKRD13B	-0.3275
ADCK1	0.3305
TCF25	-0.0471666666666667
SLC38A5	-3.16775
CXorf26	-0.184333333333333
C19orf39	0.88875
PPP1R13B	0.672
ARL2	-1.2435
TCL6	0.148833333333333
TOP3A	-0.5925
SLC16A14	0.627125
FXYD6	0.211833333333333
HIST1H4E	-1.42425
BBC3	0.923
UNC5A	0.15
FAM86C	0.2789
PI4KB	-0.210625
B3GAT1	-4.21625
SUSD2	-0.1175
OAZ2	0.1265
NOC4L	-0.0255
C10orf12	-0.21275
FADS1	-4.31283333333333
LOC144097	-1.4505
DKK2	0.123833333333333
KIAA1949	-1.55125
RHOT1	0.4176
OXT	1.087
GPR153	0.70925
ARL4A	-2.8045
SAAL1	-1.082
CCDC64	0.875
USE1	0.391666666666667
HNMT	-0.0866666666666667
PCGF3	0.3683125
CYP2C19	0.377
C20orf4	1.1485
CCDC11	2.617
ACSBG2	1.0065
RWDD2A	0.64375
PALLD	1.074125
CPLX4	-0.159
LOC492311	0.92975
