Hybridization REF	TCGA-B6-A0IN-01A-11R-A034-07
FAM20A	1.1085
IRF2BP2	0.2675
ZNF230	0.3165
MSN	-0.241857142857143
SLC9A5	-0.9855
EPDR1	-0.721
MUSK	0.153833333333333
ZNF434	-0.212333333333333
SMARCD1	-1.18183333333333
ZFP106	-0.373
ZNF347	1.1797
GTF2E1	0.23025
RY1	0.114333333333333
ATAD2B	0.3925
ARHGAP17	-0.1059
KCNIP3	-0.69175
SFPQ	0.1735
GFRA4	1.36783333333333
AKR1B10	-4.33525
TIGD6	0.4225
RGS16	2.948
URB1	-0.360333333333333
OR4C46	0.193833333333333
TOP3B	-1.17175
NFATC4	0.6555
CA14	-3.741
BMPR1A	-0.631333333333333
SNRP70	-0.833875
PRL	0.115833333333333
C6orf130	-1.02225
STAG2	-0.08775
CD55	-1.55107142857143
RPS23	-0.8655
SSX2	-1.45883333333333
FDPSL2A	-0.72225
FBXO27	1.265625
SYNGR3	-0.943
TMSL3	2.06675
EML1	-0.7945
NUP93	-1.26766666666667
SMAD3	-0.6492
KIAA1189	-1.53016666666667
HNRPUL2	0.591833333333333
TBC1D12	0.386333333333333
C16orf24	1.33325
MRVI1	1.64083333333333
ZNF581	1.45183333333333
ELOVL3	-0.01
OR51Q1	-0.1985
CACNB3	2.88183333333333
GALNT13	-1.34942857142857
C10orf84	1.5979375
NEDD4	-0.6379
SPO11	0.003
OR5AU1	0.4055
NEK4	0.479857142857143
PRKAR2A	-0.697166666666667
IHPK1	-0.0223333333333333
ATP6V0B	1.371625
CACNA1E	2.854
CEACAM8	1.1046
PEX14	0.6155
FLJ12993	1.9775
ZBTB38	-0.235416666666667
PCTK2	0.2825
LRRC16	1.2114
FBLIM1	1.05741666666667
FYCO1	1.117
RP5-1022P6.2	-0.64075
CMTM1	0.595833333333333
PLTP	0.156333333333333
RAPH1	0.84925
DOCK8	0.959875
EZH2	0.1032
SLC25A1	-1.03
PLEKHB1	0.9351
GRB7	1.1935
ZFP37	-1.932
MRPL33	-0.68775
PELO	-0.565
ARMC1	-1.10263636363636
C9orf27	0.931571428571429
FLJ25778	0.328
C9orf37	-1.35516666666667
TMEM66	-0.02975
SPRN	-0.232375
HBEGF	1.20225
PI4KA	-1.3665
LEPRE1	-0.23775
POU2AF1	-0.0785
MRPL12	0.132666666666667
REP15	-0.5005
ZC3H3	-0.31375
RASAL1	-0.64225
DDAH1	1.684
ACBD5	1.46825
TMC2	-0.3575
CCDC137	-1.03375
SAMD13	3.873
UGT2B15	-2.80766666666667
TIPARP	-1.7625
DNASE1L3	2.5605
TRIM72	0.3365
DBX2	1.00175
IPO8	0.54825
C21orf88	-1.6618
MAP3K14	-0.155
LOC51233	1.21616666666667
GGTLA4	2.37875
PDE6D	0.07225
ZNF117	-0.597
CLK2	-1.19375
NKRF	-0.753
TNFSF15	-0.1649
DUSP2	0.450125
SECISBP2	-0.1341
GABRR2	0.3575
PPAP2C	-0.01125
LOC51145	0.217666666666667
PAG1	0.5475
PIK3C3	-0.0885
GNG10	-0.7385
APOL4	0.497833333333333
ANKRD28	-1.565875
STMN3	-0.5091
RAB14	0.5431
CDK2AP2	0.26625
HDDC3	0.064125
COMMD7	0.0385
CXXC1	-1.01875
HMCN1	-0.774666666666667
CD40	1.42325
DYNC1LI2	-0.1415
GDI1	1.16375
LOC646938	0.25525
VSNL1	-3.297
PIH1D1	2.14583333333333
RAET1G	1.0755
KRTAP5-9	0.7945
EFTUD2	0.0385
ZNF311	-1.46483333333333
ATP6V1G3	2.273
OR2W3	-0.1495
SCN4A	1.002
MED10	-1.082125
FAM135A	-0.4536
ARHGAP4	0.34
EHMT2	-0.588875
UFD1L	-0.5315
ERMP1	1.375
MAG1	-0.834666666666667
THAP8	0.178666666666667
HACE1	-0.990333333333333
FAM82C	0.122166666666667
C3orf20	0.84
UNC84A	-0.5585
SCD5	-0.293833333333333
LASS6	2.255125
LSG1	-0.187166666666667
MAL	-4.08025
GPR22	-0.8185
WDR5B	-0.54125
ACTRT1	-0.3125
C17orf60	-0.2055
GRIN2C	2.8706
ARMC8	-0.77225
SLC47A1	-1.38416666666667
DMPK	1.2085
DHRS13	-0.00216666666666668
SMC1A	-0.898666666666667
KRTAP17-1	-0.649666666666667
SMYD5	-0.945
TUSC2	1.0175
CRHR2	1.147
KIR3DL2	0.119
CCDC104	-0.064
ATP2C1	-0.24475
CROT	-0.87425
PABPC3	-0.8935
EGR1	2.36983333333333
THSD1	1.36275
KHK	-1.50375
SLC12A2	4.2073125
CD58	-1.2825
STOX2	0.624333333333333
CCDC76	-1.3889
CCDC48	6.091
DNAH1	0.434333333333333
ZIC4	0.11525
OR1G1	-2.722
PSMC6	-1.08333333333333
PROKR1	1.289
ABCB1	0.47875
TRAT1	-0.47025
LLGL1	-1.6565
MTF1	1.47075
USP54	0.40875
PAGE2B	-3.062
ITGB7	-3.079
CCDC81	-0.49
LOC149837	0.76125
SCUBE1	-0.0775
ZSCAN10	2.32
HUWE1	0.143357142857143
CDH17	-0.427
CD180	0.67
IL17A	-0.4825
TMPO	-1.644625
KIAA1524	-1.8534
HDGFRP3	-0.1195
OXCT1	-0.298363636363636
RRAS2	-1.245
LTBP2	2.401625
SV2B	3.16633333333333
CYP2A6	0.676
PKD1L2	-0.965333333333333
PPM1M	0.977
FLJ22662	1.50416666666667
ZNF502	0.73925
GP6	-1.21775
CRYBA2	1.1645
LEF1	-1.7799
CTPS	-1.84885714285714
EYA1	-2.40616666666667
EPS8L1	3.41875
MAPK14	-0.79075
SERPINB2	-4.499875
GTF2F2	0.0538333333333333
ZNHIT4	-0.3755
PLA1A	1.951125
C20orf114	4.61825
HPR	-2.1875
C18orf2	-3.2065
SATB2	-0.66825
KCNJ9	1.66457142857143
MGC157906	0.357
MOCS3	-0.55825
C17orf71	-0.758
PPHLN1	-0.1752
HIST1H2BN	-0.6055
RAPGEF1	-0.111875
MAP3K8	-0.791
DLG4	1.101
STC1	1.30441666666667
CDGAP	1.18775
DDX26B	-1.75525
LOC150223	-1.3425
CPSF3	-1.05683333333333
TMEM14A	-0.035
MYH3	-1.48575
GPKOW	0.00225
SULT1A1	-0.181
SPON1	2.7776
YY1AP1	0.0268333333333333
RAB23	-0.49275
PLA2G4A	-4.04375
MAPRE3	0.49875
ZNF516	0.569428571428571
GGPS1	1.36925
EXOC3L2	0.367125
C19orf42	0.3021
MAP2K2	-0.149
HIST1H2BB	-0.183
RNF19B	0.282333333333333
C6orf128	-0.0905
TLR8	2.581
PCDHA9	-1.592
CARS2	-0.245375
CLUL1	2.018
RHAG	-3.54866666666667
UNK	0.373
EXOC8	0.5854
C9orf95	1.43775
C14orf143	-0.674833333333333
MAML3	0.016875
LDHA	-2.776
MRPL20	0.38725
KLHDC6	1.01066666666667
ATP5S	-0.276833333333333
C8orf55	-0.0535
PHF19	-2.000125
KRTAP13-4	1.1105
TTC5	-0.308
XKR5	-1.42475
SILV	-4.01816666666667
TEX28	1.034
TCTN1	0.645
CX40.1	0.08025
PPP2R5C	-0.300125
C12orf30	-1.0926
CAPG	2.47725
MPZL1	0.00359999999999997
ARSB	-0.596666666666667
TDH	-1.1935
WASF4	1.3205
TSSK3	-1.00916666666667
7A5	-1.0725
CRISPLD1	0.04775
MAD1L1	0.495666666666667
SPIN4	-0.692
AMPD1	-0.0906666666666667
DPYSL5	0.164
INPP1	0.348333333333333
ANKRD11	-0.345555555555556
NPAS4	-0.383375
GCET2	0.6515
RNASE9	-0.6925
GUCY2D	0.4506
CCDC98	0.00249999999999997
FGF4	-0.0224285714285714
CPM	-0.193333333333333
SLC26A4	-0.751833333333333
PLD5	1.01125
FAM59A	0.2069
FBXO5	-2.09755555555556
SIPA1L1	0.0495
DPYS	1.207
ATG4D	0.32175
TGM3	1.2395
MTCH1	-0.4375
HK1	0.600571428571429
CDC26	-0.26025
GALNT12	-1.86133333333333
LOC339229	0.63925
MRPL35	-0.435
ORC4L	-0.764625
TNKS	-0.763785714285714
C2orf24	0.590666666666667
ZNF553	0.410166666666667
GGTLA1	3.1299
ZNF497	-0.09925
CDY1B	-0.0326666666666667
SLC30A4	1.2375
TUB	-1.2965
ARHGEF18	0.29175
ARRB1	0.37425
KCNK1	1.539125
EREG	1.8176
SCAMP5	0.47975
RUNDC3B	3.443
ADAMTS20	-0.26625
IL17RB	-1.784125
FLJ20323	-0.9075
MCAM	1.31175
POLR3E	-1.64133333333333
AQR	0.0336666666666667
IPMK	-2.6255
CDCA7	-3.592625
CAMP	5.4805
GRHL3	0.2255
ADAMTSL2	1.232
CLMN	2.38
SSTR3	0.7845
MAGEA5	-1.53083333333333
OVOL2	4.39175
JMJD1B	0.55575
RBL2	0.1043
PYGO2	1.3645
PPP1R10	1.18116666666667
CSE1L	-1.4785
LCA5	1.58825
RDH16	-0.39025
ASRGL1	-0.8545
TOM1	1.15683333333333
PTX3	-4.54825
TTC15	0.55375
SCGB3A1	1.55416666666667
MRPL50	-0.84325
RCAN3	0.953625
SLC26A11	1.19325
STYX	-0.374833333333333
CINP	-0.596
MARCH7	-0.30375
PFKM	-0.952333333333333
SGMS1	0.3225
RIOK3	-1.1424
C1orf110	-0.9275
CES7	0.367875
LOC440248	-2.04975
PPP1R12C	0.74275
C10orf27	1.1245
ATG9A	-0.4265
MRPS26	0.843875
TMEM40	2.99975
ELP3	-0.7761
ZNF787	1.9262
HIAT1	-0.5595
C8orf34	1.099
MGC4655	-0.4245
PELI1	0.619333333333333
PPT1	0.8351
SLC35C2	-0.962666666666667
C6orf125	0.291
MUC4	-0.783666666666667
RFC4	-3.07614285714286
GNB2	-0.581
NUP50	-0.149642857142857
SULT4A1	-1.9915
C7	3.937625
CCDC130	0.184833333333333
ARRDC4	0.388
RQCD1	-1.2875
GLYCTK	-0.85275
AYTL2	-1.47790909090909
MTUS1	0.4535
LEMD3	-0.369333333333333
PLEKHF2	0.82875
HOXA7	0.1465
GTF3C2	-2.3085
DYNLRB2	3.22075
CNOT10	-0.5065
MR1	0.832166666666667
FFAR1	0.19925
PRIC285	0.429
SLITRK6	2.5885
LIX1	-2.4276
UBE1L2	-1.02591666666667
F8	1.196375
ACHE	0.413333333333333
KPNA5	-0.1655
TNFRSF12A	-1.90483333333333
EGR3	1.6
SERPIND1	-2.84383333333333
OASL	1.175
IFRD1	-3.07325
WDFY1	-0.804333333333333
ZNF267	-0.33325
ACCN5	-1.1105
ZBTB6	-0.26525
PPP1R3A	-1.887
PRRT3	1.93775
FBXL19	-0.262
TXNIP	0.613642857142857
ACTN2	-0.04025
ATG9B	0.722625
C9orf117	0.29675
IL27	-0.1755
RPL36AL	-0.0433333333333333
KLK15	0.977666666666667
CHAD	3.515
RAP2B	0.0174
HEBP2	1.677
ZNF342	0.501
CAMK2G	-0.1585
TLR3	0.089
FGF14	-1.6135
HMGB2	-1.351375
TRPM5	0.192666666666667
OR5M11	0.5205
KIF3B	0.659947368421053
PRICKLE2	1.2625
MTMR9	-0.05
C3orf27	0.04525
GLRA3	-2.41466666666667
NSDHL	-0.580833333333333
TMEM32	-0.22825
POLR2D	-1.29508333333333
MYADML	0.428
C9orf114	-0.906
MRGPRX1	-1.0695
TOPORS	0.4525
CLDN19	-1.5425
C1QL4	-1.3775
RNF165	-0.3485
DHRS9	1.362
DNAH2	-1.93083333333333
FXR1	-0.76
ZMYM3	-1.250875
CASP3	-0.0393333333333333
FAM120C	0.572375
SCLY	-1.3675
CA7	-0.3715
ENTPD5	0.618
ZNF461	0.105
PDIA5	-0.9755
C1orf19	-0.763666666666667
TMEM67	-0.54625
KCTD20	-0.6005
WDR47	0.6335
FLJ38723	4.682
KLRF1	0.940333333333333
TAS2R16	0.1585
CLDN12	-1.36025
PRKCE	-0.6795
UBXD4	-2.4445
ITGAM	2.75816666666667
GLT8D3	-0.68225
WDR31	-1.56425
RGS2	0.5955
OR51L1	0.771
MST1R	0.4075
KIAA1737	0.647
OR4A5	3.71
GLIS1	-1.1505
PTMA	1.007
NAPA	1.212
PRDM11	-0.234
LIPF	-1.506
DIRAS3	-0.3135
ASGR2	-3.46275
C1QTNF4	1.151
PIK3R4	-0.504833333333333
ARMC3	2.2975
NDUFV3	0.0324166666666666
BTBD3	-0.895666666666667
PPP1R2	-0.40925
UBE2NL	-0.05925
FOSL2	2.02157142857143
FAM119A	-1.49583333333333
TUBA4A	-1.1506
KRTAP12-1	-0.16225
SFRS2	-1.73225
RHPN1	1.0221
EEF2	-0.7705
ZDHHC11	-0.07
EPHA3	-1.3333
RBM12	-0.55625
H2AFJ	3.37333333333333
EDIL3	1.38
KIF26A	-0.328
SERGEF	0.52325
B3GALT4	4.48975
LOC90925	3.5615
OSCAR	0.699375
NPFF	-0.379125
DEDD	0.63575
TMEM155	-0.4895
PTPN1	-0.37625
SCYL2	-0.433833333333333
SKAP1	5.293
LEAP2	-3.35866666666667
GADD45G	1.9992
IFITM3	0.538
PILRB	-2.50716666666667
SLU7	0.511
DSC3	-0.00866666666666667
DNMT3L	-0.64775
PAPD5	0.940875
B3GNT3	1.17133333333333
LHCGR	-0.041
MSL-1	0.0805
UBE2S	0.525875
SAP130	-1.02125
ANAPC11	0.98675
MAGED4B	-0.6655
ATP6V1B2	0.532833333333333
C14orf179	1.329875
CAPZA1	0.15875
CDYL2	0.0931666666666667
GLRX3	-1.34116666666667
LOC136288	-0.88725
MOBKL1A	0.09925
HTR2B	2.6465
CRYGD	0.334166666666667
NUS1	-0.647166666666667
PGRMC1	-0.261
MYOM2	0.8805
FLJ39653	-1.87316666666667
CHM	-1.0594
OR5M8	0.6335
ZNF619	-0.2675
FAM105A	-0.194
CCNL1	-1.808
NAP1L3	-0.04275
C10orf57	2.46533333333333
B3GALNT1	0.887
CSN1S2A	0.8485
TCP10L	1.58825
GDAP2	-0.182
DMKN	-1.38333333333333
COX6B1	0.604
DNASE2	0.2445
MSH5	-1.7315
LGMN	0.337
USP31	-0.3865
OR13C8	-0.4445
SDCBP	-0.282
NUDT11	-1.92616666666667
PYGL	-0.505166666666667
SNPH	1.71833333333333
B3GNT4	-0.9085
MIZF	-0.7645
NUBPL	-0.342875
NOD1	0.0805
CDH22	0.907875
NUBP1	0.109
DSCAM	-3.794
DGKI	-0.9525
FAM136A	-0.93125
AKAP1	-0.51
SLC16A6	0.54975
RIN3	0.438
PSG2	0.0955
DIP2B	-0.143
PSORS1C1	0.9797
KIAA0495	-1.8955
FLJ90709	-0.770333333333333
LPA	0.1326
PIGA	-0.3635
LY75	3.2525
UTS2	-5.18916666666667
RREB1	-0.337714285714286
GALNACT-2	-0.0618
MGC3196	-0.2065
FLJ31568	-0.5085
LPHN1	0.522125
SP1	0.1455
TOX4	0.0615
HSPA9	0.3485
APOBEC1	1.841
SLC35E4	-1.40425
LSM5	-0.8495
SURF1	0.528
ZBTB1	0.6665
GTF2F1	0.0655
RPS15A	-0.392142857142857
DUSP21	-1.12983333333333
GINS4	-3.15416666666667
MYO15A	-0.747333333333333
GIMAP7	5.09275
MGC13379	0.67425
ATP6V1E2	-0.945833333333333
UTP3	-0.58975
HNRPA3	-0.8106875
MT4	0.078
C14orf155	-1.24975
U1SNRNPBP	0.9815
CKLF	-0.709333333333333
PLEKHN1	0.169833333333333
MBNL1	-0.398833333333333
NUP160	-1.937
ACSM2A	-0.61575
LOC129881	-0.377
KIAA1529	-0.72975
FLJ22639	-3.19
HAND1	-0.3475
GSX1	0.341
FGA	-3.35846666666667
SERPINB1	0.692
ZNF642	-0.24475
IGFBP1	-7.787875
SLC1A1	-1.700625
DHX57	0.154125
ZNF766	-0.5655
PTPN21	-0.3593
GDPD3	-2.695
PNPLA5	0.796
TBR1	0.3072
FAM116A	-0.3285
IQGAP1	0.454
FOS	2.225
ZNF226	0.97675
FIGNL1	-1.31566666666667
C14orf1	0.423333333333333
ZMYND17	-0.9835
PUS7	-1.50066666666667
TUBB6	-0.585625
KCNQ2	-1.6135
MARCH6	-0.247666666666667
CCDC33	0.569
PRODH	0.82875
RBM11	0.3655
EPHA6	0.9476
SLC43A1	-0.602
LOC196541	-0.0115
NTN1	0.689166666666667
ING4	-0.03775
PCDHB10	1.775
DPH2	-1.04833333333333
SPACA4	0.86575
FBXL21	-2.234
DIAPH1	-0.646833333333333
ZNF71	1.47133333333333
CEP76	-0.87
CORO1A	0.1305
RRM2	-2.647
EDG4	-0.041
OS9	0.981666666666667
SLC4A1AP	-0.192
COG5	-0.80775
COPS8	-0.73175
NGLY1	-1.43025
NCBP2	0.173875
C17orf42	-1.27483333333333
GPSM3	1.6475
SIL1	0.638833333333333
ASB6	-0.30675
SMAD5OS	-0.1425
UNC93A	-3.469875
A1BG	-0.5652
C21orf62	1.648
FMO5	0.273833333333333
ATRIP	-0.470833333333333
CEBPG	-0.236333333333333
C7orf38	-1.2625
TNFRSF1B	1.04083333333333
CLEC1A	2.17433333333333
IQSEC1	0.51375
PATZ1	0.4782
RBM22	2.044
BAG2	-2.92266666666667
PAQR5	-2.00883333333333
C9orf127	1.4977
THNSL1	-0.02275
SHROOM3	0.046
JAM2	2.284
SNRPN	-2.51675
ALX4	-0.396
CACNA1S	-0.094
FAM130A1	0.023
CORIN	1.5905
CD300LB	1.5025
PLEKHG6	0.749
LRRC40	-1.59925
PCLKC	-0.914
PCDHB16	1.25433333333333
WNT2B	0.7725
ASNS	-2.38155555555556
MRPL49	-0.372
FLJ46111	-0.95125
ISG20	0.3135
SMU1	0.467833333333333
CASZ1	-0.067
POLR1D	-0.810916666666667
GIN1	-1.1125
SNAG1	-0.187333333333333
ANKRD29	1.6445
CDKN2AIP	-0.314
KRR1	-0.1705
CXCL1	-3.31883333333333
EPM2A	-1.0173
PC	0.315
DEFB127	1.6465
PDZRN4	1.048
FAH	0.21825
OR51E1	3.2085
CDC2L6	-0.000666666666666674
DNTTIP1	-0.91075
PAX8	-0.4135
TMEM116	-0.3695
C1orf150	-0.092
PRO2012	0.09675
MRPL40	-1.098
BEX1	-3.485
SLC2A4	-0.401666666666667
PKMYT1	-1.90025
FEZF2	-0.20275
SLC26A9	-1.42725
MAP2	-0.0559090909090908
LYL1	-0.2095
SLC25A19	-0.187833333333333
NOS3	1.2955
ZNF34	0.502
TMPRSS11F	-1.2125
FAM43A	0.47525
FCRL4	0.300666666666667
KLF14	1.21275
FLRT2	-0.0201666666666667
WRN	-1.25275
SDF2	0.5775
KRT8P12	-0.12875
C6orf195	-0.455
C9orf125	-0.953833333333333
DZIP3	-0.316875
RIT1	0.0530833333333333
SCML1	-2.31366666666667
RHBDF2	0.116625
OR2G3	-0.296
REXO1L1	-0.9995
MAP3K7IP3	-0.462
C3orf57	-5.88325
FBXW11	-0.982833333333333
ETAA1	-0.877
C14orf131	-0.4619
AKT1S1	0.01925
SLC12A5	0.019625
C9orf164	0.67225
NRIP3	0.866125
NOS1AP	-1.57775
TMEM121	0.76325
SAP30BP	0.1277
DGCR6	0.6435
WDR76	-1.66775
FAM82B	-0.316416666666667
LOC606495	-0.8625
MAP9	2.69575
BCDIN3D	0.4795
CXorf36	4.25533333333333
DSCR3	-0.6408
ZFAND3	0.5265
C7orf43	0.3405
SPSB3	0.1923
C19orf19	1.0415
FAM133A	-1.25185714285714
C12orf25	0.478
SLC39A3	-0.445625
DISP2	2.37275
PI4KAP2	-3.054
MKRN3	-1.19766666666667
ADAMTS13	-0.54275
CBLN3	0.8095
TTYH1	-1.60066666666667
C3orf18	1.38675
FLJ13236	-2.3085
ZMYND12	3.08625
C18orf25	0.008
GLB1L3	-1.4325
ATP13A5	0.684
RANBP10	-0.05475
CD96	0.00340000000000003
DENND1C	1.088
RBMS3	1.5708
SLC41A3	1.1075
DGCR6L	0.52425
TMEM128	-0.754166666666667
CSNK1G3	-0.435285714285714
MOBKL2C	0.997875
TSPAN6	-0.609
MATN2	-0.3665
MSL2L1	-0.0725
ST6GALNAC2	1.3945
FGFBP2	0.996625
FGL1	-5.78716666666667
MPP3	0.541833333333333
ARHGEF6	1.5625
TGFBR2	0.834625
ACMSD	0.128333333333333
IL33	4.7725
C9orf5	-0.02975
DEAF1	0.4877
AMN	1.677
DEFA6	-0.945142857142857
RNF212	0.69875
METT5D1	0.744833333333333
CIB1	0.5014
TSSK1B	-1.2785
KIAA1727	0.55925
ZNF680	-0.26275
LOC399900	-2.287
LOC152217	-0.23725
CTNNAL1	-2.862
CIT	-1.913
TLE6	-0.48875
ZNF607	-0.16025
HERC4	-1.53316666666667
DRAP1	-0.1972
PEMT	-0.203
C10orf111	0.191
ZNF575	2.160125
KCTD7	-0.31075
MYO1F	0.4775
LOC285382	0.19675
RAB11A	0.6262
PLCD3	-0.76175
C15orf28	0.06325
PTBP2	-1.05425
CTB-1048E9.5	-0.788
C19orf60	0.769
C7orf25	0.3585
SETD7	0.809
HOXB9	-3.8845
VANGL1	-0.301125
CHAF1B	-3.149
NDUFA3	1.6825
KIAA1328	-0.6215
SHARPIN	0.46175
TTC23	-0.4695
UGP2	0.208333333333333
ANKIB1	-0.4606
CIRBP	1.54157142857143
SEC14L4	-3.37133333333333
OVCH1	-0.409166666666667
VPS52	-0.499
FAT	-0.81275
M6PRBP1	0.22775
GPRIN3	-1.493
PPM1F	0.9645
TSR1	-1.353
CCDC85A	2.05425
PCSK5	2.987
ZFHX3	1.2255
HEMK1	-0.7815
PGBD2	-0.5765
RSRC2	-0.593666666666667
AURKC	-1.2885
SCRIB	-0.025625
ORM2	-4.071
FAM115A	1.3391
FZD6	-0.33875
UNC119	-0.332
GPX3	0.6536
NOV	0.167875
CABC1	-0.5425
CDC42SE2	-0.18975
EIF2S2	-1.5704
RNF130	0.80225
CKAP5	-0.957
RP11-413M3.2	1.698625
C10orf18	-0.4018
TMEM93	-0.537
DYX1C1	0.55225
KCNMB2	-2.76757142857143
ANK3	0.763583333333333
KRT5	-1.7635
CDH12	-1.35766666666667
QRSL1	-0.359125
JUB	-2.74625
SHC4	-2.52075
CCL15	2.33966666666667
CCDC22	0.1415
SNX24	-0.3
RARS	-0.833
MORC2	0.527
FAM48A	-0.557
MT1H	-0.6015
PPP1R14C	-2.399
FOXD1	-1.82292857142857
C1orf213	-2.01
AMT	-1.952
DSN1	-2.13825
PTPLAD2	1.01075
DIS3L	0.1865
RASL11A	0.931
GPRC5B	-0.13875
FRMD7	0.1785
STRN4	1.31975
KITLG	0.640952380952381
HDGF	-0.000999999999999994
OR1S1	0.928
SETX	-0.1921
DDR2	0.049
KCTD12	2.07825
LYZL2	1.116
WDR52	-0.3855
TMEM2	0.392875
ZNF579	2.278
LOC200810	0.5885
TNFSF9	-1.68725
PPFIA4	-3.49325
CNIH3	0.163666666666667
MAP4K4	-1.18507142857143
ROD1	0.619071428571429
ALS2CR12	-0.0141666666666667
DOCK3	0.434
PAQR9	-3.15325
ASB17	0.732666666666667
STX16	-1.577125
FEZ2	0.216666666666667
DLAT	-0.179666666666667
KIF21B	-0.823833333333333
CDC5L	1.13275
TMEM119	1.156
CRIP3	-1.5135
TPSD1	0.1384
TEPP	1.94025
GNGT2	2.08175
C21orf121	0.913
WNK1	-0.171333333333333
FLJ10490	1.2374
OR51B5	-1.591
LOC203547	-0.952875
HAS1	-0.7835
PPA1	-0.956
ST7	-0.753
C11orf46	-0.2315
POPDC3	-0.925666666666667
ACOX2	0.213166666666667
ATCAY	0.032
TM4SF19	1.2405
MFSD9	-0.0105
PDHB	-0.655
ERN1	-0.0315
LCE3C	0.578
GPR111	1.9755
NOTCH3	2.41166666666667
ADAMTS5	2.692
B3GALT1	-3.306
UGCGL1	0.322166666666667
FAM58A	1.06316666666667
FBXO32	0.96025
CLPP	0.25425
NXPH1	3.47175
MTMR3	1.04933333333333
ATP1B3	-1.027125
TMEM16A	4.53675
HIST1H3F	0.193666666666667
TRIM25	-0.175833333333333
SDCBP2	0.907
CRKL	-2.529625
HOXB2	-0.867
ANP32B	-0.898375
GATM	3.2085
AP4E1	-0.053625
EDG5	0.64375
CDKN3	-1.99183333333333
CDH4	-2.89925
PGD	-0.893
RND1	0.1365
GAD1	-3.2369
MPG	0.339125
LOC440350	-1.1915
ZNF133	-0.178
SERPINB12	-1.56
AMELY	-0.907
DHX36	-1.006
TNFAIP8L2	3.4515
PHTF2	-0.259277777777778
CCDC112	-0.250166666666667
IQCC	-1.656
HEYL	4.53733333333333
FTSJ2	-0.252
APPL1	-0.0985
RAB43	-0.0688571428571428
OR10G2	-0.245
WAC	0.450833333333333
ADCY9	-0.290375
RUNDC2B	0.217
PYCRL	0.666
AGPAT7	-0.5205
SLC22A9	-2.6475
CDKAL1	-0.519
PDYN	-1.883
C20orf74	-0.0525
MTMR11	0.155
VAV3	2.21716666666667
DAPL1	0.51875
STXBP3	-0.1025
EIF3G	-0.382
ARHGAP22	1.19625
NPFFR1	-0.541
NPC1	-0.882
ALDH9A1	1.22733333333333
ZNF600	-0.39325
ZNF678	-0.302166666666667
RASSF1	0.13975
ADD2	-1.84242857142857
PITPNB	1.689125
PKD2L2	-0.264833333333333
LRP11	-0.18375
CDKL1	-0.37875
SMEK2	-0.16275
PRODH2	-2.77833333333333
C11orf54	-0.673166666666667
SFRS11	-1.07633333333333
IL7	0.513666666666667
ALS2CR16	1.28875
BTG3	-1.40766666666667
PAK2	-0.884
RP11-679B17.1	0.11325
GATA4	-1.421
ATP2B1	-0.90925
LOC130940	-0.3875
C1orf172	3.06666666666667
ATF7IP2	0.34375
SLC25A43	-0.894
CENTG3	0.910166666666667
IGF2BP1	-3.53825
FCHSD1	0.2535
CAMK2N2	2.24983333333333
ELAVL3	0.457333333333333
NBPF15	-0.9965
UBE2J2	-0.169818181818182
GNL2	-0.0685
PRR3	0.00760000000000002
NLF2	2.47625
OR4F6	-0.7725
KLHL24	0.130666666666667
CCDC88A	-1.705
SGPP1	-0.609166666666667
C10orf11	1.43266666666667
SLC35B4	-0.799
UGT3A2	3.313
ARNT2	3.2083
CBR1	-1.716
ITPR3	-0.508833333333333
TRAPPC6B	-0.769333333333333
AMZ1	0.6025
ARP11	1.32825
WDSUB1	-1.06675
APBA1	1.0265
RAB2A	0.2869
C6orf162	-0.121625
HPSE2	1.33933333333333
PLCE1	-0.37825
INSL3	1.6085
DLG1	-0.4195
PTPLA	-2.69575
PIGX	-0.84975
TFIP11	-0.107166666666667
FIBIN	1.8555
POLR2G	-0.017
GRAP2	-1.6069
DNAJB8	0.19925
CNBP	0.681666666666667
WASF1	-1.45875
INPP5E	-1.3708
HSPB1	0.4031875
TMEM167	-0.4112
CUBN	0.043
IGF1	3.7095625
ITPK1	0.7464
NAALAD2	-0.45375
G3BP1	0.1598
NT5DC1	0.135
CYP39A1	-1.978
TMEM139	3.13781818181818
POLK	-1.13811111111111
GLULD1	0.588
RBM15	-0.612333333333333
AMZ2	0.45175
GDF15	-1.66716666666667
MESDC2	-0.70025
INCA	0.651333333333333
ACY1L2	0.4985
GZMM	-0.00200000000000001
PAIP1	-0.06525
CACNA2D1	-0.551
STK32C	-0.941333333333333
SH3BP4	0.375833333333333
DEC1	1.905
PADI1	-0.609
UBB	0.2456
PON3	-2.136
PROP1	1.251
ANKRD13B	-0.5765
ADCK1	-0.51825
TCF25	0.423583333333333
SLC38A5	-3.03325
CXorf26	0.497166666666667
C19orf39	0.94875
PPP1R13B	1.22
ARL2	0.0385
TCL6	0.421
TOP3A	-1.2465
SLC16A14	1.539875
FXYD6	1.94016666666667
HIST1H4E	0.128
BBC3	0.995473684210526
UNC5A	0.929833333333333
FAM86C	-0.5946
PI4KB	-0.241875
B3GAT1	-3.51
SUSD2	1.846
OAZ2	0.217833333333333
NOC4L	-0.27025
C10orf12	-0.3515
FADS1	-1.67516666666667
LOC144097	-0.2125
DKK2	2.13216666666667
KIAA1949	0.378
RHOT1	-0.4469
OXT	1.2685
GPR153	2.1385
ARL4A	-1.097
SAAL1	-1.39375
