Hybridization REF	TCGA-B6-A0IM-01A-11R-A034-07
ZNF434	0.877166666666667
SMARCD1	-0.861666666666667
ZFP106	0.36675
ZNF347	-0.1051
GTF2E1	-0.04375
RY1	-1.01
ATAD2B	0.032125
ARHGAP17	-0.6455
KCNIP3	-0.3395
SFPQ	0.084875
GFRA4	0.548666666666667
AKR1B10	-3.861375
TIGD6	0.852666666666667
RGS16	2.493625
URB1	-1.2785
OR4C46	0.2215
TOP3B	-0.865
NFATC4	0.4105
CA14	-4.31025
BMPR1A	-0.261666666666667
SNRP70	-0.994
PRL	0.348166666666667
C6orf130	-0.497
STAG2	0.1045
CD55	-1.15664285714286
RPS23	-1.84416666666667
SSX2	-2.14633333333333
FDPSL2A	-0.97975
FBXO27	-0.038875
SYNGR3	-1.0725
TMSL3	1.3145
EML1	-0.5045
NUP93	-1.187
SMAD3	0.3857
KIAA1189	0.904333333333333
HNRPUL2	-0.128833333333333
TBC1D12	0.3105
C16orf24	0.56125
MRVI1	2.48033333333333
ZNF581	0.21
ELOVL3	0.7155
OR51Q1	0.805
CACNB3	2.04983333333333
GALNT13	0.02775
C10orf84	1.047875
NEDD4	0.0573
SPO11	1.351
OR5AU1	0.4065
NEK4	0.423714285714286
PRKAR2A	-0.535166666666667
IHPK1	-0.0441666666666667
ATP6V0B	1.30225
CACNA1E	1.27
CEACAM8	1.282
PEX14	0.1695
FLJ12993	3.385
ZBTB38	-0.246916666666667
PCTK2	-0.0113333333333333
LRRC16	0.4858
FBLIM1	0.454083333333333
FYCO1	1.06725
RP5-1022P6.2	-0.6415
CMTM1	1.458
PLTP	0.497166666666667
RAPH1	1.529125
DOCK8	0.67475
EZH2	-1.328
SLC25A1	-1.1525
PLEKHB1	0.3359
GRB7	1.1899
ZFP37	-1.0725
MRPL33	0.03575
PELO	-0.19575
ARMC1	0.125636363636364
C9orf27	0.14525
FLJ25778	0.3355
C9orf37	-0.757166666666667
TMEM66	-0.261
SPRN	0.977
HBEGF	0.40125
PI4KA	-0.231
LEPRE1	-0.30975
POU2AF1	-5.101
MRPL12	-0.645666666666667
REP15	0.761
ZC3H3	0.2725
RASAL1	-2.242
DDAH1	0.926625
ACBD5	1.286375
TMC2	0.905
CCDC137	-0.736
SAMD13	0.00116666666666667
UGT2B15	-0.905833333333333
TIPARP	-1.56475
DNASE1L3	0.32
TRIM72	0.425166666666667
DBX2	0.9535
IPO8	-0.38425
C21orf88	-2.3333
MAP3K14	-0.30775
LOC51233	0.9555
GGTLA4	-1.29
PDE6D	0.13475
ZNF117	-0.049
CLK2	-0.781875
NKRF	-0.228
TNFSF15	1.2704
DUSP2	-0.162
SECISBP2	0.1435
GABRR2	-0.4075
PPAP2C	1.6465
LOC51145	0.254333333333333
PAG1	-0.32025
PIK3C3	0.12375
GNG10	0.635
APOL4	1.36166666666667
ANKRD28	-0.1555
STMN3	-0.1673
RAB14	0.7824
CDK2AP2	-0.59175
HDDC3	-0.44875
COMMD7	0.54825
CXXC1	0.0955
HMCN1	0.0296666666666666
CD40	0.17125
DYNC1LI2	-0.2555
GDI1	1.4075
LOC646938	-0.13775
VSNL1	-1.713
PIH1D1	-0.4955
RAET1G	-0.0885
KRTAP5-9	-0.2425
EFTUD2	-0.31725
ZNF311	0.833666666666667
ATP6V1G3	0.844
OR2W3	0.5165
SCN4A	-0.01025
MED10	-0.47975
FAM135A	-1.6791
ARHGAP4	-1.516
EHMT2	-0.685375
UFD1L	-0.767
ERMP1	0.971
MAG1	-1.295
THAP8	0.706333333333333
HACE1	-0.184166666666667
FAM82C	1.51716666666667
C3orf20	-0.2855
UNC84A	-0.479833333333333
SCD5	1.69453846153846
LASS6	1.96275
LSG1	-0.24075
MAL	-5.36175
GPR22	1.035
WDR5B	0.7845
ACTRT1	1.15
C17orf60	-0.6265
GRIN2C	0.0926
ARMC8	-0.37075
SLC47A1	-2.9845
DMPK	0.5185
DHRS13	-0.204333333333333
SMC1A	0.224833333333333
KRTAP17-1	0.638
SMYD5	-1.13025
TUSC2	0.562625
CRHR2	0.469
KIR3DL2	-0.5
CCDC104	0.46875
ATP2C1	0.72225
CROT	1.51225
PABPC3	0.224833333333333
EGR1	-0.835833333333333
THSD1	0.76325
KHK	-1.046
SLC12A2	0.9843125
CD58	-0.874
STOX2	-1.4275
CCDC76	-0.9239
CCDC48	4.158
DNAH1	-0.609
ZIC4	-0.670125
OR1G1	-1.774
PSMC6	-0.483833333333333
PROKR1	0.4405
ABCB1	-1.454875
TRAT1	-2.9865
LLGL1	0.396
MTF1	0.36225
USP54	0.094875
PAGE2B	-2.3785
ITGB7	-3.884
CCDC81	-1.1005
LOC149837	0.8995
SCUBE1	-0.229
ZSCAN10	1.149
HUWE1	0.745357142857143
CDH17	0.694
CD180	0.259
IL17A	0.1145
TMPO	-1.14825
KIAA1524	-1.15083333333333
HDGFRP3	1.7975
OXCT1	-0.720636363636364
RRAS2	-2.441
LTBP2	2.711625
SV2B	0.743666666666667
CYP2A6	5.503125
PKD1L2	-0.604333333333333
PPM1M	0.7845
FLJ22662	2.08316666666667
ZNF502	0.647
GP6	-1.2475
CRYBA2	-1.331
LEF1	1.6398
CTPS	-1.57557142857143
EYA1	-3.17966666666667
EPS8L1	0.64
MAPK14	-0.619916666666667
SERPINB2	-5.019875
GTF2F2	-0.2835
ZNHIT4	-0.6985
PLA1A	1.682125
C20orf114	4.9145
HPR	-2.439
C18orf2	-3.06483333333333
SATB2	-1.7115
KCNJ9	0.416285714285714
MGC157906	0.3295
MOCS3	-0.12375
C17orf71	-0.147666666666667
PPHLN1	-0.8193
HIST1H2BN	-0.4405
RAPGEF1	0.168625
MAP3K8	1.72075
DLG4	0.282
STC1	-0.287166666666667
CDGAP	1.234
DDX26B	-1.63475
LOC150223	-1.571
CPSF3	-1.0505
TMEM14A	1.0915
MYH3	-2.58475
GPKOW	0.60575
SULT1A1	0.257
SPON1	4.3339
YY1AP1	-0.197666666666667
RAB23	0.10625
PLA2G4A	-4.64
MAPRE3	0.04925
ZNF516	1.91692857142857
GGPS1	0.16425
EXOC3L2	-0.388875
C19orf42	0.6071
MAP2K2	0.0326666666666667
HIST1H2BB	0.33875
RNF19B	1.0505
C6orf128	-0.0935
TLR8	2.407
PCDHA9	-0.24
CARS2	0.469
CLUL1	2.555
RHAG	-4.02083333333333
UNK	0.039
EXOC8	0.7202
C9orf95	1.32125
C14orf143	-0.0688333333333333
MAML3	0.605285714285714
LDHA	-2.2035
MRPL20	0.480125
KLHDC6	-0.024
ATP5S	-0.190666666666667
C8orf55	-0.334
PHF19	-2.669
KRTAP13-4	0.5915
TTC5	-0.235
XKR5	-1.7995
SILV	-4.615
TEX28	0.7485
TCTN1	1.375
CX40.1	0.816
PPP2R5C	-0.124875
C12orf30	-1.53033333333333
CAPG	1.9625
MPZL1	0.29275
ARSB	-1.02583333333333
TDH	-0.60375
WASF4	-0.12375
TSSK3	-0.971
7A5	-0.401
CRISPLD1	4.35875
MAD1L1	-0.627833333333333
SPIN4	0.476
AMPD1	-2.407
DPYSL5	0.526
INPP1	-0.820833333333333
ANKRD11	-1.185
NPAS4	-0.4795
GCET2	-0.608
RNASE9	-0.7865
GUCY2D	-0.1955
CCDC98	-0.51
FGF4	-0.623625
CPM	-0.591166666666667
SLC26A4	-2.29366666666667
PLD5	0.5525
FAM59A	0.13
FBXO5	-2.101
SIPA1L1	-0.747625
DPYS	0.31575
ATG4D	0.4845
TGM3	0.956
MTCH1	0.087875
HK1	0.0677142857142857
CDC26	0.276875
GALNT12	-3.22333333333333
LOC339229	-0.0365
MRPL35	-0.32975
ORC4L	-0.064625
TNKS	-0.786714285714286
C2orf24	0.238
ZNF553	0.9705
GGTLA1	3.2037
ZNF497	0.0855
CDY1B	-0.25
SLC30A4	0.501375
TUB	0.0525
ARHGEF18	0.29925
ARRB1	0.341
KCNK1	1.123125
EREG	-3.97144444444444
SCAMP5	0.16325
RUNDC3B	0.33925
ADAMTS20	0.91325
IL17RB	0.977625
FLJ20323	-0.512
MCAM	0.585125
POLR3E	-2.0525
AQR	0.6625
IPMK	-0.2715
CDCA7	-2.441625
CAMP	5.62875
GRHL3	1.28975
ADAMTSL2	1.59083333333333
CLMN	1.56383333333333
SSTR3	0.671
MAGEA5	-2.67933333333333
OVOL2	4.048
JMJD1B	0.123
RBL2	-0.3423
PYGO2	0.798
PPP1R10	-0.012
CSE1L	-1.28366666666667
LCA5	1.26475
RDH16	-0.0305
ASRGL1	-1.734125
TOM1	0.0968333333333333
PTX3	-5.92
TTC15	0.13225
SCGB3A1	0.8995
MRPL50	-1.29275
RCAN3	0.408
SLC26A11	1.72125
STYX	-0.1145
CINP	-0.46825
MARCH7	-0.24975
PFKM	-0.1465
SGMS1	-0.248833333333333
RIOK3	-0.4671
C1orf110	-0.223
CES7	0.2395
LOC440248	-2.00475
PPP1R12C	0.16425
C10orf27	0.6815
ATG9A	-0.15425
MRPS26	0.67575
TMEM40	0.04975
ELP3	-0.8947
ZNF787	0.385
HIAT1	0.282
C8orf34	0.9755
MGC4655	-0.0593
PELI1	-0.161166666666667
PPT1	0.3986
SLC35C2	-0.489333333333333
C6orf125	-1.21525
MUC4	-1.71416666666667
RFC4	-1.81885714285714
GNB2	0.643
NUP50	0.1835
SULT4A1	0.05
C7	3.27225
CCDC130	-0.271166666666667
ARRDC4	-0.1285
RQCD1	0.25325
GLYCTK	-0.99975
AYTL2	-1.28127272727273
MTUS1	0.2488
LEMD3	0.135
PLEKHF2	2.1115
HOXA7	-0.20475
GTF3C2	-1.344
DYNLRB2	1.839
CNOT10	-0.223
MR1	0.195666666666667
FFAR1	0.312
PRIC285	0.2365
SLITRK6	2.7035
LIX1	-1.9919
UBE1L2	-1.18341666666667
F8	1.636
ACHE	0.273166666666667
KPNA5	-0.755
TNFRSF12A	-1.4255
EGR3	-1.0485
SERPIND1	-3.36866666666667
OASL	2.0735
IFRD1	-1.992375
WDFY1	-0.215833333333333
ZNF267	-0.84675
ACCN5	0.191
ZBTB6	0.61775
PPP1R3A	-1.351
PRRT3	2.566
FBXL19	-0.259
TXNIP	-0.0851428571428572
ACTN2	-1.65425
ATG9B	-0.425875
C9orf117	0.38725
IL27	-0.0495
RPL36AL	0.083
KLK15	0.315
CHAD	2.702
RAP2B	-0.2154
HEBP2	1.1435
ZNF342	0.1545
CAMK2G	-0.121833333333333
TLR3	1.4215
FGF14	0.24675
HMGB2	-0.54625
TRPM5	-0.0321666666666667
OR5M11	0.51
KIF3B	0.399315789473684
PRICKLE2	0.248
MTMR9	-0.1355
C3orf27	-0.173
GLRA3	-2.12433333333333
NSDHL	0.442
TMEM32	-0.1375
POLR2D	-1.20808333333333
MYADML	0.3215
C9orf114	-0.7815
MRGPRX1	0.3625
TOPORS	0.3505
CLDN19	-2.92975
C1QL4	-0.089
RNF165	1.0495
DHRS9	0.2365
DNAH2	-0.0161666666666667
FXR1	-0.9545
ZMYM3	-0.11875
CASP3	0.231833333333333
FAM120C	-0.0485
SCLY	-0.7265
CA7	-0.048
ENTPD5	-0.116166666666667
ZNF461	-0.344125
PDIA5	-1.286
C1orf19	-0.862
TMEM67	0.24975
KCTD20	-0.8285
WDR47	1.0195
FLJ38723	0.1635
KLRF1	0.048
TAS2R16	-0.137
CLDN12	1.16275
PRKCE	0.99475
UBXD4	-0.893
ITGAM	2.30366666666667
GLT8D3	-0.640375
WDR31	1.0248
RGS2	-0.90275
OR51L1	0.4865
MST1R	-2.40125
KIAA1737	1.46125
OR4A5	-0.2345
GLIS1	-1.1115
PTMA	0.244357142857143
NAPA	0.922
PRDM11	0.11225
LIPF	-1.0645
DIRAS3	1.67725
ASGR2	-3.9855
C1QTNF4	-0.17
PIK3R4	0.240333333333333
ARMC3	2.97766666666667
NDUFV3	-0.636166666666667
BTBD3	-1.05466666666667
PPP1R2	0.23025
UBE2NL	-0.49275
FOSL2	1.06107142857143
FAM119A	-1.48833333333333
TUBA4A	-0.8058
KRTAP12-1	-0.03675
SFRS2	-1.00825
RHPN1	-0.3378
EEF2	-0.227166666666667
ZDHHC11	-0.3495
EPHA3	-1.3265
RBM12	0.2315
H2AFJ	2.16225
EDIL3	2.6755
KIF26A	-1.37
SERGEF	0.305
B3GALT4	2.82
LOC90925	-0.0941666666666667
OSCAR	-0.62025
NPFF	-0.43275
DEDD	0.251125
TMEM155	-0.63475
PTPN1	-0.2705
SCYL2	0.2595
SKAP1	0.1825
LEAP2	-1.94266666666667
GADD45G	2.168
IFITM3	1.92975
PILRB	-1.2695
SLU7	0.1330625
DSC3	-2.3895
DNMT3L	-1.23975
PAPD5	-0.561125
B3GNT3	-2.20633333333333
LHCGR	0.6905
MSL-1	-0.06275
UBE2S	-0.96075
SAP130	-0.552
ANAPC11	0.65175
MAGED4B	-1.5585
ATP6V1B2	0.0911666666666667
C14orf179	1.37
CAPZA1	0.14375
CDYL2	-0.7175
GLRX3	-0.807833333333333
LOC136288	-0.2035
MOBKL1A	0.2075
HTR2B	1.95375
CRYGD	-0.111666666666667
NUS1	-0.741333333333333
PGRMC1	0.093
MYOM2	0.82225
FLJ39653	-1.91933333333333
CHM	0.8313
OR5M8	0.7885
ZNF619	0.486
FAM105A	-0.624
CCNL1	-1.3155
NAP1L3	0.51775
C10orf57	1.7345
B3GALNT1	1.83183333333333
CSN1S2A	0.266
TCP10L	1.15175
GDAP2	0.36875
DMKN	-1.57
COX6B1	-0.12575
DNASE2	0.959666666666667
MSH5	-2.46775
LGMN	0.22825
USP31	0.4709
OR13C8	0.0535
SDCBP	-0.1892
NUDT11	-2.13183333333333
PYGL	0.416333333333333
SNPH	1.4485
B3GNT4	-1.537
MIZF	-1.0547
NUBPL	-0.2705
NOD1	-0.459833333333333
CDH22	-0.55275
NUBP1	-0.456833333333333
DSCAM	-3.9985
DGKI	1.2065
FAM136A	-1.2515
AKAP1	1.17266666666667
SLC16A6	2.441
RIN3	0.06775
PSG2	-0.55725
DIP2B	-0.350666666666667
PSORS1C1	-1.094
KIAA0495	-0.4555
FLJ90709	-0.417166666666667
LPA	-0.4095
PIGA	-0.0321666666666667
LY75	2.13483333333333
UTS2	-6.62583333333333
RREB1	-0.057875
GALNACT-2	0.2154
MGC3196	-1.206
FLJ31568	0.194
LPHN1	0.654375
SP1	1.063
TOX4	0.550166666666667
HSPA9	-0.2659
APOBEC1	-9.079
SLC35E4	-1.644
LSM5	-0.636
SURF1	-0.0515
ZBTB1	0.34275
GTF2F1	-0.282125
RPS15A	-0.288571428571429
DUSP21	0.205
GINS4	-2.4755
MYO15A	-0.934166666666667
GIMAP7	3.35525
MGC13379	-0.46425
ATP6V1E2	0.2445
UTP3	0.1405
HNRPA3	-0.600875
MT4	-1.669
C14orf155	0.869333333333333
U1SNRNPBP	0.35925
CKLF	-0.837666666666667
PLEKHN1	-1.0855
MBNL1	-1.13066666666667
NUP160	-1.26925
ACSM2A	-2.64925
LOC129881	0.9465
KIAA1529	-1.1275
FLJ22639	-2.2715
HAND1	-1.566
GSX1	0.6035
FGA	-3.928
SERPINB1	0.75425
ZNF642	0.8075
IGFBP1	-8.118625
SLC1A1	0.66925
DHX57	-0.70625
ZNF766	0.189
PTPN21	0.0298888888888889
GDPD3	-0.165833333333333
PNPLA5	0.415
TBR1	0.606
FAM116A	0.17575
IQGAP1	1.315625
FOS	-0.296625
ZNF226	0.44725
FIGNL1	-0.6835
C14orf1	-0.0845
ZMYND17	-0.5555
PUS7	-1.12883333333333
TUBB6	-0.74775
KCNQ2	-0.9225
MARCH6	0.177916666666667
CCDC33	0.309
PRODH	-2.0915
RBM11	1.46525
EPHA6	1.3405
SLC43A1	-0.69075
LOC196541	-0.498625
NTN1	0.911909090909091
ING4	0.93075
PCDHB10	1.0335
DPH2	-0.549166666666667
SPACA4	0.1625
FBXL21	-3.987
DIAPH1	-0.824166666666667
ZNF71	1.12666666666667
CEP76	0.346
CORO1A	-1.23975
RRM2	-2.30275
EDG4	0.9715
OS9	0.0501666666666667
SLC4A1AP	-0.26775
COG5	-0.1625
COPS8	-0.391
NGLY1	-1.14025
NCBP2	-0.527875
C17orf42	-0.00816666666666667
GPSM3	0.62975
SIL1	0.155833333333333
ASB6	-0.79825
SMAD5OS	0.7635
UNC93A	-4.017375
A1BG	0.235333333333333
C21orf62	0.62475
FMO5	-2.48608333333333
ATRIP	0.6335
CEBPG	-0.563833333333333
C7orf38	1.00266666666667
TNFRSF1B	0.2795
CLEC1A	1.83583333333333
IQSEC1	0.90125
PATZ1	1.461
RBM22	0.178125
BAG2	-2.11733333333333
PAQR5	-0.7765
C9orf127	2.2309
THNSL1	-0.65375
SHROOM3	2.4737
JAM2	1.27475
SNRPN	-1.4635
ALX4	0.165
CACNA1S	0.0965
FAM130A1	1.0475
CORIN	1.9865
CD300LB	0.9825
PLEKHG6	1.1305
LRRC40	-0.76175
PCLKC	-1.3205
PCDHB16	-0.302
WNT2B	1.537
ASNS	-1.80466666666667
MRPL49	0.11325
FLJ46111	0.1865
ISG20	0.817125
SMU1	0.365333333333333
CASZ1	-0.0475
POLR1D	0.366916666666667
GIN1	-0.40225
SNAG1	0.308833333333333
ANKRD29	-2.39225
CDKN2AIP	0.0425
KRR1	0.124
CXCL1	-3.33366666666667
EPM2A	-0.7304
PC	-0.549
DEFB127	-1.966
PDZRN4	2.59916666666667
FAH	-0.43625
OR51E1	3.3445
CDC2L6	0.0425
DNTTIP1	-0.67075
PAX8	-0.269
TMEM116	0.51575
C1orf150	0.2165
PRO2012	0.44575
MRPL40	-0.3275
BEX1	1.1492
SLC2A4	-1.4765
PKMYT1	-1.07075
FEZF2	-0.4805
SLC26A9	-1.8305
MAP2	0.289818181818182
LYL1	-1.26675
SLC25A19	-0.824333333333333
NOS3	0.0445
ZNF34	0.120333333333333
TMPRSS11F	-0.57175
FAM43A	-0.187
FCRL4	0.420166666666667
KLF14	0.1225
FLRT2	-0.666166666666667
WRN	-1.78625
SDF2	1.2338
KRT8P12	0.158
C6orf195	0.3865
C9orf125	-1.5015
DZIP3	-0.2495
RIT1	0.324
SCML1	-0.104333333333333
RHBDF2	0.16925
OR2G3	0.9565
REXO1L1	-3.4325
MAP3K7IP3	0.061125
C3orf57	-3.334
FBXW11	0.0526666666666667
ETAA1	-1.65375
C14orf131	-0.0391
AKT1S1	-0.32775
SLC12A5	-0.73825
C9orf164	2.116
NRIP3	0.0721428571428571
NOS1AP	-2.20875
TMEM121	2.87725
SAP30BP	-0.1334
DGCR6	0.562
WDR76	-0.90125
FAM82B	-0.28175
LOC606495	0.217
MAP9	2.63116666666667
BCDIN3D	0.77325
CXorf36	4.371
DSCR3	-0.6192
ZFAND3	0.252
C7orf43	0.420166666666667
SPSB3	0.9835
C19orf19	0.441
FAM133A	-2.610625
C12orf25	0.16325
SLC39A3	-0.811375
DISP2	0.12525
PI4KAP2	-1.425
MKRN3	-2.58283333333333
ADAMTS13	-0.495125
CBLN3	0.6155
TTYH1	-1.83183333333333
C3orf18	-0.27175
FLJ13236	-2.53675
ZMYND12	2.38125
C18orf25	0.75
GLB1L3	-2.0435
ATP13A5	0.6815
RANBP10	-0.06075
CD96	-1.7129
DENND1C	-0.72975
RBMS3	0.4531
SLC41A3	0.253666666666667
DGCR6L	0.6105
TMEM128	0.626333333333333
CSNK1G3	0.137857142857143
MOBKL2C	0.880375
TSPAN6	-0.182125
MATN2	-1.3826
MSL2L1	0.293666666666667
ST6GALNAC2	0.675666666666667
FGFBP2	1.07375
FGL1	-7.14916666666667
MPP3	-0.0873333333333333
ARHGEF6	3.51233333333333
TGFBR2	-0.083
ACMSD	-0.821
IL33	2.02425
C9orf5	0.113083333333333
DEAF1	0.3765
AMN	0.3725
DEFA6	-0.29425
RNF212	-0.216
METT5D1	0.466166666666667
CIB1	1.0182
TSSK1B	-0.1055
KIAA1727	3.11325
ZNF680	0.72325
LOC399900	-1.9645
LOC152217	-0.24175
CTNNAL1	-2.4065
CIT	-1.55066666666667
TLE6	-0.314
ZNF607	-0.84
HERC4	-0.897166666666667
DRAP1	-0.1845
PEMT	-0.31825
C10orf111	-1.2435
ZNF575	1.10075
KCTD7	-0.35225
MYO1F	0.314875
LOC285382	-0.53
RAB11A	1.1832
PLCD3	-0.84675
C15orf28	-0.34625
PTBP2	1.386875
CTB-1048E9.5	-0.1425
C19orf60	-0.5465
C7orf25	0.4605
SETD7	1.25425
HOXB9	-4.047
VANGL1	0.6444375
CHAF1B	-1.7255
NDUFA3	0.173
KIAA1328	0.1775
SHARPIN	0.07
TTC23	-0.95875
UGP2	0.0495
ANKIB1	0.7545
CIRBP	-0.0981428571428571
SEC14L4	-3.99116666666667
OVCH1	-1.42
VPS52	-0.14725
FAT	-0.876375
M6PRBP1	-0.124
GPRIN3	-0.391
PPM1F	-0.646333333333333
TSR1	-1.528
CCDC85A	4.11125
PCSK5	2.59275
ZFHX3	0.3915
HEMK1	-0.3319
PGBD2	-0.67
RSRC2	-0.2035
AURKC	-2.379
SCRIB	0.158625
ORM2	-4.74133333333333
FAM115A	0.3806
FZD6	0.826
UNC119	1.23216666666667
GPX3	0.9521
NOV	-0.858375
CABC1	-0.708875
CDC42SE2	-0.3204375
EIF2S2	-0.6307
RNF130	0.619375
CKAP5	-0.6895
RP11-413M3.2	0.4775
C10orf18	0.3908
TMEM93	-0.60275
DYX1C1	2.66125
KCNMB2	-1.9355
ANK3	0.311916666666667
KRT5	-3.0059
CDH12	-1.97642857142857
QRSL1	-0.3755
JUB	-1.6225
SHC4	-1.976625
CCL15	1.01583333333333
CCDC22	0.59125
SNX24	0.254
RARS	-0.3245
MORC2	0.202375
FAM48A	0.134
MT1H	-0.28
PPP1R14C	-3.65283333333333
FOXD1	-2.42578571428571
C1orf213	-1.13825
AMT	-2.5063
DSN1	-1.4545
PTPLAD2	1.5335
DIS3L	0.58625
RASL11A	0.187
GPRC5B	-0.453625
FRMD7	-0.667
STRN4	0.34075
KITLG	0.808454545454545
HDGF	-1.15375
OR1S1	0.066
SETX	-0.4519
DDR2	0.16625
KCTD12	1.53375
LYZL2	0.266
WDR52	-0.951
TMEM2	0.55225
ZNF579	0.823166666666667
LOC200810	0.358
TNFSF9	-1.830625
PPFIA4	-3.75575
CNIH3	0.547333333333333
MAP4K4	-1.08528571428571
ROD1	0.727071428571429
ALS2CR12	-0.523166666666667
DOCK3	0.978666666666667
PAQR9	-4.636
ASB17	-0.754
STX16	-1.601
FEZ2	0.134666666666667
DLAT	-1.0665
KIF21B	-1.32616666666667
CDC5L	-0.80325
TMEM119	1.90866666666667
CRIP3	-1.94725
TPSD1	-0.0178333333333333
TEPP	0.307
GNGT2	1.329
C21orf121	-0.176
WNK1	0.0559166666666667
FLJ10490	0.3852
OR51B5	-2.0725
LOC203547	-0.501625
HAS1	-1.3115
PPA1	-0.997166666666667
ST7	-0.109375
C11orf46	0.457
POPDC3	-2.14666666666667
ACOX2	0.787833333333333
ATCAY	-0.194833333333333
TM4SF19	0.524
MFSD9	-0.6975
PDHB	-0.553
ERN1	-0.41725
LCE3C	-0.322
GPR111	0.965
NOTCH3	1.82266666666667
ADAMTS5	1.941
B3GALT1	-2.78
UGCGL1	-0.221333333333333
FAM58A	1.28166666666667
FBXO32	0.935
CLPP	-0.3235
NXPH1	4.6345
MTMR3	1.16966666666667
ATP1B3	-0.65575
TMEM16A	3.675
HIST1H3F	-0.0743333333333333
TRIM25	0.0503333333333333
SDCBP2	2.954
CRKL	-1.344875
HOXB2	-0.407666666666667
ANP32B	-0.831875
GATM	3.1915
AP4E1	-0.163625
EDG5	0.444
CDKN3	-1.78566666666667
CDH4	-1.82075
PGD	-0.330833333333333
RND1	1.742
GAD1	-3.655
MPG	0.262
LOC440350	-0.548
ZNF133	-0.16525
SERPINB12	0.3445
AMELY	-0.296
DHX36	-0.999
TNFAIP8L2	2.6725
PHTF2	0.498388888888889
CCDC112	-0.517
IQCC	-0.159
HEYL	3.52966666666667
FTSJ2	-0.649333333333333
APPL1	0.603625
RAB43	0.6615
OR10G2	-0.2015
WAC	0.484833333333333
ADCY9	-0.3665
RUNDC2B	-0.744833333333333
PYCRL	0.1086
AGPAT7	-0.171333333333333
SLC22A9	-1.58066666666667
CDKAL1	-0.693
PDYN	-1.22016666666667
C20orf74	-1.25475
MTMR11	1.85525
VAV3	4.24458333333333
DAPL1	0.796
STXBP3	0.41575
EIF3G	-0.4045
ARHGAP22	-0.73375
NPFFR1	0.2545
NPC1	-0.428333333333333
ALDH9A1	0.638833333333333
ZNF600	-0.156625
ZNF678	0.0773333333333334
RASSF1	0.0204166666666667
ADD2	-3.077875
PITPNB	-0.1075
PKD2L2	0.521
LRP11	-0.13575
CDKL1	-0.71325
SMEK2	-0.01575
PRODH2	-3.19266666666667
C11orf54	-1.16083333333333
SFRS11	-0.721
IL7	-1.35816666666667
ALS2CR16	0.8125
BTG3	-2.75
PAK2	-0.213611111111111
RP11-679B17.1	0.22775
GATA4	-1.62983333333333
ATP2B1	-0.99275
LOC130940	0.5235
C1orf172	2.7625
ATF7IP2	-0.726
SLC25A43	0.926
CENTG3	0.67225
IGF2BP1	-3.8737
FCHSD1	0.0155
CAMK2N2	0.961333333333333
ELAVL3	-0.2791
NBPF15	-0.6555
UBE2J2	0.286363636363636
GNL2	-0.7835
PRR3	-0.5864
NLF2	1.4875
OR4F6	0.682
KLHL24	0.685666666666667
CCDC88A	-1.767
SGPP1	-1.74116666666667
C10orf11	-0.475333333333333
SLC35B4	-1.24866666666667
UGT3A2	0.1375
ARNT2	2.7917
CBR1	-2.382
ITPR3	-0.0741666666666667
TRAPPC6B	-0.5163
AMZ1	1.285
ARP11	2.44725
WDSUB1	0.619
APBA1	0.4938
RAB2A	1.0458
C6orf162	-0.00237499999999997
HPSE2	0.68075
PLCE1	-1.38925
INSL3	0.9355
DLG1	-0.4348
PTPLA	-1.36775
PIGX	-0.106875
TFIP11	0.481166666666667
FIBIN	3.548
POLR2G	-0.984
GRAP2	-2.3878
DNAJB8	-0.0785
CNBP	0.418166666666667
WASF1	-0.66625
INPP5E	-0.5511
HSPB1	0.5273125
TMEM167	-0.3912
CUBN	0.4635
IGF1	2.4249375
ITPK1	2.0594
NAALAD2	-1.23975
G3BP1	-0.6434
NT5DC1	0.644
CYP39A1	-1.5745
TMEM139	2.53358333333333
POLK	-0.537888888888889
GLULD1	-2.9045
RBM15	-1.5735
AMZ2	-0.01275
GDF15	-0.502333333333333
MESDC2	0.075
INCA	-0.618333333333333
ACY1L2	-2.623
GZMM	-1.31283333333333
PAIP1	0.43725
CACNA2D1	0.3805
STK32C	0.6215
SH3BP4	1.34083333333333
DEC1	-0.732
PADI1	-0.63
UBB	0.0161
PON3	-3.18733333333333
PROP1	1.553
ANKRD13B	1.241
ADCK1	-0.56375
TCF25	-0.595
SLC38A5	-2.88975
CXorf26	0.6725
C19orf39	0.065
PPP1R13B	0.32525
ARL2	-0.5685
TCL6	0.20825
TOP3A	-0.7185
SLC16A14	1.25975
FXYD6	0.774166666666667
HIST1H4E	-0.47
BBC3	0.575
UNC5A	0.239666666666667
FAM86C	-0.4266
PI4KB	-0.046875
B3GAT1	-4.3865
SUSD2	0.867
OAZ2	0.5985
NOC4L	-0.38975
C10orf12	-0.4515
FADS1	-3.53933333333333
LOC144097	-1.0535
DKK2	3.004
KIAA1949	0.2455
RHOT1	0.4806
OXT	1.54633333333333
GPR153	0.93025
ARL4A	-1.076
SAAL1	-1.60875
CCDC64	-0.455
USE1	-0.5485
HNMT	0.486666666666667
PCGF3	0.9065625
CYP2C19	-2.14125
C20orf4	0.046
CCDC11	2.3485
ACSBG2	-0.2735
RWDD2A	-0.60275
PALLD	1.822125
CPLX4	-0.221
LOC492311	1.30575
KPNA2	-1.5345
MACROD1	-0.4171
TMCO3	0.0655
C15orf52	-0.2205
