Hybridization REF	TCGA-AO-A12B-01A-11R-A10J-07
RY1	0.287833333333333
ATAD2B	-0.56775
ARHGAP17	-0.5569
KCNIP3	-0.7605
SFPQ	0.19
GFRA4	0.218833333333333
AKR1B10	-2.09975
TIGD6	1.71216666666667
RGS16	0.54725
URB1	-0.193166666666667
OR4C46	0.0776666666666667
TOP3B	-0.88875
NFATC4	0.138
CA14	0.328
BMPR1A	0.427666666666667
SNRP70	-1.068
PRL	-0.03325
C6orf130	-0.116
STAG2	0.17475
CD55	-2.42414285714286
RPS23	1.06566666666667
SSX2	-1.46416666666667
FDPSL2A	-0.48175
FBXO27	1.143875
SYNGR3	-1.46216666666667
TMSL3	-0.01425
EML1	-1.1515
NUP93	-1.41766666666667
SMAD3	-1.0703
KIAA1189	0.026
HNRPUL2	0.508666666666667
TBC1D12	0.4045
C16orf24	1.09625
MRVI1	1.81083333333333
ZNF581	0.1
ELOVL3	1.575
OR51Q1	0.2645
CACNB3	0.895
GALNT13	4.281875
C10orf84	0.9124375
NEDD4	-1.7027
SPO11	0.579
OR5AU1	0.4015
NEK4	1.4875
PRKAR2A	-0.272
IHPK1	-0.714333333333333
ATP6V0B	0.878125
CACNA1E	0.395
CEACAM8	0.4115
PEX14	0.582
FLJ12993	-2.108
ZBTB38	-0.0644166666666667
PCTK2	1.996
LRRC16	0.9488
FBLIM1	-0.140416666666667
FYCO1	0.98125
RP5-1022P6.2	1.43408333333333
CMTM1	-0.663833333333333
PLTP	-1.22666666666667
RAPH1	-0.097
DOCK8	-0.29625
EZH2	-1.6516
SLC25A1	-1.531
PLEKHB1	2.0467
GRB7	0.5276
ZFP37	-1.1045
MRPL33	-0.58975
PELO	-0.346
ARMC1	-0.188272727272727
C9orf27	0.207125
FLJ25778	-0.124
C9orf37	-0.804833333333333
TMEM66	1.87325
SPRN	0.00675
HBEGF	0.14775
PI4KA	-0.3925
LEPRE1	-1.66725
POU2AF1	-3.56375
MRPL12	-0.552166666666667
REP15	-0.558
ZC3H3	0.1405
RASAL1	-1.63425
DDAH1	1.897125
ACBD5	0.818
TMC2	0.376
CCDC137	-1.09475
SAMD13	-0.611666666666667
UGT2B15	-4.28516666666667
TIPARP	-0.8575
DNASE1L3	0.0055
TRIM72	0.340833333333333
DBX2	0.43525
IPO8	-0.13425
C21orf88	0.9823
MAP3K14	0.7595
LOC51233	0.83
GGTLA4	2.37925
PDE6D	-0.10925
ZNF117	-0.1915
CLK2	-0.6695
NKRF	-1.6595
TNFSF15	0.0363
DUSP2	-0.7015
SECISBP2	-0.0149
GABRR2	-0.4295
PPAP2C	2.328
LOC51145	0.278666666666667
PAG1	-1.02525
PIK3C3	-0.178
GNG10	0.005
APOL4	0.342
ANKRD28	-1.799625
STMN3	1.4763
RAB14	0.5216
CDK2AP2	0.8485
HDDC3	0.0685
COMMD7	0.198
CXXC1	-0.53625
HMCN1	-1.90933333333333
CD40	-0.10975
DYNC1LI2	-0.4528125
GDI1	-0.0735
LOC646938	-0.0385
VSNL1	-5.0455
PIH1D1	0.57
RAET1G	-0.3905
KRTAP5-9	-0.4325
EFTUD2	-1.10425
ZNF311	-0.068
ATP6V1G3	-0.1815
OR2W3	-0.52025
SCN4A	0.7265
MED10	-1.1055
FAM135A	0.0371
ARHGAP4	-1.89125
EHMT2	-0.510875
UFD1L	0.17525
ERMP1	1.39
MAG1	-2.0245
THAP8	1.157
HACE1	-0.122666666666667
FAM82C	0.868333333333333
C3orf20	-0.133
UNC84A	-0.354
SCD5	-0.576071428571429
LASS6	1.43925
LSG1	0.113416666666667
MAL	-5.664
GPR22	-0.8065
WDR5B	0.6665
ACTRT1	0.258
C17orf60	-0.772166666666667
GRIN2C	2.8644
ARMC8	-0.655666666666667
SLC47A1	-3.02383333333333
DMPK	0.7855
DHRS13	1.088
SMC1A	-0.695666666666667
KRTAP17-1	0.0695
SMYD5	-0.65525
TUSC2	0.72925
CRHR2	0.7595
KIR3DL2	-0.1725
CCDC104	0.984
ATP2C1	0.31525
CROT	0.044
PABPC3	-0.809666666666667
EGR1	-0.3085
THSD1	0.4435
KHK	-0.1395
SLC12A2	-0.6016875
CD58	-0.8465
STOX2	-1.96616666666667
CCDC76	-1.2125
CCDC48	5.6905
DNAH1	0.373
ZIC4	-0.166
OR1G1	0.423
PSMC6	-0.672666666666667
PROKR1	0.742
ABCB1	-1.792625
TRAT1	-1.66775
LLGL1	0.05
MTF1	0.646
USP54	0.324125
PAGE2B	-2.2505
ITGB7	-3.58825
CCDC81	-0.1785
LOC149837	0.62925
SCUBE1	4.3555
ZSCAN10	0.162
HUWE1	-0.416285714285714
CDH17	-0.5205
CD180	-0.66
IL17A	0.58625
TMPO	-1.04975
KIAA1524	-1.92833333333333
HDGFRP3	-0.363333333333333
OXCT1	-0.338636363636364
RRAS2	-1.17583333333333
LTBP2	1.12525
SV2B	0.655833333333333
CYP2A6	4.361
PKD1L2	-0.695666666666667
PPM1M	1.04975
FLJ22662	1.46633333333333
ZNF502	1.56425
GP6	-0.28475
CRYBA2	1.493
LEF1	-3.2072
CTPS	-2.65185714285714
EYA1	0.1445
EPS8L1	0.9
MAPK14	-0.539333333333333
SERPINB2	-4.898625
GTF2F2	-0.184333333333333
ZNHIT4	-0.664
PLA1A	0.082
C20orf114	2.31525
HPR	-4.425
C18orf2	-2.0495
SATB2	-2.153
KCNJ9	-0.174714285714286
MGC157906	0.5865
MOCS3	0.126
C17orf71	-0.197333333333333
PPHLN1	-0.3743
HIST1H2BN	-1.032125
RAPGEF1	-1.082625
MAP3K8	-1.74475
DLG4	0.868666666666667
STC1	1.37158333333333
CDGAP	0.0825
DDX26B	-2.67925
LOC150223	-1.88225
CPSF3	-1.35166666666667
TMEM14A	2.0505
MYH3	-1.57125
GPKOW	0.0985
SULT1A1	0.6285
SPON1	0.7638
YY1AP1	0.382833333333333
RAB23	0.23325
PLA2G4A	-4.73725
MAPRE3	0.286
ZNF516	1.14407142857143
GGPS1	1.57225
EXOC3L2	-0.683625
C19orf42	1.0663
MAP2K2	0.147333333333333
HIST1H2BB	-0.4215
RNF19B	0.375
C6orf128	0.212166666666667
TLR8	1.1485
PCDHA9	0.00949999999999999
CARS2	1.01675
CLUL1	4.52716666666667
RHAG	-4.071
UNK	0.413
EXOC8	1.1267
C9orf95	1.8115
C14orf143	-0.0186666666666666
MAML3	0.4425
LDHA	-2.45425
MRPL20	0.24525
KLHDC6	-0.194
ATP5S	0.750666666666667
C8orf55	0.77775
PHF19	-2.901875
KRTAP13-4	0.7695
TTC5	-0.67375
XKR5	-0.20975
SILV	-4.74816666666667
TEX28	-0.5325
TCTN1	1.89225
CX40.1	0.464
PPP2R5C	-0.311375
C12orf30	-1.17916666666667
CAPG	1.23575
MPZL1	0.29785
ARSB	-1.42966666666667
TDH	-1.09075
WASF4	1.0415
TSSK3	-0.5545
7A5	-1.1355
CRISPLD1	-1.7575
MAD1L1	-0.304666666666667
SPIN4	-1.274
AMPD1	-0.976
DPYSL5	0.163
INPP1	1.89966666666667
ANKRD11	-1.22744444444444
NPAS4	-0.102625
GCET2	0.1439
RNASE9	-0.1895
GUCY2D	0.396
CCDC98	-0.09
FGF4	-0.107125
CPM	0.909833333333333
SLC26A4	-1.4175
PLD5	0.68225
FAM59A	-1.7459
FBXO5	-1.68366666666667
SIPA1L1	-0.484625
DPYS	0.3985
ATG4D	0.3215
TGM3	3.0395
MTCH1	-0.45875
HK1	0.623571428571429
CDC26	-0.288
GALNT12	-4.42733333333333
LOC339229	-0.054
MRPL35	-0.22925
ORC4L	-0.182375
TNKS	-0.0987857142857143
C2orf24	0.399166666666667
ZNF553	0.659166666666667
GGTLA1	4.201
ZNF497	0.51125
CDY1B	0.08225
SLC30A4	0.051375
TUB	0.332
ARHGEF18	-0.79625
ARRB1	-0.065
KCNK1	-5.648125
EREG	-2.9702
SCAMP5	0.18575
RUNDC3B	1.53225
ADAMTS20	-0.46375
IL17RB	0.249625
FLJ20323	-0.6865
MCAM	0.651625
POLR3E	-1.82925
AQR	0.0788333333333333
IPMK	0.219
CDCA7	-4.899875
CAMP	1.48325
GRHL3	-0.27625
ADAMTSL2	1.231
CLMN	2.36833333333333
SSTR3	0.547
MAGEA5	-2.42166666666667
OVOL2	4.13475
JMJD1B	1.3795
RBL2	1.0093
PYGO2	0.9365
PPP1R10	0.389
CSE1L	-0.562333333333333
LCA5	1.464
RDH16	-0.19175
ASRGL1	-2.2745
TOM1	0.1075
PTX3	-7.05475
TTC15	0.60425
SCGB3A1	0.703666666666667
MRPL50	-0.72425
RCAN3	1.742625
SLC26A11	1.74975
STYX	-0.361333333333333
CINP	-0.43875
MARCH7	0.311
PFKM	-3.10016666666667
SGMS1	-0.223833333333333
RIOK3	0.2517
C1orf110	-0.0925
CES7	0.1155
LOC440248	-2.303
PPP1R12C	-0.17375
C10orf27	0.622
ATG9A	-0.9445
MRPS26	0.92725
TMEM40	-0.68525
ELP3	0.2675
ZNF787	0.1858
HIAT1	0.13225
C8orf34	0.8235
MGC4655	0.5089
PELI1	0.665666666666667
PPT1	-0.4671
SLC35C2	-0.817333333333333
C6orf125	0.19775
MUC4	-1.14366666666667
RFC4	-2.48771428571429
GNB2	-0.057
NUP50	0.4965
SULT4A1	0.233666666666667
C7	0.455875
CCDC130	0.7135
ARRDC4	0.23725
RQCD1	-0.4605
GLYCTK	-0.992
AYTL2	-0.459636363636364
MTUS1	2.5827
LEMD3	-0.210833333333333
PLEKHF2	1.75475
HOXA7	-0.47925
GTF3C2	-1.789
DYNLRB2	4.699
CNOT10	-0.867
MR1	0.257166666666667
FFAR1	-0.00175
PRIC285	0.02125
SLITRK6	5.32725
LIX1	-2.0645
UBE1L2	-1.07566666666667
F8	1.067625
ACHE	0.0451666666666666
KPNA5	0.2775
TNFRSF12A	-3.03533333333333
EGR3	2.506
SERPIND1	-3.56033333333333
OASL	2.822
IFRD1	-2.33825
WDFY1	-0.0735
ZNF267	0.3155
ACCN5	-0.1775
ZBTB6	0.2445
PPP1R3A	-0.514
PRRT3	2.5035
FBXL19	-1.0575
TXNIP	0.237428571428572
ACTN2	-1.18825
ATG9B	-0.31825
C9orf117	2.37375
IL27	-0.2195
RPL36AL	0.278166666666667
KLK15	0.1365
CHAD	3.432
RAP2B	-1.1505
HEBP2	1.42025
ZNF342	0.1615
CAMK2G	-0.5695
TLR3	2.15325
FGF14	0.24775
HMGB2	0.183625
TRPM5	-0.0656666666666667
OR5M11	0.6505
KIF3B	1.10552631578947
PRICKLE2	1.19775
MTMR9	0.6655
C3orf27	0.31775
GLRA3	-1.522
NSDHL	-1.413
TMEM32	-0.877
POLR2D	-1.47808333333333
MYADML	0.3235
C9orf114	0.254
MRGPRX1	0.552
TOPORS	0.56225
CLDN19	-0.94675
C1QL4	-0.2445
RNF165	-0.3975
DHRS9	-1.403
DNAH2	-1.9275
FXR1	-0.544833333333333
ZMYM3	-1.150375
CASP3	-0.528166666666667
FAM120C	-0.6865
SCLY	-0.56625
CA7	0.238
ENTPD5	2.487
ZNF461	0.3675
PDIA5	-0.69325
C1orf19	-0.47
TMEM67	0.39375
KCTD20	-1.11975
WDR47	1.5145
FLJ38723	-0.225
KLRF1	-0.000666666666666667
TAS2R16	0.6255
CLDN12	1.42
PRKCE	0.2005
UBXD4	-1.33975
ITGAM	1.54666666666667
GLT8D3	-1.0435
WDR31	1.6582
RGS2	-1.46075
OR51L1	0.352
MST1R	1.7765
KIAA1737	1.4185
OR4A5	0.1525
GLIS1	-1.0865
PTMA	0.373071428571429
NAPA	1.2685
PRDM11	0.671
LIPF	-0.1685
DIRAS3	3.86225
ASGR2	-4.296625
C1QTNF4	-0.3255
PIK3R4	-0.0531666666666667
ARMC3	1.17525
NDUFV3	0.06325
BTBD3	-0.6
PPP1R2	0.872166666666667
UBE2NL	-0.0205
FOSL2	1.96314285714286
FAM119A	-1.841
TUBA4A	-0.651
KRTAP12-1	0.55275
SFRS2	-1.30375
RHPN1	0.2478
EEF2	-0.0966666666666667
ZDHHC11	-0.625333333333333
EPHA3	-1.0335
RBM12	-0.78375
H2AFJ	2.19741666666667
EDIL3	7.6665
KIF26A	-2.255
SERGEF	0.84025
B3GALT4	2.975
LOC90925	-0.0376666666666667
OSCAR	-0.52325
NPFF	-0.9265
DEDD	0.3195
TMEM155	-0.427
PTPN1	1.51625
SCYL2	-0.046
SKAP1	4.55575
LEAP2	-2.57266666666667
GADD45G	1.9242
IFITM3	1.568125
PILRB	-0.812333333333333
SLU7	1.131875
DSC3	-0.562
DNMT3L	-0.95575
PAPD5	0.376625
B3GNT3	-2.37466666666667
LHCGR	0.495
MSL-1	0.0745
UBE2S	-1.436625
SAP130	-0.471
ANAPC11	1.04975
MAGED4B	-3.6505
ATP6V1B2	0.361166666666667
C14orf179	1.324375
CAPZA1	-0.25
CDYL2	0.265833333333333
GLRX3	-1.73183333333333
LOC136288	-0.47
MOBKL1A	-1.243
HTR2B	0.45825
CRYGD	-0.0355
NUS1	-0.1445
PGRMC1	-0.812
MYOM2	-1.53675
FLJ39653	-2.277
CHM	-0.3863
OR5M8	0.0455
ZNF619	0.3545
FAM105A	0.867
CCNL1	-1.753125
NAP1L3	-1.57775
C10orf57	1.99416666666667
B3GALNT1	1.98466666666667
CSN1S2A	0.1025
TCP10L	0.10375
GDAP2	-0.758625
DMKN	1.62966666666667
COX6B1	0.3525
DNASE2	2.04783333333333
MSH5	-2.1095
LGMN	-0.596875
USP31	-0.1555
OR13C8	0.7325
SDCBP	-0.9151
NUDT11	-3.83683333333333
PYGL	-0.413833333333333
SNPH	1.1465
B3GNT4	-0.377
MIZF	-0.538
NUBPL	-0.357875
NOD1	-1.3155
CDH22	0.124625
NUBP1	0.573833333333333
DSCAM	-3.77725
DGKI	-0.3755
FAM136A	-1.06425
AKAP1	0.380666666666667
SLC16A6	2.60825
RIN3	-0.42375
PSG2	0.009
DIP2B	-0.807583333333333
PSORS1C1	1.8034
KIAA0495	-0.7015
FLJ90709	-0.2975
LPA	-0.099
PIGA	-0.359666666666667
LY75	0.698666666666667
UTS2	-6.5685
RREB1	0.654375
GALNACT-2	0.882
MGC3196	0.01875
FLJ31568	-0.73275
LPHN1	0.477625
SP1	0.2765
TOX4	0.207
HSPA9	0.9551
APOBEC1	-0.08
SLC35E4	-1.66975
LSM5	-0.96175
SURF1	0.74875
ZBTB1	0.15275
GTF2F1	0.50025
RPS15A	-0.153714285714286
DUSP21	-0.280166666666667
GINS4	-1.712
MYO15A	1.6635
GIMAP7	3.5585
MGC13379	0.86575
ATP6V1E2	0.0513333333333333
UTP3	-0.10675
HNRPA3	-1.017
MT4	-0.2605
C14orf155	-0.0686666666666667
U1SNRNPBP	0.60925
CKLF	-0.718666666666667
PLEKHN1	-1.73483333333333
MBNL1	-0.801416666666667
NUP160	-1.36
ACSM2A	-1.113
LOC129881	0.77575
KIAA1529	-1.2615
FLJ22639	-2.86425
HAND1	-0.9115
GSX1	0.7315
FGA	-3.53033333333333
SERPINB1	0.08875
ZNF642	-0.0385
IGFBP1	-5.41825
SLC1A1	0.03725
DHX57	-0.306375
ZNF766	0.2265
PTPN21	-0.6661
GDPD3	-2.75966666666667
PNPLA5	0.3135
TBR1	0.126833333333333
FAM116A	0.38275
IQGAP1	0.4185
FOS	-0.469
ZNF226	0.957125
FIGNL1	-0.877833333333333
C14orf1	-0.0528333333333334
ZMYND17	-0.0285
PUS7	-0.106166666666667
TUBB6	-1.025625
KCNQ2	-1.3165
MARCH6	0.0368333333333333
CCDC33	0.0405
PRODH	-1.42725
RBM11	-0.91525
EPHA6	-0.0645
SLC43A1	2.099
LOC196541	0.232625
NTN1	1.09283333333333
ING4	0.161
PCDHB10	-0.5195
DPH2	-0.757
SPACA4	0.766
FBXL21	-4.119
DIAPH1	-0.264166666666667
ZNF71	0.3465
CEP76	-0.2475
CORO1A	-1.42475
RRM2	-2.376375
EDG4	0.8985
OS9	0.2455
SLC4A1AP	0.0175
COG5	-0.92775
COPS8	0.048
NGLY1	-0.8865
NCBP2	-0.20725
C17orf42	-0.0235
GPSM3	0.324375
SIL1	1.56966666666667
ASB6	0.08375
SMAD5OS	0.221166666666667
UNC93A	-2.872875
A1BG	0.576166666666667
C21orf62	0.5715
FMO5	1.56683333333333
ATRIP	0.471833333333333
CEBPG	0.0818333333333333
C7orf38	0.331666666666667
TNFRSF1B	0.1285
CLEC1A	0.769833333333333
IQSEC1	0.291375
PATZ1	1.6397
RBM22	1.2815
BAG2	-0.341166666666667
PAQR5	0.159333333333333
C9orf127	1.1052
THNSL1	0.901
SHROOM3	1.901
JAM2	-0.4905
SNRPN	-2.965
ALX4	0.328
CACNA1S	0.123
FAM130A1	1.129
CORIN	0.5435
CD300LB	0.9375
PLEKHG6	0.3095
LRRC40	-0.72875
PCLKC	-1.07575
PCDHB16	-0.936166666666667
WNT2B	-0.813166666666667
ASNS	-3.53533333333333
MRPL49	0.535875
FLJ46111	-0.71925
ISG20	1.02425
SMU1	0.496833333333333
CASZ1	0.8105
POLR1D	0.0894166666666666
GIN1	0.60225
SNAG1	0.0158333333333333
ANKRD29	1.08475
CDKN2AIP	-0.24425
KRR1	0.6445
CXCL1	-5.41116666666667
EPM2A	0.1364
PC	2.42983333333333
DEFB127	0.111
PDZRN4	0.651166666666667
FAH	1.25775
OR51E1	2.264
CDC2L6	-0.523833333333333
DNTTIP1	-0.466
PAX8	-0.1575
TMEM116	0.196
C1orf150	-0.182
PRO2012	0.3405
MRPL40	0.847333333333333
BEX1	-3.6545
SLC2A4	-0.898166666666667
PKMYT1	-1.90975
FEZF2	-0.0928333333333333
SLC26A9	-1.16725
MAP2	0.109166666666667
LYL1	-1.60925
SLC25A19	-0.703333333333333
NOS3	-0.4945
ZNF34	1.19133333333333
TMPRSS11F	-0.157
FAM43A	0.57175
FCRL4	0.174
KLF14	1.04375
FLRT2	-2.27
WRN	-0.89475
SDF2	0.8973
KRT8P12	-0.87675
C6orf195	0.071
C9orf125	-2.04933333333333
DZIP3	-0.108125
RIT1	0.0824166666666667
SCML1	-3.44483333333333
RHBDF2	0.068625
OR2G3	0.4205
REXO1L1	-0.138
MAP3K7IP3	-1.322625
C3orf57	-7.0605
FBXW11	-0.563
ETAA1	-0.30125
C14orf131	0.0489
AKT1S1	-0.01725
SLC12A5	-0.612375
C9orf164	0.6165
NRIP3	-0.19725
NOS1AP	-0.9885
TMEM121	-0.22575
SAP30BP	0.1146
DGCR6	1.12275
WDR76	-2.0765
FAM82B	-0.516583333333333
LOC606495	-0.294
MAP9	3.484
BCDIN3D	1.6465
CXorf36	2.763
DSCR3	-0.491
ZFAND3	0.435875
C7orf43	0.1455
SPSB3	0.7455
C19orf19	0.22025
FAM133A	-2.8095
C12orf25	0.073
SLC39A3	-0.410125
DISP2	5.272
PI4KAP2	-2.082
MKRN3	-2.5165
ADAMTS13	-0.212375
CBLN3	0.3253
TTYH1	-1.30283333333333
C3orf18	2.83675
FLJ13236	-2.70525
ZMYND12	3.746
C18orf25	0.040125
GLB1L3	-0.7285
ATP13A5	0.131
RANBP10	-0.0055
CD96	-1.774
DENND1C	-0.754
RBMS3	0.0417
SLC41A3	0.336
DGCR6L	1.05075
TMEM128	0.845333333333333
CSNK1G3	0.937428571428572
MOBKL2C	1.321125
TSPAN6	-2.181375
MATN2	-1.42
MSL2L1	-0.83
ST6GALNAC2	1.24616666666667
FGFBP2	-0.154875
FGL1	-6.58233333333333
MPP3	-1.16433333333333
ARHGEF6	-0.413833333333333
TGFBR2	-0.31325
ACMSD	3.28425
IL33	1.05275
C9orf5	0.147166666666667
DEAF1	0.5548
AMN	0.258
DEFA6	0.325875
RNF212	-1.62475
METT5D1	0.457333333333333
CIB1	0.2668
TSSK1B	0.80525
KIAA1727	1.14475
ZNF680	1.01566666666667
LOC399900	-1.2035
LOC152217	-0.543166666666667
CTNNAL1	-3.4245
CIT	-0.934166666666667
TLE6	1.9035
ZNF607	-0.8865
HERC4	-0.795833333333333
DRAP1	-0.8767
PEMT	0.315
C10orf111	0.026
ZNF575	0.806
KCTD7	0.23425
MYO1F	-0.15475
LOC285382	1.29925
RAB11A	1.1074
PLCD3	-1.00525
C15orf28	0.13125
PTBP2	-0.85975
CTB-1048E9.5	-0.024875
C19orf60	-0.951166666666667
C7orf25	1.00533333333333
SETD7	1.755375
HOXB9	-4.9965
VANGL1	0.73375
CHAF1B	-1.458
NDUFA3	0.784
KIAA1328	-0.166666666666667
SHARPIN	0.3705
TTC23	-0.21
UGP2	0.04575
ANKIB1	0.052
CIRBP	2.52485714285714
SEC14L4	-2.51516666666667
OVCH1	-0.228166666666667
VPS52	-0.182
FAT	-1.68425
M6PRBP1	-0.352
GPRIN3	-0.164
PPM1F	-1.06966666666667
TSR1	-0.6405
CCDC85A	1.65125
PCSK5	-0.25275
ZFHX3	-0.7685
HEMK1	-0.000699999999999989
PGBD2	-0.10925
RSRC2	0.115333333333333
AURKC	-1.661
SCRIB	0.255
ORM2	-2.92283333333333
FAM115A	-0.0893
FZD6	0.694875
UNC119	0.958
GPX3	-1.5192
NOV	-2.171375
CABC1	-0.354875
CDC42SE2	-0.0494375
EIF2S2	-0.5754
RNF130	2.111625
CKAP5	-0.734166666666667
RP11-413M3.2	-0.00987500000000004
C10orf18	1.2596
TMEM93	-0.164
DYX1C1	2.8145
KCNMB2	-1.490125
ANK3	1.75408333333333
KRT5	-2.9557
CDH12	-1.232
QRSL1	-0.5245
JUB	-4.12175
SHC4	-2.682
CCL15	-0.234
CCDC22	-0.075
SNX24	1.40875
RARS	-0.561
MORC2	0.368
FAM48A	0.2505
MT1H	-1.739
PPP1R14C	-3.61966666666667
FOXD1	-2.88828571428571
C1orf213	-1.0665
AMT	-2.0563
DSN1	-1.478
PTPLAD2	5.2575
DIS3L	0.4525
RASL11A	-0.66275
GPRC5B	-0.791875
FRMD7	-0.6205
STRN4	0.34025
KITLG	1.587
HDGF	-0.8265
OR1S1	0.275
SETX	-0.0942
DDR2	-1.500625
KCTD12	0.52875
LYZL2	-0.70025
WDR52	-0.599
TMEM2	-0.75875
ZNF579	0.248666666666667
LOC200810	0.27075
TNFSF9	-2.15
PPFIA4	-0.36325
CNIH3	-0.910833333333333
MAP4K4	-2.20807142857143
ROD1	-0.233571428571429
ALS2CR12	-0.366166666666667
DOCK3	-1.77066666666667
PAQR9	-4.343
ASB17	0.123666666666667
STX16	-1.284875
FEZ2	0.141333333333333
DLAT	0.286833333333333
KIF21B	-1.71666666666667
CDC5L	0.3945
TMEM119	0.566333333333333
CRIP3	-1.1245
TPSD1	-0.139666666666667
TEPP	-0.17875
GNGT2	1.2675
C21orf121	0.1195
WNK1	-0.1855
FLJ10490	0.8884
OR51B5	-2.079
LOC203547	-1.648125
HAS1	-0.479
PPA1	-0.345
ST7	1.540625
C11orf46	0.9941
POPDC3	-4.452
ACOX2	3.13216666666667
ATCAY	-0.284916666666667
TM4SF19	-2.315
MFSD9	-0.974666666666666
PDHB	0.45525
ERN1	0.66725
LCE3C	0.291
GPR111	0.0685
NOTCH3	1.29516666666667
ADAMTS5	0.888
B3GALT1	-0.85175
UGCGL1	-0.348333333333333
FAM58A	-0.192666666666667
FBXO32	0.53975
CLPP	0.66075
NXPH1	-0.83675
MTMR3	0.9715
ATP1B3	-1.918875
TMEM16A	4.262625
HIST1H3F	-0.61
TRIM25	-0.6365
SDCBP2	0.4685
CRKL	-0.705
HOXB2	3.30683333333333
ANP32B	-1.63075
GATM	2.567
AP4E1	0.10925
EDG5	0.207
CDKN3	-1.83366666666667
CDH4	-2.60525
PGD	-0.913
RND1	-0.4125
GAD1	-3.0091
MPG	0.6035
LOC440350	-1.0245
ZNF133	-0.43525
SERPINB12	-0.104
AMELY	-0.192333333333333
DHX36	-0.94725
TNFAIP8L2	2.71133333333333
PHTF2	0.941333333333333
CCDC112	1.21216666666667
IQCC	0.243
HEYL	3.361
FTSJ2	-0.6575
APPL1	0.634875
RAB43	-0.130357142857143
OR10G2	0.7115
WAC	0.609666666666667
ADCY9	0.352
RUNDC2B	0.0451666666666667
PYCRL	0.7162
AGPAT7	-0.992833333333333
SLC22A9	-0.945
CDKAL1	-0.218
PDYN	-0.176333333333333
C20orf74	2.35625
MTMR11	-0.857
VAV3	4.04766666666667
DAPL1	6.9485
STXBP3	0.80925
EIF3G	0.489
ARHGAP22	-2.3805
NPFFR1	0.3455
NPC1	-0.1955
ALDH9A1	1.42583333333333
ZNF600	-0.425
ZNF678	0.400166666666667
RASSF1	-0.237
ADD2	-2.860625
PITPNB	-0.090375
PKD2L2	0.14575
LRP11	1.50525
CDKL1	-0.7575
SMEK2	0.4285
PRODH2	-3.08433333333333
C11orf54	1.203
SFRS11	-0.7015
IL7	-1.454
ALS2CR16	-0.6375
BTG3	0.0793333333333333
PAK2	-0.806222222222222
RP11-679B17.1	0.11375
GATA4	1.888
ATP2B1	-0.88825
LOC130940	1.0615
C1orf172	2.915
ATF7IP2	-0.17975
SLC25A43	-2.0065
CENTG3	-0.0341666666666666
IGF2BP1	-4.0606
FCHSD1	0.35
CAMK2N2	0.444333333333333
ELAVL3	0.3803
NBPF15	-0.0193333333333333
UBE2J2	0.0994166666666667
GNL2	-0.73775
PRR3	-0.2074
NLF2	0.69325
OR4F6	0.216
KLHL24	0.0611666666666667
CCDC88A	-1.8033
SGPP1	-0.227333333333333
C10orf11	-0.145333333333333
SLC35B4	-1.67616666666667
UGT3A2	-1.692
ARNT2	3.36
CBR1	-3.375
ITPR3	-0.869333333333333
TRAPPC6B	-0.2833
AMZ1	-2.167
ARP11	1.68775
WDSUB1	0.651
APBA1	0.474166666666667
RAB2A	1.0939
C6orf162	0.27625
HPSE2	0.432
PLCE1	-1.7035
INSL3	0.11725
DLG1	-0.1479
PTPLA	-1.18725
PIGX	0.506625
TFIP11	0.5695
FIBIN	1.099
POLR2G	-0.204
GRAP2	-2.2793
DNAJB8	-0.3985
CNBP	0.7885
WASF1	-2.7655
INPP5E	-1.0628
HSPB1	-0.417
TMEM167	0.1224
CUBN	-0.07525
IGF1	2.1410625
ITPK1	1.3083
NAALAD2	-0.609125
G3BP1	0.9644
NT5DC1	2.270875
CYP39A1	1.547
TMEM139	1.992
POLK	0.0228
GLULD1	-0.872
RBM15	-1.25566666666667
AMZ2	0.48275
GDF15	-1.15566666666667
MESDC2	0.68325
INCA	0.376666666666667
ACY1L2	-1.389
GZMM	-1.175
PAIP1	0.467
CACNA2D1	0.97725
STK32C	-0.495833333333333
SH3BP4	0.857666666666667
DEC1	0.4435
PADI1	-0.376
UBB	1.2401
PON3	3.78366666666667
PROP1	0.3955
ANKRD13B	-0.6735
ADCK1	-0.56275
TCF25	-0.123583333333333
SLC38A5	-3.48425
CXorf26	-1.27566666666667
C19orf39	0.604
PPP1R13B	0.5255
ARL2	-1.063
TCL6	0.27325
TOP3A	-0.4285
SLC16A14	-2.070625
FXYD6	1.79883333333333
HIST1H4E	-1.06075
BBC3	0.155578947368421
UNC5A	1.14583333333333
FAM86C	-0.5833
PI4KB	0.240875
B3GAT1	-3.858
SUSD2	4.498
OAZ2	-0.35
NOC4L	-0.5295
C10orf12	-0.64475
FADS1	-4.02466666666667
LOC144097	-0.35275
DKK2	0.6655
KIAA1949	-1.3825
RHOT1	0.3638
OXT	0.405
GPR153	0.31375
ARL4A	-1.02583333333333
SAAL1	-1.04125
CCDC64	0.0915
USE1	0.481166666666667
HNMT	-0.9765
PCGF3	0.1076875
CYP2C19	0.16575
C20orf4	-0.369
CCDC11	2.80475
ACSBG2	-0.076
RWDD2A	1.144
PALLD	1.281625
CPLX4	-0.149
LOC492311	1.5315
KPNA2	-1.97983333333333
MACROD1	0.0308
TMCO3	1.284
C15orf52	-0.631833333333333
BIRC5	-1.7082
PRR16	-0.842666666666667
