Hybridization REF	TCGA-AN-A0XR-01A-11R-A109-07
MUSK	-0.209
ZNF434	-0.380833333333333
SMARCD1	-0.588666666666667
ZFP106	-0.00975000000000002
ZNF347	0.467
GTF2E1	-0.198
RY1	-0.326166666666667
ATAD2B	0.314375
ARHGAP17	0.3306
KCNIP3	-1.4105
SFPQ	0.3565
GFRA4	0.999166666666667
AKR1B10	-4.2485
TIGD6	0.789333333333333
RGS16	0.851875
URB1	-0.674333333333333
OR4C46	0.295833333333333
TOP3B	-1.0415
NFATC4	0.66
CA14	-2.32525
BMPR1A	-0.0183333333333333
SNRP70	-0.714875
PRL	0.0965833333333333
C6orf130	-0.47175
STAG2	-0.32825
CD55	-0.926214285714286
RPS23	-0.720333333333333
SSX2	-1.133
FDPSL2A	-0.53025
FBXO27	0.55825
SYNGR3	-1.12716666666667
TMSL3	0.71175
EML1	-1.036
NUP93	-1.42966666666667
SMAD3	-0.159
KIAA1189	1.04783333333333
HNRPUL2	0.0966666666666667
TBC1D12	0.461166666666667
C16orf24	1.746
MRVI1	1.64683333333333
ZNF581	-0.3595
ELOVL3	-0.209
OR51Q1	0.35625
CACNB3	1.05116666666667
GALNT13	-0.87775
C10orf84	1.22475
NEDD4	0.0335
SPO11	2.19
OR5AU1	0.335
NEK4	0.678571428571429
PRKAR2A	-0.164
IHPK1	-0.388166666666667
ATP6V0B	0.680375
CACNA1E	1.848
CEACAM8	0.7925
PEX14	1.037
FLJ12993	-0.2595
ZBTB38	-0.502333333333333
PCTK2	0.559166666666667
LRRC16	0.2783
FBLIM1	1.04775
FYCO1	1.79075
RP5-1022P6.2	0.522833333333333
CMTM1	0.0176666666666667
PLTP	-1.06866666666667
RAPH1	1.6655
DOCK8	-0.15525
EZH2	-0.3222
SLC25A1	-1.41466666666667
PLEKHB1	0.9281
GRB7	-0.0432
ZFP37	-0.0165
MRPL33	-0.07125
PELO	-0.88475
ARMC1	-0.833818181818182
C9orf27	0.05925
FLJ25778	0.4575
C9orf37	-0.192666666666667
TMEM66	1.121
SPRN	0.14775
HBEGF	-0.93025
PI4KA	-0.672
LEPRE1	-0.68
POU2AF1	-4.662625
MRPL12	-0.334
REP15	0.196
ZC3H3	0.2735
RASAL1	-0.978
DDAH1	2.093
ACBD5	0.818
TMC2	0.4375
CCDC137	-1.023
SAMD13	-3.27083333333333
UGT2B15	-0.7265
TIPARP	-0.4075
DNASE1L3	-1.141
TRIM72	0.335833333333333
DBX2	0.17975
IPO8	-0.427
C21orf88	0.1995
MAP3K14	0.00925
LOC51233	0.542166666666667
GGTLA4	-0.96125
PDE6D	-0.54925
ZNF117	0.49225
CLK2	-0.44825
NKRF	-1.39875
TNFSF15	0.3698
DUSP2	-1.2575
SECISBP2	0.7704
GABRR2	0.2115
PPAP2C	2.3145
LOC51145	0.173
PAG1	-1.179375
PIK3C3	-0.01275
GNG10	0.415
APOL4	0.743333333333333
ANKRD28	-1.281875
STMN3	-1.2548
RAB14	1.2773
CDK2AP2	0.28625
HDDC3	-0.379875
COMMD7	0.11525
CXXC1	-0.875
HMCN1	-0.594333333333333
CD40	-0.03575
DYNC1LI2	-0.5021875
GDI1	0.59175
LOC646938	-0.371
VSNL1	-2.3825
PIH1D1	-0.0426666666666667
RAET1G	1.1415
KRTAP5-9	-0.212
EFTUD2	-1.55075
ZNF311	0.223333333333333
ATP6V1G3	-0.0495
OR2W3	-0.60925
SCN4A	0.20675
MED10	-1.504375
FAM135A	-2.3516
ARHGAP4	-1.7995
EHMT2	-0.504
UFD1L	-0.76525
ERMP1	1.04975
MAG1	-1.165
THAP8	1.68
HACE1	-0.848333333333333
FAM82C	0.782666666666667
C3orf20	-0.0005
UNC84A	-0.713166666666667
SCD5	0.0713571428571429
LASS6	2.223625
LSG1	0.219166666666667
MAL	-5.29875
GPR22	-0.542
WDR5B	1.0865
ACTRT1	0.0425
C17orf60	-1.1385
GRIN2C	0.2438
ARMC8	-0.65375
SLC47A1	-2.822
DMPK	0.28825
DHRS13	0.506666666666667
SMC1A	-0.107
KRTAP17-1	-0.6465
SMYD5	-0.7455
TUSC2	0.999375
CRHR2	0.2485
KIR3DL2	0.285
CCDC104	0.17675
ATP2C1	0.315
CROT	0.212
PABPC3	-1.25966666666667
EGR1	-1.95033333333333
THSD1	0.55275
KHK	-1.9535
SLC12A2	1.7580625
CD58	-1.16475
STOX2	-1.953
CCDC76	-0.4
CCDC48	4.33675
DNAH1	-0.013
ZIC4	-0.077875
OR1G1	0.047
PSMC6	-0.647666666666667
PROKR1	0.3535
ABCB1	-2.44175
TRAT1	-2.5915
LLGL1	-0.194
MTF1	1.20375
USP54	0.16525
PAGE2B	-1.428
ITGB7	-3.399
CCDC81	-0.2485
LOC149837	0.2415
SCUBE1	2.851
ZSCAN10	1.6675
HUWE1	0.166
CDH17	0.414
CD180	-0.32425
IL17A	-0.137
TMPO	-0.84725
KIAA1524	-0.823166666666667
HDGFRP3	0.2045
OXCT1	-2.56245454545455
RRAS2	-1.46533333333333
LTBP2	1.9611875
SV2B	-1.2805
CYP2A6	-0.056
PKD1L2	-0.879833333333333
PPM1M	0.27675
FLJ22662	1.9815
ZNF502	-0.58075
GP6	-1.1155
CRYBA2	-0.455
LEF1	-0.964
CTPS	-1.12228571428571
EYA1	-2.01
EPS8L1	2.08775
MAPK14	-0.705083333333333
SERPINB2	-4.57525
GTF2F2	-1.01116666666667
ZNHIT4	-0.1265
PLA1A	-0.7875
C20orf114	0.80875
HPR	-3.805
C18orf2	-2.58116666666667
SATB2	-2.94275
KCNJ9	0.107875
MGC157906	0.645
MOCS3	-0.32825
C17orf71	0.2935
PPHLN1	-0.3268
HIST1H2BN	0.931
RAPGEF1	-0.640875
MAP3K8	-0.54175
DLG4	0.594
STC1	0.491
CDGAP	0.3135
DDX26B	-2.06675
LOC150223	-2.25575
CPSF3	-0.868333333333333
TMEM14A	0.0945
MYH3	-2.7525
GPKOW	0.314
SULT1A1	0.6295
SPON1	2.1394
YY1AP1	0.7105
RAB23	-0.586
PLA2G4A	-4.86575
MAPRE3	0.1095
ZNF516	1.25978571428571
GGPS1	1.588
EXOC3L2	0.4125
C19orf42	1.3298
MAP2K2	-0.314166666666667
HIST1H2BB	1.3605
RNF19B	0.943666666666667
C6orf128	-0.0315
TLR8	0.74225
PCDHA9	0.4245
CARS2	-0.6795
CLUL1	4.563
RHAG	-3.53283333333333
UNK	0.348
EXOC8	0.9236
C9orf95	1.7695
C14orf143	0.484166666666667
MAML3	0.023
LDHA	-1.354
MRPL20	1.013
KLHDC6	0.0271666666666667
ATP5S	-0.162666666666667
C8orf55	0.298
PHF19	-0.885875
KRTAP13-4	0.5575
TTC5	-0.5455
XKR5	-0.5385
SILV	-3.79466666666667
TEX28	0.1545
TCTN1	1.34375
CX40.1	0.393
PPP2R5C	-0.239625
C12orf30	-1.448
CAPG	2.47075
MPZL1	1.21645
ARSB	-1.56233333333333
TDH	-1.282
WASF4	1.0505
TSSK3	-0.995
7A5	1.766
CRISPLD1	-1.394375
MAD1L1	-0.869666666666667
SPIN4	-0.380666666666667
AMPD1	-1.539
DPYSL5	-0.042
INPP1	-2.31883333333333
ANKRD11	-1.46166666666667
NPAS4	-0.056375
GCET2	0.009
RNASE9	0.414
GUCY2D	0.439833333333333
CCDC98	-0.62175
FGF4	-0.593375
CPM	-2.094
SLC26A4	-1.4225
PLD5	0.17625
FAM59A	1.9261
FBXO5	-1.28255555555556
SIPA1L1	0.379625
DPYS	-0.482
ATG4D	0.89025
TGM3	-0.241
MTCH1	-0.351625
HK1	0.450785714285714
CDC26	0.4085
GALNT12	-4.15416666666667
LOC339229	0.01975
MRPL35	0.10675
ORC4L	-0.003375
TNKS	0.185857142857143
C2orf24	0.118833333333333
ZNF553	1.07133333333333
GGTLA1	2.1509
ZNF497	1.01025
CDY1B	0.52775
SLC30A4	-0.25175
TUB	-1.272625
ARHGEF18	-0.08575
ARRB1	0.48025
KCNK1	-2.1835
EREG	-2.8074
SCAMP5	-0.89775
RUNDC3B	0.06425
ADAMTS20	0.1195
IL17RB	-2.346625
FLJ20323	-0.18725
MCAM	-0.255125
POLR3E	-0.803166666666667
AQR	0.889333333333333
IPMK	-0.1335
CDCA7	-3.6485
CAMP	2.81875
GRHL3	0.653
ADAMTSL2	1.329
CLMN	1.99383333333333
SSTR3	0.267
MAGEA5	-2.44733333333333
OVOL2	4.143
JMJD1B	0.34
RBL2	-0.5939
PYGO2	1.18075
PPP1R10	0.230166666666667
CSE1L	-0.943
LCA5	0.5085
RDH16	0.85725
ASRGL1	-0.093375
TOM1	-0.4625
PTX3	-6.72
TTC15	0.495
SCGB3A1	4.83983333333333
MRPL50	-0.369
RCAN3	1.346875
SLC26A11	1.17075
STYX	-0.1525
CINP	0.4705
MARCH7	-0.62625
PFKM	-0.9905
SGMS1	0.634333333333333
RIOK3	0.2427
C1orf110	0.073
CES7	0.17925
LOC440248	-1.61025
PPP1R12C	-0.114
C10orf27	0.839
ATG9A	-0.7235
MRPS26	0.777625
TMEM40	2.622
ELP3	0.2802
ZNF787	0.9118
HIAT1	-0.526375
C8orf34	2.82566666666667
MGC4655	-0.657
PELI1	0.182166666666667
PPT1	-0.2003
SLC35C2	-0.322666666666667
C6orf125	0.5175
MUC4	-1.44433333333333
RFC4	-1.916
GNB2	0.711333333333333
NUP50	-0.6165
SULT4A1	-1.1255
C7	0.12225
CCDC130	0.331666666666667
ARRDC4	-1.33575
RQCD1	-0.10425
GLYCTK	-0.7945
AYTL2	-0.869909090909091
MTUS1	1.0947
LEMD3	-0.442666666666667
PLEKHF2	2.156
HOXA7	-0.593125
GTF3C2	-1.449
DYNLRB2	3.9655
CNOT10	-0.34625
MR1	1.44416666666667
FFAR1	-0.11525
PRIC285	0.56225
SLITRK6	3.799
LIX1	-1.5827
UBE1L2	-0.0280833333333333
F8	0.42175
ACHE	0.329
KPNA5	-1.6485
TNFRSF12A	-0.347166666666667
EGR3	0.3155
SERPIND1	-2.93083333333333
OASL	4.29325
IFRD1	-1.583375
WDFY1	-0.463666666666667
ZNF267	-0.520875
ACCN5	-0.1305
ZBTB6	-0.28475
PPP1R3A	0.3065
PRRT3	2.4585
FBXL19	-0.441
TXNIP	0.714428571428571
ACTN2	-1.12425
ATG9B	-0.38275
C9orf117	1.637875
IL27	1.017
RPL36AL	0.179833333333333
KLK15	0.35175
CHAD	2.633
RAP2B	-0.41
HEBP2	1.62975
ZNF342	1.3935
CAMK2G	-0.402833333333333
TLR3	3.73975
FGF14	-0.56325
HMGB2	-0.028375
TRPM5	-0.197666666666667
OR5M11	-0.266
KIF3B	0.337315789473684
PRICKLE2	2.104
MTMR9	0.36725
C3orf27	0.36325
GLRA3	-1.25266666666667
NSDHL	-0.207666666666667
TMEM32	-0.704
POLR2D	-1.30041666666667
MYADML	0.4625
C9orf114	-0.0275
MRGPRX1	0.484
TOPORS	0.4935
CLDN19	-1.06175
C1QL4	-0.424
RNF165	1.086
DHRS9	-1.04425
DNAH2	-1.38866666666667
FXR1	-1.02
ZMYM3	-0.53475
CASP3	0.534833333333333
FAM120C	0.130375
SCLY	-0.43975
CA7	-0.068
ENTPD5	0.6675
ZNF461	0.05275
PDIA5	-1.404
C1orf19	-0.763333333333333
TMEM67	0.14575
KCTD20	-0.89675
WDR47	1.2695
FLJ38723	-0.049
KLRF1	-0.678333333333333
TAS2R16	-0.275
CLDN12	0.38025
PRKCE	-1.43075
UBXD4	-1.19125
ITGAM	3.119
GLT8D3	0.155125
WDR31	0.8325
RGS2	-1.43125
OR51L1	0.464
MST1R	1.64075
KIAA1737	1.8645
OR4A5	1.1175
GLIS1	-1.004
PTMA	0.811571428571429
NAPA	1.72375
PRDM11	0.3645
LIPF	0.409
DIRAS3	1.94725
ASGR2	-3.737625
C1QTNF4	-0.3585
PIK3R4	0.1625
ARMC3	3.4465
NDUFV3	0.343333333333333
BTBD3	-1.19266666666667
PPP1R2	0.221083333333333
UBE2NL	-0.13175
FOSL2	1.14792857142857
FAM119A	-1.42616666666667
TUBA4A	-0.989
KRTAP12-1	0.013
SFRS2	-0.3355
RHPN1	0.2455
EEF2	-0.934166666666667
ZDHHC11	-3.3585
EPHA3	-1.1654
RBM12	-0.545
H2AFJ	3.34825
EDIL3	1.585
KIF26A	-2.171
SERGEF	0.665
B3GALT4	2.77825
LOC90925	-0.1215
OSCAR	0.369625
NPFF	0.733375
DEDD	0.2265
TMEM155	-0.708
PTPN1	1.00625
SCYL2	0.327
SKAP1	2.0425
LEAP2	-1.6165
GADD45G	1.9427
IFITM3	2.028625
PILRB	-0.756666666666666
SLU7	0.404
DSC3	-0.467
DNMT3L	-1.01025
PAPD5	-1.24375
B3GNT3	0.148833333333333
LHCGR	0.006
MSL-1	-0.51725
UBE2S	-0.60375
SAP130	-0.44575
ANAPC11	1.036
MAGED4B	-1.107
ATP6V1B2	-0.285
C14orf179	1.6545
CAPZA1	-0.286125
CDYL2	-0.00316666666666666
GLRX3	-1.37583333333333
LOC136288	0.15025
MOBKL1A	-1.4875
HTR2B	1.263
CRYGD	0.205
NUS1	-1.32933333333333
PGRMC1	0.44
MYOM2	-1.295
FLJ39653	-1.31716666666667
CHM	-0.7729
OR5M8	0.2665
ZNF619	0.8335
FAM105A	1.46
CCNL1	-0.74375
NAP1L3	-0.907
C10orf57	2.0515
B3GALNT1	0.876333333333333
CSN1S2A	-0.061
TCP10L	0.96575
GDAP2	0.56675
DMKN	-1.94566666666667
COX6B1	0.9795
DNASE2	1.4185
MSH5	-2.0095
LGMN	-0.21
USP31	-0.5272
OR13C8	0.575
SDCBP	-1.0615
NUDT11	-3.24216666666667
PYGL	0.231666666666667
SNPH	-0.376666666666667
B3GNT4	-0.3935
MIZF	-0.1801
NUBPL	-1.183375
NOD1	-0.251166666666667
CDH22	0.005
NUBP1	0.692
DSCAM	-3.638
DGKI	0.4105
FAM136A	-0.80925
AKAP1	1.26266666666667
SLC16A6	1.43825
RIN3	-0.5745
PSG2	-0.2375
DIP2B	1.03425
PSORS1C1	1.3783
KIAA0495	-0.3685
FLJ90709	-0.774666666666667
LPA	0.239666666666667
PIGA	-0.2135
LY75	0.212666666666667
UTS2	-5.81583333333333
RREB1	0.09475
GALNACT-2	-0.453
MGC3196	-0.303
FLJ31568	-0.5
LPHN1	0.42525
SP1	1.54625
TOX4	0.5935
HSPA9	0.1248
APOBEC1	0.773
SLC35E4	-0.3285
LSM5	-0.6905
SURF1	0.854
ZBTB1	0.0460833333333333
GTF2F1	0.138875
RPS15A	0.14
DUSP21	-0.431666666666667
GINS4	-2.21466666666667
MYO15A	0.509666666666667
GIMAP7	1.75275
MGC13379	1.21775
ATP6V1E2	-0.732
UTP3	-0.22275
HNRPA3	-0.1944375
MT4	-0.336
C14orf155	0.2545
U1SNRNPBP	0.68325
CKLF	-0.750166666666667
PLEKHN1	0.594
MBNL1	-0.468083333333333
NUP160	-0.88275
ACSM2A	-1.74325
LOC129881	0.06125
KIAA1529	0.4625
FLJ22639	-1.121
HAND1	-1.3715
GSX1	0.5045
FGA	-3.418
SERPINB1	0.23875
ZNF642	0.32125
IGFBP1	-7.757875
SLC1A1	5.791
DHX57	-0.543125
ZNF766	0.7145
PTPN21	0.6442
GDPD3	-1.8195
PNPLA5	0.04
TBR1	0.209833333333333
FAM116A	0.241
IQGAP1	1.243875
FOS	-2.590375
ZNF226	0.782625
FIGNL1	-0.9035
C14orf1	0.138666666666667
ZMYND17	-0.4985
PUS7	-1.636
TUBB6	-0.997625
KCNQ2	-1.2265
MARCH6	0.133333333333333
CCDC33	0.5615
PRODH	-0.671
RBM11	6.232
EPHA6	0.12775
SLC43A1	-0.659
LOC196541	0.217875
NTN1	1.04458333333333
ING4	0.579
PCDHB10	-1.35525
DPH2	-0.8905
SPACA4	-0.10525
FBXL21	-2.993
DIAPH1	-0.407166666666667
ZNF71	0.4495
CEP76	-0.0505
CORO1A	-1.24575
RRM2	-1.418625
EDG4	1.293
OS9	-0.0911666666666667
SLC4A1AP	-0.404
COG5	-0.664
COPS8	0.34675
NGLY1	-0.82525
NCBP2	0.175875
C17orf42	-0.0478333333333333
GPSM3	1.522625
SIL1	1.73466666666667
ASB6	0.179
SMAD5OS	-0.0025
UNC93A	-2.862125
A1BG	0.313833333333333
C21orf62	0.1765
FMO5	-0.645416666666667
ATRIP	0.401333333333333
CEBPG	-0.410833333333333
C7orf38	0.154666666666667
TNFRSF1B	-0.484166666666667
CLEC1A	0.605166666666667
IQSEC1	-0.119875
PATZ1	1.0522
RBM22	0.78825
BAG2	-2.82833333333333
PAQR5	-1.36066666666667
C9orf127	2.1303
THNSL1	-0.414
SHROOM3	2.4179
JAM2	-1.12575
SNRPN	-1.08225
ALX4	0.109
CACNA1S	0.2835
FAM130A1	1.03175
CORIN	1.9955
CD300LB	0.394
PLEKHG6	0.832
LRRC40	-1.25075
PCLKC	-0.991
PCDHB16	-1.126
WNT2B	-0.850333333333333
ASNS	-3.14655555555556
MRPL49	0.020375
FLJ46111	-0.86
ISG20	0.60225
SMU1	0.304166666666667
CASZ1	0.3025
POLR1D	-0.501916666666667
GIN1	0.41025
SNAG1	-0.169333333333333
ANKRD29	-2.666
CDKN2AIP	-0.05875
KRR1	-0.03275
CXCL1	-4.445
EPM2A	-0.5707
PC	0.303666666666667
DEFB127	-0.4005
PDZRN4	1.04433333333333
FAH	1.287125
OR51E1	1.5875
CDC2L6	-0.0623333333333333
DNTTIP1	-0.12675
PAX8	-0.8665
TMEM116	0.78125
C1orf150	0.047
PRO2012	-0.18025
MRPL40	-0.477833333333333
BEX1	-3.2794
SLC2A4	-1.46716666666667
PKMYT1	-0.391
FEZF2	-0.140666666666667
SLC26A9	-1.83966666666667
MAP2	0.03075
LYL1	-1.48625
SLC25A19	-1.28966666666667
NOS3	-0.645
ZNF34	0.498666666666667
TMPRSS11F	-0.3715
FAM43A	-0.532
FCRL4	0.1095
KLF14	0.31925
FLRT2	-2.11733333333333
WRN	-1.598
SDF2	1.0043
KRT8P12	-0.37675
C6orf195	0.0825
C9orf125	-2.35216666666667
DZIP3	-0.305875
RIT1	0.298583333333333
SCML1	-0.824
RHBDF2	-0.26925
OR2G3	-0.0505
REXO1L1	0.0525
MAP3K7IP3	0.020375
C3orf57	-2.861
FBXW11	-0.801333333333333
ETAA1	-0.591
C14orf131	0.0754
AKT1S1	0.05275
SLC12A5	-0.806
C9orf164	1.60675
NRIP3	-0.57025
NOS1AP	1.1885
TMEM121	1.303
SAP30BP	-0.4614
DGCR6	0.5455
WDR76	-0.5665
FAM82B	-0.721666666666667
LOC606495	-0.0745
MAP9	2.182
BCDIN3D	1.30975
CXorf36	1.5915
DSCR3	-0.4235
ZFAND3	0.8615
C7orf43	-0.077
SPSB3	1.1116
C19orf19	0.2055
FAM133A	-2.838
C12orf25	-0.2725
SLC39A3	-0.068375
DISP2	0.16825
PI4KAP2	-2.0685
MKRN3	-2.27383333333333
ADAMTS13	-0.41125
CBLN3	0.273
TTYH1	-1.149
C3orf18	2.45625
FLJ13236	0.92575
ZMYND12	2.86675
C18orf25	0.507375
GLB1L3	-0.3435
ATP13A5	-0.0715
RANBP10	-0.19525
CD96	-2.3755
DENND1C	-1.13725
RBMS3	-0.3176
SLC41A3	-0.524
DGCR6L	0.36575
TMEM128	0.196333333333333
CSNK1G3	0.00928571428571429
MOBKL2C	1.735125
TSPAN6	-2.205625
MATN2	-3.0161
MSL2L1	0.180166666666667
ST6GALNAC2	2.5865
FGFBP2	-1.027625
FGL1	-6.77233333333333
MPP3	-0.7785
ARHGEF6	-0.89
TGFBR2	-0.82675
ACMSD	1.39925
IL33	-1.09275
C9orf5	0.271166666666667
DEAF1	0.0809
AMN	0.54
DEFA6	-0.034125
RNF212	-0.95175
METT5D1	0.176166666666667
CIB1	1.2601
TSSK1B	0.2885
KIAA1727	0.0115
ZNF680	0.43625
LOC399900	-0.961
LOC152217	-0.261416666666667
CTNNAL1	-3.029
CIT	-1.0025
TLE6	1.7915
ZNF607	-0.84725
HERC4	-1.087
DRAP1	-0.2522
PEMT	-0.80975
C10orf111	-0.373
ZNF575	1.488875
KCTD7	-0.601
MYO1F	-0.25575
LOC285382	1.37475
RAB11A	0.6469
PLCD3	-0.5535
C15orf28	-0.32675
PTBP2	-0.713125
CTB-1048E9.5	-0.7555
C19orf60	-0.655
C7orf25	0.4435
SETD7	0.822875
HOXB9	-3.9595
VANGL1	0.79475
CHAF1B	-0.19275
NDUFA3	0.9435
KIAA1328	-0.00449999999999997
SHARPIN	0.053125
TTC23	-1.062125
UGP2	-0.238333333333333
ANKIB1	-0.4579
CIRBP	1.47928571428571
SEC14L4	-3.15683333333333
OVCH1	0.006
VPS52	-0.235
FAT	-1.77525
M6PRBP1	0.18825
GPRIN3	-0.4775
PPM1F	-1.2255
TSR1	-1.336
CCDC85A	3.101
PCSK5	0.96275
ZFHX3	-0.264
HEMK1	0.7861
PGBD2	0.65775
RSRC2	0.0856666666666667
AURKC	-1.55283333333333
SCRIB	-0.216375
ORM2	-4.13333333333333
FAM115A	0.2515
FZD6	-0.14325
UNC119	1.07866666666667
GPX3	-1.7083
NOV	-1.577875
CABC1	-0.6555
CDC42SE2	-0.78475
EIF2S2	-0.8257
RNF130	0.59575
CKAP5	-0.566333333333333
RP11-413M3.2	1.30225
C10orf18	0.2464
TMEM93	-0.62475
DYX1C1	2.2855
KCNMB2	-1.11525
ANK3	1.15641666666667
KRT5	-2.3978
CDH12	-1.717125
QRSL1	-0.479625
JUB	-0.8785
SHC4	-2.49
CCL15	0.215333333333333
CCDC22	0.349
SNX24	0.3265
RARS	-0.82675
MORC2	-0.094875
FAM48A	-0.24925
MT1H	-0.648
PPP1R14C	-3.22216666666667
FOXD1	-1.856
C1orf213	-1.29975
AMT	-2.2171
DSN1	-1.2315
PTPLAD2	4.32075
DIS3L	-0.06875
RASL11A	1.057
GPRC5B	-0.686625
FRMD7	-0.131
STRN4	0.31675
KITLG	2.61013636363636
HDGF	-0.2295
OR1S1	0.297
SETX	0.0431
DDR2	-0.792875
KCTD12	0.26725
LYZL2	-0.39625
WDR52	0.3385
TMEM2	-0.06025
ZNF579	1.33833333333333
LOC200810	-0.04375
TNFSF9	-1.933625
PPFIA4	-2.3675
CNIH3	0.294166666666667
MAP4K4	-2.66692857142857
ROD1	1.12414285714286
ALS2CR12	1.67466666666667
DOCK3	-1.234
PAQR9	-3.2295
ASB17	0.143166666666667
STX16	-1.374875
FEZ2	0.217666666666667
DLAT	-0.390666666666667
KIF21B	-1.76633333333333
CDC5L	-0.71025
TMEM119	0.935666666666667
CRIP3	-1.07775
TPSD1	0.618
TEPP	0.68175
GNGT2	0.65525
C21orf121	0.06625
WNK1	-0.131583333333333
FLJ10490	1.5673
OR51B5	-2.1795
LOC203547	-0.9685
HAS1	-1.3085
PPA1	-0.378333333333333
ST7	0.24525
C11orf46	0.1017
POPDC3	-3.5695
ACOX2	4.5115
ATCAY	-0.2885
TM4SF19	-0.28825
MFSD9	-0.0306666666666667
PDHB	0.1665
ERN1	0.405
LCE3C	-0.2165
GPR111	-0.076
NOTCH3	2.67933333333333
ADAMTS5	0.39725
B3GALT1	-0.152
UGCGL1	-0.1475
FAM58A	0.214
FBXO32	1.13525
CLPP	0.13225
NXPH1	-1.48475
MTMR3	0.293666666666667
ATP1B3	-1.163625
TMEM16A	4.15075
HIST1H3F	1.14416666666667
TRIM25	0.626166666666667
SDCBP2	-0.0695
CRKL	-1.209
HOXB2	-0.8845
ANP32B	-0.565
GATM	4.0745
AP4E1	-0.671625
EDG5	0.3455
CDKN3	-0.932833333333333
CDH4	-2.3705
PGD	-0.870166666666667
RND1	1.347
GAD1	-2.6994
MPG	1.218625
LOC440350	-0.2615
ZNF133	-0.20875
SERPINB12	0.2815
AMELY	-0.122666666666667
DHX36	-0.6655
TNFAIP8L2	2.3265
PHTF2	-0.132611111111111
CCDC112	-0.779833333333333
IQCC	-0.65075
HEYL	2.96483333333333
FTSJ2	-0.524333333333333
APPL1	0.462625
RAB43	0.0690714285714286
OR10G2	0.03
WAC	0.489666666666667
ADCY9	0.58825
RUNDC2B	0.363333333333333
PYCRL	0.6465
AGPAT7	-1.32366666666667
SLC22A9	-0.0366666666666667
CDKAL1	-0.349
PDYN	-0.233833333333333
C20orf74	1.9835
MTMR11	1.4025
VAV3	5.74058333333333
DAPL1	3.08475
STXBP3	0.1685
EIF3G	-0.445
ARHGAP22	-1.74425
NPFFR1	0.2045
NPC1	-0.175
ALDH9A1	-0.1435
ZNF600	-0.067
ZNF678	0.461666666666667
RASSF1	0.130833333333333
ADD2	-2.946
PITPNB	-1.229875
PKD2L2	-0.002125
LRP11	-0.785
CDKL1	-0.51
SMEK2	0.22975
PRODH2	-2.86666666666667
C11orf54	-0.141833333333333
SFRS11	-0.5585
IL7	-1.28283333333333
ALS2CR16	1.2275
BTG3	-1.65816666666667
PAK2	0.371222222222222
RP11-679B17.1	-0.096
GATA4	-1.46933333333333
ATP2B1	-0.15775
LOC130940	1.093
C1orf172	2.86616666666667
ATF7IP2	-0.9615
SLC25A43	-1.18783333333333
CENTG3	-0.242833333333333
IGF2BP1	-3.2429
FCHSD1	-0.07
CAMK2N2	1.75583333333333
ELAVL3	0.013
NBPF15	-0.0113333333333334
UBE2J2	-0.233916666666667
GNL2	-0.69375
PRR3	-0.5461
NLF2	1.63425
OR4F6	-0.2745
KLHL24	0.432833333333333
CCDC88A	-2.512
SGPP1	-0.839
C10orf11	0.0213333333333333
SLC35B4	-1.322
UGT3A2	-1.2725
ARNT2	2.665
CBR1	-1.377125
ITPR3	0.3675
TRAPPC6B	-0.5984
AMZ1	1.656
ARP11	1.0135
WDSUB1	0.302
APBA1	0.0938333333333333
RAB2A	0.2225
C6orf162	-0.260875
HPSE2	0.0875
PLCE1	0.62475
INSL3	-0.05
DLG1	-0.3526
PTPLA	-1.213
PIGX	0.378125
TFIP11	-0.171666666666667
FIBIN	1.6795
POLR2G	-0.12925
GRAP2	-2.5507
DNAJB8	0.531
CNBP	0.701666666666667
WASF1	-2.86125
INPP5E	-1.5578
HSPB1	0.817625
TMEM167	-0.4137
CUBN	-0.38525
IGF1	-0.504
ITPK1	0.9689
NAALAD2	-0.864875
G3BP1	0.2097
NT5DC1	0.919125
CYP39A1	-0.899
TMEM139	0.274416666666667
POLK	-0.7464
GLULD1	-1.1275
RBM15	-0.527833333333333
AMZ2	0.6355
GDF15	-1.40716666666667
MESDC2	0.22175
INCA	1.85333333333333
ACY1L2	-2.9225
GZMM	-1.25983333333333
PAIP1	-0.34075
CACNA2D1	2.302
STK32C	-1.435
SH3BP4	0.910833333333333
DEC1	0.1255
PADI1	-0.41
UBB	0.3947
PON3	-3.02116666666667
PROP1	0.6275
ANKRD13B	-0.205
ADCK1	-0.53275
TCF25	-0.382916666666667
SLC38A5	-1.61175
CXorf26	-0.471666666666667
C19orf39	1.09075
PPP1R13B	1.02825
ARL2	-1.696
TCL6	0.1535
TOP3A	-0.7735
SLC16A14	-2.20925
FXYD6	0.385
HIST1H4E	-0.01625
BBC3	1.23210526315789
UNC5A	0.639166666666667
FAM86C	-0.3354
PI4KB	0.679375
B3GAT1	-4.2095
SUSD2	2.88133333333333
OAZ2	-0.480166666666667
NOC4L	-0.12475
C10orf12	-0.102
FADS1	-3.77266666666667
LOC144097	0.23475
DKK2	0.9415
KIAA1949	-0.22325
RHOT1	-0.1554
OXT	0.664833333333333
GPR153	1.448
ARL4A	-1.26266666666667
SAAL1	-2.4005
CCDC64	-0.4315
USE1	-0.1965
HNMT	0.512666666666667
PCGF3	0.4
CYP2C19	-0.392
C20orf4	0.2465
CCDC11	1.3455
ACSBG2	0.00625
RWDD2A	-0.33425
PALLD	1.790375
CPLX4	0.6075
LOC492311	0.90375
