Hybridization REF	TCGA-BH-A0DX-01A-11R-A115-07
GFRA4	0.00399999999999999
AKR1B10	-2.732125
TIGD6	1.3815
RGS16	2.26825
URB1	-0.595333333333333
OR4C46	-0.0453333333333333
TOP3B	-0.808
NFATC4	0.275
CA14	-5.28225
BMPR1A	0.921833333333333
SNRP70	-0.7315
PRL	0.19275
C6orf130	-0.97125
STAG2	-0.42475
CD55	-0.816571428571429
RPS23	1.03283333333333
SSX2	-1.57166666666667
FDPSL2A	-0.14975
FBXO27	0.389375
SYNGR3	-1.494
TMSL3	0.98425
EML1	-0.4125
NUP93	-0.17475
SMAD3	-0.7726
KIAA1189	2.032
HNRPUL2	0.498666666666667
TBC1D12	0.781666666666667
C16orf24	1.017
MRVI1	1.941
ZNF581	-1.14616666666667
ELOVL3	0.5005
OR51Q1	0.30725
CACNB3	0.227
GALNT13	0.687375
C10orf84	1.1390625
NEDD4	0.0951
SPO11	0.227
OR5AU1	0.4835
NEK4	0.755285714285714
PRKAR2A	-0.408166666666667
IHPK1	-0.559166666666667
ATP6V0B	0.494875
CACNA1E	-0.8345
CEACAM8	-0.419833333333333
PEX14	0.447
FLJ12993	3.2345
ZBTB38	0.0595833333333333
PCTK2	0.274333333333333
LRRC16	1.3022
FBLIM1	1.79708333333333
FYCO1	1.3085
RP5-1022P6.2	0.594666666666667
CMTM1	0.895333333333333
PLTP	1.71433333333333
RAPH1	0.855875
DOCK8	1.34225
EZH2	-2.08273333333333
SLC25A1	-0.393333333333333
PLEKHB1	-0.8246
GRB7	-0.7592
ZFP37	0.643
MRPL33	-0.31375
PELO	-0.503
ARMC1	-0.865181818181818
C9orf27	0.0244285714285714
FLJ25778	-0.012
C9orf37	-1.76366666666667
TMEM66	1.1715
SPRN	0.49325
HBEGF	0.652
PI4KA	-0.5555
LEPRE1	0.1555
POU2AF1	-3.089375
MRPL12	-1.03333333333333
REP15	0.433
ZC3H3	0.24275
RASAL1	-0.45025
DDAH1	0.751
ACBD5	0.459375
TMC2	-0.0365
CCDC137	-1.04875
SAMD13	1.85783333333333
UGT2B15	-0.816833333333333
TIPARP	0.723
DNASE1L3	3.0605
TRIM72	0.437
DBX2	1.14975
IPO8	0.333
C21orf88	-1.0277
MAP3K14	-0.1425
LOC51233	-0.0896666666666667
GGTLA4	0.988
PDE6D	-0.02125
ZNF117	1.26925
CLK2	-0.823125
NKRF	-1.04775
TNFSF15	0.0092
DUSP2	-0.25825
SECISBP2	-0.2908
GABRR2	-0.392
PPAP2C	1.78825
LOC51145	0.405333333333333
PAG1	0.065375
PIK3C3	-0.43825
GNG10	0.284
APOL4	1.0895
ANKRD28	-0.958875
STMN3	-1.6152
RAB14	1.0069
CDK2AP2	0.10025
HDDC3	-0.344375
COMMD7	0.690125
CXXC1	-0.4925
HMCN1	0.996333333333333
CD40	1.26125
DYNC1LI2	0.8663125
GDI1	0.7415
LOC646938	-0.286
VSNL1	-0.8705
PIH1D1	-0.664833333333333
RAET1G	0.131
KRTAP5-9	-0.1885
EFTUD2	-1.26175
ZNF311	0.537666666666667
ATP6V1G3	0.7355
OR2W3	0.19275
SCN4A	0.98975
MED10	-0.4745
FAM135A	-1.0939
ARHGAP4	-0.78825
EHMT2	-0.74475
UFD1L	0.10675
ERMP1	0.83175
MAG1	0.185833333333333
THAP8	0.0075
HACE1	-0.872333333333333
FAM82C	0.2475
C3orf20	0.417
UNC84A	-0.457166666666667
SCD5	-0.0918461538461539
LASS6	2.073125
LSG1	0.0193333333333333
MAL	-5.0845
GPR22	-0.248
WDR5B	0.61575
ACTRT1	1.036
C17orf60	0.827333333333333
GRIN2C	-0.2643
ARMC8	-0.420666666666667
SLC47A1	-1.1555
DMPK	-0.64375
DHRS13	-0.7465
SMC1A	-0.351833333333333
KRTAP17-1	-0.309
SMYD5	-0.308
TUSC2	0.339625
CRHR2	0.6375
KIR3DL2	0.3725
CCDC104	0.4895
ATP2C1	1.150125
CROT	0.3305
PABPC3	-0.494333333333333
EGR1	1.79566666666667
THSD1	0.83775
KHK	-2.65125
SLC12A2	2.43275
CD58	-0.20425
STOX2	-0.848833333333333
CCDC76	-1.061
CCDC48	5.15775
DNAH1	0.151333333333333
ZIC4	-0.302875
OR1G1	-0.04
PSMC6	0.3175
PROKR1	-0.13
ABCB1	-0.10125
TRAT1	-0.227
LLGL1	0.035
MTF1	0.70675
USP54	0.455
PAGE2B	-2.678
ITGB7	-4.1745
CCDC81	-0.656
LOC149837	0.5485
SCUBE1	-0.3115
ZSCAN10	-0.348
HUWE1	0.0206428571428572
CDH17	0.0225
CD180	2.48175
IL17A	-0.259
TMPO	-1.742125
KIAA1524	-1.51583333333333
HDGFRP3	0.368
OXCT1	-1.16118181818182
RRAS2	-0.8185
LTBP2	2.253625
SV2B	2.07916666666667
CYP2A6	0.370625
PKD1L2	-0.411666666666667
PPM1M	1.36025
FLJ22662	2.804
ZNF502	0.8225
GP6	-0.641
CRYBA2	1.60875
LEF1	-1.8133
CTPS	-1.13885714285714
EYA1	-2.324
EPS8L1	1.7135
MAPK14	-0.486166666666667
SERPINB2	-4.06675
GTF2F2	-0.211333333333333
ZNHIT4	0.137
PLA1A	0.074625
C20orf114	2.08375
HPR	-2.669
C18orf2	-3.5456
SATB2	-0.41825
KCNJ9	-0.250125
MGC157906	0.4145
MOCS3	-0.14175
C17orf71	-0.440833333333333
PPHLN1	-0.1533
HIST1H2BN	-0.077
RAPGEF1	-0.48275
MAP3K8	1.026
DLG4	0.241333333333333
STC1	-0.792833333333333
CDGAP	2.1925
DDX26B	-1.02125
LOC150223	-2.32825
CPSF3	-0.397833333333333
TMEM14A	0.4875
MYH3	-2.2505
GPKOW	-0.02
SULT1A1	-0.473333333333333
SPON1	4.9632
YY1AP1	0.724833333333333
RAB23	0.5095
PLA2G4A	-3.53375
MAPRE3	0.40375
ZNF516	0.599857142857143
GGPS1	1.47075
EXOC3L2	-0.562125
C19orf42	0.8807
MAP2K2	-0.697666666666667
HIST1H2BB	1.2605
RNF19B	1.28066666666667
C6orf128	0.655666666666667
TLR8	3.4465
PCDHA9	0.597
CARS2	0.406
CLUL1	2.5525
RHAG	-4.42283333333333
UNK	-0.0645
EXOC8	0.5987
C9orf95	0.6235
C14orf143	1.1115
MAML3	0.166
LDHA	-1.0045
MRPL20	0.522375
KLHDC6	0.223333333333333
ATP5S	0.206333333333333
C8orf55	-0.50925
PHF19	-2.25475
KRTAP13-4	0.54
TTC5	-0.55775
XKR5	-0.096
SILV	-4.7625
TEX28	0.3385
TCTN1	0.90975
CX40.1	0.07375
PPP2R5C	0.18825
C12orf30	-0.940833333333333
CAPG	2.7535
MPZL1	1.2362
ARSB	-0.141
TDH	-1.5585
WASF4	0.70375
TSSK3	-0.813166666666667
7A5	2.1665
CRISPLD1	1.45875
MAD1L1	-1.00833333333333
SPIN4	-0.508833333333333
AMPD1	-0.1835
DPYSL5	0.316
INPP1	0.3965
ANKRD11	-0.915166666666667
NPAS4	0.063375
GCET2	0.5919
RNASE9	-0.189
GUCY2D	0.206166666666667
CCDC98	0.52575
FGF4	-0.34725
CPM	1.773
SLC26A4	0.202333333333333
PLD5	-0.187333333333333
FAM59A	2.3022
FBXO5	-1.60833333333333
SIPA1L1	-0.290625
DPYS	1.556
ATG4D	-0.52975
TGM3	0.304
MTCH1	-0.092875
HK1	0.0840769230769231
CDC26	0.15575
GALNT12	-1.02216666666667
LOC339229	-0.6365
MRPL35	0.323125
ORC4L	0.130875
TNKS	0.143285714285714
C2orf24	0.361666666666667
ZNF553	0.676166666666667
GGTLA1	2.7374
ZNF497	-0.17025
CDY1B	0.76675
SLC30A4	0.244375
TUB	-1.12325
ARHGEF18	0.30775
ARRB1	-0.1195
KCNK1	-1.233375
EREG	-3.3784
SCAMP5	-0.70775
RUNDC3B	2.26875
ADAMTS20	-0.18125
IL17RB	-0.494875
FLJ20323	-0.57425
MCAM	0.25275
POLR3E	-1.548
AQR	0.036
IPMK	0.967
CDCA7	-3.095625
CAMP	1.829
GRHL3	1.8675
ADAMTSL2	1.4595
CLMN	2.337
SSTR3	0.2985
MAGEA5	-2.4905
OVOL2	3.281
JMJD1B	0.5935
RBL2	0.5612
PYGO2	0.41425
PPP1R10	0.409166666666667
CSE1L	-1.46116666666667
LCA5	1.0005
RDH16	-0.3995
ASRGL1	1.44225
TOM1	0.544833333333333
PTX3	-2.94275
TTC15	0.475
SCGB3A1	3.86566666666667
MRPL50	-0.42975
RCAN3	0.818
SLC26A11	1.109
STYX	0.345
CINP	0.05975
MARCH7	0.461
PFKM	-2.00216666666667
SGMS1	1.7085
RIOK3	0.1565
C1orf110	0.203
CES7	0.84525
LOC440248	-1.88375
PPP1R12C	-0.6915
C10orf27	0.3275
ATG9A	-0.462
MRPS26	-0.053
TMEM40	-0.32875
ELP3	0.5166
ZNF787	-0.2349
HIAT1	-0.47275
C8orf34	0.799666666666667
MGC4655	0.2925
PELI1	1.07733333333333
PPT1	0.1239
SLC35C2	-0.713833333333333
C6orf125	-0.49625
MUC4	-1.381
RFC4	-2.10414285714286
GNB2	-0.262833333333333
NUP50	0.257428571428571
SULT4A1	-0.4735
C7	3.5885
CCDC130	-0.440666666666667
ARRDC4	0.25375
RQCD1	-0.515
GLYCTK	-0.78075
AYTL2	-1.76463636363636
MTUS1	1.6094
LEMD3	0.711333333333333
PLEKHF2	1.04725
HOXA7	0.038875
GTF3C2	-1.1485
DYNLRB2	2.555
CNOT10	-0.02525
MR1	0.817833333333333
FFAR1	0.00375
PRIC285	-0.05675
SLITRK6	1.1665
LIX1	-2.1464
UBE1L2	0.160166666666667
F8	1.29375
ACHE	0.175666666666667
KPNA5	-0.4745
TNFRSF12A	-0.447333333333333
EGR3	1.376
SERPIND1	-4.12433333333333
OASL	1.06425
IFRD1	-1.649625
WDFY1	0.102
ZNF267	1.713
ACCN5	0.173
ZBTB6	0.413
PPP1R3A	-0.8835
PRRT3	1.7155
FBXL19	0.065
TXNIP	0.755785714285714
ACTN2	-0.33475
ATG9B	-0.282
C9orf117	0.317125
IL27	0.768
RPL36AL	-0.00766666666666666
KLK15	-0.2495
CHAD	2.308
RAP2B	0.1816
HEBP2	2.27925
ZNF342	1.518
CAMK2G	-0.260666666666667
TLR3	1.39725
FGF14	0.35225
HMGB2	-1.519
TRPM5	-0.18
OR5M11	0.34
KIF3B	0.420578947368421
PRICKLE2	1.70775
MTMR9	0.2895
C3orf27	0.14175
GLRA3	-1.3315
NSDHL	-0.291833333333333
TMEM32	-0.59125
POLR2D	-1.36041666666667
MYADML	0.1815
C9orf114	-0.2605
MRGPRX1	0.67
TOPORS	0.49525
CLDN19	-0.293
C1QL4	0.0495
RNF165	-1.7035
DHRS9	3.771
DNAH2	-1.01766666666667
FXR1	-0.569
ZMYM3	-1.03875
CASP3	0.372333333333333
FAM120C	-1.3575
SCLY	-0.27975
CA7	-0.1985
ENTPD5	1.08416666666667
ZNF461	0.256625
PDIA5	0.269
C1orf19	0.4665
TMEM67	0.08375
KCTD20	-0.4795
WDR47	0.262
FLJ38723	0.819
KLRF1	0.677666666666667
TAS2R16	0.491
CLDN12	-0.49925
PRKCE	-0.0265
UBXD4	-0.59275
ITGAM	3.46083333333333
GLT8D3	-0.40275
WDR31	-0.1076
RGS2	1.763
OR51L1	0.0035
MST1R	0.84475
KIAA1737	1.2775
OR4A5	-0.0365
GLIS1	-1.16433333333333
PTMA	0.417642857142857
NAPA	1.743
PRDM11	-0.35425
LIPF	0.037
DIRAS3	1.73
ASGR2	-4.063375
C1QTNF4	0.5535
PIK3R4	0.258
ARMC3	0.92875
NDUFV3	-0.800333333333333
BTBD3	-0.554833333333333
PPP1R2	0.729666666666667
UBE2NL	1.6625
FOSL2	1.11542857142857
FAM119A	-1.17416666666667
TUBA4A	0.1555
KRTAP12-1	0.23325
SFRS2	-0.22725
RHPN1	-0.5432
EEF2	-1.20033333333333
ZDHHC11	-0.721333333333333
EPHA3	-0.8373
RBM12	-0.5925
H2AFJ	1.09025
EDIL3	3.4175
KIF26A	-1.184
SERGEF	0.089
B3GALT4	2.69875
LOC90925	-0.361833333333333
OSCAR	0.52175
NPFF	0.0925
DEDD	0.379125
TMEM155	-0.751875
PTPN1	0.2165
SCYL2	-0.0868333333333333
SKAP1	2.124
LEAP2	-2.41616666666667
GADD45G	1.9455
IFITM3	0.875375
PILRB	-2.165
SLU7	0.599125
DSC3	-0.202
DNMT3L	-1.672
PAPD5	0.23525
B3GNT3	-1.09616666666667
LHCGR	0.1185
MSL-1	-0.303
UBE2S	-2.023625
SAP130	-0.33825
ANAPC11	0.51475
MAGED4B	-1.776
ATP6V1B2	0.893166666666667
C14orf179	0.651125
CAPZA1	0.448875
CDYL2	-0.4785
GLRX3	-0.587
LOC136288	-0.4635
MOBKL1A	-0.432
HTR2B	3.6265
CRYGD	-0.1645
NUS1	-0.437833333333333
PGRMC1	0.55
MYOM2	-0.10025
FLJ39653	-1.69566666666667
CHM	0.4479
OR5M8	0.3455
ZNF619	0.4145
FAM105A	2.8125
CCNL1	-0.995125
NAP1L3	1.1835
C10orf57	2.53066666666667
B3GALNT1	0.748833333333333
CSN1S2A	-0.348
TCP10L	-0.66075
GDAP2	0.4225
DMKN	-0.882833333333333
COX6B1	0.54575
DNASE2	0.719833333333333
MSH5	-2.01
LGMN	0.6365
USP31	-0.2338
OR13C8	0.038
SDCBP	0.2451
NUDT11	-1.10116666666667
PYGL	-0.549833333333333
SNPH	2.767
B3GNT4	-0.84
MIZF	-0.7361
NUBPL	-0.68575
NOD1	-0.201
CDH22	0.239
NUBP1	0.359166666666667
DSCAM	-4.0055
DGKI	1.646
FAM136A	-0.901
AKAP1	-0.507
SLC16A6	-0.66625
RIN3	1.21925
PSG2	0.249
DIP2B	0.412416666666667
PSORS1C1	1.0134
KIAA0495	-0.301
FLJ90709	-0.672833333333333
LPA	-0.178166666666667
PIGA	0.618833333333333
LY75	2.358
UTS2	-3.95366666666667
RREB1	0.573375
GALNACT-2	1.3326
MGC3196	-1.3705
FLJ31568	-0.6505
LPHN1	-0.2025
SP1	1.192625
TOX4	-0.3215
HSPA9	0.1927
APOBEC1	0.2415
SLC35E4	-0.98675
LSM5	-0.74125
SURF1	0.25025
ZBTB1	1.13016666666667
GTF2F1	-0.2165
RPS15A	-0.785357142857143
DUSP21	-0.411166666666667
GINS4	-2.70716666666667
MYO15A	-0.342666666666667
GIMAP7	4.5525
MGC13379	0.26475
ATP6V1E2	-0.637333333333333
UTP3	0.0675
HNRPA3	-0.3615
MT4	-0.2465
C14orf155	0.00399999999999999
U1SNRNPBP	-0.3505
CKLF	-0.170333333333333
PLEKHN1	-0.178666666666667
MBNL1	0.150833333333333
NUP160	-0.61725
ACSM2A	-1.2685
LOC129881	0.14075
KIAA1529	-0.5365
FLJ22639	-1.651
HAND1	-0.8405
GSX1	0.217
FGA	-4.6195625
SERPINB1	0.4985
ZNF642	1.2885
IGFBP1	-7.956
SLC1A1	0.426875
DHX57	-0.597
ZNF766	0.325
PTPN21	0.3523
GDPD3	-1.92283333333333
PNPLA5	-0.042
TBR1	0.3144
FAM116A	-0.67225
IQGAP1	1.209125
FOS	2.1225
ZNF226	0.641125
FIGNL1	-0.856
C14orf1	0.170166666666667
ZMYND17	0.061
PUS7	-1.88083333333333
TUBB6	-0.3375
KCNQ2	-1.749
MARCH6	0.409916666666667
CCDC33	-0.232
PRODH	1.02225
RBM11	1.8565
EPHA6	0.438833333333333
SLC43A1	0.874
LOC196541	0.882125
NTN1	-0.0681666666666667
ING4	-0.4555
PCDHB10	3.259
DPH2	-1.07316666666667
SPACA4	0.401
FBXL21	-4.2585
DIAPH1	-0.122666666666667
ZNF71	0.5735
CEP76	0.6
CORO1A	-0.8825
RRM2	-2.153625
EDG4	0.224
OS9	0.551166666666667
SLC4A1AP	0.10075
COG5	-0.39275
COPS8	0.08025
NGLY1	-0.69425
NCBP2	-0.041
C17orf42	0.206166666666667
GPSM3	0.448375
SIL1	1.323
ASB6	-0.78625
SMAD5OS	0.626166666666667
UNC93A	-3.241
A1BG	-0.063
C21orf62	0.294
FMO5	0.155583333333333
ATRIP	0.0411666666666667
CEBPG	0.0643333333333333
C7orf38	-0.349666666666667
TNFRSF1B	1.28916666666667
CLEC1A	2.0485
IQSEC1	0.278375
PATZ1	1.0701
RBM22	1.20225
BAG2	-1.34233333333333
PAQR5	-0.2905
C9orf127	0.8625
THNSL1	-0.58075
SHROOM3	3.4723
JAM2	1.8185
SNRPN	-1.75825
ALX4	0.2595
CACNA1S	-0.213
FAM130A1	0.9935
CORIN	2.895
CD300LB	1.852
PLEKHG6	0.867
LRRC40	-1.4865
PCLKC	-0.9
PCDHB16	1.88283333333333
WNT2B	1.34816666666667
ASNS	-3.68344444444444
MRPL49	-0.00249999999999999
FLJ46111	-0.42925
ISG20	0.231
SMU1	0.618
CASZ1	0.322
POLR1D	-0.33175
GIN1	0.118
SNAG1	0.596666666666667
ANKRD29	-0.11075
CDKN2AIP	0.49325
KRR1	0.62575
CXCL1	-3.0055
EPM2A	0.2285
PC	0.244666666666667
DEFB127	0.195
PDZRN4	3.6395
FAH	0.8795
OR51E1	1.9825
CDC2L6	0.492333333333333
DNTTIP1	-0.229
PAX8	-0.3595
TMEM116	-0.40025
C1orf150	0.703
PRO2012	-0.31925
MRPL40	-0.175
BEX1	-4.3107
SLC2A4	0.636333333333333
PKMYT1	-1.34975
FEZF2	-0.376666666666667
SLC26A9	-0.872
MAP2	0.230833333333333
LYL1	-1.232
SLC25A19	-0.921166666666667
NOS3	-0.2305
ZNF34	0.317666666666667
TMPRSS11F	-0.6755
FAM43A	0.17025
FCRL4	0.392666666666667
KLF14	0.13825
FLRT2	1.76733333333333
WRN	-1.02875
SDF2	0.3892
KRT8P12	-0.52325
C6orf195	-0.4815
C9orf125	-1.333
DZIP3	0.167
RIT1	0.716166666666667
SCML1	-1.19733333333333
RHBDF2	-0.6965
OR2G3	0.164
REXO1L1	-0.4545
MAP3K7IP3	0.178
C3orf57	-5.74225
FBXW11	-0.915166666666667
ETAA1	-0.43
C14orf131	-0.7376
AKT1S1	-0.20575
SLC12A5	-1.04225
C9orf164	0.7
NRIP3	-0.2015
NOS1AP	1.379
TMEM121	0.07625
SAP30BP	0.0278
DGCR6	0.6175
WDR76	-2.31825
FAM82B	-0.61125
LOC606495	-0.076
MAP9	-0.0428333333333333
BCDIN3D	0.57075
CXorf36	3.4465
DSCR3	-0.1796
ZFAND3	0.649375
C7orf43	-0.107166666666667
SPSB3	0.5185
C19orf19	-0.08325
FAM133A	-1.39475
C12orf25	-0.04975
SLC39A3	-0.475
DISP2	0.3035
PI4KAP2	-2.1435
MKRN3	-2.81033333333333
ADAMTS13	-1
CBLN3	0.1852
TTYH1	-1.18166666666667
C3orf18	0.2535
FLJ13236	-0.40225
ZMYND12	3.4005
C18orf25	0.231125
GLB1L3	-0.677
ATP13A5	2.1935
RANBP10	0.279
CD96	-0.8623
DENND1C	0.3905
RBMS3	1.3307
SLC41A3	0.0651666666666667
DGCR6L	0.5135
TMEM128	-0.382166666666667
CSNK1G3	-0.550785714285714
MOBKL2C	0.938875
TSPAN6	-1.413125
MATN2	0.0708
MSL2L1	-0.0698333333333333
ST6GALNAC2	0.678833333333333
FGFBP2	0.599125
FGL1	-6.87933333333333
MPP3	0.792833333333333
ARHGEF6	0.959666666666667
TGFBR2	1.089875
ACMSD	3.13375
IL33	4.18275
C9orf5	0.0335833333333333
DEAF1	-0.2306
AMN	-0.7315
DEFA6	0.09925
RNF212	-1.209
METT5D1	0.478666666666667
CIB1	0.8349
TSSK1B	-0.055
KIAA1727	1.0675
ZNF680	0.9135
LOC399900	-0.803
LOC152217	-0.691416666666667
CTNNAL1	-1.5995
CIT	-2.9415
TLE6	-0.326
ZNF607	-1.188
HERC4	-0.540666666666667
DRAP1	0.1856
PEMT	-0.12875
C10orf111	0.6275
ZNF575	0.39525
KCTD7	-0.08625
MYO1F	0.978
LOC285382	1.50675
RAB11A	0.5889
PLCD3	-0.87
C15orf28	0.42425
PTBP2	-1.38075
CTB-1048E9.5	-0.054
C19orf60	-0.0408333333333333
C7orf25	0.434333333333333
SETD7	1.780125
HOXB9	-3.741
VANGL1	0.632625
CHAF1B	-0.899
NDUFA3	0.51
KIAA1328	0.2205
SHARPIN	-0.05375
TTC23	-0.342
UGP2	0.1575
ANKIB1	-0.376
CIRBP	1.88957142857143
SEC14L4	-3.3925
OVCH1	0.449
VPS52	0.282
FAT	-1.005125
M6PRBP1	0.2445
GPRIN3	0.994
PPM1F	-0.119666666666667
TSR1	-1.16575
CCDC85A	2.67375
PCSK5	2.36
ZFHX3	0.677
HEMK1	-0.9546
PGBD2	0.33025
RSRC2	-0.0865
AURKC	-1.44533333333333
SCRIB	-0.9005
ORM2	-4.92966666666667
FAM115A	-0.4806
FZD6	-0.899875
UNC119	-0.287833333333333
GPX3	0.6306
NOV	0.58825
CABC1	-0.26
CDC42SE2	-0.049625
EIF2S2	-1.0095
RNF130	1.572
CKAP5	-0.370833333333333
RP11-413M3.2	-0.031375
C10orf18	0.6407
TMEM93	-0.83
DYX1C1	1.16075
KCNMB2	-2.09675
ANK3	2.041
KRT5	-1.3316
CDH12	-1.108125
QRSL1	-0.322
JUB	-1.484
SHC4	-2.5145
CCL15	2.327
CCDC22	-0.06225
SNX24	-0.1855
RARS	-0.2345
MORC2	0.791
FAM48A	-0.2105
MT1H	-0.646
PPP1R14C	-2.185
FOXD1	-1.79357142857143
C1orf213	-2.30675
AMT	-2.0006
DSN1	-1.5925
PTPLAD2	3.012
DIS3L	-0.715
RASL11A	0.69275
GPRC5B	1.078
FRMD7	0.526
STRN4	0.212
KITLG	3.80581818181818
HDGF	-0.52975
OR1S1	0.631
SETX	0.1952
DDR2	1.592125
KCTD12	2.5935
LYZL2	-1.012
WDR52	0.6795
TMEM2	1.235625
ZNF579	-0.3315
LOC200810	0.0325
TNFSF9	-1.291625
PPFIA4	-3.99625
CNIH3	1.20216666666667
MAP4K4	-0.188285714285714
ROD1	0.100428571428571
ALS2CR12	-0.774833333333333
DOCK3	-0.0843333333333333
PAQR9	-5.33875
ASB17	-0.122
STX16	-1.409125
FEZ2	-0.0243333333333333
DLAT	-0.4795
KIF21B	-1.15066666666667
CDC5L	-0.388
TMEM119	1.78916666666667
CRIP3	-1.67275
TPSD1	0.983833333333333
TEPP	-0.3305
GNGT2	1.98725
C21orf121	-0.208
WNK1	0.303833333333333
FLJ10490	0.1755
OR51B5	-2.6075
LOC203547	-0.573875
HAS1	1.0785
PPA1	0.267833333333333
ST7	-0.184625
C11orf46	0.8923
POPDC3	-2.51866666666667
ACOX2	1.7785
ATCAY	-0.817416666666667
TM4SF19	4.182
MFSD9	-0.283833333333333
PDHB	-0.02375
ERN1	-0.16575
LCE3C	0.22
GPR111	0.155
NOTCH3	1.65316666666667
ADAMTS5	3.015
B3GALT1	-1.34933333333333
UGCGL1	0.5165
FAM58A	0.639166666666667
FBXO32	1.20825
CLPP	-0.1475
NXPH1	-1.03425
MTMR3	0.786
ATP1B3	-0.483125
TMEM16A	4.09
HIST1H3F	0.833333333333333
TRIM25	-0.315666666666667
SDCBP2	2.6635
CRKL	-0.9405
HOXB2	1.48966666666667
ANP32B	-0.912125
GATM	2.705
AP4E1	-0.535625
EDG5	0.3055
CDKN3	-1.43383333333333
CDH4	-1.984
PGD	0.049
RND1	1.564
GAD1	-2.8311
MPG	-0.0765
LOC440350	-0.393
ZNF133	-0.53075
SERPINB12	-0.986
AMELY	0.587
DHX36	-0.5315
TNFAIP8L2	3.44633333333333
PHTF2	-0.106166666666667
CCDC112	-0.2275
IQCC	-0.91075
HEYL	2.96266666666667
FTSJ2	-0.7015
APPL1	0.19325
RAB43	0.743642857142857
OR10G2	-0.436
WAC	0.227333333333333
ADCY9	0.56375
RUNDC2B	0.363333333333333
PYCRL	-0.0192
AGPAT7	-0.7265
SLC22A9	-1.093
CDKAL1	-0.016
PDYN	-0.197
C20orf74	1.482
MTMR11	0.3835
VAV3	3.28491666666667
DAPL1	1.51725
STXBP3	-0.2575
EIF3G	-0.6275
ARHGAP22	-0.463
NPFFR1	-0.021
NPC1	0.568666666666667
ALDH9A1	1.941
ZNF600	0.6015
ZNF678	1.30633333333333
RASSF1	-0.0375
ADD2	-1.6385
PITPNB	-0.202875
PKD2L2	0.56375
LRP11	0.613
CDKL1	0.0405
SMEK2	0.279
PRODH2	-3.57316666666667
C11orf54	0.0886666666666667
SFRS11	-1.05616666666667
IL7	-0.023
ALS2CR16	0.91725
BTG3	-1.50233333333333
PAK2	-0.255833333333333
RP11-679B17.1	-0.46025
GATA4	-2.14866666666667
ATP2B1	1.51275
LOC130940	1.574
C1orf172	2.4915
ATF7IP2	-0.28925
SLC25A43	0.401833333333333
CENTG3	-0.56775
IGF2BP1	-4.0999
FCHSD1	0.0355
CAMK2N2	-0.140166666666667
ELAVL3	-0.0503
NBPF15	-0.1195
UBE2J2	0.0204166666666667
GNL2	-0.207
PRR3	-0.5497
NLF2	-0.0495
OR4F6	-0.2405
KLHL24	0.628833333333333
CCDC88A	-0.177
SGPP1	0.181833333333333
C10orf11	1.04
SLC35B4	-1.2885
UGT3A2	-1.4155
ARNT2	0.5228
CBR1	-0.473625
ITPR3	-0.966666666666667
TRAPPC6B	-0.1777
AMZ1	1.6425
ARP11	1.00425
WDSUB1	0.45
APBA1	0.623333333333333
RAB2A	0.6689
C6orf162	-0.933375
HPSE2	-0.195
PLCE1	-0.64625
INSL3	0.69125
DLG1	0.1265
PTPLA	-2.767
PIGX	-0.100625
TFIP11	0.36
FIBIN	3.6975
POLR2G	-0.07925
GRAP2	-1.4314
DNAJB8	0.064
CNBP	0.128666666666667
WASF1	-1.74225
INPP5E	-1.1731
HSPB1	0.6349375
TMEM167	-0.0401
CUBN	0.0345
IGF1	4.532625
ITPK1	-0.0668
NAALAD2	-1.17775
G3BP1	0.2557
NT5DC1	0.84375
CYP39A1	-0.005
TMEM139	-0.944916666666667
POLK	-0.1018
GLULD1	-0.572
RBM15	-1.4935
AMZ2	-0.05525
GDF15	-2.91816666666667
MESDC2	-0.17275
INCA	0.668833333333333
ACY1L2	-2.9125
GZMM	-0.814
PAIP1	-0.2865
CACNA2D1	-0.125
STK32C	-0.797
SH3BP4	1.31583333333333
DEC1	-0.063
PADI1	0.6805
UBB	0.3133
PON3	-1.65833333333333
PROP1	0.458
ANKRD13B	-0.4025
ADCK1	0.09775
TCF25	0.00633333333333333
SLC38A5	-2.558
CXorf26	0.682
C19orf39	0.388
PPP1R13B	0.70725
ARL2	-1.417
TCL6	0.120083333333333
TOP3A	-0.5155
SLC16A14	2.12
FXYD6	1.46833333333333
HIST1H4E	-0.24775
BBC3	-0.404368421052632
UNC5A	0.326833333333333
FAM86C	-0.3933
PI4KB	0.640375
B3GAT1	-2.409
SUSD2	2.88483333333333
OAZ2	-0.882333333333333
NOC4L	-0.61125
C10orf12	-0.11775
FADS1	-2.45866666666667
LOC144097	-0.5185
DKK2	1.90283333333333
KIAA1949	0.05875
RHOT1	-0.0199
OXT	1.63266666666667
GPR153	0.0155
ARL4A	-0.831333333333333
SAAL1	-1.03975
CCDC64	-0.543
USE1	0.149333333333333
HNMT	1.36433333333333
PCGF3	-0.5543125
CYP2C19	-0.07675
C20orf4	0.173
CCDC11	0.12025
ACSBG2	0.45525
RWDD2A	0.01025
PALLD	3.426625
CPLX4	0.744
LOC492311	0.972
KPNA2	-1.41983333333333
MACROD1	-0.2156
TMCO3	1.1455
C15orf52	-0.0923333333333333
BIRC5	-1.57306666666667
PRR16	0.179
FAM63B	-0.075625
KATNB1	-0.850833333333333
WNT8B	0.937
CPLX3	-0.466
GHR	3.49025
CCDC124	-0.5555
BCLAF1	-0.38575
