Hybridization REF	TCGA-BH-A0BM-11A-12R-A089-07
MUSK	-0.043
ZNF434	0.115
SMARCD1	-0.342666666666667
ZFP106	0.34375
ZNF347	0.809
GTF2E1	-0.038
RY1	-0.182833333333333
ATAD2B	0.300375
ARHGAP17	0.0048
KCNIP3	-0.338
SFPQ	-0.108125
GFRA4	-0.6545
AKR1B10	-3.5875
TIGD6	0.9165
RGS16	0.359875
URB1	-0.5
OR4C46	0.164833333333333
TOP3B	-0.93175
NFATC4	-0.3835
CA14	-4.2925
BMPR1A	1.16533333333333
SNRP70	-1.034
PRL	-0.457090909090909
C6orf130	-0.02575
STAG2	0.7985
CD55	-0.221357142857143
RPS23	0.8625
SSX2	-1.11283333333333
FDPSL2A	-0.84425
FBXO27	0.185
SYNGR3	-1.68566666666667
TMSL3	0.17775
EML1	-1.396
NUP93	-1.24275
SMAD3	-0.2115
KIAA1189	0.337666666666667
HNRPUL2	0.639833333333333
TBC1D12	0.658833333333333
C16orf24	-0.576
MRVI1	1.323
ZNF581	-0.659666666666667
ELOVL3	0.229
OR51Q1	-0.58225
CACNB3	0.542833333333333
GALNT13	-0.064
C10orf84	0.8269375
NEDD4	0.4875
SPO11	0.2535
OR5AU1	0.1165
NEK4	0.085
PRKAR2A	-0.388833333333333
IHPK1	0.552
ATP6V0B	-0.92475
CACNA1E	-0.6325
CEACAM8	-0.232166666666667
PEX14	0.365
FLJ12993	1.4735
ZBTB38	0.835583333333333
PCTK2	0.841166666666667
LRRC16	0.3202
FBLIM1	0.364333333333333
FYCO1	1.306
RP5-1022P6.2	0.657666666666667
CMTM1	-0.3335
PLTP	0.347
RAPH1	1.405875
DOCK8	1.267375
EZH2	-2.216
SLC25A1	-1.04066666666667
PLEKHB1	0.9351
GRB7	1.3519
ZFP37	1.46225
MRPL33	-0.5005
PELO	-0.38275
ARMC1	0.200727272727273
C9orf27	0.25125
FLJ25778	-0.1595
C9orf37	-1.29733333333333
TMEM66	1.81725
SPRN	-0.197875
HBEGF	0.55975
PI4KA	-0.8945
LEPRE1	-1.453
POU2AF1	-1.75825
MRPL12	-1.50983333333333
REP15	1.0625
ZC3H3	-0.2935
RASAL1	0.25025
DDAH1	0.92875
ACBD5	0.23775
TMC2	0.083
CCDC137	-1.33
SAMD13	0.496166666666667
UGT2B15	0.3235
TIPARP	0.5465
DNASE1L3	2.37
TRIM72	0.326
DBX2	0.84625
IPO8	0.18975
C21orf88	0.3942
MAP3K14	0.8085
LOC51233	0.1255
GGTLA4	-0.1655
PDE6D	-0.2775
ZNF117	1.07
CLK2	-0.416625
NKRF	-0.39025
TNFSF15	1.2699
DUSP2	1.561125
SECISBP2	-0.145
GABRR2	0.1915
PPAP2C	1.411
LOC51145	-0.2775
PAG1	-0.831125
PIK3C3	0.07425
GNG10	-0.115
APOL4	0.708833333333333
ANKRD28	-0.735125
STMN3	-0.9768
RAB14	1.1955
CDK2AP2	-0.96275
HDDC3	-0.579375
COMMD7	-0.04275
CXXC1	-0.38025
HMCN1	-0.550833333333333
CD40	1.3255
DYNC1LI2	0.62125
GDI1	-0.23375
LOC646938	-0.0175
VSNL1	1.5365
PIH1D1	-0.425
RAET1G	-1.2245
KRTAP5-9	-0.676
EFTUD2	-0.8165
ZNF311	0.700333333333333
ATP6V1G3	-0.195
OR2W3	-0.02
SCN4A	0.6435
MED10	-0.64575
FAM135A	0.5904
ARHGAP4	-1.5355
EHMT2	-0.99825
UFD1L	-0.815
ERMP1	0.05725
MAG1	-0.524666666666667
THAP8	-0.264833333333333
HACE1	0.058
FAM82C	-0.0553333333333333
C3orf20	-0.413
UNC84A	-0.1845
SCD5	0.568384615384615
LASS6	1.080375
LSG1	0.0571666666666667
MAL	-4.7425
GPR22	-0.518
WDR5B	1.95325
ACTRT1	1.0245
C17orf60	-0.804333333333333
GRIN2C	-0.5458
ARMC8	0.0664166666666667
SLC47A1	-1.028
DMPK	-0.29375
DHRS13	-0.7205
SMC1A	-0.287333333333333
KRTAP17-1	0.39075
SMYD5	-0.543
TUSC2	0.0734999999999999
CRHR2	0.4
KIR3DL2	0.0815
CCDC104	1.0755
ATP2C1	0.849375
CROT	1.41525
PABPC3	0.122
EGR1	4.47916666666667
THSD1	1.44775
KHK	-1.409
SLC12A2	2.4835
CD58	-0.9855
STOX2	1.48916666666667
CCDC76	0.0173
CCDC48	2.45825
DNAH1	-0.125333333333333
ZIC4	-0.330625
OR1G1	0.6465
PSMC6	-0.361666666666667
PROKR1	-0.148
ABCB1	1.722375
TRAT1	0.124
LLGL1	-0.1915
MTF1	1.05375
USP54	0.78775
PAGE2B	-2.175
ITGB7	-3.866
CCDC81	-0.2635
LOC149837	0.05225
SCUBE1	0.2265
ZSCAN10	-0.6035
HUWE1	-0.201785714285714
CDH17	0.1395
CD180	0.60475
IL17A	0.05825
TMPO	-1.079375
KIAA1524	-1.6685
HDGFRP3	-0.177333333333333
OXCT1	0.031
RRAS2	-0.102666666666667
LTBP2	3.17325
SV2B	1.5155
CYP2A6	0.547375
PKD1L2	-0.284333333333333
PPM1M	0.85175
FLJ22662	1.287
ZNF502	2.57525
GP6	-0.69125
CRYBA2	-1.00425
LEF1	-2.1825
CTPS	-2.582
EYA1	-2.78883333333333
EPS8L1	0.636
MAPK14	-0.580416666666667
SERPINB2	-4.986
GTF2F2	-0.0065
ZNHIT4	-0.602
PLA1A	-0.927625
C20orf114	1.41525
HPR	-4.8025
C18orf2	-2.03916666666667
SATB2	-2.29725
KCNJ9	0.9305
MGC157906	-0.2235
MOCS3	0.39875
C17orf71	-0.225666666666667
PPHLN1	0.1408
HIST1H2BN	-2.845
RAPGEF1	-0.91675
MAP3K8	1.197
DLG4	0.2375
STC1	0.846583333333333
CDGAP	1.5505
DDX26B	0.92575
LOC150223	-1.99175
CPSF3	-1.08183333333333
TMEM14A	-0.22275
MYH3	0.0765
GPKOW	0.25925
SULT1A1	-1.5935
SPON1	3.3009
YY1AP1	0.1115
RAB23	-0.2225
PLA2G4A	-1.5695
MAPRE3	0.30275
ZNF516	-0.124785714285714
GGPS1	0.561
EXOC3L2	-0.504375
C19orf42	0.5308
MAP2K2	-0.832333333333333
HIST1H2BB	-1.62275
RNF19B	1.29066666666667
C6orf128	-0.0141666666666667
TLR8	0.9305
PCDHA9	0.6085
CARS2	-0.18325
CLUL1	2.56566666666667
RHAG	-3.89416666666667
UNK	0.2855
EXOC8	0.7644
C9orf95	1.48825
C14orf143	-0.377166666666667
MAML3	0.046625
LDHA	-2.35275
MRPL20	-0.09425
KLHDC6	0.419
ATP5S	0.374333333333333
C8orf55	-0.12025
PHF19	-2.184125
KRTAP13-4	0.3725
TTC5	0.7555
XKR5	-0.0505
SILV	-4.53066666666667
TEX28	-0.49
TCTN1	0.71475
CX40.1	-0.07875
PPP2R5C	0.01625
C12orf30	-0.899333333333333
CAPG	1.60225
MPZL1	1.2368
ARSB	-1.50516666666667
TDH	-1.341
WASF4	1.83625
TSSK3	-0.6285
7A5	1.523
CRISPLD1	3.79725
MAD1L1	-0.9405
SPIN4	0.0581666666666667
AMPD1	0.5895
DPYSL5	-0.086
INPP1	1.61616666666667
ANKRD11	-0.083
NPAS4	0.157
GCET2	0.9029
RNASE9	0.256
GUCY2D	0.075
CCDC98	0.63
FGF4	-0.358125
CPM	-0.260166666666667
SLC26A4	0.023
PLD5	1.2595
FAM59A	1.5539
FBXO5	-2.04488888888889
SIPA1L1	0.465
DPYS	0.6185
ATG4D	-0.85375
TGM3	-0.0525
MTCH1	-0.111125
HK1	-0.330357142857143
CDC26	0.00575
GALNT12	-3.8855
LOC339229	-0.73875
MRPL35	-0.629625
ORC4L	0.823625
TNKS	0.146214285714286
C2orf24	-0.0763333333333334
ZNF553	-0.1575
GGTLA1	2.3464
ZNF497	0.1745
CDY1B	0.74125
SLC30A4	0.264375
TUB	0.37375
ARHGEF18	-0.0895
ARRB1	0.59575
KCNK1	0.435375
EREG	-2.1947
SCAMP5	-0.1505
RUNDC3B	3.5205
ADAMTS20	0.0585
IL17RB	0.165125
FLJ20323	-0.7425
MCAM	1.042
POLR3E	-1.10708333333333
AQR	0.298666666666667
IPMK	0.3465
CDCA7	-2.910125
CAMP	-1.1805
GRHL3	0.95675
ADAMTSL2	-0.731833333333333
CLMN	2.05166666666667
SSTR3	-0.2325
MAGEA5	-1.8885
OVOL2	3.66775
JMJD1B	1.10725
RBL2	1.0367
PYGO2	0.53775
PPP1R10	0.3865
CSE1L	-1.304
LCA5	2.9865
RDH16	-0.2825
ASRGL1	-1.855625
TOM1	-0.296166666666667
PTX3	-0.48675
TTC15	0.18925
SCGB3A1	2.73133333333333
MRPL50	-0.71725
RCAN3	1.033875
SLC26A11	0.60275
STYX	-0.697
CINP	-0.81675
MARCH7	0.53025
PFKM	-0.365
SGMS1	0.651666666666667
RIOK3	-0.0626
C1orf110	0.5675
CES7	-0.035375
LOC440248	-0.7985
PPP1R12C	-0.2025
C10orf27	-0.1035
ATG9A	-0.8815
MRPS26	0.084375
TMEM40	1.59775
ELP3	0.0329
ZNF787	-0.5944
HIAT1	0.600125
C8orf34	1.05483333333333
MGC4655	-0.4615
PELI1	2.07916666666667
PPT1	0.4268
SLC35C2	-0.808333333333333
C6orf125	-1.403
MUC4	-1.15166666666667
RFC4	-2.23071428571429
GNB2	-0.602666666666667
NUP50	-0.432642857142857
SULT4A1	-0.9315
C7	1.536375
CCDC130	-0.0191666666666667
ARRDC4	1.16875
RQCD1	-1.3525
GLYCTK	-1.483
AYTL2	-1.81154545454545
MTUS1	1.8485
LEMD3	0.720333333333333
PLEKHF2	0.973
HOXA7	2.3475
GTF3C2	-1.797
DYNLRB2	3.66775
CNOT10	-0.5
MR1	-0.287833333333333
FFAR1	-0.12075
PRIC285	-0.564
SLITRK6	4.16775
LIX1	-1.8297
UBE1L2	-0.10675
F8	1.655875
ACHE	0.065
KPNA5	0.62475
TNFRSF12A	-0.7715
EGR3	4.263
SERPIND1	-3.44083333333333
OASL	-0.4695
IFRD1	-0.7585
WDFY1	-0.0106666666666667
ZNF267	0.922875
ACCN5	-0.0735
ZBTB6	0.4765
PPP1R3A	-0.3045
PRRT3	0.355
FBXL19	-0.8605
TXNIP	1.66957142857143
ACTN2	-1.22825
ATG9B	-0.253375
C9orf117	0.15325
IL27	0.9485
RPL36AL	0.393666666666667
KLK15	0.484
CHAD	1.6735
RAP2B	-0.4945
HEBP2	1.55025
ZNF342	0.064
CAMK2G	-0.317833333333333
TLR3	2.131
FGF14	1.83175
HMGB2	-1.198125
TRPM5	-0.225666666666667
OR5M11	0.197
KIF3B	0.184315789473684
PRICKLE2	1.76575
MTMR9	0.469375
C3orf27	-0.01575
GLRA3	0.824833333333333
NSDHL	-0.730833333333333
TMEM32	0.40925
POLR2D	-1.36941666666667
MYADML	0.2025
C9orf114	-0.802
MRGPRX1	-0.226
TOPORS	1.09375
CLDN19	2.72825
C1QL4	0.5495
RNF165	0.4825
DHRS9	-1.09525
DNAH2	0.2655
FXR1	-0.1105
ZMYM3	-0.754
CASP3	-0.583666666666667
FAM120C	-1.2355
SCLY	-1.48725
CA7	0.0185
ENTPD5	1.0155
ZNF461	0.475625
PDIA5	-1.1145
C1orf19	-0.4905
TMEM67	0.474
KCTD20	-1.09625
WDR47	0.6695
FLJ38723	5.5135
KLRF1	1.2135
TAS2R16	0.287
CLDN12	0.9715
PRKCE	0.82875
UBXD4	-0.226
ITGAM	1.571
GLT8D3	-0.24475
WDR31	0.3397
RGS2	4.25975
OR51L1	-0.158
MST1R	-0.25575
KIAA1737	1.50075
OR4A5	0.798
GLIS1	-1.29
PTMA	0.7455
NAPA	0.31225
PRDM11	0.1185
LIPF	1.401
DIRAS3	2.9655
ASGR2	-4.38675
C1QTNF4	1.41
PIK3R4	0.353333333333333
ARMC3	0.2845
NDUFV3	-0.535083333333333
BTBD3	0.419666666666667
PPP1R2	0.20575
UBE2NL	-0.60125
FOSL2	0.0647857142857143
FAM119A	-1.86666666666667
TUBA4A	-0.3647
KRTAP12-1	-0.21225
SFRS2	-0.7205
RHPN1	-1.1859
EEF2	0.0351666666666667
ZDHHC11	-0.529166666666667
EPHA3	-0.8018
RBM12	0.1255
H2AFJ	0.28075
EDIL3	3.232
KIF26A	-0.993
SERGEF	1.06475
B3GALT4	1.854
LOC90925	-0.220333333333333
OSCAR	-0.984625
NPFF	0.273
DEDD	0.33375
TMEM155	-0.6355
PTPN1	0.23275
SCYL2	0.132666666666667
SKAP1	1.84725
LEAP2	-2.39016666666667
GADD45G	0.42
IFITM3	0.592
PILRB	-0.922666666666667
SLU7	0.762625
DSC3	4.0775
DNMT3L	-1.35775
PAPD5	-0.157375
B3GNT3	1.03533333333333
LHCGR	-0.0765
MSL-1	0.101
UBE2S	-2.89
SAP130	-0.73975
ANAPC11	-0.56825
MAGED4B	-1.408
ATP6V1B2	-0.0288333333333333
C14orf179	0.57025
CAPZA1	-0.48575
CDYL2	-0.933
GLRX3	-1.21533333333333
LOC136288	-0.279
MOBKL1A	0.56875
HTR2B	0.77925
CRYGD	-0.0633333333333333
NUS1	-0.674666666666667
PGRMC1	0.685
MYOM2	1.2025
FLJ39653	-0.360833333333333
CHM	0.4589
OR5M8	-0.1865
ZNF619	0.2615
FAM105A	0.61475
CCNL1	-0.093625
NAP1L3	1.3
C10orf57	1.49883333333333
B3GALNT1	0.417833333333333
CSN1S2A	-0.5915
TCP10L	0.40725
GDAP2	-0.02375
DMKN	1.27883333333333
COX6B1	-0.615
DNASE2	-0.672
MSH5	-2.1005
LGMN	-0.954875
USP31	1.3928
OR13C8	0.4835
SDCBP	0.00700000000000001
NUDT11	-0.155
PYGL	-1.24733333333333
SNPH	-0.253833333333333
B3GNT4	-0.871
MIZF	-0.6082
NUBPL	0.131375
NOD1	0.298333333333333
CDH22	0.98325
NUBP1	0.0838333333333333
DSCAM	-3.705
DGKI	2.266
FAM136A	-1.11825
AKAP1	1.16166666666667
SLC16A6	-1.0235
RIN3	-0.36125
PSG2	-0.3665
DIP2B	0.533
PSORS1C1	-0.1639
KIAA0495	0.021
FLJ90709	-0.503333333333333
LPA	-0.0946666666666667
PIGA	0.1155
LY75	4.79416666666667
UTS2	-6.3965
RREB1	-0.438125
GALNACT-2	0.5554
MGC3196	-1.06325
FLJ31568	1.291
LPHN1	-0.424375
SP1	0.480875
TOX4	0.594333333333333
HSPA9	-0.4004
APOBEC1	-0.0445
SLC35E4	-0.4735
LSM5	-1.3225
SURF1	-0.07925
ZBTB1	1.23241666666667
GTF2F1	0.37975
RPS15A	-0.0597142857142857
DUSP21	-0.4094
GINS4	-2.75816666666667
MYO15A	0.301
GIMAP7	4.3535
MGC13379	1.12675
ATP6V1E2	-0.00316666666666666
UTP3	0.444
HNRPA3	-0.196875
MT4	-0.2325
C14orf155	0.09875
U1SNRNPBP	0.4305
CKLF	-1.07083333333333
PLEKHN1	0.0445
MBNL1	0.90625
NUP160	-1.01525
ACSM2A	-0.763
LOC129881	1.14825
KIAA1529	-0.0985
FLJ22639	-1.7455
HAND1	-0.62
GSX1	0.0935
FGA	-3.467375
SERPINB1	-0.44625
ZNF642	0.611
IGFBP1	-5.44525
SLC1A1	0.726125
DHX57	0.1595
ZNF766	1.3855
PTPN21	0.01
GDPD3	-0.373666666666667
PNPLA5	-0.0335
TBR1	0.454166666666667
FAM116A	0.70675
IQGAP1	0.83175
FOS	3.8895
ZNF226	0.233625
FIGNL1	-0.0686666666666667
C14orf1	-0.216166666666667
ZMYND17	-0.136
PUS7	-0.8545
TUBB6	-0.369375
KCNQ2	-1.45825
MARCH6	0.0204166666666667
CCDC33	-0.6785
PRODH	-1.0505
RBM11	1.91025
EPHA6	-0.2665
SLC43A1	-0.82925
LOC196541	0.2885
NTN1	0.220416666666667
ING4	0.969
PCDHB10	1.772
DPH2	-1.07366666666667
SPACA4	0.189
FBXL21	-2.88
DIAPH1	-0.460666666666667
ZNF71	0.7035
CEP76	-0.6
CORO1A	-1.254
RRM2	-3.99225
EDG4	0.23175
OS9	0.397166666666667
SLC4A1AP	0.01975
COG5	-0.813
COPS8	-0.54925
NGLY1	-0.58775
NCBP2	-0.620125
C17orf42	-0.150666666666667
GPSM3	-1.009375
SIL1	-0.151666666666667
ASB6	-0.6685
SMAD5OS	0.617333333333333
UNC93A	-2.66125
A1BG	-0.389166666666667
C21orf62	-0.70825
FMO5	0.790083333333333
ATRIP	-0.657
CEBPG	0.2695
C7orf38	0.272333333333333
TNFRSF1B	0.561
CLEC1A	1.1765
IQSEC1	0.085375
PATZ1	0.9006
RBM22	2.470125
BAG2	-2.636
PAQR5	-1.156
C9orf127	0.4456
THNSL1	0.49525
SHROOM3	2.8814
JAM2	1.9185
SNRPN	-0.21225
ALX4	-0.081
CACNA1S	0.1155
FAM130A1	0.388
CORIN	0.5665
CD300LB	-0.092
PLEKHG6	0.645
LRRC40	-1.01575
PCLKC	-1.04525
PCDHB16	2.12266666666667
WNT2B	1.33316666666667
ASNS	-2.17633333333333
MRPL49	-0.09175
FLJ46111	-0.87925
ISG20	0.345625
SMU1	0.236333333333333
CASZ1	0.2575
POLR1D	0.189583333333333
GIN1	-0.163
SNAG1	1.53883333333333
ANKRD29	1.25025
CDKN2AIP	0.46425
KRR1	0.4275
CXCL1	-2.68933333333333
EPM2A	0.3115
PC	0.0841666666666667
DEFB127	1.8545
PDZRN4	1.6775
FAH	-0.442875
OR51E1	0.9345
CDC2L6	-0.241166666666667
DNTTIP1	-0.47725
PAX8	-0.384
TMEM116	0.31325
C1orf150	0.2875
PRO2012	0.09225
MRPL40	-0.847
BEX1	-2.7526
SLC2A4	1.25683333333333
PKMYT1	-2.50425
FEZF2	0.613166666666667
SLC26A9	0.016
MAP2	0.459916666666667
LYL1	-1.97
SLC25A19	-1.81116666666667
NOS3	-0.4955
ZNF34	0.9345
TMPRSS11F	0.3095
FAM43A	0.1045
FCRL4	-0.094
KLF14	0.1045
FLRT2	1.14566666666667
WRN	-0.656
SDF2	0.4366
KRT8P12	-0.45475
C6orf195	0.54
C9orf125	0.912166666666667
DZIP3	0.417625
RIT1	0.0295000000000001
SCML1	-0.767166666666667
RHBDF2	-0.218125
OR2G3	0.055
REXO1L1	0.0285
MAP3K7IP3	-0.51775
C3orf57	-4.4355
FBXW11	-0.677666666666667
ETAA1	-0.2445
C14orf131	-0.1128
AKT1S1	-0.82175
SLC12A5	-0.834
C9orf164	0.9005
NRIP3	-0.634625
NOS1AP	0.40975
TMEM121	0.71875
SAP30BP	0.0872
DGCR6	0.43275
WDR76	-1.87075
FAM82B	-0.766333333333333
LOC606495	-0.5205
MAP9	1.97541666666667
BCDIN3D	0.69025
CXorf36	2.23816666666667
DSCR3	-0.5132
ZFAND3	-0.247125
C7orf43	-0.453
SPSB3	0.1242
C19orf19	-0.17
FAM133A	-1.081125
C12orf25	0.455
SLC39A3	-1.147625
DISP2	-1.22025
PI4KAP2	-2.722
MKRN3	-2.10583333333333
ADAMTS13	-0.60075
CBLN3	0.3829
TTYH1	2.427
C3orf18	1.31325
FLJ13236	-0.944
ZMYND12	2.7875
C18orf25	0.190375
GLB1L3	-0.181
ATP13A5	2.233
RANBP10	0.2045
CD96	-0.5712
DENND1C	-0.325
RBMS3	2.6498
SLC41A3	0.904833333333333
DGCR6L	0.2675
TMEM128	0.948
CSNK1G3	-0.132071428571429
MOBKL2C	1.41325
TSPAN6	0.9105
MATN2	2.8366
MSL2L1	0.4385
ST6GALNAC2	0.946166666666667
FGFBP2	0.347625
FGL1	-6.21033333333333
MPP3	-0.522833333333333
ARHGEF6	1.56766666666667
TGFBR2	1.546125
ACMSD	1.3115
IL33	5.103
C9orf5	0.584583333333333
DEAF1	-0.6115
AMN	-0.9245
DEFA6	0.11275
RNF212	-0.494
METT5D1	0.360833333333333
CIB1	-0.2987
TSSK1B	0.0875
KIAA1727	0.63675
ZNF680	1.20616666666667
LOC399900	-0.755
LOC152217	-0.35975
CTNNAL1	-1.234
CIT	-3.67466666666667
TLE6	-0.42825
ZNF607	-0.932
HERC4	-0.3905
DRAP1	-1.0052
PEMT	-0.80525
C10orf111	0.451
ZNF575	-0.166
KCTD7	0.247
MYO1F	-0.01175
LOC285382	0.84975
RAB11A	0.7358
PLCD3	-0.18375
C15orf28	0.14175
PTBP2	-0.114625
CTB-1048E9.5	-0.78875
C19orf60	-0.213166666666667
C7orf25	0.537666666666667
SETD7	0.9055
HOXB9	-4.8495
VANGL1	-0.497375
CHAF1B	-2.351
NDUFA3	-0.43675
KIAA1328	0.321666666666667
SHARPIN	0.396
TTC23	1.334875
UGP2	0.367833333333333
ANKIB1	0.2076
CIRBP	2.23571428571429
SEC14L4	-2.37883333333333
OVCH1	0.138666666666667
VPS52	-0.714
FAT	1.33125
M6PRBP1	-0.80375
GPRIN3	0.0045
PPM1F	0.844333333333333
TSR1	-0.77325
CCDC85A	3.18175
PCSK5	1.55825
ZFHX3	0.09
HEMK1	-0.6952
PGBD2	0.7575
RSRC2	0.268166666666667
AURKC	-1.67616666666667
SCRIB	0.180625
ORM2	-4.5595
FAM115A	0.513
FZD6	0.649625
UNC119	-0.064
GPX3	0.0413
NOV	1.556
CABC1	0.269125
CDC42SE2	0.8289375
EIF2S2	-1.2274
RNF130	0.651625
CKAP5	-1.27066666666667
RP11-413M3.2	-0.696625
C10orf18	0.1176
TMEM93	-0.71925
DYX1C1	1.24575
KCNMB2	-0.918125
ANK3	1.92708333333333
KRT5	3.1229
CDH12	1.57275
QRSL1	-0.0525
JUB	0.53425
SHC4	0.335125
CCL15	2.33416666666667
CCDC22	-0.582
SNX24	-0.45325
RARS	-0.7515
MORC2	0.203375
FAM48A	0.06825
MT1H	-0.1965
PPP1R14C	0.919333333333333
FOXD1	-3.20514285714286
C1orf213	-1.05
AMT	-0.4779
DSN1	-1.8455
PTPLAD2	1.815
DIS3L	-0.128
RASL11A	1.321
GPRC5B	0.9645
FRMD7	0.173
STRN4	-0.28275
KITLG	1.69413636363636
HDGF	-0.96675
OR1S1	-0.0985
SETX	0.2805
DDR2	0.894875
KCTD12	2.73475
LYZL2	-0.457
WDR52	0.717
TMEM2	0.273875
ZNF579	-0.778
LOC200810	-1.18825
TNFSF9	-1.625375
PPFIA4	-3.51425
CNIH3	-0.387666666666667
MAP4K4	-1.24128571428571
ROD1	-0.515571428571428
ALS2CR12	0.0131666666666667
DOCK3	-1.45816666666667
PAQR9	-4.242
ASB17	-0.183
STX16	-0.890375
FEZ2	0.526666666666667
DLAT	-0.996166666666667
KIF21B	-1.42983333333333
CDC5L	0.223
TMEM119	0.00566666666666669
CRIP3	-0.883
TPSD1	-0.330833333333333
TEPP	-0.05125
GNGT2	0.777
C21orf121	0.72325
WNK1	-0.267666666666667
FLJ10490	-0.349
OR51B5	-2.0475
LOC203547	-1.297375
HAS1	-0.7085
PPA1	0.0578333333333333
ST7	-0.2015
C11orf46	1.2224
POPDC3	-3.16283333333333
ACOX2	1.22
ATCAY	-0.92575
TM4SF19	-3.20625
MFSD9	-0.952666666666667
PDHB	-0.24825
ERN1	-0.16075
LCE3C	-0.1615
GPR111	0.736
NOTCH3	0.581333333333333
ADAMTS5	5.527
B3GALT1	-0.11725
UGCGL1	-1.65
FAM58A	0.281666666666667
FBXO32	3.75875
CLPP	-0.7285
NXPH1	-0.16425
MTMR3	1.08216666666667
ATP1B3	-1.037125
TMEM16A	4.43075
HIST1H3F	-1.16716666666667
TRIM25	-0.462333333333333
SDCBP2	0.5205
CRKL	-0.98075
HOXB2	0.0573333333333333
ANP32B	-0.414
GATM	4.095
AP4E1	-0.207375
EDG5	0.289625
CDKN3	-3.96883333333333
CDH4	-1.11925
PGD	-1.2875
RND1	-0.309
GAD1	-3.3559
MPG	-0.624
LOC440350	-0.444
ZNF133	0.84225
SERPINB12	-0.089
AMELY	0.106166666666667
DHX36	-0.6765
TNFAIP8L2	2.326
PHTF2	-0.849555555555555
CCDC112	-0.413333333333333
IQCC	-0.805
HEYL	1.49216666666667
FTSJ2	-0.551166666666667
APPL1	0.9705
RAB43	0.3255
OR10G2	-0.1945
WAC	0.593833333333333
ADCY9	-0.30125
RUNDC2B	0.0628333333333333
PYCRL	-0.7812
AGPAT7	-0.21
SLC22A9	-0.7335
CDKAL1	0.2365
PDYN	-0.3076
C20orf74	0.6375
MTMR11	1.34225
VAV3	3.01466666666667
DAPL1	5.1105
STXBP3	0.82675
EIF3G	0.444
ARHGAP22	1.95
NPFFR1	-0.4545
NPC1	0.0896666666666667
ALDH9A1	1.16216666666667
ZNF600	0.4945
ZNF678	0.9905
RASSF1	-0.529083333333333
ADD2	-2.074125
PITPNB	0.54275
PKD2L2	0.038
LRP11	0.09775
CDKL1	0.0435
SMEK2	-0.0065
PRODH2	-3.467
C11orf54	0.387333333333333
SFRS11	-0.108333333333333
IL7	1.54133333333333
ALS2CR16	0.93775
BTG3	-0.371833333333333
PAK2	-0.430722222222222
RP11-679B17.1	-0.245
GATA4	-2.28466666666667
ATP2B1	0.90575
LOC130940	2.9015
C1orf172	2.8435
ATF7IP2	-1.12125
SLC25A43	0.0998333333333333
CENTG3	0.0473333333333333
IGF2BP1	-4.068
FCHSD1	0.139
CAMK2N2	-0.483
ELAVL3	-0.0734
NBPF15	-0.1175
UBE2J2	-0.179083333333333
GNL2	-0.67
PRR3	-0.2856
NLF2	-1.02
OR4F6	-0.0005
KLHL24	1.45616666666667
CCDC88A	-1.3804
SGPP1	-0.591666666666667
C10orf11	-0.0856666666666667
SLC35B4	-1.42416666666667
UGT3A2	-1.1855
ARNT2	0.289
CBR1	0.332625
ITPR3	-1.2495
TRAPPC6B	-0.3645
AMZ1	-1.1665
ARP11	1.54025
WDSUB1	0.94875
APBA1	1.98316666666667
RAB2A	0.3648
C6orf162	0.777
HPSE2	0.913
PLCE1	0.60375
INSL3	0.30475
DLG1	0.3922
PTPLA	-1.22625
PIGX	-0.90725
TFIP11	0.343833333333333
FIBIN	2.3345
POLR2G	-0.72875
GRAP2	-1.6532
DNAJB8	0.08075
CNBP	0.863166666666667
WASF1	-0.979
INPP5E	-0.8734
HSPB1	-0.725
TMEM167	-0.6844
CUBN	0.4065
IGF1	2.81075
ITPK1	-0.3629
NAALAD2	-0.69025
G3BP1	0.0413
NT5DC1	0.73325
CYP39A1	2.665
TMEM139	2.31075
POLK	0.3429
GLULD1	-1.601
RBM15	-0.911
AMZ2	-0.51375
GDF15	-4.05166666666667
MESDC2	-0.1445
INCA	1.03
ACY1L2	0.6515
GZMM	-1.19566666666667
PAIP1	0.13325
CACNA2D1	0.4915
STK32C	-1.357
SH3BP4	0.936
DEC1	-0.395
PADI1	0.0205
UBB	-0.2564
PON3	1.73416666666667
PROP1	-0.2545
ANKRD13B	-0.526
ADCK1	-0.7145
TCF25	0.172333333333333
SLC38A5	-3.55525
CXorf26	0.194666666666667
C19orf39	0.095
PPP1R13B	-0.06375
ARL2	-0.8595
TCL6	-0.0311
TOP3A	-1.0015
SLC16A14	-0.4315
FXYD6	2.43216666666667
HIST1H4E	-0.6975
BBC3	-0.300631578947368
UNC5A	-0.0871666666666667
FAM86C	-0.6723
PI4KB	0.147
B3GAT1	-1.2665
SUSD2	0.907333333333333
OAZ2	0.014
NOC4L	-0.93625
C10orf12	-0.34325
FADS1	-2.82733333333333
LOC144097	-0.70375
DKK2	0.6685
KIAA1949	-0.40875
RHOT1	0.4496
OXT	0.201666666666667
GPR153	-0.86225
ARL4A	2.44366666666667
SAAL1	-1.52275
CCDC64	-0.4265
USE1	-0.0478333333333333
HNMT	0.926333333333333
PCGF3	0.157
CYP2C19	0.6215
C20orf4	-0.159
CCDC11	1.67575
ACSBG2	0.82975
RWDD2A	-0.19725
PALLD	3.718125
CPLX4	0.231
LOC492311	2.28125
KPNA2	-2.90833333333333
MACROD1	-0.7029
