Hybridization REF	TCGA-AN-A04D-01A-21R-A034-07
EPDR1	-3.578
MUSK	0.318166666666667
ZNF434	-0.802
SMARCD1	0.0506666666666667
ZFP106	-0.09325
ZNF347	0.9384
GTF2E1	0.62975
RY1	-0.0543333333333333
ATAD2B	0.65375
ARHGAP17	-0.0908
KCNIP3	-0.75
SFPQ	1.247375
GFRA4	0.274
AKR1B10	-3.871625
TIGD6	0.938
RGS16	-0.69625
URB1	-0.4635
OR4C46	0.468166666666667
TOP3B	-0.45725
NFATC4	0.1295
CA14	-5.25775
BMPR1A	0.9885
SNRP70	-0.243625
PRL	-0.182583333333333
C6orf130	-1.7245
STAG2	0.03475
CD55	-0.853071428571429
RPS23	-0.289833333333333
SSX2	-1.9695
FDPSL2A	-0.499
FBXO27	1.569625
SYNGR3	-1.61216666666667
TMSL3	0.041
EML1	-1.3495
NUP93	-0.621916666666667
SMAD3	-1.6265
KIAA1189	0.102833333333333
HNRPUL2	0.943333333333333
TBC1D12	0.8515
C16orf24	0.36375
MRVI1	1.58816666666667
ZNF581	-0.924833333333333
ELOVL3	1.454
OR51Q1	0.236
CACNB3	2.79566666666667
GALNT13	0.95775
C10orf84	0.703375
NEDD4	-1.6935
SPO11	-0.4775
OR5AU1	1.26
NEK4	-0.570214285714286
PRKAR2A	-0.355666666666667
IHPK1	-0.8355
ATP6V0B	1.414375
CACNA1E	0.5585
CEACAM8	-0.752
PEX14	-0.6445
FLJ12993	1.8755
ZBTB38	0.202083333333333
PCTK2	-0.156333333333333
LRRC16	0.653
FBLIM1	1.84116666666667
FYCO1	-0.439
RP5-1022P6.2	-1.18158333333333
CMTM1	1.0175
PLTP	0.310666666666667
RAPH1	1.0055
DOCK8	-0.916875
EZH2	0.305933333333333
SLC25A1	-0.450333333333333
PLEKHB1	2.4051
GRB7	0.6709
ZFP37	0.68675
MRPL33	-0.56225
PELO	-0.72675
ARMC1	0.480545454545454
C9orf27	0.0525
FLJ25778	0.763
C9orf37	-1.99733333333333
TMEM66	-0.10725
SPRN	-0.215625
HBEGF	-0.17525
PI4KA	-0.654
LEPRE1	0.547
POU2AF1	-2.84075
MRPL12	-0.0821666666666667
REP15	-1.182
ZC3H3	1.1155
RASAL1	1.7235
DDAH1	2.308
ACBD5	0.782125
TMC2	0.212
CCDC137	0.3685
SAMD13	0.669
UGT2B15	-4.92733333333333
TIPARP	-1.22775
DNASE1L3	-0.2885
TRIM72	0.240166666666667
DBX2	-0.2535
IPO8	0.61125
C21orf88	-0.8738
MAP3K14	-0.47425
LOC51233	0.798
GGTLA4	1.486
PDE6D	-0.3785
ZNF117	0.37675
CLK2	-0.020375
NKRF	-0.22825
TNFSF15	0.5809
DUSP2	0.015375
SECISBP2	0.3645
GABRR2	-0.4145
PPAP2C	3.28225
LOC51145	0.389166666666667
PAG1	0.8525
PIK3C3	-0.83275
GNG10	-1.5205
APOL4	-0.686833333333333
ANKRD28	-1.493375
STMN3	-1.0144
RAB14	-0.268
CDK2AP2	0.59025
HDDC3	-0.801625
COMMD7	0.062125
CXXC1	-0.009
HMCN1	-1.056
CD40	-0.5795
DYNC1LI2	0.0771875
GDI1	1.16875
LOC646938	-0.40075
VSNL1	-0.694333333333333
PIH1D1	-0.0435
RAET1G	1.725
KRTAP5-9	-0.3925
EFTUD2	-0.473
ZNF311	-2.43883333333333
ATP6V1G3	-0.24475
OR2W3	-0.49225
SCN4A	0.65175
MED10	-2.491875
FAM135A	0.2917
ARHGAP4	-2.02875
EHMT2	-0.356625
UFD1L	0.94625
ERMP1	0.99025
MAG1	-1.51083333333333
THAP8	0.3875
HACE1	0.779833333333333
FAM82C	-0.034
C3orf20	1.043
UNC84A	0.190833333333333
SCD5	0.0685714285714286
LASS6	0.780875
LSG1	1.20441666666667
MAL	-5.08475
GPR22	-0.1075
WDR5B	1.90825
ACTRT1	-0.088
C17orf60	-1.37316666666667
GRIN2C	2.0128
ARMC8	0.214166666666667
SLC47A1	-2.82
DMPK	0.71
DHRS13	0.264666666666667
SMC1A	0.231
KRTAP17-1	3.803
SMYD5	0.2545
TUSC2	-0.268
CRHR2	0.526
KIR3DL2	0.4195
CCDC104	-0.144
ATP2C1	1.8085
CROT	-0.41125
PABPC3	1.47166666666667
EGR1	1.10866666666667
THSD1	-0.45775
KHK	-0.96625
SLC12A2	2.8640625
CD58	-0.25175
STOX2	3.324
CCDC76	-0.524
CCDC48	2.47375
DNAH1	-0.309166666666667
ZIC4	2.122875
OR1G1	-0.3395
PSMC6	-0.510333333333333
PROKR1	-0.119
ABCB1	-1.643
TRAT1	-2.88025
LLGL1	0.1745
MTF1	1.91925
USP54	1.405375
PAGE2B	-2.9015
ITGB7	-4.034
CCDC81	-0.4645
LOC149837	0.227
SCUBE1	0.2595
ZSCAN10	0.597
HUWE1	0.197142857142857
CDH17	-0.0215
CD180	-0.277
IL17A	0.14475
TMPO	0.107625
KIAA1524	-0.223833333333333
HDGFRP3	0.496666666666667
OXCT1	-0.537181818181818
RRAS2	-1.48266666666667
LTBP2	0.8859375
SV2B	0.226166666666667
CYP2A6	2.33275
PKD1L2	-1.43766666666667
PPM1M	-0.63075
FLJ22662	1.50733333333333
ZNF502	1.73125
GP6	-0.98475
CRYBA2	3.677
LEF1	-3.2705
CTPS	0.878
EYA1	-3.59733333333333
EPS8L1	-0.782
MAPK14	-0.790916666666667
SERPINB2	-5.150125
GTF2F2	-0.555
ZNHIT4	0.2155
PLA1A	-0.01325
C20orf114	-0.362
HPR	-4.9095
C18orf2	-3.47316666666667
SATB2	-4.60225
KCNJ9	0.239875
MGC157906	0.8495
MOCS3	0.85425
C17orf71	0.481166666666667
PPHLN1	0.1386
HIST1H2BN	-0.828125
RAPGEF1	-0.425875
MAP3K8	-0.70475
DLG4	-0.249
STC1	-0.329
CDGAP	1.541
DDX26B	1.1315
LOC150223	-1.64575
CPSF3	-0.547833333333333
TMEM14A	0.67975
MYH3	-3.0775
GPKOW	-0.3585
SULT1A1	-1.23133333333333
SPON1	1.5226
YY1AP1	1.39666666666667
RAB23	-0.07375
PLA2G4A	-1.1355
MAPRE3	1.039
ZNF516	-3.01542857142857
GGPS1	1.2415
EXOC3L2	-0.269875
C19orf42	0.3299
MAP2K2	-0.166833333333333
HIST1H2BB	-1.838
RNF19B	1.82583333333333
C6orf128	0.149333333333333
TLR8	1.29875
PCDHA9	0.936
CARS2	1.806125
CLUL1	4.14166666666667
RHAG	-4.09383333333333
UNK	0.7015
EXOC8	0.8095
C9orf95	-0.0055
C14orf143	0.089
MAML3	-0.001125
LDHA	-2.78775
MRPL20	-0.229
KLHDC6	5.55516666666667
ATP5S	-0.482333333333333
C8orf55	1.16475
PHF19	-1.433875
KRTAP13-4	0.6425
TTC5	-0.274
XKR5	-0.16225
SILV	-5.1315
TEX28	0.3675
TCTN1	0.932
CX40.1	0.50575
PPP2R5C	-0.4885
C12orf30	-0.387
CAPG	1.543
MPZL1	1.63755
ARSB	-1.21916666666667
TDH	-1.72
WASF4	2.251
TSSK3	-0.660833333333333
7A5	-1.4435
CRISPLD1	4.60375
MAD1L1	-0.058
SPIN4	0.549333333333333
AMPD1	-0.4475
DPYSL5	1.644
INPP1	0.2515
ANKRD11	0.425222222222222
NPAS4	-0.312
GCET2	-0.4414
RNASE9	-0.0665
GUCY2D	0.241
CCDC98	-0.358
FGF4	-0.435875
CPM	2.6385
SLC26A4	-1.22883333333333
PLD5	0.1385
FAM59A	0.7843
FBXO5	0.389333333333333
SIPA1L1	-0.031125
DPYS	1.48025
ATG4D	0.4765
TGM3	0.116
MTCH1	-0.58325
HK1	-0.308214285714286
CDC26	-0.786125
GALNT12	-3.07966666666667
LOC339229	-0.15175
MRPL35	-0.341625
ORC4L	0.32675
TNKS	-0.245
C2orf24	0.371
ZNF553	0.876666666666667
GGTLA1	1.5885
ZNF497	-0.348
CDY1B	0.09725
SLC30A4	0.914875
TUB	1.1205
ARHGEF18	0.0975
ARRB1	-0.64525
KCNK1	2.635125
EREG	-3.488
SCAMP5	1.1245
RUNDC3B	1.1405
ADAMTS20	-0.46175
IL17RB	1.348125
FLJ20323	-0.53025
MCAM	0.16375
POLR3E	-1.51216666666667
AQR	-0.346666666666667
IPMK	0.468
CDCA7	-1.120375
CAMP	6.1345
GRHL3	-0.5785
ADAMTSL2	0.381333333333333
CLMN	0.6585
SSTR3	0.7595
MAGEA5	-2.638
OVOL2	4.21025
JMJD1B	0.68225
RBL2	-0.1418
PYGO2	1.5685
PPP1R10	0.668833333333333
CSE1L	0.0458333333333333
LCA5	0.41325
RDH16	-0.21425
ASRGL1	0.325125
TOM1	1.1765
PTX3	-3.969
TTC15	0.8485
SCGB3A1	1.44733333333333
MRPL50	-2.20825
RCAN3	1.069875
SLC26A11	1.46825
STYX	-0.341
CINP	-1.64075
MARCH7	-0.22925
PFKM	-1.10183333333333
SGMS1	-0.104666666666667
RIOK3	-0.0116
C1orf110	-0.1085
CES7	0.13475
LOC440248	-1.65975
PPP1R12C	-0.47475
C10orf27	0.8135
ATG9A	0.0195
MRPS26	1.018
TMEM40	0.746
ELP3	-0.5201
ZNF787	0.0873
HIAT1	-0.32
C8orf34	1.027
MGC4655	0.7049
PELI1	2.059
PPT1	0.2114
SLC35C2	-0.7685
C6orf125	-0.14025
MUC4	-1.5825
RFC4	-0.378142857142857
GNB2	-0.278
NUP50	0.815928571428571
SULT4A1	-1.56516666666667
C7	0.4605
CCDC130	0.161666666666667
ARRDC4	0.1485
RQCD1	-0.027
GLYCTK	-1.419
AYTL2	-1.01872727272727
MTUS1	0.0144
LEMD3	0.620166666666667
PLEKHF2	0.6325
HOXA7	1.61275
GTF3C2	-0.7995
DYNLRB2	0.726
CNOT10	-0.69825
MR1	-0.883
FFAR1	-0.087
PRIC285	0.1015
SLITRK6	4.524
LIX1	-2.2014
UBE1L2	-0.464
F8	0.9345
ACHE	-0.163833333333333
KPNA5	0.97325
TNFRSF12A	-1.4165
EGR3	-3.21
SERPIND1	-3.74833333333333
OASL	-0.06025
IFRD1	-0.38075
WDFY1	-0.640333333333333
ZNF267	-0.853375
ACCN5	0.114
ZBTB6	-0.41
PPP1R3A	-0.146
PRRT3	1.2745
FBXL19	-0.0085
TXNIP	0.792357142857143
ACTN2	0.786
ATG9B	-0.22525
C9orf117	-0.226
IL27	-1.4025
RPL36AL	-0.490666666666667
KLK15	-0.08825
CHAD	0.878
RAP2B	0.5153
HEBP2	2.9975
ZNF342	1.248
CAMK2G	0.554
TLR3	0.52075
FGF14	-0.30775
HMGB2	1.168375
TRPM5	0.339333333333333
OR5M11	0.2335
KIF3B	0.595684210526316
PRICKLE2	-2.11825
MTMR9	-1.188875
C3orf27	0.373
GLRA3	-1.599
NSDHL	-0.215
TMEM32	0.12675
POLR2D	-0.606
MYADML	0.649
C9orf114	-1.13825
MRGPRX1	0.3435
TOPORS	0.8595
CLDN19	-1.40475
C1QL4	0.108
RNF165	0.9675
DHRS9	-2.111
DNAH2	-0.302166666666667
FXR1	-0.358833333333333
ZMYM3	-0.646875
CASP3	1.715
FAM120C	-0.752875
SCLY	-2.01925
CA7	0.446
ENTPD5	-0.464833333333333
ZNF461	0.55875
PDIA5	1.14075
C1orf19	0.0503333333333333
TMEM67	0.77575
KCTD20	-0.2385
WDR47	1.1735
FLJ38723	0.4745
KLRF1	2.3725
TAS2R16	0.623
CLDN12	-1.3065
PRKCE	-0.23525
UBXD4	-0.31625
ITGAM	1.31883333333333
GLT8D3	0.52525
WDR31	0.4703
RGS2	0.85625
OR51L1	0.4415
MST1R	-0.1655
KIAA1737	0.7155
OR4A5	0.3035
GLIS1	-1.5675
PTMA	0.965285714285714
NAPA	0.93425
PRDM11	-0.27875
LIPF	4.0465
DIRAS3	2.229
ASGR2	-4.36275
C1QTNF4	0.4215
PIK3R4	0.678
ARMC3	2.13
NDUFV3	-0.25125
BTBD3	0.19
PPP1R2	0.738666666666667
UBE2NL	0.4695
FOSL2	-0.265928571428571
FAM119A	-0.473166666666667
TUBA4A	0.6301
KRTAP12-1	0.0395
SFRS2	0.478
RHPN1	0.1711
EEF2	-0.6555
ZDHHC11	-4.505
EPHA3	-2.7913
RBM12	0.684
H2AFJ	-0.86675
EDIL3	1.388
KIF26A	-0.9325
SERGEF	-0.26525
B3GALT4	2.98575
LOC90925	0.666166666666667
OSCAR	-0.93075
NPFF	1.06175
DEDD	1.299625
TMEM155	-1.065625
PTPN1	0.66325
SCYL2	0.8895
SKAP1	0.85125
LEAP2	-2.94916666666667
GADD45G	3.2367
IFITM3	-0.631875
PILRB	-1.15366666666667
SLU7	-0.8199375
DSC3	-0.037
DNMT3L	-1.0015
PAPD5	0.076625
B3GNT3	1.43116666666667
LHCGR	0.2055
MSL-1	1.096
UBE2S	-0.022375
SAP130	0.24375
ANAPC11	1.4395
MAGED4B	2.038
ATP6V1B2	-0.2215
C14orf179	0.1245
CAPZA1	-0.680375
CDYL2	-0.888
GLRX3	-0.740166666666667
LOC136288	-0.57925
MOBKL1A	0.55825
HTR2B	1.1735
CRYGD	-0.0731666666666667
NUS1	-0.376333333333333
PGRMC1	1.504
MYOM2	-2.31225
FLJ39653	-3.51916666666667
CHM	-0.2519
OR5M8	0.383
ZNF619	-0.6305
FAM105A	-0.0975
CCNL1	-0.56575
NAP1L3	-1.27425
C10orf57	2.83033333333333
B3GALNT1	1.70066666666667
CSN1S2A	0.964
TCP10L	-0.3245
GDAP2	0.364875
DMKN	-0.472333333333333
COX6B1	0.3835
DNASE2	1.19166666666667
MSH5	-2.3065
LGMN	-0.7125
USP31	0.1071
OR13C8	0.569
SDCBP	-0.1888
NUDT11	-0.5745
PYGL	-3.92
SNPH	-0.7895
B3GNT4	0.194
MIZF	0.4445
NUBPL	-0.67
NOD1	-0.698833333333333
CDH22	0.421875
NUBP1	-0.407666666666667
DSCAM	-4.21375
DGKI	0.013
FAM136A	-0.49325
AKAP1	1.94583333333333
SLC16A6	-1.53
RIN3	1.2815
PSG2	-0.06
DIP2B	0.142083333333333
PSORS1C1	-0.769
KIAA0495	-0.5045
FLJ90709	-1.2045
LPA	-0.1135
PIGA	-0.280333333333333
LY75	0.270833333333333
UTS2	-5.59683333333333
RREB1	0.420625
GALNACT-2	0.723
MGC3196	-0.3465
FLJ31568	2.4905
LPHN1	1.622
SP1	1.012375
TOX4	-0.056
HSPA9	0.1462
APOBEC1	-0.528
SLC35E4	-0.97425
LSM5	-1.247
SURF1	-0.72725
ZBTB1	0.28425
GTF2F1	-0.470875
RPS15A	-0.601928571428571
DUSP21	-0.460166666666667
GINS4	-1.89566666666667
MYO15A	-0.7525
GIMAP7	3.44075
MGC13379	1.108
ATP6V1E2	-0.219666666666667
UTP3	-0.964
HNRPA3	0.25825
MT4	-0.1855
C14orf155	-0.08225
U1SNRNPBP	0.70025
CKLF	-0.630666666666667
PLEKHN1	-2.68416666666667
MBNL1	-0.116416666666667
NUP160	-0.50675
ACSM2A	-2.63825
LOC129881	0.706
KIAA1529	-0.34125
FLJ22639	-2.4085
HAND1	-1.1565
GSX1	0.448
FGA	-4.55246666666667
SERPINB1	-0.95075
ZNF642	2.57125
IGFBP1	-8.338625
SLC1A1	-2.309125
DHX57	0.5885
ZNF766	0.5745
PTPN21	0.2955
GDPD3	-1.82166666666667
PNPLA5	0.0725
TBR1	-0.357666666666667
FAM116A	-0.404
IQGAP1	0.99675
FOS	-2.38775
ZNF226	-1.7895
FIGNL1	1.11033333333333
C14orf1	-0.151166666666667
ZMYND17	0.4605
PUS7	-0.210333333333333
TUBB6	-0.335875
KCNQ2	-1.299
MARCH6	-0.21425
CCDC33	0.3215
PRODH	0.87075
RBM11	0.07
EPHA6	0.493142857142857
SLC43A1	-2.69075
LOC196541	0.737875
NTN1	0.829833333333334
ING4	0.732
PCDHB10	3.23475
DPH2	0.555333333333333
SPACA4	0.43
FBXL21	-4.3455
DIAPH1	-0.397333333333333
ZNF71	0.7715
CEP76	0.423
CORO1A	-1.9325
RRM2	-1.1865
EDG4	1.1695
OS9	0.313833333333333
SLC4A1AP	0.10175
COG5	-0.3805
COPS8	-1.20275
NGLY1	-2.38875
NCBP2	0.369
C17orf42	-0.8255
GPSM3	-0.200375
SIL1	0.3335
ASB6	-0.57275
SMAD5OS	0.706833333333333
UNC93A	-2.712
A1BG	-0.746333333333333
C21orf62	1.16875
FMO5	-1.57875
ATRIP	-0.706333333333333
CEBPG	0.939333333333333
C7orf38	0.588
TNFRSF1B	-0.565166666666667
CLEC1A	1.076
IQSEC1	-1.153625
PATZ1	1.589
RBM22	1.825375
BAG2	-3.22066666666667
PAQR5	-1.42866666666667
C9orf127	1.5279
THNSL1	0.5895
SHROOM3	3.133
JAM2	-0.019
SNRPN	-2.03175
ALX4	-0.2825
CACNA1S	0.459
FAM130A1	2.02425
CORIN	0.848
CD300LB	0.7925
PLEKHG6	1.1705
LRRC40	0.15125
PCLKC	-1.524
PCDHB16	2.90733333333333
WNT2B	1.16866666666667
ASNS	-1.03966666666667
MRPL49	-0.62675
FLJ46111	-1.8315
ISG20	-0.4265
SMU1	-0.130166666666667
CASZ1	0.7025
POLR1D	-0.249
GIN1	-0.82925
SNAG1	-0.358166666666667
ANKRD29	-3.07075
CDKN2AIP	0.55475
KRR1	0.67125
CXCL1	-4.24133333333333
EPM2A	0.4379
PC	0.462833333333333
DEFB127	-0.3855
PDZRN4	0.698
FAH	-1.922125
OR51E1	2.733
CDC2L6	1.90783333333333
DNTTIP1	0.22675
PAX8	-1.87875
TMEM116	-0.43825
C1orf150	0.219
PRO2012	0.42425
MRPL40	-0.499
BEX1	-4.1534
SLC2A4	-1.365
PKMYT1	0.0955
FEZF2	-0.415666666666667
SLC26A9	1.019
MAP2	0.789416666666667
LYL1	-2.0375
SLC25A19	-0.138833333333333
NOS3	0.3675
ZNF34	1.539
TMPRSS11F	-0.51275
FAM43A	-0.8095
FCRL4	0.034
KLF14	0.64725
FLRT2	-1.923
WRN	-0.94925
SDF2	0.3937
KRT8P12	-0.90525
C6orf195	0.2765
C9orf125	-2.60916666666667
DZIP3	0.29075
RIT1	0.773416666666667
SCML1	-1.35183333333333
RHBDF2	-0.166375
OR2G3	0.31
REXO1L1	0.0155
MAP3K7IP3	-0.256625
C3orf57	-3.969
FBXW11	-0.1895
ETAA1	-0.316
C14orf131	-1.0098
AKT1S1	-0.426
SLC12A5	-0.6765
C9orf164	2.4755
NRIP3	-0.040625
NOS1AP	-0.19575
TMEM121	-0.12375
SAP30BP	0.6698
DGCR6	1.67025
WDR76	-0.37975
FAM82B	-1.02716666666667
LOC606495	0.4805
MAP9	1.22483333333333
BCDIN3D	0.66675
CXorf36	3.55516666666667
DSCR3	-0.9487
ZFAND3	0.55775
C7orf43	0.139666666666667
SPSB3	0.4217
C19orf19	1.12625
FAM133A	-3.820125
C12orf25	1.096
SLC39A3	0.355625
DISP2	-1.5285
PI4KAP2	-0.801
MKRN3	-2.8915
ADAMTS13	-1.04075
CBLN3	0.4888
TTYH1	2.98583333333333
C3orf18	-1.0535
FLJ13236	-2.2545
ZMYND12	3.17175
C18orf25	0.703625
GLB1L3	-1.902
ATP13A5	0.7735
RANBP10	-0.45425
CD96	-2.7312
DENND1C	-1.69275
RBMS3	-1.2758
SLC41A3	0.817166666666667
DGCR6L	1.40675
TMEM128	-0.8685
CSNK1G3	-0.186785714285714
MOBKL2C	1.5635
TSPAN6	0.352
MATN2	-2.2931
MSL2L1	1.19933333333333
ST6GALNAC2	0.849666666666667
FGFBP2	-0.806875
FGL1	-6.95483333333333
MPP3	-0.4245
ARHGEF6	2.16083333333333
TGFBR2	-1.048875
ACMSD	-0.7435
IL33	2.627
C9orf5	-0.394166666666667
DEAF1	0.1976
AMN	0.445
DEFA6	0.378375
RNF212	-1.833
METT5D1	-0.532666666666667
CIB1	0.2086
TSSK1B	-0.253
KIAA1727	3.15725
ZNF680	0.06775
LOC399900	-1.1175
LOC152217	0.341583333333333
CTNNAL1	-2.752
CIT	0.134
TLE6	1.5175
ZNF607	0.07025
HERC4	-0.734666666666667
DRAP1	0.1431
PEMT	-0.62725
C10orf111	-0.3655
ZNF575	0.619
KCTD7	-0.235
MYO1F	-0.52725
LOC285382	1.673
RAB11A	0.5615
PLCD3	-0.4645
C15orf28	-0.17475
PTBP2	-0.06475
CTB-1048E9.5	0.16375
C19orf60	0.351166666666667
C7orf25	0.601833333333333
SETD7	0.6045
HOXB9	-5.2515
VANGL1	0.2030625
CHAF1B	-0.2445
NDUFA3	0.8335
KIAA1328	0.196666666666667
SHARPIN	0.86625
TTC23	0.59625
UGP2	0.617416666666667
ANKIB1	0.943
CIRBP	0.513857142857143
SEC14L4	2.15383333333333
OVCH1	0.273
VPS52	0.1435
FAT	0.81275
M6PRBP1	0.33575
GPRIN3	-0.531
PPM1F	-1.00266666666667
TSR1	-0.79725
CCDC85A	0.75825
PCSK5	1.622
ZFHX3	0.7275
HEMK1	-1.5606
PGBD2	0.89075
RSRC2	0.483666666666667
AURKC	-2.1815
SCRIB	1.403875
ORM2	-3.13916666666667
FAM115A	1.1914
FZD6	2.24325
UNC119	0.384833333333333
GPX3	0.4193
NOV	-1.761625
CABC1	0.344875
CDC42SE2	-0.75675
EIF2S2	-1.0781
RNF130	1.42675
CKAP5	0.109666666666667
RP11-413M3.2	0.08125
C10orf18	1.3042
TMEM93	-0.7185
DYX1C1	0.44425
KCNMB2	-1.793
ANK3	2.40866666666667
KRT5	-1.0977
CDH12	0.68525
QRSL1	0.030875
JUB	-0.85525
SHC4	1.86875
CCL15	0.906666666666667
CCDC22	-0.69475
SNX24	0.3635
RARS	-0.987
MORC2	1.928
FAM48A	-0.38425
MT1H	-1.2095
PPP1R14C	-3.397
FOXD1	-0.1245
C1orf213	-3.004
AMT	-2.0063
DSN1	-0.13975
PTPLAD2	-1.3745
DIS3L	0.34375
RASL11A	-0.73825
GPRC5B	1.713
FRMD7	-0.0995
STRN4	1.01775
KITLG	-1.143
HDGF	1.12975
OR1S1	0.5755
SETX	-0.4021
DDR2	-1.557375
KCTD12	-0.1435
LYZL2	-1.2655
WDR52	0.6725
TMEM2	0.301375
ZNF579	0.579
LOC200810	-0.43175
TNFSF9	-1.9755
PPFIA4	-1.797
CNIH3	-0.6665
MAP4K4	0.411714285714286
ROD1	0.5425
ALS2CR12	-0.8222
DOCK3	-0.970333333333333
PAQR9	-4.29825
ASB17	0.612666666666667
STX16	-0.64025
FEZ2	-1.01033333333333
DLAT	0.00216666666666667
KIF21B	-0.514666666666667
CDC5L	0.1985
TMEM119	0.555833333333333
CRIP3	-1.1415
TPSD1	0.175333333333333
TEPP	0.315
GNGT2	0.68675
C21orf121	0.0115
WNK1	-0.290916666666667
FLJ10490	0.9217
OR51B5	-2.4575
LOC203547	-0.735
HAS1	-0.943
PPA1	-0.3385
ST7	0.824125
C11orf46	0.7549
POPDC3	-3.07566666666667
ACOX2	-3.15083333333333
ATCAY	-0.364583333333333
TM4SF19	-4.05
MFSD9	0.12
PDHB	-1.268
ERN1	0.05775
LCE3C	0.4735
GPR111	0.602
NOTCH3	2.39433333333333
ADAMTS5	1.9905
B3GALT1	-1.658
UGCGL1	0.178166666666667
FAM58A	0.485
FBXO32	1.75275
CLPP	0.377
NXPH1	-2.75525
MTMR3	1.39233333333333
ATP1B3	0.157375
TMEM16A	3.717
HIST1H3F	1.33566666666667
TRIM25	-0.357
SDCBP2	-0.094
CRKL	-1.03775
HOXB2	-2.84883333333333
ANP32B	-0.195
GATM	2.823
AP4E1	-0.495125
EDG5	0.691
CDKN3	-0.764666666666667
CDH4	-2.5955
PGD	-1.592
RND1	-0.418
GAD1	-4.1038
MPG	-0.543375
LOC440350	0.3425
ZNF133	0.91425
SERPINB12	-0.218
AMELY	-0.701666666666667
DHX36	-0.2735
TNFAIP8L2	1.46516666666667
PHTF2	0.148055555555556
CCDC112	0.4505
IQCC	1.2985
HEYL	2.531
FTSJ2	0.1665
APPL1	0.29025
RAB43	-0.123214285714286
OR10G2	0.273
WAC	0.700833333333333
ADCY9	-1.912875
RUNDC2B	-0.0408333333333333
PYCRL	0.7269
AGPAT7	-1.41866666666667
SLC22A9	-0.965666666666667
CDKAL1	0.984
PDYN	-0.6535
C20orf74	0.65
MTMR11	-1.21875
VAV3	3.53533333333333
DAPL1	-2.17075
STXBP3	-0.07075
EIF3G	-0.743
ARHGAP22	-2.65175
NPFFR1	0.6775
NPC1	0.505
ALDH9A1	4.26916666666667
ZNF600	-0.230375
ZNF678	0.3875
RASSF1	-0.84725
ADD2	-3.046125
PITPNB	-0.1875
PKD2L2	-0.21025
LRP11	1.27325
CDKL1	-0.21025
SMEK2	0.74675
PRODH2	-3.41216666666667
C11orf54	-0.830833333333333
SFRS11	0.2965
IL7	-0.597333333333333
ALS2CR16	1.11275
BTG3	0.704666666666667
PAK2	0.234555555555556
RP11-679B17.1	1.514
GATA4	-2.161
ATP2B1	-0.43175
LOC130940	1.1815
C1orf172	2.506
ATF7IP2	-0.5765
SLC25A43	-0.324333333333333
CENTG3	0.125416666666667
IGF2BP1	-4.2307
FCHSD1	0.426
CAMK2N2	0.589
ELAVL3	0.3833
NBPF15	0.537833333333333
UBE2J2	-0.292
GNL2	0.7955
PRR3	-0.0195
NLF2	0.661
OR4F6	0.518
KLHL24	2.122
CCDC88A	-1.9333
SGPP1	-2.05016666666667
C10orf11	0.0946666666666667
SLC35B4	-1.21866666666667
UGT3A2	0.924
ARNT2	2.0378
CBR1	-0.86975
ITPR3	-0.424333333333333
TRAPPC6B	-1.1706
AMZ1	-1.4755
ARP11	1.90675
WDSUB1	1.06725
APBA1	3.55516666666667
RAB2A	0.6587
C6orf162	-0.1365
HPSE2	0.52275
PLCE1	-1.36925
INSL3	-0.12425
DLG1	1.1201
PTPLA	0.145
PIGX	0.574875
TFIP11	0.1145
FIBIN	1.6235
POLR2G	-0.498
GRAP2	-2.4814
DNAJB8	0.00749999999999998
CNBP	0.702666666666667
WASF1	-3.2565
INPP5E	-0.8867
HSPB1	-1.9714375
TMEM167	-0.696
CUBN	-0.24825
IGF1	0.8003125
ITPK1	-0.2643
NAALAD2	-0.808625
G3BP1	-0.299
NT5DC1	0.473
CYP39A1	2.29
TMEM139	2.26241666666667
POLK	-0.4546
GLULD1	-1.369
RBM15	-0.2675
AMZ2	0.8335
GDF15	-4.9145
MESDC2	-0.1925
INCA	-1.14966666666667
ACY1L2	-0.3465
GZMM	-1.04666666666667
PAIP1	0.64725
CACNA2D1	-0.466
STK32C	-1.35733333333333
SH3BP4	-0.522666666666667
DEC1	1.1655
PADI1	-0.168
UBB	0.203
PON3	1.9315
PROP1	0.319
ANKRD13B	1.5845
ADCK1	-0.8345
TCF25	0.534166666666667
SLC38A5	-3.896
CXorf26	-0.356166666666667
C19orf39	0.52375
PPP1R13B	0.88525
ARL2	-0.8025
TCL6	0.273
TOP3A	-0.3785
SLC16A14	0.882875
FXYD6	2.64333333333333
HIST1H4E	0.262
BBC3	0.47778947368421
UNC5A	0.211833333333333
FAM86C	-0.4967
PI4KB	1.36375
B3GAT1	3.166
SUSD2	0.271166666666667
OAZ2	0.8045
NOC4L	0.0335
C10orf12	-0.358
FADS1	-2.24133333333333
LOC144097	0.39225
DKK2	0.879333333333333
KIAA1949	0.0395
RHOT1	0.2036
OXT	1.58383333333333
GPR153	0.44925
ARL4A	-1.83233333333333
SAAL1	-0.9075
CCDC64	0.099
USE1	-0.3395
HNMT	-0.972833333333333
PCGF3	0.1679375
CYP2C19	0.40475
C20orf4	0.6425
CCDC11	-0.2675
ACSBG2	0.04925
RWDD2A	0.1275
PALLD	1.82625
CPLX4	-1.491
LOC492311	0.55175
KPNA2	-0.435
MACROD1	0.6321
TMCO3	0.3195
C15orf52	-1.1135
BIRC5	0.790333333333333
PRR16	-0.935666666666667
