Hybridization REF	TCGA-AO-A0JG-01A-31R-A084-07
ZFP106	-0.25125
ZNF347	0.7903
GTF2E1	0.19925
RY1	-0.327833333333333
ATAD2B	0.58925
ARHGAP17	-0.0963
KCNIP3	-0.07425
SFPQ	0.351125
GFRA4	0.414
AKR1B10	-4.3285
TIGD6	1.1225
RGS16	1.50525
URB1	-0.626166666666667
OR4C46	0.1805
TOP3B	-1.362
NFATC4	-0.0565
CA14	-4.91575
BMPR1A	0.8465
SNRP70	-1.146
PRL	0.110833333333333
C6orf130	-0.91975
STAG2	0.5915
CD55	-0.984714285714286
RPS23	1.0145
SSX2	-1.68716666666667
FDPSL2A	-0.605
FBXO27	0.097
SYNGR3	-1.23466666666667
TMSL3	1.52125
EML1	-0.31
NUP93	-0.873083333333333
SMAD3	0.8802
KIAA1189	-0.0873333333333333
HNRPUL2	-0.224333333333333
TBC1D12	1.89083333333333
C16orf24	0.276
MRVI1	1.90033333333333
ZNF581	-0.897666666666667
ELOVL3	-0.5845
OR51Q1	0.08425
CACNB3	1.49933333333333
GALNT13	-1.311375
C10orf84	1.2105
NEDD4	0.2369
SPO11	0.7885
OR5AU1	0.204
NEK4	-0.156785714285714
PRKAR2A	-0.725833333333333
IHPK1	-0.3405
ATP6V0B	0.92875
CACNA1E	1.0875
CEACAM8	0.297
PEX14	-0.35
FLJ12993	1.419
ZBTB38	0.763333333333333
PCTK2	1.33816666666667
LRRC16	0.4414
FBLIM1	-0.0303333333333333
FYCO1	0.91675
RP5-1022P6.2	-0.16875
CMTM1	0.257666666666667
PLTP	-0.0131666666666667
RAPH1	1.067375
DOCK8	1.391875
EZH2	-1.61553333333333
SLC25A1	-1.42783333333333
PLEKHB1	1.7817
GRB7	1.0672
ZFP37	-0.5145
MRPL33	0.0625
PELO	-0.16075
ARMC1	-0.983545454545455
C9orf27	0.127857142857143
FLJ25778	0.913
C9orf37	-1.30966666666667
TMEM66	1.102
SPRN	-0.02625
HBEGF	0.8835
PI4KA	-0.9615
LEPRE1	-0.8975
POU2AF1	-1.07575
MRPL12	-0.897666666666667
REP15	-0.5845
ZC3H3	0.25825
RASAL1	-1.598
DDAH1	1.571625
ACBD5	1.189625
TMC2	0.197
CCDC137	-0.945
SAMD13	0.5345
UGT2B15	1.70183333333333
TIPARP	0.13375
DNASE1L3	2.19075
TRIM72	0.4425
DBX2	1.10975
IPO8	0.138
C21orf88	-1.3685
MAP3K14	0.251
LOC51233	0.417
GGTLA4	-1.5155
PDE6D	0.07125
ZNF117	0.38275
CLK2	-0.494875
NKRF	-0.921
TNFSF15	0.0641
DUSP2	0.7
SECISBP2	0.9859
GABRR2	-0.478
PPAP2C	2.1715
LOC51145	0.251166666666667
PAG1	0.809125
PIK3C3	0.0375
GNG10	-0.136
APOL4	0.722166666666667
ANKRD28	-1.25875
STMN3	-1.601
RAB14	0.9999
CDK2AP2	-1.368
HDDC3	-0.222125
COMMD7	0.56575
CXXC1	-0.20525
HMCN1	1.0776
CD40	1.073
DYNC1LI2	0.426125
GDI1	0.384
LOC646938	-0.3455
VSNL1	-2.27666666666667
PIH1D1	-0.8925
RAET1G	-1.3045
KRTAP5-9	-0.345
EFTUD2	-1.308
ZNF311	0.701166666666667
ATP6V1G3	0.19625
OR2W3	-0.527
SCN4A	0.7715
MED10	-1.0165
FAM135A	-0.107
ARHGAP4	-0.33275
EHMT2	-0.467625
UFD1L	-1.00375
ERMP1	1.21375
MAG1	-0.0663333333333333
THAP8	0.511833333333333
HACE1	-0.339
FAM82C	0.327833333333333
C3orf20	0.3205
UNC84A	-0.437333333333333
SCD5	-0.036
LASS6	2.32425
LSG1	0.126
MAL	-4.61425
GPR22	0.246
WDR5B	1.52225
ACTRT1	1.324
C17orf60	-0.213666666666667
GRIN2C	0.4885
ARMC8	-0.176166666666667
SLC47A1	-2.03933333333333
DMPK	-0.33875
DHRS13	-1.00083333333333
SMC1A	-1.00116666666667
KRTAP17-1	0.7075
SMYD5	-0.85925
TUSC2	-0.316875
CRHR2	0.217
KIR3DL2	1.07
CCDC104	0.13975
ATP2C1	1.12225
CROT	2.0055
PABPC3	-0.285666666666667
EGR1	2.58583333333333
THSD1	1.61175
KHK	-2.17225
SLC12A2	0.663375
CD58	-0.97125
STOX2	0.560666666666667
CCDC76	0.142
CCDC48	4.0455
DNAH1	0.0443333333333333
ZIC4	-0.2615
OR1G1	-0.1755
PSMC6	-0.306
PROKR1	0.161
ABCB1	0.711375
TRAT1	1.3935
LLGL1	0.166
MTF1	0.907
USP54	0.605
PAGE2B	-2.234
ITGB7	-3.37425
CCDC81	-0.2365
LOC149837	-0.16575
SCUBE1	0.034
ZSCAN10	0.851
HUWE1	0.118214285714286
CDH17	0.9215
CD180	1.053
IL17A	-0.03325
TMPO	-1.31075
KIAA1524	-1.276
HDGFRP3	1.5005
OXCT1	0.288909090909091
RRAS2	-2.09316666666667
LTBP2	2.699625
SV2B	1.57283333333333
CYP2A6	0.106875
PKD1L2	-0.272
PPM1M	0.37025
FLJ22662	1.08583333333333
ZNF502	1.72125
GP6	-1.11875
CRYBA2	0.08125
LEF1	-0.8908
CTPS	-1.66471428571429
EYA1	-2.06433333333333
EPS8L1	1.46425
MAPK14	-0.907416666666667
SERPINB2	-5.421625
GTF2F2	-0.7555
ZNHIT4	-0.8765
PLA1A	1.627
C20orf114	3.958
HPR	-4.837
C18orf2	-3.0125
SATB2	-2.15875
KCNJ9	-0.241375
MGC157906	0.2105
MOCS3	-0.25875
C17orf71	1.38816666666667
PPHLN1	-0.0852
HIST1H2BN	0.262875
RAPGEF1	-0.47375
MAP3K8	0.13875
DLG4	0.0333333333333333
STC1	-0.297083333333333
CDGAP	1.5415
DDX26B	0.1555
LOC150223	-2.338
CPSF3	-1.09183333333333
TMEM14A	0.64025
MYH3	-1.71925
GPKOW	0.20025
SULT1A1	-0.434333333333333
SPON1	2.9007
YY1AP1	0.846833333333333
RAB23	0.146
PLA2G4A	-3.656
MAPRE3	-0.028
ZNF516	2.05785714285714
GGPS1	1.55625
EXOC3L2	-0.06225
C19orf42	0.6559
MAP2K2	-0.414833333333333
HIST1H2BB	0.9575
RNF19B	1.14633333333333
C6orf128	-0.361333333333333
TLR8	3.5655
PCDHA9	-0.021
CARS2	-0.10325
CLUL1	2.96566666666667
RHAG	-4.33383333333333
UNK	0.0765
EXOC8	1.5613
C9orf95	1.63025
C14orf143	0.127333333333333
MAML3	0.605375
LDHA	-2.27075
MRPL20	-0.1615
KLHDC6	0.434
ATP5S	-0.508166666666667
C8orf55	-0.76125
PHF19	-2.83275
KRTAP13-4	0.3295
TTC5	0.2735
XKR5	-0.41325
SILV	-4.69366666666667
TEX28	-0.139
TCTN1	1.2025
CX40.1	-0.0235
PPP2R5C	0.22775
C12orf30	-0.994833333333333
CAPG	1.9035
MPZL1	1.1009
ARSB	-1.12583333333333
TDH	-2.1325
WASF4	0.736
TSSK3	-0.710166666666667
7A5	-0.0905
CRISPLD1	2.691
MAD1L1	-0.646333333333333
SPIN4	-0.129333333333333
AMPD1	0.89325
DPYSL5	-0.671
INPP1	0.800166666666667
ANKRD11	-0.565611111111111
NPAS4	0.026375
GCET2	1.2331
RNASE9	0.0495
GUCY2D	0.416
CCDC98	0.32975
FGF4	-0.3365
CPM	-0.259333333333333
SLC26A4	-0.885666666666667
PLD5	0.3235
FAM59A	-0.4532
FBXO5	-2.96933333333333
SIPA1L1	-0.201375
DPYS	0.561
ATG4D	0.18475
TGM3	2.228
MTCH1	-0.609875
HK1	-0.0970714285714286
CDC26	-0.1125
GALNT12	-2.73316666666667
LOC339229	0.4155
MRPL35	-0.311125
ORC4L	0.73
TNKS	-0.462
C2orf24	0.190333333333333
ZNF553	0.293
GGTLA1	2.8819
ZNF497	0.417
CDY1B	-0.757666666666667
SLC30A4	0.4945
TUB	-0.889125
ARHGEF18	0.06475
ARRB1	-0.05125
KCNK1	3.082875
EREG	-2.9025
SCAMP5	0.956
RUNDC3B	2.49725
ADAMTS20	0.263
IL17RB	0.162875
FLJ20323	0.2355
MCAM	0.588625
POLR3E	-1.21191666666667
AQR	0.441833333333333
IPMK	0.4005
CDCA7	-4.3925
CAMP	-0.23775
GRHL3	-1.30975
ADAMTSL2	1.051
CLMN	1.63516666666667
SSTR3	0.2745
MAGEA5	-2.5215
OVOL2	4.3475
JMJD1B	0.5765
RBL2	0.8556
PYGO2	0.92975
PPP1R10	0.754166666666667
CSE1L	-1.31283333333333
LCA5	2.667
RDH16	-0.60225
ASRGL1	-2.747625
TOM1	-0.4965
PTX3	-4.15475
TTC15	0.891
SCGB3A1	1.93533333333333
MRPL50	-0.49075
RCAN3	1.133875
SLC26A11	2.25
STYX	-0.0353333333333333
CINP	-0.142
MARCH7	0.464
PFKM	-0.0731666666666667
SGMS1	1.11983333333333
RIOK3	0.3103
C1orf110	-0.353
CES7	0.223875
LOC440248	-0.8935
PPP1R12C	-0.13525
C10orf27	0.5485
ATG9A	-0.646
MRPS26	0.360875
TMEM40	-0.602
ELP3	-0.6896
ZNF787	0.3225
HIAT1	0.859625
C8orf34	0.289833333333333
MGC4655	-0.0494
PELI1	1.0035
PPT1	0.2466
SLC35C2	-0.563333333333333
C6orf125	-0.4365
MUC4	-1.64816666666667
RFC4	-2.67528571428571
GNB2	0.890666666666667
NUP50	-0.514714285714286
SULT4A1	-1.40283333333333
C7	2.97975
CCDC130	0.159833333333333
ARRDC4	-0.2125
RQCD1	-0.54775
GLYCTK	-1.33975
AYTL2	-0.605909090909091
MTUS1	1.1859
LEMD3	0.623166666666667
PLEKHF2	3.71075
HOXA7	0.206875
GTF3C2	-0.8095
DYNLRB2	4.5575
CNOT10	-0.67925
MR1	0.941833333333333
FFAR1	-0.07725
PRIC285	-0.2855
SLITRK6	0.52375
LIX1	-2.2253
UBE1L2	0.342166666666667
F8	2.032
ACHE	0.258666666666667
KPNA5	-0.10375
TNFRSF12A	-2.49533333333333
EGR3	1.1605
SERPIND1	-3.60866666666667
OASL	2.34675
IFRD1	-1.30125
WDFY1	0.479833333333333
ZNF267	0.505125
ACCN5	-0.113
ZBTB6	0.23425
PPP1R3A	0.0935
PRRT3	1.077
FBXL19	-0.8725
TXNIP	0.978285714285714
ACTN2	-0.9495
ATG9B	-0.138625
C9orf117	-0.402
IL27	-0.5545
RPL36AL	0.256
KLK15	-0.0835
CHAD	2.8935
RAP2B	-0.556
HEBP2	0.78525
ZNF342	0.6585
CAMK2G	0.167
TLR3	3.0095
FGF14	-0.13175
HMGB2	-1.65775
TRPM5	-0.235833333333333
OR5M11	0.185
KIF3B	0.00852631578947368
PRICKLE2	0.081
MTMR9	-0.073
C3orf27	0.2275
GLRA3	-0.978166666666667
NSDHL	-0.478
TMEM32	0.1785
POLR2D	-1.079
MYADML	0.1125
C9orf114	-0.60975
MRGPRX1	0.5755
TOPORS	1.11575
CLDN19	0.70875
C1QL4	-0.0155
RNF165	0.242
DHRS9	0.59375
DNAH2	0.192166666666667
FXR1	-0.808166666666667
ZMYM3	-0.998
CASP3	0.1485
FAM120C	-0.552
SCLY	-1.6925
CA7	0.2165
ENTPD5	-0.18
ZNF461	0.460875
PDIA5	0.0665
C1orf19	-0.147333333333333
TMEM67	-0.2575
KCTD20	-0.963
WDR47	1.0845
FLJ38723	-0.238
KLRF1	1.45133333333333
TAS2R16	0.8755
CLDN12	0.784
PRKCE	0.959
UBXD4	-0.65225
ITGAM	2.0365
GLT8D3	0.37125
WDR31	0.4581
RGS2	1.65475
OR51L1	0.2355
MST1R	-0.03575
KIAA1737	1.2865
OR4A5	1.033
GLIS1	-1.2605
PTMA	0.418857142857143
NAPA	0.85725
PRDM11	0.86175
LIPF	1.29
DIRAS3	1.70675
ASGR2	-4.30775
C1QTNF4	1.3095
PIK3R4	0.198833333333333
ARMC3	0.757
NDUFV3	-0.108583333333333
BTBD3	0.3555
PPP1R2	0.958916666666667
UBE2NL	-0.355
FOSL2	0.101642857142857
FAM119A	-1.29166666666667
TUBA4A	-0.7092
KRTAP12-1	0.0695
SFRS2	-0.551
RHPN1	-0.189
EEF2	-0.0766666666666666
ZDHHC11	0.842333333333333
EPHA3	-0.9687
RBM12	0.08425
H2AFJ	1.95925
EDIL3	2.971
KIF26A	-0.81225
SERGEF	0.6015
B3GALT4	3.6625
LOC90925	1.501
OSCAR	-0.536
NPFF	-0.273125
DEDD	0.26125
TMEM155	0.05525
PTPN1	0.1355
SCYL2	0.508833333333333
SKAP1	2.93875
LEAP2	-2.95033333333333
GADD45G	2.4206
IFITM3	0.2955
PILRB	-0.568
SLU7	0.7446875
DSC3	1.1655
DNMT3L	-1.3035
PAPD5	0.85475
B3GNT3	-1.4205
LHCGR	0.7015
MSL-1	-0.0235
UBE2S	-2.262125
SAP130	-0.30175
ANAPC11	0.6815
MAGED4B	0.2155
ATP6V1B2	-0.0603333333333333
C14orf179	0.7555
CAPZA1	0.06925
CDYL2	0.7235
GLRX3	-0.876833333333333
LOC136288	-0.9015
MOBKL1A	0.34725
HTR2B	3.562
CRYGD	0.276666666666667
NUS1	-1.45183333333333
PGRMC1	0.0045
MYOM2	1.46625
FLJ39653	-0.351833333333333
CHM	0.5663
OR5M8	0.539
ZNF619	-0.141
FAM105A	0.77925
CCNL1	-0.318625
NAP1L3	0.07675
C10orf57	2.09266666666667
B3GALNT1	0.709
CSN1S2A	0.526
TCP10L	1.75075
GDAP2	0.60425
DMKN	-1.8825
COX6B1	-0.082
DNASE2	0.475
MSH5	-2.46125
LGMN	0.363625
USP31	-0.0605
OR13C8	0.5955
SDCBP	-0.3073
NUDT11	-2.31566666666667
PYGL	-1.56683333333333
SNPH	-0.8355
B3GNT4	-1.4825
MIZF	-0.8946
NUBPL	-0.3025
NOD1	-0.248166666666667
CDH22	0.936375
NUBP1	0.128166666666667
DSCAM	-4.215
DGKI	1.0115
FAM136A	-1.1585
AKAP1	1.05666666666667
SLC16A6	-1.06475
RIN3	0.449
PSG2	-0.049
DIP2B	-0.60125
PSORS1C1	-0.985
KIAA0495	-0.84
FLJ90709	-0.0835
LPA	-0.134666666666667
PIGA	-0.0525
LY75	2.73383333333333
UTS2	-5.63
RREB1	0.02875
GALNACT-2	0.6147
MGC3196	-1.53475
FLJ31568	0.194
LPHN1	0.26
SP1	0.66225
TOX4	0.779333333333333
HSPA9	0.059
APOBEC1	0.1425
SLC35E4	-0.8375
LSM5	-1.8855
SURF1	0.76125
ZBTB1	0.836166666666667
GTF2F1	-0.137375
RPS15A	-0.236285714285714
DUSP21	-0.398166666666667
GINS4	-3.91216666666667
MYO15A	0.4785
GIMAP7	4.62925
MGC13379	0.72425
ATP6V1E2	-0.667833333333333
UTP3	0.46225
HNRPA3	-0.368375
MT4	-0.373
C14orf155	-0.21025
U1SNRNPBP	0.394
CKLF	-0.5665
PLEKHN1	-2.17733333333333
MBNL1	0.36775
NUP160	-0.80575
ACSM2A	-1.511
LOC129881	-0.096
KIAA1529	0.4285
FLJ22639	-1.83825
HAND1	-1.4505
GSX1	0.037
FGA	-3.989625
SERPINB1	-0.01225
ZNF642	1.1845
IGFBP1	-8.698875
SLC1A1	1.111125
DHX57	-0.358875
ZNF766	1.0625
PTPN21	-0.7608
GDPD3	-2.12116666666667
PNPLA5	-0.0225
TBR1	0.607166666666667
FAM116A	-0.175
IQGAP1	1.1065
FOS	3.076875
ZNF226	0.913625
FIGNL1	-1.12866666666667
C14orf1	-0.0323333333333333
ZMYND17	-0.1955
PUS7	-1.638
TUBB6	-1.28525
KCNQ2	-1.3035
MARCH6	0.282416666666667
CCDC33	0.172
PRODH	0.49225
RBM11	2.57025
EPHA6	0.125625
SLC43A1	-1.5035
LOC196541	0.016625
NTN1	0.191166666666667
ING4	1.026
PCDHB10	1.7195
DPH2	-0.807666666666667
SPACA4	0.0195
FBXL21	-4.13
DIAPH1	-0.663166666666667
ZNF71	0.605166666666667
CEP76	-1.035
CORO1A	0.177
RRM2	-4.04725
EDG4	0.70175
OS9	-0.0148333333333333
SLC4A1AP	0.066
COG5	-0.46025
COPS8	-0.2025
NGLY1	-0.59
NCBP2	-0.55975
C17orf42	-0.239833333333333
GPSM3	0.762625
SIL1	0.631166666666667
ASB6	-0.528
SMAD5OS	0.242166666666667
UNC93A	-3.351125
A1BG	0.711666666666667
C21orf62	0.4145
FMO5	2.70791666666667
ATRIP	-0.73
CEBPG	0.149333333333333
C7orf38	0.528666666666667
TNFRSF1B	1.02016666666667
CLEC1A	1.88333333333333
IQSEC1	0.395625
PATZ1	1.1275
RBM22	1.231625
BAG2	-2.4275
PAQR5	-2.16
C9orf127	1.0531
THNSL1	0.01975
SHROOM3	3.1486
JAM2	1.8935
SNRPN	-0.9505
ALX4	0.177
CACNA1S	-0.4045
FAM130A1	0.80225
CORIN	1.8045
CD300LB	0.449
PLEKHG6	1.128
LRRC40	-0.639
PCLKC	-1.5705
PCDHB16	2.235
WNT2B	0.492833333333333
ASNS	-1.395
MRPL49	-0.89125
FLJ46111	-1.799
ISG20	0.25325
SMU1	0.0331666666666667
CASZ1	0.6135
POLR1D	-0.957083333333333
GIN1	0.19825
SNAG1	0.515333333333333
ANKRD29	-0.372
CDKN2AIP	0.572
KRR1	0.45375
CXCL1	-3.04816666666667
EPM2A	-0.1545
PC	-1.91683333333333
DEFB127	0.6165
PDZRN4	0.912833333333333
FAH	0.695875
OR51E1	2.7905
CDC2L6	-0.2335
DNTTIP1	-0.614
PAX8	0.20675
TMEM116	1.3085
C1orf150	-0.035
PRO2012	0.153
MRPL40	-0.909333333333333
BEX1	-0.3539
SLC2A4	-0.879833333333333
PKMYT1	-2.79625
FEZF2	-0.102
SLC26A9	-0.9755
MAP2	0.6875
LYL1	-0.7175
SLC25A19	-0.792333333333333
NOS3	0.0325
ZNF34	1.41766666666667
TMPRSS11F	-0.128
FAM43A	0.35875
FCRL4	0.4985
KLF14	-0.01225
FLRT2	0.659333333333333
WRN	-1.64025
SDF2	1.2891
KRT8P12	-1.30625
C6orf195	0.1525
C9orf125	-1.21133333333333
DZIP3	0.96875
RIT1	0.3365
SCML1	-2.2545
RHBDF2	-0.503
OR2G3	0.597
REXO1L1	0.564
MAP3K7IP3	-0.201
C3orf57	-6.71575
FBXW11	-0.508666666666667
ETAA1	-0.16725
C14orf131	0.1256
AKT1S1	-0.0725
SLC12A5	-0.307625
C9orf164	1.79275
NRIP3	-0.99375
NOS1AP	-0.10275
TMEM121	0.69775
SAP30BP	0.26
DGCR6	0.13325
WDR76	-2.0695
FAM82B	-0.1135
LOC606495	-0.5005
MAP9	2.81266666666667
BCDIN3D	1.2465
CXorf36	3.20733333333333
DSCR3	-0.3008
ZFAND3	-0.206125
C7orf43	-0.016
SPSB3	0.9659
C19orf19	0.505
FAM133A	-2.733625
C12orf25	0.31675
SLC39A3	-0.86425
DISP2	-1.665
PI4KAP2	-2.715
MKRN3	-2.04016666666667
ADAMTS13	-1.0615
CBLN3	0.1472
TTYH1	-0.655833333333333
C3orf18	0.3765
FLJ13236	-1.762
ZMYND12	1.53375
C18orf25	0.358375
GLB1L3	-1.21
ATP13A5	1.018
RANBP10	0.476
CD96	0.4531
DENND1C	0.8755
RBMS3	1.4619
SLC41A3	0.607
DGCR6L	0.064
TMEM128	0.871666666666667
CSNK1G3	1.05857142857143
MOBKL2C	1.3235
TSPAN6	-0.769625
MATN2	-0.0806
MSL2L1	0.3495
ST6GALNAC2	0.064
FGFBP2	0.72875
FGL1	-7.29116666666667
MPP3	-0.974666666666667
ARHGEF6	0.907
TGFBR2	0.969625
ACMSD	1.24875
IL33	4.45825
C9orf5	0.414
DEAF1	0.0951
AMN	0.3765
DEFA6	0.036625
RNF212	-1.78475
METT5D1	0.397833333333333
CIB1	0.8443
TSSK1B	0.58
KIAA1727	1.5585
ZNF680	0.792083333333333
LOC399900	-1.456
LOC152217	-0.00333333333333334
CTNNAL1	-3.23
CIT	-3.27383333333333
TLE6	-0.89475
ZNF607	-0.4075
HERC4	-0.291333333333333
DRAP1	-0.8495
PEMT	-1.12875
C10orf111	-0.0915
ZNF575	1.13025
KCTD7	-0.245
MYO1F	0.769625
LOC285382	0.5555
RAB11A	0.8286
PLCD3	-1.03725
C15orf28	-0.10625
PTBP2	0.321375
CTB-1048E9.5	-1.001125
C19orf60	-0.4925
C7orf25	0.217
SETD7	1.21525
HOXB9	-4.723
VANGL1	0.35975
CHAF1B	-2.3105
NDUFA3	0.5
KIAA1328	0.382
SHARPIN	-0.2065
TTC23	-0.5525
UGP2	0.279166666666667
ANKIB1	0.7452
CIRBP	1.73085714285714
SEC14L4	-3.10283333333333
OVCH1	-0.113
VPS52	0.019
FAT	-1.00625
M6PRBP1	-0.25575
GPRIN3	2.9635
PPM1F	-1.28966666666667
TSR1	-0.718
CCDC85A	2.3225
PCSK5	2.7855
ZFHX3	1.75
HEMK1	-0.8423
PGBD2	1.0805
RSRC2	0.372
AURKC	-1.08966666666667
SCRIB	-0.241875
ORM2	-4.70116666666667
FAM115A	0.4113
FZD6	0.612
UNC119	0.00966666666666667
GPX3	-0.968
NOV	0.167625
CABC1	-0.091125
CDC42SE2	0.3605625
EIF2S2	-0.7587
RNF130	0.757375
CKAP5	-0.7975
RP11-413M3.2	0.42125
C10orf18	0.608
TMEM93	-0.0795
DYX1C1	0.69625
KCNMB2	-1.332625
ANK3	-0.6475
KRT5	-0.2749
CDH12	-1.09675
QRSL1	-0.760375
JUB	-1.8035
SHC4	-2.1565
CCL15	1.8275
CCDC22	0.269
SNX24	0.0325
RARS	-0.422
MORC2	0.092125
FAM48A	-0.1915
MT1H	-0.042
PPP1R14C	-1.71316666666667
FOXD1	-2.66857142857143
C1orf213	-2.471
AMT	-2.123
DSN1	-0.9765
PTPLAD2	1.88075
DIS3L	0.124
RASL11A	0.4145
GPRC5B	0.1555
FRMD7	3.4975
STRN4	0.082
KITLG	2.00545454545455
HDGF	-0.408
OR1S1	0.687
SETX	0.6342
DDR2	0.447125
KCTD12	2.29925
LYZL2	-0.16625
WDR52	0.195
TMEM2	-0.326125
ZNF579	0.783
LOC200810	-0.28375
TNFSF9	-2.229625
PPFIA4	-4.25075
CNIH3	-0.100166666666667
MAP4K4	-1.01092857142857
ROD1	0.2055
ALS2CR12	0.673
DOCK3	-1.42383333333333
PAQR9	-4.06875
ASB17	-0.428666666666667
STX16	-1.429
FEZ2	0.195833333333333
DLAT	-1.06033333333333
KIF21B	-1.07733333333333
CDC5L	0.65375
TMEM119	2.408
CRIP3	-1.48675
TPSD1	0.6455
TEPP	0.14275
GNGT2	1.32375
C21orf121	-0.59
WNK1	-0.125916666666667
FLJ10490	0.6491
OR51B5	-2.1305
LOC203547	-1.328375
HAS1	-0.0725
PPA1	-0.574
ST7	0.46625
C11orf46	0.9311
POPDC3	-4.35516666666667
ACOX2	-0.6135
ATCAY	-0.50675
TM4SF19	-0.8165
MFSD9	-0.462333333333333
PDHB	-0.5845
ERN1	-0.4395
LCE3C	0.1355
GPR111	-0.411
NOTCH3	2.04766666666667
ADAMTS5	2.628
B3GALT1	-1.45425
UGCGL1	-0.051
FAM58A	0.140166666666667
FBXO32	1.42875
CLPP	-0.14
NXPH1	5.79675
MTMR3	0.654333333333333
ATP1B3	-1.02675
TMEM16A	4.48725
HIST1H3F	0.856
TRIM25	0.298
SDCBP2	0.5035
CRKL	-1.397
HOXB2	-0.011
ANP32B	-1.011875
GATM	4.113
AP4E1	-0.032875
EDG5	0.2855
CDKN3	-3.60666666666667
CDH4	-1.85525
PGD	-1.48833333333333
RND1	1.391
GAD1	-3.8681
MPG	0.00725
LOC440350	-0.951
ZNF133	0.30575
SERPINB12	-1.0075
AMELY	-0.230666666666667
DHX36	-0.236
TNFAIP8L2	3.03816666666667
PHTF2	-0.288
CCDC112	0.388833333333333
IQCC	-0.56025
HEYL	3.5455
FTSJ2	-0.780333333333333
APPL1	-0.70725
RAB43	0.3275
OR10G2	-0.453
WAC	0.529
ADCY9	-0.20225
RUNDC2B	0.182333333333333
PYCRL	-0.8051
AGPAT7	-0.537166666666667
SLC22A9	-0.844166666666667
CDKAL1	-0.076
PDYN	-0.206166666666667
C20orf74	-0.215
MTMR11	0.85175
VAV3	4.195
DAPL1	1.01975
STXBP3	1.2195
EIF3G	-0.13625
ARHGAP22	-1.28075
NPFFR1	-0.065
NPC1	-0.623333333333333
ALDH9A1	1.88933333333333
ZNF600	1.056875
ZNF678	0.635166666666667
RASSF1	-0.779416666666667
ADD2	-2.585625
PITPNB	-0.299
PKD2L2	0.41775
LRP11	-0.5855
CDKL1	0.383
SMEK2	0.4925
PRODH2	-3.41733333333333
C11orf54	-0.0866666666666667
SFRS11	-0.1205
IL7	0.458
ALS2CR16	1.24375
BTG3	-2.418
PAK2	-0.192444444444444
RP11-679B17.1	-1.14
GATA4	-1.778
ATP2B1	-0.53
LOC130940	1.384
C1orf172	2.71183333333333
ATF7IP2	-1.78275
SLC25A43	0.0846666666666667
CENTG3	0.266666666666667
IGF2BP1	-4.1456
FCHSD1	0.1415
CAMK2N2	0.625
ELAVL3	-0.2178
NBPF15	-0.075
UBE2J2	-0.548333333333333
GNL2	-0.68025
PRR3	-0.046
NLF2	0.87825
OR4F6	-0.5695
KLHL24	1.673
CCDC88A	-1.8457
SGPP1	-1.06916666666667
C10orf11	1.02
SLC35B4	-1.546
UGT3A2	-1.6325
ARNT2	1.1311
CBR1	-1.3835
ITPR3	0.463833333333333
TRAPPC6B	-0.0503
AMZ1	1.1065
ARP11	1.434
WDSUB1	1.0345
APBA1	0.832
RAB2A	0.1588
C6orf162	-0.567625
HPSE2	0.58725
PLCE1	-0.27825
INSL3	0.70875
DLG1	-0.1657
PTPLA	-2.9635
PIGX	0.02075
TFIP11	-0.0431666666666667
FIBIN	2.707
POLR2G	-1.12775
GRAP2	-1.0209
DNAJB8	-0.2905
CNBP	0.435333333333333
WASF1	-2.203
INPP5E	-0.7302
HSPB1	-0.355125
TMEM167	-0.1285
CUBN	0.511
IGF1	4.065375
ITPK1	0.1129
NAALAD2	-0.41425
G3BP1	-0.3805
NT5DC1	0.467625
CYP39A1	0.2405
TMEM139	0.396083333333333
POLK	-0.4698
GLULD1	-1.39375
RBM15	-0.582666666666667
AMZ2	-0.1505
GDF15	-2.99366666666667
MESDC2	0.1305
INCA	0.891
ACY1L2	-2.227
GZMM	0.635
PAIP1	0.6785
CACNA2D1	0.5695
STK32C	-0.002
SH3BP4	1.94233333333333
DEC1	0.4275
PADI1	-0.1815
UBB	-0.0298
PON3	3.48883333333333
PROP1	0.221
ANKRD13B	-0.849
ADCK1	0.3285
TCF25	0.167833333333333
SLC38A5	-3.4415
CXorf26	-0.373333333333333
C19orf39	0.63325
PPP1R13B	0.48675
ARL2	-1.616
TCL6	0.117333333333333
TOP3A	-1.0755
SLC16A14	1.746
FXYD6	1.66033333333333
HIST1H4E	-0.16625
BBC3	0.00721052631578945
UNC5A	1.72566666666667
FAM86C	-0.807
PI4KB	0.84475
B3GAT1	-3.4375
SUSD2	0.853166666666667
OAZ2	-0.150166666666667
NOC4L	-0.39425
C10orf12	-0.01475
FADS1	-3.8985
LOC144097	-1.28825
DKK2	2.9215
KIAA1949	0.16475
RHOT1	0.4973
OXT	0.794166666666667
GPR153	0.73725
ARL4A	-0.883166666666667
SAAL1	-0.984
CCDC64	-0.2195
USE1	-0.433333333333333
HNMT	1.6305
PCGF3	0.4195
CYP2C19	0.029
C20orf4	0.4865
CCDC11	0.5115
ACSBG2	0.099
RWDD2A	-0.32625
PALLD	1.725375
CPLX4	-1.0255
LOC492311	0.968
KPNA2	-1.90866666666667
MACROD1	-0.6913
TMCO3	0.427833333333333
C15orf52	-0.185666666666667
BIRC5	-3.24926666666667
PRR16	-0.294166666666667
FAM63B	0.704625
KATNB1	-0.3515
WNT8B	-0.259
CPLX3	-0.1055
