Hybridization REF	TCGA-A8-A08J-01A-11R-A00Z-07
GTF2E1	0.40275
RY1	-0.14
ATAD2B	0.491
ARHGAP17	-0.4288
KCNIP3	-0.9625
SFPQ	-0.133125
GFRA4	0.625666666666667
AKR1B10	-1.128125
TIGD6	0.651333333333333
RGS16	1.3605
URB1	-1.29883333333333
OR4C46	0.0801666666666667
TOP3B	-0.8235
NFATC4	0.4325
CA14	-4.3315
BMPR1A	-0.205
SNRP70	-0.744625
PRL	0.234363636363636
C6orf130	-0.886
STAG2	-0.2885
CD55	-0.634214285714286
RPS23	-0.385333333333333
SSX2	-1.29083333333333
FDPSL2A	-0.3895
FBXO27	1.458
SYNGR3	-0.1525
TMSL3	1.35325
EML1	-1.149
NUP93	-1.27858333333333
SMAD3	-0.6823
KIAA1189	2.728
HNRPUL2	0.516333333333333
TBC1D12	0.918333333333333
C16orf24	1.13325
MRVI1	2.27033333333333
ZNF581	-0.289166666666667
ELOVL3	0.2895
OR51Q1	0.2585
CACNB3	1.704
GALNT13	-0.595875
C10orf84	0.661
NEDD4	-0.0211
SPO11	0.257
OR5AU1	0.6645
NEK4	0.732714285714286
PRKAR2A	0.587833333333333
IHPK1	-0.237
ATP6V0B	0.621
CACNA1E	0.954
CEACAM8	1.34833333333333
PEX14	-0.317
FLJ12993	0.126
ZBTB38	0.268416666666667
PCTK2	0.74
LRRC16	1.027
FBLIM1	0.4
FYCO1	1.54325
RP5-1022P6.2	-1.06691666666667
CMTM1	0.444
PLTP	1.046
RAPH1	0.567625
DOCK8	0.489625
EZH2	-1.36893333333333
SLC25A1	0.158166666666667
PLEKHB1	-0.4111
GRB7	3.9534
ZFP37	-1.9245
MRPL33	0.346
PELO	0.1065
ARMC1	0.534818181818182
C9orf27	0.562
FLJ25778	0.0995
C9orf37	-0.971166666666667
TMEM66	0.00025
SPRN	0.20725
HBEGF	0.069
PI4KA	-0.8065
LEPRE1	-0.439
POU2AF1	-1.41675
MRPL12	0.419166666666667
REP15	0.246
ZC3H3	1.19775
RASAL1	-0.761
DDAH1	0.26575
ACBD5	0.977625
TMC2	-0.3375
CCDC137	-0.00899999999999999
SAMD13	-0.570166666666667
UGT2B15	0.6295
TIPARP	-1.73375
DNASE1L3	-0.41775
TRIM72	0.469833333333333
DBX2	-0.718
IPO8	-0.25825
C21orf88	-0.9962
MAP3K14	-0.16325
LOC51233	1.0825
GGTLA4	2.7655
PDE6D	-0.54825
ZNF117	-0.98975
CLK2	-0.9845
NKRF	-0.8915
TNFSF15	-0.0371
DUSP2	-0.88525
SECISBP2	0.0768
GABRR2	-0.962
PPAP2C	2.67875
LOC51145	0.2385
PAG1	-0.233125
PIK3C3	-0.20625
GNG10	-0.646
APOL4	0.8565
ANKRD28	-0.598625
STMN3	1.6164
RAB14	1.4429
CDK2AP2	0.211
HDDC3	0.764875
COMMD7	1.78575
CXXC1	-0.54725
HMCN1	-0.589833333333333
CD40	0.54075
DYNC1LI2	0.439875
GDI1	0.8875
LOC646938	-0.7045
VSNL1	-2.70733333333333
PIH1D1	-0.3805
RAET1G	-1.328
KRTAP5-9	0.475
EFTUD2	-0.775
ZNF311	0.544333333333333
ATP6V1G3	-0.18225
OR2W3	-1.1395
SCN4A	0.026
MED10	-1.09175
FAM135A	-1.4748
ARHGAP4	0.6825
EHMT2	-0.650125
UFD1L	-0.26775
ERMP1	0.71875
MAG1	-2.094
THAP8	0.354166666666667
HACE1	-1.18616666666667
FAM82C	0.356
C3orf20	0.277
UNC84A	-0.8665
SCD5	-0.366384615384615
LASS6	2.7195
LSG1	0.282166666666667
MAL	-5.16175
GPR22	0.001
WDR5B	1.21375
ACTRT1	0.0755
C17orf60	0.538166666666667
GRIN2C	1.9967
ARMC8	-0.314
SLC47A1	-1.69683333333333
DMPK	0.5075
DHRS13	0.292
SMC1A	-0.232
KRTAP17-1	-0.01525
SMYD5	-0.25075
TUSC2	1.066125
CRHR2	0.2785
KIR3DL2	-0.0695
CCDC104	0.2735
ATP2C1	0.476875
CROT	-1.37975
PABPC3	-0.240833333333333
EGR1	-1.251
THSD1	0.193
KHK	-1.221
SLC12A2	3.1258125
CD58	-0.4955
STOX2	-1.42583333333333
CCDC76	-0.8905
CCDC48	4.954
DNAH1	-0.0696666666666667
ZIC4	0.768625
OR1G1	-0.6375
PSMC6	-0.0188333333333333
PROKR1	0.1695
ABCB1	-1.839125
TRAT1	-1.97675
LLGL1	-0.028
MTF1	1.2165
USP54	0.1345
PAGE2B	4.2295
ITGB7	-3.51825
CCDC81	-0.458
LOC149837	0.196
SCUBE1	-0.0915
ZSCAN10	0.901
HUWE1	0.169571428571429
CDH17	-0.172
CD180	1.163
IL17A	-0.0195
TMPO	-0.7705
KIAA1524	-0.405833333333333
HDGFRP3	0.456166666666667
OXCT1	-1.68272727272727
RRAS2	-3.13416666666667
LTBP2	2.20025
SV2B	1.60266666666667
CYP2A6	0.01225
PKD1L2	-0.472333333333333
PPM1M	0.30125
FLJ22662	1.312
ZNF502	0.049
GP6	-0.4875
CRYBA2	2.43
LEF1	-2.4051
CTPS	-2.02128571428571
EYA1	-2.99033333333333
EPS8L1	0.797
MAPK14	-0.576416666666667
SERPINB2	-4.91575
GTF2F2	-0.1905
ZNHIT4	0.0355
PLA1A	0.3095
C20orf114	1.2385
HPR	-4.3625
C18orf2	-2.60766666666667
SATB2	-2.1155
KCNJ9	-0.095375
MGC157906	1.0935
MOCS3	0.83275
C17orf71	0.811333333333333
PPHLN1	0.0669
HIST1H2BN	0.4265
RAPGEF1	0.09425
MAP3K8	-1.2695
DLG4	0.195333333333333
STC1	1.72616666666667
CDGAP	1.15575
DDX26B	-0.90675
LOC150223	-2.0435
CPSF3	-0.8165
TMEM14A	0.543
MYH3	-2.342
GPKOW	0.41125
SULT1A1	0.534166666666667
SPON1	3.5493
YY1AP1	-0.364333333333333
RAB23	-0.03075
PLA2G4A	-4.1145
MAPRE3	0.39225
ZNF516	-0.0437857142857143
GGPS1	0.6695
EXOC3L2	-0.289125
C19orf42	0.2587
MAP2K2	-0.2315
HIST1H2BB	1.10975
RNF19B	1.10083333333333
C6orf128	-0.138166666666667
TLR8	2.90325
PCDHA9	0.105
CARS2	0.160875
CLUL1	-1.24433333333333
RHAG	-3.834
UNK	0.0915
EXOC8	1.3741
C9orf95	0.74
C14orf143	0.541666666666667
MAML3	0.189
LDHA	-1.05325
MRPL20	-0.102375
KLHDC6	0.310333333333333
ATP5S	-0.177666666666667
C8orf55	1.285
PHF19	-1.776125
KRTAP13-4	0.776
TTC5	-0.39825
XKR5	-0.466
SILV	-3.62883333333333
TEX28	-0.497
TCTN1	1.3855
CX40.1	0.30175
PPP2R5C	-0.433
C12orf30	-0.844833333333333
CAPG	2.19675
MPZL1	0.38035
ARSB	-0.956333333333333
TDH	-1.5465
WASF4	1.10625
TSSK3	-0.803166666666667
7A5	0.098
CRISPLD1	-0.674875
MAD1L1	-0.466666666666667
SPIN4	-0.616666666666667
AMPD1	1.24075
DPYSL5	0.056
INPP1	-0.866166666666667
ANKRD11	-0.519444444444444
NPAS4	-0.024
GCET2	-0.4111
RNASE9	0.628
GUCY2D	0.611333333333333
CCDC98	-1.3325
FGF4	-0.529
CPM	-0.354833333333333
SLC26A4	-1.32683333333333
PLD5	0.15025
FAM59A	1.2701
FBXO5	-1.79255555555556
SIPA1L1	0.048
DPYS	0.80325
ATG4D	-0.11025
TGM3	0.5235
MTCH1	-0.25625
HK1	0.303230769230769
CDC26	0.0095
GALNT12	-3.09416666666667
LOC339229	0.36125
MRPL35	-0.164
ORC4L	0.609875
TNKS	-0.8205
C2orf24	0.276166666666667
ZNF553	0.737333333333333
GGTLA1	2.3188
ZNF497	1.194
CDY1B	0.90025
SLC30A4	0.892625
TUB	-1.45375
ARHGEF18	-0.38975
ARRB1	0.1005
KCNK1	2.149625
EREG	-0.0522
SCAMP5	1.21875
RUNDC3B	0.005
ADAMTS20	-0.329
IL17RB	-0.678
FLJ20323	-0.8475
MCAM	0.273875
POLR3E	-1.45466666666667
AQR	-0.119833333333333
IPMK	0.3415
CDCA7	-3.91975
CAMP	6.02775
GRHL3	-0.94375
ADAMTSL2	1.387
CLMN	1.037
SSTR3	0.6845
MAGEA5	-1.28
OVOL2	4.4305
JMJD1B	0.168
RBL2	1.0935
PYGO2	0.95375
PPP1R10	0.674333333333333
CSE1L	-0.419333333333333
LCA5	0.80375
RDH16	1.4605
ASRGL1	-1.6975
TOM1	0.564
PTX3	-6.58225
TTC15	0.34775
SCGB3A1	0.796
MRPL50	-0.96675
RCAN3	0.8205
SLC26A11	0.78825
STYX	-0.165166666666667
CINP	0.2785
MARCH7	-0.59325
PFKM	-0.298833333333333
SGMS1	1.19583333333333
RIOK3	-0.2272
C1orf110	-0.2865
CES7	-0.113125
LOC440248	-1.8855
PPP1R12C	-0.08475
C10orf27	0.8635
ATG9A	-0.8105
MRPS26	0.329625
TMEM40	3.52225
ELP3	-0.7806
ZNF787	0.3291
HIAT1	-0.014375
C8orf34	0.214666666666667
MGC4655	-0.173
PELI1	-0.671166666666667
PPT1	-0.3426
SLC35C2	0.828
C6orf125	-0.1635
MUC4	-1.52483333333333
RFC4	-2.01985714285714
GNB2	0.576
NUP50	-0.376642857142857
SULT4A1	-1.79283333333333
C7	0.628375
CCDC130	-0.738666666666667
ARRDC4	0.2925
RQCD1	-0.907
GLYCTK	-0.59375
AYTL2	-1.45372727272727
MTUS1	0.7792
LEMD3	0.468666666666667
PLEKHF2	3.3105
HOXA7	-0.0425
GTF3C2	-1.5905
DYNLRB2	3.24075
CNOT10	-0.1945
MR1	0.429666666666667
FFAR1	0.38375
PRIC285	0.2105
SLITRK6	4.859
LIX1	-1.676
UBE1L2	-0.169416666666667
F8	-0.134
ACHE	1.5425
KPNA5	-1.03875
TNFRSF12A	-0.7615
EGR3	-2.268
SERPIND1	-3.191
OASL	3.26
IFRD1	-2.013125
WDFY1	-0.416166666666667
ZNF267	-0.00112500000000001
ACCN5	0.8235
ZBTB6	0.037
PPP1R3A	-0.5285
PRRT3	2.646
FBXL19	-0.475
TXNIP	0.746642857142857
ACTN2	3.77475
ATG9B	-0.3155
C9orf117	1.19975
IL27	-0.309
RPL36AL	-0.0186666666666667
KLK15	0.383666666666667
CHAD	0.498
RAP2B	0.0892
HEBP2	0.899
ZNF342	1.1115
CAMK2G	0.241333333333333
TLR3	1.604
FGF14	0.14775
HMGB2	-1.5185
TRPM5	0.197
OR5M11	0.08
KIF3B	1.01957894736842
PRICKLE2	0.20875
MTMR9	-0.153375
C3orf27	0.393
GLRA3	-1.5146
NSDHL	0.167166666666667
TMEM32	0.0415
POLR2D	-0.569833333333333
MYADML	0.5965
C9orf114	-0.6545
MRGPRX1	0.4735
TOPORS	0.41125
CLDN19	-0.78375
C1QL4	0.276
RNF165	-1.4525
DHRS9	-0.2975
DNAH2	-0.314833333333333
FXR1	-1.09983333333333
ZMYM3	-0.698
CASP3	0.979666666666667
FAM120C	-0.132375
SCLY	-1.583
CA7	-0.773
ENTPD5	-0.323333333333333
ZNF461	0.14875
PDIA5	-0.45825
C1orf19	-0.632166666666667
TMEM67	0.4345
KCTD20	-1.01375
WDR47	0.439
FLJ38723	0.4775
KLRF1	0.877333333333334
TAS2R16	0.2465
CLDN12	-0.5965
PRKCE	-0.71475
UBXD4	-0.7075
ITGAM	2.74366666666667
GLT8D3	0.684625
WDR31	0.8613
RGS2	0.33175
OR51L1	0.3755
MST1R	1.50175
KIAA1737	0.66925
OR4A5	0.2135
GLIS1	-1.00483333333333
PTMA	-0.0888571428571429
NAPA	1.7145
PRDM11	-0.28525
LIPF	0.129
DIRAS3	-0.988
ASGR2	-3.690375
C1QTNF4	0.11275
PIK3R4	-0.0813333333333333
ARMC3	0.415
NDUFV3	-0.663083333333333
BTBD3	-0.149
PPP1R2	0.326333333333333
UBE2NL	0.02875
FOSL2	0.255142857142857
FAM119A	-1.788
TUBA4A	-0.5553
KRTAP12-1	-0.02125
SFRS2	-0.7675
RHPN1	1.0908
EEF2	-1.29066666666667
ZDHHC11	-1.26066666666667
EPHA3	-1.1837
RBM12	0.10575
H2AFJ	1.507
EDIL3	3.3655
KIF26A	-1.62575
SERGEF	-0.67975
B3GALT4	2.773
LOC90925	4.2375
OSCAR	1.2575
NPFF	-0.377875
DEDD	0.431875
TMEM155	-0.869875
PTPN1	0.65725
SCYL2	1.1535
SKAP1	4.31775
LEAP2	-2.7635
GADD45G	1.4736
IFITM3	0.9945
PILRB	-2.2015
SLU7	0.1995625
DSC3	-0.383
DNMT3L	-1.4505
PAPD5	0.8085
B3GNT3	0.156833333333333
LHCGR	0.8215
MSL-1	2.198
UBE2S	-1.40325
SAP130	-0.3915
ANAPC11	0.788
MAGED4B	-1.837
ATP6V1B2	0.0861666666666667
C14orf179	1.358125
CAPZA1	-0.1675
CDYL2	0.650333333333333
GLRX3	-0.639
LOC136288	-0.73575
MOBKL1A	-0.3245
HTR2B	2.2495
CRYGD	-0.214
NUS1	-1.41516666666667
PGRMC1	0.044
MYOM2	-1.27025
FLJ39653	-2.0405
CHM	-0.2588
OR5M8	0.7185
ZNF619	0.546
FAM105A	0.34575
CCNL1	-1.25225
NAP1L3	0.0185
C10orf57	2.01083333333333
B3GALNT1	1.34183333333333
CSN1S2A	0.034
TCP10L	-0.20175
GDAP2	0.569625
DMKN	-3.03433333333333
COX6B1	0.66075
DNASE2	0.796666666666667
MSH5	-1.91175
LGMN	0.161875
USP31	-0.2974
OR13C8	0.6945
SDCBP	0.2047
NUDT11	-2.03866666666667
PYGL	-1.11333333333333
SNPH	0.454833333333333
B3GNT4	-0.321
MIZF	-0.9788
NUBPL	-0.663375
NOD1	0.0301666666666667
CDH22	-0.191
NUBP1	0.0271666666666667
DSCAM	-3.55625
DGKI	0.3145
FAM136A	-1.014
AKAP1	0.667833333333333
SLC16A6	2.437
RIN3	0.5795
PSG2	-0.18625
DIP2B	0.999416666666667
PSORS1C1	-0.5556
KIAA0495	-1.8105
FLJ90709	0.370833333333333
LPA	-0.5264
PIGA	-0.043
LY75	0.5375
UTS2	-6.03833333333333
RREB1	-0.049625
GALNACT-2	0.3326
MGC3196	-0.067
FLJ31568	0.58725
LPHN1	-0.141
SP1	1.141875
TOX4	0.609333333333333
HSPA9	0.4514
APOBEC1	1.006
SLC35E4	-1.0345
LSM5	-1.927
SURF1	1.0565
ZBTB1	0.482916666666667
GTF2F1	-0.45075
RPS15A	-0.841928571428571
DUSP21	-0.361166666666667
GINS4	-2.95083333333333
MYO15A	-0.347166666666667
GIMAP7	3.55575
MGC13379	0.0605
ATP6V1E2	-0.4995
UTP3	0.26075
HNRPA3	-0.457875
MT4	-0.065
C14orf155	2.59225
U1SNRNPBP	1.44075
CKLF	-0.071
PLEKHN1	-0.518833333333333
MBNL1	-0.76175
NUP160	-2.28125
ACSM2A	-1.56175
LOC129881	-0.57075
KIAA1529	-1.4215
FLJ22639	-2.04025
HAND1	0.225
GSX1	0.479
FGA	-4.22575
SERPINB1	0.40675
ZNF642	0.38325
IGFBP1	-8.02825
SLC1A1	-0.443375
DHX57	-0.44675
ZNF766	0.43
PTPN21	-0.2858
GDPD3	-0.8925
PNPLA5	0.0575
TBR1	-0.23575
FAM116A	0.5955
IQGAP1	0.598625
FOS	-1.980625
ZNF226	0.971375
FIGNL1	-0.971666666666667
C14orf1	0.0178333333333333
ZMYND17	0.1855
PUS7	-1.5675
TUBB6	-0.88
KCNQ2	-0.88675
MARCH6	0.0654166666666667
CCDC33	0.2545
PRODH	-0.8695
RBM11	-0.71575
EPHA6	0.90025
SLC43A1	-0.95975
LOC196541	0.483571428571429
NTN1	0.15425
ING4	0.64325
PCDHB10	1.18775
DPH2	-1.136
SPACA4	0.0115
FBXL21	-3.206
DIAPH1	-0.418
ZNF71	1.01933333333333
CEP76	-0.855
CORO1A	-1.029
RRM2	-0.7275
EDG4	0.54425
OS9	0.769833333333333
SLC4A1AP	0.28175
COG5	-0.4155
COPS8	-0.46625
NGLY1	-0.1025
NCBP2	-0.16675
C17orf42	-0.705166666666667
GPSM3	0.640875
SIL1	1.05466666666667
ASB6	-0.02675
SMAD5OS	-0.822833333333333
UNC93A	-3.36975
A1BG	0.918333333333333
C21orf62	0.04175
FMO5	-1.42583333333333
ATRIP	0.0938333333333333
CEBPG	0.110666666666667
C7orf38	-0.168
TNFRSF1B	0.752333333333333
CLEC1A	1.50366666666667
IQSEC1	1.00575
PATZ1	0.6515
RBM22	0.76925
BAG2	-2.3185
PAQR5	-3.26333333333333
C9orf127	1.2201
THNSL1	-0.59675
SHROOM3	1.9961
JAM2	0.83575
SNRPN	-2.07675
ALX4	-0.0135
CACNA1S	-0.241
FAM130A1	0.4155
CORIN	2.7905
CD300LB	0.93
PLEKHG6	1.4785
LRRC40	-1.0475
PCLKC	-0.99025
PCDHB16	0.812666666666667
WNT2B	0.0541666666666667
ASNS	-1.97133333333333
MRPL49	0.16075
FLJ46111	1.2515
ISG20	0.62925
SMU1	-0.429
CASZ1	0.207
POLR1D	0.705833333333333
GIN1	-0.0375
SNAG1	0.0958333333333333
ANKRD29	-2.43125
CDKN2AIP	-0.0095
KRR1	0.477
CXCL1	-4.5875
EPM2A	-1.2855
PC	-0.899
DEFB127	-0.203
PDZRN4	1.38833333333333
FAH	0.540875
OR51E1	2.179
CDC2L6	-0.599
DNTTIP1	0.35575
PAX8	-0.11675
TMEM116	0.662
C1orf150	-0.481
PRO2012	0.2075
MRPL40	-0.376
BEX1	1.1782
SLC2A4	-1.88866666666667
PKMYT1	-0.47275
FEZF2	-0.127333333333333
SLC26A9	-1.62925
MAP2	0.0855454545454545
LYL1	-1.0925
SLC25A19	1.27433333333333
NOS3	1.399
ZNF34	1.54033333333333
TMPRSS11F	0.578333333333333
FAM43A	0.45125
FCRL4	0.418833333333333
KLF14	0.3895
FLRT2	-0.555333333333333
WRN	-1.75575
SDF2	0.7538
KRT8P12	0.9555
C6orf195	-0.345
C9orf125	-1.24416666666667
DZIP3	1.085
RIT1	-0.192416666666667
SCML1	-0.747
RHBDF2	-0.1245
OR2G3	0.4575
REXO1L1	-1.426
MAP3K7IP3	-0.03975
C3orf57	-2.46725
FBXW11	-0.1215
ETAA1	-0.818
C14orf131	-0.6865
AKT1S1	-0.0535
SLC12A5	-0.303375
C9orf164	1.5005
NRIP3	-0.72275
NOS1AP	-2.058
TMEM121	1.56125
SAP30BP	0.332
DGCR6	0.209
WDR76	-0.8215
FAM82B	0.775666666666667
LOC606495	-0.272
MAP9	2.40816666666667
BCDIN3D	1.623
CXorf36	3.59866666666667
DSCR3	-0.291
ZFAND3	0.564375
C7orf43	0.5525
SPSB3	0.2112
C19orf19	0.7435
FAM133A	-1.025375
C12orf25	0.74775
SLC39A3	-0.085125
DISP2	1.49425
PI4KAP2	-1.954
MKRN3	-1.08166666666667
ADAMTS13	-0.83225
CBLN3	0.2458
TTYH1	-1.183
C3orf18	1.3105
FLJ13236	-0.354
ZMYND12	2.09
C18orf25	0.489375
GLB1L3	-1.4235
ATP13A5	1.2325
RANBP10	0.21425
CD96	-1.4827
DENND1C	-0.54675
RBMS3	0.4388
SLC41A3	0.0663333333333333
DGCR6L	0.27875
TMEM128	0.996166666666667
CSNK1G3	0.505642857142857
MOBKL2C	0.89175
TSPAN6	-0.6505
MATN2	-1.2556
MSL2L1	0.202333333333333
ST6GALNAC2	0.4695
FGFBP2	-0.612875
FGL1	-6.51733333333333
MPP3	1.31566666666667
ARHGEF6	-0.440833333333333
TGFBR2	0.146125
ACMSD	-0.1255
IL33	-0.00749999999999999
C9orf5	-0.246333333333333
DEAF1	-0.4167
AMN	0.4295
DEFA6	0.013125
RNF212	-1.7895
METT5D1	-0.552
CIB1	0.4227
TSSK1B	-0.13375
KIAA1727	2.36475
ZNF680	-0.26125
LOC399900	-1.822
LOC152217	0.129083333333333
CTNNAL1	-3.4035
CIT	-1.04033333333333
TLE6	1.30425
ZNF607	0.778
HERC4	-0.828166666666667
DRAP1	-0.4177
PEMT	-0.7085
C10orf111	-1.197
ZNF575	0.979875
KCTD7	-0.55375
MYO1F	0.60225
LOC285382	-0.757
RAB11A	1.1546
PLCD3	-1.01825
C15orf28	-0.063
PTBP2	-0.932875
CTB-1048E9.5	-0.107875
C19orf60	0.141333333333333
C7orf25	-0.0815
SETD7	1.2395
HOXB9	-2.9095
VANGL1	0.22775
CHAF1B	-2.13875
NDUFA3	0.60575
KIAA1328	-0.0658333333333333
SHARPIN	1.21375
TTC23	-0.4985
UGP2	0.305416666666667
ANKIB1	0.8439
CIRBP	0.00214285714285714
SEC14L4	-3.31666666666667
OVCH1	0.1238
VPS52	-0.49775
FAT	-1.013875
M6PRBP1	-0.6725
GPRIN3	0.5675
PPM1F	-0.860833333333333
TSR1	-0.18725
CCDC85A	0.7925
PCSK5	0.97875
ZFHX3	0.8065
HEMK1	0.3231
PGBD2	-0.5
RSRC2	-0.00383333333333333
AURKC	-0.654
SCRIB	0.661375
ORM2	-4.146
FAM115A	0.2597
FZD6	0.363625
UNC119	-0.102
GPX3	-1.0796
NOV	-1.2765
CABC1	-0.998
CDC42SE2	-0.7688125
EIF2S2	-0.0994
RNF130	0.827125
CKAP5	-1.16483333333333
RP11-413M3.2	0.51875
C10orf18	-0.0686
TMEM93	0.30325
DYX1C1	0.73
KCNMB2	-2.506875
ANK3	1.25775
KRT5	-1.2242
CDH12	-1.424875
QRSL1	-1.100875
JUB	-2.70725
SHC4	-1.973125
CCL15	1.71733333333333
CCDC22	0.63025
SNX24	-0.2415
RARS	-0.04675
MORC2	-0.182125
FAM48A	-0.34075
MT1H	0.183
PPP1R14C	-2.00566666666667
FOXD1	-0.922857142857143
C1orf213	-2.87075
AMT	-1.9837
DSN1	0.05775
PTPLAD2	1.759
DIS3L	-0.379
RASL11A	0.51475
GPRC5B	-0.163375
FRMD7	-0.03
STRN4	0.34625
KITLG	1.16877272727273
HDGF	-0.83675
OR1S1	0.503
SETX	0.0475
DDR2	0.14375
KCTD12	1.8155
LYZL2	-0.88325
WDR52	-0.542
TMEM2	0.487875
ZNF579	0.6575
LOC200810	0.19075
TNFSF9	-1.94825
PPFIA4	-1.92575
CNIH3	0.2385
MAP4K4	-0.861785714285714
ROD1	0.235214285714286
ALS2CR12	-0.535166666666667
DOCK3	-0.6115
PAQR9	-4.24875
ASB17	0.3674
STX16	-0.599375
FEZ2	0.277666666666667
DLAT	-0.468833333333333
KIF21B	-0.917166666666667
CDC5L	-0.68675
TMEM119	0.983
CRIP3	-1.83575
TPSD1	0.107833333333333
TEPP	0.469
GNGT2	2.0215
C21orf121	-0.318
WNK1	0.12775
FLJ10490	0.9729
OR51B5	-2.018
LOC203547	-0.591
HAS1	-0.3625
PPA1	-0.0146666666666667
ST7	0.1565
C11orf46	-0.555
POPDC3	-2.93833333333333
ACOX2	5.02383333333333
ATCAY	0.538416666666667
TM4SF19	-0.65575
MFSD9	-0.121333333333333
PDHB	0.76575
ERN1	-0.40825
LCE3C	0.1705
GPR111	0.4765
NOTCH3	1.85133333333333
ADAMTS5	3.69725
B3GALT1	-1.17575
UGCGL1	0.2845
FAM58A	0.563333333333333
FBXO32	1.139
CLPP	-0.50275
NXPH1	6.478
MTMR3	0.824333333333333
ATP1B3	-1.388875
TMEM16A	4.45925
HIST1H3F	0.748666666666666
TRIM25	0.520666666666667
SDCBP2	0.0565
CRKL	-1.290875
HOXB2	2.14383333333333
ANP32B	-0.5825
GATM	3.219
AP4E1	-0.109
EDG5	0.15475
CDKN3	-0.979333333333333
CDH4	-1.69825
PGD	-0.861833333333333
RND1	1.6845
GAD1	-2.1241
MPG	0.39775
LOC440350	-0.746
ZNF133	-0.355
SERPINB12	-0.352
AMELY	-0.0548
DHX36	-0.69275
TNFAIP8L2	3.13683333333333
PHTF2	0.145888888888889
CCDC112	-0.46
IQCC	-0.92925
HEYL	2.9175
FTSJ2	-0.565333333333333
APPL1	1.2305
RAB43	0.103214285714286
OR10G2	0.272
WAC	0.552
ADCY9	-1.018
RUNDC2B	0.5455
PYCRL	1.6195
AGPAT7	-0.595
SLC22A9	-1.4025
CDKAL1	-0.4435
PDYN	-0.315
C20orf74	0.30575
MTMR11	0.79275
VAV3	4.04816666666667
DAPL1	-1.563
STXBP3	0.31025
EIF3G	-0.82725
ARHGAP22	-0.8355
NPFFR1	0.306
NPC1	-0.850833333333333
ALDH9A1	0.846333333333333
ZNF600	0.309125
ZNF678	-0.390333333333333
RASSF1	0.515916666666667
ADD2	-2.650625
PITPNB	0.25475
PKD2L2	0.260857142857143
LRP11	0.499
CDKL1	-0.25925
SMEK2	0.39825
PRODH2	-3.21616666666667
C11orf54	-0.460166666666667
SFRS11	-1.12816666666667
IL7	-0.131333333333333
ALS2CR16	0.48675
BTG3	-2.68366666666667
PAK2	-0.3255
RP11-679B17.1	0.10425
GATA4	-0.698166666666666
ATP2B1	-0.136
LOC130940	0.207
C1orf172	2.53733333333333
ATF7IP2	-2.73275
SLC25A43	0.492333333333333
CENTG3	0.17125
IGF2BP1	-1.483
FCHSD1	0.5745
CAMK2N2	0.992166666666667
ELAVL3	-0.3494
NBPF15	-0.637166666666667
UBE2J2	-0.188833333333333
GNL2	-1.07925
PRR3	-0.4346
NLF2	0.969
OR4F6	-0.763
KLHL24	0.3155
CCDC88A	-1.7193
SGPP1	-0.303666666666667
C10orf11	-0.078
SLC35B4	-1.3515
UGT3A2	2.5095
ARNT2	-1.4029
CBR1	0.346625
ITPR3	-0.829833333333333
TRAPPC6B	-0.1704
AMZ1	-0.2895
ARP11	2.70675
WDSUB1	-0.09125
APBA1	0.00533333333333333
RAB2A	1.2609
C6orf162	-0.78125
HPSE2	0.22675
PLCE1	-1.19475
INSL3	0.24
DLG1	-0.0946
PTPLA	-3.4135
PIGX	-0.01625
TFIP11	0.206666666666667
FIBIN	3.492
POLR2G	-0.25375
GRAP2	-2.4241
DNAJB8	0.05675
CNBP	0.0768333333333333
WASF1	-0.80075
INPP5E	-1.0497
HSPB1	2.14125
TMEM167	-0.1347
CUBN	0.1175
IGF1	1.4005
ITPK1	0.5468
NAALAD2	-1.374375
G3BP1	-0.2704
NT5DC1	-0.57325
CYP39A1	-2.044
TMEM139	-0.290416666666667
POLK	-0.563
GLULD1	-1.89075
RBM15	-0.644
AMZ2	2.5595
GDF15	-2.03816666666667
MESDC2	-0.0485
INCA	0.18
ACY1L2	-2.049
GZMM	-0.911166666666667
PAIP1	0.154
CACNA2D1	-0.921
STK32C	0.2465
SH3BP4	0.942833333333333
DEC1	0.922
PADI1	0.5465
UBB	0.4742
PON3	-3.0485
PROP1	0.6355
ANKRD13B	-0.604
ADCK1	-0.38575
TCF25	0.398666666666667
SLC38A5	-2.31575
CXorf26	1.15716666666667
C19orf39	0.8425
PPP1R13B	1.182
ARL2	-1.0765
TCL6	0.58175
TOP3A	-0.602
SLC16A14	1.300125
FXYD6	1.43083333333333
HIST1H4E	0.2945
BBC3	0.4
UNC5A	0.291666666666667
FAM86C	-0.0453
PI4KB	0.4595
B3GAT1	-2.8675
SUSD2	0.233166666666667
OAZ2	-0.308333333333333
NOC4L	0.4375
C10orf12	-0.30025
FADS1	-0.735
LOC144097	-0.0355
DKK2	0.0535
KIAA1949	-0.479
RHOT1	0.9608
OXT	1.38416666666667
GPR153	0.695
ARL4A	0.412166666666667
SAAL1	-2.038
CCDC64	0.953
USE1	-0.776833333333333
HNMT	0.809
PCGF3	0.344125
CYP2C19	0.21
C20orf4	1.183
CCDC11	1.7795
ACSBG2	-0.412
RWDD2A	0.1935
PALLD	2.1215
CPLX4	0.9055
LOC492311	1.0055
KPNA2	0.685666666666667
MACROD1	-0.1567
TMCO3	0.0191666666666667
C15orf52	0.2665
BIRC5	-0.9492
PRR16	-0.211833333333333
