Hybridization REF	TCGA-B6-A0WT-01A-11R-A109-07
ARHGAP17	0.3609
KCNIP3	-0.47175
SFPQ	0.220625
GFRA4	0.155
AKR1B10	-2.7325
TIGD6	1.2035
RGS16	1.345375
URB1	-0.692666666666667
OR4C46	0.0525
TOP3B	-0.69125
NFATC4	0.6435
CA14	-2.52275
BMPR1A	-0.479333333333333
SNRP70	-0.47525
PRL	-0.530909090909091
C6orf130	-0.41475
STAG2	-0.56175
CD55	-0.439785714285714
RPS23	0.959166666666667
SSX2	-1.82333333333333
FDPSL2A	0.299
FBXO27	-0.028
SYNGR3	-1.62966666666667
TMSL3	0.5045
EML1	-0.1335
NUP93	0.162583333333333
SMAD3	-0.663
KIAA1189	1.15366666666667
HNRPUL2	0.1695
TBC1D12	0.5705
C16orf24	1.75575
MRVI1	2.14566666666667
ZNF581	-0.700833333333333
ELOVL3	-0.6025
OR51Q1	-0.04325
CACNB3	2.507
GALNT13	0.682125
C10orf84	-0.0466875
NEDD4	0.2659
SPO11	0.854
OR5AU1	-0.179
NEK4	0.109714285714286
PRKAR2A	-0.460666666666667
IHPK1	-0.1135
ATP6V0B	0.664125
CACNA1E	0.548
CEACAM8	0.316833333333333
PEX14	-0.256
FLJ12993	-1.7635
ZBTB38	0.0975
PCTK2	1.43266666666667
LRRC16	0.6057
FBLIM1	0.972333333333333
FYCO1	2.1945
RP5-1022P6.2	-0.146333333333333
CMTM1	0.8155
PLTP	-0.1285
RAPH1	1.10725
DOCK8	0.26475
EZH2	-1.33826666666667
SLC25A1	-0.183
PLEKHB1	-0.3149
GRB7	0.5973
ZFP37	0.293
MRPL33	-0.82275
PELO	-0.46725
ARMC1	-0.563
C9orf27	0.2305
FLJ25778	0.5645
C9orf37	-1.1585
TMEM66	0.8535
SPRN	0.468125
HBEGF	-0.226625
PI4KA	-0.1835
LEPRE1	0.51925
POU2AF1	-1.030625
MRPL12	-0.765166666666667
REP15	0.2245
ZC3H3	0.2935
RASAL1	-1.382
DDAH1	1.675
ACBD5	0.00599999999999999
TMC2	0.1435
CCDC137	-1.23875
SAMD13	1.1025
UGT2B15	-2.73933333333333
TIPARP	-0.20125
DNASE1L3	-0.216
TRIM72	0.6615
DBX2	-0.5055
IPO8	0.431
C21orf88	-0.7815
MAP3K14	0.21075
LOC51233	0.289833333333333
GGTLA4	0.5735
PDE6D	0.19475
ZNF117	0.3325
CLK2	-0.40425
NKRF	-1.0195
TNFSF15	-0.3791
DUSP2	-0.83875
SECISBP2	-0.0121
GABRR2	-1.0365
PPAP2C	-0.73525
LOC51145	0.501666666666667
PAG1	-0.536375
PIK3C3	0.02825
GNG10	-0.218
APOL4	1.98533333333333
ANKRD28	-0.075625
STMN3	-0.4773
RAB14	0.8916
CDK2AP2	-0.39325
HDDC3	0.012375
COMMD7	0.752
CXXC1	-0.478
HMCN1	1.40716666666667
CD40	0.3295
DYNC1LI2	0.19275
GDI1	0.0315
LOC646938	-0.31375
VSNL1	-0.992833333333333
PIH1D1	-0.114833333333333
RAET1G	-1.452
KRTAP5-9	-0.409
EFTUD2	-0.5045
ZNF311	1.45233333333333
ATP6V1G3	-0.1495
OR2W3	-0.68275
SCN4A	-0.01925
MED10	-1.097375
FAM135A	-0.8722
ARHGAP4	-1.01975
EHMT2	-0.454
UFD1L	-0.5985
ERMP1	0.98525
MAG1	-2.27416666666667
THAP8	0.714333333333333
HACE1	-0.526333333333333
FAM82C	0.333833333333333
C3orf20	1.073
UNC84A	-1.083
SCD5	-0.367428571428571
LASS6	2.058125
LSG1	0.0735833333333333
MAL	-5.3595
GPR22	-0.3325
WDR5B	0.78925
ACTRT1	0.7405
C17orf60	0.127
GRIN2C	1.1283
ARMC8	-0.828333333333333
SLC47A1	-2.12133333333333
DMPK	0.669
DHRS13	-1.2585
SMC1A	-0.859
KRTAP17-1	0.66775
SMYD5	-0.7165
TUSC2	0.104875
CRHR2	0.045
KIR3DL2	0.252
CCDC104	0.1605
ATP2C1	0.9565
CROT	0.56425
PABPC3	-0.864666666666667
EGR1	-1.3035
THSD1	0.6
KHK	-1.62175
SLC12A2	2.48375
CD58	-0.758
STOX2	-1.45466666666667
CCDC76	-0.6563
CCDC48	2.9525
DNAH1	0.229333333333333
ZIC4	-0.487
OR1G1	0.2285
PSMC6	-0.5115
PROKR1	0.403
ABCB1	-0.7625
TRAT1	-1.6815
LLGL1	-0.13
MTF1	0.177
USP54	0.9075
PAGE2B	-1.736
ITGB7	-4.11075
CCDC81	-0.382
LOC149837	1.094
SCUBE1	0.9075
ZSCAN10	0.144
HUWE1	-0.0185714285714286
CDH17	-0.21
CD180	0.632
IL17A	0.0065
TMPO	-0.835375
KIAA1524	-0.0801666666666667
HDGFRP3	0.346333333333333
OXCT1	-0.850636363636364
RRAS2	-1.26183333333333
LTBP2	2.0475
SV2B	-0.984333333333333
CYP2A6	0.35725
PKD1L2	-0.6425
PPM1M	0.22675
FLJ22662	1.32833333333333
ZNF502	1.17675
GP6	-0.52675
CRYBA2	0.45925
LEF1	-1.8564
CTPS	-1.39528571428571
EYA1	-3.2965
EPS8L1	1.57275
MAPK14	-0.0878333333333334
SERPINB2	-4.546
GTF2F2	-0.124666666666667
ZNHIT4	-0.341
PLA1A	-0.68225
C20orf114	4.01875
HPR	-4.2555
C18orf2	-2.4495
SATB2	-2.38775
KCNJ9	-1.09757142857143
MGC157906	0.5625
MOCS3	0.21325
C17orf71	-0.059
PPHLN1	-0.2602
HIST1H2BN	-0.498625
RAPGEF1	-0.393375
MAP3K8	0.86225
DLG4	-0.115833333333333
STC1	-0.888333333333333
CDGAP	1.3315
DDX26B	-1.24225
LOC150223	-1.001
CPSF3	-0.284833333333333
TMEM14A	0.57525
MYH3	-1.91125
GPKOW	0.09
SULT1A1	0.169666666666667
SPON1	4.5056
YY1AP1	1.11966666666667
RAB23	0.90625
PLA2G4A	-4.204
MAPRE3	0.097
ZNF516	1.07907142857143
GGPS1	0.96275
EXOC3L2	-0.109625
C19orf42	0.4236
MAP2K2	-0.488833333333333
HIST1H2BB	0.0725
RNF19B	0.8525
C6orf128	0.112833333333333
TLR8	1.7295
PCDHA9	1.537
CARS2	1.682625
CLUL1	1.85783333333333
RHAG	-4.25233333333333
UNK	-0.0635
EXOC8	0.9841
C9orf95	0.821
C14orf143	0.0588333333333334
MAML3	0.362
LDHA	-1.8115
MRPL20	0.31775
KLHDC6	0.0548333333333333
ATP5S	-0.896833333333333
C8orf55	-0.505
PHF19	-2.418125
KRTAP13-4	0.4795
TTC5	0.39125
XKR5	0.066
SILV	-4.47383333333333
TEX28	-0.031
TCTN1	1.66325
CX40.1	-0.1555
PPP2R5C	-0.192
C12orf30	-0.616
CAPG	2.07575
MPZL1	0.87435
ARSB	-0.878166666666667
TDH	-2.5855
WASF4	-0.12275
TSSK3	-0.275833333333333
7A5	1.1035
CRISPLD1	1.249625
MAD1L1	-0.281833333333333
SPIN4	-0.753333333333333
AMPD1	2.14675
DPYSL5	0.261
INPP1	-0.518166666666667
ANKRD11	-1.44661111111111
NPAS4	0.08525
GCET2	0.105
RNASE9	0.187
GUCY2D	0.945166666666667
CCDC98	0.85175
FGF4	-0.219125
CPM	-1.608
SLC26A4	-1.49516666666667
PLD5	0.15025
FAM59A	0.5277
FBXO5	-2.36988888888889
SIPA1L1	0.178375
DPYS	0.14525
ATG4D	-0.225
TGM3	2.2855
MTCH1	-0.0235
HK1	0.114214285714286
CDC26	-0.491
GALNT12	-3.5275
LOC339229	0.13725
MRPL35	-0.243625
ORC4L	0.26725
TNKS	-0.0608571428571428
C2orf24	0.0461666666666667
ZNF553	0.904666666666667
GGTLA1	2.6981
ZNF497	0.29775
CDY1B	0.0415
SLC30A4	0.664125
TUB	-0.488
ARHGEF18	0.057
ARRB1	0.461
KCNK1	1.958625
EREG	-2.9022
SCAMP5	0.52225
RUNDC3B	1.13775
ADAMTS20	0.08475
IL17RB	2.1725
FLJ20323	-0.179
MCAM	-0.171375
POLR3E	-1.53716666666667
AQR	0.425
IPMK	-0.214
CDCA7	-5.397375
CAMP	2.1695
GRHL3	-0.09325
ADAMTSL2	1.09983333333333
CLMN	2.24416666666667
SSTR3	0.322
MAGEA5	-2.56016666666667
OVOL2	3.7045
JMJD1B	0.716
RBL2	0.8632
PYGO2	1.062
PPP1R10	0.168166666666667
CSE1L	-0.646666666666667
LCA5	1.3235
RDH16	0.02225
ASRGL1	-1.543125
TOM1	0.764
PTX3	-6.13225
TTC15	0.9615
SCGB3A1	1.8125
MRPL50	-0.806
RCAN3	0.469875
SLC26A11	0.5055
STYX	-0.168833333333333
CINP	0.169
MARCH7	0.644
PFKM	-0.734833333333333
SGMS1	-0.621333333333333
RIOK3	0.4375
C1orf110	1.415
CES7	0.01675
LOC440248	-1.20725
PPP1R12C	-0.21625
C10orf27	1.4665
ATG9A	-0.5365
MRPS26	0.55175
TMEM40	1.435
ELP3	-0.5509
ZNF787	-0.0475
HIAT1	0.377
C8orf34	1.184
MGC4655	0.074
PELI1	0.990333333333333
PPT1	0.5734
SLC35C2	-0.284166666666667
C6orf125	0.451
MUC4	-1.53466666666667
RFC4	-1.69014285714286
GNB2	0.495
NUP50	0.2515
SULT4A1	0.652166666666667
C7	0.94675
CCDC130	0.247166666666667
ARRDC4	0.20325
RQCD1	-0.60575
GLYCTK	-1.44
AYTL2	-0.411818181818182
MTUS1	0.3356
LEMD3	0.417666666666667
PLEKHF2	1.16475
HOXA7	-0.541875
GTF3C2	-0.575
DYNLRB2	3.29875
CNOT10	0.12925
MR1	0.955333333333333
FFAR1	-0.23125
PRIC285	0.09125
SLITRK6	4.3245
LIX1	-2.0618
UBE1L2	0.177
F8	0.96
ACHE	0.2525
KPNA5	0.9715
TNFRSF12A	-0.474333333333333
EGR3	-0.051
SERPIND1	-3.803
OASL	1.43675
IFRD1	-1.612125
WDFY1	0.632333333333333
ZNF267	0.70175
ACCN5	1.2905
ZBTB6	-0.07225
PPP1R3A	-0.3355
PRRT3	1.95
FBXL19	-0.248
TXNIP	0.1825
ACTN2	-1.22475
ATG9B	-0.079
C9orf117	0.603375
IL27	-0.4015
RPL36AL	-0.349833333333333
KLK15	0.04175
CHAD	2.5595
RAP2B	-0.3358
HEBP2	0.24425
ZNF342	0.2
CAMK2G	-0.0271666666666667
TLR3	1.1215
FGF14	0.9675
HMGB2	-1.2205
TRPM5	-0.1205
OR5M11	0.2175
KIF3B	0.478684210526316
PRICKLE2	1.83125
MTMR9	-0.484625
C3orf27	0.199
GLRA3	2.35583333333333
NSDHL	0.134333333333333
TMEM32	-0.3325
POLR2D	-1.24825
MYADML	0.1595
C9orf114	-0.8025
MRGPRX1	0.133
TOPORS	0.46675
CLDN19	-0.29075
C1QL4	-0.1185
RNF165	0.1045
DHRS9	0.17425
DNAH2	1.17616666666667
FXR1	-0.2815
ZMYM3	-0.447375
CASP3	0.174166666666667
FAM120C	-0.683
SCLY	-0.935
CA7	-0.113
ENTPD5	0.4085
ZNF461	0.16225
PDIA5	0.20425
C1orf19	0.194166666666667
TMEM67	0.211
KCTD20	-0.16675
WDR47	0.8275
FLJ38723	-0.0585
KLRF1	0.3575
TAS2R16	-0.247
CLDN12	0.14575
PRKCE	0.244
UBXD4	-0.641
ITGAM	1.98533333333333
GLT8D3	-0.968125
WDR31	1.8564
RGS2	-0.9435
OR51L1	0.109
MST1R	0.973
KIAA1737	1.20475
OR4A5	-0.1655
GLIS1	0.0263333333333333
PTMA	0.439142857142857
NAPA	1.07025
PRDM11	0.8735
LIPF	1.2085
DIRAS3	1.79775
ASGR2	-4.28975
C1QTNF4	1.74275
PIK3R4	0.787833333333333
ARMC3	4.64175
NDUFV3	0.0210833333333333
BTBD3	0.0956666666666667
PPP1R2	0.286333333333333
UBE2NL	-0.31475
FOSL2	0.746142857142857
FAM119A	-1.479
TUBA4A	-0.5347
KRTAP12-1	0.22125
SFRS2	0.00499999999999999
RHPN1	0.1791
EEF2	-0.261833333333333
ZDHHC11	1.04583333333333
EPHA3	-0.9092
RBM12	-0.1885
H2AFJ	1.75233333333333
EDIL3	2.928
KIF26A	-1.366
SERGEF	-0.0385
B3GALT4	3.24475
LOC90925	2.847
OSCAR	-0.297125
NPFF	-0.26675
DEDD	0.50275
TMEM155	-0.5515
PTPN1	-0.39225
SCYL2	0.264
SKAP1	0.87825
LEAP2	-2.85616666666667
GADD45G	1.8366
IFITM3	1.202375
PILRB	-1.2185
SLU7	0.2065625
DSC3	0.247
DNMT3L	-1.60325
PAPD5	0.396
B3GNT3	-1.7025
LHCGR	0.307
MSL-1	0.32
UBE2S	-1.931875
SAP130	0.0855
ANAPC11	0.22875
MAGED4B	-0.184
ATP6V1B2	-0.287833333333333
C14orf179	1.217125
CAPZA1	0.0075
CDYL2	0.3345
GLRX3	-1.0835
LOC136288	-0.2905
MOBKL1A	-0.3055
HTR2B	2.09375
CRYGD	-0.206166666666667
NUS1	-0.569666666666667
PGRMC1	0.2585
MYOM2	-1.943
FLJ39653	-0.249666666666667
CHM	0.2883
OR5M8	0.1245
ZNF619	0.108
FAM105A	0.6145
CCNL1	-0.9905
NAP1L3	0.418
C10orf57	2.587
B3GALNT1	1.12283333333333
CSN1S2A	0.6085
TCP10L	1.4695
GDAP2	0.001125
DMKN	0.733666666666667
COX6B1	0.40275
DNASE2	0.7325
MSH5	-1.37575
LGMN	-0.046375
USP31	0.2257
OR13C8	0.9165
SDCBP	-0.215
NUDT11	-2.11366666666667
PYGL	-1.60166666666667
SNPH	-0.503833333333333
B3GNT4	-1.304
MIZF	-0.9549
NUBPL	0.138
NOD1	-0.1195
CDH22	0.754625
NUBP1	0.283
DSCAM	-4.4395
DGKI	1.517
FAM136A	-0.95075
AKAP1	-0.340333333333333
SLC16A6	-1.25225
RIN3	-0.394
PSG2	-0.2655
DIP2B	0.152166666666667
PSORS1C1	0.0299
KIAA0495	0.0465
FLJ90709	-0.427666666666667
LPA	-0.163333333333333
PIGA	0.0688333333333333
LY75	1.23316666666667
UTS2	-6.33466666666667
RREB1	0.304625
GALNACT-2	0.8787
MGC3196	-0.36325
FLJ31568	0.44925
LPHN1	0.72025
SP1	0.32875
TOX4	0.587333333333333
HSPA9	-0.0585
APOBEC1	-0.2925
SLC35E4	-0.60425
LSM5	-1.3065
SURF1	0.50725
ZBTB1	0.0903333333333333
GTF2F1	-0.205125
RPS15A	-0.202642857142857
DUSP21	-0.650666666666667
GINS4	-2.59233333333333
MYO15A	1.59816666666667
GIMAP7	2.2565
MGC13379	1.06675
ATP6V1E2	-0.891333333333333
UTP3	-0.194
HNRPA3	-0.393
MT4	0.394
C14orf155	0.03475
U1SNRNPBP	0.03475
CKLF	-0.722333333333333
PLEKHN1	-0.2405
MBNL1	-0.346416666666667
NUP160	-0.01925
ACSM2A	-1.654
LOC129881	0.55975
KIAA1529	0.494
FLJ22639	-1.9165
HAND1	-1.594
GSX1	0.207
FGA	-4.02275
SERPINB1	0.5185
ZNF642	0.84
IGFBP1	-8.81
SLC1A1	1.3745
DHX57	-0.179375
ZNF766	0.473
PTPN21	0.5366
GDPD3	-0.919
PNPLA5	-0.033
TBR1	0.484333333333333
FAM116A	-0.0695
IQGAP1	1.501375
FOS	-1.518375
ZNF226	0.26825
FIGNL1	-0.7785
C14orf1	0.637
ZMYND17	0.379
PUS7	-1.07816666666667
TUBB6	-0.808125
KCNQ2	-1.61625
MARCH6	0.166083333333333
CCDC33	0.253
PRODH	1.80275
RBM11	1.858
EPHA6	0.115285714285714
SLC43A1	-0.1535
LOC196541	0.320625
NTN1	1.26125
ING4	1.27975
PCDHB10	0.61875
DPH2	-0.479333333333333
SPACA4	0.10825
FBXL21	-4.822
DIAPH1	-0.856833333333333
ZNF71	0.6195
CEP76	0.196
CORO1A	-1.401
RRM2	-2.06875
EDG4	1.059
OS9	0.2835
SLC4A1AP	-0.50775
COG5	0.286
COPS8	-0.2215
NGLY1	-0.51675
NCBP2	-0.688
C17orf42	-0.384333333333333
GPSM3	0.44675
SIL1	1.08566666666667
ASB6	-0.386
SMAD5OS	-0.1425
UNC93A	-3.399625
A1BG	0.495
C21orf62	-0.16825
FMO5	1.39625
ATRIP	0.7015
CEBPG	-0.213166666666667
C7orf38	0.884833333333333
TNFRSF1B	-0.0948333333333333
CLEC1A	1.49033333333333
IQSEC1	0.23825
PATZ1	1.3855
RBM22	0.515375
BAG2	-1.957
PAQR5	-1.886
C9orf127	0.4203
THNSL1	0.4335
SHROOM3	1.8426
JAM2	0.58875
SNRPN	-1.29475
ALX4	0.002
CACNA1S	0.0225
FAM130A1	1.4615
CORIN	4.1085
CD300LB	0.7015
PLEKHG6	0.8075
LRRC40	-0.6525
PCLKC	-1.41
PCDHB16	0.0483333333333333
WNT2B	0.646166666666667
ASNS	-2.10244444444444
MRPL49	0.201875
FLJ46111	-0.884
ISG20	1.274
SMU1	0.506833333333333
CASZ1	0.204
POLR1D	-0.14725
GIN1	-0.4305
SNAG1	0.594166666666667
ANKRD29	-0.7805
CDKN2AIP	-0.18825
KRR1	-0.04175
CXCL1	-4.167
EPM2A	0.1019
PC	-0.53
DEFB127	0.121
PDZRN4	2.17583333333333
FAH	0.279125
OR51E1	1.511
CDC2L6	0.209
DNTTIP1	-0.035
PAX8	0.55925
TMEM116	0.848
C1orf150	-0.2055
PRO2012	0.482
MRPL40	-0.0888333333333333
BEX1	1.1268
SLC2A4	-0.704166666666667
PKMYT1	-0.682
FEZF2	-1.2725
SLC26A9	-1.2875
MAP2	0.198272727272727
LYL1	-1.55625
SLC25A19	-1.0195
NOS3	-0.428
ZNF34	0.7015
TMPRSS11F	0.55225
FAM43A	-0.763
FCRL4	0.524
KLF14	-0.21225
FLRT2	0.104
WRN	-1.912
SDF2	0.9027
KRT8P12	-0.57825
C6orf195	0.419
C9orf125	-2.2135
DZIP3	0.187125
RIT1	0.186166666666667
SCML1	-3.29066666666667
RHBDF2	0.106
OR2G3	1.4365
REXO1L1	-0.3935
MAP3K7IP3	-0.276
C3orf57	-5.232
FBXW11	-0.4475
ETAA1	-0.43275
C14orf131	0.2107
AKT1S1	-0.40475
SLC12A5	-1.227125
C9orf164	1.134
NRIP3	0.876125
NOS1AP	0.92525
TMEM121	1.591
SAP30BP	-0.1291
DGCR6	0.715
WDR76	-0.72625
FAM82B	-0.304166666666667
LOC606495	0.204
MAP9	0.918666666666667
BCDIN3D	0.72625
CXorf36	2.497
DSCR3	-0.0088
ZFAND3	0.110375
C7orf43	-0.1945
SPSB3	0.9262
C19orf19	0.2635
FAM133A	-1.789125
C12orf25	0.20825
SLC39A3	-0.379125
DISP2	0.99325
PI4KAP2	-1.579
MKRN3	-1.3205
ADAMTS13	-0.135
CBLN3	0.3763
TTYH1	-1.061
C3orf18	1.0525
FLJ13236	-0.0665
ZMYND12	3.77375
C18orf25	0.299125
GLB1L3	-0.7715
ATP13A5	0.9645
RANBP10	0.51
CD96	-1.9007
DENND1C	-0.69525
RBMS3	0.7114
SLC41A3	-0.225166666666667
DGCR6L	0.5955
TMEM128	0.397
CSNK1G3	0.423642857142857
MOBKL2C	0.844375
TSPAN6	0.371625
MATN2	-1.2283
MSL2L1	-0.4805
ST6GALNAC2	1.67166666666667
FGFBP2	-0.786
FGL1	-7.11566666666667
MPP3	0.559666666666667
ARHGEF6	1.04883333333333
TGFBR2	0.41575
ACMSD	2.86
IL33	1.13875
C9orf5	-0.23575
DEAF1	0.1007
AMN	-0.261
DEFA6	0.31075
RNF212	0.1145
METT5D1	0.516
CIB1	1.0888
TSSK1B	-0.1105
KIAA1727	1.74275
ZNF680	0.933083333333333
LOC399900	-1.1605
LOC152217	-0.23775
CTNNAL1	-3.9495
CIT	-1.92508333333333
TLE6	1.14
ZNF607	-0.51075
HERC4	-0.688166666666667
DRAP1	-0.404
PEMT	-0.027
C10orf111	0.173
ZNF575	0.91375
KCTD7	-0.28075
MYO1F	0.371125
LOC285382	0.973
RAB11A	0.9963
PLCD3	-0.6985
C15orf28	0.30075
PTBP2	-0.290625
CTB-1048E9.5	0.16
C19orf60	-0.356666666666667
C7orf25	0.185666666666667
SETD7	0.680625
HOXB9	-4.6675
VANGL1	-0.267125
CHAF1B	-1.448
NDUFA3	0.83325
KIAA1328	0.305666666666667
SHARPIN	0.08325
TTC23	-0.089875
UGP2	0.320833333333333
ANKIB1	0.3003
CIRBP	1.27185714285714
SEC14L4	-2.83166666666667
OVCH1	0.0431666666666667
VPS52	0.58175
FAT	0.033125
M6PRBP1	0.073
GPRIN3	1.052
PPM1F	-1.222
TSR1	-0.30175
CCDC85A	3.041
PCSK5	2.23175
ZFHX3	0.9275
HEMK1	-0.4348
PGBD2	0.03475
RSRC2	-0.130833333333333
AURKC	-0.339333333333333
SCRIB	0.333
ORM2	-3.7725
FAM115A	-0.2961
FZD6	0.5245
UNC119	-0.264333333333333
GPX3	-1.1185
NOV	-0.994125
CABC1	-0.3515
CDC42SE2	0.0939375
EIF2S2	-0.4669
RNF130	0.548875
CKAP5	-0.249666666666667
RP11-413M3.2	0.444875
C10orf18	0.0683
TMEM93	-0.294
DYX1C1	2.06175
KCNMB2	-1.040875
ANK3	0.532083333333333
KRT5	-0.6013
CDH12	-1.356625
QRSL1	0.3675
JUB	-1.59975
SHC4	-0.36125
CCL15	0.241166666666667
CCDC22	0.17925
SNX24	0.50375
RARS	-0.0625
MORC2	0.195875
FAM48A	0.59225
MT1H	0.1305
PPP1R14C	-2.0485
FOXD1	-3.04457142857143
C1orf213	-1.613
AMT	-1.0365
DSN1	-1.25725
PTPLAD2	1.7425
DIS3L	0.26575
RASL11A	2.33925
GPRC5B	-0.01375
FRMD7	0.973
STRN4	0.6025
KITLG	2.76640909090909
HDGF	-0.96725
OR1S1	0.283
SETX	-0.3115
DDR2	1.199375
KCTD12	1.559
LYZL2	0.559
WDR52	-0.0535
TMEM2	0.50975
ZNF579	0.450166666666667
LOC200810	0.76325
TNFSF9	-2.33825
PPFIA4	-2.499
CNIH3	0.00516666666666666
MAP4K4	-0.660214285714286
ROD1	0.458571428571429
ALS2CR12	0.866833333333333
DOCK3	-1.11183333333333
PAQR9	-3.794
ASB17	0.190833333333333
STX16	-1.49075
FEZ2	-0.048
DLAT	-1.0825
KIF21B	-1.4015
CDC5L	-0.39475
TMEM119	1.67566666666667
CRIP3	-1.07825
TPSD1	0.8055
TEPP	-0.11125
GNGT2	0.75875
C21orf121	0.67925
WNK1	0.0566666666666667
FLJ10490	0.558
OR51B5	-2.394
LOC203547	-0.973375
HAS1	0.048
PPA1	-1.14966666666667
ST7	0.186375
C11orf46	0.5156
POPDC3	-3.84783333333333
ACOX2	2.51483333333333
ATCAY	-0.498416666666667
TM4SF19	-1.59175
MFSD9	-0.472333333333333
PDHB	0.1785
ERN1	-0.28225
LCE3C	-0.096
GPR111	0.584
NOTCH3	1.56033333333333
ADAMTS5	1.2195
B3GALT1	-0.41625
UGCGL1	0.0505
FAM58A	0.00633333333333333
FBXO32	0.7625
CLPP	-0.1845
NXPH1	4.833
MTMR3	1.30366666666667
ATP1B3	-1.142375
TMEM16A	3.609375
HIST1H3F	-0.096
TRIM25	-0.4035
SDCBP2	0.7875
CRKL	-0.61725
HOXB2	0.032
ANP32B	-0.82875
GATM	4.443
AP4E1	0.028625
EDG5	0.23925
CDKN3	-2.4385
CDH4	-2.489
PGD	-0.101
RND1	1.07
GAD1	-3.4435
MPG	0.663125
LOC440350	-0.2795
ZNF133	-0.467
SERPINB12	-0.6895
AMELY	-0.0781666666666667
DHX36	-0.24825
TNFAIP8L2	2.526
PHTF2	0.0422222222222222
CCDC112	-0.58
IQCC	0.09175
HEYL	2.73233333333333
FTSJ2	-0.503333333333333
APPL1	0.075625
RAB43	0.446571428571429
OR10G2	0.256
WAC	0.172166666666667
ADCY9	0.30975
RUNDC2B	0.180666666666667
PYCRL	0.2834
AGPAT7	-1.17316666666667
SLC22A9	-0.765166666666667
CDKAL1	0.8875
PDYN	-0.213166666666667
C20orf74	-0.52325
MTMR11	0.99375
VAV3	3.543
DAPL1	3.71375
STXBP3	0.2795
EIF3G	0.2305
ARHGAP22	-0.97475
NPFFR1	0.4255
NPC1	-0.436166666666667
ALDH9A1	1.28216666666667
ZNF600	0.656625
ZNF678	0.629833333333333
RASSF1	-0.0528333333333333
ADD2	-2.836625
PITPNB	-0.03875
PKD2L2	-0.390875
LRP11	-0.796
CDKL1	-0.4345
SMEK2	0.699
PRODH2	-3.6195
C11orf54	-0.778666666666667
SFRS11	-0.252333333333333
IL7	-0.1905
ALS2CR16	0.53375
BTG3	-1.51666666666667
PAK2	-0.670333333333333
RP11-679B17.1	-0.2675
GATA4	-1.69266666666667
ATP2B1	-0.572
LOC130940	-0.0215
C1orf172	2.7675
ATF7IP2	-0.38425
SLC25A43	-0.0145
CENTG3	-0.133916666666667
IGF2BP1	-4.258
FCHSD1	0.202
CAMK2N2	0.6125
ELAVL3	0.0932
NBPF15	-0.3115
UBE2J2	-0.38475
GNL2	-0.581
PRR3	-0.284
NLF2	0.24475
OR4F6	0.057
KLHL24	0.970666666666667
CCDC88A	-1.996
SGPP1	-1.46916666666667
C10orf11	-0.835166666666667
SLC35B4	-1.35616666666667
UGT3A2	-1.3715
ARNT2	3.0305
CBR1	-1.1975
ITPR3	-0.2585
TRAPPC6B	-0.5522
AMZ1	3.1035
ARP11	1.25775
WDSUB1	0.16825
APBA1	0.304833333333333
RAB2A	0.8803
C6orf162	-0.53525
HPSE2	0.12975
PLCE1	-0.972
INSL3	0.14425
DLG1	-0.4175
PTPLA	-1.95325
PIGX	-0.036
TFIP11	0.666833333333333
FIBIN	3.241
POLR2G	0.0565
GRAP2	-1.7454
DNAJB8	0.2235
CNBP	0.458833333333333
WASF1	-2.1695
INPP5E	-1.3582
HSPB1	1.27975
TMEM167	-0.479
CUBN	0.55525
IGF1	2.124375
ITPK1	0.5045
NAALAD2	-1.432375
G3BP1	-0.3704
NT5DC1	1.11925
CYP39A1	-0.932
TMEM139	1.7955
POLK	-0.2787
GLULD1	-1.591
RBM15	-0.676333333333333
AMZ2	-0.0035
GDF15	-2.75016666666667
MESDC2	-0.238
INCA	0.0095
ACY1L2	-3.826
GZMM	-1.22566666666667
PAIP1	0.2845
CACNA2D1	0.4435
STK32C	-1.28166666666667
SH3BP4	1.31683333333333
DEC1	-0.1695
PADI1	-0.1465
UBB	0.9404
PON3	2.50083333333333
PROP1	0.2415
ANKRD13B	-0.3025
ADCK1	0.20225
TCF25	-0.0254166666666667
SLC38A5	-2.3265
CXorf26	0.115166666666667
C19orf39	0.63325
PPP1R13B	0.202
ARL2	-0.674
TCL6	0.0666666666666667
TOP3A	-0.5645
SLC16A14	1.7005
FXYD6	1.16666666666667
HIST1H4E	-0.6615
BBC3	0.397368421052632
UNC5A	0.302666666666667
FAM86C	-0.0686
PI4KB	0.8245
B3GAT1	-4.06525
SUSD2	2.13883333333333
OAZ2	0.0163333333333333
NOC4L	-0.11375
C10orf12	-0.989
FADS1	-1.85283333333333
LOC144097	-0.79475
DKK2	1.923
KIAA1949	0.56625
RHOT1	0.2575
OXT	1.56016666666667
GPR153	0.2065
ARL4A	-0.932
SAAL1	-1.4905
CCDC64	-0.409
USE1	-0.129
HNMT	0.4525
PCGF3	0.432125
CYP2C19	0.08025
C20orf4	0.5035
CCDC11	0.78675
ACSBG2	0.0485
RWDD2A	-0.3695
PALLD	2.74175
CPLX4	0.578
LOC492311	1.31325
KPNA2	-1.42683333333333
MACROD1	-0.5863
TMCO3	0.577
C15orf52	0.742166666666667
BIRC5	-1.75926666666667
PRR16	0.557833333333333
FAM63B	0.157375
KATNB1	-0.231333333333333
WNT8B	-0.431
CPLX3	0.01275
GHR	2.130625
CCDC124	-0.66575
BCLAF1	-1.029
GOLGA3	0.454
CLEC4E	2.391
