Hybridization REF	TCGA-AQ-A04L-01B-21R-A10J-07
EPDR1	-1.6274
MUSK	0.2815
ZNF434	-0.198166666666667
SMARCD1	-0.883
ZFP106	0.015
ZNF347	-0.3397
GTF2E1	-0.07275
RY1	-0.580833333333333
ATAD2B	0.2505
ARHGAP17	-0.2755
KCNIP3	-1.4595
SFPQ	0.337375
GFRA4	0.766666666666667
AKR1B10	1.78625
TIGD6	0.417333333333333
RGS16	2.310375
URB1	-0.3885
OR4C46	0.097
TOP3B	-0.7045
NFATC4	0.396
CA14	-4.5495
BMPR1A	1.1875
SNRP70	-0.921
PRL	-0.22575
C6orf130	-1.1785
STAG2	0.08125
CD55	-0.162142857142857
RPS23	0.86
SSX2	-1.25283333333333
FDPSL2A	-0.73975
FBXO27	1.949375
SYNGR3	-1.756
TMSL3	0.31775
EML1	-1.779
NUP93	-0.707
SMAD3	-0.1903
KIAA1189	0.961833333333333
HNRPUL2	-0.0543333333333333
TBC1D12	0.404666666666667
C16orf24	0.29725
MRVI1	2.17183333333333
ZNF581	-0.327833333333333
ELOVL3	-0.555
OR51Q1	0.2165
CACNB3	0.338666666666667
GALNT13	-0.42425
C10orf84	2.2850625
NEDD4	-0.3019
SPO11	0.3855
OR5AU1	0.399
NEK4	0.247571428571429
PRKAR2A	0.0861666666666667
IHPK1	-0.301
ATP6V0B	0.622125
CACNA1E	1.6035
CEACAM8	-0.253166666666667
PEX14	0.695
FLJ12993	-0.9125
ZBTB38	-0.603583333333333
PCTK2	0.178666666666667
LRRC16	-0.5184
FBLIM1	0.558583333333333
FYCO1	0.305
RP5-1022P6.2	1.47041666666667
CMTM1	1.67766666666667
PLTP	0.0893333333333333
RAPH1	0.935
DOCK8	0.939625
EZH2	-2.446
SLC25A1	0.752
PLEKHB1	-0.9212
GRB7	1.0002
ZFP37	-0.499
MRPL33	-0.28025
PELO	-1.12825
ARMC1	0.2989
C9orf27	0.011125
FLJ25778	0.1725
C9orf37	-1.19766666666667
TMEM66	-0.58675
SPRN	-0.3455
HBEGF	0.376
PI4KA	-0.6165
LEPRE1	-0.44675
POU2AF1	-4.64575
MRPL12	-0.0798333333333333
REP15	-0.3775
ZC3H3	0.60975
RASAL1	-0.861
DDAH1	2.05475
ACBD5	-0.07425
TMC2	-0.0275
CCDC137	-0.4725
SAMD13	1.62133333333333
UGT2B15	-4.0335
TIPARP	0.0285
DNASE1L3	-1.359
TRIM72	0.017
DBX2	0.43525
IPO8	0.31175
C21orf88	0.0236
MAP3K14	1.22175
LOC51233	0.502666666666667
GGTLA4	3.387
PDE6D	-0.49475
ZNF117	1.02075
CLK2	-0.879
NKRF	-0.90225
TNFSF15	0.5365
DUSP2	0.34075
SECISBP2	-0.4112
GABRR2	-0.0865
PPAP2C	1.607
LOC51145	0.176833333333333
PAG1	-0.748875
PIK3C3	-0.54525
GNG10	-0.067
APOL4	0.214833333333333
ANKRD28	-1.0305
STMN3	-0.316
RAB14	0.8159
CDK2AP2	0.772
HDDC3	0.566625
COMMD7	1.3335
CXXC1	-0.7165
HMCN1	-0.253833333333333
CD40	-0.26725
DYNC1LI2	0.52775
GDI1	0.2375
LOC646938	0.20725
VSNL1	-2.16933333333333
PIH1D1	-0.876666666666667
RAET1G	1.432
KRTAP5-9	-0.0775
EFTUD2	-0.958
ZNF311	-0.9615
ATP6V1G3	0.08875
OR2W3	-1.06375
SCN4A	-0.18075
MED10	-1.032
FAM135A	-0.8638
ARHGAP4	-0.863
EHMT2	-0.85775
UFD1L	-0.2835
ERMP1	0.24775
MAG1	-2.39
THAP8	0.403166666666667
HACE1	-0.143333333333333
FAM82C	1.01616666666667
C3orf20	0.082
UNC84A	-0.678333333333333
SCD5	-0.324285714285714
LASS6	0.826875
LSG1	0.393333333333333
MAL	-5.24925
GPR22	-0.1255
WDR5B	1.346
ACTRT1	0.406
C17orf60	-0.224
GRIN2C	0.2694
ARMC8	-0.410416666666667
SLC47A1	-2.45033333333333
DMPK	-0.31925
DHRS13	0.175166666666667
SMC1A	-0.252
KRTAP17-1	0.2895
SMYD5	0.0045
TUSC2	0.069375
CRHR2	0.2675
KIR3DL2	-0.1085
CCDC104	-0.14575
ATP2C1	0.4115
CROT	3.48025
PABPC3	1.26866666666667
EGR1	-0.587833333333333
THSD1	0.4165
KHK	-1.5615
SLC12A2	0.6889375
CD58	-0.4455
STOX2	-0.718333333333333
CCDC76	-0.6036
CCDC48	5.047
DNAH1	0.294
ZIC4	-0.4195
OR1G1	0.1295
PSMC6	-0.9575
PROKR1	0.5085
ABCB1	-2.141125
TRAT1	-2.3995
LLGL1	0.13
MTF1	1.78225
USP54	1.5985
PAGE2B	-1.313
ITGB7	-3.51075
CCDC81	0.194
LOC149837	-0.158
SCUBE1	0.1495
ZSCAN10	1.3275
HUWE1	-0.0447857142857143
CDH17	0.456
CD180	0.0015
IL17A	-0.02175
TMPO	-2.067
KIAA1524	-1.529
HDGFRP3	0.548166666666667
OXCT1	-0.849181818181818
RRAS2	-0.0431666666666667
LTBP2	2.918125
SV2B	1.15633333333333
CYP2A6	0.012125
PKD1L2	-0.8805
PPM1M	0.20925
FLJ22662	1.56566666666667
ZNF502	0.78325
GP6	-0.689
CRYBA2	2.40025
LEF1	-2.7009
CTPS	-1.68585714285714
EYA1	-3.1815
EPS8L1	-0.167
MAPK14	-1.30008333333333
SERPINB2	-4.9945
GTF2F2	-1.791
ZNHIT4	0.402
PLA1A	-1.01575
C20orf114	-0.64975
HPR	-3.9045
C18orf2	-3.00616666666667
SATB2	-2.60975
KCNJ9	-0.00425
MGC157906	0.328
MOCS3	0.61875
C17orf71	-0.460833333333333
PPHLN1	-0.1743
HIST1H2BN	-1.156625
RAPGEF1	0.335625
MAP3K8	3.85375
DLG4	-0.216666666666667
STC1	-0.827166666666667
CDGAP	1.1
DDX26B	-0.79475
LOC150223	-1.34875
CPSF3	-1.09216666666667
TMEM14A	-0.33875
MYH3	-0.31525
GPKOW	-0.3
SULT1A1	0.328166666666667
SPON1	2.9233
YY1AP1	-0.283166666666667
RAB23	0.269
PLA2G4A	-5.027
MAPRE3	-0.408
ZNF516	-1.34707142857143
GGPS1	1.123
EXOC3L2	0.1325
C19orf42	0.4679
MAP2K2	0.666666666666667
HIST1H2BB	-0.269
RNF19B	0.705
C6orf128	-0.269333333333333
TLR8	1.479
PCDHA9	-0.964
CARS2	0.245
CLUL1	1.2925
RHAG	-3.5
UNK	-0.587
EXOC8	0.1231
C9orf95	0.2835
C14orf143	-0.8945
MAML3	0.51475
LDHA	-0.219
MRPL20	0.917375
KLHDC6	0.109833333333333
ATP5S	0.111166666666667
C8orf55	1.20725
PHF19	-1.143625
KRTAP13-4	0.4245
TTC5	-0.7975
XKR5	-0.142
SILV	-4.29716666666667
TEX28	0.0755
TCTN1	0.91125
CX40.1	0.149
PPP2R5C	-0.591375
C12orf30	-0.9945
CAPG	1.558
MPZL1	1.37395
ARSB	-1.1005
TDH	-2.1655
WASF4	0.49225
TSSK3	0.058
7A5	-0.6875
CRISPLD1	-0.86025
MAD1L1	-0.713833333333333
SPIN4	-0.729333333333333
AMPD1	-1.525
DPYSL5	-0.28
INPP1	-0.963
ANKRD11	-0.243055555555556
NPAS4	-0.04475
GCET2	-0.3217
RNASE9	0.074
GUCY2D	0.174666666666667
CCDC98	-0.43125
FGF4	-0.5485
CPM	-0.514833333333333
SLC26A4	-0.187666666666667
PLD5	-0.024
FAM59A	0.1632
FBXO5	-2.77033333333333
SIPA1L1	-0.366125
DPYS	1.94575
ATG4D	-0.47225
TGM3	2.396
MTCH1	-1.068
HK1	0.379428571428571
CDC26	0.02475
GALNT12	-3.46766666666667
LOC339229	0.20125
MRPL35	-0.578625
ORC4L	-0.11975
TNKS	-1.0525
C2orf24	0.611666666666667
ZNF553	-0.0443333333333333
GGTLA1	3.2622
ZNF497	-0.5755
CDY1B	-0.41675
SLC30A4	0.96925
TUB	-0.70675
ARHGEF18	0.3525
ARRB1	0.576
KCNK1	1.05875
EREG	-3.1022
SCAMP5	1.594
RUNDC3B	-0.2295
ADAMTS20	-0.20025
IL17RB	-0.29325
FLJ20323	-1.0475
MCAM	0.526
POLR3E	-1.14525
AQR	0.655333333333333
IPMK	0.085
CDCA7	-4.60275
CAMP	6.16325
GRHL3	-1.47625
ADAMTSL2	1.26683333333333
CLMN	0.836166666666667
SSTR3	0.4785
MAGEA5	-2.45916666666667
OVOL2	3.752
JMJD1B	-0.87525
RBL2	0.3133
PYGO2	0.428
PPP1R10	0.985
CSE1L	-0.641333333333333
LCA5	0.53675
RDH16	0.82325
ASRGL1	-3.15475
TOM1	1.2745
PTX3	-7.121
TTC15	0.64525
SCGB3A1	0.959166666666667
MRPL50	-1.577
RCAN3	1.029375
SLC26A11	1.1285
STYX	-0.443333333333333
CINP	-1.004
MARCH7	-0.846
PFKM	-1.13616666666667
SGMS1	0.418333333333333
RIOK3	0.4097
C1orf110	0.0365
CES7	0.1205
LOC440248	-0.9985
PPP1R12C	-0.39625
C10orf27	0.926
ATG9A	-0.103
MRPS26	0.635375
TMEM40	-0.7945
ELP3	-1.7177
ZNF787	0.824
HIAT1	0.253
C8orf34	0.901
MGC4655	1.2295
PELI1	0.6775
PPT1	0.5859
SLC35C2	0.2825
C6orf125	-0.98625
MUC4	1.469
RFC4	-2.05842857142857
GNB2	0.131833333333333
NUP50	-0.121142857142857
SULT4A1	2.06066666666667
C7	0.1185
CCDC130	0.580666666666667
ARRDC4	-0.93275
RQCD1	-0.27725
GLYCTK	-1.14275
AYTL2	-0.997272727272727
MTUS1	0.3361
LEMD3	0.0133333333333333
PLEKHF2	1.04475
HOXA7	3.566875
GTF3C2	-0.289
DYNLRB2	3.6475
CNOT10	-1.0295
MR1	-0.6815
FFAR1	0.41675
PRIC285	0.40875
SLITRK6	3.914
LIX1	-1.4023
UBE1L2	1.02966666666667
F8	0.990875
ACHE	-0.110333333333333
KPNA5	0.18725
TNFRSF12A	-0.5815
EGR3	1.0875
SERPIND1	-2.95466666666667
OASL	0.543
IFRD1	-1.54425
WDFY1	0.462333333333333
ZNF267	-0.236875
ACCN5	-0.036
ZBTB6	0.3915
PPP1R3A	0.079
PRRT3	1.41675
FBXL19	-0.5115
TXNIP	-0.987
ACTN2	2.09225
ATG9B	-0.35025
C9orf117	0.599
IL27	0.4125
RPL36AL	-0.193666666666667
KLK15	0.23975
CHAD	3.495
RAP2B	-0.2036
HEBP2	2.318
ZNF342	0.528
CAMK2G	0.866166666666667
TLR3	0.248
FGF14	-0.18025
HMGB2	-1.536875
TRPM5	0.0566666666666667
OR5M11	0.245
KIF3B	1.26657894736842
PRICKLE2	0.894
MTMR9	-1.16875
C3orf27	0.3275
GLRA3	-1.86466666666667
NSDHL	0.11
TMEM32	-0.193
POLR2D	-0.898666666666667
MYADML	0.6945
C9orf114	0.0985
MRGPRX1	0.2525
TOPORS	-0.02275
CLDN19	-1.1085
C1QL4	-0.168
RNF165	0.668
DHRS9	-1.80025
DNAH2	-0.184666666666667
FXR1	-0.892666666666667
ZMYM3	-0.817875
CASP3	0.0926666666666667
FAM120C	-0.2085
SCLY	-1.74375
CA7	-0.129
ENTPD5	0.0653333333333333
ZNF461	0.100375
PDIA5	-0.16925
C1orf19	-0.437333333333333
TMEM67	0.724
KCTD20	-1.07425
WDR47	0.197
FLJ38723	0.2895
KLRF1	-0.6345
TAS2R16	0.4785
CLDN12	1.59675
PRKCE	-1.12625
UBXD4	-0.74325
ITGAM	2.25916666666667
GLT8D3	-0.949625
WDR31	2.2021
RGS2	-0.12575
OR51L1	0.4575
MST1R	1.97175
KIAA1737	0.47525
OR4A5	0.445
GLIS1	-1.7575
PTMA	0.124071428571429
NAPA	0.6655
PRDM11	-0.20675
LIPF	0.0805
DIRAS3	-0.2295
ASGR2	-4.16
C1QTNF4	0.2295
PIK3R4	-0.1405
ARMC3	0.361
NDUFV3	-0.780083333333333
BTBD3	-0.657
PPP1R2	0.419416666666667
UBE2NL	-0.64225
FOSL2	1.61957142857143
FAM119A	-0.294333333333333
TUBA4A	0.0234
KRTAP12-1	0.14925
SFRS2	-0.7025
RHPN1	0.2053
EEF2	1.22583333333333
ZDHHC11	0.570166666666667
EPHA3	-1.5879
RBM12	0.118
H2AFJ	0.4505
EDIL3	3.1255
KIF26A	-1.95275
SERGEF	-0.021
B3GALT4	0.62675
LOC90925	0.1535
OSCAR	0.871875
NPFF	-0.0195
DEDD	0.052
TMEM155	-0.29225
PTPN1	0.28075
SCYL2	0.0298333333333333
SKAP1	-1.12925
LEAP2	-3.11366666666667
GADD45G	1.0349
IFITM3	0.28375
PILRB	0.0291666666666667
SLU7	-0.5161875
DSC3	-0.39975
DNMT3L	-1.47175
PAPD5	0.238625
B3GNT3	-0.071
LHCGR	0.4635
MSL-1	-0.001
UBE2S	-1.91275
SAP130	-0.7285
ANAPC11	0.15475
MAGED4B	-1.934
ATP6V1B2	-0.773333333333333
C14orf179	0.918125
CAPZA1	-0.401
CDYL2	0.00333333333333333
GLRX3	-1.13633333333333
LOC136288	-0.06925
MOBKL1A	0.9125
HTR2B	2.5415
CRYGD	-0.0878333333333333
NUS1	-0.471333333333333
PGRMC1	1.379
MYOM2	-1.0185
FLJ39653	-0.952333333333333
CHM	0.0826
OR5M8	0.255
ZNF619	-0.5225
FAM105A	-0.4185
CCNL1	-0.53975
NAP1L3	-0.16
C10orf57	4.252
B3GALNT1	0.545166666666667
CSN1S2A	0.1615
TCP10L	0.44875
GDAP2	0.583625
DMKN	-0.0468333333333333
COX6B1	0.2255
DNASE2	1.47983333333333
MSH5	-2.3695
LGMN	-0.052875
USP31	-0.5282
OR13C8	0.8605
SDCBP	-0.6797
NUDT11	-2.40566666666667
PYGL	-2.4115
SNPH	3.34833333333333
B3GNT4	-0.8815
MIZF	-0.5815
NUBPL	-0.2205
NOD1	2.83133333333333
CDH22	-0.375125
NUBP1	0.339833333333333
DSCAM	-3.711
DGKI	0.314
FAM136A	-0.84375
AKAP1	1.22333333333333
SLC16A6	-1.21375
RIN3	0.225
PSG2	-0.339
DIP2B	-0.403166666666667
PSORS1C1	1.5251
KIAA0495	0.217
FLJ90709	-1.5025
LPA	-0.240166666666667
PIGA	0.0648333333333333
LY75	0.402333333333333
UTS2	-6.5575
RREB1	0.644875
GALNACT-2	0.7205
MGC3196	-0.0535
FLJ31568	0.0985
LPHN1	0.639625
SP1	0.643375
TOX4	-0.0443333333333333
HSPA9	-0.7108
APOBEC1	0.05
SLC35E4	-0.90325
LSM5	1.95375
SURF1	0.63825
ZBTB1	0.0713333333333334
GTF2F1	0.83625
RPS15A	0.104285714285714
DUSP21	-0.201166666666667
GINS4	-2.36233333333333
MYO15A	0.2145
GIMAP7	2.04375
MGC13379	1.424
ATP6V1E2	-1.11983333333333
UTP3	1.0725
HNRPA3	-1.59975
MT4	-0.153
C14orf155	0.1935
U1SNRNPBP	0.3215
CKLF	-0.365833333333333
PLEKHN1	0.170166666666667
MBNL1	-0.169833333333333
NUP160	-0.87325
ACSM2A	-1.41375
LOC129881	-0.0705
KIAA1529	-1.47225
FLJ22639	-1.15725
HAND1	-1.341
GSX1	0.2215
FGA	-3.7624375
SERPINB1	0.11
ZNF642	-0.11975
IGFBP1	-8.017125
SLC1A1	1.962375
DHX57	-0.173375
ZNF766	0.614
PTPN21	-0.3241
GDPD3	-2.172
PNPLA5	0.393
TBR1	-0.0211666666666667
FAM116A	-0.2665
IQGAP1	0.9485
FOS	-0.240125
ZNF226	-0.750125
FIGNL1	1.70083333333333
C14orf1	0.1325
ZMYND17	-0.218
PUS7	-0.6625
TUBB6	-0.925625
KCNQ2	-1.17825
MARCH6	0.116083333333333
CCDC33	0.6725
PRODH	0.294
RBM11	0.976
EPHA6	-0.235125
SLC43A1	-1.7925
LOC196541	0.246
NTN1	1.81616666666667
ING4	0.9395
PCDHB10	-0.13175
DPH2	-0.288333333333333
SPACA4	0.14925
FBXL21	-3.679
DIAPH1	-1.30316666666667
ZNF71	0.358833333333333
CEP76	-0.9995
CORO1A	-1.12875
RRM2	-3.023
EDG4	0.12075
OS9	2.45716666666667
SLC4A1AP	-0.1705
COG5	-0.57525
COPS8	-0.3715
NGLY1	-0.876
NCBP2	-0.533
C17orf42	-0.7195
GPSM3	0.560625
SIL1	0.2075
ASB6	0.701
SMAD5OS	0.360833333333333
UNC93A	-3.010625
A1BG	-0.477833333333333
C21orf62	0.37225
FMO5	-1.98816666666667
ATRIP	-0.927166666666667
CEBPG	0.0213333333333333
C7orf38	0.590333333333333
TNFRSF1B	0.1045
CLEC1A	0.861666666666667
IQSEC1	-0.156875
PATZ1	0.5698
RBM22	-0.11625
BAG2	-2.26483333333333
PAQR5	-1.60366666666667
C9orf127	1.3382
THNSL1	-2.69275
SHROOM3	1.2041
JAM2	-0.355
SNRPN	-2.43725
ALX4	0.1435
CACNA1S	0.3245
FAM130A1	0.16975
CORIN	3.7995
CD300LB	0.7265
PLEKHG6	1.648
LRRC40	-0.72525
PCLKC	-1.40925
PCDHB16	-1.211
WNT2B	-0.353666666666667
ASNS	-2.82411111111111
MRPL49	0.540625
FLJ46111	-1.235
ISG20	1.130875
SMU1	-0.125833333333333
CASZ1	0.6275
POLR1D	-0.562583333333333
GIN1	-0.927
SNAG1	-0.045
ANKRD29	-2.21125
CDKN2AIP	0.20025
KRR1	-0.35125
CXCL1	-4.48983333333333
EPM2A	0.5617
PC	1.49016666666667
DEFB127	-0.4745
PDZRN4	0.786833333333333
FAH	1.25175
OR51E1	1.953
CDC2L6	-0.511666666666667
DNTTIP1	-0.00125
PAX8	-0.8905
TMEM116	-0.1115
C1orf150	0.5585
PRO2012	0.4115
MRPL40	0.305
BEX1	-3.5343
SLC2A4	1.7385
PKMYT1	-1.353
FEZF2	-0.276833333333333
SLC26A9	-1.9345
MAP2	-0.431916666666667
LYL1	-1.4335
SLC25A19	-1.28216666666667
NOS3	-0.072
ZNF34	0.377666666666667
TMPRSS11F	-0.7255
FAM43A	-0.739
FCRL4	0.295
KLF14	0.38025
FLRT2	-2.12133333333333
WRN	-2.15125
SDF2	0.0698
KRT8P12	-0.878
C6orf195	-0.244
C9orf125	-2.0835
DZIP3	0.531375
RIT1	-0.984583333333333
SCML1	-3.49466666666667
RHBDF2	-0.392125
OR2G3	0.5045
REXO1L1	0.105
MAP3K7IP3	0.30325
C3orf57	-5.62725
FBXW11	-1.012
ETAA1	-0.02225
C14orf131	-0.4931
AKT1S1	-0.882
SLC12A5	-0.580375
C9orf164	0.65
NRIP3	-0.5455
NOS1AP	-1.377
TMEM121	1.4935
SAP30BP	-0.3552
DGCR6	1.44125
WDR76	-0.82775
FAM82B	0.204333333333333
LOC606495	-0.1095
MAP9	2.85558333333333
BCDIN3D	0.798
CXorf36	2.353
DSCR3	-1.0516
ZFAND3	-0.238375
C7orf43	0.600833333333333
SPSB3	0.6365
C19orf19	0.3945
FAM133A	-2.276375
C12orf25	0.56475
SLC39A3	-0.3475
DISP2	1.4155
PI4KAP2	-2.019
MKRN3	-2.6675
ADAMTS13	0.600375
CBLN3	0.5908
TTYH1	-1.07833333333333
C3orf18	-0.6985
FLJ13236	0.65725
ZMYND12	2.092
C18orf25	-0.36575
GLB1L3	-0.7995
ATP13A5	0.293
RANBP10	0.2125
CD96	-2.2726
DENND1C	-0.69575
RBMS3	-0.0711
SLC41A3	0.834666666666667
DGCR6L	1.42475
TMEM128	0.116833333333333
CSNK1G3	-0.592928571428571
MOBKL2C	0.855625
TSPAN6	0.063625
MATN2	3.0953
MSL2L1	0.117
ST6GALNAC2	-1.47716666666667
FGFBP2	-0.347
FGL1	-5.07516666666667
MPP3	2.4565
ARHGEF6	2.01133333333333
TGFBR2	-0.281375
ACMSD	3.5905
IL33	-0.3615
C9orf5	0.190916666666667
DEAF1	0.694
AMN	0.772
DEFA6	0.1725
RNF212	-1.55225
METT5D1	-0.271833333333333
CIB1	1.1958
TSSK1B	-0.13175
KIAA1727	2.058
ZNF680	0.296333333333333
LOC399900	0.6615
LOC152217	0.206333333333333
CTNNAL1	-2.569
CIT	-2.8525
TLE6	0.37925
ZNF607	-0.578
HERC4	-0.214
DRAP1	-0.0413
PEMT	-0.12625
C10orf111	0.2135
ZNF575	0.7185
KCTD7	0.0905
MYO1F	0.710625
LOC285382	-0.6085
RAB11A	0.8127
PLCD3	-0.48825
C15orf28	0.01275
PTBP2	-0.3795
CTB-1048E9.5	-0.1805
C19orf60	0.233666666666667
C7orf25	0.297666666666667
SETD7	1.1305
HOXB9	-3.764
VANGL1	-0.3255
CHAF1B	-0.672
NDUFA3	0.27275
KIAA1328	-0.216166666666667
SHARPIN	0.7825
TTC23	-0.45925
UGP2	0.585
ANKIB1	1.427
CIRBP	1.42385714285714
SEC14L4	-0.3645
OVCH1	-0.0306666666666667
VPS52	-0.73375
FAT	-1.36375
M6PRBP1	0.8495
GPRIN3	0.004
PPM1F	-0.539
TSR1	-0.4025
CCDC85A	0.28775
PCSK5	1.097
ZFHX3	1.0795
HEMK1	-0.1012
PGBD2	0.07375
RSRC2	-0.358833333333333
AURKC	-1.321
SCRIB	-0.242125
ORM2	1.38066666666667
FAM115A	-0.7954
FZD6	0.7225
UNC119	-0.200333333333333
GPX3	-1.4505
NOV	-1.187625
CABC1	0.50725
CDC42SE2	-1.198
EIF2S2	0.0885
RNF130	0.77375
CKAP5	-0.688666666666667
RP11-413M3.2	1.203375
C10orf18	0.7258
TMEM93	0.076
DYX1C1	2.018
KCNMB2	-1.906875
ANK3	4.9485
KRT5	-2.5322
CDH12	-1.016125
QRSL1	0.303875
JUB	-2.23875
SHC4	-2.646375
CCL15	0.265833333333333
CCDC22	-0.29
SNX24	-0.7275
RARS	-1.585
MORC2	-0.295125
FAM48A	-0.98175
MT1H	1.743
PPP1R14C	-0.0676666666666667
FOXD1	-1.65107142857143
C1orf213	-1.08175
AMT	-1.9797
DSN1	0.13375
PTPLAD2	0.4885
DIS3L	0.333
RASL11A	0.3315
GPRC5B	-0.379375
FRMD7	-0.2285
STRN4	0.0015
KITLG	0.745636363636364
HDGF	0.1085
OR1S1	0.3565
SETX	0.0695
DDR2	0.352625
KCTD12	0.876
LYZL2	-0.24475
WDR52	0.11
TMEM2	-0.702625
ZNF579	0.7885
LOC200810	0.096
TNFSF9	-1.98
PPFIA4	-2.87425
CNIH3	0.463
MAP4K4	-1.17478571428571
ROD1	0.234
ALS2CR12	-0.518166666666667
DOCK3	-1.20466666666667
PAQR9	-3.90925
ASB17	-0.170833333333333
STX16	-0.625
FEZ2	-0.399166666666667
DLAT	-0.2145
KIF21B	-1.43116666666667
CDC5L	-1.73025
TMEM119	1.59516666666667
CRIP3	-1.646
TPSD1	-0.0948333333333333
TEPP	0.38225
GNGT2	0.87325
C21orf121	1.7795
WNK1	0.153166666666667
FLJ10490	0.4816
OR51B5	-2.2425
LOC203547	-0.678125
HAS1	-0.8295
PPA1	1.77533333333333
ST7	0.46125
C11orf46	0.4584
POPDC3	-4.0595
ACOX2	0.1165
ATCAY	-0.302916666666667
TM4SF19	-1.31875
MFSD9	-0.546
PDHB	-0.84575
ERN1	0.287
LCE3C	0.4085
GPR111	0.3505
NOTCH3	1.5585
ADAMTS5	1.6635
B3GALT1	-0.8625
UGCGL1	-0.406666666666667
FAM58A	0.7565
FBXO32	1.53325
CLPP	1.35075
NXPH1	-1.248
MTMR3	1.337
ATP1B3	-0.89125
TMEM16A	4.645875
HIST1H3F	-0.806333333333333
TRIM25	-0.231
SDCBP2	1.9985
CRKL	-0.810625
HOXB2	1.42566666666667
ANP32B	-1.2555
GATM	6.143
AP4E1	-0.248125
EDG5	0.95925
CDKN3	-2.32816666666667
CDH4	-2.0535
PGD	0.046
RND1	2.0785
GAD1	-1.2401
MPG	0.20975
LOC440350	-0.1575
ZNF133	-0.4455
SERPINB12	-0.092
AMELY	-0.0573333333333333
DHX36	-0.6975
TNFAIP8L2	2.5315
PHTF2	0.31
CCDC112	-1.9985
IQCC	-0.881
HEYL	3.1915
FTSJ2	-0.9005
APPL1	0.724625
RAB43	1.11135714285714
OR10G2	0.084
WAC	0.398666666666667
ADCY9	1.408625
RUNDC2B	0.206666666666667
PYCRL	1.6906
AGPAT7	-0.049
SLC22A9	-0.947166666666667
CDKAL1	-1.1755
PDYN	-0.4444
C20orf74	-0.60575
MTMR11	-0.4705
VAV3	4.59216666666667
DAPL1	-0.38875
STXBP3	0.3815
EIF3G	0.63975
ARHGAP22	-1.3085
NPFFR1	0.3545
NPC1	-0.9065
ALDH9A1	1.58416666666667
ZNF600	-0.111875
ZNF678	0.616
RASSF1	0.161916666666667
ADD2	-2.569875
PITPNB	0.281125
PKD2L2	-0.04625
LRP11	1.841
CDKL1	-0.47425
SMEK2	0.43825
PRODH2	-2.904
C11orf54	0.470166666666667
SFRS11	-0.318833333333333
IL7	-1.201
ALS2CR16	0.776
BTG3	-0.754166666666667
PAK2	-0.848611111111111
RP11-679B17.1	-2.22275
GATA4	-1.09466666666667
ATP2B1	0.707
LOC130940	-1.0275
C1orf172	3.117
ATF7IP2	-2.91525
SLC25A43	1.1285
CENTG3	0.146083333333333
IGF2BP1	-3.7247
FCHSD1	0.2545
CAMK2N2	1.24383333333333
ELAVL3	-0.1329
NBPF15	-0.0171666666666667
UBE2J2	0.492833333333333
GNL2	-0.118
PRR3	-0.2982
NLF2	1.35375
OR4F6	0.01
KLHL24	1.18016666666667
CCDC88A	-2.0449
SGPP1	0.286
C10orf11	-0.825333333333333
SLC35B4	-1.28966666666667
UGT3A2	-1.37
ARNT2	-0.4995
CBR1	-1.61075
ITPR3	0.263333333333333
TRAPPC6B	-0.7678
AMZ1	-1.5715
ARP11	2.28875
WDSUB1	0.1865
APBA1	0.498166666666667
RAB2A	0.9367
C6orf162	-0.863875
HPSE2	0.27075
PLCE1	-1.59075
INSL3	-0.25025
DLG1	-0.6269
PTPLA	-1.91425
PIGX	-0.035125
TFIP11	0.3265
FIBIN	3.1895
POLR2G	-0.3265
GRAP2	-2.0397
DNAJB8	0.081
CNBP	0.722833333333333
WASF1	-2.63925
INPP5E	-1.5712
HSPB1	-1.6754375
TMEM167	-0.6263
CUBN	0.45475
IGF1	0.5133125
ITPK1	0.0402
NAALAD2	-0.46175
G3BP1	-0.9368
NT5DC1	0.48425
CYP39A1	-1.387
TMEM139	-2.09458333333333
POLK	-0.96
GLULD1	-1.0085
RBM15	-0.844666666666667
AMZ2	-0.0625
GDF15	-2.829
MESDC2	-0.59375
INCA	-0.688833333333333
ACY1L2	-1.1075
GZMM	-0.911666666666667
PAIP1	0.0372499999999999
CACNA2D1	-0.197
STK32C	1.09966666666667
SH3BP4	2.03733333333333
DEC1	0.2125
PADI1	0.341
UBB	0.1927
PON3	-2.298
PROP1	0.697
ANKRD13B	-0.4285
ADCK1	-0.5155
TCF25	0.0928333333333333
SLC38A5	-2.13975
CXorf26	0.808166666666667
C19orf39	2.39375
PPP1R13B	0.85625
ARL2	-0.4155
TCL6	0.1345
TOP3A	-0.796
SLC16A14	-0.84925
FXYD6	1.42716666666667
HIST1H4E	-1.105
BBC3	-0.0517894736842106
UNC5A	0.444166666666667
FAM86C	0.1159
PI4KB	-0.124125
B3GAT1	-0.9725
SUSD2	0.7435
OAZ2	0.00733333333333333
NOC4L	-0.3485
C10orf12	-0.00675
FADS1	-3.16
LOC144097	0.0165
DKK2	0.635666666666667
KIAA1949	-0.431
RHOT1	-0.1571
OXT	1.17216666666667
GPR153	1.276
ARL4A	-1.75883333333333
SAAL1	-0.99675
CCDC64	0.289
USE1	0.1845
HNMT	0.2605
PCGF3	-0.4200625
CYP2C19	0.11975
C20orf4	0.7935
CCDC11	1.313
ACSBG2	-0.18975
RWDD2A	-0.57875
PALLD	2.218125
CPLX4	0.366
LOC492311	-0.3575
