Hybridization REF	TCGA-A1-A0SP-01A-11R-A084-07
ZNF347	0.4663
GTF2E1	0.27975
RY1	-0.671833333333333
ATAD2B	-0.236125
ARHGAP17	-0.0959
KCNIP3	-1.049
SFPQ	0.4935
GFRA4	0.382
AKR1B10	-3.12275
TIGD6	0.251166666666667
RGS16	0.818125
URB1	-0.0768333333333333
OR4C46	0.122
TOP3B	-0.8285
NFATC4	-0.322
CA14	-3.3165
BMPR1A	-0.196
SNRP70	-0.798125
PRL	0.00658333333333334
C6orf130	-0.11625
STAG2	0.2545
CD55	-0.959642857142857
RPS23	-0.0878333333333334
SSX2	-1.03716666666667
FDPSL2A	0.26325
FBXO27	-0.191875
SYNGR3	-1.4665
TMSL3	1.619
EML1	-1.562
NUP93	-0.51575
SMAD3	-1.1794
KIAA1189	1.714
HNRPUL2	1.23
TBC1D12	-0.213
C16orf24	1.16375
MRVI1	0.910333333333333
ZNF581	0.204166666666667
ELOVL3	-0.248
OR51Q1	0.442
CACNB3	0.46
GALNT13	3.178
C10orf84	0.385375
NEDD4	-1.775
SPO11	0.712
OR5AU1	0.0415
NEK4	0.033
PRKAR2A	0.272666666666667
IHPK1	0.7015
ATP6V0B	0.632125
CACNA1E	0.853
CEACAM8	-0.248666666666667
PEX14	-0.2315
FLJ12993	-0.702
ZBTB38	-0.46775
PCTK2	-0.610333333333333
LRRC16	-0.2091
FBLIM1	1.49391666666667
FYCO1	-0.39475
RP5-1022P6.2	-0.167583333333333
CMTM1	0.509
PLTP	0.928666666666667
RAPH1	0.788
DOCK8	0.7555
EZH2	-0.578933333333333
SLC25A1	-1.20733333333333
PLEKHB1	1.8173
GRB7	0.0694
ZFP37	0.44225
MRPL33	-0.1975
PELO	-0.96
ARMC1	0.490272727272727
C9orf27	0.288875
FLJ25778	-0.138
C9orf37	-1.0465
TMEM66	-0.12175
SPRN	-0.21975
HBEGF	0.1205
PI4KA	-1.184
LEPRE1	-0.258
POU2AF1	-0.5175
MRPL12	0.676333333333333
REP15	0.0335
ZC3H3	0.07725
RASAL1	0.3695
DDAH1	1.02675
ACBD5	-0.573375
TMC2	0.2285
CCDC137	0.39625
SAMD13	1.5345
UGT2B15	-3.93583333333333
TIPARP	-0.3125
DNASE1L3	1.3405
TRIM72	0.482833333333333
DBX2	0.136
IPO8	1.02075
C21orf88	-0.9515
MAP3K14	1.34225
LOC51233	0.524833333333333
GGTLA4	-0.16225
PDE6D	0.34775
ZNF117	-1.345
CLK2	-0.96725
NKRF	-0.437
TNFSF15	0.4193
DUSP2	0.910625
SECISBP2	-0.5385
GABRR2	-0.3975
PPAP2C	2.3225
LOC51145	-0.191333333333333
PAG1	-0.316
PIK3C3	0.16
GNG10	-0.5295
APOL4	0.284166666666667
ANKRD28	-1.09
STMN3	-1.1529
RAB14	0.5873
CDK2AP2	-0.653
HDDC3	-0.649625
COMMD7	0.12275
CXXC1	0.184
HMCN1	-0.458666666666667
CD40	0.86825
DYNC1LI2	0.795875
GDI1	-0.05375
LOC646938	-0.02525
VSNL1	1.0545
PIH1D1	0.171666666666667
RAET1G	1.4485
KRTAP5-9	-0.239
EFTUD2	-0.5985
ZNF311	0.479833333333333
ATP6V1G3	0.397
OR2W3	1.58475
SCN4A	-0.00899999999999999
MED10	0.2495
FAM135A	1.3824
ARHGAP4	-1.167
EHMT2	-0.317125
UFD1L	-0.3955
ERMP1	-0.2495
MAG1	1.8855
THAP8	0.2605
HACE1	0.564
FAM82C	-0.497833333333333
C3orf20	-0.4045
UNC84A	-0.445
SCD5	1.49014285714286
LASS6	1.598
LSG1	0.512333333333333
MAL	-4.49475
GPR22	-0.0595
WDR5B	0.8525
ACTRT1	-0.6505
C17orf60	-0.248166666666667
GRIN2C	1.1404
ARMC8	0.471583333333333
SLC47A1	-1.45383333333333
DMPK	-0.34125
DHRS13	-1.78016666666667
SMC1A	-0.663666666666667
KRTAP17-1	0.47875
SMYD5	-0.714
TUSC2	0.97675
CRHR2	0.364
KIR3DL2	-0.0335
CCDC104	0.527
ATP2C1	2.032125
CROT	-1.01375
PABPC3	0.566166666666667
EGR1	0.261833333333333
THSD1	0.05625
KHK	-0.68675
SLC12A2	0.493125
CD58	-0.25325
STOX2	1.62033333333333
CCDC76	-0.4264
CCDC48	1.8785
DNAH1	-0.502166666666667
ZIC4	-0.22275
OR1G1	-0.1125
PSMC6	-0.994333333333333
PROKR1	0.2195
ABCB1	-1.01975
TRAT1	-0.84375
LLGL1	0.363
MTF1	1.3385
USP54	0.2975
PAGE2B	-2.0495
ITGB7	-3.39575
CCDC81	-0.0855
LOC149837	0.37525
SCUBE1	0.066
ZSCAN10	0.605
HUWE1	0.283928571428571
CDH17	0.346
CD180	1.3465
IL17A	-0.0245
TMPO	-0.94425
KIAA1524	0.1365
HDGFRP3	-0.123333333333333
OXCT1	0.985454545454545
RRAS2	-0.0598333333333333
LTBP2	1.474625
SV2B	4.0555
CYP2A6	0.046
PKD1L2	-0.641833333333333
PPM1M	0.22525
FLJ22662	3.133
ZNF502	1.77375
GP6	-1.04875
CRYBA2	1.8815
LEF1	-1.3937
CTPS	-0.0644285714285714
EYA1	0.541166666666667
EPS8L1	-0.16625
MAPK14	-0.868666666666667
SERPINB2	-0.122125
GTF2F2	0.220333333333333
ZNHIT4	-0.373
PLA1A	0.31075
C20orf114	-0.0025
HPR	-3.2115
C18orf2	-2.54666666666667
SATB2	-1.2545
KCNJ9	-0.315125
MGC157906	0.68
MOCS3	0.0435
C17orf71	-2.53216666666667
PPHLN1	-0.1894
HIST1H2BN	-1.106
RAPGEF1	-0.548375
MAP3K8	-0.0915
DLG4	0.245833333333333
STC1	-0.440166666666667
CDGAP	1.9285
DDX26B	-1.419
LOC150223	-0.936
CPSF3	0.174166666666667
TMEM14A	-0.45325
MYH3	-1.94475
GPKOW	-0.65075
SULT1A1	-0.8005
SPON1	1.9032
YY1AP1	0.0115
RAB23	0.94
PLA2G4A	-2.7005
MAPRE3	-0.7485
ZNF516	-0.195142857142857
GGPS1	0.37175
EXOC3L2	-0.8455
C19orf42	-0.2911
MAP2K2	0.375666666666667
HIST1H2BB	-1.2215
RNF19B	1.93783333333333
C6orf128	-0.256
TLR8	3.42325
PCDHA9	-0.0185
CARS2	0.167
CLUL1	0.967833333333333
RHAG	-3.88866666666667
UNK	-0.2805
EXOC8	0.2228
C9orf95	-0.114
C14orf143	-0.369666666666667
MAML3	0.092
LDHA	-1.76275
MRPL20	0.24
KLHDC6	0.619
ATP5S	-0.414833333333333
C8orf55	0.051
PHF19	-1.530125
KRTAP13-4	0.133
TTC5	-0.47525
XKR5	0.16875
SILV	-4.43916666666667
TEX28	-0.192
TCTN1	0.15525
CX40.1	0.06975
PPP2R5C	-0.542125
C12orf30	-0.748833333333333
CAPG	2.18875
MPZL1	0.6483
ARSB	-0.181
TDH	-1.90825
WASF4	1.64825
TSSK3	-0.722833333333333
7A5	1.594
CRISPLD1	2.586875
MAD1L1	-0.148166666666667
SPIN4	0.402833333333333
AMPD1	1.05775
DPYSL5	0.7285
INPP1	-0.487333333333333
ANKRD11	-0.0542222222222222
NPAS4	-0.049125
GCET2	0.4217
RNASE9	0.4085
GUCY2D	0.324833333333333
CCDC98	-0.07975
FGF4	-0.2825
CPM	1.11916666666667
SLC26A4	-1.8835
PLD5	1.3695
FAM59A	1.5274
FBXO5	-0.0495555555555556
SIPA1L1	-0.182625
DPYS	0.7995
ATG4D	-0.14675
TGM3	-0.0445
MTCH1	0.320125
HK1	-0.751714285714286
CDC26	0.269625
GALNT12	-1.506
LOC339229	0.00525
MRPL35	-0.511375
ORC4L	0.28825
TNKS	0.752571428571429
C2orf24	-0.0281666666666667
ZNF553	0.539166666666667
GGTLA1	2.2513
ZNF497	-0.74875
CDY1B	0.4815
SLC30A4	-0.451
TUB	-0.413875
ARHGEF18	-0.3185
ARRB1	-0.3335
KCNK1	1.20475
EREG	-1.2372
SCAMP5	-0.32
RUNDC3B	0.94425
ADAMTS20	0.128666666666667
IL17RB	1.070125
FLJ20323	-1.14125
MCAM	0.34575
POLR3E	-2.26391666666667
AQR	0.298833333333333
IPMK	0.573
CDCA7	-0.507125
CAMP	3.63125
GRHL3	1.3475
ADAMTSL2	0.314666666666667
CLMN	0.855
SSTR3	0.4615
MAGEA5	-2.1255
OVOL2	3.95725
JMJD1B	-0.40425
RBL2	-0.532
PYGO2	0.54425
PPP1R10	0.306666666666667
CSE1L	-0.330333333333333
LCA5	1.8925
RDH16	-0.143
ASRGL1	0.0215
TOM1	-0.484833333333333
PTX3	-0.40075
TTC15	0.12325
SCGB3A1	0.6095
MRPL50	-0.49725
RCAN3	1.939875
SLC26A11	-0.852
STYX	-0.586833333333333
CINP	-0.4335
MARCH7	-0.26625
PFKM	-0.543333333333333
SGMS1	-0.0886666666666667
RIOK3	0.5256
C1orf110	0.1025
CES7	0.224625
LOC440248	-2.3715
PPP1R12C	0.047
C10orf27	0.431
ATG9A	-0.38175
MRPS26	0.749875
TMEM40	-0.67575
ELP3	-0.2389
ZNF787	0.5965
HIAT1	0.197
C8orf34	0.48
MGC4655	0.2571
PELI1	2.20283333333333
PPT1	0.2324
SLC35C2	-0.163333333333333
C6orf125	-0.50775
MUC4	1.166
RFC4	-0.553714285714286
GNB2	0.0128333333333333
NUP50	0.443214285714286
SULT4A1	1.35416666666667
C7	1.551
CCDC130	-0.371666666666667
ARRDC4	0.38
RQCD1	0.66825
GLYCTK	-1.10175
AYTL2	-0.591363636363636
MTUS1	1.0557
LEMD3	0.3295
PLEKHF2	0.08925
HOXA7	-0.68575
GTF3C2	-1.017
DYNLRB2	0.783
CNOT10	-0.275
MR1	-0.4895
FFAR1	-0.08875
PRIC285	0.4555
SLITRK6	2.619
LIX1	-0.2175
UBE1L2	-0.738166666666667
F8	0.640625
ACHE	-0.0508333333333333
KPNA5	0.3385
TNFRSF12A	0.313
EGR3	-1.402
SERPIND1	-3.3545
OASL	1.5325
IFRD1	0.8185
WDFY1	0.0848333333333333
ZNF267	0.04925
ACCN5	0.11
ZBTB6	-0.05325
PPP1R3A	0.8125
PRRT3	0.30325
FBXL19	-0.554
TXNIP	-0.0697142857142857
ACTN2	-0.78775
ATG9B	-0.009
C9orf117	-0.107125
IL27	-1.343
RPL36AL	-0.894166666666667
KLK15	0.5375
CHAD	0.4705
RAP2B	0.6274
HEBP2	2.19675
ZNF342	0.2665
CAMK2G	-0.753333333333333
TLR3	0.9885
FGF14	0.2255
HMGB2	-0.19925
TRPM5	2.32783333333333
OR5M11	0.0135
KIF3B	0.502368421052631
PRICKLE2	-0.56375
MTMR9	-1.27475
C3orf27	0.33975
GLRA3	-1.054
NSDHL	-0.517
TMEM32	-0.04725
POLR2D	-0.45575
MYADML	0.3195
C9orf114	0.09275
MRGPRX1	-0.069
TOPORS	0.543
CLDN19	-0.81125
C1QL4	-0.1465
RNF165	0.571
DHRS9	0.9445
DNAH2	-0.687166666666667
FXR1	-0.333
ZMYM3	-0.914625
CASP3	0.507666666666667
FAM120C	-0.26725
SCLY	0.05575
CA7	-0.211
ENTPD5	0.00733333333333334
ZNF461	0.4385
PDIA5	0.2125
C1orf19	0.135666666666667
TMEM67	1.0455
KCTD20	-0.81575
WDR47	1.0475
FLJ38723	1.74
KLRF1	0.429666666666667
TAS2R16	0.422
CLDN12	0.1485
PRKCE	-0.756
UBXD4	-0.421
ITGAM	3.49933333333333
GLT8D3	-0.289625
WDR31	0.762
RGS2	1.198
OR51L1	0.3155
MST1R	-1.3695
KIAA1737	0.393
OR4A5	-0.1125
GLIS1	-1.87566666666667
PTMA	1.1275
NAPA	-0.1435
PRDM11	-0.33975
LIPF	-0.269
DIRAS3	0.134
ASGR2	-4.017125
C1QTNF4	0.44675
PIK3R4	0.354666666666667
ARMC3	0.65375
NDUFV3	-0.666583333333333
BTBD3	0.592166666666667
PPP1R2	0.427
UBE2NL	-0.5955
FOSL2	1.04035714285714
FAM119A	-0.162833333333333
TUBA4A	-0.1901
KRTAP12-1	0.175
SFRS2	-0.4255
RHPN1	-0.4939
EEF2	0.0488333333333333
ZDHHC11	-3.04066666666667
EPHA3	-1.7943
RBM12	-0.29775
H2AFJ	0.79
EDIL3	2.957
KIF26A	0.401
SERGEF	0.50925
B3GALT4	1.664
LOC90925	1.71916666666667
OSCAR	0.9655
NPFF	-0.78575
DEDD	0.722
TMEM155	-0.8995
PTPN1	0.09975
SCYL2	0.174333333333333
SKAP1	2.406
LEAP2	-2.459
GADD45G	0.5653
IFITM3	-0.403125
PILRB	-2.11366666666667
SLU7	-0.4010625
DSC3	4.6385
DNMT3L	2.67075
PAPD5	-0.059
B3GNT3	-2.077
LHCGR	0.2795
MSL-1	-0.64075
UBE2S	-0.1155
SAP130	-0.2475
ANAPC11	-0.15825
MAGED4B	-1.3855
ATP6V1B2	0.619
C14orf179	0.468
CAPZA1	0.114
CDYL2	-0.855333333333333
GLRX3	-0.686166666666667
LOC136288	-0.1585
MOBKL1A	-0.17925
HTR2B	2.7675
CRYGD	0.164333333333333
NUS1	0.604833333333333
PGRMC1	0.153
MYOM2	1.4325
FLJ39653	-1.51016666666667
CHM	-0.1903
OR5M8	-0.071
ZNF619	-0.319
FAM105A	1.18425
CCNL1	-1.719875
NAP1L3	-1.288
C10orf57	0.615833333333333
B3GALNT1	1.10283333333333
CSN1S2A	0.532
TCP10L	-1.1035
GDAP2	0.495375
DMKN	1.20533333333333
COX6B1	0.21825
DNASE2	0.826833333333333
MSH5	-2.045
LGMN	-0.2895
USP31	0.4824
OR13C8	0.7395
SDCBP	0.1339
NUDT11	-2.7495
PYGL	-0.617166666666667
SNPH	-1.4735
B3GNT4	1.3405
MIZF	-0.1345
NUBPL	-0.55375
NOD1	0.0588333333333333
CDH22	2.519375
NUBP1	-0.6355
DSCAM	-4.0585
DGKI	-0.4855
FAM136A	0.87825
AKAP1	-0.304666666666667
SLC16A6	-2.2335
RIN3	0.093
PSG2	-0.10075
DIP2B	1.03391666666667
PSORS1C1	-0.448
KIAA0495	-0.21
FLJ90709	-0.5255
LPA	0.144166666666667
PIGA	-0.151833333333333
LY75	4.16666666666667
UTS2	-5.44866666666667
RREB1	-0.460625
GALNACT-2	0.2018
MGC3196	0.06675
FLJ31568	-0.1475
LPHN1	-0.794125
SP1	0.22825
TOX4	-0.460166666666667
HSPA9	-0.2966
APOBEC1	1.642
SLC35E4	-2.06475
LSM5	-0.4905
SURF1	0.145
ZBTB1	0.367
GTF2F1	-0.1605
RPS15A	-0.212357142857143
DUSP21	-0.153666666666667
GINS4	-2.42933333333333
MYO15A	-0.718833333333333
GIMAP7	3.16875
MGC13379	0.7505
ATP6V1E2	0.411666666666667
UTP3	-0.30025
HNRPA3	-0.0085625
MT4	0.3305
C14orf155	0.0955
U1SNRNPBP	0.15
CKLF	-0.0411666666666667
PLEKHN1	1.10966666666667
MBNL1	-0.03525
NUP160	-1.041
ACSM2A	-1.4145
LOC129881	0.16225
KIAA1529	-0.6015
FLJ22639	-0.92525
HAND1	-1.2165
GSX1	0.2445
FGA	-3.59925
SERPINB1	-0.0565
ZNF642	0.5945
IGFBP1	-8.292625
SLC1A1	0.668375
DHX57	0.3865
ZNF766	0.6775
PTPN21	-0.0847
GDPD3	-2.09683333333333
PNPLA5	0.2645
TBR1	-0.2975
FAM116A	0.3215
IQGAP1	0.299625
FOS	0.191875
ZNF226	-0.322
FIGNL1	0.187166666666667
C14orf1	-0.07
ZMYND17	-0.098
PUS7	0.214
TUBB6	-0.297625
KCNQ2	-1.33325
MARCH6	0.0815833333333333
CCDC33	0.4745
PRODH	0.425
RBM11	1.05125
EPHA6	0.154375
SLC43A1	-1.29725
LOC196541	0.164875
NTN1	1.46191666666667
ING4	2.57925
PCDHB10	1.58375
DPH2	0.6945
SPACA4	-0.08625
FBXL21	-3.586
DIAPH1	-0.666
ZNF71	1.21966666666667
CEP76	0.35
CORO1A	0.01975
RRM2	-1.069
EDG4	1.52725
OS9	-0.118833333333333
SLC4A1AP	0.3155
COG5	-0.27375
COPS8	-0.547
NGLY1	-1.055
NCBP2	-0.0245
C17orf42	-0.759833333333333
GPSM3	0.5585
SIL1	-0.409166666666667
ASB6	0.194
SMAD5OS	-0.221
UNC93A	-1.850625
A1BG	-1.29116666666667
C21orf62	1.01925
FMO5	-2.25941666666667
ATRIP	-0.6665
CEBPG	0.986
C7orf38	-0.166
TNFRSF1B	0.722
CLEC1A	1.4215
IQSEC1	-1.02025
PATZ1	0.3931
RBM22	0.896
BAG2	-0.550333333333333
PAQR5	0.175833333333333
C9orf127	0.8272
THNSL1	0.71675
SHROOM3	2.6835
JAM2	1.138
SNRPN	-2.37525
ALX4	0.2365
CACNA1S	0.2895
FAM130A1	0.901
CORIN	1.095
CD300LB	0.4525
PLEKHG6	2.6755
LRRC40	-0.28775
PCLKC	-1.23675
PCDHB16	-1.65416666666667
WNT2B	0.996333333333333
ASNS	0.134333333333333
MRPL49	0.630375
FLJ46111	-0.867
ISG20	-0.109375
SMU1	0.384333333333333
CASZ1	0.6445
POLR1D	-0.149
GIN1	-0.955
SNAG1	0.276166666666667
ANKRD29	-0.50925
CDKN2AIP	-0.113
KRR1	-0.182
CXCL1	-0.371333333333333
EPM2A	0.4821
PC	-1.01366666666667
DEFB127	0.7095
PDZRN4	1.18666666666667
FAH	-1.0825
OR51E1	1.5295
CDC2L6	1.82833333333333
DNTTIP1	0.2925
PAX8	-0.43825
TMEM116	0.499
C1orf150	0.2625
PRO2012	0.0235
MRPL40	-0.603333333333333
BEX1	-3.6344
SLC2A4	-0.939333333333333
PKMYT1	-0.96225
FEZF2	-0.238
SLC26A9	0.7065
MAP2	1.44775
LYL1	-1.369
SLC25A19	0.339833333333333
NOS3	-0.115
ZNF34	0.3865
TMPRSS11F	-0.32275
FAM43A	0.06
FCRL4	0.702666666666667
KLF14	0.39525
FLRT2	0.0643333333333333
WRN	-0.1355
SDF2	-0.2999
KRT8P12	0.00875
C6orf195	1.102
C9orf125	-1.39833333333333
DZIP3	-0.246875
RIT1	-0.343416666666667
SCML1	-3.2835
RHBDF2	0.375125
OR2G3	0.298
REXO1L1	0.1415
MAP3K7IP3	-0.525625
C3orf57	-5.69875
FBXW11	-1.09416666666667
ETAA1	-0.55575
C14orf131	-1.0028
AKT1S1	0.1585
SLC12A5	-0.96175
C9orf164	0.51175
NRIP3	0.481625
NOS1AP	-1.83775
TMEM121	-1.13775
SAP30BP	0.5238
DGCR6	0.51
WDR76	-1.179
FAM82B	-0.109833333333333
LOC606495	-0.097
MAP9	1.96983333333333
BCDIN3D	0.21625
CXorf36	2.2655
DSCR3	-0.1604
ZFAND3	-0.0705
C7orf43	0.0853333333333333
SPSB3	0.4336
C19orf19	0.33225
FAM133A	-2.764125
C12orf25	-0.08225
SLC39A3	-0.114125
DISP2	0.46725
PI4KAP2	-2.335
MKRN3	1.049
ADAMTS13	-0.6175
CBLN3	0.2115
TTYH1	-0.320166666666667
C3orf18	-1.30975
FLJ13236	-1.65425
ZMYND12	2.59875
C18orf25	0.4675
GLB1L3	-1.249
ATP13A5	1.9775
RANBP10	0.41975
CD96	-0.303
DENND1C	0.1265
RBMS3	-0.0822
SLC41A3	1.07233333333333
DGCR6L	0.41275
TMEM128	0.493833333333333
CSNK1G3	-0.365428571428571
MOBKL2C	0.492
TSPAN6	0.3115
MATN2	0.857
MSL2L1	0.185333333333333
ST6GALNAC2	-0.6505
FGFBP2	4.114125
FGL1	-6.15
MPP3	-1.60483333333333
ARHGEF6	0.124333333333333
TGFBR2	-0.13225
ACMSD	-0.68225
IL33	2.44
C9orf5	-0.298916666666667
DEAF1	0.7313
AMN	0.4945
DEFA6	0.084
RNF212	0.494
METT5D1	-0.5515
CIB1	-0.735
TSSK1B	0.183
KIAA1727	1.41925
ZNF680	-0.74025
LOC399900	-0.6445
LOC152217	0.571083333333333
CTNNAL1	-1.9905
CIT	-1.16483333333333
TLE6	-1.23325
ZNF607	-0.51
HERC4	-1.6185
DRAP1	-0.1111
PEMT	-0.73375
C10orf111	0.097
ZNF575	1.02
KCTD7	0.02325
MYO1F	0.57775
LOC285382	2.1185
RAB11A	-0.2524
PLCD3	-1.23
C15orf28	-0.05425
PTBP2	-0.763625
CTB-1048E9.5	0.165875
C19orf60	-0.0201666666666666
C7orf25	0.291833333333333
SETD7	0.662625
HOXB9	-4.549
VANGL1	0.337
CHAF1B	-0.01675
NDUFA3	-0.03475
KIAA1328	-0.256666666666667
SHARPIN	0.175625
TTC23	-0.08
UGP2	0.313
ANKIB1	0.8146
CIRBP	0.0892857142857143
SEC14L4	-2.42416666666667
OVCH1	0.410333333333333
VPS52	-0.57825
FAT	1.30075
M6PRBP1	-1.122
GPRIN3	0.2335
PPM1F	-0.536166666666667
TSR1	-0.518
CCDC85A	1.0465
PCSK5	1.7585
ZFHX3	0.0525
HEMK1	-1.4903
PGBD2	-0.17675
RSRC2	-0.68
AURKC	-1.29816666666667
SCRIB	0.785125
ORM2	-4.43233333333333
FAM115A	0.0173
FZD6	0.952625
UNC119	-0.402333333333333
GPX3	-0.4649
NOV	2.684
CABC1	0.3065
CDC42SE2	0.033625
EIF2S2	0.115
RNF130	0.839375
CKAP5	-0.386333333333333
RP11-413M3.2	0.68775
C10orf18	0.1221
TMEM93	-0.6505
DYX1C1	1.5475
KCNMB2	-0.307875
ANK3	0.999166666666667
KRT5	2.9128
CDH12	-0.897125
QRSL1	0.986125
JUB	-1.866
SHC4	2.177875
CCL15	1.4555
CCDC22	-0.4635
SNX24	0.4645
RARS	-0.6015
MORC2	0.568875
FAM48A	-0.1655
MT1H	-0.0375
PPP1R14C	3.9845
FOXD1	-0.648714285714286
C1orf213	-1.39425
AMT	-2.0508
DSN1	-0.62775
PTPLAD2	2.03225
DIS3L	-1.03675
RASL11A	0.0995
GPRC5B	1.313625
FRMD7	-0.7635
STRN4	0.62825
KITLG	1.85359090909091
HDGF	0.3275
OR1S1	0.2435
SETX	0.1919
DDR2	0.0955
KCTD12	1.5925
LYZL2	-0.6685
WDR52	-0.2325
TMEM2	0.14225
ZNF579	0.301333333333333
LOC200810	-0.276
TNFSF9	-2.028
PPFIA4	-3.25125
CNIH3	1.15833333333333
MAP4K4	-0.298
ROD1	0.488571428571429
ALS2CR12	-0.5715
DOCK3	-0.5355
PAQR9	-1.47475
ASB17	0.2135
STX16	-1.20625
FEZ2	0.000666666666666672
DLAT	-0.245833333333333
KIF21B	-1.33933333333333
CDC5L	-0.418
TMEM119	0.850666666666667
CRIP3	0.00375
TPSD1	-0.266166666666667
TEPP	0.03825
GNGT2	1.51825
C21orf121	0.52025
WNK1	1.25583333333333
FLJ10490	0.8611
OR51B5	-2.216
LOC203547	-0.686
HAS1	0.404
PPA1	-0.870833333333333
ST7	0.04575
C11orf46	1.3322
POPDC3	2.02866666666667
ACOX2	-2.05316666666667
ATCAY	-0.300416666666667
TM4SF19	-0.4095
MFSD9	0.0266666666666667
PDHB	-0.96125
ERN1	-0.28775
LCE3C	-0.0285
GPR111	-0.178
NOTCH3	2.229
ADAMTS5	5.51275
B3GALT1	-0.97175
UGCGL1	-0.0471666666666667
FAM58A	1.16533333333333
FBXO32	1.267
CLPP	-0.34825
NXPH1	-1.201
MTMR3	0.516
ATP1B3	0.07075
TMEM16A	3.252
HIST1H3F	0.2385
TRIM25	-0.1915
SDCBP2	2.16
CRKL	-1.241375
HOXB2	-2.21416666666667
ANP32B	-0.03675
GATM	3.2465
AP4E1	-0.20425
EDG5	0.545625
CDKN3	-1.317
CDH4	0.917
PGD	0.257833333333333
RND1	-0.599
GAD1	-2.394
MPG	-0.28325
LOC440350	-0.7325
ZNF133	-0.07475
SERPINB12	0.366
AMELY	-0.0146666666666667
DHX36	-0.34025
TNFAIP8L2	3.16033333333333
PHTF2	-0.127722222222222
CCDC112	0.0553333333333333
IQCC	-0.48725
HEYL	2.47966666666667
FTSJ2	-0.223166666666667
APPL1	0.67375
RAB43	-0.590714285714286
OR10G2	-0.311
WAC	-0.0793333333333333
ADCY9	-1.19825
RUNDC2B	-0.595166666666667
PYCRL	-0.1454
AGPAT7	-0.506333333333333
SLC22A9	-0.639666666666667
CDKAL1	2.1305
PDYN	-0.431333333333333
C20orf74	0.4665
MTMR11	0.311
VAV3	0.89925
DAPL1	3.3055
STXBP3	0.721
EIF3G	0.138
ARHGAP22	-0.0595
NPFFR1	0.1625
NPC1	-0.22
ALDH9A1	0.867333333333333
ZNF600	0.30525
ZNF678	-0.9425
RASSF1	1.531
ADD2	0.85475
PITPNB	0.828375
PKD2L2	0.121
LRP11	0.09925
CDKL1	0.58725
SMEK2	0.7355
PRODH2	-3.33916666666667
C11orf54	-0.819833333333333
SFRS11	-0.7115
IL7	0.535333333333333
ALS2CR16	0.6625
BTG3	0.702166666666667
PAK2	0.373444444444444
RP11-679B17.1	-0.691
GATA4	-1.598
ATP2B1	-0.319
LOC130940	0.6615
C1orf172	2.99333333333333
ATF7IP2	-2.962
SLC25A43	-0.170833333333333
CENTG3	0.275666666666667
IGF2BP1	-3.9728
FCHSD1	0.1535
CAMK2N2	0.283833333333333
ELAVL3	-0.0664
NBPF15	-0.300666666666667
UBE2J2	0.29525
GNL2	0.08225
PRR3	-0.3492
NLF2	0.883
OR4F6	0.313
KLHL24	1.16183333333333
CCDC88A	-0.0381
SGPP1	-1.13866666666667
C10orf11	1.35633333333333
SLC35B4	-1.11983333333333
UGT3A2	-0.083
ARNT2	2.1277
CBR1	0.321
ITPR3	0.48
TRAPPC6B	-0.9061
AMZ1	-1.339
ARP11	2.32325
WDSUB1	0.20925
APBA1	0.536
RAB2A	0.598
C6orf162	1.191
HPSE2	0.11675
PLCE1	1.15825
INSL3	0.08525
DLG1	0.2984
PTPLA	-1.09775
PIGX	0.098
TFIP11	0.595166666666667
FIBIN	1.401
POLR2G	-0.13875
GRAP2	-1.7479
DNAJB8	0.16
CNBP	0.8275
WASF1	0.859
INPP5E	-1.0721
HSPB1	-1.17325
TMEM167	0.0286
CUBN	0.155
IGF1	2.25275
ITPK1	-0.6857
NAALAD2	-0.615375
G3BP1	0.0804
NT5DC1	1.23125
CYP39A1	1.731
TMEM139	0.205416666666667
POLK	-1.11477777777778
GLULD1	-0.95675
RBM15	-0.989166666666667
AMZ2	-0.2605
GDF15	-4.63583333333333
MESDC2	-0.8555
INCA	0.623
ACY1L2	1.1235
GZMM	-0.7555
PAIP1	1.51825
CACNA2D1	0.52475
STK32C	-0.371
SH3BP4	-0.0108333333333333
DEC1	0.0265
PADI1	0.1765
UBB	-1.4914
PON3	-0.428166666666667
PROP1	0.469
ANKRD13B	0.561
ADCK1	-0.39625
TCF25	0.337666666666667
SLC38A5	-2.83325
CXorf26	-0.312666666666667
C19orf39	-0.11125
PPP1R13B	-0.5665
ARL2	-0.3255
TCL6	0.307583333333333
TOP3A	-0.505
SLC16A14	0.217875
FXYD6	2.739
HIST1H4E	-0.07525
BBC3	-0.287
UNC5A	-0.225166666666667
FAM86C	-0.0781
PI4KB	0.232
B3GAT1	-3.273
SUSD2	0.725
OAZ2	-0.405666666666667
NOC4L	0.095
C10orf12	-0.62225
FADS1	-0.724
LOC144097	0.153
DKK2	1.41716666666667
KIAA1949	-0.18125
RHOT1	-0.3423
OXT	0.716833333333333
GPR153	0.53575
ARL4A	-0.466666666666667
SAAL1	-0.54375
CCDC64	-0.4515
USE1	-0.118
HNMT	-0.182
PCGF3	0.1789375
CYP2C19	0.28475
C20orf4	0.4585
CCDC11	1.00125
ACSBG2	0.0245
RWDD2A	0.84425
PALLD	2.567375
CPLX4	-0.1915
LOC492311	-0.112
KPNA2	-0.328333333333333
MACROD1	-0.0127
TMCO3	-0.321833333333333
C15orf52	1.64516666666667
BIRC5	0.0611333333333333
PRR16	2.81483333333333
FAM63B	-0.700875
