Hybridization REF	TCGA-AN-A0FK-01A-11R-A034-07
SMARCD1	-0.895166666666667
ZFP106	-0.95025
ZNF347	0.9155
GTF2E1	-0.3655
RY1	-0.7215
ATAD2B	-0.183875
ARHGAP17	-0.4386
KCNIP3	-0.4875
SFPQ	-0.02525
GFRA4	0.612333333333333
AKR1B10	-0.611875
TIGD6	1.57116666666667
RGS16	0.409
URB1	-0.653
OR4C46	0.5212
TOP3B	-1.05175
NFATC4	1.0995
CA14	-2.46825
BMPR1A	0.836833333333333
SNRP70	-1.25
PRL	-0.5007
C6orf130	-0.34075
STAG2	0.3105
CD55	-1.47192857142857
RPS23	0.789
SSX2	-1.66483333333333
FDPSL2A	-0.434
FBXO27	-0.14275
SYNGR3	-1.14766666666667
TMSL3	1.37025
EML1	-0.364
NUP93	-1.68266666666667
SMAD3	-1.1408
KIAA1189	-0.0658333333333334
HNRPUL2	0.3175
TBC1D12	1.147
C16orf24	1.18425
MRVI1	1.77633333333333
ZNF581	-0.2045
ELOVL3	-1.2465
OR51Q1	0.1175
CACNB3	0.738
GALNT13	-1.6525
C10orf84	1.456125
NEDD4	-0.4446
SPO11	-0.376
OR5AU1	0.636
NEK4	1.03092857142857
PRKAR2A	0.227833333333333
IHPK1	-0.939
ATP6V0B	0.268125
CACNA1E	1.484
CEACAM8	0.62
PEX14	-0.814
FLJ12993	2.569
ZBTB38	0.191583333333333
PCTK2	0.647166666666667
LRRC16	1.1945
FBLIM1	0.967333333333333
FYCO1	0.96925
RP5-1022P6.2	-0.0329166666666666
CMTM1	-0.232333333333333
PLTP	1.41983333333333
RAPH1	0.45525
DOCK8	-0.211625
EZH2	-1.54666666666667
SLC25A1	-1.26066666666667
PLEKHB1	0.7747
GRB7	0.9005
ZFP37	-0.21625
MRPL33	-1.0895
PELO	0.06025
ARMC1	0.355454545454545
C9orf27	0.575375
FLJ25778	-0.599
C9orf37	-1.2655
TMEM66	0.66325
SPRN	-0.14875
HBEGF	0.844375
PI4KA	-1.0955
LEPRE1	-0.905
POU2AF1	-1.84575
MRPL12	-0.397333333333333
REP15	-0.6515
ZC3H3	0.102
RASAL1	-1.4095
DDAH1	0.922125
ACBD5	-0.195375
TMC2	0.305
CCDC137	-0.707
SAMD13	-2.196
UGT2B15	-3.4175
TIPARP	0.7185
DNASE1L3	-1.066
TRIM72	0.326
DBX2	0.490333333333333
IPO8	0.212
C21orf88	-0.8548
MAP3K14	0.1035
LOC51233	0.591833333333333
GGTLA4	0.48575
PDE6D	-0.62925
ZNF117	0.263
CLK2	-0.811375
NKRF	-0.516
TNFSF15	0.019
DUSP2	-0.945625
SECISBP2	0.5566
GABRR2	0.028
PPAP2C	2.14025
LOC51145	0.537
PAG1	-0.877875
PIK3C3	0.1265
GNG10	0.5965
APOL4	0.6545
ANKRD28	-0.89775
STMN3	-1.5624
RAB14	1.0314
CDK2AP2	0.12925
HDDC3	0.10025
COMMD7	-0.104875
CXXC1	-0.79025
HMCN1	-0.5815
CD40	0.49725
DYNC1LI2	-0.2888125
GDI1	-0.0605
LOC646938	-0.20525
VSNL1	-3.123
PIH1D1	0.0715
RAET1G	1.688
KRTAP5-9	-0.239
EFTUD2	-0.66325
ZNF311	0.735666666666667
ATP6V1G3	1.016
OR2W3	-1.05375
SCN4A	0.70975
MED10	-0.989875
FAM135A	-1.8305
ARHGAP4	-1.462
EHMT2	-0.326625
UFD1L	-0.03125
ERMP1	1.127
MAG1	-3.05833333333333
THAP8	0.489666666666667
HACE1	-0.974
FAM82C	-0.0248333333333334
C3orf20	0.3385
UNC84A	-0.912166666666667
SCD5	0.0122857142857143
LASS6	1.823
LSG1	-0.141583333333333
MAL	-5.47125
GPR22	0.026
WDR5B	1.1905
ACTRT1	2.105
C17orf60	0.0175
GRIN2C	0.6575
ARMC8	-0.757916666666667
SLC47A1	-2.4155
DMPK	-0.51875
DHRS13	-0.7105
SMC1A	-0.585666666666667
KRTAP17-1	-0.715
SMYD5	-1.34475
TUSC2	0.45125
CRHR2	0.5685
KIR3DL2	-0.0645
CCDC104	0.46025
ATP2C1	0.554125
CROT	0.15675
PABPC3	-0.2845
EGR1	-0.993
THSD1	0.94075
KHK	-1.08625
SLC12A2	1.6563125
CD58	-1.01375
STOX2	-1.1665
CCDC76	-0.7845
CCDC48	3.5575
DNAH1	-0.446666666666667
ZIC4	-0.415375
OR1G1	1.221
PSMC6	-0.275666666666667
PROKR1	0.582
ABCB1	-1.428625
TRAT1	-1.747
LLGL1	0.1055
MTF1	0.58875
USP54	-0.093375
PAGE2B	-2.1325
ITGB7	-3.807
CCDC81	-0.459
LOC149837	0.90875
SCUBE1	2.281
ZSCAN10	1.2765
HUWE1	0.231785714285714
CDH17	0.7475
CD180	-0.476
IL17A	-0.07775
TMPO	-1.456625
KIAA1524	-2.1485
HDGFRP3	-2.07183333333333
OXCT1	-1.44218181818182
RRAS2	-0.476833333333333
LTBP2	1.8999375
SV2B	-0.817
CYP2A6	5.257625
PKD1L2	-0.2935
PPM1M	-0.1275
FLJ22662	0.498
ZNF502	1.34525
GP6	-1.11025
CRYBA2	0.29225
LEF1	-1.2727
CTPS	-2.64685714285714
EYA1	-3.187
EPS8L1	1.49125
MAPK14	-0.540916666666667
SERPINB2	-4.8555
GTF2F2	1.31466666666667
ZNHIT4	-0.498
PLA1A	-0.292375
C20orf114	4.57325
HPR	-4.167
C18orf2	-3.3552
SATB2	-0.97375
KCNJ9	-0.41375
MGC157906	0.0585
MOCS3	-0.20275
C17orf71	-0.206666666666667
PPHLN1	-0.3882
HIST1H2BN	-0.105375
RAPGEF1	-0.305375
MAP3K8	-0.75675
DLG4	-0.047
STC1	1.21866666666667
CDGAP	0.88175
DDX26B	-1.541
LOC150223	-1.6755
CPSF3	-1.23466666666667
TMEM14A	1.4415
MYH3	-2.81125
GPKOW	0.22475
SULT1A1	0.3205
SPON1	2.6557
YY1AP1	0.657833333333333
RAB23	-0.197
PLA2G4A	-4.2845
MAPRE3	-0.78575
ZNF516	0.690142857142857
GGPS1	1.9225
EXOC3L2	-0.352875
C19orf42	1.018
MAP2K2	-0.386
HIST1H2BB	0.108
RNF19B	0.3105
C6orf128	-0.395833333333333
TLR8	1.98975
PCDHA9	2.1875
CARS2	0.54525
CLUL1	1.4685
RHAG	-3.89333333333333
UNK	-0.2545
EXOC8	2.0004
C9orf95	1.02575
C14orf143	1.09
MAML3	-0.246125
LDHA	-1.27525
MRPL20	-0.3265
KLHDC6	0.738
ATP5S	0.844666666666667
C8orf55	-0.252
PHF19	-2.550375
KRTAP13-4	-0.0725
TTC5	-0.89225
XKR5	-0.360666666666667
SILV	-4.71016666666667
TEX28	0.4105
TCTN1	1.37575
CX40.1	-0.27475
PPP2R5C	-0.00324999999999998
C12orf30	-1.51233333333333
CAPG	0.94325
MPZL1	0.92025
ARSB	-2.20016666666667
TDH	-2.07166666666667
WASF4	0.94175
TSSK3	-0.8608
7A5	-0.2595
CRISPLD1	-1.687875
MAD1L1	-0.774333333333333
SPIN4	-0.1125
AMPD1	1.0135
DPYSL5	-1.1335
INPP1	-1.17416666666667
ANKRD11	-1.47644444444444
NPAS4	0.00662500000000003
GCET2	-1.2002
RNASE9	1.0465
GUCY2D	-0.0476
CCDC98	-1.3395
FGF4	-1.197375
CPM	1.6455
SLC26A4	-0.278166666666667
PLD5	0.516
FAM59A	1.4258
FBXO5	-1.68711111111111
SIPA1L1	-0.880125
DPYS	0.147
ATG4D	0.181
TGM3	1.6135
MTCH1	-0.36975
HK1	-0.0642857142857143
CDC26	-0.075
GALNT12	-3.81383333333333
LOC339229	-0.07675
MRPL35	0.000125000000000007
ORC4L	-0.194875
TNKS	0.577071428571429
C2orf24	-0.0835
ZNF553	0.6105
GGTLA1	2.9781
ZNF497	-0.15225
CDY1B	-0.7255
SLC30A4	0.758375
TUB	-0.362625
ARHGEF18	-0.10525
ARRB1	0.771
KCNK1	1.37375
EREG	-3.10325
SCAMP5	-0.09475
RUNDC3B	1.4135
ADAMTS20	-0.018
IL17RB	0.89275
FLJ20323	-0.35325
MCAM	0.39175
POLR3E	-1.08183333333333
AQR	-0.0218333333333333
IPMK	-0.509
CDCA7	-3.747
CAMP	-1.4245
GRHL3	-0.03825
ADAMTSL2	1.4705
CLMN	2.66283333333333
SSTR3	0.6615
MAGEA5	-2.33066666666667
OVOL2	3.8625
JMJD1B	0.583
RBL2	-0.1012
PYGO2	1.05
PPP1R10	0.04
CSE1L	-0.915333333333333
LCA5	1.5285
RDH16	1.14575
ASRGL1	-3.080375
TOM1	0.260333333333333
PTX3	-6.91
TTC15	0.26075
SCGB3A1	3.35466666666667
MRPL50	-0.3915
RCAN3	0.873875
SLC26A11	0.30325
STYX	0.454833333333333
CINP	0.40875
MARCH7	-0.66825
PFKM	-2.10533333333333
SGMS1	1.59033333333333
RIOK3	0.085
C1orf110	0.4095
CES7	-0.520714285714286
LOC440248	-3.653
PPP1R12C	-0.5255
C10orf27	0.8815
ATG9A	-1.23525
MRPS26	0.67375
TMEM40	-1.0995
ELP3	0.1843
ZNF787	0.619
HIAT1	-0.271375
C8orf34	0.593
MGC4655	-0.7734
PELI1	0.4095
PPT1	-0.7807
SLC35C2	-0.626666666666667
C6orf125	0.03375
MUC4	-1.4245
RFC4	-1.71628571428571
GNB2	0.22
NUP50	0.0766428571428571
SULT4A1	-2.72
C7	0.6295
CCDC130	0.2575
ARRDC4	-0.044
RQCD1	-1.16575
GLYCTK	-1.1455
AYTL2	-1.50854545454545
MTUS1	2.0507
LEMD3	0.696333333333333
PLEKHF2	1.68525
HOXA7	-0.34925
GTF3C2	-1.867
DYNLRB2	4.39975
CNOT10	0.035
MR1	-0.0295
FFAR1	0.09925
PRIC285	-0.0435
SLITRK6	6.4315
LIX1	-2.2961
UBE1L2	-1.45166666666667
F8	1.304625
ACHE	0.0795
KPNA5	-0.78175
TNFRSF12A	-1.72516666666667
EGR3	-2.349
SERPIND1	-2.9475
OASL	1.5775
IFRD1	-2.361375
WDFY1	-0.740166666666667
ZNF267	0.34775
ACCN5	0.5765
ZBTB6	-0.30175
PPP1R3A	1.1015
PRRT3	0.5075
FBXL19	0.0025
TXNIP	1.74035714285714
ACTN2	-0.2955
ATG9B	-0.438625
C9orf117	1.83125
IL27	0.2745
RPL36AL	0.292166666666667
KLK15	0.88425
CHAD	2.6055
RAP2B	-0.039
HEBP2	1.8385
ZNF342	-0.4255
CAMK2G	-0.35
TLR3	1.396
FGF14	1.00466666666667
HMGB2	-1.882
TRPM5	-0.0916666666666667
OR5M11	-0.286
KIF3B	0.682631578947368
PRICKLE2	0.4745
MTMR9	0.684625
C3orf27	0.11275
GLRA3	-1.2072
NSDHL	0.302
TMEM32	0.17125
POLR2D	-1.64716666666667
MYADML	0.2325
C9orf114	0.1135
MRGPRX1	-0.1915
TOPORS	1.0525
CLDN19	-1.34875
C1QL4	-1.9095
RNF165	-0.775
DHRS9	-0.7525
DNAH2	-0.893666666666667
FXR1	-0.648666666666667
ZMYM3	-1.649625
CASP3	-0.0571666666666667
FAM120C	-0.2335
SCLY	-1.818
CA7	-0.174
ENTPD5	3.21966666666667
ZNF461	0.106125
PDIA5	-0.065
C1orf19	0.633333333333333
TMEM67	0.681
KCTD20	-0.0435
WDR47	0.184
FLJ38723	0.6095
KLRF1	-0.1065
TAS2R16	0.8605
CLDN12	1.2705
PRKCE	-0.38675
UBXD4	-1.4975
ITGAM	2.31216666666667
GLT8D3	0.24425
WDR31	1.4332
RGS2	-2.0845
OR51L1	0.5635
MST1R	-0.64325
KIAA1737	1.02425
OR4A5	-0.5845
GLIS1	-1.25383333333333
PTMA	-0.199428571428571
NAPA	1.48225
PRDM11	-0.03225
LIPF	1.637
DIRAS3	-1.05225
ASGR2	-4.154875
C1QTNF4	0.23275
PIK3R4	0.115166666666667
ARMC3	0.397666666666667
NDUFV3	-0.113
BTBD3	-0.119166666666667
PPP1R2	0.563416666666667
UBE2NL	-0.74325
FOSL2	-0.309
FAM119A	-1.91466666666667
TUBA4A	-1.165
KRTAP12-1	0.49025
SFRS2	-1.29475
RHPN1	-0.1217
EEF2	-0.538
ZDHHC11	-0.339833333333333
EPHA3	-1.5434
RBM12	-0.2475
H2AFJ	1.04058333333333
EDIL3	2.9425
KIF26A	-2.14375
SERGEF	1.848
B3GALT4	3.136
LOC90925	-0.00483333333333339
OSCAR	0.181875
NPFF	-0.5875
DEDD	0.57025
TMEM155	-0.739125
PTPN1	-0.11925
SCYL2	0.2255
SKAP1	4.241
LEAP2	-2.51916666666667
GADD45G	1.9718
IFITM3	-0.111875
PILRB	-1.86516666666667
SLU7	0.8981875
DSC3	-0.47375
DNMT3L	-0.654
PAPD5	0.355875
B3GNT3	-2.20416666666667
LHCGR	0.1085
MSL-1	-0.45425
UBE2S	-1.5025
SAP130	-0.816
ANAPC11	0.4085
MAGED4B	-2.339
ATP6V1B2	0.5805
C14orf179	1.733
CAPZA1	-0.605875
CDYL2	0.149666666666667
GLRX3	-0.825333333333333
LOC136288	-0.433333333333333
MOBKL1A	0.3
HTR2B	2.05675
CRYGD	0.0848333333333333
NUS1	-0.4645
PGRMC1	0.133
MYOM2	-0.64425
FLJ39653	-1.8215
CHM	-0.0515
OR5M8	-1.6885
ZNF619	0.431
FAM105A	3.5515
CCNL1	-1.665625
NAP1L3	-0.669
C10orf57	2.27133333333333
B3GALNT1	1.27683333333333
CSN1S2A	-0.1155
TCP10L	1.36425
GDAP2	0.07025
DMKN	-3.2405
COX6B1	1.075
DNASE2	1.42083333333333
MSH5	-1.86725
LGMN	-0.2795
USP31	-0.3474
OR13C8	0.622
SDCBP	0.5347
NUDT11	-2.6495
PYGL	1.75966666666667
SNPH	0.9455
B3GNT4	0.046
MIZF	-0.2097
NUBPL	0.403625
NOD1	-0.516666666666666
CDH22	-0.511
NUBP1	1.23383333333333
DSCAM	-4.20725
DGKI	0.0295
FAM136A	-1.40075
AKAP1	-0.0898333333333333
SLC16A6	-0.2945
RIN3	-0.53525
PSG2	-0.51975
DIP2B	0.191
PSORS1C1	1.2734
KIAA0495	-1.328
FLJ90709	-0.1155
LPA	-0.876833333333333
PIGA	-0.199166666666667
LY75	1.90183333333333
UTS2	-6.04933333333333
RREB1	0.0225
GALNACT-2	-0.2039
MGC3196	0.294
FLJ31568	-1.216
LPHN1	-0.058
SP1	1.258625
TOX4	0.462
HSPA9	0.4216
APOBEC1	-0.1215
SLC35E4	-1.2755
LSM5	-0.774
SURF1	0.447
ZBTB1	0.410666666666667
GTF2F1	-0.092625
RPS15A	0.122642857142857
DUSP21	0.937166666666667
GINS4	-2.438
MYO15A	-0.524833333333333
GIMAP7	3.913
MGC13379	1.10575
ATP6V1E2	-0.0498333333333333
UTP3	-0.12425
HNRPA3	-0.97
MT4	0.01
C14orf155	0.0297500000000001
U1SNRNPBP	0.33775
CKLF	-0.7555
PLEKHN1	-0.547
MBNL1	-0.300166666666667
NUP160	-1.37025
ACSM2A	-0.72825
LOC129881	-1.27625
KIAA1529	-0.43125
FLJ22639	-2.207
HAND1	-0.877
GSX1	0.179
FGA	-3.97578571428571
SERPINB1	0.66875
ZNF642	0.6165
IGFBP1	-8.094125
SLC1A1	2.880125
DHX57	-0.8285
ZNF766	1.094
PTPN21	0.1941
GDPD3	-1.80166666666667
PNPLA5	0.013
TBR1	1.01233333333333
FAM116A	0.825
IQGAP1	0.787
FOS	-0.043375
ZNF226	0.609125
FIGNL1	-0.616833333333333
C14orf1	-0.330333333333333
ZMYND17	-0.82
PUS7	-0.951833333333333
TUBB6	-1.322125
KCNQ2	-1.293
MARCH6	0.360083333333333
CCDC33	0.7235
PRODH	-1.873
RBM11	-1.534
EPHA6	0.499857142857143
SLC43A1	1.70475
LOC196541	0.176625
NTN1	1.70409090909091
ING4	0.27575
PCDHB10	1.276
DPH2	-1.36383333333333
SPACA4	0.37
FBXL21	-2.902
DIAPH1	-0.273833333333333
ZNF71	0.396333333333333
CEP76	-0.304
CORO1A	-1.33275
RRM2	-2.578375
EDG4	1.2785
OS9	0.173833333333333
SLC4A1AP	-0.6715
COG5	-0.28575
COPS8	-0.96925
NGLY1	-0.6455
NCBP2	0.184875
C17orf42	-0.368166666666667
GPSM3	0.655375
SIL1	1.79466666666667
ASB6	-0.724
SMAD5OS	-0.263
UNC93A	-2.9945
A1BG	0.292
C21orf62	0.977
FMO5	3.51925
ATRIP	0.453833333333333
CEBPG	0.197833333333333
C7orf38	0.381
TNFRSF1B	-0.141833333333333
CLEC1A	0.612
IQSEC1	-0.0945
PATZ1	0.6979
RBM22	1.56025
BAG2	-1.66916666666667
PAQR5	-1.1325
C9orf127	0.4693
THNSL1	0.43325
SHROOM3	2.9235
JAM2	0.79
SNRPN	-2.7575
ALX4	0.211
CACNA1S	0.0895
FAM130A1	2.60325
CORIN	0.937
CD300LB	0.622
PLEKHG6	0.4955
LRRC40	-0.39525
PCLKC	-1.449
PCDHB16	0.515666666666667
WNT2B	-0.728666666666666
ASNS	-2.52777777777778
MRPL49	-0.3585
FLJ46111	-1.191
ISG20	0.29725
SMU1	0.2995
CASZ1	1.028
POLR1D	-0.170166666666667
GIN1	0.24925
SNAG1	0.448
ANKRD29	-1.03
CDKN2AIP	-0.48925
KRR1	0.5445
CXCL1	-5.686
EPM2A	-0.0166
PC	1.8075
DEFB127	-1.155
PDZRN4	1.349
FAH	0.302875
OR51E1	2.529
CDC2L6	-0.352333333333333
DNTTIP1	-0.32325
PAX8	0.30775
TMEM116	-0.147
C1orf150	0.5695
PRO2012	0.551
MRPL40	-0.522
BEX1	-4.1118
SLC2A4	-0.7525
PKMYT1	-1.29525
FEZF2	0.577666666666667
SLC26A9	-1.199
MAP2	0.5075
LYL1	-1.268
SLC25A19	-0.944333333333333
NOS3	0.014
ZNF34	0.301666666666667
TMPRSS11F	0.344
FAM43A	-0.105
FCRL4	0.446166666666667
KLF14	0.2455
FLRT2	-1.26366666666667
WRN	-0.69525
SDF2	0.8102
KRT8P12	-1.49
C6orf195	-1.7215
C9orf125	-1.76883333333333
DZIP3	0.155125
RIT1	0.486333333333333
SCML1	-2.70316666666667
RHBDF2	-0.21925
OR2G3	1.804
REXO1L1	0.4035
MAP3K7IP3	0.327125
C3orf57	-6.19725
FBXW11	-0.311
ETAA1	-0.7905
C14orf131	-0.2895
AKT1S1	0.197
SLC12A5	-0.997428571428571
C9orf164	1.13675
NRIP3	0.987625
NOS1AP	-0.50475
TMEM121	0.79025
SAP30BP	-0.4738
DGCR6	-0.00125
WDR76	-1.43625
FAM82B	-0.363666666666667
LOC606495	-0.7285
MAP9	2.23158333333333
BCDIN3D	2.297
CXorf36	3.10783333333333
DSCR3	-0.8618
ZFAND3	0.019125
C7orf43	0.06
SPSB3	0.8956
C19orf19	0.927
FAM133A	-2.730375
C12orf25	-0.265
SLC39A3	-0.456125
DISP2	1.122
PI4KAP2	-2.55
MKRN3	-2.37083333333333
ADAMTS13	-0.71575
CBLN3	-0.0317777777777778
TTYH1	-2.00933333333333
C3orf18	1.23875
FLJ13236	0.492
ZMYND12	3.56
C18orf25	0.3215
GLB1L3	-0.689
ATP13A5	0.749
RANBP10	-0.55
CD96	-1.6277
DENND1C	-0.98225
RBMS3	0.1573
SLC41A3	0.460166666666667
DGCR6L	-0.126
TMEM128	0.301
CSNK1G3	1.06757142857143
MOBKL2C	0.35525
TSPAN6	0.756375
MATN2	-1.2915
MSL2L1	0.3105
ST6GALNAC2	0.525333333333333
FGFBP2	-0.648
FGL1	-5.99966666666667
MPP3	-0.328
ARHGEF6	1.57983333333333
TGFBR2	-0.355
ACMSD	1.29125
IL33	1.7
C9orf5	0.27425
DEAF1	0.1218
AMN	0.713
DEFA6	0.09175
RNF212	-1.5975
METT5D1	0.892666666666667
CIB1	0.9443
TSSK1B	0.38275
KIAA1727	1.58475
ZNF680	0.52175
LOC399900	-1.1185
LOC152217	-0.207166666666667
CTNNAL1	-1.9015
CIT	-1.63758333333333
TLE6	1.3885
ZNF607	-0.80875
HERC4	-0.607666666666667
DRAP1	-0.185
PEMT	0.15825
C10orf111	-0.2945
ZNF575	1.294125
KCTD7	-0.5065
MYO1F	-0.02275
LOC285382	-0.24175
RAB11A	0.0957
PLCD3	-1.42425
C15orf28	-0.2345
PTBP2	-1.23375
CTB-1048E9.5	-0.610375
C19orf60	0.830166666666667
C7orf25	0.852333333333333
SETD7	1.05525
HOXB9	-4.2965
VANGL1	0.671
CHAF1B	-1.721
NDUFA3	0.802
KIAA1328	-0.127
SHARPIN	0.070875
TTC23	-1.695
UGP2	0.0269166666666667
ANKIB1	0.0448
CIRBP	0.785714285714286
SEC14L4	-2.9905
OVCH1	-0.6165
VPS52	-0.3515
FAT	-1.645375
M6PRBP1	-0.19175
GPRIN3	0.5915
PPM1F	-1.12516666666667
TSR1	-0.37875
CCDC85A	1.4305
PCSK5	2.03625
ZFHX3	0.271
HEMK1	-0.316
PGBD2	0.731
RSRC2	-0.534
AURKC	-1.83616666666667
SCRIB	-0.0505
ORM2	-3.16316666666667
FAM115A	-0.3576
FZD6	0.918125
UNC119	0.114166666666667
GPX3	-1.7265
NOV	-1.271
CABC1	0.260625
CDC42SE2	-0.0668125
EIF2S2	-0.92
RNF130	1.08225
CKAP5	-0.642833333333333
RP11-413M3.2	1.51575
C10orf18	0.5122
TMEM93	-0.226
DYX1C1	1.70025
KCNMB2	-1.12375
ANK3	3.83866666666667
KRT5	-2.96
CDH12	-1.09671428571429
QRSL1	-0.181125
JUB	-2.003
SHC4	-3.13425
CCL15	1.184
CCDC22	0.869
SNX24	0.75325
RARS	0.2555
MORC2	-0.13425
FAM48A	-0.36925
MT1H	-1.0295
PPP1R14C	-3.85283333333333
FOXD1	-1.89028571428571
C1orf213	-3.3675
AMT	-2.6473
DSN1	-0.9045
PTPLAD2	4.28275
DIS3L	-0.2925
RASL11A	0.98475
GPRC5B	0.235
FRMD7	0.352
STRN4	-0.026
KITLG	1.77090909090909
HDGF	-0.32925
OR1S1	0.074
SETX	0.0949
DDR2	-0.214125
KCTD12	1.517
LYZL2	-0.450333333333333
WDR52	0.479
TMEM2	-0.08175
ZNF579	0.692833333333333
LOC200810	0.526
TNFSF9	-2.2095
PPFIA4	-4.10575
CNIH3	-0.459833333333333
MAP4K4	-1.66114285714286
ROD1	0.485571428571429
ALS2CR12	-1.521
DOCK3	-1.46966666666667
PAQR9	-3.64725
ASB17	0.3214
STX16	-1.62525
FEZ2	-0.4965
DLAT	0.511666666666667
KIF21B	-1.5065
CDC5L	0.15325
TMEM119	1.25633333333333
CRIP3	-2.02575
TPSD1	-0.292666666666667
TEPP	0.3955
GNGT2	1.15575
C21orf121	0.12075
WNK1	-0.324583333333333
FLJ10490	1.1682
OR51B5	-1.3205
LOC203547	-0.04675
HAS1	-4.21
PPA1	0.112166666666667
ST7	0.580375
C11orf46	0.9179
POPDC3	-4.4395
ACOX2	3.83633333333333
ATCAY	-0.0308333333333334
TM4SF19	-1.63675
MFSD9	-0.2985
PDHB	0.37275
ERN1	-0.20625
LCE3C	-0.5915
GPR111	0.0525
NOTCH3	2.29666666666667
ADAMTS5	2.00625
B3GALT1	-1.5905
UGCGL1	-0.167166666666667
FAM58A	0.8395
FBXO32	3.07075
CLPP	0.269
NXPH1	-1.93725
MTMR3	-0.181666666666667
ATP1B3	-0.75675
TMEM16A	3.26675
HIST1H3F	0.766333333333333
TRIM25	-0.829666666666667
SDCBP2	0.9935
CRKL	-0.997875
HOXB2	1.59566666666667
ANP32B	-0.285375
GATM	1.107
AP4E1	-0.324
EDG5	0.138625
CDKN3	-1.11783333333333
CDH4	-2.27875
PGD	-2.06283333333333
RND1	1.12
GAD1	0.9682
MPG	0.88725
LOC440350	-0.3375
ZNF133	-0.5345
SERPINB12	0.2745
AMELY	0.652833333333333
DHX36	-1.08575
TNFAIP8L2	3.23066666666667
PHTF2	0.0673888888888889
CCDC112	0.501333333333333
IQCC	-0.93875
HEYL	3.4055
FTSJ2	-0.815
APPL1	1.50925
RAB43	-0.279714285714286
OR10G2	0.279
WAC	0.0508333333333333
ADCY9	0.498375
RUNDC2B	-0.153
PYCRL	0.6811
AGPAT7	-1.43933333333333
SLC22A9	-0.7504
CDKAL1	-1.1405
PDYN	-0.725666666666667
C20orf74	0.657
MTMR11	1.114
VAV3	3.301
DAPL1	-1.01775
STXBP3	0.53425
EIF3G	-0.18275
ARHGAP22	-1.29025
NPFFR1	0.431
NPC1	0.218666666666667
ALDH9A1	2.1285
ZNF600	0.9305
ZNF678	0.887
RASSF1	-0.277083333333333
ADD2	-3.865125
PITPNB	-1.038375
PKD2L2	0.329375
LRP11	0.6455
CDKL1	-0.64725
SMEK2	0.09525
PRODH2	-2.89516666666667
C11orf54	1.10733333333333
SFRS11	-0.712666666666667
IL7	-0.434333333333333
ALS2CR16	0.621
BTG3	-0.535833333333333
PAK2	-0.0779444444444444
RP11-679B17.1	-2.13025
GATA4	-1.46083333333333
ATP2B1	-0.45425
LOC130940	-0.826
C1orf172	2.33316666666667
ATF7IP2	-2.47375
SLC25A43	-0.557166666666667
CENTG3	-0.25725
IGF2BP1	-4.2903
FCHSD1	0.045
CAMK2N2	1.02583333333333
ELAVL3	-0.139666666666667
NBPF15	-0.782666666666667
UBE2J2	-0.4565
GNL2	-0.66625
PRR3	-0.3666
NLF2	1.5505
OR4F6	-0.069
KLHL24	1.006
CCDC88A	-2.1023
SGPP1	0.15
C10orf11	-0.226166666666667
SLC35B4	-2.152
UGT3A2	-1.6055
ARNT2	3.3874
CBR1	-1.939375
ITPR3	0.0603333333333333
TRAPPC6B	-0.747
AMZ1	-2.26
ARP11	0.073
WDSUB1	-0.151
APBA1	0.169
RAB2A	0.9451
C6orf162	0.114375
HPSE2	-0.505
PLCE1	2.51025
INSL3	0.0675
DLG1	0.2244
PTPLA	-3.65
PIGX	0.41575
TFIP11	0.139166666666667
FIBIN	1.983
POLR2G	-0.1305
GRAP2	-3.0432
DNAJB8	-0.88875
CNBP	0.489666666666667
WASF1	-1.17725
INPP5E	-1.0509
HSPB1	0.621125
TMEM167	0.1477
CUBN	0.682333333333333
IGF1	2.259625
ITPK1	0.2127
NAALAD2	-1.229125
G3BP1	1.4256
NT5DC1	1.811875
CYP39A1	-1.632
TMEM139	1.05481818181818
POLK	0.344
GLULD1	-1.8785
RBM15	-1.80166666666667
AMZ2	0.1555
GDF15	-2.1845
MESDC2	-0.45625
INCA	-0.00783333333333333
ACY1L2	1.841
GZMM	-1.01766666666667
PAIP1	0.44825
CACNA2D1	-0.537
STK32C	-0.646333333333333
SH3BP4	0.546833333333333
DEC1	-2.085
PADI1	1.034
UBB	0.56
PON3	-2.64816666666667
PROP1	0.8565
ANKRD13B	-0.475
ADCK1	-0.107
TCF25	-0.32475
SLC38A5	-3.07275
CXorf26	0.289166666666667
C19orf39	0.63675
PPP1R13B	0.9045
ARL2	-0.8055
TCL6	-0.204666666666667
TOP3A	-0.7765
SLC16A14	1.026625
FXYD6	0.662666666666667
HIST1H4E	0.73725
BBC3	0.612947368421053
UNC5A	1.6955
FAM86C	-0.1551
PI4KB	0.372375
B3GAT1	-4.0315
SUSD2	1.37833333333333
OAZ2	-0.5825
NOC4L	0.09225
C10orf12	-0.528
FADS1	-3.71816666666667
LOC144097	-0.714
DKK2	0.9535
KIAA1949	-0.77275
RHOT1	0.2887
OXT	0.931333333333333
GPR153	1.22775
ARL4A	-1.96483333333333
SAAL1	-0.78325
CCDC64	-0.8025
USE1	0.405833333333333
HNMT	0.1765
PCGF3	-0.471
CYP2C19	0.103666666666667
C20orf4	0.253
CCDC11	3.2095
ACSBG2	-0.28875
RWDD2A	2.48625
PALLD	1.88925
CPLX4	0.8695
LOC492311	1.218
KPNA2	-2.05733333333333
MACROD1	0.8078
TMCO3	-0.092
