Hybridization REF	TCGA-E2-A10E-01A-21R-A10J-07
GTF2E1	-0.273
RY1	-0.324
ATAD2B	0.22375
ARHGAP17	-0.4951
KCNIP3	-0.332
SFPQ	-0.45275
GFRA4	0.747166666666667
AKR1B10	-4.019
TIGD6	1.03116666666667
RGS16	2.804125
URB1	-0.2355
OR4C46	0.1055
TOP3B	-0.8815
NFATC4	0.641
CA14	-4.193
BMPR1A	0.110333333333333
SNRP70	-0.484375
PRL	0.27225
C6orf130	-0.8935
STAG2	0.11675
CD55	-0.371714285714286
RPS23	0.2325
SSX2	-1.15633333333333
FDPSL2A	-0.5865
FBXO27	0.551125
SYNGR3	-0.729333333333333
TMSL3	2.16675
EML1	-0.529
NUP93	-1.04466666666667
SMAD3	0.4631
KIAA1189	1.3515
HNRPUL2	0.509166666666667
TBC1D12	1.54566666666667
C16orf24	1.02775
MRVI1	1.42866666666667
ZNF581	-0.581666666666667
ELOVL3	0.0795
OR51Q1	0.17875
CACNB3	1.8315
GALNT13	-1.318625
C10orf84	1.07125
NEDD4	-0.0213
SPO11	-0.037
OR5AU1	0.245
NEK4	0.575071428571429
PRKAR2A	-0.0233333333333333
IHPK1	-0.801166666666667
ATP6V0B	-0.477375
CACNA1E	1.472
CEACAM8	0.881833333333333
PEX14	-0.365
FLJ12993	2.1555
ZBTB38	0.263
PCTK2	0.820666666666667
LRRC16	0.8639
FBLIM1	1.12908333333333
FYCO1	1.163
RP5-1022P6.2	0.720666666666667
CMTM1	0.222333333333333
PLTP	-0.332166666666667
RAPH1	1.479375
DOCK8	1.102125
EZH2	-1.41906666666667
SLC25A1	-0.339166666666667
PLEKHB1	1.5328
GRB7	1.1131
ZFP37	-0.42475
MRPL33	-0.06925
PELO	-0.56475
ARMC1	-0.581090909090909
C9orf27	-0.080875
FLJ25778	0.5335
C9orf37	-0.677666666666667
TMEM66	0.57325
SPRN	0.272375
HBEGF	0.619
PI4KA	0.078
LEPRE1	-0.55075
POU2AF1	-3.580375
MRPL12	-0.8385
REP15	-0.2395
ZC3H3	0.4765
RASAL1	-0.477
DDAH1	0.126375
ACBD5	0.1895
TMC2	-0.39
CCDC137	-0.76
SAMD13	-2.54266666666667
UGT2B15	0.862166666666667
TIPARP	-0.61325
DNASE1L3	0.60525
TRIM72	0.2155
DBX2	0.2715
IPO8	0.104
C21orf88	-1.0835
MAP3K14	0.34875
LOC51233	0.401333333333333
GGTLA4	-0.20875
PDE6D	0.41425
ZNF117	-0.11025
CLK2	-0.17875
NKRF	-1.21475
TNFSF15	0.3048
DUSP2	0.24275
SECISBP2	0.4489
GABRR2	0.3115
PPAP2C	1.61925
LOC51145	0.214833333333333
PAG1	-0.4595
PIK3C3	-0.56225
GNG10	-0.2095
APOL4	0.269833333333333
ANKRD28	-0.703125
STMN3	-0.3441
RAB14	0.9981
CDK2AP2	0.7055
HDDC3	0.00212500000000001
COMMD7	0.49975
CXXC1	-0.79975
HMCN1	-0.813333333333333
CD40	0.31925
DYNC1LI2	-0.203
GDI1	-0.0255
LOC646938	-0.177
VSNL1	-2.83683333333333
PIH1D1	-0.0743333333333333
RAET1G	-1.252
KRTAP5-9	-0.477
EFTUD2	-0.616
ZNF311	0.160333333333333
ATP6V1G3	-0.0185
OR2W3	0.92575
SCN4A	0.36975
MED10	-1.105625
FAM135A	-1.3239
ARHGAP4	-1.182
EHMT2	-0.198625
UFD1L	-0.1865
ERMP1	-0.01975
MAG1	-2.07116666666667
THAP8	0.226
HACE1	-0.302333333333333
FAM82C	0.987666666666667
C3orf20	-0.4155
UNC84A	-0.6295
SCD5	-0.0953571428571429
LASS6	2.315625
LSG1	0.348
MAL	-5.8745
GPR22	-0.405
WDR5B	0.29975
ACTRT1	-0.0895
C17orf60	-0.665666666666667
GRIN2C	-0.0978
ARMC8	-0.307083333333333
SLC47A1	-2.56416666666667
DMPK	0.691
DHRS13	0.738333333333333
SMC1A	-1.107
KRTAP17-1	0.94875
SMYD5	-0.32475
TUSC2	0.372625
CRHR2	0.147
KIR3DL2	0.136
CCDC104	0.24725
ATP2C1	0.741375
CROT	1.32075
PABPC3	-0.5025
EGR1	1.4825
THSD1	0.41775
KHK	-0.677
SLC12A2	1.81425
CD58	-0.334
STOX2	-1.47266666666667
CCDC76	-1.4059
CCDC48	4.97225
DNAH1	0.241666666666667
ZIC4	-0.295125
OR1G1	-0.144
PSMC6	-0.119833333333333
PROKR1	0.272
ABCB1	-1.098125
TRAT1	-0.88525
LLGL1	0.2275
MTF1	0.1985
USP54	0.995375
PAGE2B	-1.401
ITGB7	-3.68225
CCDC81	-0.003
LOC149837	0.616
SCUBE1	0.5015
ZSCAN10	1.053
HUWE1	0.420214285714286
CDH17	0.391
CD180	-0.2395
IL17A	0.35325
TMPO	-1.23625
KIAA1524	-1.09183333333333
HDGFRP3	0.0216666666666667
OXCT1	-1.76081818181818
RRAS2	-1.13266666666667
LTBP2	2.1524375
SV2B	-0.0341666666666667
CYP2A6	0.857125
PKD1L2	-0.486333333333333
PPM1M	1.41975
FLJ22662	1.795
ZNF502	-0.369
GP6	-0.5645
CRYBA2	-0.77525
LEF1	-2.0064
CTPS	-2.31457142857143
EYA1	-2.084
EPS8L1	2.20425
MAPK14	-0.491583333333333
SERPINB2	-4.835625
GTF2F2	-0.553833333333333
ZNHIT4	-0.546
PLA1A	-0.230875
C20orf114	4.21325
HPR	-3.3985
C18orf2	-2.27183333333333
SATB2	-2.27975
KCNJ9	-0.37775
MGC157906	0.4595
MOCS3	-0.34675
C17orf71	-0.623833333333333
PPHLN1	0.1604
HIST1H2BN	-1.35225
RAPGEF1	-0.097875
MAP3K8	0.21225
DLG4	0.1985
STC1	2.663
CDGAP	1.11125
DDX26B	-2.3255
LOC150223	-1.39575
CPSF3	-1.04933333333333
TMEM14A	0.282
MYH3	-1.24725
GPKOW	0.43775
SULT1A1	0.2655
SPON1	2.1792
YY1AP1	0.738333333333333
RAB23	-0.34175
PLA2G4A	-4.287
MAPRE3	0.19475
ZNF516	0.437285714285714
GGPS1	1.35275
EXOC3L2	0.24975
C19orf42	0.9436
MAP2K2	-0.2125
HIST1H2BB	-0.8745
RNF19B	0.2935
C6orf128	0.580666666666667
TLR8	1.60675
PCDHA9	0.3275
CARS2	0.377875
CLUL1	1.94183333333333
RHAG	-4.50316666666667
UNK	0.3585
EXOC8	0.5069
C9orf95	0.845
C14orf143	0.593166666666667
MAML3	0.07125
LDHA	-1.7095
MRPL20	-0.202
KLHDC6	0.027
ATP5S	0.293
C8orf55	0.2695
PHF19	-2.496375
KRTAP13-4	0.505
TTC5	-0.07575
XKR5	-0.04375
SILV	-4.94933333333333
TEX28	-0.3875
TCTN1	1.33175
CX40.1	-0.136
PPP2R5C	-0.32975
C12orf30	-0.970166666666667
CAPG	2.709
MPZL1	1.2088
ARSB	-1.1255
TDH	-1.619
WASF4	-0.549
TSSK3	-0.912833333333333
7A5	0.8885
CRISPLD1	1.488125
MAD1L1	-0.5755
SPIN4	-0.6875
AMPD1	-0.61625
DPYSL5	-0.14
INPP1	0.0883333333333333
ANKRD11	-1.02372222222222
NPAS4	-0.06325
GCET2	-0.0407
RNASE9	0.603
GUCY2D	0.0778333333333333
CCDC98	-0.40175
FGF4	-0.36275
CPM	-0.479666666666667
SLC26A4	-1.09233333333333
PLD5	0.92975
FAM59A	0.219
FBXO5	-2.06477777777778
SIPA1L1	0.268875
DPYS	0.289
ATG4D	-0.00925
TGM3	0.8335
MTCH1	0.10375
HK1	0.625571428571429
CDC26	-0.0085
GALNT12	-3.65116666666667
LOC339229	-0.3445
MRPL35	-0.517625
ORC4L	-0.232
TNKS	0.0655714285714285
C2orf24	0.303166666666667
ZNF553	-0.422666666666667
GGTLA1	3.0105
ZNF497	0.26775
CDY1B	-0.17675
SLC30A4	0.694875
TUB	0.02475
ARHGEF18	0.27325
ARRB1	0.7295
KCNK1	-0.555375
EREG	-2.4739
SCAMP5	0.5115
RUNDC3B	0.722
ADAMTS20	0.0665
IL17RB	-1.2995
FLJ20323	-0.48175
MCAM	0.427125
POLR3E	-1.02416666666667
AQR	0.478333333333333
IPMK	-0.2705
CDCA7	-4.069375
CAMP	1.255
GRHL3	1.76375
ADAMTSL2	0.867
CLMN	3.12533333333333
SSTR3	0.285
MAGEA5	-2.432
OVOL2	4.15725
JMJD1B	0.31875
RBL2	0.8538
PYGO2	0.90675
PPP1R10	0.179166666666667
CSE1L	-1.00366666666667
LCA5	0.50975
RDH16	0.49975
ASRGL1	2.02375
TOM1	0.605166666666667
PTX3	-6.0935
TTC15	0.75175
SCGB3A1	1.689
MRPL50	-0.70525
RCAN3	0.173625
SLC26A11	1.15175
STYX	0.345
CINP	0.01075
MARCH7	0.4095
PFKM	-1.12816666666667
SGMS1	0.376666666666667
RIOK3	-0.8823
C1orf110	0.2065
CES7	0.181875
LOC440248	-1.3335
PPP1R12C	0.08025
C10orf27	0.891
ATG9A	-0.782
MRPS26	0.6985
TMEM40	0.29975
ELP3	-0.5373
ZNF787	0.6276
HIAT1	-0.458375
C8orf34	3.19116666666667
MGC4655	0.8669
PELI1	-1.03083333333333
PPT1	0.7644
SLC35C2	-0.062
C6orf125	0.35025
MUC4	-1.32066666666667
RFC4	-2.22328571428571
GNB2	0.545666666666667
NUP50	0.300071428571429
SULT4A1	-1.161
C7	1.771125
CCDC130	0.0791666666666667
ARRDC4	-0.43425
RQCD1	-0.57925
GLYCTK	-0.40775
AYTL2	-0.242090909090909
MTUS1	1.4972
LEMD3	-0.202166666666667
PLEKHF2	2.5965
HOXA7	-0.1825
GTF3C2	-1.126
DYNLRB2	2.689
CNOT10	-0.09775
MR1	1.01416666666667
FFAR1	-0.22625
PRIC285	0.12775
SLITRK6	3.79225
LIX1	-1.5705
UBE1L2	-0.0915833333333333
F8	1.218375
ACHE	0.381166666666667
KPNA5	-0.3895
TNFRSF12A	-0.556833333333333
EGR3	0.6225
SERPIND1	-3.90766666666667
OASL	4.02125
IFRD1	-2.127625
WDFY1	-0.113
ZNF267	-0.83225
ACCN5	0.6365
ZBTB6	-0.03725
PPP1R3A	-0.128
PRRT3	2.13275
FBXL19	-0.831
TXNIP	-0.136785714285714
ACTN2	2.08225
ATG9B	-0.408875
C9orf117	0.68075
IL27	-1.865
RPL36AL	0.0398333333333333
KLK15	-0.5265
CHAD	1.5085
RAP2B	-0.9327
HEBP2	1.23275
ZNF342	0.598
CAMK2G	-0.363166666666667
TLR3	1.57475
FGF14	-0.1885
HMGB2	-0.707
TRPM5	-0.235
OR5M11	0.322
KIF3B	0.788842105263158
PRICKLE2	1.68675
MTMR9	0.192625
C3orf27	0.75375
GLRA3	-1.2145
NSDHL	-0.527
TMEM32	-0.96875
POLR2D	-1.35641666666667
MYADML	0.2
C9orf114	0.1695
MRGPRX1	0.324
TOPORS	0.4485
CLDN19	-0.658
C1QL4	-0.0965
RNF165	-0.4055
DHRS9	-0.313
DNAH2	1.23883333333333
FXR1	-0.729
ZMYM3	-0.266625
CASP3	0.2245
FAM120C	-0.834375
SCLY	-1.07725
CA7	-0.234
ENTPD5	0.928
ZNF461	-0.244125
PDIA5	0.019
C1orf19	-0.123166666666667
TMEM67	-0.40875
KCTD20	-0.53125
WDR47	0.213
FLJ38723	0.395
KLRF1	1.10616666666667
TAS2R16	0.182
CLDN12	0.67675
PRKCE	0.22425
UBXD4	-0.64825
ITGAM	2.72833333333333
GLT8D3	-0.295
WDR31	0.761
RGS2	0.70475
OR51L1	0.2865
MST1R	1.4525
KIAA1737	1.77675
OR4A5	0.57
GLIS1	-1.57033333333333
PTMA	0.464571428571429
NAPA	1.46975
PRDM11	0.4795
LIPF	0.0125
DIRAS3	0.5425
ASGR2	-4.482375
C1QTNF4	0.41925
PIK3R4	0.24
ARMC3	2.5845
NDUFV3	-0.0665
BTBD3	-0.729166666666667
PPP1R2	0.360833333333333
UBE2NL	0.14075
FOSL2	0.616357142857143
FAM119A	-0.963666666666667
TUBA4A	-1.5037
KRTAP12-1	0.21625
SFRS2	-0.742
RHPN1	-0.0412
EEF2	0.0575
ZDHHC11	0.2285
EPHA3	-1.3494
RBM12	-0.45775
H2AFJ	0.981083333333333
EDIL3	1.91
KIF26A	-1.5425
SERGEF	0.39625
B3GALT4	2.6715
LOC90925	-0.121333333333333
OSCAR	0.07225
NPFF	-0.357
DEDD	0.381625
TMEM155	-0.908625
PTPN1	0.11725
SCYL2	0.0966666666666667
SKAP1	3.01875
LEAP2	-1.27483333333333
GADD45G	2.5358
IFITM3	1.354875
PILRB	-0.5285
SLU7	0.16775
DSC3	0.368
DNMT3L	-0.873
PAPD5	0.320625
B3GNT3	-1.851
LHCGR	0.224
MSL-1	-0.19025
UBE2S	-1.93325
SAP130	-0.42325
ANAPC11	0.46575
MAGED4B	-1.068
ATP6V1B2	0.134333333333333
C14orf179	1.42325
CAPZA1	0.29475
CDYL2	0.905166666666667
GLRX3	-1.02183333333333
LOC136288	-0.41525
MOBKL1A	-0.07975
HTR2B	1.831
CRYGD	0.146833333333333
NUS1	-0.778833333333333
PGRMC1	-0.2125
MYOM2	0.837
FLJ39653	-1.43066666666667
CHM	0.0591
OR5M8	0.268
ZNF619	0.851
FAM105A	0.83325
CCNL1	-1.12775
NAP1L3	-0.5265
C10orf57	1.758
B3GALNT1	0.994
CSN1S2A	0.061
TCP10L	-0.313
GDAP2	0.1775
DMKN	-0.015
COX6B1	0.185
DNASE2	0.980666666666667
MSH5	-1.91325
LGMN	-0.01175
USP31	-0.8731
OR13C8	0.7425
SDCBP	-0.3396
NUDT11	-2.89366666666667
PYGL	1.35883333333333
SNPH	1.51683333333333
B3GNT4	0.217
MIZF	-1.2092
NUBPL	-0.644125
NOD1	-0.2785
CDH22	-0.1515
NUBP1	0.675666666666667
DSCAM	-4.241
DGKI	0.138
FAM136A	-0.43225
AKAP1	0.379
SLC16A6	1.968
RIN3	1.13675
PSG2	-0.072
DIP2B	-0.202
PSORS1C1	-0.1231
KIAA0495	-0.205
FLJ90709	-0.578333333333333
LPA	-0.241333333333333
PIGA	-0.355
LY75	1.47983333333333
UTS2	-6.273
RREB1	0.355875
GALNACT-2	0.3856
MGC3196	-0.506
FLJ31568	1.14325
LPHN1	0.29825
SP1	1.436375
TOX4	0.599666666666667
HSPA9	-0.0553
APOBEC1	-0.0875
SLC35E4	-0.2885
LSM5	-1.16
SURF1	0.328
ZBTB1	-0.38775
GTF2F1	0.547375
RPS15A	-0.504214285714286
DUSP21	-0.175
GINS4	-3.1735
MYO15A	1.15683333333333
GIMAP7	2.5995
MGC13379	0.7605
ATP6V1E2	-0.985166666666667
UTP3	3.46944695195361e-18
HNRPA3	-0.465125
MT4	0.0495
C14orf155	0.13425
U1SNRNPBP	0.65925
CKLF	-1.02583333333333
PLEKHN1	-0.887166666666667
MBNL1	-0.0645833333333333
NUP160	-1.29475
ACSM2A	-1.324
LOC129881	0.549
KIAA1529	0.36825
FLJ22639	-2.171
HAND1	-1.422
GSX1	0.3965
FGA	-3.926
SERPINB1	0.1345
ZNF642	-0.1575
IGFBP1	-8.853
SLC1A1	-0.411375
DHX57	-0.0965
ZNF766	1.0665
PTPN21	-0.5993
GDPD3	-3.1335
PNPLA5	-0.091
TBR1	0.129166666666667
FAM116A	0.61
IQGAP1	0.80875
FOS	2.124625
ZNF226	0.06075
FIGNL1	-1.12933333333333
C14orf1	0.391
ZMYND17	-0.1695
PUS7	-0.848
TUBB6	-0.95075
KCNQ2	-1.861
MARCH6	-0.191166666666667
CCDC33	0.2835
PRODH	1.779
RBM11	2.3325
EPHA6	-0.02575
SLC43A1	-1.6375
LOC196541	-0.12375
NTN1	1.06666666666667
ING4	0.39625
PCDHB10	1.70275
DPH2	-1.17116666666667
SPACA4	-0.06475
FBXL21	-3.165
DIAPH1	-0.609166666666667
ZNF71	0.646333333333333
CEP76	-1.5345
CORO1A	-0.56925
RRM2	-2.276875
EDG4	1.11
OS9	0.272833333333333
SLC4A1AP	-0.07775
COG5	-0.135
COPS8	-0.037
NGLY1	-0.48875
NCBP2	-0.24275
C17orf42	-0.602166666666667
GPSM3	0.428
SIL1	1.43783333333333
ASB6	-0.15825
SMAD5OS	-0.233333333333333
UNC93A	-3.00475
A1BG	0.742666666666667
C21orf62	0.2075
FMO5	1.58608333333333
ATRIP	0.671666666666667
CEBPG	-0.4185
C7orf38	-0.279333333333333
TNFRSF1B	0.596
CLEC1A	1.07416666666667
IQSEC1	0.77825
PATZ1	1.8814
RBM22	0.51825
BAG2	-2.41083333333333
PAQR5	-1.41666666666667
C9orf127	0.6109
THNSL1	-0.4315
SHROOM3	2.7075
JAM2	0.15125
SNRPN	-1.30575
ALX4	0.361
CACNA1S	-0.094
FAM130A1	1.88075
CORIN	1.7265
CD300LB	0.642
PLEKHG6	0.839
LRRC40	-1.379
PCLKC	-1.48425
PCDHB16	1.75466666666667
WNT2B	-0.318
ASNS	-2.05122222222222
MRPL49	-0.18325
FLJ46111	0.016
ISG20	0.856
SMU1	-0.108333333333333
CASZ1	0.5135
POLR1D	-0.312
GIN1	-0.11625
SNAG1	0.0136666666666667
ANKRD29	-2.2315
CDKN2AIP	-0.33375
KRR1	-0.05875
CXCL1	-4.03316666666667
EPM2A	-0.2657
PC	-0.0843333333333333
DEFB127	-0.015
PDZRN4	2.84783333333333
FAH	1.07725
OR51E1	1.294
CDC2L6	0.264666666666667
DNTTIP1	-0.329
PAX8	0.70375
TMEM116	0.28075
C1orf150	0.0935
PRO2012	0.04425
MRPL40	-0.382333333333333
BEX1	-3.8495
SLC2A4	-0.451
PKMYT1	-1.74725
FEZF2	0.151
SLC26A9	-1.117
MAP2	0.124083333333333
LYL1	-1.62275
SLC25A19	-0.774166666666667
NOS3	-0.4585
ZNF34	0.7755
TMPRSS11F	0.07325
FAM43A	-0.62375
FCRL4	0.138166666666667
KLF14	0.07
FLRT2	-1.41383333333333
WRN	-0.9275
SDF2	0.7561
KRT8P12	-0.06575
C6orf195	0.354
C9orf125	-1.86166666666667
DZIP3	0.264375
RIT1	0.0998333333333333
SCML1	-3.022
RHBDF2	-0.28175
OR2G3	0.2365
REXO1L1	-0.073
MAP3K7IP3	-0.296
C3orf57	-5.01
FBXW11	-0.332666666666667
ETAA1	-0.72175
C14orf131	0.1594
AKT1S1	0.10475
SLC12A5	-1.0335
C9orf164	1.0645
NRIP3	-0.832625
NOS1AP	-0.10525
TMEM121	1.28475
SAP30BP	-0.0695
DGCR6	1.24475
WDR76	-0.8045
FAM82B	-0.764333333333334
LOC606495	-0.1815
MAP9	0.0349166666666667
BCDIN3D	0.4285
CXorf36	2.27783333333333
DSCR3	-0.2786
ZFAND3	0.888
C7orf43	0.342666666666667
SPSB3	0.7453
C19orf19	0.23
FAM133A	-2.06675
C12orf25	0.39825
SLC39A3	-0.10475
DISP2	-1.1655
PI4KAP2	-0.919
MKRN3	-2.482
ADAMTS13	-0.24575
CBLN3	0.2724
TTYH1	-1.98283333333333
C3orf18	1.74575
FLJ13236	1.56675
ZMYND12	2.37325
C18orf25	-0.213625
GLB1L3	-1.2825
ATP13A5	-0.103
RANBP10	-0.0915
CD96	-0.9542
DENND1C	-0.39675
RBMS3	0.1912
SLC41A3	0.110333333333333
DGCR6L	1.2675
TMEM128	0.269
CSNK1G3	0.121071428571429
MOBKL2C	0.415625
TSPAN6	-2.480125
MATN2	-1.3671
MSL2L1	-0.330666666666667
ST6GALNAC2	0.802666666666667
FGFBP2	0.088625
FGL1	-6.0015
MPP3	-0.724333333333333
ARHGEF6	1.15216666666667
TGFBR2	-0.241375
ACMSD	-0.34725
IL33	2.263
C9orf5	0.104083333333333
DEAF1	0.5741
AMN	0.604
DEFA6	0.114875
RNF212	-1.0325
METT5D1	0.112166666666667
CIB1	1.2059
TSSK1B	0.20375
KIAA1727	1.003
ZNF680	0.2195
LOC399900	-0.8325
LOC152217	-0.360083333333333
CTNNAL1	-1.767
CIT	-2.0445
TLE6	1.304
ZNF607	-0.937
HERC4	-0.916
DRAP1	-0.0452
PEMT	0.20075
C10orf111	0.0415
ZNF575	1.00575
KCTD7	-0.02875
MYO1F	0.4775
LOC285382	-0.35325
RAB11A	0.8273
PLCD3	-0.75175
C15orf28	0.21025
PTBP2	-1.43475
CTB-1048E9.5	0.05825
C19orf60	-0.266833333333333
C7orf25	0.477666666666667
SETD7	0.826625
HOXB9	-4.852
VANGL1	0.5655625
CHAF1B	-1.39525
NDUFA3	0.302
KIAA1328	-0.560166666666667
SHARPIN	0.350625
TTC23	-0.0665
UGP2	0.352416666666667
ANKIB1	0.7366
CIRBP	1.92771428571429
SEC14L4	-3.27133333333333
OVCH1	0.406333333333333
VPS52	0.07275
FAT	-1.61525
M6PRBP1	0.5355
GPRIN3	0.293
PPM1F	-0.693666666666667
TSR1	-0.452
CCDC85A	0.47175
PCSK5	0.893
ZFHX3	0.1555
HEMK1	-0.336
PGBD2	-0.36275
RSRC2	0.4675
AURKC	-1.49516666666667
SCRIB	-0.42075
ORM2	-4.15516666666667
FAM115A	1.1911
FZD6	-1.56725
UNC119	0.810666666666667
GPX3	0.0354
NOV	-0.577375
CABC1	-0.336875
CDC42SE2	-0.5795625
EIF2S2	-0.5763
RNF130	0.685
CKAP5	-0.6675
RP11-413M3.2	0.688875
C10orf18	2.3043
TMEM93	-0.343
DYX1C1	2.09075
KCNMB2	-0.880375
ANK3	1.92991666666667
KRT5	-0.7998
CDH12	-1.282625
QRSL1	-0.168125
JUB	-0.7005
SHC4	-2.332375
CCL15	0.527166666666667
CCDC22	0.35125
SNX24	0.1265
RARS	-0.522
MORC2	0.590625
FAM48A	0.3585
MT1H	-1.5375
PPP1R14C	-2.40633333333333
FOXD1	-2.73335714285714
C1orf213	-2.57175
AMT	-2.0496
DSN1	-1.44225
PTPLAD2	3.855
DIS3L	0.18975
RASL11A	1.5365
GPRC5B	-0.301
FRMD7	0.697
STRN4	0.211
KITLG	0.858772727272727
HDGF	-0.25675
OR1S1	-0.2505
SETX	0.356
DDR2	-0.32225
KCTD12	0.91725
LYZL2	-0.5855
WDR52	0.5415
TMEM2	0.078875
ZNF579	0.975333333333333
LOC200810	-0.2315
TNFSF9	-2.17
PPFIA4	-3.22475
CNIH3	0.73
MAP4K4	-1.20714285714286
ROD1	0.381642857142857
ALS2CR12	0.304333333333333
DOCK3	-0.7505
PAQR9	-4.1785
ASB17	-0.367
STX16	-1.155375
FEZ2	0.675333333333333
DLAT	-1.1115
KIF21B	-1.1745
CDC5L	-0.353
TMEM119	0.635833333333333
CRIP3	-1.4655
TPSD1	-0.144
TEPP	0.07225
GNGT2	0.94725
C21orf121	0.9875
WNK1	-0.36
FLJ10490	0.8634
OR51B5	-2.3785
LOC203547	-1.198125
HAS1	-0.522
PPA1	0.3905
ST7	0.272125
C11orf46	0.6916
POPDC3	-4.536
ACOX2	4.02433333333333
ATCAY	-0.257333333333333
TM4SF19	-0.89425
MFSD9	-0.3805
PDHB	-0.1395
ERN1	-0.357
LCE3C	-0.116
GPR111	0.0025
NOTCH3	1.67766666666667
ADAMTS5	1.1735
B3GALT1	-0.735
UGCGL1	-0.373833333333333
FAM58A	0.142666666666667
FBXO32	1.2065
CLPP	0.0425
NXPH1	4.81325
MTMR3	1.3095
ATP1B3	-1.779625
TMEM16A	3.77825
HIST1H3F	-0.00483333333333336
TRIM25	0.358833333333333
SDCBP2	-0.147
CRKL	-0.862125
HOXB2	3.16583333333333
ANP32B	-0.641875
GATM	2.284
AP4E1	0.105375
EDG5	0.2075
CDKN3	-1.9555
CDH4	-2.513
PGD	-1.1055
RND1	1.033
GAD1	-0.9529
MPG	0.313125
LOC440350	-0.5965
ZNF133	0.1315
SERPINB12	0.003
AMELY	0.222
DHX36	-0.77125
TNFAIP8L2	2.39983333333333
PHTF2	-0.119666666666667
CCDC112	-0.911666666666667
IQCC	-1.137
HEYL	3.19016666666667
FTSJ2	-0.726166666666667
APPL1	0.897875
RAB43	0.512714285714286
OR10G2	-0.3895
WAC	0.629166666666667
ADCY9	-0.1625
RUNDC2B	0.2455
PYCRL	0.3746
AGPAT7	-0.8875
SLC22A9	-0.8115
CDKAL1	-0.3245
PDYN	-0.165166666666667
C20orf74	1.294
MTMR11	1.45925
VAV3	3.34608333333333
DAPL1	-1.09525
STXBP3	-0.4735
EIF3G	0.0265
ARHGAP22	-1.54525
NPFFR1	0.0005
NPC1	-1.34266666666667
ALDH9A1	1.53816666666667
ZNF600	0.1535
ZNF678	0.2015
RASSF1	-0.51625
ADD2	-2.236
PITPNB	0.3425
PKD2L2	-0.077625
LRP11	-0.95975
CDKL1	-0.155
SMEK2	0.335
PRODH2	-3.55816666666667
C11orf54	-0.637833333333333
SFRS11	-0.753166666666667
IL7	-0.748666666666667
ALS2CR16	0.71675
BTG3	-1.02833333333333
PAK2	0.186888888888889
RP11-679B17.1	-0.123
GATA4	-1.707
ATP2B1	-0.11
LOC130940	0.3775
C1orf172	1.83633333333333
ATF7IP2	-1.0015
SLC25A43	-0.246
CENTG3	-0.384083333333333
IGF2BP1	-3.9391
FCHSD1	0.1145
CAMK2N2	1.08716666666667
ELAVL3	-0.1905
NBPF15	0.823166666666667
UBE2J2	-0.45825
GNL2	-1.34275
PRR3	-0.1983
NLF2	1.0945
OR4F6	0.316
KLHL24	0.7595
CCDC88A	-2.3364
SGPP1	-0.551833333333333
C10orf11	1.828
SLC35B4	-1.30466666666667
UGT3A2	-1.443
ARNT2	2.331
CBR1	-1.695375
ITPR3	-0.629166666666667
TRAPPC6B	-0.0253
AMZ1	1.437
ARP11	0.807
WDSUB1	0.11175
APBA1	0.189
RAB2A	1.147
C6orf162	-0.261375
HPSE2	0.14425
PLCE1	1.319
INSL3	0.37925
DLG1	-0.123
PTPLA	-3.89275
PIGX	0.3985
TFIP11	0.743833333333333
FIBIN	2.7205
POLR2G	-0.30725
GRAP2	-1.7936
DNAJB8	0.15975
CNBP	0.412666666666667
WASF1	-2.69575
INPP5E	-0.8412
HSPB1	0.6035625
TMEM167	-0.3241
CUBN	0.1825
IGF1	1.63575
ITPK1	0.8504
NAALAD2	-0.504375
G3BP1	-0.5938
NT5DC1	0.396125
CYP39A1	0.8395
TMEM139	-0.525833333333333
POLK	0.158
GLULD1	-0.5385
RBM15	-0.951
AMZ2	-0.251
GDF15	-2.17933333333333
MESDC2	-0.3605
INCA	-0.0851666666666667
ACY1L2	-2.9905
GZMM	-0.421666666666667
PAIP1	0.256
CACNA2D1	-0.1935
STK32C	0.843666666666667
SH3BP4	2.46033333333333
DEC1	-0.4835
PADI1	-0.00900000000000001
UBB	0.9823
PON3	2.5565
PROP1	1.0145
ANKRD13B	-0.7625
ADCK1	0.30975
TCF25	0.07225
SLC38A5	-2.79175
CXorf26	0.114833333333333
C19orf39	0.364
PPP1R13B	1.10125
ARL2	-0.59
TCL6	0.245333333333333
TOP3A	-0.143
SLC16A14	1.763875
FXYD6	0.784833333333333
HIST1H4E	-0.7415
BBC3	0.568789473684211
UNC5A	0.570166666666667
FAM86C	0.0986
PI4KB	0.865875
B3GAT1	0.136
SUSD2	1.045
OAZ2	0.229333333333333
NOC4L	0.0725
C10orf12	0.071
FADS1	-3.13666666666667
LOC144097	-0.53475
DKK2	0.387
KIAA1949	0.056
RHOT1	0.5595
OXT	0.8315
GPR153	1.092
ARL4A	-2.28516666666667
SAAL1	-0.9805
CCDC64	-0.2175
USE1	-0.173333333333333
HNMT	0.883
PCGF3	0.425125
CYP2C19	0.62075
C20orf4	0.448
CCDC11	0.59125
ACSBG2	-0.17375
RWDD2A	0.6765
PALLD	2.01725
CPLX4	-0.251
LOC492311	1.04475
KPNA2	-1.49333333333333
MACROD1	-0.7897
TMCO3	-0.103166666666667
C15orf52	-0.476166666666667
BIRC5	-1.73006666666667
PRR16	-0.126333333333333
FAM63B	0.5155
