Hybridization REF	TCGA-A7-A0CE-01A-11R-A00Z-07
MUSK	0.561166666666667
ZNF434	-1.14116666666667
SMARCD1	-1.0615
ZFP106	0.2415
ZNF347	-0.2979
GTF2E1	-0.008
RY1	-0.1315
ATAD2B	-0.091375
ARHGAP17	0.0229
KCNIP3	-0.89225
SFPQ	0.158375
GFRA4	0.236
AKR1B10	-3.412625
TIGD6	0.563
RGS16	-0.014625
URB1	-0.9035
OR4C46	1.09166666666667
TOP3B	-1.2355
NFATC4	-0.454
CA14	-0.3885
BMPR1A	0.623333333333333
SNRP70	-0.315375
PRL	0.923916666666667
C6orf130	-0.8635
STAG2	0.86175
CD55	0.414285714285714
RPS23	0.368333333333333
SSX2	-0.608
FDPSL2A	0.357
FBXO27	0.83325
SYNGR3	1.22233333333333
TMSL3	0.2195
EML1	-2.6875
NUP93	-0.384666666666667
SMAD3	-1.1935
KIAA1189	0.857833333333333
HNRPUL2	0.265833333333333
TBC1D12	-0.1335
C16orf24	-0.1225
MRVI1	0.2285
ZNF581	-0.834333333333333
ELOVL3	2.975
OR51Q1	0.4235
CACNB3	1.38516666666667
GALNT13	0.433125
C10orf84	0.3146875
NEDD4	-0.9865
SPO11	0.279
OR5AU1	-0.1935
NEK4	-0.337642857142857
PRKAR2A	-1.37516666666667
IHPK1	-1.05233333333333
ATP6V0B	0.750625
CACNA1E	0.884
CEACAM8	0.367666666666667
PEX14	0.093
FLJ12993	-0.656
ZBTB38	0.302083333333333
PCTK2	-0.0998333333333334
LRRC16	0.5078
FBLIM1	1.73583333333333
FYCO1	0.2025
RP5-1022P6.2	-1.1605
CMTM1	-0.184333333333333
PLTP	1.0965
RAPH1	0.31075
DOCK8	0.4825
EZH2	-0.606733333333333
SLC25A1	-0.998666666666667
PLEKHB1	0.5272
GRB7	0.9373
ZFP37	-1.24825
MRPL33	-0.493
PELO	-0.11925
ARMC1	0.356
C9orf27	0.22625
FLJ25778	1.272
C9orf37	-1.5085
TMEM66	0.283
SPRN	0.656
HBEGF	0.417625
PI4KA	-1.3865
LEPRE1	-0.78125
POU2AF1	-2.484625
MRPL12	0.444333333333333
REP15	-0.9505
ZC3H3	-0.24275
RASAL1	0.708
DDAH1	1.33125
ACBD5	0.347125
TMC2	-0.547
CCDC137	0.067
SAMD13	-1.793
UGT2B15	-2.534
TIPARP	-0.8975
DNASE1L3	0.0695
TRIM72	0.0196666666666667
DBX2	1.35025
IPO8	0.645
C21orf88	-0.6777
MAP3K14	-0.0735
LOC51233	0.4265
GGTLA4	0.923
PDE6D	0.0575
ZNF117	0.14025
CLK2	-0.0035
NKRF	0.1745
TNFSF15	-0.3426
DUSP2	0.27375
SECISBP2	-0.8622
GABRR2	1.1235
PPAP2C	1.471
LOC51145	0.0718333333333333
PAG1	1.901375
PIK3C3	-0.20075
GNG10	-0.8035
APOL4	0.193
ANKRD28	-0.803375
STMN3	-2.9027
RAB14	-0.2375
CDK2AP2	-0.568
HDDC3	-0.180375
COMMD7	-0.31
CXXC1	-0.20525
HMCN1	-1.54683333333333
CD40	-0.73425
DYNC1LI2	0.5915625
GDI1	0.17125
LOC646938	-0.000250000000000028
VSNL1	-1.78966666666667
PIH1D1	-0.509333333333333
RAET1G	-1.548
KRTAP5-9	0.293
EFTUD2	-0.226
ZNF311	-0.221
ATP6V1G3	-0.15475
OR2W3	-1.27375
SCN4A	-0.253
MED10	-1.050625
FAM135A	0.1047
ARHGAP4	-1.5165
EHMT2	-0.331875
UFD1L	-1.0125
ERMP1	1.00075
MAG1	1.48733333333333
THAP8	-0.389666666666667
HACE1	0.303833333333333
FAM82C	-1.002
C3orf20	1.892
UNC84A	-0.194333333333333
SCD5	0.742785714285714
LASS6	0.172875
LSG1	0.0469166666666667
MAL	-5.5215
GPR22	0.8645
WDR5B	-0.0825
ACTRT1	0.802
C17orf60	0.422833333333333
GRIN2C	1.3463
ARMC8	0.19175
SLC47A1	-2.87066666666667
DMPK	-0.0445
DHRS13	-0.00366666666666666
SMC1A	-0.0598333333333333
KRTAP17-1	0.1965
SMYD5	-0.4415
TUSC2	-0.446875
CRHR2	0.213
KIR3DL2	-0.158
CCDC104	-0.1685
ATP2C1	0.608375
CROT	-1.18275
PABPC3	-0.00566666666666667
EGR1	-0.154166666666667
THSD1	-0.93875
KHK	-1.02475
SLC12A2	-0.8564375
CD58	-0.28475
STOX2	2.2725
CCDC76	-0.5474
CCDC48	1.276
DNAH1	-0.792333333333333
ZIC4	0.59925
OR1G1	0.2725
PSMC6	-0.806833333333333
PROKR1	-0.3255
ABCB1	-1.162875
TRAT1	-0.731
LLGL1	0.242
MTF1	1.03325
USP54	1.456125
PAGE2B	-1.321
ITGB7	-3.69425
CCDC81	0.7875
LOC149837	1.031
SCUBE1	-0.8575
ZSCAN10	0.744
HUWE1	0.295428571428571
CDH17	0.3275
CD180	0.52725
IL17A	0.34975
TMPO	-0.56325
KIAA1524	-1.44833333333333
HDGFRP3	0.0211666666666667
OXCT1	1.15681818181818
RRAS2	-0.4895
LTBP2	1.14775
SV2B	0.609
CYP2A6	0.110875
PKD1L2	-1.083
PPM1M	-0.092
FLJ22662	3.15033333333333
ZNF502	-1.89975
GP6	-0.13975
CRYBA2	-0.68875
LEF1	-1.9085
CTPS	-0.849428571428572
EYA1	-2.85266666666667
EPS8L1	0.87925
MAPK14	-0.729
SERPINB2	-3.362625
GTF2F2	0.513833333333333
ZNHIT4	-0.12
PLA1A	-0.676
C20orf114	2.891
HPR	-2.548
C18orf2	-0.855666666666666
SATB2	-1.5795
KCNJ9	0.559625
MGC157906	0.14
MOCS3	-0.26575
C17orf71	0.0433333333333333
PPHLN1	-0.0812
HIST1H2BN	-0.6145
RAPGEF1	0.201625
MAP3K8	1.293
DLG4	-0.112666666666667
STC1	0.11525
CDGAP	0.52275
DDX26B	-1.34425
LOC150223	-1.46775
CPSF3	-0.0721666666666667
TMEM14A	1.40175
MYH3	-1.13625
GPKOW	-0.003
SULT1A1	-0.567
SPON1	2.1919
YY1AP1	0.240333333333333
RAB23	-0.2415
PLA2G4A	3.3815
MAPRE3	-0.40125
ZNF516	-0.8925
GGPS1	0.3795
EXOC3L2	-0.14
C19orf42	-0.3077
MAP2K2	-0.663
HIST1H2BB	-1.237
RNF19B	1.013
C6orf128	-0.175333333333333
TLR8	1.8855
PCDHA9	0.827
CARS2	1.141125
CLUL1	0.7955
RHAG	-3.19283333333333
UNK	-0.401
EXOC8	1.1476
C9orf95	-0.162
C14orf143	0.721166666666667
MAML3	0.5525
LDHA	-1.21425
MRPL20	0.201
KLHDC6	2.611
ATP5S	-1.08233333333333
C8orf55	-1.4195
PHF19	-2.1005
KRTAP13-4	1.435
TTC5	-0.32825
XKR5	-0.014
SILV	-4.46733333333333
TEX28	1.2625
TCTN1	1.01275
CX40.1	0.565
PPP2R5C	-0.26375
C12orf30	-1.132
CAPG	1.62325
MPZL1	1.58535
ARSB	-1.09016666666667
TDH	-2.08825
WASF4	0.96025
TSSK3	-0.663666666666667
7A5	0.4005
CRISPLD1	1.245625
MAD1L1	0.415666666666667
SPIN4	-0.195
AMPD1	-0.31325
DPYSL5	-0.0205
INPP1	-0.746833333333333
ANKRD11	-0.489222222222222
NPAS4	-0.179125
GCET2	0.2987
RNASE9	1.7105
GUCY2D	0.4375
CCDC98	-1.50775
FGF4	0.757125
CPM	2.03533333333333
SLC26A4	-1.3875
PLD5	0.1215
FAM59A	-0.2021
FBXO5	-0.769333333333333
SIPA1L1	-0.127375
DPYS	1.30975
ATG4D	0.8665
TGM3	0.121
MTCH1	-0.041625
HK1	-0.2795
CDC26	0.298625
GALNT12	-0.957333333333333
LOC339229	-0.22775
MRPL35	0.177
ORC4L	-0.585625
TNKS	-0.651
C2orf24	-0.401
ZNF553	0.540333333333333
GGTLA1	1.747
ZNF497	-0.90275
CDY1B	1.4995
SLC30A4	1.095625
TUB	-0.343375
ARHGEF18	0.516
ARRB1	-0.51025
KCNK1	1.29325
EREG	1.2197
SCAMP5	0.9895
RUNDC3B	0.85175
ADAMTS20	-0.15975
IL17RB	-0.247375
FLJ20323	-0.447
MCAM	2.018375
POLR3E	-1.65908333333333
AQR	-0.651833333333333
IPMK	0.267
CDCA7	-1.70975
CAMP	3.422
GRHL3	-0.09875
ADAMTSL2	0.625833333333333
CLMN	2.04883333333333
SSTR3	0.7045
MAGEA5	-2.11316666666667
OVOL2	3.34725
JMJD1B	0.20675
RBL2	-0.6771
PYGO2	0.868
PPP1R10	0.1665
CSE1L	-1.32733333333333
LCA5	0.17525
RDH16	-0.16625
ASRGL1	-0.943
TOM1	-0.264
PTX3	-3.01075
TTC15	0.596
SCGB3A1	3.125
MRPL50	-0.8525
RCAN3	1.2765
SLC26A11	0.37625
STYX	-0.872833333333333
CINP	0.00425
MARCH7	-0.63375
PFKM	0.218333333333333
SGMS1	-0.47
RIOK3	-0.0359
C1orf110	1.0425
CES7	0.222625
LOC440248	-2.443
PPP1R12C	-0.38875
C10orf27	1.3035
ATG9A	-1.34975
MRPS26	0.28675
TMEM40	0.74575
ELP3	-0.4795
ZNF787	0.8767
HIAT1	-0.04675
C8orf34	-0.718166666666667
MGC4655	0.371
PELI1	0.4945
PPT1	0.0697
SLC35C2	-0.6185
C6orf125	-0.245
MUC4	-0.835833333333333
RFC4	-0.556285714285714
GNB2	0.335
NUP50	-0.181785714285714
SULT4A1	0.238666666666667
C7	1.49425
CCDC130	0.325333333333333
ARRDC4	-0.4455
RQCD1	-1.45225
GLYCTK	-0.88875
AYTL2	-0.941545454545454
MTUS1	0.1072
LEMD3	0.560333333333333
PLEKHF2	-0.368
HOXA7	1.293625
GTF3C2	-0.7985
DYNLRB2	-0.72775
CNOT10	-0.57525
MR1	0.480666666666667
FFAR1	1.47275
PRIC285	0.66775
SLITRK6	0.5035
LIX1	-1.9464
UBE1L2	-0.742166666666667
F8	1.470375
ACHE	-0.315166666666667
KPNA5	0.02325
TNFRSF12A	-1.1265
EGR3	-1.6375
SERPIND1	-3.41283333333333
OASL	2.42125
IFRD1	1.55925
WDFY1	-1.76583333333333
ZNF267	0.122125
ACCN5	1.0915
ZBTB6	-0.062
PPP1R3A	0.1145
PRRT3	1.03375
FBXL19	0.071
TXNIP	0.332571428571429
ACTN2	-0.16125
ATG9B	-0.412875
C9orf117	0.163625
IL27	0.0705
RPL36AL	-0.811
KLK15	0.435
CHAD	1.1335
RAP2B	-0.6145
HEBP2	1.775
ZNF342	-0.0255
CAMK2G	-0.110833333333333
TLR3	1.246
FGF14	0.50325
HMGB2	-1.537875
TRPM5	0.102166666666667
OR5M11	0.9935
KIF3B	-0.073
PRICKLE2	-0.75525
MTMR9	-1.217875
C3orf27	-0.75925
GLRA3	-1.69583333333333
NSDHL	-0.0631666666666667
TMEM32	0.75075
POLR2D	-1.24633333333333
MYADML	0.2255
C9orf114	-1.6755
MRGPRX1	0.05
TOPORS	0.302
CLDN19	-0.98375
C1QL4	0.3315
RNF165	-1.7085
DHRS9	-1.18825
DNAH2	0.9385
FXR1	-0.72
ZMYM3	-0.6415
CASP3	-0.845
FAM120C	-0.406125
SCLY	-1.24075
CA7	-0.4155
ENTPD5	-0.302166666666667
ZNF461	-0.624
PDIA5	0.52775
C1orf19	0.8725
TMEM67	-0.9015
KCTD20	-0.69675
WDR47	0.2925
FLJ38723	0.951
KLRF1	0.0165
TAS2R16	0.1615
CLDN12	-0.19475
PRKCE	0.41425
UBXD4	0.405
ITGAM	1.53583333333333
GLT8D3	-0.00237500000000001
WDR31	0.0698
RGS2	1.91625
OR51L1	1.001
MST1R	0.24625
KIAA1737	0.87625
OR4A5	1.49
GLIS1	-2.23666666666667
PTMA	0.542571428571429
NAPA	-0.27475
PRDM11	-0.23975
LIPF	0.722
DIRAS3	0.55225
ASGR2	-3.183625
C1QTNF4	-0.43375
PIK3R4	-0.033
ARMC3	1.1935
NDUFV3	-0.1805
BTBD3	0.839166666666667
PPP1R2	-0.3955
UBE2NL	-0.7175
FOSL2	1.33557142857143
FAM119A	-1.8795
TUBA4A	-0.086
KRTAP12-1	0.358
SFRS2	-0.1505
RHPN1	-0.7787
EEF2	-0.772333333333333
ZDHHC11	-1.1805
EPHA3	-1.6543
RBM12	-0.4065
H2AFJ	-0.269416666666667
EDIL3	1.2025
KIF26A	-0.16825
SERGEF	-0.5255
B3GALT4	2.10675
LOC90925	1.16233333333333
OSCAR	0.149875
NPFF	-0.857
DEDD	0.959125
TMEM155	1.280625
PTPN1	-0.851
SCYL2	0.124166666666667
SKAP1	2.606
LEAP2	-2.20383333333333
GADD45G	0.2643
IFITM3	0.8335
PILRB	-1.61683333333333
SLU7	-1.16
DSC3	1.13875
DNMT3L	-1.7665
PAPD5	-0.654125
B3GNT3	0.250166666666667
LHCGR	0.5685
MSL-1	0.628
UBE2S	-0.92075
SAP130	-0.8325
ANAPC11	0.4125
MAGED4B	1.457
ATP6V1B2	-0.233166666666667
C14orf179	0.168875
CAPZA1	-0.1185
CDYL2	-1.20833333333333
GLRX3	-0.1855
LOC136288	-0.13325
MOBKL1A	0.1575
HTR2B	0.19925
CRYGD	-0.2575
NUS1	0.164333333333333
PGRMC1	0.624
MYOM2	-0.88125
FLJ39653	-1.8905
CHM	-0.5308
OR5M8	-0.234
ZNF619	-0.207
FAM105A	-0.6765
CCNL1	-1.118875
NAP1L3	-2.49075
C10orf57	1.64716666666667
B3GALNT1	1.4245
CSN1S2A	1.0655
TCP10L	1.03525
GDAP2	-0.22575
DMKN	0.525
COX6B1	1.05775
DNASE2	0.9635
MSH5	-1.635
LGMN	0.3975
USP31	-0.0963
OR13C8	0.439
SDCBP	-0.0556
NUDT11	-3.50783333333333
PYGL	-0.223333333333333
SNPH	-1.551
B3GNT4	-0.3935
MIZF	-0.7627
NUBPL	-0.916125
NOD1	1.39866666666667
CDH22	-0.141625
NUBP1	0.1985
DSCAM	-3.0305
DGKI	-0.4245
FAM136A	-0.0105
AKAP1	1.03733333333333
SLC16A6	-2.092
RIN3	0.98875
PSG2	-0.6815
DIP2B	-0.163833333333333
PSORS1C1	0.9159
KIAA0495	-0.3215
FLJ90709	-0.182
LPA	0.0686666666666667
PIGA	-0.395166666666667
LY75	1.41316666666667
UTS2	-5.4285
RREB1	-0.188375
GALNACT-2	0.1493
MGC3196	-0.4335
FLJ31568	0.7455
LPHN1	-0.4685
SP1	-0.3245
TOX4	-0.490833333333333
HSPA9	0.2731
APOBEC1	-0.138
SLC35E4	-1.01
LSM5	-0.48175
SURF1	0.46075
ZBTB1	-0.576
GTF2F1	0.2505
RPS15A	-0.386571428571429
DUSP21	-0.182
GINS4	-1.8465
MYO15A	1.00633333333333
GIMAP7	2.9945
MGC13379	1.10825
ATP6V1E2	-0.179166666666667
UTP3	-0.28625
HNRPA3	-0.7725625
MT4	1.209
C14orf155	0.273
U1SNRNPBP	-0.30575
CKLF	-0.579333333333333
PLEKHN1	1.902
MBNL1	-0.55225
NUP160	-1.094
ACSM2A	-1.394
LOC129881	-0.814
KIAA1529	0.396
FLJ22639	-2.6735
HAND1	-0.9435
GSX1	-0.247
FGA	-3.7214375
SERPINB1	-0.17275
ZNF642	0.49425
IGFBP1	-7.6365
SLC1A1	0.07675
DHX57	0.145125
ZNF766	-0.0565
PTPN21	0.7151
GDPD3	-1.11133333333333
PNPLA5	-0.235
TBR1	-0.1405
FAM116A	-0.165
IQGAP1	0.486
FOS	-0.233375
ZNF226	-0.508
FIGNL1	0.6035
C14orf1	0.123666666666667
ZMYND17	-0.5705
PUS7	-0.00266666666666667
TUBB6	0.318625
KCNQ2	-1.33875
MARCH6	-0.175
CCDC33	0.314
PRODH	-0.846
RBM11	-0.577
EPHA6	0.298333333333333
SLC43A1	-2.06
LOC196541	1.016625
NTN1	1.20816666666667
ING4	0.5135
PCDHB10	0.91975
DPH2	-0.421
SPACA4	-0.1475
FBXL21	-2.2265
DIAPH1	0.0238333333333333
ZNF71	0.524166666666667
CEP76	-0.262
CORO1A	-1.33175
RRM2	-1.4885
EDG4	1.42675
OS9	0.774333333333333
SLC4A1AP	0.21875
COG5	-0.481
COPS8	-0.4725
NGLY1	-1.18575
NCBP2	-0.79575
C17orf42	0.180166666666667
GPSM3	-0.0176250000000001
SIL1	0.916166666666667
ASB6	-0.15525
SMAD5OS	-0.306166666666667
UNC93A	-3.092625
A1BG	-1.7195
C21orf62	0.44475
FMO5	-1.04783333333333
ATRIP	-0.603
CEBPG	0.600166666666667
C7orf38	0.594166666666667
TNFRSF1B	0.707
CLEC1A	1.01766666666667
IQSEC1	-0.443875
PATZ1	-0.15
RBM22	0.64225
BAG2	-2.78516666666667
PAQR5	-1.17516666666667
C9orf127	0.8703
THNSL1	1.27675
SHROOM3	1.6134
JAM2	3.69025
SNRPN	-3.7705
ALX4	-1.097
CACNA1S	-0.6205
FAM130A1	0.542
CORIN	1.319
CD300LB	1.443
PLEKHG6	0.914
LRRC40	-0.3925
PCLKC	-0.58675
PCDHB16	-1.77
WNT2B	0.735166666666667
ASNS	-0.746777777777778
MRPL49	-0.779875
FLJ46111	-0.7765
ISG20	1.256375
SMU1	0.2405
CASZ1	1.3225
POLR1D	-0.255166666666667
GIN1	-0.839
SNAG1	0.893833333333333
ANKRD29	-0.9555
CDKN2AIP	-0.938
KRR1	-0.27025
CXCL1	-0.469833333333333
EPM2A	0.1218
PC	0.456833333333333
DEFB127	0.0915
PDZRN4	1.1775
FAH	-0.90375
OR51E1	1.0785
CDC2L6	-0.148166666666667
DNTTIP1	-0.76775
PAX8	0.94125
TMEM116	0.5575
C1orf150	-0.185
PRO2012	0.4495
MRPL40	-0.769
BEX1	-2.9819
SLC2A4	-1.88233333333333
PKMYT1	-0.645
FEZF2	0.906333333333333
SLC26A9	2.24775
MAP2	0.908333333333333
LYL1	-1.79475
SLC25A19	0.0553333333333333
NOS3	0.123
ZNF34	-0.0203333333333333
TMPRSS11F	-0.2655
FAM43A	-0.92325
FCRL4	0.500833333333333
KLF14	0.21975
FLRT2	-1.94883333333333
WRN	-0.6935
SDF2	0.8152
KRT8P12	-0.15775
C6orf195	0.887
C9orf125	-1.1645
DZIP3	-0.413625
RIT1	0.66475
SCML1	-2.17283333333333
RHBDF2	0.55025
OR2G3	-0.8565
REXO1L1	1.774
MAP3K7IP3	-0.934
C3orf57	-6.7545
FBXW11	-1.48816666666667
ETAA1	-0.49175
C14orf131	0.5771
AKT1S1	-0.579
SLC12A5	-0.93975
C9orf164	0.01975
NRIP3	0.129375
NOS1AP	-0.9355
TMEM121	-0.05275
SAP30BP	0.2373
DGCR6	-0.4075
WDR76	-0.293
FAM82B	-0.607666666666667
LOC606495	-1.39
MAP9	-0.511916666666667
BCDIN3D	0.671
CXorf36	2.65866666666667
DSCR3	-0.8528
ZFAND3	-0.283375
C7orf43	0.163833333333333
SPSB3	-0.2516
C19orf19	0.352
FAM133A	-2.55725
C12orf25	-0.28725
SLC39A3	-1.289625
DISP2	0.34175
PI4KAP2	-2.132
MKRN3	-1.1505
ADAMTS13	0.353625
CBLN3	0.1995
TTYH1	0.9955
C3orf18	0.522
FLJ13236	0.15175
ZMYND12	1.883
C18orf25	0.423625
GLB1L3	-1.262
ATP13A5	-0.328
RANBP10	0.21775
CD96	-1.9847
DENND1C	-1.1495
RBMS3	0.6298
SLC41A3	0.778833333333333
DGCR6L	-0.48925
TMEM128	0.077
CSNK1G3	-0.361357142857143
MOBKL2C	-0.129
TSPAN6	1.295625
MATN2	-1.0108
MSL2L1	-0.107666666666667
ST6GALNAC2	0.4655
FGFBP2	0.112375
FGL1	-3.76033333333333
MPP3	-2.10383333333333
ARHGEF6	0.025
TGFBR2	-0.0575
ACMSD	-1.00775
IL33	1.68575
C9orf5	-0.619
DEAF1	-0.2235
AMN	0.15
DEFA6	-0.427
RNF212	-1.061
METT5D1	0.4285
CIB1	-0.1387
TSSK1B	0.12175
KIAA1727	0.304
ZNF680	-0.2055
LOC399900	-2.5695
LOC152217	-0.466583333333333
CTNNAL1	-2.0505
CIT	-1.3095
TLE6	0.91675
ZNF607	-0.02125
HERC4	-0.911333333333333
DRAP1	-1.1369
PEMT	0.2355
C10orf111	0.499
ZNF575	0.889125
KCTD7	0.1425
MYO1F	-0.258375
LOC285382	-0.81725
RAB11A	0.7652
PLCD3	-0.433
C15orf28	-0.505
PTBP2	1.70875
CTB-1048E9.5	-0.745
C19orf60	0.636833333333333
C7orf25	0.166666666666667
SETD7	0.60625
HOXB9	0.113
VANGL1	-0.3309375
CHAF1B	-0.2415
NDUFA3	0.245
KIAA1328	-1.33283333333333
SHARPIN	0.035375
TTC23	0.521625
UGP2	0.640583333333333
ANKIB1	0.9128
CIRBP	-0.773857142857143
SEC14L4	0.552833333333333
OVCH1	0.445
VPS52	-0.446
FAT	0.355875
M6PRBP1	-0.56375
GPRIN3	0.7705
PPM1F	-0.587666666666667
TSR1	0.1675
CCDC85A	0.254
PCSK5	1.288
ZFHX3	-0.5355
HEMK1	-1.7113
PGBD2	-0.2945
RSRC2	-0.134833333333333
AURKC	-1.50583333333333
SCRIB	0.282375
ORM2	-4.7145
FAM115A	0.7712
FZD6	0.381625
UNC119	0.277666666666667
GPX3	-0.2947
NOV	-0.631375
CABC1	0.106
CDC42SE2	0.359
EIF2S2	-1.0732
RNF130	0.122
CKAP5	-0.607166666666667
RP11-413M3.2	0.1335
C10orf18	0.3942
TMEM93	-0.11525
DYX1C1	1.512
KCNMB2	-1.63225
ANK3	1.28525
KRT5	3.2631
CDH12	-0.688375
QRSL1	0.22775
JUB	-1.232
SHC4	2.728125
CCL15	0.588333333333333
CCDC22	-0.102
SNX24	0.3225
RARS	-1.1405
MORC2	0.278375
FAM48A	0.14175
MT1H	-0.4995
PPP1R14C	1.93466666666667
FOXD1	1.13242857142857
C1orf213	-1.83225
AMT	-1.9941
DSN1	-0.94225
PTPLAD2	1.569
DIS3L	0.15675
RASL11A	0.56775
GPRC5B	1.0115
FRMD7	1.411
STRN4	-0.24425
KITLG	1.19290909090909
HDGF	0.79875
OR1S1	-0.2915
SETX	-0.2143
DDR2	-0.487375
KCTD12	0.97475
LYZL2	0.39925
WDR52	-0.931
TMEM2	0.840375
ZNF579	0.778
LOC200810	-0.47025
TNFSF9	-0.9265
PPFIA4	-2.56675
CNIH3	-0.625166666666667
MAP4K4	-1.35764285714286
ROD1	0.00635714285714289
ALS2CR12	-0.468333333333333
DOCK3	-0.213
PAQR9	-3.4925
ASB17	0.122
STX16	-1.777
FEZ2	0.421
DLAT	0.187833333333333
KIF21B	-1.3735
CDC5L	0.28675
TMEM119	0.417333333333333
CRIP3	-1.6265
TPSD1	0.288166666666667
TEPP	-0.52725
GNGT2	0.51425
C21orf121	0.184
WNK1	1.29608333333333
FLJ10490	-0.2128
OR51B5	-2.064
LOC203547	-0.424125
HAS1	0.9895
PPA1	-0.000499999999999996
ST7	0.138875
C11orf46	-0.6073
POPDC3	-3.16966666666667
ACOX2	-2.392
ATCAY	-0.46725
TM4SF19	-1.6385
MFSD9	-0.741666666666667
PDHB	-0.98575
ERN1	1.06475
LCE3C	-0.396
GPR111	-0.2955
NOTCH3	1.87916666666667
ADAMTS5	2.44375
B3GALT1	-0.449
UGCGL1	-0.1185
FAM58A	0.680666666666667
FBXO32	1.184
CLPP	0.6875
NXPH1	-1.61025
MTMR3	0.0468333333333333
ATP1B3	-0.342375
TMEM16A	2.943125
HIST1H3F	-0.640666666666667
TRIM25	-0.157
SDCBP2	2.5435
CRKL	-2.1275
HOXB2	-1.92333333333333
ANP32B	-0.252875
GATM	1.9345
AP4E1	0.1615
EDG5	-0.077875
CDKN3	-1.48566666666667
CDH4	-0.58625
PGD	-0.601166666666667
RND1	-0.161
GAD1	-3.2192
MPG	-0.853125
LOC440350	-0.764
ZNF133	-0.54025
SERPINB12	0.17
AMELY	0.485
DHX36	-0.21075
TNFAIP8L2	1.46033333333333
PHTF2	-0.200777777777778
CCDC112	-0.707166666666667
IQCC	-0.14925
HEYL	2.652
FTSJ2	0.480333333333333
APPL1	0.509875
RAB43	-0.275428571428571
OR10G2	-0.0955
WAC	-0.0113333333333333
ADCY9	-0.4675
RUNDC2B	-0.00566666666666665
PYCRL	-0.4736
AGPAT7	-1.15533333333333
SLC22A9	-0.278166666666667
CDKAL1	-0.4425
PDYN	-0.348833333333333
C20orf74	-0.78925
MTMR11	0.3335
VAV3	0.98125
DAPL1	-1.12675
STXBP3	0.76575
EIF3G	0.00575
ARHGAP22	-0.80225
NPFFR1	-0.8075
NPC1	-0.310833333333333
ALDH9A1	1.01083333333333
ZNF600	-0.20225
ZNF678	-0.422
RASSF1	-0.40025
ADD2	-0.859625
PITPNB	-0.261875
PKD2L2	0.379625
LRP11	0.4585
CDKL1	-0.75075
SMEK2	0.1745
PRODH2	-3.359
C11orf54	0.114333333333333
SFRS11	-0.270666666666667
IL7	-0.491
ALS2CR16	0.84075
BTG3	-0.0671666666666667
PAK2	-0.673277777777778
RP11-679B17.1	-0.464
GATA4	-1.06383333333333
ATP2B1	-0.16
LOC130940	-0.5265
C1orf172	3.01633333333333
ATF7IP2	-1.401
SLC25A43	0.684833333333333
CENTG3	0.3165
IGF2BP1	-3.7403
FCHSD1	0.172
CAMK2N2	0.9415
ELAVL3	0.2465
NBPF15	-0.601
UBE2J2	0.0248333333333334
GNL2	-0.20575
PRR3	-0.2138
NLF2	0.79725
OR4F6	1.1695
KLHL24	1.38566666666667
CCDC88A	-0.5486
SGPP1	-2.76183333333333
C10orf11	1.38283333333333
SLC35B4	-0.7425
UGT3A2	-1.8685
ARNT2	1.4368
CBR1	0.293875
ITPR3	0.591666666666667
TRAPPC6B	-1.3882
AMZ1	-0.891
ARP11	1.022
WDSUB1	-0.1265
APBA1	0.822666666666667
RAB2A	1.0247
C6orf162	0.098375
HPSE2	0.6245
PLCE1	0.61925
INSL3	0.3685
DLG1	-0.1058
PTPLA	-1.12375
PIGX	-0.464625
TFIP11	-0.110166666666667
FIBIN	1.61
POLR2G	-0.46175
GRAP2	-2.0166
DNAJB8	1.42175
CNBP	-0.486166666666667
WASF1	0.272
INPP5E	-0.9189
HSPB1	-1.0675625
TMEM167	-0.1469
CUBN	-0.84575
IGF1	2.5720625
ITPK1	0.852
NAALAD2	-1.263
G3BP1	-0.731
NT5DC1	0.49275
CYP39A1	1.3815
TMEM139	3.22116666666667
POLK	-0.2988
GLULD1	4.86775
RBM15	-0.472666666666667
AMZ2	0.20125
GDF15	-3.55216666666667
MESDC2	0.63825
INCA	0.371
ACY1L2	0.8485
GZMM	-1.234
PAIP1	0.411
CACNA2D1	0.01475
STK32C	-0.419833333333333
SH3BP4	0.4355
DEC1	0.11
PADI1	-0.417
UBB	0.2146
PON3	3.02816666666667
PROP1	0.7475
ANKRD13B	0.9635
ADCK1	0.20575
TCF25	-0.39875
SLC38A5	-3.545
CXorf26	0.538833333333333
C19orf39	0.14725
PPP1R13B	-0.36475
ARL2	-0.8125
TCL6	0.157166666666667
TOP3A	0.121
SLC16A14	1.351875
FXYD6	2.94216666666667
HIST1H4E	-1.272
BBC3	-0.0734736842105264
UNC5A	0.2715
FAM86C	-1.6332
PI4KB	0.8515
B3GAT1	-2.915
SUSD2	0.163833333333333
OAZ2	0.172333333333333
NOC4L	-0.56825
C10orf12	-0.12975
FADS1	-2.50316666666667
LOC144097	-0.3585
DKK2	0.1855
KIAA1949	-0.467
RHOT1	-0.1482
OXT	0.500333333333333
GPR153	0.71525
ARL4A	-1.4805
SAAL1	-0.8425
CCDC64	-0.2195
USE1	-0.377666666666667
HNMT	-0.862
PCGF3	-0.1878125
CYP2C19	0.68775
C20orf4	-0.491
CCDC11	1.04275
ACSBG2	0.7495
RWDD2A	-0.0105
PALLD	0.73275
CPLX4	0.9885
LOC492311	0.24775
KPNA2	-0.527666666666667
