Hybridization REF	TCGA-B6-A0IO-01A-11R-A034-07
MUSK	0.5068
ZNF434	0.0496666666666666
SMARCD1	-0.791333333333333
ZFP106	-1.177
ZNF347	0.9965
GTF2E1	0.28875
RY1	-0.0796666666666667
ATAD2B	1.153625
ARHGAP17	-0.3214
KCNIP3	-2.7035
SFPQ	0.3785
GFRA4	0.601166666666667
AKR1B10	-3.466875
TIGD6	0.6895
RGS16	1.57175
URB1	-0.933166666666667
OR4C46	0.720666666666667
TOP3B	-1.31875
NFATC4	-0.174
CA14	-3.12525
BMPR1A	-0.114166666666667
SNRP70	-0.556625
PRL	-0.248416666666667
C6orf130	-0.19875
STAG2	0.1535
CD55	-1.78442857142857
RPS23	0.120166666666667
SSX2	-1.5725
FDPSL2A	-1.043
FBXO27	1.17275
SYNGR3	-1.431
TMSL3	1.10025
EML1	-1.237
NUP93	-0.874666666666667
SMAD3	0.4364
KIAA1189	-0.431166666666667
HNRPUL2	0.666666666666667
TBC1D12	-0.211666666666667
C16orf24	0.64125
MRVI1	0.937833333333333
ZNF581	-0.287166666666667
ELOVL3	-0.447
OR51Q1	-1.841
CACNB3	1.39066666666667
GALNT13	-1.08271428571429
C10orf84	1.6663125
NEDD4	-0.6062
SPO11	1.777
OR5AU1	-0.0665
NEK4	0.653285714285714
PRKAR2A	-0.254
IHPK1	-0.433333333333333
ATP6V0B	-0.3065
CACNA1E	2.0815
CEACAM8	2.153
PEX14	-0.003
FLJ12993	3.0705
ZBTB38	-0.09775
PCTK2	0.750166666666667
LRRC16	1.4099
FBLIM1	0.9315
FYCO1	1.31675
RP5-1022P6.2	-0.0871666666666667
CMTM1	0.0896666666666667
PLTP	-1.07733333333333
RAPH1	2.046875
DOCK8	0.4835
EZH2	-1.62006666666667
SLC25A1	-1.08066666666667
PLEKHB1	0.7076
GRB7	0.1236
ZFP37	-2.02075
MRPL33	-0.58075
PELO	-0.10125
ARMC1	-0.517181818181818
C9orf27	-0.605142857142857
FLJ25778	0.1825
C9orf37	-1.37133333333333
TMEM66	0.269
SPRN	0.277
HBEGF	-0.391
PI4KA	-0.6655
LEPRE1	-0.92275
POU2AF1	-4.602625
MRPL12	-0.3915
REP15	-0.2835
ZC3H3	0.32775
RASAL1	-1.76425
DDAH1	1.729875
ACBD5	0.116142857142857
TMC2	0.2
CCDC137	-0.3405
SAMD13	3.02483333333333
UGT2B15	-1.8275
TIPARP	-0.6795
DNASE1L3	-0.01125
TRIM72	0.698333333333333
DBX2	0.6455
IPO8	0.91
C21orf88	0.1392
MAP3K14	0.27925
LOC51233	1.65
GGTLA4	-0.106
PDE6D	0.133
ZNF117	-0.33725
CLK2	-0.258875
NKRF	-0.11575
TNFSF15	-0.1168
DUSP2	-0.451875
SECISBP2	-0.2733
GABRR2	-0.806
PPAP2C	2.3655
LOC51145	-0.197
PAG1	-0.917375
PIK3C3	-0.3425
GNG10	-1.5085
APOL4	0.957
ANKRD28	-0.649375
STMN3	-1.3707
RAB14	0.0532
CDK2AP2	0.51875
HDDC3	0.430875
COMMD7	0.69475
CXXC1	-1.0345
HMCN1	-1.094
CD40	-0.3645
DYNC1LI2	0.2883125
GDI1	0.32525
LOC646938	-0.76925
VSNL1	-2.50333333333333
PIH1D1	0.0516666666666667
RAET1G	0.3165
KRTAP5-9	0.485
EFTUD2	-0.40525
ZNF311	1.55116666666667
ATP6V1G3	0.213333333333333
OR2W3	0.61225
SCN4A	-0.5755
MED10	-0.441625
FAM135A	-1.358
ARHGAP4	-1.63825
EHMT2	-0.449625
UFD1L	-0.43025
ERMP1	0.31875
MAG1	-2.43916666666667
THAP8	1.22516666666667
HACE1	0.350666666666667
FAM82C	-0.643
C3orf20	-0.3215
UNC84A	-0.271
SCD5	0.1465
LASS6	1.959625
LSG1	0.205916666666667
MAL	-5.3555
GPR22	-3.328
WDR5B	0.9685
ACTRT1	-0.099
C17orf60	-1.45383333333333
GRIN2C	0.0594
ARMC8	0.0725
SLC47A1	-3.39233333333333
DMPK	-0.16775
DHRS13	-0.277666666666667
SMC1A	-0.6945
KRTAP17-1	0.84125
SMYD5	-0.75125
TUSC2	0.4625
CRHR2	0.3045
KIR3DL2	1.811
CCDC104	0.16375
ATP2C1	0.886125
CROT	1.05425
PABPC3	-0.385333333333333
EGR1	0.714333333333333
THSD1	0.431
KHK	-2.15025
SLC12A2	1.981375
CD58	-1.5345
STOX2	0.941
CCDC76	-0.9107
CCDC48	3.52
DNAH1	0.267333333333333
ZIC4	-0.43275
OR1G1	0.186
PSMC6	-0.749833333333333
PROKR1	0.415
ABCB1	-1.11425
TRAT1	-1.13925
LLGL1	-0.12
MTF1	0.40925
USP54	0.135625
PAGE2B	-3.272
ITGB7	-3.5
CCDC81	0.136
LOC149837	-0.20875
SCUBE1	1.397
ZSCAN10	1.536
HUWE1	0.563214285714286
CDH17	0.174
CD180	-0.389
IL17A	0.03
TMPO	-1.079375
KIAA1524	-1.29333333333333
HDGFRP3	0.108833333333333
OXCT1	-0.861454545454545
RRAS2	-0.567833333333333
LTBP2	1.481375
SV2B	0.990166666666667
CYP2A6	5.66875
PKD1L2	-0.307833333333333
PPM1M	-0.2865
FLJ22662	0.986166666666667
ZNF502	1.5675
GP6	-1.73925
CRYBA2	4.134
LEF1	-2.6136
CTPS	-2.36514285714286
EYA1	-2.56
EPS8L1	1.639
MAPK14	-0.71225
SERPINB2	-5.33575
GTF2F2	0.0665
ZNHIT4	-0.096
PLA1A	-0.02
C20orf114	5.141
HPR	-3.8695
C18orf2	-4.24925
SATB2	-1.351
KCNJ9	-0.00525000000000003
MGC157906	0.043
MOCS3	0.17975
C17orf71	0.104166666666667
PPHLN1	0.4285
HIST1H2BN	-0.664875
RAPGEF1	-0.570375
MAP3K8	-0.96125
DLG4	0.235833333333333
STC1	2.66716666666667
CDGAP	0.37575
DDX26B	-0.99625
LOC150223	-0.831
CPSF3	-0.9285
TMEM14A	0.75725
MYH3	-1.8025
GPKOW	0.12125
SULT1A1	-0.345333333333333
SPON1	2.5194
YY1AP1	0.47
RAB23	0.504
PLA2G4A	-4.47375
MAPRE3	0.25175
ZNF516	0.7385
GGPS1	1.5405
EXOC3L2	0.06075
C19orf42	0.5806
MAP2K2	-0.491166666666667
HIST1H2BB	-0.11975
RNF19B	1.14816666666667
C6orf128	-0.768833333333333
TLR8	2.22325
PCDHA9	-0.543
CARS2	0.242875
CLUL1	1.44283333333333
RHAG	-4.21416666666667
UNK	-0.1745
EXOC8	1.1173
C9orf95	0.53475
C14orf143	-0.4035
MAML3	-1.37314285714286
LDHA	-2.20225
MRPL20	-0.266125
KLHDC6	-0.13
ATP5S	-0.0668333333333333
C8orf55	-0.6825
PHF19	-2.915875
KRTAP13-4	0.9585
TTC5	-0.047
XKR5	-1.33933333333333
SILV	-4.58466666666667
TEX28	-2.531
TCTN1	1.287
CX40.1	0.29475
PPP2R5C	-0.594125
C12orf30	-1.36566666666667
CAPG	2.03325
MPZL1	0.92675
ARSB	-1.553
TDH	-1.6325
WASF4	0.30475
TSSK3	-1.05533333333333
7A5	0.476
CRISPLD1	3.890875
MAD1L1	-0.668666666666667
SPIN4	-0.0411666666666667
AMPD1	-1.5285
DPYSL5	0.0155
INPP1	-0.425166666666667
ANKRD11	0.0523888888888889
NPAS4	-0.968125
GCET2	-0.347333333333333
RNASE9	-0.6705
GUCY2D	0.0378
CCDC98	-0.18825
FGF4	-0.92225
CPM	-1.45983333333333
SLC26A4	-1.982
PLD5	0.48425
FAM59A	-0.3566
FBXO5	-1.34011111111111
SIPA1L1	-0.43025
DPYS	-0.07725
ATG4D	-0.8125
TGM3	-0.4165
MTCH1	-0.721125
HK1	0.664769230769231
CDC26	-0.988125
GALNT12	-4.08666666666667
LOC339229	-0.06425
MRPL35	0.01425
ORC4L	0.016375
TNKS	0.175928571428571
C2orf24	0.827666666666667
ZNF553	0.185
GGTLA1	1.9712
ZNF497	0.781
CDY1B	-1.1
SLC30A4	0.39325
TUB	-1.242625
ARHGEF18	-0.1215
ARRB1	0.5745
KCNK1	1.3855
EREG	-3.437
SCAMP5	-0.44375
RUNDC3B	1.56125
ADAMTS20	0.0793333333333333
IL17RB	2.181875
FLJ20323	-0.91875
MCAM	-0.576875
POLR3E	-1.53941666666667
AQR	1.18316666666667
IPMK	-0.835
CDCA7	-4.142875
CAMP	2.8745
GRHL3	1.08475
ADAMTSL2	0.3025
CLMN	1.30383333333333
SSTR3	0.4385
MAGEA5	-2.30683333333333
OVOL2	4.72925
JMJD1B	0.39025
RBL2	0.8806
PYGO2	1.3435
PPP1R10	0.585
CSE1L	-1.192
LCA5	1.92025
RDH16	1.30675
ASRGL1	-2.6205
TOM1	-0.391333333333333
PTX3	-5.89
TTC15	0.395
SCGB3A1	2.72583333333333
MRPL50	-1.38775
RCAN3	0.82425
SLC26A11	1.48975
STYX	-0.508333333333333
CINP	-0.913
MARCH7	0.3735
PFKM	-0.716333333333333
SGMS1	-0.7125
RIOK3	-1.1227
C1orf110	-0.051
CES7	-0.212857142857143
LOC440248	0.092
PPP1R12C	0.17275
C10orf27	0.404
ATG9A	-0.6515
MRPS26	1.118125
TMEM40	1.61175
ELP3	-0.000900000000000001
ZNF787	1.1986
HIAT1	-0.665625
C8orf34	1.5844
MGC4655	-0.1793
PELI1	-0.167333333333333
PPT1	-0.1494
SLC35C2	-0.5885
C6orf125	0.09675
MUC4	-1.808
RFC4	-2.31185714285714
GNB2	0.896833333333333
NUP50	0.540357142857143
SULT4A1	1.3565
C7	0.722125
CCDC130	0.332
ARRDC4	1.0105
RQCD1	-0.7055
GLYCTK	-1.182
AYTL2	-1.14918181818182
MTUS1	1.9891
LEMD3	0.220166666666667
PLEKHF2	1.56075
HOXA7	-0.553285714285714
GTF3C2	-1.8135
DYNLRB2	3.2525
CNOT10	0.12375
MR1	1.075
FFAR1	0.0385
PRIC285	-0.0535
SLITRK6	1.094
LIX1	-2.72366666666667
UBE1L2	-0.350583333333333
F8	1.5145
ACHE	-0.0726666666666667
KPNA5	-0.7655
TNFRSF12A	-2.07416666666667
EGR3	-0.881
SERPIND1	-3.21816666666667
OASL	2.049
IFRD1	-2.386125
WDFY1	0.0926666666666667
ZNF267	0.264375
ACCN5	-0.4625
ZBTB6	-0.26425
PPP1R3A	0.7535
PRRT3	1.99675
FBXL19	-0.5135
TXNIP	0.113714285714286
ACTN2	1.7855
ATG9B	-0.81
C9orf117	0.1365
IL27	0.512
RPL36AL	-0.0886666666666667
KLK15	0.8555
CHAD	2.3395
RAP2B	-0.5664
HEBP2	1.8265
ZNF342	1.073
CAMK2G	0.211333333333333
TLR3	2.612
FGF14	0.66875
HMGB2	-0.506625
TRPM5	-0.335666666666667
OR5M11	0.077
KIF3B	0.594421052631579
PRICKLE2	0.13625
MTMR9	0.659
C3orf27	0.7625
GLRA3	1.61116666666667
NSDHL	0.336833333333333
TMEM32	-0.7205
POLR2D	-0.731333333333333
MYADML	0.09
C9orf114	-1.263
MRGPRX1	0.2755
TOPORS	0.381
CLDN19	-2.08125
C1QL4	-0.767
RNF165	0.316
DHRS9	-1.07675
DNAH2	-0.2018
FXR1	-0.835833333333333
ZMYM3	-0.191875
CASP3	0.1775
FAM120C	-0.14125
SCLY	-1.13125
CA7	-0.101
ENTPD5	2.69683333333333
ZNF461	-0.091375
PDIA5	0.22775
C1orf19	-0.3825
TMEM67	-0.267
KCTD20	-0.7535
WDR47	0.766
FLJ38723	2.761
KLRF1	-0.674166666666667
TAS2R16	0.422
CLDN12	-1.06275
PRKCE	0.3455
UBXD4	-1.165
ITGAM	2.86233333333333
GLT8D3	0.272125
WDR31	0.8581
RGS2	-0.19675
OR51L1	0.6615
MST1R	0.40975
KIAA1737	1.02325
OR4A5	4.207
GLIS1	-1.5135
PTMA	0.548857142857143
NAPA	0.9455
PRDM11	0.255
LIPF	-0.36
DIRAS3	1.60925
ASGR2	-4.260375
C1QTNF4	-0.05725
PIK3R4	0.102333333333333
ARMC3	3.75175
NDUFV3	-0.198333333333333
BTBD3	-0.156333333333333
PPP1R2	0.3445
UBE2NL	0.08475
FOSL2	0.52
FAM119A	-1.33783333333333
TUBA4A	-0.52
KRTAP12-1	-0.21775
SFRS2	-0.51025
RHPN1	-0.0814
EEF2	-0.672333333333333
ZDHHC11	-0.233166666666667
EPHA3	-2.1583
RBM12	0.213
H2AFJ	3.21066666666667
EDIL3	0.6725
KIF26A	-1.73275
SERGEF	-0.23
B3GALT4	2.8725
LOC90925	-0.0298333333333333
OSCAR	-0.07
NPFF	-0.311
DEDD	0.96375
TMEM155	-2.02085714285714
PTPN1	0.33675
SCYL2	0.0771666666666667
SKAP1	3.867
LEAP2	-3.20816666666667
GADD45G	2.3441
IFITM3	0.456375
PILRB	0.566666666666667
SLU7	0.59425
DSC3	0.371666666666667
DNMT3L	-1.507
PAPD5	0.45075
B3GNT3	-1.86383333333333
LHCGR	-0.597
MSL-1	-0.01475
UBE2S	-1.39575
SAP130	-0.61025
ANAPC11	0.91425
MAGED4B	0.743
ATP6V1B2	0.374833333333333
C14orf179	0.601375
CAPZA1	0.285375
CDYL2	1.00733333333333
GLRX3	-0.786333333333333
LOC136288	-0.799
MOBKL1A	0.849
HTR2B	1.42225
CRYGD	-0.1572
NUS1	-0.458666666666667
PGRMC1	0.627
MYOM2	-1.85175
FLJ39653	-1.6815
CHM	-0.2955
OR5M8	0.0105
ZNF619	1.292
FAM105A	-0.3785
CCNL1	-0.366875
NAP1L3	0.03775
C10orf57	2.58533333333333
B3GALNT1	1.0685
CSN1S2A	0.375
TCP10L	0.42175
GDAP2	0.475
DMKN	0.2305
COX6B1	0.6995
DNASE2	0.554333333333333
MSH5	-1.34325
LGMN	-0.219875
USP31	-0.0786
OR13C8	-0.261
SDCBP	-0.04
NUDT11	-2.12183333333333
PYGL	-2.068
SNPH	-0.555833333333333
B3GNT4	-0.9385
MIZF	-0.0624
NUBPL	-0.590875
NOD1	-0.116833333333333
CDH22	0.940625
NUBP1	0.508166666666667
DSCAM	-3.88225
DGKI	2.322
FAM136A	-0.582
AKAP1	1.277
SLC16A6	1.9235
RIN3	0.396
PSG2	-0.3045
DIP2B	-0.44575
PSORS1C1	0.6965
KIAA0495	-0.657
FLJ90709	0.269666666666667
LPA	-0.138833333333333
PIGA	-0.186333333333333
LY75	2.06166666666667
UTS2	-6.2265
RREB1	0.54125
GALNACT-2	-0.0914
MGC3196	-0.6165
FLJ31568	0.9255
LPHN1	-0.973125
SP1	1.1175
TOX4	0.2005
HSPA9	-0.1587
APOBEC1	-0.468
SLC35E4	-1.1865
LSM5	-0.83175
SURF1	-0.07125
ZBTB1	-0.379666666666667
GTF2F1	-0.141375
RPS15A	-0.0962142857142857
DUSP21	-0.5458
GINS4	-2.9165
MYO15A	0.359833333333333
GIMAP7	2.96333333333333
MGC13379	0.67475
ATP6V1E2	-1.03383333333333
UTP3	-0.2285
HNRPA3	-0.1861875
MT4	0.095
C14orf155	-0.345666666666667
U1SNRNPBP	1.108
CKLF	-0.597
PLEKHN1	-0.745833333333333
MBNL1	-0.27475
NUP160	-1.41525
ACSM2A	-2.0845
LOC129881	-1.631
KIAA1529	-0.508
FLJ22639	-0.9995
HAND1	-1.1385
GSX1	0.5825
FGA	-4.4962
SERPINB1	0.69975
ZNF642	0.96675
IGFBP1	-8.100375
SLC1A1	-1.505
DHX57	0.5345
ZNF766	0.841
PTPN21	-1.14475
GDPD3	-1.3765
PNPLA5	0.587
TBR1	-0.1318
FAM116A	0.51925
IQGAP1	1.68825
FOS	1.825125
ZNF226	0.916375
FIGNL1	-0.635333333333333
C14orf1	-0.0798333333333333
ZMYND17	-2.1275
PUS7	0.4635
TUBB6	-1.01725
KCNQ2	-2.271
MARCH6	0.777666666666667
CCDC33	0.462
PRODH	0.33225
RBM11	2.41625
EPHA6	0.65975
SLC43A1	0.2995
LOC196541	0.7442
NTN1	0.627363636363636
ING4	0.91025
PCDHB10	0.92225
DPH2	-1.00666666666667
SPACA4	0.7405
FBXL21	-3.821
DIAPH1	-1.07733333333333
ZNF71	1.25466666666667
CEP76	-0.316
CORO1A	-1.359
RRM2	-2.482
EDG4	0.696
OS9	0.515333333333333
SLC4A1AP	-0.2185
COG5	-0.9025
COPS8	-1.631
NGLY1	-0.329
NCBP2	-0.084375
C17orf42	-0.994
GPSM3	0.52125
SIL1	0.167833333333333
ASB6	-0.7075
SMAD5OS	-0.8345
UNC93A	-3.216625
A1BG	0.564833333333333
C21orf62	-0.061
FMO5	2.633
ATRIP	-0.2995
CEBPG	0.438166666666667
C7orf38	1.163
TNFRSF1B	-0.167333333333333
CLEC1A	0.121166666666667
IQSEC1	-0.089625
PATZ1	1.3913
RBM22	1.293625
BAG2	-2.34966666666667
PAQR5	-2.9415
C9orf127	-0.00140000000000002
THNSL1	0.14525
SHROOM3	2.9445
JAM2	0.2845
SNRPN	-1.97275
ALX4	-0.6565
CACNA1S	0.31
FAM130A1	0.91925
CORIN	2.18
CD300LB	0.669
PLEKHG6	0.5085
LRRC40	-0.5495
PCLKC	-1.51775
PCDHB16	0.790166666666667
WNT2B	0.202833333333333
ASNS	-2.10977777777778
MRPL49	-0.172625
FLJ46111	-0.64
ISG20	1.993375
SMU1	-0.0988333333333333
CASZ1	1.1775
POLR1D	0.0141666666666666
GIN1	0.02825
SNAG1	0.0911666666666667
ANKRD29	-2.8565
CDKN2AIP	-0.01925
KRR1	0.33375
CXCL1	-5.11333333333333
EPM2A	0.3586
PC	-1.14433333333333
DEFB127	null
PDZRN4	0.071
FAH	-0.242375
OR51E1	1.25
CDC2L6	1.47816666666667
DNTTIP1	-0.24525
PAX8	-0.091
TMEM116	0.08125
C1orf150	-3.374
PRO2012	-0.373
MRPL40	-0.6545
BEX1	-1.4975
SLC2A4	-1.4795
PKMYT1	-1.8215
FEZF2	-0.3934
SLC26A9	-0.9805
MAP2	-0.0716666666666667
LYL1	-1.732
SLC25A19	-1.3385
NOS3	-0.838
ZNF34	0.6895
TMPRSS11F	-0.22375
FAM43A	-0.91925
FCRL4	-1.6612
KLF14	0.226
FLRT2	-1.47366666666667
WRN	-0.19925
SDF2	1.0863
KRT8P12	-0.22325
C6orf195	0.392
C9orf125	-2.42466666666667
DZIP3	0.10225
RIT1	0.588583333333333
SCML1	0.556166666666667
RHBDF2	0.844375
OR2G3	1.085
REXO1L1	1.789
MAP3K7IP3	0.614
C3orf57	-5.646
FBXW11	0.587833333333333
ETAA1	-0.31975
C14orf131	-0.3775
AKT1S1	0.03775
SLC12A5	-0.460625
C9orf164	0.70125
NRIP3	-0.98075
NOS1AP	0.4785
TMEM121	-1.56975
SAP30BP	-0.4755
DGCR6	0.36075
WDR76	-1.44775
FAM82B	-0.538666666666667
LOC606495	-0.581
MAP9	2.2755
BCDIN3D	1.42375
CXorf36	2.68666666666667
DSCR3	-0.2304
ZFAND3	0.883
C7orf43	0.983
SPSB3	0.4233
C19orf19	0.67225
FAM133A	-3.41625
C12orf25	0.8485
SLC39A3	-0.78675
DISP2	-0.04525
PI4KAP2	-2.072
MKRN3	-2.13916666666667
ADAMTS13	-1.289625
CBLN3	0.333666666666667
TTYH1	-1.604
C3orf18	0.22
FLJ13236	-0.785
ZMYND12	3.6275
C18orf25	0.0895
GLB1L3	-1.431
ATP13A5	4.025
RANBP10	0.3185
CD96	-0.8248
DENND1C	-0.6125
RBMS3	0.0827
SLC41A3	1.47766666666667
DGCR6L	0.306
TMEM128	0.284166666666667
CSNK1G3	-0.1555
MOBKL2C	0.67
TSPAN6	0.505625
MATN2	-1.2501
MSL2L1	0.4705
ST6GALNAC2	1.63816666666667
FGFBP2	-0.82775
FGL1	-6.15833333333333
MPP3	-0.323
ARHGEF6	1.42366666666667
TGFBR2	-0.700875
ACMSD	0.2615
IL33	2.67725
C9orf5	-0.58275
DEAF1	-0.0876
AMN	0.715
DEFA6	-0.98975
RNF212	-1.04225
METT5D1	0.0396666666666666
CIB1	1.4816
TSSK1B	0.287
KIAA1727	2.178
ZNF680	0.956416666666667
LOC399900	-0.708
LOC152217	-0.11825
CTNNAL1	-3.525
CIT	-1.4735
TLE6	0.45225
ZNF607	-0.35325
HERC4	-0.255333333333333
DRAP1	-0.3044
PEMT	-1.02775
C10orf111	0.436
ZNF575	1.32575
KCTD7	-0.22075
MYO1F	-0.00912500000000002
LOC285382	-1.21066666666667
RAB11A	0.7955
PLCD3	-1.002
C15orf28	0.062
PTBP2	-1.04075
CTB-1048E9.5	-0.28125
C19orf60	0.320166666666667
C7orf25	0.1205
SETD7	0.084375
HOXB9	-4.4625
VANGL1	0.287375
CHAF1B	-2.1725
NDUFA3	0.5625
KIAA1328	-1.09016666666667
SHARPIN	-0.018375
TTC23	1.30625
UGP2	0.419
ANKIB1	0.6772
CIRBP	0.483285714285714
SEC14L4	-3.21083333333333
OVCH1	0.269833333333333
VPS52	-0.14825
FAT	0.62775
M6PRBP1	-0.06725
GPRIN3	-0.656
PPM1F	-0.974333333333333
TSR1	-0.944
CCDC85A	1.553
PCSK5	1.2085
ZFHX3	1.538
HEMK1	0.1094
PGBD2	0.66475
RSRC2	0.0506666666666667
AURKC	-1.38766666666667
SCRIB	-0.358875
ORM2	-4.12533333333333
FAM115A	0.5691
FZD6	0.6505
UNC119	0.156
GPX3	-1.4388
NOV	-1.1835
CABC1	0.3555
CDC42SE2	-0.7890625
EIF2S2	-0.6807
RNF130	1.877125
CKAP5	-0.706666666666667
RP11-413M3.2	0.223625
C10orf18	0.7472
TMEM93	-0.734
DYX1C1	1.79325
KCNMB2	-2.33857142857143
ANK3	1.681
KRT5	-1.4125
CDH12	-1.92125
QRSL1	-0.908625
JUB	-1.83475
SHC4	-2.482
CCL15	0.8355
CCDC22	0.02575
SNX24	-0.65675
RARS	-0.78475
MORC2	0.3005
FAM48A	0.297
MT1H	-1.491
PPP1R14C	-2.9995
FOXD1	-1.07221428571429
C1orf213	-2.83825
AMT	-1.6876
DSN1	-1.27925
PTPLAD2	0.0225
DIS3L	0.0095
RASL11A	0.82575
GPRC5B	-1.18175
FRMD7	-0.195
STRN4	0.38975
KITLG	1.97618181818182
HDGF	-0.26175
OR1S1	-0.1105
SETX	-0.4402
DDR2	-1.31775
KCTD12	0.46075
LYZL2	-0.18575
WDR52	-0.4805
TMEM2	1.468375
ZNF579	1.35
LOC200810	-0.276
TNFSF9	-1.639375
PPFIA4	-3.32425
CNIH3	0.2325
MAP4K4	-1.41657142857143
ROD1	0.0121428571428572
ALS2CR12	-0.3235
DOCK3	-0.555833333333333
PAQR9	-4.74466666666667
ASB17	1.533
STX16	-0.981125
FEZ2	0.402833333333333
DLAT	-0.508833333333333
KIF21B	-1.69633333333333
CDC5L	0.16975
TMEM119	1.148
CRIP3	-2.60875
TPSD1	-0.39
TEPP	0.85625
GNGT2	0.75175
C21orf121	0.323666666666667
WNK1	1.04175
FLJ10490	0.6702
OR51B5	-1.9855
LOC203547	-0.774375
HAS1	-0.705
PPA1	-0.270666666666667
ST7	-0.517625
C11orf46	0.1683
POPDC3	-2.35066666666667
ACOX2	-1.88633333333333
ATCAY	-0.400333333333333
TM4SF19	-2.60725
MFSD9	-0.2905
PDHB	-0.703
ERN1	0.425
LCE3C	-0.059
GPR111	0.312
NOTCH3	1.49966666666667
ADAMTS5	-0.07775
B3GALT1	-1.2635
UGCGL1	0.713666666666667
FAM58A	0.7545
FBXO32	1.09625
CLPP	-0.67225
NXPH1	3.115
MTMR3	0.867833333333333
ATP1B3	-0.844625
TMEM16A	3.997125
HIST1H3F	0.0735000000000001
TRIM25	-0.29
SDCBP2	1.5955
CRKL	-1.4875
HOXB2	-1.97933333333333
ANP32B	-1.507375
GATM	3.392
AP4E1	-0.113714285714286
EDG5	0.383125
CDKN3	-2.17183333333333
CDH4	-3.60475
PGD	-0.477666666666667
RND1	0.9255
GAD1	-1.7514
MPG	0.106
LOC440350	-0.4745
ZNF133	0.87875
SERPINB12	1.176
AMELY	-1.2585
DHX36	-0.339
TNFAIP8L2	2.5315
PHTF2	-0.3775
CCDC112	0.334
IQCC	-0.63525
HEYL	3.50116666666667
FTSJ2	-0.378666666666667
APPL1	1.10625
RAB43	-0.639071428571429
OR10G2	-1.1295
WAC	-0.263166666666667
ADCY9	0.35525
RUNDC2B	0.271
PYCRL	-0.2307
AGPAT7	-0.351333333333333
SLC22A9	-2.8508
CDKAL1	-0.695
PDYN	-0.218333333333333
C20orf74	-0.2835
MTMR11	1.31775
VAV3	4.34508333333333
DAPL1	-0.253
STXBP3	0.639
EIF3G	-0.72625
ARHGAP22	-0.46075
NPFFR1	0.1485
NPC1	-1.24533333333333
ALDH9A1	1.28433333333333
ZNF600	0.81275
ZNF678	0.351333333333333
RASSF1	-0.3815
ADD2	-1.87528571428571
PITPNB	0.0565
PKD2L2	-0.430714285714286
LRP11	-0.46575
CDKL1	-1.2045
SMEK2	0.1505
PRODH2	-3.4125
C11orf54	0.174166666666667
SFRS11	-0.4025
IL7	0.549166666666667
ALS2CR16	1.7355
BTG3	-1.53833333333333
PAK2	-0.267444444444444
RP11-679B17.1	0.357
GATA4	-0.576833333333333
ATP2B1	-0.767
LOC130940	0.3205
C1orf172	2.71133333333333
ATF7IP2	0.4645
SLC25A43	-0.143666666666667
CENTG3	-0.0825833333333334
IGF2BP1	-3.82722222222222
FCHSD1	-0.072
CAMK2N2	1.25066666666667
ELAVL3	-0.987555555555556
NBPF15	-0.0645
UBE2J2	-0.435909090909091
GNL2	-0.33025
PRR3	0.0598
NLF2	1.7345
OR4F6	1.8235
KLHL24	0.6515
CCDC88A	-2.1805
SGPP1	-2.81283333333333
C10orf11	2.18566666666667
SLC35B4	-1.65816666666667
UGT3A2	-0.455
ARNT2	0.03
CBR1	-0.772875
ITPR3	-0.0811666666666667
TRAPPC6B	-0.6696
AMZ1	0.266
ARP11	0.9875
WDSUB1	0.099
APBA1	-0.4195
RAB2A	0.7505
C6orf162	0.1305
HPSE2	-0.724666666666667
PLCE1	-2.0545
INSL3	-0.04275
DLG1	0.2693
PTPLA	-2.60875
PIGX	-0.609375
TFIP11	0.49
FIBIN	1.802
POLR2G	0.21125
GRAP2	-2.4783
DNAJB8	-2.24333333333333
CNBP	0.922833333333333
WASF1	0.3365
INPP5E	-1.2201
HSPB1	0.282125
TMEM167	-0.0228
CUBN	-0.875
IGF1	1.824375
ITPK1	0.3971
NAALAD2	-1.17575
G3BP1	-0.1472
NT5DC1	0.467
CYP39A1	-0.9515
TMEM139	0.3335
POLK	-0.0308
GLULD1	-1.69825
RBM15	-1.08933333333333
AMZ2	0.495
GDF15	-2.02916666666667
MESDC2	0.35675
INCA	-0.0776666666666667
ACY1L2	-1.2335
GZMM	-0.861833333333333
PAIP1	0.76825
CACNA2D1	-1.10375
STK32C	0.0278333333333333
SH3BP4	0.085
DEC1	0.0745
PADI1	-4.175
UBB	0.4162
PON3	-3.25616666666667
PROP1	1.5815
ANKRD13B	-0.6475
ADCK1	-0.384
TCF25	0.260333333333333
SLC38A5	-3.19325
CXorf26	0.241333333333333
C19orf39	0.666
PPP1R13B	0.97575
ARL2	-0.9795
TCL6	0.0538181818181818
TOP3A	-1.1595
SLC16A14	-0.352375
FXYD6	0.0586666666666667
HIST1H4E	0.189
BBC3	1.26868421052632
UNC5A	-0.3295
FAM86C	-0.5326
PI4KB	-0.0005
B3GAT1	-3.934
SUSD2	0.455333333333333
OAZ2	-0.463333333333333
NOC4L	-0.325
C10orf12	1.1805
FADS1	-2.49616666666667
LOC144097	-0.355
DKK2	5.46966666666667
KIAA1949	-1.1835
RHOT1	-0.1704
OXT	0.859166666666667
GPR153	1.301
ARL4A	-1.312
SAAL1	-1.6395
CCDC64	0.1415
USE1	-0.2985
HNMT	1.28116666666667
PCGF3	0.5979375
CYP2C19	-1
C20orf4	0.553
