Hybridization REF	TCGA-A7-A0DC-11A-41R-A089-07
ZFP106	0.84725
ZNF347	0.4786
GTF2E1	-0.434
RY1	-0.0438333333333333
ATAD2B	-0.344875
ARHGAP17	-0.000700000000000001
KCNIP3	-0.415
SFPQ	-0.564125
GFRA4	-0.325
AKR1B10	-2.17975
TIGD6	0.833833333333333
RGS16	0.65575
URB1	-0.437
OR4C46	-0.479333333333333
TOP3B	-0.98825
NFATC4	0.207
CA14	-4.0595
BMPR1A	1.026
SNRP70	-0.480875
PRL	0.0866666666666666
C6orf130	-0.59925
STAG2	0.0685
CD55	-0.256857142857143
RPS23	1.40283333333333
SSX2	-0.966833333333333
FDPSL2A	-0.68575
FBXO27	1.17625
SYNGR3	-1.11133333333333
TMSL3	1.01
EML1	0.088
NUP93	-0.9615
SMAD3	0.4004
KIAA1189	0.055
HNRPUL2	-0.180333333333333
TBC1D12	0.634166666666667
C16orf24	0.1095
MRVI1	2.14883333333333
ZNF581	-1.01316666666667
ELOVL3	1.4555
OR51Q1	0.369
CACNB3	-0.174333333333333
GALNT13	0.17775
C10orf84	1.0959375
NEDD4	-0.4247
SPO11	0.6785
OR5AU1	0.157
NEK4	-0.583642857142857
PRKAR2A	0.134833333333333
IHPK1	-0.416166666666667
ATP6V0B	-0.00599999999999999
CACNA1E	-0.316
CEACAM8	-0.0855
PEX14	0.575
FLJ12993	2.6425
ZBTB38	0.433666666666667
PCTK2	0.697
LRRC16	-0.0512
FBLIM1	0.38425
FYCO1	1.56375
RP5-1022P6.2	0.32875
CMTM1	-0.0581666666666667
PLTP	2.15366666666667
RAPH1	0.651
DOCK8	1.365875
EZH2	-2.82273333333333
SLC25A1	0.405333333333333
PLEKHB1	0.7046
GRB7	0.1832
ZFP37	0.195
MRPL33	-0.438
PELO	-0.2415
ARMC1	0.0445454545454545
C9orf27	0.16625
FLJ25778	-0.29
C9orf37	-1.01533333333333
TMEM66	1.74225
SPRN	-0.15325
HBEGF	1.17925
PI4KA	-0.4965
LEPRE1	-1.062
POU2AF1	-2.136
MRPL12	-1.498
REP15	0.2775
ZC3H3	0.159
RASAL1	-1.07475
DDAH1	0.32875
ACBD5	0.311875
TMC2	0.194
CCDC137	-1.43525
SAMD13	-0.427
UGT2B15	-1.43366666666667
TIPARP	1.6295
DNASE1L3	3.5925
TRIM72	0.148
DBX2	0.952
IPO8	-0.24875
C21orf88	-0.658
MAP3K14	0.24475
LOC51233	0.361666666666667
GGTLA4	-1.214
PDE6D	-0.137
ZNF117	0.7275
CLK2	-0.997875
NKRF	-1.33875
TNFSF15	0.5289
DUSP2	0.481
SECISBP2	-0.2859
GABRR2	-0.614
PPAP2C	1.04425
LOC51145	-0.0898333333333333
PAG1	-0.459125
PIK3C3	-0.521
GNG10	0.6125
APOL4	1.27983333333333
ANKRD28	-0.568125
STMN3	-0.2465
RAB14	0.5222
CDK2AP2	-0.29625
HDDC3	0.238375
COMMD7	0.619625
CXXC1	-0.432
HMCN1	0.417
CD40	1.379
DYNC1LI2	1.07675
GDI1	0.11375
LOC646938	0.198
VSNL1	-1.05566666666667
PIH1D1	-0.320333333333333
RAET1G	-1.051
KRTAP5-9	-0.4165
EFTUD2	-0.868
ZNF311	-0.4035
ATP6V1G3	-0.281
OR2W3	0.57875
SCN4A	1.533
MED10	-0.4125
FAM135A	-0.113
ARHGAP4	-1.0015
EHMT2	-1.0455
UFD1L	-0.61475
ERMP1	-0.722
MAG1	-0.338666666666667
THAP8	0.0906666666666667
HACE1	-0.0295
FAM82C	0.673666666666667
C3orf20	-0.0305
UNC84A	-0.000666666666666664
SCD5	-0.0332857142857143
LASS6	1.094625
LSG1	-0.165583333333333
MAL	-4.60325
GPR22	-0.8015
WDR5B	0.77525
ACTRT1	0.6495
C17orf60	0.335833333333333
GRIN2C	-0.0045
ARMC8	-0.01225
SLC47A1	-1.4295
DMPK	0.09725
DHRS13	-0.997333333333333
SMC1A	-0.981166666666667
KRTAP17-1	0.52425
SMYD5	-0.24175
TUSC2	0.3675
CRHR2	0.294
KIR3DL2	-0.014
CCDC104	0.21925
ATP2C1	0.423625
CROT	0.27425
PABPC3	0.0645
EGR1	2.74333333333333
THSD1	1.4775
KHK	-1.5415
SLC12A2	1.73875
CD58	-0.292
STOX2	0.431166666666667
CCDC76	-0.575
CCDC48	3.0845
DNAH1	0.5975
ZIC4	0.010625
OR1G1	-0.051
PSMC6	-0.381833333333333
PROKR1	-0.453
ABCB1	-0.1055
TRAT1	-1.15475
LLGL1	-0.2455
MTF1	0.59575
USP54	1.124875
PAGE2B	-2.4305
ITGB7	-3.8245
CCDC81	0.125
LOC149837	0.489
SCUBE1	0.7885
ZSCAN10	-0.2795
HUWE1	-0.329857142857143
CDH17	-0.5845
CD180	-0.002
IL17A	0.1455
TMPO	-1.926125
KIAA1524	-2.4505
HDGFRP3	-0.305
OXCT1	0.440363636363636
RRAS2	0.368166666666667
LTBP2	2.8076875
SV2B	3.382
CYP2A6	2.326
PKD1L2	0.6295
PPM1M	1.04
FLJ22662	2.85533333333333
ZNF502	1.9895
GP6	-0.6565
CRYBA2	-1.0875
LEF1	-4.1228
CTPS	-2.75785714285714
EYA1	-2.03816666666667
EPS8L1	0.082
MAPK14	-0.286583333333333
SERPINB2	-4.21475
GTF2F2	-0.8445
ZNHIT4	-0.0565
PLA1A	0.2205
C20orf114	3.02675
HPR	-2.745
C18orf2	-2.34716666666667
SATB2	-1.463
KCNJ9	-0.00499999999999999
MGC157906	0.311
MOCS3	0.12275
C17orf71	-0.5745
PPHLN1	0.1325
HIST1H2BN	-2.904875
RAPGEF1	0.482
MAP3K8	2.4785
DLG4	-0.234166666666667
STC1	0.315
CDGAP	2.83025
DDX26B	-0.6905
LOC150223	-2.11725
CPSF3	-1.169
TMEM14A	-0.34875
MYH3	-0.6575
GPKOW	0.08675
SULT1A1	0.836666666666667
SPON1	3.7667
YY1AP1	-0.128
RAB23	-0.2355
PLA2G4A	-1.019
MAPRE3	0.84575
ZNF516	0.131714285714286
GGPS1	0.303
EXOC3L2	-0.126
C19orf42	0.9666
MAP2K2	-0.4505
HIST1H2BB	-1.5585
RNF19B	0.712
C6orf128	0.0591666666666667
TLR8	2.4095
PCDHA9	0.0735
CARS2	0.228375
CLUL1	1.47216666666667
RHAG	-3.959
UNK	-0.239
EXOC8	0.3793
C9orf95	1.03075
C14orf143	-0.636833333333333
MAML3	0.216375
LDHA	-1.1195
MRPL20	0.31025
KLHDC6	0.604666666666667
ATP5S	0.667
C8orf55	0.0845
PHF19	-2.195375
KRTAP13-4	0.3865
TTC5	0.668
XKR5	0.029
SILV	-4.57566666666667
TEX28	0.131
TCTN1	0.82725
CX40.1	-0.02075
PPP2R5C	0.037875
C12orf30	-1.023
CAPG	1.23375
MPZL1	0.89405
ARSB	-1.1995
TDH	-1.0785
WASF4	0.77775
TSSK3	-0.432
7A5	0.896
CRISPLD1	4.451375
MAD1L1	-0.970833333333333
SPIN4	-0.976666666666667
AMPD1	1.6775
DPYSL5	0.246
INPP1	0.9965
ANKRD11	-0.710388888888889
NPAS4	-0.00749999999999999
GCET2	0.2777
RNASE9	0.323
GUCY2D	0.032
CCDC98	0.666
FGF4	-0.481125
CPM	3.15533333333333
SLC26A4	-0.388666666666667
PLD5	0.5545
FAM59A	1.3736
FBXO5	-2.58366666666667
SIPA1L1	-0.299875
DPYS	-0.01
ATG4D	-0.8065
TGM3	0.179
MTCH1	0.53125
HK1	-0.263357142857143
CDC26	-0.02025
GALNT12	-1.2455
LOC339229	-0.809
MRPL35	-0.616125
ORC4L	-0.09875
TNKS	-0.343857142857143
C2orf24	0.453166666666667
ZNF553	-0.522666666666667
GGTLA1	2.5423
ZNF497	-0.49925
CDY1B	0.0875
SLC30A4	0.88825
TUB	0.05475
ARHGEF18	-0.04325
ARRB1	1.3805
KCNK1	-0.747875
EREG	-2.4738
SCAMP5	0.25575
RUNDC3B	2.3765
ADAMTS20	-0.511
IL17RB	0.657625
FLJ20323	-1.0355
MCAM	2.365625
POLR3E	-0.238583333333333
AQR	-0.1425
IPMK	0.077
CDCA7	-4.56775
CAMP	-0.77025
GRHL3	-0.1885
ADAMTSL2	0.0591666666666667
CLMN	2.44666666666667
SSTR3	0.2495
MAGEA5	-1.93733333333333
OVOL2	2.4
JMJD1B	0.248
RBL2	0.5872
PYGO2	-0.00475
PPP1R10	-0.0165
CSE1L	-1.521
LCA5	1.12925
RDH16	-0.21225
ASRGL1	-1.2405
TOM1	0.752666666666667
PTX3	-1.7425
TTC15	0.5305
SCGB3A1	1.717
MRPL50	-1.10275
RCAN3	0.135625
SLC26A11	0.27775
STYX	-0.405166666666667
CINP	-0.4205
MARCH7	-0.309
PFKM	-0.553833333333333
SGMS1	0.765833333333333
RIOK3	-0.029
C1orf110	0.263
CES7	-0.242875
LOC440248	-0.4905
PPP1R12C	0.308
C10orf27	0.4455
ATG9A	-0.576
MRPS26	-0.00725
TMEM40	0.62275
ELP3	-0.19
ZNF787	-0.2592
HIAT1	0.564875
C8orf34	2.8985
MGC4655	0.2928
PELI1	1.012
PPT1	0.573
SLC35C2	-0.401
C6orf125	-1.2935
MUC4	-0.4365
RFC4	-2.88171428571429
GNB2	0.0691666666666667
NUP50	-0.841928571428571
SULT4A1	0.0291666666666667
C7	4.28225
CCDC130	-0.343
ARRDC4	0.71525
RQCD1	-0.58125
GLYCTK	-0.9865
AYTL2	-1.65718181818182
MTUS1	1.7799
LEMD3	-0.0948333333333333
PLEKHF2	1.136
HOXA7	1.38675
GTF3C2	-1.1675
DYNLRB2	2.30225
CNOT10	-0.965
MR1	-0.0648333333333333
FFAR1	0.32525
PRIC285	-0.58375
SLITRK6	1.79925
LIX1	-2.0455
UBE1L2	-0.547
F8	2.366
ACHE	-0.233166666666667
KPNA5	0.65075
TNFRSF12A	-1.4905
EGR3	1.94
SERPIND1	-3.4325
OASL	0.751
IFRD1	-1.031375
WDFY1	-0.151
ZNF267	0.39
ACCN5	0.911
ZBTB6	0.8985
PPP1R3A	0.2465
PRRT3	1.08075
FBXL19	-0.3635
TXNIP	2.22192857142857
ACTN2	-0.998
ATG9B	-0.4805
C9orf117	0.202625
IL27	0.3945
RPL36AL	-0.0288333333333333
KLK15	-0.4545
CHAD	2.138
RAP2B	-0.2097
HEBP2	2.40625
ZNF342	-0.3925
CAMK2G	0.0588333333333333
TLR3	1.9405
FGF14	2.05475
HMGB2	-1.664375
TRPM5	-0.346833333333333
OR5M11	-0.1005
KIF3B	0.599684210526316
PRICKLE2	1.857
MTMR9	-0.018875
C3orf27	0.04775
GLRA3	-1.52016666666667
NSDHL	-0.2025
TMEM32	0.44275
POLR2D	-1.23991666666667
MYADML	0.285
C9orf114	-0.478
MRGPRX1	0.566
TOPORS	0.4405
CLDN19	1.73825
C1QL4	0.1745
RNF165	0.372
DHRS9	0.095
DNAH2	-0.3205
FXR1	-0.0778333333333333
ZMYM3	-0.429875
CASP3	-0.782833333333333
FAM120C	-1.2655
SCLY	-1.855
CA7	0.129
ENTPD5	0.810666666666667
ZNF461	0.056625
PDIA5	-0.10675
C1orf19	-0.843166666666667
TMEM67	-0.35775
KCTD20	-0.2475
WDR47	0.443
FLJ38723	0.2285
KLRF1	1.18233333333333
TAS2R16	0.352
CLDN12	0.12025
PRKCE	0.2935
UBXD4	0.161
ITGAM	2.66633333333333
GLT8D3	-0.6475
WDR31	0.2105
RGS2	3.1325
OR51L1	-0.2745
MST1R	-1.13225
KIAA1737	0.9625
OR4A5	-0.154
GLIS1	-1.3875
PTMA	0.0837857142857143
NAPA	1.12175
PRDM11	0.252
LIPF	-0.2705
DIRAS3	1.521
ASGR2	-4.155375
C1QTNF4	0.46975
PIK3R4	0.101666666666667
ARMC3	0.141
NDUFV3	-0.4445
BTBD3	-0.182333333333333
PPP1R2	0.297083333333333
UBE2NL	-0.391
FOSL2	1.024
FAM119A	-2.04066666666667
TUBA4A	-0.5929
KRTAP12-1	-0.019
SFRS2	-0.51975
RHPN1	-0.6395
EEF2	0.631166666666667
ZDHHC11	0.074
EPHA3	-0.6261
RBM12	-0.097
H2AFJ	1.78425
EDIL3	2.749
KIF26A	0.13875
SERGEF	0.3995
B3GALT4	2.436
LOC90925	0.666
OSCAR	-1.061375
NPFF	-0.028625
DEDD	0.261125
TMEM155	-0.855875
PTPN1	1.63375
SCYL2	-0.243833333333333
SKAP1	0.796
LEAP2	-2.87
GADD45G	1.4579
IFITM3	0.647375
PILRB	-0.988333333333333
SLU7	0.1663125
DSC3	2.6855
DNMT3L	-1.386
PAPD5	0.00950000000000001
B3GNT3	-0.053
LHCGR	-0.002
MSL-1	-0.1985
UBE2S	-2.6405
SAP130	-0.64825
ANAPC11	-0.177
MAGED4B	-2.096
ATP6V1B2	-0.0431666666666667
C14orf179	0.839
CAPZA1	-0.3045
CDYL2	-1.13166666666667
GLRX3	-0.788333333333333
LOC136288	-0.61575
MOBKL1A	-0.4345
HTR2B	2.48225
CRYGD	0.258666666666667
NUS1	-0.44
PGRMC1	0.7265
MYOM2	0.01025
FLJ39653	-0.713166666666667
CHM	0.6217
OR5M8	0.361
ZNF619	-0.025
FAM105A	1.05925
CCNL1	-0.508
NAP1L3	0.115
C10orf57	1.50266666666667
B3GALNT1	0.315666666666667
CSN1S2A	0.0435
TCP10L	-0.69525
GDAP2	-0.668125
DMKN	0.2875
COX6B1	-0.21975
DNASE2	0.454166666666667
MSH5	-1.9295
LGMN	0.77925
USP31	-0.0941
OR13C8	0.274
SDCBP	0.44
NUDT11	-1.87833333333333
PYGL	1.6815
SNPH	0.173666666666667
B3GNT4	-1.385
MIZF	-0.795
NUBPL	0.729875
NOD1	0.235166666666667
CDH22	1.03975
NUBP1	0.318333333333333
DSCAM	-3.88
DGKI	2.7355
FAM136A	-1.2615
AKAP1	0.759
SLC16A6	1.6225
RIN3	0.77375
PSG2	0.01925
DIP2B	-0.769833333333333
PSORS1C1	0.2694
KIAA0495	0.971
FLJ90709	-0.768333333333333
LPA	-0.1905
PIGA	-0.339
LY75	3.07716666666667
UTS2	-6.53183333333333
RREB1	0.079375
GALNACT-2	0.6682
MGC3196	-1.04525
FLJ31568	0.5
LPHN1	0.514125
SP1	0.09075
TOX4	0.595666666666667
HSPA9	-0.562
APOBEC1	-0.1155
SLC35E4	0.14475
LSM5	-1.6305
SURF1	-0.09425
ZBTB1	0.404166666666667
GTF2F1	0.324
RPS15A	-0.535571428571428
DUSP21	-0.297
GINS4	-1.9375
MYO15A	0.290166666666667
GIMAP7	4.4045
MGC13379	0.63075
ATP6V1E2	-0.373666666666667
UTP3	0.09475
HNRPA3	-0.716625
MT4	-0.2195
C14orf155	-0.21325
U1SNRNPBP	0.16075
CKLF	-1.095
PLEKHN1	-1.31666666666667
MBNL1	1.10766666666667
NUP160	-1.03925
ACSM2A	-0.88025
LOC129881	0.47125
KIAA1529	0.05275
FLJ22639	-1.3575
HAND1	-1.078
GSX1	-0.0205
FGA	-3.735875
SERPINB1	0.2625
ZNF642	0.20575
IGFBP1	-8.039875
SLC1A1	0.51775
DHX57	-0.16
ZNF766	0.835
PTPN21	0.1967
GDPD3	0.254
PNPLA5	-0.1755
TBR1	-0.1
FAM116A	0.316
IQGAP1	0.42925
FOS	3.972625
ZNF226	0.02675
FIGNL1	-1.91
C14orf1	-0.271833333333333
ZMYND17	0.108
PUS7	-1.13383333333333
TUBB6	0.641
KCNQ2	-1.613
MARCH6	0.065
CCDC33	-0.4165
PRODH	-0.7865
RBM11	1.29825
EPHA6	-0.0542857142857143
SLC43A1	-1.12225
LOC196541	-0.149
NTN1	0.804916666666667
ING4	0.7535
PCDHB10	1.01875
DPH2	-0.860333333333333
SPACA4	-0.4445
FBXL21	-3.356
DIAPH1	-0.658666666666667
ZNF71	0.186
CEP76	-1.08
CORO1A	-1.312
RRM2	-4.63525
EDG4	-0.22425
OS9	0.887166666666667
SLC4A1AP	-0.123
COG5	0.1
COPS8	-0.15825
NGLY1	-1.13475
NCBP2	-0.776375
C17orf42	-0.398833333333333
GPSM3	-0.28425
SIL1	0.508166666666667
ASB6	-0.55925
SMAD5OS	0.391166666666667
UNC93A	-2.805625
A1BG	-0.817
C21orf62	0.7835
FMO5	-0.559833333333333
ATRIP	-0.600333333333333
CEBPG	0.418166666666667
C7orf38	-0.395666666666667
TNFRSF1B	1.3305
CLEC1A	2.77683333333333
IQSEC1	0.975375
PATZ1	0.6165
RBM22	0.70475
BAG2	-2.14433333333333
PAQR5	-1.18583333333333
C9orf127	0.2032
THNSL1	-0.4675
SHROOM3	1.9995
JAM2	2.345
SNRPN	-0.29875
ALX4	-0.0905
CACNA1S	-0.0375
FAM130A1	0.59425
CORIN	0.3995
CD300LB	0.207
PLEKHG6	1.3575
LRRC40	-1.056
PCLKC	-1.1875
PCDHB16	1.46883333333333
WNT2B	0.8525
ASNS	-2.42888888888889
MRPL49	0.179
FLJ46111	-0.833
ISG20	-0.739125
SMU1	0.0273333333333333
CASZ1	0.2865
POLR1D	-0.51325
GIN1	-0.599
SNAG1	1.437
ANKRD29	1.1765
CDKN2AIP	-0.62075
KRR1	0.02675
CXCL1	-1.7345
EPM2A	1.006
PC	1.37716666666667
DEFB127	-0.642
PDZRN4	2.21633333333333
FAH	1.802375
OR51E1	2.598
CDC2L6	-0.345666666666667
DNTTIP1	-0.51475
PAX8	-0.44525
TMEM116	0.069
C1orf150	-0.143
PRO2012	0.322
MRPL40	-0.455666666666667
BEX1	1.5751
SLC2A4	2.412
PKMYT1	-2.133
FEZF2	-0.114833333333333
SLC26A9	-1.41375
MAP2	0.266583333333333
LYL1	-1.43425
SLC25A19	-1.79516666666667
NOS3	0.2695
ZNF34	0.8285
TMPRSS11F	-0.555
FAM43A	0.81175
FCRL4	-0.00133333333333333
KLF14	0.21025
FLRT2	0.9905
WRN	-1.17575
SDF2	0.3788
KRT8P12	-0.6195
C6orf195	0.168
C9orf125	0.630166666666667
DZIP3	0.415375
RIT1	-0.781
SCML1	-0.674166666666667
RHBDF2	-0.5485
OR2G3	0.307
REXO1L1	-0.252
MAP3K7IP3	-0.63725
C3orf57	-4.118
FBXW11	0.0313333333333333
ETAA1	-1.082
C14orf131	-0.2237
AKT1S1	-0.05875
SLC12A5	-0.323
C9orf164	0.65225
NRIP3	0.81375
NOS1AP	-0.31675
TMEM121	0.19375
SAP30BP	-0.2835
DGCR6	0.1965
WDR76	-1.51225
FAM82B	0.317333333333333
LOC606495	-0.562
MAP9	1.65158333333333
BCDIN3D	0.26175
CXorf36	3.40233333333333
DSCR3	-0.5236
ZFAND3	0.379875
C7orf43	-0.161333333333333
SPSB3	0.492
C19orf19	0.023
FAM133A	-1.877125
C12orf25	0.116
SLC39A3	-0.72025
DISP2	-1.5795
PI4KAP2	-1.5055
MKRN3	-2.52666666666667
ADAMTS13	-0.6875
CBLN3	-0.0859
TTYH1	1.92533333333333
C3orf18	1.1525
FLJ13236	-1.222
ZMYND12	2.85075
C18orf25	0.218625
GLB1L3	-0.071
ATP13A5	1
RANBP10	-0.36075
CD96	-1.4122
DENND1C	-0.772
RBMS3	2.5972
SLC41A3	0.293833333333333
DGCR6L	0.25125
TMEM128	0.614166666666667
CSNK1G3	-0.118857142857143
MOBKL2C	1.438125
TSPAN6	0.541875
MATN2	2.0332
MSL2L1	-0.607
ST6GALNAC2	-0.408166666666667
FGFBP2	3.186125
FGL1	-6.434
MPP3	-1.03766666666667
ARHGEF6	2.61866666666667
TGFBR2	2.480625
ACMSD	0.39275
IL33	4.71225
C9orf5	0.646083333333333
DEAF1	-0.2449
AMN	-0.101
DEFA6	0.0715
RNF212	-0.44925
METT5D1	-0.0178333333333334
CIB1	0.1653
TSSK1B	-0.16225
KIAA1727	0.751
ZNF680	0.460833333333333
LOC399900	-1.089
LOC152217	-0.299916666666667
CTNNAL1	-1.265
CIT	-3.27858333333333
TLE6	0.3895
ZNF607	-1.13775
HERC4	-1.105
DRAP1	-0.7181
PEMT	1.07225
C10orf111	0.6065
ZNF575	0.1685
KCTD7	0.0535
MYO1F	0.450375
LOC285382	0.9635
RAB11A	0.4708
PLCD3	0.02075
C15orf28	-0.0735
PTBP2	-0.48425
CTB-1048E9.5	-0.00525
C19orf60	-0.312666666666667
C7orf25	0.35
SETD7	1.380125
HOXB9	-4.61
VANGL1	-0.780375
CHAF1B	-2.48875
NDUFA3	0.278
KIAA1328	0.395666666666667
SHARPIN	0.4975
TTC23	0.382125
UGP2	0.943
ANKIB1	0.1765
CIRBP	2.17014285714286
SEC14L4	-2.3755
OVCH1	0.250666666666667
VPS52	0.291
FAT	0.5605
M6PRBP1	-0.5635
GPRIN3	0.37
PPM1F	-0.224
TSR1	-0.64375
CCDC85A	4.02975
PCSK5	3.4965
ZFHX3	0.528
HEMK1	-0.3282
PGBD2	-0.60375
RSRC2	-0.361
AURKC	-0.929833333333333
SCRIB	-0.09225
ORM2	-4.35883333333333
FAM115A	0.3874
FZD6	0.521625
UNC119	0.210333333333333
GPX3	2.5619
NOV	2.08675
CABC1	1.32325
CDC42SE2	0.17775
EIF2S2	-0.6891
RNF130	1.279
CKAP5	-0.9145
RP11-413M3.2	-0.46925
C10orf18	0.5297
TMEM93	-0.48125
DYX1C1	0.7225
KCNMB2	-1.0635
ANK3	0.953416666666667
KRT5	2.7722
CDH12	-0.36175
QRSL1	-0.2715
JUB	-1.383
SHC4	-1.669375
CCL15	2.84833333333333
CCDC22	-0.53675
SNX24	0.26825
RARS	-0.729
MORC2	-0.66375
FAM48A	-0.32325
MT1H	0.321
PPP1R14C	0.0255
FOXD1	-2.88157142857143
C1orf213	1.02925
AMT	-0.9325
DSN1	-1.17925
PTPLAD2	1.67475
DIS3L	0.34075
RASL11A	2.01325
GPRC5B	0.529375
FRMD7	-0.223
STRN4	0.02075
KITLG	1.85209090909091
HDGF	-1.0025
OR1S1	0.34
SETX	-0.00270000000000001
DDR2	3.012625
KCTD12	3.192
LYZL2	0.26175
WDR52	-0.0365
TMEM2	0.25375
ZNF579	-0.359
LOC200810	-0.088
TNFSF9	-1.30475
PPFIA4	-1.94225
CNIH3	-0.735333333333333
MAP4K4	-0.4685
ROD1	-0.356
ALS2CR12	-0.316666666666667
DOCK3	0.1275
PAQR9	-3.973
ASB17	-0.344333333333333
STX16	-0.99925
FEZ2	0.8895
DLAT	-0.752666666666667
KIF21B	-1.3835
CDC5L	-0.4635
TMEM119	1.4995
CRIP3	-1.50175
TPSD1	0.734
TEPP	-0.19575
GNGT2	0.80575
C21orf121	0.66075
WNK1	0.44825
FLJ10490	-0.1513
OR51B5	-2.246
LOC203547	-0.586375
HAS1	2.5985
PPA1	0.4145
ST7	0.34675
C11orf46	0.9872
POPDC3	-2.23566666666667
ACOX2	1.774
ATCAY	-0.709833333333333
TM4SF19	-0.75925
MFSD9	-0.522
PDHB	0.22075
ERN1	-0.165
LCE3C	-0.083
GPR111	-0.485
NOTCH3	0.948333333333333
ADAMTS5	5.317
B3GALT1	-0.902
UGCGL1	-1.33333333333333
FAM58A	0.258833333333333
FBXO32	1.91775
CLPP	-0.37825
NXPH1	-0.83025
MTMR3	1.0015
ATP1B3	-0.84625
TMEM16A	3.7945
HIST1H3F	-1.19216666666667
TRIM25	-0.275833333333333
SDCBP2	1.54
CRKL	-0.470875
HOXB2	0.920333333333333
ANP32B	-0.68575
GATM	3.1915
AP4E1	-0.040125
EDG5	0.21925
CDKN3	-4.34816666666667
CDH4	-1.56775
PGD	0.225833333333333
RND1	-0.1395
GAD1	-3.5677
MPG	-0.32425
LOC440350	-0.3565
ZNF133	-0.17125
SERPINB12	-0.5035
AMELY	-0.146166666666667
DHX36	-0.621
TNFAIP8L2	2.248
PHTF2	-0.637277777777778
CCDC112	-1.18233333333333
IQCC	-1.31875
HEYL	2.41583333333333
FTSJ2	-0.743833333333333
APPL1	0.63225
RAB43	0.512714285714286
OR10G2	-0.1115
WAC	0.0335
ADCY9	0.283625
RUNDC2B	0.311333333333333
PYCRL	0.0933
AGPAT7	0.0838333333333333
SLC22A9	-0.7685
CDKAL1	0.207
PDYN	-0.4785
C20orf74	0.65275
MTMR11	-0.00574999999999999
VAV3	3.43891666666667
DAPL1	2.2205
STXBP3	0.37175
EIF3G	-0.0435
ARHGAP22	-1.21025
NPFFR1	-0.194
NPC1	-0.320166666666667
ALDH9A1	1.75116666666667
ZNF600	-0.188375
ZNF678	0.562666666666667
RASSF1	0.3095
ADD2	-1.86225
PITPNB	0.51125
PKD2L2	-0.33725
LRP11	-0.01725
CDKL1	0.64875
SMEK2	-0.0245
PRODH2	-3.57433333333333
C11orf54	0.095
SFRS11	-0.679666666666667
IL7	0.118
ALS2CR16	1.21425
BTG3	-0.688666666666667
PAK2	-0.826055555555556
RP11-679B17.1	1.79425
GATA4	-1.986
ATP2B1	0.09475
LOC130940	1.549
C1orf172	1.58183333333333
ATF7IP2	0.03425
SLC25A43	0.891
CENTG3	-0.253833333333333
IGF2BP1	-4.2588
FCHSD1	0.1065
CAMK2N2	-0.0508333333333333
ELAVL3	-0.0498
NBPF15	-0.1965
UBE2J2	0.0895833333333333
GNL2	-1.081
PRR3	-0.383
NLF2	-0.51525
OR4F6	0.031
KLHL24	1.3205
CCDC88A	-1.4525
SGPP1	-0.2275
C10orf11	0.968166666666667
SLC35B4	-1.19483333333333
UGT3A2	-1.1295
ARNT2	0.1457
CBR1	-0.071375
ITPR3	-1.47233333333333
TRAPPC6B	-0.0298
AMZ1	-0.34
ARP11	1.6115
WDSUB1	0.307
APBA1	1.38566666666667
RAB2A	1.0842
C6orf162	0.09425
HPSE2	1.02
PLCE1	0.76425
INSL3	1.184
DLG1	0.0897
PTPLA	-1.82225
PIGX	-0.32475
TFIP11	0.314166666666667
FIBIN	3.1615
POLR2G	-0.4195
GRAP2	-1.4591
DNAJB8	-0.15225
CNBP	0.304666666666667
WASF1	-1.3305
INPP5E	-0.4941
HSPB1	-0.057125
TMEM167	-0.098
CUBN	0.22225
IGF1	4.9165625
ITPK1	0.7386
NAALAD2	-0.072375
G3BP1	-0.6182
NT5DC1	0.377875
CYP39A1	1.2215
TMEM139	1.2735
POLK	-0.00239999999999999
GLULD1	-1.43725
RBM15	-1.2635
AMZ2	0.0605
GDF15	-3.76833333333333
MESDC2	-0.53075
INCA	0.426833333333333
ACY1L2	-1.194
GZMM	-0.905166666666667
PAIP1	0.12025
CACNA2D1	0.8275
STK32C	0.187333333333333
SH3BP4	0.911666666666667
DEC1	-0.2885
PADI1	0.3415
UBB	0.1456
PON3	-0.283166666666667
PROP1	0.0775
ANKRD13B	-0.471
ADCK1	0.2645
TCF25	0.160333333333333
SLC38A5	-3.2745
CXorf26	-0.0831666666666667
C19orf39	-0.3065
PPP1R13B	0.32925
ARL2	-0.093
TCL6	-0.169
TOP3A	-1.0495
SLC16A14	0.130375
FXYD6	2.167
HIST1H4E	-1.76425
BBC3	-0.473105263157895
UNC5A	-0.1525
FAM86C	-0.366
PI4KB	0.498
B3GAT1	-2.08825
SUSD2	1.114
OAZ2	0.0706666666666667
NOC4L	-0.55875
C10orf12	-0.8355
FADS1	-2.46683333333333
LOC144097	-1.15575
DKK2	2.15016666666667
KIAA1949	-0.6105
RHOT1	0.1241
OXT	0.731833333333333
GPR153	-0.27175
ARL4A	-0.169166666666667
SAAL1	-1.5995
CCDC64	-0.3475
USE1	0.148166666666667
HNMT	1.47683333333333
PCGF3	0.061875
CYP2C19	0.17525
C20orf4	0.542
CCDC11	0.38375
ACSBG2	0.2865
RWDD2A	-0.07975
PALLD	2.36825
CPLX4	-0.3765
LOC492311	1.82775
KPNA2	-2.72016666666667
MACROD1	-0.8248
TMCO3	0.332
C15orf52	1.34716666666667
BIRC5	-3.73926666666667
PRR16	-0.2735
FAM63B	0.4605
KATNB1	-0.8385
WNT8B	0.092
