Hybridization REF	TCGA-A2-A0CZ-01A-11R-A034-07
ZNF434	-0.0213333333333333
SMARCD1	-0.851666666666667
ZFP106	0.24
ZNF347	0.1659
GTF2E1	-0.0595
RY1	-0.324
ATAD2B	0.3075
ARHGAP17	-0.2137
KCNIP3	-0.3975
SFPQ	-0.2895
GFRA4	0.479
AKR1B10	-3.51125
TIGD6	0.622
RGS16	2.306
URB1	-0.466
OR4C46	-0.223666666666667
TOP3B	-1.3315
NFATC4	0.2695
CA14	-4.1145
BMPR1A	0.404333333333333
SNRP70	-1.4135
PRL	0.127
C6orf130	-0.369
STAG2	0.002
CD55	-0.689571428571429
RPS23	1.13683333333333
SSX2	-1.79766666666667
FDPSL2A	-0.9375
FBXO27	0.412
SYNGR3	-1.68433333333333
TMSL3	2.3135
EML1	-0.4675
NUP93	-1.277
SMAD3	-0.2799
KIAA1189	2.76116666666667
HNRPUL2	0.0511666666666667
TBC1D12	0.478833333333333
C16orf24	0.3715
MRVI1	1.9435
ZNF581	0.435666666666667
ELOVL3	1.2015
OR51Q1	-0.01025
CACNB3	0.340333333333333
GALNT13	0.004125
C10orf84	1.4710625
NEDD4	-0.0016
SPO11	-0.093
OR5AU1	0.454
NEK4	-0.433928571428571
PRKAR2A	-0.3235
IHPK1	-0.456166666666667
ATP6V0B	0.193125
CACNA1E	1.1655
CEACAM8	-0.3735
PEX14	0.057
FLJ12993	0.028
ZBTB38	0.724583333333333
PCTK2	2.402
LRRC16	0.9645
FBLIM1	0.757583333333333
FYCO1	1.57475
RP5-1022P6.2	-0.0306666666666667
CMTM1	1.56516666666667
PLTP	1.098
RAPH1	0.254125
DOCK8	1.080875
EZH2	-2.53953333333333
SLC25A1	-1.18633333333333
PLEKHB1	-0.2978
GRB7	0.4741
ZFP37	0.06375
MRPL33	-0.4985
PELO	-0.52425
ARMC1	0.825090909090909
C9orf27	-0.228
FLJ25778	0.3505
C9orf37	-1.56016666666667
TMEM66	0.5815
SPRN	0.578
HBEGF	0.27675
PI4KA	-1.3
LEPRE1	0.44
POU2AF1	-0.628875
MRPL12	-0.576
REP15	0.2785
ZC3H3	-0.13825
RASAL1	-0.64625
DDAH1	1.160125
ACBD5	0.5415
TMC2	-0.325
CCDC137	-0.60025
SAMD13	2.141
UGT2B15	-3.33483333333333
TIPARP	-0.154
DNASE1L3	3.0045
TRIM72	0.4475
DBX2	1.798
IPO8	0.3515
C21orf88	-0.3722
MAP3K14	0.2695
LOC51233	0.0958333333333333
GGTLA4	-0.4155
PDE6D	-0.059
ZNF117	-0.73375
CLK2	-1.037875
NKRF	-0.71275
TNFSF15	0.5379
DUSP2	0.164875
SECISBP2	0.0555
GABRR2	-0.4725
PPAP2C	1.74925
LOC51145	0.3715
PAG1	0.35025
PIK3C3	-0.3845
GNG10	0.28
APOL4	0.958333333333333
ANKRD28	-0.473375
STMN3	-0.9863
RAB14	0.8555
CDK2AP2	-0.831
HDDC3	0.185625
COMMD7	0.012375
CXXC1	-0.84425
HMCN1	0.724833333333333
CD40	1.2015
DYNC1LI2	0.19175
GDI1	-0.03425
LOC646938	0.20175
VSNL1	-0.529666666666667
PIH1D1	-0.002
RAET1G	-1.2485
KRTAP5-9	0.0095
EFTUD2	-0.976
ZNF311	-0.3385
ATP6V1G3	0.80525
OR2W3	-0.5725
SCN4A	0.79225
MED10	-0.91475
FAM135A	0.2947
ARHGAP4	-1.03225
EHMT2	-0.87875
UFD1L	-0.8205
ERMP1	-0.12525
MAG1	-0.660166666666667
THAP8	0.548
HACE1	-0.855
FAM82C	0.195666666666667
C3orf20	0.175
UNC84A	-0.5165
SCD5	0.440923076923077
LASS6	1.902
LSG1	0.4105
MAL	-4.3095
GPR22	-0.8865
WDR5B	1.0335
ACTRT1	-0.4785
C17orf60	0.0893333333333333
GRIN2C	0.3285
ARMC8	-0.389
SLC47A1	-2.4285
DMPK	0.0125
DHRS13	-0.937
SMC1A	-0.541666666666667
KRTAP17-1	2.57025
SMYD5	-0.86125
TUSC2	-0.979
CRHR2	0.6795
KIR3DL2	0.736
CCDC104	0.69475
ATP2C1	0.329625
CROT	0.2275
PABPC3	0.248
EGR1	2.5335
THSD1	1.06825
KHK	-1.01625
SLC12A2	2.006
CD58	-0.81075
STOX2	0.766833333333333
CCDC76	-0.7823
CCDC48	3.435
DNAH1	-0.0688333333333333
ZIC4	-0.30675
OR1G1	-0.855
PSMC6	-0.5945
PROKR1	0.463
ABCB1	0.069625
TRAT1	0.01225
LLGL1	-0.0255
MTF1	1.303
USP54	0.115375
PAGE2B	-2.0245
ITGB7	-3.443
CCDC81	-0.1485
LOC149837	0.1755
SCUBE1	0.2875
ZSCAN10	0.913
HUWE1	-0.0559285714285714
CDH17	-0.0165
CD180	0.59975
IL17A	0.401
TMPO	-1.2035
KIAA1524	-1.72433333333333
HDGFRP3	0.133166666666667
OXCT1	-0.494454545454546
RRAS2	-1.11966666666667
LTBP2	3.39375
SV2B	2.97483333333333
CYP2A6	0.944375
PKD1L2	-1.10733333333333
PPM1M	0.63525
FLJ22662	1.6365
ZNF502	2.1565
GP6	-0.966
CRYBA2	-0.82425
LEF1	-1.5905
CTPS	-2.28785714285714
EYA1	-2.83683333333333
EPS8L1	1.35875
MAPK14	-0.730833333333333
SERPINB2	-4.826125
GTF2F2	-0.0593333333333333
ZNHIT4	-0.75
PLA1A	0.52775
C20orf114	4.90225
HPR	-2.674
C18orf2	-4.166
SATB2	-1.20575
KCNJ9	0.0164285714285714
MGC157906	0.8975
MOCS3	-0.427
C17orf71	0.483333333333333
PPHLN1	-0.1832
HIST1H2BN	-0.257875
RAPGEF1	-0.21125
MAP3K8	0.02775
DLG4	0.1945
STC1	-0.76425
CDGAP	2.03025
DDX26B	-0.334
LOC150223	-2.0985
CPSF3	-1.0125
TMEM14A	-0.38625
MYH3	-1.18625
GPKOW	-0.10225
SULT1A1	-0.8315
SPON1	4.9563
YY1AP1	-0.462833333333333
RAB23	0.78725
PLA2G4A	-3.03
MAPRE3	-0.2755
ZNF516	0.302428571428571
GGPS1	0.49825
EXOC3L2	-0.313625
C19orf42	0.7742
MAP2K2	-0.0995
HIST1H2BB	0.68025
RNF19B	1.26883333333333
C6orf128	0.09
TLR8	3.28375
PCDHA9	0.624
CARS2	0.13025
CLUL1	1.87516666666667
RHAG	-3.80766666666667
UNK	-0.1695
EXOC8	0.2702
C9orf95	0.80175
C14orf143	-0.370166666666667
MAML3	-0.192
LDHA	-2.7095
MRPL20	0.419875
KLHDC6	0.303833333333333
ATP5S	-0.111166666666667
C8orf55	-0.57775
PHF19	-2.484375
KRTAP13-4	0.738
TTC5	-0.183
XKR5	-0.57575
SILV	-4.6045
TEX28	0.254
TCTN1	0.71875
CX40.1	0.31425
PPP2R5C	0.010875
C12orf30	-1.693
CAPG	1.69525
MPZL1	0.61415
ARSB	-0.7135
TDH	-2.40425
WASF4	1.55075
TSSK3	-0.688
7A5	-0.0865
CRISPLD1	2.260125
MAD1L1	-0.562833333333333
SPIN4	-0.695
AMPD1	2.931
DPYSL5	-0.4855
INPP1	0.579666666666667
ANKRD11	-0.484888888888889
NPAS4	0.089
GCET2	1.0259
RNASE9	0.068
GUCY2D	0.455
CCDC98	0.8105
FGF4	-0.54775
CPM	0.871333333333333
SLC26A4	-0.620166666666667
PLD5	0.48625
FAM59A	1.5917
FBXO5	-2.63011111111111
SIPA1L1	0.42175
DPYS	0.7415
ATG4D	-0.126
TGM3	0.6525
MTCH1	-0.42825
HK1	-0.124785714285714
CDC26	0.17925
GALNT12	-2.14666666666667
LOC339229	-0.22
MRPL35	-0.486875
ORC4L	0.1375
TNKS	-0.493571428571428
C2orf24	0.206833333333333
ZNF553	0.0425
GGTLA1	3.0247
ZNF497	0.4975
CDY1B	-0.348
SLC30A4	0.978125
TUB	-0.332625
ARHGEF18	0.06625
ARRB1	0.295
KCNK1	-0.4255
EREG	-4.35333333333333
SCAMP5	-0.6995
RUNDC3B	2.33725
ADAMTS20	-0.82375
IL17RB	0.625
FLJ20323	-0.7575
MCAM	0.596375
POLR3E	-1.98191666666667
AQR	0.478833333333333
IPMK	0.4405
CDCA7	-4.150125
CAMP	-0.69475
GRHL3	-1.0965
ADAMTSL2	1.72433333333333
CLMN	1.6075
SSTR3	0.5555
MAGEA5	-2.2515
OVOL2	3.6095
JMJD1B	0.1195
RBL2	0.0052
PYGO2	0.57625
PPP1R10	0.592166666666667
CSE1L	-1.79566666666667
LCA5	2.00975
RDH16	-0.60925
ASRGL1	-1.114375
TOM1	-0.125166666666667
PTX3	-3.92425
TTC15	0.53875
SCGB3A1	4.69333333333333
MRPL50	-0.63425
RCAN3	0.79075
SLC26A11	0.8745
STYX	-0.315333333333333
CINP	0.00975
MARCH7	-0.14875
PFKM	-0.756
SGMS1	0.1915
RIOK3	0.2033
C1orf110	-0.667
CES7	0.038
LOC440248	-2.0775
PPP1R12C	-0.28625
C10orf27	0.576
ATG9A	-0.49375
MRPS26	0.501875
TMEM40	0.301
ELP3	-0.5844
ZNF787	0.2196
HIAT1	-0.125125
C8orf34	1.55483333333333
MGC4655	0.6305
PELI1	0.831666666666667
PPT1	0.6642
SLC35C2	-0.5465
C6orf125	-0.16075
MUC4	-1.0065
RFC4	-2.75285714285714
GNB2	-0.198
NUP50	-0.621428571428572
SULT4A1	-1.83616666666667
C7	5.08425
CCDC130	-0.203833333333333
ARRDC4	0.2525
RQCD1	-1.20425
GLYCTK	-1.17925
AYTL2	-1.34454545454545
MTUS1	1.1694
LEMD3	1.30516666666667
PLEKHF2	1.7485
HOXA7	1.607
GTF3C2	-1.807
DYNLRB2	2.92725
CNOT10	-0.66625
MR1	0.06
FFAR1	-0.11325
PRIC285	-0.039
SLITRK6	2.86125
LIX1	-3.0765
UBE1L2	-0.66225
F8	1.097
ACHE	0.468666666666667
KPNA5	0.07175
TNFRSF12A	-0.802333333333333
EGR3	1.1205
SERPIND1	-3.352
OASL	1.46425
IFRD1	-1.85025
WDFY1	-0.0818333333333333
ZNF267	0.446375
ACCN5	0.242
ZBTB6	-0.131
PPP1R3A	-1.2095
PRRT3	0.97525
FBXL19	-0.7555
TXNIP	1.58042857142857
ACTN2	0.333
ATG9B	-0.37775
C9orf117	0.21375
IL27	2.027
RPL36AL	0.381333333333333
KLK15	-0.5735
CHAD	3.168
RAP2B	-0.1149
HEBP2	1.02275
ZNF342	0.127
CAMK2G	-0.113
TLR3	1.8765
FGF14	3.1375
HMGB2	-1.8795
TRPM5	-0.156
OR5M11	0.2615
KIF3B	0.601263157894737
PRICKLE2	1.5665
MTMR9	-0.031125
C3orf27	0.3165
GLRA3	-0.861833333333333
NSDHL	-0.540166666666667
TMEM32	0.12825
POLR2D	-1.43191666666667
MYADML	0.127
C9orf114	-0.8035
MRGPRX1	0.294
TOPORS	0.899
CLDN19	1.532
C1QL4	-0.669
RNF165	-0.2835
DHRS9	0.61775
DNAH2	-0.128833333333333
FXR1	-0.675
ZMYM3	-1.204125
CASP3	-0.272333333333333
FAM120C	0.079625
SCLY	-0.76525
CA7	0.155
ENTPD5	-0.621166666666667
ZNF461	0.060375
PDIA5	-0.44725
C1orf19	-1.08266666666667
TMEM67	-0.3395
KCTD20	-0.9995
WDR47	0.53
FLJ38723	-0.0875
KLRF1	0.593166666666667
TAS2R16	0.4175
CLDN12	-0.151
PRKCE	0.505
UBXD4	-0.9925
ITGAM	2.86583333333333
GLT8D3	-0.292125
WDR31	0.3757
RGS2	2.38325
OR51L1	0.4345
MST1R	-0.0515
KIAA1737	1.123
OR4A5	-0.697
GLIS1	-0.519
PTMA	-0.1085
NAPA	0.36875
PRDM11	-0.22525
LIPF	-0.5695
DIRAS3	2.049
ASGR2	-3.812
C1QTNF4	1.846
PIK3R4	-0.00483333333333333
ARMC3	0.77025
NDUFV3	-0.25
BTBD3	-0.393
PPP1R2	0.585416666666667
UBE2NL	-0.52
FOSL2	0.764642857142857
FAM119A	-1.61066666666667
TUBA4A	-0.652
KRTAP12-1	0.0615
SFRS2	-1.381
RHPN1	-0.1144
EEF2	0.304
ZDHHC11	-0.2455
EPHA3	-1.1592
RBM12	-0.06525
H2AFJ	0.607916666666667
EDIL3	4.183
KIF26A	-1.02975
SERGEF	-0.2875
B3GALT4	2.317
LOC90925	1.76866666666667
OSCAR	1.114
NPFF	-0.627625
DEDD	0.22075
TMEM155	-0.713125
PTPN1	0.173
SCYL2	0.979666666666667
SKAP1	2.019
LEAP2	-3.61233333333333
GADD45G	1.4738
IFITM3	0.7445
PILRB	-1.6575
SLU7	0.4998125
DSC3	1.79875
DNMT3L	-1.488
PAPD5	0.176375
B3GNT3	0.00766666666666666
LHCGR	0.8355
MSL-1	0.039
UBE2S	-1.914125
SAP130	-0.533
ANAPC11	-0.3455
MAGED4B	-0.496
ATP6V1B2	0.345166666666667
C14orf179	0.964125
CAPZA1	-0.098625
CDYL2	-0.370333333333333
GLRX3	-1.13066666666667
LOC136288	-1.76925
MOBKL1A	-0.23875
HTR2B	3.7735
CRYGD	0.391166666666667
NUS1	-0.9575
PGRMC1	0.079
MYOM2	0.88075
FLJ39653	-1.86283333333333
CHM	0.2575
OR5M8	-0.4485
ZNF619	0.015
FAM105A	1.45925
CCNL1	-1.278875
NAP1L3	1.628
C10orf57	1.4535
B3GALNT1	0.8265
CSN1S2A	0.3845
TCP10L	0.4225
GDAP2	0.03975
DMKN	0.033
COX6B1	0.25725
DNASE2	0.754333333333333
MSH5	-2.48675
LGMN	0.219125
USP31	0.6142
OR13C8	0.1965
SDCBP	-0.1118
NUDT11	-0.133666666666667
PYGL	-1.22833333333333
SNPH	0.0985
B3GNT4	-0.7815
MIZF	-1.1585
NUBPL	-0.14225
NOD1	0.105166666666667
CDH22	0.684875
NUBP1	0.266666666666667
DSCAM	-3.3445
DGKI	1.65
FAM136A	-0.99175
AKAP1	-0.197833333333333
SLC16A6	0.43025
RIN3	0.74775
PSG2	0.2135
DIP2B	-0.296416666666667
PSORS1C1	0.9864
KIAA0495	-0.8755
FLJ90709	-0.639666666666667
LPA	-0.460166666666667
PIGA	-0.698166666666667
LY75	2.92383333333333
UTS2	-5.3225
RREB1	-0.529
GALNACT-2	0.7365
MGC3196	-0.43525
FLJ31568	-0.5615
LPHN1	-0.3695
SP1	-0.124125
TOX4	0.444833333333333
HSPA9	-0.8815
APOBEC1	-0.689
SLC35E4	-1.6395
LSM5	-1.38725
SURF1	0.6665
ZBTB1	0.567083333333333
GTF2F1	0.35025
RPS15A	0.11
DUSP21	-1.14316666666667
GINS4	-3.26483333333333
MYO15A	0.652833333333333
GIMAP7	3.3205
MGC13379	0.978
ATP6V1E2	-0.0466666666666667
UTP3	-0.1585
HNRPA3	-0.660625
MT4	-0.4555
C14orf155	-0.017
U1SNRNPBP	0.123
CKLF	-0.364166666666667
PLEKHN1	0.113333333333333
MBNL1	0.123666666666667
NUP160	-1.701
ACSM2A	-1.8545
LOC129881	0.07575
KIAA1529	-0.4015
FLJ22639	-2.029
HAND1	-2.1555
GSX1	0.3805
FGA	-4.7356875
SERPINB1	-0.089
ZNF642	0.47025
IGFBP1	-7.359625
SLC1A1	0.181875
DHX57	-0.474625
ZNF766	0.961
PTPN21	0.4697
GDPD3	-2.2115
PNPLA5	0.647
TBR1	-0.231
FAM116A	-0.2545
IQGAP1	0.92575
FOS	2.122
ZNF226	0.499125
FIGNL1	-1.45
C14orf1	-0.0771666666666667
ZMYND17	-0.4715
PUS7	-1.36133333333333
TUBB6	-0.756125
KCNQ2	-1.53625
MARCH6	-0.245416666666667
CCDC33	0.0885
PRODH	-1.755
RBM11	0.1965
EPHA6	0.0538571428571428
SLC43A1	-0.18575
LOC196541	0.080125
NTN1	1.47891666666667
ING4	0.33775
PCDHB10	1.517
DPH2	-0.683833333333333
SPACA4	-0.038
FBXL21	-2.368
DIAPH1	-0.999
ZNF71	0.705
CEP76	-0.5765
CORO1A	-0.39525
RRM2	-4.497
EDG4	0.56525
OS9	-0.131
SLC4A1AP	-0.15775
COG5	-0.6725
COPS8	-0.25075
NGLY1	-0.7305
NCBP2	-0.09775
C17orf42	-0.907833333333333
GPSM3	0.584125
SIL1	0.52
ASB6	-0.64675
SMAD5OS	0.257
UNC93A	-3.66575
A1BG	1.16666666666667
C21orf62	0.78225
FMO5	-1.54258333333333
ATRIP	-0.334666666666667
CEBPG	-0.229166666666667
C7orf38	0.343833333333333
TNFRSF1B	0.945
CLEC1A	1.97866666666667
IQSEC1	0.351875
PATZ1	0.5507
RBM22	0.382375
BAG2	-1.1285
PAQR5	-2.69566666666667
C9orf127	0.7042
THNSL1	-0.4055
SHROOM3	2.9842
JAM2	2.14625
SNRPN	-2.088
ALX4	0.343
CACNA1S	1.8405
FAM130A1	-0.056
CORIN	3.2835
CD300LB	0.7365
PLEKHG6	0.6845
LRRC40	-1.1465
PCLKC	-1.62675
PCDHB16	1.6345
WNT2B	1.44483333333333
ASNS	-2.33344444444444
MRPL49	-0.208125
FLJ46111	-2.1555
ISG20	-0.082875
SMU1	-0.00866666666666667
CASZ1	0.8215
POLR1D	0.119416666666667
GIN1	-0.80675
SNAG1	0.348333333333333
ANKRD29	-0.08625
CDKN2AIP	-0.0875
KRR1	1.5995
CXCL1	-2.46433333333333
EPM2A	-0.523
PC	-0.316
DEFB127	-0.3135
PDZRN4	1.4755
FAH	0.31575
OR51E1	2.274
CDC2L6	-0.5395
DNTTIP1	-0.7135
PAX8	0.107
TMEM116	-0.00275
C1orf150	0.5435
PRO2012	-0.1115
MRPL40	-0.614
BEX1	-3.55144444444444
SLC2A4	0.74
PKMYT1	-2.6565
FEZF2	0.173666666666667
SLC26A9	-1.676
MAP2	0.709083333333333
LYL1	-0.91475
SLC25A19	-1.04833333333333
NOS3	0.3865
ZNF34	0.6655
TMPRSS11F	-1.096
FAM43A	-0.04675
FCRL4	1.43133333333333
KLF14	0.559
FLRT2	1.159
WRN	-1.45225
SDF2	0.9321
KRT8P12	-1.485
C6orf195	0.1625
C9orf125	-0.238833333333333
DZIP3	-0.007875
RIT1	-0.06975
SCML1	-1.58933333333333
RHBDF2	-0.141875
OR2G3	0.652
REXO1L1	0.57
MAP3K7IP3	-0.152125
C3orf57	-0.4195
FBXW11	-0.223333333333333
ETAA1	-0.554
C14orf131	-0.4611
AKT1S1	-0.39625
SLC12A5	-0.869125
C9orf164	1.51125
NRIP3	-0.2825
NOS1AP	-0.4375
TMEM121	0.40275
SAP30BP	-0.1408
DGCR6	0.35875
WDR76	-2.4355
FAM82B	-0.0845833333333333
LOC606495	-0.7605
MAP9	2.64791666666667
BCDIN3D	0.34975
CXorf36	4.354
DSCR3	-0.6361
ZFAND3	0.287875
C7orf43	-0.0405
SPSB3	0.2317
C19orf19	0.228
FAM133A	-1.451
C12orf25	0.304
SLC39A3	-0.6575
DISP2	-1.5525
PI4KAP2	-3.0035
MKRN3	-2.35833333333333
ADAMTS13	-1.07475
CBLN3	0.4991
TTYH1	0.563666666666667
C3orf18	0.94725
FLJ13236	-1.34775
ZMYND12	3.16525
C18orf25	-0.324625
GLB1L3	-1.44
ATP13A5	2.6325
RANBP10	-0.27375
CD96	-0.2975
DENND1C	0.54275
RBMS3	2.1128
SLC41A3	0.3365
DGCR6L	0.24875
TMEM128	0.800333333333333
CSNK1G3	0.0947142857142857
MOBKL2C	1.11175
TSPAN6	0.547625
MATN2	0.679
MSL2L1	0.064
ST6GALNAC2	-0.263833333333333
FGFBP2	1.916
FGL1	-6.0605
MPP3	0.918833333333333
ARHGEF6	1.77283333333333
TGFBR2	1.213875
ACMSD	-0.287
IL33	4.61725
C9orf5	-0.429333333333333
DEAF1	-0.0172
AMN	0.0525
DEFA6	-0.175125
RNF212	0.92275
METT5D1	-0.473666666666667
CIB1	1.0938
TSSK1B	0.13725
KIAA1727	-0.0675
ZNF680	-0.531083333333333
LOC399900	-1.653
LOC152217	-0.2725
CTNNAL1	-2.7215
CIT	-3.25433333333333
TLE6	-0.13725
ZNF607	-0.846
HERC4	-1.02116666666667
DRAP1	-0.4905
PEMT	-0.28975
C10orf111	-0.986
ZNF575	1.304375
KCTD7	0.16825
MYO1F	0.66775
LOC285382	1.801
RAB11A	0.8406
PLCD3	-0.95375
C15orf28	-0.266
PTBP2	-0.74875
CTB-1048E9.5	-0.584125
C19orf60	-0.216833333333333
C7orf25	-0.0285
SETD7	1.371875
HOXB9	-4.4195
VANGL1	-0.284125
CHAF1B	-2.5015
NDUFA3	0.59875
KIAA1328	-0.186833333333333
SHARPIN	-0.178125
TTC23	0.15075
UGP2	0.21375
ANKIB1	0.5329
CIRBP	1.64
SEC14L4	-3.42883333333333
OVCH1	0.384833333333333
VPS52	-0.47025
FAT	0.257875
M6PRBP1	-0.1255
GPRIN3	0.605
PPM1F	-0.886
TSR1	-0.91425
CCDC85A	3.6245
PCSK5	2.57725
ZFHX3	0.107
HEMK1	-1.0261
PGBD2	0.198
RSRC2	-0.535
AURKC	-1.62283333333333
SCRIB	-0.62575
ORM2	-4.464
FAM115A	1.2004
FZD6	0.175875
UNC119	-0.198166666666667
GPX3	0.6512
NOV	0.2405
CABC1	0.1185
CDC42SE2	-0.2815
EIF2S2	-0.9863
RNF130	1.23675
CKAP5	-1.54433333333333
RP11-413M3.2	0.841625
C10orf18	0.1524
TMEM93	-0.2215
DYX1C1	1.67425
KCNMB2	-0.305
ANK3	1.66858333333333
KRT5	0.8748
CDH12	-0.88075
QRSL1	-0.634875
JUB	-0.46175
SHC4	-1.56075
CCL15	2.2455
CCDC22	0.14925
SNX24	-0.1635
RARS	-0.23275
MORC2	-0.188125
FAM48A	-0.3325
MT1H	-0.5775
PPP1R14C	-1.29616666666667
FOXD1	-2.3045
C1orf213	-1.9235
AMT	-1.8394
DSN1	-1.56
PTPLAD2	1.90675
DIS3L	0.207
RASL11A	1.2965
GPRC5B	0.460875
FRMD7	0.7225
STRN4	-0.20125
KITLG	3.11872727272727
HDGF	-0.92525
OR1S1	0.349
SETX	0.3083
DDR2	1.190625
KCTD12	2.509
LYZL2	-1.31075
WDR52	-0.2715
TMEM2	1.60125
ZNF579	0.702833333333333
LOC200810	-0.16025
TNFSF9	-2.310875
PPFIA4	-3.91975
CNIH3	1.72583333333333
MAP4K4	-0.615785714285714
ROD1	0.0359285714285714
ALS2CR12	-0.533833333333333
DOCK3	0.240666666666667
PAQR9	-4.5895
ASB17	0.2775
STX16	-1.93975
FEZ2	0.1125
DLAT	-0.793666666666667
KIF21B	-1.38183333333333
CDC5L	-0.3415
TMEM119	1.8935
CRIP3	-1.941
TPSD1	0.8165
TEPP	0.50725
GNGT2	1.334
C21orf121	-1.052
WNK1	0.291166666666667
FLJ10490	0.6292
OR51B5	-2.7465
LOC203547	-1.264625
HAS1	0.7195
PPA1	-0.428
ST7	-0.293125
C11orf46	0.18
POPDC3	-3.63
ACOX2	0.941833333333333
ATCAY	-0.457333333333333
TM4SF19	0.32125
MFSD9	-0.7905
PDHB	-0.23325
ERN1	-0.30275
LCE3C	0.6675
GPR111	-0.046
NOTCH3	1.98366666666667
ADAMTS5	4.1215
B3GALT1	-0.4525
UGCGL1	-0.927333333333333
FAM58A	0.485333333333333
FBXO32	2.52025
CLPP	-0.05225
NXPH1	4.24925
MTMR3	0.664333333333333
ATP1B3	-0.562375
TMEM16A	4.407
HIST1H3F	0.0156666666666667
TRIM25	-0.383166666666667
SDCBP2	1.4715
CRKL	-2.061375
HOXB2	0.230333333333333
ANP32B	-0.88825
GATM	3.195
AP4E1	0.020375
EDG5	0.396625
CDKN3	-2.7095
CDH4	-2.18575
PGD	-0.829666666666667
RND1	-0.2405
GAD1	-2.8688
MPG	0.387
LOC440350	-0.7345
ZNF133	0.08425
SERPINB12	0.3935
AMELY	0.355
DHX36	-1.02225
TNFAIP8L2	3.32933333333333
PHTF2	0.00961111111111111
CCDC112	-0.747333333333333
IQCC	-1.22025
HEYL	3.74066666666667
FTSJ2	-0.866
APPL1	0.7345
RAB43	0.0957857142857143
OR10G2	0.33
WAC	0.3505
ADCY9	-0.5785
RUNDC2B	0.5855
PYCRL	-0.1974
AGPAT7	-0.705
SLC22A9	-1.38766666666667
CDKAL1	-0.927
PDYN	-0.9285
C20orf74	0.0685
MTMR11	0.70675
VAV3	3.868
DAPL1	2.93625
STXBP3	0.388
EIF3G	0.33075
ARHGAP22	-0.91475
NPFFR1	0.5245
NPC1	-0.267833333333333
ALDH9A1	1.33883333333333
ZNF600	-0.32675
ZNF678	-0.394333333333333
RASSF1	-0.908666666666667
ADD2	-2.333125
PITPNB	-0.2215
PKD2L2	-0.560166666666667
LRP11	-0.46525
CDKL1	0.57
SMEK2	-0.0055
PRODH2	-3.24283333333333
C11orf54	0.307833333333333
SFRS11	-0.5865
IL7	0.303166666666667
ALS2CR16	1.3185
BTG3	-1.097
PAK2	-0.281777777777778
RP11-679B17.1	-0.22775
GATA4	-2.06816666666667
ATP2B1	0.50125
LOC130940	2.783
C1orf172	2.268
ATF7IP2	-0.8975
SLC25A43	-0.450166666666667
CENTG3	0.130083333333333
IGF2BP1	-3.9439
FCHSD1	0.358
CAMK2N2	1.035
ELAVL3	-0.196
NBPF15	-0.175333333333333
UBE2J2	-0.3175
GNL2	-0.565
PRR3	-0.4012
NLF2	1.0185
OR4F6	0.0415
KLHL24	1.29116666666667
CCDC88A	-0.9279
SGPP1	-0.225
C10orf11	-0.054
SLC35B4	-1.161
UGT3A2	-1.914
ARNT2	-0.3176
CBR1	0.81425
ITPR3	-1.10516666666667
TRAPPC6B	-0.6065
AMZ1	1.3745
ARP11	0.5435
WDSUB1	0.1085
APBA1	1.76783333333333
RAB2A	0.5613
C6orf162	-0.190125
HPSE2	0.97425
PLCE1	0.18175
INSL3	1.181
DLG1	-0.1426
PTPLA	-1.75125
PIGX	-0.28875
TFIP11	-0.039
FIBIN	4.248
POLR2G	-0.2245
GRAP2	-1.2237
DNAJB8	-0.591
CNBP	0.148666666666667
WASF1	-1.286
INPP5E	-1.2328
HSPB1	-0.5035
TMEM167	-0.5857
CUBN	0.363
IGF1	4.341
ITPK1	-0.0205
NAALAD2	-0.42525
G3BP1	-0.7714
NT5DC1	0.046
CYP39A1	1.0295
TMEM139	0.63525
POLK	-0.672777777777778
GLULD1	-2.41325
RBM15	-1.08883333333333
AMZ2	0.696
GDF15	-2.944
MESDC2	-0.06775
INCA	0.837666666666667
ACY1L2	-1.183
GZMM	0.280166666666667
PAIP1	-0.02675
CACNA2D1	0.5915
STK32C	0.176166666666667
SH3BP4	1.51316666666667
DEC1	0.67
PADI1	0.714
UBB	0.3921
PON3	-0.389833333333333
PROP1	0.5525
ANKRD13B	-0.6585
ADCK1	-0.2875
TCF25	0.207166666666667
SLC38A5	-1.699
CXorf26	0.203833333333333
C19orf39	0.46225
PPP1R13B	0.51575
ARL2	-0.4645
TCL6	0.160416666666667
TOP3A	-0.575
SLC16A14	2.171375
FXYD6	2.40266666666667
HIST1H4E	-0.337
BBC3	-0.0851052631578947
UNC5A	1.381
FAM86C	-0.7204
PI4KB	-0.06675
B3GAT1	-2.3685
SUSD2	1.8245
OAZ2	0.123
NOC4L	-0.9
C10orf12	-0.90925
FADS1	-2.8235
LOC144097	-0.8655
DKK2	1.14733333333333
KIAA1949	0.089
RHOT1	-0.3527
OXT	2.08133333333333
GPR153	0.7665
ARL4A	-0.4735
SAAL1	-1.92425
CCDC64	-0.8195
USE1	-0.196
HNMT	0.518
PCGF3	0.177625
CYP2C19	0.69075
C20orf4	0.143
CCDC11	1.017
ACSBG2	-0.038
RWDD2A	-0.09175
PALLD	3.191375
CPLX4	-1.274
LOC492311	1.20975
KPNA2	-1.88416666666667
MACROD1	-0.4047
TMCO3	-0.567666666666667
C15orf52	0.301833333333333
BIRC5	-2.18526666666667
PRR16	0.517166666666667
FAM63B	0.7665
