Hybridization REF	TCGA-A2-A0SU-01A-11R-A084-07
ZFP106	-0.6715
ZNF347	0.0595
GTF2E1	-0.304
RY1	-0.4745
ATAD2B	-0.330625
ARHGAP17	0.1212
KCNIP3	-0.81275
SFPQ	-0.346375
GFRA4	0.758
AKR1B10	-2.976125
TIGD6	1.63066666666667
RGS16	1.81125
URB1	-0.8875
OR4C46	0.0996666666666667
TOP3B	-0.91775
NFATC4	1.0965
CA14	-2.74325
BMPR1A	0.957166666666667
SNRP70	-0.659875
PRL	0.0345
C6orf130	-0.10275
STAG2	0.63775
CD55	-1.31328571428571
RPS23	1.3325
SSX2	-0.788166666666667
FDPSL2A	-0.74025
FBXO27	0.73675
SYNGR3	-0.415333333333333
TMSL3	1.58425
EML1	-0.912
NUP93	-1.32433333333333
SMAD3	-0.8389
KIAA1189	0.65
HNRPUL2	0.487333333333333
TBC1D12	0.569166666666667
C16orf24	1.4255
MRVI1	2.5235
ZNF581	-0.0133333333333333
ELOVL3	-0.096
OR51Q1	-0.15725
CACNB3	0.892333333333333
GALNT13	-0.65325
C10orf84	1.2689375
NEDD4	-0.2025
SPO11	0.473
OR5AU1	0.1335
NEK4	0.379142857142857
PRKAR2A	-0.271
IHPK1	-0.301666666666667
ATP6V0B	0.51275
CACNA1E	1.3555
CEACAM8	1.558
PEX14	0.2145
FLJ12993	-0.835
ZBTB38	0.54125
PCTK2	1.3945
LRRC16	0.2227
FBLIM1	0.724166666666667
FYCO1	0.43525
RP5-1022P6.2	-0.449583333333333
CMTM1	0.369333333333333
PLTP	-0.125
RAPH1	0.460625
DOCK8	0.625
EZH2	-1.95566666666667
SLC25A1	-1.39133333333333
PLEKHB1	-0.0174
GRB7	1.2429
ZFP37	-0.79175
MRPL33	-0.35475
PELO	-0.58875
ARMC1	-0.260454545454545
C9orf27	0.092125
FLJ25778	0.451
C9orf37	-0.842833333333333
TMEM66	1.02475
SPRN	-0.10675
HBEGF	0.494625
PI4KA	-1.039
LEPRE1	-0.82825
POU2AF1	-2.856875
MRPL12	-0.3005
REP15	-0.3515
ZC3H3	0.4065
RASAL1	-1.247
DDAH1	1.8255
ACBD5	0.47325
TMC2	0.322
CCDC137	-1.11475
SAMD13	0.342333333333333
UGT2B15	2.927
TIPARP	-0.16025
DNASE1L3	2.4535
TRIM72	0.502
DBX2	0.85525
IPO8	0.0155
C21orf88	-1.5307
MAP3K14	-0.077
LOC51233	0.684333333333333
GGTLA4	-1.10825
PDE6D	-0.41175
ZNF117	0.41175
CLK2	-1.0415
NKRF	-0.584
TNFSF15	0.0299
DUSP2	0.1715
SECISBP2	-0.1912
GABRR2	0.4665
PPAP2C	1.64425
LOC51145	0.225166666666667
PAG1	0.269625
PIK3C3	-0.1395
GNG10	-0.1225
APOL4	0.5275
ANKRD28	-0.583875
STMN3	-0.9466
RAB14	1.0855
CDK2AP2	-0.27575
HDDC3	-0.161875
COMMD7	0.677125
CXXC1	-0.2525
HMCN1	0.0946666666666667
CD40	0.665
DYNC1LI2	-0.560625
GDI1	0.18025
LOC646938	0.03725
VSNL1	-0.968333333333333
PIH1D1	-0.0535
RAET1G	-0.4925
KRTAP5-9	-0.0425
EFTUD2	-0.63675
ZNF311	0.652
ATP6V1G3	-0.36175
OR2W3	0.0305
SCN4A	-0.116
MED10	-1.232125
FAM135A	-0.0785
ARHGAP4	0.04275
EHMT2	-0.52975
UFD1L	-1.24625
ERMP1	1.50125
MAG1	-1.35
THAP8	0.432166666666667
HACE1	-0.153
FAM82C	0.0851666666666667
C3orf20	-0.0645
UNC84A	-0.2495
SCD5	-0.318214285714286
LASS6	2.481875
LSG1	-0.243666666666667
MAL	-4.6155
GPR22	0.052
WDR5B	1.073
ACTRT1	-0.361
C17orf60	-0.183166666666667
GRIN2C	0.8852
ARMC8	-0.747
SLC47A1	-2.71166666666667
DMPK	0.21925
DHRS13	0.0778333333333333
SMC1A	-0.664333333333333
KRTAP17-1	0.5235
SMYD5	-0.8235
TUSC2	0.1545
CRHR2	0.212
KIR3DL2	-0.3505
CCDC104	0.25575
ATP2C1	0.5825
CROT	-0.71975
PABPC3	-0.222166666666667
EGR1	1.683
THSD1	0.6265
KHK	-1.3305
SLC12A2	2.064875
CD58	-1.47025
STOX2	-0.253333333333333
CCDC76	-1.1956
CCDC48	5.0635
DNAH1	-0.525833333333333
ZIC4	-0.369375
OR1G1	-0.3115
PSMC6	-0.523166666666667
PROKR1	0.2025
ABCB1	0.376875
TRAT1	-0.21475
LLGL1	0.236
MTF1	0.71525
USP54	0.613625
PAGE2B	-3.4725
ITGB7	-3.15075
CCDC81	-0.2505
LOC149837	0.0815
SCUBE1	0.3135
ZSCAN10	1.2815
HUWE1	-0.0374285714285714
CDH17	1.07
CD180	-0.01275
IL17A	0.2895
TMPO	-0.66925
KIAA1524	-1.54783333333333
HDGFRP3	0.464166666666667
OXCT1	0.0231818181818182
RRAS2	-1.00966666666667
LTBP2	2.633875
SV2B	1.60433333333333
CYP2A6	5.4505
PKD1L2	-1.0446
PPM1M	0.498
FLJ22662	0.5315
ZNF502	1.386
GP6	-0.8575
CRYBA2	-1.09625
LEF1	-1.8504
CTPS	-2.39128571428571
EYA1	-2.71333333333333
EPS8L1	1.77225
MAPK14	-0.708333333333333
SERPINB2	-4.753125
GTF2F2	-0.8745
ZNHIT4	-0.4105
PLA1A	0.96525
C20orf114	5.12125
HPR	-3.922
C18orf2	-2.33416666666667
SATB2	-2.02425
KCNJ9	-0.326875
MGC157906	0.4485
MOCS3	0.032
C17orf71	0.236333333333333
PPHLN1	-0.0288
HIST1H2BN	-0.66125
RAPGEF1	-0.77225
MAP3K8	-0.67925
DLG4	0.484166666666667
STC1	-0.45675
CDGAP	1.518
DDX26B	-1.288
LOC150223	-2.31975
CPSF3	-0.752333333333333
TMEM14A	-0.38275
MYH3	-2.86825
GPKOW	-0.11475
SULT1A1	-0.0986666666666667
SPON1	3.9202
YY1AP1	0.2985
RAB23	0.665
PLA2G4A	-3.76425
MAPRE3	0.15625
ZNF516	1.00321428571429
GGPS1	1.1035
EXOC3L2	-0.4915
C19orf42	0.8483
MAP2K2	-0.218666666666667
HIST1H2BB	0.3615
RNF19B	1.11566666666667
C6orf128	-0.0105
TLR8	2.8295
PCDHA9	0.538
CARS2	-0.455375
CLUL1	2.48866666666667
RHAG	-3.60083333333333
UNK	-0.005
EXOC8	0.6178
C9orf95	0.988
C14orf143	-0.0303333333333333
MAML3	0.327875
LDHA	-2.36
MRPL20	-0.071125
KLHDC6	0.348333333333333
ATP5S	-0.284166666666667
C8orf55	-0.00475
PHF19	-2.337375
KRTAP13-4	0.7665
TTC5	0.46575
XKR5	-0.13675
SILV	-4.316
TEX28	0.8765
TCTN1	1.22575
CX40.1	0.13175
PPP2R5C	0.056125
C12orf30	-1.63833333333333
CAPG	2.1725
MPZL1	0.3092
ARSB	-1.43716666666667
TDH	-1.75375
WASF4	1.02675
TSSK3	-0.371833333333333
7A5	-0.1605
CRISPLD1	0.966875
MAD1L1	-0.3155
SPIN4	-0.0955
AMPD1	-0.55275
DPYSL5	0.049
INPP1	0.00983333333333333
ANKRD11	-1.3935
NPAS4	-0.559
GCET2	0.272
RNASE9	0.8695
GUCY2D	0.38
CCDC98	0.1545
FGF4	-0.676375
CPM	-0.0795
SLC26A4	0.509166666666667
PLD5	0.42475
FAM59A	-0.8861
FBXO5	-1.82711111111111
SIPA1L1	-0.19675
DPYS	0.793
ATG4D	0.17125
TGM3	0.258
MTCH1	-0.098875
HK1	0.604571428571429
CDC26	-0.0035
GALNT12	-2.97216666666667
LOC339229	0.41925
MRPL35	-0.637625
ORC4L	0.628
TNKS	-0.0358571428571429
C2orf24	1.04866666666667
ZNF553	0.950666666666667
GGTLA1	2.5935
ZNF497	0.03425
CDY1B	0.613
SLC30A4	0.273
TUB	-0.979875
ARHGEF18	-0.6925
ARRB1	0.84225
KCNK1	-1.40375
EREG	1.8767
SCAMP5	-0.68275
RUNDC3B	2.434
ADAMTS20	-0.56775
IL17RB	1.667625
FLJ20323	-0.17775
MCAM	0.688625
POLR3E	-1.83658333333333
AQR	-0.339833333333333
IPMK	0.265
CDCA7	-3.67
CAMP	0.90425
GRHL3	-0.59425
ADAMTSL2	0.853666666666667
CLMN	1.6815
SSTR3	0.2355
MAGEA5	-1.9285
OVOL2	3.96375
JMJD1B	0.432
RBL2	0.5423
PYGO2	0.9685
PPP1R10	0.167166666666667
CSE1L	-1.36416666666667
LCA5	1.87225
RDH16	-0.40525
ASRGL1	-1.86325
TOM1	-0.342833333333333
PTX3	-4.80175
TTC15	0.70825
SCGB3A1	1.371
MRPL50	-0.7345
RCAN3	1.518875
SLC26A11	1.10225
STYX	-0.518166666666667
CINP	-0.2615
MARCH7	-0.34275
PFKM	-0.452833333333333
SGMS1	-0.0246666666666667
RIOK3	-0.1196
C1orf110	-0.2105
CES7	-0.763375
LOC440248	-3.81875
PPP1R12C	-0.2375
C10orf27	0.5465
ATG9A	-0.17425
MRPS26	0.72925
TMEM40	1.28175
ELP3	0.3836
ZNF787	0.8145
HIAT1	0.126625
C8orf34	0.434833333333333
MGC4655	-0.225
PELI1	1.00016666666667
PPT1	1.5102
SLC35C2	-0.282333333333333
C6orf125	-0.15275
MUC4	-1.30466666666667
RFC4	-2.59628571428571
GNB2	0.729166666666667
NUP50	-0.553071428571429
SULT4A1	-0.574166666666667
C7	2.965625
CCDC130	-0.280333333333333
ARRDC4	1.0525
RQCD1	-1.053
GLYCTK	-1.13675
AYTL2	-1.36445454545455
MTUS1	1.4083
LEMD3	0.407333333333333
PLEKHF2	2.01175
HOXA7	0.584375
GTF3C2	-1.8395
DYNLRB2	4.47225
CNOT10	-0.2345
MR1	0.0256666666666667
FFAR1	-0.08875
PRIC285	0.23275
SLITRK6	6.65725
LIX1	-1.8926
UBE1L2	-0.759166666666667
F8	1.32025
ACHE	0.628833333333333
KPNA5	-0.02675
TNFRSF12A	-0.225166666666667
EGR3	1.156
SERPIND1	-3.13533333333333
OASL	0.60725
IFRD1	-3.04275
WDFY1	0.272166666666667
ZNF267	0.269125
ACCN5	0.2265
ZBTB6	-0.0205
PPP1R3A	0.229
PRRT3	2.39575
FBXL19	0.2935
TXNIP	0.805214285714286
ACTN2	4.8455
ATG9B	-0.286875
C9orf117	0.37075
IL27	0.4975
RPL36AL	-0.3405
KLK15	0.41625
CHAD	2.7545
RAP2B	-0.4252
HEBP2	0.91125
ZNF342	0.216
CAMK2G	0.00383333333333334
TLR3	1.16125
FGF14	1.83725
HMGB2	-1.4075
TRPM5	0.0785
OR5M11	0.1425
KIF3B	0.662
PRICKLE2	0.55275
MTMR9	0.2035
C3orf27	0.37175
GLRA3	-1.414
NSDHL	-0.300333333333333
TMEM32	0.2045
POLR2D	-0.982666666666667
MYADML	-0.04
C9orf114	-0.5735
MRGPRX1	0.029
TOPORS	0.71075
CLDN19	0.3385
C1QL4	-0.1485
RNF165	-0.2385
DHRS9	-0.19825
DNAH2	-0.1585
FXR1	-0.387166666666667
ZMYM3	-0.51175
CASP3	-0.028
FAM120C	-0.503875
SCLY	-1.79975
CA7	-0.158
ENTPD5	0.00116666666666667
ZNF461	0.00300000000000002
PDIA5	-0.698
C1orf19	-0.6095
TMEM67	0.3255
KCTD20	-0.34025
WDR47	1.351
FLJ38723	-0.1355
KLRF1	0.757666666666667
TAS2R16	0.6745
CLDN12	1.51975
PRKCE	0.15275
UBXD4	-0.85625
ITGAM	2.26933333333333
GLT8D3	-0.351125
WDR31	1.3463
RGS2	0.72025
OR51L1	1.1725
MST1R	-0.15625
KIAA1737	1.66575
OR4A5	-0.1835
GLIS1	-1.1555
PTMA	0.127142857142857
NAPA	1.112
PRDM11	0.01575
LIPF	0.7525
DIRAS3	0.769
ASGR2	-3.58975
C1QTNF4	1.18025
PIK3R4	0.476666666666667
ARMC3	5.18975
NDUFV3	-0.9595
BTBD3	0.383333333333333
PPP1R2	0.3355
UBE2NL	-0.4665
FOSL2	0.672071428571429
FAM119A	-1.603
TUBA4A	-0.4635
KRTAP12-1	0.14875
SFRS2	-1.32025
RHPN1	-0.5862
EEF2	0.0421666666666667
ZDHHC11	-0.475
EPHA3	1.068
RBM12	0.02
H2AFJ	2.66075
EDIL3	2.516
KIF26A	-0.93775
SERGEF	0.13025
B3GALT4	2.45225
LOC90925	0.2155
OSCAR	-0.502625
NPFF	-1.201375
DEDD	0.16225
TMEM155	-0.379125
PTPN1	0.16175
SCYL2	0.114166666666667
SKAP1	3.75075
LEAP2	-3.56016666666667
GADD45G	1.6932
IFITM3	0.16525
PILRB	-2.871
SLU7	0.176125
DSC3	1.42025
DNMT3L	-0.844
PAPD5	-0.348
B3GNT3	-0.2735
LHCGR	0.1825
MSL-1	0.31025
UBE2S	-1.472875
SAP130	-0.504
ANAPC11	0.69775
MAGED4B	-0.9275
ATP6V1B2	0.2705
C14orf179	1.348
CAPZA1	-0.07475
CDYL2	-0.517333333333333
GLRX3	-1.01766666666667
LOC136288	0.063
MOBKL1A	-0.13025
HTR2B	2.34175
CRYGD	-0.0205
NUS1	-0.956166666666667
PGRMC1	0.1365
MYOM2	0.05
FLJ39653	-1.62783333333333
CHM	0.3301
OR5M8	0.00800000000000001
ZNF619	-0.0755
FAM105A	0.87825
CCNL1	-2.091375
NAP1L3	0.29575
C10orf57	2.3975
B3GALNT1	0.669
CSN1S2A	0.1125
TCP10L	-0.133
GDAP2	0.137375
DMKN	-0.851333333333333
COX6B1	-0.19
DNASE2	0.8465
MSH5	-2.75875
LGMN	-0.593625
USP31	0.161
OR13C8	-0.0635
SDCBP	-0.085
NUDT11	-1.81566666666667
PYGL	-1.5565
SNPH	-0.301666666666667
B3GNT4	-1.2415
MIZF	-0.5768
NUBPL	0.782
NOD1	-0.410166666666667
CDH22	1.644
NUBP1	0.889
DSCAM	-3.51275
DGKI	1.2765
FAM136A	-0.82075
AKAP1	0.442
SLC16A6	2.9195
RIN3	0.30225
PSG2	-0.08775
DIP2B	0.0724166666666666
PSORS1C1	-0.959
KIAA0495	-0.111
FLJ90709	-0.0933333333333333
LPA	0.194333333333333
PIGA	-0.4285
LY75	2.8665
UTS2	-3.1805
RREB1	0.189375
GALNACT-2	0.1535
MGC3196	-0.7795
FLJ31568	-0.55425
LPHN1	0.294
SP1	0.6725
TOX4	0.914166666666667
HSPA9	0.0161
APOBEC1	-0.0285
SLC35E4	-1.82675
LSM5	-1.25675
SURF1	0.2405
ZBTB1	0.387833333333333
GTF2F1	0.187625
RPS15A	0.473642857142857
DUSP21	-0.401833333333333
GINS4	-3.27816666666667
MYO15A	0.945666666666667
GIMAP7	4.28525
MGC13379	1.07825
ATP6V1E2	-0.265166666666667
UTP3	-0.134
HNRPA3	-0.7949375
MT4	0.4185
C14orf155	0.3275
U1SNRNPBP	0.4715
CKLF	-1.08516666666667
PLEKHN1	-0.502166666666667
MBNL1	-0.392583333333333
NUP160	-1.43875
ACSM2A	-0.96975
LOC129881	0.40475
KIAA1529	-1.08475
FLJ22639	-2.10125
HAND1	-1.0905
GSX1	0.3935
FGA	-3.7983125
SERPINB1	0.62625
ZNF642	0.4085
IGFBP1	-7.7195
SLC1A1	0.788625
DHX57	-0.268125
ZNF766	0.566
PTPN21	-0.2885
GDPD3	-1.965
PNPLA5	0.124
TBR1	0.3745
FAM116A	0.12725
IQGAP1	0.75575
FOS	1.599875
ZNF226	-0.39275
FIGNL1	-0.516833333333333
C14orf1	0.315
ZMYND17	0.1925
PUS7	-1.52333333333333
TUBB6	-1.04625
KCNQ2	-1.03075
MARCH6	0.00966666666666665
CCDC33	0.816
PRODH	-1.31
RBM11	0.93025
EPHA6	0.104
SLC43A1	-0.67
LOC196541	0.1575
NTN1	1.41375
ING4	1.3385
PCDHB10	2.5255
DPH2	-0.950333333333333
SPACA4	-0.04225
FBXL21	-4.0465
DIAPH1	-0.00133333333333333
ZNF71	-0.308333333333333
CEP76	-0.4345
CORO1A	-0.22475
RRM2	-2.71675
EDG4	0.742
OS9	0.15
SLC4A1AP	-0.11575
COG5	-0.9845
COPS8	-0.36325
NGLY1	-1.17475
NCBP2	-0.719375
C17orf42	-0.405833333333333
GPSM3	1.004375
SIL1	-0.0783333333333333
ASB6	0.407
SMAD5OS	-0.114166666666667
UNC93A	-2.64225
A1BG	0.221666666666667
C21orf62	0.36325
FMO5	0.770916666666667
ATRIP	0.0558333333333333
CEBPG	-0.217
C7orf38	0.304
TNFRSF1B	0.998
CLEC1A	1.71066666666667
IQSEC1	0.09525
PATZ1	0.9185
RBM22	1.2325
BAG2	-2.274
PAQR5	-1.66283333333333
C9orf127	2.1722
THNSL1	0.14575
SHROOM3	2.3591
JAM2	1.70325
SNRPN	-2.22525
ALX4	0.5265
CACNA1S	-0.4945
FAM130A1	0.0985
CORIN	1.2935
CD300LB	0.755
PLEKHG6	0.497
LRRC40	-0.90425
PCLKC	-0.87625
PCDHB16	0.903
WNT2B	-0.132
ASNS	-3.17611111111111
MRPL49	0.256125
FLJ46111	-0.3985
ISG20	-1.068625
SMU1	-0.0015
CASZ1	0.81
POLR1D	1.34008333333333
GIN1	-0.627
SNAG1	0.2155
ANKRD29	-0.58375
CDKN2AIP	0.01925
KRR1	0.3625
CXCL1	-3.40366666666667
EPM2A	-0.4876
PC	-0.495333333333333
DEFB127	0.225
PDZRN4	1.78566666666667
FAH	-1.189125
OR51E1	2.3025
CDC2L6	-0.2085
DNTTIP1	-0.449
PAX8	0.71575
TMEM116	-0.02575
C1orf150	-0.5175
PRO2012	0.7615
MRPL40	-1.22633333333333
BEX1	-2.1718
SLC2A4	-1.15066666666667
PKMYT1	-0.8385
FEZF2	-0.2045
SLC26A9	-1.324
MAP2	-0.114
LYL1	-0.89775
SLC25A19	-0.7355
NOS3	-0.0615
ZNF34	0.475
TMPRSS11F	-0.29225
FAM43A	0.377
FCRL4	0.052
KLF14	-0.000750000000000008
FLRT2	0.2
WRN	-1.52375
SDF2	1.0491
KRT8P12	-0.5065
C6orf195	0.406
C9orf125	-0.691333333333333
DZIP3	0.1165
RIT1	-0.0130833333333333
SCML1	-0.594666666666667
RHBDF2	-0.652375
OR2G3	0.2575
REXO1L1	0.177
MAP3K7IP3	-0.672875
C3orf57	-1.3955
FBXW11	-0.670333333333333
ETAA1	-0.50175
C14orf131	-0.053
AKT1S1	0.1385
SLC12A5	-0.847625
C9orf164	1.41925
NRIP3	-0.21875
NOS1AP	-1.78175
TMEM121	1.84
SAP30BP	0.3596
DGCR6	0.139
WDR76	-1.808
FAM82B	-0.392333333333333
LOC606495	-0.6885
MAP9	2.66883333333333
BCDIN3D	1.39775
CXorf36	3.38683333333333
DSCR3	-0.8751
ZFAND3	0.74025
C7orf43	0.357333333333333
SPSB3	1.3348
C19orf19	0.75275
FAM133A	-1.7095
C12orf25	-0.13975
SLC39A3	-0.485
DISP2	-1.11575
PI4KAP2	-2.385
MKRN3	-2.16216666666667
ADAMTS13	-0.3665
CBLN3	0.4608
TTYH1	0.0611666666666667
C3orf18	1.64925
FLJ13236	0.28325
ZMYND12	3.73375
C18orf25	0.33675
GLB1L3	-1.04
ATP13A5	0.2915
RANBP10	-0.276
CD96	-0.518
DENND1C	-0.20425
RBMS3	0.7698
SLC41A3	0.674166666666667
DGCR6L	0.15375
TMEM128	0.805333333333333
CSNK1G3	0.8485
MOBKL2C	1.010375
TSPAN6	1.384
MATN2	-0.2417
MSL2L1	0.261833333333333
ST6GALNAC2	2.61433333333333
FGFBP2	0.20825
FGL1	-5.56916666666667
MPP3	-2.30983333333333
ARHGEF6	1.59833333333333
TGFBR2	0.622375
ACMSD	2.30775
IL33	4.28675
C9orf5	0.116916666666667
DEAF1	-0.1607
AMN	1.0175
DEFA6	-0.029
RNF212	-0.90175
METT5D1	0.194833333333333
CIB1	2.7777
TSSK1B	0.23725
KIAA1727	1.747
ZNF680	0.1355
LOC399900	-1.7475
LOC152217	-0.129166666666667
CTNNAL1	-2.681
CIT	-1.74491666666667
TLE6	1.347
ZNF607	-0.85375
HERC4	-0.869833333333333
DRAP1	-0.2938
PEMT	-0.23125
C10orf111	-0.239
ZNF575	1.4515
KCTD7	-0.085
MYO1F	0.2385
LOC285382	2.09725
RAB11A	3.321
PLCD3	-0.99225
C15orf28	-0.47875
PTBP2	-1.121375
CTB-1048E9.5	-0.65875
C19orf60	-0.459666666666667
C7orf25	-0.0545
SETD7	1.024375
HOXB9	-4.329
VANGL1	-0.2015
CHAF1B	-2.42575
NDUFA3	-0.0915
KIAA1328	0.584833333333333
SHARPIN	-0.103375
TTC23	0.298375
UGP2	0.0581666666666667
ANKIB1	0.2274
CIRBP	1.62885714285714
SEC14L4	-2.87933333333333
OVCH1	0.00566666666666663
VPS52	0.01125
FAT	-0.554125
M6PRBP1	-0.1815
GPRIN3	-0.0685
PPM1F	-0.9955
TSR1	-1.2855
CCDC85A	2.8195
PCSK5	1.9925
ZFHX3	-0.3415
HEMK1	-1.0141
PGBD2	-0.4725
RSRC2	-0.408833333333333
AURKC	-1.63016666666667
SCRIB	-0.228125
ORM2	-3.571
FAM115A	0.4105
FZD6	0.521
UNC119	-0.622833333333333
GPX3	-1.364
NOV	-0.407
CABC1	-0.222125
CDC42SE2	0.0024375
EIF2S2	-0.9615
RNF130	1.259
CKAP5	-0.436833333333333
RP11-413M3.2	0.582125
C10orf18	0.0512999999999999
TMEM93	-1.05525
DYX1C1	1.48775
KCNMB2	-1.66525
ANK3	1.67091666666667
KRT5	0.2949
CDH12	-1.06575
QRSL1	-0.228125
JUB	-1.1695
SHC4	-1.056625
CCL15	1.93233333333333
CCDC22	0.292
SNX24	-0.207
RARS	-0.7185
MORC2	-0.191375
FAM48A	-0.90625
MT1H	-1.308
PPP1R14C	-0.736166666666667
FOXD1	-2.14892857142857
C1orf213	-2.487
AMT	-2.2024
DSN1	-1.107
PTPLAD2	1.6035
DIS3L	2.013
RASL11A	3.9335
GPRC5B	0.143625
FRMD7	0.9035
STRN4	0.0705
KITLG	0.423409090909091
HDGF	-0.343
OR1S1	-0.361
SETX	-0.1456
DDR2	-0.08475
KCTD12	1.79525
LYZL2	0.1435
WDR52	-0.267
TMEM2	0.1725
ZNF579	1.15683333333333
LOC200810	0.45675
TNFSF9	-1.81525
PPFIA4	-3.52525
CNIH3	0.978666666666667
MAP4K4	-0.836642857142857
ROD1	0.510142857142857
ALS2CR12	-1.21333333333333
DOCK3	1.33
PAQR9	-3.04175
ASB17	-0.119
STX16	-1.573875
FEZ2	0.450666666666667
DLAT	-0.769
KIF21B	-1.53133333333333
CDC5L	-0.12375
TMEM119	1.06333333333333
CRIP3	-1.48425
TPSD1	0.189833333333333
TEPP	0.54225
GNGT2	1.164
C21orf121	0.966
WNK1	0.04175
FLJ10490	0.9945
OR51B5	-1.9365
LOC203547	-0.923875
HAS1	-1.0265
PPA1	-0.457666666666667
ST7	0.377625
C11orf46	0.5154
POPDC3	-2.89
ACOX2	3.48766666666667
ATCAY	-0.0769166666666667
TM4SF19	-1.3845
MFSD9	-0.613833333333333
PDHB	0.441
ERN1	0.0595
LCE3C	0.363
GPR111	0.44
NOTCH3	1.8185
ADAMTS5	1.88475
B3GALT1	-1.554
UGCGL1	-1.20816666666667
FAM58A	0.232833333333333
FBXO32	1.6675
CLPP	-0.34575
NXPH1	-0.654
MTMR3	0.621333333333333
ATP1B3	-1.280875
TMEM16A	3.98075
HIST1H3F	0.0125
TRIM25	-0.218333333333333
SDCBP2	1.305
CRKL	-1.232625
HOXB2	3.10266666666667
ANP32B	-0.522875
GATM	3.6415
AP4E1	0.416
EDG5	0.086625
CDKN3	-2.08616666666667
CDH4	-2.39075
PGD	-0.3035
RND1	0.64
GAD1	-3.6478
MPG	0.4675
LOC440350	-1.055
ZNF133	-0.32375
SERPINB12	0.00299999999999999
AMELY	-0.0966666666666666
DHX36	-0.42225
TNFAIP8L2	2.9815
PHTF2	-0.333
CCDC112	-0.468166666666667
IQCC	-0.31875
HEYL	3.445
FTSJ2	-0.259166666666667
APPL1	1.0895
RAB43	-0.210857142857143
OR10G2	0.22
WAC	0.234333333333333
ADCY9	0.491625
RUNDC2B	0.0355
PYCRL	0.0885
AGPAT7	-0.537666666666667
SLC22A9	-0.891833333333333
CDKAL1	-0.4975
PDYN	-0.452
C20orf74	-0.5515
MTMR11	1.4
VAV3	3.44825
DAPL1	0.4265
STXBP3	0.64525
EIF3G	-0.2435
ARHGAP22	-1.60825
NPFFR1	0.42
NPC1	-0.314333333333333
ALDH9A1	1.1455
ZNF600	-0.11775
ZNF678	0.2515
RASSF1	0.307916666666667
ADD2	-1.911375
PITPNB	-0.032125
PKD2L2	0.1215
LRP11	0.39375
CDKL1	-0.2615
SMEK2	0.25925
PRODH2	-2.88133333333333
C11orf54	-0.281833333333333
SFRS11	-0.939833333333333
IL7	0.0338333333333333
ALS2CR16	1.22375
BTG3	-2.02583333333333
PAK2	-0.206166666666667
RP11-679B17.1	0.26575
GATA4	-1.796
ATP2B1	-0.05025
LOC130940	1.3695
C1orf172	2.80616666666667
ATF7IP2	-0.87375
SLC25A43	-0.321666666666667
CENTG3	0.167833333333333
IGF2BP1	-3.9202
FCHSD1	0.139
CAMK2N2	1.02033333333333
ELAVL3	0.0175
NBPF15	-1.088
UBE2J2	0.371416666666667
GNL2	-0.70075
PRR3	-0.0625000000000001
NLF2	1.3575
OR4F6	0.183
KLHL24	0.500166666666667
CCDC88A	-2.079
SGPP1	-0.0065
C10orf11	0.199333333333333
SLC35B4	-1.36033333333333
UGT3A2	-1.545
ARNT2	-0.3031
CBR1	-1.937
ITPR3	-0.4385
TRAPPC6B	-0.876
AMZ1	0.5525
ARP11	0.7025
WDSUB1	0.87125
APBA1	0.422666666666667
RAB2A	0.182
C6orf162	-0.124375
HPSE2	-0.076
PLCE1	-0.8595
INSL3	0.55875
DLG1	-0.1614
PTPLA	-2.913
PIGX	0.27225
TFIP11	-0.0238333333333333
FIBIN	3.053
POLR2G	-0.317
GRAP2	-1.9015
DNAJB8	-0.16375
CNBP	0.589166666666667
WASF1	-0.543
INPP5E	-1.2195
HSPB1	-0.162125
TMEM167	-0.6807
CUBN	0.24575
IGF1	3.5003125
ITPK1	0.5704
NAALAD2	-0.413125
G3BP1	-0.5747
NT5DC1	0.665625
CYP39A1	1.291
TMEM139	1.50408333333333
POLK	-0.5039
GLULD1	-1.6595
RBM15	-0.917166666666667
AMZ2	0.5835
GDF15	-2.02583333333333
MESDC2	0.01025
INCA	0.2085
ACY1L2	-0.5325
GZMM	-0.263833333333333
PAIP1	0.296
CACNA2D1	0.19925
STK32C	0.708666666666667
SH3BP4	1.33466666666667
DEC1	0.224
PADI1	-0.037
UBB	0.5479
PON3	-2.022
PROP1	0.559
ANKRD13B	-0.422
ADCK1	-0.50825
TCF25	-0.177833333333333
SLC38A5	-2.98575
CXorf26	-0.147
C19orf39	0.51625
PPP1R13B	0.49775
ARL2	0.015
TCL6	0.108833333333333
TOP3A	-0.3725
SLC16A14	-0.55925
FXYD6	1.84083333333333
HIST1H4E	-0.2185
BBC3	0.79
UNC5A	-0.107333333333333
FAM86C	-0.2149
PI4KB	0.22525
B3GAT1	-2.44775
SUSD2	0.6955
OAZ2	1.825
NOC4L	-0.4115
C10orf12	-0.67225
FADS1	-2.74433333333333
LOC144097	-0.834
DKK2	1.58583333333333
KIAA1949	-0.35625
RHOT1	0.0664
OXT	1.05983333333333
GPR153	1.03975
ARL4A	-0.728166666666667
SAAL1	-1.621
CCDC64	-0.4755
USE1	-0.4625
HNMT	0.984166666666667
PCGF3	0.276625
CYP2C19	0.129
C20orf4	0.6715
CCDC11	1.95775
ACSBG2	0.22475
RWDD2A	0.4655
PALLD	1.757875
CPLX4	-0.1425
LOC492311	1.267
KPNA2	-1.98233333333333
MACROD1	-0.4126
